pXC50,N.070,nArNHR,ATS6m,IDMT,LPRS,ATSC8m,ATS7v,Eig11_EA.ri.,ON0,X0,ATS7p,ATS7s,Psi_i_0,GMTI,IDET,SMTI,IAC,TIC0,Eig10_AEA.dm.,PHI,ATS8s,ATSC8i,Eta_epsi,S1K,AECC,MSD,HVcpx,ON1,Dz,SpMax8_Bh.s.,ATSC6i,ATSC7i,X0sol,Eig09_EA.ri.,Sv,Psi_e_0,X2,GMTIV,Chi0_EA.ri.,IDE,Chi1_EA.ri.,ATS8e,ICR,SMTIV,Eta_C,DECC,SpMin3_Bh.m.,SpAD_AEA.dm.,Eta_alpha,S0K,Eta_betaS,SAtot,Eig09_EA,SM03_AEA.dm.,Eig06_AEA.dm.,ATSC7p,ATS5v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,X1,Eig11_AEA.dm.,HDcpx,IDM,Sp,SpMaxA_AEA.ri.
8.155,1,2,3.616,13218.8,121.713,23.293,3.578,0.464,13.167,17.811,3.702,5.4,17.463,7293.0,1075.24,7116.0,77.598,77.598,1.256,5.734,5.472,0.83,27.719,17.924,10.8,6.458,3.415,5.611,54.833,3.845,1.055,0.941,18.311,0.946,28.579,9.217,10.628,22402.0,17.492,3.584,14.234,4.462,2.934,12602.0,20.003,1.92,1.801,41.625,11.881,112.096,17.25,449.544,1.0,1.0,1.975,7.522,3.735,16.87,16.87,16.87,16.87,16.87,12.08,0.832,1.677,7.963,29.887,0.149
7.886,1,2,4.07,13218.8,121.713,49.236,3.529,0.463,13.167,17.811,3.689,5.349,17.359,7293.0,1075.24,7116.0,79.381,79.381,1.256,6.119,5.358,0.62,26.886,18.39,10.8,6.458,3.415,5.611,54.583,3.78,0.909,0.788,19.311,0.946,28.077,9.206,10.628,25174.0,17.627,3.584,14.515,4.143,2.934,13358.0,21.693,1.92,1.796,41.882,12.714,112.096,17.25,451.229,1.0,1.0,1.987,8.498,3.69,16.87,16.87,16.87,16.87,16.87,12.08,0.834,1.677,7.963,29.478,0.148
7.886,1,2,3.85,14619.9,127.757,25.235,3.641,0.48,13.667,18.518,3.714,5.62,18.108,7858.0,1163.2,7700.0,81.794,81.794,1.256,6.428,5.545,0.874,28.567,19.046,10.731,6.444,3.416,5.944,57.25,3.761,1.11,0.991,19.518,0.946,29.491,9.583,10.819,25271.0,18.558,3.579,14.902,4.431,2.95,13944.0,21.925,1.926,1.787,42.97,12.833,118.211,18.0,471.02,1.0,1.0,2.0,7.455,3.794,17.74,17.74,17.74,17.74,17.74,12.618,0.941,1.69,8.091,30.836,0.144
7.193,1,2,3.726,14619.9,127.757,19.099,3.607,0.5,13.667,18.518,3.643,5.688,17.858,7858.0,1163.2,7700.0,81.794,81.794,1.256,5.986,5.706,0.96,29.614,18.516,10.731,6.444,3.416,5.944,59.0,3.898,1.126,1.026,17.648,0.946,28.849,9.62,10.819,25271.0,18.471,3.579,14.71,4.446,2.95,13944.0,19.536,1.926,1.809,42.986,11.786,118.211,18.25,446.092,1.0,1.0,2.0,6.498,3.771,17.74,17.74,17.74,17.74,17.74,12.618,0.941,1.69,8.091,29.421,0.144
8.373,1,2,3.863,20557.7,148.134,18.614,3.689,0.76,15.917,21.018,3.711,5.812,19.46,10417.0,1503.61,10286.0,92.504,92.504,1.538,6.577,5.803,1.175,33.943,21.31,11.69,7.007,3.512,6.444,68.0,4.361,1.327,1.132,18.518,1.186,31.143,11.244,12.814,39422.0,20.14,3.703,16.563,4.522,2.987,20238.0,23.74,1.998,1.835,46.949,12.857,132.127,20.25,477.836,1.311,1.311,2.347,7.033,3.879,19.212,19.212,19.212,19.212,19.212,13.829,1.256,1.718,8.405,31.057,0.137
7.923,1,2,3.75,16544.9,134.626,18.357,3.651,0.654,14.167,19.225,3.699,5.673,18.545,8707.0,1276.79,8554.0,79.304,79.304,1.746,6.2,5.62,0.928,29.6,19.059,11.444,6.675,3.489,6.278,60.0,3.928,1.165,1.025,19.225,0.946,29.96,9.929,11.01,27064.0,19.297,3.638,15.047,4.45,2.967,15206.0,19.629,1.909,1.838,46.38,12.4,124.382,18.75,472.857,1.0,1.0,2.398,6.746,3.822,18.61,18.61,18.61,18.61,18.61,13.156,1.256,1.7,8.199,30.728,0.139
7.699,0,1,3.576,12890.7,121.077,16.913,3.563,0.484,12.5,17.389,3.668,5.31,17.883,7647.0,1064.77,7208.0,60.456,60.456,1.0,3.925,5.188,0.916,25.1,15.707,10.76,6.303,3.401,5.361,52.0,3.724,1.119,1.024,17.389,1.305,29.3,9.181,11.216,16631.0,17.111,3.549,14.221,4.313,2.869,10806.0,18.194,1.869,1.916,42.413,12.1,106.096,15.75,419.382,1.337,1.337,2.023,6.183,3.735,16.894,16.894,16.894,16.894,16.894,12.097,0.905,1.677,7.962,31.114,0.146
8.222,1,2,3.475,12045.8,116.01,17.011,3.364,0.462,12.333,16.941,3.482,5.268,16.689,6836.0,993.304,6633.0,73.809,73.809,1.0,5.505,5.235,0.598,26.419,16.957,10.917,6.538,3.436,5.417,52.833,3.76,0.892,0.764,17.441,0.946,27.052,8.837,10.098,21569.0,16.996,3.599,13.761,4.112,2.939,11909.0,17.431,1.854,1.798,39.854,11.381,102.039,16.75,423.468,1.0,1.0,1.969,6.312,3.603,16.37,16.37,16.37,16.37,16.37,11.669,0.827,1.663,7.832,28.125,0.152
7.276,0,1,3.855,14619.9,127.757,23.691,3.624,0.478,13.667,18.518,3.683,5.638,18.01,7858.0,1163.2,7700.0,80.936,80.936,1.256,6.428,5.534,0.821,28.633,19.046,10.731,6.444,3.416,5.944,57.75,3.766,1.087,0.955,19.518,0.946,29.184,9.578,10.819,26477.0,18.654,3.579,15.01,4.391,2.95,14284.0,21.792,1.926,1.731,43.202,12.767,118.211,18.0,468.982,1.0,1.0,2.142,7.498,3.782,17.74,17.74,17.74,17.74,17.74,12.618,0.944,1.69,8.091,30.284,0.143
8.427,1,2,4.157,22222.9,154.18,18.893,3.779,0.858,16.75,21.889,3.813,5.932,20.02,11026.0,1605.82,10931.0,98.232,98.232,1.538,7.035,5.846,1.165,35.029,22.566,11.633,6.956,3.497,6.639,70.333,4.612,1.302,1.109,19.889,1.187,31.97,11.635,13.354,44881.0,20.75,3.692,17.271,4.533,2.99,22261.0,26.52,1.991,1.828,49.0,13.571,138.452,21.0,499.238,1.316,1.316,2.537,8.194,3.944,19.712,19.712,19.712,19.712,19.712,14.24,1.41,1.729,8.511,31.915,0.133
7.678,1,2,4.099,24175.9,160.533,28.374,3.928,0.946,17.25,22.596,3.94,6.054,20.769,11763.0,1714.96,11697.0,100.397,100.397,1.54,7.335,6.031,1.421,36.71,23.226,11.613,6.96,3.5,6.972,73.0,4.598,1.498,1.366,20.096,1.188,33.384,12.008,13.545,45004.0,21.681,3.688,17.66,4.859,2.994,23113.0,27.041,1.948,1.832,49.999,13.69,144.825,21.75,519.028,1.317,1.317,2.532,8.669,4.029,20.582,20.582,20.582,20.582,20.582,14.778,1.528,1.739,8.616,33.273,0.129
7.62,1,2,4.118,22262.4,154.243,29.852,3.808,0.866,16.75,21.889,3.881,5.892,20.02,11046.0,1607.35,10951.0,98.232,98.232,1.539,7.035,5.905,1.127,35.029,22.566,11.667,6.974,3.506,6.639,70.333,4.608,1.313,1.131,19.889,1.188,31.97,11.635,13.354,44881.0,20.751,3.695,17.278,4.63,2.99,22291.0,26.516,1.956,1.829,49.126,13.571,138.452,21.0,499.238,1.317,1.317,2.533,9.367,3.946,19.712,19.712,19.712,19.712,19.712,14.24,1.455,1.728,8.51,31.915,0.133
7.569,1,2,4.231,24622.1,161.132,31.689,3.891,0.935,17.25,22.596,3.956,6.119,20.837,12015.0,1729.53,11930.0,102.354,102.354,1.613,7.597,5.925,1.196,36.329,23.544,11.774,7.118,3.51,6.889,72.333,4.608,1.554,1.376,20.596,1.227,33.497,12.03,13.734,46732.0,21.477,3.719,17.847,4.683,2.983,23743.0,28.682,1.99,1.864,50.629,14.071,144.825,21.5,525.315,1.36,1.36,2.533,10.416,4.013,20.419,20.419,20.419,20.419,20.419,14.74,1.456,1.738,8.609,33.676,0.129
7.367,1,2,3.992,20399.0,147.925,28.09,3.732,0.843,16.25,21.181,3.829,5.796,19.486,10333.0,1501.09,10211.0,93.944,93.944,1.537,6.517,5.803,1.046,33.562,21.627,11.69,6.971,3.502,6.306,67.333,4.332,1.322,1.108,19.181,1.188,31.255,11.257,13.163,40582.0,19.71,3.697,16.664,4.518,2.987,20463.0,26.132,1.998,1.841,47.976,13.238,132.127,20.0,484.122,1.316,1.316,2.447,9.031,3.905,18.842,18.842,18.842,18.842,18.842,13.702,1.256,1.718,8.402,31.461,0.137
7.959,1,2,3.987,22222.9,154.18,28.535,3.867,0.913,16.75,21.889,3.925,5.971,20.234,11026.0,1605.82,10931.0,96.485,96.485,1.538,6.811,5.934,1.319,35.243,22.286,11.633,6.956,3.497,6.639,70.0,4.372,1.527,1.351,19.389,1.188,32.669,11.63,13.354,40699.0,20.64,3.692,17.047,4.79,2.99,21247.0,26.652,1.991,1.841,48.819,13.357,138.452,20.75,503.913,1.316,1.316,2.444,8.9,3.99,19.712,19.712,19.712,19.712,19.712,14.24,1.274,1.729,8.511,32.819,0.133
7.201,1,2,4.0,22262.4,154.243,24.194,3.749,0.896,16.75,21.889,3.745,6.043,19.881,11046.0,1607.35,10951.0,94.987,94.987,1.539,6.761,6.023,1.312,35.457,22.223,11.667,6.974,3.506,6.639,71.5,4.611,1.554,1.447,18.518,1.188,31.526,11.741,13.354,44881.0,20.691,3.695,17.152,4.645,2.99,22291.0,25.44,1.956,1.83,49.105,13.143,138.452,21.0,480.67,1.317,1.317,2.532,8.219,3.913,19.712,19.712,19.712,19.712,19.712,14.24,1.449,1.728,8.51,30.995,0.133
7.689,1,2,4.0,22186.1,154.13,17.996,3.725,0.814,16.75,21.889,3.704,6.018,19.881,11010.0,1605.24,10916.0,94.987,94.987,1.549,6.761,5.903,1.269,35.457,22.223,11.633,6.95,3.497,6.667,71.5,4.613,1.509,1.281,18.518,1.192,31.526,11.747,13.245,44753.0,20.726,3.69,17.11,4.539,2.99,22214.0,25.501,1.991,1.83,48.727,13.143,138.452,21.0,480.67,1.319,1.319,2.497,7.133,3.912,19.764,19.764,19.764,19.764,19.764,14.257,1.42,1.729,8.51,30.995,0.133
7.796,1,2,4.027,22222.9,154.18,17.996,3.732,0.892,16.75,21.889,3.703,6.068,19.881,11026.0,1605.82,10931.0,94.987,94.987,1.538,6.761,5.903,1.269,35.457,22.223,11.633,6.956,3.497,6.639,71.5,4.613,1.566,1.321,18.518,1.188,31.526,11.736,13.354,44881.0,20.691,3.692,17.15,4.539,2.99,22261.0,25.44,1.991,1.83,48.979,13.143,138.452,21.0,480.67,1.316,1.316,2.535,7.18,3.91,19.712,19.712,19.712,19.712,19.712,14.24,1.402,1.729,8.511,30.995,0.133
8.046,1,2,4.15,24573.9,161.06,20.158,3.821,0.935,17.25,22.596,3.792,6.262,20.697,11991.0,1727.49,11906.0,99.109,99.109,1.617,7.315,5.923,1.342,36.757,23.201,11.742,7.099,3.5,6.889,73.5,4.613,1.826,1.538,19.225,1.228,33.053,12.132,13.734,46732.0,21.416,3.715,17.718,4.598,2.983,23711.0,27.578,2.025,1.868,50.479,13.643,144.825,21.5,506.747,1.359,1.359,2.535,8.106,3.979,20.419,20.419,20.419,20.419,20.419,14.74,1.402,1.738,8.61,32.756,0.129
8.398,1,2,4.252,26967.9,167.877,20.375,3.862,0.946,17.083,22.88,3.833,6.317,21.673,13994.0,1851.62,13385.0,100.538,100.538,1.744,6.519,5.927,1.398,37.457,22.717,11.844,7.215,3.493,6.889,75.5,4.613,2.051,1.664,19.51,1.346,34.053,12.537,14.625,50567.0,22.105,3.733,18.736,4.617,2.968,25665.0,28.77,2.051,1.808,54.218,14.143,149.245,22.5,500.885,1.482,1.482,2.616,8.649,4.028,21.151,21.151,21.151,21.151,21.151,15.257,1.461,1.746,8.705,33.756,0.122
7.0,1,2,3.822,14617.1,127.837,8.838,3.258,0.431,14.417,18.897,3.289,5.36,16.972,7793.0,1158.71,7686.0,74.344,74.344,0.921,4.987,5.405,0.869,29.029,18.365,10.462,6.488,3.346,5.611,60.833,4.256,0.859,0.761,16.897,1.098,26.256,9.998,11.938,34390.0,17.639,3.565,15.005,3.985,2.724,16326.0,19.22,1.769,1.68,42.488,11.771,117.457,17.75,404.065,1.143,1.143,2.051,4.602,3.61,16.927,16.927,16.927,16.927,16.927,12.291,0.727,1.688,8.08,25.762,0.152
7.569,1,2,3.801,13892.6,126.449,14.904,3.424,0.11,15.833,19.698,3.41,5.796,16.728,6615.0,1120.5,6912.0,85.516,85.516,0.927,5.64,5.792,1.048,31.024,20.211,9.692,6.063,3.239,5.583,63.0,4.77,1.1,1.022,16.578,0.654,26.638,10.464,12.405,33887.0,17.166,3.448,14.757,4.267,2.643,15789.0,20.055,1.485,1.604,42.982,11.576,113.457,17.5,420.359,0.766,0.766,2.365,5.204,3.661,16.201,16.201,16.201,16.201,16.201,11.968,0.726,1.692,8.105,26.114,0.158
7.77,1,2,4.009,22791.7,154.951,19.547,3.742,0.935,16.417,21.725,3.737,6.035,20.146,11346.0,1621.09,11223.0,96.977,96.977,1.617,7.083,5.821,1.204,35.343,22.223,11.8,7.147,3.514,6.694,70.5,4.472,1.466,1.286,19.225,1.225,32.164,11.637,13.195,42317.0,20.92,3.727,17.221,4.556,2.978,21894.0,25.458,2.027,1.851,48.458,13.257,138.452,21.25,498.593,1.354,1.354,2.363,7.026,3.903,19.919,19.919,19.919,19.919,19.919,14.329,1.256,1.728,8.508,32.063,0.133
7.292,1,2,3.754,16316.9,134.282,20.332,3.563,0.482,14.583,19.441,3.594,5.639,18.336,8547.0,1265.39,8426.0,86.776,86.776,1.2,6.027,5.627,1.114,31.776,19.652,10.963,6.578,3.423,6.0,63.0,4.267,1.171,1.042,16.941,1.02,29.428,10.46,11.955,30361.0,18.891,3.605,15.56,4.505,2.921,16139.0,22.861,1.819,1.791,43.088,12.024,119.627,18.75,452.171,1.15,1.15,2.294,5.952,3.798,18.005,18.005,18.005,18.005,18.005,12.918,0.94,1.7,8.199,29.603,0.147
8.0,1,2,4.121,25216.8,161.824,26.612,3.866,0.715,18.667,23.397,3.845,6.326,20.355,11284.0,1744.52,11708.0,101.647,101.647,1.402,7.818,6.133,1.479,37.357,24.799,11.839,7.306,3.491,6.736,73.5,4.774,1.709,1.647,20.027,1.226,33.579,12.136,14.554,45255.0,20.282,3.752,16.989,4.753,2.933,23680.0,29.571,2.112,1.88,49.497,13.643,146.825,20.5,559.676,1.345,1.345,2.729,8.243,3.945,19.452,19.452,19.452,19.452,19.452,14.352,1.243,1.738,8.606,33.517,0.133
7.658,1,2,4.074,24190.1,160.558,26.089,3.882,0.935,18.0,22.974,3.901,6.131,20.893,11486.0,1705.81,11582.0,100.378,100.378,1.617,6.467,5.94,1.381,36.543,23.265,11.161,6.964,3.437,6.597,72.0,4.384,1.704,1.524,20.474,1.265,34.196,12.059,14.879,41059.0,20.513,3.668,17.5,4.749,2.865,22132.0,30.311,1.854,1.884,51.629,13.857,146.825,21.0,549.542,1.391,1.391,2.574,8.129,4.05,19.693,19.693,19.693,19.693,19.693,14.424,1.278,1.739,8.615,34.58,0.129
7.161,0,1,3.767,14619.9,127.757,19.747,3.614,0.481,13.667,18.518,3.658,5.655,17.9,7858.0,1163.2,7700.0,80.936,80.936,1.256,6.268,5.579,0.785,29.252,18.857,10.731,6.444,3.416,5.944,58.333,3.857,1.063,0.925,19.018,0.946,28.987,9.572,10.819,26477.0,18.629,3.579,14.956,4.396,2.95,14284.0,20.236,1.926,1.745,43.248,12.148,118.211,18.25,462.622,1.0,1.0,2.162,7.017,3.775,17.74,17.74,17.74,17.74,17.74,12.618,0.944,1.69,8.091,29.79,0.143
7.963,0,0,3.99,22028.4,153.706,21.745,3.961,1.007,14.667,20.761,3.982,5.92,20.673,11921.0,1548.8,11271.0,76.226,76.226,1.369,6.002,6.059,1.38,30.248,19.596,10.367,6.71,3.354,6.667,65.0,3.991,1.335,1.328,19.891,1.358,33.092,11.077,12.827,35576.0,20.988,3.56,16.904,4.696,2.727,19639.0,19.193,1.609,1.932,49.797,14.152,143.207,19.0,482.384,1.414,1.414,2.491,8.389,3.916,20.637,20.637,20.637,20.637,20.637,14.687,1.155,1.735,8.545,33.955,0.123
5.886,0,0,3.663,9094.07,105.892,21.112,3.62,0.364,12.167,16.397,3.743,5.755,16.252,5072.0,819.495,5032.0,67.381,67.381,1.046,4.495,5.493,0.837,25.267,15.766,8.696,5.258,3.116,5.167,50.0,3.731,1.307,1.106,16.397,0.869,26.531,8.495,9.789,14465.0,15.944,3.239,12.86,4.465,2.541,8585.0,19.759,1.361,1.709,41.043,10.733,104.042,16.0,418.027,0.917,0.917,2.038,7.42,3.869,15.56,15.56,15.56,15.56,15.56,11.113,1.0,1.662,7.766,27.819,0.166
5.0,0,0,3.641,19134.4,142.488,15.067,3.493,1.0,14.333,19.673,3.569,5.514,19.23,10812.0,1397.53,10184.0,75.177,75.177,1.185,4.82,5.408,0.927,28.881,18.169,11.429,7.166,3.45,6.056,61.0,4.023,1.257,1.008,18.803,1.33,30.893,10.322,12.5,31589.0,19.05,3.697,15.696,4.231,2.833,17540.0,18.905,1.939,1.895,48.091,13.119,130.606,17.75,434.474,1.365,1.365,2.347,6.136,3.812,18.809,18.809,18.809,18.809,18.809,13.508,1.0,1.705,8.283,31.75,0.136
6.1,0,0,2.762,2851.37,63.32,7.578,2.544,-0.946,7.667,10.958,2.632,4.671,11.262,2021.0,338.691,1961.0,42.554,42.554,-0.528,2.169,4.431,0.283,16.467,9.459,6.438,4.035,2.755,3.5,34.5,3.11,0.428,0.37,10.958,-0.299,17.886,5.893,6.962,5633.0,11.234,2.822,9.14,3.344,2.203,3341.0,9.183,1.063,1.509,28.166,7.533,60.0,10.75,250.42,-0.301,-0.301,1.228,2.504,2.979,11.069,11.069,11.069,11.069,11.069,7.843,-0.729,1.551,6.693,18.517,0.229
5.0,0,0,3.954,12426.2,123.35,18.861,3.837,0.932,13.333,18.259,3.861,5.867,17.529,6983.0,1022.0,6705.0,67.006,67.006,1.091,3.88,5.923,1.095,26.333,16.21,7.885,5.233,2.983,5.556,57.0,4.15,1.188,1.202,18.259,1.208,27.665,9.529,11.841,22132.0,17.75,3.145,14.991,4.566,2.411,12062.0,15.646,1.142,1.845,43.771,12.067,112.211,17.5,408.253,1.236,1.236,2.164,6.594,3.846,17.394,17.394,17.394,17.394,17.394,12.508,1.031,1.701,8.154,27.989,0.145
8.523,0,0,4.583,20584.4,162.632,40.317,4.363,1.405,15.667,22.275,4.47,6.426,23.765,12383.0,1577.92,11023.0,83.559,83.559,1.703,3.14,6.113,1.704,33.667,18.522,7.727,4.824,2.893,6.715,71.5,4.082,2.417,2.258,22.275,1.667,36.665,12.431,15.933,30965.0,23.145,2.988,20.376,5.075,2.28,17519.0,34.432,1.025,1.995,66.741,15.533,166.465,23.25,474.42,1.742,1.742,2.622,17.535,4.657,22.786,22.786,22.786,22.786,22.786,15.983,1.513,1.769,8.884,37.688,0.122
6.495,0,0,4.947,49138.1,234.301,64.383,4.902,1.668,20.583,29.198,5.003,6.787,31.088,26543.0,3146.34,23670.0,109.126,109.126,2.204,5.202,6.63,3.236,43.767,25.494,10.884,6.34,3.324,9.014,92.0,4.409,3.793,3.759,29.198,2.064,48.793,16.107,19.933,63347.0,30.356,3.484,25.984,5.655,2.751,36698.0,48.198,1.484,2.019,83.792,20.433,227.329,29.75,632.355,2.086,2.086,2.781,28.599,4.969,29.799,29.799,29.799,29.799,29.799,20.936,2.048,1.829,9.625,50.739,0.093
6.77,1,2,3.126,5280.55,82.247,6.683,2.787,-0.7,10.917,14.044,2.771,5.005,12.293,2951.0,537.903,3067.0,55.669,55.669,0.51,3.625,5.214,0.537,22.343,13.622,8.0,4.934,2.989,4.111,45.5,3.757,0.525,0.536,11.544,0.015,19.386,7.41,8.84,12627.0,12.76,3.146,10.858,3.62,2.484,6501.0,12.142,1.263,1.619,29.463,8.257,75.956,13.5,300.716,0.016,0.016,1.539,2.268,3.105,12.151,12.151,12.151,12.151,12.151,8.897,0.257,1.602,7.184,18.892,0.213
6.886,1,2,3.125,5192.94,81.928,8.331,2.812,-0.7,10.917,14.044,2.824,4.984,12.293,2895.0,526.158,3014.0,55.669,55.669,0.51,3.625,5.098,0.549,22.343,13.622,7.368,4.823,2.895,4.139,45.5,3.784,0.557,0.532,11.544,0.014,19.386,7.409,8.724,12567.0,12.806,3.077,10.83,3.696,2.26,6428.0,12.278,1.296,1.606,29.568,8.257,75.956,13.5,300.716,0.015,0.015,1.394,2.771,3.143,12.204,12.204,12.204,12.204,12.204,8.914,0.235,1.604,7.192,18.892,0.213
7.004,1,2,3.123,5280.55,82.247,6.016,2.791,-0.7,10.917,14.044,2.78,5.021,12.293,2951.0,537.903,3067.0,55.669,55.669,0.51,3.625,5.076,0.602,22.343,13.622,8.0,4.934,2.989,4.111,45.5,3.759,0.522,0.542,11.544,0.015,19.386,7.407,8.84,12747.0,12.742,3.146,10.839,3.597,2.484,6525.0,12.145,1.263,1.618,29.463,8.257,75.956,13.5,300.716,0.016,0.016,1.539,2.372,3.113,12.151,12.151,12.151,12.151,12.151,8.897,0.257,1.602,7.184,18.892,0.213
7.284,1,2,3.227,6136.13,88.15,8.693,2.964,-0.579,11.75,14.914,2.978,5.114,13.068,3314.0,600.881,3460.0,60.041,60.041,0.51,3.863,5.141,0.697,23.643,14.601,8.05,5.038,2.999,4.306,47.5,3.858,0.633,0.625,12.414,0.03,20.912,7.791,9.37,13576.0,13.253,3.163,11.324,3.816,2.466,7176.0,14.255,1.255,1.733,31.48,8.757,81.684,14.0,326.793,0.033,0.033,1.569,2.987,3.265,12.651,12.651,12.651,12.651,12.651,9.308,0.26,1.618,7.34,20.654,0.203
7.387,1,2,3.224,6128.23,88.131,8.693,2.964,-0.674,11.75,14.914,2.978,5.114,13.068,3310.0,600.726,3457.0,60.041,60.041,0.51,3.863,5.141,0.697,23.643,14.601,8.05,5.034,2.993,4.333,47.5,3.818,0.629,0.625,12.414,0.213,20.912,7.79,9.229,13574.0,13.302,3.162,11.279,3.816,2.466,7173.0,14.334,1.255,1.628,31.383,8.757,81.684,14.0,326.793,0.233,0.233,1.542,2.987,3.236,12.704,12.704,12.704,12.704,12.704,9.325,0.51,1.618,7.339,20.654,0.203
7.409,1,2,3.348,6128.23,88.131,5.929,2.889,-0.645,11.75,14.914,2.881,5.113,12.854,3310.0,600.726,3457.0,60.503,60.503,0.51,4.065,5.102,0.612,23.429,14.881,8.05,5.034,2.993,4.333,47.833,3.948,0.541,0.549,12.914,0.186,20.213,7.785,9.229,16298.0,13.392,3.162,11.506,3.623,2.466,7797.0,14.236,1.255,1.614,31.657,8.971,81.684,14.25,322.118,0.233,0.233,1.696,2.697,3.167,12.704,12.704,12.704,12.704,12.704,9.325,0.51,1.618,7.339,19.75,0.203
7.553,1,2,3.598,11282.7,114.372,12.693,3.195,-0.167,14.5,18.121,3.206,5.38,15.68,5582.0,950.778,5824.0,80.507,80.507,0.641,5.278,5.486,0.809,28.795,18.776,9.667,6.025,3.224,5.042,56.833,4.266,0.775,0.705,16.121,0.431,25.508,9.34,11.777,24298.0,15.546,3.445,13.619,4.062,2.642,12340.0,21.656,1.583,1.618,38.498,10.805,103.284,16.5,435.017,0.478,0.478,1.859,3.669,3.587,14.806,14.806,14.806,14.806,14.806,11.009,0.51,1.668,7.857,25.489,0.17
7.824,1,1,3.627,9167.52,106.03,15.144,3.368,0.069,12.167,16.397,3.495,5.611,15.895,5101.0,825.804,5066.0,62.294,62.294,0.947,4.112,4.893,0.626,23.967,15.229,8.696,5.346,3.075,5.056,49.5,3.678,1.166,0.971,16.397,0.983,25.983,8.44,10.174,14390.0,15.534,3.264,12.636,4.088,2.562,8630.0,16.232,1.561,1.853,38.46,10.833,98.042,14.5,395.393,1.0,1.0,1.753,5.919,3.777,15.345,15.345,15.345,15.345,15.345,11.059,0.393,1.661,7.756,27.051,0.167
8.699,1,1,3.827,11914.8,118.932,20.776,3.679,0.863,12.5,17.389,3.773,5.774,17.687,7011.0,1007.16,6634.0,67.184,67.184,1.0,4.004,5.365,0.917,25.967,15.829,9.32,5.671,3.179,5.417,53.5,3.797,1.31,1.235,17.389,1.08,28.509,9.222,11.095,17646.0,17.177,3.357,14.083,4.443,2.733,10668.0,19.069,1.667,1.819,43.273,11.833,110.096,16.0,415.179,1.12,1.12,1.812,7.216,3.888,16.999,16.999,16.999,16.999,16.999,12.131,0.924,1.685,8.002,29.813,0.15
7.523,1,1,3.703,8868.39,105.253,18.181,3.551,0.115,12.167,16.397,3.654,5.716,15.895,4905.0,798.456,4884.0,62.294,62.294,0.941,4.112,5.338,0.827,23.967,15.229,8.087,5.077,3.009,5.056,49.5,3.736,1.206,1.095,16.397,0.983,25.983,8.441,10.174,13950.0,15.534,3.156,12.637,4.328,2.455,8356.0,16.382,1.229,1.853,38.479,10.833,98.042,14.5,395.393,1.0,1.0,1.817,6.566,3.801,15.345,15.345,15.345,15.345,15.345,11.059,0.42,1.665,7.779,27.051,0.168
9.0,1,1,3.652,7631.73,98.711,17.33,3.444,0.099,11.667,15.69,3.542,5.694,15.113,4307.0,707.155,4295.0,61.308,61.308,0.618,3.776,5.247,0.695,23.367,14.481,7.409,4.843,2.914,4.806,48.0,3.541,1.093,0.971,15.69,0.8,24.477,8.064,9.82,12720.0,14.811,3.061,12.126,4.251,2.244,7501.0,15.926,1.136,1.64,36.992,10.233,96.107,14.0,369.439,0.815,0.815,1.794,5.846,3.721,14.637,14.637,14.637,14.637,14.637,10.559,0.406,1.653,7.655,25.296,0.175
7.921,1,1,3.574,7875.93,99.416,14.655,3.262,0.069,11.667,15.69,3.392,5.552,15.113,4475.0,732.689,4449.0,61.308,61.308,0.618,3.776,4.795,0.532,23.367,14.481,7.955,5.091,2.969,4.806,48.0,3.504,1.042,0.832,15.69,0.787,24.477,8.063,9.82,13120.0,14.811,3.172,12.125,4.022,2.504,7741.0,15.787,1.508,1.646,36.978,10.233,94.107,14.0,369.439,0.798,0.798,1.722,5.31,3.696,14.637,14.637,14.637,14.637,14.637,10.559,0.393,1.65,7.632,25.296,0.174
6.423,1,1,3.715,8859.55,105.233,19.026,3.555,0.106,12.5,16.56,3.668,5.752,15.895,4854.0,798.496,4862.0,65.091,65.091,0.699,4.011,5.331,0.797,24.667,15.441,8.087,5.075,3.005,4.972,50.0,3.753,1.18,1.081,16.56,0.884,26.004,8.443,10.454,13655.0,15.28,3.156,12.657,4.365,2.455,8284.0,17.41,1.229,1.735,38.906,10.733,102.042,14.75,398.262,0.902,0.902,1.981,6.857,3.779,15.085,15.085,15.085,15.085,15.085,10.952,0.413,1.665,7.778,27.057,0.168
8.046,1,1,3.641,9158.62,106.011,16.529,3.387,0.069,12.5,16.56,3.53,5.628,15.895,5050.0,825.844,5044.0,65.091,65.091,0.687,4.011,4.945,0.627,24.667,15.441,8.696,5.344,3.071,4.972,50.0,3.735,1.129,0.943,16.56,0.889,26.004,8.441,10.454,14095.0,15.28,3.264,12.656,4.17,2.562,8558.0,17.24,1.561,1.737,38.89,10.733,102.042,14.75,398.262,0.909,0.909,1.937,6.295,3.755,15.085,15.085,15.085,15.085,15.085,10.952,0.393,1.661,7.755,27.057,0.167
