pXC50,nBO,nCsp2,nCsp3,nSK,nBM,nC,nHet,nBT,Se,nAT,Mi,MW,Sv,Si,C.,Sp,nH,nAB,nX,nDB,Mv,nF,Me,RBN,SCBO,X.,nO,nHM,O.,Mp
4.658,47,6,28,48,6,34,14,110,111.079,111,1.148,686.02,60.817,127.417,30.6,65.2,63,0,0,6,0.548,0,1.001,22,53.0,0.0,9,0,8.1,0.587
6.921,51,12,24,47,14,36,11,103,98.654,99,1.133,668.99,58.205,112.134,36.4,62.671,52,11,0,3,0.588,0,0.997,15,59.5,0.0,6,1,6.1,0.633
4.0,36,14,14,34,14,28,6,74,71.418,72,1.129,466.68,42.384,81.308,38.9,45.535,38,12,0,2,0.589,0,0.992,11,44.0,0.0,4,0,5.6,0.632
5.699,69,24,22,66,29,46,20,134,131.679,131,1.139,933.18,78.321,149.217,35.1,83.149,65,22,0,7,0.598,0,1.005,27,87.0,0.0,9,1,6.9,0.635
6.921,50,12,23,46,14,35,11,100,95.77,96,1.132,654.96,56.678,108.719,36.5,60.91,50,11,0,3,0.59,0,0.998,14,58.5,0.0,6,1,6.3,0.634
5.319,37,9,19,37,9,28,9,84,83.458,84,1.138,537.85,47.415,95.596,33.3,51.688,47,6,0,3,0.564,0,0.994,16,43.0,0.0,5,1,6.0,0.615
5.26,39,9,21,39,9,30,9,90,89.225,90,1.138,565.91,50.468,102.427,33.3,55.211,51,6,0,3,0.561,0,0.991,18,45.0,0.0,5,1,5.6,0.613
8.824,53,9,32,51,9,41,10,122,118.755,120,1.139,716.13,66.452,136.662,34.2,72.325,69,6,0,3,0.554,0,0.99,23,59.0,0.0,7,0,5.8,0.603
6.301,46,12,20,45,16,32,13,97,96.199,96,1.14,649.95,55.414,109.427,33.3,59.37,51,11,0,5,0.577,0,1.002,19,56.5,0.0,7,1,7.3,0.618
4.523,66,24,19,63,29,43,20,125,123.028,122,1.139,891.09,73.741,138.971,35.2,77.864,59,22,0,7,0.604,0,1.008,26,84.0,0.0,9,1,7.4,0.638
7.215,51,8,29,49,10,37,12,114,111.508,112,1.139,710.1,62.774,127.546,33.0,68.143,63,6,0,4,0.56,0,0.996,21,58.0,0.0,8,1,7.1,0.608
6.569,56,9,34,54,9,43,11,130,126.624,128,1.141,759.21,70.527,145.991,33.6,76.853,74,6,0,3,0.551,0,0.989,24,62.0,0.0,7,0,5.5,0.6
7.268,47,17,19,44,19,36,8,96,92.014,93,1.127,619.95,55.227,104.802,38.7,59.995,49,17,0,2,0.594,0,0.989,16,57.5,0.0,4,1,4.3,0.645
8.49,59,9,34,56,9,43,13,131,127.395,128,1.141,789.19,71.43,145.995,33.6,77.001,72,6,0,3,0.558,0,0.995,24,65.0,0.0,9,0,7.0,0.602
7.721,49,12,23,47,16,35,12,104,101.639,102,1.138,674.02,58.753,116.048,34.3,63.438,55,11,0,5,0.576,0,0.996,18,59.5,0.0,6,1,5.9,0.622
7.081,53,13,25,51,15,38,13,114,111.534,112,1.142,712.06,63.662,127.955,33.9,68.325,61,11,0,4,0.568,0,0.996,20,62.5,0.0,6,0,5.4,0.61
6.39,68,28,22,64,29,50,14,133,128.628,129,1.132,876.22,77.431,145.995,38.8,82.302,65,23,0,6,0.6,0,0.997,21,85.5,0.0,7,0,5.4,0.638
6.855,37,8,21,36,8,29,7,85,83.163,84,1.138,504.79,46.733,95.593,34.5,50.796,48,6,0,2,0.556,0,0.99,16,42.0,0.0,5,0,6.0,0.605
6.0,51,12,24,47,14,36,11,103,98.654,99,1.133,668.99,58.205,112.134,36.4,62.671,52,11,0,3,0.588,0,0.997,15,59.5,0.0,6,1,6.1,0.633
6.523,43,9,23,42,9,32,10,95,93.428,94,1.137,701.77,53.84,106.852,34.0,59.438,52,6,1,3,0.573,0,0.994,17,49.0,1.1,6,1,6.4,0.632
6.699,45,6,25,42,8,31,11,95,91.77,92,1.138,606.92,52.678,104.719,33.7,56.91,50,5,0,3,0.573,0,0.998,14,50.5,0.0,6,1,6.5,0.619
7.398,64,21,22,62,24,43,19,126,125.028,124,1.138,884.09,73.687,141.141,34.7,78.04,62,17,0,7,0.594,0,1.008,28,79.5,0.0,11,1,8.9,0.629
5.495,40,9,20,40,11,29,11,89,88.996,89,1.14,583.88,50.371,101.43,32.6,54.358,49,6,0,5,0.566,0,1.0,17,48.0,0.0,7,1,7.9,0.611
6.638,63,24,22,60,27,46,14,126,122.745,123,1.135,826.16,72.904,139.58,37.4,77.541,63,22,0,5,0.593,0,0.998,22,79.0,0.0,7,0,5.7,0.63
8.548,61,19,24,58,22,43,15,123,119.963,120,1.139,803.13,70.398,136.663,35.8,74.785,62,17,0,5,0.587,0,1.0,22,74.5,0.0,7,0,5.8,0.623
7.036,45,6,25,42,8,31,11,95,91.77,92,1.138,606.92,52.678,104.719,33.7,56.91,50,5,0,3,0.573,0,0.998,14,50.5,0.0,6,1,6.5,0.619
5.086,41,13,16,38,17,29,9,81,77.698,78,1.131,540.8,46.614,88.224,37.2,50.194,40,15,0,2,0.598,0,0.996,12,50.5,0.0,4,1,5.1,0.644
5.42,40,9,22,40,9,31,9,93,92.359,93,1.141,563.87,51.523,106.131,33.3,55.779,53,6,0,3,0.554,0,0.993,18,46.0,0.0,6,0,6.5,0.6
8.959,53,13,23,50,15,36,14,107,104.436,104,1.141,698.96,60.49,118.63,34.6,63.944,54,11,0,4,0.582,0,1.004,20,62.5,0.0,8,0,7.7,0.615
8.305,61,21,22,58,23,43,15,121,118.079,118,1.138,801.11,69.872,134.247,36.4,74.024,60,17,0,6,0.592,0,1.001,22,75.5,0.0,7,0,5.9,0.627
9.102,56,11,23,53,13,34,19,106,105.308,103,1.148,772.97,61.346,118.233,33.0,63.614,50,6,2,7,0.596,2,1.022,19,66.0,1.9,10,1,9.7,0.618
5.387,38,9,20,38,9,29,9,87,86.341,87,1.138,551.88,48.942,99.012,33.3,53.449,49,6,0,3,0.563,0,0.992,17,44.0,0.0,5,1,5.7,0.614
7.886,44,8,25,42,10,33,9,98,95.217,96,1.135,606.96,54.215,108.968,34.4,59.182,54,6,0,4,0.565,0,0.992,16,51.0,0.0,6,1,6.3,0.616
7.553,58,13,28,55,15,41,14,123,119.628,120,1.142,768.13,68.431,136.995,34.2,73.302,65,11,0,4,0.57,0,0.997,22,67.5,0.0,7,0,5.8,0.611
7.959,58,19,23,55,21,42,13,118,114.759,115,1.136,761.08,67.356,130.666,36.5,71.774,60,17,0,4,0.586,0,0.998,21,70.5,0.0,7,0,6.1,0.624
6.721,61,21,22,59,23,43,16,123,121.29,121,1.139,819.13,71.113,137.872,35.5,75.239,62,17,0,6,0.588,0,1.002,24,75.5,0.0,8,0,6.6,0.622
5.959,47,8,30,45,8,38,7,111,107.232,109,1.137,629.04,59.948,123.915,34.9,65.887,64,6,0,2,0.55,0,0.984,19,52.0,0.0,5,0,4.6,0.604
6.699,50,12,23,46,14,35,11,100,95.77,96,1.132,654.96,56.678,108.719,36.5,60.91,50,11,0,3,0.59,0,0.998,14,58.5,0.0,6,1,6.3,0.634
6.886,44,8,26,42,8,34,8,100,97.025,98,1.137,588.92,54.555,111.463,34.7,59.296,56,6,0,2,0.557,0,0.99,16,49.0,0.0,6,0,6.1,0.605
6.071,43,9,22,42,11,31,11,94,92.879,93,1.138,609.92,52.898,105.846,33.3,57.12,51,6,0,5,0.569,0,0.999,16,51.0,0.0,7,1,7.5,0.614
8.87,66,21,25,63,23,46,17,131,128.61,128,1.138,876.18,75.575,145.623,35.9,79.666,65,17,0,6,0.59,0,1.005,25,80.5,0.0,10,0,7.8,0.622
6.097,41,12,16,38,17,28,10,81,77.941,78,1.14,524.74,45.943,88.886,35.9,48.796,40,15,0,2,0.589,0,0.999,12,50.5,0.0,4,0,5.1,0.626
7.638,47,12,20,45,16,32,13,96,94.316,94,1.138,647.93,54.887,107.012,34.0,58.608,49,11,0,5,0.584,0,1.003,18,57.5,0.0,7,1,7.4,0.623
7.854,49,12,23,47,14,35,12,105,102.665,103,1.142,656.97,58.587,117.626,34.0,62.796,56,11,0,3,0.569,0,0.997,18,57.5,0.0,6,0,5.8,0.61
6.658,60,20,23,58,22,43,15,123,121.072,121,1.139,806.13,70.619,137.789,35.5,74.995,63,17,0,5,0.584,0,1.001,23,73.5,0.0,8,0,6.6,0.62
9.167,51,12,24,48,14,36,12,107,103.665,104,1.141,668.98,59.587,118.626,34.6,63.796,56,11,0,3,0.573,0,0.997,15,59.5,0.0,6,0,5.8,0.613
6.665,66,26,22,63,28,48,15,131,127.955,128,1.134,868.2,76.145,145.204,37.5,80.757,65,23,0,5,0.595,0,1.0,24,82.5,0.0,8,0,6.3,0.631
7.174,53,12,25,51,16,37,14,113,110.836,111,1.14,733.1,63.543,126.586,33.3,68.421,60,11,0,5,0.572,0,0.999,20,63.5,0.0,7,1,6.3,0.616
7.796,53,9,31,51,9,40,11,121,117.974,119,1.141,717.12,65.947,135.745,33.6,71.569,68,6,0,3,0.554,0,0.991,22,59.0,0.0,7,0,5.9,0.601
5.745,45,15,18,44,17,33,11,94,92.996,93,1.134,631.92,54.371,105.43,35.5,58.358,49,12,0,5,0.585,0,1.0,18,56.0,0.0,7,1,7.5,0.628
7.921,55,9,32,53,9,41,12,126,122.959,124,1.142,746.17,68.495,141.659,33.1,74.336,71,6,0,3,0.552,0,0.992,24,61.0,0.0,7,0,5.6,0.599
7.553,48,12,21,46,16,33,13,99,97.199,97,1.138,661.96,56.414,110.427,34.0,60.37,51,11,0,5,0.582,0,1.002,18,58.5,0.0,7,1,7.2,0.622
5.62,41,9,21,41,11,30,11,92,91.879,92,1.14,597.91,51.898,104.846,32.6,56.12,51,6,0,5,0.564,0,0.999,18,49.0,0.0,7,1,7.6,0.61
7.556,58,23,21,56,23,44,12,119,116.541,117,1.133,772.1,68.861,132.583,37.6,73.529,61,18,0,5,0.589,0,0.996,22,72.0,0.0,7,0,6.0,0.628
6.587,58,20,21,56,22,41,15,116,114.301,114,1.138,796.51,67.678,129.693,36.0,71.876,58,17,1,5,0.594,0,1.003,22,71.5,0.9,7,1,6.1,0.63
7.252,55,9,33,53,9,42,11,126,122.966,124,1.139,746.16,68.694,141.287,33.9,74.541,71,6,0,3,0.554,0,0.992,24,61.0,0.0,8,0,6.5,0.601
6.102,42,14,16,39,18,30,9,83,79.723,80,1.135,535.76,47.449,90.803,37.5,50.552,41,16,0,2,0.593,0,0.997,12,52.0,0.0,4,0,5.0,0.632
7.886,58,9,34,55,9,43,12,130,126.068,127,1.14,773.19,70.715,144.785,33.9,76.546,72,6,0,3,0.557,0,0.993,24,64.0,0.0,8,0,6.3,0.603
7.796,53,13,25,51,15,38,13,113,110.759,111,1.141,713.04,63.356,126.666,34.2,67.773,60,11,0,4,0.571,0,0.998,21,62.5,0.0,7,0,6.3,0.611
8.26,53,13,25,51,15,38,13,113,110.759,111,1.141,713.04,63.356,126.666,34.2,67.773,60,11,0,4,0.571,0,0.998,20,62.5,0.0,7,0,6.3,0.611
6.427,42,9,21,41,11,30,11,91,89.996,90,1.138,595.89,51.371,102.43,33.3,55.358,49,6,0,5,0.571,0,1.0,16,50.0,0.0,7,1,7.8,0.615
5.796,39,9,19,39,11,28,11,86,86.112,86,1.14,569.85,48.844,98.015,32.6,52.597,47,6,0,5,0.568,0,1.001,16,47.0,0.0,7,1,8.1,0.612
6.638,45,6,25,42,8,31,11,95,91.77,92,1.138,606.92,52.678,104.719,33.7,56.91,50,5,0,3,0.573,0,0.998,14,50.5,0.0,6,1,6.5,0.619
7.921,56,9,33,54,9,42,12,128,125.068,126,1.141,761.18,69.715,143.785,33.3,75.546,72,6,0,3,0.553,0,0.993,25,62.0,0.0,8,0,6.3,0.6
5.745,48,8,29,46,8,37,9,111,107.777,109,1.14,646.03,60.157,124.207,33.9,65.586,63,6,0,2,0.552,0,0.989,20,53.0,0.0,6,0,5.5,0.602
6.034,57,22,22,55,22,44,11,120,117.097,118,1.134,758.12,68.673,133.789,37.3,73.836,63,18,0,4,0.582,0,0.992,23,70.0,0.0,6,0,5.1,0.626
7.523,55,13,27,53,15,40,13,119,116.526,117,1.141,741.1,66.409,133.496,34.2,71.296,64,11,0,4,0.568,0,0.996,21,64.5,0.0,7,0,6.0,0.609
5.48,57,20,18,53,25,38,15,107,103.159,103,1.132,763.1,63.182,116.593,36.9,67.603,50,22,0,3,0.613,0,1.002,19,71.0,0.0,5,2,4.9,0.656
6.523,49,10,25,48,12,35,13,107,105.959,106,1.14,695.04,60.215,120.799,33.0,64.864,58,6,0,6,0.568,0,1.0,20,58.0,0.0,8,1,7.5,0.612
7.699,49,12,21,47,16,33,14,100,98.527,98,1.139,677.96,57.129,111.636,33.7,60.824,51,11,0,5,0.583,0,1.005,19,59.5,0.0,8,1,8.2,0.621
7.523,49,15,21,47,17,36,11,102,99.763,100,1.133,671.99,58.425,113.261,36.0,62.881,53,12,0,5,0.584,0,0.998,17,60.0,0.0,7,1,7.0,0.629
7.387,62,19,21,58,25,40,18,114,111.49,110,1.146,828.08,67.22,126.02,36.4,70.296,52,22,3,3,0.611,3,1.014,20,76.0,2.7,5,1,4.5,0.639
8.824,51,13,22,48,15,35,13,103,100.225,100,1.14,668.93,58.248,114.005,35.0,61.728,52,11,0,4,0.582,0,1.002,18,60.5,0.0,7,0,7.0,0.617
6.703,50,17,18,47,20,35,12,98,94.879,95,1.133,664.96,56.952,107.676,36.8,60.944,48,17,0,3,0.599,0,0.999,17,61.5,0.0,5,1,5.3,0.642
5.0,59,22,22,57,23,44,13,121,118.643,119,1.135,787.12,69.882,135.081,37.0,74.535,62,18,0,5,0.587,0,0.997,22,73.0,0.0,7,0,5.9,0.626
5.889,58,14,23,55,20,37,18,115,112.483,112,1.145,784.12,65.828,128.207,33.0,69.95,57,16,0,4,0.588,0,1.004,22,70.0,0.0,6,1,5.4,0.625
7.398,46,12,19,44,16,31,13,93,91.432,91,1.138,633.9,53.36,103.597,34.1,56.847,47,11,0,5,0.586,0,1.005,16,56.5,0.0,7,1,7.7,0.625
7.638,45,11,20,42,15,31,11,90,86.978,87,1.13,619.93,51.79,98.311,35.6,56.029,45,11,0,4,0.595,0,1.0,14,54.5,0.0,6,2,6.9,0.644
6.824,50,18,20,48,17,38,10,104,101.461,102,1.134,662.96,59.544,115.63,37.3,63.785,54,12,0,5,0.584,0,0.995,18,61.0,0.0,6,0,5.9,0.625
7.409,58,13,24,54,19,37,17,114,110.381,110,1.143,769.1,64.806,125.709,33.6,68.944,56,16,0,3,0.589,0,1.003,20,69.0,0.0,6,1,5.5,0.627
8.26,51,12,23,49,16,35,14,106,104.294,104,1.139,706.02,60.182,118.467,33.7,64.347,55,11,0,5,0.579,0,1.003,19,61.5,0.0,8,1,7.7,0.619
7.398,43,9,21,42,11,30,12,92,91.323,91,1.139,611.89,52.086,103.64,33.0,55.813,49,6,0,5,0.572,0,1.004,16,51.0,0.0,8,1,8.8,0.613
7.0,50,12,24,47,14,36,11,105,101.312,102,1.136,670.03,59.038,115.839,35.3,63.984,55,11,0,3,0.579,0,0.993,17,58.5,0.0,5,1,4.9,0.627
6.721,59,21,20,55,22,41,14,114,110.05,110,1.128,795.04,66.612,124.107,37.3,71.785,55,18,0,4,0.606,0,1.0,19,72.0,0.0,8,2,7.3,0.653
7.0,57,16,25,55,18,41,14,119,117.054,117,1.135,787.14,67.983,132.839,35.0,72.842,62,12,0,6,0.581,0,1.0,23,69.0,0.0,9,1,7.7,0.623
7.218,45,10,21,43,11,31,12,95,93.098,93,1.139,622.92,53.393,105.929,33.3,57.364,50,6,0,5,0.574,0,1.001,16,53.0,0.0,7,1,7.5,0.617
9.284,59,19,21,57,20,40,17,113,112.337,111,1.145,797.02,66.585,127.096,36.0,69.376,54,12,2,8,0.6,2,1.012,22,73.0,1.8,7,0,6.3,0.625
8.071,56,18,25,54,17,43,11,121,117.981,119,1.136,748.13,68.2,135.204,36.1,73.598,65,12,0,5,0.573,0,0.991,21,67.0,0.0,6,0,5.0,0.618
7.824,47,11,22,44,15,33,11,97,93.77,94,1.135,630.94,54.678,106.719,35.1,58.91,50,11,0,4,0.582,0,0.998,15,56.5,0.0,6,1,6.4,0.627
5.167,59,22,22,57,23,44,13,121,118.643,119,1.135,787.12,69.882,135.081,37.0,74.535,62,18,0,5,0.587,0,0.997,22,73.0,0.0,7,0,5.9,0.626
6.469,59,22,22,57,23,44,13,121,118.643,119,1.135,787.12,69.882,135.081,37.0,74.535,62,18,0,5,0.587,0,0.997,22,73.0,0.0,7,0,5.9,0.626
7.538,57,26,14,53,28,40,13,105,101.123,101,1.132,720.96,62.281,114.337,39.6,65.546,48,23,0,5,0.617,0,1.001,18,73.5,0.0,5,0,5.0,0.649
7.585,67,13,30,63,15,43,20,134,131.476,130,1.144,890.17,75.246,148.666,33.1,78.79,67,11,0,4,0.579,0,1.011,27,76.5,0.0,13,0,10.0,0.606
8.004,40,9,21,39,9,30,9,89,87.341,88,1.136,563.89,49.942,100.012,34.1,54.449,49,6,0,3,0.568,0,0.993,15,46.0,0.0,5,1,5.7,0.619
9.187,62,19,26,60,22,45,15,130,127.614,128,1.14,833.21,73.979,145.908,35.2,79.069,68,17,0,5,0.578,0,0.997,24,75.5,0.0,7,0,5.5,0.618
8.77,57,18,22,55,19,40,15,115,113.196,113,1.14,763.06,66.345,128.832,35.4,70.262,58,12,0,7,0.587,0,1.002,22,70.0,0.0,7,0,6.2,0.622
8.721,62,20,24,58,26,44,14,122,117.752,118,1.136,797.12,70.157,134.038,37.3,74.569,60,22,0,4,0.595,0,0.998,21,77.0,0.0,6,0,5.1,0.632
7.523,48,13,23,45,18,36,9,102,97.799,99,1.137,618.96,56.916,112.583,36.4,61.671,54,16,0,2,0.575,0,0.988,16,58.0,0.0,3,0,3.0,0.623
7.409,54,14,20,51,19,34,17,101,99.621,98,1.15,736.96,59.145,112.692,34.7,61.768,47,16,3,3,0.604,3,1.017,17,65.0,3.1,5,1,5.1,0.63
7.187,51,12,24,48,14,36,12,107,103.665,104,1.141,668.98,59.587,118.626,34.6,63.796,56,11,0,3,0.573,0,0.997,15,59.5,0.0,6,0,5.8,0.613
7.194,57,17,23,52,24,40,12,111,105.446,106,1.136,711.02,63.147,120.374,37.7,67.376,54,22,0,2,0.596,0,0.995,15,70.0,0.0,4,0,3.8,0.636
9.0,47,11,23,45,11,34,11,100,97.679,98,1.14,627.92,56.039,111.713,34.7,60.029,53,6,0,5,0.572,0,0.997,18,55.0,0.0,6,0,6.1,0.613
6.796,42,21,11,38,23,32,6,78,73.534,74,1.12,512.7,45.858,82.893,43.2,48.773,36,23,0,0,0.62,0,0.994,12,53.5,0.0,4,0,5.4,0.659
8.102,47,11,22,44,15,33,11,96,92.745,93,1.131,647.99,54.844,105.141,35.5,59.552,49,11,0,4,0.59,0,0.997,15,56.5,0.0,6,2,6.5,0.64
6.695,46,10,22,44,11,32,12,98,95.981,96,1.139,636.95,54.919,109.344,33.3,59.126,52,6,0,5,0.572,0,1.0,17,54.0,0.0,7,1,7.3,0.616
8.276,49,14,20,46,15,34,12,99,96.014,96,1.139,638.9,56.007,109.381,35.4,59.512,50,11,0,4,0.583,0,1.0,14,58.5,0.0,6,0,6.3,0.62
8.678,49,14,21,46,15,35,11,100,96.796,97,1.137,637.91,56.512,110.298,36.1,60.268,51,11,0,4,0.583,0,0.998,15,58.5,0.0,6,0,6.2,0.621
8.699,41,5,24,40,5,29,11,92,90.796,91,1.146,565.85,50.512,104.298,31.9,54.268,51,0,0,5,0.555,0,0.998,17,46.0,0.0,6,0,6.6,0.596
8.841,49,12,23,46,14,35,11,102,98.679,99,1.139,639.93,57.039,112.713,35.4,61.029,53,11,0,3,0.576,0,0.997,16,57.5,0.0,6,0,6.1,0.616
9.602,47,13,23,45,14,36,9,102,99.243,100,1.135,625.94,57.05,113.547,36.0,61.54,55,11,0,3,0.57,0,0.992,17,55.5,0.0,6,0,6.0,0.615
8.699,47,11,23,45,11,34,11,101,98.454,99,1.141,626.94,56.346,113.002,34.3,60.58,54,6,0,5,0.569,0,0.994,16,55.0,0.0,5,0,5.1,0.612
5.194,49,21,14,46,22,35,11,92,89.261,89,1.131,629.83,54.405,100.637,39.3,57.222,43,17,0,5,0.611,0,1.003,17,62.5,0.0,6,0,6.7,0.643
7.796,50,11,23,47,15,34,13,101,98.283,98,1.132,694.02,57.8,110.975,34.7,62.222,51,11,0,4,0.59,0,1.003,19,59.5,0.0,8,2,8.2,0.635
7.585,47,12,22,44,18,34,10,98,94.134,95,1.139,605.92,54.884,108.251,35.8,59.154,51,16,0,2,0.578,0,0.991,16,57.0,0.0,3,0,3.2,0.623
7.733,45,12,19,43,12,31,12,93,91.214,91,1.138,620.9,52.866,103.513,34.1,56.603,48,6,0,6,0.581,0,1.002,16,54.0,0.0,7,1,7.7,0.622
8.301,41,9,22,40,9,31,9,92,90.476,91,1.14,561.85,50.996,103.716,34.1,55.018,51,6,0,3,0.56,0,0.994,15,47.0,0.0,6,0,6.6,0.605
6.481,50,15,21,45,22,36,9,99,92.923,94,1.134,611.92,55.642,106.626,38.3,59.938,49,21,0,1,0.592,0,0.989,12,61.5,0.0,2,0,2.1,0.638
8.796,65,24,22,60,31,46,14,125,119.417,120,1.135,817.16,72.243,136.201,38.3,76.91,60,28,0,3,0.602,0,0.995,20,82.0,0.0,4,0,3.3,0.641
7.387,56,17,24,52,24,41,11,114,108.886,110,1.136,711.07,64.486,124.995,37.3,69.444,58,22,0,2,0.586,0,0.99,18,69.0,0.0,3,0,2.7,0.631
7.155,42,9,21,41,11,30,11,91,89.996,90,1.138,595.89,51.371,102.43,33.3,55.358,49,6,0,5,0.571,0,1.0,15,50.0,0.0,7,1,7.8,0.615
7.481,50,11,23,47,15,34,13,101,98.283,98,1.132,694.02,57.8,110.975,34.7,62.222,51,11,0,4,0.59,0,1.003,19,59.5,0.0,8,2,8.2,0.635
6.658,40,22,10,36,23,32,4,75,70.105,71,1.115,481.68,44.121,79.185,45.1,47.313,35,23,0,0,0.621,0,0.987,11,51.5,0.0,3,0,4.2,0.666
5.398,33,9,15,33,9,24,9,72,72.174,72,1.142,465.66,40.835,82.225,33.3,43.449,39,6,0,3,0.567,0,1.002,13,39.0,0.0,6,0,8.3,0.603
9.0,47,12,22,45,14,34,11,100,97.679,98,1.14,627.92,56.039,111.713,34.7,60.029,53,11,0,3,0.572,0,0.997,17,55.5,0.0,6,0,6.1,0.613
8.602,43,9,23,42,9,32,10,95,93.428,94,1.137,701.77,53.84,106.852,34.0,59.438,52,6,1,3,0.573,0,0.994,17,49.0,1.1,6,1,6.4,0.632
6.886,62,25,20,58,31,45,13,121,116.315,117,1.134,790.13,70.222,132.702,38.5,74.904,59,28,0,3,0.6,0,0.994,20,79.0,0.0,4,0,3.4,0.64
6.721,66,25,23,61,31,48,13,129,123.083,124,1.133,830.2,74.275,140.533,38.7,79.427,63,28,0,3,0.599,0,0.993,20,83.0,0.0,4,0,3.2,0.641
8.699,50,12,23,47,14,35,12,104,100.781,101,1.141,654.95,58.06,115.211,34.7,62.035,54,11,0,3,0.575,0,0.998,16,58.5,0.0,6,0,5.9,0.614
8.097,44,9,22,43,11,31,12,95,94.207,94,1.139,625.92,53.613,107.055,33.0,57.574,51,6,0,5,0.57,0,1.002,16,52.0,0.0,8,1,8.5,0.612
7.959,43,11,20,42,11,31,11,92,90.912,91,1.142,587.85,51.985,103.882,34.1,55.506,49,6,0,5,0.571,0,0.999,17,51.0,0.0,6,0,6.6,0.61
8.699,44,11,20,42,11,31,11,91,89.028,89,1.14,585.83,51.459,101.467,34.8,54.745,47,6,0,5,0.578,0,1.0,15,52.0,0.0,6,0,6.7,0.615
4.495,36,6,20,33,11,26,7,77,73.068,74,1.14,455.72,42.019,84.384,35.1,45.643,41,10,0,1,0.568,0,0.987,9,42.0,0.0,2,0,2.7,0.617
9.523,42,9,23,41,9,32,9,95,93.359,94,1.14,575.88,52.523,107.131,34.0,56.779,53,6,0,3,0.559,0,0.993,17,48.0,0.0,6,0,6.4,0.604
5.149,40,21,10,36,23,31,5,74,69.323,70,1.118,482.67,43.616,78.268,44.3,46.557,34,23,0,0,0.623,0,0.99,11,51.5,0.0,3,0,4.3,0.665
6.349,53,14,19,50,20,33,17,101,98.847,98,1.143,712.98,58.699,112.048,33.7,61.898,48,16,0,4,0.599,0,1.009,19,65.0,0.0,6,1,6.1,0.632
7.77,46,13,19,43,16,32,11,91,87.978,88,1.129,631.94,52.79,99.311,36.4,57.029,45,11,0,5,0.6,0,1.0,15,56.5,0.0,6,2,6.8,0.648
8.699,38,3,26,38,3,29,9,93,92.243,93,1.146,541.87,50.05,106.547,31.2,54.54,55,0,0,3,0.538,0,0.992,17,41.0,0.0,6,0,6.5,0.586
9.301,43,9,23,42,9,32,10,96,94.436,95,1.137,607.95,53.71,108.051,33.7,58.427,53,6,0,3,0.565,0,0.994,17,49.0,0.0,6,1,6.3,0.615
8.824,48,15,22,46,15,37,9,103,100.243,101,1.134,637.95,58.05,114.547,36.6,62.54,55,12,0,3,0.575,0,0.993,17,57.0,0.0,6,0,5.9,0.619
7.959,50,14,21,47,16,35,12,102,98.981,99,1.135,672.98,57.919,112.344,35.4,62.126,52,11,0,5,0.585,0,1.0,16,60.5,0.0,7,1,7.1,0.628
8.602,40,3,28,40,3,31,9,99,98.01,99,1.145,569.93,53.103,113.377,31.3,58.063,59,0,0,3,0.536,0,0.99,17,43.0,0.0,6,0,6.1,0.586
7.201,56,19,21,52,25,40,12,110,105.446,106,1.136,711.02,63.147,120.374,37.7,67.376,54,22,0,3,0.596,0,0.995,17,70.0,0.0,4,0,3.8,0.636
6.539,50,12,24,47,14,36,11,105,101.312,102,1.136,670.03,59.038,115.839,35.3,63.984,55,11,0,3,0.579,0,0.993,17,58.5,0.0,5,1,4.9,0.627
6.445,60,14,24,56,20,38,18,117,113.483,113,1.143,796.13,66.828,129.207,33.6,70.95,57,16,0,4,0.591,0,1.004,19,72.0,0.0,6,1,5.3,0.628
9.092,52,12,22,50,13,34,16,103,102.185,101,1.143,744.04,59.895,115.442,33.7,63.654,51,6,2,7,0.593,2,1.012,20,62.0,2.0,7,2,6.9,0.63
8.62,51,12,23,48,14,35,13,105,102.108,102,1.141,670.95,58.775,116.42,34.3,62.489,54,11,0,3,0.576,0,1.001,16,59.5,0.0,7,0,6.9,0.613
7.745,51,17,20,48,21,37,11,102,98.628,99,1.127,698.05,59.37,111.556,37.4,64.313,51,17,0,4,0.6,0,0.996,18,63.5,0.0,6,2,6.1,0.65
7.26,46,7,24,44,7,31,13,97,95.116,95,1.146,617.89,54.028,108.879,32.6,57.518,51,0,0,7,0.569,0,1.001,17,53.0,0.0,6,0,6.3,0.605
4.284,35,10,16,34,10,26,8,73,72.072,72,1.135,474.66,41.814,81.727,36.1,44.444,38,6,0,4,0.581,0,1.001,14,42.0,0.0,6,0,8.3,0.617
8.546,47,11,22,44,15,33,11,97,93.77,94,1.135,630.94,54.678,106.719,35.1,58.91,50,11,0,4,0.582,0,0.998,15,56.5,0.0,6,1,6.4,0.627
8.289,43,10,22,42,10,32,10,94,92.803,93,1.139,589.86,52.711,105.926,34.4,56.472,51,6,0,4,0.567,0,0.998,17,50.0,0.0,7,0,7.5,0.607
9.0,47,11,24,45,11,35,10,102,99.236,100,1.139,625.95,56.851,113.919,35.0,61.336,55,6,0,5,0.569,0,0.992,17,55.0,0.0,5,0,5.0,0.613
6.959,45,16,16,43,16,32,11,89,87.119,87,1.132,612.87,52.097,98.474,36.8,55.625,44,12,0,4,0.599,0,1.001,14,55.0,0.0,6,1,6.9,0.639
7.854,44,8,25,42,10,33,9,98,95.217,96,1.135,606.96,54.215,108.968,34.4,59.182,54,6,0,4,0.565,0,0.992,15,51.0,0.0,6,1,6.3,0.616
