pXC50,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_AEA.bo.,Eig04_AEA.ed.,Eig09_AEA.dm.,SpMax7_Bh.m.,LLS_01,SM10_EA.bo.,GGI2,SM13_EA.bo.,SM12_EA.bo.,Depressant.80,SM11_EA.bo.,SM03_AEA.bo.,Eig08_AEA.bo.,ZM1Per,Eig12_AEA.dm.,SM04_EA.bo.,Eig08_EA.bo.,SpMax6_Bh.s.,Eta_betaS,Eta_F,CMC.80,Eig08_EA,SM02_AEA.dm.,Eig08_EA.ri.,ZM1V,SM02_AEA.bo.,ATS3s,ZM2V,SpMax7_Bh.p.,cRo5,ZM2MulPer,Eig08_AEA.ri.,AECC,Eig06_AEA.ed.,ATS1s,Xu,Eig08_AEA.dm.,ZM2Kup,HVcpx,VAR,Eig06_EA.bo.,IC2,MSD,Eig15_EA,SM09_AEA.dm.,Inflammat.80,ZM1MulPer,SpMaxA_AEA.bo.,ATS2s,RDCHI,SpMaxA_AEA.ri.,ECC,ON0,SpMax5_Bh.s.,TIC1,ZM1Mad,Psi_i_s,GGI10,Infective.80,GMTIV,CSI,SpMaxA_AEA.ed.,ZM2Per,Eta_epsi,SpMin7_Bh.p.
8.483,9.056,9.056,4.197,6.151,2.422,3.396,0.17,15.728,5.778,19.961,18.561,0,17.074,6.683,3.546,1079.43,1.763,7.749,2.823,6.351,27.5,56.765,0,2.219,2.219,2.116,764.0,5.438,6.361,697.0,3.222,0,742.882,3.206,15.295,5.933,5.599,38.648,2.618,741.92,3.826,304.0,3.212,4.99,8.947,1.0,1.0,0,825.943,0.096,6.462,5.062,0.088,673.0,23.75,7.429,276.463,284.58,118.361,0.56,0,116993.0,1435.0,0.148,1103.08,47.195,1.521
7.499,8.648,8.648,4.151,6.042,2.403,3.365,0.17,15.671,4.889,19.906,18.507,0,17.015,6.61,3.538,919.75,1.636,7.703,2.709,4.84,26.25,51.766,0,2.191,2.191,2.064,638.0,5.384,6.231,627.0,3.214,1,668.602,3.141,15.167,5.421,5.549,37.328,2.582,648.465,3.819,282.0,3.15,4.86,8.784,0.98,0.98,0,683.734,0.1,6.073,4.996,0.091,637.0,22.0,4.94,269.571,256.441,98.611,0.436,0,90083.0,1365.0,0.148,972.0,44.119,1.539
7.326,8.649,8.649,4.152,6.042,2.409,3.396,0.17,15.672,4.889,19.906,18.507,0,17.015,6.629,3.539,933.07,1.64,7.708,2.709,4.838,27.25,52.993,0,2.195,2.195,2.069,646.0,5.412,6.29,639.0,3.336,0,678.696,3.145,15.364,5.436,5.585,38.771,2.618,661.374,3.862,304.0,3.151,5.076,9.098,1.0,1.0,0,691.674,0.096,6.119,5.155,0.088,676.0,23.0,4.937,293.842,265.106,101.611,0.453,0,96561.0,1441.0,0.142,989.8,46.719,1.638
7.562,9.379,9.379,4.206,6.238,2.145,3.376,0.17,15.756,6.222,19.998,18.595,0,17.107,6.683,3.546,1021.09,1.73,7.753,2.728,6.351,27.25,56.674,0,2.217,2.217,2.149,716.0,5.438,6.361,674.0,3.226,0,718.418,3.209,15.273,5.947,5.609,38.624,2.535,726.057,3.821,304.0,3.214,4.952,8.912,1.0,1.0,0,772.326,0.096,6.46,5.052,0.089,672.0,23.75,7.429,281.326,269.06,116.25,0.527,0,108381.0,1433.0,0.148,1067.63,47.41,1.556
7.91,9.379,9.379,4.206,6.238,2.213,3.37,0.17,15.756,6.222,19.998,18.595,0,17.107,6.683,3.546,1080.01,1.747,7.753,2.728,7.429,27.5,58.034,0,2.217,2.217,2.134,764.0,5.438,6.41,698.0,3.221,0,743.539,3.206,15.273,5.947,5.624,38.624,2.555,759.39,3.821,304.0,3.214,4.951,8.912,1.0,1.0,0,825.709,0.096,6.482,5.052,0.089,672.0,23.75,7.474,276.463,272.891,122.25,0.527,0,116241.0,1433.0,0.148,1106.15,47.624,1.521
6.936,8.117,8.117,3.893,5.911,2.074,3.454,0.17,15.548,4.444,19.855,18.429,0,16.904,6.569,3.526,884.94,1.636,7.599,2.707,4.808,25.0,50.839,0,2.13,2.13,1.848,618.0,5.366,6.199,594.0,3.256,0,630.826,3.014,13.634,5.247,5.487,36.193,2.361,594.061,3.589,273.0,3.07,4.433,7.995,1.0,1.0,0,665.2,0.103,6.018,4.857,0.094,559.0,20.833,4.975,236.241,265.127,97.611,0.305,0,81148.0,1208.0,0.155,920.62,41.619,1.488
5.0,7.412,7.412,3.905,5.506,2.318,3.258,0.33,14.214,4.0,17.907,16.738,0,15.312,6.347,3.349,905.22,1.42,7.08,2.489,7.427,24.5,40.836,0,2.111,2.111,1.942,656.0,5.165,6.211,549.0,3.003,1,589.88,3.047,15.237,5.267,5.501,34.999,2.492,608.961,3.842,240.0,2.707,4.977,9.029,0.817,0.817,0,712.068,0.106,6.487,4.751,0.1,579.0,21.083,7.431,265.727,231.473,109.083,0.314,0,86401.0,1190.0,0.162,873.79,44.743,1.507
6.863,8.583,8.583,4.088,6.028,2.319,3.294,0.17,14.318,4.667,18.008,16.834,0,15.428,6.443,3.401,896.74,1.38,7.164,2.611,7.427,26.0,41.323,0,2.154,2.154,2.011,644.0,5.252,6.317,557.0,3.221,1,596.166,3.102,15.429,5.296,5.576,37.746,2.521,613.325,3.859,284.0,2.968,4.696,9.373,1.0,1.0,0,699.875,0.099,6.534,4.974,0.099,648.0,23.5,7.431,294.928,248.594,113.5,0.376,0,92949.0,1324.0,0.164,885.85,49.776,1.625
6.277,7.719,7.719,3.94,5.593,2.341,3.393,0.17,14.4,4.0,18.039,16.908,0,15.45,6.501,3.496,999.89,1.636,7.282,2.643,7.427,27.5,49.559,0,2.207,2.207,2.164,716.0,5.321,6.317,627.0,3.065,1,668.99,3.207,15.651,5.299,5.6,38.69,2.574,689.688,3.903,295.0,2.977,4.794,9.778,1.0,1.0,0,775.15,0.092,6.549,5.237,0.087,673.0,22.917,7.431,283.44,260.802,118.75,0.372,0,118360.0,1412.0,0.141,990.63,48.843,1.537
7.229,8.152,8.152,3.908,5.913,2.317,3.283,0.17,14.223,4.444,17.913,16.744,0,15.321,6.379,3.392,875.02,1.487,7.1,2.594,7.427,24.5,39.735,0,2.151,2.151,2.015,630.0,5.193,6.248,540.0,3.057,1,578.801,3.101,15.282,5.295,5.512,35.698,2.482,596.325,3.846,251.0,2.748,4.953,9.121,0.917,0.917,0,685.473,0.103,6.493,4.799,0.097,596.0,21.917,7.431,276.305,234.594,108.917,0.355,0,83746.0,1223.0,0.158,858.5,45.876,1.53
6.668,8.851,8.851,4.078,6.056,2.55,3.327,0.17,14.594,5.333,18.448,17.197,0,15.783,6.533,3.542,954.47,1.803,7.259,2.706,7.427,26.25,46.291,0,2.21,2.21,2.193,686.0,5.313,6.355,592.0,3.111,1,637.734,3.214,14.905,5.3,5.6,37.422,2.816,649.733,3.78,284.0,3.017,5.024,8.918,0.933,0.933,0,748.831,0.099,6.529,4.855,0.098,626.0,24.167,7.431,302.879,253.288,119.0,0.504,0,94255.0,1279.0,0.162,940.24,48.676,1.547
6.582,8.577,8.577,4.046,6.027,2.338,3.27,0.17,14.619,4.0,18.396,17.194,0,15.75,6.463,3.38,936.6,1.636,7.307,2.605,7.427,24.5,44.685,0,2.096,2.096,1.919,670.0,5.26,6.17,588.0,3.146,0,628.608,3.027,15.205,5.284,5.485,35.604,2.505,623.795,3.812,251.0,2.963,4.68,8.973,0.913,0.913,0,726.967,0.103,6.407,4.869,0.097,593.0,20.917,7.431,246.342,269.358,108.917,0.394,0,93351.0,1248.0,0.156,933.34,42.976,1.472
7.456,8.233,8.233,4.034,5.93,1.977,3.301,0.17,14.287,5.111,17.993,16.815,0,15.4,6.367,3.221,645.08,1.314,7.105,2.268,4.699,22.75,33.656,0,2.006,2.006,1.993,450.0,5.176,6.277,435.0,3.212,0,466.321,3.004,14.684,5.3,5.46,34.837,2.421,456.052,3.785,240.0,2.814,4.669,8.758,0.921,0.921,0,487.253,0.108,6.029,4.69,0.108,558.0,21.417,4.76,277.163,207.545,87.417,0.388,0,51423.0,1147.0,0.178,668.87,43.767,1.583
6.74,8.583,8.583,4.072,6.028,2.552,3.348,0.17,14.711,6.056,18.66,17.367,0,15.944,6.552,3.542,929.81,1.741,7.282,2.683,7.427,27.5,44.179,0,2.248,2.248,2.194,666.0,5.338,6.448,582.0,3.225,0,623.372,3.215,15.841,5.508,5.609,38.985,2.667,636.507,3.851,306.0,2.998,4.976,9.315,1.0,1.0,0,722.718,0.097,6.499,5.133,0.092,697.0,24.5,7.431,317.581,266.105,116.333,0.471,0,94739.0,1463.0,0.154,924.26,51.776,1.589
5.77,8.588,8.588,4.097,6.029,2.323,3.288,0.17,14.31,4.889,17.998,16.825,0,15.419,6.429,3.42,881.5,1.438,7.154,2.618,7.427,24.5,39.984,0,2.165,2.165,2.073,634.0,5.215,6.29,545.0,3.025,1,587.156,3.148,14.538,5.301,5.518,35.537,2.554,601.325,3.779,236.0,2.977,4.737,8.878,0.82,0.82,0,690.994,0.105,6.497,4.725,0.105,567.0,22.333,7.431,273.551,238.594,109.333,0.405,0,81822.0,1162.0,0.173,868.97,45.876,1.516
5.0,8.583,8.583,4.097,6.028,2.323,3.346,0.17,14.309,4.889,17.997,16.824,0,15.418,6.451,3.421,892.94,1.729,7.164,2.62,7.427,25.5,40.841,0,2.192,2.192,2.075,642.0,5.247,6.318,553.0,3.096,1,594.991,3.152,16.122,5.3,5.56,37.222,2.554,609.325,3.9,288.0,2.972,4.87,9.538,1.0,1.0,0,699.143,0.1,6.524,4.935,0.1,661.0,23.333,7.431,293.742,246.594,112.333,0.446,0,91852.0,1354.0,0.165,879.47,48.476,1.572
7.328,8.583,8.583,4.097,6.028,2.323,3.311,0.17,14.309,4.889,17.997,16.824,0,15.418,6.44,3.421,887.18,1.635,7.159,2.619,7.427,25.0,40.437,0,2.191,2.191,2.075,638.0,5.231,6.296,549.0,3.058,1,590.831,3.151,15.325,5.3,5.539,36.377,2.554,605.325,3.839,262.0,2.973,4.879,9.197,0.928,0.928,0,694.981,0.103,6.51,4.829,0.103,613.0,22.833,7.431,286.481,242.594,110.833,0.405,0,86691.0,1256.0,0.169,873.75,47.176,1.532
6.815,8.742,8.742,4.117,6.059,2.504,3.431,0.17,14.529,5.333,18.353,17.115,0,15.707,6.475,3.44,959.17,1.739,7.22,2.667,7.427,25.5,39.152,0,2.191,2.191,2.081,694.0,5.257,6.313,584.0,3.063,0,628.413,3.153,15.341,5.3,5.545,36.978,2.555,630.058,3.835,273.0,2.98,4.989,9.176,0.929,0.929,0,757.034,0.101,6.516,4.845,0.1,629.0,23.667,7.431,295.178,314.465,113.25,0.467,0,95488.0,1287.0,0.165,930.95,47.643,1.528
6.646,8.338,8.338,4.058,5.952,2.125,3.374,0.17,14.452,5.111,18.268,17.037,0,15.621,6.36,3.194,759.63,1.635,7.136,2.253,4.706,22.75,33.257,0,1.949,1.949,1.8,544.0,5.159,6.266,480.0,3.054,0,514.482,2.917,14.135,5.299,5.415,34.003,2.382,486.778,3.718,229.0,2.753,4.851,8.466,0.76,0.76,0,592.027,0.111,6.003,4.59,0.111,523.0,20.917,5.045,265.325,234.584,89.972,0.343,0,61848.0,1077.0,0.182,742.0,42.038,1.465
6.851,7.386,7.386,3.9,5.494,1.96,3.272,0.17,14.205,3.778,17.903,16.733,0,15.305,6.289,3.144,846.64,1.217,7.042,2.203,7.427,23.0,39.013,0,1.868,1.868,1.795,612.0,5.106,6.167,517.0,3.056,1,554.144,2.845,15.189,5.152,5.481,34.287,2.322,573.325,3.82,229.0,2.707,4.887,8.926,0.452,0.452,0,666.515,0.111,6.463,4.598,0.104,562.0,21.25,7.431,259.74,216.594,106.25,0.33,0,75501.0,1128.0,0.17,822.22,43.876,1.531
7.231,8.583,8.583,4.139,6.028,2.323,3.317,0.17,14.692,4.889,18.48,17.269,0,15.836,6.499,3.539,940.42,1.635,7.345,2.707,7.427,25.0,48.422,0,2.191,2.191,2.075,672.0,5.27,6.26,592.0,3.056,1,636.683,3.151,15.325,5.3,5.552,36.377,2.556,648.677,3.839,262.0,3.044,4.6,9.197,0.928,0.928,0,731.461,0.106,6.501,4.829,0.103,613.0,22.833,7.431,264.143,242.594,113.5,0.405,0,93270.0,1256.0,0.169,939.74,45.376,1.526
6.747,7.453,7.453,3.942,5.517,1.931,3.27,0.17,14.573,3.778,18.354,17.153,0,15.7,6.383,3.096,696.44,1.515,7.249,2.234,4.731,23.25,39.686,0,1.766,1.766,1.762,484.0,5.212,6.179,474.0,3.159,0,503.279,2.769,15.5,5.199,5.441,34.919,2.302,495.052,3.841,250.0,2.714,4.693,8.859,0.913,0.913,0,520.771,0.105,6.002,4.868,0.1,589.0,19.667,4.776,254.625,207.545,88.333,0.311,0,59568.0,1242.0,0.16,727.72,41.367,1.516
5.0,8.583,8.583,4.097,6.028,2.223,3.303,0.17,14.296,4.667,17.99,16.816,0,15.406,6.399,3.182,838.06,1.593,7.119,2.248,4.817,25.0,38.2,0,1.932,1.932,1.836,602.0,5.204,6.251,519.0,3.074,1,561.114,2.899,16.0,5.3,5.513,36.43,2.323,571.385,3.878,298.0,2.972,4.847,9.264,0.944,0.944,0,651.508,0.103,6.463,4.866,0.103,640.0,22.5,7.427,285.428,238.38,103.167,0.417,0,76784.0,1313.0,0.169,831.35,47.61,1.578
5.0,8.583,8.583,4.097,6.028,2.323,3.316,0.0,14.309,4.889,17.997,16.824,0,15.418,6.44,3.421,867.5,1.635,7.159,2.619,7.427,25.0,40.264,0,2.191,2.191,2.075,622.0,5.231,6.299,541.0,3.066,1,582.426,3.152,15.325,5.3,5.534,36.377,2.554,595.14,3.839,262.0,2.973,4.89,9.197,0.928,0.928,0,677.187,0.103,6.489,4.829,0.103,613.0,22.833,7.43,288.181,241.407,108.833,0.405,0,83253.0,1256.0,0.169,860.67,47.11,1.549
5.0,8.487,8.487,3.947,6.008,2.327,3.295,0.17,14.261,4.667,17.944,16.775,0,15.361,6.413,3.411,951.4,1.636,7.143,2.616,7.427,25.75,44.791,0,2.159,2.159,2.027,688.0,5.226,6.299,581.0,3.055,1,622.413,3.112,15.35,5.296,5.556,36.42,2.574,642.37,3.86,262.0,2.967,5.058,9.251,0.929,0.929,0,748.922,0.101,6.524,4.873,0.095,614.0,22.417,7.433,280.412,242.196,116.75,0.355,0,99226.0,1258.0,0.154,921.16,46.843,1.534
5.155,7.219,7.219,3.811,5.466,1.958,3.325,0.17,14.65,4.444,18.372,17.21,0,15.726,6.458,3.197,814.24,1.635,7.363,2.389,4.805,24.5,47.577,0,1.921,1.921,1.767,574.0,5.283,6.2,536.0,3.186,1,570.252,2.855,14.375,5.141,5.489,36.059,2.22,549.774,3.738,262.0,3.013,4.447,8.626,1.0,1.0,0,619.276,0.1,6.025,4.938,0.094,575.0,20.667,5.037,241.999,230.882,96.444,0.28,0,79200.0,1217.0,0.151,822.25,41.952,1.512
6.777,8.472,8.472,3.999,5.976,1.98,3.364,0.17,14.808,4.444,18.687,17.435,0,15.994,6.467,3.382,827.32,1.636,7.364,2.598,6.351,25.0,46.894,0,1.994,1.994,1.977,580.0,5.286,6.284,552.0,3.086,0,588.489,2.989,14.825,5.296,5.533,36.277,2.502,588.769,3.802,262.0,3.008,4.656,8.942,1.0,1.0,0,630.611,0.1,6.151,4.965,0.093,593.0,21.0,6.999,261.589,223.722,102.333,0.272,0,79313.0,1252.0,0.151,846.23,43.8,1.577
6.243,8.583,8.583,4.093,6.028,2.337,3.323,0.17,14.458,4.056,18.184,16.994,0,15.586,6.442,3.417,906.32,1.636,7.229,2.618,7.427,25.0,40.554,0,2.185,2.185,2.071,650.0,5.236,6.19,565.0,3.057,1,603.489,3.145,15.282,5.298,5.493,35.737,2.587,621.325,3.846,251.0,2.972,4.805,9.121,0.936,0.936,0,705.078,0.102,6.478,4.938,0.096,596.0,20.917,7.431,265.658,240.594,108.583,0.303,0,89501.0,1257.0,0.154,898.17,44.676,1.459
5.834,9.708,9.708,4.165,6.376,2.187,3.38,0.17,14.836,5.333,18.749,17.47,0,16.057,6.556,3.455,947.34,1.698,7.379,2.612,5.267,26.0,41.482,0,2.204,2.204,2.047,664.0,5.334,6.258,624.0,3.099,0,668.887,3.161,13.854,5.769,5.53,36.523,2.561,684.614,3.707,230.0,3.212,4.755,8.458,1.0,1.0,0,718.603,0.1,6.469,4.857,0.096,568.0,22.0,7.426,279.038,263.106,106.333,0.448,0,87076.0,1217.0,0.158,996.71,46.643,1.59
6.301,9.48,9.48,4.139,6.301,2.389,3.38,0.17,14.647,5.333,18.544,17.273,0,15.858,6.523,3.428,903.49,1.699,7.266,2.632,7.426,26.0,40.242,0,2.194,2.194,2.106,646.0,5.308,6.357,567.0,3.232,0,607.145,3.169,15.143,5.499,5.556,37.456,2.684,621.423,3.812,276.0,3.051,4.937,9.0,1.0,1.0,0,701.652,0.099,6.526,4.904,0.096,636.0,23.5,7.43,294.389,258.707,112.333,0.498,0,90625.0,1324.0,0.158,905.08,49.076,1.6
6.383,9.493,9.493,4.156,6.303,2.323,3.381,0.17,14.761,5.111,18.642,17.376,0,15.965,6.566,3.428,970.38,1.699,7.373,2.632,5.267,27.0,42.851,0,2.194,2.194,2.088,680.0,5.348,6.27,640.0,3.109,0,686.188,3.156,14.476,5.499,5.562,37.399,2.561,702.868,3.767,240.0,3.161,4.894,8.825,1.0,1.0,0,735.909,0.097,6.495,4.978,0.094,608.0,22.5,7.427,293.626,269.326,108.833,0.504,0,95883.0,1303.0,0.155,1019.61,48.043,1.593
5.663,9.469,9.469,4.143,6.296,2.324,3.403,0.17,14.634,5.333,18.519,17.253,0,15.839,6.533,3.43,928.57,1.712,7.27,2.635,7.427,27.0,42.543,0,2.194,2.194,2.096,662.0,5.323,6.379,587.0,3.154,0,628.585,3.158,15.093,5.499,5.587,38.044,2.688,643.677,3.806,283.0,3.054,4.945,8.957,1.0,1.0,0,719.09,0.097,6.552,4.938,0.094,649.0,24.0,7.431,306.844,264.927,114.833,0.537,0,94805.0,1350.0,0.155,936.9,50.476,1.602
7.174,9.493,9.493,4.156,6.303,2.389,3.381,0.17,14.761,5.111,18.642,17.376,0,15.965,6.566,3.428,951.06,1.699,7.373,2.632,5.267,26.5,41.426,0,2.194,2.194,2.105,668.0,5.348,6.278,624.0,3.228,0,668.909,3.169,14.476,5.499,5.551,37.399,2.561,684.614,3.767,240.0,3.161,4.895,8.825,1.0,1.0,0,722.633,0.097,6.482,4.978,0.094,608.0,22.5,7.426,291.154,267.106,107.833,0.504,0,94055.0,1303.0,0.155,993.53,47.943,1.602
8.27,8.512,8.512,4.117,6.002,2.248,3.383,0.17,14.811,4.667,18.734,17.452,0,16.035,6.496,3.232,842.19,1.699,7.349,2.481,4.632,24.75,35.59,0,1.936,1.936,1.806,586.0,5.284,6.213,570.0,3.104,0,608.985,2.89,12.821,5.341,5.44,34.993,2.561,583.321,3.596,210.0,3.104,4.836,8.018,0.98,0.98,0,633.115,0.104,5.984,4.733,0.1,500.0,20.583,4.705,272.057,261.316,87.972,0.368,0,68090.0,1077.0,0.165,884.09,42.905,1.59
5.965,9.48,9.48,4.139,6.301,2.324,3.38,0.17,14.647,5.333,18.544,17.273,0,15.858,6.523,3.428,922.81,1.699,7.266,2.632,7.427,26.5,41.686,0,2.194,2.194,2.09,658.0,5.308,6.349,583.0,3.111,1,624.424,3.157,15.143,5.499,5.567,37.456,2.678,639.677,3.812,276.0,3.051,4.961,9.0,1.0,1.0,0,714.928,0.099,6.539,4.904,0.096,636.0,23.5,7.431,299.971,260.927,113.333,0.498,0,92403.0,1324.0,0.158,931.16,49.176,1.58
6.821,6.996,6.996,3.633,5.56,1.212,2.916,0.5,15.171,3.333,19.491,18.058,0,16.56,6.02,2.591,464.78,0.446,7.05,1.594,4.201,15.25,21.065,0,1.41,1.41,1.368,322.0,4.804,5.92,317.0,2.833,1,336.657,2.385,8.519,4.803,5.152,24.922,1.522,333.696,2.984,110.0,1.917,4.241,5.241,-0.518,-0.518,0,346.233,0.168,5.628,3.456,0.155,230.0,15.833,4.458,182.82,143.428,62.5,0.029,0,14706.0,458.0,0.253,495.75,31.548,1.306
4.721,8.093,8.093,3.746,5.926,1.212,3.064,0.5,15.16,3.556,19.458,18.032,0,16.541,6.037,2.592,468.1,0.798,7.062,1.595,4.201,15.75,21.193,0,1.526,1.526,1.449,326.0,4.828,5.94,315.0,3.013,1,334.96,2.485,8.643,4.803,5.178,25.766,1.58,330.181,3.034,116.0,2.018,4.198,5.447,-0.486,-0.486,0,348.736,0.161,5.654,3.542,0.149,242.0,16.333,4.54,185.65,146.763,64.0,0.045,0,16179.0,481.0,0.243,494.84,32.848,1.446
6.277,6.308,6.308,3.631,5.196,1.09,2.888,0.5,15.039,3.111,19.341,17.915,0,16.415,5.965,2.5,420.51,0.414,6.977,1.5,4.156,14.5,18.803,0,1.16,1.16,1.105,290.0,4.762,5.835,290.0,2.832,1,307.546,2.116,8.5,4.801,5.076,24.246,1.213,303.665,2.988,104.0,1.892,4.063,5.225,-0.668,-0.668,0,309.976,0.173,5.561,3.435,0.16,221.0,15.0,4.201,171.016,135.324,56.833,0.029,0,12637.0,441.0,0.261,452.16,30.081,1.305
4.959,6.996,6.996,3.633,5.56,1.212,2.921,0.5,15.171,3.333,19.491,18.058,0,16.56,6.02,2.591,492.5,0.472,7.05,1.594,4.201,15.25,20.727,0,1.41,1.41,1.345,346.0,4.804,5.944,325.0,2.832,1,345.127,2.374,8.519,4.803,5.137,24.922,1.548,347.999,2.984,110.0,1.917,4.153,5.241,-0.518,-0.518,0,372.029,0.168,5.648,3.456,0.155,230.0,15.833,4.47,173.507,145.155,64.5,0.029,0,15422.0,458.0,0.253,509.41,31.595,1.305
6.301,6.694,6.694,3.486,5.509,1.212,2.864,0.5,15.115,3.111,19.44,18.005,0,16.504,5.965,2.583,393.41,0.267,6.985,1.587,4.157,14.5,19.342,0,1.407,1.407,1.366,266.0,4.762,5.817,283.0,2.833,1,300.008,2.384,8.0,4.326,5.093,24.102,1.448,290.362,2.906,104.0,1.905,4.152,5.067,-0.643,-0.643,0,284.076,0.174,5.529,3.399,0.161,208.0,15.0,4.201,176.329,133.597,54.833,0.012,0,11151.0,415.0,0.263,442.17,30.033,1.305
5.854,5.692,5.692,3.39,5.074,1.0,2.858,0.5,14.989,2.667,19.304,17.875,0,16.368,5.907,2.5,349.16,0.188,6.907,1.5,4.034,13.75,17.187,0,1.126,1.126,1.077,234.0,4.718,5.708,256.0,2.833,1,271.036,2.085,7.96,3.973,5.011,23.403,1.212,260.332,2.907,98.0,1.873,3.953,5.03,-0.9,-0.9,0,247.883,0.18,5.456,3.374,0.166,199.0,14.167,4.157,163.797,125.493,49.167,0.012,0,9260.0,398.0,0.271,398.9,28.567,1.305
5.523,6.46,6.46,3.587,5.266,1.212,2.875,0.5,15.049,2.889,19.354,17.927,0,16.427,5.965,2.581,420.53,0.199,6.977,1.587,4.156,14.5,18.895,0,1.223,1.223,1.195,290.0,4.762,5.827,290.0,2.833,1,307.683,2.203,8.038,4.725,5.076,24.169,1.285,303.665,2.92,104.0,1.893,4.132,5.141,-0.599,-0.599,0,310.041,0.173,5.562,3.419,0.16,209.0,15.0,4.201,171.016,135.324,56.833,0.012,0,12221.0,417.0,0.261,452.45,30.081,1.305
5.046,6.694,6.694,3.486,5.509,1.212,2.866,0.5,15.115,3.111,19.44,18.005,0,16.504,5.965,2.583,421.13,0.387,6.985,1.587,4.157,14.5,19.018,0,1.407,1.407,1.339,290.0,4.762,5.845,291.0,2.833,1,308.477,2.372,8.0,4.326,5.076,24.102,1.45,304.665,2.906,104.0,1.905,4.097,5.067,-0.643,-0.643,0,309.871,0.174,5.551,3.399,0.161,208.0,15.0,4.201,171.016,135.324,56.833,0.012,0,11805.0,415.0,0.263,455.81,30.081,1.305
5.222,6.46,6.46,3.587,5.266,1.212,2.872,0.5,15.049,2.889,19.354,17.927,0,16.427,5.965,2.581,392.85,0.189,6.977,1.587,4.156,14.5,19.188,0,1.223,1.223,1.201,266.0,4.762,5.805,282.0,2.834,1,299.347,2.206,8.038,4.725,5.092,24.169,1.26,289.362,2.92,104.0,1.893,4.186,5.141,-0.599,-0.599,0,284.295,0.173,5.537,3.419,0.16,209.0,15.0,4.201,176.329,133.597,54.833,0.012,0,11463.0,417.0,0.261,439.27,30.033,1.307
6.959,6.432,6.432,3.638,5.33,1.039,2.812,0.5,15.078,3.111,19.394,17.962,0,16.461,5.978,2.429,420.33,0.193,6.992,1.422,4.103,14.0,18.78,0,1.101,1.101,1.055,288.0,4.754,5.848,294.0,2.735,1,311.199,2.063,7.44,4.84,5.045,23.151,1.161,308.423,2.815,85.0,2.025,3.871,4.812,-1.0,-1.0,0,308.802,0.181,5.547,3.266,0.167,186.0,14.833,4.195,162.369,133.988,55.667,0.0,0,11268.0,369.0,0.274,458.88,28.781,1.239
6.0,6.308,6.308,3.631,5.196,1.06,2.959,0.5,15.039,3.111,19.341,17.915,0,16.415,5.965,2.5,361.71,0.252,6.977,1.5,4.048,14.25,17.724,0,1.16,1.16,1.108,242.0,4.762,5.762,266.0,2.986,1,282.755,2.118,8.5,4.801,5.05,24.246,1.212,270.332,2.988,104.0,1.892,4.146,5.225,-0.668,-0.668,0,256.74,0.173,5.498,3.435,0.16,221.0,15.0,4.157,171.449,131.493,50.833,0.029,0,10051.0,441.0,0.261,415.08,29.867,1.395
6.086,9.484,9.484,4.147,6.302,2.553,3.407,0.17,14.852,4.667,18.736,17.478,0,16.042,6.587,3.546,1205.55,1.861,7.428,2.708,7.999,28.25,56.187,0,2.218,2.218,2.13,872.0,5.359,6.285,730.0,2.965,1,781.754,3.22,15.256,5.503,5.626,38.224,2.751,822.302,3.823,287.0,3.119,4.718,9.213,1.0,1.0,0,949.625,0.097,6.835,5.002,0.092,656.0,24.0,7.999,260.029,287.976,137.5,0.599,0,141253.0,1363.0,0.151,1185.29,49.486,1.532
6.724,9.021,9.021,4.047,6.134,2.322,3.429,0.17,14.847,4.889,18.743,17.482,0,16.041,6.573,3.496,991.33,1.828,7.413,2.708,7.427,28.0,50.395,0,2.179,2.179,2.076,702.0,5.378,6.337,638.0,3.137,0,678.636,3.139,15.318,5.497,5.595,38.95,2.661,695.029,3.86,298.0,3.093,4.781,9.312,1.0,1.0,0,759.56,0.093,6.552,5.196,0.088,674.0,23.083,7.431,291.941,270.927,117.583,0.447,0,110271.0,1435.0,0.145,1014.55,49.376,1.58
4.796,7.535,7.535,3.846,5.75,1.899,3.061,0.33,15.423,4.0,19.67,18.266,0,16.769,6.358,3.017,781.13,1.526,7.453,2.267,4.753,21.0,36.939,1,1.524,1.524,1.464,546.0,5.139,6.107,522.0,2.949,1,559.235,2.487,15.333,5.226,5.352,31.558,2.35,540.461,3.889,162.0,2.952,4.747,8.902,0.368,0.368,0,586.62,0.125,5.837,4.534,0.11,506.0,17.167,5.071,202.735,214.615,83.667,0.205,0,59913.0,1081.0,0.174,814.45,34.767,1.396
5.0,10.052,10.052,4.148,6.455,2.552,3.313,0.17,14.391,5.333,18.081,16.903,0,15.51,6.526,3.422,910.34,1.738,7.232,2.619,7.427,26.0,42.487,0,2.192,2.192,2.075,652.0,5.293,6.373,569.0,3.061,1,615.158,3.151,15.452,5.497,5.589,37.714,2.747,625.888,3.846,252.0,3.087,4.722,9.399,1.0,1.0,0,711.58,0.098,6.544,4.883,0.098,649.0,24.583,7.431,301.318,257.26,114.583,0.537,0,92409.0,1326.0,0.162,907.09,49.776,1.535
