pXC50,GGI7,Eig11_AEA.ri.,Eig11_EA.ri.,Eig11_EA,SM05_AEA.dm.,ATSC5p,Eig11_EA.ed.,SM06_AEA.ri.,Psi_i_1,TIC3,SpMax6_Bh.p.,Eig13_AEA.ed.,ATSC5m,SpMin5_Bh.i.,TIC4,TIC5,Eig14_AEA.bo.,SpMin7_Bh.i.,SpMax8_Bh.v.,Eig12_AEA.ed.,SNar,Xt,Eig12_AEA.ri.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,X1v,RDCHI,SpMin6_Bh.i.,Eig12_EA,Eig12_EA.bo.,SM06_AEA.dm.,Eig14_AEA.ri.,Eig12_EA.ed.,Eig12_EA.ri.,SM07_AEA.ri.,SpMin5_Bh.s.,Yindex,SpMax7_Bh.e.,SpMax6_Bh.v.,Eig13_AEA.ri.,Eig15_AEA.ri.,SpMin7_Bh.p.,Eig11_AEA.ed.,SpMin7_Bh.e.,Eig14_AEA.ed.,X1MulPer,SpMax8_Bh.p.,Eig12_AEA.bo.,SpMax7_Bh.i.,X1sol,Chi0_EA.ri.,GMTI,Eig14_EA.ri.,CATS2D_07_AL,SpMin6_Bh.e.,Chi1_EA.ed.,ATS1p,X1Per,ATS1v,SpMax7_Bh.p.,SpMax3_Bh.i.,X1Kup
5.0,0.072,0.373,-0.601,-0.612,-0.612,6.604,-1.449,-1.449,11.215,171.995,2.735,1.555,18.893,1.059,174.75,174.75,0.227,0.821,2.219,1.821,14.099,0.266,0.106,9.921,9.921,9.921,9.921,9.921,6.701,3.301,0.837,-0.88,-0.983,-0.88,-0.019,-2.168,-0.866,-2.168,0.581,0.57,2.799,2.715,0.0,-0.549,1.062,2.238,0.886,1.527,6.513,2.226,0.5,2.892,8.916,12.768,3401.0,-1.0,1,0.943,3.746,3.252,5.395,3.198,2.613,3.646,6.647
7.099,0.2,0.399,-0.488,-0.576,-0.576,7.633,-1.054,-1.054,10.405,188.213,2.937,1.387,30.87,1.134,188.213,188.213,-0.161,0.746,2.483,1.738,12.137,0.287,0.299,9.605,9.605,9.605,9.605,9.605,7.043,3.095,1.049,-0.638,-0.806,-0.638,-0.409,-1.579,-0.612,-1.579,0.571,1.058,2.851,2.942,-0.089,-0.604,1.129,2.243,0.801,1.307,6.3,2.466,0.541,2.948,9.816,13.76,3226.0,-1.207,3,1.102,3.368,3.231,5.308,3.194,2.687,3.545,6.578
6.745,0.42,0.688,-0.273,-0.282,-0.282,10.325,-0.487,-0.487,13.23,205.82,2.82,2.0,29.333,1.079,209.82,209.82,0.448,0.791,2.493,2.515,14.792,0.26,0.444,11.818,11.818,11.818,11.818,11.818,8.966,3.341,0.952,-0.533,-0.6,-0.533,0.0,-1.381,-0.519,-1.381,0.641,0.805,2.958,2.808,0.0,-0.008,1.09,2.748,0.839,2.0,7.28,2.505,0.755,2.981,10.403,15.222,4932.0,-0.7,2,1.056,3.974,3.36,6.032,3.33,2.714,3.767,7.519
5.26,0.2,0.362,-0.58,-0.604,-0.604,10.792,-1.271,-1.271,11.202,192.705,2.825,1.555,28.577,1.159,194.705,194.705,-0.071,0.786,2.4,1.923,12.425,0.284,0.149,9.244,9.244,9.244,9.244,9.244,7.319,2.993,0.987,-0.803,-0.877,-0.803,-0.432,-1.958,-0.763,-1.958,0.722,0.931,2.89,2.82,-0.124,-0.794,1.146,2.0,0.888,1.481,7.016,2.447,0.339,2.991,8.796,12.76,2464.0,-1.325,2,1.086,3.325,3.292,5.883,3.22,2.644,3.586,7.242
5.215,0.2,0.387,-0.548,-0.573,-0.573,10.673,-1.183,-1.183,11.207,194.705,2.761,1.555,28.683,1.141,194.705,194.705,-0.109,0.86,2.4,1.924,12.425,0.284,0.086,9.244,9.244,9.244,9.244,9.244,7.315,2.978,0.951,-0.871,-0.94,-0.871,-0.434,-1.982,-0.83,-1.982,0.709,0.97,2.939,2.757,-0.101,-0.778,1.241,2.0,0.958,1.463,7.01,2.447,0.264,3.044,8.796,12.761,2408.0,-1.296,2,1.042,3.329,3.292,5.88,3.22,2.72,3.586,7.237
5.42,0.2,0.281,-0.682,-0.699,-0.699,10.658,-1.669,-1.669,10.784,183.065,2.819,1.555,26.197,1.156,185.065,185.065,-0.322,0.783,2.4,1.616,11.731,0.292,-0.092,8.807,8.807,8.807,8.807,8.807,7.149,2.899,0.986,-1.071,-1.102,-1.071,-0.766,-2.359,-1.044,-2.359,0.725,0.967,2.857,2.799,-0.25,-0.81,1.145,2.0,0.889,1.295,6.807,2.447,0.036,2.973,8.258,11.877,2105.0,-1.565,2,1.088,3.172,3.283,5.749,3.194,2.636,3.586,7.094
4.26,0.2,0.387,-0.548,-0.573,-0.573,10.673,-1.183,-1.183,11.207,194.705,2.761,1.555,28.683,1.141,194.705,194.705,-0.109,0.86,2.4,1.924,12.425,0.284,0.086,9.244,9.244,9.244,9.244,9.244,7.315,2.978,0.951,-0.871,-0.94,-0.871,-0.434,-1.982,-0.83,-1.982,0.709,0.97,2.939,2.757,-0.101,-0.778,1.241,2.0,0.958,1.463,7.01,2.447,0.264,3.044,8.796,12.761,2408.0,-1.296,2,1.042,3.329,3.292,5.88,3.22,2.72,3.586,7.237
5.398,0.2,0.165,-0.779,-0.806,-0.806,10.624,-1.781,-1.781,10.789,185.065,2.748,1.555,26.257,1.139,185.065,185.065,-0.324,0.85,2.4,1.618,11.731,0.292,-0.029,8.807,8.807,8.807,8.807,8.807,7.145,2.89,0.951,-1.0,-1.059,-1.0,-0.745,-2.565,-0.966,-2.565,0.711,0.992,2.928,2.719,-0.252,-0.821,1.224,2.0,0.961,1.279,6.801,2.447,0.155,3.036,8.258,11.871,2077.0,-1.633,2,1.042,3.176,3.283,5.747,3.194,2.718,3.586,7.088
4.921,0.2,0.419,-0.566,-0.573,-0.573,10.322,-1.183,-1.183,11.056,182.968,2.742,1.555,27.376,1.135,182.968,182.968,-0.103,0.843,2.4,1.924,12.425,0.284,0.099,9.244,9.244,9.244,9.244,9.244,7.169,2.978,0.951,-0.871,-0.962,-0.871,-0.388,-1.982,-0.839,-1.982,0.653,0.97,2.937,2.756,-0.087,-0.773,1.215,2.0,0.935,1.463,6.875,2.447,0.276,3.03,8.796,12.723,2408.0,-1.337,2,1.042,3.329,3.271,5.775,3.202,2.716,3.586,7.097
4.443,0.2,0.363,-0.586,-0.606,-0.606,10.336,-1.358,-1.358,11.202,194.705,2.837,1.557,26.745,1.09,194.705,194.705,-0.086,0.804,2.4,1.625,12.425,0.284,0.081,9.267,9.267,9.267,9.267,9.267,7.309,3.007,1.004,-0.874,-0.943,-0.874,-0.323,-2.078,-0.829,-2.078,0.706,0.919,2.914,2.842,-0.141,-0.799,1.203,2.0,0.908,1.555,6.999,2.447,0.277,3.02,8.779,12.704,2484.0,-1.175,2,1.089,3.377,3.292,5.877,3.22,2.657,3.586,7.231
4.678,0.2,0.379,-0.591,-0.604,-0.604,10.355,-1.271,-1.271,11.052,182.968,2.816,1.555,27.349,1.152,182.968,182.968,-0.064,0.782,2.4,1.923,12.425,0.284,0.186,9.244,9.244,9.244,9.244,9.244,7.173,2.993,0.984,-0.803,-0.922,-0.803,-0.389,-1.958,-0.787,-1.958,0.639,0.931,2.878,2.821,-0.118,-0.792,1.144,2.0,0.885,1.481,6.881,2.447,0.403,2.965,8.796,12.719,2464.0,-1.374,2,1.078,3.325,3.271,5.779,3.202,2.633,3.586,7.102
4.921,0.2,0.165,-0.779,-0.806,-0.806,10.624,-1.781,-1.781,10.789,185.065,2.748,1.555,26.257,1.139,185.065,185.065,-0.324,0.85,2.4,1.618,11.731,0.292,-0.029,8.807,8.807,8.807,8.807,8.807,7.145,2.89,0.951,-1.0,-1.059,-1.0,-0.745,-2.565,-0.966,-2.565,0.711,0.992,2.928,2.719,-0.252,-0.821,1.224,2.0,0.961,1.279,6.801,2.447,0.155,3.036,8.258,11.871,2077.0,-1.633,2,1.042,3.176,3.283,5.747,3.194,2.718,3.586,7.088
4.469,0.2,0.363,-0.586,-0.606,-0.606,10.336,-1.358,-1.358,11.202,194.705,2.837,1.557,26.745,1.09,194.705,194.705,-0.086,0.804,2.4,1.625,12.425,0.284,0.081,9.267,9.267,9.267,9.267,9.267,7.309,3.007,1.004,-0.874,-0.943,-0.874,-0.323,-2.078,-0.829,-2.078,0.706,0.919,2.914,2.842,-0.141,-0.799,1.203,2.0,0.908,1.555,6.999,2.447,0.277,3.02,8.779,12.704,2484.0,-1.175,2,1.089,3.377,3.292,5.877,3.22,2.657,3.586,7.231
5.018,0.2,0.199,-0.742,-0.77,-0.77,10.257,-1.648,-1.648,10.784,185.065,2.828,1.555,25.062,1.09,185.065,185.065,-0.336,0.799,2.4,1.592,11.731,0.292,-0.032,8.84,8.84,8.84,8.84,8.84,7.139,2.908,1.0,-1.0,-1.127,-1.0,-0.785,-2.485,-0.963,-2.485,0.71,0.96,2.89,2.807,-0.149,-0.805,1.19,2.0,0.909,1.115,6.79,2.447,0.175,3.007,8.241,11.813,2115.0,-1.641,2,1.092,3.222,3.283,5.746,3.194,2.649,3.586,7.082
5.513,0.2,0.419,-0.566,-0.573,-0.573,10.322,-1.183,-1.183,11.056,182.968,2.742,1.555,27.376,1.135,182.968,182.968,-0.103,0.843,2.4,1.924,12.425,0.284,0.099,9.244,9.244,9.244,9.244,9.244,7.169,2.978,0.951,-0.871,-0.962,-0.871,-0.388,-1.982,-0.839,-1.982,0.653,0.97,2.937,2.756,-0.087,-0.773,1.215,2.0,0.935,1.463,6.875,2.447,0.276,3.03,8.796,12.723,2408.0,-1.337,2,1.042,3.329,3.271,5.775,3.202,2.716,3.586,7.097
4.432,0.2,0.362,-0.58,-0.604,-0.604,10.792,-1.271,-1.271,11.202,192.705,2.825,1.555,28.577,1.159,194.705,194.705,-0.071,0.786,2.4,1.923,12.425,0.284,0.149,9.244,9.244,9.244,9.244,9.244,7.319,2.993,0.987,-0.803,-0.877,-0.803,-0.432,-1.958,-0.763,-1.958,0.722,0.931,2.89,2.82,-0.124,-0.794,1.146,2.0,0.888,1.481,7.016,2.447,0.339,2.991,8.796,12.76,2464.0,-1.325,2,1.086,3.325,3.292,5.883,3.22,2.644,3.586,7.242
