pXC50,nCsp3,nC,MW,RBN,nSK,Se,SCBO,nAT,Si,nBT,nDB,Sp,Sv,nCsp2,nBO,nHet,nH,nCsp,nTB
8.222,2,18,392.26,5,26,42.12,37.5,41,45.918,43,1,29.426,28.551,16,28,8,15,0,0
7.62,6,22,460.4,5,31,54.647,43.5,54,60.95,57,1,37.267,35.46,16,34,9,23,0,0
7.523,2,18,341.37,5,25,41.985,36.5,41,46.369,43,1,27.648,27.28,16,27,7,16,0,0
7.886,2,18,375.81,5,26,42.309,37.5,41,46.313,43,1,28.506,28.107,16,28,8,15,0,0
7.886,3,19,355.4,5,26,44.869,37.5,44,49.784,46,1,29.409,28.806,16,28,7,18,0,0
7.77,6,22,444.93,9,31,54.062,43.5,53,60.057,56,1,35.796,34.709,16,34,9,22,0,0
8.523,5,21,448.39,8,30,53.647,41.5,53,59.95,55,1,36.267,34.46,16,32,9,23,0,0
6.889,5,21,430.37,4,29,50.436,41.5,50,56.326,53,1,35.051,33.218,16,32,8,21,0,0
7.77,7,23,458.96,8,32,56.945,44.5,56,63.472,59,1,37.557,36.236,16,35,9,24,0,0
9.398,15,29,518.73,6,38,75.73,51.0,76,86.261,80,3,48.58,45.702,14,42,9,38,0,0
4.699,8,22,374.48,5,28,50.014,41.0,50,56.149,54,3,33.784,32.256,14,32,6,22,0,0
5.0,10,23,513.71,5,35,62.683,52.0,62,70.108,67,2,42.313,39.936,13,40,12,27,0,0
8.398,7,29,450.63,5,34,63.221,50.5,64,71.6,68,1,43.375,40.649,22,38,5,30,0,0
4.699,6,21,347.45,4,26,46.912,38.5,47,52.651,50,1,31.779,30.235,15,29,5,21,0,0
8.886,10,30,540.68,8,40,72.407,57.0,72,81.225,77,3,47.75,45.836,20,45,10,32,0,0
7.311,5,21,392.48,2,29,50.52,43.0,50,56.861,54,2,33.517,32.441,16,33,8,21,0,0
6.155,7,28,468.6,5,35,62.992,51.5,63,70.604,67,1,42.523,40.552,21,39,7,28,0,0
7.824,8,22,407.52,7,30,55.327,42.0,55,62.272,58,3,36.006,34.519,14,33,8,25,0,0
5.6,2,12,280.68,1,19,29.371,27.5,28,31.439,30,1,19.733,19.837,10,21,7,9,0,0
5.6,8,19,354.51,8,26,51.774,36.0,52,59.351,54,0,33.103,31.111,11,28,7,26,0,0
5.0,4,19,334.41,4,25,43.247,37.5,43,48.318,46,1,29.262,28.203,15,28,6,18,0,0
5.6,0,17,288.33,2,22,34.269,36.0,34,37.863,37,3,24.523,23.908,17,25,5,12,0,0
6.222,4,20,302.4,3,23,40.6,35.5,41,45.528,44,1,28.557,26.972,16,26,3,18,0,0
8.651,8,22,398.53,7,29,56.178,39.5,56,63.734,58,3,36.006,34.22,14,31,7,27,0,0
5.7,4,16,281.34,2,21,36.262,31.5,36,40.405,39,2,24.495,23.655,12,24,5,15,0,0
6.301,4,18,363.37,4,26,43.567,36.5,42,48.254,44,0,27.83,27.858,14,28,8,16,0,0
6.222,1,12,225.28,2,17,28.16,27.0,28,31.737,30,0,19.313,18.687,11,19,5,11,0,0
4.301,2,16,281.34,4,21,36.262,31.5,36,40.405,38,0,24.495,23.655,14,23,5,15,0,0
4.699,2,16,265.34,3,20,34.934,30.5,35,39.196,37,0,24.04,22.94,14,22,4,15,0,0
5.678,3,17,329.81,4,23,39.469,33.5,39,43.764,41,0,27.114,26.009,14,25,6,16,0,0
6.301,3,17,295.37,4,22,39.145,32.5,39,43.82,41,0,26.256,25.181,14,24,5,17,0,0
4.0,5,19,371.43,7,27,48.894,37.5,48,54.279,50,0,31.142,30.379,14,29,8,21,0,0
4.699,4,18,325.4,5,24,43.356,34.5,43,48.445,45,0,28.472,27.423,14,26,6,19,0,0
5.699,4,18,309.4,4,23,42.029,33.5,42,47.235,44,0,28.017,26.708,14,25,5,19,0,0
5.301,4,18,307.38,3,23,40.145,34.5,40,44.82,43,0,27.256,26.181,14,26,5,17,0,0
5.9,0,15,277.31,2,21,32.487,35.0,32,35.947,35,1,22.767,22.402,15,24,6,11,0,0
5.6,1,20,348.38,2,26,42.698,39.0,42,46.741,45,1,29.159,28.59,19,29,6,16,0,0
5.3,6,22,393.48,10,29,52.451,41.5,52,58.485,54,0,34.449,33.191,14,31,7,23,2,1
6.745,4,18,309.4,4,23,42.029,33.5,42,47.235,44,0,28.017,26.708,14,25,5,19,0,0
5.824,3,17,329.81,4,23,39.469,33.5,39,43.764,41,0,27.114,26.009,14,25,6,16,0,0
5.3,5,29,581.11,11,40,67.232,60.0,66,74.017,70,2,46.421,44.664,24,44,11,26,0,0
5.398,4,18,309.4,5,23,42.029,33.5,42,47.235,44,0,28.017,26.708,14,25,5,19,0,0
5.796,4,18,277.4,2,21,39.374,31.5,40,44.817,42,0,27.108,25.279,14,23,3,19,0,0
6.301,9,32,607.76,8,43,76.032,60.5,75,85.077,79,2,50.819,48.776,23,47,11,32,0,0
6.602,3,24,518.46,5,37,56.083,54.5,53,61.559,57,0,36.205,37.357,21,41,13,16,0,0
5.6,0,17,333.33,3,25,37.142,39.5,36,40.365,38,2,25.676,25.832,16,27,8,11,1,1
4.6,0,8,225.05,0,12,17.527,18.0,17,18.878,18,2,13.341,12.836,8,13,4,5,0,0
5.6,5,25,438.53,3,33,55.334,51.5,55,61.73,60,3,38.034,36.772,20,38,8,22,0,0
5.673,9,23,464.66,7,33,61.054,46.5,61,69.268,65,1,40.762,38.341,14,37,10,28,0,0
8.252,5,22,373.5,5,28,50.789,41.0,51,57.438,54,1,34.336,32.563,17,31,6,23,0,0
5.0,4,19,348.39,2,26,42.691,40.5,42,47.113,46,0,28.955,28.391,15,30,7,16,0,0
7.3,9,26,529.63,8,38,69.392,51.0,68,78.324,71,1,43.66,42.578,17,41,12,30,0,0
8.0,4,24,474.59,5,34,56.738,52.5,56,62.86,60,2,39.137,37.674,20,38,10,22,0,0
8.398,10,29,560.74,8,40,72.483,58.5,72,81.145,77,1,48.398,46.023,19,45,11,32,0,0
5.6,0,10,271.13,0,16,21.022,25.0,20,21.844,22,2,17.352,16.653,10,18,6,4,0,0
5.318,2,23,425.56,4,31,50.091,51.0,50,55.899,55,0,36.256,34.498,21,36,8,19,0,0
5.6,3,24,439.59,5,32,52.974,52.0,53,59.315,58,0,38.017,36.024,21,37,8,21,0,0
5.0,7,21,450.38,5,30,52.832,41.5,52,59.081,55,0,35.75,34.128,14,33,9,22,0,0
5.367,5,24,467.97,8,33,56.836,47.5,56,63.346,58,2,38.347,37.015,18,35,9,23,1,1
5.0,2,19,366.83,3,26,41.687,40.5,41,45.847,44,1,29.358,28.504,17,29,7,15,0,0
6.9,0,14,220.24,0,17,25.182,29.0,25,27.452,28,1,18.75,18.338,14,20,3,8,0,0
5.907,1,20,346.84,4,25,40.033,39.5,40,44.428,43,0,29.449,28.074,19,28,5,15,0,0
5.0,8,28,468.6,2,35,62.992,53.0,63,70.604,68,3,42.523,40.552,20,40,7,28,0,0
5.6,8,22,446.95,8,31,55.945,42.5,55,62.472,58,0,36.557,35.236,14,34,9,24,0,0
6.536,7,29,493.67,7,37,67.643,54.0,68,76.68,72,1,45.631,43.186,22,41,8,31,0,0
5.6,6,19,353.44,4,26,46.418,37.5,46,52.362,49,0,30.512,29.42,13,29,7,20,0,0
4.523,6,21,438.49,5,32,55.316,46.5,54,61.358,57,3,35.398,34.917,15,35,11,22,0,0
