pXC50,nCsp2,Ui,Eig07_EA.bo.,Eta_betaP,Eig06_EA.bo.,piID,Eig03_EA.bo.,SM13_AEA.ri.,Eta_beta,C.,PCD,SpMaxA_AEA.ed.,Eta_FL,piPC03,piPC02,SM02_EA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,Eig12_AEA.bo.,Eig09_AEA.bo.,Eig07_AEA.bo.,Eig15_AEA.dm.,SpMaxA_EA,SpMaxA_EA.ed.,piPC05,piPC08,Eig09_EA.bo.,piPC01,SCBO,Eig08_AEA.bo.,Eig12_AEA.ri.,S0K,SpMaxA_AEA.ri.,Eig15_AEA.bo.,Eig12_EA.ri.,nBM,Uc,Eig12_EA,SM06_AEA.dm.,ZM2Kup,piPC04,SpMaxA_AEA.bo.,piPC06,SpAD_EA.bo.,ZM2Per,ZM2V,Eig08_EA,SM02_AEA.dm.,Chi1_EA.ed.,Eig13_AEA.bo.,Eig08_AEA.ed.,ZM2MulPer,Eig05_AEA.bo.,Mi,nC,Eig12_EA.bo.,SpMax6_Bh.m.,piPC07,Eig09_AEA.ri.,Eig14_AEA.bo.,Eig07_AEA.ed.,Eta_F,P_VSA_e_2,SM02_AEA.bo.,C.028,ZM1Per,Eig06_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.
5.701,18,3.585,2.488,20.5,2.66,10.515,3.681,3.681,41.25,44.0,2.726,0.19,8.216,4.887,4.394,5.081,2.983,2.983,2.396,2.885,3.321,1.0,0.09,0.302,5.822,6.58,1.961,3.85,46.0,2.957,2.046,154.0,0.116,1.652,1.033,17,4.17,1.058,1.058,539.737,5.369,0.126,6.011,66.645,830.53,529.0,1.634,1.634,5.92,2.192,4.635,565.611,3.691,1.108,22,1.296,3.28,6.329,2.476,1.745,4.803,32.557,198.531,5.1,0,804.78,3.45,4.564,4.564
4.0,22,3.907,2.298,26.5,2.612,10.827,3.541,3.541,46.75,42.9,3.497,0.22,9.663,4.982,4.494,5.182,3.067,3.067,2.5,2.917,3.105,0.911,0.101,0.391,5.914,6.452,2.077,3.912,49.0,2.959,2.0,156.465,0.127,1.653,1.0,23,4.585,1.0,1.0,501.446,5.455,0.141,6.0,70.198,802.49,519.0,1.574,1.574,6.046,2.324,4.341,556.634,3.756,1.113,24,1.5,3.422,6.279,2.449,2.004,4.543,40.04,232.905,5.133,0,755.09,3.399,4.115,4.115
4.0,17,3.644,2.377,20.0,2.613,10.301,3.482,3.482,39.75,41.5,2.897,0.206,8.019,4.951,4.41,5.097,2.822,2.822,2.368,2.606,3.196,0.751,0.097,0.341,5.765,6.851,1.642,3.818,44.5,2.662,1.86,136.452,0.124,1.629,0.861,22,4.524,0.901,0.901,468.252,5.497,0.138,6.057,65.295,700.64,453.0,1.303,1.303,5.818,2.118,4.079,484.025,3.632,1.124,22,1.307,3.179,6.496,2.192,1.864,4.898,29.401,173.451,5.032,0,643.42,3.324,3.385,3.385
4.645,1,2.0,-0.264,4.5,0.613,5.513,3.157,3.157,16.25,25.0,0.261,0.384,3.098,3.258,3.611,4.29,1.155,1.155,0.175,0.728,1.0,-1.174,0.186,0.649,3.178,2.565,-0.567,3.091,21.0,1.0,0.0,74.711,0.239,-0.515,-1.0,3,2.0,-1.0,-1.0,224.796,3.611,0.26,3.296,30.371,359.48,236.0,-0.491,-0.491,2.859,0.0,2.728,262.429,2.16,1.153,11,-1.183,2.586,2.996,0.342,0.0,3.012,13.768,48.132,4.407,0,387.58,1.681,-0.859,-0.859
4.1,10,2.907,1.593,11.5,1.973,9.488,3.194,3.194,25.0,41.9,2.451,0.282,4.279,4.691,4.069,4.754,2.237,2.237,0.896,2.065,2.574,-0.778,0.134,0.462,5.923,7.158,0.98,3.45,30.5,2.243,0.712,96.107,0.175,0.078,-0.272,12,3.7,-0.277,-0.277,294.006,5.306,0.194,6.366,45.815,458.77,293.0,1.111,1.111,4.056,0.869,3.617,310.208,3.225,1.123,18,-0.304,2.945,6.799,1.876,0.535,4.067,15.597,80.373,4.698,2,428.04,2.893,2.579,2.579
4.1,10,2.907,2.037,11.5,2.47,9.994,3.449,3.449,29.0,41.1,2.001,0.228,4.46,4.768,4.273,4.959,2.552,2.552,1.415,2.912,3.0,0.0,0.108,0.41,5.63,6.391,2.0,3.676,38.5,3.0,1.117,120.341,0.139,1.0,0.186,12,3.7,0.293,0.293,369.789,5.279,0.14,5.765,58.331,574.74,367.0,1.911,1.911,5.032,1.05,5.061,390.656,3.5,1.124,23,0.315,3.039,6.104,2.499,1.0,5.061,16.493,92.513,4.996,1,521.37,3.259,5.743,5.743
4.1,14,3.322,1.987,17.0,2.421,10.995,3.059,3.059,34.25,41.7,3.563,0.242,6.912,4.91,4.273,4.959,2.722,2.722,2.0,2.5,2.831,-0.132,0.115,0.412,6.102,7.281,1.5,3.664,38.0,2.627,1.677,114.211,0.148,0.849,0.686,17,4.17,0.725,0.725,384.762,5.544,0.164,6.409,56.567,571.29,366.0,1.354,1.354,5.141,1.374,3.708,389.772,3.436,1.128,20,0.981,2.944,6.836,2.044,1.139,3.823,24.562,113.124,4.89,0,514.78,3.325,2.962,2.962
4.0,7,2.807,1.289,11.0,1.802,7.849,3.116,3.116,23.5,34.6,1.509,0.371,4.819,4.36,3.961,4.644,2.061,2.061,0.445,1.0,2.398,-0.918,0.174,0.65,5.38,5.74,-0.486,3.296,26.0,1.263,-0.002,73.956,0.22,0.0,-0.764,9,3.322,-1.0,-1.0,402.46,4.863,0.245,5.7,39.629,631.9,389.0,-0.062,-0.062,2.935,0.034,3.131,418.454,2.932,1.171,9,-1.0,2.479,6.069,0.522,0.0,3.647,20.552,50.399,4.62,0,641.59,2.739,-0.179,-0.179
4.0,10,2.807,1.537,11.0,2.229,8.524,3.081,3.081,27.75,36.2,1.498,0.257,5.412,4.514,4.034,4.718,2.434,2.434,1.336,2.226,2.564,0.012,0.122,0.43,5.404,6.119,1.176,3.526,33.0,2.5,0.942,108.096,0.155,0.552,0.034,9,3.322,0.039,0.039,375.853,5.0,0.169,5.567,48.265,596.55,377.0,1.09,1.09,4.526,0.922,3.754,402.348,3.301,1.127,17,0.045,3.059,5.89,2.0,0.841,4.564,20.333,162.137,4.792,0,552.5,3.191,2.275,2.275
4.0,12,3.322,1.698,17.0,2.032,9.011,3.417,3.417,32.25,39.5,2.223,0.295,6.034,4.635,4.159,4.844,2.152,2.152,1.178,2.5,2.667,-0.728,0.135,0.524,5.565,6.04,1.477,3.584,35.0,2.528,0.783,104.039,0.171,0.647,-0.192,15,4.0,-0.198,-0.198,358.388,5.08,0.19,5.627,51.169,580.6,374.0,1.0,1.0,4.596,1.0,3.502,398.53,3.091,1.125,17,-0.255,2.866,5.925,1.984,0.816,3.582,23.841,104.772,4.812,0,534.15,2.892,2.528,2.528
5.775,19,3.755,2.708,22.0,2.783,11.64,3.764,3.764,45.75,42.4,3.19,0.176,8.826,5.168,4.572,5.26,3.098,3.098,2.495,3.214,3.513,1.358,0.085,0.301,6.257,7.507,2.357,3.98,52.5,3.433,2.058,192.75,0.108,2.056,1.015,18,4.248,1.174,1.174,650.096,5.743,0.118,6.67,77.086,1006.45,636.0,2.108,2.108,6.531,2.404,5.026,678.739,3.79,1.113,25,1.43,3.35,7.076,2.741,2.22,5.188,42.342,189.101,5.256,0,959.6,3.549,5.543,5.543
4.1,13,3.17,1.5,15.0,1.916,8.635,3.193,3.193,26.75,46.4,2.622,0.307,5.61,4.419,3.912,4.595,1.963,1.963,0.702,1.367,2.519,-1.118,0.146,0.446,5.354,5.385,0.124,3.367,28.0,2.5,0.155,80.711,0.194,-0.134,-0.785,14,3.907,-0.82,-0.82,302.926,4.871,0.215,5.309,39.564,468.4,306.0,0.884,0.884,3.662,0.5,3.204,327.013,2.852,1.116,13,-1.213,2.861,5.404,0.91,0.12,3.247,17.125,92.601,4.543,1,489.04,2.815,1.949,1.949
6.398,6,2.322,0.968,6.0,1.375,6.78,3.101,3.101,17.25,38.2,0.759,0.357,2.894,4.025,3.664,4.344,1.826,1.826,0.207,0.749,2.093,-1.073,0.171,0.587,4.673,4.443,-0.262,3.178,23.0,1.415,0.0,73.059,0.223,-0.291,-1.0,4,2.322,-1.0,-1.0,264.187,4.304,0.23,4.727,33.247,407.86,258.0,0.058,0.058,3.011,0.0,2.744,279.674,2.876,1.126,13,-1.0,2.771,4.635,0.711,-0.179,3.733,10.079,66.078,4.477,0,414.72,2.472,0.126,0.126
4.0,17,3.524,2.298,19.0,2.51,11.696,3.824,3.824,36.5,47.5,4.072,0.245,7.684,5.085,4.419,5.106,2.857,2.857,1.847,2.819,3.032,0.347,0.116,0.43,6.292,7.716,1.95,3.726,40.5,2.882,1.349,123.627,0.147,0.758,0.412,21,4.459,0.478,0.478,530.3,5.756,0.158,6.742,62.213,777.62,482.0,1.48,1.48,4.765,1.653,4.414,514.128,3.53,1.139,19,0.543,3.03,7.233,2.344,1.108,4.612,30.941,124.439,4.992,1,737.39,3.23,4.24,4.24
4.0,19,3.807,2.506,23.5,2.554,12.359,3.67,3.67,47.75,43.6,3.928,0.178,9.82,5.155,4.557,5.244,2.952,2.952,2.56,3.02,3.252,1.0,0.085,0.299,6.198,7.188,2.112,3.97,52.0,3.053,2.062,171.525,0.108,2.407,1.052,24,4.644,1.081,1.081,600.624,5.716,0.119,6.427,77.033,885.5,560.0,1.72,1.72,6.651,2.5,4.373,594.68,3.691,1.131,24,1.532,3.271,6.834,2.479,2.5,4.85,41.069,143.226,5.212,1,847.19,3.299,4.153,4.153
4.1,6,2.0,1.0,6.5,1.439,7.157,2.374,2.374,17.25,37.2,1.148,0.296,2.946,3.897,3.512,4.19,1.5,1.5,0.478,1.303,2.0,-1.242,0.143,0.41,4.792,5.028,0.172,3.135,22.0,1.843,0.0,65.059,0.194,-0.301,-0.946,6,2.807,-1.0,-1.0,173.567,4.316,0.213,4.717,30.822,254.06,166.0,0.774,0.774,3.877,0.0,2.948,176.028,2.5,1.132,16,-1.0,2.866,4.871,1.123,-0.017,3.247,9.033,78.741,4.297,0,240.36,2.44,1.379,1.379
4.1,15,3.322,2.119,17.5,2.658,9.621,3.365,3.365,35.5,41.5,2.315,0.217,7.411,4.758,4.263,4.949,2.868,2.868,1.835,2.5,3.007,0.56,0.103,0.355,5.783,6.642,1.5,3.714,40.0,2.919,1.531,136.881,0.135,1.114,0.562,15,4.0,0.628,0.628,439.912,5.259,0.143,6.007,58.332,639.88,413.0,1.587,1.587,5.2,1.674,4.363,442.888,3.616,1.125,22,0.735,3.095,6.304,2.073,1.448,4.518,29.707,132.943,4.956,0,619.58,3.483,4.111,4.111
4.0,9,2.7,2.029,11.0,2.075,8.877,2.618,2.618,27.25,36.7,2.047,0.236,5.731,4.402,3.966,4.649,2.15,2.15,1.27,2.202,2.898,-0.389,0.11,0.348,5.081,5.58,1.099,3.481,31.5,2.228,1.09,106.039,0.146,0.452,0.157,11,3.585,0.173,0.173,342.805,4.84,0.162,4.984,45.775,486.5,316.0,1.068,1.068,4.773,0.899,3.414,338.791,3.117,1.137,18,0.184,2.926,5.232,1.967,0.666,3.649,18.329,103.009,4.689,1,463.76,2.927,2.365,2.365
4.1,6,2.0,0.776,6.5,1.328,6.95,2.347,2.347,18.25,34.8,1.145,0.325,3.536,4.039,3.624,4.304,1.795,1.795,0.245,1.42,1.804,-1.189,0.152,0.495,4.778,4.215,0.31,3.178,23.0,1.446,0.066,84.439,0.201,-0.227,-0.713,6,2.807,-0.852,-0.852,219.362,4.38,0.221,4.725,32.546,332.74,216.0,0.359,0.359,3.748,0.031,2.788,230.801,2.79,1.136,16,-0.9,2.975,4.43,1.187,-0.146,3.064,10.653,87.786,4.363,0,348.96,2.332,0.674,0.674
4.0,7,2.7,0.927,11.0,1.175,8.081,2.827,2.827,21.25,39.1,1.983,0.364,4.491,4.271,3.732,4.413,1.628,1.628,-0.114,1.051,2.118,-1.618,0.174,0.545,5.102,5.935,-0.224,3.157,22.5,1.704,-0.527,58.603,0.23,-0.5,-1.418,11,3.585,-1.504,-1.504,292.661,4.812,0.253,5.288,33.129,415.05,268.0,0.471,0.471,3.063,-0.118,3.0,289.332,2.592,1.141,9,-1.749,2.205,5.616,0.782,-0.437,3.04,11.759,59.476,4.353,0,384.45,2.198,1.137,1.137
4.0,11,3.17,1.628,12.5,1.722,8.405,3.072,3.072,27.75,39.5,1.659,0.27,5.494,4.508,4.034,4.718,2.531,2.531,1.608,2.24,2.602,-0.304,0.128,0.437,4.998,5.438,1.086,3.526,33.0,2.483,1.214,104.042,0.165,0.401,0.202,13,3.807,0.205,0.205,371.873,4.979,0.179,5.248,47.138,573.46,369.0,1.106,1.106,4.396,1.03,3.521,392.404,3.374,1.117,15,0.261,3.008,5.364,1.698,0.762,3.663,18.748,152.825,4.749,0,559.99,2.67,2.547,2.547
4.1,14,3.17,1.5,12.0,1.618,7.602,2.904,2.904,24.0,41.5,1.785,0.288,5.424,4.163,3.795,4.477,1.868,1.868,1.0,2.167,2.5,-0.953,0.134,0.411,4.984,5.284,0.769,3.401,29.0,2.386,0.408,82.239,0.177,0.245,-0.491,11,3.585,-0.54,-0.54,249.078,4.542,0.194,4.91,38.402,376.45,247.0,0.707,0.707,3.966,0.5,3.118,266.028,2.899,1.119,17,-0.735,3.006,5.028,1.491,0.396,3.247,18.448,176.933,4.57,0,376.52,2.732,1.497,1.497
4.1,11,3.248,1.59,15.0,1.853,8.709,3.364,3.364,30.0,40.0,1.91,0.247,5.888,4.518,4.073,4.758,2.301,2.301,1.015,2.316,2.58,-0.405,0.118,0.366,5.223,5.501,1.212,3.541,33.5,2.5,0.728,94.042,0.156,0.514,-0.23,14,3.907,-0.239,-0.239,359.035,4.952,0.171,5.44,48.51,529.43,346.0,1.0,1.0,4.33,1.0,3.414,368.932,3.158,1.124,16,-0.272,2.866,5.718,1.967,0.971,3.714,20.083,118.318,4.76,0,520.93,2.82,2.275,2.275
6.254,22,3.907,2.684,27.0,2.771,11.098,3.616,3.616,47.25,48.1,3.68,0.177,9.841,4.996,4.46,5.147,2.951,2.951,2.528,2.918,3.402,0.939,0.084,0.264,5.994,6.722,2.041,3.912,49.0,3.264,2.0,160.465,0.112,1.619,0.994,22,4.524,1.0,1.0,515.828,5.474,0.124,6.098,68.704,769.16,499.0,1.601,1.601,6.02,2.5,4.386,535.815,3.645,1.11,25,1.475,3.257,6.416,2.42,2.023,4.888,39.951,180.893,5.133,0,771.96,3.504,4.218,4.218
5.178,18,3.7,2.099,22.0,2.248,11.935,3.555,3.555,37.0,55.3,4.396,0.259,7.473,4.961,4.297,4.984,2.757,2.757,1.976,2.694,2.922,-0.406,0.123,0.437,6.149,7.372,1.5,3.689,39.0,2.724,1.535,110.039,0.159,0.802,0.525,20,4.392,0.521,0.521,372.27,5.552,0.171,6.45,56.648,562.92,363.0,1.257,1.257,4.665,1.113,3.639,384.656,3.572,1.097,21,0.753,2.974,6.947,1.959,0.854,3.922,25.714,169.228,4.924,1,493.06,3.17,3.124,3.124
5.011,18,3.585,2.482,21.0,2.67,10.239,3.676,3.676,42.5,41.1,2.651,0.185,8.691,4.916,4.419,5.106,2.969,2.969,2.392,2.951,3.314,1.095,0.087,0.293,5.827,6.501,2.057,3.871,47.0,3.076,2.083,172.974,0.113,1.473,1.067,17,4.17,1.087,1.087,555.95,5.399,0.123,6.022,67.371,851.62,544.0,1.699,1.699,5.936,1.916,4.637,585.026,3.677,1.115,23,1.285,3.279,6.27,2.521,1.706,4.87,36.837,204.171,5.118,0,841.31,3.464,4.568,4.568
4.0,9,2.585,1.218,9.0,1.632,8.396,2.961,2.961,20.0,42.9,1.685,0.352,3.78,4.366,3.839,4.522,2.182,2.182,0.339,1.411,2.316,-1.288,0.167,0.605,5.424,6.161,0.19,3.258,25.0,1.799,0.0,75.059,0.217,-0.246,-0.969,8,3.17,-1.0,-1.0,241.638,4.915,0.229,5.681,37.792,365.34,233.0,0.614,0.614,3.134,0.219,3.455,247.22,3.018,1.121,15,-1.209,2.604,5.918,1.156,-0.139,3.488,12.767,71.313,4.549,0,331.02,2.714,1.635,1.635
4.1,12,3.17,1.512,14.0,2.208,7.847,2.93,2.93,30.5,36.2,1.661,0.246,6.667,4.347,3.998,4.682,2.684,2.684,1.0,2.116,2.655,0.186,0.114,0.373,5.006,5.556,1.055,3.555,34.0,2.5,0.705,102.211,0.153,0.644,-0.252,11,3.585,-0.263,-0.263,409.933,4.722,0.166,5.092,46.69,584.0,378.0,1.0,1.0,4.811,1.0,3.414,405.296,3.412,1.138,17,-0.298,3.123,5.176,1.926,0.951,3.735,27.399,114.675,4.749,0,601.89,3.148,2.275,2.275
4.1,9,2.907,1.712,9.5,2.029,7.916,2.978,2.978,24.75,40.0,1.097,0.279,4.866,4.336,3.956,4.64,2.49,2.49,1.276,2.118,2.661,-0.091,0.132,0.469,4.815,5.104,0.96,3.481,31.5,2.172,0.897,104.042,0.172,0.438,-0.118,9,3.322,-0.138,-0.138,352.347,4.706,0.178,4.944,45.153,520.15,337.0,0.981,0.981,4.277,0.947,3.576,357.022,3.372,1.127,16,-0.161,3.004,5.016,1.846,0.492,3.709,17.818,75.047,4.738,0,539.28,3.027,2.421,2.421
4.548,1,2.0,1.685,3.5,1.75,7.12,1.971,1.971,20.5,34.0,0.73,0.141,1.654,3.664,3.689,4.369,1.88,1.88,1.972,2.397,2.704,0.574,0.068,0.157,3.714,3.784,1.384,3.611,36.0,2.56,1.884,170.974,0.098,1.43,0.883,2,1.585,0.884,0.884,196.667,3.689,0.116,3.738,45.011,275.12,190.0,1.509,1.509,8.168,1.767,3.496,200.802,2.885,1.137,32,0.914,3.444,3.761,2.371,1.548,3.624,6.526,114.763,4.71,0,305.78,2.752,2.983,2.983
6.119,11,2.907,1.248,11.5,1.812,8.144,3.081,3.081,21.75,43.8,2.183,0.38,4.511,4.473,3.887,4.57,1.988,1.988,0.26,0.798,2.341,-1.666,0.178,0.625,5.438,6.278,-0.574,3.239,24.5,1.302,-0.013,63.487,0.231,-0.328,-1.0,12,3.7,-1.0,-1.0,248.892,5.048,0.253,5.651,36.886,369.42,238.0,0.046,0.046,2.867,-0.057,2.7,254.829,2.853,1.119,14,-1.387,2.58,6.084,0.513,-0.315,3.683,14.21,89.408,4.474,0,336.99,2.786,0.104,0.104
5.607,18,3.585,2.488,20.5,2.642,10.541,3.681,3.681,41.25,44.0,2.752,0.19,8.216,4.887,4.394,5.081,2.982,2.982,2.395,2.885,3.321,1.182,0.09,0.302,5.828,6.54,1.964,3.85,46.0,2.958,2.046,160.0,0.116,1.652,1.034,17,4.17,1.059,1.059,539.737,5.38,0.126,5.99,66.726,830.79,529.0,1.635,1.635,5.947,2.192,4.635,565.747,3.69,1.108,22,1.295,3.266,6.333,2.476,1.744,4.789,32.76,198.531,5.1,0,804.8,3.426,4.563,4.563
4.0,13,3.248,1.659,16.0,2.004,9.237,3.421,3.421,30.5,44.1,2.4,0.276,6.049,4.636,4.073,4.758,2.454,2.454,1.0,2.165,2.661,-0.568,0.131,0.441,5.569,6.453,1.058,3.512,32.5,2.486,0.679,98.107,0.172,0.451,-0.279,14,3.907,-0.292,-0.292,395.118,5.17,0.188,5.847,46.657,599.22,382.0,1.106,1.106,4.195,0.971,3.371,406.033,3.307,1.113,15,-0.352,2.828,6.188,1.785,0.598,3.662,21.323,128.551,4.734,0,564.33,2.865,2.337,2.337
5.695,22,3.907,2.684,27.0,2.771,11.098,3.616,3.616,47.0,47.3,3.68,0.177,9.808,4.996,4.46,5.147,2.951,2.951,2.528,2.918,3.402,0.938,0.084,0.264,5.994,6.722,2.041,3.912,49.0,3.264,2.0,160.465,0.112,1.619,0.994,22,4.524,1.0,1.0,498.965,5.474,0.124,6.098,68.704,732.08,475.0,1.601,1.601,6.02,2.5,4.386,511.024,3.645,1.113,26,1.475,3.177,6.416,2.42,2.023,4.888,39.854,189.403,5.133,0,713.16,3.504,4.218,4.218
4.0,16,3.459,2.071,18.5,2.569,9.031,3.421,3.421,38.0,41.5,1.782,0.224,7.692,4.766,4.29,4.977,2.667,2.667,2.098,2.841,2.963,0.699,0.106,0.391,5.669,6.256,1.958,3.761,42.0,2.903,1.736,139.207,0.136,1.208,0.72,16,4.087,0.726,0.726,476.195,5.268,0.143,5.694,60.927,707.56,447.0,1.48,1.48,5.28,1.93,4.244,478.285,3.484,1.126,22,0.901,3.13,5.956,2.414,1.513,4.414,35.366,136.733,5.024,0,664.15,3.395,3.855,3.855
4.1,7,2.585,2.299,7.5,2.571,9.563,3.296,3.296,27.25,39.7,0.862,0.25,4.282,4.727,4.248,4.934,2.803,2.803,2.163,2.762,3.278,0.65,0.114,0.512,5.565,6.314,1.738,3.714,40.0,3.147,1.792,153.58,0.142,1.228,0.788,5,2.585,0.782,0.782,454.091,5.159,0.144,5.796,60.293,685.98,425.0,1.744,1.744,4.924,1.679,4.903,449.549,3.675,1.125,25,0.994,3.238,6.059,2.579,1.609,5.128,21.657,104.173,5.118,0,623.27,3.448,4.944,4.944
4.0,7,2.807,0.533,11.0,1.075,6.965,2.811,2.811,21.75,34.3,1.377,0.405,4.289,4.073,3.795,4.477,2.077,2.077,0.462,1.0,1.619,-1.422,0.189,0.692,5.024,5.034,-0.607,3.219,24.0,1.472,0.0,73.059,0.241,-0.481,-1.0,9,3.322,-1.0,-1.0,266.891,4.531,0.266,4.922,34.432,427.44,277.0,0.241,0.241,2.994,0.25,2.741,301.37,2.917,1.131,12,-1.402,2.679,4.981,0.507,-0.272,2.8,16.364,88.385,4.449,0,424.34,2.177,0.329,0.329
5.86,17,3.644,2.458,20.0,2.655,11.417,3.518,3.518,40.5,44.2,3.484,0.198,7.771,5.066,4.443,5.13,2.899,2.899,2.247,2.666,3.148,0.618,0.094,0.325,6.234,7.815,1.734,3.839,45.5,2.909,1.801,141.207,0.123,2.118,0.802,22,4.524,0.811,0.811,488.068,5.705,0.135,6.758,66.8,719.58,461.0,1.657,1.657,6.067,2.164,4.177,487.13,3.549,1.122,23,1.197,3.182,7.299,2.237,2.118,4.533,30.134,131.894,5.064,4,639.55,3.303,3.913,3.913
4.0,21,3.755,2.504,24.5,2.838,11.794,3.646,3.646,43.25,47.1,4.061,0.191,8.927,4.995,4.44,5.127,3.008,3.008,2.5,2.502,3.274,0.674,0.091,0.29,6.065,7.046,1.5,3.839,45.5,3.065,2.0,135.207,0.121,1.306,1.0,24,4.644,1.0,1.0,473.17,5.561,0.133,6.302,66.319,692.45,449.0,1.612,1.612,5.717,2.169,4.497,479.971,3.671,1.115,24,1.5,3.05,6.675,2.014,1.741,4.654,32.132,171.445,5.048,0,633.46,3.528,4.529,4.529
4.0,9,3.0,1.622,12.5,1.974,8.923,3.162,3.162,26.75,39.5,1.824,0.291,5.136,4.535,4.034,4.718,2.616,2.616,1.0,2.12,2.718,-0.346,0.139,0.495,5.669,6.608,1.041,3.466,31.0,2.283,0.402,96.107,0.18,0.416,-0.518,10,3.459,-0.554,-0.554,371.458,5.119,0.192,6.026,45.861,533.15,342.0,1.104,1.104,3.928,0.794,3.514,363.693,3.419,1.13,15,-0.608,2.862,6.412,1.845,0.571,3.871,20.576,68.709,4.741,0,515.94,2.906,2.191,2.191
4.0,12,3.087,1.143,14.5,2.006,8.203,3.018,3.018,28.0,40.5,1.968,0.283,5.855,4.438,3.946,4.63,2.388,2.388,0.923,1.782,2.287,-0.863,0.135,0.426,5.238,5.846,0.631,3.418,29.5,2.118,0.538,92.239,0.179,0.153,-0.467,13,3.807,-0.471,-0.471,335.689,4.927,0.196,5.405,41.554,482.51,313.0,0.618,0.618,3.847,0.594,3.0,334.889,3.187,1.128,15,-0.599,2.845,5.599,1.464,0.481,3.261,20.284,106.979,4.613,0,472.46,2.875,1.372,1.372
4.1,17,3.644,2.298,20.5,2.393,11.91,3.551,3.551,41.5,42.6,3.786,0.19,8.172,5.069,4.466,5.153,2.902,2.902,2.5,2.779,3.032,1.0,0.091,0.305,6.091,7.274,1.819,3.861,46.5,2.968,2.0,145.58,0.118,1.847,1.0,22,4.524,1.031,1.031,497.231,5.643,0.131,6.411,69.557,751.93,481.0,1.532,1.532,6.001,2.327,4.414,511.048,3.551,1.122,23,1.5,3.215,6.855,2.422,2.0,4.469,29.753,168.041,5.095,0,672.68,3.22,4.12,4.12
4.0,16,3.459,2.06,18.5,2.557,8.828,3.376,3.376,36.5,42.2,1.782,0.246,7.629,4.677,4.205,4.89,2.659,2.659,1.994,2.5,2.902,0.111,0.117,0.424,5.578,6.161,1.5,3.689,39.0,2.822,1.608,120.382,0.149,0.934,0.596,16,4.087,0.6,0.6,443.01,5.169,0.157,5.579,55.997,655.16,416.0,1.335,1.335,4.941,1.535,3.85,443.981,3.462,1.127,19,0.755,3.03,5.865,2.0,1.186,3.958,32.2,129.168,4.934,0,615.84,3.39,2.978,2.978
4.1,13,3.17,1.5,15.0,1.607,8.527,3.099,3.099,27.75,47.1,2.0,0.315,5.576,4.472,3.951,4.635,2.223,2.223,0.747,2.394,2.5,-1.0,0.147,0.526,5.396,5.803,1.324,3.434,30.0,2.5,0.248,82.439,0.191,0.5,-0.742,14,3.907,-0.752,-0.752,294.259,4.961,0.201,5.327,43.406,435.07,281.0,1.0,1.0,3.93,0.613,3.279,297.563,3.054,1.115,16,-1.057,2.687,5.637,1.956,0.5,3.489,18.803,105.278,4.644,0,410.22,2.614,2.136,2.136
5.674,20,3.907,2.547,24.0,2.971,13.145,3.942,3.942,45.0,46.8,4.882,0.183,8.789,5.276,4.627,5.316,3.247,3.247,2.51,2.912,3.25,0.576,0.088,0.29,6.371,7.525,2.106,3.932,50.0,3.219,1.959,160.0,0.113,1.779,0.942,27,4.807,1.042,1.042,592.963,5.903,0.128,6.778,76.057,929.77,593.0,1.814,1.814,5.786,2.437,4.76,630.544,3.814,1.111,22,1.514,3.409,7.176,2.466,2.161,4.953,33.399,162.913,5.185,0,855.33,3.622,5.043,5.043
6.031,18,3.7,2.427,22.5,2.6,11.619,3.445,3.445,39.75,47.5,4.111,0.206,7.529,4.965,4.385,5.072,2.888,2.888,2.182,2.689,3.118,0.417,0.098,0.308,6.081,6.97,1.757,3.761,42.0,2.899,1.644,124.382,0.13,1.027,0.654,23,4.585,0.696,0.696,446.467,5.559,0.147,6.311,61.686,717.48,464.0,1.414,1.414,5.298,1.795,4.15,493.606,3.58,1.102,19,1.028,3.249,6.649,2.146,1.145,4.413,25.82,178.992,4.966,1,678.39,3.353,3.558,3.558
4.0,16,3.459,2.317,18.5,2.58,8.917,3.439,3.439,37.25,42.2,1.812,0.238,7.753,4.718,4.248,4.934,2.845,2.845,1.908,2.5,3.153,0.328,0.113,0.409,5.637,6.127,1.5,3.714,40.0,2.916,1.531,126.606,0.144,0.938,0.514,16,4.087,0.525,0.525,467.521,5.201,0.152,5.663,57.847,704.79,448.0,1.484,1.484,4.975,1.637,3.955,479.192,3.618,1.126,19,0.649,3.081,5.918,2.0,1.365,4.823,33.461,123.192,4.97,0,686.25,3.436,3.174,3.174
4.277,7,2.807,0.292,10.5,1.5,7.126,2.894,2.894,21.0,33.3,1.419,0.395,3.821,4.065,3.818,4.5,2.183,2.183,0.299,1.0,1.365,-1.0,0.184,0.648,4.931,5.232,-0.985,3.219,24.0,1.264,0.0,61.487,0.235,-0.5,-1.0,9,3.322,-1.0,-1.0,254.925,4.498,0.267,5.108,34.914,429.63,280.0,-0.123,-0.123,2.976,0.155,2.743,301.99,3.028,1.128,10,-1.326,2.651,5.29,0.088,0.0,3.085,13.516,98.566,4.472,0,411.48,2.5,-0.296,-0.296
