pXC50,Eig03_EA,SM11_AEA.bo.,Eig03_EA.bo.,SM13_AEA.ri.,RDSQ,Eig06_AEA.bo.,X2,ZM2V,ZM2Per,ATS1m,ATS5m,ZM2MulPer,Eig08_AEA.dm.,SM03_AEA.bo.,ZM2Kup,Psi_e_1,Eig05_AEA.dm.,Eta_epsi,MW,ZM1Per,Eig03_AEA.ri.,Eig13_AEA.bo.,Eig13_AEA.ed.,GGI5,Eig07_AEA.bo.,ZM1MulPer,ATSC6p,Eig08_EA.bo.,MPC01,MWC01,nBO,SRW02,ZM1V,ZM2Mad,SpAD_AEA.ed.,Dz,GGI10,Eig07_EA,SM15_AEA.bo.,XMOD,ATS8m,ATS4m,X3sol,piPC02,SM02_EA.bo.,SRW04,SpAD_EA.ed.,Eig07_AEA.ri.,ATSC4i,ATS2m,Eig15_AEA.ed.,SpMax4_Bh.m.,P_VSA_LogP_5,Eig08_EA.ed.,SM03_AEA.ri.,GMTIV,SM08_AEA.bo.,Eig06_AEA.ed.,SpMax4_Bh.p.,SpMax4_Bh.v.,IC3,Eig07_EA.bo.,ATSC5p,GMTI,SpAD_EA.bo.,S1K,Pol,X5v
8.387,2.969,2.969,3.685,3.685,328.192,3.614,15.333,542.0,876.39,3.811,4.444,577.004,2.172,6.384,606.364,6.449,2.887,37.938,466.5,854.88,3.88,2.0,3.414,1.744,3.303,654.973,13.889,2.358,3.638,3.638,37,4.317,608.0,258.606,59.553,76.5,0.321,2.041,2.041,101.763,3.902,4.486,10.774,4.474,5.162,5.7,177.319,2.969,2.672,4.246,3.089,3.616,92.904,5.655,5.655,49884.0,13.457,5.574,3.561,3.565,5.03,2.484,14.023,15247.0,69.388,22.405,59,3.366
5.0,2.125,2.125,2.989,2.989,117.95,2.878,7.483,300.0,461.22,3.239,3.101,322.778,0.799,5.841,306.625,2.768,2.472,17.695,260.28,486.53,3.097,0.142,1.344,0.208,2.739,379.798,1.806,0.852,2.996,2.996,19,3.664,352.0,126.623,28.366,40.0,0.029,0.548,0.548,59.472,3.128,3.267,5.873,3.927,4.61,4.934,73.889,1.431,0.65,3.559,1.0,3.131,49.308,0.638,0.638,12792.0,12.603,3.311,2.979,3.003,4.418,0.957,2.283,2804.0,38.525,12.368,22,0.997
5.361,2.756,2.756,3.298,3.298,210.992,3.081,11.075,319.0,493.41,3.445,4.035,339.638,1.38,6.065,333.178,4.275,2.361,27.267,339.42,479.26,3.753,0.719,2.601,1.194,2.781,366.564,12.006,1.568,3.332,3.332,27,4.007,336.0,166.918,42.759,54.5,0.049,1.317,1.317,74.148,3.446,3.879,8.813,4.111,4.796,5.352,122.033,2.317,1.485,3.781,2.198,3.462,6.371,2.88,2.88,17900.0,13.034,4.412,3.351,3.363,4.404,1.908,12.478,5976.0,51.328,17.497,40,2.318
5.367,1.977,1.977,2.676,2.676,91.057,2.434,6.832,218.0,338.24,2.918,2.766,235.585,0.436,5.562,232.178,2.409,1.501,17.267,209.22,346.06,2.981,-0.5,1.0,0.535,0.911,275.263,2.409,-1.0,2.773,2.773,15,3.434,248.0,93.752,24.612,34.5,0.0,-0.502,-0.502,43.678,2.259,3.182,5.255,3.597,4.277,4.779,69.867,0.503,0.655,3.32,0.586,2.835,6.371,-2.0,-2.0,5946.0,12.639,3.414,2.735,2.715,4.133,-0.639,4.14,1281.0,29.595,11.529,23,0.62
6.676,3.099,3.099,3.58,3.58,254.258,3.1,12.598,418.0,662.78,3.565,4.161,443.599,1.594,6.249,448.784,5.144,2.689,29.648,371.39,631.06,4.069,1.261,3.279,1.368,2.969,480.893,11.29,1.966,3.434,3.434,30,4.111,442.0,211.859,49.883,61.0,0.049,1.524,1.524,80.749,3.685,4.085,9.943,4.263,4.949,5.517,151.173,2.504,1.65,3.995,2.743,3.486,27.858,3.329,3.329,25163.0,13.476,5.303,3.351,3.369,4.781,2.133,12.307,7349.0,57.408,17.959,50,2.742
3.0,1.81,1.81,2.286,2.286,111.28,2.34,7.285,231.0,353.1,3.135,3.366,247.162,0.608,5.463,253.354,2.739,1.756,22.467,256.34,357.41,2.806,-0.078,1.315,0.604,2.043,278.22,4.92,0.289,2.944,2.944,18,3.611,254.0,103.52,27.289,41.0,0.033,0.904,0.904,54.73,2.708,3.328,5.533,3.562,4.241,4.86,68.431,1.899,0.781,3.432,1.0,3.145,12.92,0.499,0.499,7463.0,12.208,3.503,3.145,3.14,4.649,1.004,5.5,2411.0,30.72,14.994,22,1.08
3.0,1.799,1.799,2.286,2.286,71.706,1.175,5.631,209.0,319.86,2.841,2.821,225.156,-0.401,5.303,231.354,1.998,1.376,15.967,186.19,327.61,2.753,-0.822,0.707,0.413,0.507,257.719,1.438,-1.269,2.639,2.639,13,3.296,234.0,82.52,21.073,31.0,0.0,-0.691,-0.691,39.502,0.316,2.817,4.447,3.409,4.086,4.595,55.002,0.259,0.377,3.187,0.0,2.757,12.92,-2.0,-2.0,4208.0,12.145,2.44,2.595,2.641,4.143,-0.773,2.138,876.0,24.371,10.019,16,0.461
3.0,1.81,1.81,2.286,2.286,111.28,2.34,7.285,231.0,353.1,3.135,3.366,247.162,0.608,5.463,253.354,2.739,1.756,22.467,256.34,357.41,2.806,-0.078,1.315,0.604,2.043,278.22,4.92,0.289,2.944,2.944,18,3.611,254.0,103.52,27.289,41.0,0.033,0.904,0.904,54.73,2.708,3.328,5.533,3.562,4.241,4.86,68.431,1.899,0.781,3.432,1.0,3.145,12.92,0.499,0.499,7463.0,12.208,3.503,3.145,3.14,4.649,1.004,5.5,2411.0,30.72,14.994,22,1.08
7.645,1.884,1.884,2.303,2.303,83.491,1.0,6.21,205.0,329.3,2.89,2.599,220.414,0.221,5.476,223.724,2.424,1.811,16.033,187.17,339.14,2.868,-0.878,1.0,0.347,0.668,271.063,0.735,-1.224,2.708,2.708,14,3.367,246.0,107.625,24.585,31.5,0.0,-0.376,-0.376,39.359,0.007,3.114,4.904,3.332,4.007,4.796,74.856,0.556,0.385,3.292,0.0,2.698,0.0,-2.0,-2.0,4218.0,12.801,3.227,2.524,2.562,4.187,-0.379,1.846,858.0,24.153,8.778,19,1.008
4.523,2.439,2.439,3.121,3.121,122.441,2.569,8.442,281.0,445.0,3.396,3.227,301.825,0.461,5.815,268.149,3.43,1.71,19.533,257.2,423.14,3.436,-0.026,2.0,0.646,1.853,330.133,4.425,-0.527,2.944,2.944,18,3.611,296.0,162.443,30.538,39.167,0.0,0.65,0.65,57.447,2.56,3.564,7.17,3.818,4.5,5.03,94.96,1.646,0.833,3.696,1.576,3.055,6.728,-1.209,-1.209,8316.0,13.152,4.274,2.994,3.0,4.513,0.758,6.969,1869.0,35.585,12.431,29,1.83
6.365,1.705,1.705,2.098,2.098,55.573,0.452,4.911,151.0,233.34,2.663,2.383,162.245,-0.642,5.136,164.967,1.847,0.614,13.867,159.16,261.86,2.714,0.0,0.0,0.222,0.39,216.424,0.556,-1.365,2.485,2.485,11,3.135,194.0,70.921,18.128,26.5,0.0,-1.0,-1.0,32.818,0.007,2.63,3.239,3.045,3.714,4.466,49.49,-0.002,0.29,2.927,0.0,2.626,0.0,-2.424,-2.424,2838.0,11.999,2.358,2.338,2.402,4.022,-1.268,1.447,528.0,18.698,8.331,13,0.378
6.959,2.115,2.115,2.651,2.651,82.721,1.0,6.323,213.0,331.96,2.892,3.288,228.844,0.416,5.429,233.634,2.548,1.778,17.5,203.17,371.94,3.123,-0.834,1.0,0.444,0.78,308.249,1.098,-1.266,2.708,2.708,14,3.367,276.0,95.243,23.647,34.5,0.0,-0.334,-0.334,42.001,0.014,3.192,4.198,3.332,4.007,4.727,65.86,0.647,0.409,3.223,0.0,2.856,0.0,-2.0,-2.0,6000.0,12.453,3.0,2.503,2.596,3.795,-0.343,2.215,961.0,24.436,10.948,19,0.713
7.469,2.846,2.846,3.511,3.511,244.058,3.139,11.949,393.0,620.74,3.522,4.141,416.125,1.609,6.206,414.451,4.629,2.703,28.133,353.4,567.53,3.84,0.951,2.883,1.427,3.062,422.813,12.264,2.006,3.401,3.401,29,4.078,390.0,199.736,48.535,57.5,0.037,1.702,1.702,77.488,3.427,4.132,10.257,4.248,4.934,5.476,144.566,2.704,1.51,3.924,2.569,3.384,31.043,3.316,3.316,20296.0,13.359,5.147,3.232,3.226,5.014,2.103,12.796,6598.0,55.899,17.07,51,2.678
4.056,2.199,2.199,2.7,2.7,95.086,1.849,7.033,221.0,343.66,2.955,3.312,238.939,0.421,5.509,241.845,2.754,2.059,18.8,217.2,381.5,3.205,-0.754,1.0,0.444,0.511,315.667,1.18,-1.0,2.773,2.773,15,3.434,282.0,101.074,26.029,36.5,0.0,-0.713,-0.713,44.372,0.014,3.437,5.06,3.401,4.078,4.812,74.48,0.252,0.555,3.416,1.0,2.896,0.0,-2.0,-2.0,6375.0,12.554,3.775,2.566,2.65,3.671,-0.718,2.732,1106.0,26.817,11.942,23,1.135
4.215,2.508,2.508,3.045,3.045,143.683,2.721,8.966,257.0,398.65,3.242,3.454,276.137,1.0,5.76,273.643,3.342,2.397,23.267,278.34,405.57,3.507,0.453,1.924,0.59,2.5,318.231,5.719,0.958,3.091,3.091,21,3.761,290.0,130.221,33.313,45.0,0.025,1.0,1.0,59.662,3.079,3.563,6.957,3.773,4.454,5.094,93.713,2.0,1.052,3.636,1.555,3.214,6.31,2.136,2.136,11185.0,12.643,3.813,3.103,3.143,4.649,1.5,6.824,3366.0,38.183,14.817,29,1.745
4.444,2.74,2.74,3.2,3.2,210.164,2.976,11.227,336.0,523.07,3.458,3.871,359.519,1.497,6.058,352.643,4.197,2.48,27.367,340.41,505.21,3.71,0.806,2.531,0.865,2.879,385.623,10.009,1.597,3.332,3.332,27,4.007,354.0,168.387,42.891,55.0,0.074,1.448,1.448,74.561,3.583,3.893,9.115,4.127,4.812,5.352,122.14,2.449,1.433,3.856,2.144,3.381,12.681,3.021,3.021,19254.0,12.972,4.431,3.142,3.194,4.756,1.957,9.966,6206.0,51.696,17.459,40,2.317
6.481,1.878,1.878,2.265,2.265,84.248,1.425,6.288,184.0,290.97,2.862,2.486,197.368,0.292,5.451,198.178,2.403,1.349,15.867,185.2,297.2,2.885,-0.885,1.0,0.222,0.495,237.857,0.84,-1.267,2.708,2.708,14,3.367,214.0,101.918,24.619,30.5,0.0,-0.602,-0.602,38.35,0.007,3.129,5.203,3.332,4.007,4.86,76.332,0.365,0.511,3.302,0.0,2.645,0.0,-2.0,-2.0,3599.0,12.692,3.32,2.538,2.527,4.252,-0.604,2.316,843.0,24.637,8.815,19,1.509
5.319,1.802,1.802,2.098,2.098,76.28,0.522,6.102,190.0,296.68,2.846,2.704,207.031,-0.345,5.338,208.126,2.234,1.319,16.667,189.2,315.62,2.779,-0.89,1.0,0.222,0.494,257.547,0.794,-1.267,2.639,2.639,13,3.296,230.0,89.97,22.585,31.5,0.0,-0.786,-0.786,38.702,0.007,3.166,4.471,3.219,3.892,4.673,64.483,0.191,0.345,3.286,0.0,2.728,3.002,-2.0,-2.0,3966.0,12.404,2.539,2.498,2.536,4.168,-0.795,1.663,752.0,22.511,10.238,19,0.74
4.886,1.517,1.517,1.889,1.889,66.297,0.5,5.556,160.0,247.82,2.741,2.414,173.041,-0.446,5.242,174.178,2.043,0.773,15.167,173.19,271.96,2.525,0.0,0.0,0.222,0.447,223.702,0.598,-1.279,2.565,2.565,12,3.219,200.0,77.752,20.333,28.5,0.0,-1.0,-1.0,35.289,0.007,2.873,4.151,3.135,3.807,4.575,57.404,0.0,0.403,3.178,0.0,2.619,0.0,-2.264,-2.264,3081.0,12.301,2.409,2.502,2.53,4.089,-1.218,1.764,629.0,20.758,9.323,16,0.784
4.297,1.977,1.977,2.676,2.676,91.057,2.434,6.832,218.0,338.24,2.918,2.766,235.585,0.436,5.562,232.178,2.409,1.501,17.267,209.22,346.06,2.981,-0.5,1.0,0.535,0.911,275.263,2.409,-1.0,2.773,2.773,15,3.434,248.0,93.752,24.612,34.5,0.0,-0.502,-0.502,43.678,2.259,3.182,5.255,3.597,4.277,4.779,69.867,0.503,0.655,3.32,0.586,2.835,6.371,-2.0,-2.0,5946.0,12.639,3.414,2.735,2.715,4.133,-0.639,4.14,1281.0,29.595,11.529,23,0.62
4.699,2.741,2.741,3.069,3.069,189.507,3.085,10.52,318.0,497.15,3.388,3.703,340.423,1.403,6.019,334.643,3.921,2.469,25.367,314.37,479.29,3.711,0.722,2.375,0.788,2.773,366.527,7.975,1.652,3.258,3.258,25,3.932,336.0,160.387,40.29,51.0,0.025,1.355,1.355,68.561,3.409,3.804,8.615,4.103,4.787,5.293,116.568,2.349,1.324,3.805,2.0,3.357,11.456,2.822,2.822,15669.0,13.021,4.428,3.147,3.193,4.784,1.9,8.64,4914.0,48.54,15.779,38,2.236
4.428,2.722,2.722,3.298,3.298,222.719,3.037,11.581,335.0,519.68,3.494,3.985,358.163,1.413,6.067,351.643,4.363,2.398,28.667,354.44,506.6,3.694,0.812,2.826,0.861,2.781,387.712,11.874,1.661,3.367,3.367,28,4.043,356.0,172.387,44.024,57.0,0.049,1.357,1.357,77.561,3.789,3.949,9.372,4.127,4.812,5.38,125.461,2.352,1.571,3.885,2.198,3.388,9.495,2.88,2.88,20193.0,12.922,4.445,3.231,3.239,4.47,1.908,11.559,6673.0,53.128,18.428,41,2.564
6.959,2.56,2.56,3.232,3.232,209.849,3.053,11.05,360.0,560.815,3.5195,3.7595,383.569,1.461,6.0675,374.4115,4.0625,2.472,27.393,354.4,522.96,3.5285,1.084,2.65,0.863,2.881,387.7005,8.6905,1.6365,3.367,3.367,28,4.043,361.0,176.1035,42.616,55.5,0.103,1.4585,1.4585,78.5685,3.36,3.8915,9.1635,4.159,4.844,5.3565,117.814,2.434,1.34,3.8755,2.1925,3.426,42.26,2.8285,2.8285,20827.5,12.915,4.471,3.328,3.3345,4.7835,1.965,9.4845,7375.0,52.375,17.4455,39,2.1845
4.398,1.732,1.732,2.303,2.303,83.081,1.586,6.543,246.0,387.44,2.938,3.168,268.415,0.372,5.429,274.651,2.316,2.632,17.533,203.18,399.2,2.741,-0.675,1.0,0.524,0.473,319.085,0.933,-1.0,2.708,2.708,14,3.367,288.0,98.342,23.297,34.5,0.0,-0.781,-0.781,42.517,0.007,3.039,4.864,3.332,4.007,4.727,66.239,0.241,0.34,3.369,0.0,2.884,11.219,-2.346,-2.346,5602.0,12.439,2.969,2.538,2.606,4.143,-0.934,1.946,999.0,24.586,10.909,19,0.461
3.0,1.801,1.801,2.286,2.286,96.039,2.319,6.578,223.0,341.58,3.027,3.267,238.839,0.423,5.402,245.354,2.447,1.711,19.867,228.28,345.89,2.763,-0.338,1.076,0.604,1.447,269.896,3.544,-0.213,2.833,2.833,16,3.497,246.0,95.52,24.798,37.0,0.0,0.33,0.33,48.73,2.042,3.225,5.033,3.504,4.182,4.762,63.344,1.314,0.629,3.341,0.71,2.872,12.92,-0.388,-0.388,5817.0,12.197,3.37,2.824,2.813,4.539,0.362,4.119,1609.0,28.172,13.002,20,0.867
6.699,2.783,2.783,3.58,3.58,238.661,3.086,11.931,381.0,597.07,3.522,4.063,403.97,1.591,6.175,402.451,4.595,2.678,28.133,353.4,557.74,3.778,0.912,2.853,1.257,2.968,418.721,11.221,1.966,3.401,3.401,29,4.078,386.0,193.569,47.277,57.5,0.049,1.524,1.524,77.863,3.453,3.999,9.943,4.22,4.905,5.46,139.517,2.504,1.502,3.909,2.552,3.466,27.858,3.329,3.329,21124.0,13.227,4.938,3.352,3.365,4.781,2.112,12.203,6790.0,55.377,17.07,47,2.71
6.699,2.532,2.532,3.481,3.481,228.223,3.004,11.632,392.0,601.9,3.724,4.116,418.321,1.29,6.182,374.165,4.457,2.158,28.1,378.53,543.62,3.504,1.534,3.041,0.979,2.895,399.13,13.023,1.767,3.401,3.401,29,4.078,368.0,212.335,44.398,57.0,0.066,1.45,1.45,88.281,3.666,4.042,10.823,4.337,5.024,5.389,123.006,2.426,1.474,3.974,2.456,3.726,35.112,2.753,2.753,21441.0,13.244,4.257,3.727,3.679,4.956,2.061,12.617,7999.0,59.452,19.033,42,2.713
4.523,2.532,2.532,3.466,3.466,224.612,2.956,11.62,391.0,603.08,3.732,4.05,416.98,1.295,6.154,375.438,4.542,2.278,28.867,382.52,557.44,3.504,1.534,3.041,0.826,2.894,414.479,11.854,1.5,3.401,3.401,29,4.078,382.0,214.66,44.41,58.0,0.12,1.459,1.459,88.859,3.563,4.051,10.884,4.311,4.997,5.389,122.928,2.434,1.481,3.99,2.483,3.726,31.927,2.589,2.589,23918.0,13.201,4.27,3.726,3.678,4.816,2.06,12.418,8503.0,58.384,19.248,42,2.69
6.745,2.532,2.532,3.464,3.464,228.223,2.967,11.632,397.0,615.36,3.736,4.141,423.767,1.334,6.154,386.165,4.632,2.251,28.914,384.51,584.42,3.503,1.534,3.041,0.979,2.888,439.942,12.704,1.762,3.401,3.401,29,4.078,406.0,216.409,44.398,58.5,0.066,1.45,1.45,89.147,3.699,4.08,10.145,4.311,4.997,5.389,123.006,2.425,1.703,3.998,2.456,3.726,31.927,2.753,2.753,23506.0,13.203,4.257,3.726,3.678,4.887,2.051,11.685,7999.0,58.408,19.223,42,2.726
6.208,2.644,2.644,3.447,3.447,259.593,3.391,13.946,486.0,766.33,3.841,4.219,521.417,1.587,6.257,501.619,6.638,2.647,33.41,436.49,769.74,3.588,1.821,3.221,1.188,2.936,599.265,11.652,2.073,3.497,3.497,32,4.174,550.0,245.646,47.57,68.5,0.169,1.526,1.526,98.753,4.051,4.267,10.462,4.376,5.063,5.501,136.95,2.499,1.607,4.181,2.717,3.76,89.865,3.139,3.139,39787.0,13.29,5.132,3.743,3.689,5.012,2.106,11.433,10918.0,62.983,21.982,42,2.667
7.796,2.686,2.686,3.44,3.44,232.811,3.188,12.783,440.0,696.33,3.782,4.216,471.166,1.359,6.13,456.529,6.221,2.568,33.21,416.51,703.17,3.611,1.0,2.716,1.181,2.916,550.744,13.29,1.758,3.401,3.401,29,4.078,504.0,229.979,43.989,64.5,0.136,1.496,1.496,92.147,4.038,4.266,9.575,4.205,4.89,5.407,124.919,2.455,1.591,4.128,2.473,3.535,86.679,2.766,2.766,27975.0,13.218,4.931,3.553,3.537,4.922,2.081,12.757,7873.0,53.848,22.355,40,2.434
7.62,2.709,2.709,3.44,3.44,240.277,3.263,13.251,448.0,709.13,3.801,4.204,479.042,1.419,6.158,464.529,6.349,2.583,32.61,414.49,712.79,3.636,1.078,3.0,1.118,2.919,556.433,12.377,1.772,3.434,3.434,30,4.111,510.0,237.979,44.604,64.5,0.09,1.502,1.502,92.661,4.031,4.237,9.895,4.234,4.92,5.451,131.205,2.46,1.51,4.161,2.666,3.665,86.679,2.826,2.826,29681.0,13.228,4.984,3.688,3.66,4.987,2.086,11.164,8683.0,55.972,20.79,38,2.579
7.0,3.0,3.0,3.44,3.44,233.042,3.383,13.964,510.0,822.61,3.804,4.241,548.403,1.457,6.193,553.619,7.596,2.785,33.852,428.39,884.41,3.826,0.994,2.718,1.319,2.922,715.841,10.588,1.787,3.401,3.401,29,4.078,652.0,241.289,44.001,69.0,0.235,1.504,1.504,92.776,4.097,4.237,8.451,4.234,4.92,5.442,132.653,2.461,1.388,4.232,2.455,3.549,131.56,2.813,2.813,43765.0,13.322,5.155,3.25,3.304,4.975,2.091,10.16,7957.0,55.072,22.162,38,2.29
7.745,2.667,2.667,3.44,3.44,221.75,3.112,12.614,435.0,688.01,3.755,4.176,466.409,1.352,6.115,451.529,6.065,2.552,31.91,402.48,696.87,3.593,1.0,2.715,1.181,2.913,546.801,12.024,1.749,3.367,3.367,28,4.043,500.0,224.646,42.644,62.5,0.087,1.494,1.494,88.919,3.964,4.229,9.186,4.19,4.875,5.38,122.024,2.454,1.502,4.106,2.0,3.488,86.679,2.758,2.758,26360.0,13.21,4.742,3.5,3.485,5.121,2.071,11.663,7104.0,52.657,21.366,38,2.359
5.678,2.521,2.521,3.447,3.447,218.303,2.932,11.551,396.0,608.15,3.74,3.995,423.23,1.337,6.129,383.619,4.423,2.447,28.867,382.52,565.48,3.49,1.534,3.024,0.868,2.909,419.033,11.129,1.5,3.401,3.401,29,4.078,388.0,210.989,43.3,58.0,0.124,1.481,1.481,89.624,3.413,3.966,10.53,4.297,4.984,5.371,117.717,2.447,1.387,3.979,2.48,3.763,44.985,2.603,2.603,25238.0,13.137,4.232,3.744,3.693,4.915,2.077,11.505,9091.0,57.74,19.248,39,2.571
5.854,2.532,2.532,3.466,3.466,224.612,2.956,11.62,379.0,581.44,3.728,4.049,404.061,1.292,6.154,361.165,4.45,2.276,28.7,380.55,527.76,3.504,1.534,3.041,0.826,2.894,387.689,13.001,1.5,3.401,3.401,29,4.078,358.0,212.335,44.41,57.0,0.12,1.459,1.459,88.281,3.535,4.037,10.884,4.311,4.997,5.389,122.928,2.435,1.586,3.981,2.483,3.726,31.927,2.589,2.589,21742.0,13.201,4.27,3.726,3.679,4.812,2.06,14.075,8503.0,58.384,19.286,42,2.805
7.056,2.999,2.999,3.497,3.497,270.296,3.371,14.747,516.0,817.99,3.869,4.334,554.833,1.804,6.283,542.529,7.023,2.9,36.843,460.52,829.69,3.827,1.109,3.211,1.361,2.949,651.691,14.52,1.932,3.497,3.497,32,4.174,596.0,257.179,49.541,72.5,0.227,1.692,1.692,100.753,4.225,4.37,10.624,4.317,5.004,5.533,145.272,2.612,1.655,4.246,2.716,3.627,97.679,3.364,3.364,41921.0,13.439,5.193,3.534,3.547,5.106,2.094,12.955,10436.0,60.2,24.966,46,2.526
6.699,2.532,2.532,3.567,3.567,241.035,3.222,12.059,379.0,591.31,3.556,3.935,400.526,1.605,6.152,400.24,4.64,2.678,29.433,367.43,558.62,3.517,1.265,2.939,0.709,2.969,419.789,11.795,1.966,3.434,3.434,30,4.111,388.0,193.572,47.743,59.5,0.173,1.528,1.528,81.331,3.789,3.968,10.003,4.22,4.905,5.468,137.359,2.506,1.48,3.916,2.724,3.424,27.858,3.329,3.329,25213.0,13.076,4.968,3.328,3.326,4.918,2.167,12.271,8225.0,56.255,18.021,45,3.027
5.0,2.42,2.42,3.067,3.067,125.69,2.558,8.119,237.0,367.81,3.129,3.497,254.068,0.627,5.734,251.178,3.099,2.136,20.567,249.29,372.57,3.42,0.296,1.764,0.681,2.5,293.14,5.348,-0.074,2.996,2.996,19,3.664,266.0,120.918,30.719,40.5,0.0,1.0,1.0,53.249,2.189,3.444,6.08,3.726,4.407,5.017,87.063,2.0,0.933,3.458,1.4,2.999,3.186,-0.188,-0.188,8371.0,12.787,3.633,2.825,2.844,4.476,1.469,6.467,2382.0,34.829,12.9,27,1.305
4.0,2.252,2.252,2.88,2.88,138.16,2.618,7.718,292.0,461.31,3.199,3.443,309.376,1.211,5.794,315.587,3.005,2.442,19.967,247.27,423.89,3.208,0.26,2.0,0.771,2.106,313.837,5.199,0.673,3.045,3.045,20,3.714,292.0,140.621,33.41,40.5,0.0,0.944,0.944,55.865,1.984,3.584,6.826,3.818,4.5,5.081,95.001,1.904,0.73,3.53,1.721,3.124,86.482,1.153,1.153,7486.0,13.056,3.929,2.964,2.994,4.607,1.038,5.204,2413.0,36.555,11.54,31,1.624
6.959,1.951,1.951,2.331,2.331,94.294,1.275,6.668,206.0,328.99,2.937,2.78,220.142,0.349,5.553,222.451,2.712,1.871,17.333,201.2,337.4,2.943,-0.796,1.097,0.458,0.83,270.832,1.087,-0.908,2.773,2.773,15,3.434,244.0,114.466,26.781,33.5,0.0,-0.288,-0.288,41.552,0.014,3.281,5.457,3.401,4.078,4.875,82.308,0.699,0.536,3.362,1.0,2.827,0.0,-2.0,-2.0,4759.0,12.91,3.316,2.577,2.642,4.404,-0.298,2.688,1013.0,25.913,9.739,23,1.522
5.796,2.071,2.071,2.161,2.161,92.315,0.944,7.009,181.0,283.79,2.945,3.284,195.948,0.048,5.481,195.178,2.551,1.921,19.067,215.28,297.66,3.071,-0.785,1.0,0.493,0.577,241.104,4.274,-0.768,2.773,2.773,15,3.434,216.0,98.918,25.631,34.5,0.0,-0.494,-0.494,43.278,0.927,3.335,4.474,3.332,4.007,4.812,72.7,0.488,0.793,3.285,1.0,2.995,0.0,-2.0,-2.0,4274.0,12.64,3.248,2.678,2.759,4.203,-0.5,5.362,1176.0,25.023,12.304,22,1.027
5.0,2.478,2.478,2.522,2.522,106.665,1.748,7.412,195.0,305.49,3.045,3.385,208.953,0.443,5.561,209.178,2.846,2.14,19.767,227.29,313.94,3.478,-0.382,1.429,0.57,1.0,250.409,4.828,-0.232,2.89,2.89,17,3.555,226.0,112.918,27.924,36.5,0.0,0.0,0.0,47.249,1.603,3.375,5.58,3.434,4.111,4.99,80.509,1.0,0.834,3.339,1.0,2.996,0.0,-0.683,-0.683,5348.0,12.69,3.52,2.679,2.759,4.438,0.0,5.893,1702.0,27.478,11.711,23,1.369
5.0,2.784,2.784,3.298,3.298,217.479,3.086,11.409,323.0,498.59,3.482,3.925,343.581,1.38,6.081,337.178,4.397,2.361,28.567,353.45,484.98,3.781,0.879,2.702,0.861,2.781,370.64,12.522,1.633,3.367,3.367,28,4.043,340.0,170.918,44.084,56.5,0.074,1.363,1.363,77.148,3.753,3.869,9.153,4.127,4.812,5.38,124.32,2.366,1.563,3.811,2.288,3.488,6.371,2.88,2.88,20473.0,13.034,4.362,3.42,3.42,4.523,1.908,13.23,7055.0,52.504,18.466,41,2.349
6.745,2.637,2.637,3.081,3.081,143.376,2.698,9.087,275.0,426.1,3.291,3.541,294.398,0.724,5.824,282.041,3.413,2.488,22.952,297.76,449.62,3.6,0.399,2.0,0.757,2.627,359.285,6.134,0.622,3.091,3.091,21,3.761,326.0,141.677,34.215,44.833,0.025,1.188,1.188,61.787,3.382,3.611,7.025,3.818,4.5,5.118,96.588,2.173,1.005,3.659,1.658,3.337,6.686,1.362,1.362,13147.0,12.862,4.261,3.003,3.023,4.892,1.57,8.249,3356.0,38.205,15.135,30,1.557
8.0,1.838,1.838,2.264,2.264,64.91,0.811,5.361,160.0,249.08,2.741,2.691,171.912,-0.03,5.242,173.967,2.027,0.765,15.167,173.19,272.04,2.847,0.0,0.0,0.222,0.436,222.928,1.174,-1.342,2.565,2.565,12,3.219,200.0,79.921,20.348,28.5,0.0,-1.0,-1.0,35.383,0.007,2.94,3.754,3.135,3.807,4.575,56.082,-0.002,0.412,3.037,0.0,2.706,0.0,-2.0,-2.0,3119.0,12.266,2.796,2.492,2.541,4.143,-1.265,2.207,639.0,20.17,9.323,15,0.617
6.745,2.603,2.603,3.081,3.081,142.793,2.659,9.075,275.0,425.83,3.239,3.478,294.262,0.95,5.824,298.512,3.477,2.564,23.381,281.31,449.6,3.584,0.403,2.0,0.813,2.5,359.22,5.619,0.715,3.091,3.091,21,3.761,326.0,134.828,34.197,46.0,0.058,1.0,1.0,59.478,3.0,3.49,6.442,3.818,4.5,5.118,96.454,2.0,1.048,3.586,1.69,3.127,12.307,1.533,1.533,13547.0,12.86,4.267,2.991,3.021,4.67,1.5,7.367,3412.0,38.144,14.792,30,1.446
4.8,2.472,2.472,3.036,3.036,185.621,3.058,9.978,312.0,485.29,3.432,3.499,330.616,1.236,5.964,325.38,3.558,1.935,24.4,307.44,422.32,3.407,0.881,2.406,0.671,2.824,296.264,8.082,1.5,3.296,3.296,26,3.97,282.0,159.795,39.666,48.5,0.078,1.364,1.364,70.53,3.071,3.624,8.836,4.155,4.84,5.283,110.524,2.352,1.368,3.775,2.0,3.36,19.339,2.697,2.697,14160.0,12.789,4.434,3.311,3.317,4.743,1.963,8.2,6479.0,50.886,14.522,35,2.289
