pXC50,nC,SCBO,nCL,RBN,nBO,Sp,Si,Se,MW,nCsp3,nF,nBT,nX,nHet,X.,nAT,Mi,nH,nSK,Sv,nCsp,nTB,N.,nBM,nCsp2,C.,RBF,nAB
6.013,29,54.0,0,4,40,40.108,64.002,58.116,486.52,3,3,61,3,7,5.3,57,1.123,21,36,39.417,0,0,3.5,26,26,50.9,0.066,24
7.377,33,58.0,0,5,44,48.04,77.936,69.658,517.67,7,0,75,0,6,0.0,70,1.113,31,39,45.584,0,0,4.3,26,26,47.1,0.067,24
5.569,29,47.0,0,5,36,43.341,72.643,64.112,440.63,9,0,68,0,4,0.0,65,1.118,32,33,40.374,0,0,3.1,20,20,44.6,0.074,18
5.796,28,47.0,0,5,36,41.517,69.568,61.741,444.59,8,1,65,1,5,1.6,62,1.122,29,33,39.231,0,0,3.2,20,20,45.2,0.077,18
6.071,25,43.0,0,4,32,36.296,58.983,52.578,384.51,5,0,56,0,4,0.0,53,1.113,24,29,34.267,0,0,3.8,20,20,47.2,0.071,18
6.658,25,44.0,0,5,33,36.75,60.192,53.905,400.51,5,0,57,0,5,0.0,54,1.115,24,30,34.982,0,0,3.7,20,20,46.3,0.088,18
6.796,25,44.0,0,5,33,36.75,60.192,53.905,400.51,5,0,57,0,5,0.0,54,1.115,24,30,34.982,0,0,3.7,20,20,46.3,0.088,18
7.076,25,44.0,0,5,33,36.75,60.192,53.905,400.51,5,0,57,0,5,0.0,54,1.115,24,30,34.982,0,0,3.7,20,20,46.3,0.088,18
7.959,25,47.0,2,9,37,41.79,68.781,61.414,500.47,8,0,64,2,9,3.3,61,1.128,27,34,39.513,0,0,8.2,16,17,41.0,0.141,12
7.409,20,38.0,0,2,28,28.188,44.662,40.556,334.37,1,1,43,1,5,2.5,40,1.117,15,25,27.543,0,0,5.0,19,19,50.0,0.047,18
7.151,21,37.0,0,2,27,29.557,46.528,41.6,314.41,2,0,45,0,3,0.0,42,1.108,18,24,27.972,0,0,4.8,19,19,50.0,0.044,18
5.514,20,37.0,0,2,27,28.25,44.322,40.043,316.38,1,0,43,0,4,0.0,40,1.108,16,24,27.16,0,0,5.0,19,19,50.0,0.047,18
5.881,20,38.0,0,2,28,28.188,44.662,40.556,334.37,1,1,43,1,5,2.5,40,1.117,15,25,27.543,0,0,5.0,19,19,50.0,0.047,18
5.301,20,38.0,0,2,28,29.256,46.82,42.145,331.4,1,0,45,0,5,0.0,42,1.115,17,25,28.181,0,0,7.1,19,19,47.6,0.044,18
5.931,21,37.0,0,2,27,29.557,46.528,41.6,314.41,2,0,45,0,3,0.0,42,1.108,18,24,27.972,0,0,4.8,19,19,50.0,0.044,18
5.301,20,37.0,0,2,27,28.25,44.322,40.043,316.38,1,0,43,0,4,0.0,40,1.108,16,24,27.16,0,0,5.0,19,19,50.0,0.047,18
5.976,21,38.0,0,2,27,28.796,44.112,39.716,312.39,0,0,43,0,3,0.0,40,1.103,16,24,27.445,0,0,5.0,20,21,52.5,0.047,18
6.708,20,37.0,0,2,27,29.443,44.032,39.793,332.45,1,0,43,0,4,0.0,40,1.101,16,24,27.632,0,0,5.0,19,19,50.0,0.047,18
6.347,17,31.5,0,3,23,24.733,40.452,36.229,282.34,3,1,38,1,4,2.8,36,1.124,15,21,23.829,0,0,5.6,17,14,47.2,0.079,17
5.301,20,38.0,0,2,28,29.949,41.507,38.4,459.14,1,0,41,2,5,5.3,38,1.092,13,25,28.189,0,0,2.6,19,19,52.6,0.049,18
7.347,28,59.0,1,8,44,45.455,71.974,65.342,579.1,7,1,68,2,12,3.1,64,1.125,24,40,43.939,1,1,9.4,25,20,43.8,0.118,22
5.0,21,41.5,0,4,30,32.574,54.023,47.905,359.47,4,0,51,0,6,0.0,48,1.125,21,27,31.036,0,0,10.4,22,17,43.8,0.078,21
5.0,15,36.0,0,4,26,28.159,47.82,42.643,346.46,4,0,44,0,9,0.0,42,1.139,18,24,26.906,0,0,14.3,18,11,35.7,0.091,16
7.0,23,44.5,0,3,33,35.273,58.777,52.301,403.5,6,1,55,1,7,1.9,52,1.13,22,30,33.946,1,1,9.6,19,16,44.2,0.055,17
6.509,17,35.0,1,3,26,26.415,39.241,36.258,364.82,1,2,37,3,7,8.6,35,1.121,11,24,25.7,0,0,5.7,15,16,48.6,0.081,12
5.699,17,34.0,2,3,25,27.398,38.505,35.556,363.28,1,0,37,2,6,5.7,35,1.1,12,23,25.761,0,0,5.7,15,16,48.6,0.081,12
5.0,20,38.0,0,2,27,26.972,41.037,37.345,316.35,0,1,40,1,4,2.7,37,1.109,13,24,26.302,0,0,5.4,20,20,54.1,0.05,18
7.456,22,43.0,2,9,33,37.267,60.95,54.647,460.4,5,0,56,2,9,3.7,54,1.129,23,31,35.46,0,0,9.3,16,17,40.7,0.161,12
6.775,18,37.0,2,5,28,28.909,45.048,41.305,394.25,2,1,42,3,8,7.5,40,1.126,14,26,28.22,0,0,7.5,15,16,45.0,0.119,12
6.578,24,43.0,0,11,36,44.376,82.633,71.723,470.7,14,0,74,0,10,0.0,72,1.148,38,34,41.503,0,0,11.1,13,10,33.3,0.149,12
6.177,22,43.5,0,8,32,35.37,57.409,51.603,424.54,5,1,53,1,8,2.0,51,1.126,21,30,33.827,2,1,7.8,19,15,43.1,0.151,17
6.706,19,37.0,2,6,28,31.284,49.412,44.451,389.31,3,0,46,2,7,4.5,44,1.123,18,26,29.67,0,0,9.1,15,16,43.2,0.13,12
8.301,27,54.0,2,7,40,40.955,62.246,56.989,519.41,3,0,60,2,9,3.6,56,1.112,20,36,39.626,0,0,7.1,23,24,48.2,0.117,18
7.292,24,42.0,0,9,35,43.921,81.424,70.396,454.7,14,0,73,0,9,0.0,71,1.147,38,33,40.788,0,0,11.3,13,10,33.8,0.123,12
5.872,24,44.5,0,7,35,40.205,67.943,60.029,453.64,9,1,63,1,8,1.7,60,1.132,28,32,37.714,0,0,8.3,18,15,40.0,0.111,17
8.046,27,55.0,2,7,41,40.892,62.586,57.502,537.4,3,1,60,3,10,5.4,56,1.118,19,37,40.009,0,0,7.1,23,24,48.2,0.117,18
8.097,25,47.0,2,8,37,41.79,68.781,61.414,500.47,8,0,64,2,9,3.3,61,1.128,27,34,39.513,0,0,8.2,16,17,41.0,0.125,12
7.699,27,51.0,2,8,41,44.12,74.132,66.618,567.48,10,3,68,5,11,7.7,65,1.14,27,38,42.695,0,0,6.2,16,17,41.5,0.118,12
7.62,21,39.0,0,8,32,38.637,71.178,61.745,412.61,11,0,64,0,9,0.0,62,1.148,32,30,36.208,0,0,12.9,13,10,33.9,0.125,12
6.119,17,33.0,1,3,24,25.898,40.14,36.258,311.79,1,0,38,1,5,2.8,36,1.115,14,22,24.767,0,0,8.3,15,16,47.2,0.079,12
6.602,23,42.0,0,8,35,41.398,75.593,65.629,438.65,13,0,69,0,9,0.0,66,1.145,34,32,38.734,0,0,12.1,13,10,34.8,0.116,12
5.0,27,51.5,0,11,41,46.091,79.402,70.778,541.71,11,1,73,1,11,1.4,70,1.134,32,38,43.912,0,0,7.1,19,16,38.6,0.151,17
5.0,16,33.0,0,3,25,27.819,49.106,43.123,312.42,8,0,45,0,7,0.0,43,1.142,20,23,26.531,1,1,14.0,12,7,37.2,0.067,10
6.337,26,50.5,0,10,40,44.33,75.986,67.894,527.68,10,1,70,1,11,1.5,67,1.134,30,37,42.385,0,0,7.5,19,16,38.8,0.143,17
7.0,26,45.0,0,9,38,46.682,85.839,74.279,480.74,16,0,78,0,9,0.0,75,1.145,40,35,43.315,0,0,10.7,13,10,34.7,0.115,12
5.624,27,53.5,0,10,40,45.949,71.494,64.407,554.79,6,1,67,1,10,1.6,64,1.117,27,37,42.781,0,0,6.3,25,21,42.2,0.149,23
7.244,23,42.0,0,8,35,42.614,79.218,68.839,456.67,13,0,71,0,10,0.0,69,1.148,36,33,39.976,0,0,11.6,13,10,33.3,0.113,12
6.102,16,33.0,2,3,24,24.994,36.668,33.698,332.2,0,0,35,2,6,6.1,33,1.111,11,22,24.068,0,0,9.1,15,16,48.5,0.086,12
5.137,21,42.5,0,7,32,35.375,58.907,52.705,427.55,5,1,54,1,9,1.9,52,1.133,22,30,33.848,0,0,9.6,19,16,40.4,0.13,17
7.509,23,41.0,0,9,34,42.16,78.009,67.512,440.67,13,0,70,0,9,0.0,68,1.147,36,32,39.261,0,0,11.8,13,10,33.8,0.129,12
6.461,22,40.0,0,9,33,39.847,73.305,63.854,427.62,12,0,66,0,9,0.0,64,1.145,33,31,37.428,0,0,10.9,13,10,34.4,0.136,12
5.866,26,46.0,0,7,39,45.921,83.424,72.396,478.72,16,0,77,0,9,0.0,73,1.143,38,35,42.788,0,0,11.0,13,10,35.6,0.091,12
5.884,28,54.5,0,11,41,46.517,75.199,67.541,552.75,7,1,70,1,10,1.5,67,1.122,29,38,43.836,0,0,6.0,25,21,41.8,0.157,23
5.229,21,39.0,0,6,32,36.87,66.265,57.76,395.57,11,0,61,0,8,0.0,58,1.142,29,29,34.659,0,0,12.1,13,10,36.2,0.098,12
5.0,29,56.5,0,12,42,47.517,76.199,68.541,564.76,6,1,71,1,10,1.5,68,1.121,29,39,44.836,0,0,5.9,26,23,42.6,0.169,23
6.688,21,40.5,0,8,31,35.131,58.824,52.487,414.55,6,1,54,1,8,1.9,52,1.131,23,29,33.354,0,0,7.7,18,15,40.4,0.148,17
5.4,21,43.0,0,3,31,31.75,51.947,46.534,375.44,1,1,49,1,7,2.2,46,1.129,18,28,30.893,0,0,10.9,23,20,45.7,0.061,22
5.733,22,42.5,0,9,32,36.131,59.824,53.487,426.56,5,1,55,1,8,1.9,53,1.129,23,30,34.354,0,0,7.5,19,17,41.5,0.164,17
7.276,25,45.0,0,8,38,44.16,80.009,69.512,464.69,15,0,74,0,9,0.0,70,1.143,36,34,41.261,0,0,11.4,13,10,35.7,0.108,12
6.644,23,46.0,0,9,36,39.052,68.688,60.49,450.58,7,1,63,1,10,1.7,60,1.145,27,33,37.537,0,0,13.3,19,16,38.3,0.143,18
5.0,25,48.5,0,7,38,42.114,71.362,63.683,497.65,9,1,66,1,10,1.6,63,1.133,28,35,40.143,0,0,7.9,19,16,39.7,0.106,17
7.357,24,43.0,0,8,36,44.376,82.633,71.723,470.7,14,0,74,0,10,0.0,72,1.148,38,34,41.503,0,0,11.1,13,10,33.3,0.108,12
7.284,23,42.0,0,8,35,42.614,79.218,68.839,456.67,13,0,71,0,10,0.0,69,1.148,36,33,39.976,0,0,11.6,13,10,33.3,0.113,12
5.0,28,56.5,0,10,42,46.762,75.282,67.76,565.75,6,1,70,1,11,1.5,67,1.124,28,39,44.33,0,0,7.5,26,22,41.8,0.143,23
5.303,29,57.5,0,11,42,46.756,73.784,66.658,562.74,6,1,69,1,10,1.5,66,1.118,27,39,44.309,2,1,6.1,26,21,43.9,0.159,23
5.061,20,39.5,0,6,30,33.37,55.409,49.603,400.52,5,1,51,1,8,2.0,49,1.131,21,28,31.827,0,0,8.2,18,15,40.8,0.118,17
5.353,31,58.5,0,10,45,51.591,84.318,75.083,591.84,10,1,79,1,10,1.3,75,1.124,34,41,48.196,0,0,6.7,25,21,41.3,0.127,23
8.097,22,41.0,0,9,34,40.853,75.803,65.956,442.64,12,0,68,0,10,0.0,66,1.149,34,32,38.449,0,0,12.1,13,10,33.3,0.132,12
7.796,21,40.0,0,8,33,39.091,72.388,63.072,428.61,11,0,65,0,10,0.0,63,1.149,32,31,36.922,0,0,12.7,13,10,33.3,0.123,12
5.428,23,44.5,0,6,35,38.347,64.448,57.698,456.59,8,1,60,1,9,1.8,57,1.131,25,32,36.595,0,0,7.0,18,15,40.4,0.1,17
5.4,12,24.5,0,1,18,18.517,30.365,27.167,213.26,2,0,29,0,4,0.0,27,1.125,11,16,17.886,0,0,11.1,12,10,44.4,0.034,11
5.6,25,49.5,0,9,39,42.568,72.571,65.011,513.65,9,1,67,1,11,1.6,64,1.134,28,36,40.858,0,0,7.8,19,16,39.1,0.134,17
4.0,21,42.0,0,2,30,30.046,46.694,42.036,340.41,2,0,46,0,5,0.0,42,1.112,16,26,28.961,0,0,9.5,23,19,50.0,0.043,22
4.06,18,35.5,0,2,26,25.978,41.535,37.447,307.35,2,1,40,1,5,2.7,37,1.123,14,23,25.323,0,0,8.1,18,16,48.6,0.05,17
6.226,20,36.5,0,3,28,30.779,51.651,45.912,335.44,6,0,49,0,5,0.0,46,1.123,21,25,29.235,0,0,6.5,17,14,43.5,0.061,17
5.0,18,40.5,0,2,29,27.989,45.069,40.8,346.38,0,0,43,0,8,0.0,40,1.127,14,26,27.665,0,0,15.0,23,18,45.0,0.047,23
5.444,19,45.0,1,5,32,31.233,46.274,42.313,472.73,1,1,44,3,10,7.3,41,1.129,12,29,30.493,1,1,17.1,23,17,46.3,0.114,22
4.398,23,48.0,2,7,35,36.779,57.539,51.84,469.38,4,1,54,3,9,5.9,51,1.128,19,32,35.381,1,1,11.8,23,18,45.1,0.13,22
4.398,21,46.0,1,5,33,33.75,50.606,45.978,485.77,2,1,48,3,9,6.7,45,1.125,15,30,32.525,1,1,13.3,23,18,46.7,0.104,22
5.0,26,53.0,0,1,40,37.688,60.069,54.567,439.5,7,0,61,0,7,0.0,54,1.112,21,33,36.665,0,0,5.6,25,19,48.1,0.016,24
5.0,35,68.0,0,3,51,50.739,81.228,73.203,570.69,9,0,81,0,8,0.0,73,1.113,30,43,48.793,0,0,5.5,32,26,47.9,0.037,30
4.398,26,52.0,1,8,40,42.08,69.84,62.862,508.02,7,0,66,1,10,1.6,62,1.126,26,36,40.588,0,0,8.1,23,19,41.9,0.121,22
7.569,29,52.0,0,6,41,44.466,75.904,67.458,504.63,9,2,71,2,8,3.0,67,1.133,30,37,42.657,0,0,6.0,20,20,43.3,0.085,18
7.721,30,53.0,0,7,42,46.228,79.319,70.341,518.66,10,2,74,2,8,2.9,70,1.133,32,38,44.184,0,0,5.7,20,20,42.9,0.095,18
7.022,26,49.0,0,7,37,38.08,63.081,57.258,464.5,5,2,59,2,8,3.6,56,1.126,22,34,37.463,0,0,3.6,21,21,46.4,0.119,18
7.745,29,55.0,0,10,42,43.512,73.33,66.68,536.57,7,2,68,2,10,3.1,65,1.128,26,39,42.947,0,0,3.1,22,22,44.6,0.147,18
7.524,29,55.0,0,8,42,44.614,75.908,68.229,534.61,7,2,70,2,10,3.0,67,1.133,28,39,43.56,0,0,6.0,22,22,43.3,0.114,18
6.337,29,52.0,0,8,40,43.364,73.326,65.909,506.59,8,2,68,2,8,3.1,65,1.128,28,37,42.044,0,0,3.1,21,21,44.6,0.118,18
7.027,28,51.0,0,7,39,41.603,69.911,63.025,492.56,7,2,65,2,8,3.2,62,1.128,26,36,40.517,0,0,3.2,21,21,45.2,0.108,18
6.796,23,43.0,0,4,32,32.097,51.543,47.062,393.41,3,2,49,2,6,4.3,46,1.12,17,29,31.674,0,0,2.2,20,20,50.0,0.082,18
6.569,24,44.0,0,5,33,33.858,54.958,49.945,407.44,4,2,52,2,6,4.1,49,1.122,19,30,33.2,0,0,2.0,20,20,49.0,0.096,18
6.658,25,45.0,0,6,34,35.62,58.373,52.829,421.47,5,2,55,2,6,3.8,52,1.123,21,31,34.727,0,0,1.9,20,20,48.1,0.109,18
5.638,23,43.0,0,4,32,32.097,51.543,47.062,393.41,3,2,49,2,6,4.3,46,1.12,17,29,31.674,0,0,2.2,20,20,50.0,0.082,18
6.678,24,45.0,0,6,34,34.313,56.167,51.272,423.44,4,2,53,2,7,4.0,50,1.123,19,31,33.915,0,0,2.0,20,20,48.0,0.113,18
6.62,28,51.0,0,7,40,41.603,69.911,63.025,492.56,8,2,66,2,8,3.2,62,1.128,26,36,40.517,0,0,3.2,20,20,45.2,0.106,18
7.509,35,64.0,0,8,49,52.199,86.399,77.483,592.72,8,1,82,1,9,1.3,77,1.122,33,44,50.23,0,0,5.2,27,27,45.5,0.098,24
6.538,28,52.0,0,4,38,38.409,60.247,54.72,454.5,2,2,58,2,6,3.7,54,1.116,20,34,37.507,0,0,3.7,26,26,51.9,0.069,24
7.921,32,60.5,0,8,47,49.017,79.745,72.087,589.71,8,2,76,2,10,2.8,71,1.123,29,42,47.252,0,0,4.2,25,24,45.1,0.105,23
7.357,26,48.0,0,3,37,37.625,61.871,55.931,448.5,6,2,59,2,7,3.6,55,1.125,22,33,36.749,0,0,3.6,20,20,47.3,0.051,18
6.31,22,42.0,0,3,31,30.335,48.128,44.178,379.38,2,2,46,2,6,4.7,43,1.119,15,28,30.147,0,0,2.3,20,20,51.2,0.065,18
7.721,22,42.0,0,3,31,30.887,49.416,44.952,378.4,2,2,47,2,6,4.5,44,1.123,16,28,30.453,0,0,4.5,20,20,50.0,0.064,18
7.432,23,43.0,0,3,32,32.648,52.832,47.836,392.43,3,2,50,2,6,4.3,47,1.124,18,29,31.98,0,0,4.3,20,20,48.9,0.06,18
5.119,30,51.0,0,5,40,44.216,74.323,66.138,488.62,10,2,70,2,6,3.0,66,1.126,30,36,42.141,0,0,3.0,20,20,45.5,0.071,18
7.081,24,45.0,0,4,34,34.347,56.587,51.232,424.45,4,3,53,3,7,6.0,50,1.132,19,31,33.89,0,0,4.0,20,20,48.0,0.075,18
7.194,24,45.0,1,4,34,35.267,56.191,51.043,440.9,4,2,53,3,7,6.0,50,1.124,19,31,34.335,0,0,4.0,20,20,48.0,0.075,18
7.444,25,46.0,0,6,35,37.818,60.582,54.68,452.56,5,2,57,2,7,3.7,54,1.122,22,32,36.221,0,0,3.7,20,20,46.3,0.105,18
7.268,25,46.0,0,6,35,36.625,60.871,54.931,436.49,5,2,57,2,7,3.7,54,1.127,22,32,35.749,0,0,3.7,20,20,46.3,0.105,18
7.301,25,50.0,0,6,37,38.727,63.001,57.334,484.56,5,2,59,2,9,3.6,56,1.125,22,34,37.65,0,0,3.6,22,20,44.6,0.102,18
7.538,28,51.0,0,6,40,42.154,71.2,63.8,491.58,8,2,67,2,8,3.2,63,1.13,27,36,40.824,0,0,4.8,20,20,44.4,0.09,18
7.569,24,45.0,0,5,34,34.864,57.456,52.047,422.46,4,2,54,2,7,3.9,51,1.127,20,31,34.222,0,0,3.9,20,20,47.1,0.093,18
7.538,25,47.0,0,6,36,37.08,62.081,56.258,452.49,5,2,58,2,8,3.6,55,1.129,22,33,36.463,0,0,3.6,20,20,45.5,0.103,18
7.77,25,47.0,0,6,36,37.08,62.081,56.258,452.49,5,2,58,2,8,3.6,55,1.129,22,33,36.463,0,0,3.6,20,20,45.5,0.103,18
7.745,26,47.0,0,6,36,38.938,65.576,58.589,449.54,6,2,61,2,7,3.4,58,1.131,25,33,37.582,0,0,5.2,20,20,44.8,0.098,18
5.387,29,53.0,0,5,39,40.688,64.532,58.418,466.54,3,1,62,1,6,1.7,58,1.113,23,35,39.365,0,0,3.4,26,26,50.0,0.081,24
5.62,30,55.0,0,7,41,42.904,69.156,62.629,496.57,4,1,66,1,7,1.6,62,1.115,25,37,41.607,0,0,3.2,26,26,48.4,0.106,24
6.347,34,61.0,0,7,47,49.642,81.611,73.607,566.67,8,1,78,1,8,1.4,73,1.118,31,42,47.902,0,0,2.7,26,26,46.6,0.09,24
6.585,34,61.0,0,8,47,50.194,82.9,74.381,565.69,8,1,79,1,8,1.4,74,1.12,32,42,48.209,0,0,4.1,26,26,45.9,0.101,24
9.0,31,57.0,0,8,43,45.12,73.781,66.84,526.6,5,1,70,1,8,1.5,66,1.118,27,39,43.848,0,0,3.0,26,26,47.0,0.114,24
5.824,28,51.0,0,7,40,42.12,70.781,63.84,490.57,8,1,67,1,8,1.6,63,1.124,27,36,40.848,0,0,3.2,20,20,44.4,0.104,18
5.046,30,55.0,0,7,41,42.904,69.156,62.629,496.57,4,1,66,1,7,1.6,62,1.115,25,37,41.607,0,0,3.2,26,26,48.4,0.106,24
6.959,32,59.5,0,8,46,47.887,79.694,71.825,555.65,8,1,76,1,9,1.4,71,1.122,30,41,46.397,0,0,4.2,25,24,45.1,0.105,23
7.585,32,59.5,0,8,46,49.08,79.405,71.574,571.72,8,1,76,1,9,1.4,71,1.118,30,41,46.869,0,0,4.2,25,24,45.1,0.105,23
7.022,32,59.5,0,8,46,49.08,79.405,71.574,571.72,8,1,76,1,9,1.4,71,1.118,30,41,46.869,0,0,4.2,25,24,45.1,0.105,23
6.523,32,59.5,0,7,46,48.529,78.116,70.8,572.7,8,1,75,1,9,1.4,70,1.116,29,41,46.562,0,0,2.9,25,24,45.7,0.093,23
7.377,29,55.5,0,8,42,44.006,70.286,64.032,532.63,5,1,67,1,9,1.6,63,1.116,25,38,42.509,0,0,3.2,25,24,46.0,0.119,23
7.495,33,60.5,0,8,47,49.648,83.11,74.709,569.68,9,1,79,1,9,1.4,74,1.123,32,42,47.923,0,0,4.1,25,24,44.6,0.101,23
6.244,33,58.0,0,8,47,51.171,87.94,78.476,573.72,13,1,83,1,9,1.3,78,1.127,36,42,48.977,0,0,3.8,20,20,42.3,0.096,18
6.824,32,58.0,0,8,47,49.347,84.865,76.105,577.68,12,2,80,2,10,2.7,75,1.132,33,42,47.834,0,0,4.0,20,20,42.7,0.1,18
6.658,34,62.0,0,8,48,50.131,83.24,74.894,583.68,8,2,79,2,9,2.7,74,1.125,31,43,48.592,0,0,4.1,26,26,45.9,0.101,24
4.8,15,28.5,0,3,23,26.665,45.155,40.105,305.44,9,0,42,0,6,0.0,40,1.129,19,21,24.895,1,1,7.5,7,5,37.5,0.071,5
4.8,19,40.0,0,3,28,30.546,45.162,41.196,368.51,4,0,44,0,6,0.0,41,1.102,16,25,28.534,1,1,4.9,19,14,46.3,0.068,16
7.456,26,56.5,0,4,43,42.932,74.865,66.618,537.61,8,3,69,3,13,4.6,65,1.152,26,39,42.325,2,1,13.8,23,16,40.0,0.058,21
7.367,29,57.0,0,4,43,44.438,75.201,67.079,532.62,8,3,70,3,10,4.5,66,1.139,27,39,43.315,2,1,9.1,24,19,43.9,0.057,22
7.456,26,56.5,0,4,43,42.932,74.865,66.618,537.61,8,3,69,3,13,4.6,65,1.152,26,39,42.325,2,1,13.8,23,16,40.0,0.058,21
7.62,26,56.5,0,4,43,42.932,74.865,66.618,537.61,8,3,69,3,13,4.6,65,1.152,26,39,42.325,2,1,13.8,23,16,40.0,0.058,21
4.8,16,33.5,0,3,24,27.546,42.162,38.196,332.48,5,0,40,0,6,0.0,38,1.11,16,22,25.534,1,1,5.3,14,10,42.1,0.075,11
4.8,27,50.0,0,5,38,42.716,69.314,61.741,472.66,10,0,66,0,7,0.0,62,1.118,28,34,40.024,1,1,6.5,19,16,43.5,0.076,16
4.8,23,45.0,0,4,33,36.432,58.069,52.091,418.56,6,0,55,0,7,0.0,52,1.117,22,30,34.443,1,1,7.7,19,16,44.2,0.073,16
4.8,23,45.0,0,3,33,34.665,53.155,48.105,401.52,6,0,52,0,6,0.0,48,1.107,19,29,32.895,1,1,6.3,19,16,47.9,0.058,16
4.8,23,49.5,0,3,35,35.154,53.322,48.542,427.52,3,0,52,0,8,0.0,48,1.111,17,31,33.884,1,1,10.4,24,19,47.9,0.058,21
4.8,16,30.5,0,2,22,24.682,37.617,33.909,282.39,4,0,36,0,4,0.0,34,1.106,14,20,23.106,1,1,5.9,13,11,47.1,0.056,11
4.8,20,38.0,0,2,27,29.443,44.032,39.793,332.45,4,0,43,0,4,0.0,40,1.101,16,24,27.632,1,1,5.0,18,15,50.0,0.047,16
4.8,20,39.0,0,2,28,29.381,44.372,40.305,350.44,4,1,43,1,5,2.5,40,1.109,15,25,28.016,1,1,5.0,18,15,50.0,0.047,16
5.0,19,38.5,0,2,28,30.665,49.155,44.105,353.48,4,0,47,0,6,0.0,44,1.117,19,25,28.895,0,0,6.8,19,15,43.2,0.043,17
5.0,22,42.5,0,4,32,36.955,61.899,54.858,410.59,7,0,58,0,7,0.0,55,1.125,26,29,34.497,0,0,7.3,19,15,40.0,0.069,17
5.0,18,37.5,0,2,27,28.904,45.74,41.222,339.45,3,0,44,0,6,0.0,41,1.116,17,24,27.369,0,0,7.3,19,15,43.9,0.045,17
6.0,23,44.0,0,4,33,35.887,59.727,52.563,384.53,6,0,57,0,6,0.0,53,1.127,24,29,33.87,0,0,11.3,22,17,43.4,0.07,22
6.0,22,45.5,1,6,34,35.892,58.674,52.658,436.94,4,0,55,1,9,1.9,52,1.128,21,31,34.6,0,0,11.5,20,18,42.3,0.109,17
6.0,26,53.5,1,6,39,39.892,62.674,56.658,484.98,2,0,60,1,9,1.8,56,1.119,21,35,38.6,0,0,10.7,26,24,46.4,0.1,23
6.0,23,44.5,0,4,34,35.79,59.647,53.116,401.51,6,0,57,0,7,0.0,53,1.125,23,30,34.278,0,0,9.4,19,17,43.4,0.07,17
6.0,18,38.5,1,3,28,28.148,43.721,39.578,351.82,1,0,42,1,7,2.6,39,1.121,14,25,27.283,0,0,12.8,19,17,46.2,0.071,17
6.0,19,40.5,1,4,30,30.364,48.346,43.789,381.85,2,0,46,1,8,2.3,43,1.124,16,27,29.525,0,0,11.6,19,17,44.2,0.087,17
6.0,21,42.5,1,3,32,32.671,51.551,46.345,391.89,4,0,50,1,7,2.2,46,1.121,18,28,31.337,0,0,10.9,19,17,45.7,0.06,17
6.0,19,39.5,0,4,29,28.989,47.532,42.651,349.4,2,1,45,1,7,2.4,42,1.132,16,26,28.366,0,0,11.9,19,17,45.2,0.089,17
6.0,19,39.5,0,4,29,28.989,47.532,42.651,349.4,2,1,45,1,7,2.4,42,1.132,16,26,28.366,0,0,11.9,19,17,45.2,0.089,17
6.0,20,41.5,0,5,31,31.205,52.156,46.862,379.43,3,1,49,1,8,2.2,46,1.134,18,28,30.608,0,0,10.9,19,17,43.5,0.102,17
6.0,20,40.5,0,5,30,31.267,51.817,46.349,361.44,3,0,49,0,7,0.0,46,1.126,19,27,30.224,0,0,10.9,19,17,43.5,0.102,17
6.0,19,39.5,0,4,29,29.506,48.402,43.465,347.41,2,0,46,0,7,0.0,43,1.126,17,26,28.697,0,0,11.6,19,17,44.2,0.087,17
6.0,21,41.5,0,3,31,31.813,51.607,46.022,357.45,4,0,50,0,6,0.0,46,1.122,19,27,30.509,0,0,10.9,19,17,45.7,0.06,17
6.0,19,39.5,1,4,29,29.909,47.136,42.462,365.85,2,0,45,1,7,2.4,42,1.122,16,26,28.81,0,0,11.9,19,17,45.2,0.089,17
4.8,25,53.0,0,4,37,38.767,57.285,52.509,473.61,3,0,56,0,8,0.0,52,1.102,19,33,36.797,1,1,5.8,26,21,48.1,0.071,22
4.0,18,33.0,0,2,24,26.801,43.611,38.818,291.38,3,0,41,0,4,0.0,39,1.118,17,22,25.467,0,0,7.7,15,15,46.2,0.049,12
4.0,18,32.0,0,3,24,27.563,46.026,40.702,293.4,5,0,43,0,4,0.0,41,1.123,19,22,25.993,0,0,7.3,14,13,43.9,0.07,12
4.0,18,32.0,0,3,24,27.563,46.026,40.702,293.4,5,0,43,0,4,0.0,41,1.123,19,22,25.993,0,0,7.3,14,13,43.9,0.07,12
5.4,16,33.0,0,3,25,27.819,49.106,43.123,312.42,8,0,45,0,7,0.0,43,1.142,20,23,26.531,1,1,14.0,12,7,37.2,0.067,10
4.8,20,39.0,0,2,28,30.449,46.531,41.894,347.47,4,0,45,0,5,0.0,42,1.108,17,25,28.654,1,1,7.1,18,15,47.6,0.044,16
7.959,18,40.5,0,3,28,26.432,41.282,37.924,332.34,0,0,40,0,7,0.0,37,1.116,12,25,26.337,0,0,10.8,21,18,48.6,0.075,17
4.8,16,31.5,0,2,23,24.62,37.957,34.422,300.38,4,1,36,1,5,2.9,34,1.116,13,21,23.489,1,1,5.9,13,11,47.1,0.056,11
4.8,16,31.5,0,2,23,26.034,37.459,34.138,361.28,4,0,36,1,5,2.9,34,1.102,13,21,24.131,1,1,5.9,13,11,47.1,0.056,11
