pXC50,SpMax1_Bh.e.,piPC08,SpMax1_Bh.i.,piPC07,SRW07,SRW09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,CATS2D_04_AP,SM14_EA.bo.,SaasN,SM13_EA.bo.,SpMax1_Bh.m.,SM12_EA.bo.,SM15_EA.bo.,SM11_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,piPC10,NaasN,Eig01_AEA.ri.,SpMax_AEA.ri.,C.043,piPC06,SM15_EA.ed.,SM07_EA.bo.,SM14_EA.ed.,SpDiam_EA.ed.,SM13_EA.ed.,D.Dtr09,SM08_EA.bo.,SaaN,SpMAD_EA.ed.,SpMAD_EA.dm.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,piPC04,D.Dtr05,piPC09,PW3,piPC05,C.030,nR09,CATS2D_02_PL,SM12_EA.ed.,SRW05,nPyrazoles,SM12_EA.dm.,SM14_EA.dm.,Eig04_AEA.ed.,Eta_sh_y,SM04_EA.dm.,nR05,nPyrimidines,SpDiam_AEA.ri.,SM08_EA.dm.,SM10_EA.dm.,SpAD_EA.dm.,SM02_EA.dm.,SM11_EA.ed.
6.721,4.113,7.437,4.127,6.979,0.0,0.0,10.535,10.535,10.535,0,21.041,0.0,19.545,4.08,18.104,22.507,16.595,4.462,4.462,7.462,4.462,13.658,15.204,8.043,0,4.145,4.145,0,6.51,35.474,10.738,33.153,17.501,30.816,0.0,12.37,0.0,4.263,0.389,3.173,3.173,5.173,3.173,5.473,0.0,7.898,0.335,6.103,0,0,0,28.515,0.0,0,6.622,7.682,5.415,0.326,2.963,0,0,5.265,4.583,5.582,13.602,2.633,26.174
5.51,4.115,7.431,4.128,6.995,0.0,0.0,10.788,10.788,10.788,0,21.243,0.0,19.734,4.084,18.27,22.728,16.749,4.531,4.531,7.531,4.531,13.777,15.33,8.029,0,4.177,4.177,0,6.517,35.901,10.818,33.556,17.755,31.198,0.0,12.454,0.0,4.276,0.389,3.203,3.203,5.203,3.203,5.497,0.0,7.874,0.339,6.111,0,0,0,28.87,0.0,0,6.622,7.682,5.413,0.326,2.963,0,0,5.298,4.583,5.582,13.602,2.633,26.506
5.485,4.005,6.03,4.021,5.863,0.0,0.0,10.968,10.968,10.968,0,19.793,0.0,18.36,4.049,17.013,21.17,15.556,4.096,4.096,7.096,4.096,12.759,14.264,5.953,0,4.13,4.13,0,5.593,35.93,9.967,33.543,18.17,31.144,0.0,11.573,0.0,4.288,0.333,3.169,3.169,5.169,3.169,4.874,0.0,6.219,0.334,5.429,0,0,0,28.768,0.0,0,6.88,7.91,4.861,0.337,2.906,0,0,5.233,4.831,5.852,6.669,2.202,26.361
5.783,4.009,5.987,4.024,5.818,0.0,0.0,10.736,10.736,10.736,0,19.94,0.0,18.503,3.97,17.139,21.33,15.681,4.139,4.139,7.139,4.139,12.866,14.367,6.169,0,4.134,4.134,0,5.525,35.658,10.052,33.303,17.839,30.934,0.0,11.648,0.0,4.305,0.264,3.163,3.163,5.163,3.163,4.855,0.0,6.239,0.348,5.355,0,0,0,28.593,0.0,0,2.153,2.337,4.541,0.345,1.676,0,0,5.238,1.843,1.986,5.281,1.724,26.217
5.288,4.113,7.274,4.128,6.829,0.0,0.0,11.066,11.066,11.066,0,20.973,0.0,19.478,4.084,18.04,22.435,16.528,4.441,4.441,7.441,4.441,13.582,15.137,7.651,0,4.179,4.179,0,6.368,36.111,10.636,33.725,18.298,31.328,0.0,12.29,0.0,4.37,0.452,3.208,3.208,5.208,3.208,5.345,0.0,7.642,0.341,5.992,0,0,0,28.956,0.0,0,13.676,15.839,5.025,0.327,5.128,0,0,5.322,9.358,11.515,10.849,3.218,26.553
5.177,4.117,7.255,4.131,6.821,0.0,0.0,11.545,11.545,11.545,0,21.229,0.0,19.713,4.082,18.243,22.719,16.714,4.536,4.536,7.536,4.536,13.72,15.286,7.639,0,4.233,4.233,0,6.371,36.75,10.727,34.321,19.1,31.881,0.0,12.386,0.0,4.389,0.278,3.261,3.261,5.261,3.261,5.372,0.0,7.632,0.347,6.004,0,0,0,29.464,0.0,0,6.88,7.91,5.023,0.343,2.906,0,0,5.337,4.831,5.852,6.669,2.202,27.02
8.222,4.068,7.256,4.076,6.951,4.844,7.034,11.089,11.089,11.089,0,20.878,0.0,19.441,4.293,18.068,22.277,16.615,4.278,4.278,7.278,4.278,13.798,15.287,7.956,0,4.18,4.18,0,6.556,36.496,10.98,34.132,18.524,31.751,0.0,12.555,0.0,4.57,0.265,3.231,3.231,5.231,3.231,5.664,64.863,7.607,0.365,6.179,0,0,0,29.406,2.398,0,3.364,3.645,6.093,0.41,2.457,1,0,5.332,2.857,3.101,9.808,2.349,27.02
5.0,4.042,6.851,4.076,6.485,0.0,0.0,11.271,11.271,11.271,0,19.898,0.0,18.471,4.005,17.137,21.265,15.684,4.101,4.101,7.101,4.101,12.902,14.411,7.4,0,4.192,4.192,0,6.063,36.391,10.121,33.988,18.666,31.575,0.0,11.745,0.0,4.404,0.308,3.235,3.235,5.235,3.235,5.198,0.0,7.236,0.355,5.745,0,0,0,29.188,0.0,0,3.112,3.493,5.281,0.35,2.088,0,0,5.298,2.464,2.764,7.997,2.089,26.771
5.0,4.041,6.851,4.074,6.485,0.0,0.0,11.271,11.271,11.271,0,19.898,0.0,18.471,4.004,17.137,21.265,15.684,4.101,4.101,7.101,4.101,12.902,14.411,7.4,0,4.192,4.192,0,6.063,36.391,10.121,33.988,18.666,31.575,0.0,11.745,0.0,4.404,0.308,3.235,3.235,5.235,3.235,5.198,0.0,7.236,0.355,5.745,0,0,0,29.188,0.0,0,3.112,3.493,5.281,0.355,2.088,0,0,5.298,2.464,2.764,7.997,2.089,26.771
5.21,4.115,7.191,4.128,6.785,4.443,6.293,11.27,11.27,11.27,0,21.21,0.0,19.695,4.081,18.226,22.7,16.698,4.531,4.531,7.531,4.531,13.709,15.273,7.622,0,4.211,4.211,0,6.342,36.381,10.723,33.977,18.664,31.562,0.0,12.377,0.0,4.459,0.155,3.234,3.234,5.234,3.234,5.348,39.254,7.58,0.356,5.954,0,0,0,29.173,2.398,0,2.115,2.314,5.102,0.355,1.447,1,0,5.325,1.743,1.924,3.561,1.418,26.755
5.0,4.01,6.1,4.025,5.887,0.0,0.0,11.626,11.626,11.626,0,20.109,0.0,18.657,3.974,17.27,21.519,15.799,4.196,4.196,7.196,4.196,12.946,14.459,6.179,0,4.201,4.201,0,5.67,36.802,10.096,34.354,18.868,31.899,0.0,11.704,0.0,4.241,0.399,3.239,3.239,5.239,3.239,4.951,0.0,6.291,0.346,5.465,0,0,0,29.46,0.0,0,6.88,7.91,4.844,0.332,2.964,0,0,5.304,4.836,5.853,8.389,2.354,26.999
5.0,4.123,7.479,4.134,7.11,0.0,0.0,11.27,11.27,11.27,0,21.383,0.0,19.885,4.09,18.441,22.853,16.929,4.533,4.533,7.533,4.533,13.986,15.535,8.202,0,4.216,4.216,0,6.635,36.39,11.045,33.989,18.664,31.578,0.0,12.687,0.0,4.5,0.257,3.234,3.234,5.234,3.234,5.619,0.0,7.966,0.353,6.241,0,0,0,29.194,0.0,0,11.563,13.468,5.872,0.392,4.172,0,0,5.315,7.795,9.67,6.945,2.616,26.781
5.0,4.109,7.213,4.122,6.794,0.0,0.0,11.235,11.235,11.235,0,21.212,0.0,19.695,4.075,18.226,22.702,16.694,4.532,4.532,7.532,4.532,13.699,15.271,7.657,0,4.19,4.19,0,6.347,36.301,10.702,33.893,18.622,31.472,0.0,12.373,0.0,4.008,0.214,3.219,3.219,5.219,3.219,5.329,0.0,7.615,0.325,5.954,0,0,0,29.076,0.0,0,3.968,4.498,5.099,0.293,2.086,0,0,5.296,2.947,3.448,5.129,1.829,26.649
5.188,4.043,6.835,4.078,6.466,4.595,6.555,11.272,11.272,11.272,0,19.899,0.0,18.472,4.005,17.138,21.266,15.684,4.101,4.101,7.101,4.101,12.903,14.411,7.367,0,4.193,4.193,0,6.046,36.391,10.121,33.988,18.666,31.574,0.0,11.743,0.0,4.556,0.262,3.236,3.236,5.236,3.236,5.181,42.554,7.211,0.354,5.719,0,0,0,29.187,2.398,0,3.097,3.486,5.104,0.385,1.943,1,0,5.271,2.412,2.736,6.277,1.887,26.77
5.0,4.037,6.787,4.07,6.431,0.0,0.0,11.27,11.27,11.27,0,19.895,0.0,18.468,4.001,17.133,21.262,15.678,4.101,4.101,7.101,4.101,12.892,14.403,7.282,0,4.191,4.191,0,6.017,36.38,10.101,33.976,18.664,31.561,0.0,11.731,0.0,4.228,0.262,3.233,3.233,5.233,3.233,5.153,0.0,7.155,0.344,5.699,0,0,0,29.172,0.0,0,3.097,3.486,5.102,0.324,1.943,0,0,5.266,2.412,2.736,6.277,1.887,26.753
4.98,4.042,6.864,4.075,6.532,0.0,0.0,11.263,11.263,11.263,0,20.008,0.0,18.574,4.004,17.278,21.347,15.808,4.101,4.101,7.101,4.101,13.046,14.588,7.441,0,4.19,4.19,0,6.131,36.374,10.279,33.974,18.656,31.562,0.0,11.958,0.0,4.372,0.269,3.232,3.232,5.232,3.232,5.384,0.0,7.259,0.351,5.92,0,0,0,29.18,0.0,0,3.101,3.487,5.851,0.348,2.036,0,0,5.265,2.432,2.745,7.806,2.05,26.766
7.398,4.213,8.193,4.215,7.657,4.844,7.066,11.925,11.925,11.925,0,22.287,0.0,20.72,4.189,19.186,23.84,17.613,4.86,4.86,7.86,4.86,14.521,16.12,9.046,0,4.326,4.326,0,7.087,37.44,11.437,34.992,19.703,32.535,164.092,13.116,0.0,4.595,0.151,3.333,3.333,5.333,3.333,5.973,41.09,8.583,0.361,6.619,0,2,0,30.102,2.398,0,2.153,2.337,6.051,0.379,1.676,1,0,5.432,1.843,1.986,5.281,1.724,27.643
6.097,4.05,7.033,4.055,6.648,4.595,6.605,11.259,11.259,11.259,0,20.517,0.0,19.075,4.272,17.691,21.926,16.235,4.259,4.259,7.259,4.259,13.404,14.897,7.626,0,4.195,4.195,0,6.249,36.388,10.574,33.99,18.663,31.581,0.0,12.157,0.0,4.452,0.28,3.229,3.229,5.229,3.229,5.368,58.235,7.395,0.349,5.852,0,0,0,29.2,2.398,0,3.837,4.277,5.829,0.365,2.367,1,0,5.317,3.02,3.416,7.836,2.183,26.791
7.553,4.196,8.193,4.198,7.657,4.844,7.066,11.925,11.925,11.925,0,22.287,0.0,20.72,4.408,19.186,23.84,17.613,4.86,4.86,7.86,4.86,14.521,16.12,9.046,0,4.298,4.298,0,7.087,37.44,11.437,34.992,19.703,32.535,164.092,13.116,0.0,4.595,0.151,3.333,3.333,5.333,3.333,5.973,41.09,8.583,0.361,6.619,0,2,0,30.102,2.398,0,2.153,2.337,6.051,0.367,1.676,1,0,5.421,1.843,1.986,5.281,1.724,27.643
6.222,4.056,7.022,4.069,6.656,0.0,0.0,11.242,11.242,11.242,0,20.387,0.0,18.934,4.018,17.571,21.784,16.094,4.24,4.24,7.24,4.24,13.263,14.792,7.65,0,4.198,4.198,0,6.216,36.348,10.435,33.948,18.619,31.537,0.0,12.074,0.0,4.286,0.243,3.221,3.221,5.221,3.221,5.339,0.0,7.384,0.349,5.913,0,0,0,29.153,0.0,0,2.163,2.342,5.337,0.332,1.796,0,0,5.303,1.879,2.005,6.811,1.913,26.739
8.469,4.121,7.641,4.137,7.197,0.0,0.0,12.528,12.528,12.528,0,22.1,0.0,20.572,4.738,19.081,23.611,17.545,4.709,4.709,7.709,4.709,14.531,16.093,8.475,0,4.319,4.319,0,6.766,37.958,11.525,35.444,19.92,32.93,0.0,13.157,13.4,4.484,0.087,3.4,3.4,5.4,3.4,5.787,0.0,8.144,0.343,6.416,0,0,0,30.428,0.0,0,0.334,0.252,6.008,0.3,0.938,0,0,5.423,0.57,0.438,3.32,1.235,27.921
5.405,4.016,6.541,4.029,6.186,0.0,0.0,10.305,10.305,10.305,0,19.904,0.0,18.477,3.975,17.187,21.237,15.727,4.07,4.07,7.07,4.07,12.986,14.508,7.128,0,4.086,4.086,0,5.931,35.081,10.247,32.774,17.229,30.45,0.0,11.888,0.0,4.173,0.261,3.117,3.117,5.117,3.117,5.224,0.0,6.921,0.332,5.755,0,0,0,28.162,0.0,0,2.966,3.205,5.334,0.319,2.181,0,0,5.194,2.523,2.737,7.583,2.111,25.832
6.097,4.016,6.534,4.03,6.197,0.0,0.0,10.305,10.305,10.305,0,19.923,0.0,18.497,3.976,17.204,21.257,15.745,4.07,4.07,7.07,4.07,12.999,14.521,7.132,0,4.086,4.086,0,5.932,35.084,10.254,32.778,17.229,30.455,0.0,11.896,0.0,4.18,0.261,3.117,3.117,5.117,3.117,5.236,0.0,6.926,0.332,5.741,0,0,0,28.168,0.0,0,2.966,3.205,5.362,0.319,2.181,0,0,5.194,2.523,2.737,7.583,2.111,25.839
5.076,4.004,6.276,4.015,5.999,0.0,0.0,10.305,10.305,10.305,0,19.728,0.0,18.304,3.967,16.969,21.093,15.522,4.07,4.07,7.07,4.07,12.748,14.244,6.546,0,4.086,4.086,0,5.717,35.077,9.977,32.768,17.229,30.442,0.0,11.576,0.0,3.952,0.349,3.117,3.117,5.117,3.117,4.923,0.0,6.521,0.32,5.429,0,0,0,28.149,0.0,0,2.227,2.383,4.93,0.274,2.019,0,0,5.194,2.016,2.101,8.721,2.148,25.815
5.523,4.014,6.534,4.026,6.197,0.0,0.0,10.305,10.305,10.305,0,19.923,0.0,18.497,3.975,17.204,21.257,15.745,4.07,4.07,7.07,4.07,12.999,14.521,7.132,0,4.086,4.086,0,5.932,35.084,10.254,32.778,17.229,30.455,0.0,11.896,0.0,4.18,0.261,3.117,3.117,5.117,3.117,5.236,0.0,6.926,0.332,5.741,0,0,0,28.168,0.0,0,2.966,3.205,5.362,0.324,2.181,0,0,5.194,2.523,2.737,7.583,2.111,25.839
5.025,4.025,6.57,4.043,6.313,0.0,0.0,11.657,11.657,11.657,0,20.094,0.0,18.677,3.981,17.373,21.433,15.929,4.07,4.07,7.07,4.07,13.187,14.685,7.199,0,4.313,4.313,0,6.057,36.998,10.447,34.566,18.582,32.132,0.0,12.048,0.0,4.436,0.237,3.313,3.313,5.313,3.313,5.295,0.0,6.98,0.332,5.817,0,0,0,29.711,0.0,0,2.966,3.205,5.44,0.284,2.181,0,0,5.422,2.523,2.737,7.583,2.111,27.279
5.367,4.039,6.764,4.054,6.502,4.949,7.195,11.689,11.689,11.689,0,20.53,0.0,19.094,4.005,17.734,21.916,16.275,4.146,4.146,7.146,4.146,13.46,14.964,7.203,0,4.29,4.29,0,6.17,37.037,10.647,34.604,18.827,32.164,125.438,12.247,0.0,4.504,0.342,3.302,3.302,5.302,3.302,5.494,64.256,7.08,0.36,5.991,0,1,0,29.746,2.398,0,4.395,4.969,5.691,0.384,2.69,1,0,5.406,3.388,3.864,11.618,2.532,27.305
6.357,4.014,6.541,4.026,6.186,0.0,0.0,10.305,10.305,10.305,0,19.904,0.0,18.477,3.975,17.187,21.237,15.727,4.07,4.07,7.07,4.07,12.986,14.508,7.128,0,4.086,4.086,0,5.931,35.081,10.247,32.774,17.229,30.45,0.0,11.888,0.0,4.173,0.261,3.117,3.117,5.117,3.117,5.224,0.0,6.921,0.332,5.755,0,0,0,28.162,0.0,0,2.966,3.205,5.334,0.324,2.181,0,0,5.194,2.523,2.737,7.583,2.111,25.832
5.509,4.013,6.437,4.026,6.18,0.0,0.0,10.305,10.305,10.305,0,19.916,0.0,18.49,3.973,17.199,21.249,15.741,4.07,4.07,7.07,4.07,13.001,14.521,6.966,0,4.086,4.086,0,5.952,35.083,10.262,32.776,17.229,30.454,0.0,11.902,0.0,4.076,0.281,3.117,3.117,5.117,3.117,5.254,0.0,6.747,0.335,5.767,0,0,0,28.166,0.0,0,2.227,2.383,5.383,0.298,2.019,0,0,5.193,2.016,2.101,8.721,2.148,25.838
5.0,4.11,7.219,4.122,6.797,0.0,0.0,11.236,11.236,11.236,0,21.214,0.0,19.698,4.075,18.229,22.703,16.698,4.533,4.533,7.533,4.533,13.705,15.275,7.654,0,4.191,4.191,0,6.349,36.303,10.713,33.895,18.624,31.475,0.0,12.38,0.0,4.396,0.162,3.22,3.22,5.22,3.22,5.324,0.0,7.602,0.331,5.948,0,0,0,29.08,0.0,0,3.962,4.495,5.1,0.386,1.94,0,0,5.291,2.915,3.434,3.409,1.558,26.653
6.0,4.058,7.092,4.071,6.744,0.0,0.0,11.242,11.242,11.242,0,20.449,0.0,19.001,4.022,17.638,21.843,16.169,4.242,4.242,7.242,4.242,13.346,14.864,7.779,0,4.198,4.198,0,6.281,36.356,10.526,33.958,18.621,31.55,0.0,12.147,0.0,4.378,0.27,3.222,3.222,5.222,3.222,5.381,0.0,7.469,0.347,5.949,0,0,0,29.17,0.0,0,3.837,4.277,5.884,0.36,2.367,0,0,5.304,3.02,3.416,7.836,2.183,26.761
4.827,4.063,7.088,4.075,6.727,0.0,0.0,11.562,11.562,11.562,0,20.641,0.0,19.182,4.028,17.794,22.056,16.316,4.298,4.298,7.298,4.298,13.456,14.98,7.702,0,4.245,4.245,0,6.285,36.827,10.595,34.405,19.153,31.972,0.0,12.22,0.0,4.394,0.27,3.261,3.261,5.261,3.261,5.422,0.0,7.446,0.35,5.989,0,0,0,29.566,0.0,0,3.837,4.277,5.699,0.36,2.367,0,0,5.35,3.02,3.416,7.836,2.183,27.131
6.357,4.093,7.12,4.112,6.75,0.0,0.0,10.305,10.305,10.305,0,20.919,0.0,19.448,4.044,18.056,22.34,16.56,4.336,4.336,7.336,4.336,13.675,15.225,7.541,0,4.086,4.086,0,6.411,35.239,10.787,32.945,17.229,30.635,0.0,12.45,0.0,4.255,0.23,3.117,3.117,5.117,3.117,5.574,0.0,7.509,0.341,6.151,0,0,0,28.36,0.0,0,2.966,3.205,5.416,0.32,2.181,0,0,5.195,2.523,2.737,7.583,2.111,26.044
5.638,4.007,6.394,4.018,6.119,0.0,0.0,10.305,10.305,10.305,0,20.016,0.0,18.593,4.008,17.291,21.355,15.836,4.07,4.07,7.07,4.07,13.08,14.597,6.771,0,4.086,4.086,0,5.884,35.13,10.318,32.831,17.229,30.516,0.0,11.953,0.0,4.081,0.281,3.117,3.117,5.117,3.117,5.243,0.0,6.656,0.335,5.732,0,0,0,28.237,0.0,0,2.227,2.383,5.385,0.294,2.019,0,0,5.202,2.016,2.101,8.721,2.148,25.917
5.597,4.015,6.563,4.027,6.225,0.0,0.0,10.305,10.305,10.305,0,20.117,0.0,18.696,3.978,17.385,21.462,15.936,4.07,4.07,7.07,4.07,13.178,14.684,7.18,0,4.086,4.086,0,5.989,35.114,10.419,32.814,17.229,30.497,0.0,12.032,0.0,4.263,0.253,3.117,3.117,5.117,3.117,5.272,0.0,6.956,0.341,5.793,0,0,0,28.218,0.0,0,2.966,3.205,5.407,0.358,2.181,0,0,5.194,2.523,2.737,7.583,2.111,25.895
6.347,3.997,6.05,4.009,5.768,0.0,0.0,10.292,10.292,10.292,0,19.705,0.0,18.281,3.961,16.947,21.069,15.499,4.064,4.064,7.064,4.064,12.725,14.222,6.167,0,4.083,4.083,0,5.589,35.057,9.955,32.748,17.213,30.422,0.0,11.552,0.0,4.276,0.264,3.113,3.113,5.113,3.113,4.843,0.0,6.246,0.338,5.344,0,0,0,28.13,0.0,0,2.153,2.337,4.773,0.352,1.676,0,0,5.186,1.843,1.986,5.281,1.724,25.794
5.237,4.076,7.645,4.083,7.166,0.0,0.0,11.658,11.658,11.658,0,20.904,0.0,19.444,4.154,18.064,22.314,16.583,4.328,4.328,7.328,4.328,13.726,15.258,8.436,0,4.253,4.253,0,6.667,37.024,10.864,34.6,19.301,32.167,0.0,12.505,0.0,4.505,0.358,3.285,3.285,5.285,3.285,5.719,0.0,8.091,0.356,6.33,0,0,0,29.761,0.0,0,13.675,15.838,6.058,0.358,5.062,0,0,5.439,9.348,11.511,12.901,3.198,27.327
6.102,4.013,6.542,4.025,6.202,0.0,0.0,10.305,10.305,10.305,0,20.017,0.0,18.594,4.023,17.292,21.356,15.837,4.07,4.07,7.07,4.07,13.081,14.597,7.154,0,4.086,4.086,0,5.925,35.132,10.318,32.833,17.229,30.518,0.0,11.952,0.0,4.187,0.261,3.117,3.117,5.117,3.117,5.232,0.0,6.927,0.34,5.738,0,0,0,28.239,0.0,0,2.966,3.205,5.381,0.313,2.181,0,0,5.195,2.523,2.737,7.583,2.111,25.918
5.0,4.115,7.192,4.127,6.787,0.0,0.0,11.27,11.27,11.27,0,21.21,0.0,19.695,4.08,18.226,22.7,16.698,4.531,4.531,7.531,4.531,13.708,15.272,7.622,0,4.211,4.211,0,6.347,36.38,10.721,33.976,18.664,31.561,0.0,12.376,0.0,4.086,0.137,3.233,3.233,5.233,3.233,5.348,0.0,7.58,0.331,5.964,0,0,0,29.172,0.0,0,2.115,2.314,5.102,0.294,1.447,0,0,5.318,1.743,1.924,3.561,1.418,26.754
5.0,4.036,6.968,4.054,6.639,0.0,0.0,10.305,10.305,10.305,0,20.178,0.0,18.744,3.989,17.461,21.505,15.986,4.07,4.07,7.07,4.07,13.23,14.779,7.577,0,4.086,4.086,0,6.279,35.203,10.466,32.908,17.229,30.599,0.0,12.152,0.0,4.168,0.217,3.117,3.117,5.117,3.117,5.521,0.0,7.331,0.337,6.069,0,0,0,28.324,0.0,0,2.966,3.205,5.432,0.299,2.181,0,0,5.194,2.523,2.737,7.583,2.111,26.009
5.824,4.032,6.848,4.047,6.475,0.0,0.0,10.874,10.874,10.874,0,20.129,0.0,18.68,3.992,17.35,21.5,15.87,4.166,4.166,7.166,4.166,13.067,14.613,7.546,0,4.148,4.148,0,6.056,35.847,10.261,33.478,18.036,31.098,0.0,11.94,0.0,4.117,0.189,3.176,3.176,5.176,3.176,5.291,0.0,7.244,0.336,5.832,0,0,0,28.746,0.0,0,2.153,2.337,5.331,0.286,1.676,0,0,5.253,1.843,1.986,5.281,1.724,26.361
6.456,4.037,6.664,4.055,6.444,4.949,7.195,11.689,11.689,11.689,0,20.525,0.0,19.089,4.0,17.73,21.91,16.272,4.146,4.146,7.146,4.146,13.459,14.963,6.854,0,4.291,4.291,0,6.169,37.032,10.647,34.599,18.826,32.159,143.257,12.247,0.0,4.383,0.314,3.301,3.301,5.301,3.301,5.502,73.955,6.858,0.355,5.98,0,1,0,29.74,2.398,0,4.003,4.5,5.685,0.358,2.568,1,0,5.4,3.135,3.543,11.299,2.475,27.3
6.31,4.013,6.534,4.025,6.197,0.0,0.0,10.305,10.305,10.305,0,19.923,0.0,18.497,4.014,17.204,21.257,15.745,4.07,4.07,7.07,4.07,12.999,14.521,7.132,0,4.086,4.086,0,5.932,35.084,10.254,32.778,17.229,30.455,0.0,11.896,0.0,4.18,0.261,3.117,3.117,5.117,3.117,5.236,0.0,6.926,0.332,5.741,0,0,0,28.168,0.0,0,2.966,3.205,5.362,0.313,2.181,0,0,5.194,2.523,2.737,7.583,2.111,25.839
5.0,4.109,7.206,4.122,6.788,0.0,0.0,11.235,11.235,11.235,0,21.212,0.0,19.695,4.075,18.226,22.702,16.694,4.532,4.532,7.532,4.532,13.699,15.27,7.637,0,4.19,4.19,0,6.342,36.301,10.702,33.893,18.622,31.472,0.0,12.372,0.0,4.141,0.233,3.219,3.219,5.219,3.219,5.319,0.0,7.605,0.333,5.948,0,0,0,29.076,0.0,0,3.968,4.498,5.099,0.319,2.086,0,0,5.292,2.947,3.448,5.129,1.829,26.649
4.523,4.06,7.21,4.074,6.808,0.0,0.0,11.252,11.252,11.252,0,20.435,0.0,18.983,4.023,17.622,21.831,16.147,4.246,4.246,7.246,4.246,13.323,14.849,7.885,0,4.2,4.2,0,6.34,36.366,10.506,33.965,18.645,31.554,0.0,12.142,0.0,4.192,0.27,3.224,3.224,5.224,3.224,5.434,0.0,7.595,0.338,6.016,0,0,0,29.171,0.0,0,6.887,7.913,5.405,0.324,3.048,0,0,5.306,4.867,5.868,8.63,2.417,26.757
5.0,4.045,6.905,4.082,6.594,5.687,7.662,10.176,10.176,10.176,0,20.42,1.785,19.007,4.263,17.669,21.788,16.235,4.157,4.157,7.157,4.157,13.468,14.951,7.579,1,4.014,4.014,0,6.162,34.974,10.695,32.686,16.942,30.384,0.0,12.288,12.342,4.144,0.226,3.082,3.082,5.082,3.082,5.57,328.41,7.27,0.326,5.831,0,0,0,28.114,3.434,1,7.942,9.182,5.478,0.324,3.348,3,0,5.151,5.535,6.722,7.919,2.472,25.808
6.602,4.185,7.695,4.221,7.224,0.0,0.0,11.27,11.27,11.27,1,21.952,0.0,20.389,4.158,18.861,23.498,17.288,4.777,4.777,7.777,4.777,14.195,15.799,8.307,0,4.182,4.182,0,6.712,36.38,11.103,33.977,18.664,31.561,0.0,12.792,4.761,4.386,0.138,3.234,3.234,5.234,3.234,5.57,0.0,8.149,0.351,6.258,0,0,3,29.173,0.0,0,0.334,0.252,5.102,0.334,0.938,0,1,5.285,0.57,0.438,3.32,1.235,26.754
5.0,4.03,6.6,4.047,6.365,0.0,0.0,10.305,10.305,10.305,0,20.265,0.0,18.845,3.99,17.521,21.619,16.075,4.07,4.07,7.07,4.07,13.31,14.806,7.24,0,4.086,4.086,0,6.056,35.125,10.542,32.826,17.229,30.511,0.0,12.14,0.0,4.233,0.413,3.117,3.117,5.117,3.117,5.328,0.0,6.984,0.336,5.85,0,0,0,28.232,0.0,0,11.563,13.468,5.411,0.336,4.271,0,0,5.194,7.799,9.671,12.808,2.968,25.913
7.638,4.156,7.845,4.162,7.362,4.844,7.066,11.925,11.925,11.925,0,21.841,0.0,20.309,4.362,18.811,23.358,17.273,4.694,4.694,7.694,4.694,14.248,15.813,8.616,0,4.298,4.298,0,6.842,37.44,11.229,34.992,19.703,32.535,164.092,12.871,0.0,4.595,0.151,3.333,3.333,5.333,3.333,5.816,41.09,8.206,0.361,6.411,0,2,0,30.102,2.398,0,2.153,2.337,6.051,0.367,1.676,1,0,5.421,1.843,1.986,5.281,1.724,27.643
4.523,4.063,7.213,4.076,6.826,0.0,0.0,11.469,11.469,11.469,0,20.577,0.0,19.119,4.027,17.741,21.987,16.261,4.285,4.285,7.285,4.285,13.413,14.94,7.84,0,4.228,4.228,0,6.366,36.679,10.568,34.263,18.997,31.836,0.0,12.203,0.0,4.207,0.27,3.248,3.248,5.248,3.248,5.456,0.0,7.574,0.341,6.04,0,0,0,29.436,0.0,0,6.887,7.913,5.506,0.324,3.048,0,0,5.334,4.867,5.868,8.63,2.417,27.007
5.921,4.056,7.112,4.071,6.72,0.0,0.0,11.242,11.242,11.242,0,20.395,0.0,18.943,4.019,17.581,21.791,16.106,4.24,4.24,7.24,4.24,13.283,14.807,7.746,0,4.198,4.198,0,6.256,36.349,10.467,33.949,18.619,31.539,0.0,12.096,0.0,4.296,0.313,3.221,3.221,5.221,3.221,5.381,0.0,7.457,0.332,5.949,0,0,0,29.156,0.0,0,7.774,9.052,5.442,0.348,3.117,0,0,5.303,5.278,6.511,9.393,2.456,26.743
5.775,4.014,6.643,4.024,6.306,0.0,0.0,10.308,10.308,10.308,0,19.95,0.0,18.524,3.978,17.229,21.286,15.77,4.073,4.073,7.073,4.073,13.021,14.543,7.175,0,4.088,4.088,0,5.973,35.148,10.269,32.85,17.235,30.535,0.0,11.912,0.0,4.196,0.298,3.12,3.12,5.12,3.12,5.268,0.0,6.945,0.338,5.773,0,0,0,28.257,0.0,0,6.887,7.913,5.369,0.323,3.048,0,0,5.197,4.867,5.868,8.63,2.417,25.936
