pXC50,CMC.80,Infective.80,Neoplastic.80,DLS_07,Inflammat.80,Hypertens.80,Mv,cRo5,CATS2D_08_LL,H.,SpMax3_Bh.m.,ATSC5p,GATS1v,CATS2D_03_LL,Eta_L_A,Depressant.80,CATS2D_02_DD,SpMin2_Bh.s.,Eig08_AEA.ri.,ATS8m,Eig09_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig14_AEA.bo.,SRW08,SpMin4_Bh.e.,RDCHI,Eta_FL_A,Eig09_EA.ri.,Chi1_EA.ri.,Chi1_EA.ed.,SpMaxA_AEA.ed.,X1v,Vindex,Yindex,SpMax3_Bh.i.,CATS2D_08_DL,Eta_betaS,SpMaxA_EA.ed.,S2K,Chi0_EA.ri.,Chi0_EA.dm.,Xt,SNar,SpMaxA_EA,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Eig09_AEA.dm.,X3v,MDDD,TIC2,Sp,AMR,Chi0_EA.ed.,Eig14_AEA.ri.,piPC07,Eig14_EA.ri.,SRW10,CID,ATS7p,SM03_AEA.ed.,TIC3,Psi_i_1,Eig11_EA.ed.,SM06_AEA.ri.,IVDM,Eig08_EA,SM02_AEA.dm.,ATSC2m,SpAD_AEA.dm.,CENT,SpMax8_Bh.i.,Eig12_AEA.ri.,Psi_i_0,X1,SpMaxA_EA.ri.,SpMaxA_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Eig07_EA.ed.,SM02_AEA.ri.,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.bo.,piPC01,SCBO,ATS8v,VAR,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,NdssC,NRS,CMC.50,SpMin5_Bh.m.,ATS1p,ATSC8i,X1Mad,Eig08_EA.ri.,Eig07_EA,SM15_AEA.bo.,Psychotic.80,ATS1i,SpAD_AEA.ed.,ATS2v,ON0V,TIC1,X3,ATS5p,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_AEA.dm.,ATSC1i,SpAD_AEA.ri.,Eig15_EA,SM09_AEA.dm.,S0K,X2,SpMin8_Bh.v.,SpDiam_AEA.dm.,SpMin8_Bh.p.,ATSC5m,nH,C.003,TIC4,ATSC8p,Eig10_EA,SM04_AEA.dm.,SpMin5_Bh.p.,SRW04,SpMaxA_AEA.ri.,SpAD_EA,SpAD_AEA.bo.,PHI,Chi1_EA.dm.
4.921,0,0,0,1.0,0,0,0.625,1,18,50.0,3.767,19.484,0.978,15,0.284,0,0,1.248,2.493,4.265,2.337,3.881,3.881,1.635,8.781,1.708,4.189,0.193,1.263,18.614,5.755,0.213,12.854,0.188,0.522,3.906,0,20.0,0.377,10.084,21.781,25.975,0.21,22.77,0.1,21.04,21.04,21.04,21.04,21.04,1.589,8.518,33.859,295.819,44.012,139.71,12.136,1.345,6.634,0.376,10.448,4.192,4.489,7.647,322.98,19.836,2.884,2.884,4.907,1.587,1.587,30.115,53.985,1964.0,3.159,1.984,23.533,15.242,0.094,0.111,1.426,1.426,5.761,5.761,2.275,2.275,19.093,3.784,43.0,4.254,152.0,17.253,17.253,17.253,17.253,17.253,0,3,0,1.774,3.842,1.818,13.868,1.419,1.983,1.983,0,4.343,55.144,4.172,12.686,211.846,11.735,4.5,0.994,0.994,1.289,0.866,53.606,0.324,0.324,149.245,14.665,1.308,5.881,1.239,52.323,32.0,0,324.98,18.286,1.313,1.313,1.739,5.617,0.127,53.365,53.868,7.601,37.229
5.377,0,0,0,1.0,0,0,0.636,1,14,49.1,3.767,17.642,0.933,18,0.281,0,0,1.26,2.389,4.07,2.295,3.391,3.391,1.568,8.616,1.61,4.069,0.202,1.249,16.935,5.43,0.211,11.902,0.185,0.51,3.909,0,18.0,0.347,9.444,20.152,23.986,0.216,21.383,0.1,19.516,19.516,19.516,19.516,19.516,1.494,7.913,28.749,259.804,40.034,129.263,11.426,1.206,6.655,0.262,10.257,4.104,4.293,7.441,286.965,18.251,2.53,2.53,4.788,1.454,1.454,26.212,48.729,1544.0,3.039,1.983,21.507,14.008,0.096,0.106,1.327,1.327,5.189,5.189,1.002,1.002,17.53,3.714,40.0,4.07,128.0,15.787,15.787,15.787,15.787,15.787,0,3,0,1.689,3.765,1.578,12.727,1.338,1.743,1.743,0,4.23,49.656,4.084,10.769,184.178,10.686,4.309,0.816,0.816,1.187,0.769,48.51,-0.257,-0.257,134.881,12.861,1.308,5.391,1.239,50.989,28.0,0,288.965,15.323,1.308,1.308,1.621,5.501,0.13,48.162,48.426,6.926,34.116
7.959,0,0,0,1.0,0,0,0.617,1,14,50.8,3.8,18.735,1.005,12,0.285,0,0,1.235,2.576,4.384,2.365,3.354,3.354,1.89,8.664,1.635,4.341,0.201,1.347,18.601,6.081,0.193,12.94,0.174,0.474,3.93,0,20.0,0.316,11.324,22.646,27.944,0.206,23.463,0.091,21.8,21.8,21.8,21.8,21.8,1.555,8.108,35.152,310.028,44.103,140.234,13.001,1.545,6.531,0.565,10.3,4.199,4.392,7.486,339.189,19.618,2.597,2.597,4.936,1.654,1.654,31.852,52.524,2030.0,3.206,1.984,23.716,15.546,0.087,0.096,1.386,1.386,5.311,5.311,1.857,1.857,19.867,3.784,43.0,4.213,152.0,17.246,17.246,17.246,17.246,17.246,0,3,0,1.698,3.832,1.837,14.012,1.504,1.8,1.8,0,4.361,53.719,4.144,12.46,215.185,11.441,4.373,1.52,1.52,1.414,0.888,52.035,0.406,0.406,154.0,13.775,1.429,5.354,1.376,62.662,33.0,0,341.189,17.509,1.311,1.311,1.655,5.572,0.118,51.783,51.998,8.492,38.662
6.42,0,0,0,1.0,0,0,0.641,1,14,47.5,3.794,17.627,0.933,11,0.272,0,0,1.235,2.394,4.252,2.323,4.059,4.059,1.91,8.649,1.636,4.281,0.213,1.248,17.856,5.77,0.199,12.363,0.173,0.467,3.924,0,19.25,0.326,10.338,21.745,26.119,0.21,22.77,0.094,21.093,21.093,21.093,21.093,21.093,1.895,7.973,34.189,276.405,41.37,134.405,12.371,1.376,6.594,0.4,10.284,4.169,4.281,7.475,301.566,18.92,2.598,2.598,4.888,1.491,1.491,26.16,53.797,1900.0,3.206,1.984,22.699,15.046,0.09,0.119,1.372,1.372,5.309,5.309,1.725,1.725,19.068,3.807,44.0,4.124,152.0,16.698,16.698,16.698,16.698,16.698,0,3,0,1.698,3.784,1.647,13.667,1.356,1.78,1.78,0,4.265,52.345,4.101,11.243,204.779,11.412,4.281,0.995,0.995,1.443,0.812,50.796,0.398,0.398,147.58,13.372,1.308,6.059,1.248,60.21,28.0,0,303.566,15.528,1.311,1.311,1.653,5.549,0.122,50.53,52.03,7.529,35.417
5.252,0,0,0,1.0,0,0,0.651,1,14,46.4,3.767,16.801,0.905,13,0.269,0,0,1.23,2.443,4.116,2.295,3.68,3.68,1.633,8.686,1.605,4.068,0.212,1.256,17.318,5.497,0.209,11.9,0.191,0.531,3.907,0,18.75,0.351,9.456,20.668,20.914,0.214,21.789,0.099,20.068,20.068,20.068,20.068,20.068,1.572,7.805,29.684,254.541,39.728,130.153,11.647,1.34,6.784,0.373,10.346,4.134,4.282,7.521,281.702,18.478,2.657,2.657,4.828,1.516,1.516,24.179,51.629,1654.0,3.032,1.984,21.843,14.436,0.096,0.112,1.328,1.328,5.355,5.355,1.824,1.824,18.053,3.761,42.0,4.08,136.0,16.244,16.244,16.244,16.244,16.244,1,3,0,1.684,3.758,1.529,13.109,1.374,1.806,1.806,0,4.212,52.134,4.09,10.686,190.443,11.234,4.286,0.992,0.992,1.315,0.75,50.318,-0.13,-0.13,141.207,13.292,1.308,5.68,1.239,49.701,26.0,0,283.702,14.602,1.309,1.309,1.618,5.541,0.129,49.916,50.35,6.908,28.257
5.187,0,0,0,1.0,0,0,0.643,1,8,48.1,3.767,16.47,0.914,15,0.277,0,0,1.24,2.373,3.919,2.269,3.393,3.393,1.301,8.619,1.564,3.935,0.206,1.246,16.419,5.212,0.223,11.445,0.195,0.543,3.865,0,17.5,0.375,8.805,19.486,19.623,0.22,20.69,0.106,18.861,18.861,18.861,18.861,18.861,1.486,7.634,25.974,240.093,38.273,124.714,11.006,0.849,6.908,0.003,10.279,4.071,4.23,7.444,267.254,17.586,2.335,2.335,4.736,1.422,1.422,24.387,47.358,1362.0,3.009,1.873,20.69,13.525,0.1,0.109,1.312,1.312,4.745,4.745,0.994,0.994,16.938,3.689,39.0,3.945,120.0,15.287,15.287,15.287,15.287,15.287,0,3,0,1.676,3.724,1.396,12.259,1.287,1.666,1.666,0,4.179,48.476,4.048,10.269,175.995,10.433,4.278,0.012,0.012,1.077,0.728,47.14,-0.365,-0.365,128.606,12.433,1.304,5.393,1.239,45.378,26.0,0,269.254,13.655,1.178,1.178,1.591,5.476,0.136,46.718,47.062,6.385,26.541
5.77,0,0,0,1.0,0,0,0.631,1,16,49.2,3.767,18.132,0.961,13,0.281,0,0,1.241,2.451,4.215,2.335,3.491,3.491,1.635,8.684,1.667,4.198,0.2,1.257,18.123,5.725,0.201,12.501,0.182,0.5,3.904,0,19.5,0.335,10.284,21.478,25.169,0.211,22.482,0.095,20.723,20.723,20.723,20.723,20.723,1.521,8.166,32.699,286.349,42.25,135.072,12.085,1.344,6.558,0.376,10.329,4.165,4.38,7.519,313.51,19.146,2.806,2.806,4.877,1.538,1.538,28.344,51.952,1850.0,3.148,1.984,22.798,14.919,0.091,0.103,1.406,1.406,5.627,5.627,2.213,2.213,18.761,3.761,42.0,4.178,144.0,16.754,16.754,16.754,16.754,16.754,0,3,0,1.747,3.803,1.684,13.534,1.394,1.89,1.89,0,4.298,53.083,4.125,11.769,203.675,11.4,4.378,0.994,0.994,1.264,0.826,51.572,0.246,0.246,147.58,13.743,1.308,5.491,1.239,50.592,30.0,0,315.51,16.641,1.312,1.312,1.705,5.565,0.123,51.303,51.646,7.682,35.061
8.097,0,0,0,1.0,0,0,0.618,1,0,47.5,3.761,19.963,1.014,11,0.248,0,1,1.29,3.053,4.128,2.944,3.896,3.896,2.429,8.946,1.762,5.034,0.234,1.892,23.017,7.684,0.159,14.298,0.145,0.37,3.85,4,27.25,0.277,14.918,28.818,44.872,0.185,29.244,0.075,28.154,28.154,28.154,28.154,28.154,2.468,7.746,57.578,408.735,52.103,164.287,16.58,2.085,6.527,1.08,10.611,4.454,4.496,7.77,452.735,23.819,3.871,3.871,5.308,2.093,2.093,33.451,68.929,3972.0,3.376,2.348,29.545,20.21,0.074,0.087,1.963,1.963,6.017,6.017,2.887,2.887,25.585,4.043,56.0,4.2,268.0,22.054,22.054,22.054,22.054,22.054,7,4,0,1.784,3.954,2.003,19.013,1.923,2.188,2.188,0,4.585,70.568,4.3,15.243,308.788,14.746,4.671,2.54,2.54,1.8,1.138,66.003,1.09,1.09,222.477,17.924,1.528,5.896,1.512,58.629,38.0,1,462.735,14.324,1.698,1.698,1.777,5.826,0.097,65.984,66.562,11.326,66.299
8.222,0,0,0,0.5,0,0,0.609,0,0,48.1,3.76,19.599,1.039,10,0.244,0,1,1.29,2.962,4.093,2.921,3.896,3.896,2.429,8.955,1.762,5.019,0.238,1.864,22.802,7.672,0.159,13.961,0.146,0.373,3.85,3,27.25,0.277,14.693,28.765,43.659,0.185,29.244,0.075,28.206,28.206,28.206,28.206,28.206,2.332,7.56,56.848,411.753,51.699,161.176,16.616,2.097,6.526,1.091,10.625,4.454,4.484,7.78,457.753,23.758,3.708,3.708,5.308,2.013,2.013,33.542,68.722,3944.0,3.376,2.391,29.46,20.227,0.074,0.087,1.953,1.953,5.739,5.739,2.956,2.956,25.61,4.043,56.0,4.2,266.0,22.038,22.038,22.038,22.038,22.038,7,4,0,1.786,3.942,2.01,19.274,1.921,2.095,2.095,0,4.6,70.751,4.293,15.3,312.562,14.886,4.668,2.716,2.716,1.737,1.157,65.751,1.092,1.092,222.477,17.818,1.528,5.896,1.513,58.819,39.0,1,470.508,13.739,1.698,1.698,1.78,5.826,0.097,65.869,66.489,11.044,63.489
8.398,0,0,0,0.0,0,0,0.611,0,0,48.2,3.765,21.229,1.05,13,0.242,0,1,1.29,2.975,4.2,2.943,3.927,3.927,2.568,8.981,1.768,5.126,0.241,1.889,23.928,8.113,0.152,14.704,0.151,0.391,3.862,3,28.5,0.265,15.762,30.456,46.128,0.181,30.63,0.071,29.783,29.783,29.783,29.783,29.783,2.416,7.967,59.851,430.004,54.802,173.759,17.724,2.116,6.601,1.109,10.649,4.5,4.587,7.804,482.269,24.767,3.72,3.72,5.378,2.015,2.015,35.026,72.876,4504.0,3.393,2.414,30.999,21.265,0.071,0.084,1.985,1.985,6.011,6.011,3.019,3.019,26.927,4.111,60.0,4.322,286.0,23.004,23.004,23.004,23.004,23.004,7,4,0,1.79,3.997,2.325,20.331,1.928,2.109,2.109,0,4.646,73.525,4.333,16.583,326.407,15.429,4.768,2.755,2.755,2.278,1.244,68.201,1.097,1.097,232.215,18.367,1.553,5.927,1.576,61.558,41.0,1,497.024,14.526,1.698,1.698,1.791,5.861,0.092,68.346,70.152,11.847,66.147
8.301,0,0,0,0.0,0,0,0.611,1,0,48.8,3.761,22.49,1.034,12,0.258,0,1,1.29,2.977,4.141,2.932,4.362,4.362,2.429,8.972,1.764,5.087,0.225,1.866,23.456,7.824,0.155,15.574,0.144,0.367,3.85,3,27.5,0.271,15.662,29.879,43.983,0.183,29.937,0.073,29.076,29.076,29.076,29.076,29.076,2.469,8.549,58.622,432.425,54.654,172.388,17.138,2.098,6.552,1.092,10.644,4.477,4.562,7.796,476.425,24.536,3.708,3.708,5.343,2.054,2.054,38.216,72.577,4153.0,3.376,2.408,30.498,20.765,0.072,0.095,1.959,1.959,6.015,6.015,2.973,2.973,26.532,4.06,57.0,4.243,262.0,22.476,22.476,22.476,22.476,22.476,7,4,0,1.786,4.013,2.199,19.378,1.921,2.097,2.097,0,4.628,72.039,4.331,16.267,321.318,15.2,4.761,2.717,2.717,2.332,1.214,66.927,1.093,1.093,225.329,18.009,1.528,6.362,1.513,65.768,41.0,1,489.18,15.915,1.698,1.698,1.778,5.844,0.094,67.166,67.695,11.994,62.913
8.301,0,0,0,0.0,0,0,0.616,0,0,47.0,3.764,20.047,1.025,10,0.238,0,1,1.29,2.971,4.202,2.932,3.927,3.927,2.568,8.981,1.762,5.126,0.246,1.865,23.999,8.113,0.152,14.427,0.151,0.391,3.859,3,28.75,0.265,15.735,30.49,45.922,0.181,30.63,0.071,29.783,29.783,29.783,29.783,29.783,2.416,7.734,59.851,427.354,53.495,170.412,17.724,2.115,6.601,1.108,10.649,4.5,4.562,7.804,473.354,24.535,3.72,3.72,5.378,2.015,2.015,33.416,72.867,4504.0,3.393,2.392,30.7,21.265,0.071,0.084,1.985,1.985,6.011,6.011,3.019,3.019,26.927,4.111,60.0,4.31,286.0,23.004,23.004,23.004,23.004,23.004,7,4,0,1.789,3.969,2.269,20.264,1.924,2.109,2.109,0,4.627,73.525,4.315,15.783,330.162,15.429,4.725,2.755,2.755,2.303,1.215,68.259,1.097,1.097,236.215,18.367,1.552,5.927,1.576,59.899,39.0,1,486.109,14.265,1.698,1.698,1.789,5.861,0.092,68.346,70.152,11.812,65.749
8.699,0,0,0,0.0,0,0,0.617,0,0,46.3,3.761,19.452,1.038,10,0.235,0,1,1.29,3.055,4.143,2.944,3.896,3.896,2.558,9.005,1.767,5.13,0.245,1.915,23.789,7.971,0.152,14.326,0.143,0.363,3.874,3,28.75,0.265,15.305,29.991,46.18,0.182,30.342,0.071,29.413,29.413,29.413,29.413,29.413,2.468,7.757,60.217,416.79,52.398,166.806,17.298,2.107,6.627,1.101,10.679,4.498,4.5,7.836,458.79,24.524,4.03,4.03,5.37,2.093,2.093,33.34,72.773,4338.0,3.397,2.408,30.515,21.137,0.071,0.083,1.963,1.963,6.607,6.607,2.992,2.992,26.565,4.111,60.0,4.218,250.0,23.022,23.022,23.022,23.022,23.022,7,4,0,1.786,3.953,2.016,20.005,2.002,2.218,2.218,0,4.618,74.208,4.317,15.633,319.598,15.439,4.693,2.717,2.717,2.088,1.193,69.036,1.093,1.093,234.215,18.748,1.551,5.896,1.578,59.642,38.0,1,474.3,13.693,1.704,1.704,1.791,5.872,0.092,69.194,69.755,11.529,67.321
7.0,0,0,0,1.0,0,0,0.617,1,13,48.6,3.761,20.223,1.032,9,0.274,0,0,1.375,3.02,4.61,2.925,3.889,3.889,2.458,9.037,1.806,4.552,0.21,1.758,22.447,7.13,0.169,14.093,0.168,0.495,3.924,0,25.75,0.303,10.804,26.436,31.327,0.186,28.956,0.081,25.739,25.739,25.739,25.739,25.739,2.429,8.921,40.92,340.687,48.671,149.908,14.885,2.0,7.141,1.0,10.743,4.383,4.794,7.844,393.99,24.421,4.59,4.59,5.178,2.086,2.086,34.165,67.651,2860.0,3.227,2.377,27.893,18.385,0.079,0.09,2.024,2.024,6.137,6.137,2.905,2.905,23.743,3.97,52.0,4.678,175.0,21.231,21.231,21.231,21.231,21.231,1,4,0,1.861,3.934,3.133,17.371,1.941,2.171,2.171,0,4.525,68.343,4.338,13.669,248.487,14.881,4.647,2.47,2.47,1.772,1.151,65.84,1.0,1.0,191.421,17.222,1.429,5.889,1.38,58.25,36.0,1,405.99,23.352,1.73,1.73,1.866,5.826,0.104,65.569,66.36,7.427,37.539
6.0,0,0,0,0.0,0,0,0.58,0,25,50.7,3.861,53.621,1.114,9,0.273,0,3,1.321,3.805,6.121,3.793,3.888,3.888,3.792,9.923,1.816,10.048,0.197,2.764,71.034,24.925,0.046,45.525,0.146,0.377,3.978,35,88.25,0.073,62.21,89.211,94.304,0.107,86.58,0.022,88.092,88.092,88.092,88.092,88.092,3.684,21.48,434.767,1494.65,169.899,501.224,52.537,3.546,6.86,2.536,11.491,5.607,6.042,8.836,1777.43,75.287,8.343,8.343,6.995,2.817,2.817,117.198,219.456,101508.0,3.855,3.63,94.558,64.943,0.022,0.028,2.803,2.803,8.979,8.979,8.083,8.083,81.875,5.15,171.5,6.072,1960.0,69.39,69.39,69.39,69.39,69.39,20,3,0,2.011,5.078,11.346,61.827,2.779,2.858,2.858,0,5.845,216.679,5.425,49.317,1039.3,42.225,5.818,7.895,7.895,3.629,4.024,206.679,2.518,2.518,958.976,60.202,1.954,5.888,1.955,215.864,142.0,4,1928.39,77.43,2.767,2.767,2.004,6.95,0.029,206.901,210.597,54.22,89.918
5.092,0,0,0,0.0,0,0,0.626,0,13,45.7,3.729,14.222,0.899,16,0.217,0,3,1.245,2.81,4.413,2.592,3.915,3.915,2.5,8.707,1.744,4.591,0.263,1.578,20.081,7.303,0.169,12.127,0.218,0.61,3.841,8,23.25,0.275,14.169,25.443,26.798,0.196,25.948,0.078,25.225,25.225,25.225,25.225,25.225,2.157,5.944,41.729,313.218,45.75,143.171,15.349,2.0,6.141,1.0,10.311,4.347,4.521,7.547,362.03,20.844,2.88,2.88,5.168,1.81,1.81,24.471,60.425,3300.0,3.3,2.093,26.031,18.257,0.078,0.098,1.598,1.598,5.183,5.183,2.275,2.275,22.371,3.989,53.0,4.433,190.0,19.744,19.744,19.744,19.744,19.744,4,3,0,1.677,3.835,2.385,17.667,1.794,2.038,2.038,0,4.456,60.682,4.161,11.533,251.244,12.297,4.439,2.136,2.136,1.54,1.03,58.6,1.0,1.0,175.421,16.166,1.414,5.915,1.441,45.474,32.0,1,373.05,16.79,1.489,1.489,1.789,5.68,0.103,58.524,59.409,10.701,28.315
6.0,0,0,0,0.0,0,0,0.581,0,33,50.5,3.86,66.331,1.119,10,0.28,0,4,1.334,3.894,6.393,3.838,4.137,4.137,3.903,10.141,1.82,10.786,0.191,2.804,84.795,29.382,0.044,54.763,0.137,0.361,3.964,41,106.0,0.078,73.219,107.074,116.4,0.098,103.686,0.02,105.763,105.763,105.763,105.763,105.763,3.774,27.202,502.42,1762.85,201.479,590.69,62.578,3.676,6.634,2.654,11.724,5.786,6.283,9.063,2175.04,90.795,8.785,8.785,7.251,2.909,2.909,140.502,263.977,156865.0,3.899,3.776,112.968,77.711,0.02,0.024,2.852,2.852,9.193,9.193,8.298,8.298,99.366,5.316,202.5,6.32,2683.0,82.866,82.866,82.866,82.866,82.866,25,4,0,2.013,5.25,14.357,73.898,2.854,2.93,2.93,0,6.018,262.829,5.61,58.0,1211.89,52.763,6.039,8.289,8.289,3.725,4.761,247.586,2.65,2.65,1193.44,71.406,1.964,6.137,1.966,271.983,168.0,4,2378.03,97.792,2.835,2.835,2.01,7.138,0.026,247.664,251.933,63.805,106.736
6.0,0,0,0,0.0,0,0,0.585,0,32,50.2,3.864,46.782,1.089,14,0.272,0,2,1.324,3.776,5.93,3.71,3.941,3.941,3.754,9.816,1.833,9.229,0.198,2.696,61.025,21.105,0.055,39.41,0.142,0.366,3.96,27,75.0,0.088,51.74,76.922,84.401,0.116,74.848,0.026,76.118,76.118,76.118,76.118,76.118,3.65,19.841,351.313,1213.6,146.069,431.053,44.844,3.482,6.388,2.459,11.397,5.461,5.875,8.724,1473.06,65.513,8.176,8.176,6.779,2.785,2.785,98.701,190.671,69195.0,3.852,3.608,81.499,56.012,0.025,0.032,2.716,2.716,8.841,8.841,7.694,7.694,70.878,5.004,148.0,5.884,1690.0,59.825,59.825,59.825,59.825,59.825,17,4,0,2.007,4.94,9.515,53.479,2.753,2.829,2.829,0,5.681,190.257,5.292,41.733,866.477,38.127,5.668,7.023,7.023,3.589,3.428,179.127,2.459,2.459,800.483,51.658,1.945,5.941,1.931,186.909,120.0,3,1597.21,66.249,2.685,2.685,2.002,6.812,0.034,179.027,182.068,44.591,75.389
8.301,0,0,0,0.0,0,0,0.579,0,28,51.4,3.847,34.003,1.111,10,0.28,0,2,1.324,3.599,5.576,3.581,3.963,3.963,3.486,9.48,1.806,7.352,0.191,2.567,44.055,15.314,0.077,28.977,0.195,0.52,3.955,18,54.0,0.124,37.55,55.803,59.924,0.136,54.04,0.036,55.188,55.188,55.188,55.188,55.188,3.551,14.753,180.104,879.397,107.723,316.676,32.632,3.135,6.072,2.022,11.06,5.137,5.553,8.387,1038.65,47.647,6.849,6.849,6.312,2.599,2.599,74.239,136.472,29042.0,3.791,3.151,59.318,40.54,0.035,0.045,2.589,2.589,8.284,8.284,5.653,5.653,51.451,4.673,106.0,5.558,817.0,43.124,43.124,43.124,43.124,43.124,12,3,0,2.006,4.637,6.921,38.782,2.592,2.687,2.687,0,5.382,136.916,4.979,30.917,629.436,27.477,5.35,5.609,5.609,2.818,2.54,128.608,2.064,2.064,532.659,37.046,1.893,5.963,1.894,138.361,91.0,3,1114.97,47.655,2.486,2.486,1.968,6.482,0.047,128.551,130.555,32.37,53.883
5.72,0,0,0,1.0,0,0,0.661,1,14,42.0,3.947,15.694,0.896,11,0.239,0,0,1.259,2.952,4.605,2.837,3.719,3.719,2.531,9.086,1.797,4.829,0.249,1.758,24.005,7.685,0.156,14.052,0.145,0.42,3.909,4,27.5,0.274,10.639,28.315,30.228,0.178,31.728,0.074,27.601,27.601,27.601,27.601,27.601,2.157,8.362,45.003,343.05,47.631,152.305,16.066,2.201,7.754,1.191,10.779,4.444,4.698,7.893,397.488,25.012,4.216,4.216,5.27,2.063,2.063,26.206,72.514,3322.0,3.226,2.396,28.769,19.547,0.072,0.081,1.871,1.871,7.127,7.127,2.981,2.981,24.469,4.111,60.0,4.613,184.0,22.747,22.747,22.747,22.747,22.747,1,4,0,1.884,3.931,2.828,18.518,1.81,2.171,2.171,0,4.471,71.99,4.342,12.336,261.64,16.141,4.533,2.879,2.879,1.817,1.094,70.445,1.145,1.145,206.877,18.011,1.411,5.719,1.38,40.796,29.0,1,399.488,19.277,1.682,1.682,1.894,5.889,0.095,70.253,70.8,6.843,33.848
7.276,0,0,0,1.0,0,0,0.638,1,14,45.7,3.774,16.26,0.957,11,0.254,0,0,1.293,2.952,4.55,2.783,3.708,3.708,2.414,9.0,1.796,4.622,0.233,1.721,22.391,7.261,0.167,13.665,0.163,0.474,3.909,4,25.5,0.293,10.854,26.609,29.659,0.185,29.244,0.08,25.947,25.947,25.947,25.947,25.947,2.133,8.121,41.975,323.773,47.148,148.383,15.157,2.0,7.698,1.0,10.687,4.385,4.688,7.805,386.295,23.72,3.749,3.749,5.187,2.062,2.062,29.493,67.384,2908.0,3.226,2.345,27.527,18.474,0.077,0.086,1.828,1.828,6.437,6.437,2.876,2.876,23.436,4.016,54.5,4.586,189.0,21.242,21.242,21.242,21.242,21.242,1,4,0,1.894,3.909,2.784,17.496,1.783,2.135,2.135,0,4.472,67.514,4.302,12.719,244.721,14.871,4.522,2.54,2.54,1.817,1.085,65.396,1.0,1.0,189.421,17.007,1.429,5.708,1.379,44.049,32.0,1,388.295,19.473,1.678,1.678,1.895,5.814,0.102,65.198,65.642,7.321,34.418
6.0,0,0,0,0.0,0,0,0.583,0,24,50.0,3.848,44.255,1.095,8,0.266,0,3,1.315,3.722,5.961,3.674,3.889,3.889,3.69,9.746,1.803,9.088,0.203,2.653,60.535,21.405,0.054,38.278,0.178,0.461,3.954,26,75.25,0.082,53.549,75.906,82.88,0.117,73.344,0.025,74.946,74.946,74.946,74.946,74.946,3.635,17.783,327.135,1194.94,143.354,424.727,44.849,3.451,6.364,2.433,11.306,5.449,5.864,8.659,1394.18,63.448,7.974,7.974,6.768,2.729,2.729,96.729,186.221,65606.0,3.851,3.545,80.206,55.419,0.025,0.032,2.684,2.684,8.781,8.781,6.971,6.971,69.37,4.994,146.5,5.895,1428.0,59.118,59.118,59.118,59.118,59.118,18,3,0,1.983,4.905,9.406,52.707,2.702,2.805,2.805,0,5.675,183.706,5.25,41.067,868.665,35.403,5.638,6.848,6.848,3.572,3.385,175.61,2.364,2.364,792.152,51.637,1.935,5.889,1.923,179.652,118.0,3,1518.8,63.934,2.665,2.665,1.982,6.786,0.034,175.695,179.066,46.845,74.054
7.959,0,0,0,1.0,0,0,0.627,1,16,47.9,3.773,17.49,0.996,11,0.256,0,0,1.293,2.978,4.541,2.891,3.708,3.708,2.421,8.991,1.808,4.651,0.229,1.766,22.36,7.266,0.167,13.986,0.16,0.465,3.921,0,25.5,0.293,10.893,26.554,29.895,0.185,29.244,0.079,25.894,25.894,25.894,25.894,25.894,2.155,8.44,43.305,321.825,48.972,154.107,15.101,1.992,7.69,0.987,10.674,4.385,4.716,7.795,382.347,23.953,4.705,4.705,5.187,2.074,2.074,32.053,66.781,2956.0,3.216,2.21,27.905,18.458,0.077,0.086,1.954,1.954,6.422,6.422,2.576,2.576,23.384,4.016,54.5,4.616,189.0,21.247,21.247,21.247,21.247,21.247,1,4,0,1.9,3.94,2.643,17.551,1.882,2.205,2.205,0,4.506,67.327,4.321,13.693,237.671,14.748,4.563,2.275,2.275,1.812,1.057,65.405,1.0,1.0,187.421,17.111,1.429,5.708,1.376,47.686,35.0,1,386.347,19.949,1.824,1.824,1.9,5.814,0.102,65.193,65.632,7.365,33.684
