pXC50,MATS2i,SssNH,CATS2D_04_DL,JGI1,nCrs,C.002,P_VSA_i_4,P_VSA_e_3,JGI7,NssCH2,NssNH,C.028,MATS3v,Chi1_EA.ed.,Chi0_EA.ed.,SaaN,nArCN,nTB,NtN,StN,NtsC,StsC,BLI,GATS3v,GMTI,GATS5v,NNRS,nCIR,CATS2D_06_LL,Rbrid,SpMAD_AEA.dm.,Eta_FL_A,GATS3p,ALOGP,ALOGP2,ATS3i,Yindex,JGI6,AMR,IDMT,SpMax2_Bh.p.,Eig15_EA.bo.,CATS2D_05_LL,SpMax7_Bh.m.,ON1V,Eta_alpha,RBN,JGT,Eig14_EA,SM08_AEA.dm.,CATS2D_06_AA,DLS_02,MATS5v,SpMax8_Bh.m.,SpMin1_Bh.p.,C.026,D.Dtr10,Eig12_EA.ed.,SM07_AEA.ri.,IAC,TIC0,GATS2p,GATS2v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.
7.222,0.276,4.232,1,0.222,3,1,33.632,33.632,0.012,7,1,0,-0.12,14.178,31.425,0.0,0,0,0,0.0,0,0.0,0.897,1.115,119349.0,0.92,0.7,18,7,6,1.535,0.258,1.149,10.318,106.453,6.041,0.382,0.015,300.065,301313.0,3.853,2.604,6,3.845,8.189,36.9,25,0.44,2.061,2.061,0,0.33,0.058,3.546,2.104,12,324.181,6.501,6.501,230.576,230.576,0.69,0.697,54.767,54.767,54.767
5.257,0.31,0.0,0,0.197,2,1,6.249,6.249,0.016,3,0,0,-0.104,5.639,12.121,0.0,0,0,0,0.0,0,0.0,0.947,1.115,11335.0,0.924,1.0,3,9,0,1.556,0.239,1.212,4.081,16.651,5.159,0.652,0.019,121.613,23234.9,3.753,-0.11,12,3.055,3.518,14.633,8,0.471,0.575,0.575,3,1.0,0.026,2.848,2.074,0,0.0,2.136,2.136,88.472,88.472,0.815,0.834,20.506,20.506,20.506
5.883,0.355,2.891,1,0.224,0,0,34.796,34.796,0.016,1,1,1,-0.208,4.61,9.693,4.51,0,0,0,0.0,0,0.0,0.9,1.161,7447.0,1.005,0.25,12,6,4,1.617,0.283,1.176,1.094,1.197,4.917,0.599,0.023,99.093,13288.7,3.771,-0.766,10,2.824,2.79,12.367,3,0.498,-0.454,-0.454,0,1.0,-0.141,2.52,2.185,1,305.975,0.263,0.263,68.652,68.652,0.647,0.656,17.033,17.033,17.033
5.218,0.067,2.927,1,0.161,0,1,37.921,37.921,0.013,4,1,1,0.151,5.119,11.173,4.526,0,0,0,0.0,0,0.0,0.94,0.801,9645.0,0.901,0.25,12,7,4,1.565,0.258,0.804,3.181,10.12,5.031,0.524,0.02,110.34,17779.0,3.77,-0.282,12,3.04,3.465,13.367,6,0.407,0.045,0.045,0,1.0,0.087,2.864,2.185,1,352.997,1.426,1.426,74.455,74.455,0.897,0.861,19.24,19.24,19.24
5.772,0.15,2.986,1,0.188,2,2,34.796,34.796,0.012,5,1,1,-0.061,5.126,10.883,4.539,0,0,0,0.0,0,0.0,0.929,1.027,10171.0,0.854,0.4,13,6,4,1.6,0.261,1.022,1.555,2.418,5.117,0.489,0.02,106.633,17027.8,3.791,-0.372,10,2.922,3.29,13.367,3,0.446,0.093,0.093,0,1.0,0.066,2.811,2.185,1,340.724,1.499,1.499,73.289,73.289,0.835,0.823,18.999,18.999,18.999
8.886,-0.1,0.0,5,0.132,3,3,49.683,49.683,0.0,3,0,2,-0.084,3.017,6.347,4.819,0,0,0,0.0,0,0.0,0.951,1.04,1985.0,1.214,0.25,10,8,4,1.559,0.217,1.094,2.677,7.164,4.637,0.966,0.007,64.458,2522.99,3.769,-1.967,10,2.429,2.017,7.8,0,0.342,-1.492,-1.492,0,0.83,-0.302,2.299,2.13,1,79.771,-3.267,-3.267,38.601,38.601,1.022,0.965,11.154,11.154,11.154
5.886,0.004,0.0,0,0.147,4,4,10.047,10.047,0.015,10,0,0,-0.103,6.069,12.644,0.0,0,0,0,0.0,0,0.0,1.023,1.085,15998.0,1.079,1.0,5,8,0,1.478,0.231,1.071,4.147,17.196,5.325,0.318,0.018,126.3,26703.8,3.831,0.618,8,2.9,4.167,14.6,6,0.313,0.618,0.618,0,1.0,-0.068,2.687,2.119,2,0.0,2.118,2.118,78.949,78.949,0.985,0.992,21.032,21.032,21.032
5.503,0.327,0.0,0,0.197,0,0,5.023,5.023,0.016,1,0,1,-0.127,5.639,12.121,0.0,0,0,0,0.0,0,0.0,0.918,1.116,11335.0,0.944,1.0,3,9,0,1.556,0.271,1.233,4.565,20.839,5.025,0.652,0.019,118.688,23234.9,3.822,-0.118,12,3.03,3.29,14.633,8,0.471,0.575,0.575,3,1.0,0.008,2.843,2.089,1,0.0,2.136,2.136,85.285,85.285,0.769,0.782,20.506,20.506,20.506
8.143,-0.112,7.214,4,0.08,4,7,52.807,52.807,0.007,10,2,2,0.105,4.942,10.358,4.905,0,0,0,0.0,0,0.0,1.11,0.872,5769.0,1.07,0.333,6,13,2,1.433,0.179,0.893,4.463,19.918,5.175,0.601,0.011,98.737,10238.0,3.651,-0.852,14,2.919,3.787,11.2,8,0.256,-0.445,-0.445,0,1.0,-0.071,2.712,2.163,1,164.094,0.0,0.0,64.348,64.348,1.147,1.116,16.234,16.234,16.234
7.876,-0.084,6.84,6,0.103,4,7,61.091,61.091,0.007,11,2,2,0.107,5.716,11.823,4.88,0,0,0,0.0,0,0.0,1.022,0.908,10033.0,1.081,0.333,6,14,2,1.527,0.207,0.922,4.003,16.02,5.213,0.459,0.011,106.304,18936.6,3.652,-0.497,12,3.043,3.721,12.6,11,0.275,-0.1,-0.1,0,0.83,-0.075,2.934,2.163,1,217.029,1.239,1.239,84.175,84.175,1.163,1.14,18.64,18.64,18.64
6.143,-0.022,0.0,0,0.136,2,4,69.593,69.593,0.013,7,0,0,0.122,4.024,8.494,0.0,0,0,0,0.0,0,0.0,1.032,0.828,3537.0,1.036,0.333,6,8,2,1.482,0.206,0.845,2.553,6.52,4.842,0.777,0.018,82.285,5958.7,3.601,-1.523,5,2.745,2.597,9.814,4,0.378,-0.955,-0.955,0,1.0,-0.088,2.487,2.044,2,66.715,-0.753,-0.753,58.817,58.817,0.957,0.962,13.853,13.853,13.853
7.0,0.053,2.793,1,0.194,0,1,34.796,34.796,0.017,2,1,0,-0.055,3.182,6.845,0.0,0,0,0,0.0,0,0.0,0.931,1.025,2245.0,0.983,0.5,3,1,1,1.504,0.257,0.983,1.556,2.42,4.454,0.863,0.02,66.28,3841.83,3.466,-2.072,2,2.334,1.861,7.967,4,0.444,-1.594,-1.594,0,1.0,-0.002,2.21,2.024,1,0.0,-2.656,-2.656,50.359,50.359,0.925,0.886,11.439,11.439,11.439
5.721,0.148,3.127,2,0.175,0,2,21.135,21.135,0.012,5,1,0,-0.064,4.021,8.653,0.0,0,1,0,0.0,1,2.53,1.025,1.062,3558.0,0.991,1.0,1,5,0,1.446,0.228,1.148,3.723,13.861,4.738,0.92,0.016,80.516,7193.01,3.51,-1.548,2,2.699,2.614,9.467,8,0.387,-1.0,-1.0,0,1.0,-0.039,2.589,2.02,1,0.0,-1.037,-1.037,60.37,60.37,0.972,0.986,13.483,13.483,13.483
7.742,-0.067,6.86,4,0.111,4,5,61.091,61.091,0.008,9,2,2,0.113,5.216,10.823,4.844,0,0,0,0.0,0,0.0,0.987,0.903,7639.0,1.14,0.333,6,6,2,1.543,0.224,0.919,2.966,8.799,5.078,0.525,0.012,97.059,14020.5,3.651,-0.578,8,2.987,3.221,11.6,9,0.292,-0.445,-0.445,0,1.0,-0.13,2.728,2.163,1,189.777,0.519,0.519,77.268,77.268,1.122,1.102,17.225,17.225,17.225
7.889,-0.126,7.289,7,0.083,4,14,61.091,61.091,0.006,18,2,2,0.084,7.466,15.323,4.936,0,0,0,0.0,0,0.0,1.115,0.929,22276.0,1.04,0.333,6,17,2,1.48,0.165,0.954,6.926,47.968,5.581,0.33,0.009,138.818,45534.7,3.687,0.578,15,3.268,5.471,16.1,18,0.224,0.772,0.772,0,0.67,-0.033,3.145,2.163,1,319.337,2.592,2.592,107.228,107.228,1.256,1.23,23.589,23.589,23.589
7.845,-0.092,7.006,6,0.1,4,8,61.091,61.091,0.007,12,2,2,0.1,5.966,12.323,4.891,0,0,0,0.0,0,0.0,1.038,0.915,11402.0,1.092,0.333,6,15,2,1.52,0.2,0.942,4.065,16.523,5.275,0.433,0.011,111.169,21799.7,3.652,-0.276,13,3.068,3.971,13.1,12,0.266,0.041,0.041,0,0.83,-0.078,2.976,2.163,1,231.036,1.527,1.527,87.563,87.563,1.181,1.157,19.347,19.347,19.347
7.77,-0.105,6.91,6,0.094,4,10,61.091,61.091,0.006,14,2,2,0.098,6.466,13.323,4.912,0,0,0,0.0,0,0.0,1.067,0.917,14504.0,1.061,0.333,6,14,2,1.505,0.186,0.932,5.371,28.849,5.388,0.39,0.01,120.107,28406.2,3.672,0.042,13,3.138,4.471,14.1,14,0.25,0.333,0.333,0,0.83,-0.051,3.032,2.163,1,259.717,1.981,1.981,94.229,94.229,1.211,1.185,20.761,20.761,20.761
4.846,0.048,0.0,7,0.214,2,3,0.0,0.0,0.017,3,0,0,-0.134,5.729,12.341,0.0,0,0,0,0.0,0,0.0,0.922,1.13,14311.0,0.913,0.667,4,13,1,1.552,0.228,1.241,5.419,29.366,5.141,0.572,0.022,126.351,30623.9,3.82,0.09,12,3.013,3.578,15.333,7,0.517,0.39,0.39,0,0.83,0.071,2.961,2.086,5,158.552,1.879,1.879,87.499,87.499,1.018,0.899,21.491,21.491,21.491
5.589,-0.048,3.049,1,0.136,4,8,54.706,54.706,0.009,12,1,0,0.012,6.084,12.67,0.0,0,0,0,0.0,0,0.0,1.246,0.951,14741.0,1.042,0.5,7,8,2,1.575,0.141,1.019,4.458,19.875,5.288,0.365,0.015,128.729,26490.7,3.793,0.285,6,3.221,4.034,15.314,9,0.334,0.525,0.525,1,0.83,-0.093,2.975,2.045,2,130.291,2.076,2.076,98.087,98.087,1.006,1.033,20.69,20.69,20.69
7.847,-0.077,3.095,2,0.122,4,12,54.706,54.706,0.009,16,1,0,0.023,7.084,14.67,0.0,0,0,0,0.0,0,0.0,1.274,0.944,22825.0,0.995,0.5,7,12,2,1.543,0.124,0.998,6.407,41.046,5.5,0.298,0.014,147.176,43151.3,3.795,0.618,8,3.319,5.034,17.314,13,0.299,0.714,0.714,0,0.5,-0.041,3.215,2.045,2,161.545,2.438,2.438,111.671,111.671,1.055,1.091,23.518,23.518,23.518
8.246,-0.083,3.1,2,0.118,4,13,54.706,54.706,0.009,17,1,0,0.025,7.334,15.17,0.0,0,0,0,0.0,0,0.0,1.28,0.944,25206.0,0.992,0.5,7,12,2,1.536,0.121,0.995,6.863,47.099,5.546,0.286,0.014,151.777,48211.2,3.795,0.618,9,3.334,5.284,17.814,14,0.292,0.828,0.828,0,0.5,-0.035,3.246,2.046,2,169.507,2.502,2.502,114.987,114.987,1.066,1.103,24.225,24.225,24.225
7.634,-0.103,3.118,2,0.087,7,16,54.706,54.706,0.007,20,1,0,0.044,8.002,16.534,0.0,0,0,0,0.0,0,0.0,1.292,0.932,28391.0,0.987,0.5,7,17,2,1.501,0.112,0.984,7.567,57.261,5.694,0.295,0.009,160.775,55798.9,3.795,0.757,12,3.316,6.054,18.6,14,0.237,0.963,0.963,0,0.5,-0.03,3.248,2.094,1,160.037,2.751,2.751,117.838,117.838,1.147,1.177,25.899,25.899,25.899
7.924,-0.07,0.0,1,0.115,2,8,69.593,69.593,0.011,11,0,0,0.108,5.024,10.494,0.0,0,0,0,0.0,0,0.0,1.104,0.856,6693.0,1.007,0.333,6,9,2,1.45,0.171,0.871,4.378,19.169,5.156,0.551,0.015,100.689,12159.9,3.663,-0.63,6,2.918,3.597,11.814,8,0.312,-0.303,-0.303,0,1.0,-0.028,2.835,2.045,2,92.041,0.256,0.256,72.201,72.201,1.067,1.069,16.681,16.681,16.681
7.347,-0.046,0.0,0,0.128,4,10,73.391,73.391,0.011,14,0,0,0.099,7.654,15.919,0.0,0,0,0,0.0,0,0.0,1.034,0.856,30509.0,1.063,0.333,12,18,4,1.501,0.201,0.871,7.766,60.308,5.504,0.256,0.016,155.596,55317.7,3.912,1.158,11,3.354,5.11,18.829,9,0.333,1.113,1.113,0,0.5,-0.108,3.288,2.048,4,333.832,3.202,3.202,106.544,106.544,0.96,0.964,26.413,26.413,26.413
6.772,-0.057,3.068,1,0.132,4,9,54.706,54.706,0.009,13,1,0,0.016,6.334,13.17,0.0,0,0,0,0.0,0,0.0,1.254,0.949,16554.0,1.007,0.5,7,10,2,1.567,0.136,1.012,5.038,25.382,5.345,0.345,0.016,133.373,30147.7,3.794,0.359,8,3.256,4.284,15.814,10,0.325,0.618,0.618,0,0.5,-0.063,3.049,2.045,2,138.011,2.244,2.244,101.538,101.538,1.019,1.049,21.397,21.397,21.397
6.726,-0.037,0.0,1,0.13,2,5,69.593,69.593,0.012,8,0,0,0.119,4.274,8.994,0.0,0,0,0,0.0,0,0.0,1.052,0.836,4184.0,1.029,0.333,6,9,2,1.471,0.196,0.852,3.01,9.058,4.93,0.709,0.017,86.886,7206.77,3.608,-1.204,5,2.83,2.847,10.314,5,0.355,-0.872,-0.872,0,1.0,-0.069,2.535,2.045,2,72.74,-0.741,-0.741,62.239,62.239,0.989,0.994,14.56,14.56,14.56
7.337,-0.101,0.0,1,0.071,5,11,69.593,69.593,0.007,14,0,0,0.123,5.692,11.858,0.0,0,0,0,0.0,0,0.0,1.135,0.861,8066.0,1.006,0.333,6,14,2,1.405,0.155,0.891,5.082,25.831,5.367,0.57,0.009,109.687,15164.1,3.666,-0.281,9,3.101,4.367,12.6,8,0.23,0.0,0.0,0,1.0,-0.021,2.885,2.094,1,88.553,0.814,0.814,75.332,75.332,1.223,1.187,18.355,18.355,18.355
5.959,-0.065,0.0,0,0.089,6,6,36.695,36.695,0.005,8,0,0,0.052,5.292,10.989,0.0,0,0,0,0.0,0,0.0,1.012,0.909,6885.0,1.031,0.5,7,17,2,1.459,0.228,0.95,5.484,30.073,5.117,0.636,0.012,103.038,11553.1,3.829,-0.629,9,2.795,3.436,12.2,2,0.248,-0.169,-0.169,0,0.83,-0.089,2.747,2.082,1,71.989,1.259,1.259,63.234,63.234,1.091,1.062,17.673,17.673,17.673
7.587,-0.071,3.088,2,0.125,4,11,54.706,54.706,0.009,15,1,0,0.021,6.834,14.17,0.0,0,0,0,0.0,0,0.0,1.267,0.945,20592.0,0.999,0.5,7,12,2,1.551,0.128,1.002,5.951,35.408,5.451,0.311,0.015,142.575,38463.6,3.795,0.618,8,3.302,4.784,16.814,12,0.306,0.618,0.618,0,0.5,-0.048,3.173,2.045,2,153.64,2.388,2.388,108.326,108.326,1.044,1.078,22.811,22.811,22.811
7.301,-0.134,0.0,5,0.184,4,4,49.683,49.683,0.015,4,0,2,0.053,3.098,6.539,4.649,0,0,0,0.0,0,0.0,1.023,0.878,2087.0,1.09,0.333,6,7,2,1.554,0.217,0.892,4.119,16.965,4.523,1.016,0.02,71.348,3163.09,3.667,-2.024,5,2.601,1.901,8.729,0,0.468,-1.473,-1.473,0,0.83,-0.147,2.33,2.147,3,94.171,-2.14,-2.14,45.756,45.756,0.82,0.833,11.361,11.361,11.361
6.602,-0.125,3.768,6,0.114,8,13,51.582,51.582,0.009,15,1,4,0.135,7.915,16.503,9.93,0,0,0,0.0,0,0.0,1.125,0.839,30764.0,1.102,0.333,12,30,4,1.569,0.181,0.861,10.582,111.981,5.563,0.277,0.014,168.129,56867.4,4.033,1.25,23,3.531,5.48,19.962,10,0.319,1.247,1.247,0,0.33,-0.115,3.32,2.152,4,640.876,3.241,3.241,108.873,108.873,1.008,0.997,27.173,27.173,27.173
5.38,0.139,0.0,0,0.177,3,4,3.124,3.124,0.012,7,0,0,-0.12,5.286,11.379,0.0,0,0,0,0.0,0,0.0,0.99,1.128,10824.0,0.939,0.75,5,11,1,1.537,0.217,1.161,4.57,20.882,5.193,0.45,0.018,112.114,19311.7,3.86,-0.114,11,2.899,3.557,13.4,6,0.41,0.259,0.259,1,1.0,0.031,2.866,2.068,2,0.0,1.256,1.256,76.799,76.799,0.923,0.926,19.342,19.342,19.342
6.418,-0.049,0.0,1,0.125,2,6,69.593,69.593,0.012,9,0,0,0.116,4.524,9.494,0.0,0,0,0,0.0,0,0.0,1.071,0.843,4923.0,1.02,0.333,6,9,2,1.464,0.187,0.859,3.466,12.012,5.011,0.649,0.017,91.487,8647.19,3.626,-1.121,5,2.864,3.097,10.814,6,0.338,-0.703,-0.703,0,1.0,-0.052,2.665,2.045,2,78.984,-0.506,-0.506,65.605,65.605,1.018,1.022,15.267,15.267,15.267
7.347,-0.122,3.82,5,0.116,8,12,51.582,51.582,0.01,14,1,4,0.135,7.665,16.003,9.928,0,0,0,0.0,0,0.0,1.117,0.838,27823.0,1.099,0.333,12,30,4,1.582,0.186,0.861,10.126,102.534,5.517,0.294,0.015,163.528,50919.1,4.028,1.174,22,3.492,5.23,19.462,9,0.323,1.247,1.247,0,0.5,-0.118,3.278,2.163,4,605.524,3.202,3.202,105.577,105.577,0.997,0.984,26.466,26.466,26.466
7.456,-0.13,3.835,5,0.083,8,13,51.582,51.582,0.007,15,1,4,0.119,7.739,16.146,9.981,0,0,0,0.0,0,0.0,1.11,0.864,27582.0,1.145,0.333,12,29,4,1.555,0.187,0.894,9.253,85.624,5.565,0.273,0.011,158.519,49169.3,4.025,1.246,27,3.282,5.513,18.533,10,0.262,1.247,1.247,0,0.33,-0.138,3.105,2.163,2,605.348,3.121,3.121,97.492,97.492,1.104,1.067,26.225,26.225,26.225
7.276,-0.064,3.079,2,0.129,4,10,54.706,54.706,0.01,14,1,0,0.019,6.584,13.67,0.0,0,0,0,0.0,0,0.0,1.261,0.947,18503.0,1.004,0.5,7,12,2,1.558,0.132,1.007,5.494,30.187,5.4,0.327,0.015,137.974,34133.9,3.794,0.494,8,3.282,4.534,16.314,11,0.314,0.618,0.618,0,0.5,-0.056,3.118,2.045,2,145.794,2.334,2.334,104.95,104.95,1.031,1.064,22.104,22.104,22.104
4.99,-0.006,0.0,0,0.143,2,3,69.593,69.593,0.015,6,0,0,0.124,3.774,7.994,0.0,0,0,0,0.0,0,0.0,1.01,0.82,2978.0,1.088,0.333,6,7,2,1.49,0.216,0.837,1.973,3.894,4.746,0.851,0.019,77.641,4889.34,3.599,-1.527,4,2.605,2.347,9.314,3,0.389,-1.187,-1.187,0,1.0,-0.138,2.481,2.044,2,60.937,-1.206,-1.206,55.327,55.327,0.919,0.926,13.146,13.146,13.146
8.137,-0.056,6.67,4,0.115,4,4,61.091,61.091,0.008,8,2,2,0.12,4.966,10.323,4.826,0,0,0,0.0,0,0.0,0.967,0.895,6606.0,1.131,0.333,6,6,2,1.556,0.233,0.893,2.904,8.433,5.003,0.566,0.013,92.194,11939.8,3.651,-0.87,8,2.946,2.971,11.1,8,0.303,-0.445,-0.445,0,1.0,-0.13,2.711,2.163,1,176.577,0.119,0.119,73.735,73.735,1.097,1.08,16.518,16.518,16.518
6.745,-0.144,7.574,11,0.114,8,13,69.593,69.593,0.009,15,2,4,0.116,7.915,16.503,9.899,0,0,0,0.0,0,0.0,1.066,0.853,30764.0,1.041,0.333,12,29,4,1.502,0.192,0.866,9.849,97.003,5.598,0.277,0.014,165.416,56867.4,4.024,1.25,20,3.402,5.542,19.529,10,0.319,1.247,1.247,0,0.33,-0.08,3.292,2.163,4,640.876,3.241,3.241,106.656,106.656,1.013,1.011,27.173,27.173,27.173
6.149,-0.06,0.0,1,0.12,2,7,69.593,69.593,0.011,10,0,0,0.112,4.774,9.994,0.0,0,0,0,0.0,0,0.0,1.088,0.85,5758.0,1.013,0.333,6,9,2,1.455,0.179,0.865,3.922,15.382,5.086,0.596,0.016,96.088,10293.7,3.646,-0.919,5,2.885,3.347,11.314,7,0.324,-0.431,-0.431,0,1.0,-0.038,2.768,2.045,2,85.424,-0.11,-0.11,68.923,68.923,1.044,1.047,15.974,15.974,15.974
7.83,-0.111,7.066,6,0.091,4,11,61.091,61.091,0.006,15,2,2,0.092,6.716,13.823,4.919,0,0,0,0.0,0,0.0,1.08,0.922,16245.0,1.071,0.333,6,15,2,1.499,0.181,0.949,5.434,29.523,5.439,0.372,0.01,124.972,32177.7,3.674,0.186,14,3.175,4.721,14.6,15,0.243,0.469,0.469,0,0.83,-0.055,3.052,2.163,1,274.359,2.163,2.163,97.517,97.517,1.223,1.198,21.468,21.468,21.468
7.273,-0.142,0.0,6,0.139,4,3,49.683,49.683,0.009,3,0,2,0.033,2.985,6.356,4.587,0,0,0,0.0,0,0.0,0.937,0.925,1798.0,1.136,0.333,6,5,2,1.507,0.235,0.989,1.688,2.85,4.569,1.058,0.013,63.253,2591.95,3.648,-2.201,6,2.471,1.875,7.633,0,0.382,-1.529,-1.529,0,0.83,-0.227,1.985,2.158,1,85.609,-3.024,-3.024,43.798,43.798,1.083,0.999,10.914,10.914,10.914
7.398,-0.122,3.835,4,0.09,8,10,51.582,51.582,0.006,12,1,4,0.118,6.989,14.646,9.978,0,0,0,0.0,0,0.0,1.08,0.859,19943.0,1.184,0.333,12,24,4,1.579,0.203,0.894,7.885,62.168,5.421,0.333,0.012,144.716,34322.0,4.024,0.982,26,3.138,4.763,17.033,7,0.274,1.247,1.247,0,0.5,-0.19,3.056,2.163,2,501.402,2.902,2.902,88.001,88.001,1.073,1.027,24.104,24.104,24.104
5.456,0.439,2.473,2,0.25,1,1,24.259,24.259,0.021,2,1,0,-0.151,3.333,7.283,0.0,0,0,0,0.0,0,0.0,0.947,1.207,3227.0,1.36,0.333,6,0,2,1.605,0.216,1.298,2.35,5.524,4.819,0.867,0.029,78.396,5586.97,3.564,-1.524,2,2.679,2.399,9.367,2,0.589,-1.0,-1.0,1,1.0,-0.331,2.583,1.995,2,0.0,-1.876,-1.876,62.063,62.063,0.669,0.696,13.126,13.126,13.126
4.699,-0.138,7.494,12,0.141,8,13,69.593,69.593,0.011,15,2,4,0.132,8.09,16.86,9.847,0,0,0,0.0,0,0.0,1.082,0.831,34218.0,1.005,0.333,12,30,4,1.519,0.187,0.835,11.178,124.943,5.596,0.279,0.017,175.025,65416.9,4.033,1.253,16,3.585,5.51,20.957,10,0.368,1.405,1.405,0,0.33,-0.056,3.402,2.153,6,676.405,3.407,3.407,113.96,113.96,0.919,0.946,28.12,28.12,28.12
5.519,0.036,3.343,1,0.167,3,4,21.135,21.135,0.016,7,1,0,0.029,4.448,9.767,0.0,0,1,0,0.0,1,2.611,1.057,0.959,5195.0,0.868,0.5,3,9,1,1.475,0.194,1.017,4.767,22.72,5.014,0.746,0.016,92.69,10252.4,3.585,-1.155,6,2.851,3.424,10.967,8,0.406,-0.776,-0.776,0,1.0,0.065,2.767,1.995,1,0.0,-0.216,-0.216,68.199,68.199,1.043,1.028,15.801,15.801,15.801
6.42,-0.119,0.0,0,0.083,8,13,33.571,33.571,0.007,15,0,4,0.139,7.739,16.146,10.012,0,0,0,0.0,0,0.0,1.173,0.85,27582.0,1.21,0.333,12,30,4,1.622,0.175,0.887,9.986,99.728,5.529,0.273,0.011,161.232,49169.3,4.034,1.246,30,3.423,5.45,18.967,10,0.262,1.247,1.247,0,0.33,-0.176,3.111,2.141,2,605.348,3.121,3.121,97.275,97.275,1.089,1.05,26.225,26.225,26.225
4.699,0.291,0.0,0,0.182,3,2,6.249,6.249,0.018,4,0,0,-0.087,3.72,8.316,0.0,0,1,0,0.0,1,2.673,0.991,1.096,3557.0,1.003,0.5,3,6,1,1.531,0.224,1.191,3.974,15.79,4.789,0.951,0.023,84.112,6936.23,3.478,-1.377,4,2.774,2.689,9.967,5,0.454,-0.916,-0.916,2,1.0,-0.042,2.615,1.994,1,0.0,-0.888,-0.888,61.735,61.735,0.795,0.82,14.069,14.069,14.069
4.27,0.119,3.332,1,0.174,3,4,21.135,21.135,0.017,6,1,0,-0.052,4.303,9.249,0.0,0,1,0,0.0,1,2.604,1.028,1.051,4664.0,0.884,0.5,3,6,1,1.49,0.204,1.129,4.418,19.516,4.924,0.742,0.019,87.942,9013.55,3.567,-1.16,5,2.789,3.024,10.467,7,0.422,-0.858,-0.858,0,1.0,0.066,2.63,1.992,1,0.0,-0.542,-0.542,64.986,64.986,0.983,0.982,14.93,14.93,14.93
6.102,0.291,0.0,0,0.182,3,2,6.249,6.249,0.019,4,0,0,-0.087,3.706,8.301,0.0,0,1,0,0.0,1,2.678,0.991,1.096,3697.0,1.037,0.5,3,6,1,1.532,0.224,1.191,3.974,15.79,4.789,0.885,0.021,84.112,7177.83,3.48,-1.375,5,2.775,2.689,9.967,5,0.466,-0.911,-0.911,0,1.0,-0.067,2.617,1.993,1,0.0,-0.894,-0.894,61.735,61.735,0.795,0.82,14.069,14.069,14.069
5.255,0.037,3.355,1,0.154,9,7,21.135,21.135,0.012,8,1,0,-0.056,4.698,9.974,0.0,0,1,0,0.0,1,2.62,1.03,1.048,6439.0,0.85,0.667,4,8,1,1.525,0.186,1.105,4.947,24.476,5.124,0.595,0.019,95.083,11525.6,3.757,-1.0,5,2.866,3.324,11.467,5,0.39,-0.749,-0.749,0,1.0,0.083,2.801,2.044,1,0.0,0.338,0.338,69.543,69.543,1.057,1.046,16.422,16.422,16.422
4.78,0.082,3.33,1,0.154,3,2,21.135,21.135,0.012,3,1,0,-0.103,4.698,9.974,0.0,0,1,0,0.0,1,2.602,0.922,1.064,6439.0,0.902,0.667,4,8,1,1.525,0.266,1.13,4.666,21.768,4.825,0.595,0.019,93.847,11525.6,3.829,-1.004,5,2.758,2.585,11.467,5,0.39,-0.749,-0.749,0,1.0,0.056,2.687,2.016,2,0.0,0.338,0.338,63.338,63.338,0.95,0.945,16.422,16.422,16.422
5.004,0.173,0.0,1,0.2,3,2,36.022,36.022,0.012,2,0,0,-0.102,4.122,8.903,0.0,0,0,0,0.0,0,0.0,0.907,1.078,5832.0,0.896,0.667,4,4,1,1.551,0.26,1.154,3.025,9.152,4.775,0.591,0.022,87.955,10101.3,3.83,-1.158,0,2.732,2.432,10.8,4,0.47,-0.686,-0.686,0,1.0,0.067,2.687,2.019,3,0.0,-0.372,-0.372,65.077,65.077,0.871,0.852,15.455,15.455,15.455
7.268,0.212,0.0,1,0.194,3,2,36.022,36.022,0.02,3,0,0,-0.031,2.95,6.51,0.0,0,0,0,0.0,0,0.0,0.989,1.039,2069.0,0.86,0.5,3,2,1,1.532,0.214,1.155,1.814,3.29,4.63,0.982,0.023,66.462,3569.2,3.439,-1.903,0,2.484,2.225,7.967,3,0.474,-1.565,-1.565,0,1.0,0.057,2.365,1.985,1,0.0,-2.841,-2.841,52.361,52.361,0.92,0.905,11.284,11.284,11.284
6.509,0.176,3.303,2,0.167,3,2,21.135,21.135,0.016,4,1,0,-0.039,3.714,8.18,0.0,0,1,0,0.0,1,2.586,0.984,1.029,3218.0,0.904,0.5,3,6,1,1.503,0.226,1.127,3.438,11.818,4.739,0.925,0.022,78.817,6091.37,3.447,-1.483,4,2.699,2.531,9.467,5,0.422,-1.157,-1.157,0,1.0,0.037,2.524,1.989,1,0.0,-1.483,-1.483,58.439,58.439,0.906,0.91,13.569,13.569,13.569
5.824,0.176,3.315,1,0.19,3,2,21.135,21.135,0.02,4,1,0,-0.069,3.714,8.119,0.0,0,1,0,0.0,1,2.592,0.983,1.058,3442.0,0.846,0.5,3,6,1,1.501,0.225,1.133,3.438,11.818,4.739,0.819,0.021,78.817,6429.6,3.458,-1.471,5,2.694,2.524,9.467,5,0.452,-1.137,-1.137,0,1.0,0.105,2.557,1.989,1,0.0,-1.675,-1.675,58.439,58.439,0.906,0.91,13.516,13.516,13.516
