pXC50,Me,nH,AMW,nN,nDB,N.,nHet,nC,H.,C.,nCsp2,nCsp3,nHM,nS,Si,Sv,nAT,RBN,Sp,RBF,Mi,nBO,SCBO,nSK,Mv,X.,nAB,nBT,MW,Se
5.289,1.046,9,10.157,2,2,6.7,7,14,30.0,46.7,14,0,1,0,33.439,21.837,30,1,21.733,0.031,1.115,23,31.0,21,0.728,3.3,12,32,304.7,31.371
7.721,1.049,8,11.111,0,1,0.0,6,14,28.6,50.0,13,1,2,0,30.802,21.148,28,0,21.341,0.0,1.1,22,29.0,20,0.755,7.1,12,30,311.12,29.375
7.658,1.041,10,10.489,0,1,0.0,6,15,32.3,48.4,13,2,2,0,34.217,22.675,31,0,23.102,0.0,1.104,23,30.0,21,0.731,6.5,12,33,325.15,32.258
5.345,1.014,14,8.066,2,2,5.7,5,16,40.0,45.7,14,2,0,0,39.116,23.348,35,2,23.943,0.054,1.118,23,31.0,21,0.667,0.0,12,37,282.32,35.487
5.065,1.025,10,8.768,2,2,6.9,5,14,34.5,48.3,14,0,0,0,32.286,20.294,29,1,20.421,0.032,1.113,21,29.0,19,0.7,0.0,12,31,254.26,29.72
5.136,1.018,16,8.009,2,2,5.1,6,17,41.0,43.6,14,3,0,0,43.741,25.59,39,3,26.159,0.073,1.122,25,33.0,23,0.656,0.0,12,41,312.35,39.698
5.839,1.015,10,8.379,0,1,0.0,3,14,37.0,51.9,13,1,0,0,29.704,18.778,27,0,19.171,0.0,1.1,19,26.0,17,0.695,0.0,12,29,226.24,27.4
6.68,0.979,30,5.934,0,1,0.0,2,21,56.6,39.6,2,17,0,0,59.647,30.332,53,1,33.33,0.018,1.125,26,29.0,23,0.572,0.0,0,56,314.51,51.909
6.525,1.035,9,9.908,3,2,10.3,7,13,31.0,44.8,13,0,1,1,32.289,20.976,29,1,21.313,0.032,1.113,22,30.0,20,0.723,0.0,12,31,287.32,30.015
6.264,0.981,28,6.01,0,3,0.0,2,20,56.0,40.0,5,15,0,0,56.232,28.805,50,1,31.569,0.019,1.125,25,28.0,22,0.576,0.0,0,53,300.48,49.025
5.812,1.001,12,8.656,0,0,0.0,3,16,38.7,51.6,16,0,1,1,33.83,21.778,31,2,23.125,0.061,1.091,21,29.5,19,0.703,0.0,17,33,268.35,31.033
7.31,0.993,22,6.782,0,0,0.0,3,19,50.0,43.2,12,7,0,0,49.195,26.939,44,2,28.739,0.043,1.118,24,30.0,22,0.612,0.0,12,46,298.41,43.702
7.347,0.998,18,7.114,0,0,0.0,3,17,47.4,44.7,12,5,0,0,42.365,23.886,38,0,25.216,0.0,1.115,22,28.0,20,0.629,0.0,12,40,270.35,37.934
7.357,1.017,11,10.639,0,1,0.0,4,15,36.7,50.0,13,2,1,0,32.961,21.33,30,0,22.284,0.0,1.099,21,28.0,19,0.711,3.3,12,32,319.16,30.513
7.585,1.008,15,9.709,0,2,0.0,4,18,40.5,48.6,15,3,1,0,40.791,25.384,37,2,26.807,0.051,1.102,24,32.0,22,0.686,2.7,12,39,359.23,37.28
7.699,1.005,14,7.706,0,1,0.0,3,16,42.4,48.5,13,3,0,0,36.535,21.832,33,0,22.693,0.0,1.107,21,28.0,19,0.662,0.0,12,35,254.3,33.167
7.456,1.001,16,7.577,0,2,0.0,3,18,43.2,48.6,15,3,0,0,40.95,24.359,37,2,25.455,0.051,1.107,23,31.0,21,0.658,0.0,12,39,280.34,37.051
6.745,1.08,5,12.603,0,1,0.0,7,13,20.0,52.0,13,0,2,0,27.726,20.005,25,0,19.517,0.0,1.109,22,29.0,20,0.8,12.0,12,27,315.08,27.004
6.678,0.983,29,7.334,0,2,0.0,3,20,55.8,38.5,4,16,1,0,58.488,30.357,52,1,33.682,0.018,1.125,26,28.0,23,0.584,1.9,0,55,381.39,51.138
6.019,1.021,13,8.332,1,2,2.9,5,16,38.2,47.1,14,2,0,0,37.827,23.041,34,1,23.392,0.028,1.113,23,31.0,21,0.678,0.0,12,36,283.3,34.713
5.886,0.984,32,5.938,0,2,0.0,3,21,57.1,37.5,4,17,0,0,63.271,31.573,56,2,34.546,0.034,1.13,27,29.0,24,0.564,0.0,0,59,332.53,55.12
7.556,0.978,32,5.755,0,2,0.0,2,21,58.2,38.2,4,17,0,0,62.062,30.858,55,1,34.091,0.017,1.128,26,28.0,23,0.561,0.0,0,58,316.53,53.792
7.745,1.049,8,11.111,0,1,0.0,6,14,28.6,50.0,13,1,2,0,30.802,21.148,28,0,21.341,0.0,1.1,22,29.0,20,0.755,7.1,12,30,311.12,29.375
7.086,1.036,10,8.905,0,1,0.0,5,14,34.5,48.3,13,1,0,0,32.123,20.208,29,0,20.08,0.0,1.108,21,28.0,19,0.697,0.0,12,31,258.24,30.055
7.854,1.015,14,7.95,0,1,0.0,4,16,41.2,47.1,13,3,0,0,37.744,22.547,34,1,23.148,0.028,1.11,22,29.0,20,0.663,0.0,12,36,270.3,34.494
8.265,1.02,12,8.267,0,1,0.0,4,15,38.7,48.4,13,2,0,0,34.329,21.02,31,0,21.386,0.0,1.107,21,28.0,19,0.678,0.0,12,33,256.27,31.611
7.032,1.009,12,8.009,0,1,0.0,3,15,40.0,50.0,13,2,0,0,33.119,20.305,30,0,20.932,0.0,1.104,20,27.0,18,0.677,0.0,12,32,240.27,30.284
6.511,1.02,12,8.267,0,1,0.0,4,15,38.7,48.4,13,2,0,0,34.329,21.02,31,1,21.386,0.03,1.107,21,28.0,19,0.678,0.0,12,33,256.27,31.611
7.921,0.992,16,7.209,0,1,0.0,2,17,45.7,48.6,14,3,0,0,38.74,22.644,35,1,24.0,0.027,1.107,21,28.0,19,0.647,0.0,12,37,252.33,34.723
5.024,1.036,12,8.923,2,3,5.7,7,16,34.3,45.7,15,1,0,0,39.12,24.251,35,3,24.091,0.081,1.118,25,34.0,23,0.693,0.0,12,37,312.3,36.258
4.769,1.018,12,8.494,2,3,6.1,5,16,36.4,48.5,16,0,0,0,36.701,22.821,33,2,23.182,0.057,1.112,23,32.0,21,0.692,0.0,12,35,280.3,33.604
7.174,1.034,9,11.469,0,1,0.0,5,14,32.1,50.0,13,1,1,0,30.755,20.518,28,0,20.977,0.0,1.098,21,28.0,19,0.733,3.6,12,30,321.13,28.956
5.235,1.037,9,13.205,2,2,6.7,7,14,30.0,46.7,14,0,1,0,33.216,22.326,30,1,23.534,0.031,1.107,23,31.0,21,0.744,3.3,12,32,396.15,31.116
5.535,1.035,10,9.009,2,2,6.7,6,14,33.3,46.7,14,0,0,0,33.495,21.009,30,1,20.875,0.031,1.117,22,30.0,20,0.7,0.0,12,32,270.26,31.047
4.944,1.028,12,8.615,2,2,6.1,6,15,36.4,45.5,14,1,0,0,36.91,22.536,33,1,22.636,0.029,1.118,23,31.0,21,0.683,0.0,12,35,284.29,33.931
6.932,1.015,14,7.95,0,1,0.0,4,16,41.2,47.1,13,3,0,0,37.744,22.547,34,1,23.148,0.028,1.11,22,29.0,20,0.663,0.0,12,36,270.3,34.494
4.133,1.031,9,9.309,3,2,10.0,6,15,30.0,50.0,14,0,0,0,33.369,21.789,30,1,21.665,0.031,1.112,23,33.0,21,0.726,0.0,12,32,279.27,30.938
5.835,1.007,14,8.525,2,2,5.7,5,16,40.0,45.7,14,2,1,1,38.827,23.82,35,2,25.137,0.054,1.109,23,31.0,21,0.681,0.0,12,37,298.39,35.236
8.174,1.015,14,7.95,0,1,0.0,4,16,41.2,47.1,13,3,0,0,37.744,22.547,34,0,23.148,0.0,1.11,22,29.0,20,0.663,0.0,12,36,270.3,34.494
6.487,1.009,12,8.009,0,1,0.0,3,15,40.0,50.0,13,2,0,0,33.119,20.305,30,0,20.932,0.0,1.104,20,27.0,18,0.677,0.0,12,32,240.27,30.284
6.682,1.009,12,8.138,0,2,0.0,3,16,38.7,51.6,15,1,0,0,34.119,21.305,31,1,21.932,0.03,1.101,21,29.0,19,0.687,0.0,12,33,252.28,31.284
7.174,1.02,12,8.267,0,1,0.0,4,15,38.7,48.4,13,2,0,0,34.329,21.02,31,0,21.386,0.0,1.107,21,28.0,19,0.678,0.0,12,33,256.27,31.611
6.59,1.046,9,10.157,2,2,6.7,7,14,30.0,46.7,14,0,1,0,33.439,21.837,30,1,21.733,0.031,1.115,23,31.0,21,0.728,3.3,12,32,304.7,31.371
6.489,1.021,12,9.102,2,2,6.1,6,15,36.4,45.5,14,1,1,1,36.621,23.008,33,1,23.83,0.029,1.11,23,31.0,21,0.697,0.0,12,35,300.36,33.68
7.244,1.012,13,10.097,0,1,0.0,4,16,39.4,48.5,13,3,1,0,36.376,22.857,33,0,24.046,0.0,1.102,22,29.0,20,0.693,3.0,12,35,333.19,33.396
7.31,1.026,10,8.651,0,1,0.0,4,14,35.7,50.0,13,1,0,0,30.914,19.493,28,0,19.625,0.0,1.104,20,27.0,18,0.696,0.0,12,30,242.24,28.727
7.569,1.02,12,8.267,0,1,0.0,4,15,38.7,48.4,13,2,0,0,34.329,21.02,31,0,21.386,0.0,1.107,21,28.0,19,0.678,0.0,12,33,256.27,31.611
5.385,1.027,11,8.686,3,2,9.7,6,14,35.5,45.2,14,0,0,0,34.784,21.316,31,1,21.426,0.03,1.122,22,30.0,20,0.688,0.0,12,33,269.28,31.822
5.594,1.037,9,13.205,2,2,6.7,7,14,30.0,46.7,14,0,1,0,33.216,22.326,30,1,23.534,0.031,1.107,23,31.0,21,0.744,3.3,12,32,396.15,31.116
6.683,1.019,12,8.384,2,2,6.3,5,15,37.5,46.9,14,1,0,0,35.701,21.821,32,1,22.182,0.029,1.116,22,30.0,20,0.682,0.0,12,34,268.29,32.604
5.429,1.036,10,9.753,2,2,6.5,7,14,32.3,45.2,14,0,1,1,34.415,22.196,31,1,22.523,0.03,1.11,23,31.0,21,0.716,0.0,12,33,302.33,32.124
7.62,1.032,8,14.223,0,1,0.0,5,14,29.6,51.9,13,1,2,0,29.387,20.829,27,0,21.875,0.0,1.088,21,28.0,19,0.771,7.4,12,29,384.02,27.858
4.287,1.044,9,9.353,3,2,10.3,7,13,31.0,44.8,13,0,0,0,32.578,20.504,29,1,20.119,0.032,1.123,22,30.0,20,0.707,0.0,12,31,271.25,30.265
8.097,0.998,18,7.114,0,0,0.0,3,17,47.4,44.7,12,5,0,0,42.365,23.886,38,1,25.216,0.025,1.115,22,28.0,20,0.629,0.0,12,40,270.35,37.934
6.509,1.009,12,8.138,0,2,0.0,3,16,38.7,51.6,15,1,0,0,34.119,21.305,31,1,21.932,0.03,1.101,21,29.0,19,0.687,0.0,12,33,252.28,31.284
7.796,1.01,16,7.685,0,1,0.0,4,17,43.2,45.9,13,4,0,0,41.159,24.074,37,1,24.909,0.026,1.112,23,30.0,21,0.651,0.0,12,39,284.33,37.378
5.492,1.018,16,8.009,2,2,5.1,6,17,41.0,43.6,14,3,0,0,43.741,25.59,39,3,26.159,0.073,1.122,25,33.0,23,0.656,0.0,12,41,312.35,39.698
8.108,1.015,14,7.95,0,1,0.0,4,16,41.2,47.1,13,3,0,0,37.744,22.547,34,1,23.148,0.028,1.11,22,29.0,20,0.663,0.0,12,36,270.3,34.494
7.268,1.044,9,9.294,0,1,0.0,5,14,32.1,50.0,13,1,0,0,31.253,19.877,28,0,19.563,0.0,1.116,21,28.0,19,0.71,3.6,12,30,260.23,29.24
8.495,0.998,18,7.114,0,0,0.0,3,17,47.4,44.7,12,5,0,0,42.365,23.886,38,1,25.216,0.025,1.115,22,28.0,20,0.629,0.0,12,40,270.35,37.934
7.131,1.005,14,7.572,0,0,0.0,3,15,43.8,46.9,12,3,0,0,35.535,20.832,32,0,21.693,0.0,1.11,20,26.0,18,0.651,0.0,12,34,242.29,32.167
8.046,0.998,18,7.114,0,0,0.0,3,17,47.4,44.7,12,5,0,0,42.365,23.886,38,0,25.216,0.0,1.115,22,28.0,20,0.629,0.0,12,40,270.35,37.934
7.337,1.026,10,8.651,0,1,0.0,4,14,35.7,50.0,13,1,0,0,30.914,19.493,28,0,19.625,0.0,1.104,20,27.0,18,0.696,0.0,12,30,242.24,28.727
5.478,1.044,9,9.353,3,2,10.3,7,13,31.0,44.8,13,0,0,0,32.578,20.504,29,1,20.119,0.032,1.123,22,30.0,20,0.707,0.0,12,31,271.25,30.265
4.91,1.04,8,17.401,2,2,6.7,8,14,26.7,46.7,14,0,2,0,32.936,23.643,30,1,26.193,0.031,1.098,24,32.0,22,0.788,6.7,12,32,522.04,31.185
7.678,1.036,11,8.847,0,1,0.0,5,15,35.5,48.4,13,2,0,0,34.669,21.403,31,1,21.324,0.03,1.118,22,29.0,20,0.69,3.2,12,33,274.26,32.124
6.56,1.052,9,9.608,2,2,6.7,7,14,30.0,46.7,14,0,0,0,33.835,21.393,30,1,20.813,0.031,1.128,23,31.0,21,0.713,3.3,12,32,288.25,31.56
4.138,1.03,12,9.305,2,2,5.9,7,15,35.3,44.1,14,1,1,1,37.83,23.723,34,2,24.284,0.056,1.113,24,32.0,22,0.698,0.0,12,36,316.36,35.007
5.033,1.044,10,9.234,2,2,6.5,7,14,32.3,45.2,14,0,0,0,34.704,21.724,31,1,21.33,0.03,1.119,23,31.0,21,0.701,0.0,12,33,286.26,32.375
6.604,1.014,18,7.771,2,2,4.8,6,18,42.9,42.9,14,4,0,0,47.156,27.116,42,4,27.921,0.091,1.123,26,34.0,24,0.646,0.0,12,44,326.38,42.582
6.551,1.044,9,10.144,2,2,6.7,7,14,30.0,46.7,14,0,1,1,33.545,21.865,30,1,22.006,0.031,1.118,23,31.0,21,0.729,3.3,12,32,304.32,31.309
6.085,0.998,18,7.114,0,1,0.0,3,17,47.4,44.7,11,6,0,0,42.365,23.886,38,3,25.216,0.075,1.115,22,28.5,20,0.629,0.0,11,40,270.35,37.934
5.703,1.014,14,8.176,0,1,0.0,4,18,38.9,50.0,17,1,0,0,39.744,24.547,36,4,25.148,0.105,1.104,24,33.5,22,0.682,0.0,17,38,294.32,36.494
5.305,1.025,11,8.821,0,1,0.0,4,17,34.4,53.1,17,0,0,0,35.459,22.689,32,3,22.869,0.088,1.108,23,32.5,21,0.709,3.1,17,34,282.28,32.796
4.873,1.02,12,8.142,0,1,0.0,4,14,40.0,46.7,13,1,0,0,33.329,20.02,30,4,20.386,0.129,1.111,19,26.0,18,0.667,0.0,12,31,244.26,30.611
6.91,1.005,14,7.572,0,1,0.0,3,15,43.8,46.9,13,2,0,0,35.535,20.832,32,5,21.693,0.152,1.11,19,26.0,18,0.651,0.0,12,33,242.29,32.167
5.606,1.029,12,8.508,0,2,0.0,5,15,37.5,46.9,14,1,0,0,35.538,21.735,32,5,21.841,0.152,1.111,21,29.0,20,0.679,0.0,12,33,272.27,32.938
5.066,1.035,9,8.932,0,1,0.0,4,13,34.6,50.0,13,0,0,0,29.044,18.162,26,3,18.108,0.111,1.117,18,25.0,17,0.699,3.8,12,27,232.22,26.913
4.721,1.036,10,8.905,0,2,0.0,5,14,34.5,48.3,14,0,0,0,32.123,20.208,29,4,20.08,0.133,1.108,20,28.0,19,0.697,0.0,12,30,258.24,30.055
4.539,1.023,14,8.18,0,2,0.0,5,16,40.0,45.7,14,2,0,0,38.953,23.262,35,6,23.602,0.167,1.113,22,30.0,21,0.665,0.0,12,36,286.3,35.822
6.421,1.001,16,7.804,0,1,0.0,3,20,41.0,51.3,19,1,0,0,42.95,26.359,39,5,27.455,0.122,1.101,25,35.0,23,0.676,0.0,18,41,304.36,39.051
5.883,1.01,16,7.906,0,1,0.0,4,19,41.0,48.7,17,2,0,0,43.159,26.074,39,5,26.909,0.122,1.107,25,34.5,23,0.669,0.0,17,41,308.35,39.378
5.362,1.016,11,10.724,0,1,0.0,4,17,34.4,53.1,17,0,1,0,34.961,23.33,32,3,24.284,0.088,1.093,23,32.5,21,0.729,3.1,17,34,343.18,32.513
5.049,1.005,14,8.065,0,2,0.0,3,19,38.9,52.8,19,0,0,0,39.535,24.832,36,4,25.693,0.105,1.098,24,34.5,22,0.69,0.0,17,38,290.33,36.167
8.886,1.002,29,7.369,1,1,1.6,6,29,45.3,45.3,20,9,0,0,71.358,40.971,64,5,42.938,0.072,1.115,40,50.0,35,0.64,0.0,18,69,471.59,64.109
5.0,0.998,45,6.955,1,3,1.1,8,39,48.9,42.4,22,17,0,0,103.099,56.615,92,11,59.938,0.113,1.121,52,64.0,47,0.615,0.0,18,97,639.85,91.832
7.693,1.002,29,7.369,1,1,1.6,6,29,45.3,45.3,20,9,0,0,71.358,40.971,64,5,42.938,0.072,1.115,40,50.0,35,0.64,0.0,18,69,471.59,64.109
7.607,1.027,10,9.544,2,2,6.7,6,14,33.3,46.7,14,0,1,1,33.206,21.482,30,1,22.068,0.031,1.107,22,30.0,20,0.716,0.0,12,32,286.33,30.796
4.872,1.046,9,10.157,2,2,6.7,7,14,30.0,46.7,14,0,1,0,33.439,21.837,30,1,21.733,0.031,1.115,23,31.0,21,0.728,3.3,12,32,304.7,31.371
4.0,1.019,18,8.307,2,2,4.3,7,22,38.3,46.8,20,2,0,0,52.365,31.831,47,5,32.375,0.1,1.114,32,44.5,29,0.677,0.0,21,50,390.42,47.909
4.0,1.019,13,10.412,2,2,5.4,6,18,35.1,48.6,18,0,1,0,40.958,26.373,37,3,27.296,0.077,1.107,26,36.5,24,0.713,2.7,17,39,385.23,37.716
8.553,1.03,15,8.43,2,2,5.3,6,17,39.5,44.7,10,7,0,0,43.547,25.122,38,1,25.37,0.024,1.146,26,33.0,23,0.661,7.9,10,41,320.34,39.138
7.398,1.022,19,7.723,0,2,0.0,5,18,45.2,42.9,9,9,0,0,48.005,26.374,42,3,27.097,0.068,1.143,25,30.0,23,0.628,7.1,6,44,324.37,42.912
7.721,0.985,22,6.438,0,2,0.0,2,18,52.4,42.9,9,9,0,0,46.986,25.224,42,3,27.284,0.068,1.119,22,27.0,20,0.601,0.0,6,44,270.4,41.374
8.611,0.982,26,6.218,0,2,0.0,2,20,54.2,41.7,9,11,0,0,53.816,28.278,48,5,30.807,0.1,1.121,24,29.0,22,0.589,0.0,6,50,298.46,47.141
8.398,0.988,22,7.359,0,2,0.0,3,21,47.8,45.7,13,8,1,1,50.906,29.412,46,4,31.932,0.082,1.107,27,34.5,24,0.639,0.0,11,49,338.5,45.451
5.658,0.992,34,7.335,1,2,1.4,5,33,47.2,45.8,21,12,1,0,80.129,45.949,72,7,49.171,0.091,1.113,43,54.0,38,0.638,1.4,18,77,528.13,71.429
8.176,0.988,20,6.962,2,2,4.8,3,19,47.6,45.2,10,9,0,0,46.943,26.499,42,2,28.319,0.043,1.118,26,33.0,22,0.631,0.0,10,46,292.41,41.483
6.681,1.006,18,7.57,2,3,4.9,5,18,43.9,43.9,11,7,0,0,45.946,26.402,41,3,27.466,0.068,1.121,26,34.0,23,0.644,0.0,10,44,310.38,41.254
7.292,0.988,77,6.243,1,4,0.7,9,55,54.6,39.0,12,41,0,0,158.951,81.758,141,13,88.575,0.087,1.127,72,81.0,64,0.58,0.0,6,149,880.33,139.297
7.921,0.986,22,6.692,2,2,4.5,3,19,50.0,43.2,10,9,0,0,49.358,27.026,44,3,29.08,0.064,1.122,25,32.0,22,0.614,0.0,10,47,294.43,43.367
7.886,0.984,24,6.321,0,2,0.0,2,19,53.3,42.2,9,10,0,0,50.401,26.751,45,4,29.046,0.085,1.12,23,28.0,21,0.594,0.0,6,47,284.43,44.258
8.572,0.993,19,8.596,0,2,0.0,3,17,48.7,43.6,9,8,1,0,43.412,24.723,39,3,26.875,0.073,1.113,22,27.0,20,0.634,2.6,6,41,335.26,38.72
8.602,0.999,15,9.601,0,2,0.0,3,19,40.5,51.4,15,4,1,0,40.582,25.669,37,1,27.353,0.025,1.097,25,33.0,22,0.694,2.7,12,40,355.24,36.953
6.745,0.988,35,6.857,1,2,1.4,4,33,48.6,45.8,21,12,0,0,80.185,45.121,72,7,48.313,0.091,1.114,42,53.0,37,0.627,0.0,18,77,493.69,71.105
8.411,0.989,18,7.01,2,2,5.3,3,17,47.4,44.7,10,7,0,0,42.528,23.972,38,1,25.557,0.024,1.119,23,30.0,20,0.631,0.0,10,41,266.37,37.6
7.523,0.981,28,6.127,0,2,0.0,2,21,54.9,41.2,9,12,0,0,57.232,29.805,51,6,32.569,0.113,1.122,25,30.0,23,0.584,0.0,6,53,312.49,50.025
6.845,0.998,29,7.478,1,0,1.6,6,27,46.8,43.5,18,9,1,1,69.069,39.443,62,6,42.131,0.091,1.114,37,46.0,33,0.636,0.0,18,66,463.64,61.858
6.658,1.006,11,8.182,1,1,3.4,3,15,37.9,51.7,14,0,0,0,31.993,20.085,29,2,20.722,0.067,1.103,19,28.0,18,0.693,0.0,12,30,237.27,29.174
6.979,0.998,32,7.375,7,0,10.4,9,26,47.8,38.8,15,11,1,0,76.039,41.54,67,10,44.25,0.141,1.135,39,48.0,35,0.62,1.5,18,71,494.1,66.85
8.257,0.996,28,7.889,2,1,3.0,6,32,42.4,48.5,27,5,1,1,72.942,44.223,66,6,46.921,0.085,1.105,43,58.0,38,0.67,0.0,28,71,520.69,65.749
6.845,0.993,33,6.86,1,0,1.5,5,29,49.3,43.3,18,11,0,0,74.979,41.309,67,6,44.006,0.085,1.119,38,47.0,34,0.617,0.0,18,71,459.63,66.549
7.721,0.996,31,7.349,1,0,1.5,6,28,47.7,43.1,18,10,1,1,72.484,40.97,65,7,43.892,0.101,1.115,38,47.0,34,0.63,0.0,18,69,477.67,64.741
7.753,0.984,31,6.671,1,0,1.6,3,28,50.0,45.2,18,10,0,0,69.145,38.353,62,6,41.336,0.091,1.115,35,44.0,31,0.619,0.0,18,66,413.6,61.01
8.854,0.989,20,7.299,2,2,4.4,3,22,44.4,48.9,16,6,0,0,49.943,29.499,45,2,31.319,0.041,1.11,29,39.0,25,0.656,0.0,16,49,328.44,44.483
6.252,1.0,19,7.698,2,2,4.4,4,22,42.2,48.9,16,6,0,0,50.283,29.882,45,2,31.256,0.041,1.117,30,40.0,26,0.664,2.2,16,49,346.43,44.996
7.824,0.99,18,7.259,0,2,0.0,2,20,45.0,50.0,15,5,0,0,44.156,26.171,40,1,27.762,0.023,1.104,25,33.0,22,0.654,0.0,12,43,290.38,39.607
6.029,0.995,14,7.143,0,2,0.0,2,14,46.7,46.7,9,5,0,0,33.325,19.117,30,0,20.239,0.0,1.111,18,23.0,16,0.637,0.0,6,32,214.28,29.84
8.824,0.993,19,8.596,0,2,0.0,3,17,48.7,43.6,9,8,1,0,43.412,24.723,39,3,26.875,0.073,1.113,22,27.0,20,0.634,2.6,6,41,335.26,38.72
8.398,0.996,17,9.161,2,2,5.1,4,18,43.6,46.2,10,8,1,0,43.369,25.997,39,2,27.909,0.047,1.112,26,33.0,22,0.667,2.6,10,43,357.27,38.829
6.504,0.993,19,8.596,0,2,0.0,3,17,48.7,43.6,9,8,1,0,43.412,24.723,39,3,26.875,0.073,1.113,22,27.0,20,0.634,2.6,6,41,335.26,38.72
7.495,0.998,15,7.931,1,2,2.6,3,20,39.5,52.6,15,4,0,0,41.824,26.139,38,1,27.245,0.024,1.101,26,36.0,23,0.688,0.0,12,41,301.36,37.942
8.796,0.993,19,8.84,2,2,4.8,4,19,45.2,45.2,10,9,1,0,46.784,27.524,42,3,29.671,0.065,1.114,27,34.0,23,0.655,2.4,10,46,371.3,41.712
8.959,0.984,24,6.563,2,2,4.3,3,20,51.1,42.6,10,10,0,0,52.773,28.552,47,4,30.841,0.08,1.123,26,33.0,23,0.607,0.0,10,50,308.46,46.251
7.372,0.998,17,7.916,2,2,5.3,4,17,44.7,44.7,10,7,1,0,42.472,24.8,38,1,26.415,0.024,1.118,24,31.0,21,0.653,2.6,10,41,300.81,37.923
8.796,1.013,14,9.978,2,2,5.7,5,16,40.0,45.7,10,6,1,0,39.294,23.854,35,1,25.086,0.026,1.123,24,31.0,21,0.682,5.7,10,38,349.22,35.458
8.959,1.016,14,8.708,2,2,5.7,5,16,40.0,45.7,10,6,1,0,39.396,23.656,35,1,24.591,0.026,1.126,24,31.0,21,0.676,5.7,10,38,304.77,35.553
8.584,0.987,20,6.839,2,2,4.9,3,18,48.8,43.9,10,8,0,0,45.943,25.499,41,2,27.319,0.045,1.121,24,31.0,21,0.622,0.0,10,44,280.4,40.483
8.31,0.993,19,8.763,2,2,4.9,4,18,46.3,43.9,10,8,1,0,45.784,26.524,41,3,28.671,0.068,1.117,25,32.0,22,0.647,2.4,10,44,359.29,40.712
6.427,0.992,16,6.918,0,2,0.0,2,15,48.5,45.5,9,6,0,0,36.74,20.644,33,1,22.0,0.029,1.113,19,24.0,17,0.626,0.0,6,35,228.31,32.723
7.959,1.037,14,8.685,3,2,8.1,7,16,37.8,43.2,9,7,0,0,42.63,24.617,37,1,24.614,0.025,1.152,26,33.0,23,0.665,8.1,10,40,321.33,38.356
7.431,0.993,19,7.035,3,2,7.5,4,17,47.5,42.5,9,8,0,0,45.026,24.993,40,2,26.563,0.047,1.126,24,31.0,21,0.625,0.0,10,43,281.39,39.702
7.959,0.987,20,6.574,0,2,0.0,2,17,51.3,43.6,9,8,0,0,43.571,23.698,39,2,25.523,0.049,1.117,21,26.0,19,0.608,0.0,6,41,256.37,38.491
6.91,0.987,20,6.574,0,2,0.0,2,17,51.3,43.6,9,8,0,0,43.571,23.698,39,1,25.523,0.024,1.117,21,26.0,19,0.608,0.0,6,41,256.37,38.491
7.553,0.989,18,6.732,0,2,0.0,2,16,50.0,44.4,9,7,0,0,40.156,22.171,36,1,23.762,0.026,1.115,20,25.0,18,0.616,0.0,6,38,242.34,35.607
7.161,0.992,16,7.21,2,2,5.7,3,16,45.7,45.7,10,6,0,0,39.112,22.445,35,0,23.796,0.0,1.117,22,29.0,19,0.641,0.0,10,38,252.34,34.716
7.553,0.989,18,6.732,0,2,0.0,2,16,50.0,44.4,9,7,0,0,40.156,22.171,36,1,23.762,0.026,1.115,20,25.0,18,0.616,0.0,6,38,242.34,35.607
5.0,0.99,18,7.486,2,2,4.8,3,21,42.9,50.0,16,5,0,0,46.528,27.972,42,2,29.557,0.043,1.108,28,38.0,24,0.666,0.0,16,46,314.41,41.6
8.301,0.984,24,6.444,0,2,0.0,2,20,52.2,43.5,9,11,0,0,51.401,27.751,46,2,30.046,0.041,1.117,25,30.0,22,0.603,0.0,6,49,296.44,45.258
7.295,0.988,23,6.727,3,2,6.5,4,19,50.0,41.3,9,10,0,0,51.856,28.047,46,4,30.086,0.082,1.127,26,33.0,23,0.61,0.0,10,49,309.45,45.469
7.556,1.001,16,9.358,3,2,8.1,5,16,43.2,43.2,9,7,1,0,41.452,24.492,37,2,26.154,0.05,1.12,24,31.0,21,0.662,2.7,10,40,346.25,37.047
8.301,0.985,22,6.568,0,2,0.0,2,19,51.2,44.2,9,10,0,0,47.986,26.224,43,1,28.284,0.022,1.116,24,29.0,21,0.61,0.0,6,46,282.41,42.374
5.796,1.0,19,7.698,2,2,4.4,4,22,42.2,48.9,16,6,0,0,50.283,29.882,45,2,31.256,0.041,1.117,30,40.0,26,0.664,2.2,16,49,346.43,44.996
7.745,0.993,19,7.035,3,2,7.5,4,17,47.5,42.5,9,8,0,0,45.026,24.993,40,2,26.563,0.047,1.126,24,31.0,21,0.625,0.0,10,43,281.39,39.702
7.745,0.99,21,6.87,3,2,7.0,4,18,48.8,41.9,9,9,0,0,48.441,26.52,43,3,28.324,0.065,1.127,25,32.0,22,0.617,0.0,10,46,295.42,42.585
9.523,0.995,23,6.946,2,2,4.3,4,20,48.9,42.6,10,10,0,0,53.113,28.936,47,4,30.779,0.08,1.13,27,34.0,24,0.616,2.1,10,50,326.45,46.763
6.638,0.994,33,7.081,1,2,1.4,5,32,47.1,45.7,21,11,0,0,77.979,44.309,70,7,47.006,0.093,1.114,42,53.0,37,0.633,0.0,18,75,495.66,69.549
