pXC50,SpMin3_Bh.v.,SpMin3_Bh.p.,SpMin8_Bh.p.,Sp,IDDE,SpMin3_Bh.m.,TIC2,LLS_02,SpMin6_Bh.p.,SpMax2_Bh.v.,SpMin4_Bh.m.,S2K,Eta_epsi,Eig08_AEA.bo.,TIC4,Eig12_AEA.ri.,Eig08_AEA.ri.,SM05_EA.bo.,Eig08_EA.ri.,P_VSA_LogP_3,SpMaxA_AEA.dm.,IC4,Eta_C,Eig06_AEA.ri.,ATS6e,NaasN,DLS_cons,NdO,ATS2i,Uindex,ATS7i,SpMin4_Bh.s.,SpMax5_Bh.e.,TIE,ATSC2i,ATSC6m,ATS3e,SpMax7_Bh.s.,N.073,P_VSA_i_3,GGI9,SpMax4_Bh.i.,CIC0,ATSC8v,SM07_EA.bo.,DLS_07,ZM2MulPer,ATSC1m,TPSA.NO.,P_VSA_MR_1,ATS4e,SpMin5_Bh.e.,SM10_EA.bo.,SpMax8_Bh.p.,nHAcc,ATSC1v,SpMax7_Bh.m.,Rperim,SpMax7_Bh.p.,SpMax5_Bh.i.,ATS5i,nH,nR06,ATS4i,ATSC3m,Eig07_EA.bo.,SpMax8_Bh.i.,Eig02_AEA.bo.
6.783,1.922,1.897,1.255,35.972,4.323,1.968,228.154,0.88,1.425,3.828,1.732,7.272,28.833,3.012,261.438,2.0,2.625,8.219,1.604,118.183,0.139,5.229,24.051,2.999,4.703,0,0.87,1,4.676,39.548,4.88,0.899,3.441,41.336,1.142,25.632,4.766,4.176,0,237.025,0.214,3.664,4.141,12.242,11.271,1.0,464.183,9.578,71.24,188.338,4.754,1.39,15.908,2.813,4,5.651,2.998,20,2.93,3.478,4.925,21,3,4.942,28.59,2.366,3.047,4.363
4.824,1.992,1.976,1.287,40.506,4.658,2.021,233.763,0.75,1.577,4.025,1.882,9.516,33.3,3.118,317.008,2.154,2.618,8.308,1.618,151.62,0.1,5.466,26.21,3.055,5.097,1,0.75,1,4.797,47.79,5.27,1.064,3.502,53.05,1.193,36.665,4.929,4.252,1,361.335,0.237,3.659,4.513,16.741,11.4,1.0,479.133,11.13,51.46,258.964,5.0,1.495,16.059,2.942,3,6.811,3.096,25,3.017,3.532,5.234,25,4,5.19,28.771,2.427,3.136,4.493
4.824,1.828,1.798,1.037,31.483,4.084,1.853,195.195,0.88,1.338,3.888,1.639,7.752,26.452,2.689,210.705,1.084,2.415,8.017,1.381,56.857,0.135,4.789,23.097,2.879,4.645,0,0.84,1,4.517,41.995,4.74,0.728,3.266,47.716,0.871,28.454,4.59,4.06,0,329.857,0.196,3.45,3.907,8.873,11.022,1.0,399.417,7.863,46.53,188.338,4.68,1.303,15.57,2.779,3,5.173,3.067,15,2.83,3.35,4.777,19,2,4.85,24.515,2.207,2.947,4.363
5.387,1.821,1.791,1.036,32.341,4.239,1.833,199.096,0.88,1.335,3.888,1.639,8.155,27.538,2.818,210.705,1.108,2.423,8.087,1.381,47.381,0.13,4.789,25.401,2.879,4.652,0,0.78,1,4.516,44.559,4.737,0.726,3.266,53.62,0.854,29.223,4.603,4.104,0,357.234,0.207,3.45,3.824,8.88,11.076,1.0,436.067,6.385,46.53,176.567,4.689,1.303,15.616,2.799,3,4.814,3.067,15,2.839,3.35,4.776,18,2,4.849,24.683,2.478,2.947,4.363
5.167,1.828,1.8,1.036,32.722,4.533,1.838,188.241,0.88,1.281,4.025,1.656,7.87,27.252,2.824,230.215,1.636,2.442,8.195,1.398,94.762,0.121,5.232,22.236,2.738,4.639,0,0.75,1,4.491,40.365,4.726,0.732,3.417,45.331,0.818,26.352,4.637,4.237,0,306.314,0.218,3.507,3.917,8.681,11.261,1.0,441.993,6.55,46.53,164.795,4.641,1.381,15.872,2.799,3,4.554,3.087,19,2.858,3.436,4.799,17,3,4.79,25.623,2.427,2.948,4.493
4.824,1.869,1.87,1.017,29.08,4.252,1.88,194.071,1.0,1.252,3.859,1.587,7.283,25.586,2.689,215.722,0.946,2.371,7.918,1.31,66.334,0.14,5.136,19.099,2.477,4.547,0,0.9,1,4.476,39.488,4.677,0.731,3.182,43.062,0.857,22.457,4.574,4.089,1,306.314,0.16,3.496,3.822,7.418,10.926,1.0,369.618,7.508,62.32,164.795,4.629,1.2,15.486,2.755,3,4.696,2.959,15,2.777,3.256,4.785,18,2,4.817,21.922,1.949,2.909,4.214
4.824,1.872,1.873,1.181,30.841,4.084,1.883,202.114,1.0,1.34,3.888,1.639,7.503,26.886,2.689,217.624,1.094,2.417,8.017,1.398,56.857,0.135,4.836,21.639,2.879,4.682,0,0.9,1,4.559,41.995,4.78,0.731,3.266,47.151,0.924,26.817,4.633,4.101,1,329.857,0.196,3.498,3.947,8.682,11.022,1.0,382.415,8.497,62.32,188.338,4.741,1.303,15.57,2.767,3,5.268,2.998,15,2.807,3.35,4.869,20,2,4.933,22.763,2.207,3.01,4.363
4.824,1.878,1.88,1.137,31.222,4.239,1.888,183.47,1.0,1.288,4.023,1.66,7.223,26.6,2.775,234.379,1.661,2.446,8.133,1.427,104.239,0.126,5.208,18.613,2.618,4.669,0,0.87,1,4.535,38.198,4.77,0.736,3.428,39.937,0.921,24.879,4.666,4.224,1,278.937,0.207,3.521,4.079,8.565,11.217,1.0,388.342,8.459,62.32,176.567,4.696,1.409,15.838,2.768,3,5.063,2.949,19,2.822,3.472,4.89,19,3,4.879,22.082,2.207,3.007,4.493
4.824,1.867,1.869,0.987,29.938,4.404,1.868,196.213,0.88,1.249,3.859,1.587,7.686,26.671,2.817,215.722,0.959,2.373,7.995,1.315,56.857,0.135,5.136,21.236,2.765,4.554,0,0.86,1,4.475,41.979,4.674,0.729,3.182,48.643,0.84,22.743,4.587,4.094,1,333.692,0.172,3.495,3.737,7.416,10.986,1.0,406.267,6.243,62.32,153.024,4.639,1.2,15.535,2.776,3,4.349,2.967,15,2.777,3.256,4.784,17,2,4.816,22.925,1.949,2.908,4.214
4.824,1.87,1.872,1.164,31.699,4.239,1.871,206.014,0.88,1.336,3.888,1.639,7.906,27.971,2.818,217.624,1.114,2.444,8.087,1.423,47.381,0.13,4.836,23.846,2.879,4.688,0,0.86,1,4.558,44.559,4.778,0.729,3.266,52.993,0.908,27.919,4.645,4.107,1,357.234,0.207,3.496,3.865,8.749,11.076,1.0,419.064,7.292,62.32,176.567,4.75,1.303,15.616,2.776,3,4.934,3.067,15,2.827,3.35,4.867,19,2,4.931,23.448,2.478,3.009,4.363
5.167,1.876,1.879,1.126,32.08,4.533,1.875,195.159,0.88,1.281,4.023,1.66,7.629,27.686,2.824,237.133,1.683,2.463,8.195,1.443,94.762,0.121,5.27,20.732,2.768,4.676,0,0.84,1,4.534,40.365,4.767,0.735,3.429,44.8,0.902,25.506,4.678,4.239,1,306.314,0.218,3.52,3.954,8.575,11.261,1.0,424.991,7.341,62.32,164.795,4.705,1.409,15.872,2.776,3,4.702,2.976,19,2.842,3.471,4.889,18,3,4.877,23.63,2.427,3.007,4.493
4.824,1.896,1.897,1.184,32.603,4.162,1.897,218.304,0.88,1.423,3.888,1.702,7.726,28.186,2.71,233.814,1.144,2.418,8.138,1.4,56.857,0.132,4.871,23.636,2.879,4.845,1,0.86,1,4.645,44.549,4.906,0.847,3.266,50.857,1.006,32.249,4.688,4.106,1,365.17,0.205,3.541,4.065,9.599,11.181,1.0,397.24,9.435,51.46,223.651,4.838,1.303,15.794,2.786,3,5.838,3.067,15,2.887,3.35,5.027,22,2,5.023,24.258,2.306,3.029,4.363
4.824,1.901,1.904,1.14,32.983,4.459,1.902,199.66,1.0,1.419,4.024,1.706,7.454,27.9,2.776,250.568,1.827,2.446,8.241,1.428,104.239,0.123,5.22,20.531,2.661,4.835,1,0.87,1,4.624,40.352,4.897,0.848,3.439,42.981,1.015,30.204,4.72,4.226,1,314.25,0.252,3.549,4.188,9.53,11.349,1.0,403.167,9.384,51.46,211.88,4.797,1.443,16.013,2.794,3,5.655,3.012,19,2.912,3.489,5.045,21,3,4.974,23.419,2.307,3.023,4.493
4.824,1.835,1.807,1.036,31.864,4.239,1.858,176.552,0.88,1.287,4.024,1.657,7.465,26.167,2.775,227.46,1.618,2.442,8.133,1.391,104.239,0.126,5.17,20.019,2.618,4.632,0,0.81,1,4.492,38.198,4.729,0.734,3.416,40.42,0.836,26.145,4.625,4.122,0,278.937,0.207,3.508,4.044,8.733,11.217,1.0,405.344,7.929,46.53,176.567,4.632,1.381,15.838,2.783,3,4.936,3.015,19,2.847,3.437,4.8,18,3,4.791,24.529,2.207,2.948,4.493
4.824,1.849,1.849,1.126,30.671,4.239,1.87,176.552,1.0,1.287,4.015,1.657,7.223,26.667,2.775,227.46,1.682,2.447,8.133,1.428,104.239,0.126,5.17,18.465,2.618,4.64,0,0.87,1,4.505,38.198,4.731,0.699,3.421,40.906,0.844,23.926,4.641,4.241,0,288.444,0.207,3.51,4.117,8.414,11.217,1.0,405.344,7.861,59.67,176.567,4.648,1.367,15.838,2.744,4,4.84,2.927,19,2.809,3.446,4.811,18,3,4.81,21.408,2.207,2.967,4.493
7.658,2.05,2.047,1.753,75.614,5.551,2.002,590.552,0.38,1.908,3.973,1.977,20.095,71.176,3.899,671.685,3.065,3.461,9.021,2.326,153.997,0.082,6.106,77.593,3.679,5.903,0,0.34,5,5.549,107.144,6.139,1.228,3.88,226.009,3.621,100.689,5.682,7.428,0,670.848,1.262,3.913,4.894,34.709,12.048,0.0,1117.13,22.945,144.91,438.72,5.808,1.798,16.663,3.594,16,12.326,3.694,40,3.628,3.887,6.061,46,7,6.023,70.755,3.445,3.764,4.854
7.699,2.057,2.047,1.754,76.842,5.489,2.002,580.531,0.38,1.907,3.971,1.977,20.301,69.881,3.825,677.915,2.956,3.433,8.988,2.325,163.473,0.083,6.107,79.037,3.682,5.915,0,0.27,4,5.562,104.497,6.141,1.23,3.879,193.257,3.534,109.824,5.685,6.999,0,708.394,1.303,3.913,4.932,37.432,12.02,0.0,1077.12,23.889,127.84,447.302,5.819,1.799,16.644,3.595,14,12.881,3.721,40,3.63,3.887,6.092,48,7,6.045,72.506,3.416,3.758,4.854
7.208,2.059,2.051,1.755,77.558,5.446,2.002,600.546,0.38,1.908,3.971,1.977,20.667,74.638,3.874,697.93,3.026,3.464,9.037,2.339,163.473,0.08,6.122,84.445,3.714,5.979,0,0.3,4,5.605,112.204,6.214,1.23,3.879,236.91,4.258,114.741,5.717,7.718,0,669.245,1.381,3.913,4.94,37.156,12.057,0.0,1154.26,23.605,127.84,449.63,5.843,1.803,16.668,3.595,17,12.898,3.699,40,3.633,3.892,6.124,48,7,6.066,73.201,3.417,3.764,4.855
8.301,2.019,2.021,1.829,78.262,5.434,2.002,568.758,0.5,1.911,3.976,1.981,21.128,70.352,3.904,680.416,3.11,3.501,9.015,2.383,201.14,0.066,6.021,69.961,3.724,5.84,1,0.4,7,5.529,110.209,6.066,1.141,3.89,197.956,2.832,79.378,5.646,6.999,1,733.366,0.834,3.916,5.028,34.741,11.976,0.0,1121.58,25.399,194.8,506.157,5.762,1.861,16.471,3.588,14,12.568,3.855,41,3.646,3.903,6.005,48,6,5.969,68.325,3.533,3.77,4.684
8.215,2.015,2.012,1.757,75.154,5.26,2.008,535.28,0.5,1.911,3.984,1.981,20.073,66.519,3.686,649.467,3.05,3.363,8.833,2.292,195.332,0.069,5.958,66.157,3.61,5.844,1,0.4,5,5.487,102.385,6.052,1.166,3.869,169.254,2.682,81.728,5.594,4.991,1,719.965,0.643,3.916,5.043,32.455,11.788,0.0,1023.78,23.134,168.86,494.386,5.736,1.863,16.298,3.517,12,12.342,3.744,41,3.594,3.898,6.001,47,6,5.944,64.612,3.445,3.725,4.705
8.229,2.008,2.002,1.798,75.154,5.305,2.005,535.28,0.5,1.911,3.982,1.981,20.073,66.519,3.701,649.467,3.05,3.37,8.833,2.312,195.332,0.069,5.958,66.118,3.64,5.814,1,0.4,5,5.487,102.38,6.055,1.155,3.868,170.522,2.682,78.225,5.594,4.999,1,719.965,0.643,3.915,5.043,33.412,11.788,0.0,1023.78,23.134,168.86,494.386,5.738,1.862,16.297,3.518,12,12.342,3.747,41,3.605,3.897,5.996,47,6,5.945,64.612,3.445,3.731,4.702
8.328,2.008,2.003,1.753,75.358,5.305,2.005,543.545,0.5,1.911,3.988,1.981,20.116,66.486,3.701,649.467,3.05,3.374,8.833,2.326,195.332,0.069,5.958,67.005,3.652,5.814,0,0.4,5,5.478,102.38,6.052,1.156,3.868,173.641,2.596,78.347,5.596,5.059,0,729.473,0.643,3.914,5.067,33.79,11.788,0.0,1020.46,23.054,164.18,494.386,5.74,1.862,16.297,3.52,12,12.423,3.744,41,3.627,3.896,5.987,47,6,5.94,64.799,3.445,3.718,4.702
8.086,2.022,2.019,1.834,81.194,5.526,2.01,605.741,0.38,1.911,3.999,1.983,21.639,70.319,3.716,723.464,3.05,3.409,8.886,2.35,195.332,0.066,6.08,75.767,3.651,5.985,1,0.34,5,5.581,110.29,6.251,1.182,3.87,184.979,2.875,93.951,5.687,4.964,1,802.363,0.668,3.917,5.236,42.223,11.856,0.0,1028.28,26.844,155.97,553.242,5.836,1.869,16.386,3.522,11,14.335,3.766,41,3.64,3.899,6.12,54,6,6.045,73.019,3.445,3.742,4.802
7.796,2.024,2.021,1.838,82.955,5.578,2.012,623.298,0.38,1.911,3.999,1.989,22.302,71.619,3.717,746.53,3.05,3.41,8.886,2.351,195.332,0.065,6.119,78.35,3.651,6.0,1,0.34,5,5.608,112.963,6.275,1.183,3.87,190.015,2.941,95.369,5.714,4.964,1,825.905,0.714,3.917,5.283,45.191,11.856,0.0,1032.44,27.872,155.97,576.784,5.86,1.869,16.386,3.524,11,14.893,3.767,41,3.641,3.9,6.148,56,6,6.072,75.689,3.445,3.747,4.802
8.155,2.02,2.017,1.829,84.302,5.378,2.009,636.432,0.5,1.916,4.0,1.982,22.25,74.152,3.904,752.155,3.252,3.502,9.093,2.383,201.14,0.063,6.115,80.634,3.743,6.022,1,0.4,7,5.621,118.393,6.299,1.176,3.891,215.131,3.027,99.732,5.725,6.999,1,815.764,0.854,3.917,5.215,46.094,12.07,0.0,1133.2,29.36,181.91,553.242,5.856,1.869,16.591,3.638,13,14.569,3.868,41,3.683,3.903,6.148,55,6,6.056,75.771,3.61,3.797,4.814
8.161,2.025,2.022,1.854,86.063,5.543,2.011,656.685,0.5,1.918,4.0,1.984,22.466,75.452,3.904,766.608,3.257,3.503,9.102,2.418,201.14,0.062,6.084,84.605,3.752,6.069,1,0.4,7,5.647,121.174,6.354,1.181,3.891,222.72,3.095,104.825,5.755,6.999,1,839.306,0.894,3.917,5.262,50.15,12.079,0.0,1143.54,30.449,181.91,541.471,5.895,1.871,16.6,3.639,13,15.129,3.869,41,3.693,3.903,6.175,57,6,6.101,78.201,3.612,3.804,4.83
8.027,2.035,2.045,1.84,84.961,5.33,2.01,636.678,0.5,1.948,3.999,2.001,20.998,73.719,3.904,762.949,3.259,3.502,8.944,2.384,238.016,0.062,6.104,81.896,3.741,6.004,1,0.42,5,5.645,108.096,6.282,1.185,3.879,189.171,3.062,95.01,5.744,4.967,1,837.676,0.891,3.925,5.306,46.408,11.892,0.0,1083.75,28.417,159.21,576.784,5.907,1.872,16.401,3.624,12,15.116,3.798,45,3.655,3.916,6.133,57,6,6.13,76.029,3.445,3.793,4.806
8.301,2.017,2.013,1.828,82.54,5.506,2.008,612.865,0.5,1.915,3.999,1.982,21.603,72.852,3.904,729.052,3.232,3.502,9.09,2.383,201.14,0.064,6.075,77.337,3.741,5.973,1,0.4,7,5.594,115.647,6.242,1.168,3.891,209.974,2.96,94.589,5.697,6.999,1,792.221,0.854,3.917,5.167,41.977,12.067,0.0,1127.82,28.259,181.91,565.013,5.839,1.868,16.586,3.636,13,14.006,3.867,41,3.677,3.903,6.12,53,6,6.041,72.328,3.609,3.792,4.806
7.921,2.016,2.012,1.803,76.62,5.537,2.008,536.743,0.38,1.911,3.996,1.982,19.888,65.171,3.702,652.93,3.05,3.384,8.851,2.315,195.332,0.07,5.936,68.483,3.55,5.824,1,0.34,4,5.505,99.83,6.069,1.164,3.869,152.331,2.675,84.95,5.604,4.774,1,726.599,0.633,3.916,5.099,34.972,11.82,0.0,983.898,23.755,118.67,529.7,5.758,1.866,16.345,3.521,9,13.033,3.778,41,3.636,3.899,6.025,49,6,5.969,67.527,3.445,3.734,4.752
7.886,2.016,2.013,1.816,77.336,5.422,2.008,558.719,0.38,1.911,3.999,1.982,20.234,69.929,3.858,672.906,3.05,3.445,8.907,2.351,195.332,0.067,5.955,73.606,3.74,5.925,1,0.27,4,5.551,107.642,6.149,1.168,3.869,198.934,3.432,89.63,5.631,6.999,1,687.45,0.672,3.917,5.049,34.784,11.87,0.0,1061.74,23.489,118.67,529.7,5.808,1.867,16.395,3.522,12,13.046,3.765,41,3.638,3.899,6.103,49,6,6.015,65.871,3.445,3.737,4.854
8.347,2.016,2.012,1.812,77.006,5.337,2.008,546.973,0.5,1.911,3.999,1.982,20.023,65.586,3.703,661.161,3.05,3.387,8.861,2.329,195.332,0.069,5.956,67.193,3.583,5.848,1,0.4,4,5.509,102.398,6.09,1.165,3.869,159.345,2.718,81.671,5.608,4.808,1,687.45,0.643,3.917,5.137,34.958,11.835,0.0,992.829,24.258,142.46,529.7,5.768,1.867,16.366,3.522,10,13.032,3.759,41,3.638,3.899,6.045,49,6,5.98,66.061,3.445,3.736,4.775
8.222,2.016,2.013,1.817,77.484,5.469,2.008,563.474,0.38,1.911,3.999,1.981,20.861,72.262,3.904,677.661,3.183,3.501,8.937,2.383,195.332,0.065,5.997,74.937,3.731,5.923,1,0.36,5,5.539,113.001,6.156,1.166,3.87,226.893,3.421,85.199,5.639,6.999,1,719.965,0.733,3.917,4.992,33.373,11.9,0.0,1122.08,22.029,155.97,494.386,5.811,1.867,16.428,3.522,14,12.355,3.775,41,3.638,3.899,6.095,47,6,6.008,64.329,3.445,3.738,4.866
8.328,2.016,2.011,1.761,76.768,5.533,2.008,543.498,0.38,1.911,3.997,1.981,20.516,67.505,3.705,657.685,3.05,3.38,8.883,2.307,195.332,0.068,5.979,69.884,3.642,5.869,1,0.36,5,5.493,105.002,6.068,1.166,3.869,179.896,2.656,88.123,5.609,4.998,1,759.114,0.653,3.916,5.039,33.392,11.852,0.0,1044.54,22.286,155.97,494.386,5.764,1.865,16.38,3.521,11,12.322,3.792,41,3.635,3.898,6.009,47,6,5.964,65.174,3.445,3.73,4.793
7.745,2.02,2.021,1.72,71.484,5.349,2.005,495.542,0.38,1.91,3.964,1.981,19.018,61.586,3.653,605.2,2.857,3.362,8.709,2.286,195.332,0.073,5.876,58.369,3.502,5.706,1,0.36,4,5.435,92.261,5.91,1.141,3.869,134.83,2.569,72.846,5.541,4.774,1,640.366,0.597,3.916,4.995,30.102,11.654,0.0,936.58,22.412,131.56,482.615,5.672,1.861,16.149,3.509,10,11.856,3.703,41,3.554,3.898,5.933,45,6,5.892,62.893,3.386,3.696,4.5
7.495,2.016,2.019,1.72,71.484,5.349,2.003,489.742,0.38,1.91,3.962,1.981,19.018,61.586,3.653,605.2,2.857,3.362,8.709,2.286,204.809,0.073,5.876,58.644,3.502,5.708,1,0.36,4,5.433,92.261,5.916,1.134,3.869,135.168,2.565,73.165,5.543,4.774,1,640.366,0.597,3.916,4.995,30.273,11.654,0.0,939.491,22.44,131.56,482.615,5.667,1.86,16.149,3.512,10,11.915,3.702,41,3.564,3.898,5.925,45,6,5.886,63.304,3.386,3.697,4.5
7.824,2.015,2.011,1.739,73.245,5.429,2.008,510.708,0.38,1.911,3.977,1.981,19.23,62.886,3.67,624.895,2.858,3.362,8.755,2.286,195.332,0.072,5.895,61.313,3.502,5.762,1,0.34,4,5.468,94.756,5.979,1.164,3.869,139.994,2.63,77.214,5.564,4.773,1,663.908,0.607,3.916,5.05,31.55,11.706,0.0,949.614,23.508,131.56,506.157,5.701,1.863,16.206,3.514,10,12.479,3.725,41,3.57,3.898,5.972,47,6,5.918,64.411,3.442,3.72,4.585
7.585,2.007,2.0,1.778,73.245,5.463,2.005,510.708,0.38,1.911,3.974,1.981,19.23,62.886,3.661,624.895,2.996,3.362,8.744,2.286,204.38,0.072,5.895,61.195,3.502,5.748,1,0.34,4,5.468,94.747,5.994,1.15,3.868,139.912,2.63,75.271,5.564,4.773,1,663.908,0.607,3.915,5.05,32.491,11.687,0.0,950.134,23.508,131.56,506.157,5.694,1.862,16.181,3.515,10,12.479,3.724,41,3.576,3.897,5.945,47,6,5.914,64.495,3.445,3.726,4.54
7.658,2.007,2.002,1.72,70.932,5.349,2.005,491.155,0.38,1.91,3.963,1.981,19.018,61.652,3.653,597.078,2.857,3.362,8.709,2.286,195.332,0.073,5.854,58.585,3.502,5.688,0,0.36,4,5.418,92.261,5.891,1.147,3.868,138.584,2.489,71.455,5.531,4.782,0,638.329,0.597,3.913,4.969,29.322,11.654,0.0,953.486,21.811,139.77,470.844,5.662,1.86,16.149,3.501,11,11.702,3.689,41,3.542,3.896,5.913,44,6,5.875,61.81,3.386,3.677,4.5
8.081,2.022,2.023,1.829,78.262,5.434,2.005,568.758,0.5,1.911,3.976,1.981,21.128,70.352,3.904,680.416,3.104,3.501,9.015,2.383,201.14,0.066,6.021,69.631,3.722,5.833,1,0.4,7,5.53,110.209,6.057,1.146,3.89,196.335,2.838,79.779,5.646,6.999,1,733.366,0.834,3.916,5.028,35.032,11.976,0.0,1119.92,25.371,194.8,506.157,5.759,1.862,16.471,3.572,14,12.51,3.855,41,3.645,3.902,6.015,48,6,5.966,68.305,3.533,3.769,4.684
7.854,2.017,2.013,1.817,78.222,5.533,2.008,569.743,0.5,1.911,3.999,1.982,20.331,67.652,3.705,683.93,3.05,3.395,8.883,2.342,195.332,0.068,5.999,70.281,3.654,5.916,1,0.4,5,5.536,105.002,6.164,1.167,3.869,170.401,2.783,88.4,5.634,4.893,1,712.595,0.653,3.917,5.158,37.123,11.852,0.0,1009.53,25.392,161.76,529.7,5.796,1.868,16.38,3.522,11,13.425,3.762,41,3.638,3.899,6.09,51,6,6.005,68.025,3.445,3.737,4.793
7.824,2.066,2.061,1.851,86.722,5.652,2.02,664.529,0.5,1.949,3.999,2.008,21.627,75.019,3.904,788.226,3.259,3.502,8.939,2.383,238.016,0.062,6.158,84.726,3.741,6.006,1,0.42,5,5.667,110.549,6.288,1.185,3.889,195.482,3.125,96.014,5.777,4.967,1,849.447,0.872,3.959,5.352,47.496,11.886,0.0,1082.21,29.478,168.0,541.471,5.925,1.881,16.395,3.636,12,15.67,3.814,45,3.681,3.916,6.167,59,6,6.15,79.683,3.445,3.8,4.797
7.62,2.059,2.048,1.754,75.984,5.478,2.002,580.531,0.38,1.908,3.971,1.977,19.898,68.795,3.815,677.915,2.941,3.431,8.96,2.325,163.473,0.085,6.107,75.233,3.679,5.908,0,0.27,4,5.562,101.978,6.142,1.23,3.879,185.421,3.553,105.954,5.683,6.999,0,681.016,1.192,3.913,4.977,37.381,11.999,0.0,1036.09,25.517,127.84,459.073,5.816,1.8,16.629,3.595,14,13.191,3.692,40,3.628,3.887,6.093,49,7,6.046,73.818,3.416,3.759,4.853
7.131,2.056,2.049,1.755,75.921,5.477,2.002,592.783,0.38,1.908,3.973,1.977,20.077,70.31,3.827,677.915,3.026,3.459,8.988,2.326,153.997,0.083,6.107,77.223,3.679,5.914,0,0.27,4,5.565,104.573,6.15,1.229,3.879,203.157,3.649,105.493,5.689,6.999,0,669.245,1.232,3.913,4.943,36.155,12.019,0.0,1072.74,24.504,127.84,462.262,5.821,1.799,16.642,3.594,15,12.903,3.694,40,3.628,3.887,6.097,48,7,6.048,73.122,3.445,3.764,4.853
6.939,2.06,2.05,1.755,77.745,5.521,2.003,604.546,0.38,1.908,3.978,1.977,20.119,70.095,3.815,699.93,2.966,3.463,8.975,2.326,163.473,0.083,6.14,79.13,3.685,5.981,0,0.3,4,5.59,104.573,6.201,1.233,3.879,192.04,3.621,114.206,5.713,6.999,0,704.559,1.227,3.913,5.031,39.526,12.01,0.0,1047.57,26.644,127.84,447.302,5.851,1.809,16.636,3.595,14,13.754,3.692,40,3.629,3.891,6.175,51,7,6.074,76.666,3.445,3.76,4.853
6.301,1.921,1.911,0.986,30.903,3.825,1.911,164.096,1.0,1.262,3.846,1.404,8.465,28.319,2.943,205.66,1.838,2.473,7.948,1.459,104.239,0.153,5.016,19.226,2.906,4.541,0,0.74,4,4.336,49.585,4.666,0.346,3.338,78.169,0.77,15.032,4.519,4.671,0,269.668,0.168,3.521,3.525,6.208,10.789,1.0,501.336,3.906,105.98,129.482,4.556,1.212,15.121,2.735,5,3.252,3.114,18,2.863,3.391,4.648,13,3,4.666,19.256,2.501,2.906,4.37
5.329,1.783,1.785,1.261,29.563,3.97,1.759,193.455,1.0,1.372,3.909,1.718,5.84,24.467,2.803,219.065,1.198,2.287,8.033,1.254,75.381,0.124,5.095,18.178,2.515,4.355,0,0.87,0,4.531,33.843,4.621,0.8,3.206,26.479,0.98,16.54,4.485,3.79,2,211.109,0.145,3.43,3.998,9.862,11.01,1.0,376.041,8.712,53.7,200.109,4.603,1.359,15.467,2.813,2,4.965,2.825,19,2.837,3.282,4.854,19,1,4.821,17.872,2.169,3.008,4.414
5.387,1.89,1.875,0.999,32.727,4.556,1.868,164.083,0.75,1.093,3.879,1.309,8.738,29.457,2.932,200.122,1.159,2.469,8.458,1.372,91.332,0.173,5.003,25.107,2.924,4.41,0,0.59,3,4.336,52.385,4.475,0.516,3.288,92.106,0.703,23.739,4.587,4.879,0,335.527,0.332,3.498,3.288,6.812,11.5,1.0,580.289,3.96,83.47,105.94,4.643,1.168,16.128,2.733,5,2.556,3.219,18,2.735,3.3,4.602,11,3,4.737,33.063,2.548,2.897,4.461
7.678,2.037,2.033,1.76,66.921,5.347,2.02,464.989,0.38,1.877,3.96,1.982,18.416,57.452,3.623,571.402,2.671,3.333,8.621,2.272,195.332,0.08,5.952,54.863,3.491,5.651,0,0.44,5,5.345,91.319,5.818,1.174,3.811,147.369,2.278,73.527,5.488,4.76,0,630.198,0.673,3.91,4.91,29.658,11.565,0.5,852.903,20.777,127.57,447.302,5.589,1.776,16.066,3.515,9,11.33,3.607,36,3.546,3.84,5.834,42,6,5.797,61.864,3.189,3.699,4.385
6.337,2.057,2.047,1.762,73.148,5.382,2.013,528.685,0.5,1.911,3.992,1.981,19.661,64.267,3.705,641.072,2.867,3.373,8.923,2.304,201.378,0.081,5.991,61.363,3.639,5.736,0,0.4,7,5.473,104.971,5.948,1.172,3.886,187.597,2.62,77.649,5.591,6.999,0,705.988,0.86,3.917,5.059,32.554,11.917,0.0,959.427,26.438,164.95,517.928,5.734,1.859,16.466,3.523,12,12.948,3.64,36,3.562,3.908,5.965,48,6,5.951,67.056,3.205,3.713,4.802
6.824,2.002,1.998,1.697,66.495,5.388,2.006,503.982,0.5,1.892,3.906,1.981,18.499,59.1,3.628,589.366,2.558,3.36,8.582,2.285,157.427,0.082,5.894,57.816,3.577,5.732,0,0.52,5,5.412,99.736,5.921,1.137,3.805,172.117,2.341,79.818,5.515,4.753,0,671.904,0.686,3.909,5.005,31.244,11.51,0.0,821.041,24.298,146.03,435.531,5.701,1.744,15.995,3.281,11,12.46,3.615,30,3.521,3.828,5.97,47,5,5.92,62.553,3.149,3.563,4.419
4.523,1.969,1.955,1.25,42.614,4.558,2.001,288.654,0.75,1.65,3.776,1.95,13.147,40.267,3.133,319.408,2.0,2.871,7.604,1.842,75.81,0.105,4.767,36.432,3.057,5.181,0,0.71,4,4.957,88.276,5.354,1.028,3.519,165.226,1.39,41.453,5.118,4.913,0,526.537,0.508,3.819,4.535,17.329,10.285,0.0,497.226,14.13,142.03,282.506,5.239,1.448,14.475,2.822,9,8.14,3.25,12,3.059,3.57,5.322,32,2,5.473,38.262,2.143,3.07,4.069
