pXC50,ATS8i,SddssS,nS..O.2,P_VSA_s_1,CATS2D_08_LL,NddssS,S.110,ATSC3p,SdO,SpMax3_Bh.v.,ATSC4p,ATSC2p,ATSC1p,ATS1p,CATS2D_07_LL,ATSC6p,ATS2p,ATSC5p,ATSC3v,DBI,nS,SpMax3_Bh.e.,P_VSA_LogP_3,Sp,X2v,SpMin6_Bh.s.,MATS6e,X4sol,AMR,X1v,ATSC2v,VvdwMG,Vx,ATSC4m,ATS4p,ATS3p,ATSC8p,ATSC5m,X1sol,X5v,ATSC4v,ATSC1v,ATSC3m,ATSC7p,ATS1v,ATS5v,ATSC8m,Eta_alpha,ATS4m,SpMin2_Bh.v.,ATS4v,X0sol,X4v,GATS8p,ATS5m,ATS3v,ATS6p,SpDiam_EA.bo.,X0v,X1Kup,ATS5p,HDcpx,ATSC5v,CATS2D_01_LL,ZM1Mad,ATSC7m,O.058,VvdwZAZ,SpMax3_Bh.i.
5.602,3.154,0.0,0,0.0,0,0,0,3.85,0.0,2.959,2.919,3.272,2.126,2.76,1,2.272,3.146,1.838,6.069,2.345,0,3.148,0.0,15.273,3.281,0.0,-0.161,3.387,46.641,4.244,5.031,91.117,214.086,11.681,2.662,3.079,1.336,6.267,5.898,1.045,4.65,3.055,12.931,2.132,2.738,2.393,3.798,5.633,2.503,1.672,2.539,8.389,1.862,1.054,2.288,2.933,2.556,5.838,6.993,4.167,2.462,1.447,2.62,2,66.681,5.415,0,162.41,3.221
6.0,5.749,0.0,0,0.0,4,0,0,19.109,50.248,3.732,21.436,12.618,7.754,3.976,2,17.604,4.421,18.928,27.872,5.385,0,3.905,75.81,53.069,13.065,1.085,0.03,11.71,154.54,14.912,19.241,304.967,735.88,66.163,4.626,4.636,17.893,57.462,19.006,3.938,32.101,11.289,52.09,18.411,3.933,4.334,57.393,18.933,4.308,2.059,4.468,28.916,6.127,0.964,4.103,4.52,4.468,7.146,24.632,14.691,4.508,1.79,28.416,15,228.571,50.286,4,546.32,3.968
5.0,4.147,0.0,0,0.0,5,0,0,10.733,0.0,3.575,11.206,7.615,3.926,3.518,4,8.557,3.941,9.997,13.59,2.646,2,3.693,47.381,30.404,7.672,0.489,-0.376,8.827,102.171,9.831,9.581,176.012,421.229,30.248,3.933,4.046,4.943,31.617,12.353,3.723,13.989,5.184,28.002,7.621,3.433,3.616,12.333,11.867,3.772,1.981,3.72,16.192,5.113,0.822,3.887,3.859,3.712,6.916,14.575,8.204,3.837,1.652,10.594,11,169.359,23.399,0,300.26,3.724
4.67,3.698,0.0,0,0.0,0,0,0,6.147,0.0,2.988,5.428,4.401,2.774,2.831,0,3.709,3.254,3.863,9.049,2.915,0,3.191,0.0,17.631,4.98,0.469,0.056,2.376,45.086,4.679,6.717,103.161,243.472,20.072,3.306,3.447,0.955,14.645,4.972,0.899,8.76,4.196,20.617,2.52,2.78,2.861,4.094,5.519,2.792,1.814,3.063,8.483,1.702,0.0,2.589,3.281,2.906,5.094,8.432,4.555,3.04,1.456,6.077,0,69.814,10.305,0,179.08,3.287
8.344,5.313,0.0,0,0.0,11,0,0,12.237,34.806,3.775,14.768,9.146,5.397,3.762,11,16.04,4.169,16.592,16.527,4.301,0,3.928,141.715,41.142,8.472,0.707,-0.014,10.286,132.611,11.205,12.255,242.764,584.103,37.871,4.454,4.365,13.198,45.829,16.414,3.03,19.917,7.134,30.477,15.106,3.734,4.377,36.058,16.1,4.265,2.067,4.361,24.131,4.578,1.063,4.276,4.293,4.457,7.158,19.055,11.081,4.484,1.761,23.062,19,192.303,41.663,1,419.99,3.967
7.662,5.15,0.0,0,0.0,11,0,0,11.449,12.867,3.743,12.97,8.598,5.124,3.616,11,15.823,4.021,14.976,16.491,3.937,0,3.808,103.81,35.989,7.14,0.655,-0.024,8.27,109.901,9.648,12.432,208.71,501.013,35.067,4.328,4.218,11.28,42.269,13.091,2.651,18.81,7.323,29.734,13.86,3.563,4.268,30.561,13.033,4.083,1.955,4.217,19.278,3.998,1.052,4.107,4.115,4.365,7.158,16.189,9.563,4.398,1.711,21.807,17,145.793,37.932,1,356.03,3.841
5.66,5.433,0.0,0,0.0,9,0,0,14.179,12.998,3.566,15.444,11.383,6.436,3.806,12,15.303,4.225,15.913,18.441,3.808,1,3.696,47.381,41.682,9.402,0.868,0.115,11.497,130.693,12.777,14.514,236.493,568.804,40.408,4.444,4.393,15.729,43.828,16.197,4.261,20.129,8.195,36.4,16.019,3.751,4.336,45.826,15.633,4.353,1.981,4.356,22.595,5.463,0.855,4.31,4.311,4.418,7.738,19.811,11.536,4.434,1.749,20.482,11,209.596,41.645,1,409.62,3.748
5.647,4.153,0.0,0,0.0,5,0,0,9.645,0.0,3.551,10.012,6.957,3.786,3.444,3,6.353,3.86,8.134,13.059,2.646,1,3.706,47.381,29.211,6.708,0.488,-0.437,8.052,95.728,8.845,9.07,168.877,403.821,28.063,3.851,3.953,4.736,26.933,11.899,2.892,13.261,5.052,24.379,5.877,3.402,3.543,11.847,11.367,3.672,1.981,3.681,15.838,4.163,0.828,3.727,3.819,3.51,6.916,13.759,8.084,3.677,1.652,9.377,11,150.174,18.232,0,290.54,3.738
5.97,5.371,0.0,0,0.0,6,0,0,12.427,12.9,3.54,13.847,9.714,5.821,3.709,10,14.003,4.127,14.034,16.589,3.674,0,3.676,47.381,38.728,8.169,0.734,0.151,11.05,119.648,11.052,12.886,219.766,527.99,37.03,4.371,4.311,13.318,39.571,15.139,3.729,18.448,7.477,32.282,14.157,3.692,4.287,39.945,14.633,4.298,1.985,4.311,21.535,4.896,0.916,4.238,4.262,4.335,7.738,18.287,10.886,4.356,1.741,18.634,10,189.532,38.352,1,382.6,3.719
5.68,3.698,0.0,0,0.0,0,0,0,6.62,0.0,2.987,6.08,4.98,3.033,2.865,0,4.878,3.285,4.808,8.656,2.828,1,3.191,0.0,17.58,5.754,0.428,-0.068,2.923,48.401,5.292,6.631,103.501,244.302,20.609,3.274,3.418,1.373,15.413,5.426,1.49,8.604,4.132,19.778,2.056,2.746,2.825,4.813,5.567,2.792,1.696,2.983,8.837,2.3,0.0,2.779,3.17,2.913,5.082,8.702,4.241,3.085,1.423,6.136,0,83.376,5.356,0,174.22,3.286
7.611,5.285,0.0,0,0.0,10,0,0,12.416,13.002,3.758,14.65,9.006,5.286,3.763,13,16.538,4.171,16.805,16.824,3.937,0,3.857,141.715,40.847,8.615,0.702,-0.046,10.238,130.091,11.183,12.341,239.237,575.498,37.338,4.444,4.363,13.779,47.582,15.792,3.037,20.001,7.158,32.451,15.491,3.716,4.359,39.519,15.748,4.25,2.02,4.328,23.054,4.702,1.08,4.275,4.265,4.463,7.158,18.926,10.755,4.481,1.749,23.058,19,191.645,42.592,1,409.26,3.889
5.8,5.623,0.0,0,0.0,10,0,0,13.607,54.246,3.695,14.512,9.823,5.929,3.936,8,17.061,4.328,15.626,17.645,4.472,0,3.78,113.715,49.233,10.214,0.94,0.001,14.635,159.38,14.05,12.859,290.072,699.535,42.388,4.591,4.545,17.763,46.942,20.957,3.783,18.928,7.365,37.687,17.547,3.937,4.643,46.968,20.133,4.711,2.007,4.59,29.924,5.299,1.135,4.729,4.53,4.622,7.127,23.487,13.852,4.646,1.824,18.771,12,256.76,50.824,4,514.32,3.83
6.602,5.571,0.0,0,0.0,9,0,0,15.797,25.282,3.772,21.466,11.459,7.151,3.864,8,19.501,4.297,21.869,22.741,4.472,0,3.903,47.381,46.449,10.903,0.844,0.046,10.419,139.226,12.982,16.561,268.055,645.814,60.34,4.688,4.567,15.656,69.654,16.103,4.124,30.006,9.723,45.352,17.787,3.835,4.493,49.066,17.124,4.436,2.096,4.563,24.621,5.939,0.878,4.287,4.496,4.561,7.394,22.308,12.773,4.661,1.776,32.887,9,233.327,56.956,1,483.03,3.948
5.98,5.892,0.0,0,0.0,10,0,0,17.757,55.189,3.697,19.792,12.912,7.908,4.127,10,22.353,4.519,22.044,25.351,5.292,0,3.819,113.715,60.807,12.302,0.965,0.064,16.059,191.733,17.206,18.566,354.42,856.545,59.488,4.809,4.741,23.168,69.111,24.389,4.382,28.343,10.826,53.333,21.9,4.11,4.801,64.387,23.533,4.809,2.007,4.763,35.037,6.481,1.129,4.817,4.695,4.811,7.127,28.47,16.976,4.855,1.861,30.711,13,288.842,65.331,4,629.12,3.887
5.729,4.85,0.0,0,0.0,9,0,0,9.401,12.411,3.499,9.909,7.329,4.686,3.393,7,8.487,3.757,9.66,13.524,3.162,0,3.671,47.381,29.052,5.431,0.686,-0.246,5.423,86.859,7.928,10.609,168.796,403.621,26.959,3.909,3.906,8.522,27.458,10.258,1.835,13.851,6.512,24.881,8.047,3.332,3.761,21.273,10.067,3.656,1.916,3.787,15.079,2.631,1.139,3.655,3.784,3.784,6.988,13.1,7.848,3.872,1.639,13.579,11,107.949,23.423,1,299.72,3.738
5.6,4.866,0.0,0,0.0,4,0,0,9.458,0.0,3.467,10.299,7.586,5.119,3.436,7,9.114,3.773,10.433,14.455,3.873,0,3.654,55.916,31.887,5.43,0.71,-0.025,4.446,91.996,8.363,11.726,184.842,442.774,28.385,3.947,3.914,7.322,28.65,10.312,1.479,15.505,7.62,26.826,8.021,3.353,3.657,19.531,10.133,3.411,1.989,3.739,15.339,2.551,1.022,3.236,3.743,3.768,6.8,14.029,8.266,3.91,1.62,15.904,7,96.348,21.183,0,319.57,3.732
6.563,5.034,0.0,0,0.0,14,0,0,11.591,12.822,3.627,11.701,8.676,5.234,3.512,11,9.867,3.924,10.848,16.478,2.739,0,3.753,56.857,31.813,6.627,0.778,-0.25,6.616,94.086,8.959,12.391,180.587,432.392,31.728,4.039,4.082,10.721,29.975,11.275,2.659,16.364,7.236,31.03,9.741,3.451,3.87,26.183,11.067,3.757,2.031,3.905,16.071,3.64,1.156,3.767,3.952,3.938,6.816,14.039,8.884,3.981,1.664,15.169,13,124.613,27.533,1,321.96,3.806
5.0,6.286,0.0,0,0.0,36,0,0,24.446,26.97,3.845,26.123,18.499,11.523,4.291,40,30.617,4.678,28.399,36.279,3.0,0,3.927,149.736,72.683,14.167,1.171,0.034,12.971,213.362,19.857,27.341,414.221,1002.46,77.217,4.909,4.855,34.388,80.125,25.567,4.815,39.077,16.488,67.651,32.936,4.228,4.813,92.484,24.933,4.559,2.041,4.759,36.644,6.937,1.055,4.599,4.716,5.028,6.808,32.012,19.641,4.972,1.866,42.391,25,263.79,88.898,2,737.74,3.957
6.47,5.439,0.0,0,0.0,7,0,0,13.225,12.988,3.564,14.63,10.301,6.168,3.751,12,14.394,4.169,14.763,17.912,3.808,0,3.698,47.381,40.489,8.523,0.867,0.137,11.146,124.249,11.552,13.836,229.359,551.395,39.405,4.41,4.352,14.237,41.878,15.639,3.851,19.768,8.021,34.624,15.265,3.729,4.321,43.096,15.133,4.316,1.985,4.342,22.242,4.999,0.891,4.27,4.295,4.385,7.738,18.994,11.386,4.394,1.749,19.925,11,193.532,40.897,1,399.9,3.749
5.0,6.344,0.0,0,0.0,38,0,0,27.458,27.182,3.845,29.505,20.571,12.658,4.402,41,33.801,4.792,31.933,40.015,3.162,0,3.927,187.641,80.206,15.744,1.173,0.038,15.059,238.498,21.928,29.845,455.599,1103.42,83.407,5.023,4.971,37.173,86.92,28.534,5.416,43.231,17.853,73.059,35.529,4.339,4.918,98.812,27.933,4.671,2.045,4.875,40.627,7.793,1.04,4.699,4.837,5.114,6.923,35.321,21.712,5.077,1.89,46.881,32,297.79,93.372,2,810.36,3.957
7.959,4.057,0.0,0,0.0,4,0,0,8.49,0.0,3.54,8.241,6.318,3.444,3.387,3,5.773,3.802,6.694,11.31,2.646,1,3.698,47.381,27.449,6.354,0.258,-0.445,7.833,91.127,8.345,8.038,159.285,380.415,23.351,3.68,3.814,4.26,22.164,11.399,2.493,10.608,4.485,21.288,5.029,3.35,3.448,10.765,10.867,3.609,1.929,3.536,15.131,3.934,0.761,3.666,3.676,3.384,6.917,13.052,7.584,3.567,1.638,7.056,10,146.174,14.418,0,273.24,3.728
5.097,4.717,0.0,0,0.0,0,0,0,10.589,0.0,3.698,11.052,7.267,4.155,3.474,6,11.035,3.939,10.744,13.828,2.55,0,3.758,118.493,28.767,6.699,0.491,-0.084,8.971,90.064,8.321,9.407,159.945,382.027,27.946,4.103,4.124,7.695,26.814,11.265,3.447,14.149,5.262,25.478,10.652,3.445,4.034,20.193,11.067,3.989,2.022,4.031,15.441,4.314,0.98,3.935,4.055,4.089,7.346,12.905,8.248,4.115,1.67,13.757,11,145.057,26.656,0,281.06,3.788
9.796,5.328,-3.658,1,6.046,6,1,1,18.559,38.411,3.748,20.4,13.507,8.352,3.953,4,21.556,4.371,21.621,23.67,4.359,1,3.867,81.856,49.546,12.245,0.938,0.215,13.363,147.958,15.288,17.246,284.183,685.166,60.577,4.639,4.581,14.768,61.977,19.657,5.315,25.755,10.165,53.469,18.249,3.913,4.513,48.968,18.467,4.514,2.078,4.551,27.71,7.358,1.129,4.358,4.497,4.569,7.864,23.529,13.693,4.654,1.79,29.357,8,276.073,58.318,3,510.22,3.899
8.74,5.595,-3.756,1,6.046,6,1,1,20.015,38.973,3.757,22.062,14.657,8.929,4.021,3,24.603,4.452,23.421,25.299,4.416,1,3.884,72.38,52.762,13.533,0.938,0.179,14.928,156.098,16.46,18.545,299.97,723.688,66.772,4.717,4.657,18.017,66.277,20.996,5.96,27.729,10.752,57.974,22.843,3.989,4.622,59.814,19.8,4.617,2.074,4.634,29.735,7.931,0.905,4.53,4.583,4.738,7.87,25.307,14.847,4.751,1.81,31.412,7,305.83,70.928,3,541.25,3.915
10.523,5.595,-3.756,1,6.046,6,1,1,20.015,38.973,3.757,22.062,14.657,8.929,4.021,3,24.603,4.452,23.421,25.299,4.416,1,3.884,72.38,52.762,13.533,0.938,0.179,14.928,156.098,16.46,18.545,299.97,723.688,66.772,4.717,4.657,18.017,66.277,20.996,5.96,27.729,10.752,57.974,22.843,3.989,4.622,59.814,19.8,4.617,2.074,4.634,29.735,7.931,0.905,4.53,4.583,4.738,7.87,25.307,14.847,4.751,1.81,31.412,7,305.83,70.928,3,541.25,3.915
7.917,5.38,-3.105,0,5.807,10,1,1,22.589,38.239,3.844,24.576,15.762,9.102,4.048,5,24.38,4.498,25.142,27.635,4.301,2,3.942,91.274,52.5,14.975,1.02,0.172,15.214,158.181,17.432,19.537,296.444,715.083,71.082,4.76,4.711,17.718,70.24,20.836,6.784,30.376,11.022,65.16,20.548,3.982,4.579,53.452,19.467,4.567,2.057,4.625,28.283,9.641,1.221,4.424,4.578,4.643,7.555,24.889,14.716,4.754,1.796,33.992,9,313.055,63.233,3,527.52,3.953
8.041,5.613,-3.132,0,5.807,6,1,1,22.721,38.39,3.83,24.819,16.214,9.497,4.077,3,26.033,4.514,25.089,27.441,4.416,2,3.937,91.274,54.716,15.447,1.028,0.155,15.716,163.892,17.953,19.996,310.032,748.239,75.523,4.774,4.723,19.895,70.996,21.641,6.867,30.223,11.448,67.675,24.602,4.018,4.641,64.492,20.3,4.629,2.048,4.659,30.023,9.395,0.95,4.523,4.612,4.764,7.555,26.331,15.211,4.791,1.81,33.612,8,330.812,75.295,3,553.61,3.946
7.458,5.165,-3.125,0,5.807,6,1,1,19.69,50.871,3.817,20.648,13.672,7.998,3.943,3,18.322,4.374,19.124,23.338,4.301,2,3.914,91.274,47.216,13.498,0.825,0.185,13.37,145.374,15.79,16.516,272.133,655.764,62.469,4.552,4.568,13.684,55.695,19.296,5.73,24.398,9.356,56.993,16.418,3.878,4.324,42.412,17.967,4.408,2.048,4.421,26.532,8.109,1.085,4.243,4.438,4.393,7.555,22.768,13.093,4.478,1.773,24.992,8,288.951,49.869,4,485.34,3.931
4.549,4.397,0.0,0,0.0,2,0,0,7.448,11.922,3.271,8.396,5.655,3.661,3.198,2,7.038,3.566,8.514,10.469,2.646,0,3.488,56.857,23.767,4.453,0.385,-0.237,4.795,73.073,6.315,8.023,140.019,333.405,22.164,3.766,3.742,5.015,22.744,8.758,1.656,11.554,4.968,19.299,5.608,3.154,3.59,13.385,8.567,3.508,1.912,3.646,12.958,2.352,0.969,3.477,3.642,3.535,6.815,10.926,6.228,3.718,1.595,12.058,9,95.285,16.579,1,247.82,3.535
5.83,4.877,0.0,0,0.0,14,0,0,10.804,12.744,3.639,11.553,8.113,5.035,3.548,10,10.029,3.924,11.55,14.908,3.082,0,3.762,104.239,33.052,6.333,0.682,-0.211,6.911,102.44,8.96,11.207,190.989,457.774,29.315,4.05,4.071,9.556,30.541,12.275,2.242,15.724,6.769,27.214,8.896,3.497,3.879,23.036,12.067,3.78,2.02,3.923,17.485,3.225,1.069,3.778,3.957,3.893,6.815,14.727,8.881,3.996,1.683,15.76,16,131.949,24.783,1,337.74,3.81
6.176,5.068,0.0,0,0.0,14,0,0,12.52,12.796,3.634,12.771,9.275,5.58,3.563,11,9.804,3.982,11.45,17.929,2.915,0,3.758,56.857,33.574,7.064,0.825,-0.28,6.681,98.818,9.421,13.293,190.179,455.797,34.785,4.101,4.151,10.687,31.855,11.775,2.818,17.996,7.75,32.46,9.593,3.498,3.884,27.045,11.567,3.773,2.054,3.951,16.778,3.865,1.037,3.778,4.007,3.924,6.815,14.746,9.341,4.006,1.674,16.171,15,127.949,27.033,1,339.26,3.809
6.918,5.128,0.0,0,0.0,11,0,0,13.05,12.791,3.641,13.741,9.892,6.097,3.69,9,12.182,4.067,13.545,18.446,3.536,0,3.762,94.762,38.336,7.374,0.845,-0.215,7.435,116.156,10.485,13.938,219.766,527.99,35.074,4.2,4.213,11.473,35.627,13.775,2.604,19.045,8.357,32.419,11.245,3.627,4.023,29.217,13.567,3.864,2.039,4.054,19.606,3.739,1.02,3.866,4.076,4.076,6.988,16.901,10.406,4.16,1.707,18.773,19,143.949,30.692,1,389.64,3.81
6.327,4.852,0.0,0,0.0,9,0,0,9.49,12.428,3.499,9.972,7.359,4.686,3.393,7,8.613,3.762,9.789,13.609,3.162,0,3.67,56.857,29.052,5.451,0.675,-0.236,5.423,86.946,7.903,10.641,168.796,403.621,27.15,3.912,3.913,8.492,27.339,10.258,1.84,13.952,6.512,25.589,8.047,3.332,3.762,21.254,10.067,3.657,1.92,3.789,15.079,2.628,1.118,3.652,3.792,3.791,6.815,13.048,7.824,3.879,1.639,13.83,11,107.949,23.423,1,299.72,3.737
7.688,5.228,0.0,0,0.0,12,0,0,13.749,12.744,3.631,14.209,10.755,6.747,3.697,10,12.491,4.074,13.859,19.984,4.0,0,3.756,47.381,39.62,7.553,0.911,-0.163,6.484,114.465,10.928,15.65,226.35,544.053,37.444,4.227,4.224,11.912,37.808,13.258,2.563,20.292,9.528,35.376,11.705,3.615,4.039,30.515,13.067,3.848,2.005,4.063,19.322,3.722,1.041,3.854,4.06,4.114,6.988,17.343,10.848,4.195,1.698,19.914,17,131.949,33.008,1,403.52,3.808
6.404,4.628,0.0,0,0.0,5,0,0,7.93,12.137,3.322,8.646,6.187,4.003,3.267,4,7.751,3.624,8.85,11.255,2.828,0,3.548,47.381,25.529,4.662,0.394,-0.222,5.162,77.734,6.928,8.87,149.611,356.811,22.683,3.809,3.78,6.745,24.533,9.258,1.723,11.921,5.487,21.061,6.934,3.217,3.669,16.909,9.067,3.577,1.911,3.696,13.665,2.453,1.15,3.555,3.677,3.665,6.988,11.686,6.848,3.784,1.612,12.359,9,99.949,20.51,1,265.12,3.597
4.967,4.814,0.0,0,0.0,11,0,0,10.155,0.0,3.584,10.616,8.067,4.96,3.519,8,8.405,3.905,10.067,15.234,2.828,0,3.727,56.857,32.608,6.436,0.691,-0.224,6.828,97.328,9.117,11.971,187.252,448.654,30.313,4.053,4.036,8.051,30.462,11.813,2.245,15.735,7.123,28.351,7.404,3.463,3.9,21.78,11.533,3.787,1.949,3.924,16.778,3.263,1.161,3.816,3.907,3.915,6.908,14.741,9.031,4.014,1.673,15.244,13,129.565,25.908,0,321.63,3.791
4.836,4.709,0.0,0,0.0,14,0,0,9.272,12.723,3.631,9.838,6.915,4.32,3.441,11,9.029,3.81,9.895,12.483,2.739,0,3.753,104.239,29.529,5.664,0.388,-0.254,6.616,92.85,8.022,9.397,171.805,410.963,25.017,3.922,3.945,8.29,25.539,11.275,2.031,13.092,5.686,23.625,8.184,3.4,3.81,19.277,11.067,3.729,1.975,3.82,16.071,2.886,1.133,3.746,3.852,3.844,6.819,13.313,7.949,3.901,1.664,13.216,13,124.613,22.179,1,303.14,3.805
6.593,5.068,0.0,0,0.0,14,0,0,11.498,12.805,3.626,11.635,8.648,5.234,3.512,11,9.513,3.919,10.69,16.395,2.739,0,3.75,47.381,31.813,6.607,0.782,-0.269,6.616,93.999,8.984,12.362,180.587,432.392,31.536,4.036,4.077,11.038,30.074,11.275,2.644,16.26,7.236,30.32,9.638,3.451,3.865,26.985,11.067,3.757,2.031,3.904,16.071,3.64,1.153,3.769,3.944,3.919,6.989,14.092,8.908,3.971,1.664,14.881,13,124.613,27.167,1,321.96,3.805
5.563,4.931,0.0,0,0.0,11,0,0,10.946,12.586,3.584,11.416,8.496,5.368,3.505,8,9.793,3.879,11.178,15.818,3.464,0,3.73,56.857,32.574,6.158,0.685,-0.216,5.776,96.148,8.903,12.348,187.98,450.432,30.756,4.029,4.03,9.299,30.894,11.258,2.068,16.146,7.525,29.198,8.873,3.436,3.86,23.515,11.067,3.725,1.961,3.889,16.493,3.012,1.124,3.728,3.892,3.893,6.815,14.462,8.824,3.994,1.661,15.954,13,115.949,26.222,1,334.32,3.796
5.665,5.028,0.0,0,0.0,12,0,0,12.274,12.77,3.639,12.985,9.297,5.744,3.645,8,11.485,4.02,12.814,17.27,3.391,0,3.761,94.762,36.574,7.021,0.721,-0.192,7.258,111.555,9.985,13.036,210.174,504.585,33.188,4.152,4.166,10.557,33.791,13.275,2.494,17.891,7.832,30.495,10.525,3.585,3.981,26.52,13.067,3.835,2.035,4.013,18.899,3.562,1.017,3.837,4.036,4.02,6.988,16.194,9.906,4.11,1.699,17.646,18,139.949,29.555,1,372.34,3.809
5.93,5.228,0.0,0,0.0,12,0,0,13.828,12.761,3.633,14.266,10.789,6.747,3.697,10,12.605,4.078,13.985,20.075,4.0,0,3.76,56.857,39.62,7.573,0.911,-0.157,6.484,114.552,10.903,15.692,226.35,544.053,37.603,4.229,4.229,11.912,37.656,13.258,2.568,20.381,9.528,36.054,11.705,3.615,4.04,30.515,13.067,3.848,2.005,4.064,19.322,3.719,1.041,3.851,4.066,4.118,6.815,17.29,10.824,4.2,1.698,20.131,17,131.949,33.008,1,403.52,3.81
6.18,5.128,0.0,0,0.0,11,0,0,13.155,12.808,3.643,13.813,9.914,6.097,3.69,9,12.327,4.071,13.679,18.524,3.536,0,3.767,104.239,38.336,7.394,0.843,-0.208,7.435,116.243,10.46,13.96,219.766,527.99,35.275,4.202,4.218,11.473,35.522,13.775,2.609,19.158,8.357,33.137,11.245,3.627,4.024,29.217,13.567,3.864,2.039,4.055,19.606,3.736,1.02,3.863,4.083,4.081,6.815,16.849,10.381,4.165,1.707,19.056,19,143.949,30.692,1,389.64,3.813
5.347,4.925,0.0,0,0.0,14,0,0,11.818,12.785,3.635,12.759,8.738,5.346,3.57,10,10.948,3.964,12.619,16.615,3.082,0,3.764,94.762,33.813,6.709,0.817,-0.165,6.911,101.744,9.255,12.26,193.917,464.917,33.414,4.122,4.131,9.919,34.141,12.275,2.622,17.65,7.288,30.247,9.583,3.512,3.93,24.053,12.067,3.802,2.02,3.979,17.485,3.666,1.085,3.796,4.002,3.952,6.604,14.935,9.176,4.063,1.683,17.489,16,131.949,26.946,1,340.38,3.814
7.135,5.02,0.0,0,0.0,11,0,0,11.586,12.625,3.606,12.073,9.035,5.711,3.556,8,10.377,3.928,11.753,16.81,3.606,0,3.744,47.381,34.336,6.492,0.754,-0.205,5.953,100.662,9.428,13.154,197.573,473.837,32.334,4.081,4.078,9.805,32.757,11.758,2.188,17.127,8.029,30.258,9.564,3.484,3.908,25.553,11.567,3.757,1.976,3.934,17.2,3.192,1.024,3.763,3.931,3.949,6.988,15.222,9.348,4.043,1.671,16.78,14,119.949,27.973,1,351.62,3.804
6.936,5.056,0.0,0,0.0,10,0,0,12.522,0.0,3.592,12.014,10.174,6.389,3.593,11,10.607,3.965,11.313,18.225,3.937,0,3.732,28.429,36.092,6.832,0.924,0.001,4.103,98.683,9.971,14.906,204.292,490.233,27.905,4.01,4.074,9.195,26.114,10.932,2.145,17.364,9.287,29.644,9.901,3.475,3.675,21.392,10.9,3.248,2.019,3.74,15.719,3.168,0.957,3.186,3.82,3.884,6.444,14.993,9.94,3.946,1.629,16.314,16,92.082,22.966,0,353.0,3.798
6.458,5.403,0.0,0,0.0,8,0,0,15.407,24.601,3.769,20.691,10.867,6.476,3.825,7,19.853,4.27,22.327,20.558,4.472,0,3.902,37.905,44.642,11.121,0.843,0.104,11.902,139.203,13.106,14.305,265.536,639.668,64.893,4.635,4.535,14.096,69.777,16.663,4.108,26.97,8.173,44.68,16.775,3.804,4.426,45.383,17.552,4.699,2.063,4.52,25.621,6.159,0.853,4.324,4.463,4.511,7.286,22.576,12.2,4.602,1.776,31.484,6,264.032,60.304,1,478.85,3.946
8.04,5.866,0.0,0,0.0,10,0,0,20.105,50.773,3.691,20.794,15.458,9.481,4.158,11,21.557,4.545,21.896,31.271,6.245,0,3.795,74.868,64.893,12.737,1.077,-0.053,11.725,190.577,17.902,23.898,377.778,913.538,68.783,4.749,4.725,19.198,69.251,23.329,3.928,32.169,14.207,63.582,20.936,4.107,4.637,60.231,22.633,4.539,2.015,4.636,34.564,5.858,0.977,4.511,4.612,4.716,7.126,29.183,17.688,4.765,1.831,33.571,16,248.013,64.959,4,675.54,3.855
6.294,4.834,0.0,0,0.0,7,0,0,10.155,13.15,3.743,12.293,7.651,4.738,3.556,7,12.062,3.965,13.345,13.74,2.739,0,3.808,113.286,32.915,7.105,0.601,-0.079,8.663,102.205,9.055,10.418,188.927,452.741,30.789,4.216,4.146,8.045,35.944,12.609,2.685,16.544,6.243,26.743,10.291,3.521,4.105,22.361,12.467,4.013,1.945,4.116,18.148,3.982,0.856,4.032,4.07,4.103,7.175,15.183,8.953,4.197,1.698,17.78,15,153.361,28.71,1,324.16,3.841
8.01,5.82,0.0,0,0.0,13,0,0,19.641,50.753,3.691,20.017,14.881,9.134,4.13,12,20.382,4.517,20.895,30.354,6.164,0,3.794,74.868,63.131,12.414,1.029,-0.056,11.548,186.028,17.402,23.051,368.186,890.133,66.833,4.721,4.699,19.118,67.86,22.829,3.807,31.172,13.702,61.745,20.007,4.081,4.609,57.815,22.133,4.522,2.014,4.612,33.857,5.7,1.03,4.501,4.588,4.674,7.126,28.476,17.188,4.729,1.827,32.179,16,244.013,62.741,4,658.24,3.853
5.0,5.162,0.0,0,0.0,9,0,0,13.361,13.021,3.692,14.42,10.329,6.366,3.682,10,13.382,4.074,14.006,19.009,4.0,0,3.797,66.334,38.552,7.724,0.865,-0.197,7.791,112.779,10.724,14.631,220.025,528.621,38.519,4.244,4.224,11.091,40.64,13.707,2.833,20.32,8.707,36.297,13.03,3.625,4.115,31.101,13.4,3.979,1.959,4.113,19.769,4.213,0.899,4.019,4.091,4.195,6.738,17.232,10.617,4.22,1.711,19.378,15,150.156,33.832,1,386.41,3.846
5.0,5.351,0.0,0,0.0,11,0,0,15.059,13.075,3.692,15.488,11.516,7.051,3.767,12,14.716,4.164,14.387,21.445,4.243,0,3.797,66.334,42.074,8.707,0.864,-0.136,8.128,121.758,11.648,16.377,239.21,575.432,42.692,4.304,4.311,13.067,42.172,14.669,3.074,22.278,9.727,39.731,14.685,3.704,4.173,36.693,14.4,4.023,1.976,4.163,21.184,4.522,0.818,4.064,4.161,4.291,6.738,18.646,11.536,4.279,1.727,20.155,18,157.823,38.469,1,421.01,3.846
