pXC50,P_VSA_v_2,SAacc,P_VSA_p_2,TPSA.NO.,GMTI,SpMin4_Bh.e.,X0v,SpMax5_Bh.e.,CSI,SMTIV,X0sol,SpMax5_Bh.i.,SpMaxA_EA.ri.,UNIP,Xu,Psi_i_s,SMTI,SpMin5_Bh.i.,RDCHI,SpMaxA_AEA.ri.,IDDM,Sv,Eig07_EA,SM15_AEA.bo.,SpMaxA_EA,Eta_epsi,Eig15_EA.ed.,SM10_AEA.ri.,ECC,ON1,LPRS,SpMin5_Bh.v.,SpMax6_Bh.s.,Chi0_EA.ed.,X1sol,SpMin5_Bh.e.,SpMaxA_AEA.bo.,ATS1v,Dz,IVDM,X1,IDM,SpMax4_Bh.s.,SpMin5_Bh.m.,X1Mad,SpMaxA_AEA.ed.,ATS8p,MDDD,TIC5,BID,nSK,Psi_e_0,Eig15_EA,SM09_AEA.dm.,CID,Chi0_EA.ri.,VAR,SpMax8_Bh.s.,Chi0_EA.bo.,TIC4,TIC2,VvdwZAZ,Eig07_AEA.ri.,Eig15_AEA.ri.,Uindex,SpMin4_Bh.p.
6.377,63.011,61.111,63.011,52.3,15001.0,1.565,18.796,3.428,814.0,22575.0,22.51,3.471,0.084,129.0,29.587,66.278,13483.0,1.399,4.33,0.115,4.971,35.503,1.924,1.924,0.09,30.819,1.606,1.606,357.0,6.806,166.037,1.659,4.332,12.846,16.367,1.441,0.127,3.695,67.333,4.952,15.67,8.714,4.732,1.66,14.514,0.189,3.925,31.188,264.366,3.503,32,11.78,0.655,0.655,4.226,22.817,132.0,4.008,19.095,264.366,236.366,375.49,2.865,1.571,41.257,1.692
7.77,137.074,137.074,137.074,99.16,21391.0,1.601,24.82,3.588,1037.0,35269.0,29.233,3.658,0.073,185.0,35.304,89.667,21717.0,1.521,4.531,0.1,5.292,48.824,2.061,2.061,0.077,48.133,1.628,1.628,511.0,9.583,222.866,1.82,4.58,16.228,19.361,1.589,0.108,3.895,89.0,5.228,19.361,9.386,4.893,1.843,18.189,0.163,4.79,47.03,455.67,3.718,40,14.907,0.684,0.684,4.396,28.541,192.0,4.446,25.939,434.651,380.386,542.52,2.972,1.606,86.738,1.808
7.959,86.985,85.086,86.985,63.99,14541.0,1.615,17.38,3.362,902.0,22058.0,21.562,3.391,0.089,140.0,29.377,69.5,13356.0,1.402,4.341,0.12,4.926,34.895,1.639,1.639,0.093,30.4,1.663,1.663,404.0,6.778,162.327,1.659,4.675,12.778,15.658,1.463,0.131,3.665,65.5,4.907,15.204,8.59,4.762,1.608,14.407,0.197,3.825,32.916,272.193,3.472,31,11.487,0.676,0.676,4.182,21.821,131.0,3.848,18.563,269.438,220.418,370.43,2.604,1.713,43.804,1.733
5.222,38.785,38.785,38.785,31.35,5402.0,1.482,12.15,3.048,500.0,7696.0,14.33,3.103,0.123,82.0,21.654,41.5,5115.0,1.212,3.649,0.169,4.365,25.719,1.052,1.052,0.127,22.933,-2.347,-2.347,230.0,4.778,98.318,1.488,3.763,9.298,10.416,1.243,0.178,3.329,44.5,4.371,10.416,7.425,4.234,1.461,10.092,0.269,3.306,19.048,208.477,3.101,21,7.783,-1.0,-1.0,3.791,14.936,70.0,3.543,13.281,208.477,175.806,273.82,2.043,0.0,32.57,1.656
7.824,79.47,77.571,79.47,67.63,12652.0,1.545,17.129,3.38,845.0,19084.0,20.217,3.452,0.093,141.0,28.226,60.167,11922.0,1.364,4.214,0.129,4.834,34.245,1.613,1.613,0.099,32.667,0.436,0.436,388.0,6.556,151.303,1.663,4.341,11.86,14.19,1.422,0.144,3.587,63.5,4.8,14.19,8.373,4.508,1.692,13.398,0.21,3.736,29.501,294.947,3.407,29,10.72,0.256,0.256,4.106,20.796,118.0,3.887,18.192,292.947,269.437,356.7,2.523,1.167,45.159,1.752
5.06,87.738,87.738,87.738,53.43,6326.0,1.409,14.457,3.338,466.0,9637.0,17.389,3.403,0.116,73.0,23.494,54.333,6073.0,1.287,3.559,0.152,4.612,29.74,1.459,1.459,0.117,26.433,-1.578,-1.578,214.0,5.417,116.949,1.555,3.954,9.92,12.131,1.348,0.165,3.495,53.0,4.579,12.131,8.023,4.58,1.6,11.811,0.249,3.509,18.704,232.311,3.269,25,9.282,-0.628,-0.628,3.969,17.178,88.0,3.731,15.105,232.311,206.701,319.08,2.436,0.341,35.568,1.627
6.721,57.47,55.571,57.47,49.17,8752.0,1.545,14.467,3.376,661.0,12327.0,17.062,3.45,0.107,109.0,24.915,49.833,8081.0,1.356,3.958,0.147,4.621,29.762,1.448,1.448,0.113,27.133,-1.495,-1.495,297.0,5.528,123.754,1.655,3.893,10.563,12.31,1.42,0.165,3.473,53.5,4.606,12.31,7.941,4.506,1.692,11.824,0.24,3.469,21.898,245.323,3.266,25,9.259,-0.641,-0.641,3.969,17.764,90.0,3.664,15.477,245.323,219.549,304.52,2.417,0.339,36.315,1.75
7.0,71.785,71.785,71.785,59.04,9604.0,1.485,16.143,3.303,714.0,15156.0,19.062,3.355,0.102,119.0,26.562,57.0,9365.0,1.252,3.991,0.14,4.723,32.444,1.443,1.443,0.107,31.233,-0.768,-0.768,339.0,6.333,136.977,1.565,4.301,11.329,13.245,1.286,0.153,3.52,59.5,4.698,13.245,8.172,4.58,1.59,12.467,0.226,3.766,29.761,270.499,3.339,27,9.98,-0.394,-0.394,4.024,19.504,122.0,3.875,17.366,262.235,239.215,352.09,2.388,0.562,47.33,1.679
4.824,60.785,60.785,60.785,49.81,7087.0,1.394,14.105,3.247,591.0,11091.0,16.778,3.314,0.111,98.0,24.028,50.333,6870.0,1.197,3.779,0.153,4.554,28.675,1.379,1.379,0.116,27.167,-1.696,-1.696,278.0,5.556,116.845,1.539,4.128,10.094,11.796,1.249,0.166,3.411,52.5,4.536,11.796,7.827,4.496,1.576,11.166,0.242,3.565,24.326,237.556,3.227,24,8.864,-0.759,-0.759,3.913,17.261,92.0,3.692,15.289,235.556,211.946,308.7,2.339,0.208,39.577,1.643
5.796,23.899,22.0,23.899,22.34,8150.0,1.608,15.55,3.432,721.0,10326.0,16.874,3.501,0.105,122.0,25.048,43.167,8090.0,1.434,4.041,0.148,4.553,32.67,1.221,1.221,0.11,29.533,-1.346,-1.346,350.0,5.75,121.616,1.727,3.85,11.07,11.881,1.485,0.156,3.515,50.5,4.559,11.881,7.794,4.177,1.756,11.521,0.226,3.763,30.104,315.659,3.225,24,8.976,-0.697,-0.697,3.9,17.038,118.0,3.674,16.052,315.659,223.187,358.22,2.189,0.291,49.128,1.781
7.0,70.695,66.897,70.695,60.89,18391.0,1.625,20.091,3.658,984.0,27507.0,23.924,3.691,0.08,154.0,31.444,69.111,16612.0,1.43,4.539,0.109,5.055,38.357,1.941,1.941,0.085,33.452,1.922,1.922,434.0,7.306,181.754,1.668,4.354,13.791,17.367,1.482,0.12,3.753,71.333,5.041,16.67,8.87,4.664,1.638,15.475,0.18,4.103,36.865,299.22,3.561,34,12.509,0.692,0.692,4.282,24.281,166.0,3.851,20.135,299.22,266.691,395.1,2.881,1.571,45.18,1.75
9.244,105.744,101.945,90.783,73.02,19274.0,1.636,19.988,3.475,998.0,31031.0,24.69,3.528,0.083,167.0,32.681,88.0,18151.0,1.485,4.438,0.109,5.143,39.661,2.117,2.117,0.084,36.448,1.842,1.842,457.0,7.833,195.189,1.764,4.817,13.739,16.884,1.549,0.12,3.755,78.0,5.08,17.295,9.045,5.448,1.748,16.622,0.177,4.062,38.778,315.498,3.616,36,13.389,0.724,0.724,4.316,24.589,159.0,4.483,20.83,315.498,293.847,415.71,3.073,1.723,54.492,1.863
4.745,60.785,60.785,60.785,49.81,8190.0,1.413,14.398,3.247,658.0,13179.0,17.485,3.314,0.107,110.0,25.06,53.833,7924.0,1.221,3.905,0.147,4.613,29.149,1.426,1.426,0.111,27.267,-1.046,-1.046,310.0,5.806,124.334,1.539,4.271,10.594,12.296,1.256,0.16,3.426,54.5,4.597,12.296,7.938,4.554,1.576,11.666,0.233,3.524,26.992,232.574,3.266,25,9.199,-0.503,-0.503,3.952,17.968,102.0,3.796,15.697,230.574,208.964,320.72,2.381,0.431,42.171,1.64
8.0,57.47,55.571,57.47,49.17,9701.0,1.544,16.354,3.376,721.0,14900.0,18.933,3.449,0.103,118.0,25.791,52.25,9014.0,1.357,4.02,0.142,4.677,30.787,1.526,1.526,0.109,27.6,-0.747,-0.747,326.0,5.694,130.729,1.651,3.895,10.65,13.281,1.419,0.159,3.504,55.25,4.65,12.704,8.052,4.506,1.69,11.644,0.232,3.534,24.231,245.323,3.303,26,9.622,-0.316,-0.316,4.003,18.375,106.0,3.674,15.9,245.323,226.204,323.8,2.471,0.586,38.465,1.749
8.155,72.43,70.531,57.47,49.17,9701.0,1.543,14.768,3.377,721.0,14900.0,17.062,3.45,0.103,118.0,25.791,57.5,9014.0,1.355,4.02,0.142,4.677,30.145,1.526,1.526,0.109,28.648,-0.747,-0.747,326.0,5.694,130.729,1.653,4.205,10.65,12.31,1.418,0.159,3.485,57.0,4.65,12.704,8.052,4.577,1.691,12.099,0.232,3.466,24.231,245.323,3.303,26,9.645,-0.316,-0.316,4.003,18.274,106.0,3.674,15.9,245.323,226.204,310.59,2.477,0.627,38.465,1.75
5.398,53.745,53.745,38.785,31.35,6073.0,1.48,12.451,3.058,550.0,9568.0,14.33,3.109,0.118,89.0,22.557,49.167,5790.0,1.208,3.71,0.163,4.431,26.102,1.167,1.167,0.122,24.448,-2.347,-2.347,255.0,4.944,104.89,1.482,3.884,9.384,10.416,1.236,0.173,3.343,48.0,4.423,10.81,7.558,4.576,1.445,10.367,0.258,3.302,21.0,208.477,3.145,22,8.167,-1.0,-1.0,3.832,15.446,78.0,3.674,13.704,208.477,182.703,279.89,2.14,0.0,34.887,1.657
6.097,38.785,38.785,38.785,31.35,6073.0,1.481,14.037,3.051,550.0,9568.0,16.2,3.102,0.118,89.0,22.557,43.917,5790.0,1.214,3.71,0.162,4.431,26.744,1.167,1.167,0.122,23.4,-2.347,-2.347,255.0,4.944,104.89,1.476,3.767,9.384,11.387,1.24,0.173,3.365,46.25,4.423,10.81,7.558,4.237,1.436,9.912,0.258,3.382,21.0,208.477,3.145,22,8.146,-1.0,-1.0,3.832,15.547,78.0,3.656,13.704,208.477,182.703,293.1,2.134,0.0,34.887,1.651
6.046,62.684,60.785,62.684,54.74,18567.0,1.556,19.154,3.455,1088.0,26820.0,22.786,3.515,0.083,177.0,31.392,67.5,17154.0,1.439,4.553,0.113,5.019,38.75,1.899,1.899,0.088,35.367,1.211,1.211,491.0,7.333,179.412,1.71,4.348,13.349,16.157,1.501,0.126,3.735,71.0,4.989,16.157,8.742,4.644,1.721,15.451,0.187,3.872,38.342,327.51,3.531,33,12.191,0.618,0.618,4.241,23.516,154.0,4.088,20.341,325.51,278.702,401.02,2.858,1.52,48.342,1.765
6.0,38.785,38.785,38.785,31.35,6073.0,1.481,13.207,3.053,550.0,9568.0,15.7,3.103,0.118,89.0,22.557,45.278,5790.0,1.212,3.71,0.162,4.431,26.547,1.167,1.167,0.122,24.019,-2.347,-2.347,255.0,4.944,104.89,1.477,3.88,9.384,11.098,1.238,0.173,3.358,46.833,4.423,10.81,7.558,4.351,1.44,10.177,0.258,3.355,21.0,208.477,3.145,22,8.138,-1.0,-1.0,3.832,15.52,78.0,3.674,13.704,208.477,182.703,289.03,2.135,0.0,34.887,1.652
5.222,60.785,60.785,60.785,49.81,9401.0,1.523,15.519,3.257,730.0,14261.0,18.192,3.316,0.103,121.0,26.075,53.333,9082.0,1.274,4.03,0.142,4.67,31.729,1.47,1.47,0.107,29.767,-0.853,-0.853,344.0,6.056,131.903,1.578,4.149,11.094,12.796,1.303,0.154,3.507,56.5,4.655,12.796,8.045,4.496,1.581,12.166,0.225,3.653,29.627,276.07,3.303,26,9.622,-0.465,-0.465,3.99,18.675,114.0,3.786,16.703,274.07,238.46,343.3,2.425,0.463,44.834,1.701
5.699,49.785,49.785,49.785,40.58,6840.0,1.483,13.481,3.245,602.0,10206.0,15.908,3.309,0.114,97.0,23.484,46.667,6555.0,1.239,3.806,0.156,4.493,27.961,1.186,1.186,0.117,25.7,-2.125,-2.125,281.0,5.278,111.65,1.557,3.883,9.882,11.348,1.274,0.166,3.397,49.5,4.488,11.348,7.686,4.38,1.577,10.866,0.247,3.474,23.611,231.329,3.187,23,8.51,-0.94,-0.94,3.875,16.432,90.0,3.674,14.626,231.329,205.555,299.91,2.156,0.035,37.265,1.669
6.301,79.47,77.571,79.47,67.63,14341.0,1.555,17.836,3.415,927.0,21379.0,20.924,3.487,0.09,156.0,29.224,61.667,13498.0,1.413,4.337,0.125,4.884,35.772,1.623,1.623,0.096,33.967,0.442,0.442,426.0,6.806,159.303,1.702,4.346,12.36,14.69,1.478,0.14,3.629,65.5,4.851,14.69,8.464,4.508,1.726,13.898,0.204,3.765,32.133,314.811,3.439,30,11.098,0.332,0.332,4.138,21.503,126.0,3.94,18.9,312.811,282.811,374.0,2.572,1.181,47.588,1.773
5.699,62.684,60.785,62.684,54.74,20692.0,1.578,19.861,3.49,1176.0,29615.0,23.493,3.548,0.079,192.0,32.349,69.0,19116.0,1.478,4.683,0.109,5.062,40.277,2.029,2.029,0.084,36.667,1.404,1.404,532.0,7.556,187.596,1.744,4.353,13.777,16.64,1.537,0.122,3.771,73.0,5.033,16.64,8.824,4.661,1.756,15.933,0.177,3.988,42.059,347.735,3.56,34,12.571,0.618,0.618,4.269,24.168,164.0,4.096,20.933,345.735,294.072,418.32,3.005,1.524,50.555,1.794
7.0,71.785,71.785,71.785,59.04,9604.0,1.485,16.143,3.303,714.0,15156.0,19.062,3.355,0.102,119.0,26.562,57.0,9365.0,1.252,3.991,0.14,4.723,32.444,1.443,1.443,0.107,31.233,-0.768,-0.768,339.0,6.333,136.977,1.565,4.301,11.329,13.245,1.286,0.153,3.52,59.5,4.698,13.245,8.172,4.58,1.59,12.467,0.226,3.766,29.761,270.499,3.339,27,9.98,-0.394,-0.394,4.024,19.504,122.0,3.875,17.366,262.235,239.215,352.09,2.388,0.562,47.33,1.679
5.602,38.785,38.785,38.785,31.35,6684.0,1.48,14.263,3.055,577.0,11317.0,17.071,3.103,0.114,95.0,23.361,49.056,6412.0,1.213,3.746,0.157,4.495,27.374,1.414,1.414,0.119,25.105,-2.125,-2.125,269.0,5.139,111.16,1.471,4.092,9.553,11.798,1.236,0.171,3.386,49.167,4.473,11.22,7.691,4.49,1.429,10.328,0.25,3.384,22.439,216.477,3.187,23,8.499,-0.93,-0.93,3.871,16.117,86.0,3.758,14.151,216.477,187.358,304.24,2.305,0.038,37.252,1.649
6.824,60.785,60.785,60.785,49.81,8190.0,1.484,14.812,3.247,658.0,12609.0,17.485,3.314,0.107,110.0,25.06,51.833,7924.0,1.248,3.905,0.147,4.613,30.202,1.426,1.426,0.111,28.467,-1.046,-1.046,310.0,5.806,124.334,1.56,4.14,10.594,12.296,1.282,0.16,3.46,54.5,4.597,12.296,7.938,4.496,1.577,11.666,0.233,3.613,26.992,256.683,3.266,25,9.243,-0.503,-0.503,3.952,17.968,102.0,3.759,15.996,254.683,225.564,326.0,2.381,0.431,42.171,1.675
6.523,60.785,60.785,60.785,49.81,8190.0,1.461,14.552,3.247,658.0,12893.0,17.485,3.314,0.107,110.0,25.06,52.833,7924.0,1.241,3.905,0.147,4.613,29.675,1.426,1.426,0.111,27.867,-1.046,-1.046,310.0,5.806,124.334,1.545,4.217,10.594,12.296,1.275,0.16,3.443,54.5,4.597,12.296,7.938,4.496,1.576,11.666,0.233,3.569,26.992,246.568,3.266,25,9.215,-0.503,-0.503,3.952,17.968,102.0,3.788,15.814,244.568,222.959,323.36,2.381,0.431,42.171,1.658
8.523,154.142,152.243,154.142,124.41,28720.0,1.667,26.146,3.656,1254.0,48128.0,31.235,3.692,0.067,213.0,37.772,101.583,28142.0,1.534,4.92,0.095,5.393,50.672,2.065,2.065,0.075,50.067,2.106,2.106,600.0,9.792,246.216,1.827,4.871,17.216,21.52,1.601,0.107,3.964,96.0,5.338,20.699,9.592,4.994,1.793,18.744,0.162,4.741,58.508,467.354,3.788,43,16.389,0.955,0.955,4.475,30.26,229.0,4.58,26.514,452.334,414.07,558.58,3.099,1.852,81.514,1.828
6.553,70.941,70.941,70.941,51.22,10719.0,1.621,15.52,3.338,799.0,16273.0,18.899,3.392,0.101,131.0,27.054,58.0,10294.0,1.221,4.148,0.136,4.724,32.267,1.445,1.445,0.101,28.433,-0.918,-0.918,375.0,6.222,139.27,1.539,4.185,11.507,13.258,1.274,0.149,3.539,57.0,4.711,13.258,8.151,4.662,1.57,12.89,0.213,3.589,32.477,268.539,3.338,27,9.956,-0.389,-0.389,4.027,18.981,124.0,3.778,16.471,268.539,223.71,349.86,2.412,0.626,47.516,1.794
7.398,89.861,89.861,59.941,41.99,15003.0,1.676,17.1,3.557,945.0,24993.0,20.15,3.608,0.091,158.0,30.19,76.167,14474.0,1.514,4.464,0.122,4.923,35.846,1.696,1.696,0.092,32.695,-0.083,-0.083,446.0,7.056,166.522,1.723,4.547,13.074,14.326,1.563,0.133,3.645,67.0,4.904,15.114,8.58,4.897,1.742,14.661,0.197,3.754,38.125,271.975,3.471,31,11.473,-0.037,-0.037,4.157,21.33,168.0,4.169,18.357,271.975,244.001,399.83,2.68,0.932,58.539,1.869
8.301,70.941,70.941,70.941,51.22,18547.0,1.72,21.263,3.633,1118.0,26703.0,24.435,3.686,0.082,188.0,32.76,68.667,18561.0,1.591,4.739,0.11,5.053,44.008,1.634,1.634,0.082,38.733,0.718,0.718,549.0,8.111,189.266,1.828,4.23,14.856,16.618,1.643,0.121,3.811,71.0,5.036,16.618,8.863,4.522,1.881,16.245,0.175,4.301,50.81,432.578,3.559,34,12.607,0.463,0.463,4.234,23.592,200.0,4.017,21.33,428.578,346.313,496.86,2.622,1.351,84.985,1.9
6.201,59.941,59.941,59.941,41.99,8901.0,1.621,14.189,3.326,708.0,13047.0,17.322,3.384,0.108,115.0,25.399,52.833,8464.0,1.213,4.017,0.145,4.614,30.026,1.327,1.327,0.108,25.667,-1.491,-1.491,329.0,5.722,125.679,1.517,3.906,10.882,12.326,1.27,0.159,3.481,52.0,4.611,12.326,7.926,4.584,1.523,12.115,0.228,3.441,28.602,237.066,3.265,25,9.228,-0.701,-0.701,3.955,17.485,105.0,3.674,15.126,237.066,186.747,323.77,2.324,0.287,42.281,1.79
7.699,70.941,70.941,70.941,51.22,15956.0,1.716,19.426,3.583,999.0,22603.0,22.598,3.628,0.089,165.0,30.865,65.0,15436.0,1.543,4.514,0.118,4.97,40.428,1.574,1.574,0.089,35.533,0.68,0.68,473.0,7.389,173.062,1.742,4.241,13.601,15.652,1.587,0.127,3.752,67.0,4.951,15.652,8.68,4.529,1.763,15.28,0.191,4.121,39.113,368.438,3.501,32,11.871,0.415,0.415,4.188,22.255,170.0,3.93,20.017,368.438,316.115,449.9,2.562,1.316,61.438,1.9
5.523,60.785,60.785,60.785,49.81,10724.0,1.538,16.226,3.308,804.0,16051.0,18.899,3.371,0.1,133.0,27.075,54.833,10348.0,1.304,4.153,0.137,4.724,33.256,1.509,1.509,0.104,31.067,-0.753,-0.753,379.0,6.306,139.547,1.603,4.157,11.594,13.296,1.34,0.149,3.552,58.5,4.711,13.296,8.149,4.496,1.608,12.666,0.217,3.724,32.37,295.702,3.338,27,10.0,-0.345,-0.345,4.026,19.382,126.0,3.802,17.411,293.702,250.873,360.6,2.467,0.627,47.564,1.72
6.523,102.625,102.625,102.625,62.22,9754.0,1.621,14.559,3.328,741.0,15024.0,18.192,3.385,0.105,123.0,26.214,58.5,9326.0,1.214,4.065,0.14,4.67,30.74,1.425,1.425,0.105,27.133,-1.087,-1.087,346.0,5.889,132.382,1.517,4.186,11.005,12.72,1.27,0.154,3.5,55.0,4.655,12.72,8.04,4.772,1.523,12.437,0.221,3.464,30.391,252.078,3.302,26,9.595,-0.458,-0.458,3.99,17.973,114.0,3.778,15.548,252.078,207.249,332.56,2.398,0.489,44.871,1.791
7.921,80.28,78.381,80.28,63.38,21507.0,1.628,22.32,3.581,1009.0,32298.0,26.587,3.628,0.083,172.0,33.305,79.028,19741.0,1.542,4.567,0.107,5.187,42.104,2.182,2.182,0.083,36.819,2.512,2.512,452.0,7.819,201.907,1.725,4.512,14.308,18.528,1.59,0.112,3.843,77.833,5.133,17.831,9.132,4.816,1.719,16.647,0.178,4.103,35.835,333.51,3.643,37,13.686,0.995,0.995,4.356,25.548,136.0,4.193,21.669,333.51,294.981,453.05,3.111,1.939,51.012,1.73
6.398,104.996,104.996,104.996,76.36,18402.0,1.708,19.252,3.545,1120.0,26656.0,23.209,3.602,0.087,177.0,31.744,72.167,17414.0,1.48,4.576,0.117,5.01,39.364,1.842,1.842,0.09,35.233,1.162,1.162,517.0,7.333,180.581,1.731,4.248,13.496,16.025,1.535,0.127,3.74,70.0,4.982,16.025,8.735,4.862,1.759,15.6,0.189,3.955,46.127,347.059,3.531,33,12.275,0.544,0.544,4.229,22.63,196.0,4.017,20.267,347.059,309.449,436.96,2.83,1.537,54.967,1.867
5.602,104.996,104.996,104.996,76.36,11526.0,1.541,16.423,3.443,780.0,17508.0,20.38,3.514,0.098,125.0,27.844,66.167,10930.0,1.361,4.094,0.132,4.824,33.256,1.632,1.632,0.101,30.033,-0.321,-0.321,359.0,6.333,148.683,1.653,4.22,11.496,14.025,1.431,0.142,3.583,62.0,4.788,14.025,8.39,4.861,1.674,13.6,0.212,3.725,32.043,267.784,3.408,29,10.759,-0.138,-0.138,4.105,19.802,134.0,3.941,17.438,267.784,248.174,367.76,2.593,0.845,44.92,1.738
6.0,68.196,66.297,53.236,42.74,4872.0,1.407,14.581,3.07,361.0,8365.0,16.604,3.151,0.122,63.0,21.555,51.12,4656.0,1.112,3.354,0.164,4.498,25.947,1.414,1.414,0.127,22.771,-2.069,-2.069,164.0,4.944,103.089,1.334,3.823,9.032,11.603,1.162,0.178,3.358,48.9,4.454,11.148,7.802,4.595,1.326,10.036,0.269,3.204,14.348,185.995,3.191,23,8.517,-0.809,-0.809,3.888,16.151,59.0,3.591,13.495,185.995,162.343,274.75,2.383,0.17,31.434,1.645
7.824,105.425,103.526,105.425,82.14,27271.0,1.643,22.883,3.701,1178.0,41846.0,28.233,3.726,0.071,195.0,35.44,89.778,24553.0,1.595,4.834,0.094,5.3,43.766,2.276,2.276,0.072,38.486,2.609,2.609,519.0,8.528,223.284,1.723,4.771,15.87,20.188,1.625,0.102,3.898,84.833,5.262,19.491,9.362,4.88,1.716,18.241,0.152,4.179,39.215,343.659,3.718,40,14.816,1.031,1.031,4.443,28.059,164.0,4.524,23.717,338.904,300.374,476.16,3.26,2.025,52.306,1.822
6.523,64.516,62.617,64.516,55.2,10354.0,1.606,17.322,3.46,714.0,14760.0,19.975,3.519,0.105,120.0,26.862,60.583,9754.0,1.427,3.953,0.144,4.781,34.003,1.655,1.655,0.114,30.7,-0.993,-0.993,326.0,6.028,141.192,1.691,4.298,10.907,14.253,1.468,0.159,3.616,59.5,4.728,13.464,8.293,4.677,1.652,12.3,0.248,3.758,25.837,274.465,3.375,28,10.643,-0.414,-0.414,4.067,19.113,100.0,3.856,16.582,274.465,234.491,357.63,2.612,0.556,42.642,1.798
5.201,19.91,19.91,19.91,17.29,4277.0,1.411,12.212,3.175,396.0,5760.0,14.234,3.236,0.131,59.0,20.329,39.5,4037.0,1.226,3.355,0.177,4.361,25.257,1.25,1.25,0.137,20.9,-2.778,-2.778,177.0,4.639,92.63,1.487,3.674,8.691,10.365,1.291,0.191,3.351,43.0,4.35,10.365,7.492,4.122,1.477,10.207,0.288,3.216,13.814,187.376,3.105,21,7.761,-1.0,-1.0,3.809,14.96,74.0,3.5,13.009,185.376,159.376,266.9,2.214,0.0,27.902,1.614
5.398,19.91,19.91,19.91,17.29,5183.0,1.457,14.005,3.227,399.0,6902.0,16.027,3.277,0.128,67.0,21.846,43.25,4953.0,1.274,3.411,0.167,4.499,28.311,1.442,1.442,0.129,23.5,-2.454,-2.454,182.0,4.806,104.567,1.506,3.611,8.87,11.038,1.33,0.177,3.453,47.0,4.445,11.038,7.774,4.249,1.492,10.88,0.274,3.716,14.873,209.849,3.19,23,8.507,-0.862,-0.862,3.886,15.562,57.0,3.48,13.649,207.849,176.339,301.5,2.434,0.134,31.645,1.665
5.959,23.034,23.034,23.034,20.53,8981.0,1.48,15.712,3.289,645.0,11843.0,17.7,3.335,0.105,98.0,25.131,47.333,8120.0,1.295,3.947,0.141,4.67,31.519,1.443,1.443,0.109,26.567,-0.76,-0.76,282.0,5.639,126.99,1.529,3.674,11.004,13.382,1.353,0.153,3.569,53.5,4.673,12.882,8.078,4.272,1.523,12.108,0.23,3.531,23.846,241.121,3.305,26,9.647,-0.292,-0.292,4.025,18.878,104.0,3.589,16.569,239.121,207.611,335.95,2.437,0.675,34.046,1.682
5.469,19.91,19.91,19.91,17.29,7806.0,1.469,13.892,3.244,578.0,10352.0,16.64,3.287,0.109,87.0,24.081,47.667,7049.0,1.283,3.817,0.146,4.615,29.257,1.443,1.443,0.113,23.7,-1.238,-1.238,252.0,5.417,119.401,1.508,3.674,10.545,12.399,1.337,0.158,3.512,51.0,4.616,12.399,7.976,4.505,1.492,12.241,0.238,3.428,20.842,213.329,3.268,25,9.219,-0.506,-0.506,3.989,17.866,92.0,3.654,15.226,207.329,143.614,304.92,2.437,0.486,32.151,1.675
8.523,80.28,78.381,80.28,63.38,17637.0,1.638,19.82,3.487,923.0,27107.0,24.087,3.53,0.08,149.0,31.161,73.778,15991.0,1.456,4.455,0.109,5.061,37.524,1.954,1.954,0.085,32.919,1.922,1.922,408.0,7.278,180.636,1.679,4.512,13.605,17.294,1.502,0.12,3.739,71.833,5.031,16.597,8.887,4.816,1.648,15.413,0.18,3.981,33.723,285.668,3.561,34,12.546,0.697,0.697,4.281,24.024,145.0,4.188,20.106,285.668,247.139,401.15,2.896,1.633,45.071,1.776
7.824,105.425,103.526,105.425,82.14,27848.0,1.588,22.106,3.583,1192.0,41944.0,27.88,3.622,0.073,199.0,35.538,90.444,24946.0,1.467,4.833,0.095,5.301,43.578,2.241,2.241,0.073,38.219,2.8,2.8,523.0,8.556,223.764,1.697,4.82,15.832,19.797,1.515,0.103,3.891,84.833,5.262,19.508,9.354,4.944,1.663,18.708,0.154,4.127,39.35,327.659,3.718,40,14.821,1.235,1.235,4.444,27.962,156.0,4.347,23.541,327.659,274.798,461.41,3.213,2.237,52.402,1.772
8.0,52.011,50.112,52.011,43.07,15818.0,1.64,20.327,3.601,976.0,23271.0,23.639,3.659,0.084,145.0,30.663,65.611,14870.0,1.525,4.397,0.115,5.007,38.895,1.924,1.924,0.09,33.152,1.577,1.577,442.0,7.278,174.829,1.7,4.31,13.567,16.832,1.567,0.127,3.76,68.333,4.989,16.135,8.782,4.619,1.703,15.113,0.189,4.059,37.065,314.253,3.532,33,12.171,0.659,0.659,4.242,23.317,204.0,4.001,19.803,314.253,276.969,416.3,2.866,1.571,47.87,1.821
8.301,81.941,81.941,81.941,60.45,15088.0,1.676,18.721,3.38,975.0,23899.0,22.924,3.433,0.091,159.0,30.633,71.167,14750.0,1.299,4.348,0.12,4.966,38.036,1.61,1.61,0.091,33.9,0.441,0.441,465.0,7.444,171.769,1.585,4.495,13.036,15.55,1.35,0.132,3.687,68.0,4.929,15.55,8.67,4.892,1.633,15.034,0.192,4.021,40.617,328.149,3.502,32,11.786,0.333,0.333,4.184,22.336,168.0,4.221,19.566,326.149,287.394,422.57,2.522,1.189,61.538,1.832
