pXC50,SpMin3_Bh.i.,SpMin4_Bh.m.,SpMin6_Bh.v.,ATS2i,SpMin4_Bh.e.,SpMin5_Bh.i.,SpMin3_Bh.e.,SpMax5_Bh.i.,SpMin4_Bh.v.,SpMin6_Bh.m.,SpMin8_Bh.e.,SpMin4_Bh.i.,SpMin3_Bh.p.,Mp,SpMax5_Bh.p.,SpMin5_Bh.v.,SpMax5_Bh.e.,SpMax5_Bh.v.,TIC2,SpMin4_Bh.s.,TIC3,SpMax3_Bh.p.,ATS1i,SpMin3_Bh.v.,SpMin5_Bh.e.,SpMax3_Bh.v.,MDDD,SpMin8_Bh.m.,CSI,IDMT,SpMin6_Bh.e.,Chi1_EA.ed.,SpMin5_Bh.p.,Si,Eta_betaS,TIC1,AECC,nBT,SpMin8_Bh.v.,ATS2e,UNIP,ECC,Eig11_EA.bo.,ATS5i,Xu,Chi1_EA.ri.,nH,RDCHI,SpMin6_Bh.p.,ATS3e,P_VSA_m_2,SpMin4_Bh.p.,ATS3i,SpMax6_Bh.i.,VAR,ON1,SpMax4_Bh.i.,LPRS,ON0V,Chi0_EA.ed.,ISIZ,nAT,SpMin8_Bh.i.,SpMin3_Bh.s.,ATS1e,SpMin7_Bh.v.,ON1V,CIC0,Sv,SssNH
4.301,1.518,1.513,1.429,4.505,1.321,1.219,1.553,3.392,1.579,1.309,0.784,1.287,1.793,0.655,2.988,1.496,3.336,3.058,182.15,0.732,197.66,3.466,3.956,1.737,1.233,3.481,23.306,1.063,633.0,14390.4,1.153,4.844,1.515,46.531,16.75,154.498,11.88,43,1.068,4.366,109,297.0,1.0,4.666,24.936,13.856,16,3.856,1.415,4.56,143.762,1.659,4.745,3.206,90,5.583,3.582,123.967,7.267,10.202,219.66,41,0.714,0.825,3.855,1.356,2.317,3.6,26.82,2.317
4.301,1.434,1.561,1.107,4.302,1.308,1.049,1.481,3.179,1.532,1.181,0.688,1.245,1.643,0.689,2.959,1.367,3.11,2.95,148.608,0.618,168.608,3.375,3.791,1.657,1.114,3.371,13.24,0.936,381.0,6313.36,0.886,3.855,1.332,40.112,12.25,119.978,8.8,38,0.896,4.143,62,176.0,-0.34,4.624,19.957,11.11,16,3.307,1.062,4.38,144.43,1.519,4.567,2.925,66,4.417,3.398,88.772,6.65,8.116,186.117,36,0.636,0.768,3.676,1.046,2.056,3.764,23.445,3.39
4.587,1.316,1.36,1.119,4.168,1.005,0.903,1.411,3.019,1.274,1.109,0.463,0.967,1.687,0.694,2.791,1.136,2.955,2.766,130.059,0.501,151.71,3.206,3.684,1.704,0.954,3.207,11.309,0.792,289.0,4482.17,0.883,3.43,1.15,36.744,10.5,107.552,7.833,34,0.759,4.019,51,141.0,-0.869,4.317,18.034,9.895,15,3.028,1.105,4.243,101.134,1.221,4.405,2.965,48,4.139,3.06,76.331,5.9,7.394,166.465,33,0.374,0.768,3.584,1.009,1.753,3.452,21.326,3.128
5.271,1.639,1.725,1.463,4.619,1.351,1.256,1.675,3.407,1.638,1.206,0.88,1.326,1.867,0.658,3.137,1.592,3.352,3.147,218.591,0.869,238.856,3.637,4.085,1.882,1.348,3.6,26.087,1.088,674.0,19189.6,1.228,4.577,1.584,55.408,17.0,184.476,11.893,50,1.148,4.475,121,333.0,0.618,5.045,26.995,14.649,21,3.775,1.424,4.737,136.463,1.623,4.886,3.373,108,6.361,3.523,142.525,9.0,10.343,275.121,49,0.855,1.042,3.995,1.234,2.868,3.828,31.281,2.211
4.301,1.524,1.55,1.202,4.348,1.267,1.123,1.546,3.267,1.584,1.139,0.795,1.188,1.849,0.686,3.015,1.463,3.202,3.008,152.485,0.605,176.485,3.453,3.825,1.77,1.198,3.496,15.198,0.978,358.0,8466.2,0.929,4.146,1.426,41.325,14.75,127.24,7.391,39,1.04,4.218,63,170.0,0.012,4.618,21.772,12.677,14,3.303,1.246,4.433,128.902,1.59,4.561,3.101,67,5.028,3.443,104.174,7.483,8.821,192.75,37,0.735,0.704,3.735,1.075,2.097,3.589,25.063,0.0
4.922,1.472,1.347,1.148,4.26,1.207,0.957,1.532,3.067,1.432,1.088,0.541,1.157,1.705,0.674,2.852,1.198,2.991,2.787,156.505,0.344,163.26,3.294,3.772,1.733,0.991,3.28,13.12,0.86,353.0,6298.14,0.88,3.487,1.188,39.534,12.5,131.26,8.65,36,0.923,4.103,63,173.0,-0.402,4.415,19.841,11.048,15,3.146,1.178,4.275,98.683,1.44,4.439,3.001,59,4.556,3.294,88.689,6.7,7.696,179.525,35,0.47,0.872,3.672,1.059,1.986,3.321,22.557,0.0
4.301,1.391,1.449,1.257,4.169,1.296,1.105,1.424,3.184,1.5,1.119,0.578,1.27,1.592,0.726,2.926,1.339,3.124,2.92,146.1,0.509,159.71,3.518,3.703,1.594,1.106,3.543,18.722,0.787,437.0,9835.63,1.025,4.053,1.407,36.565,14.75,126.591,9.0,35,0.904,4.098,81,207.0,0.168,4.351,22.527,12.631,10,3.472,1.334,4.251,119.895,1.539,4.351,2.924,59,4.972,3.257,107.828,6.46,8.614,166.465,33,0.524,0.695,3.655,0.993,1.829,3.298,24.057,0.0
4.301,1.272,1.325,1.116,4.039,1.289,0.897,1.298,3.207,1.673,1.005,0.459,1.265,1.835,0.673,2.798,1.274,3.173,2.847,105.007,0.209,117.372,3.149,3.643,1.674,0.954,3.262,16.198,0.747,345.0,7657.5,0.771,3.953,1.359,33.163,14.75,85.497,7.773,30,0.778,3.964,61,171.0,-0.675,4.35,21.109,11.763,7,3.188,1.15,4.177,121.59,1.831,4.316,3.01,66,4.889,3.662,98.732,5.3,8.375,140.881,29,0.406,0.302,3.558,1.014,1.467,2.925,20.923,2.453
4.301,1.679,1.602,1.552,4.797,1.391,1.294,1.74,3.464,1.648,1.473,0.934,1.349,1.93,0.656,3.202,1.609,3.425,3.228,262.326,0.749,275.936,3.608,4.223,1.941,1.349,3.609,34.702,1.417,825.0,24511.1,1.245,5.273,1.633,62.342,19.75,215.246,13.133,57,1.308,4.628,141,394.0,0.879,5.035,28.87,16.803,25,4.107,1.548,4.85,189.953,1.693,5.02,3.327,128,6.458,3.565,157.163,10.96,11.169,317.975,55,0.851,1.089,4.108,1.406,2.963,4.079,34.567,6.111
4.301,1.433,1.558,1.104,4.302,1.29,1.09,1.479,3.218,1.522,1.113,0.673,1.227,1.638,0.689,2.994,1.41,3.141,2.977,153.362,0.615,177.362,3.374,3.791,1.652,1.161,3.37,12.91,0.936,352.0,6225.65,0.888,3.869,1.373,40.112,12.25,119.978,8.15,38,0.895,4.143,61,163.0,-0.506,4.623,19.878,11.126,16,3.294,1.108,4.38,144.43,1.509,4.567,2.983,54,4.417,3.384,88.492,6.65,8.149,186.117,36,0.59,0.761,3.676,0.958,2.056,3.764,23.445,3.404
4.301,1.643,1.695,1.452,4.896,1.492,1.248,1.698,3.383,1.669,1.513,1.088,1.446,1.925,0.659,3.231,1.592,3.3,3.158,257.445,0.917,280.465,3.566,4.226,1.922,1.331,3.579,27.202,1.37,676.0,16372.8,1.23,5.182,1.542,62.105,18.0,184.423,11.444,58,1.35,4.694,110,309.0,1.092,5.243,26.068,15.757,28,3.92,1.428,4.967,132.978,1.652,5.204,3.327,99,5.889,3.562,134.384,10.35,10.87,317.975,55,1.017,1.17,4.092,1.429,3.636,4.27,33.309,3.442
4.301,1.507,1.86,1.589,4.788,1.577,1.345,1.577,3.381,1.793,1.554,0.883,1.507,1.751,0.643,3.078,1.681,3.314,3.111,209.294,1.043,225.294,3.639,4.181,1.793,1.427,3.635,25.342,1.136,635.0,16618.4,1.327,5.313,1.679,58.145,18.5,177.684,10.704,54,1.131,4.592,105,289.0,0.846,4.842,26.097,15.673,24,4.016,1.607,4.856,149.625,1.751,5.102,2.99,110,5.917,3.713,134.756,8.817,11.087,289.294,51,0.839,1.059,4.048,1.392,3.236,4.084,31.299,2.976
4.301,1.675,1.738,1.429,4.732,1.516,1.149,1.737,3.366,1.746,1.384,0.886,1.459,1.91,0.643,3.071,1.47,3.293,3.096,221.287,0.975,256.913,3.601,4.173,1.92,1.209,3.608,31.01,1.181,838.0,21752.9,1.153,5.328,1.488,58.983,18.0,183.878,14.071,54,1.148,4.555,142,394.0,1.0,5.165,27.807,15.347,24,4.151,1.376,4.86,139.891,1.758,5.068,3.206,118,6.278,3.644,146.156,8.783,11.253,296.423,52,0.855,1.043,4.054,1.223,2.956,4.086,32.213,2.405
4.301,1.644,1.761,1.416,4.565,1.536,1.324,1.684,3.434,1.739,1.449,0.95,1.477,1.814,0.694,3.227,1.607,3.364,3.209,199.094,0.854,229.624,3.559,4.01,1.828,1.394,3.554,18.424,1.161,535.0,10950.0,1.188,4.502,1.575,49.941,14.75,145.585,10.042,48,1.131,4.393,84,241.0,0.785,4.938,23.337,13.554,21,3.667,1.389,4.622,170.289,1.725,4.829,3.268,78,5.306,3.519,113.688,8.75,9.737,247.133,45,0.901,0.999,3.886,1.317,2.917,4.274,29.047,0.0
4.301,1.338,1.513,1.395,4.527,1.232,1.064,1.382,3.25,1.483,1.337,0.871,1.177,1.645,0.651,2.941,1.429,3.154,2.91,168.612,0.636,176.122,3.279,3.941,1.622,1.153,3.312,14.909,1.134,356.0,7339.39,1.094,3.959,1.404,45.69,15.0,139.262,7.636,42,1.178,4.334,62,168.0,-0.162,4.853,20.919,12.386,18,3.234,1.376,4.569,202.455,1.492,4.788,3.206,60,5.0,3.373,97.831,7.467,8.744,212.877,40,0.767,0.825,3.802,1.28,2.417,3.729,25.004,0.0
4.301,1.403,1.294,1.107,4.164,1.223,0.869,1.452,3.03,1.41,1.142,0.591,1.187,1.643,0.739,2.805,1.136,2.964,2.81,119.594,0.328,139.245,3.405,3.708,1.636,0.927,3.378,15.714,0.763,458.0,7820.43,0.886,4.133,1.132,35.914,13.75,99.819,10.048,34,0.765,4.032,74,211.0,-0.166,4.232,21.174,12.08,11,3.47,1.062,4.264,173.228,1.401,4.455,2.925,71,4.611,3.337,96.332,5.71,8.564,160.0,32,0.562,0.553,3.597,0.996,1.734,3.271,22.763,6.039
4.301,1.591,1.711,1.309,4.585,1.512,1.311,1.655,3.44,1.71,1.343,0.88,1.466,1.847,0.678,3.218,1.568,3.399,3.23,203.819,0.761,225.819,3.52,4.024,1.874,1.355,3.523,20.041,1.134,445.0,13510.8,1.038,4.971,1.56,51.701,16.75,162.11,7.926,48,1.096,4.43,79,214.0,0.97,4.958,24.88,14.474,19,3.54,1.297,4.706,157.97,1.711,4.892,3.15,95,6.083,3.599,128.904,9.01,10.713,254.084,46,0.816,1.057,3.918,1.188,2.929,3.907,30.312,2.984
4.301,1.599,1.571,1.222,4.387,1.402,1.194,1.615,3.312,1.582,1.204,0.881,1.385,1.752,0.722,3.102,1.473,3.267,3.106,147.866,0.64,176.621,3.644,3.849,1.75,1.242,3.65,18.022,1.137,497.0,10963.7,1.049,4.442,1.452,42.744,15.25,119.501,9.08,42,1.107,4.281,77,227.0,1.098,4.642,23.489,13.583,14,3.5,1.248,4.508,138.872,1.601,4.61,3.087,92,5.361,3.392,116.874,8.083,9.457,206.131,39,0.814,0.887,3.78,1.144,2.389,3.937,27.547,0.0
4.301,1.456,1.702,1.313,4.612,1.446,1.064,1.508,3.215,1.674,1.222,0.855,1.381,1.762,0.648,2.941,1.429,3.177,2.951,175.355,0.935,194.574,3.363,3.953,1.77,1.153,3.374,20.446,1.063,516.0,9695.66,1.044,4.12,1.376,48.721,14.25,134.233,11.455,44,1.099,4.417,87,252.0,-0.278,4.897,22.341,12.047,21,3.501,1.355,4.664,89.216,1.652,4.887,3.206,84,5.056,3.519,104.202,7.876,8.873,233.329,43,0.821,0.96,3.835,1.107,2.787,3.791,26.283,0.0
4.301,1.436,1.43,1.13,4.189,1.325,0.937,1.471,2.971,1.544,1.034,0.728,1.309,1.6,0.729,2.763,1.193,2.933,2.751,140.39,0.465,154.0,3.558,3.739,1.614,0.974,3.548,15.579,0.863,423.0,7977.92,0.883,4.142,1.249,35.787,14.75,122.881,8.636,35,1.021,4.099,70,190.0,0.633,4.368,21.385,13.072,10,3.466,1.139,4.256,126.198,1.583,4.386,2.889,64,4.722,3.33,99.821,5.783,8.739,160.0,32,0.667,0.736,3.663,1.073,1.715,3.102,22.998,0.0
4.301,1.484,1.495,1.308,4.436,1.333,1.006,1.534,3.192,1.622,1.311,0.78,1.27,1.726,0.646,2.875,1.378,3.135,2.903,155.853,0.536,159.853,3.445,3.822,1.728,1.077,3.442,11.717,1.053,290.0,4806.6,0.992,3.396,1.384,40.82,12.25,124.814,7.105,38,1.056,4.251,52,135.0,-0.638,4.565,18.481,10.5,17,3.04,1.239,4.445,119.845,1.666,4.643,3.009,48,4.083,3.397,80.386,7.45,7.21,186.117,36,0.713,0.898,3.696,1.199,2.329,3.598,22.181,2.866
4.301,1.499,1.225,1.06,4.021,1.027,0.821,1.527,2.957,1.264,1.075,0.636,0.97,1.689,0.717,2.75,1.107,2.896,2.758,118.8,0.254,136.452,3.454,3.592,1.665,0.886,3.474,13.064,0.823,337.0,5549.71,0.865,3.823,1.062,33.365,11.5,92.336,8.526,31,0.877,3.889,57,162.0,-0.728,4.078,19.246,9.995,11,3.216,1.05,4.121,190.195,1.285,4.307,2.925,52,4.444,3.179,83.2,5.4,8.13,147.207,30,0.597,0.586,3.485,0.971,1.642,3.38,20.886,2.663
4.522,1.209,1.168,1.011,3.987,1.128,0.879,1.252,2.98,1.377,1.017,0.129,1.06,1.565,0.727,2.73,1.126,2.88,2.62,110.211,0.205,118.211,3.226,3.567,1.51,0.932,3.25,9.778,0.464,252.0,4065.47,0.778,3.278,1.125,29.534,12.25,99.457,6.5,28,0.493,3.86,45,117.0,-1.038,3.974,17.606,10.345,8,3.003,0.978,4.016,156.574,1.42,4.188,2.672,37,3.889,3.031,74.572,4.583,6.956,122.211,26,0.057,0.32,3.448,0.839,1.318,2.797,18.557,2.709
4.301,1.37,1.611,1.308,4.517,1.354,1.107,1.468,3.301,1.637,1.417,0.886,1.262,1.752,0.643,3.028,1.406,3.219,3.03,144.375,0.636,161.885,3.257,3.945,1.763,1.176,3.268,17.075,1.181,391.0,7755.85,0.934,4.012,1.412,46.896,14.0,127.479,9.095,42,1.107,4.276,70,191.0,-0.769,4.563,21.074,11.514,20,3.346,1.239,4.382,183.602,1.641,4.589,3.009,69,4.722,3.519,96.066,8.583,8.4,219.66,41,0.804,0.834,3.79,1.308,2.14,3.916,24.816,2.949
4.809,1.227,1.332,0.952,3.944,1.065,0.643,1.299,2.838,1.317,0.981,0.052,1.016,1.502,0.725,2.6,1.017,2.769,2.579,93.832,0.38,100.587,3.137,3.402,1.549,0.715,3.118,7.556,0.356,180.0,2220.38,0.697,2.56,0.994,27.728,9.0,83.832,5.867,26,0.321,3.792,34,88.0,-1.51,4.072,14.655,8.115,10,2.597,0.927,3.946,91.634,1.321,4.074,2.787,30,3.333,3.177,56.938,5.343,5.587,116.096,25,0.0,0.688,3.308,0.701,1.462,3.05,17.198,0.0
4.614,1.591,1.461,1.282,4.324,1.324,1.172,1.62,3.216,1.577,1.223,0.804,1.259,1.771,0.721,2.967,1.502,3.14,2.94,151.382,0.543,175.911,3.679,3.856,1.76,1.202,3.671,20.083,1.053,518.0,11408.6,1.03,4.482,1.532,42.408,15.0,128.918,10.167,40,1.017,4.193,87,244.0,0.995,4.501,23.52,13.258,14,3.613,1.278,4.39,159.388,1.645,4.565,3.18,77,5.306,3.524,114.642,7.167,9.49,199.421,38,0.743,0.891,3.755,1.107,2.098,3.494,26.336,0.0
4.467,1.378,1.576,1.454,4.611,1.364,1.111,1.423,3.312,1.556,1.493,0.844,1.326,1.679,0.649,2.948,1.532,3.244,2.957,195.82,0.684,203.82,3.281,3.979,1.668,1.188,3.312,20.514,1.114,450.0,10089.6,1.148,4.196,1.519,48.654,16.25,157.329,9.0,45,1.101,4.435,75,216.0,0.397,5.057,22.796,13.376,19,3.401,1.43,4.632,128.867,1.564,4.783,3.263,78,5.472,3.457,111.48,8.467,9.381,233.329,43,0.779,0.876,3.877,1.268,2.379,3.79,27.138,0.0
4.301,1.242,1.464,1.12,4.17,1.289,1.06,1.317,3.122,1.506,1.133,0.567,1.226,1.645,0.696,2.91,1.345,3.058,2.904,139.735,0.408,155.245,3.261,3.697,1.597,1.122,3.284,12.122,0.915,338.0,5470.0,0.912,3.62,1.338,35.78,11.75,115.735,8.158,34,0.92,4.021,60,155.0,-0.598,4.233,19.146,10.628,13,3.251,1.095,4.202,147.734,1.486,4.372,2.977,43,4.139,3.282,83.048,6.017,7.587,160.0,32,0.485,0.611,3.584,0.952,1.776,3.483,21.413,0.0
4.301,1.436,1.59,1.308,4.405,1.337,1.022,1.502,3.345,1.575,1.334,0.887,1.262,1.783,0.702,3.142,1.362,3.294,3.138,151.647,0.666,165.157,3.359,3.856,1.765,1.083,3.391,16.025,1.059,443.0,8533.19,0.934,3.942,1.35,42.614,14.0,127.731,9.409,40,1.105,4.224,75,207.0,0.247,4.692,21.688,12.19,16,3.408,1.239,4.373,143.944,1.558,4.536,3.128,70,4.806,3.421,101.36,7.967,8.445,199.421,38,0.821,0.8,3.743,1.107,2.121,3.579,25.148,0.0
4.301,1.624,1.865,1.549,5.005,1.654,1.342,1.685,3.542,1.857,1.564,1.153,1.597,1.894,0.659,3.303,1.595,3.493,3.308,307.059,1.011,321.059,3.608,4.392,1.89,1.384,3.63,40.407,1.402,997.0,35651.2,1.311,6.386,1.605,71.897,25.0,247.858,12.75,67,1.429,4.821,154,459.0,1.97,5.537,32.379,20.676,27,4.343,1.564,5.078,266.974,1.849,5.275,3.425,170,7.944,3.733,193.137,12.01,13.992,376.569,63,1.064,1.144,4.263,1.497,3.723,4.293,40.252,0.0
4.301,1.761,1.71,1.549,4.921,1.54,1.367,1.826,3.512,1.708,1.576,1.153,1.517,1.988,0.657,3.26,1.666,3.454,3.264,290.856,0.996,330.405,3.69,4.331,1.988,1.43,3.684,41.627,1.385,1104.0,34891.5,1.261,6.437,1.65,69.73,20.75,217.66,15.424,65,1.429,4.751,179,509.0,1.539,5.252,31.688,18.411,29,4.61,1.544,5.01,188.114,1.735,5.213,3.404,172,7.444,3.64,180.436,11.183,13.699,369.16,62,1.064,1.094,4.218,1.452,3.765,4.449,38.772,2.469
4.777,1.451,1.145,0.8,3.867,0.875,0.708,1.481,2.811,1.193,0.847,0.055,0.807,1.594,0.729,2.626,0.964,2.768,2.637,86.529,0.135,98.039,3.4,3.404,1.611,0.75,3.395,5.262,0.415,161.0,2021.45,0.643,2.744,0.936,26.369,9.0,68.878,4.933,26,0.45,3.76,30,74.0,-1.174,4.124,14.308,8.354,9,2.657,0.778,4.027,118.638,1.21,4.173,2.68,21,3.222,3.043,55.546,4.333,5.872,110.039,24,0.0,0.66,3.306,0.761,1.382,3.193,16.843,0.0
4.301,1.351,1.482,1.308,4.347,1.297,1.012,1.381,3.009,1.555,1.417,0.886,1.196,1.674,0.679,2.735,1.308,2.874,2.715,138.833,0.469,142.833,3.49,3.779,1.625,1.061,3.493,15.274,1.088,344.0,5758.31,0.934,3.393,1.326,40.531,11.25,123.699,8.789,37,1.107,4.163,62,167.0,-1.0,4.638,19.384,10.336,17,3.157,1.239,4.338,136.208,1.524,4.51,3.009,50,4.111,3.366,83.973,7.4,7.175,186.117,36,0.804,0.766,3.654,1.281,2.022,3.543,22.654,0.0
4.301,1.517,1.652,1.299,4.415,1.47,1.346,1.539,3.318,1.65,1.234,0.751,1.422,1.711,0.71,3.121,1.516,3.258,3.121,181.743,0.7,199.395,3.412,3.893,1.734,1.38,3.412,18.875,1.051,520.0,11273.8,1.124,4.454,1.496,45.368,14.5,150.008,10.208,43,1.002,4.285,88,245.0,0.822,4.633,23.415,13.455,17,3.589,1.308,4.453,135.406,1.634,4.603,3.137,91,5.389,3.532,114.365,8.067,9.624,219.66,41,0.688,0.917,3.809,1.194,2.507,3.779,27.567,0.0
5.508,1.177,1.181,0.987,3.926,0.886,0.821,1.19,2.925,1.107,0.906,0.0,0.851,1.42,0.761,2.735,1.013,2.854,2.715,85.69,0.218,103.342,3.165,3.448,1.373,0.857,3.169,10.852,0.381,296.0,4157.52,0.803,3.3,1.008,27.968,11.25,72.793,7.611,27,0.23,3.846,47,137.0,-1.038,3.855,17.74,10.323,7,3.016,0.997,4.071,98.292,1.062,4.204,2.87,50,3.861,2.943,74.962,4.652,6.911,116.096,25,0.0,0.325,3.384,0.731,1.413,2.79,18.797,0.0
4.559,1.517,1.648,1.297,4.755,1.493,1.194,1.598,3.356,1.637,1.334,0.849,1.46,1.841,0.659,3.062,1.483,3.256,3.057,179.845,0.774,205.819,3.414,4.081,1.845,1.259,3.415,13.861,1.239,457.0,10012.4,1.09,4.534,1.476,51.939,17.0,145.255,8.25,50,1.18,4.558,78,198.0,0.574,4.959,22.865,14.509,22,3.629,1.271,4.902,114.277,1.632,5.104,3.328,62,5.0,3.451,111.571,8.083,9.484,254.084,46,0.739,1.157,3.953,1.187,2.74,4.061,28.542,0.0
4.301,1.39,1.336,1.057,3.976,1.37,1.036,1.42,2.995,1.5,0.985,0.175,1.346,1.553,0.741,2.605,1.192,2.882,2.608,115.627,0.547,119.627,3.288,3.484,1.579,1.026,3.281,8.875,0.36,205.0,2849.09,0.728,2.979,1.207,29.833,9.5,98.772,6.25,28,0.487,3.866,36,100.0,-1.441,4.083,15.836,9.193,11,2.775,0.973,3.924,96.416,1.428,4.07,2.516,42,3.694,3.065,63.178,5.083,6.546,128.382,27,0.097,0.651,3.405,0.847,1.583,2.967,18.459,0.0
4.301,1.265,1.181,1.055,3.974,0.913,0.821,1.289,2.943,1.107,0.906,0.02,0.901,1.477,0.733,2.735,1.092,2.922,2.715,110.772,0.218,120.382,3.256,3.557,1.465,0.886,3.234,12.931,0.575,352.0,5305.42,0.812,3.561,1.096,30.419,12.75,99.163,8.579,29,0.603,3.887,57,163.0,-0.653,3.942,18.98,11.324,8,3.18,1.062,4.08,113.803,1.141,4.221,2.925,58,4.056,3.023,82.392,4.776,7.348,128.382,27,0.0,0.387,3.482,0.851,1.391,2.732,19.645,2.975
4.301,1.475,1.46,1.124,4.331,1.424,1.145,1.487,3.191,1.565,1.181,0.848,1.388,1.672,0.795,3.089,1.368,3.153,3.01,150.527,0.491,174.302,3.666,3.849,1.663,1.172,3.608,21.27,1.008,606.0,13114.3,0.947,4.913,1.392,41.54,15.75,134.363,10.92,41,1.008,4.233,97,273.0,1.319,4.41,24.491,14.916,13,3.824,1.089,4.426,156.52,1.518,4.567,3.013,90,5.444,3.505,121.578,6.867,10.248,199.421,38,0.821,0.847,3.766,1.107,2.128,3.491,27.974,5.715
4.301,1.385,1.296,0.934,4.096,1.093,0.891,1.435,3.041,1.296,0.922,0.286,1.056,1.612,0.665,2.798,1.187,2.991,2.818,121.697,0.361,135.207,3.291,3.605,1.613,0.93,3.293,11.066,0.694,266.0,3625.91,0.633,3.29,1.172,33.618,10.25,104.187,7.588,31,0.692,3.96,44,129.0,-1.149,4.258,17.016,9.029,13,2.904,0.952,4.225,90.01,1.321,4.411,2.761,53,3.917,3.173,69.803,5.067,7.036,147.207,30,0.219,0.695,3.506,0.881,1.65,3.366,19.327,2.505
4.301,1.425,1.513,1.416,4.583,1.307,1.11,1.488,3.33,1.517,1.347,0.833,1.25,1.739,0.644,3.045,1.429,3.25,3.062,179.722,0.825,189.722,3.32,4.0,1.755,1.173,3.337,16.877,1.116,405.0,8579.18,1.153,4.255,1.434,48.189,16.0,148.007,8.348,44,1.163,4.383,67,192.0,-0.052,4.907,21.86,13.098,19,3.335,1.376,4.614,219.608,1.545,4.84,3.206,77,5.25,3.447,104.436,7.717,9.349,226.477,42,0.714,0.936,3.855,1.247,2.583,3.785,26.025,3.275
4.301,1.679,1.603,1.552,4.798,1.391,1.294,1.74,3.464,1.648,1.484,0.934,1.349,1.933,0.64,3.202,1.609,3.424,3.228,256.426,0.75,275.936,3.608,4.224,1.945,1.349,3.609,33.215,1.417,804.0,22752.5,1.245,5.184,1.633,62.398,19.0,207.445,13.207,57,1.308,4.622,138,383.0,0.812,5.038,28.229,16.092,26,4.093,1.548,4.839,195.929,1.693,5.022,3.327,120,6.264,3.565,151.134,10.9,10.959,317.975,55,0.85,1.089,4.102,1.423,2.976,4.19,33.74,6.166
4.301,1.229,1.289,1.054,4.138,1.254,0.821,1.315,2.925,1.467,0.952,0.076,1.212,1.629,0.702,2.735,1.107,2.854,2.715,112.241,0.506,121.851,3.227,3.612,1.59,0.886,3.19,11.059,0.572,313.0,3829.65,0.784,3.267,1.062,31.914,11.25,99.387,8.412,30,0.579,3.984,49,143.0,-0.862,4.031,17.287,10.062,11,3.07,1.051,4.133,126.024,1.463,4.347,2.839,46,3.611,3.123,70.893,5.21,6.69,134.606,28,0.0,0.689,3.489,0.954,1.528,3.004,18.763,6.522
4.301,1.139,1.057,0.901,3.942,0.936,0.802,1.14,2.765,1.214,0.936,0.0,0.892,1.403,0.721,2.651,1.075,2.723,2.615,94.039,0.116,100.039,3.159,3.434,1.357,0.85,3.145,8.594,0.303,245.0,2907.23,0.676,3.134,1.063,26.79,11.0,83.284,6.938,26,0.384,3.866,40,111.0,-0.926,3.85,16.002,9.549,8,2.931,0.876,4.013,94.715,1.273,4.139,2.605,36,3.472,2.947,63.658,4.267,6.543,110.039,24,0.0,0.206,3.378,0.574,1.308,2.666,16.955,0.0
4.92,1.431,1.553,1.104,4.302,1.255,1.126,1.477,3.256,1.484,1.124,0.686,1.197,1.63,0.689,3.021,1.468,3.169,2.997,151.362,0.604,175.362,3.373,3.791,1.644,1.206,3.369,12.64,0.936,350.0,6135.61,0.888,3.843,1.418,40.112,12.25,119.978,8.1,38,0.895,4.143,60,162.0,-0.345,4.694,19.808,11.1,16,3.276,1.11,4.38,144.43,1.481,4.567,2.986,52,4.444,3.357,88.195,6.65,8.169,186.117,36,0.623,0.749,3.676,0.989,2.063,3.764,23.445,3.431
4.301,1.679,1.599,1.454,4.714,1.39,1.293,1.74,3.462,1.647,1.417,0.934,1.348,1.931,0.647,3.202,1.608,3.421,3.227,226.358,0.75,244.009,3.608,4.15,1.945,1.348,3.609,30.601,1.41,760.0,19226.4,1.209,4.96,1.633,57.773,17.5,190.375,13.333,53,1.308,4.538,131,360.0,0.731,4.898,26.875,15.007,24,4.018,1.459,4.786,189.279,1.692,4.984,3.215,104,5.736,3.561,138.873,9.817,10.246,289.294,51,0.821,1.089,4.025,1.308,2.817,4.103,31.498,6.174
4.599,1.198,1.247,1.063,3.928,1.248,1.018,1.298,2.555,1.426,1.034,0.0,1.181,1.671,0.731,2.43,1.297,2.525,2.357,84.039,0.348,84.039,3.352,3.463,1.623,1.074,3.38,10.875,0.268,273.0,3540.86,0.738,3.326,1.346,27.454,10.75,84.039,8.063,25,0.193,3.781,49,129.0,-1.247,3.678,16.885,9.445,8,3.08,1.014,3.683,125.779,1.424,3.827,2.435,34,3.667,2.995,66.917,4.217,6.891,110.039,24,0.0,0.349,3.348,0.397,1.142,2.548,16.744,0.0
4.929,1.464,1.655,1.364,4.633,1.46,1.064,1.508,3.26,1.641,1.317,0.829,1.398,1.754,0.661,3.001,1.429,3.205,3.006,198.705,0.825,211.46,3.401,4.002,1.764,1.153,3.405,21.125,1.046,550.0,11412.2,1.114,4.452,1.387,49.804,16.25,160.857,10.792,46,1.11,4.452,89,259.0,0.678,4.936,23.519,13.706,20,3.587,1.376,4.692,102.622,1.627,4.89,3.206,100,5.389,3.523,114.645,8.11,9.61,240.215,44,0.789,0.938,3.892,1.168,2.766,3.76,27.777,0.0
