pXC50,CATS2D_08_AL,CATS2D_07_AL,CATS2D_05_AA,Eig02_EA.dm.,CATS2D_06_AL,P_VSA_e_3,SpAD_EA.dm.,SM02_EA.dm.,ATS6m,ATSC7p,ATS7v,C.008,ATS7p,Eig03_EA.dm.,C.040,P_VSA_s_6,SsOH,X5sol,MAXDP,P_VSA_s_5,SssNH,CATS2D_05_DA,Eig04_EA.dm.,ATSC6s,CATS2D_07_DD,Hy,nHAcc,P_VSA_m_3,P_VSA_v_2,SAacc,SAdon,SdssC,NssNH,NsOH,MATS5s,CATS2D_09_DD,GATS2p,CATS2D_05_DL,H.050,MLOGP,nHDon,nO,PHI,Uindex,X3v,CATS2D_07_DL,ATSC8i,SpMin4_Bh.p.,SpMax2_Bh.v.,C.005,CATS2D_02_PL,ATSC1i,ATSC8s,CATS2D_02_DA,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_04_DL,CATS2D_06_DA,CATS2D_06_DD,CATS2D_08_DA,CATS2D_08_DL,CATS2D_09_DA,CATS2D_09_DL,CATS2D_09_DP,DLS_01
6.1,0,0,0,0.0,2,51.582,0.8,0.278,3.216,6.276,3.268,1,3.474,0.0,0,16.786,0.0,4.958,1.52,34.796,3.533,0,0.0,19.044,0,0.29,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.248,0,1.052,2,2,2.871,2,0,3.324,27.654,3.522,1,0.662,1.601,3.615,0,0,0.566,13.412,1,0,0,4,4,0,0,0,1,0,0,0,1.0
8.097,7,4,2,0.86,3,65.483,14.411,3.267,4.521,14.738,4.022,1,4.081,0.86,0,122.193,0.0,7.947,5.964,62.359,2.305,1,0.86,140.115,0,-0.217,10,122.193,141.722,141.722,16.405,0.0,1,0,-0.146,0,0.701,0,1,1.989,1,5,7.674,60.981,7.248,0,1.635,1.735,3.845,3,0,0.959,329.304,2,0,0,2,3,1,0,0,0,0,0,0,0.75
7.7,2,2,1,0.4,2,51.582,2.52,1.029,3.037,4.379,2.907,0,3.057,0.0,0,27.785,0.0,4.854,1.546,34.796,3.311,0,0.0,15.393,0,0.374,3,11.0,62.582,45.796,34.796,0.0,1,0,-0.053,0,0.854,2,2,1.558,2,1,3.068,25.64,3.015,0,0.405,1.47,3.578,1,0,0.499,12.933,1,1,0,3,3,0,0,0,0,0,0,0,1.0
7.0,0,0,0,0.0,2,51.582,0.8,0.278,3.158,6.0,3.272,0,3.455,0.0,0,16.786,0.0,4.964,1.504,34.796,3.485,0,0.0,18.113,0,0.29,2,0.0,51.582,34.796,34.796,0.0,1,0,0.011,0,1.015,2,2,2.871,2,0,3.324,27.702,3.732,2,0.703,1.525,3.622,0,0,0.566,14.007,1,0,0,5,4,0,0,0,1,0,0,0,1.0
5.1,0,0,0,0.0,2,51.582,0.8,0.278,3.328,6.85,3.413,1,3.595,0.0,0,16.786,0.0,5.895,1.592,34.796,3.671,0,0.0,15.724,0,0.262,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.134,0,1.129,2,2,3.115,2,0,3.021,26.05,4.363,2,0.768,1.469,3.731,0,0,0.588,12.096,1,0,0,5,4,0,0,0,1,0,0,0,1.0
8.58,20,23,7,2.009,18,193.769,36.928,4.045,5.528,49.704,5.541,8,5.621,1.997,8,319.423,20.247,19.737,8.215,160.872,23.093,7,1.978,369.5,3,7.692,19,286.526,480.295,463.509,279.135,-6.497,8,2,0.153,9,1.113,20,13,-0.023,13,10,22.661,150.398,17.553,20,7.921,2.014,3.939,0,1,2.258,641.142,8,8,8,22,20,8,9,10,21,12,27,1,0.25
7.1,2,2,1,0.4,3,51.582,2.52,1.029,3.267,5.461,3.27,1,3.39,0.0,0,27.785,0.0,5.358,2.158,34.796,3.452,0,0.0,16.716,0,0.311,3,11.0,62.582,45.796,34.796,0.0,1,0,0.006,0,1.051,2,2,2.063,2,1,2.999,26.128,3.938,1,0.644,1.683,3.663,0,0,0.561,13.424,1,1,0,4,4,0,0,0,1,0,0,0,1.0
7.824,7,7,1,0.858,7,9.373,8.869,2.37,4.111,15.647,4.099,1,4.273,0.8,1,103.442,0.0,6.08,6.074,0.0,0.0,0,0.698,53.09,0,-0.778,4,25.145,34.518,34.518,0.0,0.071,0,0,0.023,0,0.779,0,0,3.922,0,1,7.495,49.457,6.13,0,1.544,1.751,3.845,2,0,0.771,64.444,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.745,15,16,6,2.008,15,190.644,31.299,3.905,5.175,33.911,5.176,7,5.244,1.992,7,404.303,19.564,13.471,7.576,124.85,16.025,6,1.968,321.81,2,9.866,17,261.381,452.026,435.24,276.011,-5.727,6,2,0.16,7,1.203,17,15,-0.262,13,9,22.319,163.123,11.575,14,5.181,1.966,3.888,0,1,1.861,503.911,7,7,7,17,15,7,8,7,18,7,21,2,0.25
6.55,3,2,0,0.8,7,3.124,6.327,2.168,3.883,10.742,3.777,0,3.95,0.636,1,75.293,0.0,6.184,5.524,0.0,0.0,0,0.0,51.281,0,-0.815,3,36.145,39.269,39.269,0.0,-0.249,0,0,-0.059,0,0.78,0,0,4.0,0,2,4.535,36.38,4.587,0,0.949,1.584,3.806,2,0,0.554,59.14,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.89,5,2,0,0.8,6,3.124,6.327,2.168,3.814,10.278,3.889,1,4.027,0.636,1,75.293,0.0,5.075,5.658,0.0,0.0,0,0.0,65.396,0,-0.823,3,36.145,39.269,39.269,0.0,-0.272,0,0,-0.077,0,0.83,0,0,4.615,0,2,6.98,48.007,4.2,0,1.31,1.626,3.846,2,0,0.615,60.547,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.246,7,12,2,1.058,11,60.71,14.579,2.64,4.625,22.041,4.676,2,4.77,0.916,3,114.098,0.0,12.491,7.424,34.674,2.976,1,0.86,122.92,0,0.076,10,97.435,158.144,141.481,34.674,-0.856,1,0,-0.135,0,0.897,1,2,2.703,2,5,10.73,77.574,9.808,4,2.886,1.897,3.863,2,0,1.366,103.631,1,0,0,2,2,0,0,1,1,3,3,0,0.5
6.658,10,12,2,0.916,12,44.463,12.463,2.465,4.687,22.764,4.693,2,4.792,0.86,2,133.388,0.0,13.952,7.422,16.405,2.62,1,0.86,181.498,0,-0.38,11,116.603,161.065,159.166,16.405,-0.752,1,0,-0.03,0,0.865,2,1,2.149,1,6,10.89,80.044,11.153,3,2.997,1.919,3.925,3,0,1.413,118.814,2,1,0,1,0,0,0,1,1,2,2,0,0.5
6.387,11,11,3,0.86,7,25.778,11.03,2.254,4.47,20.349,4.502,1,4.621,0.86,1,91.458,0.0,10.758,6.87,18.011,3.394,0,0.8,87.279,0,-0.342,9,91.458,117.236,117.236,18.011,-0.008,1,0,-0.101,0,0.759,2,1,1.903,1,5,9.249,63.363,10.937,1,2.519,1.864,3.95,3,0,1.141,88.927,0,1,0,0,0,0,0,1,0,0,2,0,0.75
6.753,11,11,2,0.916,10,25.778,12.463,2.465,4.665,23.331,4.663,2,4.768,0.86,2,116.603,0.0,13.218,7.37,16.405,2.652,1,0.86,136.989,0,-0.386,10,116.603,142.381,142.381,16.405,-0.725,1,0,-0.096,0,0.848,1,1,2.6,1,6,10.756,75.129,12.078,3,2.881,1.902,3.946,2,0,1.283,114.583,2,0,0,3,1,0,0,1,1,2,2,0,0.75
6.886,9,13,2,0.916,12,45.375,12.463,2.465,4.664,22.435,4.67,2,4.765,0.86,2,145.933,0.0,13.0,7.389,16.405,2.582,1,0.86,147.377,0,-0.373,12,126.337,171.711,171.711,16.405,-0.769,1,0,-0.11,0,0.892,1,1,1.971,1,7,10.652,77.56,11.012,3,2.879,1.923,3.919,2,0,1.327,123.465,2,0,0,1,1,0,0,1,1,2,2,0,0.5
6.509,5,9,2,0.916,10,9.373,12.463,2.465,4.346,16.498,4.344,2,4.446,0.86,2,72.29,0.0,10.444,6.892,0.0,0.0,0,0.86,103.088,0,-0.81,7,72.29,81.663,81.663,0.0,-0.48,0,0,-0.035,0,0.852,0,0,3.368,0,4,7.846,59.104,7.9,0,2.003,1.849,3.862,2,0,1.022,75.938,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.301,7,8,2,0.86,8,60.955,11.83,2.319,4.414,17.822,4.483,1,4.58,0.86,1,119.864,0.0,10.317,6.909,18.011,3.296,1,0.8,68.049,0,-0.367,9,47.145,108.099,108.099,18.011,0.067,1,0,-0.043,0,0.841,1,1,2.359,1,3,9.555,63.44,8.048,3,2.403,1.898,3.847,2,0,1.142,75.878,1,1,0,1,1,0,0,1,1,2,2,0,0.75
6.155,5,7,2,0.916,7,42.27,12.463,2.465,4.348,15.567,4.315,2,4.409,0.86,2,105.187,0.0,10.444,6.836,0.0,0.0,2,0.86,104.939,0,0.123,8,72.29,114.56,114.56,32.897,-0.64,0,0,0.035,0,0.848,3,2,2.429,2,4,7.818,59.104,7.736,2,1.961,1.849,3.862,2,0,1.038,81.789,0,1,0,1,2,1,0,0,0,0,0,0,0.75
6.796,5,7,2,0.916,7,9.373,12.463,2.465,4.151,13.393,4.111,0,4.208,0.86,2,72.29,0.0,9.627,6.47,0.0,0.0,0,0.86,71.951,0,-0.794,7,72.29,81.663,81.663,0.0,-0.508,0,0,-0.016,0,0.796,0,0,2.789,0,4,6.868,52.315,6.728,0,1.49,1.847,3.846,2,0,0.903,63.222,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.509,5,7,2,0.916,5,9.373,12.463,2.465,4.256,13.492,4.133,0,4.204,0.86,2,102.21,0.0,9.627,6.462,0.0,0.0,0,0.86,141.986,0,-0.751,9,102.21,111.583,111.583,0.0,-0.688,0,0,-0.036,0,0.8,0,0,2.985,0,4,7.25,56.897,6.922,0,1.535,1.848,3.857,2,0,1.044,77.917,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.563,10,8,2,0.86,6,40.664,11.085,2.359,4.511,18.46,4.457,1,4.547,0.86,2,116.603,0.0,11.171,7.007,34.416,5.943,1,0.8,131.066,0,0.199,10,116.603,157.267,157.267,34.416,-0.719,2,0,-0.141,0,0.833,3,2,1.312,2,6,9.0,63.356,10.051,4,2.319,1.862,3.946,2,0,1.085,117.004,2,1,0,3,1,0,0,2,1,2,4,0,0.75
6.509,5,7,2,0.916,9,9.373,12.463,2.465,4.269,15.22,4.254,2,4.359,0.86,2,72.29,0.0,9.959,6.733,0.0,0.0,0,0.86,83.52,0,-0.805,7,72.29,81.663,81.663,0.0,-0.515,0,0,-0.065,0,0.826,0,0,3.177,0,4,7.34,56.825,7.686,0,1.797,1.849,3.862,2,0,0.982,70.885,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.824,10,9,2,0.86,8,25.778,11.885,2.418,4.547,19.243,4.527,1,4.616,0.86,2,116.603,0.0,11.511,7.133,16.405,2.639,1,0.8,127.836,0,-0.337,10,116.603,142.381,142.381,16.405,-0.703,1,0,-0.103,0,0.819,1,1,1.7,1,6,9.775,68.334,10.753,3,2.531,1.897,3.946,2,0,1.165,108.427,2,0,0,3,1,0,0,1,1,2,2,0,0.75
6.569,12,13,2,0.916,11,25.778,12.463,2.465,4.707,22.986,4.664,2,4.755,0.86,2,116.603,0.0,13.031,7.342,16.405,2.64,0,0.86,138.08,0,-0.379,10,116.603,142.381,142.381,16.405,-0.814,1,0,-0.104,0,0.832,2,1,2.421,1,6,10.228,72.712,11.841,1,2.814,1.881,3.943,2,0,1.243,221.882,2,0,0,2,2,2,0,2,2,0,0,0,0.75
6.409,6,8,2,0.86,7,9.373,11.03,2.287,4.185,15.492,4.231,2,4.36,0.86,1,47.145,0.0,9.648,6.669,0.0,0.0,0,0.8,50.567,0,-0.805,6,47.145,56.518,56.518,0.0,0.165,0,0,-0.057,0,0.864,0,0,3.042,0,3,6.15,45.524,7.46,0,1.789,1.861,3.842,2,0,0.938,56.988,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.854,8,8,2,1.058,7,27.384,13.147,2.492,4.411,18.938,4.492,1,4.597,0.86,2,72.29,0.0,9.942,6.894,18.011,3.025,1,0.86,70.123,0,-0.392,8,72.29,99.673,99.673,18.011,-0.012,1,0,-0.063,0,0.854,1,1,2.692,1,4,9.659,63.44,8.853,3,2.461,1.872,3.849,2,0,1.133,76.668,1,0,0,3,1,0,0,1,1,2,2,0,0.75
7.387,2,7,1,0.8,5,55.931,5.406,1.911,3.869,10.624,3.825,0,3.971,0.247,0,84.614,10.918,7.518,5.414,36.022,5.904,1,0.0,60.926,1,0.812,6,67.828,123.76,123.76,78.705,-0.214,2,1,-0.012,1,1.061,6,3,2.287,3,2,6.74,49.927,5.969,4,1.249,1.792,3.882,0,0,0.893,45.874,2,1,0,2,7,1,0,0,1,1,3,0,1.0
8.248,10,9,2,0.86,7,25.778,11.03,2.287,4.473,20.092,4.516,1,4.632,0.86,1,91.458,0.0,10.955,6.903,16.405,2.712,1,0.8,85.465,0,-0.352,9,91.458,117.236,117.236,16.405,-0.006,1,0,-0.079,0,0.819,1,1,2.096,1,5,9.795,65.881,10.865,3,2.576,1.898,3.945,2,0,1.18,88.825,2,0,0,3,1,0,0,1,1,2,2,0,0.75
6.824,10,9,2,0.86,8,25.778,11.885,2.418,4.561,19.503,4.551,2,4.639,0.86,2,116.603,0.0,11.604,7.185,16.405,2.642,1,0.8,130.86,0,-0.346,10,116.603,142.381,142.381,16.405,-0.706,1,0,-0.088,0,0.829,1,1,1.89,1,6,10.011,70.892,10.978,3,2.611,1.902,3.946,2,0,1.204,108.039,2,0,0,3,1,0,0,1,1,2,2,0,0.75
7.607,9,12,2,0.916,11,59.104,12.463,2.465,4.676,23.227,4.696,2,4.799,0.86,2,133.266,0.0,13.292,7.433,33.068,2.663,1,0.86,142.85,0,0.107,11,116.603,175.707,159.044,33.068,-0.751,1,0,-0.175,0,0.883,1,2,2.149,2,6,10.89,80.026,11.512,4,2.995,1.934,3.948,2,0,1.413,120.546,2,0,0,2,2,0,0,1,1,3,3,0,0.5
6.367,7,16,4,1.372,11,27.384,17.568,3.011,4.613,19.615,4.605,2,4.661,0.916,2,108.434,0.0,11.196,7.262,18.011,2.76,2,0.86,106.034,0,-0.407,10,108.434,135.818,135.818,18.011,-1.469,1,0,-0.116,0,0.861,3,1,2.628,1,6,10.069,76.264,8.352,2,2.638,1.908,3.862,2,0,1.229,106.148,2,1,0,1,5,1,0,0,0,0,0,0,0.75
6.658,10,9,2,0.86,8,25.778,11.885,2.418,4.533,18.996,4.502,1,4.592,0.86,2,116.603,0.0,11.4,7.077,16.405,2.634,1,0.8,125.55,0,-0.327,10,116.603,142.381,142.381,16.405,-0.71,1,0,-0.12,0,0.784,1,1,1.507,1,6,9.236,65.82,10.437,3,2.453,1.883,3.946,3,0,1.126,110.666,2,0,0,3,1,0,0,1,1,2,2,0,0.75
6.268,14,11,2,1.372,11,27.384,17.568,3.011,4.609,21.034,4.629,2,4.71,0.916,2,108.434,0.0,11.274,7.305,18.011,2.774,0,0.86,123.612,0,-0.414,10,108.434,135.818,135.818,18.011,-1.285,1,0,-0.163,0,0.882,2,1,2.807,1,6,10.61,78.93,8.599,1,2.694,1.915,3.862,2,0,1.267,178.929,2,0,0,0,4,2,0,2,2,0,0,0,0.75
7.487,6,7,2,0.86,7,27.384,12.345,2.371,4.394,19.047,4.488,1,4.604,0.86,1,47.145,0.0,9.737,6.896,18.011,3.566,1,0.8,56.233,0,-0.409,7,47.145,74.528,74.528,18.011,0.116,1,0,-0.014,0,0.855,1,1,3.108,1,3,9.692,61.049,8.887,3,2.496,1.878,3.849,2,0,1.148,68.109,0,0,0,3,1,0,0,1,1,2,2,0,0.75
6.62,11,11,2,0.916,10,25.778,12.463,2.465,4.665,23.331,4.663,2,4.768,0.86,2,116.603,0.0,13.218,7.37,16.405,2.652,1,0.86,136.989,0,-0.386,10,116.603,142.381,142.381,16.405,-0.725,1,0,-0.096,0,0.848,1,1,2.6,1,6,10.756,75.129,12.078,3,2.881,1.902,3.946,2,0,1.283,114.583,2,0,0,3,1,0,0,1,1,2,2,0,0.75
6.602,11,11,2,0.916,10,25.778,12.463,2.465,4.665,23.331,4.663,2,4.768,0.86,2,116.603,0.0,13.218,7.37,16.405,2.652,1,0.86,136.989,0,-0.386,10,116.603,142.381,142.381,16.405,-0.725,1,0,-0.096,0,0.848,1,1,2.6,1,6,10.756,75.129,12.078,3,2.881,1.902,3.946,2,0,1.283,114.583,2,0,0,3,1,0,0,1,1,2,2,0,0.75
5.0,9,10,2,1.372,14,27.384,17.568,3.011,4.615,23.083,4.688,2,4.793,0.916,2,108.434,0.0,11.554,7.37,18.011,2.796,0,0.86,116.647,0,-0.428,10,108.434,135.818,135.818,18.011,-1.07,1,0,-0.152,0,0.92,0,1,3.159,1,6,11.721,84.454,9.086,2,2.945,1.928,3.862,2,0,1.345,121.17,2,0,0,1,4,1,0,2,3,1,1,0,0.75
7.276,10,9,2,0.86,7,25.778,11.03,2.287,4.488,20.346,4.541,2,4.655,0.86,1,91.458,0.0,11.049,6.946,16.405,2.715,1,0.8,89.342,0,-0.361,9,91.458,117.236,117.236,16.405,-0.008,1,0,-0.068,0,0.828,1,1,2.286,1,5,10.029,68.398,11.09,3,2.656,1.902,3.945,2,0,1.219,89.338,2,0,0,3,1,0,0,1,1,2,2,0,0.75
6.503,7,13,2,1.058,12,46.98,14.579,2.64,4.613,21.263,4.65,2,4.735,0.916,3,126.765,0.0,12.172,7.379,18.011,2.895,1,0.86,124.839,0,-0.407,11,107.169,154.149,154.149,18.011,-0.952,1,0,-0.091,0,0.906,1,1,2.527,1,6,10.495,75.144,9.448,3,2.771,1.887,3.862,2,0,1.28,103.93,1,0,0,1,1,0,0,1,1,2,2,0,0.5
6.538,11,14,4,0.916,13,25.778,12.463,2.465,4.792,21.962,4.674,2,4.741,0.86,2,116.603,0.0,13.073,7.311,16.405,2.626,2,0.86,129.615,0,-0.371,10,116.603,142.381,142.381,16.405,-0.945,1,0,-0.057,0,0.814,3,1,2.24,1,6,9.71,70.354,11.561,2,2.732,1.856,3.937,2,0,1.203,120.073,2,1,0,3,3,1,0,0,0,0,0,0,0.75
6.699,9,11,2,1.372,10,27.384,17.568,3.011,4.603,21.98,4.656,2,4.753,0.916,2,108.434,0.0,11.433,7.34,18.011,2.786,1,0.86,118.177,0,-0.421,10,108.434,135.818,135.818,18.011,-1.16,1,0,-0.156,0,0.902,1,1,2.984,1,6,11.161,81.661,8.836,3,2.8,1.921,3.862,2,0,1.306,103.886,2,0,0,1,3,0,0,1,1,2,2,0,0.75
5.854,9,11,2,0.916,10,25.778,12.463,2.465,4.601,20.88,4.6,2,4.696,0.86,2,116.603,0.0,11.395,7.213,16.405,2.502,1,0.86,134.849,0,-0.377,10,116.603,142.381,142.381,16.405,-0.712,1,0,-0.053,0,0.98,1,1,2.194,1,6,10.082,73.68,9.26,3,2.671,1.921,3.862,3,0,1.227,110.989,2,0,0,1,0,0,0,1,1,2,2,0,0.75
6.092,9,10,2,0.86,10,44.463,11.885,2.418,4.572,18.805,4.561,1,4.644,0.86,2,133.388,0.0,12.245,7.185,16.405,2.607,1,0.8,172.855,0,-0.332,11,116.603,161.065,159.166,16.405,-0.73,1,0,-0.031,0,0.841,2,1,1.262,1,6,9.9,73.514,9.828,3,2.633,1.897,3.925,3,0,1.278,112.823,2,1,0,1,0,0,0,1,1,2,2,0,0.5
6.469,11,12,3,0.86,9,10.892,11.83,2.319,4.493,20.888,4.545,1,4.663,0.86,1,91.458,0.0,10.987,6.926,0.0,0.0,0,0.8,84.532,0,-0.727,9,91.458,102.349,102.349,0.0,-0.004,0,0,-0.086,0,0.716,0,0,2.096,0,5,9.485,65.83,11.324,0,2.658,1.884,3.95,4,0,1.182,86.931,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.056,11,12,3,0.86,9,10.892,11.83,2.319,4.507,21.128,4.569,1,4.686,0.86,1,91.458,0.0,11.098,6.972,0.0,0.0,0,0.8,87.809,0,-0.733,9,91.458,102.349,102.349,0.0,-0.001,0,0,-0.075,0,0.752,0,0,2.286,0,5,10.029,68.346,11.64,0,2.738,1.898,3.95,3,0,1.221,86.486,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.292,11,12,3,0.86,10,10.892,11.83,2.319,4.539,22.071,4.607,2,4.724,0.86,1,91.458,0.0,11.745,7.062,0.0,0.0,0,0.8,89.61,0,-0.746,9,91.458,102.349,102.349,0.0,0.009,0,0,-0.069,0,0.808,0,0,2.66,0,5,9.765,65.665,12.726,0,2.835,1.929,3.95,3,0,1.283,86.015,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.208,7,9,2,0.86,9,60.955,13.55,2.455,4.412,18.06,4.507,1,4.604,0.86,1,91.716,0.0,10.417,6.943,18.011,3.334,1,0.86,67.766,0,-0.376,10,58.145,119.099,119.099,18.011,0.07,1,0,-0.048,0,0.838,1,1,2.44,1,4,9.856,65.919,8.082,3,2.508,1.898,3.847,3,0,1.196,76.728,1,1,0,1,0,0,0,1,1,2,2,0,0.75
6.638,5,7,2,0.916,9,9.373,12.463,2.465,4.269,15.22,4.254,2,4.359,0.86,2,72.29,0.0,9.959,6.733,0.0,0.0,0,0.86,83.52,0,-0.805,7,72.29,81.663,81.663,0.0,-0.515,0,0,-0.065,0,0.826,0,0,3.177,0,4,7.34,56.825,7.686,0,1.797,1.849,3.862,2,0,0.982,70.885,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.721,5,7,2,0.916,7,9.373,12.463,2.465,4.177,13.865,4.15,1,4.249,0.86,2,72.29,0.0,9.785,6.522,0.0,0.0,0,0.86,79.573,0,-0.799,7,72.29,81.663,81.663,0.0,-0.511,0,0,0.001,0,0.812,0,0,2.985,0,4,7.103,54.561,7.25,0,1.565,1.849,3.861,2,0,0.943,64.622,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.796,5,7,2,0.916,9,9.373,12.463,2.465,4.269,15.22,4.254,2,4.359,0.86,2,72.29,0.0,9.959,6.733,0.0,0.0,0,0.86,83.52,0,-0.805,7,72.29,81.663,81.663,0.0,-0.515,0,0,-0.065,0,0.826,0,0,3.177,0,4,7.34,56.825,7.686,0,1.797,1.849,3.862,2,0,0.982,70.885,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.301,11,12,3,0.86,9,10.892,11.83,2.319,4.522,21.381,4.592,2,4.707,0.86,1,91.458,0.0,11.191,7.015,0.0,0.0,0,0.8,91.477,0,-0.74,9,91.458,102.349,102.349,0.0,-0.003,0,0,-0.066,0,0.763,0,0,2.474,0,5,10.265,70.906,11.865,0,2.819,1.915,3.95,3,0,1.259,87.308,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.921,11,12,3,0.86,9,10.892,11.83,2.319,4.519,21.37,4.587,2,4.7,0.86,1,91.458,0.0,11.412,7.024,0.0,0.0,0,0.8,88.354,0,-0.74,9,91.458,102.349,102.349,0.0,0.007,0,0,-0.071,0,0.795,0,0,2.474,0,5,9.248,63.388,11.909,0,2.784,1.87,3.95,3,0,1.244,86.147,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.886,6,10,2,1.058,8,60.71,13.147,2.492,4.425,18.732,4.532,1,4.635,0.86,2,88.953,0.0,10.229,6.957,34.674,3.036,1,0.86,75.905,0,0.125,9,72.29,132.999,116.336,34.674,-0.105,1,0,-0.131,0,0.878,1,2,2.222,2,4,9.763,68.418,8.595,4,2.557,1.897,3.85,2,0,1.245,81.942,1,0,0,2,2,0,0,1,1,3,3,0,0.75
6.495,7,13,2,1.058,11,46.98,13.724,2.536,4.544,22.006,4.641,2,4.749,0.916,2,101.62,0.0,11.616,7.112,18.011,2.969,1,0.86,87.81,0,-0.421,10,82.024,129.004,129.004,18.011,-0.207,1,0,-0.075,0,0.907,1,1,2.914,1,5,10.506,72.79,9.56,3,2.808,1.887,3.862,2,0,1.295,88.444,1,0,0,1,1,0,0,1,1,2,2,0,0.75
7.447,9,9,2,0.86,8,59.349,11.03,2.287,4.455,18.503,4.505,1,4.608,0.86,1,108.243,0.0,10.532,6.89,33.191,2.619,1,0.8,90.428,0,0.185,10,91.458,150.807,134.021,33.191,-0.022,1,0,-0.082,0,0.88,1,2,1.261,2,5,9.439,65.881,9.353,4,2.516,1.898,3.901,2,0,1.213,91.507,3,1,0,1,0,0,0,1,1,3,3,0,0.5
5.495,5,9,2,0.916,10,42.27,12.463,2.465,4.49,18.525,4.496,2,4.591,0.86,2,105.187,0.0,10.794,7.065,0.0,0.0,1,0.86,100.465,0,0.099,8,72.29,114.56,114.56,32.897,-0.525,0,0,-0.043,0,0.896,1,2,2.807,2,4,8.866,63.766,8.195,3,2.327,1.852,3.862,2,1,1.116,98.937,0,0,0,1,0,0,0,1,1,2,2,0,0.75
8.07,11,15,7,1.996,14,142.861,27.016,3.718,4.984,26.145,5.041,5,5.068,1.985,6,269.133,19.863,11.842,7.154,106.839,13.129,6,1.932,268.775,3,5.965,15,236.236,379.097,362.312,225.103,-4.094,5,2,0.182,5,1.227,11,10,-1.509,10,8,13.937,95.029,9.399,11,4.489,1.936,3.88,0,1,1.467,507.169,5,7,5,12,10,8,7,9,14,9,17,1,0.25
7.997,12,17,7,1.996,14,142.861,27.016,3.718,4.973,26.063,5.033,5,5.063,1.985,6,226.45,10.042,11.551,7.136,106.839,13.254,6,1.932,248.482,2,5.135,14,193.553,336.414,319.628,182.42,-3.888,5,1,0.2,5,1.219,10,9,-1.081,9,7,13.751,92.124,9.305,11,4.476,1.936,3.878,0,1,1.459,473.905,5,7,5,10,9,8,7,7,14,8,18,1,0.25
8.159,16,20,7,1.996,19,142.861,27.016,3.718,5.087,30.096,5.161,5,5.194,1.985,6,226.45,9.885,13.432,7.413,106.839,13.974,5,1.932,249.193,2,4.946,14,193.553,336.414,319.628,182.42,-3.566,5,1,0.193,4,1.204,16,9,0.018,9,7,14.637,97.379,10.499,14,5.183,1.966,3.893,0,1,1.6,481.18,5,7,4,14,13,8,6,8,18,8,19,1,0.25
7.9,15,19,7,1.996,19,142.861,27.016,3.718,5.097,30.196,5.168,5,5.199,1.985,6,269.133,19.743,13.723,7.423,106.839,13.827,5,1.932,267.424,3,5.757,15,236.236,379.097,362.312,225.103,-3.773,5,2,0.177,4,1.211,17,10,-0.41,10,8,14.829,100.11,10.592,13,5.2,1.966,3.894,0,1,1.61,515.198,5,7,4,16,14,8,6,9,18,9,18,1,0.25
7.879,17,22,7,1.996,19,142.861,27.016,3.718,5.078,29.994,5.153,5,5.19,1.985,6,183.767,0.0,13.141,7.405,106.839,14.099,5,1.932,231.854,1,4.153,13,150.87,293.73,276.945,139.736,-3.36,5,0,0.214,4,1.198,15,8,0.451,8,6,14.447,94.674,10.405,14,5.165,1.966,3.891,0,1,1.589,449.051,5,7,4,12,12,8,6,6,18,7,20,1,0.25
7.121,16,21,7,1.996,19,142.861,27.016,3.718,5.087,30.096,5.161,5,5.194,1.985,6,226.45,9.856,13.432,7.415,106.839,13.952,5,1.932,249.193,2,4.946,14,193.553,336.414,319.628,182.42,-3.566,5,1,0.193,4,1.204,16,9,0.018,9,7,14.637,97.37,10.499,13,5.183,1.966,3.892,0,1,1.6,482.865,5,7,4,14,13,8,6,7,18,8,19,1,0.25
7.687,19,23,7,1.996,16,159.646,27.016,3.718,5.123,30.805,5.196,5,5.227,1.985,6,183.767,0.0,14.421,7.546,123.625,14.193,5,1.932,233.397,1,4.89,13,150.87,310.516,276.945,156.522,-3.404,5,0,0.208,5,1.173,14,9,0.016,9,6,14.041,92.844,11.221,14,5.434,1.983,4.035,0,1,1.676,454.97,5,7,4,15,12,10,6,6,19,8,21,1,0.25
