pXC50,P_VSA_e_5,P_VSA_m_3,MATS1e,CATS2D_04_AP,CATS2D_06_AN,P_VSA_p_2,SAacc,O.,CATS2D_02_DA,CATS2D_05_DP,CATS2D_05_PP,nPO4,O.056,P.117,P_VSA_MR_3,SdsssP,ATSC1e,CATS2D_01_AN,CATS2D_08_DD,Eig03_AEA.ri.,nO,CATS2D_08_AN,NsOH,SpMax7_Bh.s.,SpMax6_Bh.s.,P_VSA_v_2,Eta_epsi_A,IC1,ATSC2e,CATS2D_01_DN,CATS2D_02_DD,CATS2D_06_DN,NdsssP,nP,CATS2D_08_PN,nROH,SsssCH,nOHs,CATS2D_08_DP,nC..N.N2,ATSC1s,SaasN,nN.,nCconj,TPSA.NO.,CATS2D_02_AP,Eig03_EA.ri.,ATSC3e,CATS2D_09_DP,CATS2D_03_AP,Eta_betaS_A,Psi_i_s,TPSA.Tot.,P_VSA_s_6,SpMax5_Bh.s.,GATS1e,CATS2D_09_AP,CATS2D_09_DA,nHet,P_VSA_p_4,SAdon,IC3,P_VSA_LogP_3,Eig03_EA,SM11_AEA.bo.,CATS2D_07_DD,H.050,Hy,nHDon
4.194,50.29,50.29,-0.099,0,0,86.311,86.311,9.5,3,0,0,0,0,0,0.0,0.0,0.057,0,0,2.914,2,0,0,2.324,3.272,86.311,0.621,2.964,0.225,0,1,0,0,0,0,0,0.356,0,0,0,7.703,0.0,0,0,58.2,0,1.91,0.292,0,0,0.682,29.917,58.2,50.29,3.639,0.683,0,0,4,0.0,36.022,3.69,0.0,1.899,1.899,0,2,0.748,2
4.194,60.024,60.024,0.113,0,0,103.635,103.635,6.3,1,0,0,0,0,0,0.0,0.0,0.107,0,0,3.526,3,0,0,3.916,4.206,103.635,0.598,3.593,0.226,0,0,0,0,0,0,0,0.397,0,0,0,8.902,0.0,0,4,82.06,0,2.49,0.484,0,0,0.644,61.5,82.06,79.621,4.465,0.614,0,0,7,0.0,18.011,4.756,56.857,2.55,2.55,0,1,-0.294,1
4.301,83.29,83.29,-0.051,0,0,101.3,101.3,11.4,1,0,0,0,0,0,0.0,0.0,0.089,0,0,3.496,5,0,0,4.174,4.354,101.3,0.63,3.594,0.477,0,0,0,0,0,0,0,0.0,0,0,0,8.07,0.0,0,1,73.86,0,2.423,0.559,0,0,0.64,60.167,102.1,83.29,4.603,0.778,0,0,7,0.0,18.011,4.834,37.905,2.528,2.528,0,1,-0.277,1
4.301,75.892,75.892,0.22,0,0,83.461,75.892,11.1,0,0,0,0,0,0,50.747,0.0,0.133,0,0,3.133,3,0,0,3.574,3.89,83.461,0.667,3.273,0.242,0,0,0,0,0,0,0,0.0,0,0,0,4.566,1.634,0,1,67.82,0,2.108,0.24,0,0,0.632,47.667,67.82,75.892,4.545,0.359,0,0,5,0.0,0.0,4.431,56.429,2.15,2.15,0,0,-0.692,0
4.376,101.037,101.037,0.114,0,0,145.853,140.183,7.7,2,0,0,0,0,0,50.747,0.0,0.158,0,0,3.498,4,0,0,4.315,4.704,145.853,0.61,3.55,0.406,0,1,0,0,0,0,0,0.664,0,0,0,10.517,0.0,0,4,114.78,0,2.438,0.331,0,0,0.625,74.0,146.87,146.229,4.83,0.513,0,0,9,0.0,36.022,4.258,37.905,2.537,2.537,0,2,0.318,2
4.194,72.29,72.29,-0.043,0,0,98.448,98.448,7.3,0,0,0,0,0,0,0.0,0.0,0.102,0,0,3.9,4,0,0,4.344,4.41,98.448,0.645,3.871,0.573,0,0,0,0,0,0,0,0.0,0,0,0,8.817,0.0,0,7,76.38,0,2.81,0.474,0,0,0.706,77.778,76.38,128.224,4.712,0.733,0,0,9,0.0,0.0,5.309,75.81,2.939,2.939,0,0,-0.729,0
4.194,47.145,47.145,-0.017,0,0,65.155,65.155,7.3,1,0,0,0,0,0,0.0,0.0,0.015,0,0,3.343,3,0,0,3.78,3.925,65.155,0.561,2.854,0.279,0,0,0,0,0,0,0,0.313,0,0,0,3.901,0.0,0,1,47.56,0,2.318,0.198,0,0,0.638,42.5,47.56,47.145,3.98,0.781,0,0,4,0.0,18.011,4.041,28.429,2.355,2.355,0,1,-0.32,1
4.485,113.48,113.48,-0.092,0,0,130.266,130.266,13.5,1,0,0,0,0,0,0.0,0.0,0.157,1,0,3.672,5,0,1,4.521,4.626,130.266,0.703,3.447,0.406,1,0,0,0,0,0,1,0.0,0,0,0,16.019,0.0,0,5,93.54,0,2.644,0.436,0,0,0.644,66.833,121.78,130.266,4.872,0.795,0,0,7,0.0,42.683,5.101,92.935,2.682,2.682,0,1,-0.294,1
4.194,67.828,67.828,-0.133,0,0,84.614,84.614,11.1,1,0,0,0,0,0,0.0,0.0,0.069,1,0,2.427,2,0,1,2.03,3.326,84.614,0.667,3.35,0.176,1,0,0,0,0,0,1,0.0,0,0,0,10.775,0.0,0,0,50.19,0,1.381,0.239,0,0,0.591,30.667,75.49,84.614,3.733,0.822,0,0,4,0.0,42.683,4.059,28.429,1.479,1.479,0,1,-0.031,1
4.194,36.145,36.145,-0.062,0,0,100.775,83.99,5.0,1,0,0,0,0,0,0.0,0.0,0.064,0,0,3.665,2,0,0,4.196,4.38,100.775,0.657,3.54,0.208,0,0,0,0,0,0,0,0.0,0,0,0,7.323,0.0,0,3,78.77,0,2.601,0.269,0,0,0.625,66.083,107.01,83.99,4.627,0.735,0,0,7,0.0,16.786,5.072,104.239,2.687,2.687,0,1,-0.323,1
4.301,92.973,92.973,-0.147,0,0,145.78,145.78,8.6,2,0,0,0,0,0,0.0,0.0,0.122,0,0,3.57,3,0,1,4.008,4.452,145.78,0.682,3.529,0.227,0,0,0,0,0,0,0,0.0,0,0,0,13.346,0.0,0,5,95.08,0,2.519,0.328,0,0,0.656,60.833,123.32,109.759,4.709,0.81,0,1,7,0.0,78.705,4.765,75.81,2.598,2.598,0,3,1.039,3
4.301,101.037,101.037,-0.046,3,0,209.197,203.527,13.8,4,0,0,0,0,0,50.747,0.0,0.258,0,1,3.344,4,0,0,4.266,4.894,209.197,0.778,4.004,0.486,0,1,0,0,0,0,0,0.0,0,1,0,27.703,0.0,0,1,163.34,0,2.298,0.589,0,1,0.714,64.0,163.34,167.505,5.127,0.664,0,0,10,0.0,68.919,4.556,42.373,2.374,2.374,0,4,2.109,4
4.194,0.0,14.96,0.099,0,0,51.153,64.949,0.0,0,0,0,0,0,0,0.0,0.0,0.081,0,0,3.217,0,0,0,3.58,3.915,66.113,0.653,3.419,0.15,0,0,0,0,0,0,0,0.0,0,0,0,5.384,0.0,0,0,43.08,0,2.063,0.284,0,0,0.632,44.667,68.38,64.949,4.01,0.507,0,0,6,0.0,0.0,4.682,56.857,2.328,2.328,0,0,-0.672,0
4.194,55.313,55.313,0.095,0,0,59.956,59.956,6.5,0,0,0,0,0,0,0.0,0.0,0.083,0,0,3.67,3,0,0,4.248,4.342,59.956,0.605,3.217,0.434,0,0,0,0,0,0,0,0.0,0,0,0,14.504,0.0,0,0,49.85,0,2.54,0.449,0,0,0.64,58.694,58.23,94.461,4.398,0.565,0,0,7,0.0,0.0,4.725,81.617,2.73,2.73,0,0,-0.711,0
4.194,156.35,156.35,0.127,0,0,181.549,175.879,13.7,1,0,0,0,0,0,50.747,0.0,0.252,0,0,3.654,7,0,0,4.722,6.999,181.549,0.669,3.684,0.789,0,0,0,0,0,0,0,0.0,0,0,0,26.478,0.0,0,2,138.6,0,2.622,0.605,0,0,0.625,87.583,146.98,156.35,6.999,0.489,0,0,11,0.0,18.011,4.765,72.141,2.669,2.669,0,1,-0.217,1
4.301,25.145,25.145,0.042,0,0,63.494,61.595,2.6,0,0,0,0,0,0,0.0,0.0,0.049,0,0,3.706,1,0,0,3.849,3.912,63.494,0.629,3.918,0.224,0,0,0,0,0,0,0,0.0,0,0,0,6.112,1.894,0,1,52.19,0,2.58,0.174,0,0,0.677,51.556,119.23,97.035,4.04,0.648,0,0,7,0.0,0.0,4.965,37.905,2.775,2.775,0,1,-0.26,0
4.301,168.865,168.865,0.045,0,0,195.67,190.0,12.8,1,0,0,0,0,0,50.747,0.0,0.243,0,0,3.832,6,0,1,4.747,6.468,195.67,0.684,4.024,0.489,0,0,0,0,0,0,0,0.0,0,0,0,23.823,0.0,0,3,134.22,0,2.814,0.581,0,0,0.633,85.5,162.46,168.865,6.999,0.574,0,1,10,0.0,60.694,5.097,66.334,2.841,2.841,0,2,0.309,2
4.194,20.507,20.507,0.007,0,0,55.732,53.833,6.1,0,0,0,0,0,0,0.0,0.0,0.068,0,0,3.361,2,0,0,3.674,3.73,55.732,0.633,3.566,0.209,0,0,0,0,0,0,0,0.0,0,0,0,6.866,1.817,0,0,53.08,0,2.262,0.395,0,0,0.663,44.056,91.88,92.397,4.007,0.848,0,0,6,0.0,0.0,4.597,68.597,2.422,2.422,0,1,-0.222,0
4.194,34.652,34.652,-0.035,0,0,86.234,86.234,5.1,1,0,0,0,0,0,0.0,0.0,0.021,0,0,3.433,2,0,0,3.75,3.965,86.234,0.596,3.598,0.16,0,0,0,0,0,0,0,0.0,0,0,0,5.258,0.0,0,0,68.02,0,2.419,0.232,0,0,0.648,49.5,68.02,68.223,4.139,0.768,0,1,5,0.0,18.011,4.805,47.381,2.438,2.438,0,1,-0.31,1
4.194,42.683,42.683,-0.086,0,0,92.795,76.132,3.8,3,0,0,0,0,0,0.0,0.0,0.099,0,0,2.785,1,0,1,3.489,3.681,92.795,0.658,3.7,0.218,0,0,0,0,0,0,0,0.0,0,0,0,8.756,0.0,0,0,61.8,0,1.664,0.238,0,0,0.625,38.111,87.1,115.281,3.881,0.846,0,0,6,0.0,59.346,4.47,37.905,1.911,1.911,0,2,0.573,2
4.301,36.145,36.145,-0.053,0,0,142.188,142.188,4.9,4,0,0,0,0,0,0.0,0.0,0.11,0,0,3.264,2,0,0,3.943,4.062,142.188,0.62,3.452,0.517,0,0,0,0,0,0,0,0.167,0,0,0,7.265,0.0,0,4,106.85,0,2.153,0.503,0,0,0.705,52.667,106.85,103.164,4.28,0.86,0,2,9,0.0,36.022,4.601,18.952,2.345,2.345,0,2,0.483,2
4.194,75.892,75.892,0.206,0,0,99.573,93.903,7.5,1,0,0,0,0,0,50.747,0.0,0.121,0,0,3.242,3,0,0,3.966,3.99,99.573,0.598,3.29,0.228,0,0,0,0,0,0,0,0.0,0,0,0,6.665,0.0,0,1,74.92,0,2.213,0.205,0,0,0.591,56.5,74.92,75.892,4.688,0.38,0,0,5,0.0,18.011,4.534,66.334,2.262,2.262,0,1,-0.31,1
4.301,112.037,112.037,0.089,0,0,138.842,133.172,11.4,2,0,0,0,0,0,50.747,0.0,0.202,0,0,3.654,5,0,0,4.734,4.764,138.842,0.684,3.651,0.46,0,0,0,0,0,0,0,0.0,0,0,0,11.925,0.0,0,6,109.91,0,2.611,0.439,0,0,0.638,79.0,142.0,157.229,4.897,0.549,0,2,9,0.0,18.011,5.016,104.239,2.672,2.672,0,1,-0.268,1
4.301,72.29,72.29,-0.039,0,0,124.852,124.852,9.1,2,0,0,0,0,0,0.0,0.0,0.127,0,0,3.479,4,0,0,4.177,4.55,124.852,0.635,3.739,0.413,0,0,0,0,0,0,0,0.0,0,0,0,7.836,0.0,0,2,89.02,0,2.442,0.482,0,0,0.615,65.083,89.02,88.953,4.647,0.766,0,0,8,0.0,35.899,4.772,56.857,2.498,2.498,0,2,0.327,2
4.194,47.145,47.145,0.019,0,0,50.269,50.269,6.0,0,0,0,0,0,0,0.0,0.0,0.032,0,0,3.692,3,0,0,3.719,4.05,50.269,0.538,2.933,0.247,0,0,0,0,0,0,0,0.371,0,0,0,7.997,0.0,0,0,38.77,0,2.628,0.393,0,0,0.63,48.333,38.77,47.145,4.103,0.763,0,0,4,0.0,0.0,4.338,37.905,2.724,2.724,0,0,-0.815,0
4.194,101.037,101.037,0.077,0,0,160.739,155.069,9.5,2,0,0,0,0,0,50.747,0.0,0.195,0,0,3.574,4,0,0,4.641,4.692,160.739,0.665,3.538,0.366,0,1,0,0,0,0,0,0.0,0,0,0,11.867,0.0,0,1,116.05,0,2.514,0.474,0,0,0.625,72.333,148.14,146.229,4.894,0.544,0,2,9,0.0,54.032,4.481,75.81,2.613,2.613,1,3,1.05,3
4.194,86.435,86.435,-0.066,0,0,125.58,125.58,9.3,3,0,0,0,0,0,11.0,0.0,0.086,0,0,3.468,4,0,0,3.908,4.369,125.58,0.622,3.636,0.411,0,0,0,0,0,0,0,0.078,0,0,0,10.93,0.0,0,4,93.19,0,2.361,0.518,0,0,0.667,60.833,93.19,86.435,4.653,0.725,0,0,7,0.0,36.022,4.88,65.392,2.531,2.531,0,2,0.337,2
4.194,47.145,47.145,0.008,0,0,98.481,98.481,6.7,3,0,0,0,0,0,0.0,0.0,0.067,0,0,3.238,3,0,0,3.809,4.044,98.481,0.603,3.536,0.443,0,0,0,0,0,0,0,0.0,0,0,0,6.667,0.0,0,0,73.34,0,2.041,0.381,0,0,0.615,54.0,126.88,80.471,4.356,0.778,0,0,8,0.0,18.011,4.881,37.905,2.348,2.348,0,1,-0.219,1
4.194,36.145,36.145,0.006,0,0,59.179,59.179,4.5,0,0,0,0,0,0,0.0,0.0,0.007,0,0,3.389,2,0,0,3.689,3.821,59.179,0.571,3.241,0.251,0,0,0,0,0,0,0,0.0,0,0,0,6.696,0.0,0,1,45.67,0,2.297,0.188,0,0,0.663,49.667,45.67,52.93,4.307,0.771,0,0,5,0.0,0.0,4.624,56.857,2.448,2.448,0,0,-0.772,0
4.194,25.145,25.145,-0.004,0,0,94.492,94.492,3.4,1,0,0,0,0,0,0.0,0.0,0.061,0,0,2.873,1,0,0,3.373,3.474,94.492,0.598,3.004,0.196,0,0,0,0,0,0,0,0.0,0,0,0,6.855,0.0,0,0,72.11,1,1.828,0.279,0,1,0.65,34.833,100.35,91.368,3.617,0.73,0,0,6,0.0,32.897,3.961,32.897,1.924,1.924,0,2,0.626,2
4.194,80.458,80.458,0.062,0,0,99.987,99.987,9.8,1,0,0,0,0,0,0.0,0.0,0.106,0,0,3.662,4,0,0,4.172,4.391,99.987,0.625,3.393,0.478,0,0,0,0,0,0,0,0.0,0,0,0,14.736,0.0,0,1,75.71,0,2.622,0.285,0,0,0.62,60.25,84.09,80.458,4.656,0.593,0,0,7,0.0,18.011,4.522,81.617,2.674,2.674,0,1,-0.241,1
4.194,91.458,91.458,0.055,0,0,110.987,110.987,9.1,1,0,0,0,0,0,0.0,0.0,0.102,0,0,3.645,5,0,0,4.332,4.396,110.987,0.6,3.427,0.54,0,0,0,0,0,0,0,-0.192,0,0,0,17.317,0.0,0,0,84.94,0,2.607,0.381,0,0,0.629,70.583,93.32,91.458,4.843,0.637,0,0,8,0.0,18.011,4.795,81.617,2.668,2.668,0,1,-0.302,1
4.301,105.289,105.289,-0.063,0,0,141.311,141.311,11.9,2,0,0,0,0,0,22.0,0.0,0.13,0,0,3.602,7,0,0,4.461,4.58,141.311,0.615,3.33,0.813,0,0,0,0,0,0,0,-0.506,0,0,0,12.13,0.0,0,2,104.35,0,2.549,0.675,0,0,0.645,76.167,104.35,105.289,4.702,0.863,0,1,9,0.0,36.022,4.615,57.217,2.619,2.619,1,2,0.257,2
4.194,61.29,61.29,0.003,0,0,114.526,112.627,6.3,1,0,0,0,0,0,0.0,0.0,0.076,0,0,3.533,3,0,0,3.948,4.498,114.526,0.62,3.667,0.408,0,0,0,0,0,0,0,0.0,0,0,0,8.252,1.8,0,1,86.11,0,2.445,0.272,0,0,0.634,66.667,111.41,94.616,4.671,0.699,0,0,8,0.0,18.011,5.022,75.81,2.581,2.581,0,1,-0.288,1
4.398,25.145,25.145,-0.014,0,0,78.626,78.626,2.6,0,0,0,0,0,0,0.0,0.0,0.02,0,0,3.195,1,0,0,3.866,4.097,78.626,0.604,3.474,0.219,0,0,0,0,0,0,0,0.0,0,0,0,5.149,0.0,0,2,58.45,0,2.068,0.168,0,0,0.648,51.778,58.45,114.65,4.254,0.658,0,0,6,0.0,0.0,4.387,37.905,2.29,2.29,0,0,-0.717,0
4.301,69.458,84.418,0.015,0,0,138.119,151.18,6.5,1,0,0,0,0,0,0.0,0.0,0.169,0,0,3.965,3,0,0,4.673,4.821,153.079,0.69,4.183,0.476,0,0,0,0,0,0,0,0.0,0,0,0,26.935,1.711,0,5,110.18,0,2.76,0.766,0,0,0.667,81.417,146.8,148.055,5.819,0.556,0,0,11,0.0,31.672,4.996,62.903,3.036,3.036,0,1,-0.217,1
4.194,25.145,25.145,0.055,0,0,77.768,76.604,2.7,1,0,0,0,0,0,0.0,0.0,0.037,0,0,3.476,1,0,0,3.674,4.015,77.768,0.591,3.445,0.124,0,0,0,0,0,0,0,0.0,0,0,0,4.937,0.0,0,1,59.29,0,2.468,0.25,0,0,0.643,47.0,59.29,58.593,4.061,0.673,0,0,5,0.0,18.011,4.608,66.334,2.48,2.48,0,1,-0.291,1
4.194,58.145,58.145,-0.082,0,0,76.155,76.155,12.9,2,0,0,0,0,0,0.0,0.0,0.107,0,0,3.489,4,0,0,3.741,3.963,76.155,0.67,3.226,0.441,0,0,0,0,0,0,0,-0.521,0,0,0,7.44,0.0,0,1,56.79,0,2.402,0.347,0,0,0.688,46.833,56.79,58.145,4.176,0.83,0,0,5,0.0,18.011,4.696,66.334,2.534,2.534,0,1,-0.271,1
4.194,97.435,97.435,-0.041,0,0,136.58,136.58,8.2,2,0,0,0,0,0,0.0,0.0,0.057,0,0,3.649,5,0,0,4.333,4.407,136.58,0.592,3.468,0.395,0,0,0,0,0,0,0,0.009,0,0,0,10.236,0.0,0,0,96.97,0,2.612,0.629,0,0,0.641,77.333,96.97,97.435,4.832,0.751,0,1,8,0.0,36.022,5.213,75.81,2.665,2.665,0,2,0.208,2
4.194,0.0,0.0,0.02,0,0,31.965,31.965,0.0,0,0,0,0,0,0,0.0,0.0,0.06,0,0,2.974,0,0,0,3.257,3.781,31.965,0.715,3.618,0.142,0,0,0,0,0,0,0,0.0,0,0,0,2.718,0.0,0,2,25.25,0,1.745,0.207,0,0,0.617,34.222,81.73,110.263,3.87,0.56,0,0,6,0.0,0.0,4.166,28.429,2.101,2.101,0,0,-0.586,0
4.194,50.29,50.29,-0.032,0,0,89.436,89.436,3.9,2,0,0,0,0,0,0.0,0.0,0.037,0,0,3.489,2,0,0,3.924,3.995,89.436,0.558,3.264,0.204,0,0,0,0,0,0,0,0.0,0,0,0,6.183,0.0,0,1,61.44,0,2.426,0.277,0,0,0.625,58.167,61.44,50.29,4.267,0.715,0,0,5,0.0,36.022,4.961,66.334,2.528,2.528,0,2,0.213,2
4.194,85.367,85.367,-0.152,0,0,135.723,135.723,5.3,1,0,0,0,0,0,0.0,0.0,0.092,0,0,3.579,2,0,2,3.883,3.967,135.723,0.633,4.047,0.185,0,0,0,0,0,0,1,-0.338,0,0,0,14.665,0.0,0,3,78.6,0,2.507,0.27,0,0,0.646,55.806,117.4,174.287,4.515,0.934,0,0,7,0.0,85.367,4.88,37.905,2.62,2.62,0,3,1.039,2
4.301,75.435,90.395,-0.024,0,0,84.808,99.768,6.3,0,0,0,0,0,0,0.0,0.0,0.079,0,0,3.686,3,0,0,4.319,4.584,99.768,0.635,3.67,0.403,0,0,0,0,0,0,0,0.137,0,0,0,11.405,0.0,0,1,64.31,0,2.59,0.599,0,0,0.67,71.333,92.55,90.395,4.664,0.581,0,0,8,0.0,0.0,5.111,55.03,2.739,2.739,0,0,-0.707,0
4.194,53.82,53.82,0.077,0,0,88.617,88.617,6.8,2,0,0,0,0,0,0.0,0.0,0.069,0,0,3.772,3,0,0,3.962,4.134,88.617,0.595,3.435,0.3,0,0,0,0,0,0,0,0.474,0,0,0,14.493,0.0,0,0,72.2,0,2.738,0.274,0,0,0.625,56.75,80.58,70.606,4.334,0.595,0,0,6,0.0,18.011,4.681,72.38,2.777,2.777,0,1,-0.301,1
4.194,22.0,22.0,-0.009,0,0,43.135,43.135,4.0,0,0,0,0,0,0,0.0,0.0,0.025,0,0,3.428,2,0,0,3.877,4.178,43.135,0.56,3.322,0.2,0,0,0,0,0,0,0,0.0,0,0,0,6.975,0.0,0,0,33.73,0,2.352,0.443,0,0,0.64,50.611,33.73,61.148,4.303,0.849,0,0,5,0.0,18.011,4.734,56.857,2.473,2.473,0,1,-0.356,1
4.194,36.145,81.025,-0.042,0,0,93.73,136.834,3.7,2,0,0,0,0,0,11.0,0.0,0.236,0,0,3.777,2,0,0,4.627,4.748,138.611,0.67,3.792,1.139,0,0,0,0,0,0,0,-2.492,0,0,0,28.945,0.79,0,1,71.42,0,2.669,1.235,0,0,0.685,83.361,71.42,136.837,5.017,0.633,0,0,11,0.0,36.022,4.986,47.381,2.803,2.803,0,2,0.321,2
4.194,34.652,34.652,0.016,0,0,89.113,89.113,4.5,0,0,0,0,0,0,0.0,0.0,0.058,0,0,3.472,2,0,0,3.926,4.036,89.113,0.614,3.526,0.277,0,0,0,0,0,0,0,0.0,0,0,0,6.681,0.0,0,0,71.26,0,2.417,0.378,0,0,0.654,56.833,96.56,67.978,4.068,0.741,0,0,7,0.0,18.011,4.752,85.286,2.507,2.507,0,1,-0.294,1
4.194,61.29,61.29,-0.051,0,0,120.345,103.56,4.8,2,0,0,0,0,0,0.0,0.0,0.033,0,1,3.426,3,0,0,4.102,4.345,120.345,0.574,3.568,0.369,0,0,0,0,0,0,0,0.0,0,0,0,7.851,0.0,0,1,95.15,0,2.396,0.493,0,0,0.661,70.0,127.24,106.482,4.569,0.833,0,1,9,0.0,52.807,5.24,28.429,2.473,2.473,0,3,0.908,3
4.194,0.0,0.0,-0.03,0,0,82.641,82.641,0.0,2,0,0,0,0,0,0.0,0.0,0.021,0,0,3.385,0,0,0,3.674,3.72,82.641,0.577,3.653,0.133,0,0,0,0,0,0,0,0.0,0,0,0,7.184,0.0,0,0,61.07,0,2.341,0.154,0,0,0.631,44.667,89.31,64.63,3.905,0.828,0,1,5,0.0,18.011,4.723,45.554,2.414,2.414,0,1,-0.291,1
4.194,61.29,61.29,-0.04,3,0,112.627,110.85,9.4,1,0,0,0,0,0,0.0,0.0,0.105,0,0,3.198,3,0,0,3.674,4.44,112.627,0.647,3.602,0.333,0,0,0,0,0,0,0,0.0,0,0,0,10.432,0.988,0,2,87.21,1,2.147,0.347,0,1,0.632,50.333,87.21,110.85,4.602,0.73,0,0,6,0.0,32.897,4.39,80.278,2.23,2.23,0,2,0.445,2
4.301,101.037,101.037,0.139,0,0,124.718,119.048,11.8,1,0,0,0,0,0,50.747,0.0,0.168,0,0,3.499,4,0,0,3.935,4.579,124.718,0.688,3.831,0.312,0,0,0,0,0,0,0,0.0,0,0,0,12.583,0.0,0,1,91.99,0,2.465,0.429,0,0,0.602,61.667,145.53,101.037,4.723,0.431,0,0,8,0.0,18.011,4.595,55.03,2.51,2.51,0,1,-0.175,1
4.194,34.652,34.652,-0.035,0,0,114.782,114.782,4.5,0,0,0,0,0,0,0.0,0.0,0.024,0,0,3.557,2,0,0,3.912,4.516,114.782,0.614,3.876,0.09,0,0,0,0,0,0,0,-0.507,0,0,0,11.13,0.0,0,3,89.82,0,2.561,0.199,0,0,0.602,66.0,115.12,96.771,4.692,0.711,0,1,6,0.0,18.011,5.016,86.608,2.557,2.557,0,1,-0.346,1
4.194,25.145,40.105,0.008,0,0,31.394,46.354,2.3,0,0,0,0,0,0,0.0,0.0,0.017,0,0,3.311,1,0,0,3.491,3.779,46.354,0.548,2.945,0.198,0,0,0,0,0,0,0,0.41,0,0,0,4.919,0.0,0,0,23.55,0,2.233,0.277,0,0,0.625,46.333,23.55,40.105,4.196,0.589,0,0,4,0.0,0.0,4.461,37.905,2.364,2.364,0,0,-0.787,0
4.194,42.683,57.643,-0.076,1,0,125.692,140.652,2.8,1,1,0,0,0,0,0.0,0.0,0.12,0,0,3.474,1,0,1,4.006,4.501,140.652,0.66,3.67,0.187,0,0,0,0,0,0,0,0.0,0,0,0,15.662,0.0,0,0,84.92,0,2.346,0.288,0,0,0.62,58.0,110.22,140.652,4.642,0.747,0,0,7,0.0,75.581,4.837,108.707,2.557,2.557,0,3,1.075,3
4.194,47.364,47.364,0.073,0,0,83.549,83.549,8.6,0,0,0,0,0,0,0.0,0.0,0.107,0,0,3.316,3,0,0,3.698,3.836,83.549,0.642,3.55,0.295,0,0,0,0,0,0,0,-0.267,0,0,0,8.636,0.0,0,2,60.78,0,2.221,0.478,0,0,0.636,51.417,60.78,83.549,4.342,0.646,0,0,6,0.0,0.0,4.786,66.334,2.382,2.382,0,0,-0.717,0
4.301,11.0,11.0,-0.126,1,0,91.742,91.742,4.2,0,0,0,0,0,0,11.0,0.0,0.067,0,0,2.964,1,0,0,3.444,3.7,91.742,0.644,3.502,0.248,0,0,0,0,0,0,0,0.0,0,0,0,10.46,0.0,0,0,71.93,0,1.802,0.129,0,1,0.625,36.944,71.93,130.891,4.187,0.877,0,0,5,0.0,32.897,4.022,32.897,2.067,2.067,0,2,0.616,2
4.301,154.72,154.72,0.026,0,0,163.514,157.844,15.8,0,0,0,0,0,0,50.747,0.0,0.296,0,0,3.516,6,0,1,4.762,4.939,163.514,0.751,3.987,0.569,0,0,0,0,0,0,0,0.0,0,0,0,30.09,0.0,0,3,114.35,0,2.434,0.685,0,0,0.648,78.444,142.59,193.869,6.467,0.63,0,1,10,0.0,42.683,4.86,66.334,2.566,2.566,0,1,-0.199,1
4.194,72.29,72.29,-0.051,0,0,108.311,108.311,8.0,2,0,0,0,0,0,0.0,0.0,0.06,0,0,3.395,4,0,0,4.15,4.344,108.311,0.595,3.472,0.357,0,0,0,0,0,0,0,0.0,0,0,0,8.195,0.0,0,1,76.66,0,2.382,0.444,0,0,0.611,64.417,76.66,72.29,4.496,0.776,0,0,7,0.0,36.022,4.854,66.334,2.4,2.4,0,2,0.267,2
4.194,55.313,55.313,0.031,0,0,91.334,91.334,8.6,0,0,0,0,0,0,0.0,0.0,0.098,0,0,3.357,3,0,0,3.674,4.085,91.334,0.621,3.552,0.331,0,1,0,0,0,0,0,-0.094,0,0,0,16.252,0.0,0,0,67.43,0,2.214,0.476,0,0,0.632,47.917,107.9,100.505,4.36,0.661,0,0,7,0.0,36.022,4.536,43.951,2.446,2.446,0,2,0.497,2
4.194,93.43,93.43,0.2,0,0,185.172,177.725,7.3,2,0,0,0,0,0,50.747,0.0,0.277,0,0,3.686,3,0,1,4.435,4.738,185.172,0.709,3.705,0.394,0,0,0,0,0,0,0,0.0,0,0,0,13.246,1.489,0,1,134.04,0,2.607,0.506,0,0,0.629,74.583,134.04,159.837,4.865,0.513,0,0,11,0.0,60.572,4.979,85.286,2.725,2.725,0,2,0.364,2
4.301,25.145,25.145,-0.029,0,0,43.156,43.156,3.0,1,0,0,0,0,0,0.0,0.0,0.024,0,0,2.997,1,0,0,3.589,3.886,43.156,0.562,3.12,0.105,0,0,0,0,0,0,0,0.0,0,0,0,4.57,0.0,0,1,29.1,0,1.986,0.09,0,0,0.569,39.667,54.4,25.145,3.905,0.669,0,0,3,0.0,18.011,4.514,75.81,2.0,2.0,0,1,-0.334,1
4.194,92.973,92.973,-0.153,0,1,127.769,127.769,12.0,3,0,0,0,0,0,0.0,0.0,0.125,1,0,3.144,3,0,1,3.604,3.81,127.769,0.707,3.543,0.266,1,0,0,0,0,0,1,0.0,0,0,0,16.715,0.0,0,2,79.29,0,2.016,0.281,0,0,0.632,47.667,107.53,109.759,4.668,0.809,0,0,6,0.0,60.694,4.404,45.554,2.178,2.178,0,2,0.526,2
