pXC50,N.,X.,nN,nF,nX,nCL,nC,Me,nHet,H.,nBM,AMW,RBN,C.,nDB,Sp,nCsp2,Mv,nS,RBF,Mi,MW,nCsp3,nAB,Sv,nBO,Si,Se,nAT,nSK
5.804,3.2,1.6,2,1,1,0,27,1.014,8,43.5,23,7.719,12,43.5,1,41.12,20,0.643,0,0.185,1.125,478.56,7,22,39.848,38,69.781,62.84,62,35
5.932,3.4,0.0,2,0,0,0,26,0.998,6,44.8,23,7.7,10,44.8,1,40.159,20,0.65,1,0.164,1.113,446.61,6,22,37.696,35,64.527,57.865,58,32
6.409,3.4,1.7,2,0,1,1,25,1.005,8,43.1,22,8.64,11,43.1,1,41.665,18,0.667,2,0.18,1.11,501.11,7,21,38.71,36,64.391,58.265,58,33
4.824,0.0,0.0,0,0,0,0,30,0.997,6,51.4,14,6.685,13,40.5,2,47.194,15,0.599,0,0.169,1.124,494.68,15,12,44.298,39,83.145,73.752,74,36
5.801,3.0,0.0,2,0,0,0,28,1.008,8,45.5,23,7.433,13,42.4,1,43.398,20,0.632,0,0.188,1.122,490.6,8,22,41.707,39,74.066,66.538,66,36
5.745,3.0,0.0,2,0,0,0,28,1.008,8,45.5,23,7.433,13,42.4,1,43.398,20,0.632,0,0.188,1.122,490.6,8,22,41.707,39,74.066,66.538,66,36
5.854,0.0,11.5,0,6,6,0,22,1.055,10,38.5,14,8.893,9,42.3,2,33.341,15,0.654,0,0.17,1.159,462.42,7,12,34.007,33,60.273,54.872,52,32
5.102,0.0,0.0,0,0,0,0,24,1.004,6,50.0,14,6.909,13,40.0,2,38.148,15,0.603,0,0.213,1.125,414.54,9,12,36.191,31,67.484,60.218,60,30
5.854,3.2,0.0,2,0,0,0,27,1.005,7,45.2,23,7.429,11,43.5,1,41.182,20,0.637,0,0.169,1.12,460.57,7,22,39.465,37,69.441,62.327,62,34
5.398,0.0,10.0,0,6,6,0,24,1.055,12,40.0,14,8.708,13,40.0,2,37.773,15,0.642,0,0.213,1.159,522.48,9,12,38.491,37,69.523,63.294,60,36
5.569,3.4,0.0,2,0,0,0,26,1.008,7,44.1,23,7.568,11,44.1,1,39.421,20,0.643,0,0.177,1.119,446.54,6,22,37.938,36,66.026,59.443,59,33
5.699,3.2,0.0,2,0,0,0,27,1.005,7,45.2,23,7.429,12,43.5,1,41.182,20,0.637,0,0.185,1.12,460.57,7,22,39.465,37,69.441,62.327,62,34
5.638,3.2,0.0,2,0,0,0,27,1.005,7,45.2,23,7.429,12,43.5,1,41.182,20,0.637,0,0.185,1.12,460.57,7,22,39.465,37,69.441,62.327,62,34
5.854,3.1,0.0,2,0,0,0,28,1.003,7,46.2,23,7.302,13,43.1,1,42.943,20,0.631,0,0.191,1.121,474.6,8,22,40.992,38,72.856,65.211,65,35
5.721,3.2,1.6,2,1,1,0,27,1.014,8,43.5,23,7.719,12,43.5,1,41.12,20,0.643,0,0.185,1.125,478.56,7,22,39.848,38,69.781,62.84,62,35
5.678,3.4,5.2,2,3,3,0,23,1.028,10,43.1,14,8.32,7,39.7,2,38.188,14,0.639,1,0.117,1.141,482.57,9,12,37.087,35,66.171,59.614,58,33
7.301,3.1,4.6,2,3,3,0,30,1.025,10,38.5,21,8.718,6,46.2,1,45.188,18,0.678,1,0.088,1.126,566.64,8,18,44.087,43,73.171,66.614,65,40
5.0,4.3,8.5,2,3,4,1,21,1.044,10,34.0,21,9.977,6,44.7,3,33.546,19,0.704,1,0.122,1.133,468.91,2,18,33.093,33,53.245,49.076,47,31
5.0,5.2,5.2,3,3,3,0,23,1.027,11,41.4,20,8.821,9,39.7,3,39.625,16,0.656,2,0.15,1.137,511.64,7,17,38.054,36,65.965,59.581,58,34
6.398,6.1,12.2,3,6,6,0,20,1.071,14,30.6,20,10.684,6,40.8,3,34.154,16,0.707,2,0.118,1.158,523.52,4,17,34.624,36,56.738,52.469,49,34
5.0,5.8,11.5,3,6,6,0,21,1.064,14,32.7,20,10.338,7,40.4,3,35.915,16,0.695,2,0.13,1.157,537.55,5,17,36.151,37,60.153,55.352,52,35
5.0,12.0,6.0,6,3,3,0,21,1.041,12,34.0,23,9.49,7,42.0,1,34.733,17,0.692,1,0.132,1.145,474.51,4,22,34.583,36,57.254,52.065,50,33
5.0,4.2,6.3,2,3,3,0,23,1.046,10,31.3,21,9.843,5,47.9,4,34.381,20,0.718,1,0.098,1.127,472.47,3,17,34.453,36,54.095,50.196,48,33
5.0,4.9,9.8,3,6,6,0,24,1.062,16,34.4,21,9.994,8,39.3,4,41.347,17,0.683,2,0.127,1.154,609.62,7,17,41.634,42,70.403,64.774,61,40
5.0,6.1,6.1,3,3,3,0,20,1.039,11,36.7,20,9.583,6,40.8,3,34.341,16,0.683,2,0.118,1.137,469.55,4,17,33.474,33,55.719,50.931,49,31
5.0,5.5,5.5,3,3,3,0,22,1.031,11,40.0,20,9.047,7,40.0,3,37.864,16,0.664,2,0.123,1.137,497.61,6,17,36.527,35,62.549,56.698,55,33
5.42,2.0,0.0,1,0,0,0,21,1.0,5,49.0,14,6.97,8,41.2,2,32.961,14,0.612,0,0.154,1.124,355.47,7,12,31.202,27,57.318,51.014,51,26
6.092,1.1,0.0,1,0,0,0,35,0.985,5,54.0,14,6.274,14,40.2,2,55.336,14,0.586,0,0.154,1.125,545.83,21,12,50.997,44,97.886,85.734,87,40
5.092,2.1,0.0,1,0,0,0,20,1.003,5,47.9,14,7.113,8,41.7,2,31.199,14,0.618,0,0.163,1.123,341.44,6,12,29.675,26,53.903,48.131,48,25
7.699,0.0,1.8,0,0,1,1,23,1.007,7,47.4,14,7.913,12,40.4,2,38.438,14,0.631,1,0.207,1.118,451.02,9,12,35.964,31,63.724,57.407,57,30
6.0,3.9,3.9,2,0,2,2,22,1.016,9,39.2,18,9.715,7,43.1,1,38.0,15,0.696,2,0.13,1.108,495.48,7,17,35.484,34,56.505,51.822,51,31
8.699,2.2,6.7,1,3,3,0,20,1.038,9,35.6,18,9.767,7,44.4,1,32.33,16,0.698,2,0.149,1.127,439.51,4,17,31.431,31,50.722,46.727,45,29
8.523,4.0,8.0,2,4,4,0,21,1.05,11,36.0,18,9.41,7,42.0,1,33.841,15,0.678,1,0.135,1.145,470.48,6,17,33.89,34,57.265,52.476,50,32
8.301,4.0,8.0,2,4,4,0,21,1.045,11,36.0,18,9.731,7,42.0,1,35.034,15,0.687,2,0.135,1.14,486.55,6,17,34.363,34,56.976,52.225,50,32
8.523,3.9,7.8,2,3,4,1,21,1.046,12,35.3,18,10.176,8,41.2,1,36.409,15,0.697,2,0.151,1.133,519.0,6,17,35.522,35,57.789,53.363,51,33
8.097,4.3,4.3,2,0,2,2,20,1.02,9,38.3,18,9.988,7,42.6,1,35.239,15,0.701,2,0.143,1.108,469.44,5,17,32.958,31,52.09,47.938,47,29
8.699,2.2,6.7,1,3,3,0,20,1.044,9,35.6,18,9.41,7,44.4,1,31.137,16,0.688,1,0.149,1.134,423.44,4,17,30.959,31,51.012,46.978,45,29
8.046,4.0,4.0,2,0,2,2,21,1.016,9,40.0,18,9.669,8,42.0,1,37.0,15,0.69,2,0.154,1.11,483.47,6,17,34.484,32,55.505,50.822,50,30
6.64,4.3,4.3,2,0,2,2,20,1.02,9,38.3,18,9.988,7,42.6,1,35.239,15,0.701,2,0.143,1.108,469.44,5,17,32.958,31,52.09,47.938,47,29
7.699,4.5,6.8,2,3,3,0,19,1.044,10,34.1,18,10.011,7,43.2,1,31.574,15,0.703,2,0.152,1.132,440.5,4,17,30.926,31,49.806,45.945,44,29
6.272,3.8,0.0,2,0,0,0,22,1.006,7,45.3,18,7.784,7,41.5,1,35.853,15,0.639,1,0.127,1.119,412.55,7,17,33.884,31,59.321,53.309,53,29
6.83,4.0,2.0,2,0,1,1,21,1.015,8,42.0,18,8.659,7,42.0,1,34.949,15,0.664,1,0.135,1.117,432.96,6,17,33.185,31,55.85,50.749,50,29
7.886,3.9,7.8,2,3,4,1,21,1.051,12,35.3,18,9.861,8,41.2,1,35.216,15,0.687,1,0.151,1.139,502.93,6,17,35.049,35,58.079,53.614,51,33
6.194,0.0,5.7,0,3,3,0,22,1.017,6,47.2,13,7.443,9,41.5,1,33.836,13,0.616,0,0.167,1.141,394.47,9,12,32.67,29,60.46,53.89,53,28
6.764,1.4,0.0,1,0,0,0,30,1.003,7,47.1,23,7.195,13,42.9,1,45.915,20,0.625,0,0.178,1.12,503.64,10,22,43.739,40,78.398,70.203,70,37
4.611,2.2,2.2,1,0,1,1,19,1.013,6,44.4,14,8.041,7,42.2,2,30.296,14,0.644,0,0.152,1.121,361.85,5,12,28.976,26,50.432,45.571,45,25
5.014,1.5,0.0,1,0,0,0,28,0.998,6,49.3,18,6.92,10,41.8,1,43.461,16,0.612,0,0.143,1.122,463.62,12,17,41.024,37,75.189,66.876,67,34
5.62,3.5,1.8,2,1,1,0,25,1.011,7,43.9,22,7.658,8,43.9,1,37.904,18,0.642,0,0.133,1.126,436.52,7,21,36.607,35,64.156,57.629,57,32
8.301,2.2,6.7,1,3,3,0,20,1.038,9,35.6,18,9.767,7,44.4,1,32.33,16,0.698,2,0.149,1.127,439.51,4,17,31.431,31,50.722,46.727,45,29
6.614,2.1,6.4,1,3,3,0,22,1.042,9,34.0,22,9.52,6,46.8,1,33.137,18,0.701,1,0.12,1.128,447.46,4,21,32.959,34,53.012,48.978,47,31
5.583,0.0,7.0,0,4,4,0,26,1.034,9,38.6,19,8.887,9,45.6,1,39.114,19,0.674,1,0.15,1.132,506.55,7,18,38.428,38,64.514,58.923,57,35
5.854,1.3,0.0,1,0,0,0,31,0.989,5,52.0,14,6.529,10,41.3,2,48.29,14,0.599,0,0.127,1.123,489.71,17,12,44.89,40,84.225,74.199,75,36
6.678,1.7,0.0,1,0,0,0,26,0.998,5,46.6,20,7.199,9,44.8,2,38.722,20,0.633,0,0.15,1.116,417.54,6,18,36.729,33,64.734,57.898,58,31
6.602,1.3,0.0,1,0,0,0,31,0.989,5,52.0,14,6.529,10,41.3,2,48.29,14,0.599,0,0.127,1.123,489.71,17,12,44.89,40,84.225,74.199,75,36
6.523,1.6,0.0,1,0,0,0,26,0.993,5,51.6,14,6.619,9,40.6,2,41.006,14,0.599,0,0.136,1.125,423.6,12,12,38.309,33,71.979,63.549,64,31
4.0,1.9,0.0,1,0,0,0,21,1.004,6,50.0,12,6.916,7,38.9,1,34.176,10,0.601,0,0.125,1.129,373.49,11,11,32.444,29,60.943,54.225,54,27
6.143,1.7,0.0,1,0,0,0,24,0.994,5,51.7,14,6.626,9,40.0,2,38.245,14,0.596,0,0.148,1.126,397.56,10,12,35.783,30,67.564,59.665,60,29
6.06,1.3,0.0,1,0,0,0,32,0.988,5,52.6,14,6.458,11,41.0,2,50.052,14,0.595,0,0.134,1.124,503.74,18,12,46.417,41,87.64,77.083,78,37
5.777,2.9,2.9,2,2,2,0,26,1.005,8,50.0,14,7.245,13,38.2,2,43.841,14,0.604,1,0.188,1.137,492.69,12,12,41.096,35,77.283,68.309,68,34
8.162,0.0,1.6,0,0,1,1,28,1.001,6,44.3,23,8.116,11,45.9,1,42.983,21,0.66,1,0.172,1.107,495.07,7,22,40.249,37,67.514,61.08,61,34
7.94,1.8,1.8,1,0,1,1,23,1.005,7,46.4,17,8.0,11,41.1,1,38.227,14,0.638,1,0.19,1.118,448.02,9,16,35.744,32,62.598,56.298,56,30
5.0,2.4,0.0,2,0,0,0,36,0.988,6,48.8,26,7.084,11,43.9,2,55.489,26,0.627,1,0.129,1.115,580.85,10,24,51.383,45,91.434,81.05,82,42
5.672,1.7,0.0,1,0,0,0,27,1.004,6,45.0,20,7.426,10,45.0,2,40.176,20,0.641,0,0.159,1.116,445.55,7,18,38.444,36,66.943,60.225,60,33
5.301,2.5,0.0,2,0,0,0,33,0.988,6,50.6,20,6.896,11,41.8,2,52.489,20,0.612,1,0.134,1.119,544.82,13,18,48.383,42,88.434,78.05,79,39
5.0,2.7,2.7,2,0,2,2,33,1.001,8,43.8,26,8.324,11,45.2,2,51.921,26,0.664,1,0.145,1.111,607.64,7,24,48.458,44,81.076,73.047,73,41
5.0,3.8,0.0,3,0,0,0,30,0.998,9,51.3,16,6.948,13,37.5,4,51.404,14,0.598,1,0.159,1.129,555.81,16,12,47.834,41,90.351,79.807,80,39
7.285,2.1,6.4,1,3,3,0,21,1.033,8,38.3,18,8.967,7,44.7,1,32.443,16,0.676,1,0.143,1.132,421.47,5,17,31.771,31,53.218,48.534,47,29
8.262,2.1,6.3,1,3,3,0,21,1.039,9,37.5,18,9.114,7,43.8,1,32.898,16,0.677,1,0.14,1.134,437.47,5,17,32.486,32,54.427,49.862,48,30
4.456,8.6,2.9,3,0,1,1,14,1.019,7,40.0,13,9.252,5,40.0,1,25.0,11,0.676,1,0.139,1.122,323.83,3,12,23.669,22,39.269,35.662,35,21
5.523,1.6,1.6,1,0,1,1,27,1.01,8,42.6,20,8.394,11,44.3,2,42.682,20,0.663,1,0.172,1.112,512.06,7,18,40.458,38,67.807,61.625,61,35
5.611,1.6,1.6,1,1,1,0,27,1.013,8,42.6,20,8.125,11,44.3,2,41.762,20,0.656,1,0.172,1.118,495.61,7,18,40.014,38,68.203,61.814,61,35
4.301,1.6,1.6,1,1,1,0,27,1.013,8,42.6,20,8.125,11,44.3,2,41.762,20,0.656,1,0.172,1.118,495.61,7,18,40.014,38,68.203,61.814,61,35
5.262,1.6,0.0,1,0,0,0,27,1.005,7,44.3,20,7.83,11,44.3,2,41.824,20,0.65,1,0.172,1.113,477.62,7,18,39.631,37,67.863,61.302,61,34
5.262,1.6,0.0,1,0,0,0,28,1.003,7,45.3,20,7.682,12,43.8,2,43.585,20,0.643,1,0.179,1.114,491.65,8,18,41.158,38,71.278,64.185,64,35
5.398,3.8,1.9,2,1,1,0,22,1.02,8,43.4,18,7.82,10,41.5,1,34.597,15,0.638,0,0.182,1.131,414.47,7,17,33.795,32,59.951,54.072,53,30
6.201,3.6,10.7,2,6,6,0,23,1.063,13,35.7,18,9.258,9,41.1,1,36.046,15,0.665,0,0.155,1.162,518.45,8,17,37.238,38,65.064,59.52,56,36
6.796,4.0,4.0,2,2,2,0,21,1.034,9,40.0,18,8.369,9,42.0,1,32.773,15,0.653,0,0.173,1.138,418.43,6,17,32.651,32,56.875,51.702,50,30
5.602,3.8,0.0,2,0,0,0,22,1.011,7,45.3,18,7.481,9,41.5,1,34.659,15,0.63,0,0.164,1.125,396.48,7,17,33.412,31,59.611,53.56,53,29
6.102,4.0,2.0,2,0,1,0,21,1.018,8,42.0,18,9.227,9,42.0,1,34.25,15,0.658,0,0.173,1.121,461.34,6,17,32.91,31,56.037,50.905,50,29
5.0,4.0,0.0,2,0,0,0,21,1.014,7,44.0,18,7.649,9,42.0,1,32.898,15,0.638,0,0.173,1.124,382.45,6,17,31.885,30,56.196,50.676,50,28
6.301,3.8,5.7,2,3,3,0,22,1.04,10,39.6,18,8.499,9,41.5,1,34.472,15,0.652,0,0.164,1.144,450.45,7,17,34.561,34,60.63,55.098,53,32
5.244,0.0,0.0,0,0,0,0,26,0.996,4,46.4,20,7.188,10,46.4,2,37.716,21,0.638,0,0.172,1.111,402.52,5,18,35.708,32,62.235,55.796,56,30
5.469,0.0,1.8,0,1,1,0,26,1.006,5,44.6,20,7.509,10,46.4,2,37.654,21,0.644,0,0.172,1.117,420.51,5,18,36.091,33,62.575,56.309,56,31
7.032,1.4,11.3,1,6,8,2,30,1.049,14,38.0,20,9.387,12,42.3,2,47.563,20,0.669,0,0.164,1.148,666.48,10,18,47.506,46,81.53,74.483,71,44
5.717,1.7,1.7,1,1,1,0,26,1.013,7,44.1,20,7.653,10,44.1,2,39.114,20,0.641,0,0.164,1.123,451.53,6,18,37.827,35,66.283,59.738,59,33
4.301,1.6,3.3,1,0,2,2,27,1.016,9,41.0,20,8.959,11,44.3,2,43.54,20,0.677,1,0.172,1.111,546.5,7,18,41.286,39,67.751,61.949,61,36
6.796,2.6,7.9,2,6,6,0,32,1.043,14,39.5,22,8.587,15,42.1,4,49.307,20,0.652,0,0.192,1.149,652.64,11,18,49.587,48,87.35,79.265,76,46
6.0,4.1,2.7,3,0,2,2,32,1.016,11,41.9,25,8.44,13,43.2,2,50.881,22,0.661,0,0.167,1.12,624.56,10,23,48.91,47,82.867,75.171,74,43
4.301,0.0,0.0,0,0,0,0,29,1.002,6,47.8,19,7.114,12,43.3,1,43.909,19,0.623,0,0.171,1.118,476.61,10,18,41.718,38,74.9,67.101,67,35
5.48,0.0,0.0,0,0,0,0,24,1.006,6,48.3,14,7.112,11,41.4,2,37.387,14,0.615,0,0.183,1.122,412.52,10,12,35.664,32,65.069,58.334,58,30
4.301,0.0,0.0,0,0,0,0,29,1.002,6,47.8,19,7.114,11,43.3,1,43.909,19,0.623,0,0.157,1.118,476.61,10,18,41.718,38,74.9,67.101,67,35
5.523,1.9,5.8,1,3,3,0,21,1.031,9,42.3,14,8.491,9,40.4,2,34.421,14,0.645,1,0.17,1.14,441.51,7,12,33.539,31,59.257,53.629,52,30
5.896,0.0,0.0,0,0,0,0,24,1.011,6,44.4,19,7.564,11,44.4,2,35.864,18,0.641,0,0.196,1.116,408.48,6,17,34.61,32,60.239,54.567,54,30
6.77,0.0,0.0,0,0,0,0,28,1.003,6,46.9,19,7.228,11,43.8,1,42.148,19,0.628,0,0.164,1.117,462.58,9,18,40.191,37,71.484,64.218,64,34
4.824,0.0,1.6,0,0,1,1,27,1.011,7,44.3,19,7.918,10,44.3,1,41.244,19,0.647,0,0.156,1.115,482.99,8,18,39.491,37,68.013,61.658,61,34
5.081,0.0,1.8,0,1,1,0,26,1.006,5,44.6,20,7.509,10,46.4,2,37.654,21,0.644,0,0.172,1.117,420.51,5,18,36.091,33,62.575,56.309,56,31
4.301,1.4,0.0,1,0,0,0,31,0.998,7,47.9,20,7.312,13,42.5,2,48.87,20,0.627,1,0.171,1.117,533.74,11,18,45.738,41,81.524,72.836,73,38
6.155,0.0,0.0,0,0,0,0,28,1.003,6,46.9,20,7.228,12,43.8,2,42.148,21,0.628,0,0.182,1.117,462.58,7,18,40.191,36,71.484,64.218,64,34
6.301,0.0,0.0,0,0,0,0,38,0.991,4,44.7,32,7.299,12,50.0,2,52.762,33,0.655,0,0.15,1.104,554.72,5,30,49.815,46,83.896,75.33,76,42
4.301,1.6,1.6,1,0,1,1,28,1.008,8,43.8,20,8.22,11,43.8,2,44.443,20,0.656,1,0.164,1.113,526.09,8,18,41.985,39,71.222,64.509,64,36
5.523,1.6,0.0,1,0,0,0,28,1.003,7,45.3,20,7.682,12,43.8,2,43.585,20,0.643,1,0.179,1.114,491.65,8,18,41.158,38,71.278,64.185,64,35
5.523,1.6,0.0,1,0,0,0,28,1.005,7,43.5,21,7.897,11,45.2,3,42.824,21,0.655,1,0.169,1.111,489.63,7,18,40.631,38,68.863,62.302,62,35
5.979,0.0,0.0,0,0,0,0,23,1.013,6,43.1,19,7.734,10,45.1,2,34.102,18,0.649,0,0.189,1.114,394.45,5,17,33.084,31,56.824,51.683,51,29
4.301,1.5,3.0,1,2,2,0,27,1.014,8,47.0,14,7.388,10,40.9,2,42.336,14,0.618,0,0.145,1.134,487.59,13,12,40.791,38,74.868,66.901,66,35
5.62,1.9,5.6,1,3,3,0,22,1.027,8,44.4,14,7.842,9,40.7,2,34.534,14,0.627,0,0.164,1.144,423.47,8,12,33.879,31,61.753,55.436,54,30
5.509,2.9,1.5,2,1,1,0,26,1.001,7,51.5,14,6.745,13,38.2,2,42.711,14,0.592,0,0.188,1.136,458.63,12,12,40.241,34,77.232,68.047,68,33
6.131,4.8,0.0,3,0,0,0,25,1.0,7,49.2,15,6.946,9,39.7,3,40.495,15,0.608,0,0.138,1.129,437.59,10,12,38.299,34,71.145,62.985,63,32
4.979,0.0,0.0,0,0,0,0,38,1.005,8,45.2,24,7.414,16,45.2,4,56.103,24,0.64,0,0.186,1.114,622.76,10,18,53.728,48,93.564,84.407,84,46
5.699,4.5,0.0,3,0,0,0,26,1.003,8,49.3,15,6.979,12,38.8,3,42.711,15,0.605,0,0.174,1.131,467.62,11,12,40.54,36,75.77,67.196,67,34
5.824,4.5,0.0,3,0,0,0,26,0.998,7,50.0,15,6.843,11,39.4,3,42.256,15,0.603,0,0.162,1.13,451.62,11,12,39.825,35,74.561,65.869,66,33
4.824,1.6,4.8,1,3,3,0,28,1.034,10,38.7,24,8.509,8,45.2,2,41.443,22,0.666,0,0.123,1.132,527.53,6,22,41.308,41,70.171,64.091,62,38
4.824,0.0,1.6,0,0,1,1,25,1.009,7,47.5,13,7.557,10,41.0,1,40.006,13,0.623,0,0.156,1.122,460.99,12,12,38.018,35,68.428,61.542,61,32
4.824,0.0,7.4,0,3,4,1,22,1.043,10,40.7,13,8.794,9,40.7,1,35.296,13,0.65,0,0.161,1.141,474.89,9,12,35.115,34,61.617,56.312,54,32
5.301,0.0,3.4,0,1,2,1,26,1.022,8,41.4,19,8.396,9,44.8,1,39.421,19,0.661,0,0.148,1.12,486.95,7,18,38.348,37,64.938,59.287,58,34
5.804,0.0,0.0,0,0,0,0,26,1.006,6,46.7,19,7.276,13,43.3,1,39.387,19,0.628,0,0.21,1.118,436.54,7,18,37.664,34,67.069,60.334,60,32
4.959,0.0,0.0,0,0,0,0,23,0.998,4,47.1,15,7.146,8,45.1,2,33.955,15,0.631,0,0.154,1.114,364.47,6,12,32.181,28,56.82,50.912,51,27
4.301,0.0,2.0,0,0,1,1,21,1.017,7,45.1,13,7.978,8,41.2,1,33.722,13,0.636,0,0.151,1.121,406.89,8,12,32.438,30,57.183,51.891,51,28
6.31,0.0,7.8,0,3,4,1,21,1.048,10,39.2,13,9.036,8,41.2,1,33.534,13,0.659,0,0.151,1.141,460.86,8,12,33.588,33,58.202,53.429,51,31
4.824,0.0,1.7,0,0,1,1,24,1.004,6,49.2,13,7.339,9,40.7,1,38.551,13,0.615,0,0.148,1.122,432.98,11,12,36.303,32,66.219,59.214,59,30
5.721,0.0,7.4,0,3,4,1,22,1.043,10,40.7,13,8.794,9,40.7,1,35.296,13,0.65,0,0.161,1.141,474.89,9,12,35.115,34,61.617,56.312,54,32
5.245,2.4,7.3,1,3,3,0,19,1.049,8,34.1,18,9.203,5,46.3,1,27.727,16,0.689,0,0.116,1.138,377.34,3,17,28.245,29,46.677,43.018,41,27
4.301,0.0,7.8,0,3,4,1,21,1.048,10,39.2,13,9.036,8,41.2,1,33.534,13,0.659,0,0.151,1.141,460.86,8,12,33.588,33,58.202,53.429,51,31
4.824,0.0,8.3,0,3,4,1,20,1.053,10,37.5,13,9.309,9,41.7,1,31.773,13,0.668,0,0.18,1.141,446.83,7,12,32.061,32,54.787,50.545,48,30
5.634,0.0,0.0,0,0,0,0,26,1.008,6,44.8,20,7.492,12,44.8,2,38.625,20,0.64,0,0.2,1.115,434.52,6,18,37.137,34,64.654,58.451,58,32
4.301,0.0,6.8,0,3,4,1,24,1.03,9,44.1,13,8.253,9,40.7,1,38.364,13,0.635,0,0.148,1.14,486.95,11,12,37.453,35,67.238,60.752,59,33
4.824,0.0,7.4,0,3,4,1,22,1.043,10,40.7,13,8.794,9,40.7,1,35.296,13,0.65,0,0.161,1.141,474.89,9,12,35.115,34,61.617,56.312,54,32
4.854,1.7,0.0,1,0,0,0,27,1.004,6,45.0,23,7.426,11,45.0,1,40.176,20,0.641,0,0.175,1.116,445.55,7,22,38.444,36,66.943,60.225,60,33
8.478,1.7,1.7,1,0,1,1,27,1.005,7,43.3,23,8.268,11,45.0,1,42.227,20,0.662,1,0.175,1.11,496.06,7,22,39.744,37,66.598,60.298,60,34
7.032,1.6,0.0,1,0,0,0,28,1.002,6,46.0,23,7.295,12,44.4,1,41.938,20,0.634,0,0.182,1.117,459.58,8,22,39.971,37,70.358,63.109,63,34
5.638,0.0,7.5,0,3,4,1,22,1.037,9,41.5,13,8.658,8,41.5,1,34.841,13,0.649,0,0.145,1.14,458.89,9,12,34.4,33,60.408,54.985,53,31
4.979,0.0,1.7,0,0,1,1,25,1.004,6,48.3,13,7.416,8,41.7,1,39.551,13,0.622,0,0.127,1.12,444.99,12,12,37.303,34,67.219,60.214,60,31
6.693,1.4,0.0,1,0,0,0,30,0.998,6,47.8,23,7.067,12,43.5,1,45.461,20,0.624,0,0.167,1.119,487.64,10,22,43.024,39,77.189,68.876,69,36
7.678,1.6,0.0,1,0,0,0,28,1.002,6,46.0,23,7.295,12,44.4,1,41.938,20,0.634,0,0.182,1.117,459.58,8,22,39.971,37,70.358,63.109,63,34
5.453,1.6,0.0,1,0,0,0,28,1.002,6,46.0,23,7.295,12,44.4,1,41.938,20,0.634,0,0.182,1.117,459.58,8,22,39.971,37,70.358,63.109,63,34
6.294,1.7,0.0,1,0,0,0,27,1.004,6,45.0,23,7.426,11,45.0,1,40.176,20,0.641,0,0.175,1.116,445.55,7,22,38.444,36,66.943,60.225,60,33
4.824,0.0,1.9,0,0,1,1,22,1.014,7,46.3,13,7.795,9,40.7,1,35.483,13,0.629,0,0.161,1.122,420.92,9,12,33.965,31,60.598,54.774,54,29
6.866,1.5,0.0,1,0,0,0,29,1.005,7,46.3,23,7.308,13,43.3,1,44.154,20,0.63,0,0.186,1.119,489.61,9,22,42.212,39,74.983,67.32,67,36
4.854,0.0,1.6,0,0,1,1,25,1.002,6,50.0,13,7.21,9,40.3,1,40.313,13,0.61,0,0.141,1.123,447.01,12,12,37.83,33,69.634,62.098,62,31
5.924,0.0,7.8,0,3,4,1,21,1.048,10,39.2,13,9.036,9,41.2,1,33.534,13,0.659,0,0.17,1.141,460.86,8,12,33.588,33,58.202,53.429,51,31
7.523,2.1,6.3,1,3,3,0,21,1.044,9,37.5,18,8.779,7,43.8,1,31.705,16,0.667,0,0.14,1.14,421.4,5,17,32.013,32,54.716,50.112,48,30
5.582,5.3,0.0,3,0,0,0,25,1.006,7,43.9,22,7.571,10,43.9,1,38.21,17,0.644,0,0.167,1.121,431.53,7,20,36.718,35,63.9,57.334,57,32
5.038,3.3,4.9,2,3,3,0,26,1.031,10,41.0,22,8.238,11,42.6,2,39.995,18,0.649,0,0.172,1.139,502.53,8,20,39.615,39,69.46,62.865,61,36
5.111,1.5,0.0,1,0,0,0,30,1.002,6,44.6,27,7.44,11,46.2,1,43.938,23,0.646,0,0.159,1.113,483.6,7,26,41.971,40,72.358,65.109,65,36
6.932,0.0,0.0,0,0,0,0,21,1.005,5,48.0,13,7.129,9,42.0,1,32.409,13,0.618,0,0.173,1.121,356.45,8,12,30.896,28,56.029,50.24,50,26
7.538,1.6,0.0,1,0,0,0,26,0.995,5,50.0,17,6.8,10,41.9,1,40.245,15,0.609,0,0.154,1.122,421.58,11,16,37.783,34,69.564,61.665,62,31
7.886,0.0,6.0,0,3,3,0,21,1.036,8,42.0,13,8.208,9,42.0,1,32.222,13,0.641,0,0.173,1.141,410.42,8,12,32.046,31,57.049,51.778,50,29
6.34,0.0,0.0,0,0,0,0,23,1.011,7,48.3,14,7.181,13,39.7,2,36.841,14,0.61,0,0.22,1.125,416.51,9,12,35.379,31,65.279,58.662,58,30
8.495,1.4,0.0,1,0,0,0,29,0.998,7,49.3,18,7.179,13,40.8,1,46.87,16,0.616,1,0.176,1.12,509.72,13,17,43.738,39,79.524,70.836,71,36
7.959,1.5,0.0,1,0,0,0,28,0.994,6,49.3,18,7.16,12,41.8,1,44.654,16,0.619,1,0.171,1.118,479.69,12,17,41.496,37,74.899,66.625,67,34
7.155,3.6,3.6,2,0,2,2,26,1.024,9,36.4,25,9.298,9,47.3,2,39.614,23,0.701,0,0.155,1.111,511.38,3,23,38.54,38,61.084,56.324,55,35
