pXC50,Chi0_EA.dm.,Eig08_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Chi1_EA.dm.,Eig09_AEA.ed.,Eig09_AEA.dm.,Eig09_EA.ed.,SM04_AEA.ri.,Eig08_AEA.ri.,Eig09_AEA.ri.,Eig08_EA.ed.,SM03_AEA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_EA.ri.,Eig10_AEA.dm.,Eig08_EA,SM02_AEA.dm.,Eig07_AEA.dm.,Eig10_AEA.ed.,Eig08_AEA.bo.,Eig09_EA.ri.,Eig09_AEA.bo.,Eig15_AEA.dm.,Eta_betaS,ZM2Mad,Eig08_AEA.ed.,Eig15_AEA.bo.,SpMax7_Bh.i.,ATS2m,X3,SpMax8_Bh.v.,Sv,SpMax8_Bh.m.,IVDM,X1,Eig07_EA.bo.,MW,Psi_i_0,Eig15_EA.bo.,Eig07_EA,SM15_AEA.bo.,Eta_FL,Eig13_AEA.bo.,Eig15_EA.ed.,SM10_AEA.ri.,Eig07_AEA.bo.,ATS1m,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi1_EA.ri.,SpMax8_Bh.p.,X4,Eig15_EA,SM09_AEA.dm.,Eig14_AEA.bo.,Psi_e_0,Eig13_EA.bo.,Chi0_EA.ri.,SpMaxA_AEA.bo.,SpMax7_Bh.m.,X0sol,CID,SMTIV
6.3,10.775,1.356,1.181,1.181,13.651,3.721,1.341,2.731,2.731,2.312,2.17,3.352,3.352,2.559,2.559,1.3,1.1,1.338,1.338,1.742,3.5,2.818,1.159,2.667,0.159,16.75,182.0,4.04,1.0,2.98,3.891,9.828,2.715,27.706,2.687,4.637,12.631,2.481,349.36,17.677,-0.445,1.734,1.734,8.025,1.232,-0.757,-0.757,3.212,3.515,17.706,17.706,17.706,17.706,17.706,14.746,2.73,8.736,-0.347,-0.347,1.161,9.684,0.0,17.952,0.159,2.83,16.355,4.002,13898.0
5.8,13.524,0.805,-0.243,-0.243,18.742,2.632,0.503,-0.633,-0.633,1.484,0.756,1.421,1.421,-2.0,-2.0,0.504,0.283,0.549,0.549,1.132,2.42,1.959,-0.239,1.164,-1.423,11.75,138.044,3.231,-0.157,2.716,3.635,6.271,1.998,19.503,2.287,4.056,8.486,1.395,265.32,12.003,-2.0,1.0,1.0,4.872,0.0,-4.733,-4.733,2.522,3.286,11.569,11.569,11.569,11.569,11.569,9.761,2.003,4.677,-1.593,-1.593,-0.102,6.62,-1.398,11.853,0.238,2.499,13.638,3.606,5083.0
5.8,8.524,1.282,1.043,1.043,8.387,3.449,1.239,2.383,2.383,2.167,2.018,2.643,2.643,1.825,1.825,1.16,1.008,1.188,1.188,1.534,3.4,2.531,1.014,2.302,-0.647,15.5,166.854,3.592,0.576,2.993,3.811,8.975,2.421,25.391,2.529,4.469,11.204,1.804,312.36,16.13,-0.919,1.414,1.414,5.709,0.793,-2.072,-2.072,2.737,3.444,15.74,15.74,15.74,15.74,15.74,13.186,2.396,7.469,-0.789,-0.789,0.607,8.52,-0.407,15.961,0.172,2.803,15.811,3.886,9716.0
5.8,17.871,1.674,1.252,1.252,20.996,4.094,1.616,3.388,3.388,2.402,2.225,3.893,3.893,2.795,2.795,1.372,1.288,1.452,1.452,1.949,3.876,2.792,1.215,2.717,0.266,17.75,222.45,4.294,0.979,3.233,4.092,11.152,2.877,33.949,2.949,4.777,13.957,2.561,405.56,20.591,-0.477,1.822,1.822,7.423,2.081,-0.917,-0.917,3.255,3.697,19.472,19.472,19.472,19.472,19.472,16.328,2.887,9.081,-0.372,-0.372,1.583,10.705,0.888,19.92,0.143,3.011,20.897,4.099,17376.0
5.8,8.618,1.019,0.676,0.676,5.975,3.414,1.0,1.585,1.585,2.0,1.655,2.275,2.275,0.68,0.68,1.0,0.707,1.0,1.0,1.215,3.222,2.5,0.66,2.125,-0.887,13.5,188.161,3.432,0.526,2.925,3.839,8.169,2.519,24.863,2.622,4.366,10.482,1.729,316.42,15.264,-1.5,1.183,1.183,5.977,0.921,-3.0,-3.0,2.657,3.593,14.541,14.541,14.541,14.541,14.541,12.178,2.516,6.266,-1.0,-1.0,0.653,8.246,-1.032,14.941,0.196,2.687,15.992,3.822,8982.0
6.7,28.063,2.0,1.545,1.545,34.175,4.451,1.617,4.167,4.167,2.841,2.495,5.612,5.612,4.078,4.078,1.779,1.599,1.903,1.903,2.275,4.38,3.121,1.464,3.015,1.0,24.5,254.198,5.014,2.168,3.289,4.239,13.975,2.91,43.218,2.927,5.125,17.653,2.38,482.69,26.482,1.109,2.154,2.154,8.566,2.5,2.275,2.275,3.338,3.869,24.947,24.947,24.947,24.947,24.947,21.264,2.941,11.965,1.0,1.0,2.468,13.335,1.5,25.541,0.116,3.063,24.485,4.337,29143.0
5.8,11.833,1.341,1.061,1.061,15.343,3.5,1.1,2.581,2.581,2.289,2.029,3.228,3.228,2.275,2.275,1.277,1.066,1.301,1.301,1.742,3.414,2.789,1.024,2.558,-0.138,16.75,173.674,3.994,0.815,2.976,3.846,9.811,2.715,29.181,2.687,4.65,12.742,1.977,343.41,18.144,-0.721,1.362,1.362,8.072,1.646,-1.094,-1.094,2.838,3.51,18.024,18.024,18.024,18.024,18.024,14.678,2.735,8.108,-0.561,-0.561,1.212,9.556,0.537,18.346,0.159,2.817,17.933,4.005,13272.0
6.4,11.088,1.408,1.027,1.027,19.407,3.563,1.035,2.557,2.557,2.351,2.0,3.017,3.017,2.136,2.136,1.326,1.0,1.38,1.38,1.501,3.247,2.527,1.0,2.427,-0.705,15.75,165.75,3.587,0.654,2.967,3.861,8.462,2.533,26.622,2.758,4.483,11.293,2.108,327.85,16.622,-0.961,1.455,1.455,5.351,0.948,-1.924,-1.924,2.917,3.471,15.947,15.947,15.947,15.947,15.947,13.698,2.528,7.603,-0.807,-0.807,0.733,8.488,-0.503,16.392,0.177,2.866,16.148,3.892,8700.0
6.5,19.544,1.568,1.427,1.427,28.736,3.796,1.477,3.177,3.177,2.477,2.408,4.029,4.029,2.469,2.469,1.453,1.309,1.511,1.511,2.098,3.626,2.919,1.398,2.876,0.267,19.75,202.27,4.328,1.361,3.261,3.988,10.86,2.87,31.939,2.903,4.788,14.101,2.22,389.45,19.898,0.027,1.615,1.615,8.871,1.868,0.055,0.055,2.991,3.637,19.894,19.894,19.894,19.894,19.894,16.49,2.872,9.308,0.021,0.021,1.454,10.63,0.764,20.497,0.143,3.051,20.38,4.105,16794.0
5.8,15.022,1.534,1.095,1.095,19.461,3.441,1.133,2.417,2.417,2.305,2.061,3.019,3.019,1.243,1.243,1.197,1.071,1.375,1.375,1.611,3.076,2.597,1.055,2.497,-0.341,15.0,180.301,3.877,0.637,2.922,3.91,8.701,2.656,27.143,2.81,4.507,11.58,1.948,363.27,16.578,-1.011,1.414,1.414,6.132,1.146,-1.896,-1.896,2.82,3.521,16.162,16.162,16.162,16.162,16.162,13.461,2.644,7.011,-0.846,-0.846,0.725,8.837,-0.345,16.511,0.17,3.046,18.104,3.906,11310.0
5.8,15.472,1.829,1.476,1.476,15.035,4.35,1.588,4.125,4.125,2.488,2.431,4.309,4.309,3.176,3.176,1.446,1.278,1.544,1.544,2.016,4.01,2.968,1.392,2.837,0.51,20.0,215.679,4.447,1.058,3.127,4.137,11.113,2.785,33.713,2.828,4.87,14.792,2.326,427.47,21.121,-0.217,1.878,1.878,8.235,2.111,-0.479,-0.479,3.238,3.705,20.436,20.436,20.436,20.436,20.436,17.811,2.791,8.998,-0.186,-0.186,1.715,11.847,0.939,21.018,0.134,2.922,19.51,4.164,25555.0
5.8,20.284,1.519,1.0,1.0,26.661,3.247,1.242,2.136,2.136,2.288,1.956,2.73,2.73,2.136,2.136,1.278,1.0,1.302,1.302,1.519,3.247,2.5,0.954,2.5,-0.062,17.0,139.036,3.418,0.723,3.07,3.733,7.565,2.653,30.299,2.681,4.662,12.737,1.827,356.48,18.095,-0.593,1.414,1.414,6.61,1.179,-1.05,-1.05,2.813,3.489,17.794,17.794,17.794,17.794,17.794,13.905,2.652,5.912,-0.503,-0.503,1.171,9.57,-0.153,18.135,0.147,2.794,18.452,3.975,17438.0
5.8,8.636,1.13,1.0,1.0,8.45,3.414,1.09,2.275,2.275,2.001,2.0,2.552,2.552,2.136,2.136,1.0,1.0,1.023,1.023,1.528,3.247,2.518,1.0,2.5,-0.351,15.0,147.708,3.482,0.624,2.925,3.726,8.612,2.715,29.214,2.687,4.597,12.258,1.854,332.43,17.56,-0.935,1.347,1.347,7.131,1.127,-1.66,-1.66,2.782,3.436,17.284,17.284,17.284,17.284,17.284,13.483,2.735,6.833,-0.749,-0.749,1.044,9.232,-0.135,17.411,0.159,2.687,17.485,3.952,12241.0
6.6,19.296,2.047,1.516,1.516,24.778,4.416,1.756,4.079,4.079,2.485,2.455,4.625,4.625,3.592,3.592,1.43,1.539,1.574,1.574,2.059,4.108,2.99,1.381,2.91,0.546,20.5,242.096,4.592,1.302,3.107,4.24,11.326,2.715,31.703,2.754,4.859,14.719,2.644,447.45,20.455,-0.065,1.969,1.969,8.787,2.187,-0.128,-0.128,3.393,3.776,20.281,20.281,20.281,20.281,20.281,18.045,2.735,9.373,-0.052,-0.052,1.468,12.039,1.053,21.01,0.137,2.968,19.156,4.161,27528.0
5.8,9.232,0.211,-1.0,-1.0,8.379,2.306,-0.042,-2.0,-2.0,0.491,0.048,-0.993,-0.993,-2.411,-2.411,-0.303,-0.469,-0.396,-0.396,0.855,1.816,0.889,-0.556,0.496,-1.896,9.0,183.564,2.53,-0.5,2.009,3.891,5.643,1.467,16.378,2.068,3.772,7.02,0.207,305.59,10.049,-2.849,0.169,0.169,3.415,-0.291,-7.006,-7.006,1.467,3.373,9.552,9.552,9.552,9.552,9.552,8.634,1.599,4.725,-1.914,-1.914,-0.435,5.485,-2.069,9.936,0.297,2.208,13.016,3.429,3193.0
5.8,9.121,1.341,1.056,1.056,11.333,3.5,1.099,2.579,2.579,2.254,2.026,3.195,3.195,2.275,2.275,1.209,1.0,1.271,1.271,1.742,3.414,2.77,1.019,2.557,-0.441,16.0,175.775,3.978,0.771,2.925,3.886,9.403,2.715,27.767,2.687,4.592,12.204,1.975,347.82,17.395,-0.898,1.351,1.351,7.66,1.217,-1.554,-1.554,2.829,3.511,17.154,17.154,17.154,17.154,17.154,14.335,2.735,7.797,-0.656,-0.656,1.113,9.183,-0.119,17.433,0.165,2.807,17.725,3.967,12472.0
5.8,18.873,2.461,1.16,1.16,19.083,3.782,2.087,2.597,2.597,2.333,2.13,3.609,3.609,2.279,2.279,1.309,1.812,1.357,1.357,2.579,3.599,3.024,1.116,2.795,0.618,19.25,236.668,4.383,1.507,3.086,4.132,11.063,2.587,30.986,2.847,4.777,14.062,2.184,409.45,19.657,0.019,1.784,1.784,7.503,2.118,0.027,0.027,3.179,3.716,19.845,19.845,19.845,19.845,19.845,16.341,2.562,9.999,0.014,0.014,2.08,10.781,0.927,20.298,0.148,2.98,20.897,4.098,16213.0
5.8,22.114,1.678,1.28,1.28,30.939,3.595,1.527,2.972,2.972,2.401,2.261,3.047,3.047,2.383,2.383,1.386,1.377,1.421,1.421,2.25,3.477,2.866,1.243,2.77,0.493,18.5,188.549,3.612,1.387,2.992,3.9,10.568,2.715,32.423,2.687,4.812,14.204,2.044,385.45,20.155,0.104,1.607,1.607,8.617,2.301,0.207,0.207,2.96,3.61,19.982,19.982,19.982,19.982,19.982,16.221,2.735,8.27,0.083,0.083,1.662,10.704,1.206,20.241,0.145,2.841,20.054,4.106,20938.0
5.5,31.347,2.144,1.741,1.741,41.463,4.549,2.136,4.681,4.681,2.833,2.736,5.416,5.416,4.157,4.157,1.746,1.723,1.927,1.927,2.343,4.42,3.329,1.708,3.153,0.897,24.0,261.693,4.9,2.218,3.407,4.275,13.405,3.089,45.12,3.145,5.174,18.389,2.617,530.76,26.972,1.088,2.092,2.092,9.39,2.5,2.008,2.008,3.446,3.93,25.739,25.739,25.739,25.739,25.739,20.894,3.123,11.22,0.788,0.788,2.449,14.074,1.5,26.306,0.116,3.364,27.424,4.36,38019.0
5.8,8.707,1.126,1.0,1.0,12.096,3.366,1.0,2.136,2.136,2.0,2.0,2.275,2.275,2.136,2.136,1.0,1.0,1.0,1.0,1.188,3.247,2.5,1.0,2.5,-0.823,13.75,138.324,3.414,0.568,2.925,3.654,8.136,2.715,26.972,2.687,4.473,11.237,1.573,302.4,16.226,-1.303,1.106,1.106,6.778,0.836,-1.963,-1.963,2.559,3.351,15.759,15.759,15.759,15.759,15.759,12.484,2.735,6.466,-0.89,-0.89,0.609,8.47,-0.712,15.87,0.172,2.687,16.071,3.871,9488.0
5.8,21.736,1.519,1.157,1.157,33.345,3.517,1.25,2.572,2.572,2.308,2.157,2.991,2.991,2.563,2.563,1.287,1.191,1.343,1.343,1.826,3.49,2.8,1.157,2.638,-0.131,15.75,177.324,3.693,0.906,3.171,3.808,9.409,2.715,31.026,2.687,4.629,12.592,2.085,342.47,18.712,-0.522,1.552,1.552,6.927,1.174,-0.945,-0.945,2.931,3.492,17.625,17.625,17.625,17.625,17.625,14.472,2.735,8.097,-0.418,-0.418,0.942,9.633,-0.288,17.731,0.171,2.915,18.148,3.991,10904.0
5.8,13.843,1.328,1.036,1.036,13.388,3.477,1.064,2.51,2.51,2.222,2.0,2.908,2.908,2.147,2.147,1.205,1.0,1.276,1.276,1.65,3.453,2.737,1.0,2.517,-0.323,17.25,174.117,3.601,0.838,2.925,3.849,9.283,2.621,28.477,2.681,4.663,12.793,2.075,344.41,18.023,-0.715,1.445,1.445,8.124,2.118,-1.358,-1.358,2.967,3.534,18.068,18.068,18.068,18.068,18.068,14.887,2.613,7.999,-0.542,-0.542,1.274,9.485,0.927,18.379,0.156,2.687,17.769,4.004,13645.0
5.8,17.388,0.675,-0.109,-0.109,29.596,2.784,0.286,-0.291,-0.291,1.307,0.853,0.806,0.806,-1.045,-1.045,0.32,-0.027,0.329,0.329,1.303,2.353,1.644,-0.104,1.156,-1.427,10.75,115.517,3.012,-0.297,2.697,3.461,6.381,2.231,19.392,2.207,4.023,8.237,1.478,224.28,11.947,-2.183,1.0,1.0,5.064,0.347,-4.747,-4.747,2.529,3.093,11.516,11.516,11.516,11.516,11.516,9.527,2.253,5.48,-1.625,-1.625,-0.07,6.265,-1.467,11.598,0.233,2.467,11.828,3.59,3451.0
5.8,19.502,1.801,1.0,1.0,24.828,3.414,1.499,2.275,2.275,2.34,1.959,3.656,3.656,2.187,2.187,1.295,1.043,1.385,1.385,2.187,3.396,2.928,0.957,2.811,0.378,17.25,177.297,4.136,0.76,2.963,3.957,9.006,2.559,26.079,2.622,4.606,12.364,2.372,357.32,16.872,-1.0,1.647,1.647,7.897,1.289,-1.902,-1.902,3.109,3.51,17.082,17.082,17.082,17.082,17.082,14.614,2.546,7.233,-0.717,-0.717,1.0,9.994,-0.33,17.559,0.164,2.837,16.234,3.982,16623.0
5.8,13.263,1.422,1.0,1.0,15.16,3.393,1.0,2.232,2.232,2.068,2.0,2.449,2.449,1.603,1.603,1.06,0.879,1.097,1.097,1.548,3.185,2.645,1.0,2.5,-0.558,14.75,168.901,3.455,0.56,2.918,3.8,8.059,2.407,24.019,2.576,4.458,11.131,2.065,329.37,15.302,-1.253,1.511,1.511,6.84,1.0,-2.26,-2.26,2.951,3.514,15.499,15.499,15.499,15.499,15.499,12.739,2.363,6.714,-0.905,-0.905,0.795,8.415,-0.62,15.742,0.181,2.766,16.587,3.868,11824.0
6.5,15.901,1.563,1.321,1.321,24.25,3.997,1.355,3.209,3.209,2.483,2.298,3.862,3.862,2.948,2.948,1.476,1.323,1.496,1.496,1.985,3.576,2.939,1.288,2.784,0.674,19.0,206.149,4.221,2.087,3.104,4.008,11.371,2.723,33.004,2.757,4.87,14.759,2.445,394.47,20.995,0.881,1.687,1.687,9.218,2.5,1.486,1.486,3.18,3.667,20.878,20.878,20.878,20.878,20.878,17.152,2.735,9.624,0.599,0.599,2.206,11.024,1.485,21.073,0.135,2.911,20.338,4.154,20366.0
5.8,8.984,1.0,0.899,0.899,14.205,3.247,1.0,1.963,1.963,1.959,1.816,2.136,2.136,1.049,1.049,0.957,0.685,1.0,1.0,1.215,2.811,2.5,0.821,2.203,-1.0,13.25,128.49,3.313,0.5,2.923,3.56,7.037,2.435,22.961,2.49,4.283,9.898,1.5,268.35,14.1,-1.5,1.0,1.0,5.585,0.507,-2.517,-2.517,2.5,3.261,14.113,14.113,14.113,14.113,14.113,11.333,2.43,6.153,-1.0,-1.0,0.5,7.338,-0.877,14.399,0.212,2.687,13.786,3.744,5885.0
5.8,11.313,0.872,-0.202,-0.202,16.481,2.33,0.361,-0.361,-0.361,1.114,0.697,0.448,0.448,-1.471,-1.471,0.239,-0.038,0.298,0.298,1.203,2.0,1.471,-0.18,1.027,-1.676,10.75,114.801,2.563,-0.5,2.459,3.446,5.394,1.953,18.622,2.118,3.94,7.864,0.758,238.35,11.236,-2.525,0.69,0.69,3.642,-0.256,-4.948,-4.948,1.804,3.188,11.207,11.207,11.207,11.207,11.207,9.057,1.962,4.609,-1.841,-1.841,-0.413,5.866,-1.794,11.773,0.272,2.21,11.734,3.508,3415.0
6.1,18.168,1.634,1.414,1.414,24.827,4.04,1.539,3.521,3.521,2.442,2.414,4.02,4.02,2.687,2.687,1.414,1.088,1.494,1.494,2.058,3.81,2.978,1.409,2.82,0.172,18.0,206.864,4.393,1.042,3.184,4.035,10.476,2.759,31.697,2.898,4.736,13.508,2.478,389.52,19.56,-0.392,1.806,1.806,7.986,1.535,-0.734,-0.734,3.254,3.659,18.809,18.809,18.809,18.809,18.809,15.967,2.76,8.768,-0.313,-0.313,1.307,10.288,0.344,19.238,0.151,2.932,20.027,4.07,17392.0
5.8,14.539,1.545,1.0,1.0,15.157,3.247,1.106,2.136,2.136,2.198,2.0,3.01,3.01,1.209,1.209,1.144,1.01,1.27,1.27,1.887,3.077,2.762,1.0,2.5,-0.385,14.5,169.63,3.584,0.659,2.93,3.866,8.153,2.692,25.535,2.687,4.458,11.152,1.927,326.4,15.762,-1.182,1.387,1.387,6.599,0.945,-2.069,-2.069,2.815,3.483,15.61,15.61,15.61,15.61,15.61,13.043,2.689,6.709,-0.845,-0.845,0.779,8.454,-0.405,16.095,0.174,2.809,16.587,3.869,10390.0
6.6,27.218,2.202,1.618,1.618,37.083,4.567,1.947,4.312,4.312,2.593,2.554,4.986,4.986,3.757,3.757,1.547,1.563,1.653,1.653,2.32,4.367,2.995,1.505,2.959,0.793,22.75,251.34,4.795,1.755,3.051,4.19,12.848,2.766,31.959,2.833,4.895,15.097,2.56,420.41,21.3,0.629,1.92,1.92,8.997,2.298,1.371,1.371,3.331,3.754,21.309,21.309,21.309,21.309,21.309,18.897,2.754,11.665,0.514,0.514,2.088,11.556,1.273,21.944,0.129,2.934,19.372,4.195,21448.0
5.8,17.09,2.019,1.633,1.633,20.604,4.733,1.882,4.721,4.721,2.735,2.55,5.383,5.383,3.188,3.188,1.681,1.335,1.795,1.795,2.304,4.089,3.182,1.479,3.011,0.43,21.5,229.357,4.956,1.369,3.21,4.139,11.865,2.742,35.878,2.893,4.896,15.181,2.801,438.53,22.109,0.115,2.088,2.088,8.171,1.825,0.235,0.235,3.462,3.731,20.972,20.972,20.972,20.972,20.972,18.107,2.733,9.806,0.092,0.092,1.402,11.898,0.776,21.486,0.137,2.961,21.303,4.191,20913.0
5.8,18.709,2.047,1.681,1.681,24.331,4.581,1.831,4.647,4.647,2.67,2.603,4.82,4.82,3.562,3.562,1.61,1.491,1.74,1.74,2.308,4.139,3.117,1.537,2.996,0.763,23.0,240.955,4.748,1.375,3.206,4.196,12.177,2.741,38.119,2.867,4.989,16.181,2.496,468.56,23.442,0.348,2.081,2.081,8.458,2.177,0.477,0.477,3.284,3.797,22.386,22.386,22.386,22.386,22.386,19.361,2.733,10.126,0.34,0.34,1.825,12.65,1.048,23.053,0.129,2.974,22.717,4.25,24666.0
5.8,1.628,1.0,1.0,1.0,0.662,3.414,1.0,2.253,2.253,2.0,1.984,2.275,2.275,2.136,2.136,1.0,0.985,1.0,1.0,1.215,3.247,2.5,0.983,2.5,-1.0,14.0,168.916,3.435,0.5,2.833,3.817,8.142,2.48,22.742,2.623,4.35,10.326,1.785,295.36,14.673,-1.5,1.206,1.206,6.291,0.745,-2.818,-2.818,2.692,3.432,14.637,14.637,14.637,14.637,14.637,12.732,2.483,7.128,-1.0,-1.0,0.5,7.72,-0.905,15.138,0.197,2.687,13.717,3.806,7219.0
6.9,2.428,1.0,0.408,0.408,1.842,3.032,0.409,1.006,1.006,1.972,1.354,2.314,2.314,-1.295,-1.295,0.97,0.314,1.0,1.0,1.154,2.59,2.5,0.385,1.901,-1.553,11.25,118.491,3.426,-0.104,2.771,3.481,6.695,2.173,20.392,2.154,4.109,8.737,1.5,236.29,12.599,-2.091,1.0,1.0,5.41,0.5,-4.606,-4.606,2.532,3.136,12.223,12.223,12.223,12.223,12.223,9.997,2.19,5.467,-1.598,-1.598,0.408,6.611,-1.43,12.297,0.223,2.522,12.535,3.639,4573.0
5.8,16.455,1.552,1.468,1.468,24.048,4.032,1.528,3.539,3.539,2.536,2.436,4.357,4.357,3.136,3.136,1.529,1.429,1.549,1.549,2.297,4.009,3.048,1.406,2.947,0.51,19.0,230.166,4.52,1.319,3.033,4.191,10.765,2.715,31.187,2.808,4.82,14.309,2.447,431.44,20.017,-0.067,1.804,1.804,8.471,1.988,-0.128,-0.128,3.232,3.747,19.781,19.781,19.781,19.781,19.781,17.269,2.735,9.319,-0.053,-0.053,1.468,11.84,0.755,20.325,0.139,2.951,18.286,4.132,25221.0
5.9,29.411,2.451,1.536,1.536,42.298,4.399,1.983,4.174,4.174,2.931,2.484,5.327,5.327,3.834,3.834,1.859,1.888,1.984,1.984,2.494,4.233,3.303,1.465,2.933,1.05,23.0,248.346,4.754,1.771,3.288,4.209,13.747,2.938,39.575,2.999,5.099,17.406,2.593,483.53,24.735,0.615,2.076,2.076,10.7,2.665,1.171,1.171,3.39,3.832,24.35,24.35,24.35,24.35,24.35,20.196,2.929,11.297,0.53,0.53,2.587,13.352,1.732,24.731,0.112,3.054,24.363,4.322,34895.0
5.8,19.707,1.751,1.323,1.323,26.716,4.131,1.529,3.446,3.446,2.541,2.316,4.043,4.043,2.707,2.707,1.527,1.372,1.549,1.549,2.03,3.732,3.004,1.312,2.771,0.23,18.25,201.085,4.41,1.18,3.091,3.977,11.18,2.715,31.918,2.737,4.777,13.99,2.362,386.44,19.812,-0.307,1.812,1.812,8.47,1.889,-0.543,-0.543,3.174,3.609,19.577,19.577,19.577,19.577,19.577,15.977,2.735,9.333,-0.228,-0.228,1.469,10.706,0.583,19.803,0.145,2.947,20.543,4.103,15989.0
5.8,22.43,1.974,1.0,1.0,30.145,3.414,1.57,2.275,2.275,2.145,1.917,2.678,2.678,1.688,1.688,1.118,1.152,1.194,1.194,2.199,3.269,2.919,0.915,2.5,0.073,17.25,177.016,3.593,0.832,3.029,3.922,9.082,2.635,29.052,2.697,4.628,12.546,2.147,371.86,17.956,-0.513,1.598,1.598,6.5,1.341,-0.948,-0.948,2.998,3.555,17.472,17.472,17.472,17.472,17.472,14.58,2.671,7.114,-0.398,-0.398,1.023,9.569,-0.092,17.92,0.156,2.933,19.018,3.983,14026.0
6.1,23.318,1.926,1.396,1.396,34.589,4.359,1.822,3.974,3.974,2.576,2.355,4.496,4.496,2.598,2.598,1.466,1.216,1.662,1.662,2.395,3.491,2.944,1.291,2.809,0.51,20.25,214.582,4.562,1.015,3.035,4.16,10.487,2.655,30.696,2.786,4.8,14.13,2.433,438.83,19.469,-0.397,1.804,1.804,8.532,1.518,-0.745,-0.745,3.184,3.7,19.281,19.281,19.281,19.281,19.281,17.104,2.621,7.739,-0.317,-0.317,1.194,11.991,0.289,20.026,0.141,2.93,19.889,4.115,22808.0
5.7,27.434,2.136,1.686,1.686,33.376,4.505,1.996,4.593,4.593,2.776,2.658,4.969,4.969,3.287,3.287,1.741,1.813,1.827,1.827,2.293,4.191,3.31,1.6,3.171,0.744,21.75,242.034,4.717,1.618,3.404,4.186,12.433,3.081,41.33,3.04,5.06,16.978,2.635,483.69,24.819,0.618,2.089,2.089,9.104,2.5,0.791,0.791,3.464,3.847,23.825,23.825,23.825,23.825,23.825,19.392,3.1,10.499,0.618,0.618,2.273,12.895,1.5,24.352,0.125,3.243,25.139,4.283,30062.0
5.8,14.107,1.267,0.544,0.544,18.574,2.991,1.209,0.907,0.907,1.857,1.387,2.538,2.538,-0.25,-0.25,0.765,0.565,0.963,0.963,1.302,2.704,2.201,0.453,1.55,-1.114,14.25,217.302,3.647,-0.109,2.659,4.141,8.097,2.137,21.39,2.438,4.214,9.541,1.674,393.17,13.471,-1.478,1.176,1.176,4.314,0.36,-3.44,-3.44,2.629,3.612,13.284,13.284,13.284,13.284,13.284,11.895,2.09,6.92,-1.366,-1.366,-0.017,7.454,-0.943,13.901,0.215,2.603,15.939,3.728,6604.0
6.1,26.913,2.294,1.903,1.903,34.714,4.958,2.238,5.451,5.451,3.096,2.831,5.876,5.876,4.867,4.867,2.047,2.004,2.133,2.133,2.479,4.622,3.489,1.793,3.296,1.0,25.25,289.55,5.03,2.42,3.393,4.349,14.832,3.065,44.561,3.115,5.202,18.706,2.893,539.72,27.303,1.383,2.221,2.221,10.599,2.5,2.275,2.275,3.563,3.971,25.947,25.947,25.947,25.947,25.947,21.949,3.082,12.035,1.0,1.0,2.5,14.391,1.5,26.466,0.11,3.387,28.035,4.392,41774.0
5.8,16.265,1.96,1.437,1.437,17.95,4.268,1.491,3.643,3.643,2.619,2.378,4.818,4.818,3.193,3.193,1.547,1.342,1.7,1.7,2.047,4.039,3.116,1.344,2.891,0.307,21.0,221.246,4.748,1.302,3.191,4.113,11.043,2.735,34.351,2.864,4.859,14.764,2.46,424.5,21.334,0.0,1.847,1.847,7.998,1.762,0.0,0.0,3.21,3.703,20.472,20.472,20.472,20.472,20.472,17.736,2.733,9.6,0.0,0.0,1.593,11.535,0.698,21.026,0.141,2.937,20.433,4.163,19356.0
6.4,16.112,1.977,1.679,1.679,18.632,4.755,1.905,4.958,4.958,2.817,2.666,5.212,5.212,3.878,3.878,1.798,1.589,1.837,1.837,2.398,4.287,3.136,1.649,3.072,0.988,23.5,251.742,4.801,2.294,3.414,4.214,13.869,2.88,40.498,2.922,5.125,17.636,2.747,476.57,25.415,1.094,2.03,2.03,10.347,2.618,1.93,1.93,3.442,3.848,24.894,24.894,24.894,24.894,24.894,20.752,2.876,11.988,0.748,0.748,2.588,13.287,1.671,25.175,0.111,3.25,24.485,4.335,34295.0
5.8,14.277,1.583,-0.141,-0.141,15.473,2.656,0.876,-0.355,-0.355,1.442,0.778,1.451,1.451,-1.331,-1.331,0.463,0.817,0.535,0.535,1.912,2.422,1.725,-0.096,1.283,-0.875,11.5,188.145,3.44,-0.214,2.508,4.082,6.81,1.661,18.925,2.423,4.071,8.559,1.569,341.22,12.203,-2.0,1.167,1.167,4.277,0.457,-4.658,-4.658,2.628,3.51,11.809,11.809,11.809,11.809,11.809,10.775,1.81,6.187,-1.599,-1.599,-0.018,6.64,-1.366,12.323,0.233,2.692,14.715,3.63,5359.0
