pXC50,ATSC3i,IC5,TIC5,ATSC4i,TIC4,ATSC4m,CATS2D_08_LL,ATS2e,ATS4e,ATSC2p,ATS3e,ATS2i,ATS2v,SpMin4_Bh.e.,SpMin8_Bh.p.,SpMin4_Bh.v.,SpMin4_Bh.i.,ATS3v,TIC3,ATSC5i,ATSC2i,SpMin3_Bh.p.,ATS8v,X2v,ATSC4p,ATS1i,ATS1v,X1Kup,BLTA96,BLTD48,BLTF96,MLOGP,MLOGP2,IC4,X1v,CATS2D_09_LL,X1MulPer,ATS1e,ATSC1i,ATS3p,SpMax6_Bh.m.,X1Per,CATS2D_07_LL,ATS5e,Chi1_EA.bo.,Psi_i_1,ATS5i,SpMin4_Bh.p.,ATS2p,Sv,ATSC8i,ATS4i,SpMin2_Bh.v.,SpMax8_Bh.i.,ATSC3v,ATSC2m,ATS1p,SpMin4_Bh.s.,Si,ATSC4v,nBT,SpMin3_Bh.v.,SpMax6_Bh.e.,SpMax7_Bh.i.,H.046
7.719,2.512,5.421,384.858,3.0,380.858,61.321,19,4.977,5.66,14.8,5.406,5.193,4.242,1.671,1.434,1.861,1.613,4.511,349.374,2.97,1.748,1.901,4.038,11.726,25.675,4.443,3.749,12.229,-6.84,-6.65,-6.16,5.609,31.461,5.364,12.259,12,11.696,4.294,0.975,4.685,3.215,9.756,21,5.721,14.555,20.435,6.043,1.832,4.376,38.799,1.897,5.949,2.025,3.262,30.594,34.1,3.849,1.259,80.427,37.205,74,1.926,3.392,3.317,39
6.873,3.073,5.676,488.129,3.827,484.129,77.511,34,5.162,5.872,17.585,5.587,5.375,4.448,1.758,1.57,1.937,1.705,4.733,441.136,4.11,2.117,1.96,4.633,14.1,32.734,4.632,3.959,14.926,-8.0,-7.75,-7.15,6.773,45.875,5.629,14.971,21,14.279,4.487,1.172,4.898,3.284,11.901,43,5.981,17.871,25.296,6.285,1.912,4.576,47.906,3.448,6.148,2.03,3.378,37.294,41.074,4.056,1.277,97.088,47.078,90,1.976,3.444,3.469,38
8.77,2.706,5.478,416.313,3.281,412.313,67.854,19,5.055,5.769,15.585,5.484,5.281,4.293,1.678,1.454,1.871,1.62,4.584,364.274,3.287,1.877,1.914,4.14,12.511,28.184,4.509,3.793,12.893,-7.15,-6.94,-6.42,5.918,35.019,5.425,12.938,12,12.299,4.358,1.044,4.758,3.235,10.266,21,5.845,15.386,21.446,6.167,1.839,4.429,40.853,2.071,6.056,2.028,3.268,33.026,36.93,3.896,1.273,86.257,40.793,79,1.938,3.418,3.379,39
8.585,2.613,5.453,398.083,3.111,394.083,64.089,19,5.016,5.72,15.278,5.459,5.236,4.261,1.674,1.436,1.866,1.616,4.537,346.044,3.056,1.81,1.906,4.06,12.11,26.738,4.471,3.762,12.516,-6.95,-6.75,-6.25,5.716,32.678,5.398,12.548,12,11.986,4.32,1.004,4.718,3.221,9.985,21,5.777,14.924,20.824,6.103,1.835,4.4,39.326,1.933,6.014,2.027,3.266,31.924,35.505,3.865,1.271,82.842,38.773,76,1.932,3.403,3.326,39
8.481,2.901,5.586,458.035,3.563,448.035,73.236,22,5.125,5.838,16.684,5.554,5.352,4.354,1.686,1.516,1.879,1.628,4.654,396.816,3.738,2.008,1.921,4.271,13.235,30.577,4.582,3.859,13.884,-7.54,-7.32,-6.75,6.311,39.834,5.464,13.925,16,13.229,4.429,1.121,4.826,3.294,11.064,25,5.951,16.33,22.796,6.262,1.847,4.492,43.906,2.388,6.121,2.029,3.312,35.234,39.553,3.965,1.277,93.088,44.19,85,1.943,3.474,3.445,41
8.569,2.808,5.563,439.469,3.413,435.469,69.777,22,5.088,5.8,16.442,5.529,5.311,4.326,1.684,1.466,1.875,1.627,4.614,387.985,3.524,1.94,1.907,4.231,12.851,29.326,4.547,3.83,13.465,-7.35,-7.13,-6.59,6.116,37.405,5.512,13.497,14,12.871,4.394,1.081,4.793,3.258,10.759,25,5.895,15.852,22.191,6.213,1.846,4.468,42.379,2.376,6.09,2.027,3.286,34.375,38.1,3.936,1.276,89.673,42.448,82,1.932,3.418,3.362,43
8.585,2.726,5.504,418.313,3.301,408.313,67.737,20,5.053,5.774,15.875,5.495,5.274,4.298,1.679,1.437,1.869,1.621,4.585,357.094,3.334,1.877,1.907,4.125,12.66,28.35,4.51,3.797,12.927,-7.15,-6.94,-6.42,5.918,35.019,5.373,12.959,13,12.332,4.358,1.043,4.764,3.251,10.304,23,5.847,15.414,21.519,6.167,1.839,4.437,40.853,2.068,6.067,2.027,3.266,33.322,36.825,3.901,1.272,86.257,41.088,79,1.932,3.414,3.336,41
7.201,1.746,5.463,300.465,2.054,298.465,39.379,15,4.661,5.173,9.335,4.991,4.834,4.107,1.502,1.351,1.669,1.459,4.316,292.465,2.011,1.291,1.882,3.652,8.676,16.016,4.206,3.673,10.398,-5.34,-5.23,-4.88,4.111,16.899,5.427,10.461,13,10.051,4.088,0.731,4.419,3.179,8.311,16,5.178,12.791,18.682,5.453,1.643,4.18,35.079,0.993,5.402,2.121,3.227,18.531,22.172,3.725,0.98,61.188,22.224,59,1.888,3.337,3.246,7
7.495,1.768,5.463,300.465,2.014,300.465,38.666,14,4.661,5.152,9.328,4.994,4.833,4.101,1.539,1.302,1.689,1.501,4.298,296.465,1.943,1.293,1.887,3.599,8.655,15.554,4.206,3.673,10.415,-5.34,-5.23,-4.88,4.111,16.899,5.463,10.475,14,10.072,4.088,0.731,4.399,3.175,8.325,14,5.149,12.803,18.66,5.424,1.668,4.173,35.079,0.961,5.383,2.117,3.193,18.181,22.148,3.725,0.986,61.188,21.592,59,1.894,3.332,3.227,7
5.0,1.397,5.019,215.82,1.658,215.82,34.28,4,4.442,4.954,8.308,4.762,4.615,3.878,1.419,1.048,1.606,1.38,4.061,215.82,1.673,1.047,1.62,3.111,7.774,13.745,3.957,3.431,8.056,-5.24,-5.13,-4.8,4.014,16.114,5.019,8.904,1,7.683,3.845,0.573,4.188,2.912,6.328,6,4.994,10.114,14.621,5.269,1.578,3.985,27.191,0.675,5.176,1.881,2.814,15.03,20.085,3.515,0.744,47.78,18.157,46,1.653,3.132,2.902,7
6.502,0.744,4.72,136.881,0.772,132.881,14.772,0,3.967,4.28,4.695,4.245,4.087,3.501,1.093,0.696,1.307,1.084,3.619,122.127,0.726,0.546,1.564,1.921,4.334,6.649,3.56,3.114,5.671,-5.0,-4.9,-4.59,3.77,14.212,4.582,5.7,0,5.542,3.474,0.323,3.707,2.698,4.569,1,4.192,6.984,10.227,4.427,1.361,3.56,19.59,0.177,4.466,1.854,2.496,8.366,9.219,3.147,0.297,31.91,8.415,31,1.589,2.816,2.622,4
5.602,1.231,4.785,186.621,1.425,186.621,29.944,0,4.347,4.883,7.249,4.661,4.512,3.715,1.363,0.931,1.615,1.305,3.944,186.621,1.357,0.895,1.715,2.382,5.964,11.691,3.867,3.269,6.989,-4.75,-4.66,-4.38,3.518,12.376,4.785,7.075,0,6.757,3.756,0.531,4.036,2.887,5.584,0,4.9,8.752,12.465,5.165,1.578,3.777,23.907,0.368,5.098,1.92,2.784,13.408,16.657,3.308,0.746,43.863,15.976,41,1.672,3.08,3.0,10
5.0,1.987,5.231,282.499,2.429,282.499,51.922,3,4.712,5.425,11.229,5.15,4.899,4.075,1.412,1.248,1.631,1.363,4.366,278.499,2.414,1.352,1.833,3.379,9.362,20.482,4.183,3.564,9.723,-4.36,-4.29,-4.05,3.128,9.782,5.231,9.778,2,9.357,4.06,0.742,4.49,3.064,7.669,7,5.514,12.398,17.518,5.808,1.614,4.167,31.541,0.964,5.67,1.949,3.095,22.969,25.04,3.628,0.959,60.939,29.195,57,1.854,3.251,3.196,19
6.495,0.715,4.72,136.881,0.752,132.881,14.813,1,3.98,4.293,4.392,4.263,4.085,3.549,1.09,0.69,1.303,1.084,3.673,124.127,0.705,0.527,1.554,2.091,4.915,6.626,3.558,3.15,5.801,-5.52,-5.39,-5.03,4.287,18.381,4.582,6.178,0,5.635,3.484,0.311,3.763,2.707,4.619,2,4.211,7.395,10.704,4.424,1.359,3.608,20.418,0.161,4.464,1.839,2.495,7.897,7.8,3.183,0.297,31.854,7.998,31,1.58,2.836,2.621,4
6.442,1.377,5.111,245.323,1.441,245.323,26.817,6,4.51,4.864,7.647,4.789,4.653,3.937,1.417,1.083,1.628,1.362,4.088,242.568,1.394,1.076,1.867,3.439,7.018,10.388,4.079,3.548,9.088,-4.02,-3.97,-3.76,2.789,7.781,5.111,9.193,3,8.866,3.978,0.655,4.124,3.13,7.29,9,4.869,11.879,16.427,5.097,1.605,3.963,31.643,0.757,5.033,1.994,2.931,12.067,16.829,3.558,0.932,53.571,12.406,51,1.871,3.249,3.141,5
6.0,2.35,5.118,332.66,2.77,332.66,62.248,6,4.895,5.617,13.24,5.333,5.095,4.206,1.617,1.346,1.807,1.561,4.489,324.66,2.617,1.613,1.892,3.851,11.497,23.559,4.363,3.696,11.191,-4.69,-4.6,-4.33,3.457,11.949,5.118,11.25,6,10.674,4.228,0.894,4.624,3.121,8.83,9,5.631,14.22,19.728,5.917,1.776,4.304,36.648,1.659,5.887,1.976,3.181,27.389,31.192,3.769,1.149,73.6,34.112,68,1.912,3.262,3.259,23
6.301,0.953,4.834,193.367,1.029,193.367,20.341,5,4.295,4.575,5.846,4.445,4.433,3.678,1.257,1.062,1.545,1.213,3.774,190.612,0.962,0.827,1.832,3.402,5.23,8.147,3.89,3.331,7.039,-3.76,-3.72,-3.54,2.527,6.387,4.834,7.174,3,6.812,3.801,0.521,3.805,2.91,5.691,6,4.569,9.049,12.661,4.771,1.538,3.682,26.095,0.797,4.744,1.981,2.925,8.672,14.534,3.327,0.617,44.658,9.933,42,1.809,3.139,2.974,0
5.602,0.886,4.76,171.362,0.922,171.362,18.203,4,4.177,4.449,5.245,4.366,4.31,3.608,1.226,0.942,1.459,1.185,3.674,168.608,0.803,0.751,1.828,3.029,4.889,7.303,3.786,3.258,6.552,-4.04,-3.99,-3.78,2.809,7.893,4.76,6.645,1,6.369,3.694,0.464,3.728,2.88,5.304,8,4.356,8.229,11.769,4.58,1.468,3.627,23.853,0.507,4.637,1.983,2.838,8.22,12.149,3.266,0.613,40.033,9.002,38,1.806,3.001,2.925,0
6.337,0.875,4.811,177.995,0.89,177.995,18.279,5,4.209,4.446,5.485,4.373,4.325,3.619,1.23,1.033,1.54,1.182,3.664,175.24,0.792,0.744,1.785,3.257,4.853,6.975,3.819,3.282,6.658,-3.52,-3.5,-3.34,2.29,5.243,4.811,6.779,3,6.494,3.735,0.48,3.693,2.818,5.407,6,4.353,8.677,12.046,4.545,1.528,3.62,24.568,0.673,4.623,1.975,2.925,7.712,12.307,3.271,0.608,41.242,8.25,39,1.744,2.95,2.969,0
5.036,1.693,4.742,303.471,1.974,303.471,40.899,5,4.752,5.175,9.818,5.001,4.964,3.995,1.607,1.415,1.805,1.546,4.227,297.471,2.207,1.358,1.894,3.87,7.479,16.236,4.326,3.647,10.631,-5.43,-5.31,-4.96,4.201,17.645,4.742,10.745,6,10.144,4.194,0.862,4.308,3.053,8.588,5,5.378,12.269,16.797,5.642,1.786,4.074,37.616,1.306,5.361,1.956,3.225,18.192,26.929,3.702,0.972,72.268,22.286,65,1.9,3.306,3.407,10
7.585,2.327,5.495,357.189,2.771,357.189,58.39,8,4.89,5.539,12.514,5.301,5.069,4.236,1.635,1.41,1.815,1.588,4.491,347.679,2.697,1.617,1.905,3.956,10.607,22.153,4.379,3.755,11.692,-4.99,-4.9,-4.59,3.764,14.169,5.495,11.796,8,11.324,4.252,0.915,4.611,3.209,9.32,15,5.594,15.269,21.066,5.893,1.797,4.316,38.616,1.651,5.794,2.004,3.25,25.772,30.084,3.806,1.061,73.268,32.114,69,1.917,3.333,3.309,19
7.699,2.595,5.378,397.99,3.184,397.99,68.894,32,5.007,5.645,14.094,5.428,5.172,4.431,1.793,1.482,1.902,1.758,4.666,393.99,3.302,1.784,1.919,4.5,13.292,25.639,4.5,3.951,13.985,-6.68,-6.49,-6.02,5.447,29.673,5.378,14.747,18,13.518,4.382,0.993,4.792,3.406,11.054,38,5.711,18.114,25.586,5.996,1.882,4.52,46.61,2.409,5.889,2.059,3.314,29.225,31.923,4.013,1.223,82.777,35.667,79,1.935,3.381,3.415,18
8.022,2.886,5.619,460.79,3.494,452.79,71.34,24,5.122,5.825,17.009,5.561,5.346,4.354,1.697,1.528,1.891,1.639,4.636,403.506,3.634,2.003,1.907,4.381,13.231,30.043,4.582,3.863,13.965,-7.54,-7.32,-6.75,6.311,39.834,5.522,13.997,16,13.359,4.429,1.119,4.818,3.264,11.181,31,5.918,16.39,22.858,6.233,1.859,4.498,43.906,2.739,6.116,2.028,3.321,35.388,39.371,3.97,1.286,93.088,43.464,85,1.932,3.423,3.433,45
6.0,2.866,5.627,455.753,3.505,451.753,70.179,34,5.091,5.768,16.762,5.517,5.296,4.405,1.749,1.494,1.925,1.697,4.669,417.515,3.708,1.975,1.949,4.539,13.303,29.888,4.574,3.923,14.278,-7.73,-7.5,-6.92,6.502,42.273,5.577,14.309,21,13.697,4.432,1.098,4.832,3.28,11.413,43,5.859,17.072,24.279,6.159,1.901,4.531,45.853,3.158,6.045,2.028,3.313,34.722,38.066,4.016,1.261,91.257,43.021,85,1.969,3.43,3.44,38
5.0,1.79,4.821,265.181,1.999,265.181,44.328,6,4.678,5.269,9.515,5.026,4.888,3.972,1.454,1.239,1.663,1.399,4.21,263.181,1.765,1.312,1.868,3.468,8.943,16.439,4.196,3.528,9.214,-4.27,-4.21,-3.98,3.042,9.252,4.821,9.29,6,8.72,4.058,0.773,4.327,3.121,7.301,7,5.174,11.627,15.89,5.437,1.638,4.055,31.848,0.988,5.545,1.966,3.009,19.076,24.893,3.592,1.021,62.228,24.042,57,1.882,3.249,3.227,7
7.77,1.179,4.684,168.608,1.374,168.608,30.519,0,4.284,4.835,6.569,4.638,4.47,3.672,1.302,0.855,1.563,1.232,3.908,168.608,1.29,0.864,1.598,1.801,6.214,11.469,3.784,3.212,6.553,-4.7,-4.62,-4.34,3.47,12.038,4.684,6.946,0,6.269,3.664,0.487,4.022,2.909,5.15,1,4.846,8.381,11.761,5.134,1.534,3.756,22.305,0.113,5.067,1.857,2.724,13.076,16.283,3.274,0.725,40.389,15.79,38,1.637,2.824,2.819,7
7.772,2.764,5.709,456.735,3.268,440.735,70.666,12,5.104,5.766,15.333,5.519,5.328,4.319,1.667,1.552,1.874,1.606,4.596,409.225,3.26,1.966,1.927,4.168,12.229,26.686,4.566,3.842,13.743,-6.91,-6.72,-6.22,5.683,32.295,5.509,13.832,14,13.276,4.417,1.117,4.756,3.238,11.026,12,5.848,16.645,22.646,6.159,1.856,4.445,43.589,2.048,6.044,2.006,3.376,32.771,38.973,3.931,1.261,90.965,39.586,83,1.947,3.423,3.435,32
6.754,0.971,4.607,142.825,0.964,142.825,19.31,0,4.102,4.447,5.292,4.411,4.279,3.493,1.17,0.692,1.416,1.098,3.629,142.825,0.79,0.739,1.592,1.771,4.718,7.738,3.643,3.088,5.789,-3.7,-3.67,-3.49,2.472,6.111,4.607,5.828,0,5.608,3.524,0.421,3.735,2.716,4.632,2,4.288,7.221,10.185,4.55,1.376,3.563,19.424,0.187,4.695,1.873,2.502,9.77,12.824,3.137,0.603,34.614,10.925,33,1.62,2.864,2.688,5
8.046,2.199,5.225,318.755,2.6,318.755,55.94,5,4.838,5.517,12.576,5.269,5.041,4.143,1.593,1.356,1.793,1.53,4.41,314.755,2.481,1.526,1.88,3.693,10.438,21.517,4.299,3.64,10.723,-4.88,-4.79,-4.49,3.647,13.303,5.225,10.771,6,10.278,4.16,0.844,4.557,3.1,8.503,12,5.543,13.356,18.625,5.841,1.758,4.253,34.407,1.435,5.79,1.979,3.184,26.039,29.417,3.722,1.186,68.976,31.408,64,1.905,3.251,3.257,25
9.046,2.769,5.54,409.99,3.258,409.99,70.447,23,5.039,5.693,15.038,5.486,5.218,4.411,1.648,1.533,1.825,1.601,4.656,400.48,3.255,1.889,1.911,4.342,13.111,26.478,4.506,3.906,13.797,-6.49,-6.32,-5.86,5.262,27.687,5.54,14.208,20,13.386,4.377,1.032,4.794,3.257,10.947,31,5.752,17.824,24.885,6.039,1.81,4.509,44.309,2.424,5.951,2.024,3.308,31.627,35.237,3.974,1.218,83.248,37.93,79,1.924,3.414,3.337,23
9.222,2.707,5.497,423.258,3.317,419.258,67.799,20,5.055,5.749,15.702,5.469,5.278,4.311,1.678,1.46,1.87,1.621,4.602,385.774,3.448,1.883,1.909,4.181,12.602,28.338,4.52,3.815,13.037,-7.24,-7.03,-6.5,6.009,36.102,5.445,13.081,13,12.383,4.37,1.053,4.769,3.265,10.375,23,5.846,15.524,21.741,6.156,1.84,4.443,41.853,2.171,6.028,2.026,3.267,32.977,36.871,3.916,1.264,87.257,40.955,80,1.931,3.43,3.378,41
5.229,2.724,5.528,447.753,3.214,447.753,68.825,17,5.104,5.714,15.2,5.498,5.328,4.329,1.7,1.555,1.896,1.646,4.6,439.753,3.363,1.971,1.918,4.413,11.982,25.819,4.576,3.863,13.999,-5.69,-5.56,-5.18,4.464,19.924,5.528,14.084,14,13.486,4.429,1.129,4.744,3.297,11.204,25,5.835,16.679,22.858,6.13,1.878,4.448,44.589,2.72,5.973,1.977,3.395,31.795,38.862,3.95,1.255,91.965,38.162,84,1.949,3.465,3.407,27
9.301,3.114,5.464,431.695,3.833,431.695,76.533,27,5.098,5.783,15.752,5.474,5.288,4.43,1.654,1.473,1.839,1.606,4.702,415.96,3.789,2.638,1.929,4.477,13.738,26.977,4.569,3.933,13.947,-6.63,-6.45,-5.98,5.405,29.21,5.464,14.088,13,13.37,4.438,1.319,4.806,3.244,11.035,32,5.841,18.546,25.22,6.122,1.819,4.498,46.685,3.063,6.037,2.069,3.333,30.809,37.92,3.983,1.246,90.154,38.861,83,1.946,3.39,3.38,30
7.456,1.21,4.658,153.71,1.206,153.71,23.725,0,4.209,4.637,5.977,4.555,4.392,3.562,1.228,0.819,1.524,1.137,3.742,153.71,1.094,0.919,1.597,1.596,5.099,9.086,3.712,3.129,6.135,-4.32,-4.26,-4.02,3.093,9.566,4.658,6.206,0,5.986,3.593,0.533,3.835,2.641,4.894,0,4.605,7.907,10.951,4.895,1.49,3.624,20.334,0.258,4.868,1.86,2.636,11.176,14.371,3.167,0.674,37.369,12.311,35,1.631,2.781,2.777,4
6.86,1.411,5.17,227.46,1.419,227.46,24.414,5,4.443,4.77,7.244,4.725,4.585,3.87,1.416,1.068,1.626,1.36,4.008,225.46,1.332,1.082,1.863,3.314,6.56,9.706,3.989,3.482,8.538,-5.14,-5.03,-4.71,3.908,15.273,5.17,8.645,3,8.343,3.896,0.639,4.037,2.953,6.845,8,4.765,11.095,15.425,4.982,1.596,3.892,29.29,0.782,4.94,1.97,2.951,11.17,15.361,3.492,0.932,49.203,10.977,47,1.869,3.13,2.968,5
8.398,2.511,5.389,366.438,2.878,366.438,61.353,13,4.966,5.614,14.474,5.416,5.165,4.271,1.655,1.394,1.834,1.608,4.521,348.928,2.731,1.742,1.916,4.038,11.548,23.972,4.412,3.765,12.384,-5.5,-5.38,-5.02,4.271,18.237,5.389,12.432,10,12.024,4.275,0.946,4.679,3.203,9.859,22,5.636,15.356,21.482,5.941,1.81,4.388,38.46,1.896,5.888,2.071,3.206,30.083,33.495,3.847,1.253,76.806,34.875,72,1.935,3.372,3.314,29
7.903,2.627,5.59,357.735,3.042,357.735,61.289,12,4.91,5.564,12.824,5.314,5.079,4.264,1.637,1.398,1.816,1.589,4.511,348.226,2.773,2.318,1.908,4.029,10.957,22.468,4.374,3.771,11.862,-6.08,-5.93,-5.51,4.853,23.548,5.59,12.001,10,11.588,4.251,1.13,4.613,3.231,9.456,17,5.592,16.39,21.915,5.882,1.799,4.322,39.051,1.902,5.818,2.015,3.27,25.214,29.632,3.804,1.096,73.078,31.252,68,1.919,3.366,3.31,19
7.292,2.211,5.167,325.549,2.606,325.549,63.63,5,4.875,5.527,12.197,5.287,5.08,4.172,1.563,1.402,1.781,1.489,4.461,321.549,2.596,1.572,1.873,3.822,10.35,22.149,4.339,3.675,11.189,-4.69,-4.6,-4.33,3.457,11.949,5.167,11.614,2,10.753,4.202,0.886,4.585,3.166,8.835,9,5.633,14.047,19.405,5.925,1.746,4.272,36.255,1.474,5.769,1.964,3.209,25.663,31.252,3.748,1.099,71.418,31.748,66,1.892,3.306,3.316,18
6.921,2.337,5.477,345.059,2.726,345.059,57.721,8,4.852,5.528,12.156,5.292,5.032,4.22,1.636,1.386,1.816,1.588,4.473,331.549,2.584,1.619,1.906,3.922,10.5,21.667,4.358,3.729,11.4,-4.79,-4.7,-4.42,3.56,12.673,5.477,11.472,8,11.073,4.222,0.92,4.599,3.201,9.097,15,5.561,14.846,20.661,5.862,1.797,4.307,37.396,1.613,5.792,2.013,3.198,25.651,28.743,3.785,1.06,71.142,31.727,67,1.918,3.308,3.309,19
7.125,2.711,5.338,411.033,3.281,411.033,67.168,38,5.038,5.676,14.587,5.442,5.221,4.412,1.793,1.523,1.933,1.758,4.641,401.523,3.335,1.9,1.964,4.572,12.539,25.357,4.538,3.945,14.162,-5.96,-5.81,-5.41,4.728,22.355,5.338,14.239,26,13.732,4.41,1.059,4.771,3.3,11.3,46,5.725,17.771,25.219,6.011,1.916,4.504,46.482,2.82,5.934,2.051,3.315,30.403,34.593,4.009,1.192,86.304,36.56,82,1.984,3.419,3.463,18
5.721,1.035,4.822,168.77,1.219,168.77,27.826,0,4.219,4.709,6.979,4.526,4.36,3.7,1.354,0.744,1.55,1.293,3.897,168.77,1.165,0.753,1.514,2.248,7.161,11.952,3.734,3.264,6.561,-4.94,-4.84,-4.54,3.707,13.743,4.822,8.173,0,6.195,3.635,0.44,4.057,2.859,5.086,2,4.675,8.222,12.195,4.941,1.5,3.82,22.922,0.236,4.918,1.878,2.574,12.127,14.492,3.383,0.766,38.823,14.266,37,1.609,2.901,2.848,7
7.05,1.456,4.684,168.608,1.553,168.608,27.38,0,4.345,4.778,6.718,4.626,4.516,3.667,1.249,0.837,1.539,1.168,3.85,166.608,1.298,1.541,1.623,2.377,5.667,10.269,3.808,3.225,6.713,-4.82,-4.73,-4.44,3.592,12.902,4.684,6.834,0,6.592,3.695,0.733,3.914,2.871,5.355,0,4.71,9.445,12.319,4.984,1.52,3.692,22.627,0.666,5.003,1.88,2.647,11.591,16.144,3.234,0.682,41.464,12.7,38,1.643,3.002,2.857,4
7.1,1.117,4.658,153.71,1.171,153.71,28.816,0,4.195,4.625,6.473,4.537,4.376,3.613,1.231,0.784,1.519,1.142,3.797,153.71,1.105,0.818,1.587,1.987,6.345,11.145,3.697,3.169,6.227,-4.7,-4.62,-4.34,3.47,12.038,4.658,7.285,0,5.986,3.58,0.444,3.985,2.874,4.894,1,4.588,7.907,11.209,4.875,1.477,3.76,21.267,0.191,4.852,1.85,2.634,12.213,11.533,3.276,0.678,36.75,13.13,35,1.627,2.781,2.73,4
5.495,1.008,4.522,126.606,1.007,126.606,15.661,0,4.015,4.287,4.993,4.321,4.167,3.448,0.983,0.519,1.201,0.954,3.562,126.606,0.857,0.769,1.568,1.043,4.271,6.287,3.56,3.043,5.495,-3.98,-3.93,-3.73,2.747,7.548,4.522,5.551,0,5.403,3.452,0.455,3.623,2.553,4.399,0,4.221,6.968,9.905,4.471,1.219,3.495,18.28,0.082,4.488,1.835,2.259,7.989,10.232,3.066,0.4,31.539,7.519,30,1.604,2.672,2.692,4
6.712,1.269,5.164,232.379,1.31,232.379,30.918,6,4.464,4.798,7.532,4.732,4.619,3.883,1.407,1.018,1.622,1.347,4.026,230.379,1.295,0.992,1.851,3.333,6.974,10.732,4.004,3.49,8.586,-5.05,-4.95,-4.64,3.82,14.596,5.164,9.007,6,8.314,3.903,0.572,4.105,3.114,6.825,10,4.795,10.798,15.295,5.043,1.589,3.94,29.547,0.7,4.981,1.989,2.922,12.592,17.44,3.529,0.915,50.013,13.434,48,1.858,3.15,2.997,5
4.398,2.379,5.267,358.173,2.87,358.173,61.819,2,4.941,5.586,12.661,5.339,5.151,4.214,1.566,1.441,1.785,1.494,4.509,354.173,3.001,1.692,1.88,3.982,10.605,22.875,4.41,3.731,11.893,-4.42,-4.35,-4.1,3.192,10.191,5.267,11.988,2,11.419,4.273,0.961,4.623,3.111,9.413,14,5.727,14.913,20.425,6.012,1.76,4.306,38.67,1.884,5.824,1.968,3.287,26.558,32.716,3.797,1.099,77.098,33.41,71,1.897,3.306,3.376,18
5.721,2.11,5.254,299.455,2.585,299.455,55.398,0,4.782,5.492,10.828,5.185,4.992,4.079,1.416,1.382,1.64,1.358,4.385,295.455,2.545,1.468,1.844,3.489,9.481,20.698,4.246,3.567,9.879,-4.45,-4.38,-4.13,3.218,10.355,5.254,9.971,0,9.47,4.107,0.821,4.513,3.082,7.806,2,5.574,12.795,17.596,5.879,1.614,4.172,32.374,1.074,5.751,1.949,3.193,23.995,27.983,3.633,0.975,64.643,30.555,60,1.854,3.285,3.213,19
9.699,3.143,5.39,377.275,3.763,377.275,66.559,13,5.024,5.667,14.145,5.374,5.192,4.359,1.647,1.473,1.825,1.6,4.615,373.275,3.673,3.103,1.926,4.354,11.986,23.537,4.468,3.864,12.938,-6.62,-6.44,-5.97,5.392,29.072,5.39,13.155,6,12.64,4.35,1.453,4.68,3.22,10.268,22,5.756,18.546,24.272,6.03,1.806,4.387,43.255,3.302,5.899,2.024,3.33,25.47,32.332,3.876,1.133,80.927,31.711,74,1.941,3.39,3.38,21
5.721,1.072,4.84,183.911,1.274,183.911,25.907,0,4.281,4.767,6.866,4.555,4.433,3.699,1.334,0.929,1.552,1.281,3.918,183.911,1.286,0.802,1.582,2.482,5.657,10.935,3.825,3.278,6.798,-4.34,-4.28,-4.04,3.115,9.7,4.84,6.869,0,6.546,3.727,0.471,4.0,2.835,5.419,1,4.8,8.625,12.197,5.056,1.515,3.755,23.886,0.434,4.955,1.871,2.781,12.006,15.246,3.313,0.739,42.365,14.242,40,1.581,3.032,2.917,9
5.839,1.13,4.658,153.71,1.219,151.71,28.229,0,4.185,4.604,5.974,4.521,4.375,3.563,1.234,0.75,1.526,1.146,3.759,147.71,1.118,0.825,1.589,1.544,5.426,11.023,3.697,3.133,6.111,-4.4,-4.33,-4.09,3.171,10.054,4.597,6.514,0,5.893,3.571,0.444,3.931,2.687,4.844,0,4.573,7.497,10.693,4.872,1.485,3.678,20.423,0.183,4.839,1.858,2.615,12.503,15.393,3.219,0.679,36.74,14.027,35,1.631,2.77,2.742,4
5.606,0.811,4.211,122.127,0.791,122.127,17.68,0,4.001,4.336,4.695,4.285,4.2,3.305,1.127,0.487,1.354,1.076,3.408,119.372,0.672,0.663,1.506,1.377,3.921,6.464,3.561,2.941,5.014,-3.39,-3.37,-3.23,2.161,4.668,4.211,5.061,0,4.851,3.432,0.399,3.541,2.514,4.044,0,4.169,6.095,8.397,4.473,1.33,3.395,17.424,0.131,4.596,1.885,2.203,9.079,12.276,2.998,0.62,32.614,9.173,30,1.545,2.721,2.726,2
6.818,1.075,5.054,217.329,1.148,209.329,22.187,15,4.333,4.667,6.691,4.619,4.455,3.877,1.437,1.045,1.612,1.396,3.993,187.065,1.098,0.771,1.85,3.373,6.338,9.993,3.94,3.499,8.403,-6.55,-6.37,-5.91,5.317,28.27,4.868,8.432,13,8.196,3.848,0.459,4.094,3.098,6.79,17,4.6,10.172,15.013,4.828,1.593,3.946,29.171,0.686,4.867,2.008,2.918,12.487,13.536,3.543,0.864,47.156,13.125,46,1.857,3.186,2.925,4
