pXC50,SaaNH,NaaNH,C.035,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_AEA.ed.,SpMax1_Bh.s.,Eig02_EA.ri.,nN.CO.2,PCR,PCD,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig02_AEA.ri.,nCONN,piID,H.049,MPC09,SpMax2_Bh.s.,N.072,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA,SM10_AEA.bo.,TWC,MPC06,Rperim,MWC09,X4A,MWC08,SsssN,MWC10,SM08_EA,SdO,nCIC,TRS,O.058,SM14_EA,SM15_EA,MPC08,SM06_EA,MWC07,SM04_EA.ed.,SM05_AEA.ed.,Eig03_AEA.ed.,SM06_AEA.ed.,SM08_EA.bo.,SaaN,SM13_EA,X5A,SM03_EA.ed.,SM07_AEA.ed.,MPC07,nCIR,SM11_EA,SM12_EA,MATS2e,NdssC,X3A,SM04_AEA.ed.,D.Dtr05,MPC10,SM10_EA,SM08_EA.ed.,SM07_EA,N.075,NaaN,nAB
7.027,0.0,0,0,9.629,9.629,6.35,7.433,2.707,0,1.408,3.095,3.711,3.711,3.823,0,10.676,2,5.106,5.085,0,3.667,3.667,2.879,2.879,12.708,4.771,20,11.28,0.11,10.37,2.234,12.194,10.134,12.498,4,22,1,16.965,18.129,5.063,8.011,9.461,10.852,10.861,6.013,12.656,12.62,9.068,15.79,0.068,7.689,14.481,4.963,5,13.468,14.645,0.027,1,0.173,9.109,124.066,5.142,12.36,20.161,8.86,2,2,16
8.004,0.0,0,0,8.853,8.853,6.097,7.815,2.752,0,1.52,3.579,3.778,3.778,3.792,0,10.456,0,4.644,6.999,0,3.975,3.975,2.813,2.813,12.29,4.407,16,10.868,0.115,9.988,0.0,11.759,9.724,21.31,3,18,0,16.196,17.294,4.522,7.695,9.098,10.381,10.545,5.88,12.297,12.591,8.69,15.078,0.071,7.314,14.072,4.466,4,12.874,14.002,0.176,0,0.18,8.825,0.0,4.605,11.838,19.093,8.483,2,2,17
4.357,0.0,0,0,10.185,10.185,6.538,7.444,2.822,1,1.309,2.239,3.997,3.997,3.918,1,9.491,0,5.017,7.411,2,3.824,3.824,2.963,2.963,12.762,4.787,15,11.327,0.105,10.397,2.714,12.263,10.257,25.559,3,17,2,17.303,18.502,5.011,8.057,9.464,10.988,10.937,6.02,12.763,12.252,8.147,16.1,0.065,7.808,14.614,4.898,4,13.712,14.915,0.229,2,0.166,9.149,51.001,4.97,12.559,20.458,8.99,2,2,11
5.437,0.0,0,0,9.119,9.119,6.16,6.477,2.727,0,1.55,3.979,3.326,3.326,3.781,0,11.215,0,5.03,5.215,0,3.929,3.929,2.811,2.811,12.561,4.673,18,11.13,0.104,10.209,0.0,12.054,9.944,0.0,4,22,0,16.77,17.932,4.977,7.821,9.287,10.626,10.662,5.893,12.445,12.946,12.658,15.598,0.065,7.476,14.254,4.82,7,13.277,14.453,-0.032,0,0.167,8.916,69.68,4.949,12.17,19.763,8.679,3,3,20
8.032,0.0,0,0,9.16,9.16,6.169,8.201,2.713,0,1.536,4.276,3.329,3.329,3.788,0,12.251,0,5.493,5.126,0,3.921,3.921,2.828,2.828,12.746,4.913,24,11.315,0.107,10.4,0.0,12.236,10.068,0.0,5,28,0,16.834,17.991,5.361,7.981,9.483,10.757,10.807,5.966,12.575,12.961,9.572,15.664,0.066,7.6,14.372,5.142,8,13.355,14.53,0.029,0,0.17,9.08,94.01,5.565,12.266,19.85,8.786,2,2,21
6.469,0.0,0,0,8.793,8.793,6.072,7.437,2.683,0,1.495,3.389,3.561,3.561,3.707,0,10.241,0,4.605,6.47,1,3.697,3.697,2.721,2.721,12.24,4.369,16,10.817,0.117,9.94,0.0,11.71,9.612,10.973,3,18,1,16.102,17.204,4.605,7.596,9.048,10.282,10.427,5.455,12.168,12.419,8.741,14.975,0.073,7.182,13.936,4.5,4,12.758,13.896,0.139,1,0.178,8.724,0.0,4.554,11.725,19.021,8.343,2,2,17
6.321,0.0,0,0,9.092,9.092,6.154,5.135,2.689,0,1.528,4.262,3.327,3.327,3.768,0,12.336,0,5.529,4.927,0,3.907,3.907,2.81,2.81,12.746,4.934,25,11.316,0.107,10.403,0.0,12.235,10.064,0.0,5,29,0,16.822,17.978,5.371,7.986,9.489,10.751,10.811,5.96,12.576,12.958,9.787,15.65,0.068,7.6,14.37,5.142,8,13.34,14.518,0.065,0,0.172,9.087,41.14,5.595,12.256,19.84,8.768,2,2,21
4.509,0.0,0,0,10.366,10.366,6.549,7.444,3.018,1,1.161,1.161,3.968,3.968,4.061,1,8.355,0,5.03,7.411,2,3.34,3.34,3.08,3.08,12.713,4.654,15,11.28,0.1,10.348,2.482,12.214,10.22,24.033,4,21,2,17.164,18.34,4.934,8.028,9.414,10.867,10.885,5.958,12.697,11.754,8.819,15.982,0.061,7.708,14.529,4.762,6,13.635,14.819,0.221,2,0.169,9.105,116.75,5.05,12.497,20.077,8.971,2,2,5
4.638,0.0,0,0,9.413,9.413,6.347,7.444,2.672,1,1.181,1.209,3.978,3.978,3.761,1,7.887,0,4.431,7.411,2,3.24,3.24,2.808,2.808,12.495,4.419,15,11.065,0.105,10.14,2.494,11.991,10.055,24.112,3,17,2,17.107,18.305,4.511,7.847,9.216,10.756,10.728,5.87,12.558,11.801,8.135,15.904,0.065,7.573,14.412,4.466,4,13.516,14.72,0.239,2,0.174,8.935,34.727,4.263,12.361,20.202,8.788,2,2,5
5.222,0.0,0,0,8.803,8.803,6.075,5.09,2.669,0,1.504,3.346,3.224,3.224,3.694,0,9.99,0,4.454,4.739,0,3.693,3.693,2.707,2.707,12.19,4.304,16,10.769,0.114,9.883,0.0,11.662,9.565,0.0,3,18,0,16.115,17.226,4.431,7.528,8.992,10.252,10.363,5.325,12.116,12.407,9.103,14.981,0.073,7.14,13.896,4.394,4,12.745,13.892,-0.014,0,0.178,8.649,0.0,4.263,11.7,19.098,8.285,2,2,17
6.022,0.0,0,0,9.426,9.426,6.261,7.428,2.714,0,1.434,3.257,3.792,3.792,3.8,0,10.767,0,5.226,4.975,1,3.779,3.779,2.846,2.846,12.695,4.812,19,11.262,0.104,10.332,1.833,12.193,10.103,12.864,4,23,1,17.082,18.27,5.147,7.935,9.404,10.821,10.789,5.984,12.599,12.285,4.559,15.885,0.066,7.633,14.437,4.99,7,13.513,14.714,0.106,1,0.166,9.019,34.618,5.204,12.379,20.166,8.809,1,1,17
6.971,0.0,0,0,9.078,9.078,6.151,7.429,2.681,0,1.618,5.015,3.637,3.637,3.75,0,13.13,0,5.438,5.127,1,3.887,3.887,2.787,2.787,12.75,4.913,25,11.321,0.11,10.415,0.0,12.236,10.073,12.653,5,29,1,16.82,17.975,5.323,8.001,9.506,10.762,10.822,5.953,12.584,13.001,9.417,15.649,0.07,7.6,14.376,5.124,8,13.341,14.519,0.156,1,0.173,9.103,46.178,5.521,12.261,19.842,8.77,2,2,27
7.12,0.0,0,0,9.078,9.078,6.15,7.43,2.681,0,1.576,4.319,3.548,3.548,3.749,0,11.823,0,5.193,5.126,1,3.887,3.887,2.787,2.787,12.609,4.779,19,11.178,0.106,10.26,0.0,12.102,9.959,11.484,4,23,1,16.78,17.942,5.142,7.85,9.339,10.657,10.683,5.947,12.462,12.933,9.168,15.604,0.067,7.496,14.271,4.977,7,13.28,14.461,0.163,1,0.167,8.945,33.412,5.187,12.179,19.815,8.67,2,2,21
7.16,0.0,0,0,9.078,9.078,6.15,5.25,2.681,0,1.588,4.263,3.303,3.303,3.748,0,11.514,0,4.977,4.884,0,3.886,3.886,2.785,2.785,12.502,4.615,19,11.072,0.106,10.156,0.0,11.992,9.89,0.0,4,23,0,16.718,17.879,4.913,7.766,9.239,10.577,10.602,5.874,12.389,12.915,8.975,15.544,0.068,7.413,14.204,4.762,7,13.22,14.401,0.087,0,0.169,8.856,27.934,4.927,12.117,19.733,8.598,2,2,21
5.0,0.0,0,0,6.453,6.453,5.226,6.47,2.222,0,1.424,2.379,3.154,3.154,3.29,0,7.985,0,3.091,5.197,0,3.214,3.214,2.341,2.341,11.729,3.689,10,10.305,0.12,9.444,0.0,11.194,9.2,0.0,2,12,0,15.734,16.84,3.401,7.166,8.555,9.848,10.007,5.018,11.749,12.192,8.15,14.609,0.073,6.763,13.516,3.367,3,12.383,13.52,0.164,0,0.181,8.298,0.0,2.303,11.333,18.629,7.958,2,2,11
6.959,0.0,0,0,9.16,9.16,6.168,8.201,2.712,0,1.583,4.295,3.308,3.308,3.786,0,11.66,0,5.056,5.249,0,3.921,3.921,2.825,2.825,12.555,4.663,19,11.125,0.106,10.21,0.0,12.045,9.943,0.0,4,23,0,16.749,17.907,4.984,7.829,9.292,10.627,10.668,5.884,12.448,12.948,8.792,15.578,0.067,7.476,14.256,4.812,7,13.261,14.438,0.004,0,0.169,8.925,29.862,5.043,12.161,19.752,8.665,2,2,21
7.824,0.0,0,0,9.068,9.068,6.154,7.815,2.78,0,1.525,3.613,3.78,3.78,3.822,0,10.49,0,4.644,6.999,0,4.007,4.007,2.844,2.844,12.304,4.394,16,10.883,0.114,10.0,0.0,11.776,9.733,21.664,3,18,0,16.227,17.328,4.554,7.698,9.108,10.395,10.546,5.822,12.3,12.596,8.649,15.106,0.072,7.314,14.076,4.466,4,12.895,14.026,0.176,0,0.179,8.826,0.0,4.575,11.855,19.127,8.489,2,2,17
6.234,0.0,0,0,9.16,9.16,6.168,8.201,2.712,0,1.583,4.295,3.326,3.326,3.786,0,11.66,0,5.056,6.476,0,3.921,3.921,2.825,2.825,12.555,4.663,19,11.125,0.106,10.21,0.0,12.045,9.943,0.0,4,23,0,16.749,17.907,4.984,7.829,9.292,10.627,10.668,5.884,12.448,12.948,8.445,15.578,0.067,7.476,14.256,4.812,7,13.261,14.438,0.019,0,0.169,8.925,29.862,5.043,12.161,19.752,8.665,2,2,21
7.065,0.0,0,0,9.113,9.113,6.158,5.255,2.687,0,1.577,4.245,3.322,3.322,3.763,0,11.606,0,5.081,4.921,0,3.921,3.921,2.803,2.803,12.567,4.691,19,11.137,0.105,10.218,0.0,12.059,9.945,0.0,4,23,0,16.765,17.926,5.004,7.829,9.299,10.628,10.668,5.892,12.448,12.951,8.944,15.591,0.067,7.476,14.256,4.852,7,13.269,14.448,0.027,0,0.169,8.925,30.443,5.056,12.167,19.762,8.665,2,2,21
5.796,0.0,0,0,9.288,9.288,6.229,7.444,2.721,1,1.161,1.136,3.987,3.987,3.793,1,8.176,0,4.852,7.411,2,3.31,3.31,2.83,2.83,12.59,4.644,15,11.159,0.107,10.236,2.913,12.084,10.053,25.244,3,17,2,17.015,18.2,4.868,7.885,9.314,10.76,10.75,5.975,12.562,11.724,9.008,15.823,0.068,7.585,14.398,4.771,4,13.46,14.654,0.282,2,0.17,8.977,45.92,4.771,12.325,20.056,8.777,2,2,5
5.328,0.0,0,0,9.053,9.053,6.151,7.429,2.733,0,1.379,2.63,3.692,3.692,3.766,0,9.563,0,4.736,4.954,1,3.629,3.629,2.784,2.784,12.415,4.533,16,10.99,0.112,10.088,1.671,11.897,9.834,12.063,3,18,1,16.569,17.713,4.736,7.735,9.183,10.552,10.593,5.964,12.379,12.006,4.703,15.41,0.07,7.413,14.192,4.663,4,13.119,14.285,0.088,1,0.174,8.846,0.0,4.615,12.032,19.658,8.555,1,1,12
7.638,0.0,0,0,8.89,8.89,6.096,6.47,2.717,0,1.508,3.385,3.178,3.178,3.744,0,10.053,0,4.5,5.123,0,3.792,3.792,2.759,2.759,12.204,4.29,16,10.781,0.115,9.901,0.0,11.675,9.6,0.0,3,18,0,16.108,17.212,4.419,7.573,9.008,10.264,10.41,5.223,12.155,12.448,8.824,14.982,0.072,7.168,13.924,4.344,4,12.762,13.899,0.1,0,0.178,8.7,0.0,4.29,11.722,19.018,8.343,2,2,17
6.502,0.0,0,0,10.275,10.275,6.56,7.428,2.893,0,1.458,3.608,3.937,3.937,3.935,0,11.489,0,5.505,5.117,1,3.833,3.833,2.954,2.954,12.911,5.011,24,11.472,0.101,10.53,3.503,12.418,10.327,13.073,5,28,1,17.477,18.693,5.442,8.107,9.587,11.059,10.959,6.072,12.788,12.194,0.0,16.254,0.063,7.842,14.647,5.247,8,13.829,15.053,0.116,3,0.161,9.174,87.283,5.561,12.661,20.69,9.019,0,0,17
5.495,0.0,0,0,9.842,9.842,6.421,6.476,2.844,0,1.588,4.328,3.34,3.34,3.894,0,11.692,0,5.05,5.064,0,3.998,3.998,2.921,2.921,12.581,4.673,19,11.151,0.106,10.233,0.0,12.073,10.003,0.0,4,23,0,16.838,17.998,4.984,7.864,9.312,10.695,10.712,5.929,12.508,12.972,8.711,15.667,0.067,7.535,14.33,4.836,7,13.346,14.524,0.129,0,0.168,8.955,29.339,5.037,12.237,19.87,8.724,2,2,21
5.492,0.0,0,0,8.769,8.769,6.077,7.433,2.628,0,1.552,4.134,3.677,3.677,3.707,0,11.618,0,4.942,6.476,0,3.823,3.823,2.745,2.745,12.541,4.635,19,11.115,0.11,10.212,0.0,12.023,9.937,12.172,4,23,1,16.709,17.865,4.868,7.848,9.308,10.609,10.682,5.828,12.453,12.917,12.234,15.538,0.071,7.466,14.252,4.727,7,13.228,14.404,0.143,1,0.177,8.952,39.684,4.89,12.137,19.703,8.653,3,3,21
6.62,0.0,0,0,10.041,10.041,6.486,7.428,2.861,0,1.476,3.826,3.928,3.928,3.901,0,11.862,0,5.513,4.97,1,3.801,3.801,2.919,2.919,12.869,4.977,25,11.434,0.105,10.502,3.696,12.37,10.273,13.256,5,29,1,17.352,18.559,5.425,8.089,9.571,10.986,10.93,5.855,12.741,12.169,0.0,16.137,0.066,7.781,14.584,5.22,8,13.729,14.948,0.238,3,0.167,9.164,41.589,5.595,12.578,20.515,8.956,0,0,18
5.71,0.0,0,0,9.119,9.119,6.16,6.477,2.727,0,1.55,3.979,3.326,3.326,3.781,0,11.215,0,5.03,5.202,0,3.929,3.929,2.811,2.811,12.561,4.673,18,11.13,0.104,10.209,0.0,12.054,9.944,0.0,4,22,0,16.77,17.932,4.977,7.821,9.287,10.626,10.662,5.893,12.445,12.946,12.733,15.598,0.065,7.476,14.254,4.82,7,13.277,14.453,-0.062,0,0.167,8.916,69.68,4.949,12.17,19.763,8.679,3,3,20
5.31,0.0,0,0,8.956,8.956,6.123,7.429,2.724,0,1.403,2.684,3.673,3.673,3.754,0,9.345,0,4.466,6.469,1,3.625,3.625,2.77,2.77,12.277,4.317,16,10.854,0.112,9.959,1.432,11.754,9.754,11.633,3,18,1,16.455,17.592,4.419,7.659,9.061,10.434,10.52,5.843,12.303,11.981,4.47,15.303,0.071,7.306,14.111,4.394,4,13.025,14.184,0.097,1,0.18,8.774,0.0,4.317,11.943,19.445,8.491,1,1,12
5.0,0.0,0,0,8.806,8.806,6.075,6.727,2.674,0,1.534,3.595,3.165,3.165,3.695,0,10.328,0,4.543,5.07,0,3.693,3.693,2.707,2.707,12.221,4.369,16,10.798,0.114,9.913,0.0,11.693,9.575,0.0,3,18,0,16.124,17.236,4.543,7.542,9.02,10.265,10.373,5.337,12.124,12.445,8.965,14.99,0.073,7.14,13.903,4.466,4,12.753,13.901,0.216,0,0.177,8.662,0.0,4.369,11.709,19.111,8.288,2,2,17
5.532,0.0,0,0,9.084,9.084,6.152,6.477,2.596,0,1.561,3.996,3.306,3.306,3.724,0,11.119,0,4.92,5.15,0,3.895,3.895,2.793,2.793,12.495,4.595,18,11.065,0.105,10.147,0.0,11.987,9.888,0.0,4,22,0,16.723,17.885,4.883,7.757,9.227,10.575,10.596,5.875,12.386,12.91,12.949,15.551,0.065,7.413,14.202,4.727,7,13.229,14.406,0.151,0,0.167,8.845,64.183,4.804,12.12,19.734,8.613,3,3,20
4.854,0.0,0,0,9.922,9.922,6.487,7.444,2.806,1,1.333,2.302,3.979,3.979,3.899,1,9.211,0,4.691,7.411,2,3.82,3.82,2.944,2.944,12.633,4.575,15,11.199,0.105,10.274,2.251,12.13,10.194,24.184,3,17,2,17.223,18.418,4.7,7.992,9.345,10.894,10.879,5.946,12.705,12.24,7.825,16.024,0.063,7.727,14.554,4.615,4,13.645,14.843,0.147,2,0.173,9.087,39.574,4.564,12.492,20.317,8.944,2,2,11
7.097,0.0,0,0,8.779,8.779,6.07,5.073,2.665,0,1.513,3.359,3.855,3.855,3.69,0,9.906,0,4.357,4.739,0,3.693,3.693,2.704,2.704,12.128,4.22,16,10.706,0.116,9.827,0.0,11.598,9.523,0.0,3,18,0,16.049,17.155,4.331,7.491,8.937,10.192,10.324,5.223,12.075,12.394,9.07,14.919,0.073,7.081,13.851,4.263,4,12.693,13.835,0.249,0,0.179,8.612,0.0,4.159,11.652,18.978,8.249,2,2,17
8.796,0.0,0,0,8.788,8.788,6.072,6.47,2.664,0,1.502,3.343,3.188,3.188,3.693,0,10.001,0,4.477,5.066,0,3.695,3.695,2.711,2.711,12.172,4.29,16,10.751,0.116,9.869,0.0,11.642,9.554,0.0,3,18,0,16.072,17.177,4.407,7.525,8.98,10.229,10.361,5.365,12.111,12.403,8.711,14.943,0.073,7.125,13.887,4.382,4,12.718,13.86,0.033,0,0.181,8.648,0.0,4.317,11.68,19.001,8.278,2,2,17
5.947,0.0,0,0,9.084,9.084,6.152,6.477,2.722,0,1.561,3.996,3.306,3.306,3.767,0,11.119,0,4.92,5.209,0,3.895,3.895,2.793,2.793,12.495,4.595,18,11.065,0.105,10.147,0.0,11.987,9.888,0.0,4,22,0,16.723,17.885,4.883,7.757,9.227,10.575,10.596,5.875,12.386,12.91,12.706,15.551,0.065,7.413,14.202,4.727,7,13.229,14.406,0.021,0,0.167,8.845,64.183,4.804,12.12,19.734,8.613,3,3,20
6.81,0.0,0,0,10.326,10.326,6.568,7.818,2.882,0,1.444,3.517,3.964,3.964,3.957,1,11.43,0,5.476,7.812,2,3.979,3.979,2.992,2.992,12.903,4.984,19,11.468,0.103,10.536,2.113,12.404,10.378,56.86,4,23,1,17.358,18.548,5.333,8.199,9.603,11.084,11.071,6.17,12.887,12.526,0.0,16.162,0.064,7.932,14.727,5.176,7,13.795,14.989,0.241,3,0.165,9.291,44.774,5.557,12.655,20.471,9.116,0,0,12
7.215,0.0,0,0,9.914,9.914,6.445,7.428,2.811,0,1.417,3.148,3.956,3.956,3.882,1,10.697,0,5.263,6.471,2,3.764,3.764,2.917,2.917,12.771,4.836,19,11.336,0.102,10.403,2.58,12.272,10.224,12.768,4,23,1,17.241,18.436,5.153,8.042,9.47,10.928,10.904,6.055,12.717,12.157,0.0,16.039,0.065,7.758,14.555,4.99,7,13.658,14.86,0.203,3,0.167,9.13,34.531,5.231,12.513,20.346,8.951,0,0,12
7.514,0.0,0,0,9.572,9.572,6.335,7.435,2.741,0,1.369,2.748,3.991,3.991,3.81,1,10.192,0,5.153,7.423,3,3.711,3.711,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.414,12.193,10.133,24.741,4,23,2,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,11.953,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.19,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
6.002,0.0,0,0,9.914,9.914,6.445,7.435,2.811,0,1.364,2.745,3.994,3.994,3.882,1,10.294,0,5.263,7.423,3,3.77,3.77,2.917,2.917,12.771,4.836,19,11.336,0.102,10.403,2.323,12.272,10.224,24.908,4,23,2,17.241,18.436,5.153,8.042,9.47,10.928,10.904,6.055,12.717,12.097,0.0,16.039,0.065,7.758,14.555,4.99,7,13.658,14.86,0.181,3,0.167,9.13,34.531,5.231,12.513,20.346,8.951,0,0,12
6.238,0.0,0,0,9.581,9.581,6.338,7.435,2.768,0,1.364,2.778,3.991,3.991,3.838,1,10.414,0,5.242,7.423,3,3.746,3.746,2.874,2.874,12.753,4.828,19,11.32,0.104,10.394,4.554,12.25,10.213,25.049,4,23,2,17.178,18.367,5.136,8.047,9.467,10.908,10.907,5.929,12.715,11.996,0.0,15.983,0.065,7.753,14.548,4.997,7,13.618,14.813,0.197,3,0.168,9.137,37.783,5.293,12.483,20.269,8.942,0,0,12
6.351,0.0,0,0,10.325,10.325,6.567,7.815,2.875,0,1.427,3.3,3.964,3.964,3.952,1,11.031,0,5.407,7.428,2,3.849,3.849,2.987,2.987,12.852,4.927,19,11.416,0.101,10.482,2.266,12.354,10.311,35.206,4,23,1,17.325,18.52,5.273,8.125,9.547,11.022,10.993,6.163,12.808,12.367,0.0,16.124,0.064,7.856,14.65,5.106,7,13.745,14.945,0.198,3,0.165,9.214,39.336,5.425,12.599,20.447,9.041,0,0,12
6.238,0.0,0,0,8.769,8.769,6.077,7.43,2.672,0,1.552,4.134,3.581,3.581,3.72,0,11.618,0,4.942,6.476,1,3.823,3.823,2.745,2.745,12.541,4.635,19,11.115,0.11,10.212,0.0,12.023,9.937,12.284,4,23,1,16.709,17.865,4.868,7.848,9.308,10.609,10.682,5.828,12.453,12.917,12.38,15.538,0.071,7.466,14.252,4.727,7,13.228,14.404,0.158,1,0.177,8.952,39.684,4.89,12.137,19.703,8.653,3,3,21
8.0,0.0,0,0,9.572,9.572,6.273,5.158,2.908,0,1.301,2.081,3.227,3.227,3.978,0,8.986,2,4.554,4.559,0,3.186,3.186,2.999,2.999,12.392,4.277,15,10.967,0.108,10.064,0.0,11.874,9.841,0.0,4,21,0,16.526,17.652,4.522,7.725,9.157,10.46,10.535,5.619,12.308,12.3,13.04,15.385,0.07,7.334,14.106,4.369,6,13.121,14.273,0.156,0,0.169,8.8,103.702,4.585,12.038,19.439,8.579,3,3,10
9.279,3.168,1,0,9.178,9.178,6.201,7.444,2.736,1,1.172,1.159,3.976,3.976,3.794,1,7.898,0,4.585,7.411,2,3.294,3.294,2.826,2.826,12.511,4.522,14,11.081,0.105,10.158,2.764,12.005,10.014,24.408,3,16,2,16.969,18.152,4.663,7.839,9.236,10.701,10.71,5.937,12.524,11.714,4.57,15.781,0.064,7.535,14.36,4.595,4,13.426,14.613,0.296,2,0.173,8.932,85.61,4.382,12.287,19.962,8.762,1,1,5
6.936,0.0,0,0,8.866,8.866,6.089,7.428,2.78,0,1.412,3.023,3.718,3.718,3.786,0,10.358,0,4.927,5.167,1,3.706,3.706,2.785,2.785,12.493,4.575,21,11.07,0.114,10.18,0.0,11.967,9.86,12.661,4,23,1,16.412,17.525,4.905,7.82,9.286,10.519,10.641,6.021,12.39,12.486,13.576,15.278,0.073,7.391,14.167,4.771,5,13.042,14.187,0.435,1,0.178,8.931,53.1,4.942,11.996,19.333,8.582,3,3,16
6.299,0.0,0,0,8.115,8.115,5.814,5.234,2.597,0,1.563,4.175,3.243,3.243,3.641,0,11.585,1,4.82,4.773,0,3.628,3.628,2.672,2.672,12.381,4.443,21,10.962,0.115,10.08,0.0,11.849,9.734,0.0,4,23,0,16.295,17.415,4.771,7.715,9.197,10.392,10.522,5.414,12.259,12.554,17.133,15.152,0.076,7.273,14.027,4.605,5,12.904,14.058,0.213,0,0.181,8.828,47.912,4.883,11.862,19.322,8.438,4,4,22
8.91,3.119,1,0,9.316,9.316,6.236,8.191,2.746,1,1.162,1.133,3.991,3.991,3.809,1,8.128,0,4.875,7.444,2,3.315,3.315,2.845,2.845,12.621,4.663,14,11.189,0.105,10.265,2.479,12.117,10.082,25.146,3,16,2,17.037,18.223,4.905,7.919,9.341,10.785,10.784,5.985,12.591,11.73,4.556,15.847,0.066,7.621,14.424,4.787,4,13.488,14.678,0.171,2,0.168,9.015,106.1,4.727,12.351,20.07,8.827,1,1,5
6.0,0.0,0,0,8.227,8.227,5.929,7.815,2.721,0,1.563,4.328,3.778,3.778,3.762,0,12.014,1,4.754,6.999,0,3.951,3.951,2.785,2.785,12.446,4.5,21,11.029,0.119,10.158,0.0,11.906,9.849,21.435,4,23,0,16.357,17.467,4.7,7.837,9.285,10.498,10.655,5.769,12.396,12.685,17.008,15.224,0.078,7.405,14.166,4.615,5,12.996,14.141,0.17,0,0.184,8.957,62.428,4.875,11.964,19.37,8.566,4,4,22
6.754,0.0,0,0,7.958,7.958,5.778,5.23,2.538,0,1.433,3.135,3.222,3.222,3.58,0,10.382,1,4.663,4.75,0,3.448,3.448,2.617,2.617,12.307,4.344,20,10.889,0.118,10.011,0.0,11.772,9.668,0.0,4,22,0,16.243,17.364,4.644,7.643,9.132,10.327,10.446,5.351,12.188,12.407,17.308,15.1,0.076,7.195,13.963,4.5,5,12.849,14.003,0.196,0,0.181,8.751,102.853,4.718,11.803,19.287,8.373,4,4,16
5.604,0.0,0,0,7.9,7.9,5.766,5.231,2.604,0,1.532,4.008,3.222,3.222,3.629,0,11.535,1,4.71,4.76,0,3.457,3.457,2.649,2.649,12.38,4.407,21,10.962,0.121,10.094,0.0,11.839,9.741,0.0,4,23,0,16.267,17.382,4.691,7.741,9.222,10.397,10.542,5.463,12.272,12.51,17.377,15.126,0.08,7.273,14.035,4.543,5,12.886,14.04,0.211,0,0.184,8.858,58.45,4.82,11.855,19.302,8.435,4,4,22
7.495,3.112,1,1,9.306,9.306,6.233,7.475,2.761,1,1.369,2.985,3.991,3.991,3.824,1,11.079,0,5.485,7.444,2,3.709,3.709,2.858,2.858,12.855,4.977,21,11.426,0.108,10.515,2.7,12.342,10.256,36.85,4,23,3,17.092,18.267,5.357,8.162,9.606,10.941,11.012,6.004,12.786,12.281,4.483,15.908,0.069,7.813,14.588,5.147,5,13.574,14.757,0.185,3,0.177,9.277,74.623,5.553,12.469,20.104,8.992,1,1,17
6.0,0.0,0,0,8.737,8.737,6.061,5.238,2.63,0,1.565,4.245,3.296,3.296,3.746,0,11.761,1,4.883,5.109,0,3.78,3.78,2.802,2.802,12.456,4.5,21,11.037,0.114,10.152,0.0,11.925,9.853,0.0,4,23,0,16.41,17.526,4.828,7.816,9.267,10.51,10.639,5.739,12.388,12.627,16.984,15.274,0.075,7.402,14.166,4.654,5,13.034,14.181,0.087,0,0.181,8.93,49.866,4.963,11.988,19.423,8.577,4,4,22
6.0,0.0,0,0,8.714,8.714,6.057,7.815,2.722,0,1.565,4.402,3.778,3.778,3.762,0,12.19,1,4.82,6.999,0,3.951,3.951,2.795,2.795,12.516,4.554,21,11.1,0.118,10.225,0.0,11.979,9.956,21.457,4,23,0,16.466,17.573,4.762,7.927,9.349,10.605,10.758,5.929,12.509,12.75,16.955,15.338,0.077,7.519,14.288,4.663,5,13.116,14.255,0.133,0,0.184,9.047,64.381,4.949,12.078,19.467,8.689,4,4,22
7.222,3.13,1,1,9.302,9.302,6.232,7.475,2.758,1,1.364,2.96,3.987,3.987,3.821,1,11.096,0,5.455,7.444,2,3.703,3.703,2.855,2.855,12.842,4.956,21,11.414,0.11,10.509,2.766,12.326,10.253,36.888,4,23,3,17.076,18.249,5.298,8.166,9.604,10.934,11.015,5.979,12.787,12.279,4.498,15.893,0.07,7.813,14.587,5.1,5,13.562,14.744,0.192,3,0.179,9.283,78.327,5.521,12.46,20.088,8.988,1,1,17
5.481,0.0,0,0,8.755,8.755,6.063,7.815,2.735,0,1.585,4.501,3.78,3.78,3.798,0,12.199,1,4.97,6.999,0,3.977,3.977,2.835,2.835,12.537,4.575,21,11.118,0.114,10.233,0.0,12.007,9.963,21.876,4,23,0,16.507,17.618,4.89,7.917,9.347,10.622,10.75,5.979,12.507,12.756,16.715,15.376,0.075,7.519,14.291,4.745,5,13.146,14.287,0.128,0,0.179,9.031,54.774,5.075,12.099,19.504,8.698,4,4,22
