pXC50,H.050,nHDon,CATS2D_08_DA,ATSC8s,Hy,CATS2D_08_AP,Eig10_EA.bo.,Eig11_EA.bo.,DLS_07,P_VSA_MR_5,ATS8s,DBI,PHI,Eig13_EA.bo.,GGI9,CATS2D_09_DL,CATS2D_02_DP,GGI8,S2K,Uindex,CATS2D_09_DA,CATS2D_03_DA,Eig04_EA.dm.,RBN,Eig04_AEA.dm.,Eig06_AEA.dm.,S3K,BAC,SAdon,Eig05_EA.dm.,Eig09_EA.dm.,CATS2D_02_DA,IC3,GGI10,DLS_02,TPSA.NO.,TPSA.Tot.,TIE,IAC,IDDE,TIC0,LLS_02,Eig08_EA.dm.,ON0V,SpMax6_Bh.v.,SpMin6_Bh.i.,SpMin6_Bh.p.,SpMin6_Bh.v.,SsNH2,Eig07_EA.dm.,S1K,SpMax7_Bh.e.,SpMax7_Bh.i.,SpMax8_Bh.e.,SpMax8_Bh.i.,SpMin7_Bh.p.,SpMin8_Bh.e.,SpMin8_Bh.i.,SpMin8_Bh.v.,TIC2,VvdwZAZ,ATSC5s,SpMin6_Bh.e.,Chi1_EA.ed.,Eig09_EA.bo.,Eig10_EA.dm.,Eig11_EA.dm.,Eta_F,Eta_FL
4.262,0,0,0,34.429,-0.879,0,1.6,1.5,1.0,5.069,5.484,2.236,4.187,0.586,0.174,0,0,0.279,6.706,35.643,0,0,0.0,2,2.862,2.166,3.033,5.0,0.0,0.0,0.0,0,4.988,0.053,0.83,17.07,45.31,37.665,60.689,4.459,60.689,0.75,0.0,8.06,3.031,1.049,1.238,1.252,0.0,0.0,16.857,3.093,3.122,2.89,2.944,1.129,0.936,0.893,1.107,181.406,331.83,28.003,1.062,5.198,1.971,0.0,0.0,24.832,6.914
4.262,0,0,0,25.433,-0.722,0,1.5,1.013,1.0,43.334,5.304,2.739,4.635,-0.064,0.106,0,0,0.245,6.935,38.154,0,0,0.0,4,2.94,2.386,3.472,10.0,0.0,0.0,0.0,0,4.607,0.112,0.83,60.51,60.51,42.648,71.591,4.085,71.591,0.88,0.0,7.886,2.815,0.827,1.249,1.215,0.0,0.0,17.379,2.901,2.925,2.854,2.918,1.062,0.849,0.814,1.011,168.905,312.36,45.963,0.892,4.85,1.607,0.0,0.0,23.363,6.798
4.262,1,1,0,57.012,-0.197,0,-0.126,-0.302,1.0,47.568,5.307,3.317,5.533,-0.962,0.121,0,0,0.177,7.385,39.403,0,1,0.8,5,2.674,1.822,4.158,18.0,18.011,0.0,0.0,1,4.553,0.07,1.0,87.39,87.39,51.046,66.109,4.011,66.109,1.0,0.0,7.317,2.91,1.064,1.376,1.429,0.0,0.0,15.734,3.055,3.122,2.742,2.822,1.287,0.667,0.575,1.021,165.367,270.1,153.273,1.153,3.962,0.969,0.0,0.0,18.153,5.077
4.262,9,9,4,441.058,4.958,0,2.374,2.215,0.5,99.703,7.467,5.745,11.304,1.984,1.507,29,0,2.041,14.538,86.022,1,7,0.532,7,3.637,3.413,6.621,329.0,384.15,0.532,0.0,0,5.707,1.177,0.33,228.22,228.22,241.525,171.985,5.53,171.985,0.5,0.0,23.633,3.478,1.674,1.889,1.906,0.0,0.0,43.541,3.487,3.552,3.481,3.531,1.682,1.455,1.404,1.675,558.053,771.7,349.893,1.713,8.493,2.508,0.0,0.0,33.54,4.503
4.262,1,1,0,41.348,-0.159,0,1.367,0.927,1.0,49.112,5.209,3.606,5.369,-0.43,0.22,0,0,0.236,7.36,41.943,0,1,0.0,4,2.568,2.093,4.166,26.0,18.011,0.0,0.0,2,4.461,0.086,1.0,101.49,138.11,61.835,81.667,3.894,81.667,1.0,0.0,8.183,2.946,1.067,1.37,1.373,0.0,0.0,18.239,2.922,3.005,2.854,2.925,1.192,0.886,0.821,1.107,187.82,309.52,101.3,1.131,4.479,1.5,0.0,0.0,23.485,5.791
4.262,1,1,1,143.49,-0.283,0,1.414,0.851,1.0,46.796,6.071,4.183,6.912,0.395,0.275,1,0,0.31,9.252,55.526,0,1,1.484,8,3.418,2.918,4.438,54.0,18.011,0.86,0.0,2,5.088,0.267,0.83,111.24,111.24,99.361,89.11,4.574,89.11,1.0,0.254,10.95,3.083,1.184,1.549,1.558,0.0,0.549,22.413,3.26,3.3,3.133,3.219,1.499,1.127,1.038,1.46,264.192,388.93,227.591,1.245,5.093,1.565,0.0,0.0,29.067,6.471
4.262,5,5,0,36.749,3.026,0,-0.625,-1.0,1.0,120.982,4.974,3.536,5.618,-1.618,0.08,0,2,0.09,6.985,41.926,2,2,0.0,5,1.945,1.326,4.316,41.0,108.478,0.0,0.0,2,4.196,0.066,1.0,100.23,100.23,33.969,57.41,3.503,57.41,1.0,0.0,6.8,2.749,0.839,1.144,1.131,10.279,0.0,14.477,2.698,2.808,2.608,2.803,1.057,0.508,0.307,1.027,150.485,243.49,37.575,0.883,3.157,-0.287,0.0,0.0,14.597,4.456
4.252,1,1,0,34.77,-0.241,0,0.515,0.472,1.0,44.689,5.216,3.082,4.975,-0.537,0.143,0,0,0.149,6.975,36.971,0,0,0.86,3,2.969,2.151,3.561,18.0,17.888,0.0,0.0,1,4.912,0.061,1.0,67.76,96.0,47.703,70.063,4.176,70.063,1.0,0.0,7.26,2.916,1.054,1.338,1.348,0.0,0.0,16.405,2.944,2.992,2.881,2.927,1.098,0.869,0.821,1.029,177.911,290.09,45.87,1.107,4.193,1.065,0.0,0.0,18.203,5.231
5.353,7,7,2,162.464,2.936,2,2.425,2.425,0.0,284.025,7.25,8.689,41.717,2.059,0.763,10,0,0.972,49.027,250.719,3,3,1.94,53,3.718,2.989,32.364,214.0,119.827,1.419,0.8,4,5.482,0.548,0.33,297.15,297.15,432.742,310.009,5.614,310.009,0.5,0.8,37.517,3.624,1.712,1.951,1.975,11.506,0.86,79.133,3.75,3.811,3.737,3.8,1.929,1.754,1.691,1.956,973.455,1315.67,213.255,1.772,19.343,2.752,0.555,0.555,82.077,13.976
5.516,8,8,4,189.16,3.705,4,2.752,2.425,0.0,283.497,7.186,8.515,37.448,2.121,0.812,6,2,0.909,44.555,232.773,5,4,1.94,47,3.718,2.989,29.931,194.0,162.51,1.419,0.8,6,5.758,0.531,0.33,329.74,329.74,402.664,297.275,6.243,297.275,0.38,0.86,34.667,3.62,1.694,1.944,1.953,11.016,0.86,74.803,3.745,3.808,3.728,3.791,1.927,1.683,1.622,1.896,967.326,1229.02,240.697,1.752,18.208,2.901,0.8,0.555,84.518,14.942
4.262,6,6,3,175.382,2.336,2,2.378,2.329,0.0,232.164,7.134,8.276,37.695,2.072,0.723,5,0,0.842,44.814,224.124,3,3,1.94,48,3.603,2.989,30.207,152.0,129.613,1.419,0.8,4,5.658,0.515,0.33,291.36,291.36,380.222,290.399,6.328,290.399,0.5,0.8,34.05,3.62,1.692,1.927,1.954,5.634,0.86,73.18,3.744,3.806,3.73,3.793,1.92,1.688,1.629,1.894,921.396,1209.66,225.165,1.753,18.162,2.752,0.555,0.555,78.46,14.006
5.684,0,0,0,55.419,-0.733,0,1.5,1.197,1.0,28.735,5.483,3.082,4.768,0.373,0.094,0,0,0.219,7.218,39.754,0,0,0.943,4,3.368,2.587,3.155,19.0,0.0,0.769,0.0,0,4.955,0.055,1.0,73.8,102.04,50.877,72.891,4.31,72.891,1.0,0.0,8.567,2.923,1.17,1.454,1.453,0.0,0.0,17.835,2.909,2.954,2.854,2.925,1.251,0.94,0.902,1.126,199.555,332.59,42.669,1.202,5.056,1.54,0.0,0.0,27.887,7.259
4.262,2,2,0,31.432,0.296,0,1.143,0.535,1.0,36.695,5.256,3.162,4.73,-0.426,0.157,2,0,0.193,7.11,39.606,0,0,0.0,4,2.581,1.975,3.722,11.0,60.572,0.0,0.0,2,4.907,0.103,1.0,83.81,83.81,39.756,62.959,4.054,62.959,1.0,0.0,7.267,2.863,0.931,1.19,1.186,0.0,0.0,15.967,2.932,2.981,2.854,2.925,1.098,0.886,0.821,1.095,166.846,283.15,45.746,0.982,4.523,1.5,0.0,0.0,25.374,7.396
4.262,2,2,0,37.476,0.304,0,1.276,1.126,1.0,65.745,5.443,3.082,5.842,-0.153,0.181,1,0,0.236,8.293,47.207,1,1,0.0,6,2.484,2.189,4.701,28.0,60.572,0.0,0.0,1,5.063,0.193,1.0,97.45,97.45,41.768,78.793,4.607,78.793,1.0,0.0,10.117,2.999,1.168,1.529,1.515,0.0,0.0,19.021,3.095,3.183,2.928,3.013,1.327,0.868,0.801,1.157,226.227,327.3,42.792,1.241,5.038,1.617,0.0,0.0,26.726,7.383
4.262,6,6,3,181.218,2.359,2,2.301,2.286,0.0,206.588,7.123,8.093,38.765,2.016,0.663,6,0,0.767,45.96,219.795,3,3,1.94,49,3.718,3.226,30.718,121.0,129.613,1.94,0.8,4,5.664,0.449,0.33,291.36,316.66,362.924,292.654,6.255,292.654,0.5,0.86,32.55,3.618,1.691,1.935,1.946,5.57,0.86,72.536,3.737,3.799,3.704,3.773,1.91,1.666,1.6,1.883,893.448,1193.57,209.046,1.748,18.328,2.752,0.8,0.555,76.431,13.704
4.904,1,1,1,41.129,-0.383,0,1.758,1.533,1.0,81.127,5.927,4.062,8.92,1.304,0.388,2,0,0.403,12.31,62.104,0,0,0.8,8,3.082,2.514,6.428,31.0,17.888,0.8,0.0,1,5.188,0.329,0.83,79.17,79.17,70.614,106.137,4.781,106.137,0.88,0.0,13.55,3.219,1.413,1.632,1.643,0.0,0.0,26.087,3.306,3.407,3.191,3.276,1.584,1.254,1.206,1.519,347.612,487.59,49.279,1.465,6.672,1.77,0.0,0.0,34.305,8.203
4.262,6,6,1,154.078,2.382,1,2.259,2.228,0.0,222.455,7.05,8.031,34.595,2.016,0.663,7,0,0.792,41.485,206.993,3,4,1.94,44,3.718,2.989,27.138,130.0,129.613,1.419,0.8,4,5.482,0.465,0.33,291.36,291.36,352.292,276.863,6.077,276.863,0.5,0.8,32.05,3.616,1.682,1.943,1.944,5.675,0.86,69.215,3.736,3.799,3.684,3.756,1.901,1.658,1.59,1.875,853.104,1140.46,224.132,1.736,17.226,2.752,0.555,0.555,77.007,14.084
5.402,8,8,4,197.741,3.674,4,2.752,2.425,0.0,271.816,7.241,8.631,40.908,2.121,0.832,8,2,0.934,48.172,246.192,5,4,1.94,51,3.719,3.226,32.155,199.0,162.51,1.94,0.86,6,5.837,0.515,0.33,329.74,355.04,423.327,313.172,6.32,313.172,0.38,0.86,35.5,3.621,1.692,1.937,1.952,11.021,1.2,78.128,3.746,3.808,3.728,3.792,1.927,1.692,1.632,1.896,1008.18,1282.13,229.923,1.751,19.041,2.901,0.8,0.8,84.891,14.572
5.694,9,9,5,193.995,4.335,5,2.752,2.425,0.0,331.173,7.304,8.86,42.133,2.121,0.852,8,2,1.014,49.564,259.883,5,3,1.94,53,3.718,2.989,33.461,240.0,152.724,1.419,0.8,6,5.653,0.564,0.33,335.53,335.53,447.694,316.997,6.407,316.997,0.38,0.86,37.8,3.623,1.711,1.951,1.974,16.783,0.86,80.758,3.75,3.811,3.737,3.801,1.929,1.749,1.686,1.952,1024.63,1335.03,221.216,1.771,19.617,2.901,0.8,0.555,87.308,14.896
5.661,8,8,3,194.528,3.674,2,2.752,2.328,0.0,271.816,7.213,8.631,40.908,2.121,0.792,5,2,0.884,48.172,246.253,7,3,1.94,51,3.719,3.226,31.695,199.0,162.51,1.94,0.86,6,5.809,0.515,0.33,329.74,355.04,422.134,313.172,6.363,313.172,0.38,0.86,35.5,3.619,1.69,1.941,1.946,10.841,1.2,78.128,3.743,3.807,3.73,3.795,1.919,1.687,1.626,1.898,1005.42,1282.13,247.724,1.747,19.092,2.902,0.8,0.8,84.211,14.58
4.262,1,1,0,46.155,-0.396,0,1.17,0.772,1.0,35.91,5.44,3.0,3.873,0.117,0.087,1,0,0.164,6.07,35.44,0,0,0.0,3,2.655,1.992,2.297,21.0,42.683,0.0,0.0,0,4.847,0.025,1.0,54.59,54.59,43.835,64.456,4.244,64.456,1.0,0.0,8.85,2.968,1.088,1.34,1.359,0.0,0.0,15.952,3.061,3.128,2.899,2.941,1.281,0.859,0.805,1.085,196.462,305.54,45.589,1.162,4.704,1.569,0.0,0.0,25.681,6.462
4.262,1,1,0,21.606,-0.356,0,1.12,0.585,1.0,62.366,5.341,3.464,6.247,-0.091,0.195,2,0,0.205,8.617,41.679,0,1,0.0,8,2.533,1.656,4.297,23.0,18.011,0.0,0.0,1,4.961,0.112,1.0,42.22,67.52,34.053,72.644,4.374,72.644,1.0,0.0,9.933,2.949,1.093,1.437,1.498,0.0,0.0,18.126,3.12,3.214,2.885,2.962,1.348,0.886,0.821,1.107,227.255,328.81,27.006,1.19,4.932,1.5,0.0,0.0,19.356,5.242
4.262,6,6,1,161.904,2.359,1,2.306,2.228,0.0,210.773,7.113,8.155,38.042,2.016,0.683,9,0,0.817,45.104,219.752,3,4,1.94,48,3.719,3.226,29.325,133.0,129.613,1.94,0.8,4,5.668,0.449,0.33,291.36,316.66,371.607,292.654,6.231,292.654,0.5,0.86,32.883,3.617,1.68,1.936,1.933,5.678,0.86,72.536,3.737,3.799,3.688,3.757,1.9,1.67,1.605,1.878,897.938,1193.57,213.251,1.733,18.059,2.752,0.8,0.555,77.361,13.715
4.253,2,2,0,32.343,0.327,0,1.475,1.314,1.0,16.663,5.211,3.464,5.224,-0.017,0.142,1,0,0.21,7.74,44.811,1,0,0.0,6,2.669,2.029,4.432,21.0,60.572,0.0,0.0,1,4.824,0.083,1.0,120.65,120.65,52.343,66.602,3.844,66.602,1.0,0.0,6.933,2.942,1.07,1.371,1.324,0.0,0.0,17.547,2.854,2.925,2.821,2.882,1.213,0.861,0.795,1.107,158.911,298.09,74.348,1.081,4.865,1.5,0.0,0.0,29.119,8.169
4.418,2,2,0,12.784,0.331,0,0.235,-0.335,1.0,42.396,4.921,2.449,3.956,-0.801,0.115,0,0,0.203,5.737,32.29,0,1,0.0,2,2.346,2.096,2.805,17.0,59.469,0.0,0.0,0,4.9,0.074,1.0,48.38,48.38,32.051,57.445,4.166,57.445,1.0,0.0,6.269,2.874,0.924,1.174,1.175,0.0,0.0,14.481,2.669,2.738,2.554,2.591,0.885,0.556,0.464,0.839,146.2,259.74,29.616,0.978,3.795,0.947,0.0,0.0,17.672,5.623
5.116,8,8,4,165.03,3.665,4,2.329,2.306,0.0,263.84,7.183,8.515,40.803,2.072,0.763,8,0,0.922,48.154,241.77,3,4,1.94,52,3.718,2.989,31.013,176.0,162.51,1.419,0.8,4,5.532,0.548,0.33,317.38,317.38,421.14,304.831,6.39,304.831,0.38,0.8,35.383,3.62,1.701,1.943,1.963,11.219,0.86,77.109,3.744,3.807,3.73,3.793,1.926,1.707,1.646,1.923,943.356,1272.56,234.024,1.764,19.01,2.752,0.555,0.555,82.261,14.296
4.262,6,6,2,147.466,2.382,2,2.286,2.259,0.0,218.27,7.017,7.969,35.267,2.016,0.663,6,0,0.767,42.291,207.09,3,4,1.94,45,3.603,2.989,28.462,114.0,129.613,1.419,0.8,4,5.566,0.465,0.33,291.36,291.36,344.452,276.863,6.197,276.863,0.5,0.8,31.717,3.618,1.683,1.936,1.945,5.567,0.86,69.215,3.737,3.799,3.704,3.773,1.911,1.662,1.597,1.882,861.594,1140.46,215.155,1.737,17.437,2.752,0.555,0.555,76.241,14.06
4.581,1,1,0,26.621,-0.244,0,0.497,-0.468,1.0,44.689,4.93,2.828,4.247,-0.786,0.103,0,0,0.142,6.143,32.319,0,0,0.0,2,2.967,1.67,3.103,10.0,17.888,0.0,0.0,1,4.793,0.041,1.0,58.53,86.77,40.854,62.265,4.297,62.265,1.0,0.0,6.176,2.826,0.951,1.136,1.151,0.0,0.0,14.519,2.9,2.944,2.42,2.512,1.008,0.601,0.538,0.869,150.974,264.0,40.074,0.97,3.966,0.961,0.0,0.0,15.755,4.746
4.252,1,1,0,14.597,-0.301,0,-0.203,-0.726,1.0,16.786,4.914,2.236,3.199,-1.286,0.123,0,0,0.108,5.001,27.958,0,0,0.0,2,2.221,1.37,2.458,5.0,42.683,0.0,0.0,0,4.375,0.025,1.0,32.59,60.83,28.096,49.059,3.892,49.059,1.0,0.0,5.21,2.715,0.821,1.052,1.06,0.0,0.0,12.154,2.655,2.717,2.465,2.511,0.908,0.456,0.399,0.749,108.881,221.53,31.859,0.886,3.656,0.877,0.0,0.0,17.001,5.554
5.207,3,3,0,43.975,1.114,0,-0.054,-0.593,1.0,43.621,5.245,3.082,5.29,-0.641,0.166,3,0,0.283,7.004,42.256,0,0,0.0,3,2.858,2.166,4.371,39.0,103.377,0.0,0.0,1,4.889,0.087,1.0,81.92,81.92,53.606,62.596,3.789,62.596,1.0,0.0,6.302,2.753,0.831,1.115,1.131,0.0,0.0,16.614,2.852,2.883,2.563,2.63,1.017,0.463,0.397,0.841,150.609,279.21,62.189,0.883,3.907,0.582,0.0,0.0,22.08,6.22
4.252,1,1,0,140.75,-0.162,0,1.976,1.593,1.0,4.736,6.021,3.464,4.041,0.304,0.237,2,0,0.376,6.282,40.112,0,1,0.98,3,3.418,2.913,2.802,41.0,42.683,0.0,0.0,0,4.844,0.177,0.83,146.24,174.48,71.325,68.015,4.459,68.015,0.88,0.0,6.583,2.875,0.99,1.315,1.268,0.0,0.0,17.366,2.913,2.967,2.742,2.763,1.092,0.742,0.687,0.961,152.015,289.43,112.176,1.009,4.753,1.999,0.0,0.0,33.914,8.319
4.252,1,1,0,18.255,-0.383,0,1.09,1.028,1.0,16.786,4.999,2.646,3.711,-0.244,0.12,0,0,0.175,6.022,34.054,1,1,0.0,3,2.537,1.895,2.669,6.0,42.683,0.0,0.0,0,4.734,0.078,1.0,54.96,54.96,31.862,56.334,4.335,56.334,1.0,0.0,7.4,2.874,1.037,1.248,1.254,0.0,0.0,14.79,2.854,2.925,2.804,2.856,1.092,0.841,0.793,1.073,157.402,272.49,30.285,1.082,4.545,1.5,0.0,0.0,25.004,7.416
7.37,14,14,7,402.574,9.433,2,2.701,2.674,0.0,218.08,7.257,7.141,15.984,2.318,0.961,23,2,1.098,20.588,120.695,6,5,1.956,21,3.651,3.561,12.495,188.0,328.94,1.912,0.38,6,6.149,0.808,0.33,314.94,314.94,267.139,167.444,5.672,167.444,0.5,0.761,16.433,3.472,1.595,1.847,1.842,10.86,1.119,42.699,3.532,3.593,3.494,3.53,1.741,1.441,1.387,1.626,534.193,691.49,365.923,1.646,10.115,2.71,0.248,0.135,74.654,13.133
6.51,14,14,7,402.574,9.433,2,2.701,2.674,0.0,218.08,7.257,7.141,15.984,2.318,0.961,23,2,1.098,20.588,120.695,6,5,1.956,21,3.651,3.561,12.495,188.0,328.94,1.912,0.38,6,6.149,0.808,0.33,314.94,314.94,267.139,167.444,5.672,167.444,0.5,0.761,16.433,3.472,1.595,1.847,1.842,10.86,1.119,42.699,3.532,3.593,3.494,3.53,1.741,1.441,1.387,1.626,534.193,691.49,365.923,1.646,10.115,2.71,0.248,0.135,74.654,13.133
5.893,7,7,6,189.775,3.994,2,1.616,1.422,0.0,131.9,6.604,5.523,11.367,0.993,0.382,10,2,0.506,14.232,84.19,4,3,1.119,15,3.086,2.758,9.364,87.0,157.869,0.851,0.0,2,5.611,0.256,0.33,166.63,166.63,136.348,104.615,4.852,104.615,0.5,0.135,10.783,3.297,1.352,1.634,1.629,5.264,0.245,27.156,3.329,3.39,3.23,3.277,1.529,1.139,1.083,1.405,335.048,449.79,180.086,1.421,6.543,1.881,0.0,0.0,35.765,8.037
5.487,13,13,5,298.558,8.68,2,2.681,2.427,0.0,218.08,7.069,6.708,14.63,2.091,0.74,15,2,1.064,19.075,106.869,9,5,1.953,18,3.609,3.196,11.686,132.0,269.471,1.91,0.241,7,5.85,0.569,0.33,280.14,280.14,213.128,155.096,5.516,155.096,0.5,0.376,15.517,3.473,1.59,1.841,1.839,16.854,0.688,39.116,3.526,3.587,3.437,3.48,1.731,1.395,1.351,1.614,480.793,641.95,289.762,1.642,9.528,2.707,0.129,0.084,65.029,12.294
6.259,13,13,6,324.636,8.787,2,2.648,2.427,0.0,201.295,7.063,6.671,15.57,1.792,0.719,12,2,0.925,19.549,120.487,9,5,1.953,18,3.609,3.196,13.193,153.0,295.369,1.91,0.241,7,5.771,0.582,0.33,284.58,284.58,250.749,151.267,5.395,151.267,0.5,0.376,14.883,3.436,1.498,1.788,1.767,16.708,0.688,39.027,3.516,3.57,3.437,3.479,1.692,1.367,1.31,1.58,455.362,631.04,299.307,1.547,9.1,2.69,0.129,0.084,62.182,11.7
6.387,9,9,6,503.502,4.553,0,2.97,2.948,0.0,115.349,7.616,7.778,19.949,2.808,1.373,20,0,1.727,26.913,142.643,10,6,1.967,23,3.769,3.571,15.727,183.0,229.112,1.925,0.687,7,6.115,1.144,0.17,289.74,298.12,339.614,219.235,5.893,219.235,0.38,1.093,23.3,3.662,1.71,1.957,1.952,0.0,1.888,57.077,3.781,3.796,3.756,3.759,1.889,1.629,1.635,1.843,659.896,964.19,414.793,1.755,14.436,3.13,0.4,0.358,128.737,20.48
6.688,22,22,19,907.109,15.029,4,3.062,3.002,0.0,438.952,8.077,7.81,30.15,2.903,2.115,32,4,2.514,38.504,210.628,22,10,2.001,27,3.825,3.716,24.112,424.0,427.218,1.987,1.911,16,6.179,2.012,0.0,521.8,521.8,572.087,302.828,6.329,302.828,0.38,1.929,31.083,3.677,1.719,1.972,1.962,22.498,1.949,76.739,3.81,3.857,3.774,3.823,1.94,1.702,1.647,1.901,955.491,1250.43,724.976,1.765,18.349,3.139,1.898,1.886,166.849,22.589
5.939,9,9,4,176.757,5.992,2,1.422,1.075,0.0,160.204,6.494,5.244,9.56,0.381,0.302,11,2,0.432,12.127,72.617,3,2,1.119,12,3.086,2.758,8.074,74.0,190.766,0.589,0.0,3,5.463,0.182,0.5,183.42,183.42,118.097,96.722,4.607,96.722,0.63,0.0,9.617,3.089,1.15,1.545,1.533,10.619,0.135,24.438,3.29,3.345,3.069,3.131,1.489,1.059,1.015,1.285,285.915,402.74,177.602,1.221,5.799,1.692,0.0,0.0,31.548,7.304
7.135,13,13,7,367.801,8.549,2,2.69,2.67,0.0,220.615,7.207,7.0,15.814,2.318,0.906,22,2,1.027,20.454,117.152,6,4,1.956,21,3.647,3.559,12.828,165.0,286.257,1.912,0.38,6,6.109,0.759,0.33,294.71,294.71,250.194,163.894,5.371,163.894,0.5,0.589,16.4,3.472,1.595,1.847,1.842,10.882,1.119,41.751,3.53,3.592,3.489,3.528,1.74,1.446,1.387,1.629,517.623,682.7,335.625,1.646,10.094,2.71,0.248,0.135,71.31,12.897
4.481,9,9,4,176.757,5.992,2,1.422,1.075,0.0,160.204,6.494,5.244,9.56,0.381,0.302,11,2,0.432,12.127,72.617,3,2,1.119,12,3.086,2.758,8.074,74.0,190.766,0.589,0.0,3,5.463,0.182,0.5,183.42,183.42,118.097,96.722,4.607,96.722,0.63,0.0,9.617,3.089,1.15,1.545,1.533,10.619,0.135,24.438,3.29,3.345,3.069,3.131,1.489,1.059,1.015,1.285,285.915,402.74,177.602,1.221,5.799,1.692,0.0,0.0,31.548,7.304
4.745,12,12,5,303.595,7.982,2,2.427,2.318,0.0,195.001,7.005,6.245,12.253,1.792,0.663,18,2,0.807,16.309,90.638,4,4,1.886,16,3.579,3.127,9.36,101.0,268.246,1.119,0.135,4,5.931,0.552,0.33,248.54,248.54,173.25,138.024,5.132,138.024,0.5,0.14,13.817,3.372,1.431,1.742,1.716,11.023,0.343,34.559,3.494,3.53,3.39,3.45,1.642,1.361,1.298,1.617,438.146,572.9,262.293,1.475,8.499,2.688,0.0,0.0,57.466,11.296
5.111,10,10,4,209.472,6.913,2,1.559,1.104,0.0,157.67,6.595,5.431,9.711,0.632,0.318,12,2,0.477,12.239,76.394,3,3,1.119,12,3.183,2.758,7.653,89.0,233.45,0.761,0.0,3,5.528,0.215,0.5,203.65,203.65,132.895,100.449,4.563,100.449,0.63,0.0,9.65,3.091,1.151,1.545,1.533,10.578,0.135,25.391,3.29,3.345,3.069,3.131,1.49,1.059,1.015,1.285,299.252,411.53,207.259,1.22,5.819,1.715,0.0,0.0,34.148,7.54
6.303,12,12,5,303.595,7.982,2,2.427,2.318,0.0,195.001,7.005,6.245,12.253,1.792,0.663,18,2,0.807,16.309,90.638,4,4,1.886,16,3.579,3.127,9.36,101.0,268.246,1.119,0.135,4,5.931,0.552,0.33,248.54,248.54,173.25,138.024,5.132,138.024,0.5,0.14,13.817,3.372,1.431,1.742,1.716,11.023,0.343,34.559,3.494,3.53,3.39,3.45,1.642,1.361,1.298,1.617,438.146,572.9,262.293,1.475,8.499,2.688,0.0,0.0,57.466,11.296
5.154,10,10,4,209.472,6.913,2,1.559,1.104,0.0,157.67,6.595,5.431,9.711,0.632,0.318,12,2,0.477,12.239,76.394,3,3,1.119,12,3.183,2.758,7.653,89.0,233.45,0.761,0.0,3,5.528,0.215,0.5,203.65,203.65,132.895,100.449,4.563,100.449,0.63,0.0,9.65,3.091,1.151,1.545,1.533,10.578,0.135,25.391,3.29,3.345,3.069,3.131,1.49,1.059,1.015,1.285,299.252,411.53,207.259,1.22,5.819,1.715,0.0,0.0,34.148,7.54
4.481,9,9,3,158.151,5.923,1,1.478,1.196,0.0,162.739,6.446,5.339,10.241,0.621,0.302,11,2,0.506,12.886,76.568,3,2,1.119,13,3.086,2.758,8.682,75.0,190.766,0.589,0.0,3,5.523,0.215,0.5,183.42,183.42,124.783,100.336,4.75,100.336,0.63,0.0,10.117,3.144,1.206,1.61,1.595,10.665,0.135,25.43,3.309,3.348,3.08,3.17,1.49,1.059,1.015,1.354,300.489,420.04,177.714,1.29,6.049,1.757,0.0,0.0,31.872,7.304
4.481,9,9,3,158.151,5.923,1,1.478,1.196,0.0,162.739,6.446,5.339,10.241,0.621,0.302,11,2,0.506,12.886,76.568,3,2,1.119,13,3.086,2.758,8.682,75.0,190.766,0.589,0.0,3,5.523,0.215,0.5,183.42,183.42,124.783,100.336,4.75,100.336,0.63,0.0,10.117,3.144,1.206,1.61,1.595,10.665,0.135,25.43,3.309,3.348,3.08,3.17,1.49,1.059,1.015,1.354,300.489,420.04,177.714,1.29,6.049,1.757,0.0,0.0,31.872,7.304
4.481,10,10,3,192.381,6.838,1,1.605,1.258,0.0,160.204,6.552,5.523,10.382,0.708,0.338,11,2,0.551,12.987,80.442,3,3,1.119,13,3.183,2.758,8.201,90.0,233.45,0.761,0.0,3,5.584,0.215,0.33,203.65,203.65,140.213,104.135,4.779,104.135,0.63,0.0,10.15,3.145,1.206,1.61,1.595,10.627,0.135,26.383,3.31,3.349,3.08,3.17,1.49,1.059,1.015,1.354,313.898,428.83,207.118,1.29,6.069,1.764,0.0,0.0,34.485,7.54
5.277,7,7,6,189.775,3.994,2,1.616,1.422,0.0,131.9,6.604,5.523,11.367,0.993,0.382,10,2,0.506,14.232,84.19,4,3,1.119,15,3.086,2.758,9.364,87.0,157.869,0.851,0.0,2,5.611,0.256,0.33,166.63,166.63,136.348,104.615,4.852,104.615,0.5,0.135,10.783,3.297,1.352,1.634,1.629,5.264,0.245,27.156,3.329,3.39,3.23,3.277,1.529,1.139,1.083,1.405,335.048,449.79,180.086,1.421,6.543,1.881,0.0,0.0,35.765,8.037
7.108,11,11,5,371.43,6.751,2,2.694,2.606,0.0,196.543,7.228,7.0,15.851,2.318,0.82,21,2,1.27,20.482,116.978,9,4,1.99,20,3.652,3.472,12.849,172.0,236.574,1.936,0.383,7,6.041,0.831,0.33,271.19,271.19,249.949,162.881,5.459,162.881,0.5,0.589,17.1,3.477,1.587,1.849,1.844,10.995,1.2,41.79,3.53,3.568,3.497,3.56,1.717,1.444,1.398,1.694,527.803,689.0,313.361,1.644,10.143,2.709,0.253,0.129,70.405,12.812
