pXC50,nCIR,LLS_02,TRS,nCIC,SssNH,ATSC5e,nR.Cs,Eig04_AEA.dm.,DELS,SpMax3_Bh.i.,X1A,CATS2D_04_DL,Eig02_AEA.bo.,C.003,nCrt,ATSC5s,Eig09_EA.bo.,Eig09_AEA.bo.,nHDon,MATS4e,N.067,nRNHR,Hy,MATS4s,ATS8e,CATS2D_03_DL,MATS1v,Eig09_EA.ed.,SM04_AEA.ri.,ATSC8v,H.050,SpMax3_Bh.m.,Eig08_AEA.bo.,Eig11_AEA.ri.,DLS_02,Eig10_EA,SM04_AEA.dm.,ATSC7p,Eig10_AEA.ri.,ATS7s,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,nCt,ATSC8p,CATS2D_05_DL,ATS4s,NssNH,ATSC7i,ATSC7e,Xindex,MPC10,Eig14_AEA.ed.,Eig11_EA.bo.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_04_DA,CATS2D_07_DD,Vindex,ATS5s,CATS2D_02_DL,Eig12_AEA.ed.,SM02_AEA.bo.,ATS6v
9.745,12,0.63,34,6,6.871,0.668,2,3.404,34.288,3.91,0.419,8,4.609,4,5,95.477,1.972,2.974,2,-0.042,0,0,0.077,-0.024,5.474,10,0.076,5.024,5.024,30.453,2,3.807,3.047,2.275,0.5,1.597,1.597,22.133,2.594,6.259,1.591,4.515,4.515,5,21.413,4,6.457,2,2.49,0.464,0.242,5.964,3.599,1.5,3.717,5.717,3.717,0,0,0.156,6.529,7,3.986,5.212,4.526
6.833,10,0.88,23,4,0.0,0.387,2,2.79,17.798,3.829,0.427,0,4.592,7,5,38.991,1.503,2.51,0,-0.078,0,0,-0.924,-0.038,5.439,0,0.041,4.119,4.119,27.324,0,3.613,2.654,1.898,0.83,1.307,1.307,22.544,2.307,6.165,1.307,3.41,3.41,7,18.757,0,6.341,0,2.586,0.349,0.329,5.805,3.178,0.906,3.738,5.738,3.738,0,0,0.215,6.376,0,3.541,4.97,4.522
7.921,10,0.88,23,4,0.0,0.648,2,3.376,28.196,3.805,0.439,0,4.609,4,4,70.789,1.629,2.635,0,-0.019,0,0,-0.871,-0.016,5.7,0,0.017,3.573,3.573,35.134,0,3.58,2.786,2.086,0.83,1.213,1.213,26.374,2.203,6.38,1.199,3.088,3.088,4,23.77,0,6.45,0,3.036,0.557,0.327,5.984,3.067,1.123,3.725,5.725,3.725,0,0,0.215,6.513,0,3.673,5.037,4.644
10.0,11,0.63,29,5,6.444,0.891,1,3.595,64.421,3.926,0.419,12,4.691,4,4,179.517,2.197,3.162,2,0.041,1,1,0.097,0.025,5.48,10,0.062,5.532,5.532,28.682,2,3.811,3.274,2.441,0.67,1.632,1.632,22.279,2.63,6.693,1.628,4.655,4.655,4,21.379,6,6.735,2,3.367,1.37,0.27,6.043,3.871,1.698,3.723,5.723,3.723,1,1,0.175,6.749,6,4.302,5.286,4.595
7.456,10,0.88,23,4,0.0,0.815,1,3.432,34.086,3.835,0.427,3,4.64,4,4,129.51,1.732,2.732,1,-0.015,0,0,-0.465,0.022,5.556,2,0.046,4.0,4.0,29.853,1,3.662,2.882,2.202,0.83,1.389,1.389,22.902,2.394,6.347,1.381,3.425,3.425,4,20.054,2,6.545,0,2.652,0.516,0.329,5.984,3.235,1.236,3.735,5.735,3.735,0,0,0.215,6.643,1,4.006,5.075,4.549
7.222,4,0.88,24,4,0.0,0.523,1,2.775,28.289,3.849,0.445,2,4.192,3,2,69.245,1.5,2.5,1,-0.022,0,0,-0.457,-0.011,5.348,2,0.046,2.88,2.88,26.725,1,3.685,2.7,2.0,0.83,1.142,1.142,21.145,2.155,6.1,1.144,2.808,2.808,3,18.147,1,6.204,0,2.47,0.424,0.272,4.828,3.247,1.317,3.162,5.162,3.162,0,0,0.17,6.197,1,3.414,4.966,4.372
6.78,7,1.0,24,4,0.0,0.512,1,3.131,35.651,3.791,0.432,0,4.271,0,0,97.52,1.778,2.739,0,-0.198,0,0,-0.798,-0.148,4.177,0,0.014,3.084,3.084,6.497,0,3.71,2.859,1.84,1.0,1.114,1.114,6.989,2.117,5.574,1.106,2.838,2.838,0,5.58,0,5.961,0,0.948,0.335,0.303,5.17,2.706,0.977,3.146,5.146,3.146,0,0,0.193,5.946,0,2.867,4.927,3.671
8.155,10,0.88,23,4,0.0,0.678,4,3.51,33.909,3.829,0.427,2,4.608,4,4,120.277,1.732,2.754,1,-0.035,0,0,-0.457,-0.009,5.417,2,0.047,4.0,4.0,26.707,1,3.659,2.879,2.138,0.83,1.271,1.271,20.88,2.279,6.306,1.263,2.994,2.994,4,17.944,2,6.483,0,2.432,0.493,0.327,5.905,3.173,1.226,3.724,5.724,3.724,0,0,0.214,6.5,1,3.83,5.063,4.454
7.222,10,0.88,23,4,0.0,0.686,4,3.44,32.673,3.828,0.427,2,4.616,4,4,115.946,1.732,2.732,1,-0.018,0,0,-0.457,0.016,5.455,2,0.047,4.0,4.0,27.505,1,3.656,2.882,2.138,0.83,1.271,1.271,21.095,2.279,6.296,1.263,2.994,2.994,4,18.482,2,6.465,0,2.457,0.493,0.327,5.905,3.173,1.236,3.724,5.724,3.724,0,0,0.214,6.503,1,3.83,5.063,4.466
10.0,11,0.75,29,5,3.686,0.533,2,3.338,26.856,3.897,0.422,4,4.584,5,5,65.466,1.451,2.452,1,0.02,1,1,-0.473,0.003,5.283,4,0.08,3.331,3.331,24.164,1,3.72,2.633,2.0,1.0,1.139,1.139,17.533,2.148,5.981,1.147,2.833,2.833,5,16.624,4,6.313,1,2.004,0.366,0.284,5.771,3.175,1.0,3.717,5.717,3.717,1,0,0.185,6.333,3,3.525,4.977,4.276
7.0,3,1.0,18,3,0.0,0.684,0,3.55,50.178,3.862,0.445,2,4.313,0,0,152.366,1.5,2.519,1,-0.29,0,0,-0.323,-0.237,4.024,2,0.063,2.275,2.275,4.602,1,3.794,2.826,2.0,1.0,1.0,1.0,6.223,2.0,6.059,1.0,2.275,2.275,0,4.387,1,6.163,0,0.764,0.726,0.312,4.575,2.456,1.5,3.085,5.085,3.085,0,0,0.193,5.841,1,3.414,5.027,3.575
10.0,11,0.63,29,5,5.947,1.166,2,3.416,55.863,3.903,0.419,7,4.559,4,4,190.973,1.971,2.887,2,-0.023,0,0,0.162,0.004,5.126,8,0.071,4.516,4.516,19.338,2,3.786,2.975,2.149,0.67,1.53,1.53,15.011,2.48,6.354,1.425,4.456,4.456,4,13.77,4,6.493,2,1.948,0.887,0.265,5.855,3.485,1.6,3.715,5.715,3.715,0,0,0.17,6.518,6,3.976,5.15,4.262
5.921,9,0.88,30,5,0.0,0.578,1,3.04,32.125,3.842,0.425,1,4.349,3,3,72.613,2.0,2.88,1,-0.077,0,0,-0.415,-0.069,4.911,2,0.052,4.08,4.08,17.373,1,3.703,3.0,1.984,1.0,1.247,1.247,14.271,2.256,5.86,1.238,2.946,2.946,3,11.787,1,6.231,0,1.672,0.464,0.246,5.242,3.396,1.188,3.577,5.577,3.577,0,0,0.154,6.085,1,3.414,5.034,4.1
8.721,10,1.0,23,4,3.591,0.75,2,3.375,31.45,3.763,0.428,4,4.629,4,4,92.254,1.246,2.273,1,-0.046,1,1,-0.394,-0.028,5.158,5,0.037,3.03,3.03,20.581,1,3.616,2.629,1.632,1.0,0.896,0.896,17.596,1.88,6.018,0.858,2.119,2.119,4,14.119,4,6.36,1,1.877,0.475,0.345,5.771,3.045,0.671,3.719,5.719,3.719,1,0,0.228,6.388,2,3.366,4.934,4.278
9.0,11,0.88,29,5,6.366,0.609,2,3.31,30.343,3.898,0.421,6,4.558,4,4,93.526,1.659,2.685,4,-0.035,0,0,1.531,-0.008,5.076,10,0.094,4.515,4.515,18.923,4,3.776,2.974,2.0,1.0,1.157,1.157,14.597,2.159,6.006,1.155,3.033,3.033,4,12.704,4,6.304,2,1.808,0.367,0.277,5.796,3.175,1.261,3.715,5.715,3.715,0,0,0.179,6.329,8,3.531,5.059,4.216
6.155,10,0.75,23,4,0.0,1.108,1,3.587,68.561,3.831,0.424,2,4.65,4,4,243.589,1.732,2.766,1,-0.031,0,0,-0.401,-0.023,5.657,2,0.045,4.727,4.727,29.844,1,3.656,3.113,2.281,0.67,1.609,1.609,24.823,2.598,7.054,1.571,4.0,4.0,4,20.854,2,6.701,0,3.662,1.969,0.338,6.157,3.792,1.605,3.744,5.744,3.744,0,0,0.223,6.827,1,4.115,5.165,4.677
9.886,12,0.63,35,6,3.698,0.607,2,3.384,30.927,3.91,0.426,4,4.592,4,4,82.68,2.101,2.967,1,-0.03,1,1,-0.499,-0.032,5.543,4,0.055,4.914,4.914,34.132,1,3.796,3.102,2.461,0.5,1.568,1.568,24.566,2.561,6.396,1.554,4.513,4.513,4,24.115,4,6.459,1,2.875,0.515,0.238,6.019,3.533,1.65,3.716,5.716,3.716,1,0,0.154,6.491,3,3.806,5.263,4.623
5.796,6,1.0,18,3,0.0,0.219,3,2.506,20.156,3.508,0.429,2,4.125,0,0,51.948,0.0,1.24,1,-0.067,0,0,-0.301,-0.096,3.234,2,0.06,0.0,0.0,2.853,2,3.725,1.916,0.356,1.0,-0.162,-0.162,6.601,0.75,5.248,-0.125,-0.407,-0.407,0,3.523,2,5.66,0,0.513,0.321,0.44,4.564,1.932,-0.698,3.616,5.616,3.616,0,0,0.298,5.538,0,2.359,4.63,3.274
5.523,10,1.0,23,4,0.0,0.704,2,3.464,35.843,3.764,0.429,0,4.614,4,4,99.939,1.593,2.608,0,-0.04,0,0,-0.825,-0.034,5.391,0,0.016,3.979,3.979,24.812,0,3.578,2.795,1.846,1.0,1.096,1.096,20.947,2.097,6.341,1.095,2.838,2.838,4,16.352,0,6.427,0,2.4,0.632,0.349,5.903,3.067,0.947,3.726,5.726,3.726,0,0,0.233,6.519,0,3.54,5.011,4.494
6.0,10,1.0,23,4,0.0,0.407,2,3.077,21.552,3.642,0.422,0,4.592,3,3,53.843,1.19,2.254,0,-0.127,0,0,-0.83,-0.067,4.781,0,0.019,2.86,2.86,12.829,0,3.481,2.406,1.341,1.0,0.73,0.73,10.81,1.73,5.685,0.728,1.802,1.802,3,8.297,0,6.218,0,1.337,0.283,0.365,5.624,2.682,0.352,3.709,5.709,3.709,0,0,0.245,6.227,0,3.172,4.852,4.042
10.0,11,0.63,29,5,5.599,2.063,1,3.859,93.766,3.922,0.419,9,4.691,4,4,362.528,2.197,3.162,2,0.041,1,1,0.175,0.028,5.407,9,0.066,5.532,5.532,22.866,2,3.811,3.274,2.441,0.67,1.632,1.632,18.272,2.63,6.353,1.627,4.655,4.655,4,18.893,6,6.814,2,2.693,1.172,0.27,6.043,3.871,1.698,3.723,5.723,3.723,1,1,0.175,6.817,6,4.302,5.286,4.46
5.699,2,1.0,12,2,0.0,0.487,0,2.804,29.751,3.817,0.457,2,4.127,0,0,98.663,1.597,2.612,1,-0.037,0,0,-0.394,0.002,4.699,2,-0.007,2.71,2.71,13.103,1,3.703,2.732,1.542,1.0,1.0,1.0,9.028,2.0,5.617,1.0,2.275,2.275,0,9.545,1,6.083,0,1.096,0.146,0.404,4.533,2.351,0.713,3.043,5.043,3.043,0,0,0.253,6.175,1,2.912,4.875,3.854
5.796,6,1.0,18,3,0.0,0.227,2,2.331,19.602,3.447,0.434,2,4.183,0,0,48.658,0.515,1.652,1,-0.117,0,0,-0.37,-0.134,3.802,2,0.055,0.763,0.763,5.329,1,3.35,2.002,0.627,1.0,-0.019,-0.019,5.571,0.974,5.347,-0.018,-0.044,-0.044,0,3.774,2,5.754,0,0.662,0.311,0.437,4.625,2.162,-0.417,3.623,5.623,3.623,0,0,0.296,5.668,1,2.527,4.659,3.41
6.06,2,1.0,12,2,0.0,0.717,0,2.878,33.146,3.793,0.454,1,4.127,0,0,122.344,1.605,2.621,1,-0.063,0,0,-0.346,-0.019,4.426,2,-0.007,2.81,2.81,9.857,1,3.698,2.732,1.548,1.0,1.0,1.0,5.944,2.0,5.441,1.0,2.275,2.275,0,7.665,2,6.04,0,0.75,0.211,0.391,4.466,2.326,0.722,2.951,4.951,2.951,0,0,0.243,6.17,1,2.729,4.852,3.623
6.081,2,1.0,12,2,0.0,0.449,0,2.778,28.601,3.794,0.455,2,4.125,0,0,98.671,1.5,2.5,1,-0.054,0,0,-0.37,-0.006,4.422,2,-0.008,2.275,2.275,10.02,1,3.69,2.637,1.539,1.0,1.0,1.0,5.956,2.0,5.395,1.0,2.275,2.275,0,7.576,1,5.99,0,0.756,0.11,0.385,4.394,2.0,0.71,2.906,4.906,2.906,0,0,0.237,6.034,1,2.639,4.812,3.583
7.149,2,0.88,12,2,0.0,0.658,0,2.782,33.316,3.856,0.453,2,4.193,2,0,101.561,1.732,2.732,1,-0.03,0,0,-0.434,0.02,5.379,2,-0.006,4.0,4.0,25.749,1,3.712,2.779,2.0,0.83,1.121,1.121,17.754,2.121,6.274,1.105,2.772,2.772,2,17.823,1,6.288,0,2.174,0.347,0.441,4.86,2.844,1.5,3.151,5.151,3.151,0,0,0.284,6.35,1,3.414,5.004,4.341
6.244,2,1.0,12,2,0.0,1.114,0,2.964,61.157,3.807,0.449,2,4.13,0,0,172.545,1.637,2.648,1,-0.068,0,0,-0.316,-0.046,4.49,2,-0.007,3.015,3.015,9.837,1,3.696,2.732,2.0,1.0,1.108,1.108,7.099,2.094,5.807,1.079,2.803,2.803,0,7.79,1,6.304,0,1.189,0.634,0.405,4.595,2.6,1.5,3.159,5.159,3.159,0,0,0.254,6.444,1,3.22,4.963,3.817
5.0,2,0.88,12,2,0.0,0.977,0,2.884,37.775,3.793,0.452,0,4.127,0,0,143.65,1.649,2.676,1,-0.015,0,0,-0.323,0.005,4.43,2,-0.006,2.864,2.864,9.652,1,3.699,2.732,1.568,1.0,1.0,1.0,5.922,2.0,5.485,1.0,2.275,2.275,0,7.705,3,6.109,0,0.744,0.305,0.399,4.533,2.528,0.75,2.995,4.995,2.995,0,0,0.248,6.29,1,2.943,4.89,3.662
7.523,10,0.88,23,4,0.0,0.767,1,3.407,32.92,3.832,0.427,2,4.564,5,5,110.07,1.608,2.669,1,-0.024,0,0,-0.457,-0.001,5.535,2,0.048,4.0,4.0,28.32,1,3.657,2.732,2.138,0.83,1.271,1.271,22.374,2.279,6.328,1.263,2.994,2.994,5,18.872,2,6.504,0,2.585,0.52,0.327,5.905,3.173,1.187,3.724,5.724,3.724,0,0,0.214,6.567,1,3.83,5.024,4.518
8.009,2,1.0,12,2,0.0,1.354,0,3.227,59.43,3.86,0.452,2,4.202,0,0,229.109,1.732,2.732,1,0.045,0,0,-0.283,0.001,4.618,2,-0.013,3.33,3.33,8.53,1,3.719,2.886,2.0,1.0,1.114,1.114,6.224,2.116,6.159,1.101,2.761,2.761,0,7.756,1,6.327,0,1.098,0.782,0.425,4.71,2.621,1.5,3.036,5.036,3.036,0,0,0.27,6.494,1,3.367,4.99,3.805
6.469,7,0.88,24,4,0.0,0.122,2,2.518,16.726,3.792,0.436,2,4.142,0,0,27.97,1.604,2.611,1,-0.063,0,0,-0.475,-0.069,4.155,2,0.073,2.766,2.766,7.764,1,3.717,2.803,1.708,0.83,1.0,1.0,7.267,2.0,5.374,1.0,2.136,2.136,0,5.953,2,5.672,0,0.837,0.14,0.291,5.112,2.522,1.045,3.178,5.178,3.178,0,0,0.183,5.529,1,3.148,4.909,3.63
6.21,3,1.0,18,3,0.0,0.135,2,2.377,11.673,3.795,0.447,0,3.981,1,1,23.736,1.474,2.498,0,-0.19,0,0,-0.896,-0.219,4.1,0,0.017,2.136,2.136,7.901,0,3.67,2.5,1.172,1.0,0.655,0.655,6.696,1.656,5.202,0.655,1.526,1.526,1,5.63,0,5.58,0,0.778,0.1,0.326,4.263,2.0,0.162,2.917,4.917,2.917,0,0,0.203,5.338,0,2.375,4.7,3.494
6.237,3,1.0,18,3,0.0,0.168,0,2.462,14.377,3.79,0.447,0,3.981,1,1,25.311,1.474,2.498,0,-0.255,0,0,-0.807,-0.245,3.981,0,-0.005,2.136,2.136,5.953,0,3.666,2.5,1.17,1.0,0.655,0.655,5.53,1.647,5.23,0.649,1.526,1.526,1,4.099,0,5.579,0,0.766,0.161,0.326,4.263,2.0,0.162,2.913,4.913,2.913,0,0,0.203,5.291,0,2.375,4.7,3.432
8.45,10,1.0,23,4,6.475,0.621,2,3.35,27.037,3.801,0.418,6,4.56,4,4,87.652,1.258,2.356,2,0.011,0,0,0.157,0.028,5.215,6,0.063,3.071,3.071,20.084,2,3.611,2.685,1.626,1.0,0.941,0.941,15.784,1.939,5.986,0.935,2.608,2.608,5,12.987,4,6.312,2,1.89,0.333,0.342,5.666,2.946,0.711,3.716,5.716,3.716,0,0,0.226,6.329,7,3.176,4.927,4.218
8.886,11,0.88,29,5,3.671,0.631,2,3.467,27.315,3.8,0.42,4,4.591,4,4,72.085,1.351,2.353,1,-0.028,1,1,-0.394,-0.035,5.103,4,0.065,3.182,3.182,20.422,1,3.79,2.629,1.938,1.0,1.069,1.069,18.438,2.037,5.947,1.017,2.739,2.739,4,15.459,4,6.29,1,2.009,0.43,0.297,5.796,3.173,1.0,3.716,5.716,3.716,1,0,0.196,6.295,3,3.376,4.956,4.257
5.602,6,1.0,18,3,0.0,0.235,2,2.516,19.357,3.466,0.434,2,4.132,0,0,50.039,0.546,1.632,1,-0.081,0,0,-0.37,-0.125,3.712,2,0.055,0.779,0.779,4.24,1,3.37,1.921,0.633,1.0,-0.019,-0.019,4.951,0.981,5.338,-0.019,-0.048,-0.048,0,3.34,2,5.723,0,0.601,0.341,0.426,4.71,2.131,-0.415,3.617,5.617,3.617,0,0,0.285,5.619,1,2.648,4.659,3.333
8.066,10,1.0,23,4,3.269,0.634,1,3.382,28.093,3.806,0.418,4,4.632,4,4,86.147,1.565,2.622,1,0.006,0,0,-0.439,0.02,5.41,2,0.038,3.716,3.716,25.013,1,3.617,2.654,1.771,1.0,1.131,1.131,19.84,2.137,6.132,1.133,3.053,3.053,5,16.522,2,6.42,1,2.268,0.434,0.346,5.849,3.145,0.791,3.734,5.734,3.734,0,0,0.229,6.464,4,3.536,4.997,4.417
10.0,17,0.75,41,7,3.69,0.7,2,3.39,33.48,3.915,0.406,4,4.585,8,8,72.273,2.0,3.0,1,-0.026,1,1,-0.472,-0.014,5.418,4,0.092,6.0,6.0,28.689,1,3.797,3.101,2.587,0.5,1.863,1.863,18.952,2.841,6.081,1.816,5.325,5.325,8,20.071,4,6.458,1,2.179,0.479,0.225,6.111,3.646,1.625,3.712,5.712,3.712,1,0,0.144,6.413,3,4.284,5.165,4.352
8.469,10,1.0,23,4,3.676,0.613,2,3.38,27.651,3.769,0.428,4,4.602,5,5,78.278,1.298,2.344,1,-0.054,1,1,-0.429,-0.042,5.255,4,0.039,3.151,3.151,21.796,1,3.587,2.649,1.721,1.0,0.926,0.926,18.253,1.938,6.056,0.93,2.222,2.222,5,14.431,5,6.387,1,2.081,0.438,0.344,5.771,3.048,0.78,3.72,5.72,3.72,1,0,0.228,6.378,3,3.326,4.934,4.328
10.0,17,0.75,41,7,3.741,0.649,4,3.26,30.19,3.908,0.405,8,4.608,7,8,76.224,2.0,3.0,2,0.055,0,0,0.072,0.036,5.435,6,0.102,6.076,6.076,29.519,2,3.8,3.245,2.586,0.83,1.862,1.862,19.143,2.82,6.127,1.78,5.325,5.325,8,20.324,4,6.434,1,2.263,0.464,0.228,6.131,3.534,1.673,3.715,5.715,3.715,1,0,0.147,6.406,6,4.271,5.193,4.375
9.054,10,1.0,23,4,6.891,0.63,2,3.375,27.627,3.803,0.418,8,4.587,4,4,84.788,1.213,2.253,2,0.045,1,1,0.157,0.043,5.223,6,0.063,3.071,3.071,20.913,2,3.613,2.63,1.619,1.0,0.941,0.941,16.251,1.933,5.985,0.929,2.608,2.608,5,13.773,6,6.316,2,1.877,0.391,0.342,5.666,2.946,0.639,3.715,5.715,3.715,1,1,0.226,6.32,7,3.176,4.927,4.214
8.77,17,0.63,41,7,3.768,0.775,2,3.495,32.508,3.921,0.405,7,4.638,7,8,83.158,2.0,3.0,1,0.042,0,0,-0.458,0.028,5.574,5,0.074,6.076,6.076,34.106,1,3.94,3.253,2.642,0.5,2.0,2.0,24.105,3.0,6.248,2.0,6.076,6.076,8,24.571,2,6.509,1,2.632,0.536,0.228,6.25,3.847,1.652,3.725,5.725,3.725,0,0,0.148,6.543,4,4.401,5.231,4.545
8.31,10,1.0,23,4,0.0,0.629,2,3.378,27.864,3.765,0.429,0,4.612,4,4,75.143,1.565,2.588,0,-0.024,0,0,-0.858,-0.023,5.529,0,0.018,3.979,3.979,28.745,0,3.578,2.794,1.839,1.0,1.096,1.096,24.356,2.096,6.352,1.093,2.838,2.838,4,19.1,0,6.409,0,2.753,0.588,0.349,5.903,3.067,0.92,3.726,5.726,3.726,0,0,0.233,6.48,0,3.54,4.99,4.579
10.0,13,0.75,35,6,3.676,0.511,2,3.354,28.818,3.908,0.417,4,4.629,4,4,83.34,2.108,3.027,1,0.001,1,1,-0.496,0.005,5.197,4,0.081,4.514,4.514,24.112,1,3.788,3.104,2.27,0.67,1.565,1.565,18.452,2.56,6.059,1.554,3.782,3.782,4,17.069,4,6.361,1,2.12,0.346,0.256,6.031,3.529,1.621,3.722,5.722,3.722,1,0,0.167,6.389,3,3.808,5.175,4.381
8.824,10,1.0,23,4,3.655,0.617,2,3.371,26.649,3.763,0.428,4,4.591,4,4,77.236,1.152,2.205,1,-0.034,1,1,-0.419,-0.022,5.149,4,0.041,2.778,2.778,19.539,1,3.578,2.608,1.6,1.0,0.815,0.815,16.539,1.824,5.979,0.815,1.959,1.959,4,12.881,4,6.315,1,1.892,0.421,0.346,5.673,2.784,0.62,3.716,5.716,3.716,1,0,0.229,6.333,3,3.174,4.898,4.245
7.398,11,0.63,29,5,0.0,0.647,2,3.377,28.919,3.899,0.429,0,4.609,4,4,79.08,1.786,2.795,0,-0.03,0,0,-0.875,-0.026,5.659,0,0.03,4.782,4.782,35.935,0,3.787,2.893,2.116,0.83,1.446,1.446,27.04,2.443,6.41,1.442,3.286,3.286,4,24.666,0,6.443,0,3.111,0.502,0.29,6.14,3.516,1.5,3.725,5.725,3.725,0,0,0.192,6.504,0,3.754,5.145,4.675
8.745,15,0.88,26,5,3.712,0.632,2,3.382,27.816,3.782,0.417,5,4.649,6,6,77.506,1.434,2.463,1,-0.045,1,1,-0.429,-0.032,5.177,4,0.06,3.705,3.705,20.744,1,3.605,2.787,1.743,1.0,0.961,0.961,17.457,1.97,6.001,0.965,2.375,2.375,6,13.798,4,6.343,1,2.002,0.428,0.307,6.031,3.143,0.815,3.804,5.804,3.804,1,0,0.204,6.354,3,3.561,4.984,4.294
8.222,10,0.88,23,4,3.716,0.621,2,3.375,27.892,3.763,0.428,4,4.629,4,4,79.47,1.246,2.273,1,-0.038,1,1,-0.394,-0.022,5.151,5,0.033,3.03,3.03,21.872,1,3.783,2.629,1.628,0.83,0.896,0.896,21.395,1.873,5.989,0.828,2.119,2.119,4,18.378,4,6.327,1,2.017,0.422,0.345,5.771,3.045,0.671,3.717,5.717,3.717,1,0,0.228,6.351,2,3.366,4.934,4.296
8.638,10,1.0,23,4,0.0,0.616,2,3.375,26.037,3.764,0.428,0,4.607,4,4,77.361,1.252,2.358,0,-0.029,0,0,-0.848,-0.023,5.28,0,0.018,3.06,3.06,21.972,0,3.578,2.637,1.676,1.0,0.958,0.958,18.903,1.96,6.08,0.955,2.332,2.332,4,14.439,0,6.35,0,2.147,0.448,0.349,5.762,2.789,0.709,3.724,5.724,3.724,0,0,0.232,6.407,0,3.518,4.934,4.37
5.796,6,1.0,18,3,0.0,0.223,3,2.506,18.629,3.408,0.429,4,4.08,0,0,47.874,0.0,1.234,2,-0.074,0,0,0.341,-0.112,3.365,4,0.097,0.0,0.0,3.466,2,3.676,1.916,0.356,1.0,-0.162,-0.162,6.227,0.75,5.192,-0.125,-0.407,-0.407,0,3.992,4,5.636,0,0.485,0.309,0.44,4.564,1.932,-0.697,3.616,5.616,3.616,0,0,0.298,5.525,0,2.359,4.6,3.267
10.0,17,0.75,41,7,7.461,0.682,2,3.44,30.611,3.917,0.405,11,4.593,7,8,75.221,2.0,3.0,2,0.041,1,1,0.072,0.023,5.472,9,0.102,6.076,6.076,30.032,2,3.797,3.101,2.586,0.67,1.862,1.862,19.973,2.841,6.147,1.816,5.325,5.325,8,20.579,6,6.458,2,2.346,0.479,0.228,6.131,3.534,1.624,3.715,5.715,3.715,1,1,0.147,6.445,7,4.271,5.176,4.407
9.301,11,0.63,29,5,3.717,0.597,2,3.41,34.159,3.905,0.424,4,4.643,7,4,89.972,2.119,3.101,1,0.036,1,1,-0.526,0.003,5.947,4,0.062,5.328,5.328,46.994,1,3.78,3.254,2.481,0.67,1.614,1.614,33.471,2.606,6.604,1.599,4.516,4.516,7,32.493,4,6.565,1,3.789,0.518,0.28,6.08,3.743,1.574,3.724,5.724,3.724,1,0,0.183,6.652,3,4.009,5.239,4.824
9.301,11,0.88,29,5,3.673,0.587,2,3.373,27.117,3.864,0.42,4,4.591,4,4,67.862,1.351,2.353,1,-0.028,1,1,-0.429,-0.031,5.164,4,0.06,3.182,3.182,20.709,1,3.678,2.629,1.984,1.0,1.069,1.069,17.032,2.06,5.96,1.058,2.739,2.739,4,13.836,4,6.311,1,1.961,0.418,0.297,5.796,3.173,1.0,3.716,5.716,3.716,1,0,0.196,6.296,3,3.376,4.956,4.264
8.347,10,1.0,23,4,0.0,0.621,1,3.378,27.106,3.767,0.428,0,4.638,4,4,79.204,1.561,2.612,0,-0.069,0,0,-0.853,-0.042,5.349,0,0.018,3.714,3.714,23.678,0,3.584,2.64,1.693,1.0,1.007,1.007,20.104,2.017,6.127,1.012,2.434,2.434,4,15.647,0,6.419,0,2.281,0.46,0.349,5.855,3.142,0.728,3.735,5.735,3.735,0,0,0.232,6.475,0,3.53,4.97,4.442
10.0,12,0.63,35,6,7.234,0.618,1,3.424,32.393,3.927,0.424,12,4.623,4,4,92.285,2.193,3.085,2,-0.057,1,1,0.028,-0.036,5.477,11,0.072,4.656,4.656,31.701,2,3.812,3.163,2.317,0.5,1.622,1.622,22.687,2.621,6.337,1.62,3.987,3.987,4,22.361,8,6.505,2,2.669,0.49,0.237,6.033,3.555,1.651,3.723,5.723,3.723,1,1,0.153,6.56,6,3.96,5.273,4.599
9.398,12,0.63,35,6,7.508,0.693,2,3.337,31.27,3.915,0.424,12,4.584,6,6,69.629,1.698,2.699,2,0.005,1,1,0.038,-0.002,5.735,10,0.079,4.515,4.515,38.826,2,3.784,3.101,2.317,0.5,1.591,1.591,26.632,2.583,6.417,1.575,3.987,3.987,6,26.733,8,6.515,2,3.076,0.599,0.238,5.958,3.532,1.317,3.714,5.714,3.714,1,1,0.153,6.567,6,3.947,5.165,4.66
7.538,10,1.0,23,4,0.0,0.642,2,3.376,27.66,3.767,0.435,0,4.609,4,4,71.554,1.535,2.563,0,-0.026,0,0,-0.863,-0.02,5.63,0,0.017,3.373,3.373,32.181,0,3.578,2.692,1.965,1.0,1.119,1.119,25.217,2.114,6.34,1.112,2.76,2.76,4,21.595,0,6.411,0,2.865,0.533,0.341,5.927,3.067,1.056,3.725,5.725,3.725,0,0,0.226,6.475,0,3.524,4.997,4.598
8.409,10,1.0,23,4,3.723,0.625,1,3.374,27.677,3.767,0.428,4,4.629,4,4,78.416,1.246,2.273,1,-0.078,1,1,-0.429,-0.048,5.226,5,0.039,3.03,3.03,21.269,1,3.584,2.629,1.646,1.0,0.896,0.896,17.747,1.9,6.03,0.892,2.119,2.119,4,14.1,4,6.389,1,2.026,0.433,0.345,5.771,3.045,0.671,3.725,5.725,3.725,1,0,0.228,6.397,3,3.366,4.934,4.318
