pXC50,S.107,C.044,NaaS,nR05,SRW05,CATS2D_04_PL,NaaN,CATS2D_05_AA,TPSA.Tot.,CATS2D_04_AP,nS,CATS2D_01_AA,P_VSA_i_1,CATS2D_02_AL,D.Dtr05,SM13_EA.bo.,MATS2m,SM12_EA.bo.,Eig01_AEA.bo.,SpMax_AEA.bo.,CATS2D_03_AP,SpMax4_Bh.m.,CATS2D_04_AA,CATS2D_03_DA,CATS2D_07_AA,SpDiam_EA.bo.,nThiazoles,SaaN,SpDiam_AEA.dm.,P_VSA_m_4,Eig02_EA.bo.,SM12_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,C.034,SaaS,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,NaaaC,JGI5,SpMax1_Bh.m.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,nHM,SpMax2_Bh.m.,D.Dtr09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,P_VSA_MR_8,Eig01_AEA.ed.,SpMax_AEA.ed.,CATS2D_07_DA,TRS,P_VSA_MR_7,SM15_EA.bo.,Rperim,CATS2D_04_DL,SRW09,SpDiam_EA.ed.,X2sol,SpMin1_Bh.v.,DLS_06,X5v,SRW07
7.495,0,0,0,0,0.0,1,0,0,234.48,0,1,0,5.807,0,0.0,20.096,0.002,18.58,4.809,4.809,0,3.68,0,4,0,7.671,0,0.0,6.662,5.807,3.751,3.751,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.028,6.88,3.327,3.327,3.327,2,4.726,0.0,11.698,11.698,11.698,45.954,7.118,7.118,0,6,5.807,23.158,6,1,0.0,18.712,18.638,2.054,0.17,2.67,0.0
6.699,0,0,0,0,0.0,4,0,0,270.76,0,2,0,11.615,2,0.0,20.72,-0.03,19.198,4.801,4.801,0,3.748,0,2,4,7.66,0,0.0,6.661,11.615,4.66,4.66,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.03,4.735,3.313,3.313,3.313,2,4.721,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,12,11.615,23.79,12,4,0.0,18.533,22.347,2.07,0.17,2.909,0.0
6.783,0,0,0,0,0.0,1,0,0,146.97,0,1,0,5.807,0,0.0,20.093,-0.026,18.574,4.809,4.809,0,3.374,0,2,0,7.671,0,0.0,6.663,44.956,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.033,4.73,3.327,3.327,3.327,2,3.95,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,6,44.956,23.156,6,1,0.0,18.711,11.037,2.055,0.83,1.427,0.0
6.824,0,0,0,0,0.0,1,0,0,175.48,0,1,0,5.807,0,0.0,20.095,-0.006,18.577,4.809,4.809,0,3.38,0,3,0,7.671,0,0.0,6.663,44.956,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.038,4.73,3.327,3.327,3.327,2,3.951,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,6,44.956,23.157,6,1,0.0,18.712,13.073,2.055,0.83,1.629,0.0
6.125,0,0,0,0,0.0,1,0,0,216.02,0,1,0,5.807,0,0.0,20.044,-0.006,18.523,4.805,4.805,0,3.574,0,4,2,7.665,0,0.0,6.662,5.807,3.456,3.456,4.662,4.662,0,0.0,4.665,4.665,4.665,0,0.028,4.728,3.32,3.32,3.32,1,3.788,0.0,11.69,11.69,11.69,0.0,7.116,7.116,1,6,5.807,23.114,6,2,0.0,18.668,15.257,2.067,0.33,1.85,0.0
6.638,0,0,0,0,0.0,4,0,0,276.36,0,2,0,11.615,0,0.0,20.722,-0.029,19.2,4.801,4.801,0,3.755,0,4,0,7.66,0,0.0,6.661,11.615,4.66,4.66,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.032,4.735,3.313,3.313,3.313,2,4.721,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,11.615,23.791,12,4,0.0,18.535,21.663,2.068,0.17,2.728,0.0
7.125,0,0,0,0,0.0,0,0,2,95.09,0,1,0,5.807,2,0.0,20.724,0.136,19.172,5.031,5.031,0,3.645,0,2,0,7.88,0,0.0,6.794,5.807,4.121,4.121,4.794,4.794,0,0.0,4.88,4.88,4.88,0,0.029,4.748,3.642,3.642,3.642,1,3.857,0.0,14.563,14.563,14.563,0.0,7.852,7.852,0,12,5.807,23.859,12,2,0.0,23.322,12.482,2.088,1.0,3.403,0.0
7.194,1,1,1,1,2.398,0,1,1,193.89,0,2,0,37.085,2,53.303,20.461,0.147,18.937,4.837,4.837,2,3.479,0,3,1,7.748,1,3.897,6.665,37.085,4.242,4.242,4.665,4.665,1,0.906,4.748,4.748,4.748,2,0.023,4.784,3.355,3.355,3.355,2,4.156,95.878,11.786,11.786,11.786,31.278,7.132,7.132,2,11,22.593,23.537,9,1,6.862,19.001,12.23,1.999,0.67,2.402,4.727
7.143,1,1,1,1,2.398,0,1,0,164.79,0,2,0,37.085,2,38.448,20.46,0.153,18.936,4.837,4.837,2,3.328,0,2,1,7.748,1,3.893,6.665,37.085,4.242,4.242,4.665,4.665,1,0.946,4.748,4.748,4.748,2,0.028,4.784,3.355,3.355,3.355,2,4.156,70.576,11.786,11.786,11.786,31.278,7.132,7.132,2,11,22.593,23.537,9,1,6.862,19.001,10.547,1.998,0.83,2.262,4.727
7.081,0,0,0,0,0.0,2,0,0,216.02,0,1,0,5.807,0,0.0,20.03,-0.011,18.51,4.801,4.801,0,3.59,0,4,0,7.66,0,0.0,6.661,5.807,3.432,3.432,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.029,4.728,3.313,3.313,3.313,1,3.788,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,6,5.807,23.097,6,4,0.0,18.533,15.587,2.075,0.33,1.93,0.0
7.523,0,0,0,0,0.0,1,0,0,234.48,0,1,0,5.807,0,0.0,20.096,-0.015,18.58,4.809,4.809,0,3.661,0,4,0,7.671,0,0.0,6.663,44.956,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.028,4.73,3.327,3.327,3.327,2,3.952,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,6,44.956,23.158,6,1,0.0,18.712,18.267,2.056,0.17,2.333,0.0
7.523,1,0,1,1,2.398,0,0,0,166.44,0,3,0,43.131,0,51.269,21.022,0.254,19.461,5.013,5.013,0,3.509,2,1,0,7.556,0,0.0,7.171,43.131,4.64,4.64,5.361,5.361,0,0.692,4.873,4.873,4.873,0,0.043,4.868,3.609,3.609,3.609,3,4.688,100.447,13.937,13.937,13.937,31.278,7.731,7.731,0,11,11.853,24.152,9,3,6.917,22.375,14.361,2.082,0.83,6.607,4.727
6.208,0,0,0,0,0.0,2,0,0,246.51,0,1,0,5.807,0,0.0,20.03,-0.046,18.51,4.801,4.801,0,3.656,0,5,0,7.66,0,0.0,6.661,5.807,3.432,3.432,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.03,4.728,3.313,3.313,3.313,1,3.771,0.0,11.657,11.657,11.657,0.0,7.111,7.111,4,6,23.696,23.097,6,4,0.0,18.533,17.708,2.065,0.17,1.956,0.0
6.167,0,0,0,0,0.0,1,0,0,97.64,0,1,0,62.589,0,0.0,20.486,-0.03,19.0,5.278,5.278,0,3.805,0,0,0,7.671,0,0.0,7.033,5.807,4.283,4.283,5.033,5.033,0,0.0,4.671,4.671,4.671,0,0.037,10.695,4.276,4.276,4.276,2,4.727,0.0,19.649,19.649,19.649,56.782,9.33,9.33,0,6,5.807,23.486,6,1,0.0,31.202,12.01,2.05,0.83,2.436,0.0
4.91,0,0,0,0,0.0,2,0,0,120.29,0,2,0,13.557,1,0.0,21.007,0.078,19.484,5.319,5.319,0,3.747,0,0,0,7.754,0,0.0,7.68,13.557,4.66,4.66,5.68,5.68,0,0.0,4.754,4.754,4.754,0,0.038,4.743,4.29,4.29,4.29,2,4.723,0.0,19.748,19.748,19.748,0.0,9.351,9.351,0,6,13.557,24.07,6,2,0.0,31.367,13.377,2.078,0.67,2.285,0.0
8.0,1,2,1,1,2.398,0,2,1,151.66,1,2,1,37.085,3,69.51,20.467,-0.002,18.958,4.811,4.811,1,3.298,3,2,2,7.673,0,6.214,6.663,37.085,4.428,4.428,4.663,4.663,0,0.212,4.673,4.673,4.673,0,0.029,4.776,3.332,3.332,3.332,2,4.044,0.0,11.702,11.702,11.702,31.278,7.118,7.118,1,11,39.133,23.507,11,0,6.605,19.702,10.444,1.953,0.83,1.617,4.595
8.301,1,1,1,1,2.398,0,1,3,170.65,0,3,0,44.835,4,146.863,21.192,0.1,19.669,5.319,5.319,1,3.937,0,1,2,7.754,1,3.593,7.68,44.835,4.748,4.748,5.68,5.68,1,0.434,4.754,4.754,4.754,2,0.032,4.786,4.29,4.29,4.29,3,4.737,257.689,19.748,19.748,19.748,31.278,9.351,9.351,1,11,30.343,24.259,9,0,6.862,31.367,16.058,1.985,0.5,3.448,4.727
5.983,0,0,0,0,0.0,1,0,0,97.64,0,1,0,62.589,1,0.0,20.484,-0.028,18.984,4.809,4.809,0,3.662,0,0,0,7.671,0,0.0,6.662,5.807,4.428,4.428,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.031,10.695,3.33,3.33,3.33,2,4.727,0.0,11.7,11.7,11.7,56.782,7.118,7.118,0,12,5.807,23.519,12,1,0.0,19.7,11.724,2.053,1.0,2.282,0.0
7.921,0,0,0,0,0.0,2,0,0,161.99,0,2,0,50.999,0,0.0,20.031,0.076,18.511,4.801,4.801,0,3.589,0,1,0,7.66,0,0.0,6.661,50.999,3.463,3.463,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.03,4.728,3.313,3.313,3.313,2,3.956,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.099,6,8,0.0,18.535,12.089,2.064,0.83,1.517,0.0
7.495,0,0,0,0,0.0,2,0,1,191.09,0,2,0,50.999,0,0.0,20.029,-0.007,18.508,4.801,4.801,0,3.588,0,2,0,7.66,0,0.0,6.661,50.999,3.46,3.46,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.027,4.728,3.313,3.313,3.313,2,3.947,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.098,6,4,0.0,18.535,11.874,2.064,0.67,1.263,0.0
6.699,0,0,0,0,0.0,1,0,0,123.09,0,2,0,11.615,0,0.0,20.933,-0.082,19.399,5.252,5.252,0,3.716,0,0,0,7.765,0,0.0,7.429,11.615,4.668,4.668,5.429,5.429,0,0.0,4.765,4.765,4.765,0,0.035,4.756,4.162,4.162,4.162,2,4.718,0.0,18.719,18.719,18.719,0.0,9.14,9.14,0,6,28.02,24.016,6,1,0.0,29.653,11.252,2.076,1.0,1.898,0.0
2.08,0,0,0,1,2.398,2,1,0,129.73,0,1,1,5.807,5,50.467,20.217,-0.068,18.72,4.801,4.801,0,3.357,3,0,2,7.66,0,3.862,6.661,5.807,4.146,4.146,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.04,4.728,3.314,3.314,3.314,1,3.968,98.386,11.689,11.689,11.689,0.0,7.111,7.111,1,17,22.593,23.253,15,2,7.195,18.827,12.042,2.068,1.0,1.665,4.949
4.963,0,0,0,0,0.0,2,0,0,120.29,0,2,0,13.557,1,0.0,21.007,0.027,19.485,5.319,5.319,0,3.731,0,0,2,7.755,0,0.0,7.681,13.557,4.66,4.66,5.681,5.681,0,0.0,4.755,4.755,4.755,0,0.039,4.745,4.29,4.29,4.29,2,4.722,0.0,19.748,19.748,19.748,0.0,9.351,9.351,1,6,13.557,24.07,6,2,0.0,31.367,13.024,2.073,0.67,2.214,0.0
7.367,0,0,0,0,0.0,3,0,0,191.63,0,3,0,17.422,0,0.0,21.339,-0.167,19.795,5.253,5.253,0,3.831,0,0,0,7.824,0,0.0,7.429,56.571,4.741,4.741,5.429,5.429,0,0.0,4.824,4.824,4.824,0,0.052,4.798,4.162,4.162,4.162,4,4.725,0.0,18.719,18.719,18.719,0.0,9.14,9.14,0,6,72.976,24.441,6,4,0.0,29.654,16.042,2.108,0.67,3.454,0.0
7.347,0,0,0,0,0.0,1,0,0,177.64,0,3,0,17.422,0,0.0,21.197,0.0,19.661,4.999,4.999,0,3.706,0,0,4,7.718,0,0.0,7.419,17.422,4.692,4.692,5.419,5.419,0,0.0,4.718,4.718,4.718,0,0.033,4.765,3.69,3.69,3.69,3,4.732,0.0,14.438,14.438,14.438,0.0,8.104,8.104,2,12,50.232,24.285,12,4,0.0,22.667,16.841,2.108,0.83,2.812,0.0
8.046,2,2,2,2,3.045,0,2,0,358.62,0,4,0,74.17,4,287.886,21.154,0.13,19.631,4.837,4.837,2,4.152,0,6,2,7.748,2,7.859,6.665,74.17,4.748,4.748,4.665,4.665,2,1.626,4.748,4.748,4.748,4,0.026,4.793,3.355,3.355,3.355,4,4.776,504.61,11.786,11.786,11.786,62.555,7.132,7.132,4,22,45.186,24.23,18,2,7.554,19.001,26.318,2.012,0.17,5.427,5.416
8.097,1,2,1,1,2.398,0,2,1,180.76,1,2,1,37.085,3,165.622,20.469,0.133,18.976,5.278,5.278,1,3.798,3,2,2,7.32,0,6.013,6.963,37.085,4.283,4.283,5.033,5.033,0,0.075,4.673,4.673,4.673,0,0.034,4.776,4.276,4.276,4.276,2,4.026,0.0,19.649,19.649,19.649,31.278,9.33,9.33,2,5,39.133,23.473,5,0,6.605,31.202,12.767,1.913,0.5,2.014,4.595
7.187,0,0,0,0,0.0,3,0,0,303.02,0,2,0,11.615,0,0.0,20.865,-0.02,19.322,4.916,4.916,0,3.709,0,4,2,7.804,0,0.0,6.743,50.764,4.598,4.598,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.044,4.777,3.464,3.464,3.464,3,4.681,0.0,12.54,12.54,12.54,0.0,7.322,7.322,1,6,50.764,23.967,6,4,0.0,20.197,22.157,2.096,0.17,3.273,0.0
6.387,0,0,0,0,0.0,2,0,0,123.09,0,2,0,11.615,0,0.0,21.047,-0.163,19.505,4.964,4.964,0,3.67,0,0,0,7.839,0,0.0,6.753,11.615,4.66,4.66,4.753,4.753,0,0.0,4.839,4.839,4.839,0,0.036,4.752,3.537,3.537,3.537,2,4.716,0.0,13.548,13.548,13.548,0.0,7.554,7.554,0,12,28.02,24.153,12,2,0.0,21.613,12.299,2.091,1.0,2.137,0.0
6.229,0,0,0,0,0.0,1,0,0,123.09,0,2,0,11.615,0,0.0,20.909,-0.046,19.373,5.252,5.252,0,3.674,0,0,4,7.764,0,0.0,7.429,11.615,4.662,4.662,5.429,5.429,0,0.0,4.764,4.764,4.764,0,0.035,4.758,4.162,4.162,4.162,2,4.714,0.0,18.719,18.719,18.719,0.0,9.14,9.14,2,6,28.02,23.996,6,2,0.0,29.653,11.264,2.083,1.0,1.943,0.0
6.301,0,0,0,0,0.0,1,0,0,123.09,0,2,0,11.615,0,0.0,21.052,-0.163,19.509,4.964,4.964,0,3.67,0,0,4,7.839,0,0.0,6.753,11.615,4.664,4.664,4.753,4.753,0,0.0,4.839,4.839,4.839,0,0.032,4.755,3.538,3.538,3.538,2,4.713,0.0,13.549,13.549,13.549,0.0,7.554,7.554,2,12,28.02,24.158,12,2,0.0,21.617,12.311,2.092,1.0,2.278,0.0
7.678,1,2,1,1,2.398,0,2,2,231.66,1,4,1,48.7,2,187.379,21.378,-0.049,19.848,5.32,5.32,1,3.98,4,2,4,7.764,0,6.083,7.429,48.7,4.715,4.715,5.429,5.429,0,0.024,4.764,4.764,4.764,0,0.035,4.8,4.29,4.29,4.29,4,4.745,0.0,19.749,19.749,19.749,31.278,9.351,9.351,2,11,83.558,24.453,11,2,6.605,31.37,19.239,2.082,0.33,4.077,4.595
6.886,0,0,0,0,0.0,3,0,0,166.18,0,2,0,11.615,0,0.0,21.065,-0.147,19.544,5.278,5.278,0,3.853,0,0,0,7.804,0,0.0,7.033,50.764,4.598,4.598,5.033,5.033,0,0.0,4.804,4.804,4.804,0,0.045,4.777,4.276,4.276,4.276,3,4.681,0.0,19.649,19.649,19.649,0.0,9.33,9.33,0,6,50.764,24.126,6,4,0.0,31.202,15.159,2.095,0.67,2.825,0.0
7.886,1,2,1,1,2.398,0,2,2,206.21,1,3,1,42.893,2,183.007,21.014,-0.012,19.504,5.278,5.278,1,3.972,4,2,4,7.717,0,6.13,7.033,42.893,4.661,4.661,5.033,5.033,0,0.059,4.717,4.717,4.717,0,0.035,4.796,4.276,4.276,4.276,3,4.717,0.0,19.649,19.649,19.649,31.278,9.33,9.33,2,11,61.346,24.058,11,2,6.605,31.202,16.941,2.065,0.5,3.397,4.595
7.585,0,0,0,0,0.0,3,0,0,191.63,0,3,0,17.422,0,0.0,21.434,-0.23,19.886,4.98,4.98,0,3.855,0,0,0,7.858,0,0.0,6.765,56.571,4.784,4.784,4.765,4.765,0,0.0,4.858,4.858,4.858,0,0.051,4.796,3.555,3.555,3.555,4,4.722,0.0,13.571,13.571,13.571,0.0,7.559,7.559,0,12,72.976,24.548,12,4,0.0,21.695,17.09,2.114,0.67,3.792,0.0
7.678,1,2,1,1,2.398,0,2,2,288.5,1,2,1,37.085,2,134.237,20.07,0.11,18.542,4.81,4.81,1,3.659,3,6,2,7.32,0,6.824,6.452,37.085,3.479,3.479,4.663,4.663,0,0.546,4.673,4.673,4.673,0,0.028,4.776,3.327,3.327,3.327,2,4.025,0.0,11.699,11.699,11.699,31.278,7.118,7.118,1,5,39.133,23.141,5,0,6.605,18.726,17.729,1.938,0.17,2.195,4.595
8.222,1,1,1,1,2.398,0,1,1,294.89,0,2,0,37.085,4,125.502,20.464,0.122,18.942,4.837,4.837,1,3.656,0,5,3,7.748,1,3.885,6.665,37.085,4.242,4.242,4.665,4.665,1,0.771,4.748,4.748,4.748,2,0.024,4.784,3.355,3.355,3.355,2,4.155,220.476,11.786,11.786,11.786,31.278,7.132,7.132,1,11,22.593,23.538,9,0,6.862,19.001,20.646,1.994,0.17,3.537,4.727
7.108,0,0,0,0,0.0,1,0,0,216.02,0,1,0,62.589,0,0.0,20.096,0.007,18.58,4.809,4.809,0,3.666,0,4,0,7.671,0,0.0,6.662,5.807,3.751,3.751,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.027,10.695,3.327,3.327,3.327,2,4.727,0.0,11.698,11.698,11.698,56.782,7.118,7.118,0,6,5.807,23.158,6,1,0.0,18.712,16.887,2.052,0.17,2.716,0.0
6.268,0,0,0,0,0.0,1,0,0,123.09,0,2,0,11.615,0,0.0,21.072,-0.173,19.532,4.966,4.966,0,3.835,0,0,0,7.84,0,0.0,6.753,50.764,4.67,4.67,4.753,4.753,0,0.0,4.84,4.84,4.84,0,0.03,4.754,3.54,3.54,3.54,3,4.717,0.0,13.556,13.556,13.556,0.0,7.556,7.556,0,12,67.169,24.175,12,1,0.0,21.64,13.199,2.083,1.0,2.643,0.0
6.62,0,0,0,0,0.0,2,0,0,123.09,0,2,0,11.615,0,0.0,20.892,0.06,19.358,5.25,5.25,0,3.746,0,0,0,7.753,0,0.0,7.428,11.615,4.66,4.66,5.428,5.428,0,0.0,4.753,4.753,4.753,0,0.039,4.748,4.161,4.161,4.161,2,4.725,0.0,18.714,18.714,18.714,0.0,9.14,9.14,0,6,11.615,23.975,6,4,0.0,29.639,11.963,2.083,1.0,2.048,0.0
7.0,0,0,0,0,0.0,1,0,0,244.02,0,2,0,11.615,0,0.0,20.939,-0.044,19.393,4.944,4.944,0,3.699,0,3,2,7.836,0,0.0,6.75,89.912,4.598,4.598,4.75,4.75,0,0.0,4.836,4.836,4.836,0,0.049,4.781,3.505,3.505,3.505,4,4.681,0.0,12.81,12.81,12.81,0.0,7.379,7.379,1,6,89.912,24.047,6,2,0.0,20.871,17.668,2.087,0.5,3.093,0.0
6.848,0,0,0,0,0.0,1,0,0,191.63,0,3,0,17.422,0,0.0,21.478,-0.247,19.928,4.993,4.993,0,3.986,0,0,0,7.874,0,0.0,6.769,95.72,4.8,4.8,4.769,4.769,0,0.0,4.874,4.874,4.874,0,0.043,4.8,3.571,3.571,3.571,5,4.722,0.0,13.598,13.598,13.598,0.0,7.565,7.565,0,12,112.125,24.595,12,2,0.0,21.723,17.794,2.106,0.67,4.436,0.0
6.866,0,0,0,0,0.0,1,0,0,175.48,0,1,0,5.807,0,0.0,20.095,-0.013,18.577,4.809,4.809,0,3.353,0,3,0,7.671,0,0.0,6.663,5.807,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.038,4.729,3.327,3.327,3.327,1,3.808,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,6,5.807,23.157,6,1,0.0,18.712,12.173,2.06,0.83,1.322,0.0
8.097,1,1,1,1,2.398,0,1,0,138.77,0,2,0,37.085,3,65.381,20.747,0.037,19.239,4.837,4.837,1,3.511,0,1,1,7.748,1,3.756,6.665,37.085,4.428,4.428,4.665,4.665,1,0.661,4.748,4.748,4.748,2,0.028,4.784,3.356,3.356,3.356,2,4.158,115.249,11.786,11.786,11.786,31.278,7.132,7.132,2,17,22.593,23.798,15,1,6.862,19.786,12.409,2.01,1.0,2.716,4.727
7.62,0,0,0,0,0.0,2,2,0,160.9,0,2,0,11.615,2,0.0,21.063,-0.116,19.529,4.964,4.964,0,3.821,4,0,0,7.839,0,7.226,6.753,11.615,4.66,4.66,4.753,4.753,0,0.0,4.839,4.839,4.839,0,0.031,4.745,3.537,3.537,3.537,2,4.724,0.0,13.549,13.549,13.549,0.0,7.554,7.554,0,18,61.591,24.163,18,3,0.0,21.615,15.433,2.075,0.83,2.463,0.0
7.824,0,0,0,0,0.0,2,0,0,177.64,0,3,0,17.422,0,0.0,21.389,-0.124,19.848,4.964,4.964,0,3.849,0,0,0,7.839,0,0.0,6.753,17.422,4.709,4.709,4.753,4.753,0,0.0,4.839,4.839,4.839,0,0.034,4.763,3.537,3.537,3.537,3,4.728,0.0,13.548,13.548,13.548,0.0,7.554,7.554,0,18,50.232,24.49,18,4,0.0,21.614,18.51,2.111,0.67,3.517,0.0
6.119,0,0,0,0,0.0,2,0,0,123.09,0,2,0,11.615,0,0.0,21.017,-0.067,19.493,5.32,5.32,0,3.717,0,0,0,7.764,0,0.0,7.429,11.615,4.659,4.659,5.429,5.429,0,0.0,4.764,4.764,4.764,0,0.038,4.755,4.29,4.29,4.29,2,4.718,0.0,19.749,19.749,19.749,0.0,9.351,9.351,0,6,28.02,24.083,6,2,0.0,31.37,12.666,2.082,0.83,2.202,0.0
7.77,1,2,1,1,2.398,0,2,2,231.66,1,4,1,48.7,2,132.385,21.3,-0.028,19.762,5.252,5.252,1,3.98,4,2,4,7.763,0,6.269,7.428,48.7,4.715,4.715,5.428,5.428,0,0.168,4.763,4.763,4.763,0,0.033,4.8,4.162,4.162,4.162,4,4.745,0.0,18.719,18.719,18.719,31.278,9.14,9.14,2,11,83.558,24.389,11,2,6.605,29.653,17.825,2.081,0.5,3.677,4.595
7.398,0,0,0,0,0.0,2,0,0,177.64,0,3,0,17.422,0,0.0,21.193,0.0,19.658,4.999,4.999,0,3.708,0,0,0,7.716,0,0.0,7.419,17.422,4.691,4.691,5.419,5.419,0,0.0,4.716,4.716,4.716,0,0.037,4.763,3.69,3.69,3.69,3,4.73,0.0,14.438,14.438,14.438,0.0,8.104,8.104,0,12,50.232,24.28,12,4,0.0,22.667,16.829,2.106,0.83,2.671,0.0
6.125,0,0,0,0,0.0,2,0,0,97.64,0,1,0,5.807,0,0.0,20.441,0.023,18.954,5.278,5.278,0,3.732,0,0,0,7.66,0,0.0,7.033,5.807,4.283,4.283,5.033,5.033,0,0.0,4.66,4.66,4.66,0,0.038,4.728,4.276,4.276,4.276,1,3.971,0.0,19.649,19.649,19.649,0.0,9.33,9.33,2,6,5.807,23.442,6,4,0.0,31.202,10.71,2.074,0.83,1.658,0.0
7.886,0,0,0,0,0.0,2,0,0,182.22,0,2,0,50.999,0,0.0,20.065,-0.016,18.562,4.801,4.801,0,3.651,0,1,0,7.66,0,0.0,6.661,50.999,3.625,3.625,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.03,4.728,3.313,3.313,3.313,2,3.966,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,12,5.807,23.12,12,9,0.0,18.535,13.821,2.065,0.67,1.879,0.0
8.0,1,1,1,1,2.398,0,1,1,161.42,0,3,0,44.835,4,48.705,20.992,0.132,19.457,4.999,4.999,1,3.406,0,1,4,7.752,1,3.649,7.697,44.835,4.694,4.694,5.697,5.697,1,0.572,4.752,4.752,4.752,2,0.032,4.788,3.69,3.69,3.69,3,4.734,87.818,14.439,14.439,14.439,31.278,8.104,8.104,1,11,30.343,24.077,9,0,6.862,22.669,12.945,1.994,0.83,2.546,4.727
6.046,0,0,0,0,0.0,1,0,0,123.09,0,2,0,11.615,0,0.0,20.933,-0.064,19.399,5.252,5.252,0,3.784,0,0,0,7.765,0,0.0,7.429,11.615,4.668,4.668,5.429,5.429,0,0.0,4.765,4.765,4.765,0,0.035,6.88,4.162,4.162,4.162,3,4.752,0.0,18.719,18.719,18.719,45.954,9.14,9.14,0,6,28.02,24.016,6,1,0.0,29.653,12.523,2.07,0.83,2.751,0.0
4.977,0,0,0,0,0.0,2,0,0,120.29,0,2,0,13.557,1,0.0,20.893,0.049,19.359,5.25,5.25,0,3.724,0,0,2,7.754,0,0.0,7.681,13.557,4.66,4.66,5.681,5.681,0,0.0,4.754,4.754,4.754,0,0.041,4.744,4.161,4.161,4.161,2,4.722,0.0,18.714,18.714,18.714,0.0,9.14,9.14,1,6,13.557,23.976,6,2,0.0,29.639,11.609,2.073,1.0,1.814,0.0
6.097,0,0,0,0,0.0,2,0,0,181.88,0,1,0,5.807,2,0.0,20.273,-0.028,18.778,4.843,4.843,0,3.726,0,4,2,7.704,0,0.0,6.684,5.807,3.846,3.846,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.027,4.73,3.377,3.377,3.377,1,3.915,0.0,12.24,12.24,12.24,0.0,7.248,7.248,1,18,5.807,23.324,18,5,0.0,19.754,17.54,2.072,0.17,2.748,0.0
7.444,0,0,0,0,0.0,2,0,0,161.99,0,2,0,50.999,1,0.0,20.093,-0.028,18.592,4.801,4.801,0,3.636,0,0,0,7.66,0,0.0,6.661,50.999,3.798,3.798,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.036,4.728,3.313,3.313,3.313,2,3.984,0.0,11.657,11.657,11.657,45.192,7.111,7.111,1,12,5.807,23.142,12,8,0.0,18.535,12.492,2.065,0.83,1.544,0.0
8.0,1,2,1,1,2.398,0,2,1,180.76,1,2,1,37.085,4,95.195,20.467,0.134,18.959,4.81,4.81,1,3.561,3,2,2,7.673,0,6.554,6.663,37.085,4.427,4.427,4.663,4.663,0,0.441,4.673,4.673,4.673,0,0.029,4.776,3.327,3.327,3.327,2,4.026,0.0,11.699,11.699,11.699,31.278,7.118,7.118,2,11,39.133,23.507,11,0,6.605,19.699,12.48,1.967,0.83,1.868,4.595
6.398,0,0,0,0,0.0,2,0,0,94.84,0,1,0,5.807,3,0.0,20.439,-0.035,18.937,4.801,4.801,0,3.387,0,0,0,7.66,0,0.0,6.661,5.807,4.427,4.427,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.036,4.728,3.313,3.313,3.313,1,3.985,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,5.807,23.476,12,2,0.0,19.657,10.777,2.076,1.0,1.545,0.0
6.554,0,0,0,0,0.0,2,0,0,146.97,0,1,0,5.807,0,0.0,20.026,-0.045,18.504,4.801,4.801,0,3.384,0,2,0,7.66,0,0.0,6.661,5.807,3.432,3.432,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.042,4.728,3.313,3.313,3.313,1,3.768,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,6,5.807,23.096,6,4,0.0,18.533,10.478,2.074,0.83,1.199,0.0
