pXC50,N.,nH,Si,nAT,Se,nN,nBT,H.,Sp,AMW,nCsp3,Sv,Mp,nAB,RBN,RBF,Mv,Me,nDB,nBM,nHet,nC
4.329,6.5,16,52.464,46,47.894,3,48,34.8,31.284,9.03,2,31.573,0.68,18,6,0.125,0.686,1.041,2,20,9,21
5.721,3.6,28,62.232,55,55.0,2,56,50.9,34.728,6.773,10,32.75,0.631,11,13,0.232,0.595,1.0,2,13,6,21
6.119,3.8,28,58.813,52,51.345,2,53,53.8,32.819,6.317,10,30.321,0.631,11,12,0.226,0.583,0.987,1,12,4,20
5.444,1.8,29,63.149,56,55.781,1,57,51.8,35.483,6.634,10,33.256,0.634,11,13,0.228,0.594,0.996,2,13,5,22
5.06,4.3,17,53.381,47,48.676,2,49,36.2,32.04,8.817,2,32.078,0.682,18,6,0.122,0.683,1.036,2,20,8,22
4.239,8.9,15,51.547,45,47.112,4,47,33.3,30.529,9.253,2,31.068,0.678,18,6,0.128,0.69,1.047,2,20,10,20
7.0,5.8,20,59.294,52,53.661,3,54,38.5,34.807,8.528,4,34.626,0.669,18,7,0.13,0.666,1.032,2,20,9,23
5.527,7.1,21,64.002,56,58.091,4,58,37.5,37.267,8.687,4,37.363,0.665,18,8,0.138,0.667,1.037,3,21,11,24
5.588,7.1,21,64.002,56,58.091,4,58,37.5,37.267,8.687,4,37.363,0.665,18,9,0.155,0.667,1.037,3,21,11,24
5.301,3.4,30,65.228,58,57.229,2,60,51.7,37.58,6.527,10,34.848,0.648,16,12,0.2,0.601,0.987,1,17,4,24
4.659,4.3,17,53.381,47,48.676,2,49,36.2,32.04,8.817,3,32.078,0.682,18,6,0.122,0.683,1.036,2,20,8,22
4.192,6.5,16,52.464,46,47.894,3,48,34.8,31.284,9.03,2,31.573,0.68,18,6,0.125,0.686,1.041,2,20,9,21
4.51,6.5,15,52.408,46,48.218,3,48,32.6,32.142,9.779,2,32.4,0.699,18,6,0.125,0.704,1.048,2,20,10,21
6.06,7.5,19,60.587,53,55.207,4,55,35.8,35.506,8.914,3,35.836,0.67,18,8,0.145,0.676,1.042,3,21,11,23
5.822,5.8,20,59.294,52,53.661,3,54,38.5,34.807,8.528,4,34.626,0.669,18,8,0.148,0.666,1.032,2,20,9,23
6.959,3.6,28,62.232,55,55.0,2,56,50.9,34.728,6.773,10,32.75,0.631,11,13,0.232,0.595,1.0,2,13,6,21
5.0,3.6,28,62.232,55,55.0,2,56,50.9,34.728,6.773,10,32.75,0.631,11,13,0.232,0.595,1.0,2,13,6,21
6.097,0.0,13,35.167,32,32.069,0,34,40.6,23.591,9.912,3,22.142,0.737,11,1,0.029,0.692,1.002,2,13,3,16
4.523,2.6,19,43.075,39,38.207,1,41,48.7,28.154,7.731,6,25.137,0.722,11,3,0.073,0.645,0.98,1,12,3,17
6.726,2.1,27,54.315,48,47.243,1,49,56.3,29.813,6.03,11,27.299,0.621,6,7,0.143,0.569,0.984,1,7,3,18
6.409,2.3,21,48.279,43,42.92,1,44,48.8,27.983,6.963,5,26.434,0.651,12,8,0.182,0.615,0.998,1,13,4,18
5.639,2.3,21,48.069,43,42.592,1,45,48.8,28.529,6.87,6,26.719,0.663,12,4,0.089,0.621,0.991,1,13,3,19
4.523,2.4,21,45.86,41,40.265,1,43,51.2,27.074,6.522,7,25.004,0.66,11,3,0.07,0.61,0.982,1,12,2,18
5.425,2.4,25,46.9,41,40.36,1,41,61.0,24.052,5.546,12,21.773,0.587,0,7,0.171,0.531,0.984,1,1,3,13
5.477,2.1,23,52.484,47,46.476,1,49,48.9,31.29,6.839,6,29.246,0.666,12,5,0.102,0.622,0.989,2,14,3,21
6.489,2.6,19,43.654,39,38.709,1,41,48.7,25.767,6.907,6,24.192,0.661,11,3,0.073,0.62,0.993,1,12,3,17
6.093,2.8,19,40.654,36,35.709,1,37,52.8,22.767,6.482,7,21.192,0.632,6,3,0.081,0.589,0.992,1,7,3,14
5.423,3.0,17,37.239,33,32.825,1,34,51.5,21.006,6.646,6,19.665,0.637,6,3,0.088,0.596,0.995,1,7,3,13
4.523,2.3,21,48.069,43,42.592,1,45,48.8,28.529,6.87,6,26.719,0.663,12,4,0.089,0.621,0.991,1,13,3,19
4.523,2.1,27,54.315,48,47.243,1,49,56.3,29.813,6.03,11,27.299,0.621,6,8,0.163,0.569,0.984,1,7,3,18
4.738,3.8,11,28.993,26,26.174,1,27,42.3,17.722,7.74,1,17.085,0.682,11,2,0.074,0.657,1.007,1,12,3,12
4.523,5.0,20,44.943,40,39.483,2,42,50.0,26.319,6.71,6,24.499,0.658,11,2,0.048,0.612,0.987,1,12,3,17
4.807,2.6,19,43.365,39,38.458,1,41,48.7,26.961,7.319,6,24.665,0.691,11,3,0.073,0.632,0.986,1,12,3,17
5.452,2.2,23,50.484,45,44.476,1,47,51.1,29.29,6.61,8,27.246,0.651,11,4,0.085,0.605,0.988,1,12,3,19
4.523,5.0,20,44.653,40,39.232,2,42,50.0,27.512,7.111,6,24.971,0.688,11,2,0.048,0.624,0.981,1,12,3,17
5.638,0.0,27,53.457,46,46.119,0,45,58.7,26.688,6.096,14,24.767,0.58,0,12,0.267,0.538,1.003,1,1,4,15
5.921,0.0,35,67.117,58,57.654,0,57,60.3,33.734,5.802,18,30.874,0.582,0,16,0.281,0.532,0.994,1,1,4,19
6.554,0.0,19,39.796,34,34.585,0,33,55.9,19.642,6.597,10,18.66,0.578,0,8,0.242,0.549,1.017,1,1,4,11
6.87,0.0,23,46.626,40,40.352,0,39,57.5,23.165,6.309,12,21.713,0.579,0,10,0.256,0.543,1.009,1,1,4,13
4.624,0.0,13,29.55,25,25.934,0,24,52.0,14.358,7.288,7,14.079,0.574,0,5,0.208,0.563,1.037,1,1,4,8
4.521,0.0,21,50.211,44,44.469,0,45,47.7,28.404,7.327,8,27.186,0.646,11,7,0.156,0.618,1.011,1,12,4,19
6.229,0.0,31,64.287,56,55.887,0,56,55.4,34.211,6.366,14,31.82,0.611,6,13,0.232,0.568,0.998,1,7,4,21
6.678,5.6,6,20.111,18,18.949,1,18,33.3,12.449,9.274,0,31.873,0.692,6,2,0.111,0.638,1.053,2,8,6,6
5.523,0.0,27,57.875,50,50.774,0,50,54.0,29.597,6.729,14,28.196,0.592,0,11,0.22,0.564,1.015,2,2,6,17
6.347,0.0,17,40.381,35,35.701,0,35,48.6,21.881,7.38,7,21.133,0.625,6,7,0.2,0.604,1.02,1,7,4,14
6.921,0.0,19,43.796,38,38.585,0,38,50.0,23.642,7.167,8,22.66,0.622,6,8,0.211,0.596,1.015,1,7,4,15
4.883,0.0,27,57.457,50,50.119,0,50,54.0,30.688,6.569,12,28.767,0.614,6,11,0.22,0.575,1.002,1,7,4,19
4.0,0.0,36,63.683,56,54.232,0,55,64.3,33.16,5.01,16,29.197,0.592,0,15,0.273,0.521,0.968,2,2,1,19
4.57,0.0,11,26.135,22,23.051,0,21,50.0,12.597,7.645,6,12.552,0.573,0,4,0.19,0.571,1.048,1,1,4,7
5.551,0.0,15,32.965,28,28.818,0,27,53.6,16.12,7.009,8,15.606,0.576,0,6,0.222,0.557,1.029,1,1,4,9
5.244,0.0,29,60.291,52,52.658,0,52,55.8,30.358,6.509,16,28.723,0.584,0,11,0.212,0.552,1.013,1,1,6,17
8.201,0.0,33,60.737,53,52.265,0,52,62.3,31.438,5.822,16,27.956,0.593,0,15,0.288,0.527,0.986,2,2,4,16
8.523,0.0,25,47.076,41,40.731,0,40,61.0,24.392,6.157,12,21.848,0.595,0,11,0.275,0.533,0.993,2,2,4,12
