pXC50,SpMax4_Bh.p.,SpMin3_Bh.s.,SpMax4_Bh.v.,SpMin4_Bh.s.,nCrs,NssNH,SsssN,MATS6m,SssNH,ATSC5v,SM11_EA.dm.,ON1V,Eig04_EA.ri.,ATSC2v,C.008,SpMin4_Bh.i.,ATSC5p,X1Kup,ATSC1p,SM09_EA.dm.,nCONN,X1MulPer,Eig04_AEA.ri.,CATS2D_04_DA,SM15_EA.dm.,X1Per,ATSC4v,Eig04_EA,SM12_AEA.bo.,ATSC3v,ATSC4p,SpMin8_Bh.s.,ATSC2p,ATS1v,Hy,ATSC3i,SM07_EA.dm.,CATS2D_07_AL,SpMax3_Bh.m.,ATS2v,Sp,C.041,ATS2p,P_VSA_p_1,CATS2D_02_DD,CATS2D_05_LL,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,Psi_i_1,NRS,C.031,ATSC3p,nBT,X1v,ATS3e,ATSC5i,ATS3p,SpMin5_Bh.s.,SpMin1_Bh.e.,ISIZ,nAT,P_VSA_LogP_7,ATSC4i,P_VSA_e_3,SpMin7_Bh.i.,SpMin8_Bh.m.
8.215,3.456,1.064,3.446,0.825,3,1,2.417,0.01,3.219,16.531,0.082,3.304,2.235,12.019,1,1.345,11.844,9.496,5.593,0.125,0,9.006,3.273,1,0.035,7.561,15.826,2.309,2.309,14.316,11.869,0.533,9.114,3.581,-0.419,1.337,0.188,3,3.792,3.857,37.012,0,3.972,317.82,0,12,317.82,317.82,317.82,317.82,15.844,3,0,10.88,57,10.704,4.733,1.394,4.078,0.801,1.945,317.975,55,350.039,1.391,21.135,1.064,1.358
8.013,3.455,1.026,3.446,0.825,3,1,2.398,0.035,3.177,14.694,0.082,3.119,2.232,10.389,1,1.345,10.681,9.13,4.703,0.125,0,8.765,3.286,1,0.035,7.296,14.238,2.33,2.33,13.272,10.796,0.5,7.686,3.546,-0.382,1.188,0.188,3,3.792,3.843,35.319,0,3.925,270.735,0,10,270.735,270.735,270.735,270.735,15.614,3,0,10.23,53,9.917,4.709,1.22,4.059,0.801,1.944,289.294,51,270.735,1.212,21.135,0.941,1.311
6.063,3.405,1.064,3.405,0.962,0,2,2.138,-0.02,6.033,15.206,7.353,3.258,2.235,11.7,0,1.468,11.097,9.736,5.406,5.975,0,9.306,3.273,1,10.073,7.769,15.823,2.309,2.309,14.719,12.027,0.501,9.0,3.606,0.194,1.47,4.573,4,3.738,3.929,37.711,0,4.016,294.278,0,10,294.278,294.278,294.278,294.278,16.403,3,0,11.396,58,10.975,4.835,1.375,4.134,0.769,1.946,325.212,56,326.497,1.433,39.146,1.054,1.358
5.046,3.192,0.766,3.081,0.646,0,1,0.0,0.005,3.151,8.695,0.0,1.89,1.679,7.184,0,1.169,7.175,6.076,3.37,0.0,0,5.66,2.918,1,0.0,4.767,8.661,2.034,2.034,8.674,7.633,0.065,6.299,3.209,-0.301,0.783,0.0,0,3.792,3.518,25.551,0,3.641,176.567,0,8,176.567,176.567,176.567,176.567,10.467,2,0,7.806,36,7.994,4.261,0.765,3.718,0.498,1.924,179.525,35,208.786,0.808,63.965,0.821,0.938
7.854,3.437,1.034,3.43,1.022,3,1,2.283,0.022,3.159,14.658,0.082,3.35,2.23,11.185,1,1.498,10.76,9.749,5.1,0.125,0,9.447,3.286,1,0.035,7.788,15.437,2.33,2.33,15.257,12.011,0.477,8.659,3.599,-0.371,1.57,0.188,3,3.746,3.953,37.017,0,4.022,297.467,0,10,282.506,282.506,284.686,282.506,16.629,3,0,12.277,56,10.562,4.894,1.278,4.159,0.825,1.945,310.764,54,282.506,1.472,21.135,1.043,1.273
7.7,3.635,1.082,3.629,1.064,3,0,4.916,-0.033,0.0,22.159,0.55,4.115,2.314,15.466,0,1.706,15.681,11.978,6.705,0.611,0,11.482,3.444,0,0.427,9.542,24.24,2.523,2.523,21.116,17.469,0.671,11.473,3.797,-0.841,1.986,0.66,6,3.834,4.184,44.54,0,4.281,388.446,0,16,388.446,388.446,388.446,388.446,20.77,4,0,15.578,70,13.207,5.106,1.982,4.458,0.865,2.022,398.93,66,408.895,2.165,23.034,1.125,1.467
7.921,3.403,1.162,3.399,1.042,3,0,4.929,-0.002,0.0,20.227,0.373,3.976,2.244,14.284,0,1.504,13.52,10.733,6.023,0.441,0,10.428,3.349,0,0.264,8.658,21.765,2.424,2.424,19.588,14.605,0.64,9.619,3.654,-0.819,1.785,0.515,6,3.722,4.036,39.347,0,4.111,388.446,0,6,388.446,388.446,388.446,388.446,18.0,3,0,13.415,65,10.892,5.059,1.755,4.308,0.825,2.0,369.16,62,376.675,1.881,23.034,1.064,1.442
7.7,3.647,1.078,3.613,0.927,3,0,4.905,-0.061,0.0,20.814,0.55,3.918,2.265,14.736,0,1.449,15.825,11.551,6.593,0.611,0,10.985,3.411,0,0.427,9.116,23.401,2.503,2.503,19.799,17.706,0.609,11.469,3.771,-0.805,1.899,0.66,9,3.892,4.158,43.427,0,4.265,364.904,0,11,364.904,364.904,364.904,364.904,20.308,4,0,14.975,67,13.581,5.046,1.949,4.415,0.866,2.02,376.569,63,416.63,2.097,23.034,1.192,1.445
8.284,3.485,1.144,3.472,1.066,0,1,5.213,0.045,3.283,24.613,0.158,4.462,2.25,16.452,1,1.573,16.908,11.624,7.171,0.237,0,11.049,3.314,1,0.068,9.275,24.51,2.38,2.38,21.283,17.479,0.673,11.534,3.739,-0.425,1.934,0.346,4,3.759,4.086,44.824,0,4.206,447.302,0,10,447.302,447.302,447.302,447.302,18.69,3,0,15.092,72,12.859,5.129,2.028,4.379,1.018,1.956,429.05,70,479.521,2.034,24.259,1.171,1.513
8.328,3.572,1.13,3.566,1.063,3,1,5.352,0.03,3.288,23.491,0.158,4.379,2.302,15.977,1,1.529,16.221,11.786,7.024,0.237,0,11.324,3.4,1,0.068,9.398,23.143,2.467,2.467,20.507,16.624,0.754,11.329,3.751,-0.425,1.871,0.346,4,3.841,4.074,44.063,0,4.194,423.76,0,10,423.76,423.76,423.76,423.76,19.546,4,0,14.716,71,13.021,5.092,1.961,4.347,0.859,1.956,413.947,68,455.979,1.952,24.259,1.112,1.513
7.284,3.562,1.065,3.559,1.017,3,1,5.214,0.061,3.24,21.027,0.158,4.004,2.302,14.289,1,1.483,14.746,11.286,6.439,0.237,0,10.826,3.4,1,0.068,8.979,20.374,2.467,2.467,18.065,14.947,0.736,10.423,3.726,-0.425,1.731,0.346,4,3.839,4.035,42.54,0,4.143,376.675,0,10,376.675,376.675,376.675,376.675,18.987,4,0,13.249,67,12.521,4.985,1.782,4.281,0.825,1.946,384.0,64,408.895,1.76,24.259,1.069,1.513
9.1,3.535,1.083,3.554,1.067,3,0,5.745,0.164,0.0,21.555,7.532,4.058,2.462,13.387,2,1.608,15.108,11.4,5.835,6.128,0,11.096,3.523,0,10.308,9.165,20.473,2.576,2.576,18.12,14.85,0.491,9.409,3.722,-0.781,1.901,4.707,10,3.744,4.1,41.284,0,4.147,353.133,0,4,353.133,353.133,353.133,353.133,19.606,4,0,12.948,66,11.549,5.121,1.853,4.337,1.003,1.935,376.569,63,353.133,1.917,40.432,1.064,1.417
8.1,3.517,1.164,3.536,1.025,3,0,5.838,0.107,0.0,18.393,7.532,3.974,2.338,12.993,0,1.596,12.883,10.99,5.564,6.128,0,10.81,3.436,0,10.308,8.898,18.48,2.49,2.49,17.814,13.014,0.64,8.778,3.666,-0.767,1.756,4.707,6,3.723,4.03,39.284,0,4.084,353.133,0,3,353.133,353.133,353.133,353.133,18.545,4,0,12.242,64,11.155,5.075,1.585,4.244,0.944,1.914,361.775,61,329.591,1.683,26.158,1.055,1.38
8.4,3.545,1.163,3.567,1.02,3,0,5.792,0.082,0.0,18.905,7.532,4.159,2.348,12.991,0,1.637,13.091,11.82,5.558,6.128,0,11.652,3.455,0,10.308,9.57,18.942,2.526,2.526,17.866,13.39,0.64,8.748,3.736,-0.729,1.892,4.707,6,3.724,4.116,41.534,0,4.149,353.133,0,3,353.133,353.133,353.133,353.133,20.501,4,0,12.185,68,12.021,5.127,1.685,4.298,0.945,1.911,384.0,64,317.82,1.812,43.985,1.064,1.423
5.553,3.684,1.179,3.683,1.103,3,1,3.876,-0.155,3.134,23.841,9.158,4.692,2.644,17.231,1,1.746,16.43,13.661,7.415,7.5,1,13.169,3.687,2,12.474,10.981,26.818,2.718,2.718,23.328,18.532,0.794,12.24,3.929,0.075,2.312,5.838,9,3.784,4.309,51.33,1,4.376,423.76,0,12,423.76,423.76,423.76,423.76,23.494,4,0,16.709,81,13.79,5.291,2.287,4.563,1.017,2.003,490.261,78,423.76,2.532,55.319,1.253,1.513
6.0,3.68,1.179,3.676,1.101,3,1,3.924,-0.148,3.152,23.608,9.158,4.635,2.641,17.479,1,1.74,16.138,13.284,7.49,7.5,1,12.804,3.684,2,12.474,10.681,26.471,2.715,2.715,23.447,18.157,0.794,12.256,3.899,0.071,2.253,5.838,7,3.771,4.278,50.086,1,4.352,435.531,0,12,435.531,435.531,435.531,435.531,22.65,4,0,16.568,80,13.406,5.278,2.213,4.532,1.013,1.998,482.543,77,435.531,2.442,24.259,1.252,1.513
8.448,3.569,1.213,3.567,1.162,6,0,5.265,0.004,0.0,24.8,0.373,4.546,2.34,16.599,1,1.507,17.258,12.05,6.903,0.441,0,11.786,3.447,0,0.264,9.702,24.939,2.516,2.516,22.889,17.338,0.728,11.464,3.759,-0.863,2.045,0.515,8,3.725,4.167,42.864,0,4.252,423.76,0,14,423.76,423.76,423.76,423.76,20.383,3,0,15.835,71,12.186,5.203,2.065,4.445,1.049,2.02,406.428,67,423.76,2.107,6.249,1.157,1.513
7.475,3.569,1.214,3.567,1.162,6,0,5.257,0.039,0.0,25.223,0.373,4.553,2.34,16.599,1,1.507,17.633,12.056,6.903,0.441,0,11.795,3.447,0,0.264,9.709,24.764,2.516,2.516,22.872,17.31,0.727,11.464,3.759,-0.863,2.045,0.515,7,3.725,4.167,42.864,0,4.252,423.76,0,14,423.76,423.76,423.76,423.76,20.388,3,0,15.827,71,12.192,5.204,2.113,4.445,1.049,2.019,406.428,67,423.76,2.114,6.249,1.129,1.513
7.163,3.569,1.213,3.567,1.162,6,0,5.221,0.008,0.0,23.492,0.373,4.388,2.34,16.03,1,1.507,16.281,11.687,6.575,0.441,0,11.477,3.446,0,0.264,9.413,24.048,2.514,2.514,22.392,16.7,0.715,11.067,3.727,-0.448,2.005,0.515,6,3.725,4.144,41.103,0,4.229,388.446,0,15,388.446,388.446,388.446,388.446,19.908,3,0,15.506,68,11.798,5.187,1.948,4.416,1.04,2.019,384.0,64,388.446,2.03,6.249,1.117,1.417
8.4,3.532,1.226,3.552,1.082,4,0,5.733,0.137,0.0,20.586,7.532,4.293,2.328,14.199,0,1.647,14.357,11.732,6.251,6.128,0,11.548,3.432,0,10.308,9.499,20.97,2.496,2.496,19.671,14.918,0.528,9.999,3.732,-0.781,2.043,4.707,11,3.721,4.099,41.739,0,4.154,391.635,0,4,376.675,376.675,376.675,376.675,19.765,4,0,13.956,68,11.905,5.174,1.743,4.343,1.055,1.922,391.454,65,376.675,1.961,9.373,1.078,1.273
8.3,3.532,1.225,3.552,1.081,4,0,5.439,0.155,0.0,20.398,7.532,4.273,2.331,13.811,0,1.647,14.368,11.806,6.282,6.128,0,11.64,3.44,0,10.308,9.552,20.688,2.512,2.512,19.135,14.968,0.528,10.045,3.741,-0.758,2.153,4.707,7,3.721,4.112,41.677,0,4.152,394.824,0,4,364.904,364.904,364.904,364.904,20.134,4,0,14.019,68,12.004,5.185,1.853,4.341,1.044,1.919,391.454,65,364.904,2.171,9.373,1.08,1.273
8.1,3.532,1.225,3.552,1.081,4,0,5.408,0.098,0.0,20.297,7.532,4.28,2.33,13.811,0,1.647,14.394,11.812,6.282,6.128,0,11.649,3.438,0,10.308,9.559,20.633,2.51,2.51,19.123,14.968,0.528,10.045,3.741,-0.758,2.177,4.707,11,3.721,4.112,41.677,0,4.152,394.824,0,4,364.904,364.904,364.904,364.904,20.139,4,0,14.026,68,12.01,5.185,1.82,4.341,1.044,1.919,391.454,65,364.904,2.199,9.373,1.078,1.273
6.824,3.569,1.213,3.567,1.162,6,0,5.173,0.039,0.0,23.546,0.373,4.394,2.34,16.03,1,1.507,16.451,11.693,6.575,0.441,0,11.486,3.447,0,0.264,9.421,23.838,2.515,2.515,22.375,16.653,0.726,11.067,3.727,-0.448,2.005,0.515,5,3.725,4.144,41.103,0,4.229,388.446,0,14,388.446,388.446,388.446,388.446,19.912,3,0,15.499,68,11.804,5.187,1.976,4.417,1.04,2.018,384.0,64,388.446,2.034,6.249,1.115,1.427
8.536,3.569,1.216,3.567,1.162,6,0,7.472,0.046,0.0,26.734,0.43,4.788,2.391,17.679,1,1.511,18.42,12.56,7.102,0.524,0,12.216,3.483,0,0.29,10.1,27.3,2.543,2.543,24.562,18.744,0.825,11.693,3.796,-0.867,2.192,0.632,8,3.725,4.212,45.177,0,4.303,459.073,0,15,459.073,459.073,459.073,459.073,21.139,3,0,16.695,75,12.692,5.256,2.185,4.512,1.087,2.023,436.632,71,459.073,2.286,9.373,1.306,1.513
9.3,3.539,1.22,3.559,1.081,3,0,5.782,0.14,0.0,19.82,7.532,4.086,2.46,13.393,1,1.6,13.913,11.464,5.835,6.128,0,11.21,3.502,0,10.308,9.242,19.353,2.533,2.533,18.197,13.937,0.506,9.414,3.722,-0.781,1.861,4.707,9,3.763,4.095,41.284,0,4.146,353.133,0,2,353.133,353.133,353.133,353.133,19.593,4,0,12.844,66,11.617,5.101,1.72,4.308,1.016,1.933,376.569,63,353.133,1.821,40.432,1.185,1.337
9.2,3.531,1.22,3.552,1.055,3,0,5.41,0.167,0.0,19.257,7.532,3.989,2.432,12.865,1,1.595,13.655,11.236,5.944,6.128,0,11.03,3.518,0,10.308,9.045,18.508,2.57,2.57,17.116,13.764,0.506,9.449,3.704,-0.751,2.013,4.707,5,3.763,4.083,39.915,0,4.112,371.282,0,2,341.362,341.362,341.362,341.362,19.489,4,0,12.757,65,11.432,5.11,1.776,4.262,1.005,1.919,369.16,62,341.362,2.015,9.373,1.079,1.336
9.0,3.577,1.226,3.58,1.08,7,0,5.904,0.136,0.0,21.37,7.532,4.225,2.478,13.799,2,1.66,15.213,12.062,6.014,6.128,0,11.861,3.561,0,10.308,9.704,19.85,2.618,2.618,18.876,14.571,0.553,9.851,3.769,-0.788,1.955,4.707,11,3.81,4.139,42.284,0,4.191,353.133,0,6,353.133,353.133,353.133,353.133,21.129,5,0,13.55,68,12.211,5.152,1.887,4.355,1.006,1.939,384.0,64,353.133,1.926,40.432,1.064,1.276
9.1,3.575,1.225,3.577,1.052,7,0,5.532,0.164,0.0,20.821,7.532,4.128,2.468,13.274,2,1.659,15.031,11.834,6.141,6.128,0,11.681,3.569,0,10.308,9.507,19.022,2.63,2.63,17.782,14.442,0.553,9.911,3.752,-0.758,2.109,4.707,7,3.81,4.127,40.915,0,4.158,371.282,0,6,341.362,341.362,341.362,341.362,21.024,5,0,13.46,67,12.026,5.16,1.967,4.312,0.997,1.934,376.569,63,341.362,2.133,9.373,1.064,1.271
9.2,3.531,1.219,3.552,1.054,3,0,5.379,0.105,0.0,19.153,7.532,3.996,2.432,12.865,1,1.596,13.68,11.242,5.944,6.128,0,11.039,3.515,0,10.308,9.052,18.449,2.565,2.565,17.108,13.765,0.506,9.449,3.704,-0.751,2.037,4.707,9,3.763,4.083,39.915,0,4.112,371.282,0,2,341.362,341.362,341.362,341.362,19.493,4,0,12.763,65,11.438,5.11,1.743,4.262,1.005,1.919,369.16,62,341.362,2.043,9.373,1.078,1.336
8.5,3.531,1.22,3.551,1.064,3,0,5.705,0.148,0.0,19.462,7.532,4.009,2.403,13.262,1,1.596,13.642,11.161,5.913,6.128,0,10.938,3.473,0,10.308,8.992,18.819,2.518,2.518,17.69,13.711,0.506,9.404,3.695,-0.774,1.904,4.707,9,3.763,4.07,39.978,0,4.114,368.093,0,2,353.133,353.133,353.133,353.133,19.119,4,0,12.691,65,11.332,5.098,1.665,4.265,1.011,1.922,369.16,62,353.133,1.796,9.373,1.078,1.336
8.8,3.575,1.225,3.576,1.051,7,0,5.501,0.108,0.0,20.713,7.532,4.135,2.469,13.274,2,1.659,15.052,11.84,6.141,6.128,0,11.69,3.571,0,10.308,9.514,18.956,2.632,2.632,17.777,14.446,0.553,9.911,3.752,-0.758,2.131,4.707,11,3.81,4.127,40.915,0,4.158,371.282,0,6,341.362,341.362,341.362,341.362,21.028,5,0,13.465,67,12.032,5.161,1.928,4.311,0.997,1.934,376.569,63,341.362,2.165,9.373,1.064,1.271
6.0,3.698,1.233,3.693,1.194,2,1,4.299,-0.115,2.912,29.027,5.841,5.307,2.629,19.652,0,1.744,19.525,14.585,8.45,4.747,1,14.163,3.689,0,8.004,11.776,30.749,2.724,2.724,27.107,21.018,0.789,13.884,3.975,0.668,2.656,3.64,3,3.779,4.357,54.307,1,4.437,497.575,0,14,482.615,482.615,482.615,482.615,24.598,4,0,18.919,88,14.744,5.398,2.594,4.64,1.068,1.996,544.798,85,482.615,2.812,24.259,1.261,1.584
8.8,3.539,1.22,3.559,1.081,3,0,5.782,0.14,0.0,19.82,7.532,4.086,2.46,13.393,1,1.6,13.913,11.464,5.835,6.128,0,11.21,3.502,0,10.308,9.242,19.353,2.533,2.533,18.197,13.937,0.506,9.414,3.722,-0.781,1.861,4.707,9,3.763,4.095,41.284,0,4.146,353.133,0,2,353.133,353.133,353.133,353.133,19.593,4,0,12.844,66,11.617,5.101,1.72,4.308,1.016,1.933,376.569,63,353.133,1.821,40.432,1.185,1.337
8.5,3.531,1.219,3.552,1.054,3,0,5.379,0.105,0.0,19.153,7.532,3.996,2.432,12.865,1,1.596,13.68,11.242,5.944,6.128,0,11.039,3.515,0,10.308,9.052,18.449,2.565,2.565,17.108,13.765,0.506,9.449,3.704,-0.751,2.037,4.707,9,3.763,4.083,39.915,0,4.112,371.282,0,2,341.362,341.362,341.362,341.362,19.493,4,0,12.763,65,11.438,5.11,1.743,4.262,1.005,1.919,369.16,62,341.362,2.043,9.373,1.078,1.336
8.5,3.586,1.211,3.585,1.164,8,0,5.992,0.15,0.0,22.623,7.532,4.398,2.449,15.081,2,1.602,16.265,12.315,6.378,6.128,0,12.079,3.549,0,10.308,9.871,21.492,2.611,2.611,21.056,15.79,0.684,10.8,3.789,-0.788,2.031,4.707,12,3.803,4.194,43.659,0,4.257,376.675,0,8,376.675,376.675,376.675,376.675,21.429,5,0,15.204,70,12.804,5.229,1.938,4.415,1.071,1.926,398.93,66,376.675,1.953,9.373,1.089,1.433
6.0,3.698,1.194,3.693,1.169,2,1,4.39,-0.141,2.988,25.968,5.841,4.957,2.622,18.886,0,1.743,17.504,13.876,8.051,4.747,1,13.386,3.683,0,8.004,11.177,29.871,2.718,2.718,25.789,20.393,0.788,13.248,3.933,0.06,2.55,3.64,3,3.771,4.317,52.092,1,4.399,485.804,0,14,470.844,470.844,470.844,470.844,23.492,4,0,18.015,84,14.014,5.341,2.382,4.596,1.066,1.996,513.528,81,470.844,2.664,24.259,1.256,1.513
5.186,3.7,1.195,3.695,1.105,2,1,4.551,-0.093,3.104,26.666,5.841,5.092,2.512,18.969,1,1.748,17.977,13.827,8.002,4.747,1,13.303,3.527,0,8.004,11.168,28.779,2.535,2.535,25.389,19.526,0.789,13.043,3.921,-0.479,2.33,3.64,5,3.763,4.289,52.154,1,4.381,494.386,0,14,494.386,494.386,494.386,494.386,22.888,4,0,17.425,84,13.961,5.297,2.395,4.569,1.064,1.996,513.528,81,494.386,2.527,24.259,1.257,1.566
8.6,3.586,1.211,3.584,1.164,8,0,5.863,0.136,0.0,22.449,7.532,4.398,2.451,14.93,2,1.601,15.96,12.259,6.451,6.128,0,12.079,3.55,0,10.308,9.871,21.059,2.611,2.611,20.489,15.319,0.684,10.691,3.779,-0.788,2.152,4.707,12,3.801,4.18,42.739,0,4.23,391.635,0,8,376.675,376.675,376.675,376.675,21.321,5,0,14.686,70,12.426,5.233,1.955,4.384,1.062,1.925,398.93,66,376.675,2.023,9.373,1.08,1.434
9.1,3.587,1.211,3.587,1.164,8,0,5.94,0.13,0.0,22.739,7.532,4.475,2.477,15.044,2,1.608,16.15,12.562,6.357,6.128,0,12.351,3.557,0,10.308,10.121,21.59,2.613,2.613,21.017,15.545,0.685,10.67,3.804,-0.794,2.112,4.707,12,3.801,4.202,44.046,0,4.259,376.675,0,8,376.675,376.675,376.675,376.675,21.796,5,0,14.873,71,12.711,5.236,1.997,4.422,1.079,1.935,406.428,67,376.675,2.049,40.432,1.187,1.435
8.7,3.531,1.164,3.551,1.061,3,0,5.697,0.14,0.0,18.487,7.532,4.043,2.339,13.27,0,1.609,13.084,11.232,5.913,6.128,0,11.057,3.442,0,10.308,9.083,18.596,2.502,2.502,18.079,13.437,0.64,9.426,3.695,-0.774,1.909,4.707,10,3.723,4.064,39.978,0,4.111,368.093,0,3,353.133,353.133,353.133,353.133,19.098,4,0,12.953,65,11.405,5.107,1.621,4.266,1.0,1.922,369.16,62,353.133,1.782,9.373,1.064,1.38
6.0,3.7,1.195,3.694,1.105,2,1,4.546,-0.157,3.104,26.784,5.841,5.099,2.514,18.969,1,1.748,18.22,13.833,8.002,4.747,1,13.311,3.528,0,8.004,11.177,28.641,2.535,2.535,25.372,19.507,0.789,13.043,3.921,-0.479,2.33,3.64,2,3.762,4.289,52.154,1,4.381,494.386,0,15,494.386,494.386,494.386,494.386,22.893,4,0,17.418,84,13.967,5.297,2.438,4.57,1.064,1.995,513.528,81,494.386,2.533,24.259,1.254,1.573
6.069,3.715,1.195,3.707,1.106,2,1,4.516,-0.139,3.087,25.183,5.841,4.996,2.515,18.298,1,1.762,17.134,13.722,7.533,4.747,1,13.233,3.528,0,8.004,11.093,28.114,2.535,2.535,25.0,19.112,0.789,12.558,3.912,-0.479,2.331,3.64,5,3.77,4.283,51.182,1,4.378,459.073,0,16,459.073,459.073,459.073,459.073,22.844,4,0,17.164,81,13.822,5.277,2.346,4.565,1.066,2.004,490.261,78,459.073,2.519,55.319,1.257,1.513
5.682,3.698,1.194,3.693,1.182,2,1,4.382,-0.205,3.067,27.741,9.821,5.273,2.623,19.677,0,1.743,18.805,14.73,8.545,8.03,1,14.178,3.684,0,13.396,11.848,30.951,2.719,2.719,26.233,21.225,0.788,13.94,3.991,-0.455,2.63,6.234,7,3.774,4.365,55.307,1,4.439,521.117,0,16,506.157,506.157,506.157,506.157,24.849,4,0,18.589,89,14.894,5.387,2.575,4.631,1.067,1.996,552.659,86,506.157,2.781,24.259,1.363,1.594
8.2,3.538,1.211,3.559,1.08,2,0,5.738,0.134,0.0,17.08,7.532,3.869,2.366,12.442,0,1.572,12.259,11.034,5.497,6.128,0,10.84,3.469,0,10.308,8.916,17.268,2.523,2.523,17.142,12.549,0.43,8.851,3.684,-0.774,1.749,4.707,9,3.727,4.052,39.523,0,4.1,329.591,0,2,329.591,329.591,329.591,329.591,18.906,4,0,12.233,63,11.189,5.045,1.563,4.243,1.01,1.933,354.413,60,329.591,1.665,40.432,1.182,1.258
9.1,3.667,1.211,3.635,1.196,8,0,5.834,0.171,0.0,24.848,7.532,4.626,2.719,16.603,2,1.661,17.982,13.181,7.628,6.128,0,12.74,3.82,0,10.308,10.439,23.314,2.86,2.86,22.339,17.524,0.825,12.598,3.871,-0.751,2.246,4.707,12,3.813,4.276,47.12,0,4.341,411.989,0,8,411.989,411.989,411.989,411.989,23.385,5,0,16.739,76,15.075,5.316,2.142,4.498,1.164,1.985,444.235,72,411.989,2.182,9.373,1.45,1.513
8.8,3.531,1.164,3.551,1.061,3,0,5.697,0.14,0.0,18.487,7.532,4.043,2.339,13.27,0,1.609,13.084,11.232,5.913,6.128,0,11.057,3.442,0,10.308,9.083,18.596,2.502,2.502,18.079,13.437,0.64,9.426,3.695,-0.774,1.909,4.707,10,3.723,4.064,39.978,0,4.111,368.093,0,3,353.133,353.133,353.133,353.133,19.098,4,0,12.953,65,11.405,5.107,1.621,4.266,1.0,1.922,369.16,62,353.133,1.782,9.373,1.064,1.38
8.6,3.666,1.197,3.631,1.162,3,0,5.668,0.179,0.0,20.888,7.532,4.271,2.391,14.943,0,1.667,15.126,12.153,7.101,6.128,0,11.718,3.471,0,10.308,9.651,20.856,2.533,2.533,19.934,15.661,0.681,11.346,3.794,-0.737,1.999,4.707,10,3.79,4.171,44.358,0,4.235,388.446,0,3,388.446,388.446,388.446,388.446,21.161,4,0,14.997,71,14.053,5.2,1.812,4.393,1.014,1.985,413.947,68,388.446,1.946,9.373,1.064,1.433
7.395,3.569,1.215,3.567,1.162,6,0,5.023,0.042,0.0,23.52,14.758,4.507,2.4,15.88,1,1.509,16.917,12.22,6.967,12.074,0,12.051,3.492,0,20.124,9.835,24.112,2.551,2.551,22.562,17.688,0.745,11.773,3.775,-0.811,2.297,9.389,6,3.725,4.198,42.222,0,4.258,433.327,0,16,388.446,388.446,396.206,388.446,21.233,3,0,16.207,70,12.391,5.218,2.184,4.448,1.075,2.024,398.93,66,388.446,2.445,6.249,1.171,1.427
8.398,3.569,1.213,3.567,1.162,6,0,5.292,-0.002,0.0,23.203,0.373,4.393,2.339,16.111,1,1.507,16.129,11.568,6.516,0.441,0,11.351,3.445,0,0.264,9.325,23.771,2.512,2.512,22.435,16.484,0.727,11.007,3.712,-0.888,1.989,0.515,6,3.725,4.125,40.648,0,4.222,400.217,0,16,400.217,400.217,400.217,400.217,19.496,3,0,15.439,67,11.663,5.168,1.932,4.404,1.048,2.021,376.569,63,400.217,2.003,6.249,1.115,1.427
5.788,3.715,1.195,3.707,1.182,2,1,4.399,-0.23,3.079,28.113,9.821,5.35,2.632,19.851,0,1.762,19.11,15.033,8.443,8.03,1,14.45,3.688,0,13.396,12.099,31.668,2.723,2.723,26.727,21.618,0.789,13.906,4.011,-0.462,2.565,6.234,9,3.779,4.383,56.614,1,4.462,506.157,0,18,506.157,506.157,506.157,506.157,25.324,4,0,18.671,90,15.179,5.39,2.651,4.661,1.075,2.004,560.536,87,506.157,2.83,55.319,1.363,1.595
5.947,3.699,1.195,3.69,1.182,2,1,4.448,-0.23,3.097,27.838,9.821,5.293,2.62,20.03,0,1.747,18.804,14.656,8.511,8.03,1,14.084,3.68,0,13.396,11.799,31.17,2.716,2.716,26.758,21.202,0.789,13.89,3.984,-0.473,2.504,6.234,7,3.766,4.355,55.37,1,4.44,517.928,0,18,517.928,517.928,517.928,517.928,24.48,4,0,18.516,89,14.795,5.378,2.575,4.633,1.071,1.998,552.659,86,517.928,2.74,24.259,1.363,1.595
8.4,3.531,1.211,3.551,1.053,2,0,5.335,0.095,0.0,16.429,7.532,3.78,2.359,11.916,0,1.57,12.113,10.812,5.607,6.128,0,10.669,3.469,0,10.308,8.726,16.364,2.537,2.537,16.042,12.375,0.429,8.897,3.666,-0.743,1.924,4.707,9,3.727,4.04,38.154,0,4.065,347.74,0,2,317.82,317.82,317.82,317.82,18.805,4,0,12.145,62,11.01,5.054,1.61,4.194,1.0,1.919,347.076,59,317.82,1.889,9.373,1.075,1.216
8.5,3.656,1.197,3.62,1.162,3,0,5.616,0.132,0.0,20.956,7.532,4.271,2.389,14.943,0,1.658,15.29,12.153,7.101,6.128,0,11.717,3.47,0,10.308,9.652,20.864,2.533,2.533,19.934,15.716,0.683,11.346,3.794,-0.737,1.999,4.707,8,3.786,4.171,44.358,0,4.235,388.446,0,3,388.446,388.446,388.446,388.446,21.161,4,0,14.997,71,14.053,5.2,1.851,4.393,1.014,1.986,413.947,68,388.446,1.952,9.373,1.066,1.434
