pXC50,nROH,SsOH,NsOH,O.057,Eig10_AEA.dm.,ATS5s,nArNHR,nPyrimidines,IC4,C.035,Eig08_AEA.bo.,nDB,nTriazoles,SpMax8_Bh.v.,Eig12_AEA.bo.,CATS2D_02_AA,SpMin3_Bh.i.,CATS2D_04_AN,nCconj,nBnz,IC5,NdO,O.058,Eig12_EA.bo.,Eig12_EA.ri.,Eig12_AEA.ri.,Eig12_EA.ed.,SM07_AEA.ri.,SpMax3_Bh.p.,ATS1s,ATS5m,C.044,P_VSA_i_2,CATS2D_03_DA,CATS2D_01_AN,CATS2D_01_DN,CATS2D_02_NL,CATS2D_01_AA,H.051,SpAD_AEA.ed.,Eig10_AEA.ri.,ATS3v,ATS6v,P_VSA_e_5,Eig06_AEA.dm.,CATS2D_03_AA,Eig10_EA.ri.,N.075,NaaN,Eig08_AEA.dm.,SpAD_AEA.dm.,CATS2D_09_NL,SpMax7_Bh.m.,CATS2D_08_NL,Eig11_AEA.bo.,P_VSA_i_3,Eig10_EA,SM04_AEA.dm.,nCbH,RDSQ,CATS2D_03_NL,ATS5v,Pol,MPC01,MWC01,nBO
8.0,1,9.488,1,1,1.0,5.874,0,0,4.922,0,2.929,1,0,2.715,2.267,0,1.727,1,1,3,4.922,1,1,1.118,0.742,1.746,1.919,1.919,3.69,5.074,3.846,0,153.438,0,1,1,2,0,0,44.692,2.0,3.943,3.648,67.828,1.904,0,1.0,1,1,1.484,45.247,2,2.767,1,2.5,220.853,1.0,1.0,12,225.195,1,3.808,43,3.401,3.401,29
6.301,1,9.549,1,1,1.0,5.976,0,0,5.031,0,2.604,1,0,2.715,1.332,0,1.625,1,1,2,5.031,1,1,0.044,0.035,1.02,0.086,0.086,3.566,5.043,3.784,0,121.835,0,1,1,2,0,2,41.324,2.0,3.929,3.682,67.828,2.069,0,1.0,1,1,1.442,40.94,2,2.885,1,1.699,291.479,1.0,1.0,8,200.57,2,3.834,39,3.332,3.332,27
6.678,1,9.66,1,1,1.0,6.075,0,0,4.944,0,2.998,1,0,2.715,2.353,0,1.725,1,1,3,4.944,1,1,1.269,0.853,1.855,2.275,2.275,3.691,5.171,3.988,0,155.618,0,1,1,2,0,0,49.174,2.0,4.041,3.822,67.828,2.479,0,1.0,1,1,1.759,48.585,2,2.898,1,2.5,232.624,1.0,1.0,11,252.66,2,3.979,49,3.466,3.466,31
6.301,0,10.451,1,1,1.0,5.811,0,0,4.851,0,2.632,0,0,2.715,1.551,0,1.729,0,0,3,4.851,0,0,0.377,0.299,1.256,0.775,0.775,3.692,5.022,3.739,0,151.877,0,0,0,0,0,0,43.664,2.0,3.951,3.646,42.683,1.95,0,1.0,1,1,1.184,43.25,0,2.752,0,2.415,219.25,1.0,1.0,12,214.726,0,3.813,43,3.367,3.367,28
6.377,1,9.661,1,1,1.163,6.095,0,0,5.089,0,2.887,1,0,2.715,2.303,0,1.716,2,1,2,5.089,1,1,1.192,0.79,1.789,2.147,2.147,3.679,5.125,3.944,0,145.639,0,1,1,2,0,0,47.435,2.133,4.007,3.757,67.828,2.14,0,1.131,2,2,1.569,46.763,1,2.821,1,2.5,232.624,1.136,1.136,8,241.541,1,3.942,48,3.434,3.434,30
7.553,1,9.69,1,1,1.0,6.099,0,0,4.905,0,2.888,1,0,2.832,2.0,0,1.717,1,1,2,4.905,1,1,1.0,0.838,1.839,2.136,2.136,3.658,5.089,3.978,0,118.079,0,1,1,2,0,0,47.015,2.0,4.115,3.868,67.828,2.207,0,1.0,1,1,1.632,46.665,2,2.908,1,2.211,315.021,1.0,1.0,7,241.107,2,4.038,47,3.434,3.434,30
6.301,1,9.708,1,1,1.0,6.061,0,0,5.066,0,2.974,1,0,2.715,2.333,0,1.727,1,1,3,5.13,1,1,1.238,0.822,1.823,2.136,2.136,3.69,5.113,4.015,0,155.973,0,1,1,2,0,0,46.992,2.0,4.024,3.907,67.828,2.198,0,1.0,1,1,1.591,46.837,2,2.842,2,2.5,244.395,1.0,1.0,12,244.418,2,4.013,47,3.434,3.434,30
8.77,1,9.7,1,1,1.0,5.955,0,0,4.944,0,2.887,1,0,2.715,2.3,0,1.73,1,1,3,4.944,1,1,1.187,0.796,1.796,2.136,2.136,3.692,5.051,3.865,0,156.328,0,1,1,2,0,0,45.123,2.0,4.007,3.776,67.828,1.887,0,1.0,1,1,1.433,44.862,2,2.798,1,2.5,256.166,1.0,1.0,13,228.313,2,3.952,45,3.401,3.401,29
7.886,1,9.786,1,1,1.289,6.054,0,0,4.988,0,2.974,1,0,2.715,2.367,0,1.728,1,1,3,4.988,1,1,1.298,0.856,1.862,2.136,2.136,3.692,5.133,4.186,0,152.703,0,1,1,1,0,0,48.689,2.0,4.058,3.931,67.828,2.492,0,1.0,1,1,1.888,51.137,2,2.842,1,2.5,244.395,1.0,1.0,12,254.659,2,4.063,49,3.466,3.466,31
7.319,1,9.668,1,1,1.163,6.075,0,0,5.089,0,2.887,1,0,2.734,2.303,0,1.716,1,1,2,5.089,1,1,1.192,0.792,1.791,2.147,2.147,3.68,5.125,3.94,0,145.639,0,1,1,2,0,0,47.435,2.132,4.008,3.746,67.828,2.14,1,1.13,2,2,1.569,46.763,1,2.836,1,2.5,232.624,1.136,1.136,8,241.541,2,3.948,48,3.434,3.434,30
7.886,1,9.72,1,1,1.065,6.098,0,0,4.988,0,2.974,1,0,2.715,2.367,0,1.727,1,1,3,4.988,1,1,1.298,0.868,1.87,2.136,2.136,3.69,5.168,4.093,0,160.088,0,1,1,1,0,0,48.689,2.0,4.026,3.898,78.828,2.376,1,1.0,1,1,1.672,48.243,2,2.84,1,2.5,255.395,1.0,1.0,12,254.659,1,4.021,49,3.466,3.466,31
6.824,1,9.748,1,1,1.095,5.986,0,0,4.944,0,2.968,1,0,2.715,2.448,0,1.73,1,1,3,4.944,1,1,1.399,0.895,1.921,2.136,2.136,3.694,5.074,4.035,0,150.352,0,1,1,2,0,0,47.214,2.0,4.051,3.856,67.828,2.058,0,1.0,1,1,1.561,46.886,2,2.835,1,2.5,283.543,1.0,1.0,12,242.502,2,4.002,48,3.434,3.434,30
6.658,1,9.736,1,1,1.0,5.977,0,0,4.944,0,3.017,1,0,2.715,2.333,0,1.73,1,1,3,4.944,1,1,1.231,0.816,1.822,2.136,2.136,3.695,5.073,3.979,0,150.352,0,1,1,2,0,0,47.029,2.0,4.044,3.831,67.828,2.175,0,1.0,1,1,1.624,46.864,2,2.862,1,2.5,283.543,1.0,1.0,12,241.193,2,3.983,47,3.434,3.434,30
7.602,1,9.766,1,1,1.094,6.084,0,0,4.944,0,2.894,1,0,2.715,2.446,0,1.73,1,1,3,4.944,1,1,1.393,0.892,1.918,2.136,2.136,3.694,5.074,4.116,0,150.352,0,1,1,2,0,0,47.217,2.0,4.054,3.814,67.828,2.198,0,1.0,1,1,1.531,46.91,2,2.832,1,2.5,283.543,1.0,1.0,12,242.435,1,4.009,48,3.434,3.434,30
4.445,1,9.719,1,1,0.242,5.464,0,0,4.663,0,2.065,3,0,2.475,0.637,1,1.404,0,4,1,4.817,1,1,-0.73,-0.607,0.369,-1.042,-1.042,3.27,4.909,3.391,0,99.952,0,0,0,0,0,0,30.093,0.664,3.483,3.435,89.828,1.658,0,-0.305,0,0,1.285,29.615,0,2.782,0,0.664,301.708,-0.314,-0.314,4,130.698,0,3.428,27,3.045,3.045,20
7.398,1,9.626,1,1,0.985,6.062,0,0,4.469,0,2.822,1,0,2.66,1.331,0,1.585,1,1,2,4.469,1,1,-0.078,-0.057,0.898,-0.162,-0.162,3.53,5.064,3.874,0,131.882,0,1,1,2,0,0,43.572,1.853,4.036,3.721,67.828,2.218,0,0.851,1,1,1.479,43.121,3,2.699,1,1.414,291.479,0.879,0.879,7,214.912,2,3.927,44,3.332,3.332,27
7.398,1,20.031,2,2,1.0,6.063,0,0,4.967,0,2.974,1,0,2.715,2.344,0,1.727,1,1,3,4.967,1,1,1.255,0.831,1.833,2.136,2.136,3.69,5.152,3.966,0,143.962,1,1,1,1,0,0,47.015,2.0,3.985,3.721,110.512,2.237,0,1.0,1,1,1.619,46.891,2,2.797,1,2.5,251.765,1.0,1.0,12,241.107,1,3.887,47,3.434,3.434,30
7.569,1,9.882,1,1,1.404,6.236,0,0,5.294,0,3.278,1,0,2.833,2.5,0,1.756,1,1,3,5.294,1,1,1.5,1.0,2.0,2.582,2.582,3.778,5.239,4.276,0,168.657,0,1,1,2,0,0,56.312,2.359,4.213,4.217,67.828,2.379,0,1.356,1,1,1.958,55.413,2,2.925,2,2.671,279.708,1.365,1.365,11,312.494,2,4.28,58,3.584,3.584,35
7.252,1,9.646,1,1,1.0,6.006,0,0,5.003,0,2.961,1,0,2.704,2.118,0,1.519,1,1,2,5.003,1,1,0.927,0.506,1.462,1.372,1.372,3.701,5.059,3.954,0,133.366,0,1,1,2,0,0,45.306,1.943,3.95,3.73,67.828,2.206,0,0.935,1,1,1.581,45.258,2,2.737,0,2.28,220.853,0.975,0.975,7,230.51,2,3.918,44,3.401,3.401,29
6.301,1,19.441,2,2,1.0,6.031,0,0,4.988,0,2.974,1,0,2.715,2.344,0,1.729,1,1,3,4.988,1,1,1.255,0.84,1.841,2.136,2.136,3.691,5.129,3.948,0,146.852,0,1,1,2,0,0,47.015,2.0,4.036,3.826,110.512,2.18,0,1.0,1,1,1.61,46.433,2,2.827,1,2.5,287.078,1.0,1.0,12,241.107,2,3.987,47,3.434,3.434,30
5.187,0,0.0,0,0,0.687,5.497,1,0,4.476,1,2.369,1,0,2.275,0.628,0,1.324,0,1,1,4.476,1,1,-0.753,-0.616,0.328,-1.636,-1.636,3.273,4.875,3.282,0,72.614,1,0,0,0,0,4,35.901,1.012,3.606,3.125,25.145,1.849,0,0.041,1,1,1.039,35.427,0,2.668,0,1.033,142.856,0.043,0.043,4,162.118,0,3.227,32,3.178,3.178,23
4.394,0,0.0,0,0,0.324,5.235,0,0,4.274,0,2.262,1,0,2.523,0.5,0,1.364,0,1,1,4.274,0,0,-1.045,-0.9,0.0,-2.038,-2.038,3.283,4.774,3.343,0,89.966,0,0,0,0,1,2,30.934,0.805,3.561,3.154,9.734,1.477,0,-0.102,1,1,1.0,30.548,0,2.658,0,0.59,198.072,-0.114,-0.114,4,129.817,0,3.375,26,3.045,3.045,20
6.0,2,18.202,2,2,1.51,6.267,0,0,5.269,0,2.895,3,0,2.733,2.245,0,1.598,1,3,2,5.316,3,3,1.067,0.627,1.622,1.95,1.95,3.681,5.274,4.039,0,122.612,0,2,2,4,0,0,49.344,2.103,3.938,3.737,171.801,2.541,0,1.1,0,0,1.875,49.481,2,3.017,3,2.384,301.283,1.11,1.11,7,248.821,2,3.825,46,3.466,3.466,31
6.62,1,9.755,1,1,1.181,6.173,0,0,5.163,0,3.002,1,0,2.828,2.498,1,1.729,2,1,3,5.22,1,1,1.484,1.0,2.0,2.136,2.136,3.687,5.193,4.123,0,163.512,0,1,1,2,0,0,50.566,2.07,4.097,4.04,67.828,2.32,0,1.066,1,1,1.769,49.787,2,2.91,2,2.5,279.708,1.086,1.086,12,267.811,2,4.121,51,3.497,3.497,32
4.301,0,0.0,0,0,0.51,5.659,1,0,4.436,0,2.385,1,0,2.405,0.5,0,1.308,0,1,1,4.436,0,0,-1.0,-0.7,0.055,-2.338,-2.338,3.185,4.973,3.445,0,80.284,0,0,0,0,0,6,35.093,0.976,3.55,3.248,0.0,1.773,0,0.011,1,1,0.991,32.453,0,2.625,0,0.735,117.711,0.011,0.011,4,153.937,0,3.386,31,3.135,3.135,22
6.569,1,9.857,1,1,1.185,6.018,0,0,5.012,0,2.976,1,0,2.715,2.355,0,1.732,1,1,3,5.012,1,1,1.275,0.851,1.854,2.136,2.136,3.702,5.109,4.07,0,155.593,0,1,1,2,0,0,48.591,2.0,4.096,3.938,67.828,2.412,0,1.0,1,1,1.885,50.802,2,2.845,1,2.5,279.708,1.0,1.0,12,252.506,2,4.075,49,3.466,3.466,31
4.821,1,9.773,1,1,0.741,5.494,0,0,4.785,0,2.209,3,0,2.506,0.808,1,1.404,0,4,1,4.939,1,1,-0.594,-0.554,0.398,-0.883,-0.883,3.271,4.999,3.468,0,92.229,0,0,0,0,0,0,34.924,1.428,3.541,3.436,89.828,1.783,0,0.442,1,1,1.443,34.45,0,2.792,0,1.392,266.395,0.457,0.457,3,158.087,0,3.424,30,3.178,3.178,23
6.301,1,9.476,1,1,0.603,5.871,0,0,4.658,0,2.5,1,0,2.653,0.743,0,1.494,1,1,2,4.658,1,1,-0.847,-0.596,0.302,-1.537,-1.537,3.444,4.898,3.74,0,111.697,0,1,1,2,0,0,36.241,1.025,3.729,3.509,67.828,1.803,0,0.045,1,1,1.0,35.919,0,2.687,0,1.331,197.31,0.047,0.047,8,169.828,2,3.675,36,3.178,3.178,23
6.301,1,9.689,1,1,1.099,6.024,0,0,5.061,0,2.986,1,0,2.658,1.417,0,1.537,1,1,3,5.163,1,1,0.079,0.059,1.039,0.15,0.15,3.494,5.038,3.976,0,135.795,0,1,1,2,0,0,44.614,2.01,3.975,3.84,67.828,2.099,0,1.007,1,1,1.618,44.062,0,2.888,1,2.194,220.853,1.019,1.019,10,226.946,2,3.948,46,3.367,3.367,28
7.959,1,19.022,2,2,1.318,6.194,0,0,5.17,0,3.059,1,0,2.734,2.355,0,1.725,1,1,3,5.17,1,1,1.272,0.857,1.859,2.275,2.275,3.69,5.241,4.049,0,146.141,0,1,1,2,0,0,51.297,2.22,4.075,3.844,110.512,2.461,0,1.212,1,1,2.128,50.241,1,2.909,1,2.5,263.536,1.232,1.232,10,266.629,2,4.009,52,3.497,3.497,32
4.0,0,0.0,0,0,0.51,5.875,1,1,4.668,1,2.583,0,1,2.345,0.8,4,1.209,0,0,1,4.668,0,0,-0.597,-0.468,0.47,-1.195,-1.195,3.234,4.935,3.586,1,87.433,1,0,0,0,1,3,37.699,1.159,3.617,3.315,0.0,1.944,1,0.187,3,3,1.147,36.626,0,2.538,0,1.074,129.482,0.194,0.194,3,176.423,0,3.443,34,3.219,3.219,24
6.301,1,9.553,1,1,1.138,6.031,0,0,5.003,0,2.861,1,0,2.715,2.111,0,1.674,1,1,2,5.003,1,1,0.932,0.616,1.599,1.809,1.809,3.668,5.101,3.885,0,125.829,0,1,1,1,0,0,46.125,2.018,3.923,3.64,67.828,2.136,1,1.008,2,2,1.554,45.409,1,2.801,1,2.5,209.081,1.086,1.086,8,229.806,1,3.852,45,3.401,3.401,29
7.26,1,9.853,1,1,1.52,6.148,0,0,5.236,0,3.046,1,0,2.736,2.405,0,1.771,1,1,3,5.236,1,1,1.358,0.951,1.953,2.275,2.275,3.735,5.206,4.129,0,152.576,0,1,1,2,0,0,53.841,2.387,4.191,3.987,78.828,2.561,0,1.378,1,1,2.056,53.55,2,3.034,1,2.5,278.937,1.398,1.398,10,291.64,2,4.139,56,3.555,3.555,34
4.301,0,0.0,0,0,1.876,6.233,0,0,5.402,0,3.281,3,0,2.967,2.5,1,1.624,0,3,2,5.402,3,3,1.5,1.0,2.0,2.532,2.532,3.682,5.435,4.241,0,150.787,3,0,0,0,1,0,63.737,2.337,4.259,4.216,97.435,2.76,2,1.329,1,1,2.398,66.189,0,3.204,0,2.515,438.797,1.344,1.344,8,368.003,0,4.223,56,3.761,3.761,42
4.301,0,0.0,0,0,1.0,5.664,1,0,4.536,1,2.534,0,0,2.715,1.346,0,1.497,0,0,2,4.536,0,0,0.0,0.0,0.939,0.0,0.0,3.604,5.028,3.61,0,127.046,1,0,0,0,0,0,39.931,2.0,3.686,3.376,0.0,1.968,0,1.0,1,1,1.392,41.03,0,2.687,0,2.399,105.94,1.0,1.0,9,191.495,0,3.506,36,3.296,3.296,26
4.0,0,0.0,0,0,0.033,5.195,1,1,4.491,1,2.202,0,1,2.338,0.717,4,1.214,0,0,1,4.668,0,0,-0.84,-0.644,0.327,-1.741,-1.741,3.234,4.756,3.212,1,88.498,1,0,0,0,1,3,32.661,0.775,3.553,3.249,0.0,1.633,1,-0.173,3,3,0.861,31.716,0,2.46,0,0.861,164.795,-0.181,-0.181,3,142.173,0,3.334,28,3.091,3.091,21
4.0,0,0.0,0,0,0.651,5.629,1,1,4.647,1,2.583,0,1,2.335,0.8,4,1.182,0,0,1,4.647,0,0,-0.597,-0.449,0.454,-1.195,-1.195,3.234,4.917,3.607,1,78.922,1,0,0,0,1,3,37.699,1.072,3.582,3.297,0.0,1.981,1,0.151,3,3,1.148,37.02,0,2.551,0,1.074,133.317,0.194,0.194,3,176.423,0,3.354,34,3.219,3.219,24
4.0,0,0.0,0,0,-0.06,4.989,1,1,4.352,1,2.202,0,1,2.048,0.5,4,1.174,0,0,1,4.352,0,0,-1.221,-0.774,0.0,-2.622,-2.622,3.233,4.679,3.224,1,77.454,1,0,0,0,1,3,30.606,0.547,3.388,3.126,0.0,1.149,1,-0.276,3,3,0.885,30.341,0,2.459,0,0.776,145.089,-0.345,-0.345,4,130.855,0,3.16,25,3.045,3.045,20
6.699,1,9.597,1,1,1.193,6.121,0,0,5.07,0,3.004,1,0,2.715,2.498,1,1.744,2,1,3,5.07,1,1,1.482,1.0,2.0,2.136,2.136,3.7,5.193,3.98,0,162.623,0,1,1,2,0,0,49.446,2.072,4.049,3.78,78.828,2.42,0,1.06,1,1,1.851,49.464,1,2.91,2,2.5,278.937,1.101,1.101,12,255.475,2,3.922,48,3.497,3.497,32
7.602,1,9.872,1,1,1.527,6.259,0,0,5.402,0,3.004,1,0,2.86,2.525,1,1.74,2,1,3,5.441,1,1,1.526,1.102,2.105,2.792,2.792,3.752,5.23,4.263,0,155.999,0,1,1,2,0,0,56.538,2.414,4.233,4.222,67.828,2.467,0,1.414,1,1,1.869,55.158,2,2.968,2,2.698,303.25,1.414,1.414,10,310.652,2,4.299,58,3.584,3.584,35
6.699,1,9.33,1,1,1.172,5.843,0,0,5.042,0,2.81,2,0,2.694,1.432,0,1.637,0,3,2,5.042,1,1,-0.381,-0.208,0.724,-0.371,-0.371,3.599,5.06,3.838,0,128.406,0,0,0,0,0,0,39.22,1.384,3.792,3.593,78.828,2.275,0,0.434,0,0,1.652,40.94,0,2.963,0,1.549,271.001,0.496,0.496,7,183.769,0,3.718,38,3.258,3.258,25
6.745,1,9.302,1,1,1.167,5.746,0,0,4.993,0,2.81,2,0,2.693,1.08,0,1.637,0,3,2,4.993,1,1,-0.405,-0.214,0.598,-0.537,-0.537,3.6,4.981,3.831,0,115.78,0,0,0,0,0,0,37.942,1.166,3.756,3.455,67.828,2.273,0,0.208,0,0,1.602,39.809,0,2.963,0,1.463,263.837,0.246,0.246,7,172.951,0,3.587,36,3.219,3.219,24
6.495,1,9.286,1,1,1.0,5.685,0,0,4.765,0,2.627,2,0,2.692,0.819,0,1.637,0,3,2,4.765,1,1,-0.7,-0.414,0.376,-1.331,-1.331,3.599,4.956,3.68,0,121.756,0,0,0,0,0,0,35.657,1.136,3.691,3.392,67.828,1.891,0,0.182,0,0,1.412,37.855,0,2.763,0,1.448,236.459,0.214,0.214,8,160.633,0,3.521,33,3.178,3.178,23
6.886,1,9.307,1,1,1.116,5.728,0,0,4.928,0,2.591,2,0,2.705,1.313,0,1.638,0,3,2,4.928,1,1,-0.325,-0.254,0.711,-0.464,-0.464,3.597,5.063,3.547,0,136.916,0,0,0,0,0,0,38.407,1.936,3.767,3.55,78.828,2.391,0,0.925,0,0,1.412,40.259,0,2.78,0,1.53,267.166,1.0,1.0,8,177.729,0,3.67,35,3.258,3.258,25
6.886,1,9.266,1,1,1.0,5.62,0,0,4.765,0,2.607,2,0,2.692,1.028,0,1.636,0,3,2,4.765,1,1,-0.57,-0.324,0.552,-0.798,-0.798,3.597,4.956,3.51,0,121.756,0,0,0,0,0,0,35.82,1.04,3.696,3.304,67.828,2.207,0,0.084,0,0,1.412,37.612,0,2.772,0,1.372,236.459,0.095,0.095,8,159.476,0,3.492,33,3.178,3.178,23
4.783,1,9.318,1,1,1.32,5.803,0,0,4.765,0,2.811,2,0,2.704,1.133,0,1.637,0,3,2,4.765,1,1,-0.403,-0.213,0.648,-0.473,-0.473,3.6,5.005,3.962,0,109.804,0,0,0,0,0,0,40.051,1.217,3.818,3.515,67.828,2.623,0,0.255,0,0,1.887,41.778,0,3.06,0,1.481,291.214,0.316,0.316,6,185.849,0,3.649,39,3.258,3.258,25
5.818,1,9.299,1,1,1.131,5.73,0,0,4.993,0,2.804,2,0,2.693,0.946,0,1.637,0,3,2,4.993,1,1,-0.504,-0.254,0.45,-0.886,-0.886,3.6,4.98,3.821,0,115.78,0,0,0,0,0,0,37.753,1.136,3.742,3.46,67.828,2.559,0,0.182,0,0,1.568,39.889,0,2.962,0,1.448,263.837,0.214,0.214,7,171.934,0,3.575,35,3.219,3.219,24
4.517,1,9.27,1,1,1.368,6.098,0,0,4.998,0,2.852,2,0,2.694,1.38,0,1.642,0,3,2,4.998,1,1,-0.423,-0.24,0.718,-0.431,-0.431,3.603,5.14,3.952,0,123.225,0,0,0,0,0,0,42.961,1.965,3.824,3.666,67.828,2.686,0,0.957,0,0,1.581,43.841,0,2.962,0,1.542,224.688,1.0,1.0,7,211.172,0,3.742,41,3.332,3.332,27
7.658,1,9.294,1,1,1.136,5.741,0,0,4.993,0,2.855,2,0,2.692,1.041,0,1.637,0,3,2,4.993,1,1,-0.509,-0.255,0.573,-0.813,-0.813,3.6,4.981,3.937,0,115.78,0,0,0,0,0,0,37.929,1.098,3.761,3.398,67.828,2.327,0,0.144,0,0,1.566,39.6,0,2.962,0,1.446,263.837,0.172,0.172,7,173.011,0,3.608,36,3.219,3.219,24
7.658,1,9.903,1,1,1.495,6.289,0,0,5.322,0,3.223,1,0,2.835,2.5,1,1.725,2,1,3,5.322,1,1,1.5,1.0,2.0,2.402,2.402,3.73,5.279,4.347,0,160.115,0,1,1,2,0,0,57.5,2.334,4.232,4.282,78.828,2.659,0,1.327,1,1,2.129,56.744,2,2.965,2,2.536,314.25,1.349,1.349,10,324.733,2,4.321,59,3.611,3.611,36
6.0,1,9.439,1,1,0.68,5.927,0,0,4.712,0,2.5,1,0,2.658,1.046,1,1.511,2,1,2,4.712,1,1,-0.366,-0.258,0.626,-0.706,-0.706,3.46,4.962,3.767,0,115.812,0,1,1,2,0,0,37.439,1.205,3.696,3.487,78.828,2.003,0,0.253,1,1,1.213,37.247,0,2.688,1,1.331,208.31,0.277,0.277,8,177.121,2,3.59,36,3.219,3.219,24
7.585,1,9.882,1,1,1.45,6.223,0,0,5.273,0,3.118,1,0,2.833,2.5,0,1.814,1,1,4,5.354,1,1,1.5,1.006,2.008,2.54,2.54,3.781,5.228,4.259,0,180.071,0,1,1,2,0,0,55.338,2.406,4.221,4.212,67.828,2.345,0,1.401,1,1,1.757,54.873,2,2.938,2,2.723,267.937,1.411,1.411,14,310.192,2,4.283,58,3.584,3.584,35
7.638,1,9.882,1,1,1.853,6.433,0,0,5.459,0,3.343,1,0,2.876,2.672,0,1.776,1,1,3,5.459,1,1,1.751,1.183,2.188,3.21,3.21,3.807,5.381,4.428,0,170.126,0,1,1,2,0,0,63.835,2.515,4.294,4.31,67.828,2.652,0,1.489,1,1,2.139,61.967,2,3.206,2,2.831,267.937,1.525,1.525,10,367.384,2,4.361,66,3.689,3.689,39
7.678,1,9.632,1,1,1.197,6.12,0,0,5.107,0,3.0,1,0,2.732,2.451,1,1.717,2,1,3,5.17,1,1,1.414,0.988,1.996,2.136,2.136,3.672,5.165,4.029,0,160.088,0,1,1,2,0,0,48.196,2.0,4.0,3.826,78.828,2.339,0,1.0,1,1,1.777,48.072,2,2.875,2,2.5,255.395,1.026,1.026,12,251.028,2,3.931,47,3.466,3.466,31
7.523,1,9.885,1,1,1.661,6.302,0,0,5.473,0,3.004,1,0,2.864,2.525,1,1.725,2,1,3,5.473,1,1,1.526,1.102,2.105,2.793,2.793,3.731,5.279,4.32,0,160.115,0,1,1,2,0,0,57.989,2.462,4.237,4.259,78.828,2.51,0,1.437,1,1,1.954,56.663,1,3.063,2,2.703,314.25,1.49,1.49,10,323.584,2,4.33,60,3.611,3.611,36
4.0,0,0.0,0,0,-0.068,4.965,1,1,4.352,1,2.202,0,1,2.051,0.5,4,1.174,0,0,1,4.352,0,0,-1.221,-0.747,0.0,-2.622,-2.622,3.233,4.658,3.382,1,122.962,1,0,0,0,1,3,30.606,0.542,3.404,3.137,0.0,1.149,1,-0.253,3,3,0.881,30.287,0,2.509,0,0.776,105.94,-0.345,-0.345,4,130.855,0,3.166,25,3.045,3.045,20
4.0,0,0.0,0,0,0.51,5.427,1,1,4.389,1,2.5,0,1,2.283,0.741,4,1.189,0,0,1,4.389,0,0,-0.751,-0.579,0.368,-1.531,-1.531,3.234,4.89,3.346,1,84.898,1,0,0,0,1,3,35.51,0.985,3.504,3.184,0.0,1.82,1,0.037,3,3,1.0,34.77,0,2.498,0,0.97,105.94,0.039,0.039,4,162.062,0,3.276,31,3.178,3.178,23
4.0,0,0.0,0,0,0.644,5.683,1,1,4.453,1,2.5,0,1,2.331,0.815,4,1.179,0,0,1,4.453,0,0,-0.579,-0.437,0.476,-1.16,-1.16,3.233,4.949,3.546,1,89.014,1,0,0,0,1,3,36.486,1.147,3.484,3.259,11.0,1.965,1,0.209,3,3,1.0,35.991,0,2.637,0,1.093,116.94,0.232,0.232,4,169.875,0,3.391,30,3.219,3.219,24
4.0,0,0.0,0,0,0.146,5.175,1,1,4.647,1,2.202,0,1,2.254,0.717,4,1.203,0,0,1,4.647,0,0,-0.84,-0.615,0.289,-1.741,-1.741,3.234,4.79,3.214,1,85.608,1,0,0,0,1,3,32.661,0.737,3.472,3.176,0.0,1.863,1,-0.164,3,3,0.862,32.029,0,2.457,0,0.861,129.482,-0.181,-0.181,3,142.173,0,3.23,28,3.091,3.091,21
4.0,0,0.0,0,0,0.51,5.529,1,1,4.647,1,2.597,0,1,2.289,0.86,4,1.189,0,0,1,4.647,0,0,-0.573,-0.423,0.483,-1.116,-1.116,3.234,4.963,3.406,1,84.543,1,0,0,0,1,3,37.752,1.013,3.541,3.211,0.0,1.951,1,0.068,3,3,1.146,36.711,0,2.522,0,1.069,94.169,0.074,0.074,3,175.118,0,3.297,34,3.219,3.219,24
6.699,1,9.467,1,1,0.646,5.909,1,0,4.765,0,2.5,1,0,2.658,1.046,0,1.515,1,1,2,4.765,1,1,-0.366,-0.265,0.648,-0.706,-0.706,3.467,4.956,3.757,0,110.839,0,1,1,2,0,0,37.439,1.226,3.726,3.521,67.828,1.957,0,0.26,1,1,1.166,37.181,0,2.688,1,1.331,197.31,0.277,0.277,8,177.121,2,3.633,36,3.219,3.219,24
7.149,1,9.807,1,1,1.407,6.181,0,0,5.246,0,3.049,1,0,2.832,2.5,2,1.743,2,1,3,5.246,1,1,1.5,1.0,2.0,2.279,2.279,3.752,5.214,4.201,0,155.789,0,1,1,2,0,0,54.108,2.328,4.118,4.04,67.828,2.351,0,1.318,2,2,1.754,53.517,2,2.91,2,2.602,244.395,1.349,1.349,11,295.917,2,4.133,55,3.555,3.555,34
6.0,1,9.602,1,1,1.143,6.103,0,0,4.988,0,3.0,1,0,2.715,2.453,1,1.717,2,1,3,4.988,1,1,1.416,0.989,1.996,2.136,2.136,3.672,5.165,3.988,0,160.088,0,1,1,2,0,0,48.205,2.0,4.0,3.763,78.828,2.346,0,1.0,1,1,1.81,47.993,1,2.895,1,2.5,255.395,1.024,1.024,12,248.012,2,3.905,47,3.466,3.466,31
