pXC50,Eig10_AEA.ri.,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_AEA.bo.,Eig08_EA.bo.,Eig04_EA.bo.,SM14_AEA.ri.,Wap,Eig12_EA.ri.,Eig08_EA.ri.,Eig12_AEA.ri.,Eig08_EA,SM02_AEA.dm.,Eig08_AEA.ri.,GGI9,Eig08_AEA.ed.,Eig10_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.,Eig09_EA.bo.,Eig10_EA,SM04_AEA.dm.,Eig07_EA.bo.,Eig10_AEA.ed.,Eig08_AEA.dm.,Eig12_EA.ed.,SM07_AEA.ri.,SpMin3_Bh.e.,Eig12_EA.bo.,Eig13_AEA.ed.,SpMaxA_AEA.bo.,Eig10_EA.bo.,Eig12_AEA.bo.,SpMax3_Bh.p.,Xindex,IC5,D.Dtr06,Eig07_AEA.bo.,nAB,Eta_beta,Eig06_EA.ed.,SM15_AEA.dm.,Eig04_AEA.bo.,SpMin3_Bh.i.,Eig11_AEA.ri.,Ui,Eig04_EA.ri.,Eig11_EA.ri.,Eig09_AEA.ri.,Eig09_AEA.bo.,nCsp2,Eig05_AEA.bo.,PCD,MDDD,X2sol,Eta_betaP,HVcpx,Eig05_AEA.ri.,Eig06_EA,SM14_AEA.bo.,SpMax3_Bh.v.,Eig09_EA.ed.,SM04_AEA.ri.,TPC
5.721,2.0,1.0,2.275,2.275,2.532,1.5,2.818,2.818,11435.0,0.038,1.047,1.044,1.071,1.071,2.053,0.178,3.698,2.478,2.729,2.729,1.478,1.0,1.0,1.798,3.414,1.272,0.093,0.093,1.677,0.041,2.474,0.16,1.462,1.215,3.593,0.324,4.831,264.401,2.748,12,30.5,4.453,4.453,3.677,1.639,1.941,3.17,2.484,0.934,2.0,2.5,12,3.286,2.428,25.882,11.016,15.0,3.511,2.988,1.732,1.732,3.608,2.322,2.322,7.126
6.959,2.324,1.298,3.127,3.127,3.07,2.191,3.298,3.298,24493.0,1.0,1.694,2.0,1.713,1.713,2.706,0.339,4.656,2.728,4.659,4.659,1.783,1.317,1.317,2.355,4.128,2.364,2.275,2.275,1.74,1.5,3.414,0.128,1.671,2.5,3.657,0.297,5.114,379.519,3.258,12,36.75,5.978,5.978,3.945,1.701,2.105,3.322,2.675,1.091,2.422,2.768,13,3.696,2.456,42.048,15.142,16.5,3.759,3.514,2.12,2.12,3.668,3.92,3.92,7.708
5.959,2.053,1.047,2.73,2.73,2.776,1.81,3.159,3.159,20401.0,1.0,1.398,2.0,1.427,1.427,2.413,0.289,4.246,2.532,3.748,3.748,1.665,1.07,1.07,2.257,3.698,2.059,2.275,2.275,1.717,1.459,3.414,0.134,1.5,2.477,3.622,0.294,5.043,355.754,3.137,12,35.75,5.415,5.415,3.855,1.674,2.0,3.322,2.589,1.0,2.324,2.723,13,3.684,2.425,39.151,14.075,16.5,3.763,3.483,2.011,2.011,3.641,3.114,3.114,7.547
7.0,2.105,1.091,3.065,3.065,3.066,2.183,3.298,3.298,20743.0,1.0,1.69,2.0,1.708,1.708,2.702,0.308,4.645,2.539,4.646,4.646,1.776,1.145,1.145,2.347,3.964,2.079,2.275,2.275,1.75,1.0,3.109,0.141,1.533,2.0,3.768,0.305,5.065,348.698,3.245,12,37.0,5.975,5.975,3.945,1.764,2.0,3.459,2.67,1.0,2.409,2.746,12,3.691,2.527,38.054,15.941,18.0,3.675,3.493,2.112,2.112,3.75,3.902,3.902,7.587
7.222,2.081,1.072,2.54,2.54,2.768,1.809,3.298,3.298,24335.0,1.0,1.437,2.0,1.446,1.446,2.442,0.198,4.336,2.5,3.946,3.946,1.652,1.107,1.107,2.232,3.422,1.598,2.275,2.275,1.722,1.0,3.0,0.141,1.5,2.118,3.649,0.267,4.986,308.148,3.085,17,35.5,5.929,5.929,3.923,1.682,2.0,3.392,2.547,1.0,2.163,2.624,12,3.51,2.991,32.792,12.84,17.5,3.601,3.223,2.074,2.074,3.66,3.071,3.071,7.698
6.921,2.0,1.0,2.275,2.275,2.76,1.793,2.78,2.78,15619.0,0.6,1.433,1.607,1.443,1.443,2.439,0.258,4.335,2.5,3.951,3.951,1.568,1.0,1.0,2.23,3.414,1.608,1.349,1.349,1.73,0.643,2.926,0.15,1.5,1.731,3.646,0.319,4.99,303.418,3.086,12,32.0,5.073,5.073,3.616,1.691,2.0,3.17,2.452,1.0,2.113,2.566,12,3.493,2.442,31.51,12.425,15.0,3.578,3.151,2.067,2.067,3.649,3.07,3.07,7.378
7.222,2.101,1.088,3.076,3.076,2.936,2.039,2.836,2.836,14612.0,0.255,1.545,1.244,1.594,1.594,2.573,0.228,4.404,2.53,4.28,4.28,1.754,1.136,1.136,2.183,3.945,2.015,0.657,0.657,1.716,0.31,2.736,0.15,1.526,1.538,3.637,0.337,5.056,298.19,3.066,12,32.25,5.392,5.392,3.706,1.681,2.0,3.17,2.526,1.0,2.249,2.716,12,3.48,2.44,29.128,12.083,15.0,3.487,3.142,1.975,1.975,3.643,3.209,3.209,7.359
7.523,2.101,1.087,3.076,3.076,2.936,2.039,2.836,2.836,14612.0,0.25,1.482,1.24,1.594,1.594,2.555,0.228,4.404,2.53,4.28,4.28,1.754,1.136,1.136,2.183,3.945,2.018,0.657,0.657,1.718,0.31,2.736,0.15,1.526,1.538,3.645,0.337,5.056,298.19,3.066,12,32.25,5.392,5.392,3.706,1.683,2.0,3.17,2.514,1.0,2.236,2.716,12,3.48,2.44,29.128,12.993,15.0,3.487,3.136,1.975,1.975,3.647,3.209,3.209,7.359
6.367,2.0,1.0,2.275,2.275,2.745,1.774,2.834,2.834,13879.0,0.228,1.399,1.217,1.412,1.412,2.406,0.228,4.263,2.5,3.846,3.846,1.531,1.0,1.0,2.176,3.414,1.595,0.583,0.583,1.721,0.28,2.644,0.155,1.5,1.525,3.637,0.328,4.902,288.166,3.064,12,31.5,4.83,4.83,3.69,1.683,2.0,3.17,2.499,1.0,2.105,2.537,12,3.476,2.451,27.984,12.083,15.0,3.501,3.098,1.935,1.935,3.641,3.062,3.062,7.298
6.921,2.101,1.088,3.076,3.076,2.936,2.039,2.836,2.836,14612.0,0.255,1.545,1.244,1.594,1.594,2.573,0.228,4.404,2.53,4.28,4.28,1.754,1.136,1.136,2.183,3.945,2.015,0.657,0.657,1.716,0.31,2.736,0.15,1.526,1.538,3.637,0.337,5.056,298.19,3.066,12,32.25,5.392,5.392,3.706,1.681,2.0,3.17,2.526,1.0,2.249,2.716,12,3.48,2.44,29.128,12.083,15.0,3.487,3.142,1.975,1.975,3.643,3.209,3.209,7.359
7.155,2.101,1.087,3.076,3.076,2.936,2.039,2.836,2.836,14612.0,0.25,1.482,1.24,1.594,1.594,2.555,0.228,4.404,2.53,4.28,4.28,1.754,1.136,1.136,2.183,3.945,2.018,0.657,0.657,1.718,0.31,2.736,0.15,1.526,1.538,3.645,0.337,5.056,298.19,3.066,12,32.25,5.392,5.392,3.706,1.683,2.0,3.17,2.514,1.0,2.236,2.716,12,3.48,2.44,29.128,12.993,15.0,3.487,3.136,1.975,1.975,3.647,3.209,3.209,7.359
7.523,2.122,1.106,3.106,3.106,3.009,2.125,2.99,2.99,31349.0,0.745,1.622,1.746,1.632,1.632,2.629,0.302,4.514,2.649,4.409,4.409,1.897,1.166,1.166,2.195,3.986,1.988,1.82,1.82,1.737,0.841,3.262,0.147,1.671,1.905,3.655,0.298,5.138,251.922,3.127,12,33.0,5.763,5.763,3.736,1.701,2.0,3.17,2.551,1.0,2.442,2.81,12,3.623,2.502,30.652,13.411,15.0,3.476,3.324,1.996,1.996,3.655,3.991,3.991,7.985
6.77,2.116,1.101,3.025,3.025,2.826,1.926,3.066,3.066,27844.0,0.718,1.458,1.719,1.462,1.462,2.462,0.298,4.509,2.558,4.016,4.016,1.692,1.157,1.157,2.167,3.9,1.975,1.749,1.749,1.734,0.821,3.222,0.152,1.496,1.894,3.636,0.307,5.058,238.723,3.019,12,32.5,5.764,5.764,3.876,1.697,2.0,3.17,2.664,1.0,2.313,2.676,12,3.653,2.511,27.066,12.92,15.0,3.395,3.332,1.984,1.984,3.638,3.135,3.135,7.9
6.62,2.116,1.101,3.025,3.025,2.826,1.926,3.066,3.066,27844.0,0.718,1.458,1.719,1.462,1.462,2.462,0.298,4.509,2.558,4.016,4.016,1.692,1.157,1.157,2.167,3.9,1.975,1.749,1.749,1.734,0.821,3.222,0.152,1.496,1.894,3.636,0.307,5.058,238.723,3.019,12,32.5,5.764,5.764,3.876,1.697,2.0,3.17,2.664,1.0,2.313,2.676,12,3.653,2.511,27.066,12.92,15.0,3.395,3.332,1.984,1.984,3.638,3.135,3.135,7.9
5.959,2.0,1.0,2.275,2.275,2.61,1.631,3.033,3.033,11161.0,0.01,1.164,0.98,1.201,1.201,2.181,0.184,3.775,2.325,2.868,2.868,1.5,1.0,1.0,1.751,3.414,1.482,0.024,0.024,1.682,0.013,2.383,0.164,1.243,1.315,3.597,0.338,4.768,259.404,2.755,12,30.5,4.343,4.343,3.834,1.645,1.968,3.17,2.55,0.962,2.0,2.5,12,3.431,2.465,23.498,11.052,15.0,3.411,3.054,1.629,1.629,3.607,2.629,2.629,7.128
6.509,2.0,1.0,2.275,2.275,2.742,1.751,2.832,2.832,12652.0,0.086,1.221,1.077,1.235,1.235,2.236,0.188,3.937,2.479,3.03,3.03,1.5,1.0,1.0,1.803,3.414,1.525,0.207,0.207,1.694,0.099,2.564,0.158,1.468,1.337,3.61,0.328,4.865,274.423,2.756,12,31.0,4.711,4.711,3.69,1.656,2.0,3.17,2.494,1.0,2.013,2.5,12,3.443,2.454,26.698,11.544,15.0,3.502,3.074,1.908,1.908,3.619,2.806,2.806,7.215
5.721,2.0,1.0,2.275,2.275,2.532,1.5,2.818,2.818,11435.0,0.038,1.046,1.04,1.071,1.071,2.053,0.178,3.698,2.478,2.729,2.729,1.478,1.0,1.0,1.798,3.414,1.272,0.093,0.093,1.675,0.041,2.474,0.16,1.462,1.215,3.591,0.324,4.828,264.401,2.748,12,30.5,4.453,4.453,3.677,1.637,1.941,3.17,2.47,0.934,2.0,2.5,12,3.286,2.428,25.882,11.016,15.0,3.511,2.971,1.732,1.732,3.606,2.322,2.322,7.126
7.126,2.0,1.0,2.275,2.275,2.745,1.774,2.834,2.834,13879.0,0.228,1.399,1.217,1.412,1.412,2.406,0.228,4.263,2.5,3.846,3.846,1.531,1.0,1.0,2.176,3.414,1.595,0.583,0.583,1.721,0.28,2.644,0.155,1.5,1.525,3.637,0.328,4.902,288.166,3.064,12,31.5,4.83,4.83,3.69,1.683,2.0,3.17,2.499,1.0,2.105,2.537,12,3.476,2.451,27.984,12.083,15.0,3.501,3.098,1.935,1.935,3.641,3.062,3.062,7.298
6.229,2.0,1.0,2.275,2.275,2.538,1.539,2.818,2.818,12652.0,0.086,1.213,1.079,1.231,1.231,2.218,0.218,4.162,2.5,3.549,3.549,1.5,1.0,1.0,2.09,3.414,1.348,0.208,0.208,1.71,0.099,2.559,0.157,1.475,1.339,3.627,0.323,4.865,278.144,2.966,12,31.0,4.747,4.747,3.678,1.673,1.954,3.17,2.478,0.944,2.0,2.532,12,3.331,2.428,27.16,11.544,15.0,3.51,2.973,1.886,1.886,3.634,2.42,2.42,7.215
6.903,2.783,1.782,4.574,4.574,3.402,2.637,3.695,3.695,188928.0,1.341,2.101,2.354,2.178,2.178,3.152,0.317,5.178,3.236,6.389,6.389,2.548,1.782,1.782,2.919,4.495,2.459,3.315,3.315,1.879,1.831,3.784,0.099,2.452,2.767,3.803,0.173,5.714,777.665,3.611,28,57.0,7.047,7.047,4.138,1.835,2.443,4.087,2.697,1.41,2.834,3.286,27,3.87,5.119,69.667,18.543,30.0,4.185,3.548,2.442,2.442,3.81,5.318,5.318,9.242
6.818,2.782,1.782,4.563,4.563,3.366,2.64,3.697,3.697,179171.0,1.292,2.058,2.304,2.122,2.122,3.096,0.324,5.169,3.231,6.35,6.35,2.553,1.782,1.782,2.922,4.492,2.292,3.287,3.287,1.843,1.816,3.78,0.102,2.429,2.752,3.805,0.178,5.833,588.56,3.613,28,57.0,7.063,7.063,4.147,1.804,2.398,4.087,2.749,1.37,2.828,3.275,27,3.88,5.145,64.825,18.201,30.5,4.133,3.564,2.399,2.399,3.811,5.312,5.312,9.204
6.924,2.782,1.782,4.563,4.563,3.366,2.64,3.697,3.697,179171.0,1.292,2.058,2.304,2.122,2.122,3.096,0.324,5.169,3.231,6.35,6.35,2.553,1.782,1.782,2.922,4.492,2.292,3.287,3.287,1.843,1.816,3.78,0.102,2.429,2.752,3.805,0.178,5.833,588.56,3.613,28,57.0,7.063,7.063,4.147,1.804,2.398,4.087,2.749,1.37,2.828,3.275,27,3.88,5.145,64.825,18.201,30.5,4.133,3.564,2.399,2.399,3.811,5.312,5.312,9.204
6.921,2.783,1.783,4.574,4.574,3.418,2.637,3.683,3.683,206913.0,1.403,2.132,2.431,2.186,2.186,3.168,0.347,5.062,3.237,6.175,6.175,2.55,1.79,1.79,2.819,4.495,2.464,4.157,4.157,1.886,1.836,4.169,0.097,2.48,2.772,3.805,0.171,5.764,801.135,3.588,28,58.0,6.999,6.999,4.092,1.842,2.771,4.087,2.67,1.734,2.836,3.287,27,3.87,5.138,73.398,19.034,30.5,4.23,3.552,2.428,2.428,3.811,5.318,5.318,9.309
6.62,2.783,1.782,4.574,4.574,3.402,2.637,3.695,3.695,188928.0,1.322,2.104,2.341,2.178,2.178,3.151,0.317,5.178,3.236,6.389,6.389,2.548,1.782,1.782,2.919,4.495,2.369,3.315,3.315,1.855,1.831,3.784,0.099,2.452,2.767,3.797,0.173,5.604,777.665,3.611,28,58.0,7.047,7.047,4.138,1.804,2.435,4.087,2.673,1.397,2.834,3.286,26,3.87,5.119,69.667,18.543,30.5,4.185,3.553,2.442,2.442,3.797,5.318,5.318,9.242
6.111,2.783,1.783,4.574,4.574,3.402,2.637,3.695,3.695,188928.0,1.327,2.111,2.346,2.178,2.178,3.155,0.317,5.178,3.236,6.389,6.389,2.548,1.782,1.782,2.919,4.495,2.369,3.315,3.315,1.891,1.831,3.784,0.099,2.452,2.767,3.835,0.173,5.632,777.665,3.611,28,57.0,7.047,7.047,4.138,1.872,2.462,4.087,2.749,1.437,2.835,3.286,28,3.87,5.119,69.667,18.543,30.5,4.185,3.557,2.442,2.442,3.837,5.318,5.318,9.242
6.317,2.784,1.783,5.145,5.145,3.431,2.638,3.76,3.76,192355.0,1.34,2.113,2.363,2.178,2.178,3.156,0.372,5.189,3.236,6.405,6.405,2.555,1.785,1.785,2.928,4.846,2.372,3.355,3.355,1.889,1.934,3.966,0.097,2.484,2.838,3.834,0.177,5.74,795.758,3.611,28,57.75,7.206,7.206,4.177,1.871,2.695,4.087,2.781,1.629,2.851,3.286,28,3.876,5.101,72.07,18.543,30.5,4.173,3.568,2.469,2.469,3.839,5.429,5.429,9.268
7.481,2.733,1.678,4.574,4.574,3.402,2.637,3.695,3.695,188928.0,1.319,2.1,2.34,2.178,2.178,3.149,0.317,5.178,3.236,6.389,6.389,2.548,1.782,1.782,2.919,4.495,2.369,3.315,3.315,1.877,1.831,3.784,0.099,2.452,2.767,3.827,0.173,5.714,777.665,3.611,28,57.0,7.047,7.047,4.138,1.84,2.441,4.087,2.707,1.404,2.831,3.286,27,3.87,5.119,69.667,19.158,30.5,4.185,3.55,2.442,2.442,3.814,5.318,5.318,9.242
6.463,2.746,1.733,4.607,4.607,3.401,2.589,3.697,3.697,166428.0,1.323,2.107,2.342,2.178,2.178,3.153,0.322,5.178,3.23,6.389,6.389,2.548,1.759,1.759,2.919,4.508,2.369,3.299,3.299,1.877,1.771,3.784,0.102,2.451,2.736,3.794,0.175,5.721,605.202,3.611,27,56.0,7.047,7.047,4.141,1.839,2.446,4.044,2.707,1.414,2.822,3.26,24,3.873,4.853,65.662,18.189,28.5,4.141,3.554,2.443,2.443,3.803,5.318,5.318,9.144
6.712,2.699,1.623,4.607,4.607,3.401,2.589,3.697,3.697,166428.0,1.323,2.103,2.342,2.178,2.178,3.15,0.322,5.178,3.23,6.389,6.389,2.548,1.759,1.759,2.919,4.508,2.369,3.299,3.299,1.877,1.771,3.784,0.102,2.451,2.736,3.797,0.175,5.721,605.202,3.611,27,55.5,7.047,7.047,4.141,1.839,2.445,4.044,2.68,1.413,2.816,3.26,24,3.873,4.853,65.662,18.772,28.5,4.141,3.544,2.443,2.443,3.804,5.318,5.318,9.144
7.102,2.563,1.509,4.593,4.593,3.404,2.466,3.154,3.154,103302.0,1.312,2.135,2.331,2.22,2.22,3.19,0.314,5.178,2.87,6.392,6.392,2.386,1.619,1.619,2.821,4.623,2.424,3.159,3.159,1.849,1.665,3.785,0.101,1.946,2.648,3.754,0.201,5.676,662.645,3.604,17,49.5,7.07,7.07,4.0,1.789,2.411,3.524,2.615,1.381,3.115,3.315,16,3.859,3.142,65.902,17.293,21.0,4.078,3.626,2.482,2.482,3.772,6.024,6.024,8.767
6.936,2.422,1.399,3.419,3.419,3.118,2.427,3.403,3.403,78817.0,1.184,1.618,2.191,1.618,1.618,2.618,0.184,4.445,2.849,4.426,4.426,2.203,1.446,1.446,2.466,4.044,1.93,2.866,2.866,1.875,1.626,3.437,0.111,1.945,2.625,3.794,0.199,5.596,640.183,3.395,23,49.5,6.753,6.753,3.978,1.837,2.341,3.858,2.62,1.322,2.535,3.003,23,3.68,4.386,52.327,15.766,26.5,4.033,3.452,2.292,2.292,3.803,4.195,4.195,8.519
6.337,2.419,1.396,3.419,3.419,3.118,2.427,3.403,3.403,78817.0,1.176,1.597,2.184,1.618,1.618,2.605,0.184,4.445,2.849,4.426,4.426,2.203,1.446,1.446,2.466,4.044,1.93,2.866,2.866,1.875,1.626,3.437,0.111,1.945,2.625,3.794,0.199,5.599,640.183,3.395,23,50.0,6.753,6.753,3.978,1.837,2.34,3.858,2.608,1.321,2.524,3.003,22,3.68,4.386,52.327,15.766,26.5,4.033,3.451,2.292,2.292,3.803,4.195,4.195,8.519
7.268,2.41,1.389,3.352,3.352,3.389,2.463,3.457,3.457,89188.0,1.199,2.072,2.209,2.132,2.132,3.109,0.231,5.023,2.849,6.031,6.031,2.063,1.436,1.436,2.861,4.035,2.364,2.983,2.983,1.875,1.622,3.437,0.098,1.945,2.625,3.793,0.187,5.529,789.235,3.561,24,54.0,6.801,6.801,3.951,1.839,2.344,3.907,2.472,1.325,2.491,2.915,25,3.726,4.209,66.919,16.909,29.0,4.186,3.465,2.338,2.338,3.799,4.208,4.208,8.595
7.538,2.417,1.393,3.335,3.335,3.382,2.461,3.445,3.445,89188.0,1.251,2.035,2.26,2.088,2.088,3.068,0.244,4.998,2.849,5.915,5.915,2.092,1.447,1.447,2.807,4.004,2.362,2.966,2.966,1.875,1.689,3.467,0.099,1.945,2.658,3.792,0.192,5.646,761.622,3.522,24,54.0,6.812,6.812,3.931,1.839,2.342,3.907,2.467,1.323,2.496,2.933,25,3.726,4.277,62.851,16.921,29.0,4.145,3.461,2.34,2.34,3.799,4.192,4.192,8.595
6.407,2.444,1.417,3.574,3.574,3.394,2.467,3.583,3.583,93393.0,1.218,2.103,2.225,2.147,2.147,3.137,0.271,5.175,2.85,6.283,6.283,2.259,1.483,1.483,2.897,4.116,2.308,3.059,3.059,1.878,1.634,3.437,0.099,1.945,2.631,3.801,0.188,5.558,813.417,3.585,24,55.25,6.827,6.827,4.076,1.844,2.346,4.0,2.692,1.327,2.6,3.07,26,3.727,4.204,68.42,17.321,30.0,4.192,3.473,2.34,2.34,3.807,4.223,4.223,8.639
6.827,2.46,1.434,3.381,3.381,3.391,2.463,3.446,3.446,95978.0,1.229,2.096,2.243,2.177,2.177,3.146,0.217,5.174,2.854,6.384,6.384,2.097,1.49,1.49,2.874,4.043,2.371,3.07,3.07,1.886,1.632,3.437,0.096,1.947,2.63,3.819,0.184,5.586,818.853,3.591,24,54.5,6.851,6.851,3.91,1.859,2.352,3.907,2.504,1.332,2.515,2.934,25,3.768,4.184,72.56,17.251,29.0,4.237,3.476,2.385,2.385,3.817,4.213,4.213,8.639
7.387,2.356,1.337,3.075,3.075,2.895,1.99,3.055,3.055,54373.0,1.023,1.599,2.029,1.647,1.647,2.622,0.202,4.363,2.668,4.201,4.201,1.94,1.372,1.372,2.461,3.784,2.027,2.454,2.454,1.867,1.5,3.437,0.106,1.694,2.53,3.78,0.222,5.633,586.77,3.386,18,46.5,6.452,6.452,3.765,1.828,2.299,3.585,2.447,1.286,2.46,2.845,19,3.648,3.252,58.735,15.677,23.0,4.122,3.356,2.248,2.248,3.786,3.427,3.427,8.223
6.29,2.428,1.407,3.935,3.935,3.091,2.155,3.146,3.146,79723.0,1.305,1.794,2.337,1.856,1.856,2.828,0.314,4.695,2.864,4.926,4.926,2.091,1.47,1.47,2.796,4.297,2.323,3.059,3.059,1.816,1.639,3.769,0.105,1.997,2.644,3.729,0.208,5.368,626.475,3.566,17,49.25,8.09,8.09,3.991,1.752,2.379,3.524,2.528,1.345,2.661,2.967,16,3.895,2.992,57.685,15.656,21.0,3.991,3.614,2.578,2.578,3.754,4.527,4.527,8.577
6.721,2.403,1.391,3.569,3.569,3.017,2.216,3.311,3.311,65588.0,1.131,1.627,2.14,1.701,1.701,2.662,0.272,4.505,2.864,4.588,4.588,2.096,1.425,1.425,2.54,4.2,2.06,2.826,2.826,1.863,1.628,3.588,0.119,1.999,2.631,3.777,0.21,5.494,508.264,3.248,22,48.5,6.827,6.827,3.927,1.822,2.371,3.807,2.542,1.336,2.5,2.959,21,3.853,4.011,45.838,14.853,24.5,3.897,3.512,2.258,2.258,3.789,3.974,3.974,8.405
7.602,2.403,1.392,3.569,3.569,3.017,2.216,3.311,3.311,65588.0,1.148,1.63,2.153,1.701,1.701,2.664,0.272,4.505,2.864,4.588,4.588,2.096,1.425,1.425,2.54,4.2,2.106,2.826,2.826,1.862,1.628,3.588,0.119,1.999,2.631,3.777,0.21,5.463,508.264,3.248,22,48.25,6.827,6.827,3.927,1.821,2.371,3.807,2.551,1.336,2.501,2.959,21,3.853,4.011,45.838,14.853,24.5,3.897,3.515,2.258,2.258,3.789,3.974,3.974,8.405
7.26,2.401,1.384,3.569,3.569,3.017,2.216,3.311,3.311,65588.0,1.12,1.615,2.135,1.701,1.701,2.654,0.272,4.505,2.864,4.588,4.588,2.096,1.425,1.425,2.54,4.2,2.106,2.826,2.826,1.862,1.628,3.588,0.119,1.999,2.631,3.777,0.21,5.463,508.264,3.248,22,47.75,6.827,6.827,3.927,1.822,2.371,3.807,2.528,1.335,2.454,2.959,21,3.853,4.011,45.838,15.468,24.5,3.897,3.508,2.258,2.258,3.789,3.974,3.974,8.405
6.839,2.402,1.391,3.344,3.344,3.013,2.2,3.276,3.276,60080.0,1.091,1.532,2.102,1.532,1.532,2.532,0.232,4.414,2.864,4.312,4.312,2.096,1.423,1.423,2.298,4.012,1.872,2.814,2.814,1.862,1.51,3.578,0.118,1.999,2.562,3.777,0.209,5.45,495.925,3.032,22,47.75,6.684,6.684,3.925,1.82,2.371,3.807,2.551,1.336,2.492,2.956,21,3.85,3.97,45.353,14.422,24.5,3.902,3.515,2.24,2.24,3.789,3.951,3.951,8.329
7.222,2.403,1.392,3.619,3.619,3.017,2.217,3.315,3.315,71426.0,1.174,1.631,2.182,1.705,1.705,2.666,0.288,4.505,2.864,4.588,4.588,2.096,1.426,1.426,2.577,4.215,2.258,2.832,2.832,1.862,1.665,3.588,0.117,1.999,2.651,3.777,0.21,5.51,521.398,3.292,22,49.0,6.867,6.867,3.928,1.821,2.371,3.807,2.551,1.336,2.502,2.96,21,3.854,4.045,47.679,14.853,24.5,3.898,3.515,2.264,2.264,3.789,3.978,3.978,8.477
7.398,2.404,1.392,3.862,3.862,3.017,2.22,3.327,3.327,77266.0,1.303,1.633,2.35,1.71,1.71,2.669,0.303,4.505,2.864,4.588,4.588,2.096,1.436,1.436,2.678,4.268,2.258,3.053,3.053,1.862,1.847,3.601,0.114,1.999,2.779,3.777,0.211,5.51,534.532,3.433,22,49.75,7.062,7.062,3.929,1.821,2.371,3.807,2.551,1.336,2.503,2.961,21,3.856,4.073,49.131,14.853,24.5,3.89,3.515,2.324,2.324,3.789,4.018,4.018,8.544
7.409,2.413,1.399,3.951,3.951,3.243,2.54,3.402,3.402,73170.0,1.188,1.801,2.195,1.81,1.81,2.806,0.312,4.952,2.866,5.312,5.312,2.1,1.448,1.448,2.761,4.29,2.258,3.045,3.045,1.862,1.674,3.588,0.117,2.002,2.676,3.777,0.209,5.463,524.968,3.445,22,49.0,6.877,6.877,3.963,1.821,2.374,3.807,2.57,1.338,2.66,2.977,21,3.868,4.022,48.38,14.853,24.5,3.945,3.534,2.332,2.332,3.789,4.578,4.578,8.498
7.292,2.414,1.4,3.954,3.954,3.243,2.54,3.418,3.418,81185.0,1.195,1.807,2.203,1.812,1.812,2.81,0.312,4.959,2.866,5.317,5.317,2.1,1.449,1.449,2.795,4.293,2.258,3.046,3.046,1.862,1.68,3.588,0.114,2.002,2.682,3.777,0.207,5.509,542.248,3.488,22,50.25,6.952,6.952,3.974,1.821,2.374,3.807,2.58,1.338,2.66,2.977,21,3.871,4.031,51.21,15.656,25.0,3.993,3.541,2.368,2.368,3.789,4.581,4.581,8.583
7.377,2.413,1.4,3.951,3.951,3.243,2.54,3.402,3.402,73170.0,1.192,1.807,2.198,1.81,1.81,2.809,0.312,4.952,2.866,5.312,5.312,2.1,1.448,1.448,2.761,4.29,2.257,3.045,3.045,1.862,1.674,3.588,0.117,2.002,2.676,3.777,0.209,5.478,524.968,3.445,22,48.75,6.877,6.877,3.963,1.821,2.374,3.807,2.588,1.338,2.66,2.977,21,3.868,4.022,48.38,15.487,24.5,3.945,3.538,2.332,2.332,3.79,4.578,4.578,8.498
6.987,2.66,1.625,4.505,4.505,3.293,2.634,3.695,3.695,162040.0,1.339,1.84,2.374,1.842,1.842,2.842,0.357,4.959,2.978,5.321,5.321,2.54,1.697,1.697,2.898,4.473,2.258,3.34,3.34,1.862,1.888,3.873,0.102,2.101,2.803,3.8,0.179,5.634,753.924,3.592,28,57.75,8.045,8.045,4.137,1.822,2.415,4.087,2.668,1.401,2.783,3.239,27,3.903,4.975,63.744,17.54,30.5,4.116,3.586,2.515,2.515,3.804,4.636,4.636,9.133
7.62,2.426,1.412,3.977,3.977,3.207,2.513,3.597,3.597,80770.0,1.302,1.772,2.309,1.772,1.772,2.772,0.322,4.927,2.868,5.134,5.134,2.102,1.461,1.461,2.801,4.333,2.257,3.054,3.054,1.862,1.776,3.766,0.115,2.005,2.748,3.778,0.209,5.495,540.036,3.503,22,49.25,7.406,7.406,4.083,1.821,2.377,3.807,2.655,1.346,2.668,2.982,21,3.881,4.046,49.933,15.886,24.5,3.946,3.565,2.426,2.426,3.79,4.594,4.594,8.583
7.155,2.783,1.783,4.585,4.585,3.35,2.634,3.695,3.695,195184.0,1.401,1.917,2.415,1.97,1.97,2.951,0.388,4.96,3.239,5.407,5.407,2.573,1.783,1.783,2.901,4.502,2.504,3.473,3.473,1.867,1.908,4.015,0.097,2.539,2.829,3.801,0.177,5.715,794.414,3.595,28,60.5,8.059,8.059,4.141,1.823,2.622,4.17,2.71,1.598,2.838,3.292,28,3.93,5.19,67.518,18.988,32.0,4.134,3.641,2.524,2.524,3.806,5.314,5.314,9.277
