pXC50,CATS2D_03_DD,CATS2D_01_DD,nN.N,P_VSA_v_2,SAacc,P_VSA_p_2,O.057,CATS2D_03_DA,Eig08_AEA.dm.,SaasC,Psi_e_A,Psi_i_A,SpMax3_Bh.s.,SpMax4_Bh.s.,P_VSA_LogP_4,SpMax2_Bh.s.,nBeta.Lactams,TPSA.NO.,SsssCH,P_VSA_e_5,SdssC,ATS5s,Hy,P_VSA_e_3,CATS2D_04_DA,nDB,P_VSA_s_6,P_VSA_m_3,D.Dtr04,Eig07_AEA.dm.,ATSC1e,SsOH,O.,MATS1s,CATS2D_05_DL,NsOH,TPSA.Tot.,MAXDN,SAdon,nR04,nHDon,CATS2D_07_DL,H.050,MATS1i,CATS2D_02_DL,CATS2D_03_DL,P_VSA_s_5,CATS2D_04_DL,NssNH,Eig09_AEA.dm.,Eig05_AEA.dm.,ALOGP2,Eig10_AEA.dm.,GGI3,Me,CATS2D_06_DL,MATS1p,SpMax5_Bh.s.,C.009,N.072,ATS4s,CATS2D_09_DL,ATS4m,Eig06_AEA.dm.,ATSC1s,NdssC,nArOH,nN.CO.2,CATS2D_02_DA,ATSC3e,SM03_EA.ri.,CATS2D_05_DA,MATS1m,GGI4,SpAD_EA.dm.,ATSC5s,P_VSA_MR_2,Eig06_AEA.ed.,MATS1v,nHAcc,C.008,Eig04_EA.dm.,SpMax1_Bh.s.,Eig07_EA.dm.,JGI2,ATSC4e,ATS5e,nHet,AAC,IC0,MAXDP,Eig11_AEA.dm.,PDI,Ram,BIC3,Eta_epsi_A,ATS6s,ATSC3s,SssNH,Eig03_AEA.dm.,Eta_sh_p,P_VSA_i_4,CATS2D_08_DL,BAC,BIC0,SdS,BIC4,Eig05_EA.ed.,SM14_AEA.dm.,DELS,SM05_EA,Eig12_AEA.dm.,CATS2D_05_DN,ATSC4s,H.054,SIC0,GGI5,ATS3m,SssCH2,SM05_EA.ri.,BIC5,CATS2D_06_DA,Eig06_EA.ed.,SM15_AEA.dm.,SIC4,SM06_EA.ri.,Eig03_EA.dm.,SpMax7_Bh.s.,ATS4v,P_VSA_MR_8,H.047,Eig13_AEA.dm.,SpDiam_EA.ed.,MLOGP2,Eig05_EA.dm.,ALOGP,SM03_EA,CATS2D_02_AN,BLTA96,BLTD48,BLTF96,MLOGP
5.253,0,0,0,89.013,87.727,89.013,0,1,1.646,6.181,7.645,2.145,4.867,4.634,107.118,5.115,0,68.52,0.0,36.145,0.054,5.934,-0.393,52.868,0,1,69.716,36.145,0.0,1.943,0.024,0.0,3.5,-0.03,1,0,68.52,1.613,18.011,0,1,1,1,-0.184,1,2,18.011,3,1,1.561,2.381,19.647,1.349,2.451,0.996,1,-0.069,4.504,0,0,5.94,2,4.102,2.143,8.797,1,0,0,1,0.296,4.034,1,0.06,1.668,5.075,44.017,59.687,5.097,-0.008,5,0,0.0,7.428,0.0,0.08,0.21,4.979,6,1.477,1.477,4.574,1.191,0.992,10,0.832,0.573,5.859,38.492,3.536,3.131,0.124,52.868,2,29.0,0.239,0.0,0.865,6.335,6.335,22.293,6.594,1.0,0,38.134,0,0.253,1.091,4.114,3.069,6.448,0.865,1,5.775,5.775,0.915,7.905,0.4,4.191,4.149,0.0,12,0.98,18.853,11.226,0.0,4.433,4.111,0,-4.58,-4.5,-4.24,3.351
7.222,0,0,0,185.791,185.791,185.791,1,2,1.871,0.0,8.137,2.637,6.467,5.798,114.62,7.428,0,128.95,-0.405,114.973,-0.887,6.323,1.855,70.818,0,5,179.542,114.973,0.0,2.35,0.179,10.641,11.1,-0.113,1,1,128.95,2.611,107.252,0,4,0,4,-0.166,2,4,0.0,3,0,1.64,3.005,0.363,1.228,3.875,1.025,0,-0.034,4.921,0,1,6.175,1,4.22,2.578,23.392,7,0,0,2,0.637,4.502,3,0.031,3.249,10.029,166.464,103.973,5.445,0.039,9,2,0.643,7.443,0.0,0.118,0.978,5.109,9,1.713,1.713,5.814,1.09,0.924,14,0.88,0.643,6.272,71.656,0.0,3.582,0.293,70.818,1,71.0,0.299,0.0,0.88,8.014,8.014,45.565,7.327,0.916,0,115.949,1,0.312,1.828,4.171,0.43,7.096,0.88,6,5.941,5.941,0.918,8.477,0.8,4.341,4.134,0.0,12,0.637,26.221,0.203,0.262,-0.603,4.635,0,-0.78,-0.89,-1.01,-0.45
5.175,0,0,0,121.572,115.902,121.572,0,1,1.476,3.095,8.096,2.596,6.999,4.914,29.85,7.429,0,93.38,0.0,97.892,-0.293,5.856,-0.294,23.681,0,4,97.892,97.892,0.0,1.671,0.163,0.0,10.9,-0.028,1,0,93.38,2.541,18.011,0,1,1,1,-0.002,2,3,18.011,1,1,1.472,2.371,11.985,1.223,1.188,1.017,2,-0.033,4.755,0,1,5.697,0,3.738,2.276,8.318,1,0,0,1,0.672,3.686,0,0.047,1.436,13.072,44.203,82.458,4.418,-0.02,6,0,0.86,7.816,0.0,0.076,0.384,4.664,7,1.594,1.594,5.088,1.0,0.923,7,0.882,0.627,5.961,61.79,2.785,3.2,0.167,23.681,2,35.0,0.273,0.0,0.889,5.037,5.037,32.513,6.043,0.941,0,40.982,0,0.289,0.722,3.817,0.215,5.889,0.889,1,4.38,4.38,0.939,7.324,0.892,4.373,3.752,0.0,12,0.599,15.53,8.53,0.141,3.462,3.761,0,-4.15,-4.09,-3.87,2.921
5.656,0,0,0,110.229,110.229,95.269,0,0,1.708,3.34,8.023,2.523,6.999,4.888,47.07,7.726,0,75.76,-0.144,44.313,0.891,5.777,0.262,96.91,0,3,107.228,59.273,0.0,1.933,0.134,0.0,4.3,-0.143,0,0,84.14,4.689,31.291,0,2,0,2,0.059,0,2,45.954,2,0,1.378,2.774,24.468,1.068,1.722,1.018,0,-0.02,4.816,0,0,5.931,3,4.114,2.589,22.045,1,0,0,2,0.456,4.141,0,0.038,1.697,2.879,67.116,44.313,5.021,0.055,6,1,0.0,8.201,0.0,0.09,0.483,4.772,8,1.861,1.861,5.414,1.0,1.029,11,0.821,0.643,5.724,56.06,0.0,3.005,0.181,65.916,2,27.0,0.314,0.0,0.821,6.181,6.181,36.35,6.836,1.0,0,60.857,0,0.337,1.431,4.282,0.629,6.501,0.821,1,5.995,5.995,0.882,7.919,0.0,4.606,4.0,45.954,13,1.0,18.846,16.31,0.0,4.947,4.369,0,-5.27,-5.16,-4.82,4.039
6.682,0,0,0,99.794,83.009,99.794,0,1,1.164,3.828,7.63,2.13,4.777,4.668,16.786,4.999,0,79.42,0.0,0.0,0.0,5.272,1.032,99.794,1,1,83.009,0.0,0.0,1.271,0.06,0.0,0.0,-0.213,2,0,107.66,1.071,49.683,0,3,2,3,0.145,3,4,16.786,4,0,1.025,1.93,21.604,1.0,1.674,1.003,0,0.131,4.464,0,0,5.41,3,3.693,1.737,8.654,0,0,0,1,0.148,3.625,2,0.042,0.708,0.0,26.009,0.0,4.335,0.089,4,0,0.0,5.217,0.0,0.068,0.147,4.171,6,1.581,1.581,1.956,0.686,1.068,7,0.798,0.619,5.039,17.641,0.0,2.482,0.035,99.794,2,2.0,0.279,0.0,0.855,5.065,5.065,13.109,6.236,0.452,0,22.323,0,0.306,0.462,3.774,0.0,6.026,0.865,0,4.201,4.201,0.936,7.522,0.0,3.674,3.542,31.278,9,-0.377,17.812,16.371,0.0,4.648,3.761,0,-5.28,-5.16,-4.83,4.046
7.222,0,0,0,103.795,103.795,103.795,1,1,1.088,2.287,7.81,2.31,4.879,4.71,71.24,5.056,0,67.07,0.0,53.683,0.0,5.281,-0.291,50.112,0,1,103.795,53.683,0.0,1.216,0.072,9.79,5.9,-0.128,1,1,67.07,1.533,42.683,0,1,0,1,0.009,1,2,0.0,1,0,1.0,1.972,16.826,0.804,1.0,1.011,0,-0.003,4.322,0,0,5.441,2,3.48,1.304,8.993,0,1,0,0,0.232,3.49,1,0.035,1.009,1.72,32.644,53.683,3.741,0.014,5,0,0.0,6.47,0.0,0.079,0.258,4.128,5,1.592,1.592,3.79,0.296,0.964,6,0.826,0.627,5.022,26.199,0.0,2.563,0.084,50.112,2,6.0,0.289,0.0,0.856,4.861,4.861,17.923,6.019,-0.192,0,27.686,0,0.313,0.507,3.678,0.0,5.838,0.856,1,2.864,2.864,0.926,7.352,0.0,3.838,3.439,0.0,11,-0.531,17.864,7.562,0.0,4.102,3.611,0,-3.98,-3.93,-3.73,2.75
5.139,0,0,0,72.368,70.469,72.368,0,2,1.523,3.577,7.633,2.133,4.926,4.662,37.175,4.971,0,47.28,-0.638,53.683,0.0,5.648,-0.382,64.639,0,0,70.469,53.683,0.0,1.704,0.022,10.359,4.3,-0.139,1,1,47.28,1.971,42.683,0,1,4,1,-0.107,0,0,45.954,0,0,1.244,2.286,21.607,1.125,1.66,1.001,4,-0.009,4.55,0,0,5.679,2,4.21,2.074,9.925,0,0,0,0,0.398,3.693,1,0.003,1.268,1.72,36.813,11.0,4.699,0.016,3,1,0.0,6.449,0.0,0.07,0.289,4.585,5,1.549,1.549,4.359,1.043,0.985,8,0.831,0.587,5.515,41.585,0.0,2.76,0.121,18.685,4,5.0,0.262,0.0,0.884,5.563,5.563,18.246,6.312,1.0,0,32.457,0,0.28,0.681,4.3,0.626,6.016,0.891,0,4.862,4.862,0.945,7.537,0.0,3.882,3.883,45.954,16,0.679,17.691,15.967,0.0,4.648,3.892,0,-5.23,-5.12,-4.79,3.996
4.867,0,0,0,141.894,141.894,141.894,1,0,2.243,2.782,7.988,2.488,6.468,4.872,102.382,7.428,0,93.45,0.0,103.973,-0.942,5.983,0.282,37.921,2,4,120.759,103.973,0.0,2.525,0.102,10.326,8.5,-0.099,3,1,118.75,2.259,60.694,0,2,2,2,-0.13,3,3,18.011,3,1,1.891,2.798,21.073,1.518,2.25,1.016,1,0.009,4.756,0,1,5.973,3,4.175,2.693,11.364,4,0,0,2,0.433,3.864,3,0.042,1.969,18.664,61.669,103.973,4.992,0.014,7,0,0.932,7.433,0.116,0.07,0.554,4.71,8,1.727,1.727,5.277,1.062,0.945,9,0.856,0.635,5.942,44.1,2.788,3.426,0.15,37.921,2,27.0,0.294,0.0,0.874,5.868,5.868,34.914,6.365,1.0,0,56.126,0,0.311,0.771,4.138,0.013,6.082,0.874,0,5.749,5.749,0.925,7.498,1.116,4.373,3.925,32.22,14,0.941,18.649,7.876,0.86,4.591,4.007,0,-4.04,-3.99,-3.78,2.806
5.229,0,0,0,72.392,72.098,72.392,0,0,1.426,2.675,7.946,2.446,5.006,4.939,81.488,6.999,0,61.19,0.0,55.313,0.0,5.979,-0.699,17.079,0,2,111.247,55.313,0.0,1.659,0.094,0.0,7.3,-0.156,0,0,69.57,4.799,0.0,0,0,0,0,-0.245,0,0,0.0,0,0,1.094,2.612,21.828,1.03,2.535,1.016,0,-0.143,4.596,0,0,6.058,0,4.246,1.911,14.59,0,0,0,0,0.339,4.072,0,0.156,2.321,1.72,81.226,90.626,4.954,-0.015,4,0,0.0,7.716,0.0,0.108,0.697,4.661,7,1.803,1.803,6.137,0.612,0.991,10,0.824,0.633,5.828,33.558,0.0,2.947,0.243,17.079,0,39.0,0.315,0.0,0.832,5.817,5.817,34.695,6.847,0.209,0,76.155,0,0.337,1.164,4.198,0.354,6.495,0.858,0,5.218,5.218,0.89,7.862,0.0,4.06,3.905,0.0,7,0.001,22.848,10.652,0.0,4.672,4.29,0,-4.49,-4.42,-4.16,3.264
5.498,0,1,1,171.979,171.979,157.019,1,2,1.664,-0.225,8.333,2.833,7.427,7.412,132.232,7.446,0,100.43,0.0,118.118,-3.596,6.195,0.981,38.901,5,4,133.078,133.078,0.0,1.797,0.187,10.4,9.3,-0.076,6,1,100.43,2.671,78.46,0,3,5,3,0.04,4,4,35.776,6,2,1.315,2.88,2.107,1.285,3.125,1.031,6,0.064,6.465,0,3,6.457,2,4.15,2.53,23.269,5,0,0,2,0.598,4.047,2,-0.004,2.111,6.905,149.782,153.431,4.813,0.055,8,0,0.293,8.201,0.0,0.098,1.166,4.69,8,1.764,1.764,5.622,1.209,0.959,10,0.855,0.676,5.959,84.195,4.084,3.394,0.172,53.861,2,38.0,0.305,0.0,0.903,5.488,5.488,52.115,6.594,1.162,0,182.699,0,0.325,1.076,4.106,0.279,6.492,0.911,0,4.858,4.858,0.962,7.922,0.98,4.626,3.895,0.0,10,0.785,20.05,10.178,0.0,1.451,4.111,0,-4.42,-4.35,-4.1,3.19
5.283,0,0,0,104.751,104.751,104.751,0,1,2.448,5.359,7.835,2.335,5.024,4.982,93.025,7.423,0,75.19,-0.408,50.29,-0.234,5.891,-0.279,54.461,1,2,161.913,50.29,0.0,2.623,0.095,0.0,3.8,-0.007,0,0,128.73,1.883,18.011,0,1,2,1,0.006,2,1,18.011,1,1,2.354,2.826,23.514,2.105,2.424,1.016,2,0.048,4.74,0,2,6.08,2,4.485,2.787,9.875,2,0,0,2,0.4,3.974,1,0.026,1.811,16.173,73.347,50.29,4.91,0.027,6,0,0.736,7.432,0.0,0.077,0.866,4.693,10,1.882,1.882,5.688,1.727,0.984,11,0.84,0.643,5.834,52.694,2.799,3.603,0.159,54.461,6,26.0,0.312,0.0,0.853,6.869,6.869,35.602,6.567,1.414,0,95.34,0,0.33,0.862,4.369,1.645,6.231,0.853,0,5.731,5.731,0.903,7.653,1.907,4.169,4.034,63.497,13,1.093,16.241,19.655,0.149,4.849,4.205,0,-5.66,-5.53,-5.16,4.433
6.338,0,0,0,142.82,142.82,142.82,0,1,2.049,1.729,8.076,2.576,6.999,5.268,123.508,7.429,0,114.63,0.0,89.965,-0.511,6.103,-0.184,52.855,0,3,162.44,89.965,0.0,2.17,0.221,0.0,10.6,-0.116,2,0,151.25,4.664,18.011,0,1,1,1,-0.138,1,2,18.011,2,1,1.753,2.751,7.628,1.376,3.292,1.036,1,-0.09,4.874,0,1,6.348,2,4.267,2.278,21.549,1,0,0,3,0.634,4.376,0,0.113,1.767,4.896,156.593,149.592,5.268,-0.004,9,0,0.0,7.715,0.0,0.102,1.45,4.737,12,2.019,2.019,5.865,1.179,0.975,12,0.824,0.697,5.606,48.176,2.494,3.504,0.185,52.855,0,37.0,0.34,0.0,0.824,6.987,6.987,48.684,7.155,1.0,0,146.482,0,0.364,0.969,4.381,0.309,6.836,0.824,0,5.828,5.828,0.879,8.177,0.322,4.632,3.988,70.426,8,0.796,23.53,9.745,0.0,2.762,4.575,0,-4.35,-4.29,-4.04,3.122
5.688,0,0,0,3.798,0.0,3.798,0,0,0.834,0.0,7.159,1.659,4.17,4.069,34.06,4.259,0,8.81,0.0,0.0,0.0,5.371,-0.896,3.798,0,0,0.0,0.0,0.0,1.118,0.086,0.0,0.0,0.185,0,0,8.81,0.321,0.0,0,0,0,0,-0.269,0,0,0.0,0,0,0.709,1.646,46.628,0.427,0.569,0.968,0,-0.121,3.939,0,0,5.463,0,3.261,1.403,8.351,0,0,0,0,0.162,2.277,0,0.032,0.205,0.0,11.489,23.542,3.407,-0.064,0,0,0.0,4.844,0.0,0.028,0.167,4.927,2,1.102,1.102,0.292,0.086,0.901,2,0.55,0.457,5.327,14.287,0.0,1.955,0.093,3.798,0,20.0,0.184,0.0,0.635,3.267,3.267,2.474,4.796,-0.244,0,12.921,0,0.186,0.136,3.355,21.263,4.311,0.708,0,2.755,2.755,0.641,6.33,0.0,3.67,3.741,0.0,5,-0.508,12.859,27.471,0.0,6.829,2.565,0,-6.47,-6.3,-5.85,5.241
5.097,0,0,0,129.562,129.562,129.562,0,2,2.191,3.237,7.725,2.225,5.053,4.988,62.456,7.427,0,96.17,0.0,71.016,0.457,6.181,0.148,58.546,0,3,90.416,71.016,0.0,2.366,0.084,0.0,6.1,0.004,2,0,96.17,2.027,36.022,0,2,2,2,-0.075,3,6,36.022,3,2,1.922,3.028,13.665,1.818,2.035,1.003,0,-0.021,4.709,0,2,6.211,2,4.244,2.817,10.999,3,0,0,2,0.603,4.29,1,0.063,1.968,11.779,71.11,141.643,5.203,0.016,8,0,0.8,7.432,0.0,0.079,0.549,5.164,8,1.532,1.532,5.779,1.683,0.983,11,0.846,0.589,6.121,62.367,5.836,3.548,0.069,58.546,4,14.0,0.241,0.0,0.86,8.492,8.492,36.452,6.909,1.377,0,67.561,0,0.253,1.271,4.264,5.304,6.766,0.86,1,6.228,6.228,0.903,8.208,1.058,4.222,4.279,0.0,16,1.201,19.778,8.139,0.532,3.697,4.369,0,-4.08,-4.03,-3.81,2.853
5.574,0,0,0,150.127,146.574,105.246,0,0,1.954,2.317,8.137,2.637,7.999,5.166,83.683,7.999,0,86.34,0.0,0.0,0.0,6.128,-0.233,105.246,3,0,128.563,44.88,0.0,2.196,0.203,0.0,0.0,-0.117,0,0,86.34,5.784,18.011,0,1,2,1,-0.167,2,2,18.011,1,1,1.886,2.577,28.199,1.453,3.451,1.031,4,-0.121,4.904,0,0,6.164,0,4.209,2.295,18.076,0,0,0,2,0.565,4.215,2,0.049,1.673,8.451,94.333,44.88,5.112,-0.046,9,0,0.0,8.513,0.0,0.074,0.92,4.759,11,1.726,1.726,5.43,1.329,0.999,13,0.748,0.679,6.148,31.277,2.687,3.145,0.203,150.127,0,51.0,0.288,0.0,0.755,7.116,7.116,46.62,6.967,1.02,0,66.363,0,0.306,1.174,4.139,0.0,6.502,0.755,0,6.079,6.079,0.802,7.861,0.0,4.677,3.961,0.0,6,0.864,19.759,27.385,0.0,5.31,4.511,0,-6.46,-6.29,-5.84,5.233
6.08,0,0,0,78.381,76.604,78.381,0,0,1.401,4.241,7.688,2.188,4.846,4.679,75.069,5.021,0,59.81,0.0,25.145,-0.135,5.397,-0.26,53.236,0,1,58.593,25.145,0.0,1.817,0.054,0.0,2.6,-0.072,0,0,116.29,1.801,18.011,0,1,2,1,0.014,1,2,18.011,2,1,1.112,2.135,11.675,1.0,2.118,1.008,1,0.063,4.15,0,1,5.523,1,3.913,2.03,4.882,1,0,0,2,0.204,3.8,1,0.059,1.336,2.117,14.388,25.145,4.678,0.036,4,0,0.0,7.429,0.0,0.068,0.298,4.262,7,1.753,1.753,5.486,0.808,1.041,9,0.827,0.629,5.439,18.332,2.858,2.782,0.11,53.236,2,10.0,0.308,0.0,0.84,5.514,5.514,17.247,6.463,0.584,0,27.742,0,0.334,0.806,3.999,0.0,6.115,0.84,1,5.03,5.03,0.912,7.519,0.0,3.803,3.68,62.555,6,0.369,18.804,9.242,0.0,3.417,4.007,0,-4.27,-4.21,-3.97,3.04
5.513,0,0,0,81.952,81.952,81.952,1,0,1.768,3.029,7.69,2.19,4.824,4.676,75.02,6.469,0,53.68,1.062,78.828,0.531,6.055,-0.429,3.124,0,2,78.828,78.828,0.0,2.132,0.049,10.647,5.3,-0.078,3,1,53.68,2.027,42.683,0,1,0,1,-0.076,2,3,0.0,3,0,1.557,2.321,31.005,1.141,2.313,0.99,1,-0.012,4.359,0,0,5.949,4,4.02,2.255,10.71,2,1,0,0,0.2,4.038,1,0.039,1.8,5.526,57.176,102.37,4.951,0.014,4,0,0.0,7.434,0.0,0.058,0.346,5.011,4,1.347,1.347,5.215,1.0,0.928,10,0.731,0.544,6.072,31.722,0.0,3.007,0.199,3.124,2,47.0,0.222,0.0,0.745,6.118,6.118,25.992,6.431,0.943,0,43.587,0,0.231,1.236,3.995,2.56,6.31,0.745,1,5.517,5.517,0.774,7.736,0.172,4.061,4.127,0.0,14,0.418,17.772,19.137,0.0,5.568,4.111,0,-5.6,-5.48,-5.11,4.375
5.451,0,0,0,142.084,140.185,142.084,1,0,2.093,2.206,7.828,2.328,5.017,4.911,136.693,6.475,0,99.36,0.0,89.828,-0.447,5.953,-0.25,52.256,1,1,140.185,89.828,0.0,2.267,0.119,10.44,8.0,-0.084,1,1,152.9,2.113,42.683,0,1,0,1,-0.202,1,1,0.0,2,0,1.887,2.719,17.946,1.744,3.306,1.019,0,-0.009,4.622,0,0,5.955,2,4.335,2.37,11.023,1,1,0,1,0.404,3.998,0,0.06,1.882,11.614,70.878,78.828,5.074,-0.003,7,0,0.0,7.433,0.0,0.076,0.483,4.792,10,1.826,1.826,4.953,1.461,0.966,11,0.866,0.644,5.875,24.245,0.0,3.293,0.148,52.256,0,35.0,0.304,0.0,0.873,6.773,6.773,34.147,6.698,1.455,0,43.115,0,0.324,0.921,4.363,1.67,6.354,0.873,2,5.807,5.807,0.928,7.747,0.86,4.32,4.052,63.497,16,1.271,18.936,7.161,0.0,4.236,4.205,0,-3.91,-3.86,-3.66,2.676
5.469,0,0,0,57.28,57.28,57.28,0,2,1.495,4.84,7.58,2.08,4.753,4.314,29.85,4.836,0,41.57,0.0,36.145,-0.132,5.764,-0.396,21.135,0,1,36.145,36.145,0.0,1.619,0.043,0.0,3.9,-0.016,4,0,41.57,1.799,18.011,0,1,1,1,-0.134,1,2,18.011,1,1,1.284,2.147,22.233,1.081,1.75,0.989,5,-0.051,4.254,0,1,5.728,0,3.759,1.98,6.937,1,0,0,1,0.418,3.675,0,0.056,0.987,7.727,34.179,83.229,4.099,-0.001,4,0,0.141,7.429,0.0,0.08,0.323,4.822,4,1.389,1.389,5.389,1.077,0.967,7,0.774,0.542,5.841,43.147,3.011,3.18,0.111,21.135,0,10.0,0.235,0.0,0.796,5.104,5.104,17.223,6.155,0.73,0,32.749,0,0.245,0.708,3.869,5.808,5.979,0.803,0,3.682,3.682,0.829,7.458,0.8,3.906,3.909,0.0,13,0.458,17.014,10.741,0.0,4.715,3.761,0,-4.51,-4.43,-4.18,3.277
4.758,0,0,0,139.995,139.995,139.995,1,0,1.928,2.415,8.059,2.559,6.351,4.945,98.588,7.429,0,87.66,0.0,103.973,-1.528,5.846,0.9,36.022,1,3,188.314,103.973,0.0,2.416,0.128,9.136,8.5,-0.115,7,1,119.75,2.826,78.705,0,3,2,3,0.03,4,5,36.022,7,2,1.612,2.93,26.314,1.399,1.875,1.021,2,0.047,4.877,0,2,6.07,3,4.172,2.609,14.287,3,0,1,2,0.392,3.855,1,-0.011,1.507,10.982,61.346,103.973,4.796,0.049,6,0,0.99,7.475,0.0,0.067,0.72,4.563,8,1.776,1.776,5.506,1.207,0.96,9,0.879,0.658,5.82,41.092,5.348,3.47,0.174,36.022,2,27.0,0.299,5.154,0.901,6.553,6.553,37.177,6.312,1.0,0,89.102,0,0.32,0.854,4.139,0.316,6.107,0.901,1,5.341,5.341,0.962,7.583,1.151,4.677,3.877,45.192,14,0.977,15.925,13.385,0.14,5.13,4.007,0,-4.89,-4.8,-4.5,3.659
5.136,0,0,0,165.512,159.842,165.512,0,3,1.044,-0.266,8.447,2.947,6.999,5.337,97.599,7.429,0,126.73,0.0,85.853,-0.463,5.336,0.009,79.66,2,3,141.831,85.853,0.0,1.394,0.249,0.0,15.4,0.007,1,0,152.03,2.794,18.011,0,1,1,1,0.046,0,1,18.011,0,1,1.0,2.556,1.924,1.0,0.938,1.068,1,0.139,4.877,0,1,5.558,0,3.511,1.698,18.83,1,0,0,2,0.516,3.273,1,0.042,0.836,15.711,56.314,35.106,3.577,0.012,8,0,0.146,7.815,0.0,0.068,0.584,3.729,10,2.093,2.093,4.567,0.535,0.919,5,0.883,0.797,5.47,61.956,2.246,3.567,0.115,79.66,0,11.0,0.406,0.0,0.883,3.137,3.137,27.28,5.771,0.387,0,53.489,0,0.445,0.473,3.656,0.043,5.464,0.883,0,2.686,2.686,0.967,6.87,1.737,3.839,3.07,32.22,5,-0.215,16.342,3.3,0.0,1.387,3.434,0,-3.05,-3.05,-2.93,1.817
4.534,0,0,0,29.172,29.172,29.172,0,0,1.0,3.268,7.492,1.992,4.693,4.43,2.757,4.837,0,28.74,0.125,9.507,1.121,5.328,-0.797,19.665,0,1,26.17,9.507,0.0,1.064,0.032,0.0,2.9,0.048,0,0,56.98,1.209,0.0,0,0,0,0,0.027,0,0,0.0,0,0,0.876,1.794,20.367,0.793,0.715,0.997,0,0.019,3.674,0,0,5.307,0,3.734,1.543,6.226,1,0,0,0,0.233,3.474,0,0.083,1.031,2.879,18.351,9.507,4.0,0.019,3,1,0.0,5.084,0.0,0.061,0.197,4.393,4,1.564,1.564,2.123,0.618,1.035,6,0.858,0.592,5.285,19.134,0.0,2.669,0.0,19.665,0,0.0,0.282,0.0,0.872,3.983,3.983,9.143,6.155,0.618,0,19.484,0,0.305,0.622,3.659,0.864,5.927,0.872,0,3.352,3.352,0.944,7.431,0.0,3.606,3.635,31.278,10,-0.305,18.238,10.402,0.0,4.513,3.611,0,-4.46,-4.38,-4.13,3.225
5.434,0,0,0,75.223,73.324,75.223,0,0,2.225,4.302,7.82,2.32,4.952,4.833,71.78,7.411,0,61.82,0.0,50.29,-0.741,5.75,-0.717,24.933,0,2,106.224,50.29,0.0,2.614,0.046,0.0,4.2,-0.043,0,0,87.12,2.057,0.0,0,0,0,0,-0.284,0,0,0.0,0,0,1.905,2.957,23.184,1.662,2.229,1.011,0,-0.058,4.738,0,2,6.124,0,4.207,2.73,6.183,2,0,1,0,0.25,3.998,0,0.045,2.33,14.456,29.017,50.29,5.314,-0.028,5,0,0.526,7.444,0.0,0.077,0.826,4.681,8,1.774,1.774,5.912,1.403,0.999,11,0.792,0.627,5.831,24.42,0.0,3.409,0.166,24.933,0,26.0,0.298,0.0,0.836,7.039,7.039,29.83,6.661,1.23,0,108.448,0,0.318,1.167,4.285,1.164,6.343,0.836,0,6.588,6.588,0.89,7.76,1.083,4.061,4.007,32.22,19,1.0,20.303,19.478,0.522,4.815,4.205,0,-5.64,-5.51,-5.14,4.413
5.383,0,0,0,79.251,79.251,64.291,0,1,1.574,1.608,7.921,2.421,4.905,4.848,29.85,7.429,0,44.37,0.0,25.145,-0.317,5.695,0.289,39.146,1,2,124.446,40.105,0.0,1.628,0.059,0.0,2.2,-0.022,5,0,76.46,2.164,36.022,0,2,2,2,-0.087,2,3,36.022,6,2,1.5,2.625,27.49,1.081,2.125,1.011,5,-0.005,4.674,0,2,5.979,0,4.169,2.401,8.509,2,0,1,1,0.387,3.655,1,0.006,1.107,7.407,46.301,72.229,4.518,0.016,5,0,0.14,8.201,0.0,0.076,0.617,4.629,7,1.799,1.799,5.308,1.077,0.986,8,0.842,0.621,5.85,50.355,5.671,3.201,0.168,54.106,1,17.0,0.311,5.264,0.858,5.55,5.55,29.722,6.256,0.933,0,80.77,0,0.328,0.826,4.068,5.585,5.94,0.865,0,4.364,4.364,0.903,7.441,0.8,4.229,3.865,45.192,11,0.549,17.047,14.159,0.0,5.243,3.892,0,-4.99,-4.89,-4.59,3.763
5.733,0,0,0,79.177,79.177,79.177,0,0,1.523,2.058,8.001,2.501,4.971,4.804,29.85,5.157,0,53.16,-1.061,25.145,-0.297,5.998,1.018,54.032,1,3,226.932,25.145,0.0,2.046,0.124,0.0,2.4,-0.148,7,0,85.25,3.087,54.032,0,3,5,3,-0.005,3,8,54.032,6,3,1.284,2.505,31.714,1.0,1.813,1.026,8,0.048,4.777,1,3,5.753,3,4.17,2.332,11.641,2,0,0,1,0.626,3.491,0,-0.012,1.613,10.095,82.75,25.145,4.654,0.039,4,0,0.428,7.43,0.0,0.064,0.575,4.452,9,1.906,1.906,5.163,0.876,0.937,8,0.868,0.676,5.746,53.899,8.246,3.437,0.283,54.032,5,38.0,0.334,5.208,0.893,5.988,5.988,29.592,6.479,0.756,0,61.283,0,0.354,0.819,4.174,0.0,5.573,0.893,1,5.03,5.03,0.944,7.09,1.071,4.197,3.777,45.192,11,0.404,18.764,18.31,0.126,5.632,4.111,0,-5.51,-5.39,-5.03,4.279
