pXC50,NNRS,RCI,Eig02_AEA.bo.,RFD,Eig02_AEA.dm.,SM03_AEA.bo.,SM04_AEA.bo.,Eig02_AEA.ri.,Eig04_AEA.bo.,Eig02_EA,SM10_AEA.bo.,piPC02,SM02_EA.bo.,P_VSA_LogP_4,P_VSA_e_2,SM02_AEA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,X2sol,TIE,Eig02_EA.ri.,Eig04_EA.bo.,SM14_AEA.ri.,ATS7m,SpAD_EA.bo.,Rperim,SpMax2_Bh.m.,SM02_EA.ri.,X0sol,SpMax3_Bh.m.,MW,Eta_alpha,SpMax8_Bh.s.,Eig04_AEA.ri.,IDDM,Eig09_AEA.dm.,XMOD,SM05_AEA.bo.,SpMax2_Bh.e.,P_VSA_p_3,P_VSA_v_3,HDcpx,SpAD_EA.ri.,SpMax4_Bh.m.,X2v,Eig09_AEA.ed.,X2,P_VSA_i_2,NRS,Eig11_AEA.bo.,nC..N.N2,Eig08_AEA.ed.,Eig08_AEA.bo.,SpAD_AEA.ri.,SpMax6_Bh.v.,piPC01,SCBO,SMTIV,Eig14_AEA.ed.,SpMaxA_EA.bo.,Eig14_AEA.bo.,ATS1m,Eta_betaP,SpMin2_Bh.i.,Eig04_EA,SM12_AEA.bo.,Eig08_EA.ri.,SpAD_AEA.bo.
7.9,1.0,1.0,4.01,0.0,2.942,6.289,7.535,3.778,3.839,2.811,2.811,4.425,5.112,58.406,178.553,5.156,3.459,3.459,16.022,73.319,2.717,3.125,3.125,4.079,73.141,23,3.838,4.632,26.581,3.787,512.81,18.433,3.981,3.521,5.212,1.797,114.27,8.811,3.917,178.553,178.553,1.783,58.018,3.724,10.969,4.098,16.022,178.553,4,2.5,0,4.363,2.966,59.323,3.345,3.951,51.0,36498.0,3.414,0.096,2.459,3.865,19.5,1.89,2.524,2.524,1.602,59.426
8.2,1.0,1.0,4.01,0.0,2.942,6.289,7.535,3.782,3.839,2.811,2.811,4.425,5.112,29.85,188.887,5.156,3.459,3.459,16.022,72.464,2.725,3.125,3.125,4.075,73.141,23,3.838,4.642,26.581,3.79,511.82,18.533,3.981,3.521,5.212,1.797,113.816,8.811,3.918,188.887,188.887,1.783,58.304,3.728,11.114,4.098,16.022,188.887,4,2.5,0,4.363,2.966,59.32,3.345,3.951,51.0,35968.0,3.414,0.096,2.459,3.86,19.5,1.89,2.524,2.524,1.608,59.426
7.1,1.0,1.0,4.267,0.0,3.161,6.447,7.721,3.894,3.897,2.896,2.896,4.585,5.273,29.85,226.781,5.278,3.674,3.674,17.138,70.77,2.892,3.444,3.444,4.168,82.373,27,3.933,4.751,27.736,3.837,531.8,19.533,4.158,3.524,5.286,2.004,119.816,9.027,3.996,226.781,226.781,1.795,63.39,3.746,11.229,4.358,17.138,226.781,5,2.766,0,4.644,3.17,64.345,3.463,4.06,57.0,43067.0,3.414,0.089,2.5,3.915,25.5,1.89,2.527,2.527,1.921,65.151
4.034,0.667,1.143,4.55,0.143,3.777,6.311,7.646,4.057,3.891,3.099,3.099,4.425,5.112,143.071,126.236,5.067,4.336,4.336,12.719,80.248,2.965,3.199,3.199,3.81,64.175,14,3.991,4.432,21.836,3.64,408.45,13.767,4.384,3.547,4.881,1.813,91.327,9.02,4.024,126.236,126.236,1.727,45.691,3.422,6.458,4.106,12.719,126.236,2,2.487,0,4.414,3.032,47.625,3.053,3.818,44.5,20671.0,2.811,0.139,1.847,3.644,19.5,1.7,2.565,2.565,1.474,49.656
4.034,0.75,1.095,4.253,0.095,3.563,6.316,7.606,3.799,3.88,2.875,2.875,4.503,5.19,80.518,173.339,5.115,3.908,3.908,14.525,57.113,2.649,3.271,3.271,3.931,70.605,21,4.068,4.496,23.338,3.851,492.35,15.867,4.213,3.506,4.971,1.636,106.097,8.931,3.943,219.293,219.293,1.736,49.555,3.785,7.595,4.155,13.783,219.293,3,2.782,0,4.193,3.032,51.422,3.108,3.912,49.0,29630.0,3.146,0.126,1.924,3.833,25.5,1.881,2.5,2.5,1.532,52.131
9.0,0.5,1.207,4.533,0.207,3.272,6.358,7.668,4.094,3.768,3.126,3.126,4.486,5.173,78.796,144.939,5.165,4.352,4.352,15.415,45.028,3.03,3.071,3.071,3.823,72.073,29,4.039,4.598,22.717,3.708,460.66,16.067,3.953,3.534,5.02,1.898,105.046,9.015,4.033,144.939,144.939,1.746,54.554,3.562,10.174,4.618,14.773,113.661,3,2.739,0,4.821,3.118,57.879,3.198,3.892,48.0,25380.0,3.407,0.117,2.081,3.865,18.0,1.793,2.597,2.597,1.609,58.638
4.034,1.0,1.0,4.247,0.0,2.875,5.972,7.25,3.869,3.426,2.869,2.869,4.163,4.848,50.668,147.27,4.781,3.897,3.897,9.659,32.203,2.868,2.695,2.695,3.124,50.929,17,3.891,4.201,16.071,3.692,304.37,10.967,3.674,3.038,4.498,1.036,69.863,8.567,3.933,147.27,147.27,1.648,36.521,3.341,5.078,3.414,9.659,147.27,3,2.256,0,3.415,2.555,36.57,2.84,3.597,35.5,10597.0,2.0,0.158,0.626,3.369,19.0,1.744,2.031,2.031,1.063,37.392
4.034,1.0,1.0,4.361,0.0,3.87,5.951,7.324,3.961,3.551,2.958,2.958,4.052,4.736,77.348,107.546,4.677,3.829,3.829,10.349,47.611,2.963,2.944,2.944,3.244,43.479,12,3.862,4.064,15.001,3.672,291.35,9.567,3.674,3.033,4.298,1.0,67.488,8.739,3.899,107.546,107.546,1.617,31.011,3.193,5.866,3.0,9.026,99.796,2,0.851,0,3.247,2.494,31.662,2.715,3.434,30.0,6832.0,1.555,0.224,0.5,3.511,15.0,1.851,2.034,2.034,0.901,32.176
6.641,0.75,1.091,4.258,0.091,3.335,6.195,7.487,4.006,3.596,3.049,3.049,4.297,4.984,75.813,125.014,5.022,3.506,3.506,13.204,54.656,2.906,2.926,2.926,3.704,61.433,22,3.813,4.473,21.794,3.695,423.57,14.5,4.002,3.32,4.928,1.661,95.486,8.814,3.871,125.014,125.014,1.729,48.124,3.456,7.948,3.999,13.204,125.014,3,2.252,0,4.538,2.935,50.187,3.018,3.773,42.5,23298.0,2.853,0.132,1.795,3.717,15.5,1.728,2.387,2.387,1.552,50.991
4.034,1.0,1.0,4.402,0.0,3.814,6.224,7.564,3.976,3.724,3.024,3.024,4.317,5.004,93.351,102.922,4.97,4.1,4.1,12.039,122.319,2.869,3.016,3.016,3.713,58.531,12,4.004,4.33,20.267,3.826,476.23,13.557,4.824,3.353,4.835,1.821,96.883,8.937,3.929,148.877,148.877,1.717,41.349,3.567,6.53,3.634,13.18,148.877,2,1.827,0,4.595,2.908,45.091,2.981,3.714,40.0,23812.0,2.555,0.14,1.104,3.757,19.0,1.874,2.352,2.352,1.419,45.39
4.034,1.0,1.0,4.29,0.0,2.945,6.207,7.554,3.863,3.77,2.915,2.915,4.36,5.047,142.489,157.564,4.958,3.948,3.948,14.065,55.87,2.785,3.278,3.278,3.793,59.749,17,4.223,4.298,20.045,3.852,402.54,13.267,4.17,3.286,4.724,1.125,93.239,8.949,3.92,157.564,157.564,1.692,40.921,3.672,8.821,3.414,12.084,120.479,3,2.441,0,3.808,2.587,43.575,2.956,3.726,40.5,17876.0,2.621,0.164,1.008,3.817,21.5,1.87,2.38,2.38,1.068,44.127
4.034,0.667,1.125,4.198,0.125,3.062,5.975,7.286,3.795,3.656,2.808,2.808,4.19,4.875,49.202,113.356,4.747,3.782,3.782,10.016,27.756,2.77,3.049,3.049,3.309,49.491,16,3.875,4.127,16.027,3.666,310.81,10.814,3.674,3.212,4.434,1.0,68.613,8.632,3.926,152.505,152.505,1.642,33.922,3.364,5.387,3.414,9.608,113.356,2,1.152,0,3.415,2.5,35.703,2.715,3.541,33.5,8725.0,2.0,0.186,0.577,3.383,18.5,1.886,2.263,2.263,1.0,35.857
6.143,0.5,1.25,3.805,0.25,2.885,5.741,7.034,3.653,3.418,2.666,2.666,3.795,4.477,27.785,57.048,4.58,3.051,3.051,8.959,23.262,2.634,2.585,2.585,2.964,39.122,16,3.77,4.114,13.527,3.591,273.42,9.533,3.209,3.175,4.287,0.804,61.266,8.355,3.899,57.048,57.048,1.616,32.939,3.236,6.516,3.216,8.959,57.048,2,0.82,0,3.529,2.255,34.508,2.795,3.296,26.0,5247.0,2.152,0.174,0.241,3.324,6.5,1.711,2.203,2.203,1.039,34.724
5.0,0.75,1.1,4.31,0.1,3.582,6.219,7.534,3.893,3.823,2.891,2.891,4.379,5.066,30.278,123.57,5.004,3.995,3.995,12.454,54.835,2.901,3.051,3.051,3.691,62.65,20,3.938,4.467,19.673,3.757,378.46,13.133,3.831,3.654,4.774,1.543,84.916,8.886,3.973,123.57,123.57,1.705,46.656,3.577,7.376,3.922,12.454,123.57,3,2.413,0,4.128,2.955,47.161,2.995,3.761,42.0,17256.0,3.093,0.144,1.563,3.601,18.5,1.843,2.673,2.673,1.354,47.357
5.301,1.0,1.0,4.183,0.0,3.534,6.09,7.393,3.864,3.489,2.915,2.915,4.151,4.836,74.163,94.031,4.931,3.736,3.736,14.984,78.492,2.77,2.573,2.573,3.74,55.771,18,3.909,4.408,22.356,3.687,450.72,14.933,3.98,3.399,4.927,1.443,101.599,8.735,3.964,94.031,94.031,1.727,45.973,3.669,10.799,3.61,13.675,88.224,3,2.0,0,3.837,2.655,47.714,3.3,3.689,39.0,23009.0,2.932,0.136,1.186,3.87,11.5,1.887,2.4,2.4,1.433,47.347
6.682,0.5,1.211,3.898,0.211,2.85,6.038,7.333,3.523,3.517,2.529,2.529,4.23,4.916,0.0,140.401,4.852,3.445,3.445,10.62,27.077,2.522,2.847,2.847,3.176,54.613,19,3.846,4.295,17.062,3.624,330.51,12.3,3.674,3.134,4.615,1.189,75.193,8.672,3.927,140.401,140.401,1.671,40.407,3.449,6.982,3.552,10.62,140.401,2,2.035,0,3.662,2.84,41.431,3.01,3.638,37.0,11046.0,2.547,0.168,0.884,3.472,15.0,1.897,2.17,2.17,1.379,41.814
5.77,0.6,1.154,4.116,0.154,2.987,6.314,7.615,3.652,3.705,2.695,2.695,4.511,5.198,45.342,200.378,5.121,3.846,3.846,15.062,54.954,2.58,3.151,3.151,4.076,71.389,26,4.136,4.526,23.253,3.818,555.47,16.962,3.9,3.567,5.014,1.485,113.836,8.956,3.943,143.596,143.596,1.745,51.329,3.729,10.024,3.96,14.365,143.596,3,2.515,0,4.706,3.161,55.06,3.141,3.892,48.0,28192.0,3.414,0.13,2.0,3.956,20.5,1.901,2.606,2.606,1.611,54.798
5.0,0.5,1.2,4.116,0.2,2.949,6.059,7.368,3.636,3.62,2.692,2.692,4.256,4.942,45.342,156.457,4.868,3.846,3.846,12.209,34.844,2.56,2.652,2.652,4.021,55.173,20,4.107,4.271,19.433,3.76,461.38,13.676,3.687,3.214,4.668,1.293,92.501,8.721,3.887,99.675,99.675,1.69,39.834,3.593,8.211,3.588,11.097,99.675,2,2.0,0,3.87,2.696,43.074,2.967,3.638,37.0,11793.0,2.607,0.166,1.11,3.771,14.5,1.803,2.3,2.3,1.135,42.896
5.236,0.5,1.2,4.116,0.2,2.949,6.059,7.368,3.636,3.62,2.692,2.692,4.256,4.942,16.786,166.791,4.868,3.846,3.846,12.209,34.223,2.56,2.652,2.652,4.016,55.173,20,4.115,4.285,19.433,3.76,460.39,13.776,3.624,3.223,4.668,1.293,92.047,8.721,3.888,110.009,110.009,1.69,40.122,3.601,8.357,3.588,11.097,110.009,2,2.0,0,3.87,2.696,43.075,2.97,3.638,37.0,11521.0,2.607,0.166,1.11,3.765,14.5,1.803,2.3,2.3,1.142,42.896
5.0,0.5,1.2,4.116,0.2,2.987,6.059,7.368,3.65,3.62,2.692,2.692,4.256,4.942,45.342,107.137,4.868,3.846,3.846,10.569,43.107,2.577,2.652,2.652,3.548,55.173,20,3.762,4.304,17.062,3.661,353.48,12.319,3.828,3.222,4.668,1.307,79.799,8.721,3.888,107.137,107.137,1.69,40.844,3.4,7.049,3.588,11.097,107.137,2,2.0,0,3.87,2.696,42.871,2.955,3.638,37.0,11793.0,2.607,0.166,1.11,3.539,14.5,1.803,2.3,2.3,1.191,42.896
5.0,0.5,1.2,3.982,0.2,2.892,6.006,7.304,3.622,3.591,2.664,2.664,4.212,4.898,45.342,107.492,4.828,3.686,3.686,10.569,31.85,2.559,2.649,2.649,3.442,53.288,20,3.761,4.266,17.062,3.635,335.49,12.033,3.688,3.186,4.612,1.157,76.469,8.645,3.887,107.492,107.492,1.679,39.534,3.4,6.93,3.541,10.569,107.492,2,2.0,0,3.603,2.521,41.174,2.954,3.611,36.0,10119.0,2.524,0.171,1.077,3.494,14.5,1.803,2.254,2.254,1.132,41.17
5.0,0.5,1.2,4.136,0.2,2.956,6.075,7.383,3.676,3.623,2.715,2.715,4.27,4.956,16.786,124.476,4.89,3.86,3.86,11.288,36.974,2.609,2.653,2.653,3.634,56.347,20,3.762,4.34,18.64,3.67,364.53,12.967,3.72,3.241,4.721,1.375,82.822,8.735,3.888,124.476,124.476,1.702,42.2,3.402,7.415,3.59,11.288,124.476,2,2.0,0,3.874,2.727,44.005,3.016,3.664,38.0,12064.0,2.632,0.161,1.194,3.57,15.0,1.803,2.31,2.31,1.243,43.985
5.0,0.5,1.2,4.116,0.2,2.997,6.059,7.368,3.642,3.62,2.692,2.692,4.256,4.942,16.786,111.85,4.868,3.846,3.846,11.467,36.174,2.563,2.652,2.652,3.63,55.173,20,3.807,4.301,18.433,3.754,368.94,12.848,3.701,3.227,4.668,1.311,81.654,8.721,3.888,150.999,150.999,1.69,40.692,3.402,7.602,3.588,11.097,111.85,2,2.0,0,3.87,2.696,42.956,2.958,3.638,37.0,11521.0,2.607,0.166,1.11,3.571,14.5,1.803,2.3,2.3,1.168,42.896
5.0,0.5,1.2,4.116,0.2,2.987,6.059,7.368,3.651,3.62,2.692,2.692,4.256,4.942,16.786,117.471,4.868,3.846,3.846,10.569,42.393,2.58,2.652,2.652,3.541,55.173,20,3.762,4.317,17.062,3.67,352.49,12.419,3.723,3.231,4.668,1.307,79.345,8.721,3.888,117.471,117.471,1.69,41.132,3.402,7.195,3.588,11.097,117.471,2,2.0,0,3.87,2.696,42.873,2.955,3.638,37.0,11521.0,2.607,0.166,1.11,3.532,14.5,1.803,2.3,2.3,1.202,42.896
6.658,1.0,1.0,4.173,0.0,3.366,5.785,7.067,3.782,3.336,2.815,2.815,3.951,4.635,0.0,136.856,4.615,3.786,3.786,9.64,22.936,2.724,2.474,2.474,3.271,42.842,18,3.812,4.041,15.01,3.59,298.49,10.633,3.474,3.036,4.366,1.146,66.58,8.384,3.881,136.856,136.856,1.635,32.204,3.333,6.66,3.247,8.998,104.636,3,1.06,0,3.436,2.218,33.918,2.91,3.401,29.0,5885.0,2.0,0.172,0.354,3.402,13.0,1.844,2.06,2.06,0.965,34.056
5.107,0.286,2.222,4.076,1.889,3.2,6.14,7.52,4.004,3.606,3.042,3.042,4.103,4.787,0.0,64.392,4.924,3.669,3.669,11.359,31.437,2.915,2.636,2.636,3.399,52.372,6,3.86,4.564,15.085,3.389,309.44,11.067,3.464,3.594,4.496,1.351,69.615,8.932,3.925,64.392,64.392,1.654,46.713,3.138,8.993,4.863,11.359,64.392,2,1.71,0,4.955,2.661,48.067,2.946,3.497,32.0,7515.0,3.01,0.14,0.906,3.51,6.5,1.812,2.601,2.601,1.508,48.126
5.0,0.286,1.944,4.044,1.333,3.2,6.076,7.454,4.003,3.603,3.042,3.042,4.034,4.718,28.557,47.408,4.864,3.445,3.445,10.556,27.91,2.914,2.605,2.605,3.261,49.366,11,3.812,4.506,13.508,3.376,280.4,10.133,3.294,3.569,4.362,1.0,63.362,8.866,3.882,47.408,47.408,1.63,44.076,3.108,8.463,4.338,10.556,47.408,2,1.71,0,4.863,2.571,45.295,2.943,3.434,30.0,5747.0,2.992,0.15,0.525,3.43,6.0,1.812,2.579,2.579,1.382,45.374
5.0,0.286,2.222,4.194,1.889,3.204,6.14,7.522,4.005,3.605,3.043,3.043,4.103,4.787,0.0,64.392,4.924,3.8,3.8,11.264,31.796,2.916,2.605,2.605,3.553,52.407,6,3.863,4.564,15.085,3.379,309.44,11.067,3.467,3.595,4.498,1.512,69.716,8.938,3.926,64.392,64.392,1.657,46.73,3.108,8.953,4.405,11.264,64.392,2,1.749,0,4.864,2.669,48.107,2.97,3.497,32.0,7300.0,3.009,0.14,0.915,3.51,6.5,1.812,2.603,2.603,1.439,48.169
5.0,1.0,1.0,4.147,0.0,3.149,5.841,7.147,3.621,3.531,2.713,2.713,3.927,4.61,34.317,145.667,4.603,3.766,3.766,7.306,35.362,2.462,2.667,2.667,3.087,38.525,11,3.898,3.808,11.734,3.302,260.28,8.705,3.358,2.906,4.143,0.612,59.472,8.482,3.818,145.667,145.667,1.582,25.304,3.131,4.293,2.619,7.483,114.389,2,0.904,0,2.816,2.2,27.111,2.464,3.384,28.5,6222.0,1.111,0.208,0.026,3.239,15.0,1.481,1.968,1.968,0.402,29.62
8.523,0.667,1.125,3.795,0.125,2.763,5.635,6.934,3.499,3.059,2.551,2.551,3.839,4.522,42.683,73.183,4.451,3.163,3.163,7.335,18.398,2.413,2.177,2.177,2.519,36.492,16,3.638,3.902,11.665,3.373,228.32,8.133,3.311,2.771,4.063,0.163,51.712,8.274,3.76,73.183,73.183,1.575,27.163,2.984,4.42,2.536,7.335,73.183,2,0.587,0,3.247,2.0,28.23,2.6,3.239,24.5,3389.0,1.532,0.236,0.0,3.116,11.0,1.645,1.803,1.803,0.744,28.169
5.0,1.0,1.0,4.204,0.0,3.048,6.048,7.349,3.794,3.649,2.829,2.829,4.223,4.909,29.85,142.584,4.838,3.844,3.844,11.096,40.957,2.73,3.002,3.002,3.616,53.204,17,3.897,4.236,18.311,3.802,357.81,11.948,3.737,3.196,4.615,1.112,79.713,8.684,3.911,181.733,181.733,1.678,37.752,3.34,5.663,3.414,10.688,142.584,3,1.593,0,3.818,2.5,39.721,2.875,3.624,36.5,13138.0,2.386,0.149,1.113,3.525,19.0,1.86,2.283,2.283,1.0,39.921
5.523,0.6,1.261,4.281,0.348,3.781,6.374,7.69,4.14,3.942,3.184,3.184,4.363,5.05,54.995,104.101,5.179,3.439,3.439,14.659,100.55,2.957,3.14,3.14,4.141,68.798,21,3.909,4.697,22.242,3.831,508.62,16.41,4.531,3.612,5.143,2.273,108.501,9.026,3.95,104.101,104.101,1.77,57.882,3.492,10.658,4.941,17.262,104.101,3,2.879,0,5.115,3.11,61.159,3.248,3.85,46.0,35663.0,3.587,0.099,2.185,3.879,10.5,1.874,2.673,2.673,1.936,61.398
5.0,0.667,1.133,4.229,0.133,3.452,6.088,7.399,3.939,3.622,2.958,2.958,4.208,4.894,62.456,79.15,4.879,3.576,3.576,12.356,56.288,2.894,2.882,2.882,3.776,53.865,15,4.064,4.286,19.681,3.797,419.32,12.9,4.122,3.167,4.663,1.54,86.442,8.742,3.866,125.104,125.104,1.687,39.693,3.544,6.906,3.72,11.54,125.104,2,2.069,1,4.2,2.812,41.919,2.954,3.638,37.0,14901.0,2.378,0.161,0.934,3.655,14.0,1.757,2.256,2.256,1.375,42.346
6.298,0.5,1.2,3.881,0.2,3.241,5.65,6.965,3.427,3.247,2.549,2.549,3.75,4.431,18.011,52.841,4.437,3.204,3.204,7.559,34.757,2.206,2.422,2.422,3.072,34.375,10,3.674,3.8,12.707,3.459,294.15,8.7,3.647,2.963,4.136,0.51,60.27,8.314,3.635,131.138,131.138,1.588,24.989,3.379,4.658,2.6,8.037,52.841,1,0.289,1,2.877,1.507,28.436,2.585,3.178,23.0,5721.0,1.339,0.221,-0.167,3.297,8.0,1.472,2.026,2.026,0.153,28.66
6.618,0.5,1.2,3.692,0.2,2.742,5.49,6.745,3.228,2.88,2.305,2.305,3.624,4.304,29.011,77.222,4.363,2.992,2.992,7.226,22.333,2.12,2.032,2.032,2.782,32.409,10,3.546,3.789,12.795,3.41,247.38,8.533,3.473,2.683,4.132,0.208,55.124,8.04,3.683,77.222,77.222,1.58,25.362,3.212,4.405,2.627,7.226,77.222,1,0.663,1,2.747,1.595,26.769,2.665,3.178,23.0,4331.0,1.234,0.206,-0.224,3.155,8.0,1.578,1.789,1.789,0.487,26.936
6.754,0.5,1.2,3.692,0.2,2.737,5.49,6.745,3.229,2.88,2.305,2.305,3.624,4.304,29.011,77.222,4.363,2.992,2.992,7.226,22.114,2.124,2.032,2.032,2.759,32.409,10,3.555,3.789,12.795,3.392,247.38,8.533,3.483,2.701,4.132,0.179,55.124,8.04,3.693,77.222,77.222,1.58,25.346,3.202,4.343,2.627,7.226,77.222,1,0.663,1,2.747,1.595,26.777,2.703,3.178,23.0,4379.0,1.234,0.206,-0.224,3.155,8.0,1.59,1.789,1.789,0.502,26.936
7.432,0.5,1.2,4.228,0.2,3.315,5.934,7.217,3.85,3.349,2.923,2.923,4.078,4.762,18.011,109.662,4.762,3.815,3.815,10.084,27.084,2.704,2.422,2.422,3.272,48.686,20,3.877,4.182,15.648,3.513,309.4,10.867,3.559,3.092,4.501,1.221,70.752,8.533,3.931,109.662,109.662,1.652,36.582,3.337,5.744,3.583,10.084,109.662,2,1.714,1,3.619,2.84,38.687,2.785,3.526,33.0,9245.0,2.248,0.151,0.711,3.432,15.0,1.872,2.158,2.158,1.375,39.036
8.745,0.5,1.2,3.881,0.2,3.241,5.65,6.965,3.427,3.247,2.549,2.549,3.75,4.431,18.011,52.841,4.437,3.204,3.204,7.559,34.757,2.206,2.422,2.422,3.072,34.375,10,3.674,3.8,12.707,3.459,294.15,8.7,3.647,2.963,4.136,0.51,60.27,8.314,3.635,131.138,131.138,1.588,24.989,3.379,4.658,2.6,8.037,52.841,1,0.289,1,2.877,1.507,28.436,2.585,3.178,23.0,5721.0,1.339,0.221,-0.167,3.297,8.0,1.472,2.026,2.026,0.153,28.66
6.907,0.667,1.125,3.697,0.125,2.742,5.639,6.894,3.524,3.18,2.527,2.527,3.75,4.431,18.011,71.885,4.516,2.993,2.993,8.458,24.403,2.52,2.306,2.306,3.005,37.506,16,3.746,4.02,13.786,3.464,271.45,9.7,3.474,2.97,4.296,1.0,60.23,8.182,3.886,71.885,71.885,1.611,30.981,3.238,6.085,3.247,8.458,71.885,2,1.062,1,3.282,2.074,31.89,2.91,3.296,26.0,5315.0,1.622,0.178,0.254,3.263,8.0,1.847,2.007,2.007,1.0,32.002
6.401,0.5,1.2,3.691,0.2,2.741,5.399,6.675,3.224,2.876,2.301,2.301,3.541,4.22,18.011,65.147,4.241,2.991,2.991,5.812,18.493,2.117,2.031,2.031,2.353,28.613,10,3.508,3.667,9.966,3.281,207.28,6.986,3.049,2.447,3.873,-0.116,46.184,7.99,3.613,65.147,65.147,1.531,21.808,3.005,3.482,2.0,6.165,65.147,1,0.169,1,2.557,1.141,22.934,2.546,3.045,20.0,2793.0,1.0,0.245,-0.5,2.985,8.0,1.478,1.49,1.49,-0.178,23.065
7.654,0.5,1.2,3.894,0.2,3.238,5.674,6.987,3.466,3.259,2.572,2.572,3.773,4.454,0.0,65.467,4.472,3.241,3.241,7.438,36.167,2.276,2.441,2.441,3.062,35.528,10,3.66,3.862,12.914,3.456,289.74,8.819,3.691,2.975,4.212,0.631,61.438,8.335,3.633,104.615,104.615,1.605,26.481,3.127,4.519,2.677,8.25,65.467,1,0.711,1,3.017,1.71,29.576,2.596,3.219,24.0,6146.0,1.434,0.211,0.0,3.295,8.5,1.466,2.029,2.029,0.469,29.709
7.64,0.5,1.2,3.852,0.2,3.052,5.526,6.859,3.408,3.24,2.515,2.515,3.651,4.331,0.0,55.246,4.297,3.206,3.206,6.889,19.106,2.214,2.423,2.423,1.857,29.872,10,3.621,3.698,11.5,3.146,225.7,7.248,3.311,2.878,3.882,-0.016,48.177,8.226,3.52,94.395,94.395,1.541,21.738,3.107,3.784,2.268,6.518,55.246,1,0.019,1,2.604,0.888,23.843,2.513,3.045,20.0,2650.0,1.0,0.264,-0.5,3.068,8.5,1.402,1.962,1.962,-0.364,24.023
8.0,0.5,1.2,3.76,0.2,2.962,5.542,6.847,3.41,3.052,2.484,2.484,3.651,4.331,18.011,67.989,4.337,3.043,3.043,7.202,20.074,2.297,2.067,2.067,2.364,31.25,10,3.488,3.784,11.707,3.354,219.32,7.533,3.467,2.946,3.973,-0.08,47.374,8.184,3.617,67.989,67.989,1.558,24.013,3.052,4.202,2.395,7.202,67.989,1,0.267,1,2.672,0.902,25.388,2.57,3.091,21.0,2742.0,1.089,0.24,-0.5,3.043,8.5,1.534,2.0,2.0,-0.326,25.758
8.023,0.25,1.438,4.224,0.5,3.508,6.054,7.386,3.971,3.549,2.991,2.991,4.163,4.848,29.85,100.829,4.84,3.548,3.548,10.477,35.859,2.93,2.825,2.825,3.456,51.213,15,3.784,4.345,16.845,3.536,323.48,11.533,3.713,3.255,4.558,1.28,72.073,8.756,3.858,100.829,100.829,1.675,40.148,3.342,6.941,3.844,10.477,100.829,1,1.618,0,3.861,2.661,41.196,3.089,3.555,34.0,7810.0,2.594,0.172,0.786,3.459,11.0,1.735,2.278,2.278,1.232,41.874
5.0,0.5,1.222,3.752,0.222,2.612,5.496,6.833,3.341,3.063,2.372,2.372,3.72,4.401,42.683,52.554,4.256,3.215,3.215,6.008,17.377,2.296,2.29,2.29,1.663,30.139,9,3.461,3.709,10.129,3.244,190.27,6.633,2.783,2.634,3.776,-0.457,41.656,8.213,3.572,52.554,52.554,1.515,21.551,2.835,3.497,2.211,6.008,52.554,1,-0.027,0,2.281,0.682,22.248,2.311,3.045,20.0,2020.0,0.696,0.306,-0.5,2.895,8.5,1.644,1.667,1.667,-0.56,22.439
5.0,0.75,1.095,4.131,0.095,3.119,5.964,7.255,3.82,3.512,2.88,2.88,4.155,4.84,30.272,99.212,4.779,3.675,3.675,10.491,24.134,2.705,2.805,2.805,3.36,50.697,21,3.998,4.174,16.148,3.68,326.86,11.314,3.597,3.142,4.496,1.146,73.028,8.583,3.943,138.361,138.361,1.65,36.447,3.351,6.39,3.414,10.082,99.212,3,2.0,0,3.583,2.573,39.026,2.91,3.555,34.0,9914.0,2.0,0.172,0.669,3.473,14.5,1.848,2.253,2.253,1.104,39.11
5.335,0.5,1.222,3.816,0.222,2.799,5.648,6.968,3.426,3.206,2.469,2.469,3.834,4.516,0.0,88.007,4.437,3.273,3.273,7.55,21.831,2.363,2.368,2.368,2.928,35.805,9,3.537,3.891,13.121,3.427,246.39,8.633,3.467,2.955,4.135,0.432,54.213,8.331,3.663,88.007,88.007,1.593,26.654,3.108,4.9,2.673,7.55,88.007,1,0.624,0,2.792,1.478,27.88,2.76,3.219,24.0,3626.0,1.291,0.242,-0.163,3.151,8.5,1.69,2.0,2.0,0.35,27.827
4.201,0.75,1.045,4.179,0.0,3.6,6.15,7.457,3.829,3.66,2.813,2.813,4.22,4.905,60.128,128.32,4.97,3.756,3.756,11.966,63.333,2.857,3.013,3.013,3.588,58.359,23,3.882,4.458,19.399,3.728,395.52,13.652,3.842,3.353,4.828,1.414,88.095,8.803,3.932,128.32,128.32,1.714,46.543,3.533,7.834,3.802,12.588,128.32,3,2.349,0,4.172,2.835,47.846,2.961,3.714,40.0,18853.0,3.207,0.121,1.409,3.632,15.5,1.879,2.415,2.415,1.479,48.223
5.495,0.333,1.308,3.639,0.308,2.455,5.459,6.777,3.26,2.872,2.278,2.278,3.695,4.376,0.0,55.31,4.256,3.046,3.046,5.652,10.005,2.235,2.034,2.034,0.532,30.45,13,3.52,3.715,8.673,3.11,172.25,6.3,2.164,2.447,3.68,-0.53,39.605,8.145,3.637,55.31,55.31,1.489,22.124,2.878,3.554,2.0,5.652,55.31,1,0.113,0,2.278,0.705,22.682,2.205,3.045,20.0,1553.0,0.321,0.305,-0.554,2.874,8.0,1.712,1.479,1.479,-0.671,22.712
