pXC50,Mi,C.,nHet,nAT,nN,nCsp3,Mp,nBM,Mv,nC,nBO,Sp,Sv,Se,Si,nSK,nCsp2,nBT,nAB,MW,RBN,nH
5.8,1.122,44.2,5,52,4,5,0.675,22,0.636,23,31,35.091,33.068,51.571,58.355,28,18,55,22,372.51,7,24
5.8,1.118,44.7,7,47,5,2,0.712,23,0.674,21,31,33.461,31.697,47.098,52.527,28,19,50,22,389.52,3,19
6.0,1.112,47.4,6,38,3,2,0.733,18,0.702,18,26,27.847,26.68,38.491,42.247,24,15,40,16,384.25,3,14
5.8,1.109,45.9,6,37,2,1,0.719,15,0.69,17,25,26.591,25.535,37.564,41.036,23,16,39,12,326.4,3,14
8.3,1.137,46.7,10,45,6,3,0.703,23,0.71,21,36,31.625,31.959,46.709,51.164,31,18,50,22,420.41,2,14
5.8,1.122,42.6,10,54,5,2,0.696,23,0.673,23,36,37.585,36.368,54.963,60.571,33,21,57,18,463.56,7,21
5.8,1.11,51.6,5,31,3,0,0.763,21,0.734,16,24,23.648,22.742,31.429,34.415,21,16,34,21,295.36,2,10
5.7,1.109,50.0,3,30,2,1,0.709,17,0.68,15,20,21.273,20.392,29.949,33.282,18,14,32,16,236.29,2,12
6.7,1.152,34.8,20,92,18,4,0.646,28,0.626,32,54,59.387,57.61,93.207,105.955,52,28,94,18,708.9,12,40
5.6,1.11,51.3,5,39,4,1,0.725,23,0.703,20,28,28.284,27.434,39.153,43.279,25,18,42,22,326.38,2,14
5.8,1.137,48.8,9,43,3,1,0.726,23,0.725,21,33,31.199,31.187,44.945,48.89,30,20,46,22,431.44,3,13
5.8,1.118,48.3,8,58,3,2,0.696,26,0.682,28,40,40.387,39.575,58.963,64.824,36,26,62,24,483.53,5,22
4.2,1.12,44.8,2,29,2,4,0.675,11,0.628,13,17,19.58,18.204,28.505,32.488,15,9,31,11,198.29,1,14
5.6,1.149,43.9,8,41,4,3,0.674,18,0.674,18,28,27.62,27.638,42.458,47.128,26,15,43,17,360.37,3,15
5.6,1.133,43.2,9,44,8,3,0.694,26,0.682,19,32,30.546,29.993,44.676,49.857,28,16,48,26,372.43,5,16
5.8,1.131,40.9,8,44,5,6,0.685,14,0.66,18,28,30.125,29.052,44.673,49.761,26,11,46,12,371.86,4,18
5.6,1.12,46.4,12,69,7,4,0.725,34,0.699,32,50,50.006,48.245,70.116,77.263,44,28,75,33,626.16,7,25
5.8,1.156,40.9,12,44,6,2,0.686,19,0.698,18,32,30.182,30.696,46.429,50.863,30,16,46,18,438.83,5,14
5.9,1.119,43.8,7,64,5,6,0.692,24,0.646,28,38,44.267,41.33,63.516,71.603,35,20,67,22,483.69,6,29
5.8,1.147,31.3,10,32,5,5,0.705,10,0.668,10,22,22.551,21.39,33.422,36.711,20,5,34,10,393.17,2,12
5.8,1.123,42.6,10,68,7,5,0.691,29,0.655,29,43,46.972,44.561,68.163,76.394,39,24,72,27,539.72,6,29
4.3,1.108,45.0,3,20,2,2,0.747,10,0.691,9,14,14.943,13.81,19.931,22.162,12,7,22,10,176.26,0,8
5.8,1.144,41.5,9,53,6,6,0.664,22,0.648,22,34,35.216,34.351,53.916,60.615,31,16,56,22,424.5,6,22
5.6,1.126,42.0,10,81,5,10,0.66,23,0.631,34,48,53.483,51.11,81.283,91.182,44,24,85,18,595.76,8,37
4.6,1.117,43.8,4,16,2,0,0.771,10,0.74,7,12,12.341,11.836,16.527,17.878,11,7,17,10,213.04,0,5
4.5,1.141,38.7,6,31,5,3,0.662,15,0.643,12,20,20.529,19.929,31.371,35.362,18,9,33,15,243.3,2,13
6.5,1.113,48.3,7,60,4,3,0.7,29,0.675,29,41,42.0,40.498,60.225,66.773,36,26,65,27,476.57,7,24
5.8,1.084,47.8,7,23,2,0,0.874,10,0.823,11,20,20.091,18.925,24.007,24.927,18,11,25,6,341.22,0,5
5.7,1.126,47.6,11,82,5,7,0.691,35,0.674,39,57,56.625,55.303,83.283,92.367,50,32,89,34,675.76,8,32
5.6,1.171,45.7,10,35,4,1,0.685,18,0.724,16,28,23.972,25.351,37.716,40.977,26,15,37,17,368.29,2,9
5.8,1.132,41.0,9,61,7,9,0.665,19,0.637,25,38,40.563,38.847,61.203,69.059,34,15,65,17,457.59,6,27
8.5,1.134,41.5,6,41,6,7,0.673,16,0.641,17,26,27.603,26.289,40.912,46.481,23,9,44,15,306.41,4,18
5.0,1.141,37.5,5,16,4,0,0.759,10,0.727,6,12,12.137,11.638,16.52,18.25,11,6,17,10,213.05,0,5
4.0,1.101,51.9,3,27,1,1,0.745,13,0.711,14,19,20.125,19.198,27.171,29.728,17,13,29,12,243.7,1,10
5.8,1.166,47.1,10,34,2,2,0.715,17,0.747,16,28,24.307,25.405,36.985,39.655,26,14,36,16,390.33,2,8
5.8,1.138,44.8,5,29,4,1,0.69,16,0.675,13,20,20.006,19.576,29.454,32.994,18,12,31,16,242.28,1,11
7.2,1.12,47.4,5,38,5,1,0.706,22,0.677,18,26,26.836,25.741,37.927,42.568,23,17,41,22,301.38,4,15
5.8,1.13,43.8,7,32,5,1,0.694,14,0.691,14,22,22.222,22.117,32.814,36.156,21,11,33,11,281.3,3,11
5.8,1.119,42.9,6,63,4,12,0.683,17,0.632,27,38,43.023,39.836,62.298,70.52,33,13,68,16,458.68,6,30
4.1,1.116,46.7,4,30,2,1,0.691,16,0.67,14,20,20.727,20.106,30.276,33.491,18,13,32,16,240.28,2,12
5.9,1.125,40.4,8,47,5,7,0.704,16,0.661,19,31,33.08,31.051,47.305,52.887,27,12,51,16,401.96,5,20
5.6,1.132,41.7,8,48,6,6,0.672,18,0.651,20,32,32.273,31.246,48.451,54.315,28,14,52,17,376.46,3,20
5.5,1.124,44.6,9,56,6,3,0.687,28,0.669,25,38,38.489,37.487,56.662,62.94,34,22,60,27,454.53,7,22
6.3,1.123,44.8,5,29,3,1,0.689,13,0.676,13,20,19.972,19.601,29.494,32.575,18,12,31,11,241.27,2,11
5.6,1.105,48.8,6,41,3,0,0.735,23,0.703,20,29,30.142,28.842,41.338,45.325,26,20,44,22,361.45,3,15
6.7,1.116,46.9,3,32,2,2,0.689,13,0.654,15,20,22.034,20.918,31.833,35.697,18,13,34,11,238.31,1,14
5.7,1.139,40.6,7,32,6,1,0.68,17,0.669,13,22,21.773,21.424,32.589,36.445,20,12,34,16,268.31,2,12
5.9,1.121,44.9,5,49,4,4,0.68,22,0.644,22,30,33.33,31.542,48.687,54.939,27,18,52,22,358.48,6,22
5.8,1.138,37.2,5,43,4,8,0.636,11,0.594,16,23,27.33,25.542,42.687,48.939,21,8,45,10,286.42,3,22
5.8,1.098,48.5,8,33,2,0,0.817,18,0.781,16,26,26.949,25.776,34.324,36.243,24,16,35,16,399.69,3,9
5.8,1.112,42.3,6,26,1,1,0.712,9,0.699,11,18,18.517,18.175,27.022,28.917,17,10,27,6,251.28,2,9
5.8,1.118,48.0,4,25,3,0,0.71,13,0.694,12,18,17.756,17.359,25.284,27.95,16,12,27,12,211.24,1,9
5.8,1.125,42.4,5,33,3,4,0.694,12,0.66,14,21,22.898,21.767,33.258,37.14,19,10,35,11,275.76,3,14
5.6,1.124,44.2,6,43,4,3,0.681,19,0.656,19,27,29.262,28.203,43.247,48.318,25,16,45,18,334.41,5,18
5.8,1.124,42.9,6,35,2,4,0.669,13,0.659,15,23,23.398,23.063,35.814,39.325,21,11,37,11,286.31,3,14
6.7,1.126,47.9,8,48,6,1,0.708,28,0.696,23,35,33.995,33.387,48.752,54.03,31,22,52,27,412.46,5,17
5.8,1.122,42.9,10,49,5,3,0.724,27,0.694,21,35,35.5,33.982,50.014,54.996,31,18,53,25,455.58,4,18
4.5,1.146,42.9,6,28,5,1,0.688,16,0.681,12,20,19.25,19.071,28.673,32.077,18,11,30,16,243.27,3,10
5.8,1.158,44.1,9,34,5,1,0.687,18,0.708,15,26,23.341,24.079,35.909,39.381,24,14,36,17,333.3,2,10
5.7,1.128,36.5,10,52,1,6,0.647,15,0.629,19,30,33.665,32.722,53.516,58.661,29,13,53,12,425.5,11,23
6.4,1.133,40.0,7,45,5,6,0.676,16,0.641,18,28,30.432,28.864,45.229,50.967,25,12,48,16,357.88,4,20
5.6,1.123,45.0,6,40,4,2,0.688,19,0.667,18,26,27.5,26.676,40.363,44.903,24,16,42,18,320.38,5,16
5.6,1.123,42.4,10,66,6,5,0.688,28,0.655,28,42,45.421,43.255,66.389,74.105,38,23,70,27,528.69,7,28
5.8,1.117,46.2,5,52,3,4,0.683,20,0.649,24,32,35.54,33.762,51.796,58.066,29,20,55,18,385.5,3,23
5.8,1.133,37.2,10,43,5,3,0.676,16,0.658,16,27,29.063,28.314,44.196,48.74,26,12,44,12,375.45,6,17
5.8,1.131,44.9,8,49,5,4,0.707,25,0.679,22,34,34.642,33.275,49.68,55.413,30,18,53,25,423.53,4,19
5.8,1.141,46.8,9,47,5,1,0.694,24,0.695,22,34,32.625,32.659,48.56,53.626,31,21,50,23,423.43,3,16
5.8,1.136,42.5,6,40,4,5,0.669,13,0.647,17,25,26.745,25.871,40.432,45.449,23,11,42,11,312.38,2,17
6.0,1.117,48.1,5,27,3,1,0.711,16,0.706,13,21,19.21,19.074,27.611,30.159,18,12,30,16,239.25,1,9
5.6,1.13,40.8,8,71,6,8,0.656,24,0.619,29,40,46.603,43.933,70.636,80.221,37,21,74,22,498.69,8,34
6.8,1.125,41.1,9,73,6,7,0.675,25,0.632,30,42,49.25,46.12,72.712,82.141,39,23,76,22,542.77,10,34
5.8,1.13,44.7,5,38,3,3,0.677,17,0.654,17,24,25.739,24.85,38.331,42.95,22,14,40,17,297.36,5,16
5.8,1.119,45.5,5,44,3,3,0.682,19,0.652,20,27,30.017,28.708,44.029,49.235,25,17,46,18,333.42,5,19
7.1,1.126,40.0,7,35,4,1,0.697,18,0.667,14,23,24.387,23.336,35.556,39.408,21,13,37,16,302.39,3,14
5.8,1.122,46.7,5,45,2,3,0.682,19,0.658,21,28,30.711,29.597,45.323,50.492,26,18,47,18,350.42,5,19
5.8,1.123,44.8,8,58,6,4,0.686,28,0.66,26,38,39.796,38.299,58.218,65.145,34,22,62,27,452.56,7,24
5.8,1.137,37.3,9,75,6,16,0.634,14,0.596,28,41,47.58,44.702,74.73,85.261,37,12,79,12,506.72,7,38
7.9,1.135,40.5,7,37,6,2,0.695,17,0.665,15,24,25.699,24.59,37.353,42.01,22,13,39,17,314.81,5,15
5.8,1.119,42.2,5,45,3,7,0.688,16,0.638,19,27,30.972,28.707,44.662,50.361,24,12,48,15,339.5,4,21
5.6,1.118,45.7,6,35,4,2,0.732,20,0.699,16,25,25.637,24.46,35.382,39.12,22,14,38,20,357.23,2,13
5.6,1.116,45.8,11,72,7,5,0.72,34,0.686,33,50,51.83,49.389,72.487,80.338,44,28,78,33,622.2,8,28
6.4,1.125,42.4,5,33,2,4,0.665,12,0.647,14,21,21.943,21.348,33.487,37.116,19,10,35,10,258.3,3,14
5.8,1.122,43.4,10,53,4,5,0.706,20,0.686,23,36,37.409,36.341,54.316,59.456,33,18,56,16,487.37,7,20
7.4,1.125,44.2,9,52,5,2,0.704,24,0.679,23,35,36.614,35.321,52.822,58.492,32,21,55,22,449.55,4,20
5.6,1.118,45.0,8,60,3,5,0.678,25,0.657,27,38,40.665,39.433,60.662,67.109,35,22,63,22,471.55,8,25
5.7,1.139,40.7,9,54,6,6,0.662,22,0.642,22,34,35.733,34.682,54.731,61.485,31,16,57,22,422.51,7,23
5.8,1.123,45.5,7,44,5,1,0.693,23,0.675,20,30,30.506,29.697,44.465,49.402,27,19,47,22,359.42,3,17
8.4,1.127,41.7,9,60,5,7,0.677,19,0.648,25,38,40.625,38.874,60.534,67.631,34,18,64,16,480.01,6,26
5.8,1.133,38.6,6,44,3,7,0.642,10,0.612,17,24,28.233,26.95,44.24,49.86,23,10,45,6,315.41,4,21
5.8,1.122,45.6,7,57,6,4,0.69,28,0.659,26,37,39.341,37.584,56.891,63.936,33,22,61,27,436.56,7,24
5.8,1.127,41.4,6,58,4,6,0.656,19,0.618,24,32,38.069,35.837,57.665,65.394,30,18,60,18,404.56,9,28
5.8,1.14,37.5,8,56,7,8,0.645,17,0.61,21,32,36.108,34.133,55.876,63.85,29,13,59,16,393.55,7,27
5.8,1.124,41.0,7,39,4,2,0.696,19,0.663,16,25,27.148,25.863,39.44,43.823,23,14,41,17,328.43,3,16
5.8,1.12,46.3,6,41,4,1,0.695,19,0.675,19,28,28.5,27.676,41.363,45.903,25,18,44,18,332.39,3,16
5.6,1.113,47.6,4,42,2,2,0.691,19,0.659,20,26,29.012,27.687,41.927,46.737,24,18,44,18,318.4,5,18
5.6,1.13,41.5,6,41,5,6,0.688,16,0.649,17,26,28.216,26.622,41.018,46.342,23,11,44,16,327.85,3,18
5.6,1.126,42.5,6,40,4,4,0.692,17,0.658,17,25,27.665,26.316,40.243,45.053,23,13,42,16,328.83,5,17
5.8,1.143,48.3,6,29,0,4,0.681,9,0.705,14,22,19.744,20.455,30.822,33.139,20,10,31,6,282.23,0,9
7.9,1.141,38.3,8,47,7,6,0.656,17,0.629,18,29,30.824,29.552,47.225,53.604,26,12,50,16,351.46,6,21
5.8,1.12,42.9,6,28,4,1,0.729,13,0.699,12,19,20.409,19.568,28.462,31.368,18,10,29,11,258.33,2,10
5.8,1.133,35.7,10,42,4,3,0.683,15,0.658,15,26,28.676,27.647,43.302,47.601,25,12,43,12,384.88,6,17
5.6,1.14,36.8,8,57,6,10,0.637,17,0.603,21,32,36.319,34.353,56.985,64.976,29,11,60,16,396.55,7,28
5.8,1.123,47.8,12,67,7,3,0.721,35,0.706,32,50,48.324,47.274,68.421,75.243,44,29,73,33,607.69,7,23
7.6,1.16,38.3,10,47,6,5,0.647,17,0.643,18,30,30.392,30.208,48.545,54.54,28,13,49,16,392.43,7,19
6.6,1.122,45.5,7,44,4,2,0.713,22,0.683,20,30,31.392,30.058,44.509,49.369,27,18,47,20,380.48,3,17
5.8,1.094,51.5,6,33,2,1,0.807,18,0.765,17,25,26.636,25.234,33.673,36.09,23,15,35,16,361.26,2,10
5.9,1.103,48.1,4,27,2,1,0.747,16,0.706,13,19,20.159,19.052,27.142,29.787,17,12,29,16,242.32,1,10
5.8,1.114,47.7,6,44,3,1,0.698,23,0.679,21,30,30.71,29.896,44.473,49.03,27,20,47,22,359.41,4,17
5.8,1.119,46.9,5,49,5,6,0.696,19,0.66,23,31,34.12,32.321,48.578,54.813,28,14,52,17,367.49,4,21
6.7,1.121,43.9,5,41,2,4,0.67,14,0.644,18,25,27.466,26.402,41.254,45.946,23,14,43,11,310.38,4,18
4.1,1.127,37.5,5,16,3,0,0.743,7,0.718,6,12,11.881,11.493,16.593,18.04,11,6,17,5,167.21,0,5
7.3,1.148,45.0,9,40,4,1,0.683,16,0.696,18,29,27.313,27.826,41.902,45.922,27,17,42,12,374.35,3,13
5.8,1.126,42.3,6,71,5,12,0.661,22,0.616,30,41,46.904,43.724,70.09,79.929,36,18,76,22,481.7,6,35
5.6,1.13,43.8,9,64,6,4,0.676,28,0.652,28,41,43.256,41.736,64.498,72.316,37,24,68,27,498.61,8,27
5.6,1.143,47.5,8,40,4,2,0.696,19,0.703,19,29,27.858,28.111,41.574,45.713,27,15,42,17,370.36,2,13
7.0,1.15,37.0,10,46,7,5,0.666,17,0.647,17,29,30.62,29.763,47.062,52.888,27,12,48,17,391.88,7,19
5.6,1.126,38.9,5,36,3,4,0.679,12,0.629,14,20,24.449,22.654,35.894,40.531,19,10,37,11,275.41,6,17
5.6,1.151,39.1,10,46,5,5,0.675,17,0.66,18,30,31.034,30.373,47.52,52.962,28,13,48,16,409.48,7,18
5.6,1.131,44.0,6,25,5,0,0.736,16,0.72,11,19,18.409,17.988,25.6,28.266,17,11,27,16,245.69,1,8
5.8,1.113,45.9,6,37,4,4,0.728,17,0.692,17,27,26.932,25.622,37.229,41.199,23,13,41,16,322.42,1,14
5.6,1.161,45.7,9,35,4,1,0.687,18,0.713,16,27,24.034,24.968,37.203,40.637,25,15,37,17,350.3,2,10
5.0,1.129,38.0,7,50,0,9,0.626,9,0.607,19,27,31.318,30.325,50.894,56.448,26,10,51,6,364.43,1,24
6.187,1.123,45.5,6,33,4,1,0.696,14,0.686,15,24,22.977,22.622,33.596,37.073,21,14,36,11,280.31,2,12
4.398,1.136,37.5,9,56,8,9,0.67,17,0.627,21,34,37.546,35.099,55.843,63.643,30,12,60,17,422.62,7,26
5.6,1.126,42.0,9,69,5,8,0.663,24,0.635,29,42,45.745,43.815,69.305,77.727,38,21,73,23,513.65,10,31
5.328,1.148,40.7,13,59,5,6,0.656,23,0.663,24,40,38.727,39.099,61.52,67.71,37,18,62,22,517.51,7,22
5.444,1.124,41.7,7,36,3,5,0.703,12,0.678,15,25,25.301,24.395,36.818,40.456,22,10,39,10,364.22,2,14
6.0,1.124,45.3,10,64,4,4,0.681,26,0.669,29,43,43.608,42.838,65.276,71.947,39,25,68,23,528.58,7,25
5.0,1.135,38.6,6,57,5,10,0.642,13,0.599,22,31,36.62,34.143,56.44,64.683,28,12,60,12,379.56,0,29
5.796,1.121,45.5,5,55,5,5,0.684,23,0.643,25,34,37.642,35.375,54.345,61.644,30,20,59,22,395.55,0,25
6.824,1.115,47.9,5,48,4,3,0.699,23,0.667,23,32,33.569,32.015,47.803,53.524,28,20,52,22,368.47,0,20
6.585,1.126,43.1,6,51,5,5,0.673,19,0.638,22,31,34.336,32.563,50.789,57.438,28,17,54,18,373.5,0,23
5.0,1.126,43.1,6,51,5,5,0.673,19,0.638,22,31,34.336,32.563,50.789,57.438,28,17,54,18,373.5,0,23
6.032,1.122,44.7,6,47,4,4,0.681,19,0.654,21,30,32.023,30.73,47.131,52.734,27,17,50,18,360.45,0,20
6.086,1.125,42.9,6,49,4,5,0.669,18,0.638,21,30,32.784,31.256,49.014,55.149,27,16,52,17,362.47,0,22
6.658,1.121,44.4,6,45,3,4,0.677,18,0.654,20,29,30.472,29.423,45.356,50.445,26,16,48,17,349.42,0,19
7.201,1.124,43.3,7,67,5,9,0.669,23,0.633,29,41,44.836,42.385,66.65,75.308,36,20,72,22,481.65,4,31
6.432,1.125,42.9,7,70,5,10,0.666,23,0.627,30,42,46.597,43.912,69.534,78.723,37,20,75,22,495.68,4,33
6.538,1.129,40.9,8,66,5,10,0.656,19,0.623,27,39,43.29,41.1,65.978,74.517,35,17,70,18,473.63,4,31
7.745,1.129,40.9,8,66,5,10,0.656,19,0.623,27,39,43.29,41.1,65.978,74.517,35,17,70,18,473.63,4,31
7.854,1.129,40.6,8,69,5,11,0.653,19,0.618,28,40,45.052,42.627,68.861,77.933,36,17,73,18,487.66,4,33
6.481,1.131,39.7,8,68,5,11,0.648,18,0.612,27,39,44.052,41.627,67.861,76.933,35,16,72,17,475.65,4,33
7.046,1.127,39.7,8,68,5,11,0.665,18,0.619,27,39,45.245,42.099,67.61,76.643,35,16,72,17,491.72,4,33
5.959,1.13,40.0,8,60,4,8,0.65,18,0.621,24,35,38.978,37.266,60.32,67.813,32,16,63,17,436.56,4,28
6.959,1.129,40.6,8,64,4,10,0.652,18,0.622,26,38,41.739,39.793,64.203,72.228,34,16,68,17,462.6,4,30
6.77,1.125,40.0,8,60,4,8,0.67,18,0.629,24,35,40.171,37.739,60.069,67.524,32,16,63,17,452.63,4,28
8.137,1.124,40.6,8,64,4,10,0.671,18,0.629,26,38,42.932,40.265,63.952,71.939,34,16,68,17,478.67,4,30
7.77,1.124,40.6,8,64,4,10,0.671,18,0.629,26,38,42.932,40.265,63.952,71.939,34,16,68,17,478.67,4,30
7.337,1.129,40.6,8,64,4,10,0.652,18,0.622,26,38,41.739,39.793,64.203,72.228,34,16,68,17,462.6,4,30
7.174,1.129,40.6,8,64,4,10,0.652,18,0.622,26,38,41.739,39.793,64.203,72.228,34,16,68,17,462.6,4,30
5.523,1.129,42.6,11,54,7,2,0.696,25,0.682,23,37,37.591,36.809,55.203,60.967,34,21,57,23,477.95,9,20
5.398,1.156,37.7,9,53,5,9,0.635,13,0.618,20,31,33.671,32.767,54.094,61.287,29,11,55,12,407.49,5,24
8.229,1.128,42.6,8,47,5,3,0.675,22,0.658,20,31,31.722,30.939,47.676,53.026,28,17,50,22,377.44,6,19
6.752,1.13,39.2,10,74,7,11,0.666,24,0.624,29,44,49.256,46.142,73.814,83.64,39,18,79,22,545.78,6,35
5.671,1.129,43.3,5,30,4,1,0.684,16,0.664,13,20,20.523,19.908,30.269,33.863,18,12,32,16,240.29,2,12
5.0,1.133,44.0,5,25,5,0,0.702,16,0.686,11,18,17.551,17.161,25.276,28.322,16,11,27,16,211.25,1,9
5.542,1.136,41.4,6,29,5,1,0.682,16,0.669,12,20,19.767,19.402,29.487,32.947,18,11,31,16,241.28,2,11
5.852,1.133,44.0,5,25,5,0,0.702,16,0.686,11,18,17.551,17.161,25.276,28.322,16,11,27,16,211.25,1,9
5.665,1.125,40.6,7,32,4,1,0.707,18,0.682,13,22,22.625,21.81,32.673,35.993,20,12,34,16,288.36,2,12
7.328,1.125,40.6,7,32,4,1,0.707,18,0.682,13,22,22.625,21.81,32.673,35.993,20,12,34,16,288.36,2,12
6.714,1.161,44.8,7,29,4,1,0.686,16,0.701,13,22,19.881,20.343,30.48,33.673,20,12,31,16,278.26,1,9
6.866,1.117,47.5,5,40,4,1,0.701,22,0.674,19,27,28.046,26.961,40.036,44.694,24,18,43,22,316.39,4,16
5.97,1.115,45.2,7,42,4,1,0.718,24,0.687,19,29,30.148,28.863,42.44,46.823,26,18,45,22,364.46,4,16
6.415,1.115,45.2,7,42,4,1,0.718,24,0.687,19,29,30.148,28.863,42.44,46.823,26,18,45,22,364.46,4,16
5.792,1.118,43.5,8,46,4,2,0.704,24,0.676,20,31,32.364,31.105,46.651,51.448,28,18,49,22,394.49,5,18
6.754,1.118,43.5,8,46,4,2,0.704,24,0.676,20,31,32.364,31.105,46.651,51.448,28,18,49,22,394.49,5,18
6.68,1.118,43.5,8,46,4,2,0.704,24,0.676,20,31,32.364,31.105,46.651,51.448,28,18,49,22,394.49,5,18
6.31,1.116,41.7,10,48,4,2,0.718,26,0.688,20,33,34.466,33.007,49.054,53.577,30,18,51,22,442.56,5,18
6.928,1.116,41.7,10,48,4,2,0.718,26,0.688,20,33,34.466,33.007,49.054,53.577,30,18,51,22,442.56,5,18
6.959,1.123,41.8,9,55,5,5,0.689,24,0.658,23,36,37.892,36.18,55.52,61.777,32,18,59,22,449.58,5,23
7.215,1.123,41.8,9,55,5,5,0.689,24,0.658,23,36,37.892,36.18,55.52,61.777,32,18,59,22,449.58,5,23
7.215,1.127,40.7,9,59,6,6,0.681,24,0.644,24,37,40.205,38.013,59.178,66.481,33,18,63,22,462.63,5,26
7.194,1.127,40.7,9,59,6,6,0.681,24,0.644,24,37,40.205,38.013,59.178,66.481,33,18,63,22,462.63,5,26
6.462,1.127,40.3,9,62,6,7,0.677,24,0.638,25,38,41.966,39.54,62.061,69.896,34,18,66,22,476.66,6,28
6.971,1.122,40.0,11,60,5,6,0.696,26,0.66,24,39,41.756,39.608,60.807,67.321,35,18,64,22,511.68,6,25
7.051,1.128,40.0,10,70,6,10,0.671,24,0.633,28,43,46.944,44.308,70.156,78.936,38,18,75,22,532.73,6,32
7.301,1.123,41.7,8,60,5,7,0.683,24,0.642,25,37,40.961,38.518,59.96,67.398,33,18,64,22,461.64,5,27
7.071,1.128,40.0,9,65,6,8,0.673,24,0.632,26,39,43.728,41.067,64.945,73.311,35,18,69,22,490.69,6,30
6.322,1.146,42.9,9,56,6,6,0.669,22,0.653,24,37,37.461,36.546,56.985,64.161,33,18,60,22,452.53,4,23
7.585,1.133,43.4,7,53,6,5,0.676,22,0.646,23,34,35.824,34.253,53.076,60.066,30,18,57,22,402.52,4,23
6.498,1.128,40.3,8,62,6,7,0.682,23,0.63,25,37,42.307,39.088,61.516,69.905,33,18,66,22,460.57,5,29
5.0,1.138,36.6,10,71,9,14,0.656,17,0.609,26,41,46.597,43.228,70.479,80.802,36,12,76,17,505.77,8,35
5.8,1.162,42.9,9,28,3,2,0.702,12,0.735,12,23,19.642,20.578,30.356,32.538,21,10,30,11,317.67,0,7
5.8,1.131,42.4,9,33,5,1,0.713,15,0.717,14,24,23.534,23.659,34.465,37.309,23,12,34,12,331.74,4,10
5.824,1.145,35.7,6,28,4,3,0.642,8,0.629,10,16,17.977,17.622,28.596,32.073,16,6,28,6,220.26,3,12
5.8,1.135,40.5,7,37,5,3,0.669,14,0.653,15,23,24.745,24.171,37.582,41.986,22,11,38,12,297.35,5,15
5.824,1.125,45.2,5,31,4,1,0.694,14,0.674,14,20,21.523,20.908,31.269,34.863,19,12,32,12,252.3,2,12
5.812,1.134,39.1,8,46,4,5,0.651,14,0.634,18,27,29.932,29.159,46.785,52.152,26,12,47,12,356.42,7,20
5.8,1.13,41.5,8,41,4,3,0.669,19,0.661,17,27,27.409,27.106,42.018,46.322,25,14,43,16,340.37,6,16
5.812,1.133,35.3,11,51,3,6,0.664,15,0.64,18,30,33.864,32.636,52.505,57.767,29,12,52,12,443.95,8,22
5.812,1.133,36.5,11,52,4,6,0.659,16,0.64,19,31,34.25,33.303,53.4,58.906,30,12,53,12,434.52,8,22
5.8,1.128,44.2,8,43,6,1,0.692,23,0.679,19,30,29.75,29.192,43.683,48.485,27,18,46,22,360.41,3,16
8.6,1.127,46.2,5,39,3,4,0.686,17,0.663,18,26,26.739,25.85,39.331,43.95,23,14,42,15,309.37,1,16
5.8,1.151,44.2,11,43,6,1,0.688,23,0.706,19,33,29.563,30.342,45.222,49.504,30,18,46,22,414.38,3,13
7.166,1.145,39.6,9,48,7,5,0.662,21,0.644,19,31,31.762,30.936,48.738,54.944,28,14,51,21,381.46,6,20
5.35,1.141,38.8,11,67,7,8,0.649,23,0.627,26,40,43.478,41.999,67.81,76.438,37,18,70,22,507.63,13,30
5.444,1.14,40.9,12,44,5,1,0.712,21,0.709,18,32,31.341,31.193,46.218,50.154,30,17,46,18,453.89,5,14
5.444,1.133,40.4,11,47,5,2,0.706,21,0.688,19,32,33.165,32.337,48.589,53.23,30,17,49,18,449.93,5,17
9.523,1.135,40.5,7,42,6,7,0.668,16,0.643,17,27,28.057,27.004,42.24,47.69,24,9,45,14,322.41,2,18
6.114,1.133,40.0,5,50,5,8,0.653,16,0.608,20,28,32.643,30.375,49.345,56.644,25,12,53,16,335.5,4,25
7.602,1.127,42.9,5,49,5,7,0.671,20,0.63,21,30,32.881,30.848,48.461,55.228,26,14,53,20,345.49,3,23
8.921,1.135,41.0,7,39,6,6,0.674,16,0.653,16,26,26.296,25.477,39.356,44.275,23,9,42,14,308.38,2,16
7.252,1.126,43.5,5,46,5,6,0.677,20,0.637,20,29,31.12,29.321,45.578,51.813,25,14,50,20,331.46,3,21
7.328,1.126,43.5,5,46,5,6,0.677,20,0.637,20,29,31.12,29.321,45.578,51.813,25,14,50,20,331.46,3,21
7.602,1.126,44.2,5,43,5,5,0.683,20,0.646,19,28,29.358,27.795,42.694,48.398,24,14,47,20,317.43,3,19
7.229,1.125,45.0,5,40,5,4,0.69,20,0.657,18,27,27.597,26.268,39.811,44.983,23,14,44,20,303.4,3,17
8.357,1.126,43.5,5,46,5,6,0.677,20,0.637,20,29,31.12,29.321,45.578,51.813,25,14,50,20,331.46,3,21
5.056,1.138,39.4,5,33,5,5,0.662,14,0.629,13,21,21.836,20.741,32.927,37.568,18,8,36,14,241.33,1,15
5.086,1.138,38.9,5,36,5,6,0.655,14,0.619,14,22,23.597,22.268,35.811,40.983,19,8,39,14,255.36,1,17
6.77,1.127,42.9,5,49,5,7,0.671,20,0.63,21,30,32.881,30.848,48.461,55.228,26,14,53,20,345.49,3,23
