pXC50,Eta_betaS_A,N.,Hy,Eig11_EA.dm.,GATS8v,ATSC7m,ATSC7v,JGI8,Eig12_EA.ed.,SM07_AEA.ri.,BIC0,SpMin5_Bh.i.,CATS2D_03_LL,ATSC5p,SpMax3_Bh.m.,Eig07_EA.bo.,GATS8p,ATSC1v,ATSC6p,Eta_FL,ATSC5v,P_VSA_i_4,P_VSA_LogP_7,ATS7i,SpMax5_Bh.v.,piPC04,SM04_EA.bo.,CATS2D_08_LL,X1Per,X1MulPer,piID,SpMax2_Bh.i.,Eig06_EA.bo.,ATS5p,Chi1_EA.bo.,Eig07_AEA.bo.,ATSC5i,Eta_beta,ATSC3p,ATS6s,SpMax6_Bh.v.,ATSC6v,P_VSA_s_3,Eig04_AEA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,piPC02,SM02_EA.bo.,Eig06_AEA.bo.,GATS8m,ATS5m,SpMax4_Bh.m.,ATS6e,ATS6v,piPC03,ATS1v,nCt,SpMax6_Bh.p.,X5Av,Eta_betaP,Psi_i_s,ICR,Eig08_AEA.bo.,SpMax6_Bh.m.,Eig12_EA.dm.,piPC01,SCBO,X1Kup
6.405,0.62,1.7,-0.869,0.0,1.061,36.578,19.198,0.012,0.384,0.384,0.207,1.386,22,17.435,3.606,1.683,1.044,9.351,14.234,2.064,25.391,3.124,411.989,5.359,3.139,4.564,6.252,11,8.478,10.274,8.165,3.945,1.79,4.372,13.249,2.699,2.0,18.0,16.594,5.844,3.086,20.893,27.468,3.411,2.149,2.149,3.829,4.511,2.798,1.078,3.822,3.362,5.177,4.031,4.205,3.601,5,3.108,0.05,2.5,46.833,2.292,2.414,3.069,0.0,3.434,30.0,10.591
5.98,0.648,4.1,-0.843,0.0,1.172,22.015,11.892,0.006,2.136,2.136,0.236,1.17,16,9.517,3.773,2.046,1.186,6.097,8.381,6.518,12.243,19.91,235.422,4.828,3.103,5.403,7.034,8,7.685,9.371,10.731,4.001,2.171,3.916,12.493,2.938,1.167,34.0,11.486,5.706,2.91,10.343,34.505,3.735,2.708,2.708,4.263,4.949,3.136,1.11,3.819,3.435,4.575,3.891,4.84,3.576,1,2.941,0.03,16.5,55.667,2.774,2.868,2.895,0.0,3.714,40.0,9.55
4.57,0.625,4.5,-0.823,0.0,1.16,19.602,9.698,0.012,-0.259,-0.259,0.249,1.181,16,7.976,3.563,2.009,1.186,5.317,7.329,6.646,10.191,19.91,211.88,4.682,3.098,5.283,6.936,0,6.31,7.522,10.05,3.872,2.079,3.765,9.995,2.869,0.994,31.5,8.402,5.57,2.901,9.353,29.817,3.396,2.239,2.239,4.127,4.812,2.967,1.111,3.655,3.406,4.431,3.707,4.705,3.408,0,2.915,0.023,16.5,52.5,2.777,2.671,2.91,0.0,3.584,35.0,7.795
4.0,0.617,10.0,-0.651,0.0,0.821,21.542,6.103,0.0,-3.9,-3.9,0.317,0.897,1,7.959,3.607,0.342,0.555,3.893,6.453,2.576,8.99,33.076,239.612,4.123,2.806,4.593,6.377,0,3.897,4.6,6.962,3.684,1.002,3.535,6.404,1.475,0.955,15.25,6.303,4.766,2.612,6.397,80.042,2.727,1.645,1.645,3.562,4.241,2.095,0.344,3.505,3.145,3.907,3.003,4.084,2.991,0,2.663,0.054,6.0,28.833,1.889,1.112,2.598,0.0,3.02,19.5,5.068
4.28,0.63,6.3,-0.83,0.0,1.128,27.564,14.393,0.013,0.504,0.504,0.237,1.289,14,8.802,3.617,2.028,1.164,6.065,9.401,6.764,12.611,23.034,258.964,5.032,3.204,5.303,6.966,3,6.71,7.956,10.096,3.875,2.146,3.953,10.473,2.874,1.293,32.25,9.107,5.732,2.969,13.025,24.415,3.396,2.36,2.36,4.159,4.844,3.091,1.025,3.79,3.416,4.683,3.893,4.741,3.461,0,2.979,0.026,16.5,53.0,2.779,2.7,2.975,0.0,3.611,36.0,8.301
6.285,0.664,8.2,0.162,0.0,0.933,53.679,27.258,0.01,2.449,2.449,0.228,1.459,2,16.446,3.717,2.114,0.919,9.624,17.543,7.199,25.635,62.18,411.989,5.731,3.358,5.351,7.015,2,10.488,12.565,10.563,3.976,2.397,4.551,16.143,2.964,2.456,39.25,14.056,6.39,3.32,27.301,45.314,3.809,2.581,2.581,4.317,5.004,3.35,0.921,4.383,3.566,5.474,4.388,4.816,3.8,0,3.343,0.031,16.0,73.833,2.858,2.881,3.279,0.0,3.85,46.0,12.852
4.18,0.625,6.7,-0.383,0.0,1.141,20.371,10.257,0.012,-0.259,-0.259,0.244,1.219,16,7.827,3.58,2.009,1.131,5.521,7.784,6.6,10.954,37.921,211.88,4.722,3.143,5.283,6.936,1,6.425,7.639,10.05,3.873,2.079,3.821,9.995,2.869,1.113,31.5,8.621,5.6,2.927,10.743,24.844,3.396,2.239,2.239,4.127,4.812,2.967,1.114,3.655,3.409,4.528,3.729,4.705,3.417,0,2.943,0.024,16.5,51.5,2.777,2.671,2.929,0.0,3.584,35.0,7.919
5.77,0.648,3.2,-0.805,0.0,1.023,45.685,22.547,0.013,2.175,2.175,0.241,1.437,10,17.098,3.717,2.395,0.941,8.192,17.009,6.694,22.12,5.023,373.581,5.494,3.321,5.828,7.451,8,9.038,10.902,12.342,4.011,2.584,4.503,14.282,3.236,2.17,37.25,13.969,6.242,3.208,21.888,82.829,3.804,2.993,2.993,4.474,5.162,3.339,1.029,4.365,3.514,5.245,4.351,5.155,3.747,0,3.227,0.027,16.5,64.833,2.977,3.153,3.288,0.0,3.829,45.0,11.417
4.52,0.625,4.5,-0.823,0.0,1.133,19.123,9.42,0.012,-0.259,-0.259,0.249,1.193,16,7.793,3.563,2.009,1.112,5.317,7.153,6.645,9.91,19.91,211.88,4.657,3.115,5.283,6.936,1,6.312,7.521,10.05,3.872,2.079,3.753,9.995,2.869,0.979,31.5,8.394,5.576,2.912,9.182,29.817,3.396,2.239,2.239,4.127,4.812,2.967,1.113,3.659,3.406,4.434,3.695,4.705,3.408,0,2.928,0.023,16.5,52.5,2.777,2.671,2.917,0.0,3.584,35.0,7.795
5.0,0.685,9.5,-0.326,0.0,0.852,19.993,9.65,0.011,0.173,0.173,0.261,1.064,2,9.286,3.608,2.01,0.794,4.933,7.856,6.149,12.782,54.78,188.338,4.721,2.91,5.335,7.047,3,6.313,7.688,10.314,3.992,2.204,3.817,10.056,2.859,1.384,30.25,8.2,5.444,2.908,11.166,29.88,3.349,2.319,2.319,4.155,4.84,3.045,0.97,3.525,3.3,4.576,3.541,4.761,3.373,0,2.891,0.029,14.5,49.333,2.72,2.633,2.866,0.0,3.555,34.0,7.819
5.0,0.667,8.3,-0.383,0.0,1.036,21.251,10.718,0.012,0.806,0.806,0.225,1.315,7,10.867,3.627,1.748,1.027,6.296,8.481,5.913,16.262,39.82,247.193,4.804,3.195,5.342,7.051,4,7.032,8.489,10.388,4.006,2.317,3.958,10.496,2.695,1.394,30.5,9.544,5.337,2.91,12.968,26.479,3.53,2.368,2.368,4.171,4.856,3.045,1.01,3.506,3.312,4.666,3.628,4.774,3.461,0,2.941,0.031,14.5,44.833,2.939,2.583,2.944,0.0,3.584,35.0,8.71
5.0,0.683,8.9,-0.294,0.0,0.935,21.421,9.786,0.011,1.497,1.497,0.279,1.078,3,9.956,3.649,2.15,0.9,4.92,7.744,6.61,13.786,84.7,188.338,4.786,3.072,5.384,7.139,4,6.764,8.286,10.586,4.006,2.318,3.867,11.612,3.043,1.416,32.25,8.881,5.465,2.91,11.765,23.945,3.576,2.439,2.439,4.245,4.931,3.052,1.299,3.609,3.355,4.603,3.604,4.823,3.449,0,2.941,0.029,14.5,66.583,2.95,2.643,2.953,0.0,3.638,37.0,8.391
4.27,0.625,6.7,-0.383,0.0,1.166,20.836,10.53,0.012,-0.259,-0.259,0.244,1.209,16,8.008,3.58,2.009,1.195,5.521,7.965,6.6,11.228,37.921,211.88,4.746,3.13,5.283,6.936,0,6.423,7.64,10.05,3.873,2.079,3.833,9.995,2.869,1.126,31.5,8.63,5.593,2.912,10.919,24.844,3.396,2.239,2.239,4.127,4.812,2.967,1.11,3.651,3.409,4.525,3.741,4.705,3.417,0,2.925,0.024,16.5,51.5,2.777,2.671,2.922,0.0,3.584,35.0,7.919
5.0,0.688,8.7,-0.342,0.0,1.039,21.434,9.551,0.012,0.806,0.806,0.251,1.121,3,10.367,3.617,1.748,0.966,5.649,8.373,6.415,15.564,39.82,223.651,4.776,3.0,5.342,7.051,4,6.629,8.022,10.388,3.989,2.317,3.926,10.496,2.695,1.334,31.5,8.532,5.347,2.91,12.708,26.003,3.53,2.368,2.368,4.171,4.856,3.045,1.118,3.512,3.305,4.651,3.602,4.774,3.426,0,2.941,0.029,15.0,46.833,2.939,2.583,2.92,0.0,3.584,35.0,8.22
5.0,0.667,8.7,-0.342,0.0,1.127,25.394,10.584,0.012,0.806,0.806,0.251,1.159,5,10.878,3.699,1.748,1.25,5.821,9.299,5.86,15.737,39.82,255.87,4.759,3.068,5.342,7.051,4,6.629,8.022,10.388,3.985,2.317,3.94,10.496,2.695,1.395,31.0,9.499,5.323,2.91,13.131,54.529,3.53,2.368,2.368,4.171,4.856,3.045,1.306,3.557,3.437,4.647,3.628,4.774,3.456,0,2.941,0.033,15.0,45.167,2.939,2.583,2.961,0.0,3.584,35.0,8.369
5.0,0.661,7.7,-0.429,0.0,1.006,23.976,12.261,0.007,2.275,2.275,0.217,1.429,14,12.396,3.74,2.317,0.98,6.409,10.547,7.803,17.949,39.82,247.193,4.922,3.269,5.593,7.266,4,7.925,9.602,12.041,4.04,2.366,4.118,12.14,3.045,1.604,39.0,10.624,5.511,2.938,15.396,27.13,3.58,2.698,2.698,4.385,5.072,3.211,1.042,3.71,3.568,4.799,3.808,5.005,3.607,0,2.941,0.029,20.5,53.0,3.115,2.786,3.018,0.0,3.784,43.0,9.81
5.0,0.66,7.8,-0.396,0.0,0.985,23.127,11.834,0.01,1.492,1.492,0.22,1.41,8,11.437,3.631,1.754,0.954,6.829,9.49,5.913,17.067,39.82,270.735,4.899,3.262,5.356,7.056,4,7.46,8.977,10.492,4.009,2.317,4.032,11.057,2.704,1.472,31.0,10.327,5.432,2.91,14.499,29.014,3.533,2.37,2.37,4.186,4.871,3.045,1.025,3.578,3.347,4.766,3.708,4.782,3.507,0,2.941,0.032,14.5,46.333,3.133,2.589,2.99,0.0,3.611,36.0,9.21
5.0,0.685,9.5,-0.326,0.0,0.883,21.085,8.982,0.012,0.174,0.174,0.261,1.064,3,9.158,3.617,1.737,0.791,4.933,7.823,6.134,13.672,54.78,188.338,4.739,2.913,5.32,7.039,4,6.303,7.68,10.272,3.99,2.317,3.822,10.074,2.681,1.222,30.25,8.215,5.34,2.91,11.484,29.88,3.512,2.362,2.362,4.155,4.84,3.045,1.1,3.468,3.303,4.561,3.543,4.748,3.373,0,2.89,0.029,14.5,49.333,2.91,2.573,2.866,0.0,3.555,34.0,7.813
4.745,0.677,4.5,-0.383,0.0,0.912,21.912,11.489,0.013,0.777,0.777,0.248,1.142,7,10.275,3.543,2.33,0.851,5.381,9.024,6.157,14.027,19.91,211.88,4.808,3.027,5.587,7.249,4,6.623,8.043,11.636,4.007,2.405,3.978,10.801,3.175,1.351,31.25,9.235,5.419,2.981,12.423,34.263,3.669,2.579,2.579,4.287,4.973,3.18,1.038,3.724,3.309,4.608,3.711,4.941,3.461,0,2.976,0.025,15.0,46.667,2.772,2.956,3.016,0.0,3.611,36.0,8.297
6.225,0.654,6.2,-0.421,0.0,1.062,37.737,21.698,0.009,2.275,2.275,0.232,1.412,7,13.748,3.831,2.58,1.087,8.231,13.398,8.554,20.735,54.78,353.133,5.369,3.313,5.648,7.372,6,9.563,11.573,12.382,3.985,2.71,4.307,14.766,3.38,2.007,43.25,13.131,5.945,3.221,19.154,42.949,3.728,2.782,2.782,4.503,5.19,3.471,0.909,4.049,3.714,5.091,4.238,5.073,3.779,0,3.222,0.03,21.0,70.5,3.341,3.174,3.254,0.0,3.912,49.0,11.836
5.0,0.667,8.7,-0.383,0.0,1.033,20.6,10.396,0.012,0.806,0.806,0.228,1.284,7,10.489,3.629,1.763,1.017,5.755,8.41,6.494,15.534,39.82,223.651,4.771,3.194,5.363,7.067,4,6.747,8.16,10.492,4.002,2.317,3.925,10.391,2.722,1.36,32.0,8.964,5.327,2.91,12.614,23.945,3.54,2.375,2.375,4.186,4.871,3.045,1.02,3.497,3.314,4.629,3.612,4.799,3.444,0,2.941,0.03,16.0,46.333,2.939,2.597,2.941,0.0,3.611,36.0,8.347
5.956,0.617,3.6,-0.858,0.0,0.968,38.055,20.112,0.006,2.275,2.275,0.224,1.403,15,14.025,3.772,2.275,0.989,7.096,14.963,7.966,19.909,36.169,306.049,5.36,3.325,5.308,7.046,6,8.304,10.063,9.967,3.95,2.509,4.302,12.882,3.13,1.858,38.0,12.459,5.973,3.051,20.826,38.327,3.727,2.598,2.598,4.311,4.997,3.239,1.228,3.974,3.673,5.091,4.164,4.806,3.656,0,3.043,0.032,19.5,67.167,3.061,2.974,3.112,0.0,3.784,43.0,10.266
5.086,0.672,3.8,-0.371,0.0,1.038,32.893,15.615,0.012,1.723,1.723,0.248,1.386,8,12.584,3.577,2.396,1.016,6.375,11.707,7.158,16.351,19.91,258.964,5.187,3.251,5.748,7.382,6,7.852,9.531,12.148,4.01,2.495,4.224,12.925,3.177,1.674,36.0,10.816,5.969,3.058,15.464,49.233,3.723,2.921,2.921,4.416,5.103,3.336,1.023,4.137,3.415,4.956,4.084,5.082,3.612,0,3.06,0.023,16.5,62.0,2.928,3.139,3.088,0.0,3.761,42.0,9.826
5.378,0.667,4.1,-0.382,0.0,0.991,28.032,14.526,0.013,1.562,1.562,0.247,1.383,9,11.341,3.564,2.311,0.959,5.921,10.752,6.674,14.466,19.91,235.422,5.052,3.245,5.704,7.327,7,7.475,9.095,11.954,4.007,2.398,4.137,12.092,3.141,1.534,34.0,10.356,5.855,3.04,14.343,43.989,3.679,2.584,2.584,4.366,5.053,3.177,1.037,4.016,3.401,4.847,3.975,5.035,3.558,0,3.049,0.024,16.0,56.833,2.742,2.961,3.05,0.0,3.714,40.0,9.344
5.411,0.661,3.8,-0.394,0.0,1.046,32.415,16.016,0.015,1.586,1.586,0.241,1.389,11,12.179,3.58,2.386,1.018,6.482,11.852,6.714,15.827,19.91,258.964,5.183,3.254,5.734,7.373,9,7.783,9.432,12.056,4.019,2.402,4.205,12.503,3.174,1.63,34.5,11.006,5.916,3.043,16.086,47.175,3.724,2.905,2.905,4.404,5.091,3.241,1.075,4.061,3.416,4.932,4.041,5.063,3.601,0,3.05,0.024,16.0,58.5,2.907,3.12,3.054,0.0,3.738,41.0,9.755
5.762,0.661,3.8,-0.394,0.0,1.001,32.383,17.014,0.014,1.654,1.654,0.241,1.387,11,12.676,3.572,2.393,0.974,6.482,12.417,6.73,16.463,19.91,258.964,5.195,3.253,5.743,7.379,8,7.786,9.442,12.071,4.021,2.533,4.242,12.482,3.166,1.729,34.5,11.007,5.935,3.091,16.901,47.175,3.69,2.625,2.625,4.404,5.091,3.302,1.033,4.089,3.407,4.971,4.069,5.073,3.601,0,3.102,0.024,16.0,58.5,2.751,3.141,3.086,0.0,3.738,41.0,9.761
5.328,0.688,8.3,-0.083,0.0,0.0,4.325,2.284,0.0,-5.465,-5.465,0.34,0.548,1,2.245,3.042,-0.295,0.0,2.935,1.326,2.617,3.608,37.607,129.482,3.266,2.369,4.348,6.111,0,3.281,3.943,6.433,3.564,0.387,2.522,5.326,0.831,0.292,12.75,3.963,3.932,1.89,2.214,22.729,2.516,1.019,1.019,3.305,3.98,1.474,0.0,2.239,2.934,3.196,1.909,3.858,2.712,0,1.871,0.031,4.5,25.5,1.855,0.6,2.056,-0.657,2.803,15.5,4.032
6.959,0.661,6.7,-0.166,0.0,1.081,9.505,4.883,0.0,-4.26,-4.26,0.303,0.804,1,3.067,3.299,-0.125,1.098,3.953,2.875,2.519,4.946,37.607,176.567,4.06,2.57,4.423,6.167,0,4.066,4.865,6.713,3.675,0.943,2.955,6.431,0.981,0.465,13.75,5.134,4.595,2.429,4.337,22.729,2.796,1.499,1.499,3.409,4.086,2.004,0.774,2.808,3.009,3.778,2.668,3.899,2.897,0,2.42,0.029,4.5,28.833,1.924,0.819,2.497,0.0,2.918,17.5,5.026
6.543,0.586,1.4,-0.907,0.0,1.045,43.928,24.767,0.009,2.275,2.275,0.192,1.622,24,18.988,3.729,2.362,0.988,10.677,18.618,7.426,26.634,3.124,459.073,5.513,3.54,5.328,7.126,10,10.412,12.471,9.727,3.99,2.407,4.506,15.518,3.207,2.203,40.0,17.526,6.025,3.358,26.388,34.331,3.736,2.664,2.664,4.401,5.088,3.269,1.207,4.086,3.725,5.288,4.333,4.873,3.865,0,3.375,0.036,19.5,69.25,3.248,3.033,3.346,0.0,3.892,48.0,12.937
6.009,0.65,3.1,-0.2,0.0,1.158,10.823,4.806,0.02,-3.558,-3.558,0.291,0.93,1,4.442,3.204,0.493,1.157,4.265,3.415,2.388,6.544,3.124,188.338,4.108,2.808,4.06,5.994,1,4.374,5.319,6.323,3.623,0.978,3.123,7.122,1.616,0.539,12.75,6.487,5.131,2.379,5.073,25.317,2.673,1.167,1.167,3.367,4.043,2.08,0.821,2.997,3.06,4.061,2.795,3.761,2.972,1,2.333,0.038,3.0,35.833,2.149,0.75,2.541,0.0,2.944,18.0,5.441
4.0,0.658,4.7,-0.249,0.0,1.213,24.883,10.913,0.008,-2.0,-2.0,0.266,1.104,1,7.648,3.387,1.066,1.362,5.806,7.706,3.01,12.11,6.249,270.735,4.992,2.993,4.22,6.142,1,5.506,6.61,6.774,3.716,1.393,3.743,9.093,2.174,1.024,15.5,8.737,5.596,2.808,11.786,25.317,3.088,1.665,1.665,3.555,4.234,2.416,0.898,3.489,3.179,4.702,3.514,3.912,3.205,1,2.807,0.039,3.0,43.167,2.42,1.669,2.853,0.0,3.135,22.0,6.871
5.83,0.641,3.2,-0.403,0.0,0.95,41.645,21.537,0.013,2.33,2.33,0.241,1.449,11,15.913,3.712,2.393,0.855,8.195,15.303,6.541,20.482,19.91,361.81,5.412,3.332,5.779,7.398,9,9.171,11.073,12.336,4.007,2.487,4.434,14.413,3.227,2.036,37.0,14.179,6.133,3.227,19.835,85.363,3.749,2.949,2.949,4.451,5.139,3.301,1.055,4.31,3.526,5.144,4.309,5.113,3.751,0,3.245,0.027,16.5,64.833,3.102,3.141,3.316,0.0,3.829,45.0,11.536
5.65,0.661,3.4,-0.393,0.0,0.965,38.352,19.576,0.013,1.745,1.745,0.237,1.428,8,14.034,3.597,2.393,0.916,7.477,14.003,7.096,18.634,19.91,306.049,5.349,3.318,5.776,7.394,6,8.754,10.583,12.277,4.011,2.483,4.356,13.913,3.225,1.889,37.0,12.427,6.139,3.182,18.69,54.302,3.749,2.949,2.949,4.44,5.127,3.298,1.073,4.238,3.416,5.115,4.242,5.107,3.692,0,3.192,0.024,16.5,65.0,2.983,3.14,3.192,0.0,3.807,44.0,10.886
4.88,0.636,3.4,-0.702,-3.379,0.0,5.356,2.904,0.0,0.0,0.0,0.297,0.804,0,4.808,2.95,-1.0,0.0,4.132,4.878,0.959,6.136,0.0,232.328,3.58,2.57,2.944,5.22,0,3.305,3.873,4.663,3.674,-0.836,3.085,5.454,0.0,0.493,7.0,6.62,4.331,2.486,5.648,35.225,1.732,-0.228,-0.228,2.833,3.497,0.164,0.0,2.779,2.77,3.892,2.505,2.708,2.746,0,2.58,0.106,0.0,20.5,1.868,0.0,2.499,0.0,2.485,11.0,4.241
6.594,0.595,2.2,-0.844,0.0,1.172,23.423,11.473,0.009,-0.782,-0.782,0.232,1.18,9,9.66,3.506,1.5,1.139,6.512,8.487,4.104,13.579,3.124,294.278,4.843,3.059,4.715,6.479,9,6.386,7.602,7.735,3.811,1.54,3.872,9.087,2.5,1.174,21.5,9.401,5.739,2.856,12.006,35.261,3.174,1.753,1.753,3.773,4.454,2.57,1.082,3.655,3.312,4.706,3.678,4.259,3.332,0,2.881,0.032,9.0,43.667,2.506,2.168,2.835,0.0,3.332,27.0,7.848
7.201,0.609,2.0,-0.858,0.0,1.195,27.533,13.956,0.004,-0.379,-0.379,0.224,1.182,11,10.848,3.644,1.5,1.156,7.236,9.867,4.097,15.169,3.124,317.82,5.013,3.09,4.75,6.467,14,7.197,8.679,8.116,3.904,1.66,3.981,10.704,2.5,1.309,23.0,11.591,5.833,2.91,13.788,32.552,3.308,2.308,2.308,3.861,4.543,2.651,1.126,3.767,3.326,4.825,3.833,4.301,3.451,1,2.941,0.038,9.0,46.167,2.475,2.462,2.866,0.0,3.434,30.0,8.884
4.95,0.656,3.2,-0.403,0.0,0.961,40.897,21.245,0.013,2.33,2.33,0.232,1.439,9,14.763,3.603,2.393,0.891,8.021,14.394,7.096,19.925,19.91,329.591,5.414,3.326,5.779,7.398,7,9.171,11.073,12.336,4.011,2.487,4.394,14.413,3.227,1.971,37.5,13.225,6.163,3.223,19.404,56.836,3.749,2.949,2.949,4.451,5.139,3.301,1.141,4.27,3.433,5.152,4.295,5.113,3.729,0,3.233,0.025,16.5,66.5,3.102,3.141,3.243,0.0,3.829,45.0,11.386
4.772,0.611,2.7,-0.818,0.0,1.016,16.579,7.818,0.013,-2.347,-2.347,0.256,0.985,9,8.514,3.371,1.219,0.969,4.968,7.038,4.202,12.058,3.124,223.651,4.494,2.825,4.601,6.355,2,5.034,6.013,7.515,3.811,1.5,3.718,7.599,2.294,1.023,20.0,7.448,5.563,2.745,9.893,19.88,3.199,1.662,1.662,3.676,4.357,2.5,0.935,3.477,3.159,4.545,3.415,4.155,3.154,1,2.76,0.032,9.0,39.333,2.261,1.537,2.741,0.0,3.219,24.0,6.228
6.48,0.6,2.0,-0.869,0.0,1.096,24.783,11.928,0.008,0.774,0.774,0.223,1.326,14,11.55,3.67,1.67,1.069,6.769,10.029,6.117,15.76,3.124,294.278,4.881,3.212,4.999,6.749,14,7.187,8.647,9.01,3.942,2.105,3.996,10.634,2.654,1.38,30.0,10.804,5.842,3.017,13.4,30.192,3.435,2.308,2.308,4.06,4.745,2.938,1.057,3.778,3.4,4.815,3.797,4.538,3.497,1,3.015,0.032,15.0,52.0,2.699,2.5,3.047,0.0,3.584,35.0,8.881
6.669,0.604,1.9,-0.864,0.0,1.081,27.033,13.53,0.007,0.765,0.765,0.219,1.27,12,11.45,3.659,1.508,1.037,7.75,9.804,4.125,16.171,3.124,341.362,4.969,3.158,4.742,6.476,14,7.577,9.115,8.163,3.928,1.668,4.006,11.178,2.517,1.372,23.5,12.52,5.87,2.99,13.706,37.145,3.398,2.308,2.308,3.882,4.564,2.654,1.075,3.778,3.364,4.847,3.827,4.314,3.498,2,2.997,0.04,9.0,47.667,2.642,2.5,2.995,0.0,3.466,31.0,9.341
6.326,0.589,1.7,-0.884,0.0,1.043,30.692,15.618,0.007,1.911,1.911,0.209,1.377,18,13.545,3.672,1.781,1.02,8.357,12.182,6.087,18.773,3.124,364.904,5.123,3.274,5.064,6.835,11,8.453,10.135,9.078,3.956,2.119,4.16,12.061,2.751,1.608,31.5,13.05,5.94,3.143,16.77,43.516,3.409,2.298,2.298,4.127,4.812,2.961,1.071,3.866,3.519,4.997,3.948,4.61,3.627,0,3.152,0.036,15.0,56.333,2.999,2.63,3.148,0.0,3.664,38.0,10.406
6.577,0.595,2.2,-0.844,0.0,1.151,23.423,11.473,0.009,-0.782,-0.782,0.232,1.188,9,9.789,3.507,1.5,1.118,6.512,8.613,4.135,13.83,3.124,294.278,4.843,3.087,4.65,6.386,9,6.369,7.584,7.735,3.815,1.601,3.879,9.16,2.5,1.183,21.5,9.49,5.748,2.856,12.209,29.541,3.201,1.708,1.708,3.75,4.431,2.621,1.064,3.652,3.304,4.722,3.681,4.201,3.332,1,2.881,0.032,9.0,43.833,2.506,2.266,2.837,0.0,3.332,27.0,7.824
6.628,0.574,1.6,-0.879,0.0,1.063,33.008,16.95,0.007,0.777,0.777,0.202,1.4,15,13.859,3.628,1.619,1.041,9.528,12.491,4.104,19.914,3.124,435.531,5.244,3.288,4.768,6.533,12,8.886,10.543,8.077,3.869,1.747,4.195,12.087,2.633,1.641,24.5,13.749,5.961,3.22,18.108,50.468,3.175,1.922,1.922,3.902,4.585,2.728,1.072,3.854,3.482,5.084,3.965,4.341,3.615,0,3.243,0.041,9.0,52.667,3.084,2.5,3.197,0.0,3.526,33.0,10.848
5.876,0.605,2.5,-0.828,0.0,1.187,20.51,9.932,0.009,-1.929,-1.929,0.247,1.095,9,8.85,3.416,1.221,1.15,5.487,7.751,4.126,12.359,3.124,247.193,4.729,2.977,4.697,6.46,5,5.532,6.626,7.593,3.809,1.5,3.784,8.087,2.23,1.075,20.5,7.93,5.61,2.749,10.942,30.192,3.171,1.699,1.699,3.726,4.407,2.5,1.06,3.555,3.202,4.615,3.546,4.23,3.217,0,2.762,0.032,9.0,40.667,2.234,2.023,2.744,0.0,3.258,25.0,6.848
5.683,0.625,5.9,-0.823,0.0,1.23,25.908,11.604,0.007,0.774,0.774,0.232,1.347,11,10.067,3.607,1.607,1.161,7.123,8.405,4.839,15.244,39.506,317.82,4.944,3.215,5.057,6.732,11,7.366,8.778,9.105,3.882,1.698,4.014,10.541,2.618,1.442,26.5,10.155,5.686,3.032,13.023,30.174,3.282,2.308,2.308,4.003,4.687,2.674,1.301,3.816,3.465,4.805,3.821,4.529,3.463,1,3.045,0.03,11.5,46.0,2.757,2.5,3.022,0.0,3.512,32.5,9.031
4.508,0.609,2.3,-0.858,0.0,1.187,22.179,10.914,0.004,-0.379,-0.379,0.235,1.151,11,9.895,3.656,1.648,1.133,5.686,9.029,6.015,13.216,3.124,247.193,4.786,3.07,5.012,6.735,14,6.448,7.743,8.962,3.902,2.019,3.901,9.677,2.646,1.196,29.5,9.272,5.786,2.765,11.653,25.123,3.402,2.308,2.308,4.025,4.71,2.872,1.122,3.746,3.321,4.692,3.761,4.516,3.4,1,2.775,0.029,15.5,49.0,2.475,2.5,2.769,0.0,3.526,33.0,7.949
7.267,0.609,2.0,-0.858,0.0,1.191,27.167,13.778,0.004,-0.379,-0.379,0.224,1.174,11,10.69,3.643,1.5,1.153,7.236,9.513,4.067,14.881,3.124,317.82,4.991,3.064,4.809,6.553,14,7.214,8.697,8.116,3.903,1.663,3.971,10.631,2.5,1.295,23.0,11.498,5.815,2.91,13.238,38.272,3.321,2.245,2.245,3.882,4.564,2.665,1.119,3.769,3.333,4.789,3.822,4.353,3.451,0,2.941,0.038,9.0,46.0,2.475,2.42,2.866,0.0,3.434,30.0,8.908
6.294,0.587,1.9,-0.858,0.0,1.154,26.222,12.708,0.007,-0.448,-0.448,0.22,1.343,11,11.178,3.569,1.5,1.124,7.525,9.793,4.135,15.954,3.124,341.362,4.962,3.215,4.669,6.406,11,7.202,8.565,7.861,3.825,1.659,3.994,10.16,2.5,1.339,22.5,10.946,5.837,3.037,14.044,34.61,3.201,1.815,1.815,3.795,4.477,2.651,1.123,3.728,3.369,4.867,3.774,4.23,3.436,1,3.033,0.035,9.0,46.833,2.736,2.381,3.068,0.0,3.401,29.0,8.824
6.075,0.593,1.8,-0.879,0.0,1.029,29.555,14.456,0.008,1.41,1.41,0.214,1.369,17,12.814,3.67,1.746,1.017,7.832,11.485,6.087,17.646,3.124,341.362,5.076,3.264,5.058,6.828,12,8.037,9.645,9.055,3.953,2.118,4.11,11.561,2.717,1.527,31.0,12.274,5.908,3.071,15.696,40.981,3.409,2.298,2.298,4.111,4.796,2.956,1.026,3.837,3.483,4.937,3.899,4.6,3.585,0,3.066,0.035,15.0,54.833,2.88,2.564,3.108,0.0,3.638,37.0,9.906
