pXC50,CATS2D_08_PP,SsssN,SpMin3_Bh.e.,SM05_EA.dm.,SdO,SpMax7_Bh.p.,SpMin1_Bh.s.,ATSC6p,Yindex,Vindex,ATS6p,SM13_EA.dm.,ATS8i,SM11_EA.dm.,ATSC6m,ATSC7p,ATSC7v,ATSC8m,ATSC6i,ATS8e,ATS6v,ATSC7m,ATS6i,Infective.50,ATS5p,ATS7e,ATS5i,ATS2i,Eta_C,ON1V,SM15_EA.dm.,ATSC6v,Eta_L,ATSC5i,ATS7p,ATS5e,DLS_04,SpMin8_Bh.v.,ATSC8i,Inflammat.80,ATS5v,SM03_EA.dm.,ATSC5v,ATSC5p,ATSC7i,MATS1i,ATS2e,ATS3e,ATS7i,ATS7v,ATS4e,ATSC4v,ATSC5m,Se,ATS4v,ATSC8v,ATSC3i,SpMax8_Bh.s.,ATS4p,Si,ATS6e,SM07_EA.dm.,SpMin8_Bh.p.,ATS4i,ATSC8p,ON0V,ATS1i,ATS8p,CATS2D_08_DP
7.301,0,1.94,1.872,0.653,26.961,3.119,1.459,15.832,0.443,0.161,4.42,2.143,5.404,1.754,47.935,15.437,18.85,39.901,2.104,5.172,4.306,42.427,5.369,0,4.436,5.117,5.371,4.945,34.816,3.996,2.535,18.476,8.526,2.115,4.418,5.162,0.8,1.478,2.097,0,4.324,0.325,19.375,16.023,2.018,-0.094,4.778,5.063,5.312,4.296,5.161,18.899,45.831,62.741,4.326,21.574,1.976,4.007,4.421,70.314,5.165,1.001,1.458,5.376,15.863,11.933,4.344,4.444,0
7.398,0,1.237,1.859,5.47,26.719,3.125,1.446,14.813,0.478,0.169,4.35,14.368,5.386,12.157,43.028,15.092,16.671,43.655,2.478,5.19,4.312,39.32,5.359,0,4.335,5.129,5.402,4.945,38.422,3.722,16.579,14.666,8.918,2.673,4.395,5.208,0.7,1.435,2.747,0,4.317,3.093,14.982,14.627,2.424,-0.059,4.803,5.058,5.3,4.334,5.179,15.677,42.912,62.505,4.347,19.587,2.196,4.638,4.371,69.045,5.173,7.722,1.463,5.363,17.468,11.245,4.327,4.435,0
7.237,0,1.913,1.872,0.653,26.932,3.129,1.458,14.939,0.443,0.161,4.398,2.143,5.394,1.754,44.633,15.215,18.712,43.882,2.095,5.17,4.297,42.085,5.377,0,4.397,5.116,5.381,4.945,34.717,3.996,2.535,17.931,8.526,2.104,4.428,5.164,0.8,1.478,2.107,0,4.308,0.325,18.577,14.649,2.02,-0.094,4.778,5.063,5.312,4.303,5.159,19.005,42.24,62.741,4.326,22.545,1.975,4.007,4.419,70.314,5.167,1.001,1.456,5.371,17.314,11.933,4.344,4.466,0
7.086,0,1.913,1.872,0.653,26.932,3.129,1.458,14.939,0.443,0.161,4.398,2.143,5.394,1.754,44.633,15.215,18.712,43.882,2.095,5.17,4.297,42.085,5.377,0,4.397,5.116,5.381,4.945,34.717,3.996,2.535,17.931,8.526,2.104,4.428,5.164,0.8,1.478,2.107,0,4.308,0.325,18.577,14.649,2.02,-0.094,4.778,5.063,5.312,4.303,5.159,19.005,42.24,62.741,4.326,22.545,1.975,4.007,4.419,70.314,5.167,1.001,1.456,5.371,17.314,11.933,4.344,4.466,0
6.35,0,1.991,1.873,0.653,13.719,3.063,1.458,12.955,0.458,0.165,4.286,2.143,5.293,1.754,39.413,13.535,16.716,40.476,1.87,5.066,4.191,39.543,5.244,0,4.254,5.035,5.261,4.884,31.314,3.701,2.535,15.634,8.002,1.862,4.333,5.037,0.8,1.322,1.889,0,4.16,0.325,16.148,12.621,1.876,-0.135,4.717,4.975,5.233,4.212,5.055,17.01,38.137,57.858,4.183,20.33,1.795,3.871,4.283,64.899,5.04,1.001,1.328,5.274,15.69,11.017,4.274,4.35,0
7.208,0,1.788,1.839,0.653,26.773,3.056,1.407,14.234,0.437,0.159,4.371,2.143,5.375,1.754,38.228,14.886,19.9,38.341,1.954,5.139,4.283,38.24,5.356,0,4.362,5.145,5.341,4.899,30.006,3.768,2.535,18.54,7.75,1.948,4.37,5.138,0.8,1.339,1.946,0,4.294,0.325,17.759,13.72,1.95,-0.044,4.748,5.078,5.364,4.263,5.141,18.042,37.862,61.891,4.301,20.385,1.893,4.256,4.368,69.106,5.147,1.001,1.335,5.347,14.981,10.85,4.329,4.348,0
6.267,0,1.708,1.839,0.653,26.701,3.054,1.405,14.11,0.437,0.159,4.354,2.143,5.361,1.754,37.264,14.708,19.334,37.786,2.04,5.12,4.272,37.305,5.336,0,4.344,5.125,5.314,4.898,29.844,3.749,2.535,17.891,7.724,2.043,4.35,5.114,0.8,1.338,2.121,0,4.283,0.325,16.945,13.478,2.052,-0.058,4.743,5.065,5.346,4.249,5.112,16.968,36.56,61.076,4.288,19.834,2.063,4.261,4.346,68.236,5.127,1.001,1.335,5.317,14.91,10.793,4.314,4.321,0
8.699,0,1.215,1.834,0.653,26.663,3.054,1.387,14.193,0.446,0.161,4.351,2.143,5.375,1.754,37.464,14.861,18.023,38.863,2.279,5.145,4.291,37.841,5.347,0,4.341,5.147,5.321,4.907,31.593,3.689,2.535,16.992,7.842,2.154,4.345,5.127,0.8,1.317,2.377,0,4.302,0.325,16.422,13.555,2.335,-0.051,4.759,5.084,5.36,4.277,5.121,16.338,36.378,61.589,4.301,18.939,2.286,4.38,4.344,68.576,5.145,1.001,1.34,5.322,15.043,10.852,4.319,4.317,0
6.863,0,1.877,1.857,0.653,27.237,3.17,1.436,16.979,0.44,0.158,4.525,2.143,5.585,1.754,47.958,17.363,23.903,47.612,2.348,5.343,4.429,47.274,5.565,0,4.507,5.335,5.523,5.038,35.137,4.26,2.535,22.919,8.831,2.293,4.534,5.303,0.7,1.416,2.399,0,4.427,0.325,22.054,16.136,2.359,-0.055,4.871,5.196,5.565,4.424,5.265,21.26,45.661,69.76,4.407,25.037,2.161,4.366,4.486,78.434,5.341,1.001,1.421,5.486,17.723,12.1,4.453,4.542,0
7.886,0,1.706,1.84,0.653,26.779,3.055,1.412,14.279,0.437,0.159,4.373,2.143,5.387,1.754,38.29,14.876,19.719,38.891,1.949,5.151,4.287,38.567,5.354,0,4.362,5.153,5.333,4.899,30.004,3.768,2.535,18.363,7.763,1.933,4.374,5.133,0.8,1.34,1.965,0,4.299,0.325,17.73,13.691,1.967,-0.044,4.748,5.078,5.371,4.27,5.139,17.996,37.479,61.891,4.3,20.767,1.893,4.26,4.366,69.106,5.15,1.001,1.351,5.349,15.176,10.85,4.329,4.354,0
9.0,0,1.536,1.836,0.653,26.508,3.061,1.408,12.945,0.445,0.161,4.276,2.143,5.292,1.754,37.434,14.224,16.132,37.642,2.0,5.073,4.196,38.284,5.213,0,4.248,5.021,5.232,4.871,32.396,3.552,2.535,14.224,8.143,1.927,4.309,5.039,0.8,1.342,2.003,0,4.191,0.325,14.63,12.645,1.997,-0.075,4.723,4.992,5.205,4.21,5.031,15.253,36.41,58.596,4.227,19.151,1.97,4.257,4.288,64.95,5.024,1.001,1.326,5.217,15.147,10.71,4.271,4.313,0
5.699,0,1.788,1.849,0.653,26.809,3.065,1.418,13.722,0.438,0.159,4.359,2.143,5.378,1.754,41.585,14.493,18.206,42.528,2.03,5.146,4.266,41.886,5.317,0,4.344,5.104,5.299,4.922,33.395,3.746,2.535,16.168,8.269,1.975,4.386,5.095,0.8,1.398,2.057,0,4.269,0.325,16.681,13.326,2.028,-0.035,4.759,5.052,5.31,4.265,5.128,17.91,38.64,61.96,4.287,21.487,1.977,4.234,4.372,69.398,5.118,1.001,1.391,5.343,16.28,11.267,4.342,4.404,0
8.155,0,1.478,1.808,6.691,13.465,2.953,1.409,11.373,0.491,0.18,4.201,17.441,5.278,14.758,33.275,13.291,14.919,38.121,1.959,5.04,4.128,35.51,5.142,0,4.154,4.973,5.154,4.863,32.14,3.289,20.124,12.982,8.001,1.906,4.242,4.946,0.8,1.261,2.09,0,4.101,3.911,13.414,11.662,2.114,-0.083,4.701,4.94,5.169,4.148,5.012,13.938,33.242,56.581,4.125,17.784,2.096,4.638,4.176,63.049,4.946,9.389,1.263,5.225,14.598,10.088,4.231,4.196,0
8.097,0,1.865,1.86,0.653,26.82,3.098,1.447,14.484,0.444,0.161,4.374,2.143,5.37,1.754,43.428,16.151,18.979,40.16,2.122,5.161,4.279,43.806,5.355,0,4.352,5.107,5.359,4.922,35.713,3.868,2.535,17.019,8.658,2.036,4.419,5.155,0.8,1.479,2.116,0,4.27,0.325,17.652,14.478,2.104,-0.074,4.768,5.045,5.294,4.3,5.116,17.565,41.453,61.48,4.307,21.073,2.008,4.33,4.382,68.365,5.14,1.001,1.467,5.309,16.431,11.626,4.318,4.426,0
6.821,0,1.868,1.864,0.653,26.961,3.099,1.447,14.907,0.437,0.159,4.413,2.143,5.402,1.754,45.414,16.446,19.572,41.329,2.234,5.185,4.318,45.056,5.406,0,4.404,5.135,5.376,4.949,36.35,3.998,2.535,17.615,8.724,2.114,4.444,5.171,0.7,1.48,2.199,0,4.321,0.325,18.213,14.811,2.186,-0.081,4.787,5.078,5.328,4.323,5.15,18.283,41.422,63.254,4.34,21.667,2.121,4.338,4.421,70.654,5.188,1.001,1.466,5.351,16.67,11.993,4.349,4.448,0
7.018,0,1.808,1.823,6.691,13.689,3.014,1.447,12.837,0.49,0.179,4.307,17.441,5.358,14.758,39.664,15.192,17.738,39.725,2.085,5.129,4.217,41.515,5.294,0,4.268,5.062,5.292,4.915,35.44,3.605,20.124,15.738,8.516,1.999,4.361,5.072,0.8,1.285,2.18,0,4.187,3.911,16.372,13.434,2.212,-0.081,4.747,4.995,5.261,4.244,5.1,16.173,38.386,59.465,4.214,19.722,2.168,4.541,4.281,66.464,5.071,9.389,1.343,5.316,15.785,11.005,4.279,4.327,0
6.903,0,1.945,1.865,0.653,13.776,3.068,1.447,12.926,0.451,0.163,4.306,2.143,5.304,1.754,40.127,14.98,17.834,37.981,2.011,5.086,4.218,42.195,5.277,0,4.262,5.053,5.256,4.888,32.911,3.704,2.535,15.3,8.2,1.87,4.353,5.045,0.8,1.337,1.993,0,4.175,0.325,15.807,12.787,2.028,-0.115,4.726,4.992,5.245,4.234,5.045,16.314,37.425,58.371,4.2,19.165,1.928,3.987,4.285,65.239,5.064,1.001,1.337,5.252,14.828,11.076,4.279,4.333,0
6.387,0,1.095,1.815,6.397,355.612,3.646,1.333,74.317,0.482,0.195,6.098,12.319,7.486,10.842,299.011,79.689,127.282,347.99,10.671,7.25,6.044,323.706,7.327,0,5.996,7.18,7.208,6.664,353.593,20.26,13.822,116.888,48.634,9.753,6.175,6.991,0.6,1.948,12.372,0,5.966,4.695,103.202,63.688,11.456,-0.143,6.457,6.814,7.412,6.119,6.949,98.231,270.014,346.765,5.879,140.684,8.367,7.431,5.921,394.414,7.098,7.912,1.954,7.193,87.412,61.65,6.036,6.245,7
6.77,0,2.463,1.786,2.473,38.685,2.939,1.359,10.845,0.551,0.197,4.021,6.887,5.049,5.808,31.761,10.787,13.738,32.173,1.528,4.787,3.947,29.076,5.122,0,4.084,4.815,5.286,4.796,25.181,2.967,7.96,13.592,6.778,1.863,3.962,5.079,0.8,1.144,1.373,1,4.043,1.305,14.182,12.632,1.528,-0.204,4.651,4.958,5.037,3.865,5.067,13.753,45.012,52.04,4.13,12.708,1.836,4.093,4.168,57.744,4.907,3.608,1.141,5.238,9.839,8.793,4.15,3.753,0
6.658,0,2.463,1.786,2.473,38.685,2.939,1.359,10.845,0.551,0.197,4.021,6.887,5.049,5.808,31.761,10.787,13.738,32.173,1.528,4.787,3.947,29.076,5.122,0,4.084,4.815,5.286,4.796,25.181,2.967,7.96,13.592,6.778,1.863,3.962,5.079,0.8,1.144,1.373,1,4.043,1.305,14.182,12.632,1.528,-0.204,4.651,4.958,5.037,3.865,5.067,13.753,45.012,52.04,4.13,12.708,1.836,4.093,4.168,57.744,4.907,3.608,1.141,5.238,9.839,8.793,4.15,3.753,0
5.44,0,1.052,1.816,6.428,367.833,3.656,1.333,73.336,0.489,0.198,6.097,12.338,7.492,10.864,297.547,79.262,127.836,345.186,10.595,7.254,6.048,324.359,7.328,0,5.99,7.188,7.209,6.663,352.543,20.26,13.84,116.217,47.765,9.652,6.178,6.992,0.6,1.954,12.328,0,5.966,4.731,102.526,62.59,11.415,-0.145,6.457,6.82,7.422,6.123,6.95,97.622,266.87,347.234,5.879,141.019,8.29,7.431,5.916,394.787,7.101,7.939,1.956,7.194,86.391,61.233,6.039,6.247,8
7.62,0,2.224,1.803,6.728,13.14,3.167,1.398,19.8,0.574,0.201,4.639,17.442,5.656,14.759,55.189,20.363,29.519,51.839,2.666,5.39,4.504,59.724,5.733,0,4.578,5.511,5.628,5.056,37.99,4.203,20.125,28.844,8.769,2.653,4.619,5.391,1.0,1.397,2.538,0,4.474,4.007,24.454,17.492,2.763,-0.128,4.864,5.106,5.792,4.484,5.275,20.8,50.421,66.527,4.419,25.874,2.239,4.222,4.493,75.45,5.474,9.401,1.396,5.493,18.184,12.612,4.401,4.534,0
7.699,0,2.244,1.807,6.728,13.209,3.204,1.402,21.08,0.583,0.203,4.718,17.442,5.8,14.759,58.203,22.94,33.438,59.757,2.867,5.519,4.582,66.185,5.789,0,4.632,5.618,5.666,5.102,40.412,4.578,20.125,30.712,9.369,2.789,4.721,5.432,1.0,1.397,2.785,0,4.531,4.007,25.575,18.151,3.026,-0.126,4.907,5.155,5.902,4.573,5.307,21.532,52.503,69.41,4.46,30.113,2.315,4.222,4.531,78.865,5.535,9.401,1.398,5.524,20.783,13.112,4.442,4.636,0
6.648,0,2.258,1.811,6.728,13.265,3.209,1.405,21.733,0.585,0.203,4.766,17.442,5.909,14.759,60.187,24.194,35.25,66.178,3.003,5.625,4.633,68.994,5.821,0,4.666,5.671,5.692,5.145,42.762,4.828,20.125,31.775,9.869,2.881,4.794,5.459,0.9,1.424,3.048,0,4.567,4.007,26.282,18.48,3.228,-0.123,4.948,5.201,5.949,4.645,5.347,22.822,54.115,72.294,4.488,34.014,2.389,4.222,4.563,82.28,5.571,9.401,1.417,5.57,23.359,13.612,4.482,4.737,0
5.537,0,2.251,1.815,6.728,13.273,3.207,1.405,22.378,0.592,0.205,4.791,17.442,5.927,14.759,61.343,25.502,37.315,67.348,3.069,5.633,4.654,72.561,5.841,0,4.684,5.714,5.703,5.145,43.645,4.703,20.125,32.627,9.769,2.925,4.814,5.471,0.9,1.397,3.033,0,4.585,4.007,26.719,18.82,3.289,-0.123,4.948,5.203,6.001,4.654,5.375,23.353,54.644,72.294,4.505,34.235,2.421,4.224,4.581,82.28,5.593,9.401,1.398,5.604,23.341,13.945,4.482,4.729,0
7.538,0,2.278,1.801,6.728,13.286,3.209,1.4,21.798,0.515,0.178,4.765,17.442,5.842,14.759,58.705,24.217,34.935,62.312,2.998,5.559,4.633,68.099,5.802,0,4.666,5.652,5.676,5.119,41.702,4.62,20.125,31.351,9.931,2.881,4.775,5.446,0.9,1.429,2.931,0,4.57,4.007,25.798,18.532,3.189,-0.106,4.929,5.171,5.932,4.625,5.318,21.561,52.743,70.41,4.488,31.646,2.355,4.23,4.555,79.865,5.556,9.401,1.394,5.532,21.953,12.945,4.465,4.688,0
7.638,0,2.196,1.805,6.728,13.189,3.204,1.397,20.065,0.583,0.203,4.682,17.442,5.728,14.759,54.312,21.564,30.848,55.713,2.776,5.452,4.556,61.189,5.725,0,4.608,5.546,5.629,5.052,37.649,4.203,20.125,28.739,8.791,2.733,4.679,5.397,0.8,1.397,2.692,0,4.511,4.007,24.41,17.708,2.925,-0.124,4.866,5.116,5.82,4.543,5.281,20.69,50.152,67.527,4.446,28.17,2.269,4.552,4.513,76.45,5.479,9.401,1.397,5.497,19.745,12.445,4.413,4.594,0
7.638,0,2.219,1.797,6.728,13.138,3.205,1.396,24.955,0.574,0.201,4.688,17.442,5.567,14.759,103.533,21.978,26.078,92.108,2.571,5.303,4.488,67.874,5.589,0,4.659,5.383,5.551,5.003,40.835,3.989,20.125,26.972,9.066,2.625,4.653,5.323,0.7,1.356,2.493,0,4.474,4.007,24.254,23.316,2.671,-0.123,4.821,5.068,5.64,4.475,5.228,19.961,89.966,63.712,4.421,26.143,2.209,4.221,4.549,71.755,5.353,9.401,1.369,5.441,24.188,11.755,4.355,4.619,0
8.046,0,2.139,1.796,6.728,13.107,3.093,1.394,18.397,0.574,0.201,4.582,17.442,5.576,14.759,57.544,18.563,25.332,56.522,2.358,5.315,4.46,55.926,5.599,0,4.545,5.391,5.56,5.007,37.846,3.989,20.125,25.062,8.741,2.405,4.561,5.335,0.7,1.369,2.253,0,4.443,4.007,22.62,17.356,2.481,-0.131,4.826,5.073,5.645,4.444,5.235,19.436,54.71,63.967,4.397,24.337,2.124,4.361,4.47,71.979,5.366,9.401,1.378,5.447,17.978,11.755,4.358,4.488,0
6.971,0,2.139,1.796,6.728,13.107,3.093,1.394,18.397,0.574,0.201,4.582,17.442,5.576,14.759,57.544,18.563,25.332,56.522,2.358,5.315,4.46,55.926,5.599,0,4.545,5.391,5.56,5.007,37.846,3.989,20.125,25.062,8.741,2.405,4.561,5.335,0.7,1.369,2.253,0,4.443,4.007,22.62,17.356,2.481,-0.131,4.826,5.073,5.645,4.444,5.235,19.436,54.71,63.967,4.397,24.337,2.124,4.361,4.47,71.979,5.366,9.401,1.378,5.447,17.978,11.755,4.358,4.488,0
7.959,0,1.754,1.8,7.401,13.114,3.164,1.397,20.294,0.602,0.207,4.628,18.135,5.678,15.452,59.357,20.858,25.312,54.199,3.486,5.434,4.573,66.536,5.77,0,4.57,5.574,5.648,5.081,42.416,4.123,20.818,24.819,9.349,3.196,4.608,5.426,0.9,1.397,3.226,0,4.525,4.64,22.356,17.699,3.471,-0.104,4.904,5.126,5.831,4.549,5.299,19.347,50.462,68.065,4.457,24.052,2.539,4.847,4.487,76.469,5.535,10.088,1.396,5.507,18.42,12.29,4.414,4.523,0
7.137,0,2.164,1.796,6.728,13.178,3.105,1.394,18.964,0.583,0.203,4.643,17.442,5.759,14.759,54.669,20.984,30.196,58.743,2.662,5.482,4.536,61.798,5.711,0,4.567,5.551,5.628,5.071,38.43,4.161,20.125,26.923,8.873,2.623,4.654,5.403,0.9,1.397,2.589,0,4.49,4.007,23.211,16.937,2.828,-0.152,4.884,5.105,5.819,4.528,5.285,20.225,51.081,67.854,4.429,27.89,2.219,4.401,4.485,76.659,5.475,9.401,1.397,5.497,19.4,12.779,4.418,4.559,0
5.561,0,2.178,1.797,6.728,13.234,3.208,1.395,19.62,0.585,0.203,4.695,17.442,5.872,14.759,56.679,22.25,32.017,65.239,2.799,5.591,4.589,64.606,5.746,0,4.603,5.608,5.655,5.115,40.984,4.578,20.125,28.015,9.431,2.715,4.731,5.431,0.9,1.397,2.851,0,4.527,4.007,23.923,17.256,3.031,-0.148,4.926,5.159,5.87,4.603,5.3,20.797,52.696,70.738,4.454,31.813,2.267,4.382,4.509,80.074,5.513,9.401,1.406,5.509,21.962,13.279,4.459,4.668,0
7.854,0,2.231,1.797,6.728,13.204,3.202,1.396,21.862,0.583,0.203,4.71,17.442,5.749,14.759,61.627,22.851,31.06,65.342,2.839,5.471,4.561,65.521,5.699,0,4.642,5.545,5.616,5.06,40.584,4.161,20.125,28.712,9.421,2.804,4.71,5.392,0.9,1.397,2.799,0,4.519,4.007,24.758,19.631,3.001,-0.113,4.875,5.1,5.813,4.555,5.279,20.765,56.845,67.603,4.451,29.726,2.283,4.221,4.537,76.37,5.464,9.401,1.396,5.49,22.506,12.779,4.411,4.642,0
7.602,0,1.989,1.838,6.728,38.902,3.208,1.404,22.977,0.602,0.207,4.76,17.442,5.798,14.759,67.748,23.972,31.76,69.224,2.956,5.541,4.641,73.108,5.786,0,4.677,5.649,5.663,5.099,41.849,4.217,20.125,29.3,9.235,2.877,4.758,5.452,0.7,1.397,2.884,0,4.58,4.007,24.964,20.087,3.107,-0.121,4.927,5.178,5.901,4.629,5.321,20.829,59.053,70.258,4.496,30.048,2.351,4.741,4.563,78.789,5.567,9.401,1.398,5.522,22.954,13.112,4.438,4.686,0
8.0,0,2.093,1.801,6.728,13.144,3.17,1.395,17.662,0.583,0.203,4.608,17.442,5.601,14.759,49.494,18.196,25.671,48.858,2.627,5.339,4.502,54.008,5.645,0,4.556,5.437,5.581,5.013,36.697,4.065,20.125,25.129,8.641,2.628,4.588,5.351,0.8,1.397,2.508,0,4.472,4.007,22.464,16.62,2.727,-0.127,4.83,5.084,5.698,4.482,5.248,19.379,47.059,64.861,4.418,24.2,2.225,4.686,4.477,73.118,5.405,9.401,1.394,5.461,17.2,12.062,4.372,4.505,0
6.712,0,2.043,1.801,6.728,25.614,3.184,1.396,18.775,0.592,0.205,4.665,17.442,5.734,14.759,55.376,20.131,28.779,56.838,2.75,5.467,4.568,63.162,5.736,0,4.595,5.568,5.634,5.056,39.43,4.14,20.125,26.796,8.963,2.704,4.662,5.41,0.9,1.397,2.651,0,4.52,4.007,23.494,17.105,2.877,-0.101,4.874,5.128,5.831,4.554,5.29,20.134,50.157,68.072,4.452,27.308,2.272,4.737,4.505,76.742,5.501,9.401,1.397,5.501,18.958,12.362,4.425,4.579,1
7.42,0,2.084,1.802,6.728,26.161,3.203,1.397,19.418,0.596,0.205,4.715,17.442,5.85,14.759,57.39,21.377,30.612,63.569,2.887,5.578,4.62,65.891,5.77,0,4.63,5.624,5.661,5.109,41.28,4.37,20.125,27.883,9.304,2.797,4.739,5.438,0.9,1.398,2.911,0,4.557,4.007,24.201,17.426,3.08,-0.143,4.92,5.16,5.881,4.628,5.323,20.815,51.816,70.956,4.483,31.294,2.328,4.686,4.534,80.157,5.538,9.401,1.411,5.531,21.545,13.279,4.465,4.685,0
6.955,0,3.586,1.803,6.729,26.586,3.208,1.397,20.072,0.6,0.207,4.763,17.442,5.954,14.759,59.471,22.644,32.496,70.2,3.024,5.679,4.669,68.782,5.803,0,4.663,5.677,5.687,5.16,43.703,4.507,20.125,28.998,9.535,2.89,4.81,5.465,0.9,1.409,3.171,0,4.592,4.014,24.918,17.752,3.284,-0.183,4.963,5.194,5.929,4.697,5.393,22.63,53.489,73.839,4.519,35.237,2.415,4.686,4.576,83.573,5.573,9.401,1.426,5.61,24.117,14.229,4.503,4.781,0
7.886,0,2.126,1.791,6.728,13.05,3.005,1.392,16.839,0.572,0.2,4.516,17.442,5.519,14.759,50.734,17.529,23.498,54.072,2.236,5.258,4.403,51.596,5.527,0,4.481,5.323,5.522,4.956,35.589,3.614,20.125,22.823,8.137,2.287,4.509,5.292,0.8,1.348,2.121,0,4.382,4.007,21.297,16.466,2.352,-0.134,4.779,5.02,5.57,4.397,5.199,19.005,53.783,61.083,4.354,22.712,2.048,4.364,4.431,68.563,5.294,9.401,1.366,5.408,16.91,11.255,4.313,4.422,0
7.222,0,2.15,1.8,6.728,13.153,3.118,1.396,19.311,0.572,0.2,4.641,17.442,5.651,14.759,58.547,20.083,27.496,60.451,2.475,5.383,4.516,62.592,5.635,0,4.58,5.456,5.593,5.054,40.057,4.239,20.125,26.362,9.241,2.497,4.625,5.367,0.9,1.378,2.382,0,4.482,4.007,23.035,17.43,2.604,-0.128,4.87,5.124,5.71,4.498,5.279,20.833,56.547,66.85,4.425,26.101,2.199,4.36,4.501,75.394,5.406,9.401,1.381,5.496,18.994,12.255,4.4,4.541,0
7.602,0,2.109,1.79,6.728,13.133,3.055,1.393,18.135,0.572,0.2,4.596,17.442,5.618,14.759,53.999,19.243,25.846,59.428,2.376,5.358,4.487,59.924,5.59,0,4.533,5.421,5.57,5.023,38.234,3.739,20.125,24.337,8.69,2.399,4.589,5.348,0.9,1.378,2.267,0,4.452,4.007,21.483,16.62,2.496,-0.155,4.848,5.063,5.665,4.475,5.261,20.158,56.138,65.294,4.405,24.389,2.116,4.609,4.472,73.188,5.369,9.401,1.381,5.473,18.058,11.921,4.376,4.494,0
7.959,0,2.144,1.806,6.728,13.159,3.108,1.396,19.943,0.578,0.201,4.645,17.442,5.63,14.759,64.195,19.578,27.128,58.983,2.479,5.369,4.513,60.088,5.667,0,4.606,5.454,5.597,5.054,40.861,4.114,20.125,27.275,9.142,2.523,4.611,5.377,0.9,1.37,2.384,0,4.5,4.007,23.976,18.274,2.61,-0.128,4.87,5.126,5.715,4.488,5.311,21.112,55.87,66.85,4.446,25.962,2.231,4.375,4.521,75.394,5.433,9.401,1.379,5.537,19.053,12.588,4.4,4.55,0
8.046,0,2.165,1.788,6.728,13.169,3.116,1.393,19.047,0.502,0.175,4.615,17.442,5.591,14.759,59.219,19.09,25.883,56.907,2.436,5.334,4.492,56.899,5.619,0,4.583,5.413,5.57,5.026,39.07,4.03,20.125,25.679,9.304,2.482,4.59,5.35,0.9,1.38,2.348,0,4.483,4.007,22.851,17.79,2.567,-0.11,4.849,5.091,5.667,4.473,5.248,19.326,54.081,64.967,4.429,24.848,2.165,4.388,4.496,72.979,5.39,9.401,1.376,5.457,18.529,11.588,4.383,4.528,0
7.456,0,2.169,1.794,6.728,13.204,3.13,1.395,19.745,0.494,0.173,4.675,17.442,5.672,14.759,58.045,20.784,28.18,61.554,2.547,5.405,4.553,64.315,5.643,0,4.603,5.478,5.603,5.073,41.263,4.239,20.125,26.653,9.758,2.566,4.656,5.378,0.9,1.388,2.468,0,4.511,4.007,22.967,17.57,2.691,-0.108,4.893,5.141,5.728,4.529,5.293,21.1,56.752,67.85,4.443,26.703,2.239,4.378,4.517,76.394,5.42,9.401,1.376,5.511,19.535,12.088,4.425,4.57,0
6.712,0,2.203,1.797,6.728,13.055,3.064,1.394,17.174,0.56,0.197,4.528,17.442,5.578,14.759,48.367,17.746,25.215,48.13,2.405,5.299,4.409,51.616,5.602,0,4.487,5.381,5.563,5.007,34.604,3.99,20.125,24.812,8.423,2.452,4.515,5.32,0.8,1.397,2.302,0,4.387,4.007,22.533,16.21,2.516,-0.131,4.82,5.067,5.646,4.389,5.227,19.66,47.334,63.643,4.355,23.943,2.149,4.221,4.43,72.035,5.35,9.401,1.388,5.448,16.695,11.695,4.358,4.419,0
10.0,0,1.716,1.636,4.055,26.296,3.066,1.22,13.835,0.391,0.147,4.237,13.681,5.142,11.123,41.024,11.965,15.319,30.808,1.797,4.931,4.116,36.426,5.247,0,4.321,4.961,5.251,4.929,30.733,3.661,16.232,17.412,7.938,1.882,4.162,5.05,0.8,1.502,1.672,0,4.194,2.221,17.024,14.211,1.7,-0.226,4.757,4.986,5.191,4.072,5.044,16.199,41.606,60.96,4.219,14.563,1.847,3.958,4.313,68.398,5.02,6.174,1.48,5.254,11.048,11.55,4.331,4.197,0
8.699,0,1.712,1.761,3.797,26.365,3.064,1.225,14.187,0.391,0.146,4.318,9.379,5.297,8.018,38.562,13.151,18.34,36.254,1.904,5.063,4.221,37.841,5.365,0,4.319,5.107,5.304,4.942,30.074,3.858,10.733,19.332,7.873,1.859,4.276,5.103,0.8,1.433,1.785,0,4.237,2.221,17.641,13.344,1.89,-0.114,4.78,5.044,5.347,4.184,5.069,15.969,36.733,62.992,4.244,17.549,1.851,4.249,4.298,70.604,5.133,5.247,1.455,5.268,12.806,11.483,4.356,4.233,0
6.883,0,1.698,1.633,4.055,26.038,3.064,1.22,11.638,0.394,0.148,4.087,13.681,5.089,11.123,34.836,9.761,12.522,29.259,1.517,4.864,3.988,26.732,5.044,0,4.179,4.802,5.105,4.804,26.228,3.292,16.232,13.797,7.308,1.64,4.051,4.909,0.8,1.426,1.555,0,4.057,2.221,14.214,12.499,1.483,-0.161,4.652,4.902,5.013,3.98,4.881,12.69,36.605,55.192,4.077,13.209,1.691,3.902,4.148,61.567,4.834,6.174,1.446,5.085,10.247,9.683,4.237,4.085,0
