pXC50,nPyrroles,SaaNH,Chi0_EA.dm.,SpMax2_Bh.i.,Chi1_EA.dm.,SpMin4_Bh.v.,P_VSA_LogP_6,NaaNH,SpMin4_Bh.p.,SpMax2_Bh.e.,SpMax1_Bh.e.,CATS2D_06_DL,Hy,D.Dtr09,H.050,nHDon,GMTI,N.073,SpMin3_Bh.v.,IC5,Eta_beta,C.025,SpMax1_Bh.p.,P_VSA_e_3,SaaaC,SpMax6_Bh.m.,Eig07_AEA.bo.,ATSC5p,SpMin3_Bh.p.,Eig07_EA.bo.,CATS2D_02_DL,XMOD,SpMax8_Bh.p.,X2sol,SpMin7_Bh.s.,SpMax8_Bh.m.,ATSC5m,Eig09_EA.ed.,SM04_AEA.ri.,SpMin7_Bh.m.,C.034,piPC09,piPC06,piPC07,ATS5i,CATS2D_04_DD,SpMAD_EA.ri.,piPC08,GATS4p,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e
5.2,0,2.732,22.362,3.95,29.373,1.807,29.92,1,1.817,3.879,4.101,2,0.289,135.612,2,2,14533.0,1,1.882,5.222,36.75,2,3.963,90.911,0.766,3.199,3.181,10.188,1.891,2.188,3,96.035,2.902,12.299,0.586,2.874,37.106,3.293,3.293,1.478,0,7.639,6.427,6.921,5.281,0,1.405,7.366,1.106,1.7,14.032,2.673,7.144,113.254,7.67,0.471,4.138,4.277,3.722,3.6,5.268,3.603,4.701,4.902,4.077,3.99,5.792,3.974,4.97
5.2,0,0.0,19.033,3.965,27.14,1.683,0.0,0,1.681,3.932,4.08,6,0.16,0.0,2,2,10170.0,0,1.923,5.172,41.0,3,4.018,52.562,0.0,3.116,3.263,9.929,1.909,2.481,5,90.29,2.735,13.247,0.218,2.736,25.09,3.056,3.056,1.181,0,7.715,6.5,6.947,5.023,0,1.475,7.339,0.979,1.515,9.586,4.333,18.771,114.983,8.509,0.545,3.967,4.071,3.66,3.642,5.106,3.612,4.464,4.59,4.051,4.057,5.581,4.006,4.748
6.7,1,3.12,8.106,3.859,13.611,1.605,14.099,1,1.611,3.82,4.13,5,1.921,78.072,4,4,3914.0,1,1.801,4.615,28.5,3,4.022,68.367,1.552,2.826,2.5,5.849,1.814,1.5,3,65.165,2.556,8.586,0.136,2.621,18.662,1.899,1.899,1.119,0,7.389,6.31,6.768,4.676,2,1.401,7.195,0.896,1.626,7.762,1.22,1.489,81.692,7.685,0.696,3.736,3.856,3.311,3.231,4.921,3.236,4.214,4.372,3.63,3.615,5.34,3.589,4.448
5.8,0,3.04,16.865,3.924,24.114,1.54,4.472,1,1.624,3.882,4.129,1,0.459,77.594,2,2,3949.0,2,1.688,4.736,31.25,1,3.986,74.037,1.263,2.753,2.881,2.995,1.752,1.988,2,61.263,2.359,9.036,0.036,2.429,10.783,1.025,1.025,1.038,1,7.243,6.24,6.704,4.171,0,1.441,7.085,0.955,1.736,9.25,3.206,10.281,73.451,8.687,0.727,3.589,3.707,3.279,3.095,4.871,3.121,4.042,4.187,3.638,3.46,5.455,3.472,4.208
5.2,0,0.0,53.519,3.996,69.143,1.837,16.148,0,1.841,3.964,4.019,20,15.241,0.0,20,20,73005.0,0,1.973,4.495,63.75,4,3.934,471.649,0.0,3.562,3.648,17.04,1.964,2.883,6,168.066,3.265,24.336,0.763,3.45,61.912,5.49,5.49,1.651,0,7.445,6.533,6.937,5.84,0,1.385,7.203,1.004,1.591,22.875,-2.22,4.927,216.423,7.12,0.211,4.765,4.941,4.239,4.122,6.0,4.125,5.22,5.444,4.543,4.463,6.432,4.424,5.456
5.8,0,0.0,14.121,3.899,13.532,1.528,38.387,0,1.523,3.89,4.122,4,1.005,180.324,3,3,7014.0,0,1.762,5.103,35.0,4,4.127,67.693,1.864,3.081,2.886,9.118,1.779,2.025,2,81.25,2.683,11.436,0.156,2.717,23.512,2.377,2.377,1.165,1,8.0,6.675,7.165,4.683,0,1.436,7.67,1.177,1.743,9.88,2.296,5.272,98.898,8.836,0.571,3.832,3.922,3.587,3.433,5.032,3.418,4.318,4.436,3.96,3.822,5.532,3.789,4.425
6.5,1,0.0,20.779,4.028,33.334,1.705,13.67,0,1.707,4.043,4.132,1,0.981,108.487,3,3,9317.0,2,1.919,5.141,41.25,2,4.058,84.772,1.716,2.995,2.996,7.307,1.925,2.184,2,89.963,2.735,13.899,0.25,2.687,21.559,2.975,2.975,1.181,0,7.64,6.408,6.905,4.755,0,1.441,7.313,0.911,1.737,10.963,3.093,9.566,105.045,8.625,0.733,3.914,4.017,3.758,3.522,5.051,3.493,4.406,4.539,4.02,3.891,5.838,3.854,4.622
5.3,0,0.0,8.387,3.856,7.661,1.436,42.22,0,1.425,3.821,3.958,1,0.361,0.0,2,2,3809.0,0,1.831,4.705,26.5,2,3.875,66.468,0.0,2.687,2.5,5.102,1.818,1.5,1,63.214,2.504,8.84,0.0,2.592,15.44,1.392,1.392,1.098,0,6.502,5.486,5.807,4.313,0,1.34,6.135,0.884,1.632,9.25,1.921,3.689,81.896,8.05,0.571,3.666,3.785,3.289,3.222,4.823,3.194,4.138,4.304,3.608,3.542,5.257,3.494,4.351
5.2,1,3.229,8.307,3.981,7.558,1.841,13.915,1,1.839,3.949,4.128,3,0.176,126.087,2,2,11968.0,1,1.919,5.37,39.75,4,4.046,50.357,2.204,3.16,3.045,8.995,1.927,2.217,4,85.596,2.735,11.944,0.381,2.73,23.728,2.759,2.759,1.277,1,6.916,6.167,6.533,4.89,0,1.415,6.839,1.078,1.471,13.214,3.186,10.151,110.078,7.581,0.71,3.992,4.1,3.578,3.577,5.135,3.558,4.475,4.617,3.882,3.943,5.561,3.903,4.719
8.2,0,0.0,30.317,3.966,48.09,1.745,4.227,0,1.717,3.953,4.086,3,0.977,0.0,3,3,12852.0,2,1.853,5.069,45.0,0,4.063,85.998,0.0,3.144,3.312,10.225,1.874,2.604,3,109.871,2.881,15.354,0.562,2.97,32.723,3.233,3.233,1.54,0,7.227,6.222,6.544,5.147,2,1.34,6.866,1.115,1.907,11.875,3.932,15.464,121.203,8.889,0.529,4.111,4.204,3.936,3.603,5.286,3.6,4.616,4.763,4.226,3.934,5.96,3.928,4.737
5.6,0,2.758,17.119,3.977,20.358,1.694,19.236,1,1.746,3.951,4.13,8,3.29,135.637,6,6,12934.0,1,1.88,5.306,43.75,4,4.046,102.245,1.557,3.228,3.343,7.741,1.878,2.652,6,91.124,2.735,12.881,0.218,2.705,20.676,3.613,3.613,1.181,0,7.567,6.551,6.96,4.878,0,1.47,7.34,1.131,1.771,12.2,3.01,9.06,108.322,8.813,0.667,3.971,4.081,3.652,3.515,5.294,3.541,4.407,4.524,4.035,3.9,5.833,3.906,4.666
5.2,0,0.0,11.483,3.934,13.19,1.826,0.0,0,1.823,3.904,3.964,3,0.194,0.0,2,2,10935.0,0,1.921,5.164,36.75,3,3.878,66.468,0.0,3.068,2.929,7.873,1.927,2.091,0,82.954,2.735,11.098,0.396,2.687,21.62,2.328,2.328,1.212,0,6.558,5.552,5.879,4.793,0,1.361,6.164,0.884,1.466,13.889,2.151,4.626,106.938,7.23,0.621,3.99,4.107,3.53,3.538,5.112,3.514,4.479,4.637,3.778,3.866,5.529,3.817,4.699
5.9,0,0.0,21.256,3.976,25.279,1.9,45.852,0,1.895,3.932,4.141,5,1.52,153.48,4,4,20295.0,1,1.939,5.535,49.5,5,4.137,104.144,1.959,3.377,3.465,12.242,1.935,2.773,5,110.685,2.869,15.315,0.466,2.987,36.406,4.675,4.675,1.397,1,8.268,6.884,7.37,5.133,0,1.429,7.886,1.051,1.69,15.143,4.791,22.957,138.978,8.39,0.692,4.177,4.295,3.877,3.782,5.361,3.754,4.661,4.812,4.247,4.175,5.848,4.125,4.89
5.2,0,0.0,16.265,3.949,17.95,1.836,46.347,0,1.837,3.905,4.172,1,0.222,131.442,2,2,14101.0,1,1.942,5.28,43.0,1,4.029,86.439,0.628,3.232,3.478,9.004,1.95,2.639,2,99.639,2.845,14.465,0.542,2.891,25.786,4.818,4.818,1.417,1,8.436,6.957,7.487,5.069,0,1.442,8.025,0.636,1.665,10.303,4.458,19.874,120.926,7.904,0.595,4.165,4.286,3.778,3.689,5.317,3.69,4.688,4.865,4.155,4.055,5.862,4.044,4.943
5.2,0,3.043,1.644,3.859,0.676,1.169,2.144,1,1.148,3.827,4.125,1,-0.291,52.447,1,1,1967.0,1,1.529,4.324,23.5,2,4.045,79.28,2.197,2.687,2.5,3.426,1.571,1.5,2,56.34,1.784,7.798,0.0,2.032,9.131,-0.737,-0.737,0.765,1,7.163,6.186,6.616,3.924,0,1.433,7.036,0.873,1.498,6.313,4.169,17.381,68.46,10.926,0.889,3.349,3.45,3.263,3.075,4.49,3.029,3.793,3.911,3.685,3.463,4.893,3.395,3.987
5.2,0,3.128,10.044,3.932,8.698,1.519,2.144,1,1.5,3.923,4.113,3,0.321,95.74,2,2,5322.0,1,1.731,4.993,34.0,1,4.003,110.585,1.664,3.004,3.032,6.352,1.759,2.189,3,77.941,2.72,10.536,0.131,2.791,19.638,1.896,1.896,1.071,1,7.462,6.433,6.81,4.429,0,1.381,7.25,1.096,1.722,8.783,4.042,16.339,90.659,10.578,0.64,3.682,3.766,3.542,3.312,4.971,3.305,4.12,4.233,3.95,3.676,5.339,3.652,4.308
6.0,0,0.0,23.906,3.968,28.787,1.909,53.182,0,1.878,3.958,4.121,9,2.304,161.683,5,5,19961.0,0,1.973,5.453,49.75,5,4.128,102.109,1.662,3.383,3.468,11.752,1.937,2.776,6,117.527,2.986,18.028,0.609,2.988,31.118,4.595,4.595,1.423,1,8.066,6.769,7.236,5.051,0,1.431,7.732,0.964,1.746,15.343,3.734,13.944,141.263,8.718,0.579,4.164,4.266,4.006,3.806,5.326,3.754,4.651,4.786,4.27,4.169,6.019,4.102,4.854
5.2,1,3.263,14.673,4.053,13.064,1.895,28.875,1,1.893,4.033,4.133,6,2.19,167.947,5,5,22305.0,1,1.97,5.8,51.0,6,4.051,99.365,2.231,3.259,3.282,12.32,1.973,2.528,6,108.83,2.889,15.228,0.389,2.965,31.965,3.966,3.966,1.293,1,7.531,6.613,7.003,5.214,0,1.46,7.351,1.013,1.554,14.806,4.442,19.735,139.067,7.878,0.7,4.215,4.329,3.823,3.812,5.409,3.798,4.701,4.838,4.181,4.205,5.852,4.173,4.98
5.2,0,0.0,12.427,3.888,15.179,1.436,0.0,0,1.451,3.838,3.957,0,1.142,0.0,3,3,2819.0,0,1.759,4.394,19.0,0,3.84,67.693,0.0,2.687,2.117,6.931,1.743,1.077,5,53.762,2.343,7.636,0.118,2.435,23.122,-0.435,-0.435,1.179,0,4.616,4.472,4.616,4.913,0,1.44,4.676,1.006,1.432,8.556,1.108,1.227,70.661,6.343,0.316,3.722,3.873,3.134,3.225,4.724,3.172,4.293,4.498,3.45,3.639,5.206,3.54,4.654
5.2,0,0.0,16.178,3.894,22.484,1.474,6.604,0,1.512,3.835,4.09,2,0.42,0.0,2,2,6070.0,0,1.665,4.948,35.0,2,4.011,86.378,-0.052,2.8,2.854,5.287,1.694,1.993,2,73.743,2.426,9.007,0.012,2.534,12.237,2.352,2.352,0.935,0,7.185,6.18,6.57,4.522,0,1.396,6.928,1.089,1.905,9.583,1.889,3.57,78.386,9.803,0.654,3.689,3.796,3.454,3.186,5.038,3.248,4.182,4.314,3.902,3.523,6.064,3.584,4.327
5.4,0,0.0,20.593,3.945,25.689,1.7,7.962,0,1.694,3.909,4.141,7,1.662,156.49,4,4,10826.0,0,1.895,5.181,41.5,4,4.134,102.49,1.862,3.111,3.201,9.048,1.913,2.44,5,88.793,2.735,13.222,0.218,2.76,24.722,3.411,3.411,1.181,1,8.049,6.73,7.209,4.878,0,1.447,7.725,1.258,1.64,11.643,3.447,11.882,112.681,8.611,0.688,3.942,4.054,3.68,3.591,5.106,3.559,4.429,4.562,4.098,4.015,5.597,3.953,4.667
5.2,0,0.0,11.234,3.893,11.281,1.537,2.104,0,1.568,3.876,4.091,1,0.407,86.747,2,2,5950.0,0,1.634,4.688,34.5,1,4.085,83.009,1.856,2.898,2.961,4.131,1.676,2.174,0,77.708,2.436,11.437,0.019,2.626,8.106,2.275,2.275,0.964,2,7.785,6.477,6.946,4.109,0,1.395,7.483,1.082,1.965,9.826,3.151,9.931,89.821,10.775,0.808,3.655,3.726,3.572,3.296,4.941,3.293,4.086,4.164,3.998,3.68,5.408,3.655,4.211
5.2,0,0.0,17.621,3.927,23.806,1.533,0.0,0,1.503,3.895,3.996,5,0.304,0.0,2,2,5272.0,0,1.834,4.594,31.0,2,3.904,50.357,0.0,2.736,2.71,5.234,1.852,1.718,0,66.404,2.589,9.489,0.218,2.687,14.565,2.136,2.136,1.181,0,7.007,5.794,6.186,4.421,0,1.425,6.607,0.984,1.565,10.0,1.831,3.351,85.404,7.928,0.5,3.722,3.824,3.332,3.294,4.959,3.288,4.134,4.289,3.611,3.583,5.321,3.564,4.303
5.5,0,0.0,15.488,4.001,13.868,1.705,26.616,0,1.731,3.932,4.118,5,0.9,131.015,3,3,13619.0,1,1.913,5.324,40.75,4,4.129,132.332,1.94,3.449,3.201,11.162,1.902,2.475,3,103.485,2.796,14.275,0.419,3.014,28.551,3.133,3.133,1.322,1,7.844,6.596,7.052,4.927,0,1.382,7.539,1.026,1.721,13.8,3.081,9.489,127.56,9.649,0.636,4.017,4.131,3.844,3.661,5.165,3.612,4.502,4.655,4.23,4.059,5.621,3.977,4.714
5.3,0,2.895,8.92,3.717,10.97,1.128,11.771,1,1.092,3.667,4.089,2,-0.202,30.484,1,1,1078.0,1,1.527,4.222,18.0,3,4.023,79.28,0.0,2.227,1.543,2.891,1.562,0.307,1,47.386,1.578,6.749,0.0,1.707,7.449,-2.559,-2.559,0.306,0,6.466,5.768,6.158,3.576,0,1.452,6.415,0.943,1.578,4.923,3.114,9.696,55.812,11.755,0.733,3.16,3.262,3.133,2.885,4.257,2.843,3.651,3.775,3.593,3.324,4.7,3.258,3.785
4.8,0,2.956,12.649,3.715,20.0,1.328,0.0,1,1.339,3.639,4.101,0,2.312,48.004,4,4,1196.0,1,1.601,4.111,17.75,1,3.986,84.234,1.973,2.464,1.129,3.151,1.633,-0.168,6,41.593,1.869,6.309,0.0,1.964,11.408,-2.0,-2.0,0.881,0,5.735,5.715,6.015,4.163,0,1.448,6.258,0.901,1.432,5.643,1.524,2.322,59.137,6.796,0.667,3.432,3.595,2.914,2.905,4.526,2.879,3.917,4.125,3.253,3.272,4.923,3.221,4.12
5.2,0,0.0,17.853,3.835,29.817,1.341,4.227,0,1.353,3.787,3.95,3,3.026,0.0,5,5,2799.0,1,1.766,4.802,25.5,0,3.843,117.376,0.0,2.769,2.433,4.214,1.755,1.428,3,55.472,2.281,7.414,0.0,2.357,13.348,0.0,0.0,1.03,0,6.094,5.259,5.445,4.335,1,1.315,5.856,1.077,1.613,8.556,1.069,1.144,70.581,7.434,0.632,3.606,3.752,3.15,3.04,4.8,3.05,4.051,4.232,3.426,3.343,5.236,3.324,4.241
5.7,0,0.0,24.808,3.888,41.709,1.468,6.555,0,1.427,3.866,4.082,8,2.596,0.0,5,5,6311.0,1,1.823,5.103,39.0,3,3.988,102.49,0.0,2.995,3.275,7.857,1.84,2.531,3,80.402,2.643,12.445,0.098,2.783,18.848,3.603,3.603,1.13,0,7.909,6.643,7.029,4.877,1,1.458,7.507,0.928,1.773,7.462,3.947,15.581,101.914,9.195,0.621,3.839,3.946,3.566,3.412,5.121,3.424,4.292,4.422,4.009,3.82,5.594,3.82,4.549
5.2,0,3.293,15.139,3.982,20.332,1.76,2.144,1,1.749,3.933,4.138,2,0.936,107.705,3,3,8379.0,1,1.823,5.111,33.25,2,4.027,69.593,1.454,3.028,2.976,8.654,1.803,2.098,3,79.079,2.735,11.369,0.218,2.687,23.841,2.929,2.929,1.181,1,7.802,6.521,7.011,4.885,0,1.458,7.442,0.891,1.532,11.423,2.718,7.386,100.802,7.301,0.552,3.978,4.104,3.533,3.506,5.056,3.491,4.523,4.696,3.906,3.906,5.588,3.87,4.762
5.2,0,0.0,24.991,3.967,38.643,1.595,0.0,0,1.711,3.947,4.08,4,0.953,0.0,3,3,9287.0,1,1.87,5.269,42.75,3,3.995,41.692,0.0,3.053,2.966,9.131,1.881,2.126,6,85.726,2.745,12.502,0.198,2.796,23.486,3.613,3.613,1.128,0,7.857,6.551,6.993,4.927,0,1.465,7.365,1.101,1.673,10.714,3.464,11.998,102.359,8.776,0.581,3.911,3.998,3.6,3.457,5.217,3.481,4.371,4.473,3.979,3.85,5.767,3.865,4.647
6.8,1,3.183,10.605,3.965,17.803,1.613,13.67,1,1.627,3.903,4.124,1,1.822,84.343,4,4,5997.0,1,1.894,5.194,30.25,2,4.013,118.05,1.927,2.984,2.69,6.65,1.913,1.774,4,70.326,2.587,10.0,0.282,2.649,23.317,2.688,2.688,1.179,0,7.373,6.265,6.732,4.885,0,1.435,7.178,0.896,1.439,9.348,2.132,4.545,90.541,7.173,0.615,3.875,4.021,3.42,3.398,4.924,3.379,4.419,4.607,3.778,3.822,5.407,3.766,4.721
5.2,0,0.0,16.552,3.902,20.843,1.847,51.162,0,1.859,3.864,4.157,1,0.27,127.995,2,2,12254.0,1,1.971,5.269,43.0,1,4.006,86.439,0.36,3.066,3.212,8.629,1.967,2.461,2,98.22,2.733,13.151,0.469,2.866,26.118,3.644,3.644,1.414,1,8.36,6.921,7.444,5.062,1,1.406,7.963,0.632,1.76,10.844,4.027,16.213,115.705,8.157,0.629,4.113,4.229,3.743,3.588,5.337,3.61,4.63,4.802,4.132,3.969,5.842,3.984,4.847
5.2,0,0.0,18.446,3.709,26.298,1.574,4.656,0,1.569,3.65,4.062,1,0.445,0.0,2,2,2702.0,0,1.781,4.163,24.25,0,3.954,69.593,1.488,2.885,2.128,4.946,1.752,1.112,2,61.152,2.333,8.077,0.159,2.415,20.585,0.158,0.158,1.078,0,7.169,6.21,6.581,4.55,0,1.315,6.943,1.015,1.681,7.632,3.335,11.125,79.229,7.8,0.55,3.677,3.809,3.274,3.15,4.764,3.133,4.194,4.399,3.618,3.476,5.239,3.441,4.347
5.2,0,0.0,10.767,3.958,8.38,1.428,13.915,0,1.418,3.933,4.14,1,0.321,86.304,2,2,5658.0,1,1.713,4.793,36.75,2,4.04,99.427,1.536,2.842,2.952,6.213,1.755,2.154,0,74.05,2.627,10.584,0.11,2.687,17.267,2.136,2.136,1.141,1,7.969,6.701,7.217,4.383,0,1.429,7.649,1.023,1.583,9.217,3.746,14.033,90.944,9.335,0.808,3.67,3.771,3.49,3.361,4.93,3.331,4.109,4.227,3.878,3.729,5.31,3.688,4.285
6.0,0,2.925,13.355,4.013,19.165,1.63,4.901,1,1.649,3.963,4.129,0,-0.294,103.533,1,1,7623.0,2,1.84,4.834,36.25,3,4.02,71.43,1.897,2.914,2.943,5.579,1.856,2.122,2,79.545,2.735,11.446,0.406,2.722,19.467,2.979,2.979,1.339,2,7.792,6.484,6.981,4.763,0,1.476,7.48,0.883,1.567,9.154,2.892,8.364,102.149,7.873,0.724,3.907,4.036,3.534,3.445,5.078,3.44,4.4,4.579,3.877,3.826,5.488,3.811,4.559
5.2,0,0.0,17.429,3.93,22.051,1.545,0.0,0,1.529,3.873,3.968,0,-0.797,0.0,0,0,5135.0,0,1.911,4.851,26.25,2,3.862,36.695,0.0,2.72,2.5,7.055,1.915,1.5,0,64.426,2.615,8.872,0.218,2.642,21.794,1.484,1.484,1.181,0,5.968,5.056,5.286,4.804,0,1.378,5.584,1.123,1.428,10.143,1.992,3.966,83.131,6.748,0.522,3.819,3.948,3.318,3.342,4.817,3.306,4.355,4.558,3.544,3.68,5.25,3.611,4.546
5.5,0,0.0,11.248,4.071,11.545,1.933,16.243,0,1.926,4.038,4.191,3,0.791,121.495,3,3,14722.0,1,1.984,5.331,45.75,3,4.083,84.54,2.77,3.17,3.305,10.253,1.986,2.689,3,95.495,2.835,15.11,0.363,2.871,26.107,4.429,4.429,1.316,1,8.717,7.119,7.679,5.063,0,1.491,8.237,0.796,1.457,11.594,4.182,17.489,123.98,7.664,0.73,4.13,4.246,3.737,3.737,5.243,3.717,4.636,4.787,4.136,4.145,5.717,4.111,4.912
5.2,0,0.0,2.278,3.848,1.651,1.127,2.104,0,1.148,3.825,4.102,1,-0.28,62.347,1,1,2623.0,0,1.613,4.459,26.5,3,4.11,16.786,1.84,2.687,2.543,4.634,1.632,1.5,0,58.261,2.01,8.535,0.0,2.224,10.327,1.268,1.268,0.908,2,7.377,6.344,6.78,4.115,0,1.453,7.198,0.984,1.65,7.0,2.955,8.734,70.958,9.456,0.8,3.431,3.495,3.263,3.164,4.699,3.119,3.858,3.939,3.661,3.559,5.227,3.483,4.039
5.2,0,0.0,15.053,3.895,17.95,1.835,46.347,0,1.836,3.866,4.161,1,0.276,117.648,2,2,10340.0,1,1.942,5.159,41.0,1,4.014,86.439,0.538,3.007,3.182,8.118,1.95,2.434,2,90.305,2.733,13.003,0.469,2.864,21.578,3.57,3.57,1.409,1,8.31,6.891,7.4,4.922,0,1.436,7.922,0.642,1.72,10.067,3.455,11.935,108.951,8.209,0.667,4.036,4.156,3.673,3.54,5.258,3.555,4.546,4.72,4.09,3.914,5.8,3.93,4.794
6.4,1,3.199,17.467,4.083,23.172,1.758,15.814,1,1.772,4.048,4.169,5,0.853,106.585,3,3,13205.0,1,1.96,5.316,45.25,3,4.088,89.502,3.258,3.265,3.166,8.999,1.955,2.326,5,98.13,2.851,14.296,0.395,2.869,24.897,3.993,3.993,1.343,1,8.464,7.054,7.59,5.06,0,1.497,8.077,0.91,1.585,9.969,2.948,8.69,120.843,8.163,0.568,4.095,4.211,3.751,3.669,5.228,3.673,4.629,4.784,4.152,4.099,5.769,4.083,4.876
5.2,1,3.264,10.219,4.013,8.602,1.805,28.875,1,1.809,3.987,4.129,3,0.872,118.922,3,3,10329.0,1,1.898,5.257,37.5,4,4.047,66.468,2.296,2.964,3.045,8.717,1.899,2.235,4,82.137,2.735,11.155,0.218,2.726,23.148,2.748,2.748,1.181,1,6.894,6.254,6.603,4.894,0,1.431,6.904,1.011,1.527,12.407,3.785,14.325,103.791,7.69,0.733,3.955,4.071,3.55,3.542,5.107,3.525,4.45,4.597,3.886,3.925,5.568,3.888,4.713
5.2,0,0.0,15.462,4.062,11.488,1.774,32.677,0,1.748,4.009,4.163,1,-0.283,104.558,1,1,10709.0,2,1.88,5.134,38.25,1,4.005,69.838,0.547,3.049,3.065,7.508,1.874,2.273,1,91.556,2.645,12.753,0.441,2.755,23.62,4.411,4.411,1.34,1,8.34,6.911,7.408,5.003,0,1.472,7.922,0.611,1.72,10.0,3.881,15.064,108.614,8.209,0.618,4.055,4.174,3.704,3.57,5.237,3.582,4.604,4.773,4.138,3.997,5.754,4.003,4.857
5.2,0,0.0,19.644,3.925,26.508,1.768,11.771,0,1.76,3.897,4.08,0,-0.382,0.0,1,1,10203.0,1,1.876,5.254,42.5,4,4.006,19.91,0.0,3.055,3.174,11.232,1.885,2.363,2,90.62,2.799,13.047,0.234,2.932,25.591,3.488,3.488,1.181,0,7.938,6.565,7.056,5.034,0,1.469,7.499,0.953,1.514,9.8,3.912,15.3,113.514,8.009,0.545,4.018,4.109,3.643,3.606,5.23,3.599,4.506,4.64,4.011,3.98,5.719,3.964,4.738
5.7,0,0.0,13.404,3.859,12.222,1.429,3.559,0,1.376,3.809,4.107,2,1.306,62.064,3,3,2577.0,1,1.56,4.313,20.75,1,4.061,84.908,1.637,2.866,2.309,9.09,1.594,1.265,3,68.276,1.92,9.159,0.0,2.147,41.961,-0.346,-0.346,0.945,0,6.559,5.993,6.333,4.532,0,1.377,6.641,0.756,1.782,7.111,1.48,2.189,78.385,11.225,0.5,3.604,3.737,3.521,3.166,4.698,3.11,4.16,4.339,4.037,3.601,5.2,3.518,4.463
6.7,1,3.186,5.392,3.853,5.814,1.617,16.586,1,1.626,3.817,4.125,2,-0.32,73.196,1,1,3591.0,1,1.868,4.703,27.5,3,4.017,50.357,1.764,2.76,2.5,5.69,1.849,1.5,2,61.66,2.497,8.163,0.193,2.538,16.986,1.963,1.963,1.117,0,7.339,6.274,6.725,4.547,0,1.396,7.15,0.913,1.473,8.35,3.774,14.243,79.58,7.226,0.727,3.708,3.83,3.262,3.258,4.782,3.234,4.221,4.397,3.565,3.619,5.241,3.567,4.4
5.2,0,0.0,12.324,3.915,12.223,1.684,0.0,0,1.67,3.875,4.139,2,-0.385,56.05,1,1,4000.0,0,1.793,4.616,26.0,3,4.077,16.786,1.563,2.772,2.691,8.481,1.751,1.698,1,63.087,2.641,9.379,0.176,2.583,22.352,2.067,2.067,1.062,0,7.749,6.536,7.03,4.811,0,1.521,7.435,0.969,1.391,7.048,4.551,20.715,80.928,7.352,0.458,3.745,3.846,3.313,3.382,4.802,3.345,4.31,4.462,3.712,3.83,5.415,3.763,4.575
5.2,0,2.475,2.167,3.429,0.907,0.952,0.0,1,0.923,3.372,4.062,0,0.057,33.246,1,1,603.0,1,0.96,2.95,15.0,0,3.946,49.867,1.443,1.751,0.861,1.067,0.959,-0.744,0,39.384,0.488,5.619,0.0,0.744,3.807,-3.801,-3.801,0.0,0,4.64,5.572,5.774,2.62,0,1.342,5.954,1.364,1.877,4.273,2.719,7.39,43.99,13.43,0.833,2.863,2.954,2.903,2.526,4.176,2.532,3.27,3.366,3.321,2.896,4.625,2.887,3.327
5.2,0,0.0,10.237,3.951,9.091,1.752,0.0,0,1.744,3.923,4.013,5,0.213,0.0,2,2,8690.0,0,1.859,4.87,35.25,4,3.95,34.796,0.0,3.094,2.829,9.164,1.863,1.898,2,81.281,2.735,11.33,0.218,2.687,23.891,2.275,2.275,1.181,0,6.672,5.827,6.194,4.879,0,1.405,6.405,1.057,1.56,12.192,3.464,12.001,102.649,8.153,0.643,3.89,3.994,3.524,3.512,5.058,3.479,4.371,4.512,3.856,3.886,5.512,3.823,4.658
6.1,1,3.073,10.775,3.954,13.651,1.63,41.691,1,1.644,3.934,4.138,3,0.251,101.964,2,2,8090.0,1,1.928,4.875,38.75,4,4.043,51.582,1.446,2.913,3.212,6.429,1.938,2.481,4,79.412,2.73,10.353,0.186,2.687,15.649,2.731,2.731,1.118,0,7.684,6.505,6.951,4.609,0,1.452,7.412,1.001,1.662,10.192,3.746,14.036,93.764,8.958,0.759,3.801,3.901,3.515,3.418,5.089,3.429,4.262,4.379,3.891,3.793,5.594,3.794,4.513
5.2,0,0.0,13.524,3.647,18.742,1.379,0.746,0,1.345,3.624,4.071,2,0.538,71.492,2,2,2328.0,0,1.61,4.254,23.75,1,4.05,36.111,1.846,2.727,2.522,5.216,1.662,1.395,1,58.842,2.003,8.631,0.0,2.287,14.153,-0.633,-0.633,0.783,1,6.343,5.982,6.352,4.386,0,1.454,6.63,0.94,1.906,6.5,1.075,1.156,69.577,9.149,0.526,3.499,3.594,3.286,3.027,4.788,3.022,3.954,4.107,3.635,3.393,5.342,3.367,4.09
5.2,0,3.076,13.796,3.98,13.159,1.589,17.104,1,1.621,3.942,4.141,3,1.736,99.627,4,4,7305.0,1,1.9,5.232,31.75,3,4.033,84.479,1.121,2.933,2.912,8.367,1.898,2.007,5,75.835,2.733,10.567,0.206,2.784,24.941,2.888,2.888,1.286,1,7.796,6.549,7.038,4.921,0,1.478,7.451,1.015,1.609,10.12,2.701,7.296,93.722,7.691,0.571,3.9,4.028,3.488,3.46,5.033,3.447,4.436,4.6,3.874,3.884,5.581,3.846,4.734
