pXC50,O.059,nROR,SpDiam_EA.ed.,ATS6s,Eig01_AEA.ed.,SpMax_AEA.ed.,nBnz,Mi,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,SpDiam_EA.bo.,Chi1_EA.bo.,ATS8m,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_betaS,SpMin6_Bh.i.,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.bo.,Eig14_AEA.ri.,CATS2D_02_AA,Chi0_EA.ri.,SpMaxA_EA.ri.,SpMin5_Bh.m.,SpMin6_Bh.e.,Eig15_AEA.ri.,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,C.,X1Per,IDM,X1Kup,CID,X1,SpMin6_Bh.p.,IVDM,Psi_i_0,Eig15_EA,SM09_AEA.dm.,RDSQ,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig15_EA.bo.,SpMaxA_AEA.ed.,S0K,HDcpx,X1Mad,MPC01,MWC01,nBO,SRW02,SM15_EA.ed.,SM14_EA.ed.,Eig14_AEA.ed.,BID,SpMaxA_AEA.bo.,nN.C.N.,SpMaxA_AEA.ri.,P_VSA_MR_5,ATS7m,GMTI,ATSC7m,SM13_EA.ed.,CATS2D_06_LL,LPRS,Psi_i_1,MPC07,Xu,IDDM,Eig06_EA.ri.,nSK,MPC08,P_VSA_e_3,Eig09_EA.ed.,SM04_AEA.ri.,ATS7v,Psi_e_0,SMTI,nRNHR,Eig11_EA.ed.,SM06_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,Eig11_AEA.ri.,SpAD_EA.ri.,SpDiam_AEA.ri.,X0,VvdwZAZ,CATS2D_05_LL,ATS7p,SpMin5_Bh.e.,X0sol,Psi_e_1,GGI10,GGI6,SpMax7_Bh.p.,N.067,Eig11_AEA.bo.,ATSC8s,C.027,SpMaxA_EA.bo.,CATS2D_08_AA,Eig11_AEA.ed.,IC4,S1K,SpMax7_Bh.v.,MWC10,N.074,ON0,MW,ATSC6i,TWC,ATS6v,Eig06_EA.ed.,SM15_AEA.dm.,Eig11_EA.bo.,IC5,piPC06,Eig01_AEA.dm.,SpMax_AEA.dm.,SpMin3_Bh.s.,D.Dtr06,TIC3,Eig09_AEA.dm.,SpDiam_AEA.dm.
9.0,0,0,18.608,5.847,6.894,6.894,1,1.136,11.487,11.487,11.487,3.281,3.281,5.281,3.281,7.357,10.785,3.753,4.248,4.248,17.25,1.101,17.162,17.162,17.162,17.162,17.162,15.268,0.504,1,17.676,0.113,1.482,1.182,0.388,4.357,4.357,4.357,37.0,6.514,8.135,8.064,3.981,12.401,1.455,4.601,17.908,-0.578,-0.578,222.546,13.793,13.793,13.793,13.793,13.793,-0.672,0.246,122.211,1.699,11.529,3.367,3.367,28,4.043,36.777,34.358,2.436,3.305,0.166,1,0.152,117.343,3.962,6753.0,24.577,31.932,4,124.937,14.175,4.844,24.555,4.668,1.648,26,4.949,104.144,3.028,3.028,3.769,9.566,6806.0,0,0.867,0.867,4.011,4.011,1.375,39.672,5.32,18.845,324.75,5,3.835,1.317,19.345,4.009,0.11,0.848,2.779,0,1.621,53.639,0,0.156,0,2.929,5.083,18.668,2.787,12.111,1,14.333,372.5,1.305,12.624,3.839,4.95,4.95,0.505,5.083,6.211,3.74,3.74,0.912,145.626,233.819,1.568,5.74
8.398,0,0,18.61,5.877,6.894,6.894,1,1.121,11.488,11.488,11.488,3.282,3.282,5.282,3.282,7.359,11.706,3.96,4.249,4.249,18.0,1.324,18.817,18.817,18.817,18.817,18.817,16.546,0.846,1,19.329,0.102,1.726,1.343,0.621,4.359,4.359,4.359,42.0,7.343,8.351,9.202,4.067,13.474,1.477,4.723,19.888,-0.341,-0.341,255.802,15.264,15.264,15.264,15.264,15.264,-0.413,0.222,134.606,1.718,12.481,3.466,3.466,31,4.143,36.818,34.405,2.695,3.376,0.15,1,0.137,75.26,4.022,8869.0,27.549,31.985,8,137.926,16.291,5.004,26.164,4.777,1.951,28,5.17,53.236,3.629,3.629,3.946,10.361,8562.0,0,2.562,2.562,4.104,4.104,2.037,44.68,5.333,19.836,346.05,9,4.04,1.5,20.19,4.406,0.172,0.691,2.921,0,2.447,39.381,0,0.141,0,3.444,5.183,19.037,2.908,12.267,1,14.667,394.54,1.47,12.78,3.979,6.04,6.04,1.442,5.183,6.462,3.708,3.708,0.919,153.741,259.173,1.576,5.708
8.398,0,0,18.743,6.014,6.912,6.912,1,1.137,11.586,11.586,11.586,3.291,3.291,5.291,3.291,7.445,11.404,3.987,4.257,4.257,18.25,1.21,18.273,18.273,18.273,18.273,18.273,16.261,0.789,2,18.735,0.106,1.607,1.287,0.517,4.445,4.445,4.445,35.3,7.112,8.354,8.96,4.049,13.23,1.533,4.694,19.436,-0.457,-0.457,247.878,14.735,14.735,14.735,14.735,14.735,-0.558,0.23,132.606,1.719,11.828,3.434,3.434,30,4.111,37.011,34.595,2.681,3.375,0.155,1,0.142,77.366,4.096,8119.0,32.205,32.175,5,138.025,15.737,4.942,26.119,4.776,1.928,28,5.056,69.641,3.063,3.063,3.91,10.566,8217.0,0,0.933,0.933,4.363,4.363,1.408,42.95,5.33,20.474,351.27,6,3.987,1.577,20.724,4.677,0.212,1.051,2.794,0,1.639,77.964,0,0.148,0,3.152,5.143,20.525,2.81,12.211,1,15.75,405.53,1.452,12.721,3.978,6.258,6.258,0.528,5.143,6.303,4.311,4.311,1.039,160.073,262.274,1.617,6.311
10.0,0,0,18.744,6.061,6.912,6.912,1,1.139,11.587,11.587,11.587,3.291,3.291,5.291,3.291,7.367,10.559,3.719,4.257,4.257,17.25,1.123,17.378,17.378,17.378,17.378,17.378,15.439,0.609,2,17.787,0.114,1.537,1.16,0.413,4.367,4.367,4.367,37.8,6.658,8.141,8.187,3.981,12.456,1.513,4.601,17.759,-0.542,-0.542,224.861,13.698,13.698,13.698,13.698,13.698,-0.667,0.247,120.211,1.699,11.723,3.367,3.367,28,4.043,36.901,34.474,2.449,3.305,0.166,1,0.152,77.366,3.826,6589.0,25.24,32.041,5,124.447,14.14,4.86,24.431,4.67,1.659,26,4.97,58.906,2.821,2.821,3.752,9.631,6662.0,0,0.688,0.688,4.115,4.115,1.369,40.328,5.33,18.845,312.82,6,3.788,1.312,18.845,4.131,0.053,0.727,2.772,0,1.576,120.45,0,0.156,5,3.031,4.997,18.239,2.781,12.157,1,14.333,357.41,1.205,12.668,3.826,4.949,4.949,0.447,4.997,6.349,3.784,3.784,1.034,144.103,224.869,1.584,5.784
8.824,0,0,18.608,5.957,6.894,6.894,1,1.125,11.487,11.487,11.487,3.281,3.281,5.281,3.281,7.357,12.483,4.017,4.248,4.248,19.75,1.38,20.231,20.231,20.231,20.231,20.231,17.831,1.36,1,20.772,0.096,1.67,1.386,0.851,4.357,4.357,4.357,41.2,7.592,8.543,9.457,4.132,14.474,1.491,4.828,20.899,-0.12,-0.12,275.36,16.254,16.254,16.254,16.254,16.254,-0.142,0.209,147.207,1.735,13.371,3.526,3.526,33,4.205,36.789,34.374,2.925,3.441,0.141,1,0.129,84.446,4.081,11115.0,26.041,31.953,10,152.455,16.918,4.963,27.991,4.876,1.95,30,5.118,71.247,3.728,3.728,3.977,11.113,10684.0,0,2.601,2.601,4.014,4.014,2.037,47.12,5.329,21.25,363.2,9,4.051,1.497,21.604,4.766,0.21,0.837,2.987,0,2.479,56.221,0,0.132,0,3.455,5.314,20.604,3.0,12.248,1,15.667,423.54,1.492,12.765,4.014,6.385,6.385,1.477,5.314,6.333,3.708,3.708,0.913,173.082,271.029,1.731,5.708
7.194,0,0,18.146,5.622,6.737,6.737,1,1.133,10.996,10.996,10.996,3.213,3.213,5.213,3.213,7.614,8.937,3.03,4.168,4.168,14.25,0.932,15.223,15.223,15.223,15.223,15.223,13.36,0.263,1,15.647,0.128,1.495,0.974,-0.028,4.614,4.614,4.614,40.0,5.956,7.643,7.294,3.829,10.741,1.156,4.392,15.422,-1.0,-1.0,176.056,11.795,11.795,11.795,11.795,11.795,-1.261,0.281,98.107,1.651,10.28,3.219,3.219,24,3.892,36.181,33.809,2.0,3.148,0.194,0,0.174,48.263,3.42,4385.0,18.987,31.425,3,99.233,12.307,4.605,21.205,4.429,1.432,22,4.691,66.897,1.737,1.737,3.461,8.109,4383.0,0,-0.157,-0.157,3.941,3.941,0.872,33.597,5.24,15.527,258.68,3,3.542,1.267,15.527,3.392,0.029,0.569,2.713,0,1.201,37.443,0,0.192,0,2.711,4.934,14.793,2.705,11.904,0,11.333,298.38,1.022,12.422,3.616,3.603,3.603,-0.097,4.934,6.431,3.297,3.297,0.926,116.055,195.367,1.0,5.297
5.301,0,0,19.116,6.066,7.138,7.138,1,1.174,11.855,11.855,11.855,3.37,3.37,5.37,3.37,7.617,9.361,3.325,4.245,4.245,16.25,0.854,15.066,15.066,15.066,15.066,15.066,13.178,0.154,3,15.705,0.121,1.22,0.911,-0.112,4.617,4.617,4.617,41.2,5.215,7.77,6.412,3.863,10.897,1.134,4.418,15.087,-1.0,-1.0,189.154,12.272,12.272,12.272,12.272,12.272,-1.0,0.286,99.287,1.663,10.141,3.258,3.258,25,3.932,37.311,34.863,2.0,3.189,0.187,0,0.17,24.242,3.326,4932.0,18.145,32.411,0,105.545,12.15,4.635,22.044,4.497,1.399,23,4.7,70.266,2.571,2.571,3.201,9.082,4930.0,0,0.237,0.237,3.785,3.785,1.036,34.687,5.32,16.613,241.78,0,3.154,1.108,13.242,4.515,0.049,0.518,2.586,0,1.384,58.997,0,0.185,0,2.833,4.749,15.541,2.61,12.002,0,12.583,325.3,1.502,12.518,3.489,4.507,4.507,0.133,4.749,6.374,4.461,4.461,0.732,126.922,159.464,1.131,6.461
6.0,0,0,18.119,5.47,6.733,6.733,1,1.132,10.974,10.974,10.974,3.21,3.21,5.21,3.21,7.614,7.95,2.577,4.166,4.166,13.0,0.839,13.646,13.646,13.646,13.646,13.646,11.731,-0.034,1,13.893,0.139,1.171,0.883,-0.377,4.614,4.614,4.614,41.2,5.187,7.363,6.336,3.737,9.703,1.135,4.248,13.772,-1.284,-1.284,155.476,10.819,10.819,10.819,10.819,10.819,-1.705,0.306,86.439,1.623,9.322,3.135,3.135,22,3.807,36.094,33.723,2.0,3.059,0.211,0,0.189,34.846,3.187,3415.0,12.579,31.34,2,86.662,11.195,4.5,19.43,4.293,1.377,20,4.564,66.897,1.599,1.599,3.178,7.366,3394.0,0,-0.588,-0.588,3.922,3.922,0.637,31.431,5.237,14.113,224.08,1,3.234,0.977,14.113,3.175,0.012,0.468,2.431,0,1.032,42.534,0,0.21,0,2.569,4.83,12.881,2.437,11.838,0,10.333,270.32,0.729,12.356,3.343,3.293,3.293,-0.335,4.83,6.385,3.288,3.288,0.813,102.342,162.219,0.903,5.288
6.444,0,0,19.188,5.74,6.897,6.897,2,1.127,11.576,11.576,11.576,3.264,3.264,5.264,3.264,7.637,11.299,3.543,4.221,4.221,19.0,1.093,18.903,18.903,18.903,18.903,18.903,16.899,1.132,2,19.731,0.104,1.567,1.166,0.677,4.637,4.637,4.637,41.3,6.521,8.212,8.064,4.04,13.245,1.505,4.694,18.721,-0.241,-0.241,238.086,14.617,14.617,14.617,14.617,14.617,-0.296,0.23,128.382,1.702,12.347,3.434,3.434,30,4.111,36.796,34.369,2.548,3.34,0.156,0,0.141,19.519,3.59,8807.0,27.149,31.932,3,132.973,14.813,4.804,25.729,4.728,1.567,27,4.875,51.582,2.517,2.517,3.674,9.905,8354.0,0,1.791,1.791,3.925,3.925,1.702,41.416,5.299,18.803,310.95,3,3.768,1.198,18.803,4.126,0.142,0.399,2.854,0,1.986,31.574,0,0.155,1,3.314,4.816,17.947,2.859,12.139,0,13.5,369.41,1.244,12.661,3.793,5.043,5.043,0.908,5.127,6.508,3.473,3.473,0.671,196.763,214.8,1.719,5.473
5.444,0,0,17.975,5.612,6.673,6.673,2,1.114,10.725,10.725,10.725,3.177,3.177,5.177,3.177,7.18,10.847,3.451,4.15,4.15,17.0,1.079,17.273,17.273,17.273,17.273,17.273,15.627,0.679,3,18.006,0.11,1.478,1.14,0.487,4.18,4.18,4.18,43.9,6.036,7.977,7.632,3.966,12.19,1.384,4.579,17.491,-0.453,-0.453,214.823,13.686,13.686,13.686,13.686,13.686,-0.554,0.238,116.096,1.679,11.065,3.367,3.367,28,4.043,35.748,33.41,2.522,3.267,0.161,1,0.148,28.666,3.557,7309.0,21.456,31.056,4,119.944,14.275,4.779,24.13,4.616,1.696,25,4.905,19.91,2.462,2.462,3.483,9.235,6896.0,0,1.234,1.234,3.926,3.926,1.487,39.496,5.224,17.389,303.27,3,3.56,1.177,17.742,3.958,0.091,0.551,2.801,0,1.92,37.607,0,0.149,2,3.141,5.028,16.455,2.811,12.056,1,12.5,356.43,0.995,12.58,3.6,5.234,5.234,0.706,5.028,6.176,4.366,4.366,0.714,180.945,204.15,1.991,6.366
5.125,0,0,17.126,5.579,6.54,6.54,2,1.119,10.337,10.337,10.337,3.085,3.085,5.085,3.085,7.473,10.019,3.35,4.062,4.062,16.5,0.955,16.447,16.447,16.447,16.447,16.447,14.32,0.41,2,16.781,0.112,1.393,0.991,0.314,4.473,4.473,4.473,45.9,5.807,7.86,7.161,3.93,11.704,1.267,4.532,16.422,-0.664,-0.664,198.799,13.337,13.337,13.337,13.337,13.337,-0.907,0.242,110.039,1.668,11.112,3.332,3.332,27,4.007,35.228,32.922,2.406,3.229,0.168,0,0.15,19.519,3.422,6858.0,11.742,30.604,5,114.158,13.441,4.585,23.431,4.561,1.439,24,4.654,51.582,2.558,2.558,3.38,8.823,6403.0,0,1.492,1.492,3.924,3.924,1.577,39.165,5.138,16.518,264.92,3,3.404,1.145,16.518,3.833,0.095,0.321,2.709,0,1.896,45.094,0,0.166,1,3.182,5.101,14.876,2.74,11.882,0,11.667,323.33,0.811,12.417,3.412,4.214,4.214,0.774,5.101,6.354,3.582,3.582,0.67,170.985,186.75,1.402,5.582
5.569,1,1,17.273,5.734,6.568,6.568,2,1.126,10.416,10.416,10.416,3.113,3.113,5.113,3.113,7.475,13.04,3.783,4.093,4.093,20.5,1.103,20.223,20.223,20.223,20.223,20.223,18.172,1.561,3,20.8,0.092,1.513,1.153,1.289,4.475,4.475,4.475,42.9,7.506,8.409,9.319,4.124,14.276,1.441,4.82,20.521,0.358,0.358,262.312,16.314,16.314,16.314,16.314,16.314,0.427,0.199,134.881,1.719,13.518,3.526,3.526,33,4.205,35.497,33.193,3.179,3.408,0.138,0,0.124,36.039,3.817,12138.0,21.842,30.874,5,147.832,17.034,4.852,27.685,4.83,1.899,29,4.977,54.706,3.235,3.235,3.802,10.735,11031.0,0,2.371,2.371,3.924,3.924,1.992,47.278,5.196,19.631,332.76,3,3.858,1.21,19.631,4.646,0.1,0.522,2.93,0,2.216,40.274,0,0.136,1,3.433,5.125,18.311,2.91,12.087,0,13.5,392.45,1.234,12.622,3.82,6.044,6.044,1.193,5.125,6.426,3.697,3.697,1.124,305.896,249.121,1.844,5.697
7.509,0,0,17.084,5.197,6.527,6.527,2,1.114,10.297,10.297,10.297,3.066,3.066,5.066,3.066,7.463,9.678,3.405,4.034,4.034,15.5,1.028,16.11,16.11,16.11,16.11,16.11,14.127,0.371,2,16.727,0.114,1.437,1.102,0.306,4.463,4.463,4.463,44.7,5.738,7.734,7.233,3.893,11.331,1.345,4.483,16.307,-0.665,-0.665,186.973,12.797,12.797,12.797,12.797,12.797,-0.907,0.251,104.042,1.655,10.364,3.296,3.296,26,3.97,35.162,32.857,2.377,3.188,0.174,0,0.155,19.519,3.396,6211.0,16.165,30.538,4,107.766,13.327,4.511,22.603,4.5,1.439,23,4.595,51.582,2.364,2.364,3.398,8.452,5763.0,0,0.983,0.983,3.924,3.924,1.353,36.409,5.11,15.648,268.49,3,3.5,1.156,16.002,3.566,0.071,0.258,2.785,0,1.688,14.972,0,0.172,1,2.996,5.018,14.608,2.775,11.82,0,10.833,325.42,0.873,12.357,3.433,4.213,4.213,0.568,5.018,6.249,4.329,4.329,0.7,161.215,188.666,1.469,6.329
5.959,0,0,17.085,5.124,6.518,6.518,2,1.116,10.25,10.25,10.25,3.057,3.057,5.057,3.057,7.458,9.255,3.277,4.023,4.023,15.25,0.894,15.24,15.24,15.24,15.24,15.24,13.204,0.288,2,15.704,0.118,1.374,0.938,0.092,4.458,4.458,4.458,47.1,5.411,7.596,6.732,3.851,10.793,1.091,4.418,15.354,-0.874,-0.874,176.198,12.369,12.369,12.369,12.369,12.369,-1.181,0.261,96.107,1.641,10.034,3.258,3.258,25,3.932,35.105,32.805,2.273,3.147,0.181,0,0.161,19.519,3.286,5620.0,11.413,30.49,5,101.499,12.614,4.431,21.774,4.437,1.439,22,4.533,51.582,2.33,2.33,3.229,8.062,5179.0,0,0.89,0.89,3.924,3.924,1.292,35.084,5.099,14.941,247.89,3,3.298,1.138,15.441,3.448,0.049,0.278,2.609,0,1.585,16.163,0,0.178,1,2.989,4.97,13.612,2.602,11.78,0,10.333,313.76,0.661,12.318,3.269,4.214,4.214,0.432,4.97,6.205,3.316,3.316,0.664,151.608,166.974,1.153,5.316
6.137,0,0,18.805,5.546,6.898,6.898,2,1.125,11.57,11.57,11.57,3.225,3.225,5.225,3.225,7.605,10.479,3.48,4.187,4.187,17.5,1.097,17.533,17.533,17.533,17.533,17.533,15.529,0.666,2,18.198,0.111,1.511,1.152,0.411,4.605,4.605,4.605,42.9,6.133,7.99,7.577,3.969,12.296,1.483,4.592,17.412,-0.532,-0.532,213.346,13.701,13.701,13.701,13.701,13.701,-0.644,0.246,116.096,1.681,11.545,3.367,3.367,28,4.043,36.764,34.329,2.467,3.267,0.166,0,0.15,19.519,3.482,7301.0,20.89,31.888,2,119.807,13.921,4.644,24.089,4.62,1.494,25,4.736,51.582,2.491,2.491,3.538,9.171,6861.0,0,1.397,1.397,3.924,3.924,1.607,39.027,5.264,17.225,284.86,2,3.619,1.189,17.225,3.842,0.103,0.38,2.835,0,1.926,22.595,0,0.164,1,3.141,4.928,16.087,2.836,12.013,0,12.167,339.38,1.105,12.539,3.627,4.449,4.449,0.826,5.071,6.363,3.396,3.396,0.669,177.347,200.968,1.365,5.396
7.252,1,1,20.512,6.349,7.199,7.199,2,1.125,12.719,12.719,12.719,3.445,3.445,5.445,3.445,7.593,17.423,4.32,4.414,4.414,25.75,1.203,25.085,25.085,25.085,25.085,25.085,23.017,2.009,3,25.699,0.079,1.714,1.264,1.952,4.593,4.593,4.593,42.2,9.836,9.074,12.327,4.348,17.67,1.519,5.124,26.115,1.0,1.0,396.24,20.786,20.786,20.786,20.786,20.786,1.06,0.171,182.117,1.782,16.799,3.761,3.761,42,4.443,38.244,35.725,3.584,3.617,0.112,0,0.105,55.057,4.458,19506.0,44.196,33.202,8,191.507,23.017,5.737,32.233,5.134,2.213,36,6.006,26.158,5.234,5.234,4.425,13.511,17425.0,0,3.421,3.421,3.96,3.96,2.405,62.146,5.517,24.225,420.63,8,4.468,1.516,24.225,6.14,0.134,1.336,3.102,0,2.849,119.637,0,0.109,4,4.236,5.531,22.457,3.104,12.775,0,16.667,488.59,2.219,13.269,4.449,6.957,6.957,1.987,5.531,6.73,4.058,4.058,1.145,355.624,350.0,2.139,6.058
9.046,0,0,21.706,6.639,7.671,7.671,2,1.132,13.645,13.645,13.645,3.528,3.528,5.528,3.528,7.863,19.626,4.803,4.453,4.453,31.25,1.492,30.891,30.891,30.891,30.891,30.891,27.514,2.31,4,31.932,0.064,1.875,1.539,2.116,4.863,4.863,4.863,38.3,11.747,9.77,14.717,4.559,22.099,1.733,5.436,32.372,1.171,1.171,516.917,25.045,25.045,25.045,25.045,25.045,1.563,0.15,250.084,1.838,19.977,3.951,3.951,51,4.635,39.332,36.742,4.06,3.854,0.097,0,0.087,59.017,4.749,36607.0,49.878,34.152,8,268.108,27.085,5.602,39.772,5.488,2.523,46,5.79,106.336,6.19,6.19,4.599,17.396,34594.0,0,5.148,5.148,4.767,4.767,2.703,72.645,5.54,32.587,550.19,10,4.643,1.619,33.337,7.866,0.518,1.559,3.358,0,3.137,152.098,1,0.095,3,4.876,5.833,32.535,3.335,12.815,0,24.083,667.26,2.547,13.323,4.575,8.37,8.37,2.339,5.833,7.285,4.727,4.727,1.182,494.66,470.508,2.4,6.727
4.699,0,0,18.982,6.221,6.852,6.852,3,1.123,11.445,11.445,11.445,3.265,3.265,5.265,3.265,7.618,12.29,4.159,4.258,4.258,19.5,1.136,21.47,21.47,21.47,21.47,21.47,19.485,1.186,0,22.364,0.098,1.59,1.199,1.175,4.618,4.618,4.618,40.7,7.622,8.658,9.494,4.152,15.04,1.523,4.858,21.53,0.327,0.327,288.809,15.815,15.815,15.815,15.815,15.815,0.352,0.208,145.58,1.746,14.115,3.526,3.526,33,4.205,36.774,34.37,2.79,3.473,0.142,0,0.129,2.535,4.171,10261.0,45.861,31.954,4,157.394,16.834,5.056,28.267,4.926,1.963,31,5.209,0.0,2.561,2.561,4.193,11.437,10418.0,0,1.606,1.606,4.103,4.103,1.649,44.949,5.258,22.543,394.39,8,4.286,1.227,22.543,4.682,0.206,0.972,2.967,0,1.908,85.135,0,0.14,0,3.523,4.449,23.315,2.978,12.298,0,17.167,428.52,1.905,12.811,4.282,6.204,6.204,0.834,4.768,6.735,3.46,3.46,0.894,257.954,244.863,1.96,5.46
7.62,0,0,21.639,6.532,7.669,7.669,1,1.142,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,18.184,4.56,4.445,4.445,27.5,1.502,26.056,26.056,26.056,26.056,26.056,24.413,1.967,7,26.889,0.075,1.837,1.576,1.809,4.77,4.77,4.77,33.3,10.895,9.364,13.627,4.402,18.933,1.791,5.21,28.611,0.872,0.872,410.472,21.115,21.115,21.115,21.115,21.115,1.0,0.178,202.877,1.805,17.159,3.784,3.784,43,4.466,39.302,36.712,3.673,3.718,0.115,0,0.103,86.556,4.537,23236.0,64.396,34.12,3,223.808,23.646,5.366,35.565,5.285,2.289,40,5.517,47.587,5.046,5.046,4.486,15.289,22944.0,0,3.925,3.925,4.259,4.259,2.418,61.919,5.525,29.19,525.4,4,4.602,1.601,29.44,6.833,0.412,1.518,3.309,0,2.695,138.679,0,0.111,6,4.296,5.395,30.63,3.297,12.624,0,22.417,575.82,2.518,13.13,4.519,7.174,7.174,1.672,5.395,6.56,4.726,4.726,1.183,403.365,424.999,2.343,6.726
6.796,0,0,21.638,6.464,7.669,7.669,1,1.138,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,17.701,4.486,4.445,4.445,26.25,1.356,25.349,25.349,25.349,25.349,25.349,23.706,1.967,7,26.144,0.077,1.782,1.408,1.965,4.77,4.77,4.77,35.1,10.576,9.231,13.245,4.367,18.201,1.646,5.156,27.416,1.0,1.0,398.401,20.632,20.632,20.632,20.632,20.632,1.0,0.183,189.421,1.794,16.525,3.761,3.761,42,4.443,39.303,36.712,3.529,3.668,0.118,0,0.106,71.708,4.529,20741.0,53.3,34.121,1,207.435,23.515,5.384,33.836,5.217,2.222,38,5.557,44.463,5.714,5.714,4.452,14.564,19720.0,0,3.212,3.212,4.259,4.259,2.313,60.904,5.521,27.026,484.74,2,4.516,1.483,27.276,6.696,0.297,1.377,3.179,0,2.583,115.293,0,0.114,4,4.071,5.368,27.288,3.174,12.639,0,20.083,544.75,2.287,13.145,4.441,6.743,6.743,1.591,5.368,6.565,4.726,4.726,1.15,477.678,391.725,2.235,6.726
6.886,0,0,21.638,6.42,7.669,7.669,1,1.14,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,16.667,4.481,4.444,4.444,25.25,1.373,24.617,24.617,24.617,24.617,24.617,22.974,1.965,8,25.421,0.081,1.783,1.446,1.808,4.77,4.77,4.77,34.2,10.203,9.148,12.727,4.329,17.683,1.675,5.109,26.441,0.865,0.865,371.609,19.598,19.598,19.598,19.598,19.598,1.0,0.192,186.75,1.787,16.003,3.714,3.714,40,4.394,39.3,36.709,3.414,3.642,0.123,0,0.111,72.914,4.464,18537.0,50.263,34.117,1,201.117,21.971,5.288,33.228,5.174,2.215,37,5.438,44.463,3.84,3.84,4.369,14.158,18225.0,0,3.011,3.011,4.259,4.259,2.206,56.913,5.521,26.742,479.8,2,4.429,1.484,26.992,6.382,0.268,1.301,3.23,0,2.566,103.461,0,0.119,4,4.026,5.464,27.741,3.214,12.569,0,20.25,532.74,2.154,13.075,4.364,6.742,6.742,1.576,5.464,6.538,4.726,4.726,1.15,359.281,394.838,1.881,6.726
4.745,0,0,17.415,5.043,6.561,6.561,1,1.122,10.441,10.441,10.441,3.118,3.118,5.118,3.118,7.451,7.167,2.236,4.071,4.071,12.0,0.802,12.646,12.646,12.646,12.646,12.646,10.821,-0.065,0,13.026,0.149,1.14,0.856,-0.441,4.451,4.451,4.451,45.2,4.747,7.047,5.83,3.645,8.881,1.068,4.128,12.668,-1.414,-1.414,131.451,9.885,9.885,9.885,9.885,9.885,-1.976,0.328,75.059,1.59,8.546,3.045,3.045,20,3.714,35.285,32.961,1.586,2.962,0.227,0,0.204,45.438,2.818,2721.0,12.55,30.623,4,75.123,10.101,4.263,17.793,4.142,1.374,18,4.317,50.357,0.86,0.86,3.0,6.6,2665.0,0,-1.491,-1.491,3.853,3.853,0.293,27.958,5.112,12.372,204.29,4,3.134,0.948,12.372,2.736,0.0,0.194,2.573,0,0.733,13.023,1,0.223,0,2.0,4.736,11.087,2.599,11.596,0,8.667,239.3,0.707,12.125,3.217,3.016,3.016,-0.869,4.736,6.202,3.197,3.197,0.924,94.643,144.825,0.347,5.197
5.0,0,0,16.017,5.437,6.288,6.288,1,1.151,9.564,9.564,9.564,2.995,2.995,4.995,2.995,7.003,7.81,2.821,3.96,3.96,12.25,0.71,12.593,12.593,12.593,12.593,12.593,11.388,-0.274,0,13.18,0.145,1.107,0.766,-0.3,4.003,4.003,4.003,41.4,4.179,7.184,5.114,3.665,9.097,1.057,4.159,12.346,-1.297,-1.297,131.895,9.803,9.803,9.803,9.803,9.803,-1.693,0.314,78.711,1.603,8.396,3.045,3.045,20,3.714,34.041,31.811,1.458,3.01,0.218,0,0.198,44.724,2.932,2972.0,12.566,29.561,0,82.37,9.363,3.97,18.969,4.215,1.29,19,3.97,34.551,0.131,0.131,2.737,7.042,3087.0,0,-1.956,-1.956,3.446,3.446,0.141,27.153,4.998,13.828,225.21,1,2.674,0.856,12.251,2.983,0.058,0.342,2.507,0,0.584,41.313,0,0.2,1,2.163,4.625,13.496,2.543,11.369,1,10.5,268.24,0.751,11.918,3.048,3.756,3.756,-0.956,4.625,5.578,3.522,3.522,0.571,128.239,134.127,0.801,5.522
