pXC50,nX,nF,Mi,Si,nBT,nAT,nHet,Se,Sp,MW,X.,nC,nCsp,RBN,N.,SCBO,nTB,nCsp3,nN,nBO,nH,Sv,nSK,Mp,nS,nBM,C.,nHM
5.26,0,0,1.123,51.651,48.0,46.0,5,45.912,30.779,335.44,0.0,20,0,5,6.5,36.0,0,4,3,27,21,29.235,25,0.669,0,15,43.5,0
4.523,0,0,1.13,107.315,97.0,95.0,17,97.2,61.591,754.89,0.0,36,0,20,4.2,72.0,0,12,4,55,42,59.859,53,0.648,1,26,37.9,1
5.745,0,0,1.13,73.481,67.0,65.0,8,64.945,41.904,459.67,0.0,24,0,2,4.6,43.0,0,12,3,34,33,39.012,32,0.645,1,15,36.9,1
5.155,0,0,1.124,80.896,75.0,72.0,8,71.829,47.665,521.74,0.0,29,0,3,4.2,52.0,0,11,3,40,35,44.539,37,0.662,1,21,40.3,1
4.066,0,0,1.13,37.279,35.0,33.0,5,33.153,22.284,254.32,0.0,14,0,3,12.1,29.0,0,2,4,21,14,21.434,19,0.675,0,13,42.4,0
5.081,0,0,1.111,45.531,43.0,41.0,5,40.894,29.449,335.46,0.0,19,0,5,7.3,36.5,0,1,3,26,17,27.654,24,0.718,1,19,46.3,1
6.125,1,0,1.108,63.139,60.0,57.0,8,57.523,41.5,504.04,1.8,27,0,8,5.3,52.5,0,2,3,38,22,39.491,35,0.728,1,26,47.4,2
6.167,0,0,1.117,56.986,53.0,51.0,6,50.872,35.188,393.55,0.0,22,0,8,5.9,40.5,0,4,3,30,23,32.949,28,0.69,1,19,43.1,1
5.724,0,0,1.117,56.986,53.0,51.0,6,50.872,35.188,393.55,0.0,22,0,8,5.9,40.5,0,4,3,30,23,32.949,28,0.69,1,19,43.1,1
6.201,1,0,1.116,56.93,53.0,51.0,7,51.196,36.046,427.99,2.0,22,0,8,5.9,41.5,0,4,3,31,22,33.776,29,0.707,1,19,43.1,2
6.824,1,0,1.121,68.385,63.0,61.0,8,61.174,41.784,486.08,1.6,25,0,12,4.9,45.5,0,7,3,35,28,39.072,33,0.685,1,19,41.0,2
5.812,1,0,1.122,71.8,66.0,64.0,8,64.058,43.546,500.11,1.6,26,0,12,4.7,46.5,0,8,3,36,30,40.598,34,0.68,1,19,40.6,2
6.699,4,3,1.139,69.487,63.0,61.0,12,62.931,41.841,553.05,6.6,25,0,11,6.6,50.5,0,6,4,39,24,40.716,37,0.686,1,20,41.0,2
6.585,1,0,1.123,71.883,66.0,64.0,9,64.276,43.79,513.11,1.6,26,0,12,6.3,48.5,0,7,4,37,29,41.093,35,0.684,1,20,40.6,2
6.854,1,0,1.121,72.883,68.0,65.0,9,65.276,44.79,525.12,1.5,27,0,12,6.2,50.5,0,8,4,39,29,42.093,36,0.689,1,20,41.5,2
6.032,1,0,1.124,78.713,72.0,70.0,9,70.043,47.313,541.17,1.4,28,0,13,5.7,50.5,0,9,4,39,33,44.147,37,0.676,1,20,40.0,2
4.553,0,0,1.121,42.611,40.0,38.0,4,37.818,25.801,279.37,0.0,17,0,3,7.9,31.5,0,3,3,23,17,24.467,21,0.679,0,14,44.7,0
4.337,0,0,1.13,40.694,38.0,36.0,5,36.036,24.046,268.35,0.0,15,0,3,11.1,30.0,0,3,4,22,16,22.961,20,0.668,0,13,41.7,0
4.824,5,5,1.15,83.966,76.0,73.0,14,75.385,48.148,623.71,6.8,29,0,10,6.8,59.5,0,9,5,46,30,47.257,43,0.66,1,25,39.7,1
7.004,2,2,1.12,85.157,80.0,76.0,8,76.676,51.887,594.7,2.6,36,0,12,2.6,64.0,0,6,2,48,32,50.097,44,0.683,0,28,47.4,0
5.215,2,0,1.132,35.084,32.0,31.0,6,31.582,21.756,286.18,6.5,12,0,1,9.7,24.0,0,4,3,19,13,20.595,18,0.702,0,8,38.7,2
5.42,0,0,1.135,35.196,32.0,31.0,4,30.934,20.04,217.3,0.0,12,0,1,9.7,22.0,0,4,3,17,15,18.94,16,0.646,0,8,38.7,0
4.469,0,0,1.136,42.026,38.0,37.0,4,36.702,23.563,245.36,0.0,14,0,3,8.1,24.0,0,6,3,19,19,21.993,18,0.637,0,8,37.8,0
5.783,0,0,1.125,52.856,49.0,47.0,4,46.469,31.086,321.46,0.0,20,0,4,6.4,34.0,0,6,3,26,23,29.047,24,0.661,0,14,42.6,0
4.456,0,0,1.127,57.481,53.0,51.0,5,50.68,33.302,351.49,0.0,21,0,5,5.9,36.0,0,7,3,28,25,31.289,26,0.653,0,14,41.2,0
6.328,0,0,1.127,57.481,53.0,51.0,5,50.68,33.302,351.49,0.0,21,0,5,5.9,36.0,0,7,3,28,25,31.289,26,0.653,0,14,41.2,0
7.921,0,0,1.144,154.433,135.0,135.0,24,137.316,82.597,970.15,0.0,43,0,31,5.2,81.0,0,27,7,67,68,78.841,67,0.612,0,17,31.9,1
6.171,0,0,1.144,154.433,135.0,135.0,24,137.316,82.597,970.15,0.0,43,0,31,5.2,81.0,0,27,7,67,68,78.841,67,0.612,0,17,31.9,1
5.622,0,0,1.12,66.069,61.0,59.0,6,59.334,38.387,424.53,0.0,25,0,6,0.0,42.0,0,8,0,33,28,36.664,31,0.651,0,15,42.4,0
5.312,0,0,1.121,69.484,64.0,62.0,6,62.218,40.148,438.56,0.0,26,0,7,0.0,43.0,0,9,0,34,30,38.191,32,0.648,0,15,41.9,0
6.046,0,0,1.128,68.81,64.0,61.0,6,60.549,39.83,418.59,0.0,25,0,6,6.6,43.0,0,10,4,34,30,37.364,31,0.653,0,15,41.0,0
6.801,0,0,1.123,75.225,71.0,67.0,6,66.432,44.591,468.65,0.0,29,0,6,6.0,50.0,0,9,4,39,32,41.89,35,0.666,0,20,43.3,0
7.781,0,0,1.13,89.301,83.0,79.0,6,77.85,50.398,502.77,0.0,31,0,8,5.1,49.0,0,17,4,41,42,46.524,37,0.638,0,14,39.2,0
6.623,0,0,1.114,65.734,62.0,59.0,5,58.898,39.722,429.55,0.0,27,0,8,1.7,46.0,0,6,1,35,27,37.729,32,0.673,0,20,45.8,0
6.959,2,2,1.146,84.778,76.0,74.0,11,74.614,46.858,537.75,2.7,26,0,13,6.8,48.0,0,14,5,39,37,44.161,37,0.633,1,15,35.1,1
6.959,0,0,1.136,84.098,76.0,74.0,9,73.589,46.983,501.77,0.0,26,0,13,6.8,46.0,0,14,5,37,39,43.394,35,0.635,1,15,35.1,1
7.149,3,3,1.151,81.702,73.0,71.0,12,72.243,45.035,541.71,4.2,25,0,12,7.0,48.0,0,13,5,39,34,43.017,37,0.634,1,15,35.2,1
5.174,2,2,1.144,83.489,75.0,73.0,11,73.839,46.307,538.73,2.7,26,0,13,5.5,48.0,0,14,4,39,36,43.854,37,0.634,1,15,35.6,1
7.382,0,0,1.135,70.357,64.0,62.0,10,62.131,40.586,465.71,0.0,21,0,10,8.1,41.5,0,11,5,33,31,37.474,31,0.655,2,14,33.9,2
5.174,0,0,1.137,94.344,85.0,83.0,9,82.239,52.268,543.86,0.0,29,0,15,6.0,49.0,0,17,5,40,45,47.974,38,0.63,1,15,34.9,1
6.23,0,0,1.137,87.513,79.0,77.0,9,76.472,48.745,515.8,0.0,27,0,13,6.5,47.0,0,15,5,38,41,44.921,36,0.633,1,15,35.1,1
6.762,0,0,1.137,81.892,74.0,72.0,10,72.032,45.677,503.74,0.0,25,0,12,6.9,46.0,0,13,5,37,37,42.582,35,0.634,1,15,34.7,1
6.396,0,0,1.138,92.138,83.0,81.0,10,80.683,50.961,545.83,0.0,28,0,14,6.2,49.0,0,16,5,40,43,47.162,38,0.629,1,15,34.6,1
7.704,0,0,1.125,87.726,81.0,78.0,8,77.596,51.188,549.8,0.0,31,0,5,3.8,54.0,0,12,3,42,39,47.593,39,0.656,1,21,39.7,1
7.276,0,0,1.127,78.896,72.0,70.0,8,69.829,45.665,497.72,0.0,27,2,4,4.3,48.0,1,12,3,37,35,42.539,35,0.652,1,16,38.6,1
7.921,0,0,1.118,88.311,83.0,79.0,8,78.712,53.427,583.81,0.0,34,0,4,3.8,61.0,0,9,3,46,37,50.066,42,0.676,1,27,43.0,1
6.936,2,2,1.123,87.572,82.0,78.0,8,78.559,52.648,596.72,2.6,36,0,13,2.6,63.0,0,8,2,48,34,50.624,44,0.675,0,27,46.2,0
7.31,0,0,1.124,80.896,75.0,72.0,8,71.829,47.665,521.74,0.0,29,0,3,4.2,52.0,0,10,3,40,35,44.539,37,0.662,1,21,40.3,1
9.0,0,0,1.117,87.105,82.0,78.0,9,78.156,53.12,597.79,0.0,34,0,4,3.8,63.0,0,8,3,47,35,50.254,43,0.681,1,28,43.6,1
6.757,0,0,1.132,87.141,79.0,77.0,8,76.479,48.949,515.79,0.0,28,0,5,3.9,47.0,0,15,3,38,41,45.12,36,0.636,1,15,36.4,1
7.42,3,3,1.137,80.709,74.0,71.0,12,72.81,47.171,589.69,4.2,29,0,3,4.2,57.0,0,9,3,44,30,45.877,41,0.664,1,22,40.8,1
6.569,1,0,1.114,66.864,63.0,60.0,6,59.901,41.625,507.46,1.7,27,0,1,3.3,47.0,0,7,2,36,27,39.061,33,0.694,0,20,45.0,1
6.108,0,0,1.117,73.73,70.0,66.0,7,66.101,44.733,495.62,0.0,30,0,2,4.5,54.5,0,7,3,41,29,42.772,37,0.678,0,25,45.5,0
6.886,2,2,1.121,79.615,75.0,71.0,8,71.683,48.915,565.66,2.8,34,1,2,4.2,62.0,1,7,3,46,29,47.35,42,0.689,0,27,47.9,0
7.337,2,2,1.121,79.615,75.0,71.0,8,71.683,48.915,565.66,2.8,34,1,2,4.2,62.0,1,7,3,46,29,47.35,42,0.689,0,27,47.9,0
6.708,0,0,1.125,87.726,81.0,78.0,8,77.596,51.188,549.8,0.0,31,0,4,3.8,54.0,0,12,3,42,39,47.593,39,0.656,1,21,39.7,1
5.699,3,1,1.127,47.337,44.0,42.0,8,43.08,30.46,405.28,7.1,19,0,5,9.5,39.5,0,1,4,29,15,29.526,27,0.725,0,19,45.2,2
6.477,0,0,1.135,97.633,89.0,86.0,9,85.49,54.074,563.82,0.0,32,0,13,5.8,53.0,0,17,5,44,45,50.502,41,0.629,0,15,37.2,0
6.458,0,0,1.116,102.637,96.0,92.0,7,91.287,62.063,653.88,0.0,42,0,14,3.3,71.0,0,9,3,53,43,58.459,49,0.675,0,33,45.7,0
5.921,2,0,1.117,62.535,59.0,56.0,9,56.763,40.506,506.42,3.6,26,0,7,8.9,52.5,0,1,5,38,21,38.933,35,0.723,0,26,46.4,2
6.046,3,3,1.135,69.208,64.0,61.0,10,62.647,41.574,520.55,4.9,28,0,8,6.6,55.5,0,3,4,41,23,41.175,38,0.682,0,26,45.9,0
5.854,1,1,1.122,59.489,56.0,53.0,7,53.527,36.722,428.5,1.9,25,0,7,7.5,48.5,0,1,4,35,21,35.64,32,0.693,0,25,47.2,0
5.886,1,1,1.123,65.113,61.0,58.0,8,58.738,39.938,470.54,1.7,27,0,8,6.9,52.5,0,2,4,38,23,38.881,35,0.689,0,26,46.6,0
6.745,0,0,1.133,86.095,79.0,76.0,7,75.294,48.091,492.73,0.0,29,0,11,5.3,47.0,0,15,4,39,40,44.712,36,0.633,0,14,38.2,0
6.187,0,0,1.13,83.6,77.0,74.0,8,73.487,47.978,510.77,0.0,28,0,11,5.4,47.0,0,14,4,39,38,44.373,36,0.648,1,14,37.8,1
5.252,1,0,1.116,62.489,59.0,56.0,8,56.345,40.142,516.43,1.8,26,0,7,8.9,51.5,0,1,5,37,22,38.303,34,0.717,0,26,46.4,1
5.745,0,0,1.121,67.272,63.0,60.0,8,60.327,41.006,467.57,0.0,27,0,8,8.3,52.5,0,2,5,38,25,39.519,35,0.683,0,26,45.0,0
5.854,1,0,1.116,62.489,59.0,56.0,8,56.345,40.142,516.43,1.8,26,0,7,8.9,51.5,0,1,5,37,22,38.303,34,0.717,0,26,46.4,1
5.886,0,0,1.119,63.773,60.0,57.0,7,57.225,39.0,440.54,0.0,26,0,8,7.0,49.5,0,2,4,36,24,37.498,33,0.684,0,25,45.6,0
5.796,0,0,1.119,69.398,65.0,62.0,8,62.436,42.216,482.58,0.0,28,0,9,6.5,53.5,0,3,4,39,26,40.74,36,0.681,0,26,45.2,0
5.23,0,0,1.133,89.51,82.0,79.0,7,78.178,49.853,506.76,0.0,30,0,12,5.1,48.0,0,16,4,40,42,46.239,37,0.631,0,14,38.0,0
7.481,0,0,1.135,95.341,86.0,84.0,7,82.945,52.376,522.81,0.0,31,0,15,4.8,48.0,0,17,4,40,46,48.293,38,0.624,0,14,36.9,0
6.249,0,0,1.132,109.802,99.0,97.0,12,96.988,62.154,679.97,0.0,36,0,16,5.2,64.0,0,15,5,50,49,58.172,48,0.641,1,23,37.1,1
5.004,0,0,1.114,79.062,74.0,71.0,6,70.767,48.25,520.67,0.0,33,0,10,2.8,57.0,0,6,2,42,32,45.804,39,0.68,0,27,46.5,0
6.658,0,0,1.135,98.756,89.0,87.0,7,85.828,54.137,536.84,0.0,32,0,15,4.6,49.0,0,18,4,41,48,49.82,39,0.622,0,14,36.8,0
6.26,0,0,1.135,95.341,86.0,84.0,7,82.945,52.376,522.81,0.0,31,0,15,4.8,48.0,0,17,4,40,46,48.293,38,0.624,0,14,36.9,0
4.46,0,0,1.126,86.68,81.0,77.0,7,76.41,50.33,526.74,0.0,32,0,11,5.2,54.0,0,12,4,43,38,47.186,39,0.654,0,20,41.6,0
5.384,0,0,1.123,78.607,72.0,70.0,8,70.054,46.114,510.71,0.0,28,0,14,2.9,50.0,0,9,2,38,34,43.233,36,0.659,1,21,40.0,1
4.699,0,0,1.13,85.852,78.0,76.0,8,75.705,48.398,516.77,0.0,28,0,14,2.6,47.0,0,15,2,38,40,44.813,36,0.637,1,15,36.8,1
4.699,0,0,1.13,67.776,61.0,60.0,8,60.287,38.591,434.61,0.0,22,0,12,3.3,40.0,0,9,2,31,30,36.179,30,0.643,1,15,36.7,1
5.699,2,1,1.128,47.393,44.0,42.0,7,42.756,29.603,370.84,4.8,19,0,5,9.5,38.5,0,1,4,28,16,28.699,26,0.705,0,19,45.2,1
6.102,0,0,1.136,96.55,87.0,85.0,8,84.272,52.83,538.81,0.0,31,0,15,4.7,49.0,0,17,4,41,46,49.008,39,0.622,0,14,36.5,0
7.367,0,0,1.128,86.889,80.0,77.0,8,76.738,49.785,530.73,0.0,31,0,13,5.2,53.0,0,11,4,42,38,46.9,39,0.647,0,20,40.3,0
4.699,0,0,1.131,84.852,76.0,75.0,8,74.705,47.398,504.76,0.0,27,0,16,2.7,45.0,0,14,2,36,40,43.813,35,0.632,1,15,36.0,1
5.251,0,0,1.131,81.437,73.0,72.0,8,71.821,45.637,490.73,0.0,26,0,15,2.8,44.0,0,13,2,35,38,42.286,34,0.634,1,15,36.1,1
5.19,0,0,1.132,84.936,77.0,75.0,9,74.923,47.642,517.76,0.0,27,0,14,4.0,47.0,0,14,3,38,39,44.308,36,0.635,1,15,36.0,1
6.119,0,0,1.127,82.265,76.0,73.0,7,72.527,47.569,500.7,0.0,30,0,12,5.5,51.0,0,10,4,40,36,44.659,37,0.652,0,20,41.1,0
5.77,0,0,1.126,78.849,73.0,70.0,7,69.643,45.807,486.67,0.0,29,0,11,5.7,50.0,0,9,4,39,34,43.132,36,0.654,0,20,41.4,0
4.824,0,0,1.133,90.647,82.0,80.0,13,81.123,51.25,602.78,0.0,29,0,16,5.0,56.5,0,12,4,44,38,48.947,42,0.641,1,21,36.3,1
5.422,0,0,1.132,81.52,74.0,72.0,9,72.04,45.881,503.73,0.0,26,0,13,4.2,46.0,0,13,3,37,37,42.781,35,0.637,1,15,36.1,1
5.963,0,0,1.134,87.351,78.0,77.0,9,76.807,48.404,519.78,0.0,27,0,17,3.9,46.0,0,14,3,37,41,44.834,36,0.629,1,15,35.1,1
5.1,0,0,1.135,90.766,81.0,80.0,9,79.69,50.165,533.81,0.0,28,0,18,3.8,47.0,0,15,3,38,43,46.361,37,0.627,1,15,35.0,1
5.854,1,1,1.122,59.489,56.0,53.0,7,53.527,36.722,428.5,1.9,25,0,7,7.5,48.5,0,1,4,35,21,35.64,32,0.693,0,25,47.2,0
6.796,0,0,1.126,86.68,81.0,77.0,7,76.41,50.33,526.74,0.0,32,0,11,5.2,54.0,0,12,4,43,38,47.186,39,0.654,0,20,41.6,0
5.959,0,0,1.129,91.434,83.0,81.0,10,81.025,52.648,580.82,0.0,31,0,13,4.9,56.0,0,11,4,43,40,49.329,41,0.65,1,22,38.3,1
6.601,0,0,1.135,94.181,84.0,83.0,9,82.574,51.927,547.84,0.0,29,0,19,3.6,48.0,0,16,3,39,45,47.888,38,0.626,1,15,34.9,1
5.796,0,0,1.125,55.149,51.0,49.0,6,49.014,32.784,362.47,0.0,21,0,7,8.2,39.5,0,3,4,29,22,31.256,27,0.669,0,19,42.9,0
6.476,1,0,1.116,64.717,61.0,58.0,8,58.549,40.858,486.99,1.7,27,0,8,6.9,52.5,0,2,4,38,23,39.325,35,0.704,0,26,46.6,1
5.921,1,1,1.123,65.113,61.0,58.0,8,58.738,39.938,470.54,1.7,27,0,8,6.9,52.5,0,2,4,38,23,38.881,35,0.689,0,26,46.6,0
5.745,0,0,1.127,61.979,57.0,55.0,6,54.781,36.307,390.53,0.0,23,0,9,7.3,41.5,0,5,4,31,26,34.31,29,0.66,0,19,41.8,0
5.721,0,0,1.117,63.647,60.0,57.0,7,57.116,39.79,449.55,0.0,27,1,8,8.8,52.5,1,2,5,37,23,38.278,34,0.698,0,26,47.4,0
5.886,1,0,1.115,59.093,56.0,53.0,7,53.338,37.642,444.95,1.9,25,0,7,7.5,48.5,0,1,4,35,21,36.084,32,0.71,0,25,47.2,1
6.171,0,0,1.12,95.221,88.0,85.0,7,84.403,56.302,591.81,0.0,37,0,13,3.5,62.0,0,10,3,47,41,52.933,44,0.662,0,27,43.5,0
8.35,4,4,1.145,91.583,83.0,80.0,13,81.748,51.944,636.78,5.0,31,0,12,5.0,59.0,0,12,4,47,36,50.147,44,0.649,1,21,38.8,1
7.081,1,0,1.126,82.209,76.0,73.0,8,72.85,48.427,535.14,1.4,30,0,12,5.5,52.0,0,10,4,41,35,45.486,38,0.663,0,20,41.1,1
8.796,0,0,1.147,142.212,124.0,124.0,23,126.472,75.211,892.1,0.0,40,0,28,7.3,77.0,0,23,9,63,61,72.897,63,0.607,0,17,32.3,0
6.652,0,0,1.118,92.806,86.0,83.0,7,82.519,55.54,589.79,0.0,37,0,14,3.6,63.0,0,8,3,47,39,52.406,44,0.669,0,28,44.6,0
6.951,0,0,1.129,108.43,98.0,96.0,11,95.996,61.358,667.95,0.0,36,0,21,3.1,62.0,0,16,3,49,49,57.371,47,0.639,1,22,37.5,1
5.886,0,0,1.116,59.149,56.0,53.0,6,53.014,36.784,410.51,0.0,25,0,7,7.5,47.5,0,1,4,34,22,35.256,31,0.694,0,25,47.2,0
6.444,0,0,1.127,86.81,82.0,77.0,14,78.498,52.148,634.71,0.0,33,0,10,10.4,69.5,0,6,8,52,30,51.255,47,0.677,0,32,42.9,0
6.796,3,3,1.13,84.785,78.0,75.0,9,75.963,50.375,587.69,4.0,34,1,12,4.0,61.0,1,8,3,46,32,48.787,43,0.672,0,26,45.3,0
6.417,3,3,1.139,89.955,82.0,79.0,12,80.461,51.455,619.77,3.8,31,0,12,3.8,58.0,0,12,3,46,36,49.458,43,0.651,1,21,39.2,1
6.423,0,0,1.123,99.932,93.0,89.0,11,89.127,59.654,667.9,0.0,37,0,14,5.6,70.0,0,9,5,52,41,56.35,48,0.67,1,32,41.6,1
6.699,0,0,1.123,106.686,99.0,95.0,14,95.741,63.972,746.0,0.0,38,0,15,5.3,76.0,0,10,5,56,43,60.494,52,0.673,2,34,40.0,2
6.038,0,0,1.13,99.474,90.0,88.0,11,88.119,56.625,624.88,0.0,33,0,15,4.5,59.0,0,13,4,46,44,53.097,44,0.643,1,22,37.5,1
6.301,0,0,1.119,63.773,60.0,57.0,7,57.225,39.0,440.54,0.0,26,0,8,7.0,49.5,0,2,4,36,24,37.498,33,0.684,0,25,45.6,0
6.222,0,0,1.119,69.398,65.0,62.0,8,62.436,42.216,482.58,0.0,28,0,9,6.5,53.5,0,3,4,39,26,40.74,36,0.681,0,26,45.2,0
6.248,0,0,1.127,86.809,80.0,77.0,9,76.814,50.432,550.79,0.0,30,0,12,5.2,54.0,0,11,4,42,38,47.087,39,0.655,1,21,39.0,1
6.726,0,0,1.126,91.224,85.0,81.0,9,80.698,53.194,576.83,0.0,32,0,11,4.9,57.0,0,13,4,45,40,49.614,41,0.657,1,21,39.5,1
5.824,0,0,1.119,63.773,60.0,57.0,7,57.225,39.0,440.54,0.0,26,0,8,7.0,49.5,0,2,4,36,24,37.498,33,0.684,0,25,45.6,0
5.886,0,0,1.119,69.398,65.0,62.0,8,62.436,42.216,482.58,0.0,28,0,9,6.5,53.5,0,3,4,39,26,40.74,36,0.681,0,26,45.2,0
6.481,0,0,1.131,85.972,79.0,76.0,9,75.956,49.029,531.72,0.0,30,0,13,6.6,53.0,0,11,5,42,37,46.395,39,0.645,0,20,39.5,0
6.928,0,0,1.131,88.228,81.0,78.0,11,78.469,50.341,570.78,0.0,29,0,13,5.1,54.5,0,12,4,43,38,47.517,40,0.645,1,20,37.2,1
5.24,0,0,1.136,87.434,79.0,77.0,10,77.025,48.648,532.78,0.0,27,0,12,5.2,48.0,0,14,4,39,40,45.329,37,0.632,1,15,35.1,1
6.598,1,1,1.139,91.146,83.0,80.0,12,80.53,51.381,586.81,1.3,29,0,13,7.5,55.5,0,13,6,44,39,48.514,41,0.642,1,20,36.3,1
6.509,1,0,1.123,85.317,78.0,76.0,7,75.261,51.745,627.62,1.3,31,0,14,3.9,51.0,0,11,3,40,38,47.008,38,0.681,0,20,40.8,1
5.387,3,2,1.127,64.213,59.0,57.0,7,57.44,40.353,550.42,5.3,25,0,9,3.5,44.0,0,6,2,34,25,37.404,32,0.708,0,19,43.9,1
5.854,0,0,1.119,96.221,90.0,86.0,7,85.403,57.302,603.82,0.0,38,0,13,3.5,64.0,0,11,3,49,41,53.933,45,0.666,0,27,44.2,0
6.939,0,0,1.115,99.221,93.0,89.0,7,88.403,60.302,639.85,0.0,41,0,14,3.4,70.0,0,8,3,52,41,56.933,48,0.678,0,33,46.1,0
9.921,0,0,1.146,112.261,98.0,98.0,15,98.738,59.04,659.95,0.0,30,0,18,5.1,53.5,0,23,5,45,53,55.37,45,0.602,1,11,30.6,1
6.155,0,0,1.108,62.069,60.0,56.0,7,56.091,40.432,466.6,0.0,27,0,7,7.1,53.5,0,1,4,38,22,38.443,34,0.722,1,29,48.2,1
6.066,0,0,1.134,102.048,94.0,90.0,9,89.374,56.836,589.86,0.0,34,0,12,5.6,56.0,0,19,5,47,47,53.029,43,0.632,0,15,37.8,0
6.282,2,2,1.134,100.937,92.0,89.0,8,88.752,57.006,605.84,2.2,36,0,13,3.4,58.0,0,16,3,47,45,53.565,44,0.641,0,20,40.4,0
5.53,2,2,1.141,86.695,79.0,76.0,10,76.872,47.87,545.69,2.6,29,0,13,3.9,50.0,0,15,3,42,37,45.887,39,0.63,0,14,38.2,0
6.418,2,2,1.142,87.901,79.0,77.0,9,77.428,48.177,531.71,2.6,29,0,12,3.9,48.0,0,15,3,40,39,45.699,38,0.626,0,14,37.7,0
6.533,2,2,1.133,103.146,95.0,91.0,9,91.079,58.461,633.85,2.2,37,0,15,3.3,61.0,0,17,3,50,45,55.28,46,0.642,0,20,40.7,0
5.854,0,0,1.102,67.246,66.0,61.0,10,63.109,43.159,552.51,0.0,31,0,4,0.0,62.0,0,1,0,46,20,43.416,41,0.708,0,28,50.8,0
7.149,2,2,1.14,95.731,87.0,84.0,9,84.196,52.699,571.78,2.4,32,0,14,3.6,52.0,0,18,3,44,43,49.753,41,0.627,0,14,38.1,0
6.438,3,3,1.137,86.41,80.0,76.0,10,77.174,49.591,581.69,3.9,32,0,11,3.9,57.0,0,12,3,46,34,48.029,42,0.653,0,20,42.1,0
8.252,1,1,1.146,124.883,113.0,109.0,21,111.141,69.109,833.0,0.9,39,0,18,11.0,80.5,0,17,12,64,49,67.368,60,0.634,0,25,35.8,0
6.745,0,0,1.135,104.464,95.0,92.0,9,91.257,57.597,591.88,0.0,34,0,14,5.4,55.0,0,19,5,46,49,53.556,43,0.626,0,15,37.0,0
5.938,0,0,1.134,99.759,91.0,88.0,9,87.599,55.285,578.83,0.0,33,0,13,4.5,54.0,0,18,4,45,46,51.722,42,0.628,0,15,37.5,0
6.863,1,0,1.13,73.461,67.0,65.0,9,65.301,43.148,496.06,1.5,26,0,13,7.7,48.5,0,7,5,37,30,40.927,35,0.664,0,20,40.0,1
6.36,0,0,1.131,74.64,70.0,66.0,6,65.316,42.353,434.64,0.0,26,0,7,6.1,43.5,0,14,4,36,34,39.417,32,0.642,0,13,39.4,0
6.317,2,2,1.144,104.06,93.0,91.0,10,91.065,56.228,602.85,2.2,33,0,15,4.4,53.0,0,19,4,45,48,52.828,43,0.618,0,14,36.3,0
7.495,0,0,1.134,106.59,97.0,94.0,9,93.367,58.807,606.89,0.0,35,0,16,4.3,56.0,0,20,4,47,50,54.776,44,0.626,0,15,37.2,0
6.481,2,2,1.141,83.276,75.0,73.0,8,73.218,45.961,501.68,2.7,28,0,11,4.1,46.0,0,14,3,38,37,43.458,36,0.63,0,14,38.4,0
5.611,2,2,1.141,93.525,84.0,82.0,10,82.639,51.393,573.75,2.4,31,0,13,3.7,52.0,0,16,3,43,41,48.941,41,0.627,0,15,37.8,0
6.438,2,2,1.14,102.562,93.0,90.0,9,89.963,56.222,599.84,2.2,34,0,15,3.3,54.0,0,20,3,46,47,52.806,43,0.625,0,14,37.8,0
5.767,0,0,1.131,81.427,77.0,72.0,7,71.192,46.91,484.71,0.0,29,0,10,8.3,51.0,0,14,6,41,36,43.745,36,0.652,0,18,40.3,0
5.733,2,2,1.134,104.352,95.0,92.0,8,91.636,58.768,619.87,2.2,37,0,14,3.3,59.0,0,17,3,48,47,55.092,45,0.639,0,20,40.2,0
5.699,2,2,1.139,108.183,98.0,95.0,8,94.403,59.291,611.9,2.1,36,0,13,3.2,55.0,0,22,3,47,51,55.145,44,0.624,0,14,37.9,0
5.377,2,2,1.139,104.767,95.0,92.0,8,91.519,57.529,597.87,2.2,35,0,12,3.3,54.0,0,21,3,46,49,53.618,43,0.625,0,14,38.0,0
6.128,0,0,1.126,79.929,76.0,71.0,6,70.09,46.904,481.7,0.0,30,0,8,7.0,51.5,0,12,5,41,35,43.724,36,0.661,0,19,42.3,0
8.126,2,2,1.141,94.731,85.0,83.0,9,83.196,51.699,559.77,2.4,31,0,13,3.6,50.0,0,17,3,42,43,48.753,40,0.623,0,14,37.3,0
6.848,2,2,1.14,92.316,84.0,81.0,9,81.312,50.938,557.75,2.5,31,0,13,3.7,51.0,0,17,3,43,41,48.226,40,0.629,0,14,38.3,0
7.854,2,0,1.143,105.186,94.0,92.0,18,93.65,59.444,733.74,2.2,32,0,17,10.9,65.5,0,14,10,52,42,57.113,50,0.646,0,22,34.8,2
6.959,2,2,1.142,99.356,89.0,87.0,10,87.407,53.915,589.8,2.3,32,0,15,3.4,52.0,0,18,3,44,45,50.994,42,0.62,0,14,36.8,0
5.87,2,2,1.135,105.562,96.0,93.0,9,92.963,59.222,635.87,2.2,37,0,14,3.2,60.0,0,17,3,49,47,55.806,46,0.637,0,20,39.8,0
6.083,0,0,1.133,98.55,90.0,87.0,8,86.272,54.83,562.83,0.0,33,0,13,4.6,53.0,0,18,4,44,46,51.008,41,0.63,0,15,37.9,0
6.481,2,2,1.135,105.562,96.0,93.0,9,92.963,59.222,635.87,2.2,37,0,14,3.2,60.0,0,17,3,49,47,55.806,46,0.637,0,20,39.8,0
