pXC50,GGI3,ATS7s,ATS7i,ATS8s,ATS5e,SpMin5_Bh.v.,GGI5,ATS6e,SM06_EA.ri.,SM04_EA.ri.,ATS5m,ATS6s,ATS7m,SpMin3_Bh.s.,CATS2D_07_AL,SpMin5_Bh.p.,SM05_EA.ri.,ATSC6p,SM05_AEA.ed.,ATS5i,ATS6m,Eig12_EA,SM06_AEA.dm.,TIE,Eig03_EA.ri.,P_VSA_e_5,P_VSA_m_3,Pol,CIC0,ATSC4p,SM10_EA.ri.,nO,ATSC3v,SM04_AEA.ed.,Eig12_AEA.ri.,ATSC7v,SM06_AEA.ed.,Eig12_EA.ri.,SM03_EA.ri.,TPSA.NO.,SM02_EA.ed.,SpMin8_Bh.p.,Eig13_EA.ri.,SM03_AEA.ed.,ATSC8e,SM12_EA.ri.,Eig11_AEA.ri.,ATSC1p,Eig14_AEA.dm.,SM11_EA.ri.,GGI6,SM02_AEA.ed.,ATSC5p,Eig12_AEA.ed.,IC5,X1MulPer,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_EA.ri.,SpMax6_Bh.e.,NsssCH,Eig13_EA.ed.,SM08_AEA.ri.,ATSC7e,DELS,Eig13_EA,SM07_AEA.dm.,HDcpx,ATS3s,Ram,Eig12_EA.bo.,C.008,GGI7,Eig11_EA,SM05_AEA.dm.,Eig08_AEA.dm.,Eig04_AEA.dm.,ATSC5s,SM13_EA.ri.,SIC0,GGI8,SsOH,SpMin7_Bh.p.,Eig03_EA,SM11_AEA.bo.,nC,VvdwZAZ,P_VSA_p_2,P_VSA_v_2,SAacc,GGI4,Eig12_EA.ed.,SM07_AEA.ri.,IC4,Eig09_AEA.ri.,SM04_EA,ATSC5e,S1K,SpMaxA_EA.bo.,Eig03_AEA.ri.,SPI,Eig15_EA.ri.,TIC4,ATS1p,Eig15_EA,SM09_AEA.dm.,P_VSA_s_6,Uindex,Eta_epsi,Eig11_EA.bo.,Eig11_AEA.bo.,Eig11_AEA.dm.,TIC3,SpMax7_Bh.i.,ATSC6v,Eig15_EA.bo.,ATSC7s,NsOH,Eig15_AEA.ri.,SAdon,Psi_e_1,TIC5,Eig12_AEA.bo.,SM05_AEA.bo.,SpMax8_Bh.v.,ATS1v,BIC0,SpMin8_Bh.e.,SM04_AEA.bo.,P_VSA_MR_2,DLS_06,P_VSA_MR_7,ATSC4s,SpMax8_Bh.p.,Psi_i_s,Eig06_AEA.dm.,Sv,N.
5.1,1.722,5.822,4.923,6.009,4.709,1.585,0.889,4.617,7.606,5.875,3.956,5.909,3.956,1.128,4,1.619,6.218,7.538,10.689,4.904,3.995,0.66,0.66,78.911,2.529,103.973,103.973,43,3.85,10.206,11.426,4,12.274,9.011,1.656,11.804,12.397,0.652,3.979,137.23,6.605,1.205,0.533,7.382,0.678,13.426,1.734,4.197,0.717,12.369,0.664,5.844,8.035,3.253,5.389,8.966,0.68,0.68,0.71,3.193,2,0.993,0.993,0.568,43.646,0.58,0.58,1.729,6.018,10,0.919,0,0.536,0.85,0.85,2.202,3.266,109.318,14.414,0.318,0.394,9.142,1.299,2.691,2.691,20,374.65,204.625,204.625,204.625,1.922,1.607,1.607,5.389,2.191,6.052,0.971,21.982,0.127,3.633,18.088,-0.074,269.438,3.534,-0.086,-0.086,207.752,55.28,32.752,1.083,2.426,1.525,269.438,3.136,9.344,-0.112,71.819,1,0.825,78.705,4.737,269.438,1.997,8.824,2.818,3.542,0.301,0.932,7.504,115.744,1.0,72.72,124.451,2.8,79.111,2.636,33.008,10.0
5.1,1.41,5.168,4.269,5.113,4.415,1.473,0.764,4.215,7.672,5.804,3.518,5.33,3.2,0.695,1,1.452,6.207,5.775,10.693,4.633,3.379,-0.129,-0.129,26.27,2.451,36.145,36.145,37,3.677,6.804,11.846,2,7.815,8.951,0.869,6.043,12.473,-0.128,3.803,46.5,6.544,0.919,-0.607,7.269,0.268,14.037,1.293,3.062,-0.433,12.898,0.366,5.687,7.124,2.681,5.038,6.769,-1.799,-1.799,0.366,2.887,0,-1.397,-1.397,0.136,14.911,-0.625,-0.625,1.648,5.531,8,-0.171,0,0.217,0.427,0.427,1.364,2.656,28.267,15.13,0.289,0.162,0.0,0.987,2.492,2.492,18,253.64,56.055,56.055,54.156,1.615,-0.32,-0.32,4.982,1.888,5.922,0.19,13.165,0.174,3.474,8.185,-0.781,179.362,3.321,-0.821,-0.821,36.145,29.811,21.933,0.48,1.583,0.847,172.608,2.842,7.18,-1.069,23.696,0,0.141,18.011,3.508,181.362,1.28,8.707,2.607,3.316,0.267,0.709,7.349,36.145,1.0,0.0,22.047,2.619,48.667,1.614,24.633,5.6
5.1,1.917,5.862,4.981,5.822,4.715,1.447,0.924,4.754,7.985,6.042,4.037,5.982,3.93,0.986,5,1.466,6.596,7.267,10.985,4.936,4.078,0.722,0.722,50.958,2.564,42.683,57.643,46,4.0,9.662,12.305,1,11.863,9.222,1.635,12.279,12.79,0.656,4.175,88.23,6.79,1.239,0.472,7.523,0.433,14.552,2.0,4.119,0.518,13.404,0.618,5.932,7.915,3.414,5.054,8.808,0.477,0.477,1.0,3.117,0,1.322,1.322,0.32,30.593,0.506,0.506,1.725,5.915,10,0.789,0,0.594,1.0,1.0,1.546,2.69,32.131,15.677,0.291,0.372,9.452,1.299,2.657,2.657,21,333.28,129.123,144.083,142.796,1.842,1.632,1.632,5.054,2.158,6.217,0.325,19.285,0.146,3.621,14.454,-0.127,252.683,3.542,-0.143,-0.143,124.786,44.432,30.881,1.5,2.5,1.132,252.683,3.063,10.234,-0.18,32.481,1,0.776,60.694,4.576,252.683,1.988,8.967,2.715,3.544,0.274,0.925,7.598,0.0,1.0,85.153,87.264,2.735,68.417,2.218,32.441,12.0
5.1,3.132,6.189,5.326,6.154,5.13,1.775,1.087,5.166,8.148,6.357,4.537,6.279,4.437,1.125,7,1.744,6.669,14.663,11.229,5.314,4.521,1.419,1.419,66.981,2.697,50.29,50.29,67,4.521,13.003,12.178,2,15.882,9.513,2.345,16.987,12.987,1.329,4.316,104.52,7.127,1.588,1.286,7.861,0.478,14.312,2.427,5.851,1.431,13.191,0.975,6.308,12.787,4.345,5.901,13.604,2.843,2.843,1.419,3.689,0,2.987,2.987,0.433,35.188,1.353,1.353,1.818,6.192,14,2.059,0,0.495,1.447,1.447,2.405,2.907,60.972,15.375,0.262,0.526,0.0,1.621,2.76,2.76,33,495.75,141.079,141.079,139.792,2.003,3.852,3.852,5.872,2.916,6.526,0.463,27.298,0.096,3.736,13.237,1.142,411.05,3.993,1.17,1.17,100.646,58.175,42.8,2.093,2.905,1.63,396.685,3.497,17.576,1.72,56.989,0,2.148,36.022,6.929,413.05,2.889,9.314,3.081,3.969,0.245,1.35,7.973,73.832,0.83,50.357,56.127,3.104,93.833,2.671,48.034,10.0
5.1,1.632,5.505,4.449,5.342,4.475,1.453,0.827,4.426,7.571,5.731,3.835,5.632,3.965,0.674,2,1.445,6.105,7.187,10.612,4.638,3.888,0.118,0.118,38.255,2.43,58.363,58.363,37,3.588,7.336,11.684,4,7.192,8.892,1.078,7.358,12.368,0.105,3.727,61.56,6.479,1.008,-0.153,7.231,0.416,13.842,1.236,3.402,0.194,12.715,0.512,5.666,7.395,2.562,4.629,6.763,-1.04,-1.04,0.313,2.932,0,-0.489,-0.489,0.58,22.851,-0.232,-0.232,1.671,5.593,8,0.148,0,0.426,0.367,0.367,1.759,2.947,33.1,14.915,0.316,0.268,0.0,1.062,2.536,2.536,18,302.76,77.763,77.763,77.763,1.441,0.243,0.243,4.577,2.0,5.889,0.468,16.743,0.156,3.495,12.569,-0.731,173.911,3.357,-0.784,-0.784,77.763,39.175,24.533,0.4,1.509,0.955,169.157,2.925,7.556,-1.001,49.276,0,0.172,0.0,3.655,175.911,1.428,8.695,2.685,3.352,0.296,0.824,7.344,58.363,1.0,9.476,27.815,2.686,56.583,2.349,26.593,2.6
5.1,1.875,5.68,4.717,5.462,4.591,1.429,0.91,4.547,7.562,5.675,3.579,5.674,3.47,0.959,2,1.376,6.081,6.865,10.546,4.85,3.589,-0.382,-0.382,40.983,2.403,85.367,85.367,30,3.918,8.342,11.793,2,12.482,8.807,0.558,8.911,12.33,-0.357,3.643,78.07,6.385,1.046,-0.72,7.135,0.335,14.007,1.093,4.071,-0.754,12.86,0.489,5.572,7.781,2.587,4.618,7.613,-2.117,-2.117,0.18,2.959,2,-1.601,-1.601,0.406,23.393,-0.735,-0.735,1.647,5.707,7,-0.45,1,0.337,0.204,0.204,1.15,2.135,32.999,15.112,0.278,0.164,19.711,1.062,2.488,2.488,17,289.42,135.723,135.723,135.723,1.124,-0.946,-0.946,4.571,1.984,5.814,0.184,15.079,0.176,3.455,9.671,-0.946,196.574,3.375,-1.0,-1.0,135.723,34.383,24.433,0.256,1.532,0.793,189.065,2.925,9.712,-1.0,61.23,2,0.0,85.367,3.507,198.574,0.913,8.516,2.637,3.345,0.266,0.73,7.167,132.451,1.0,16.786,45.367,2.591,49.5,1.679,26.235,7.0
5.3,2.306,6.216,4.793,5.573,4.761,1.429,1.469,4.702,8.1,6.145,4.255,6.095,3.907,0.825,2,1.412,6.697,8.914,11.157,4.925,4.076,0.895,0.895,70.58,2.72,50.29,80.21,52,3.577,9.714,12.484,2,9.41,9.367,1.806,7.738,12.987,0.802,4.269,66.89,6.927,1.062,0.436,7.636,0.653,14.792,1.885,3.793,0.784,13.61,0.923,6.009,10.804,3.397,4.961,8.668,0.111,0.111,0.873,3.055,1,1.159,1.159,1.121,50.744,0.434,0.434,1.716,6.002,12,0.963,1,0.391,0.953,0.953,2.167,3.246,159.865,15.953,0.341,0.287,0.0,1.225,2.804,2.804,20,328.43,87.83,117.75,117.75,2.523,2.136,2.136,4.961,2.472,6.279,0.97,17.716,0.138,3.781,12.926,-0.086,213.329,3.538,-0.097,-0.097,80.21,37.484,29.329,1.034,2.084,1.383,210.574,3.024,8.659,-0.111,187.09,0,0.817,34.416,5.032,213.329,2.005,8.988,2.715,3.532,0.318,0.886,7.61,97.374,1.0,18.011,133.111,2.735,73.333,2.736,30.135,7.0
6.6,1.632,5.473,4.574,5.247,4.512,1.429,0.507,4.391,7.496,5.714,3.769,5.46,3.718,0.833,4,1.426,6.009,6.179,10.588,4.76,3.858,0.195,0.195,34.898,2.419,42.683,42.683,36,3.718,7.92,11.536,1,11.659,8.89,1.123,8.368,12.324,0.18,3.687,86.72,6.506,0.97,-0.243,7.251,0.254,13.676,1.427,3.484,-0.152,12.553,0.636,5.707,6.963,2.97,4.916,7.893,-1.135,-1.135,0.457,3.111,2,-0.933,-0.933,0.385,23.067,-0.365,-0.365,1.67,5.679,8,0.208,2,0.267,0.489,0.489,1.457,2.502,37.513,14.743,0.311,0.218,9.623,1.17,2.57,2.57,17,281.04,127.836,127.836,111.051,1.103,0.483,0.483,4.916,2.0,5.922,0.369,15.67,0.168,3.519,8.833,-0.605,206.477,3.411,-0.689,-0.689,132.189,33.843,25.652,0.721,1.973,0.509,206.477,2.968,8.262,-0.873,38.574,1,0.189,77.48,3.849,206.477,1.305,8.657,2.543,3.399,0.292,0.628,7.32,94.169,1.0,68.367,47.617,2.531,52.778,1.988,27.337,11.9
5.1,2.542,6.155,5.089,6.107,4.829,1.525,1.393,4.842,8.095,6.138,4.162,6.155,4.156,1.026,4,1.518,6.726,8.204,11.134,5.046,4.243,0.752,0.752,71.997,2.724,42.683,72.604,52,4.033,10.011,12.431,1,11.84,9.358,1.679,12.675,12.947,0.695,4.312,88.23,6.915,1.296,0.646,7.643,0.78,14.682,2.055,4.477,0.759,13.534,0.874,6.033,9.087,3.54,5.232,9.271,0.477,0.477,1.045,3.158,0,1.607,1.607,0.55,43.891,0.705,0.705,1.744,6.061,12,1.051,0,0.758,1.1,1.1,1.892,2.785,48.324,15.81,0.296,0.508,9.469,1.311,2.86,2.86,22,356.65,129.123,159.043,157.756,2.189,1.975,1.975,5.232,2.375,6.323,0.507,21.14,0.139,3.816,18.136,0.045,277.315,3.59,0.05,0.05,139.746,49.046,33.695,1.626,2.585,1.165,277.315,3.206,11.026,0.063,53.977,1,0.972,60.694,5.037,277.315,2.185,9.075,2.735,3.598,0.279,0.934,7.692,0.0,1.0,85.153,144.74,2.733,77.75,2.482,34.351,11.3
5.4,2.104,6.105,5.295,6.153,5.086,1.823,0.952,5.055,7.975,6.171,4.108,6.003,4.192,1.089,9,1.815,6.494,12.529,10.907,5.311,4.143,1.349,1.349,57.473,2.676,36.145,36.145,54,4.544,14.683,12.015,2,17.103,9.22,2.285,18.033,12.633,1.259,4.15,83.14,6.838,1.413,1.14,7.592,0.576,14.135,2.498,5.715,1.119,13.022,0.587,6.061,12.41,3.61,5.661,11.451,2.541,2.541,1.469,3.395,1,2.749,2.749,0.3,25.439,1.154,1.154,1.777,6.034,11,1.882,1,0.601,1.542,1.542,2.0,2.883,80.18,15.187,0.245,0.416,0.0,1.515,2.731,2.731,29,432.22,107.636,107.636,90.851,1.435,2.962,2.962,5.661,2.614,6.267,0.581,23.989,0.112,3.708,14.408,0.647,367.944,3.828,0.689,0.689,69.716,54.325,37.433,1.977,2.894,1.546,363.944,3.423,17.286,0.977,51.303,0,1.639,34.796,5.608,367.944,2.815,9.068,2.966,3.807,0.232,1.135,7.735,59.687,1.0,33.571,49.388,2.961,76.333,2.473,41.858,7.7
6.2,3.0,6.865,6.058,6.812,5.523,1.778,2.236,5.619,8.051,6.345,4.676,6.788,4.671,1.167,10,1.812,6.646,15.464,11.056,5.758,4.695,1.986,1.986,234.434,2.534,50.29,50.29,73,5.102,14.218,11.897,2,21.522,9.403,2.952,32.569,12.743,1.903,4.461,389.3,7.008,1.73,1.771,7.803,1.607,13.941,2.978,6.543,1.73,12.858,1.381,6.297,15.623,4.657,4.364,15.693,3.683,3.683,1.929,3.63,0,3.741,3.741,1.533,61.416,1.778,1.778,1.865,6.569,16,2.564,0,1.069,2.013,2.013,2.76,3.194,105.836,14.956,0.239,0.895,0.0,1.756,2.601,2.601,32,710.98,518.814,518.814,518.814,2.747,5.126,5.126,4.364,3.077,6.482,0.818,44.887,0.073,3.575,42.05,1.335,453.826,4.089,1.388,1.388,446.771,185.196,62.333,2.565,3.373,2.42,453.826,3.665,27.253,1.828,198.485,0,2.353,335.221,7.86,453.826,3.37,9.325,3.285,4.091,0.231,1.416,8.005,97.374,0.17,0.0,111.366,3.253,135.667,3.025,61.76,19.2
5.1,2.007,6.055,5.243,6.059,4.949,1.59,1.202,5.003,8.183,6.24,4.246,6.142,4.175,1.105,6,1.573,6.811,9.894,11.159,5.168,4.288,1.0,1.0,59.106,2.772,42.683,57.643,53,4.333,11.3,12.472,1,15.619,9.396,2.0,17.289,12.961,1.0,4.412,88.23,6.963,1.339,0.762,7.695,0.383,14.705,2.068,5.296,0.899,13.562,0.765,6.098,9.906,3.552,5.215,10.773,1.614,1.614,1.055,3.284,1,2.177,2.177,0.278,33.187,0.815,0.815,1.761,6.031,12,1.5,0,0.707,1.128,1.128,1.912,2.877,32.94,15.823,0.266,0.489,9.545,1.376,2.827,2.827,25,390.12,129.123,144.083,142.796,2.118,2.275,2.275,5.215,2.467,6.392,0.321,21.788,0.128,3.806,15.766,0.294,312.904,3.734,0.34,0.34,124.786,47.421,35.481,1.655,2.605,1.193,312.904,3.206,14.437,0.348,35.847,1,1.226,60.694,5.328,312.904,2.5,9.105,2.864,3.718,0.253,1.067,7.734,0.0,1.0,85.153,83.282,2.859,73.917,2.521,38.021,10.0
5.1,0.75,5.435,4.769,5.297,4.529,1.432,0.333,4.536,7.18,5.564,3.535,5.517,3.461,0.963,5,1.421,5.57,7.721,10.073,4.771,3.522,0.561,0.561,34.36,2.459,11.0,11.0,31,4.114,9.285,10.713,1,12.037,8.487,1.464,10.582,11.692,0.502,3.374,61.03,6.155,1.062,-0.182,6.954,0.184,12.556,1.594,4.123,-0.262,11.489,0.307,5.509,7.752,3.04,5.045,7.976,-0.976,-0.976,0.6,3.005,1,-0.455,-0.455,0.189,13.815,-0.187,-0.187,1.674,5.613,5,0.637,1,0.226,0.62,0.62,1.288,2.342,30.142,13.409,0.255,0.086,0.0,1.131,2.5,2.5,21,317.47,77.468,77.468,77.468,0.924,1.305,1.305,5.045,2.0,5.666,0.169,17.032,0.138,3.485,6.294,-0.572,232.084,3.489,-0.624,-0.624,77.468,42.038,25.767,0.984,2.306,0.986,227.329,2.936,10.733,-0.742,30.623,0,0.303,32.897,3.719,232.084,1.715,8.455,2.715,3.454,0.241,0.886,7.187,34.542,1.0,52.524,30.928,2.735,52.5,1.536,29.52,6.5
5.1,2.125,5.39,4.509,5.154,4.629,1.557,0.785,4.596,7.721,5.924,3.772,5.594,3.4,0.99,1,1.507,6.257,9.842,10.666,4.832,3.661,0.524,0.524,35.316,2.565,25.145,25.145,40,3.991,10.191,11.749,1,10.812,8.976,1.466,7.035,12.395,0.485,3.948,54.02,6.592,1.062,0.061,7.341,0.11,13.875,1.97,3.936,0.256,12.756,0.43,5.802,8.515,3.175,4.839,8.31,-0.599,-0.599,0.968,3.266,0,0.178,0.178,0.256,15.267,0.065,0.065,1.694,5.66,9,0.754,0,0.28,1.0,1.0,1.552,2.624,39.405,14.931,0.278,0.244,0.0,1.255,2.644,2.644,22,327.38,76.142,76.142,76.142,1.119,1.329,1.329,4.795,2.432,6.014,0.237,17.687,0.15,3.618,11.823,-0.347,220.574,3.589,-0.347,-0.347,40.121,40.541,26.833,1.5,2.5,1.0,215.819,3.123,12.428,-0.445,39.626,0,0.653,36.022,4.195,222.574,1.988,8.858,2.747,3.54,0.258,0.939,7.514,25.145,1.0,14.976,26.596,2.752,57.833,2.147,31.181,6.5
5.1,2.125,6.162,4.687,5.639,4.63,1.541,0.924,4.598,7.663,5.915,3.973,5.88,3.833,0.937,4,1.602,6.253,7.837,10.86,4.809,3.772,1.0,1.0,82.041,2.609,61.29,106.17,45,3.734,8.185,11.508,3,8.413,9.127,2.0,8.347,12.638,1.0,4.025,92.35,6.693,1.124,0.251,7.46,0.638,13.516,2.075,4.067,0.752,12.449,0.809,5.9,7.162,3.414,5.22,8.624,0.249,0.249,1.068,3.274,0,0.703,0.703,1.102,54.227,0.274,0.274,1.73,6.066,10,1.5,0,0.283,1.102,1.102,1.844,3.063,108.851,14.503,0.331,0.361,0.0,1.2,2.719,2.719,21,361.62,132.108,176.988,176.988,1.524,2.275,2.275,5.179,2.349,6.168,1.042,22.286,0.117,3.683,18.785,-0.096,248.568,3.491,-0.103,-0.103,122.956,58.736,34.043,1.566,2.568,1.187,243.814,3.05,8.711,-0.124,146.501,0,0.84,54.032,5.495,250.568,2.5,8.907,2.768,3.531,0.312,0.895,7.568,106.17,1.0,16.786,136.624,2.767,90.583,2.54,32.594,8.3
5.1,1.389,4.164,2.862,1.962,3.305,0.913,0.341,3.083,7.422,5.469,3.112,4.491,2.218,0.223,1,0.929,5.962,1.579,10.369,3.423,2.634,-1.331,-1.331,18.431,1.883,34.652,34.652,24,2.441,2.75,11.818,2,2.87,8.617,-0.352,1.446,12.159,-1.216,3.505,58.89,6.201,0.111,-1.395,6.925,0.045,14.111,-0.095,1.374,-1.646,12.936,0.158,5.333,1.924,1.703,4.322,4.183,-5.671,-5.671,-0.89,2.236,0,-3.814,-3.814,0.204,18.194,-1.414,-1.414,1.537,5.277,6,-1.839,0,0.028,-1.0,-1.0,0.607,2.251,15.576,15.258,0.435,0.0,0.0,0.238,2.113,2.113,10,161.63,69.449,69.449,69.449,0.942,-3.462,-3.462,4.322,0.437,5.572,0.245,8.798,0.272,3.019,6.021,-1.895,86.439,2.825,-1.911,-1.911,90.586,19.799,15.019,-1.322,0.324,-0.645,86.439,1.978,1.258,-2.68,23.513,0,-0.932,18.011,2.439,86.439,0.008,8.428,1.269,2.863,0.387,0.0,7.049,34.652,1.0,39.149,32.274,1.251,38.111,1.534,15.354,10.0
5.1,1.729,5.217,4.461,5.171,4.516,1.598,0.712,4.324,7.749,5.839,3.542,5.374,3.319,1.0,4,1.546,6.357,6.516,10.731,4.735,3.404,-0.421,-0.421,42.903,2.713,44.313,44.313,34,3.636,8.761,11.918,2,10.317,8.973,0.544,7.538,12.526,-0.399,3.975,100.87,6.535,1.037,-0.492,7.277,0.186,14.071,1.019,3.913,-0.734,12.96,0.473,5.687,7.962,2.593,4.851,7.06,-2.259,-2.259,0.05,3.026,0,-1.113,-1.113,0.164,25.567,-0.537,-0.537,1.652,5.708,8,-0.502,0,0.278,0.052,0.052,1.188,2.445,68.85,15.141,0.321,0.231,0.0,1.062,2.753,2.753,16,277.19,126.941,126.941,110.278,0.991,-0.797,-0.797,4.851,2.0,5.984,0.378,15.841,0.18,3.741,12.241,-0.878,198.905,3.413,-0.891,-0.891,93.873,37.098,24.9,0.064,1.355,0.514,196.15,2.925,8.759,-1.29,23.648,0,0.098,65.965,3.857,198.905,1.0,8.869,2.545,3.363,0.301,0.771,7.458,67.855,1.0,38.875,52.077,2.54,55.917,1.549,26.39,9.8
5.1,2.007,5.62,4.467,5.638,4.409,1.552,0.872,4.309,7.782,5.906,3.598,5.565,3.657,0.901,2,1.543,6.319,5.652,10.767,4.634,3.655,0.507,0.507,41.13,2.585,96.367,96.367,37,3.749,6.655,11.968,3,7.683,9.039,1.447,6.218,12.535,0.47,3.892,103.09,6.624,1.062,0.377,7.371,0.491,14.16,1.674,3.564,0.423,13.022,0.571,5.802,6.391,3.096,5.041,7.664,0.027,0.027,0.689,3.075,0,0.744,0.744,0.275,27.152,0.422,0.422,1.688,5.759,9,0.691,0,0.457,0.764,0.764,1.534,2.617,38.695,15.252,0.305,0.302,19.836,1.194,2.647,2.647,19,299.09,163.264,163.264,146.601,1.293,1.167,1.167,4.993,2.051,6.047,0.342,16.517,0.151,3.623,11.463,-0.4,209.722,3.417,-0.426,-0.426,146.601,38.158,26.9,0.831,1.944,1.035,207.722,3.015,6.573,-0.522,35.662,2,0.522,102.03,4.127,211.722,1.874,8.889,2.715,3.433,0.283,0.886,7.516,96.367,1.0,16.663,44.307,2.735,61.5,2.082,28.391,9.5
5.1,2.111,5.523,4.289,5.324,4.328,1.573,0.98,4.203,7.646,5.889,3.852,5.849,3.619,0.753,5,1.636,6.193,4.941,10.67,4.486,3.727,0.858,0.858,52.0,2.638,85.399,85.399,40,3.534,6.599,11.532,4,6.879,8.991,1.852,4.703,12.383,0.843,3.885,129.1,6.603,1.13,0.678,7.367,0.373,13.555,2.0,3.363,0.854,12.484,0.331,5.838,5.888,3.321,5.345,8.13,0.86,0.86,1.0,3.323,0,1.61,1.61,0.46,35.464,0.679,0.679,1.711,5.82,9,1.306,0,0.288,1.0,1.0,1.667,3.207,55.322,14.549,0.345,0.172,0.0,1.398,2.731,2.731,19,321.21,159.192,159.192,136.736,0.889,2.003,2.003,5.345,2.334,6.043,0.581,19.086,0.138,3.697,12.648,-0.1,224.477,3.486,-0.113,-0.113,118.848,45.175,29.533,1.583,2.592,1.449,219.722,3.059,4.529,-0.137,46.58,0,0.819,34.674,4.588,224.477,2.475,8.939,2.77,3.49,0.315,0.946,7.597,34.652,0.83,31.503,65.56,2.777,74.667,2.462,30.261,11.9
5.3,0.944,4.21,3.525,3.486,3.819,1.107,0.344,3.658,7.224,5.357,3.629,4.61,3.033,0.599,1,1.062,5.694,4.161,10.226,4.027,3.279,-1.0,-1.0,13.888,1.783,0.0,0.0,23,3.145,4.005,11.447,0,5.733,8.502,0.0,3.443,11.994,-1.0,3.245,28.68,6.107,0.133,-1.016,6.845,0.042,13.659,0.034,1.767,-1.492,12.509,0.161,5.293,4.144,1.822,4.324,4.88,-4.578,-4.578,-0.838,2.674,0,-3.098,-3.098,0.065,6.185,-1.274,-1.274,1.554,5.012,5,-1.5,0,0.071,-0.909,-0.909,0.677,1.745,9.977,14.76,0.323,0.02,0.0,0.745,2.141,2.141,13,186.48,33.571,33.571,16.786,0.689,-2.704,-2.704,4.324,0.519,5.509,0.072,9.761,0.253,3.011,4.554,-1.795,108.096,3.069,-1.889,-1.889,16.786,21.701,14.767,-1.342,0.573,-0.874,105.342,2.435,4.634,-2.6,8.949,0,-0.927,16.786,2.466,108.096,0.5,8.382,1.784,3.027,0.292,0.0,7.026,0.0,1.0,16.786,8.934,1.858,32.583,1.112,18.175,8.0
4.7,0.681,4.496,3.887,4.094,4.061,1.107,0.292,3.926,7.25,5.401,3.223,4.918,2.415,0.536,2,1.062,5.688,3.924,10.142,4.292,2.922,-1.0,-1.0,14.865,1.953,0.0,0.0,23,3.433,4.509,11.421,0,6.307,8.425,0.0,4.826,11.911,-0.946,3.195,41.57,6.043,0.727,-1.0,6.786,0.048,13.61,0.204,2.22,-1.294,12.465,0.051,5.263,4.265,1.555,4.236,5.279,-3.021,-3.021,-0.773,2.814,0,-2.347,-2.347,0.05,5.777,-1.0,-1.0,1.573,5.016,4,-1.5,0,0.049,-0.783,-0.783,0.801,1.524,15.987,14.696,0.286,0.032,0.0,0.893,2.0,2.0,14,192.86,50.112,50.112,33.449,0.562,-2.347,-2.347,4.236,1.718,5.46,0.107,9.943,0.22,2.977,0.0,-1.519,118.606,3.088,-1.574,-1.574,33.449,23.594,16.4,-1.107,0.672,-0.783,115.851,2.803,5.375,-2.211,11.344,0,-0.607,16.663,2.571,118.606,0.5,8.288,2.088,3.065,0.261,0.462,6.968,0.0,1.0,33.449,11.037,2.083,35.167,1.0,19.171,10.7
5.1,2.438,6.206,4.965,6.264,4.995,1.767,1.868,4.98,8.1,6.249,4.417,6.583,4.234,1.108,7,1.757,6.687,13.365,11.172,5.178,4.355,1.117,1.117,128.044,2.821,162.888,177.848,61,4.078,13.658,12.209,6,13.844,9.419,2.124,10.076,12.971,1.115,4.353,141.32,6.974,1.232,1.0,7.734,0.894,14.358,2.296,5.935,1.137,13.239,0.873,6.159,13.788,3.653,5.406,11.14,2.275,2.275,1.255,3.517,0,2.42,2.42,0.931,70.916,1.0,1.0,1.79,6.298,13,1.6,0,0.663,1.361,1.361,2.678,3.527,135.106,15.427,0.312,0.558,9.341,1.501,2.894,2.894,27,474.49,202.974,217.934,212.264,2.16,2.958,2.958,5.406,2.729,6.422,0.909,28.272,0.112,3.877,22.978,1.0,329.775,3.864,1.0,1.0,177.848,70.796,41.348,1.631,2.643,1.786,318.265,3.392,13.593,1.5,159.211,1,2.0,77.099,7.008,329.775,2.615,9.291,3.015,3.827,0.292,1.049,7.911,112.141,0.67,29.488,181.625,2.98,108.417,2.842,42.378,4.9
5.1,1.806,6.133,5.054,5.726,4.772,1.662,0.878,4.84,7.739,5.916,4.125,6.031,3.913,1.028,12,1.691,6.289,6.343,10.87,4.97,4.0,0.966,0.966,52.1,2.668,46.106,46.106,44,3.933,6.331,11.845,3,10.711,9.124,1.934,8.953,12.66,0.925,3.861,149.58,6.713,1.361,0.642,7.448,0.778,14.0,1.953,3.754,0.744,12.884,0.649,5.883,6.219,3.259,5.109,9.193,1.579,1.579,0.948,3.361,0,1.638,1.638,1.161,30.531,0.658,0.658,1.73,5.918,9,1.122,0,0.323,1.0,1.0,1.698,2.89,47.365,15.078,0.307,0.217,0.0,1.508,2.799,2.799,18,339.43,190.852,190.852,189.075,1.477,1.785,1.785,5.109,2.233,6.103,0.727,20.317,0.131,3.753,12.503,0.584,260.539,3.483,0.618,0.618,168.063,46.997,33.2,1.42,2.51,1.232,258.539,3.073,9.989,0.618,115.835,0,1.565,50.785,4.653,260.539,2.195,8.837,2.705,3.515,0.29,0.996,7.494,128.503,0.67,81.444,51.431,2.713,70.667,2.192,32.498,17.6
