pXC50,D.Dtr07,nR07,X5A,Eig04_AEA.bo.,nCrs,SM06_AEA.bo.,SM07_AEA.bo.,SM04_EA.bo.,X4A,ATS7m,SM05_AEA.bo.,X3A,Eig06_EA.bo.,ZM2Per,Eig03_EA.bo.,SM13_AEA.ri.,Chi1_EA.ed.,ZM2MulPer,Chi0_EA.ed.,ZM2V,SpMax1_Bh.e.,IC4,Eig06_AEA.bo.,ZM1Per,ATS6m,IC3,SM02_AEA.bo.,ZM2Kup,SpAD_EA.bo.,ATS5m,SM03_EA.ri.,P_VSA_LogP_7,Eig04_AEA.ri.,SpMax3_Bh.p.,Eig04_EA.ri.,SssCH2,Eta_F,Eig01_AEA.ri.,SpMax_AEA.ri.,nCsp3,ZM1MulPer,CATS2D_07_NL,CATS2D_08_AL,ATS8i,CATS2D_08_DL,SpMax6_Bh.e.,MWC03,ZM2,GGI4,ZM1Mad,SpMax3_Bh.v.,SpAD_EA.ed.,ZM1V,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SRW04,D.Dtr05,CATS2D_07_AL,NssCH2,CATS2D_05_LL,CATS2D_02_LL,piPC04,Eta_beta,BBI,MPC02,SM02_EA,ZM1Kup
6.357,0.0,0,0.082,3.604,6,10.108,11.459,7.078,0.127,4.186,8.778,0.191,2.675,639.25,3.454,3.454,6.719,451.054,13.901,423.0,4.024,5.501,3.469,630.71,4.21,5.382,5.05,451.017,64.677,4.133,3.825,282.506,3.28,3.712,2.241,6.724,32.641,4.026,4.026,9,479.998,3,11,5.388,6,3.391,5.878,178.0,0.924,175.822,3.71,131.544,442.0,10.225,10.225,10.225,5.525,0.0,15,8,12,18,5.261,39.75,45,3.829,4.511,497.312
7.114,0.0,0,0.083,3.635,0,10.169,11.535,7.01,0.128,3.984,8.824,0.192,2.581,591.8,3.375,3.375,6.267,421.172,13.141,392.0,4.014,5.29,3.468,574.81,4.093,5.195,5.024,409.512,60.654,4.065,4.038,306.049,3.241,3.617,2.223,3.531,31.24,4.104,4.104,9,433.322,1,6,5.344,4,3.437,5.808,166.0,1.093,164.893,3.608,126.314,400.0,10.235,10.235,10.235,5.476,0.0,7,5,14,19,5.214,39.25,43,3.784,4.466,435.486
6.481,0.0,0,0.082,3.635,0,10.164,11.531,7.004,0.127,3.956,8.816,0.191,2.581,586.04,3.375,3.375,6.017,417.01,12.641,388.0,4.013,5.219,3.467,569.05,4.07,5.119,5.004,405.512,59.459,4.041,4.038,282.506,3.24,3.604,2.222,2.377,30.902,4.104,4.104,8,429.16,2,7,5.301,5,3.425,5.784,162.0,1.093,160.893,3.604,123.927,396.0,10.235,10.235,10.235,5.451,0.0,7,4,13,18,5.208,38.75,42,3.761,4.443,431.486
8.155,0.0,0,0.084,3.551,0,10.007,11.35,6.931,0.127,3.983,8.685,0.195,2.19,565.26,3.109,3.109,6.003,400.259,12.652,374.0,4.011,5.385,3.38,554.87,4.013,5.35,4.956,390.808,57.648,4.01,3.702,258.964,3.237,3.582,2.219,1.94,30.138,4.026,4.026,7,419.31,3,7,5.209,6,3.376,5.733,154.0,1.013,152.227,3.575,114.009,388.0,10.225,10.225,10.225,5.389,0.0,10,4,12,15,5.18,38.25,39,3.689,4.369,423.486
8.523,0.0,0,0.08,3.896,0,10.309,11.689,7.119,0.125,4.052,8.948,0.19,2.708,623.82,3.449,3.449,5.902,443.523,12.699,412.0,4.016,5.149,3.489,607.86,4.181,5.115,5.088,428.103,62.374,4.134,4.147,258.964,3.427,3.647,2.406,1.251,34.608,4.131,4.131,7,461.558,3,7,5.287,6,3.383,5.838,171.0,1.493,165.7,3.652,131.108,424.0,10.371,10.371,10.371,5.493,0.0,8,3,14,17,5.332,41.5,44,3.807,4.489,459.486
7.523,0.0,0,0.082,3.552,5,10.048,11.392,6.967,0.126,4.027,8.725,0.191,2.443,592.39,3.16,3.16,6.349,417.387,13.356,392.0,4.015,5.41,3.469,572.87,4.063,5.375,5.011,409.23,60.575,4.052,3.687,258.964,3.237,3.711,2.219,5.897,30.148,4.026,4.026,8,429.113,3,7,5.248,6,3.375,5.82,168.0,0.808,162.56,3.709,123.018,398.0,10.225,10.225,10.225,5.46,102.448,10,7,12,17,5.235,39.25,42,3.761,4.443,433.486
5.886,0.0,0,0.081,3.563,0,10.053,11.422,6.921,0.129,3.854,8.703,0.189,2.512,529.38,3.197,3.197,5.311,373.99,11.026,348.0,4.011,5.067,3.327,517.56,3.883,5.031,4.883,364.923,54.071,3.878,4.064,258.964,3.237,3.593,2.219,1.328,26.772,4.103,4.103,7,392.663,3,5,5.214,6,3.301,5.7,149.0,0.853,148.637,3.59,115.712,362.0,10.227,10.227,10.227,5.371,0.0,6,3,12,17,5.11,33.75,39,3.689,4.369,401.932
7.824,66.56,1,0.072,3.723,0,10.38,11.791,7.449,0.111,4.05,8.993,0.171,2.668,686.42,3.743,3.743,5.838,467.462,12.275,441.0,4.129,5.524,3.365,618.38,3.969,5.324,5.103,458.755,69.83,3.998,4.038,211.88,3.391,3.776,2.375,1.105,33.048,4.194,4.194,3,447.008,2,7,5.038,2,3.259,5.974,196.0,1.403,176.162,3.77,147.825,420.0,11.258,11.258,11.258,5.565,52.19,8,3,16,20,5.777,42.75,48,3.892,4.575,458.911
6.131,84.932,1,0.074,3.729,2,10.26,11.63,7.238,0.116,4.169,8.914,0.178,2.626,646.86,3.457,3.457,6.812,443.407,14.158,418.0,4.07,5.611,3.475,595.75,4.157,5.371,5.145,432.234,71.322,4.188,4.059,353.133,3.434,3.776,2.394,7.238,32.861,4.193,4.193,9,433.776,2,4,5.481,2,3.418,6.043,210.0,1.674,190.053,3.77,156.395,408.0,11.257,11.257,11.257,5.652,0.0,6,8,22,29,5.549,42.25,52,3.97,4.654,443.266
6.301,0.0,0,0.079,3.992,0,10.755,12.188,7.804,0.12,4.46,9.348,0.184,3.211,992.44,3.857,3.857,7.97,685.846,16.811,641.0,4.123,5.822,3.749,933.94,4.43,5.542,5.408,621.473,94.298,4.671,4.353,317.82,3.53,3.879,2.499,1.148,51.301,4.363,4.363,3,697.749,0,10,5.193,2,3.528,6.236,255.0,2.751,337.415,3.872,194.654,646.0,12.951,12.951,12.951,5.855,0.0,10,2,25,35,5.943,60.0,64,4.174,4.86,660.525
6.301,0.0,0,0.083,3.629,0,10.205,11.579,7.244,0.127,4.131,8.852,0.192,2.481,661.68,3.846,3.846,5.886,458.692,12.434,430.0,4.013,5.412,3.232,666.9,4.04,5.284,5.034,427.847,64.51,3.906,3.836,247.193,3.207,3.842,2.188,0.926,31.853,3.918,3.918,3,511.449,1,4,5.019,1,3.28,5.861,175.0,1.249,193.01,3.833,131.104,474.0,9.651,9.651,9.651,5.493,0.0,4,2,16,28,5.421,41.0,44,3.807,4.489,462.028
6.301,0.0,0,0.079,3.992,0,10.608,12.055,7.646,0.119,4.253,9.187,0.182,2.882,822.25,3.855,3.855,6.302,568.603,13.41,531.0,4.115,5.544,3.576,776.52,4.219,5.316,5.208,506.018,76.717,4.517,4.203,247.193,3.519,3.879,2.437,0.681,39.288,4.363,4.363,2,584.183,0,9,4.862,2,3.43,6.028,207.0,2.289,291.872,3.871,158.987,538.0,12.951,12.951,12.951,5.645,0.0,9,1,20,31,5.764,48.5,52,3.97,4.654,540.79
6.301,0.0,0,0.086,3.629,0,10.045,11.396,7.121,0.129,3.797,8.715,0.196,2.333,548.64,3.442,3.442,5.818,383.969,12.138,360.0,4.011,5.36,3.175,523.02,3.815,5.065,4.966,372.121,60.804,3.772,3.727,270.735,3.207,3.824,2.188,1.222,29.929,3.885,3.885,3,387.555,1,4,5.023,1,3.28,5.765,159.0,1.027,149.971,3.815,117.593,362.0,9.178,9.178,9.178,5.407,0.0,4,2,20,27,5.335,39.5,40,3.714,4.394,393.621
6.301,0.0,0,0.08,3.75,0,10.205,11.575,7.346,0.121,3.761,8.857,0.188,2.734,602.76,3.45,3.45,6.057,418.798,12.539,394.0,4.108,5.417,3.418,562.39,3.856,5.078,5.055,406.121,67.258,3.85,3.862,247.193,3.344,3.841,2.319,1.285,32.113,3.985,3.985,2,412.337,2,3,4.831,2,3.202,5.866,176.0,1.52,161.971,3.834,131.303,386.0,9.432,9.432,9.432,5.493,0.0,3,2,24,32,5.606,43.0,44,3.807,4.489,417.621
4.678,0.0,0,0.082,3.577,3,10.06,11.408,6.964,0.125,3.76,8.731,0.19,2.546,580.62,3.177,3.177,5.846,408.928,12.329,384.0,4.015,5.239,3.51,561.33,3.886,5.186,4.97,401.23,57.846,3.918,3.827,211.88,3.237,3.709,2.219,3.577,28.512,4.014,4.014,6,420.724,3,6,4.979,7,3.368,5.771,160.0,0.943,154.56,3.708,117.567,390.0,10.18,10.18,10.18,5.407,0.0,6,5,12,14,5.185,38.25,40,3.714,4.394,425.486
5.77,0.0,0,0.083,3.552,5,9.954,11.304,6.921,0.127,3.884,8.627,0.192,2.294,532.45,3.109,3.109,5.899,372.205,12.244,351.0,4.015,5.342,3.227,506.75,3.901,5.307,4.913,365.343,56.795,3.939,3.687,258.964,3.237,3.709,2.219,6.083,26.097,4.026,4.026,8,375.926,3,5,5.196,6,3.355,5.765,159.0,0.808,153.117,3.707,117.525,350.0,10.224,10.224,10.224,5.407,94.401,6,7,12,17,5.175,34.75,40,3.714,4.394,380.821
7.081,0.0,0,0.07,3.784,6,10.378,11.753,7.146,0.113,4.234,9.025,0.174,2.706,688.12,3.453,3.453,7.127,479.097,14.885,450.0,4.089,5.296,3.522,641.39,4.262,5.267,5.22,467.512,71.909,4.205,4.314,329.591,3.498,3.714,2.469,8.932,32.699,4.438,4.438,13,473.294,3,10,5.455,6,3.378,6.107,224.0,1.067,204.893,3.716,167.551,440.0,13.117,13.117,13.117,5.72,0.0,11,9,12,29,5.424,42.75,56,4.043,4.727,475.486
6.0,0.0,0,0.084,3.551,0,10.013,11.355,6.937,0.129,4.02,8.693,0.196,2.215,584.41,3.103,3.103,6.233,415.666,13.138,386.0,4.011,5.416,3.366,580.33,4.055,5.382,4.977,404.216,58.761,4.017,3.661,270.735,3.237,3.549,2.204,2.648,32.494,4.026,4.026,7,440.635,3,9,5.297,6,3.378,5.759,158.0,0.853,157.642,3.545,116.209,408.0,10.225,10.225,10.225,5.416,0.0,10,5,12,14,5.18,39.5,40,3.714,4.394,447.131
7.26,0.0,0,0.079,3.92,0,10.585,12.023,7.488,0.124,4.388,9.174,0.186,2.859,809.6,3.523,3.523,6.984,566.9,14.518,528.0,4.086,5.394,3.552,756.5,4.446,5.278,5.223,518.953,76.398,4.392,4.376,317.82,3.534,3.716,2.484,1.19,43.219,4.313,4.313,7,567.233,3,9,5.579,6,3.61,6.033,208.0,1.422,239.331,3.718,162.73,520.0,12.51,12.51,12.51,5.687,0.0,11,3,12,21,5.523,48.25,54,4.007,4.691,558.173
7.796,0.0,0,0.084,3.551,0,9.954,11.304,6.895,0.128,3.784,8.624,0.195,2.16,538.94,3.081,3.081,5.362,382.474,11.543,357.0,4.009,5.361,3.339,533.23,3.844,5.319,4.875,373.455,53.068,3.867,3.542,188.338,3.237,3.549,2.176,1.343,28.23,4.026,4.026,4,404.141,3,7,4.981,6,3.203,5.638,140.0,0.853,137.894,3.544,102.315,374.0,10.225,10.225,10.225,5.283,0.0,8,3,12,14,5.134,36.75,35,3.584,4.263,409.486
6.509,0.0,0,0.083,3.635,0,10.169,11.535,7.01,0.128,3.985,8.824,0.192,2.581,652.16,3.375,3.375,6.267,464.853,13.141,432.0,3.996,5.219,3.468,640.65,4.11,5.185,5.024,459.717,60.654,4.086,4.028,270.735,3.24,3.605,2.22,1.521,32.919,4.104,4.104,8,484.852,0,3,5.253,2,3.411,5.808,166.0,1.093,169.492,3.605,126.314,448.0,10.235,10.235,10.235,5.476,0.0,5,4,6,10,5.214,40.0,43,3.784,4.466,498.867
6.301,0.0,0,0.079,3.709,0,10.495,11.943,7.547,0.123,3.885,9.074,0.185,2.841,729.19,3.855,3.855,5.755,503.979,12.076,472.0,4.109,5.411,3.502,667.86,3.895,5.15,5.109,441.14,69.759,3.907,4.078,231.386,3.302,3.88,2.287,0.709,33.162,4.29,4.29,1,494.982,0,8,4.716,2,3.403,5.905,183.0,1.673,230.985,3.87,140.11,456.0,12.497,12.497,12.497,5.525,92.285,6,1,21,30,5.651,43.5,46,3.85,4.533,459.26
7.623,0.0,0,0.08,3.539,8,10.071,11.424,6.941,0.122,4.076,8.742,0.189,2.501,598.62,3.099,3.099,7.053,412.448,14.715,390.0,4.048,5.515,3.364,576.78,4.132,5.109,5.067,411.174,65.489,4.1,3.99,435.531,3.522,3.785,2.521,15.852,23.89,4.087,4.087,18,430.653,2,11,5.458,4,3.565,5.999,201.0,1.273,190.071,3.777,149.323,402.0,10.364,10.364,10.364,5.624,208.941,14,15,16,29,5.162,34.25,50,3.932,4.615,451.334
6.215,0.0,0,0.083,3.552,0,10.013,11.358,6.962,0.126,4.092,8.689,0.193,2.513,592.66,3.153,3.153,6.123,416.952,12.697,390.0,4.012,5.448,3.37,582.31,4.092,5.415,4.956,409.88,59.238,4.066,3.837,258.964,3.237,3.583,2.219,1.823,31.387,4.026,4.026,7,441.611,3,7,5.366,8,3.385,5.771,160.0,1.093,161.218,3.577,120.137,408.0,10.225,10.225,10.225,5.434,0.0,10,4,12,15,5.18,37.5,41,3.738,4.419,452.889
7.197,0.0,0,0.079,4.009,4,10.294,11.672,7.268,0.12,4.18,8.939,0.189,2.704,724.6,3.614,3.614,6.838,499.833,14.301,471.0,4.044,5.563,3.451,711.24,4.204,5.375,5.143,485.036,71.762,4.147,4.033,306.049,3.583,3.792,2.538,6.467,32.722,4.076,4.076,9,537.655,2,12,5.296,4,3.482,6.014,204.0,1.442,207.59,3.798,153.099,500.0,10.348,10.348,10.348,5.638,97.735,16,9,15,28,5.457,42.0,51,3.951,4.635,527.538
7.745,0.0,0,0.083,3.552,0,10.003,11.35,6.929,0.128,3.903,8.677,0.191,2.176,562.46,3.151,3.151,5.777,398.439,12.193,373.0,4.011,5.32,3.404,550.29,3.982,5.282,4.934,390.16,56.162,3.969,3.687,235.422,3.237,3.549,2.219,1.339,29.587,4.026,4.026,6,415.113,3,7,5.172,6,3.371,5.707,150.0,0.933,148.56,3.545,111.077,384.0,10.225,10.225,10.225,5.361,0.0,8,3,12,15,5.18,37.75,38,3.664,4.344,419.486
7.8,0.0,0,0.072,4.006,0,10.425,11.833,7.449,0.111,4.245,9.039,0.178,2.773,761.11,3.712,3.712,5.805,520.591,12.267,489.0,4.108,5.36,3.464,730.02,4.253,5.308,5.122,507.543,71.164,4.239,4.139,235.422,3.581,3.821,2.538,0.266,36.232,4.229,4.229,3,549.054,1,4,5.135,1,3.248,5.999,201.0,1.984,200.402,3.818,154.622,510.0,11.732,11.732,11.732,5.602,84.832,8,1,20,16,5.72,43.75,50,3.932,4.615,561.58
6.698,0.0,0,0.078,3.912,2,10.21,11.572,7.164,0.119,4.127,8.869,0.188,2.704,762.32,3.614,3.614,6.591,522.412,13.801,490.0,4.017,5.442,3.43,766.56,4.17,5.34,5.107,513.127,68.889,4.116,3.99,235.422,3.583,3.704,2.537,2.183,33.181,4.057,4.057,8,585.548,0,10,5.035,1,3.462,5.994,200.0,1.384,210.897,3.744,150.486,546.0,10.364,10.364,10.364,5.617,199.02,15,6,2,19,5.356,41.0,50,3.932,4.615,597.009
7.959,0.0,0,0.08,3.539,8,10.071,11.424,6.941,0.122,4.082,8.742,0.189,2.501,623.28,3.099,3.099,7.053,428.039,14.715,404.0,4.031,5.54,3.364,599.34,4.138,5.233,5.067,427.638,65.489,4.102,3.948,423.76,3.521,3.752,2.521,15.276,25.633,4.058,4.058,17,447.31,0,10,5.439,2,3.565,5.999,201.0,1.273,192.485,3.766,149.323,418.0,10.364,10.364,10.364,5.624,208.941,11,15,8,19,5.162,35.0,50,3.932,4.615,470.979
8.481,0.0,0,0.078,3.905,3,10.205,11.569,7.16,0.118,4.08,8.862,0.187,2.702,685.8,3.614,3.614,6.364,473.489,13.315,446.0,4.047,5.44,3.438,678.0,4.145,5.34,5.089,460.036,67.739,4.083,4.033,282.506,3.564,3.787,2.514,4.983,29.983,4.088,4.088,9,514.755,2,10,5.232,3,3.37,5.974,196.0,1.464,199.59,3.793,148.187,478.0,10.365,10.365,10.365,5.595,189.68,15,7,13,25,5.351,39.5,49,3.912,4.595,505.538
5.058,0.0,0,0.072,3.772,0,10.396,11.856,7.324,0.122,3.938,8.961,0.183,2.141,721.67,3.782,3.782,4.702,502.097,9.928,466.0,4.112,4.953,2.987,689.37,4.206,4.866,4.934,471.349,57.013,4.154,4.118,200.109,3.404,3.599,2.335,0.0,32.015,4.371,4.371,4,529.995,0,13,4.855,3,3.17,5.74,155.0,1.733,193.727,3.573,123.02,480.0,12.967,12.967,12.967,5.38,0.0,9,0,7,7,5.256,36.75,40,3.714,4.394,541.584
6.172,0.0,0,0.075,3.764,0,10.379,11.841,7.318,0.121,4.021,8.943,0.189,2.141,721.33,3.782,3.782,5.137,501.021,10.911,466.0,4.112,5.217,2.986,691.35,4.231,5.135,4.942,471.067,57.688,4.165,4.026,223.651,3.32,3.599,2.257,1.817,32.335,4.37,4.37,5,531.272,0,14,4.949,3,3.315,5.753,157.0,1.813,195.394,3.576,121.94,482.0,12.967,12.967,12.967,5.389,0.0,11,3,7,7,5.251,37.25,40,3.714,4.394,543.584
5.682,0.0,0,0.074,4.038,0,10.561,12.014,7.418,0.118,4.032,9.131,0.183,2.711,791.27,3.632,3.632,5.151,556.034,10.935,513.0,4.113,4.691,3.617,748.2,4.349,4.637,5.075,517.587,62.968,4.337,4.341,223.651,3.6,3.632,2.545,0.0,37.054,4.373,4.373,5,572.677,0,13,4.842,4,3.348,5.838,171.0,2.133,210.316,3.628,138.202,518.0,12.976,12.976,12.976,5.493,0.0,9,0,6,10,5.367,41.75,45,3.829,4.511,575.139
5.425,0.0,0,0.071,4.144,0,10.502,11.963,7.369,0.121,3.991,9.061,0.181,2.512,738.23,3.782,3.782,4.685,515.518,9.872,476.0,4.112,4.757,3.388,701.95,4.265,4.675,4.984,481.631,58.962,4.202,4.36,223.651,3.684,3.619,2.631,0.0,33.005,4.374,4.374,5,539.806,0,14,4.903,3,3.171,5.79,163.0,1.733,202.06,3.614,133.148,488.0,12.969,12.969,12.969,5.442,0.0,9,0,7,9,5.272,37.25,43,3.784,4.466,549.584
5.719,0.0,0,0.074,3.771,0,10.368,11.826,7.312,0.122,4.005,8.937,0.188,2.514,718.99,3.663,3.663,5.157,500.434,10.889,465.0,4.111,5.217,3.258,690.83,4.19,5.176,4.942,470.067,57.605,4.152,4.026,223.651,3.329,3.6,2.267,1.817,32.267,4.37,4.37,5,531.539,0,15,4.863,4,3.318,5.746,156.0,1.733,195.394,3.576,121.36,482.0,12.966,12.966,12.966,5.389,0.0,9,3,6,8,5.255,37.25,40,3.714,4.394,543.584
5.057,0.0,0,0.073,3.782,0,10.385,11.841,7.318,0.121,3.864,8.955,0.185,2.654,719.08,3.631,3.631,4.707,501.375,9.872,465.0,4.111,4.779,3.36,688.83,4.151,4.719,4.934,470.349,57.004,4.139,4.118,200.109,3.405,3.599,2.338,0.0,31.893,4.37,4.37,4,530.197,0,12,4.697,3,3.176,5.733,154.0,1.733,193.727,3.573,122.597,480.0,12.967,12.967,12.967,5.38,0.0,7,0,6,8,5.248,36.75,40,3.714,4.394,541.584
5.78,0.0,0,0.072,4.037,0,10.492,11.95,7.363,0.121,4.118,9.056,0.183,2.662,772.72,3.631,3.631,4.69,539.586,9.817,499.0,4.111,4.539,3.407,760.21,4.288,4.479,4.984,494.364,58.953,4.292,4.304,188.338,3.572,3.619,2.442,0.0,31.473,4.373,4.373,4,593.244,0,11,4.691,2,3.168,5.784,162.0,1.733,267.93,3.614,132.725,536.0,12.968,12.968,12.968,5.442,0.0,7,0,6,8,5.264,37.25,43,3.784,4.466,568.239
5.996,0.0,0,0.076,3.775,0,10.372,11.828,7.316,0.122,4.185,8.944,0.191,2.649,761.58,3.631,3.631,5.392,529.251,11.356,493.0,4.11,5.11,3.358,755.37,4.274,5.053,4.963,487.801,58.893,4.28,3.948,211.88,3.312,3.608,2.233,2.861,31.313,4.37,4.37,5,588.871,0,11,4.819,2,3.366,5.771,160.0,1.813,265.264,3.593,123.984,534.0,12.966,12.966,12.966,5.416,0.0,10,4,6,7,5.248,37.75,41,3.738,4.419,566.239
5.514,0.0,0,0.075,3.764,0,10.383,11.844,7.322,0.122,4.203,8.949,0.19,2.141,765.73,3.782,3.782,5.387,530.305,11.411,494.0,4.11,5.273,2.986,756.03,4.368,5.191,4.963,491.93,58.902,4.241,3.96,211.88,3.313,3.608,2.242,2.82,32.957,4.37,4.37,5,588.816,0,11,4.823,2,3.365,5.778,161.0,1.813,214.913,3.593,124.407,534.0,12.967,12.967,12.967,5.416,0.0,11,4,5,6,5.256,38.0,41,3.738,4.419,573.788
5.516,0.0,0,0.072,4.037,0,10.492,11.95,7.363,0.121,3.99,9.056,0.183,2.662,772.72,3.631,3.631,4.69,539.586,9.817,499.0,4.111,4.539,3.407,760.21,4.236,4.479,4.984,497.494,58.953,4.222,4.313,188.338,3.575,3.619,2.451,0.0,32.984,4.373,4.373,4,593.244,0,11,4.695,2,3.169,5.784,162.0,1.733,217.579,3.614,132.725,536.0,12.968,12.968,12.968,5.442,0.0,7,0,6,8,5.264,37.5,43,3.784,4.466,575.788
6.06,0.0,0,0.076,3.775,0,10.372,11.828,7.316,0.122,4.066,8.944,0.191,2.649,761.58,3.631,3.631,5.392,529.251,11.356,493.0,4.11,5.11,3.358,755.37,4.221,5.053,4.963,490.93,58.893,4.209,3.96,211.88,3.315,3.608,2.238,2.835,32.822,4.37,4.37,5,588.871,0,11,4.823,2,3.366,5.771,160.0,1.813,214.913,3.593,123.984,534.0,12.966,12.966,12.966,5.416,0.0,10,4,6,7,5.248,38.0,41,3.738,4.419,573.788
6.328,0.0,0,0.071,4.064,0,10.492,11.95,7.363,0.123,4.586,9.056,0.181,2.536,773.03,3.663,3.663,4.705,539.724,9.85,499.0,4.111,4.713,3.393,760.23,4.469,4.67,4.984,491.94,58.881,4.327,4.288,245.12,3.587,3.62,2.43,0.0,31.013,4.373,4.373,4,593.309,0,14,4.678,4,3.168,5.784,162.0,1.653,350.969,3.614,132.576,536.0,12.968,12.968,12.968,5.442,0.0,5,0,5,9,5.276,37.25,43,3.784,4.466,563.233
5.345,0.0,0,0.075,3.771,0,10.373,11.829,7.316,0.123,4.629,8.944,0.189,2.514,761.89,3.663,3.663,5.407,529.389,11.389,493.0,4.11,5.273,3.258,755.39,4.457,5.232,4.963,485.377,58.815,4.315,3.925,268.662,3.309,3.609,2.227,2.873,30.856,4.37,4.37,5,588.936,0,14,4.808,4,3.365,5.771,160.0,1.733,348.303,3.593,123.821,534.0,12.966,12.966,12.966,5.416,0.0,8,4,5,8,5.26,37.75,41,3.738,4.419,561.233
5.66,0.0,0,0.076,3.775,0,10.372,11.828,7.316,0.122,4.298,8.944,0.191,2.649,761.58,3.631,3.631,5.392,529.251,11.356,493.0,4.11,5.11,3.358,755.37,4.327,5.053,4.963,485.377,58.893,4.35,3.925,268.662,3.308,3.61,2.226,2.874,30.913,4.37,4.37,5,588.871,0,11,4.815,2,3.365,5.771,160.0,1.813,348.303,3.593,123.984,534.0,12.966,12.966,12.966,5.416,0.0,10,4,6,7,5.248,37.75,41,3.738,4.419,561.233
5.712,0.0,0,0.071,4.055,0,10.502,11.959,7.372,0.122,3.954,9.066,0.184,2.714,776.96,3.649,3.649,4.829,543.614,10.315,501.0,4.111,4.643,3.433,749.21,4.236,4.491,5.004,511.176,60.099,4.216,4.344,223.651,3.61,3.619,2.521,0.0,34.955,4.373,4.373,5,577.452,0,13,4.747,2,3.244,5.814,167.0,1.773,208.938,3.614,135.573,524.0,12.968,12.968,12.968,5.468,0.0,8,0,6,6,5.287,38.75,44,3.807,4.489,597.32
5.573,0.0,0,0.076,3.79,0,10.383,11.839,7.325,0.123,4.032,8.955,0.192,2.69,765.82,3.649,3.649,5.532,533.279,11.854,495.0,4.111,5.171,3.404,744.37,4.221,5.028,4.984,504.613,60.033,4.203,4.004,247.193,3.346,3.608,2.268,2.838,34.795,4.37,4.37,6,573.08,0,13,4.869,2,3.373,5.802,165.0,1.853,206.272,3.593,126.821,522.0,12.966,12.966,12.966,5.442,0.0,11,4,6,5,5.272,39.25,42,3.761,4.443,595.32
4.968,0.0,0,0.073,4.058,0,10.51,11.964,7.379,0.122,4.012,9.077,0.184,2.724,794.76,3.651,3.651,5.418,553.708,11.445,513.0,4.112,4.842,3.443,762.53,4.294,4.706,5.043,524.085,62.658,4.281,4.344,270.735,3.615,3.619,2.525,1.394,36.056,4.373,4.373,7,585.392,0,14,4.879,2,3.405,5.861,175.0,1.773,217.603,3.614,140.741,532.0,12.968,12.968,12.968,5.517,0.0,9,2,10,6,5.307,39.75,46,3.85,4.533,605.32
5.375,0.0,0,0.076,3.775,0,10.364,11.823,7.308,0.119,3.89,8.93,0.189,2.649,712.96,3.631,3.631,4.888,496.137,10.356,461.0,4.111,4.969,3.358,685.05,4.136,4.909,4.92,466.067,56.338,4.13,4.026,200.109,3.335,3.597,2.273,0.898,31.645,4.37,4.37,4,527.312,0,11,4.747,3,3.24,5.72,152.0,1.813,191.394,3.566,118.889,478.0,12.966,12.966,12.966,5.361,0.0,9,2,6,7,5.238,36.75,39,3.689,4.369,539.584
5.588,0.0,0,0.071,4.144,0,10.502,11.963,7.369,0.121,4.396,9.061,0.181,2.512,776.87,3.782,3.782,4.685,540.64,9.872,500.0,4.111,4.713,3.388,760.87,4.58,4.626,4.984,495.364,58.962,4.358,4.304,188.338,3.667,3.619,2.488,0.0,31.389,4.373,4.373,4,593.189,0,11,4.692,2,3.168,5.79,163.0,1.733,267.93,3.614,133.148,536.0,12.969,12.969,12.969,5.442,0.0,8,0,5,7,5.272,37.25,43,3.784,4.466,568.239
4.565,0.0,0,0.077,3.793,0,10.392,11.845,7.333,0.123,4.086,8.968,0.192,2.696,783.62,3.651,3.651,6.121,543.373,12.984,507.0,4.111,5.315,3.416,757.69,4.279,5.084,5.024,517.522,62.593,4.269,4.004,294.278,3.352,3.609,2.271,4.242,35.901,4.37,4.37,8,581.019,0,14,4.987,2,3.465,5.849,173.0,1.853,214.937,3.593,131.99,530.0,12.966,12.966,12.966,5.493,0.0,12,6,10,5,5.292,40.25,44,3.807,4.489,603.32
4.717,0.0,0,0.072,4.058,0,10.506,11.962,7.376,0.123,3.983,9.072,0.182,2.723,788.14,3.651,3.651,5.124,549.109,10.92,509.0,4.112,4.746,3.441,756.69,4.259,4.602,5.024,520.085,61.429,4.252,4.344,247.193,3.614,3.619,2.524,0.479,35.457,4.373,4.373,6,581.061,0,13,4.782,2,3.393,5.838,171.0,1.773,213.603,3.614,138.25,528.0,12.968,12.968,12.968,5.493,0.0,9,1,8,6,5.302,39.25,45,3.829,4.511,601.32
6.166,0.0,0,0.071,4.064,0,10.492,11.95,7.363,0.123,4.376,9.056,0.181,2.536,773.03,3.663,3.663,4.705,539.724,9.85,499.0,4.111,4.713,3.393,760.23,4.375,4.67,4.984,494.364,58.881,4.27,4.304,188.338,3.594,3.619,2.45,0.0,31.438,4.373,4.373,4,593.309,0,14,4.686,4,3.168,5.784,162.0,1.653,267.93,3.614,132.576,536.0,12.968,12.968,12.968,5.442,0.0,5,0,5,9,5.276,37.25,43,3.784,4.466,568.239
