pXC50,CATS2D_07_DA,MATS2p,MPC10,SpMin1_Bh.p.,CATS2D_04_DA,SpMin7_Bh.i.,Eig06_EA.ri.,Eig15_AEA.ed.,GATS2i,Eig02_EA.ed.,SM11_AEA.dm.,GGI5,MPC07,MATS4e,Eig02_EA.ri.,P_VSA_LogP_5,MATS2i,SpMin7_Bh.e.,MPC06,GATS1e,piPC05,Eig06_EA.bo.,ATS4v,SpMin6_Bh.i.,piID,SpMin1_Bh.i.,SpMin8_Bh.i.,SpMin6_Bh.e.,SpMin8_Bh.p.,SpMin6_Bh.m.,SpMin8_Bh.v.,SM02_EA.ri.,CATS2D_04_AA,X4,SpMin1_Bh.e.,SpMax8_Bh.p.,nHAcc,MATS2v,Eig06_AEA.ri.,MPC04,Eig02_AEA.ri.,Eig15_AEA.bo.,TIC1,Eig06_AEA.bo.,Eig05_AEA.bo.,piPC10,piPC09,nO,GGI6,Eig02_AEA.bo.,ATS4p,ATS2i,SpMax8_Bh.v.,Eig03_EA.ri.,P_VSA_p_2,MPC05,ATSC5i,ATS3v,SpMaxA_AEA.dm.,SM02_EA.ed.,Eig06_EA.ed.,SM15_AEA.dm.,TIC2,ATSC6e,SpDiam_EA.ed.,SpMin8_Bh.e.,TPC,ATS2e
5.301,0,0.252,2.197,2.103,0,0.0,0.517,0.0,0.729,7.365,7.365,0.208,3.466,-0.134,2.154,42.539,0.272,0.0,3.555,0.781,5.538,0.768,3.059,0.342,7.977,2.018,0.0,0.41,0.0,0.678,0.0,3.523,0,3.903,2.033,1.18,2,0.212,1.505,3.497,3.289,0.0,67.119,1.848,2.332,5.599,6.529,1,0.06,3.752,3.233,3.753,1.1,1.657,27.785,3.664,0.352,3.227,0.241,5.849,1.191,1.191,80.729,0.119,17.664,0.0,5.591,3.623
6.845,9,0.095,5.781,2.062,10,1.477,2.678,4.145,1.089,11.662,11.662,2.201,5.489,0.02,3.067,12.313,0.038,1.5,5.323,1.166,6.362,3.303,4.487,1.491,13.001,1.906,1.387,1.516,1.513,1.641,1.596,4.985,7,15.623,1.936,3.093,20,-0.032,3.754,4.977,4.239,2.672,346.961,4.056,4.191,8.202,7.889,14,1.915,4.624,4.508,5.176,3.106,2.965,484.19,5.153,2.16,4.481,0.067,7.445,8.933,8.933,408.387,2.876,19.65,1.387,9.345,5.094
5.78,0,-0.077,4.094,2.114,0,0.717,1.389,1.555,1.066,7.778,7.778,0.438,4.143,-0.108,2.549,32.255,-0.014,0.768,4.06,0.724,5.869,2.093,3.504,0.821,9.947,2.021,0.551,0.886,0.772,1.173,0.812,4.064,0,6.265,2.039,2.489,4,-0.129,2.403,3.951,3.609,0.5,99.246,2.905,3.195,6.86,7.0,1,0.384,3.978,3.587,4.182,2.475,2.295,77.952,4.143,0.686,3.649,0.156,6.256,3.076,3.076,126.955,0.221,17.735,0.604,6.697,4.057
6.772,9,0.092,5.737,2.045,11,1.48,2.678,4.146,1.059,11.647,11.647,2.014,5.442,0.044,3.053,9.986,0.085,1.5,5.293,1.166,6.289,3.368,4.511,1.491,13.041,1.882,1.387,1.518,1.532,1.641,1.596,5.006,7,15.899,1.914,3.186,21,-0.036,3.754,4.977,4.231,2.672,371.935,4.054,4.148,7.772,7.523,14,1.859,4.623,4.543,5.244,3.184,2.965,502.201,5.142,2.229,4.513,0.064,7.445,8.689,8.689,445.254,2.966,19.646,1.387,9.433,5.15
6.824,0,0.004,4.078,2.117,1,0.73,1.558,1.821,0.981,7.765,7.765,0.486,4.06,0.068,2.645,31.082,0.098,0.785,4.043,0.803,5.834,2.35,3.445,0.912,9.954,1.978,0.531,0.969,0.809,1.189,0.851,4.088,0,6.193,2.006,2.45,5,-0.022,2.582,3.912,3.685,0.463,118.589,3.118,3.15,6.749,6.91,1,0.302,4.075,3.524,4.278,2.451,2.353,94.737,4.094,0.779,3.616,0.155,6.201,4.327,4.327,147.119,0.236,15.558,0.596,6.704,4.12
6.26,0,0.076,1.792,2.106,0,0.0,0.15,0.0,0.935,6.92,6.92,0.146,3.258,-0.227,2.142,29.053,0.04,0.0,3.401,0.946,5.497,0.279,2.898,0.098,7.826,2.02,0.0,0.208,0.0,0.568,0.0,3.497,0,3.449,2.038,1.128,2,0.051,1.055,3.401,3.242,0.0,58.346,1.5,2.332,5.264,6.423,0,0.04,3.709,3.113,3.609,0.989,1.656,49.683,3.584,0.291,3.162,0.254,5.79,0.506,0.506,71.956,0.061,17.493,0.0,5.442,3.48
5.301,1,-0.025,4.078,2.119,0,0.726,1.594,1.821,1.056,7.765,7.765,0.486,4.06,0.04,2.646,31.94,0.003,0.781,4.043,0.711,5.834,2.35,3.454,0.964,9.954,1.997,0.433,1.016,0.797,1.23,0.844,4.104,0,6.193,2.022,2.29,5,-0.033,2.604,3.912,3.686,0.463,114.589,3.118,3.15,6.749,6.91,1,0.302,4.075,3.535,4.268,2.284,2.358,94.492,4.094,0.795,3.628,0.155,6.201,4.327,4.327,139.119,0.177,15.558,0.535,6.704,4.114
5.0,1,0.133,4.263,2.03,1,1.023,1.619,2.201,0.963,9.867,9.867,0.948,4.304,-0.017,2.929,43.497,0.127,1.075,4.234,0.787,5.704,2.218,3.822,1.124,9.512,1.893,0.821,1.174,1.062,1.352,1.107,4.292,1,7.422,1.912,2.679,7,0.115,2.635,4.127,3.979,0.672,154.6,3.053,3.387,6.693,6.641,4,0.568,4.271,3.839,4.492,2.68,2.478,108.718,4.234,1.146,3.808,0.14,6.503,3.924,3.924,188.31,0.689,17.332,0.886,6.864,4.349
5.0,2,0.093,3.871,2.018,1,0.804,1.412,1.568,1.078,8.294,8.294,0.657,4.06,0.061,2.777,40.74,0.021,0.934,3.97,0.819,5.363,2.036,3.61,1.117,8.371,1.891,0.75,1.152,1.088,1.386,1.075,4.092,1,5.808,1.907,2.605,7,0.129,2.444,3.871,3.78,0.071,148.547,2.889,3.119,6.446,6.464,4,0.487,4.082,3.632,4.426,2.57,2.346,123.604,3.951,0.866,3.596,0.167,6.267,3.667,3.667,177.111,0.714,17.036,0.817,6.335,4.261
5.42,0,-0.02,4.094,2.125,0,0.744,1.414,1.824,1.016,8.701,8.701,0.375,4.078,-0.04,2.768,31.94,0.04,0.802,4.007,0.785,5.84,2.083,3.518,0.974,9.984,2.02,0.555,1.024,0.849,1.231,0.873,4.104,0,6.11,2.043,2.474,4,-0.038,2.414,3.912,3.806,0.462,114.143,2.896,3.118,6.758,6.933,1,0.384,4.186,3.613,4.293,2.466,2.35,77.952,4.111,0.863,3.667,0.155,6.225,3.567,3.567,147.362,0.246,15.564,0.622,6.704,4.14
6.131,0,-0.127,3.989,2.125,0,0.717,1.384,1.555,1.075,7.566,7.566,0.375,4.025,0.015,2.549,28.754,-0.024,0.771,3.951,0.789,5.797,2.083,3.377,0.821,9.817,2.02,0.549,0.886,0.808,1.181,0.858,4.036,0,5.842,2.043,2.467,4,-0.16,2.393,3.85,3.608,0.457,89.882,2.895,3.118,6.704,6.895,1,0.302,3.976,3.456,4.184,2.459,2.276,77.952,4.043,0.722,3.565,0.162,6.107,3.034,3.034,120.426,0.163,15.558,0.614,6.596,4.046
6.824,1,0.113,5.13,2.038,2,0.838,1.735,2.265,0.97,10.012,10.012,0.983,4.942,0.126,2.875,60.528,0.076,0.894,4.762,0.785,6.063,2.402,3.839,1.122,10.318,1.942,0.725,1.17,1.025,1.328,1.078,4.253,1,7.636,1.954,2.433,4,0.113,2.76,4.29,3.907,0.632,149.367,3.173,3.278,8.083,7.826,3,0.475,4.271,3.913,4.468,2.416,2.467,79.223,4.522,1.079,3.856,0.147,6.547,5.146,5.146,180.666,0.302,18.444,0.801,7.409,4.322
6.301,1,0.14,5.464,2.031,1,1.099,1.597,2.638,0.827,10.456,10.456,0.681,5.056,0.168,2.992,63.101,0.146,1.144,4.852,0.883,6.437,2.421,3.882,1.138,12.588,1.931,0.893,1.181,0.995,1.32,1.045,4.366,1,9.088,1.943,2.757,3,0.105,2.619,4.466,4.046,0.849,144.505,3.125,3.486,8.939,8.449,2,0.593,4.5,3.966,4.404,2.738,2.661,54.078,4.673,1.085,3.885,0.113,6.708,4.677,4.677,179.724,0.292,18.269,0.923,7.925,4.3
5.301,0,0.063,1.792,2.128,0,0.0,0.218,0.0,1.076,6.92,6.92,0.146,3.258,-0.263,2.233,28.754,-0.011,0.027,3.401,1.314,5.497,0.279,2.889,0.289,7.826,2.019,0.0,0.415,0.076,0.746,0.161,3.567,0,3.449,2.042,1.237,3,0.072,1.178,3.401,3.269,0.0,59.874,1.5,2.332,5.264,6.423,0,0.04,3.709,3.007,3.72,1.177,1.719,82.58,3.584,0.405,3.122,0.242,5.79,0.506,0.506,75.484,0.095,17.493,0.0,5.442,3.562
7.721,2,0.139,4.025,2.02,1,0.837,1.412,2.087,1.098,10.227,10.227,0.768,4.111,0.0,2.987,40.74,0.026,0.934,4.025,0.878,5.39,2.037,3.749,1.118,8.476,1.891,0.804,1.153,1.239,1.386,1.308,4.209,1,6.05,1.908,2.618,8,0.167,2.445,3.932,4.028,0.561,170.911,2.89,3.369,6.49,6.485,5,0.568,4.267,3.787,4.523,2.586,2.682,166.287,4.025,0.964,3.747,0.154,6.485,3.667,3.667,202.31,0.964,17.776,0.926,6.479,4.364
7.745,0,-0.02,4.078,2.125,0,0.733,1.612,1.821,1.016,7.765,7.765,0.486,4.06,0.06,2.646,31.94,0.04,0.789,4.043,0.785,5.834,2.35,3.489,0.967,9.954,2.02,0.551,1.019,0.812,1.23,0.859,4.104,0,6.193,2.043,2.469,4,-0.038,2.614,3.912,3.686,0.463,114.143,3.118,3.15,6.749,6.91,1,0.302,4.075,3.586,4.293,2.461,2.359,77.952,4.094,0.828,3.657,0.155,6.201,4.327,4.327,147.362,0.15,15.558,0.616,6.704,4.14
5.151,1,0.05,3.761,2.015,0,0.804,1.14,2.0,1.154,9.066,9.066,0.514,3.85,0.045,2.865,24.497,-0.039,0.934,3.738,0.768,5.213,1.527,3.525,0.821,8.252,1.89,0.804,0.934,1.085,1.388,1.107,4.114,0,5.249,1.913,2.618,6,0.111,2.156,3.738,3.877,0.0,136.627,2.658,3.213,6.286,6.318,3,0.39,4.213,3.609,4.396,2.57,2.668,112.604,3.784,0.75,3.597,0.175,6.304,2.863,2.863,152.137,0.523,16.762,0.886,6.227,4.225
5.151,1,0.076,3.932,2.018,0,0.804,1.158,2.0,1.17,9.952,9.952,0.542,3.97,-0.02,2.98,18.206,-0.056,0.934,3.807,0.762,5.301,1.59,3.631,0.821,8.447,1.894,0.804,0.934,1.145,1.417,1.133,4.174,0,5.652,1.917,2.618,6,0.156,2.171,3.829,4.001,0.0,146.276,2.66,3.319,6.481,6.428,3,0.471,4.228,3.719,4.485,2.57,2.682,112.604,3.871,0.849,3.685,0.168,6.405,2.972,2.972,167.621,0.518,16.874,0.886,6.36,4.303
5.0,2,0.042,4.143,2.024,1,1.055,1.521,2.201,1.008,8.224,8.224,0.914,4.248,-0.001,2.768,43.926,0.069,1.091,4.19,0.803,5.657,2.103,3.737,1.125,9.512,1.893,0.821,1.174,1.062,1.345,1.107,4.277,1,7.091,1.914,2.709,7,0.011,2.528,4.06,3.768,0.79,158.5,2.941,3.38,6.599,6.61,4,0.487,4.079,3.767,4.482,2.715,2.492,123.604,4.19,1.054,3.769,0.137,6.402,3.668,3.668,193.82,0.615,17.036,0.886,6.864,4.345
6.444,1,0.125,5.106,2.034,2,1.007,1.728,2.556,0.914,10.005,10.005,1.129,4.913,0.186,2.87,63.713,0.105,1.06,4.718,0.791,6.219,2.518,3.883,1.126,11.057,1.939,0.821,1.169,1.094,1.331,1.107,4.33,1,8.337,1.949,2.735,4,0.08,2.752,4.344,3.904,0.88,153.179,3.222,3.333,8.354,8.0,3,0.622,4.274,3.94,4.453,2.715,2.515,79.223,4.554,1.161,3.867,0.121,6.594,5.207,5.207,186.498,0.332,18.427,0.886,7.418,4.327
8.301,0,-0.088,4.635,2.122,0,0.821,1.612,2.0,0.968,9.184,9.184,0.424,4.419,-0.069,2.869,70.34,0.048,0.886,4.29,0.895,6.032,2.33,3.52,0.958,11.452,2.019,0.604,1.002,0.882,1.181,0.912,4.191,0,7.017,2.042,2.501,4,-0.113,2.614,4.094,3.882,0.669,99.221,3.092,3.118,7.714,7.541,1,0.298,4.291,3.587,4.264,2.504,2.356,61.089,4.29,0.819,3.663,0.121,6.333,4.087,4.087,139.486,0.152,15.621,0.669,7.228,4.14
5.0,2,-0.035,4.159,2.041,1,1.064,1.468,2.169,1.164,8.388,8.388,0.775,4.248,0.063,2.792,40.74,-0.048,1.153,4.174,0.787,5.435,2.037,3.785,1.123,8.736,1.891,1.024,1.17,1.331,1.451,1.33,4.246,1,7.013,1.909,2.701,7,-0.028,2.478,4.06,3.801,0.671,166.807,2.89,3.343,6.5,6.5,4,0.527,4.088,3.847,4.644,2.705,2.42,123.604,4.19,1.069,3.824,0.142,6.392,3.667,3.667,202.6,0.703,17.037,1.081,6.809,4.479
5.0,2,0.003,4.143,2.021,2,0.914,1.519,2.201,1.111,8.224,8.224,0.914,4.248,0.039,2.771,43.497,-0.023,0.982,4.19,0.817,5.657,2.103,3.692,1.121,9.512,1.891,0.821,1.164,1.062,1.312,1.107,4.274,1,7.091,1.908,2.704,8,-0.013,2.528,4.06,3.769,0.79,151.748,2.941,3.38,6.599,6.61,4,0.487,4.079,3.703,4.447,2.709,2.448,141.37,4.19,1.003,3.725,0.137,6.402,3.668,3.668,184.213,0.659,17.036,0.886,6.864,4.315
6.0,1,0.175,5.338,2.034,3,1.118,1.675,2.662,0.893,10.225,10.225,1.216,5.112,0.113,2.927,74.713,0.138,1.167,4.898,0.823,6.352,2.46,3.995,1.142,11.151,1.94,0.843,1.206,1.168,1.444,1.13,4.386,1,8.997,1.949,2.735,5,0.144,2.691,4.454,3.962,0.995,168.198,3.166,3.495,8.658,8.304,4,0.884,4.329,3.999,4.56,2.715,2.514,90.223,4.7,1.273,3.926,0.124,6.706,4.681,4.681,209.217,0.482,19.401,0.886,7.552,4.431
6.222,1,0.086,4.934,2.032,1,0.921,1.596,2.169,0.948,9.145,9.145,0.761,4.718,0.224,2.755,60.528,0.069,0.984,4.533,0.891,6.085,2.415,3.736,1.125,10.93,1.93,0.821,1.168,1.062,1.32,1.107,4.242,1,7.539,1.943,2.735,3,0.055,2.617,4.22,3.793,0.679,137.302,3.122,3.267,8.15,7.779,2,0.467,4.194,3.819,4.412,2.715,2.508,54.078,4.407,1.013,3.763,0.125,6.457,4.66,4.66,168.621,0.281,17.416,0.886,7.275,4.277
5.523,0,0.026,2.485,2.135,0,0.341,0.758,0.241,1.015,7.195,7.195,0.264,3.555,-0.097,2.287,29.183,0.012,0.443,3.638,1.104,5.613,1.146,3.26,0.523,8.235,2.04,0.0,0.634,0.372,1.001,0.437,3.684,0,4.103,2.061,1.73,2,0.023,1.755,3.584,3.311,-0.637,85.457,2.301,2.747,5.921,6.651,0,0.14,3.737,3.39,3.939,1.708,1.771,49.683,3.784,0.667,3.339,0.216,5.883,1.549,1.549,109.457,0.12,17.856,0.055,5.724,3.771
5.0,2,0.065,3.829,2.018,1,0.838,1.412,1.566,1.056,8.211,8.211,0.712,4.043,-0.022,2.76,40.74,0.043,0.934,3.989,0.819,5.363,1.763,3.584,1.12,8.371,1.891,0.738,1.161,1.004,1.33,1.037,4.061,1,5.643,1.907,2.57,7,0.08,2.443,3.85,3.758,0.285,150.547,2.801,2.89,6.43,6.457,4,0.405,4.071,3.595,4.426,2.56,2.333,123.604,3.951,0.864,3.57,0.166,6.217,3.431,3.431,185.866,0.666,17.036,0.807,6.335,4.26
5.301,0,0.075,2.833,2.113,0,0.225,0.778,0.733,1.067,7.593,7.593,0.319,3.738,-0.112,2.382,29.498,-0.016,0.282,3.714,0.645,5.606,1.257,3.188,0.482,8.328,2.021,0.0,0.573,0.293,0.829,0.278,3.723,0,4.266,2.039,1.572,3,0.072,1.806,3.611,3.43,-0.5,84.92,2.332,2.892,6.164,6.738,1,0.222,3.823,3.295,3.886,1.567,1.943,59.941,3.807,0.416,3.321,0.222,5.969,2.077,2.077,98.529,0.18,17.726,0.0,5.844,3.744
5.301,1,-0.127,3.989,2.124,0,0.741,1.386,1.555,1.075,7.566,7.566,0.375,4.025,0.015,2.549,28.754,-0.024,0.799,3.951,0.789,5.797,2.083,3.377,0.821,9.817,2.02,0.486,0.886,0.762,1.181,0.792,4.036,0,5.842,2.043,2.409,4,-0.16,2.396,3.85,3.608,0.457,89.882,2.895,3.118,6.704,6.895,1,0.302,3.976,3.456,4.184,2.421,2.278,77.952,4.043,0.727,3.565,0.162,6.107,3.034,3.034,120.426,0.151,15.558,0.534,6.596,4.046
7.194,1,0.163,5.606,2.032,2,1.107,1.761,2.778,0.781,10.543,10.543,1.129,5.231,0.164,2.993,97.346,0.16,1.165,5.011,0.866,6.576,2.665,4.002,1.138,12.708,1.939,0.926,1.187,1.096,1.321,1.092,4.437,1,9.916,1.949,2.796,4,0.129,2.794,4.575,4.047,1.591,160.083,3.455,3.517,9.119,8.641,2,0.804,4.51,4.061,4.415,2.779,2.763,85.138,4.804,1.193,3.969,0.132,6.819,5.478,5.478,190.612,0.322,19.513,0.951,8.036,4.317
7.284,2,0.007,4.159,2.024,1,0.848,1.468,2.169,1.073,8.388,8.388,0.775,4.248,0.018,2.792,43.497,-0.011,0.905,4.174,0.812,5.678,2.08,3.685,1.121,9.491,1.892,0.821,1.161,1.062,1.303,1.107,4.246,1,7.013,1.91,2.665,7,-0.01,2.478,4.06,3.801,0.672,140.903,2.926,3.374,6.641,6.616,4,0.527,4.119,3.693,4.39,2.662,2.42,123.604,4.19,0.958,3.708,0.142,6.392,3.667,3.667,164.612,0.671,17.037,0.886,6.809,4.267
5.301,0,0.148,1.792,2.131,0,0.0,0.224,0.0,0.928,6.92,6.92,0.146,3.258,-0.208,2.247,29.183,0.097,0.063,3.401,1.109,5.497,0.279,2.993,0.391,7.826,2.034,0.0,0.48,0.083,0.77,0.168,3.579,0,3.449,2.055,1.253,2,0.146,1.202,3.401,3.274,0.0,70.988,1.5,2.332,5.264,6.423,0,0.04,3.709,3.149,3.802,1.191,1.726,49.683,3.584,0.485,3.183,0.244,5.79,0.506,0.506,84.598,0.101,17.493,0.0,5.442,3.627
5.301,0,-0.002,2.639,2.124,0,0.223,0.686,0.313,1.081,6.987,6.987,0.257,3.611,0.038,2.37,25.998,-0.033,0.294,3.584,0.689,5.511,1.032,3.01,0.481,8.168,2.02,0.0,0.579,0.328,0.94,0.307,3.684,0,3.851,2.043,1.433,3,0.012,1.682,3.466,3.406,-0.718,77.774,2.186,2.884,5.886,6.612,1,0.222,3.762,3.116,3.888,1.467,1.891,59.941,3.664,0.449,3.202,0.236,5.765,1.608,1.608,95.284,0.101,15.55,0.0,5.704,3.729
5.301,0,0.06,2.485,2.137,0,0.399,0.758,0.241,1.025,7.195,7.195,0.264,3.555,-0.081,2.287,29.183,0.029,0.493,3.638,1.102,5.583,1.016,3.295,0.535,8.116,2.04,0.041,0.646,0.553,1.007,0.622,3.684,0,4.103,2.062,1.835,2,0.064,1.755,3.584,3.311,-0.705,92.59,2.111,2.489,5.773,6.58,0,0.14,3.734,3.437,4.084,1.811,1.771,49.683,3.784,0.719,3.372,0.215,5.883,1.549,1.549,117.096,0.136,17.856,0.193,5.724,3.89
7.222,0,-0.062,4.635,2.114,1,0.821,1.558,2.0,0.926,9.184,9.184,0.424,4.419,-0.072,2.847,69.482,0.116,0.886,4.29,0.906,6.032,2.33,3.477,0.902,11.452,1.977,0.604,0.953,0.88,1.181,0.91,4.176,0,7.017,2.005,2.498,5,-0.101,2.582,4.094,3.875,0.669,104.165,3.092,3.118,7.714,7.541,1,0.298,4.291,3.525,4.249,2.503,2.351,77.875,4.29,0.781,3.621,0.121,6.333,4.087,4.087,140.219,0.237,15.621,0.669,7.228,4.121
5.301,0,-0.003,1.099,2.121,0,0.0,-0.227,0.0,1.012,5.83,5.83,0.083,3.045,0.01,2.097,25.998,-0.006,0.0,3.219,1.121,5.411,-0.312,2.638,0.086,7.643,2.018,0.0,0.224,0.0,0.646,0.0,3.46,0,3.108,2.041,0.883,2,-0.014,0.725,3.258,3.13,0.0,51.201,1.151,2.182,4.355,6.29,0,0.04,3.561,2.795,3.617,0.804,1.612,49.683,3.466,0.291,2.984,0.244,5.549,-0.536,-0.536,68.711,0.058,15.477,0.0,5.273,3.466
7.367,1,0.038,4.159,2.027,0,0.824,1.65,2.0,0.978,7.815,7.815,0.768,4.094,0.137,2.652,33.94,0.088,0.868,4.111,0.787,5.628,2.309,3.605,1.056,9.51,1.898,0.764,1.103,1.006,1.275,1.039,4.162,0,6.839,1.923,2.541,5,-0.003,2.677,4.007,3.696,0.591,133.814,3.124,3.319,6.717,6.504,2,0.307,4.077,3.664,4.318,2.554,2.441,87.459,4.078,0.824,3.685,0.143,6.326,4.528,4.528,160.343,0.392,16.736,0.817,6.719,4.186
7.328,1,0.14,5.176,2.038,0,1.147,2.091,3.271,0.945,9.992,9.992,1.338,4.883,0.05,2.913,78.221,0.177,1.201,4.762,0.833,6.072,2.693,4.203,1.266,12.449,1.9,1.093,1.296,1.396,1.465,1.429,4.598,1,11.031,1.923,2.884,9,0.09,3.164,4.554,3.99,2.118,230.099,3.423,3.714,7.828,7.498,4,0.745,4.391,4.26,4.898,2.88,2.659,112.99,4.7,1.698,4.181,0.097,6.858,6.37,6.37,288.67,0.996,18.29,1.153,8.292,4.743
5.301,1,-0.051,4.575,2.006,0,0.821,1.599,2.159,0.959,9.062,9.062,0.515,4.369,-0.095,2.825,62.549,0.069,0.886,4.248,0.908,5.811,2.293,3.548,1.083,10.944,1.889,0.821,1.126,1.062,1.237,1.107,4.218,0,7.157,1.914,2.628,5,-0.107,2.613,4.094,3.854,0.587,108.568,3.063,3.236,7.518,7.215,2,0.318,4.245,3.59,4.291,2.627,2.429,70.597,4.205,0.841,3.622,0.115,6.344,4.059,4.059,142.833,0.25,15.523,0.886,7.155,4.177
7.0,2,0.138,4.949,2.03,0,1.127,1.926,2.913,0.902,9.992,9.992,1.164,4.718,-0.083,3.01,74.782,0.197,1.171,4.615,0.891,6.025,2.686,4.05,1.175,11.846,1.915,1.058,1.241,1.443,1.461,1.453,4.483,1,9.239,1.936,2.8,8,0.115,2.95,4.394,4.02,1.454,193.322,3.368,3.665,7.774,7.453,4,0.622,4.391,4.083,4.665,2.804,2.627,141.549,4.522,1.52,3.993,0.114,6.73,5.515,5.515,239.032,0.695,18.245,1.133,7.757,4.519
5.301,0,0.088,2.833,2.11,0,0.228,0.759,0.733,1.016,7.593,7.593,0.319,3.738,-0.073,2.379,29.053,0.015,0.285,3.714,0.672,5.606,1.257,3.226,0.483,8.328,2.022,0.0,0.575,0.285,0.813,0.278,3.714,0,4.266,2.04,1.711,3,0.08,1.799,3.611,3.429,-0.5,84.92,2.332,2.892,6.164,6.738,1,0.222,3.823,3.385,3.882,1.612,1.929,59.941,3.807,0.438,3.347,0.222,5.969,2.077,2.077,98.529,0.147,17.726,0.0,5.844,3.74
6.398,0,-0.063,3.912,2.124,0,0.821,1.477,1.621,0.999,7.235,7.235,0.347,4.025,-0.084,2.532,29.183,0.072,0.886,3.951,0.785,5.791,2.092,3.451,0.874,9.839,2.02,0.557,0.918,0.834,1.181,0.864,4.074,0,5.868,2.043,2.478,4,-0.114,2.48,3.85,3.558,0.5,111.534,2.916,3.118,6.474,6.848,1,0.325,3.917,3.552,4.295,2.473,2.36,77.952,4.06,0.806,3.635,0.154,6.12,3.129,3.129,146.833,0.171,15.555,0.623,6.659,4.143
6.607,0,-0.02,4.06,2.125,0,0.821,1.612,1.825,1.016,7.617,7.617,0.431,4.094,0.036,2.617,31.94,0.04,0.886,4.025,0.785,5.847,2.42,3.478,0.916,9.944,2.02,0.558,0.97,0.873,1.188,0.882,4.104,0,5.984,2.043,2.478,4,-0.038,2.614,3.892,3.659,0.5,114.143,3.118,3.214,6.74,6.915,1,0.384,4.048,3.582,4.293,2.473,2.364,77.952,4.111,0.802,3.657,0.155,6.196,4.336,4.336,142.608,0.181,15.558,0.625,6.704,4.14
6.301,1,0.027,4.143,2.033,0,0.821,1.687,2.0,1.013,7.811,7.811,0.604,4.111,-0.092,2.656,24.149,0.053,0.886,4.043,0.828,5.62,2.311,3.625,1.063,9.647,1.9,0.806,1.112,1.062,1.289,1.107,4.196,0,6.735,1.926,2.726,5,0.031,2.696,3.989,3.703,0.5,136.838,3.126,3.307,6.727,6.527,2,0.388,4.082,3.697,4.415,2.715,2.478,87.459,4.06,0.951,3.703,0.143,6.323,4.586,4.586,160.612,0.244,16.593,0.876,6.762,4.259
7.071,1,0.146,4.796,2.016,1,1.079,1.826,2.418,0.829,9.251,9.251,0.879,4.564,0.089,2.897,88.268,0.214,1.119,4.477,0.91,5.949,2.608,3.792,1.126,11.152,1.906,0.936,1.181,1.265,1.362,1.278,4.338,1,8.059,1.929,2.735,6,0.119,2.871,4.248,3.918,1.103,154.949,3.305,3.506,7.675,7.395,3,0.464,4.306,3.834,4.504,2.715,2.476,81.596,4.394,1.112,3.808,0.11,6.538,5.491,5.491,191.413,0.487,17.034,1.0,7.4,4.369
7.041,1,0.179,5.226,2.038,1,1.17,2.106,3.271,0.923,10.227,10.227,1.4,4.934,0.04,2.963,84.673,0.19,1.208,4.804,0.876,6.103,2.715,4.254,1.266,12.482,1.9,1.123,1.296,1.473,1.513,1.458,4.624,2,11.274,1.923,2.941,10,0.131,3.179,4.585,4.02,2.118,247.698,3.436,3.719,7.868,7.529,5,0.8,4.407,4.302,4.969,2.91,2.659,123.99,4.745,1.899,4.206,0.094,6.878,6.483,6.483,319.407,1.095,18.29,1.17,8.347,4.806
5.796,1,0.18,4.942,2.059,3,1.116,1.729,2.812,0.742,9.376,9.376,1.032,4.7,0.046,2.8,57.974,0.347,1.166,4.575,0.963,6.085,2.511,3.862,1.125,11.346,1.903,0.843,1.193,1.113,1.403,1.114,4.346,1,8.678,1.93,2.735,8,0.109,2.786,4.317,3.897,1.348,167.355,3.236,3.463,7.859,7.525,2,0.526,4.325,3.877,4.587,2.715,2.439,123.671,4.511,1.31,3.862,0.103,6.581,5.289,5.289,209.064,0.507,17.034,0.901,7.482,4.426
7.638,1,0.192,4.86,2.013,1,1.123,1.67,2.714,0.802,10.213,10.213,0.966,4.625,0.098,2.973,101.326,0.242,1.179,4.511,0.928,5.978,2.335,3.862,1.126,11.347,1.89,1.073,1.196,1.387,1.432,1.343,4.344,2,8.626,1.907,2.674,7,0.15,2.709,4.317,4.011,1.265,155.834,3.116,3.407,7.728,7.392,4,0.455,4.392,3.87,4.528,2.66,2.486,92.596,4.443,1.202,3.826,0.106,6.589,5.128,5.128,187.054,0.698,17.058,1.1,7.497,4.401
7.678,2,0.176,5.011,2.026,1,1.126,1.921,2.916,0.88,10.227,10.227,1.227,4.779,-0.018,2.985,87.839,0.216,1.179,4.663,0.913,6.057,2.709,4.071,1.159,11.879,1.899,1.074,1.219,1.443,1.465,1.458,4.488,2,9.482,1.921,2.803,9,0.141,2.972,4.431,4.026,1.639,200.423,3.394,3.67,7.816,7.487,5,0.678,4.407,4.082,4.685,2.81,2.627,152.549,4.575,1.527,3.998,0.11,6.753,5.751,5.751,246.132,0.969,18.245,1.133,7.816,4.546
