pXC50,Cl.090,nPyrroles,SaaNH,nBnz,nCb.,nCbH,CATS2D_06_DD,P_VSA_LogP_6,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,NaaNH,SpMax1_Bh.e.,P_VSA_MR_8,N.,D.Dtr09,SM09_EA.bo.,SpDiam_EA.ed.,JGI2,JGI5,SaaaC,nR09,C.026,SM11_EA.bo.,MATS7i,C.033,GGI5,CATS2D_05_LL,SpMax1_Bh.s.,MAXDP,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM13_EA.bo.,SM12_EA.bo.,SsCl,GATS6v,PDI,SRW07,SRW09,nCrs,H.048,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Chi0_EA.dm.,ATSC4s,ATSC4e,NaaaC,CATS2D_04_DL,CATS2D_07_DA,nN,ATS7m,GGI8,SM10_EA.bo.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,N.075,NaaN,SM14_EA.ed.,PCD,SM15_EA.ed.,CATS2D_02_DL
5.5,0,0,0.0,0,0,0,0,0.0,3.491,3.491,6.491,3.491,0,3.957,0.0,7.7,0.0,11.361,14.982,0.08,0.032,0.0,0,1,13.833,-0.137,0,0.507,5,7.428,5.081,8.786,8.786,8.786,16.312,15.344,0.0,0.895,0.925,0.0,0.0,4,0,6.083,6.083,15.179,3.714,5.714,3.714,12.427,44.101,0.302,0,4,1,3,2.933,0.131,12.954,2.886,2.886,4.886,2.886,1,1,30.705,1.065,32.842,5
5.6,0,0,0.0,1,3,3,0,6.604,4.572,4.572,7.572,4.572,0,4.09,0.0,14.7,0.0,13.802,20.345,0.072,0.027,-0.052,0,1,16.801,-0.063,0,0.868,1,8.513,5.045,12.505,12.505,12.505,19.812,18.342,0.0,0.979,1.007,0.0,0.0,0,0,7.295,7.295,22.484,4.47,6.47,4.47,16.178,101.766,0.849,2,4,0,5,3.334,0.132,15.384,3.417,3.417,5.417,3.417,3,3,35.409,3.326,37.924,2
5.5,0,0,0.0,2,4,8,0,7.962,4.724,4.724,7.724,4.724,0,4.141,31.278,11.1,156.49,14.18,19.834,0.053,0.021,1.862,2,2,17.223,0.044,0,0.799,3,7.431,5.273,12.368,12.368,12.368,20.282,18.78,0.0,1.05,1.078,4.844,7.081,2,0,7.107,7.107,25.689,3.564,5.564,3.564,20.593,26.209,0.177,2,9,0,5,3.532,0.221,15.77,3.368,3.368,5.368,3.368,2,2,35.235,4.211,37.742,5
6.6,0,0,0.0,1,2,4,0,2.104,4.545,4.545,7.545,4.545,0,4.091,31.278,12.5,86.747,13.88,17.519,0.066,0.015,1.856,1,3,16.842,-0.055,0,0.434,4,5.399,2.395,10.592,10.592,10.592,19.817,18.363,5.883,1.051,1.045,5.352,7.413,0,0,6.6,6.6,11.281,3.275,5.275,3.275,11.234,23.083,0.388,2,0,0,4,3.593,0.164,15.441,3.156,3.156,5.156,3.156,3,3,33.138,3.892,35.477,0
5.5,0,0,0.0,1,2,4,0,0.0,4.221,4.221,7.221,4.221,0,3.996,0.0,8.1,0.0,13.23,19.621,0.079,0.031,0.0,0,1,16.058,0.105,0,0.785,0,6.539,3.752,11.621,11.621,11.621,18.889,17.541,0.0,1.09,0.942,0.0,0.0,0,0,6.95,6.95,23.806,3.602,5.602,3.602,17.621,41.075,0.306,0,0,1,3,3.388,0.205,14.777,3.297,3.297,5.297,3.297,1,1,34.347,3.534,36.79,0
5.5,0,0,0.0,1,2,4,0,26.616,4.705,4.705,7.705,4.705,0,4.118,77.232,10.0,131.015,14.107,19.203,0.074,0.023,1.94,1,1,17.142,-0.056,2,0.848,8,7.43,5.176,11.822,11.822,11.822,20.198,18.693,0.0,0.926,1.024,5.283,7.31,0,2,6.972,6.972,13.868,3.456,5.456,3.456,15.488,38.362,0.308,2,4,0,5,4.268,0.246,15.686,3.286,3.286,5.286,3.286,2,2,34.597,4.339,37.059,3
5.5,0,0,2.895,1,3,3,0,11.771,4.258,4.258,7.258,4.258,1,4.089,45.954,10.0,30.484,13.132,18.137,0.071,0.033,0.0,1,1,16.008,0.241,1,0.261,2,5.038,1.233,11.122,11.122,11.122,18.886,17.486,0.0,1.413,1.094,5.416,7.526,1,1,6.763,6.763,10.97,3.375,5.375,3.375,8.92,9.385,0.087,0,2,0,2,0.84,0.0,14.654,3.218,3.218,5.218,3.218,1,1,33.73,2.203,36.134,1
6.4,1,1,3.166,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.126,39.149,12.5,122.407,13.786,18.11,0.048,0.021,1.792,1,0,16.764,0.029,1,0.847,2,7.429,5.091,10.928,10.928,10.928,19.752,18.29,6.303,0.923,0.981,4.727,6.843,6,1,6.714,6.714,35.155,3.618,5.618,3.618,20.947,52.942,0.498,2,7,2,7,4.005,0.263,15.351,3.167,3.167,5.167,3.167,3,3,33.52,3.259,35.896,6
5.5,0,0,0.0,3,9,9,0,0.0,4.169,4.169,7.169,4.169,0,4.08,0.0,7.0,0.0,13.716,17.214,0.089,0.028,0.0,0,6,16.513,-0.118,0,1.083,9,7.815,5.568,10.354,10.354,10.354,19.31,17.967,0.0,1.003,0.988,2.708,5.38,0,0,6.545,6.545,38.643,3.783,5.783,3.783,24.991,72.982,0.691,0,6,1,3,3.768,0.281,15.219,3.142,3.142,5.142,3.142,0,0,33.099,3.68,35.391,6
7.0,0,0,2.726,3,7,11,0,41.691,4.522,4.522,7.522,4.522,1,4.132,0.0,12.5,133.601,14.057,17.389,0.07,0.022,1.2,1,2,16.982,0.196,1,0.948,3,8.206,5.936,10.5,10.5,10.5,19.92,18.491,0.0,0.906,1.053,5.352,7.402,0,1,6.585,6.585,26.06,3.633,5.633,3.633,19.156,100.34,0.815,2,6,4,6,3.961,0.268,15.61,3.143,3.143,5.143,3.143,3,3,33.319,4.973,35.633,3
7.6,0,1,3.183,0,0,0,1,13.67,4.531,4.531,7.531,4.531,1,4.124,0.0,14.0,84.343,13.71,18.066,0.068,0.011,1.927,1,0,16.704,0.069,1,0.309,1,5.107,2.203,10.906,10.906,10.906,19.702,18.237,0.0,0.904,1.023,4.727,6.843,6,1,6.71,6.71,17.803,3.164,5.164,3.164,10.605,34.081,0.298,2,6,1,6,3.313,0.142,15.287,3.158,3.158,5.158,3.158,3,3,33.512,3.225,35.884,4
5.5,0,0,0.0,1,3,3,0,51.162,4.73,4.73,7.73,4.73,0,4.157,0.0,11.1,127.995,14.263,19.925,0.078,0.028,0.36,1,2,17.289,-0.15,1,1.535,1,8.211,6.708,12.312,12.312,12.312,20.337,18.838,0.0,0.963,0.953,4.844,7.081,0,1,7.089,7.089,20.843,3.423,5.423,3.423,16.552,149.913,1.244,1,1,0,6,4.239,0.532,15.839,3.368,3.368,5.368,3.368,4,4,35.33,4.286,37.813,2
6.8,0,1,3.178,1,2,4,1,14.099,4.531,4.531,7.531,4.531,1,4.124,0.0,12.2,91.618,13.802,18.062,0.06,0.014,1.918,1,0,16.771,0.056,1,0.365,3,5.106,1.402,10.905,10.905,10.905,19.75,18.305,0.0,0.771,1.045,4.727,6.843,0,1,6.71,6.71,18.789,3.161,5.161,3.161,12.138,23.686,0.203,2,5,1,5,3.362,0.132,15.386,3.157,3.157,5.157,3.157,3,3,33.471,4.198,35.85,4
5.5,0,0,0.0,2,4,8,0,13.915,4.65,4.65,7.65,4.65,0,4.14,31.278,14.7,86.304,14.068,18.856,0.066,0.028,1.536,1,0,17.081,0.033,1,0.841,4,6.82,3.094,11.65,11.65,11.65,20.106,18.62,0.0,1.063,1.064,5.416,7.535,0,1,6.921,6.921,8.38,4.058,6.058,4.058,10.767,26.189,0.195,2,3,1,5,3.355,0.156,15.643,3.278,3.278,5.278,3.278,2,2,34.417,4.216,36.86,0
5.5,0,0,2.925,2,4,8,0,4.901,4.428,4.428,7.428,4.428,1,4.129,0.0,13.6,103.533,13.907,18.961,0.07,0.024,1.897,1,0,16.835,0.072,0,0.98,1,7.428,5.831,11.656,11.656,11.656,19.765,18.336,0.0,1.043,1.016,5.352,7.413,0,0,6.936,6.936,19.165,3.722,5.722,3.722,13.355,63.391,0.484,2,1,2,6,3.795,0.27,15.452,3.26,3.26,5.26,3.26,3,3,34.432,3.791,36.874,2
5.5,0,0,0.0,2,4,8,0,16.243,4.739,4.739,7.739,4.739,0,4.191,0.0,9.1,121.495,14.493,19.838,0.072,0.025,2.77,1,0,17.528,-0.056,1,1.267,14,6.448,4.251,12.271,12.271,12.271,20.575,19.078,0.0,1.005,1.024,4.844,7.081,2,1,7.082,7.082,11.545,3.595,5.595,3.595,11.248,43.82,0.338,3,1,1,5,4.006,0.382,16.076,3.429,3.429,5.429,3.429,3,3,35.458,5.17,37.935,3
7.3,1,1,3.158,0,0,0,1,56.319,4.535,4.535,7.535,4.535,1,4.128,39.149,12.1,72.142,13.761,18.107,0.059,0.02,1.917,1,0,16.753,0.052,1,0.472,5,5.103,1.983,10.927,10.927,10.927,19.746,18.283,6.094,1.014,1.024,4.727,6.843,0,1,6.714,6.714,14.367,3.201,5.201,3.201,10.101,18.221,0.165,2,6,1,4,3.315,0.084,15.334,3.166,3.166,5.166,3.166,2,2,33.502,3.294,35.882,4
6.1,0,0,2.958,1,4,2,0,4.472,4.621,4.621,7.621,4.621,1,4.127,0.0,10.3,79.173,13.878,18.123,0.065,0.027,1.734,1,1,16.911,-0.087,0,0.705,5,5.254,2.405,11.167,11.167,11.167,19.95,18.458,0.0,1.063,1.002,4.727,6.823,0,0,6.793,6.793,10.019,3.31,5.31,3.31,8.554,29.839,0.286,2,4,1,4,3.349,0.121,15.463,3.211,3.211,5.211,3.211,2,2,33.829,3.055,36.23,3
5.5,0,0,0.0,1,3,3,0,46.347,4.727,4.727,7.727,4.727,0,4.161,0.0,12.0,117.648,14.25,19.882,0.073,0.027,0.538,1,2,17.278,-0.184,1,1.393,2,8.211,6.614,12.286,12.286,12.286,20.326,18.827,0.0,0.935,0.961,4.844,7.081,0,1,7.084,7.084,17.95,3.411,5.411,3.411,15.053,112.431,0.92,1,1,0,6,4.119,0.487,15.828,3.365,3.365,5.365,3.365,4,4,35.207,4.311,37.695,2
5.5,0,0,0.0,1,3,3,0,32.677,4.595,4.595,7.595,4.595,0,4.163,0.0,12.0,104.558,14.355,20.845,0.09,0.027,0.547,1,2,17.338,-0.062,0,1.341,9,8.211,6.602,12.968,12.968,12.968,20.329,18.855,0.0,1.221,0.991,5.82,7.947,2,0,7.422,7.422,11.488,3.665,5.665,3.665,15.462,132.245,1.161,1,0,0,6,4.074,0.56,15.9,3.465,3.465,5.465,3.465,4,4,36.23,4.144,38.768,1
7.1,0,0,0.0,2,4,8,1,34.081,4.717,4.717,7.717,4.717,0,4.122,31.278,8.7,179.711,14.178,19.465,0.071,0.026,1.515,1,3,17.205,0.0,1,1.313,4,8.201,5.931,11.945,11.945,11.945,20.256,18.758,0.0,0.883,0.993,4.727,6.88,0,1,7.007,7.007,40.024,3.605,5.605,3.605,30.549,73.112,0.562,2,11,0,6,4.105,0.401,15.76,3.308,3.308,5.308,3.308,1,1,34.764,4.301,37.232,7
5.9,0,0,0.0,0,0,0,0,3.559,4.689,4.689,7.689,4.689,0,4.107,56.782,15.6,62.064,13.918,19.137,0.084,0.03,1.637,1,0,17.004,-0.175,0,0.549,4,6.449,3.56,11.754,11.754,11.754,20.092,18.564,0.0,1.605,0.964,4.844,7.05,6,0,6.957,6.957,12.222,3.411,5.411,3.411,13.404,45.978,0.436,2,1,1,5,3.348,0.082,15.503,3.292,3.292,5.292,3.292,3,3,34.518,2.096,36.974,3
7.0,0,1,3.186,1,1,5,0,16.586,4.631,4.631,7.631,4.631,1,4.125,0.0,8.1,73.196,13.841,18.811,0.061,0.017,1.764,1,0,16.894,0.023,1,0.434,3,5.149,2.309,11.616,11.616,11.616,19.948,18.449,0.0,1.072,0.998,4.727,6.862,0,1,6.908,6.908,5.814,3.312,5.312,3.312,5.392,24.898,0.282,2,2,0,3,3.087,0.084,15.437,3.24,3.24,5.24,3.24,2,2,34.342,3.17,36.789,2
5.5,0,0,0.0,1,2,4,0,0.0,4.63,4.63,7.63,4.63,0,4.139,0.0,2.6,56.05,13.964,19.783,0.07,0.027,1.563,1,0,16.98,-0.107,0,0.872,15,7.475,4.759,12.093,12.093,12.093,20.007,18.516,0.0,1.05,1.017,5.283,7.31,6,0,7.042,7.042,12.223,3.682,5.682,3.682,12.324,18.779,0.118,2,2,0,1,3.031,0.092,15.528,3.346,3.346,5.346,3.346,1,1,34.979,2.953,37.454,1
5.5,0,0,0.0,2,4,8,0,0.0,3.926,3.926,6.926,3.926,0,4.013,0.0,4.4,0.0,12.812,15.407,0.072,0.022,0.0,0,1,15.505,0.002,0,0.688,6,7.429,5.453,9.123,9.123,9.123,18.192,16.997,5.881,1.038,0.956,0.0,0.0,0,0,6.169,6.169,9.091,3.574,5.574,3.574,10.237,54.397,0.269,0,5,0,2,3.64,0.185,14.398,2.922,2.922,4.922,2.922,1,1,31.381,2.968,33.555,2
5.8,0,1,3.073,2,4,8,0,41.691,4.555,4.555,7.555,4.555,1,4.138,0.0,7.7,101.964,14.012,18.076,0.076,0.024,1.446,1,3,16.983,0.11,1,0.782,4,8.211,5.771,10.947,10.947,10.947,19.96,18.508,0.0,0.97,1.057,4.727,6.843,0,1,6.72,6.72,13.651,3.677,5.677,3.677,10.775,138.142,0.897,2,5,1,3,3.613,0.311,15.581,3.175,3.175,5.175,3.175,1,1,34.003,4.086,36.378,4
8.0,1,1,3.162,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.125,39.149,13.2,121.303,13.783,18.109,0.056,0.016,1.802,1,0,16.762,0.09,1,0.625,2,7.429,4.734,10.928,10.928,10.928,19.751,18.289,6.276,0.957,0.99,4.727,6.843,6,1,6.714,6.714,31.167,3.599,5.599,3.599,20.432,49.88,0.488,2,5,4,7,3.907,0.288,15.349,3.167,3.167,5.167,3.167,3,3,33.515,3.265,35.892,6
5.5,0,0,0.0,1,4,2,0,0.746,4.438,4.438,7.438,4.438,0,4.071,31.052,10.3,71.492,13.534,17.077,0.091,0.036,1.846,1,2,16.474,-0.158,0,0.799,0,7.53,4.219,10.27,10.27,10.27,19.425,17.976,0.0,1.151,0.931,4.595,6.581,0,0,6.522,6.522,18.742,3.846,5.846,3.846,13.524,44.031,0.385,2,0,0,3,3.167,0.063,15.066,3.114,3.114,5.114,3.114,1,1,32.699,2.281,35.006,1
5.5,0,0,3.076,2,6,6,0,17.104,4.574,4.574,7.574,4.574,1,4.141,0.0,9.1,99.627,13.95,18.014,0.078,0.036,1.121,1,1,16.933,-0.206,0,1.153,6,8.201,6.706,10.921,10.921,10.921,19.926,18.457,0.0,1.01,1.038,4.727,6.862,2,0,6.715,6.715,13.159,3.547,5.547,3.547,13.796,66.7,0.478,2,6,0,4,3.506,0.171,15.508,3.204,3.204,5.204,3.204,1,1,33.736,3.315,36.093,5
6.6,0,1,3.369,1,1,5,0,5.513,4.187,4.187,7.187,4.187,1,4.081,0.0,7.3,93.429,13.256,17.208,0.06,0.019,0.0,1,0,16.06,-0.086,0,0.497,8,7.429,4.902,10.403,10.403,10.403,18.867,17.534,0.0,0.968,1.046,4.727,6.862,1,0,6.557,6.557,6.909,3.616,5.616,3.616,7.745,33.678,0.242,0,0,0,3,3.403,0.121,14.796,3.134,3.134,5.134,3.134,1,1,32.889,3.802,35.209,6
5.5,0,0,2.888,1,3,3,0,7.593,4.393,4.393,7.393,4.393,1,4.119,0.0,10.3,92.46,13.649,16.855,0.078,0.024,1.901,1,0,16.555,0.165,0,0.632,1,7.428,5.438,9.954,9.954,9.954,19.466,18.042,0.0,0.94,0.975,5.283,7.286,3,0,6.446,6.446,8.387,3.7,5.7,3.7,8.524,71.614,0.665,2,1,2,4,3.306,0.162,15.174,3.077,3.077,5.077,3.077,2,2,32.651,2.99,34.912,3
5.7,0,0,0.0,2,5,7,0,2.144,4.686,4.686,7.686,4.686,0,4.172,0.0,10.4,224.095,14.512,20.48,0.091,0.032,1.227,2,3,17.506,-0.075,0,1.775,13,7.428,6.52,12.48,12.48,12.48,20.512,19.03,12.113,1.118,1.013,5.533,7.735,0,0,7.153,7.153,23.787,4.099,6.099,4.099,21.636,53.408,0.597,2,4,0,5,4.177,0.442,16.063,3.421,3.421,5.421,3.421,2,2,35.545,5.186,38.038,1
5.5,0,0,0.0,2,5,7,0,0.0,4.111,4.111,7.111,4.111,0,4.038,0.0,5.5,0.0,13.293,16.232,0.074,0.026,0.0,0,3,16.05,-0.001,0,0.997,18,7.474,4.118,9.674,9.674,9.674,18.813,17.5,6.31,1.148,0.947,5.283,7.286,4,0,6.321,6.321,31.167,3.729,5.729,3.729,20.677,80.563,0.649,0,2,1,3,3.718,0.3,14.799,3.037,3.037,5.037,3.037,2,2,32.279,3.295,34.497,5
5.5,0,0,3.03,2,5,7,0,4.861,4.52,4.52,7.52,4.52,1,4.133,31.278,5.8,127.006,14.043,17.384,0.087,0.03,2.124,1,1,16.981,-0.087,0,1.122,10,7.429,5.858,10.508,10.508,10.508,19.929,18.486,0.0,1.034,1.001,5.416,7.506,0,0,6.597,6.597,20.996,3.599,5.599,3.599,17.871,33.839,0.228,2,3,0,3,3.858,0.323,15.583,3.164,3.164,5.164,3.164,1,1,33.367,3.875,35.682,4
8.4,0,0,0.0,2,3,9,0,4.227,4.088,4.088,7.088,4.088,0,3.998,0.0,12.2,0.0,13.261,19.811,0.07,0.03,0.0,0,2,16.031,-0.319,0,1.118,2,8.513,5.337,12.258,12.258,12.258,18.8,17.502,0.0,0.9,1.005,0.0,0.0,0,0,7.25,7.25,42.571,4.47,6.47,4.47,24.421,103.043,1.068,0,5,0,5,3.981,0.353,14.8,3.385,3.385,5.385,3.385,2,2,35.134,3.296,37.628,6
5.5,0,0,2.856,2,5,7,0,4.472,4.511,4.511,7.511,4.511,1,4.131,0.0,10.5,92.449,14.309,17.474,0.089,0.03,1.752,1,1,17.298,-0.133,0,0.712,6,7.716,4.543,10.948,10.948,10.948,20.288,18.812,0.0,1.119,1.032,4.727,6.804,0,0,6.727,6.727,5.975,4.451,6.451,4.451,8.618,53.499,0.367,2,4,0,4,3.225,0.211,15.849,3.209,3.209,5.209,3.209,1,1,33.867,3.293,36.233,5
5.5,0,1,0.0,2,3,9,0,14.099,4.731,4.731,7.731,4.731,0,4.166,0.0,8.6,153.599,14.136,19.668,0.069,0.023,1.876,1,2,17.189,0.03,1,1.237,14,5.235,2.485,12.141,12.141,12.141,20.261,18.753,0.0,1.028,1.017,4.844,7.081,6,1,7.049,7.049,34.175,3.388,5.388,3.388,28.063,42.55,0.436,2,1,0,6,4.053,0.372,15.733,3.345,3.345,5.345,3.345,2,2,34.996,4.009,37.479,1
7.7,0,0,2.904,3,6,12,0,11.771,4.522,4.522,7.522,4.522,1,4.132,0.0,11.5,132.935,14.023,17.423,0.067,0.023,1.518,1,1,16.952,0.276,1,1.011,3,7.429,5.803,10.507,10.507,10.507,19.892,18.464,0.0,0.877,1.033,5.352,7.402,0,1,6.587,6.587,29.545,3.618,5.618,3.618,20.215,51.228,0.52,2,7,4,6,3.93,0.243,15.581,3.143,3.143,5.143,3.143,3,3,33.379,4.999,35.695,3
5.5,0,1,3.174,2,3,9,0,11.771,4.555,4.555,7.555,4.555,1,4.138,0.0,7.0,106.443,13.871,18.073,0.072,0.023,1.745,1,2,16.84,-0.042,1,0.733,6,7.429,5.455,10.945,10.945,10.945,19.823,18.373,0.0,0.931,1.032,4.727,6.843,0,1,6.718,6.718,15.343,3.573,5.573,3.573,11.833,33.514,0.2,2,5,1,3,3.532,0.239,15.45,3.171,3.171,5.171,3.171,1,1,33.555,4.017,35.931,4
5.5,0,1,3.344,2,5,7,0,19.746,4.742,4.742,7.742,4.742,1,4.189,31.278,6.1,216.318,14.907,19.593,0.081,0.03,4.135,2,1,17.969,-0.057,1,1.334,12,7.716,4.996,12.003,12.003,12.003,21.034,19.517,0.0,0.995,1.082,5.416,7.535,0,1,7.121,7.121,6.455,5.18,7.18,5.18,8.74,41.593,0.214,4,4,0,3,4.181,0.536,16.479,3.35,3.35,5.35,3.35,1,1,35.364,5.457,37.826,5
6.2,1,1,3.152,0,0,0,1,56.319,4.535,4.535,7.535,4.535,1,4.122,39.149,12.2,84.619,13.767,18.109,0.049,0.016,1.825,1,0,16.755,0.074,1,0.451,4,5.146,2.108,10.928,10.928,10.928,19.748,18.285,6.219,0.993,1.026,4.727,6.843,6,1,6.714,6.714,19.407,3.205,5.205,3.205,11.088,31.937,0.355,2,4,1,5,3.648,0.14,15.338,3.167,3.167,5.167,3.167,3,3,33.509,3.215,35.888,5
5.5,0,1,3.087,1,2,4,0,11.771,4.391,4.391,7.391,4.391,1,4.118,0.0,7.5,88.279,13.61,16.737,0.074,0.021,1.932,1,0,16.519,0.057,1,0.587,5,7.428,5.604,9.88,9.88,9.88,19.431,18.018,0.0,1.12,1.03,4.595,6.581,0,1,6.427,6.427,9.739,3.696,5.696,3.696,8.912,41.58,0.258,2,1,0,3,3.37,0.122,15.157,3.053,3.053,5.053,3.053,1,1,32.581,3.236,34.837,2
7.2,1,1,3.172,0,0,0,1,56.319,4.535,4.535,7.535,4.535,1,4.129,39.149,10.3,82.883,13.765,18.109,0.061,0.021,1.911,1,0,16.755,0.004,1,0.556,4,5.103,2.059,10.927,10.927,10.927,19.748,18.284,6.17,0.834,0.983,4.727,6.843,0,1,6.714,6.714,19.348,3.204,5.204,3.204,12.555,26.342,0.283,2,6,1,4,3.556,0.185,15.337,3.167,3.167,5.167,3.167,2,2,33.506,3.208,35.886,4
5.5,0,0,0.0,2,5,7,0,11.771,4.52,4.52,7.52,4.52,0,4.131,0.0,10.4,114.293,14.027,17.58,0.079,0.024,0.698,1,3,16.962,0.08,1,1.021,0,7.437,4.762,10.565,10.565,10.565,19.905,18.471,0.0,0.889,1.007,4.595,6.605,0,1,6.596,6.596,28.736,3.539,5.539,3.539,19.544,37.472,0.406,1,5,1,5,3.979,0.404,15.578,3.157,3.157,5.157,3.157,2,2,33.439,4.256,35.754,3
6.2,0,0,2.874,2,6,6,0,2.144,4.366,4.366,7.366,4.366,1,4.101,0.0,10.0,107.206,13.599,16.849,0.086,0.027,1.841,1,3,16.49,-0.053,0,0.795,8,7.428,5.707,10.044,10.044,10.044,19.388,17.983,12.021,0.984,0.999,4.595,6.581,0,0,6.473,6.473,19.461,3.795,5.795,3.795,15.022,47.585,0.36,2,3,1,4,3.83,0.238,15.137,3.042,3.042,5.042,3.042,1,1,32.613,2.871,34.886,6
5.5,0,0,0.0,0,0,0,0,8.552,3.476,3.476,6.476,3.476,0,3.905,0.0,12.0,0.0,11.741,12.803,0.035,0.012,0.0,0,2,14.266,0.106,0,0.292,0,7.433,4.664,7.392,7.392,7.392,16.785,15.858,0.0,1.007,0.942,0.0,0.0,0,0,5.484,5.484,26.661,3.545,5.545,3.545,20.284,55.331,0.368,0,6,0,6,3.28,0.09,13.449,2.626,2.626,4.626,2.626,2,2,28.729,1.701,30.7,4
5.5,0,0,2.91,1,2,4,1,4.115,4.562,4.562,7.562,4.562,1,4.103,31.278,8.6,0.0,13.79,17.06,0.083,0.025,1.887,0,1,16.782,0.279,0,0.455,3,7.429,5.108,10.387,10.387,10.387,19.787,18.312,5.84,1.061,1.012,5.416,7.506,0,0,6.561,6.561,8.296,3.573,5.573,3.573,11.772,35.089,0.262,2,3,0,3,3.287,0.161,15.351,3.141,3.141,5.141,3.141,1,1,32.809,2.683,35.136,3
7.2,1,1,3.161,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.125,39.149,14.0,89.587,13.77,18.11,0.053,0.019,1.841,1,0,16.756,0.139,1,0.563,2,5.141,2.112,10.928,10.928,10.928,19.749,18.285,6.223,0.876,1.02,4.727,6.843,6,1,6.714,6.714,24.407,3.205,5.205,3.205,14.25,39.189,0.381,2,7,1,6,3.71,0.185,15.34,3.167,3.167,5.167,3.167,3,3,33.513,3.213,35.891,6
7.0,1,1,3.125,0,0,0,1,56.319,4.535,4.535,7.535,4.535,1,4.129,39.149,10.8,82.883,13.776,18.109,0.061,0.021,1.803,1,0,16.761,0.076,1,0.556,5,7.429,4.724,10.927,10.927,10.927,19.751,18.289,6.09,0.879,1.003,4.727,6.843,0,1,6.714,6.714,12.39,3.592,5.592,3.592,9.653,35.141,0.284,2,7,1,4,3.497,0.185,15.345,3.167,3.167,5.167,3.167,2,2,33.506,3.283,35.886,4
5.5,0,0,0.0,2,3,9,0,0.0,3.926,3.926,6.926,3.926,0,4.012,0.0,4.4,0.0,12.685,15.407,0.063,0.021,0.0,0,0,15.384,0.007,0,0.632,5,7.429,5.42,9.123,9.123,9.123,18.076,16.895,0.0,1.011,0.956,0.0,0.0,0,0,6.169,6.169,8.45,3.574,5.574,3.574,8.636,48.119,0.218,0,5,0,2,3.455,0.144,14.3,2.922,2.922,4.922,2.922,1,1,31.373,2.944,33.548,2
6.4,0,0,0.0,2,5,7,0,33.335,4.626,4.626,7.626,4.626,0,4.093,31.278,11.4,142.291,14.128,18.877,0.084,0.028,1.471,1,3,17.105,0.094,1,1.132,2,8.513,5.798,11.704,11.704,11.704,20.101,18.634,0.0,0.988,1.04,4.727,6.862,0,1,7.119,7.119,24.778,4.461,6.461,4.461,19.296,160.282,1.085,2,7,0,5,3.813,0.304,15.689,3.328,3.328,5.328,3.328,2,2,35.025,4.22,37.471,4
5.5,0,0,0.0,1,4,2,0,2.104,4.736,4.736,7.736,4.736,0,4.09,77.232,9.5,51.4,14.044,19.199,0.102,0.039,1.527,1,3,17.135,0.212,0,0.427,1,7.437,4.108,11.802,11.802,11.802,20.234,18.698,6.006,1.222,1.029,4.844,7.066,0,0,6.989,6.989,8.379,3.602,5.602,3.602,9.232,39.024,0.263,2,3,0,2,1.22,0.0,15.626,3.315,3.315,5.315,3.315,0,0,34.568,2.233,37.03,1
5.5,0,0,2.984,1,3,3,0,2.144,4.51,4.51,7.51,4.51,1,4.128,0.0,8.9,104.127,14.336,17.966,0.091,0.028,2.059,1,1,17.328,-0.272,0,0.767,2,7.716,4.375,11.337,11.337,11.337,20.322,18.844,0.0,0.911,0.982,4.727,6.804,0,0,7.053,7.053,13.564,4.37,6.37,4.37,12.473,69.385,0.462,2,1,1,4,3.649,0.304,15.877,3.285,3.285,5.285,3.285,2,2,34.238,3.311,36.64,2
5.5,0,1,3.167,2,3,9,0,11.771,4.555,4.555,7.555,4.555,1,4.137,0.0,7.7,99.756,13.864,18.073,0.074,0.022,1.739,1,2,16.835,0.041,1,0.671,6,7.429,5.365,10.945,10.945,10.945,19.82,18.369,5.86,0.984,1.052,4.727,6.843,0,1,6.718,6.718,11.333,3.574,5.574,3.574,9.121,33.393,0.216,2,5,1,3,3.503,0.239,15.444,3.171,3.171,5.171,3.171,1,1,33.553,3.998,35.93,4
5.5,0,0,0.0,0,0,0,0,34.44,4.197,4.197,6.976,4.197,0,4.05,32.22,6.8,115.897,13.42,20.935,0.068,0.031,0.0,1,0,16.184,0.058,2,1.914,5,7.434,6.019,12.935,12.935,12.935,18.961,17.602,0.0,1.101,0.986,5.687,7.703,0,2,7.266,7.266,19.083,4.724,6.671,4.724,18.873,83.062,0.646,0,2,1,3,3.902,0.291,14.874,3.466,3.466,5.466,3.466,0,0,35.901,2.513,38.447,1
