pXC50,DECC,nCrs,nCs,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ed.,SpMin1_Bh.s.,Eta_FL_A,CATS2D_02_LL,C.002,CATS2D_03_LL,X4v,X5v,Eig02_EA.ri.,SpMin2_Bh.s.,Eig02_AEA.ri.,SpMin1_Bh.m.,Eig02_AEA.bo.,Eta_C_A,H.046,ATS4i,nCrt,nCt,ATSC4v,ATS4e,ATS5i,ATSC3p,X3v,C.004,nCq,nCrq,nCsp3,SM05_EA.ri.,SM06_EA.ri.,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,H.,Mv,NsssCH,C.003,PCR,Eta_L_A,CIC1,SsssCH,ATSC4p,ATSC5v,ATSC2v,IC1,SssssC,Eig03_EA.dm.,NssssC,Eta_betaP_A,SM10_EA.ri.,SpMaxA_EA.ed.,SM03_EA.ed.,SM08_AEA.ed.,SM09_AEA.ed.,SM10_AEA.ed.,ATS4p,Eta_L,nCconj,SM06_AEA.ed.,ATS3e,ATSC2p,C.016,Eta_beta_A
4.097,1.451,0,0,8.069,8.069,2.791,2.791,5.71,1.195,0.301,15,0,11,2.493,1.482,2.611,0.993,3.725,2.086,4.2,0.661,0,4.742,0,0,10.487,4.515,4.789,6.223,3.466,0,0,0,2,5.879,7.377,8.025,9.287,10.151,44.2,0.646,0,0,1.577,0.183,2.202,0.0,7.276,8.804,8.277,3.224,0.0,0.0,0,0.854,11.307,0.393,7.096,15.602,17.382,19.177,3.814,4.399,1,12.101,4.487,5.958,0,1.49
4.097,1.2,0,1,9.359,9.359,2.748,2.748,6.308,1.249,0.275,13,1,10,2.669,1.872,2.662,1.091,3.723,2.066,4.083,0.686,0,4.575,1,1,7.804,4.402,4.414,6.992,3.907,0,0,0,2,6.313,7.774,8.696,9.979,11.067,37.5,0.701,0,0,1.344,0.206,1.908,0.0,6.944,7.105,5.708,3.092,-1.574,0.316,1,0.775,12.292,0.655,7.958,16.731,18.731,20.745,3.678,4.117,1,12.796,4.411,4.747,0,1.388
4.46,1.375,0,0,7.786,7.786,2.517,2.517,5.782,1.226,0.234,2,0,2,1.598,1.044,2.409,1.0,3.474,2.026,3.756,0.763,0,4.957,0,0,11.175,4.65,4.539,6.602,2.253,0,0,0,6,5.61,6.964,7.709,8.898,9.807,55.6,0.561,0,0,1.224,0.228,2.444,0.0,7.116,8.356,7.006,2.725,0.0,0.172,0,0.438,10.924,0.59,6.763,15.258,17.03,18.812,3.577,3.648,0,11.755,4.307,4.414,0,1.063
4.097,1.289,0,0,8.658,8.658,2.811,2.811,6.047,1.2,0.286,7,0,3,2.536,1.691,2.807,1.06,3.811,2.035,4.179,0.694,0,4.808,0,0,9.773,4.595,4.782,6.526,3.676,0,0,0,3,6.256,7.679,8.513,9.75,10.752,42.5,0.647,0,0,1.439,0.191,1.815,0.0,7.266,9.302,6.93,3.507,0.0,0.0,0,0.717,11.922,0.474,7.542,16.158,18.011,19.878,3.798,4.394,1,12.506,4.47,5.151,0,1.37
4.097,1.917,2,2,7.429,7.429,2.667,2.667,5.507,1.211,0.238,6,2,4,2.84,1.664,2.595,1.182,3.639,2.046,4.037,0.748,0,4.867,0,0,12.827,4.612,4.876,8.926,4.07,0,0,0,7,5.569,7.122,7.628,8.9,9.621,52.2,0.599,0,0,1.324,0.255,2.448,0.0,8.782,13.422,10.354,3.076,0.0,0.657,0,0.614,10.754,0.378,6.823,15.256,16.99,18.734,3.841,5.611,0,11.834,4.694,7.127,0,1.239
4.097,1.408,6,7,15.743,15.743,3.743,3.743,8.161,1.389,0.174,24,3,26,8.777,6.05,3.73,1.389,4.74,1.993,4.8,1.402,16,5.999,6,6,35.401,5.815,6.013,22.254,11.078,2,2,2,19,7.645,9.044,10.17,11.477,12.714,45.6,0.628,10,6,1.099,0.296,2.862,-5.683,27.94,36.172,18.797,3.442,-2.385,1.674,2,0.349,14.008,0.328,9.033,17.857,19.88,21.92,4.94,12.727,12,13.881,5.523,15.322,4,0.988
4.097,1.455,0,1,8.769,8.769,2.83,2.83,6.085,1.198,0.277,6,0,5,2.38,1.53,2.765,1.017,3.811,2.052,4.131,0.678,0,4.663,0,0,7.53,4.484,4.537,6.159,3.526,0,0,0,3,6.239,7.654,8.488,9.716,10.711,40.5,0.659,1,0,1.475,0.205,1.48,-0.724,6.356,7.383,6.4,3.729,0.0,0.386,0,0.682,11.87,0.464,7.413,16.012,17.84,19.68,3.666,4.502,1,12.398,4.426,5.102,0,1.341
4.097,1.385,0,0,9.532,9.532,2.986,2.986,6.275,1.192,0.275,5,0,3,4.831,3.542,2.708,1.1,3.887,1.98,4.459,0.782,0,4.727,0,0,8.049,4.583,4.761,7.867,6.085,0,0,0,3,6.254,7.675,8.488,9.718,10.707,32.5,0.711,0,0,1.525,0.209,1.341,0.0,8.443,7.789,5.529,3.981,0.0,0.8,0,0.741,11.869,0.398,7.74,16.362,18.219,20.088,3.95,5.654,0,12.699,4.47,6.511,0,1.417
4.097,1.174,0,0,10.198,10.198,2.908,2.908,6.536,1.322,0.261,9,0,8,2.645,1.813,2.848,0.954,3.889,2.146,4.321,0.755,0,4.597,0,0,8.037,4.475,4.714,7.097,3.526,0,0,0,4,6.294,7.74,8.646,9.909,10.975,43.6,0.643,0,0,1.474,0.224,1.723,0.0,6.696,8.689,7.491,3.562,0.0,0.0,0,0.659,12.176,0.506,7.621,16.284,18.165,20.057,3.774,4.937,1,12.57,4.471,6.134,0,1.295
4.097,1.073,0,0,8.109,8.109,2.721,2.721,5.75,1.054,0.23,3,0,0,3.191,1.593,2.361,0.584,3.62,1.957,4.09,0.764,0,3.956,0,0,4.439,3.823,4.145,3.785,4.148,0,0,0,2,5.238,6.687,7.237,8.448,9.198,34.6,0.722,0,0,1.337,0.254,1.193,0.0,3.847,5.916,3.327,3.507,0.0,0.86,0,0.618,10.295,0.493,6.742,15.184,16.926,18.677,3.279,4.316,2,11.735,3.806,4.125,0,1.265
4.278,1.335,0,0,8.462,8.462,2.785,2.785,5.976,1.148,0.245,6,0,4,2.193,1.347,2.543,1.076,3.714,1.995,4.137,0.749,6,4.512,0,1,7.445,4.303,4.318,6.36,3.626,0,0,0,4,5.664,7.044,7.729,8.908,9.761,44.1,0.642,1,1,1.32,0.233,1.565,0.306,6.588,5.752,6.389,3.522,0.0,0.0,0,0.658,10.853,0.447,6.905,15.387,17.143,18.907,3.489,4.435,1,11.908,4.232,5.035,0,1.276
4.097,1.135,0,0,8.746,8.746,2.852,2.852,6.066,1.012,0.25,6,0,4,2.337,1.253,2.697,0.793,3.788,1.882,4.236,0.727,0,4.186,0,0,5.506,4.009,4.223,4.774,3.749,0,0,0,2,5.728,7.092,7.876,9.048,9.979,39.3,0.693,0,0,1.384,0.225,1.111,0.0,4.843,6.811,4.839,3.696,0.0,0.0,0,0.647,11.076,0.527,6.929,15.499,17.292,19.094,3.33,3.823,3,11.955,3.973,4.477,2,1.25
4.097,1.747,0,0,8.228,8.228,2.785,2.785,5.929,1.178,0.269,4,0,3,2.527,1.638,2.669,1.09,3.743,2.033,4.108,0.781,0,4.944,0,0,13.31,4.719,4.96,8.398,3.796,0,0,0,5,5.76,7.213,7.836,9.06,9.869,48.9,0.619,0,0,1.34,0.213,2.131,0.0,9.767,13.982,8.918,3.424,0.0,0.8,0,0.625,10.985,0.403,7.159,15.676,17.462,19.26,3.944,5.101,0,12.148,4.576,6.618,1,1.25
4.097,1.749,3,5,8.757,8.757,2.678,2.678,6.148,1.414,0.206,10,5,7,5.089,3.805,2.527,1.307,3.597,2.069,3.926,1.006,4,5.317,0,0,18.046,5.067,5.237,12.891,6.706,0,0,0,11,6.158,7.627,8.351,9.597,10.533,49.2,0.611,0,0,1.26,0.282,2.462,0.0,12.985,17.716,13.207,3.421,0.0,1.001,0,0.467,11.695,0.364,7.591,16.222,18.073,19.941,4.231,8.453,1,12.584,5.014,9.269,0,1.142
4.097,1.652,0,0,8.783,8.783,2.858,2.858,6.072,1.147,0.276,14,0,10,3.083,2.074,2.735,1.098,3.815,2.037,4.238,0.709,3,4.617,0,0,9.204,4.432,4.522,7.264,4.453,0,0,0,2,6.018,7.433,8.111,9.316,10.16,39.5,0.685,0,0,1.448,0.205,1.662,0.0,8.339,8.512,6.644,3.586,0.0,0.86,0,0.761,11.268,0.389,7.261,15.771,17.548,19.334,3.783,4.718,4,12.256,4.345,5.985,1,1.37
4.097,1.906,0,0,7.894,7.894,2.639,2.639,5.783,1.149,0.3,10,0,6,2.241,1.51,2.599,1.065,3.622,2.033,4.047,0.623,0,4.567,0,0,6.938,4.358,4.539,5.607,3.467,0,0,0,0,5.923,7.42,8.086,9.345,10.219,35.1,0.697,0,0,1.527,0.184,1.729,0.0,5.53,6.06,5.136,3.48,0.0,0.0,0,0.792,11.374,0.417,7.209,15.742,17.553,19.38,3.666,4.427,1,12.183,4.361,4.322,0,1.417
4.097,1.474,3,3,9.031,9.031,2.832,2.832,6.137,1.404,0.24,3,3,2,2.619,1.729,2.682,1.08,3.778,2.077,4.063,0.698,2,4.668,0,0,9.916,4.436,4.6,7.019,3.638,0,0,0,5,5.868,7.338,8.074,9.317,10.241,45.7,0.633,0,0,1.257,0.247,2.042,0.0,7.138,9.756,7.401,3.087,0.0,0.8,0,0.605,11.39,0.516,7.186,15.792,17.631,19.482,3.653,4.702,4,12.167,4.503,5.291,2,1.263
4.097,1.375,0,0,8.62,8.62,2.853,2.853,6.01,1.147,0.252,7,0,6,2.512,1.547,2.578,1.118,3.752,2.015,4.194,0.729,6,4.468,0,1,6.783,4.267,4.112,6.567,3.944,0,0,0,3,5.982,7.396,8.164,9.381,10.32,39.4,0.676,1,1,1.426,0.23,1.42,0.296,6.723,4.089,5.976,3.624,0.0,0.0,0,0.7,11.458,0.444,7.144,15.678,17.462,19.253,3.471,4.596,1,12.148,4.272,5.016,0,1.338
4.097,2.436,0,0,8.576,8.576,2.817,2.817,6.027,1.112,0.277,10,0,6,2.411,1.632,2.806,1.087,3.815,2.022,4.181,0.73,0,4.804,0,0,7.308,4.657,4.756,8.735,4.239,0,0,0,3,6.196,7.597,8.289,9.484,10.344,34.8,0.691,0,0,1.294,0.198,1.772,0.0,8.137,7.851,6.595,3.752,0.0,1.956,0,0.7,11.447,0.28,7.213,15.682,17.427,19.18,3.742,5.946,2,12.232,4.663,6.473,0,1.325
4.097,1.358,0,0,8.926,8.926,2.794,2.794,6.143,1.18,0.3,18,0,9,3.256,2.194,2.804,1.12,3.8,2.067,4.153,0.696,3,4.947,0,0,10.758,4.766,4.844,8.75,4.682,0,0,0,1,6.573,8.038,8.878,10.147,11.171,38.3,0.689,0,0,1.414,0.184,2.521,0.0,9.158,8.686,8.188,3.034,0.0,0.0,0,0.845,12.371,0.369,7.681,16.318,18.165,20.026,3.997,5.33,5,12.674,4.695,6.7,0,1.457
4.097,2.104,0,0,9.256,9.256,2.941,2.941,6.193,1.217,0.296,12,0,8,3.691,2.45,2.786,1.116,3.891,2.066,4.289,0.694,0,5.067,0,0,13.462,4.843,4.999,9.668,5.234,0,0,0,3,6.284,7.804,8.49,9.762,10.664,40.7,0.666,0,0,1.555,0.196,2.219,0.0,10.021,13.087,9.142,3.536,0.0,0.532,0,0.766,11.832,0.308,7.535,16.088,17.898,19.723,4.077,6.283,1,12.529,4.805,7.523,0,1.422
4.467,1.449,1,3,11.587,11.587,3.261,3.261,6.904,1.278,0.235,10,3,5,5.072,4.041,3.083,1.144,4.207,2.018,4.458,1.008,0,5.197,1,1,14.137,5.004,5.105,10.879,6.626,0,0,0,7,6.841,8.212,9.12,10.339,11.387,38.5,0.674,0,0,1.327,0.241,1.731,0.0,11.745,11.482,9.687,3.969,-0.407,1.151,1,0.578,12.556,0.345,8.284,16.873,18.76,20.657,4.236,7.716,4,13.143,4.916,8.483,0,1.25
4.097,1.041,0,0,6.101,6.101,2.315,2.315,5.045,1.193,0.241,2,0,2,1.297,0.778,2.222,0.976,3.279,2.022,3.606,0.655,0,4.452,0,0,7.957,4.201,4.553,4.576,1.998,0,0,0,4,4.983,6.484,7.039,8.281,9.042,53.3,0.572,0,0,1.223,0.243,1.733,0.0,5.236,8.263,5.772,3.174,0.0,0.0,0,0.5,10.158,0.646,6.293,14.771,16.535,18.31,3.357,3.401,0,11.292,4.199,3.738,0,1.107
4.097,1.486,0,0,9.868,9.868,3.018,3.018,6.437,1.116,0.308,6,0,6,2.165,1.318,3.007,0.884,4.018,2.018,4.364,0.572,0,4.443,0,0,4.278,4.343,4.372,5.363,3.223,0,0,0,0,6.373,7.78,8.608,9.83,10.816,27.3,0.725,0,0,1.451,0.169,1.513,0.0,5.067,4.207,3.78,3.532,0.0,1.037,0,0.792,11.968,0.409,7.459,16.043,17.867,19.702,3.5,4.055,4,12.442,4.338,4.271,1,1.458
4.097,1.832,0,0,11.974,11.974,3.28,3.28,7.056,1.203,0.298,9,0,5,5.131,3.624,3.055,1.144,4.235,2.051,4.678,0.752,0,5.133,0,0,11.365,4.987,5.155,10.904,7.103,0,0,0,1,6.884,8.291,9.18,10.422,11.472,35.1,0.699,0,0,1.491,0.181,2.108,0.0,11.588,10.875,8.512,3.725,0.0,0.0,0,0.824,12.662,0.31,8.292,16.935,18.841,20.759,4.288,6.704,4,13.179,4.924,8.097,0,1.486
4.097,1.635,0,0,8.651,8.651,2.829,2.829,6.042,1.113,0.295,10,0,6,2.476,1.494,2.843,1.094,3.832,2.024,4.201,0.665,0,4.749,0,0,9.176,4.552,4.732,6.508,3.782,0,0,0,2,6.244,7.676,8.463,9.689,10.642,41.5,0.663,0,0,1.446,0.187,2.079,0.0,7.061,9.269,7.427,3.278,0.0,0.0,0,0.813,11.787,0.417,7.38,15.984,17.809,19.645,3.794,4.49,2,12.38,4.485,5.662,0,1.427
4.115,1.438,0,0,8.908,8.908,2.858,2.858,6.141,1.081,0.298,8,0,5,2.894,1.752,2.625,0.904,3.765,2.015,4.3,0.623,0,4.438,0,0,4.426,4.331,4.348,6.439,4.179,0,0,0,0,6.221,7.615,8.426,9.642,10.625,27.3,0.74,0,0,1.369,0.18,1.588,0.0,5.408,3.837,3.864,3.456,0.0,1.101,0,0.813,11.779,0.439,7.519,16.141,17.984,19.839,3.582,4.325,4,12.504,4.326,4.448,1,1.469
4.275,1.25,0,0,8.804,8.804,2.712,2.712,6.073,1.199,0.253,12,0,7,4.036,2.906,2.548,1.164,3.626,2.052,3.991,0.814,3,4.866,0,0,12.507,4.641,4.774,9.107,5.424,0,0,0,5,5.904,7.405,8.063,9.317,10.183,45.5,0.646,0,0,1.391,0.239,2.253,0.0,10.554,10.753,8.832,3.207,0.0,0.0,0,0.646,11.33,0.41,7.345,15.932,17.759,19.599,4.009,5.732,0,12.332,4.62,6.928,0,1.302
4.936,1.596,5,6,8.766,8.766,2.703,2.703,6.149,1.416,0.235,10,6,6,3.771,2.623,2.606,1.254,3.657,2.067,4.038,0.909,6,5.217,0,0,14.182,4.982,5.176,9.658,5.535,0,0,0,9,6.297,7.744,8.481,9.718,10.654,46.4,0.617,0,0,1.315,0.25,2.071,0.0,8.937,13.446,11.504,3.737,0.0,1.001,0,0.533,11.812,0.364,7.67,16.272,18.117,19.978,4.065,7.511,1,12.646,4.928,8.0,0,1.217
4.097,1.535,0,0,7.77,7.77,2.671,2.671,5.623,0.961,0.257,4,0,2,2.748,1.84,2.223,0.908,3.516,1.908,4.069,0.691,0,4.094,0,0,4.071,3.935,3.859,4.97,4.133,0,0,0,1,5.259,6.702,7.323,8.529,9.36,32.1,0.735,0,0,1.333,0.226,0.768,0.0,5.371,2.876,3.713,4.039,0.0,0.0,0,0.711,10.462,0.438,6.676,15.119,16.851,18.591,3.276,4.299,1,11.698,3.948,4.662,1,1.342
4.097,2.436,0,0,8.576,8.576,2.817,2.817,6.027,1.142,0.285,12,0,7,2.25,1.459,2.827,1.112,3.823,2.044,4.181,0.686,3,4.926,0,0,9.423,4.752,4.856,8.295,3.918,0,0,0,4,6.273,7.656,8.359,9.544,10.408,38.8,0.659,0,0,1.294,0.19,1.929,0.0,8.094,9.281,8.005,3.686,0.0,1.956,0,0.7,11.505,0.28,7.213,15.682,17.427,19.18,3.785,5.706,2,12.232,4.709,6.721,0,1.325
4.097,2.194,0,0,8.858,8.858,2.877,2.877,6.086,1.087,0.274,6,0,5,2.94,1.654,2.859,1.03,3.879,1.977,4.25,0.794,0,4.689,0,0,7.345,4.525,4.566,6.766,4.645,0,0,0,2,6.225,7.638,8.373,9.578,10.482,31.7,0.718,0,0,1.487,0.202,1.19,0.0,7.385,5.983,5.278,4.168,0.0,0.522,0,0.714,11.601,0.357,7.483,16.062,17.869,19.689,3.74,5.666,2,12.496,4.505,5.397,0,1.357
4.097,0.857,0,1,7.777,7.777,2.401,2.401,5.855,1.214,0.255,7,1,6,1.819,0.85,2.326,0.767,3.371,2.024,3.812,0.721,5,4.274,0,0,7.307,4.081,4.424,4.475,2.545,0,0,0,3,5.728,7.098,7.989,9.195,10.227,46.2,0.649,0,0,1.309,0.217,1.26,0.0,5.578,8.333,5.225,3.441,0.0,0.0,0,0.75,11.378,0.768,6.963,15.613,17.463,19.323,3.522,3.036,0,11.948,3.909,3.843,1,1.304
4.097,1.188,0,0,6.791,6.791,2.501,2.501,5.348,1.291,0.207,6,0,4,2.368,1.726,2.307,1.08,3.426,2.004,3.771,0.856,0,4.614,0,0,11.389,4.36,4.402,7.821,3.904,0,0,0,5,5.234,6.732,7.289,8.542,9.311,48.4,0.643,0,0,1.2,0.272,2.002,0.0,10.198,8.514,6.36,2.952,0.0,0.305,0,0.469,10.441,0.569,6.735,15.259,17.04,18.834,3.683,4.346,1,11.748,4.308,4.825,0,1.094
4.359,1.99,0,0,8.045,8.045,2.741,2.741,5.823,1.094,0.261,5,0,2,3.117,2.048,2.502,0.949,3.613,2.014,4.139,0.718,0,4.389,0,0,4.388,4.263,4.355,6.283,4.51,0,0,0,3,5.778,7.146,7.834,9.005,9.868,33.3,0.698,0,0,1.341,0.218,1.157,0.0,5.755,4.889,5.335,4.013,0.0,2.218,0,0.708,10.959,0.362,7.008,15.476,17.221,18.975,3.506,5.221,1,12.023,4.29,6.16,0,1.344
4.097,1.583,0,0,8.54,8.54,2.787,2.787,6.004,1.074,0.298,6,0,3,1.415,0.804,2.7,0.986,3.787,2.018,4.149,0.584,0,4.42,0,0,4.742,4.192,4.277,3.319,2.36,0,0,0,2,5.772,7.192,7.851,9.05,9.886,34.4,0.667,0,0,1.41,0.181,1.151,0.0,3.091,3.927,4.308,3.849,0.0,0.98,0,0.762,10.984,0.391,6.849,15.338,17.088,18.846,3.189,3.804,1,11.878,4.18,3.27,0,1.393
4.097,1.082,0,0,9.288,9.288,2.829,2.829,6.271,1.146,0.309,15,0,12,2.908,1.949,2.795,1.061,3.814,2.045,4.282,0.677,0,4.727,0,0,8.87,4.572,4.72,7.26,4.409,0,0,0,0,6.208,7.715,8.463,9.729,10.671,33.3,0.733,0,0,1.443,0.179,2.329,0.0,7.672,7.672,5.723,3.063,0.0,0.8,0,0.911,11.84,0.377,7.522,16.147,17.99,19.844,4.013,5.011,9,12.509,4.535,4.792,4,1.509
4.097,1.392,0,0,9.533,9.533,2.971,2.971,6.263,1.28,0.216,2,0,1,4.155,2.812,2.862,1.096,3.932,1.971,4.443,0.809,0,4.676,0,0,7.997,4.524,4.575,9.744,5.82,0,0,0,6,6.214,7.599,8.528,9.754,10.818,43.2,0.648,0,0,1.315,0.265,1.719,0.0,8.45,7.376,7.216,3.49,0.0,0.4,0,0.548,11.991,0.592,7.854,16.59,18.563,20.551,3.708,5.569,0,12.711,4.484,7.018,0,1.214
4.144,1.68,0,3,9.131,9.131,2.873,2.873,6.16,1.26,0.268,7,3,3,2.69,1.77,2.746,1.137,3.83,2.083,4.217,0.729,2,4.828,0,0,9.912,4.631,4.841,7.966,3.895,0,0,0,5,5.933,7.436,8.082,9.337,10.191,44.7,0.637,0,0,1.464,0.219,1.916,0.0,7.386,10.132,9.207,3.639,0.0,0.149,0,0.731,11.335,0.361,7.209,15.75,17.544,19.35,3.826,5.706,0,12.215,4.691,6.951,0,1.365
4.097,1.73,0,0,9.566,9.566,3.013,3.013,6.267,1.229,0.257,5,0,3,4.097,2.914,2.788,0.961,3.938,2.016,4.485,0.826,3,4.984,0,0,10.256,4.785,4.778,10.18,6.774,0,0,0,4,6.464,7.796,8.684,9.874,10.897,39.1,0.677,0,0,1.437,0.213,1.427,0.0,9.994,10.632,8.016,4.096,0.0,0.4,0,0.696,12.04,0.443,8.007,16.693,18.633,20.591,3.96,5.968,0,12.891,4.624,7.452,0,1.357
4.312,2.37,0,2,9.907,9.907,3.049,3.049,6.508,1.304,0.254,8,2,6,4.348,2.905,2.921,1.201,4.009,2.042,4.429,0.796,2,5.174,0,0,13.486,4.992,5.086,11.94,6.639,0,0,0,6,6.493,7.888,8.738,9.961,10.969,42.6,0.639,0,0,1.379,0.223,1.86,0.0,11.748,12.324,9.727,3.895,0.0,0.4,0,0.629,12.132,0.412,8.005,16.729,18.68,20.65,4.054,6.907,1,12.903,4.905,8.477,0,1.258
4.097,1.766,2,2,9.062,9.062,2.877,2.877,6.146,1.211,0.233,4,2,3,3.464,1.943,2.732,1.183,3.826,2.028,4.143,0.868,0,4.951,0,0,13.882,4.732,5.016,9.802,4.689,0,0,0,8,5.825,7.312,7.926,9.163,9.974,50.0,0.612,0,0,1.318,0.255,2.322,0.0,10.088,15.152,10.678,3.322,0.0,0.8,0,0.56,11.097,0.372,7.248,15.773,17.565,19.368,4.006,6.383,0,12.235,4.763,7.786,0,1.2
4.097,1.931,0,0,8.556,8.556,2.8,2.8,6.023,1.112,0.283,6,0,2,2.337,1.154,2.657,0.86,3.753,2.022,4.157,0.631,0,4.463,0,0,4.631,4.339,4.428,6.39,3.771,0,0,0,2,5.991,7.36,8.078,9.247,10.121,33.3,0.699,0,0,1.294,0.195,1.387,0.0,5.819,5.473,5.064,3.783,0.0,1.485,0,0.729,11.207,0.347,7.04,15.55,17.311,19.08,3.434,4.677,2,12.065,4.359,5.554,0,1.354
4.231,2.338,1,4,9.224,9.224,2.906,2.906,6.181,1.414,0.221,10,3,7,4.246,3.033,2.72,1.262,3.843,2.082,3.928,1.004,2,5.468,0,0,22.116,5.213,5.553,12.857,5.85,0,0,0,12,6.003,7.505,8.114,9.364,10.18,53.1,0.583,1,0,1.252,0.267,2.815,0.348,14.925,22.925,13.84,3.185,0.0,0.86,0,0.45,11.313,0.308,7.341,15.856,17.636,19.427,4.335,7.999,0,12.343,5.056,9.462,0,1.083
4.562,1.776,0,0,9.889,9.889,3.046,3.046,6.44,1.17,0.288,6,0,7,2.658,1.639,3.009,0.886,4.048,1.996,4.398,0.632,0,4.55,0,0,5.565,4.434,4.481,6.994,4.253,0,0,0,0,6.551,7.903,8.768,9.963,10.959,30.6,0.712,0,0,1.425,0.182,1.553,0.0,6.538,6.234,4.844,3.617,0.0,0.929,0,0.76,12.093,0.432,7.832,16.405,18.283,20.172,3.618,4.546,4,12.703,4.448,5.486,1,1.41
4.979,1.13,0,0,7.837,7.837,2.578,2.578,5.772,1.162,0.277,12,0,7,3.066,2.189,2.551,1.075,3.567,2.049,3.982,0.698,3,4.562,0,0,8.866,4.347,4.459,6.9,4.324,0,0,0,2,5.77,7.258,7.937,9.189,10.069,44.4,0.658,0,0,1.471,0.212,2.016,0.0,7.659,7.921,7.043,3.154,0.0,0.0,0,0.775,11.219,0.5,7.154,15.719,17.545,19.385,3.749,4.242,0,12.126,4.298,5.361,0,1.4
4.097,1.493,0,0,8.787,8.787,2.804,2.804,6.085,1.072,0.282,5,0,1,3.316,2.0,2.587,0.999,3.72,1.985,4.182,0.733,0,4.559,0,0,7.629,4.418,4.64,6.412,4.255,0,0,0,3,6.141,7.53,8.332,9.541,10.517,38.5,0.681,0,0,1.362,0.197,1.683,0.0,7.241,7.734,6.494,3.602,0.0,0.86,0,0.75,11.661,0.448,7.506,16.108,17.953,19.812,3.798,4.72,4,12.478,4.382,5.712,1,1.406
4.947,1.114,0,0,9.297,9.297,2.825,2.825,6.262,1.189,0.267,9,0,7,3.141,2.334,2.777,1.061,3.808,2.05,4.216,0.724,6,4.495,0,0,7.774,4.301,4.347,6.533,4.227,0,0,0,2,6.147,7.555,8.391,9.621,10.619,38.7,0.692,0,0,1.36,0.209,1.63,0.0,7.432,6.79,6.002,3.324,0.0,0.0,0,0.763,11.782,0.542,7.398,16.017,17.865,19.725,3.651,3.98,1,12.374,4.226,5.251,0,1.368
4.097,2.279,0,3,9.637,9.637,2.853,2.853,6.379,1.306,0.212,3,3,2,4.006,2.526,2.713,1.214,3.802,2.002,4.161,1.012,2,5.317,0,0,18.319,5.094,5.411,11.961,5.944,0,0,0,11,6.333,7.76,8.562,9.796,10.789,50.0,0.601,0,0,1.293,0.271,2.387,0.0,13.312,19.283,12.866,3.568,0.0,1.068,0,0.419,11.959,0.355,7.667,16.264,18.106,19.962,4.281,8.416,1,12.638,5.018,8.447,0,1.081
4.097,1.811,0,2,8.511,8.511,2.831,2.831,6.016,1.233,0.288,6,2,5,2.421,1.541,2.74,1.094,3.799,2.024,4.216,0.66,2,4.803,0,0,8.043,4.624,4.731,6.871,3.792,0,0,0,3,6.186,7.609,8.317,9.533,10.419,35.7,0.672,0,0,1.413,0.192,1.444,0.0,6.837,7.748,6.07,3.949,0.0,1.392,0,0.741,11.546,0.353,7.372,15.909,17.698,19.498,3.683,5.173,1,12.375,4.559,5.812,0,1.389
4.097,1.535,0,0,9.468,9.468,2.839,2.839,6.343,1.284,0.218,6,0,4,3.966,2.809,2.692,1.14,3.787,2.034,4.083,0.945,3,5.0,0,0,14.478,4.769,4.877,8.754,5.5,0,0,0,6,6.05,7.424,8.186,9.374,10.3,46.5,0.637,0,0,1.214,0.258,1.844,0.0,11.917,12.492,8.668,3.582,0.0,0.906,0,0.457,11.414,0.464,7.522,16.152,18.005,19.871,4.039,5.944,3,12.502,4.618,7.019,0,1.12
4.097,1.512,0,0,9.221,9.221,2.916,2.916,6.181,1.089,0.253,11,0,6,5.136,3.603,2.716,1.039,3.844,2.01,4.291,0.753,0,4.383,0,0,5.887,4.244,4.197,8.102,6.894,0,0,0,1,5.984,7.344,8.149,9.333,10.289,33.3,0.742,0,0,1.405,0.226,1.505,0.0,8.053,5.353,4.995,3.54,0.0,0.0,0,0.773,11.407,0.518,7.687,16.281,18.196,20.127,3.643,4.976,0,12.517,4.269,5.944,0,1.386
4.097,1.609,0,0,9.676,9.676,2.969,2.969,6.396,1.251,0.261,9,0,6,5.193,3.475,2.858,1.086,3.937,2.019,4.323,0.932,0,5.159,0,0,15.354,5.003,5.323,12.402,7.167,0,0,0,5,6.523,7.93,8.752,9.974,10.955,44.1,0.652,0,0,1.414,0.218,2.321,0.0,14.009,18.683,11.376,3.561,0.0,0.8,0,0.742,12.107,0.374,8.084,16.709,18.619,20.544,4.342,7.203,1,12.95,4.908,9.579,0,1.356
4.301,1.52,0,1,11.058,11.058,3.167,3.167,6.775,1.307,0.259,15,1,12,4.574,3.418,3.01,1.233,4.131,2.119,4.619,0.794,5,4.906,0,0,12.029,4.755,4.97,11.338,6.613,0,0,0,3,6.49,7.879,8.736,9.962,10.973,40.4,0.675,0,0,1.456,0.217,1.802,0.0,11.732,12.526,9.201,3.752,0.0,0.0,0,0.786,12.138,0.418,7.976,16.596,18.507,20.43,4.115,6.063,0,12.833,4.7,8.658,0,1.375
