pXC50,nBM,nCsp2,nN,nBT,nAB,Se,nAT,Si,SCBO,O.,nBO,MW,nC,N.,nH,Sp,nHet,Sv,nSK,nDB,C.,nCsp3,nCL,Mi,nO,RBN
4.903,21,15,5,34,21,31.16,31,34.737,33.5,0.0,23,261.31,15,16.1,11,22.313,5,21.687,20,0,48.4,0,0,1.121,0,2
7.301,21,16,4,35,21,32.4,32,35.337,35.5,0.0,25,418.1,16,12.5,10,25.773,6,24.243,22,0,50.0,0,0,1.104,0,2
6.77,22,17,4,44,21,42.011,41,45.791,41.5,4.9,30,401.27,19,9.8,14,30.216,8,29.331,27,1,46.3,2,2,1.117,2,3
6.444,22,17,4,54,21,51.989,51,57.246,45.5,5.9,34,459.36,22,7.8,20,35.955,9,34.626,31,1,43.1,5,2,1.122,3,6
6.62,21,16,4,38,21,35.149,35,39.013,35.5,0.0,25,308.79,17,11.4,13,25.688,5,24.547,22,0,48.6,1,1,1.115,0,2
4.301,21,16,4,35,21,32.171,32,35.496,34.5,0.0,24,339.21,16,12.5,11,24.421,5,23.218,21,0,50.0,0,0,1.109,0,2
4.903,21,16,4,38,21,34.825,35,39.069,34.5,0.0,24,274.35,17,11.4,14,24.83,4,23.72,21,0,48.6,1,0,1.116,0,3
5.499,15,10,4,32,15,28.942,29,32.654,27.5,0.0,20,224.29,13,13.8,12,20.068,4,19.193,17,0,44.8,3,0,1.126,0,2
7.796,21,16,4,41,21,37.709,38,42.484,35.5,0.0,25,288.38,18,10.5,16,26.591,4,25.246,22,0,47.4,2,0,1.118,0,2
5.721,12,11,5,78,6,77.567,76,86.743,51.0,11.8,42,581.63,25,6.6,36,47.983,15,45.893,40,6,32.9,14,0,1.141,9,11
5.745,12,11,5,81,6,80.451,79,90.158,52.0,11.4,43,595.66,26,6.3,38,49.745,15,47.419,41,6,32.9,15,0,1.141,9,12
5.553,19,18,5,88,12,86.222,84,95.162,65.0,13.1,52,685.69,31,6.0,36,54.892,17,53.322,48,7,36.9,13,0,1.133,11,10
8.523,22,18,5,57,21,54.32,54,60.741,45.5,1.9,34,456.41,23,9.3,23,37.813,8,35.745,31,1,42.6,5,2,1.125,1,5
5.432,21,16,3,34,21,31.396,31,34.207,34.5,3.2,24,340.19,16,9.7,10,23.87,5,22.911,21,0,51.6,0,0,1.103,1,2
8.0,22,17,4,48,21,45.898,45,50.472,42.5,6.7,31,396.86,20,8.9,17,31.574,8,30.745,28,1,44.4,3,1,1.122,3,5
5.772,21,16,4,47,21,43.476,44,49.315,37.5,0.0,27,316.44,20,9.1,20,30.114,4,28.3,24,0,45.5,4,0,1.121,0,4
6.623,21,16,4,59,21,56.432,56,63.133,44.5,5.4,34,440.97,23,7.1,25,37.62,8,35.852,31,0,41.1,7,1,1.127,3,6
8.886,18,15,5,68,17,65.625,65,73.405,49.5,4.6,39,530.5,26,7.7,29,44.006,10,41.755,36,0,40.0,10,2,1.129,3,9
5.876,21,16,4,35,21,32.454,32,35.994,34.5,0.0,24,278.31,16,12.5,11,23.006,5,22.576,21,0,50.0,0,0,1.125,0,2
7.638,21,16,4,45,21,42.567,42,46.997,39.5,2.4,29,387.29,19,9.5,16,30.523,7,29.143,26,0,45.2,3,2,1.119,1,2
6.77,21,16,4,35,21,32.171,32,35.496,34.5,0.0,24,339.21,16,12.5,11,24.421,5,23.218,21,0,50.0,0,0,1.109,0,2
5.647,12,12,0,26,12,26.444,25,27.191,26.0,8.0,20,356.05,12,0.0,6,21.795,7,20.561,19,0,48.0,0,4,1.088,2,2
5.699,19,18,5,88,12,86.222,84,95.162,65.0,13.1,52,685.69,31,6.0,36,54.892,17,53.322,48,7,36.9,13,0,1.133,11,10
6.177,22,17,5,56,21,53.767,53,59.801,45.5,5.7,34,439.94,22,9.4,22,36.103,9,34.82,31,1,41.5,5,1,1.128,3,6
5.721,23,21,5,87,17,84.567,83,93.743,65.5,10.8,51,665.7,32,6.0,36,54.983,15,52.893,47,6,38.6,11,0,1.129,9,10
6.222,16,14,5,83,11,79.243,79,89.517,54.5,6.3,44,569.8,29,6.3,39,50.892,11,47.824,40,5,36.7,15,0,1.133,5,11
7.523,21,16,4,41,21,38.033,38,42.428,36.5,0.0,26,322.82,18,10.5,15,27.449,5,26.074,23,0,47.4,2,1,1.117,0,2
8.367,22,17,5,50,21,48.0,47,52.97,43.5,6.4,32,411.88,20,10.6,18,32.58,9,31.767,29,1,42.6,3,1,1.127,3,5
7.0,16,14,5,77,11,73.476,73,82.687,52.5,6.8,42,541.74,27,6.8,35,47.37,11,44.77,38,5,37.0,13,0,1.133,5,9
6.398,18,17,5,80,12,79.007,77,87.272,59.0,11.7,47,650.08,28,6.5,33,51.08,16,49.193,44,6,36.4,11,1,1.133,9,10
8.699,21,16,4,46,21,43.571,43,48.262,39.5,4.7,29,368.85,19,9.3,17,30.12,7,29.03,26,0,44.2,3,1,1.122,2,4
6.155,15,13,5,74,11,69.821,70,79.268,48.5,4.3,39,497.73,26,7.1,35,45.461,9,42.34,35,4,37.1,13,0,1.132,3,7
4.569,11,10,3,51,6,53.062,51,58.255,37.0,17.6,29,431.38,16,5.9,22,32.403,13,31.689,29,5,31.4,6,0,1.142,9,11
8.046,21,16,4,35,21,32.589,32,35.542,35.5,0.0,25,329.2,16,12.5,10,24.784,6,23.848,22,0,50.0,0,2,1.111,0,2
5.572,15,10,4,33,15,30.825,31,35.069,26.5,0.0,19,226.31,13,12.9,14,20.83,4,19.72,17,0,41.9,3,0,1.131,0,3
6.357,22,17,6,65,21,61.632,61,68.864,50.5,3.3,39,513.47,25,9.8,26,42.034,10,40.008,35,1,41.0,8,2,1.129,2,4
6.086,21,15,5,34,21,31.16,31,34.737,33.5,0.0,23,261.31,15,16.1,11,22.313,5,21.687,20,0,48.4,0,0,1.121,0,2
4.903,21,16,4,38,21,35.149,35,39.013,35.5,0.0,25,308.79,17,11.4,13,25.688,5,24.547,22,0,48.6,1,1,1.115,0,2
7.509,23,18,8,93,22,87.374,88,99.879,61.0,2.3,49,596.86,34,9.1,44,56.66,10,53.083,44,1,38.6,16,0,1.135,2,8
4.77,13,12,4,70,6,72.68,70,80.043,49.0,17.1,39,574.54,22,5.7,31,43.818,17,42.962,39,7,31.4,10,0,1.143,12,16
7.553,23,18,8,87,22,81.607,82,93.048,59.0,2.4,47,568.8,32,9.8,40,53.137,10,50.03,42,1,39.0,14,0,1.135,2,8
5.796,13,12,6,88,6,87.763,86,98.281,57.0,11.6,47,652.72,28,7.0,41,53.966,17,51.682,45,7,32.6,16,0,1.143,10,12
6.959,21,16,5,65,21,61.414,61,68.781,48.5,3.3,38,500.47,25,8.2,27,41.79,9,39.513,34,0,41.0,9,2,1.128,2,6
5.699,21,16,4,45,21,42.567,42,46.997,39.5,2.4,29,387.29,19,9.5,16,30.523,7,29.143,26,0,45.2,3,2,1.119,1,2
6.921,22,18,4,55,22,51.014,51,57.149,44.0,3.9,33,386.49,23,7.8,22,34.784,6,33.256,29,0,45.1,5,0,1.121,2,4
5.126,19,18,5,88,12,86.222,84,95.162,65.0,13.1,52,685.69,31,6.0,36,54.892,17,53.322,48,7,36.9,13,0,1.133,11,10
6.155,15,13,4,70,11,66.163,66,74.564,47.5,6.1,38,484.68,25,6.1,32,43.148,9,40.507,34,4,37.9,12,0,1.13,4,7
4.658,9,9,2,23,6,23.836,23,25.87,22.0,13.0,15,204.2,10,8.7,8,15.659,5,15.768,15,2,43.5,0,0,1.125,3,2
4.701,22,19,4,69,22,64.618,65,73.355,49.0,1.5,38,458.63,28,6.2,31,43.074,6,40.559,34,0,43.1,9,0,1.129,1,8
5.15,11,7,4,51,10,49.051,49,55.404,33.0,4.1,27,380.59,17,8.2,24,32.841,8,30.157,25,1,34.7,10,0,1.131,2,6
7.337,22,18,5,51,22,47.349,47,52.817,43.0,4.3,32,373.45,21,10.6,19,32.267,7,31.224,28,0,44.7,3,0,1.124,2,4
5.8,17,15,2,34,16,31.178,31,34.124,32.0,3.2,23,327.19,16,6.5,11,23.625,4,22.417,20,1,51.6,1,0,1.101,1,0
5.0,18,17,5,81,12,80.011,78,88.537,59.0,12.8,47,631.64,28,6.4,34,50.676,16,49.081,44,6,35.9,11,0,1.135,10,10
6.62,22,18,5,53,22,48.905,49,55.023,43.0,2.0,32,371.48,22,10.2,21,33.574,6,32.036,28,0,44.9,4,0,1.123,1,4
6.886,22,18,4,47,22,44.247,44,49.318,40.0,4.5,29,346.42,20,9.1,18,30.262,6,29.203,26,0,45.5,2,0,1.121,2,5
7.032,23,18,8,81,22,75.839,76,86.218,57.0,2.6,45,540.74,30,10.5,36,49.614,10,46.976,40,1,39.5,12,0,1.134,2,6
4.903,21,16,4,35,21,32.171,32,35.496,34.5,0.0,24,339.21,16,12.5,11,24.421,5,23.218,21,0,50.0,0,0,1.109,0,2
5.258,21,16,4,39,21,36.153,36,40.279,35.5,2.8,25,290.35,17,11.1,14,25.284,5,24.434,22,0,47.2,1,0,1.119,1,3
5.523,29,28,4,88,23,86.491,85,95.521,69.5,10.6,52,668.76,36,4.7,36,56.296,13,54.948,49,6,42.4,8,0,1.124,9,16
7.161,21,16,4,56,21,53.549,53,59.717,43.5,5.7,33,426.94,22,7.5,23,35.858,8,34.326,30,0,41.5,6,1,1.127,3,7
5.523,29,28,4,88,23,86.491,85,95.521,69.5,10.6,52,668.76,36,4.7,36,56.296,13,54.948,49,6,42.4,8,0,1.124,9,16
4.886,24,24,4,84,18,83.491,82,92.521,63.0,11.0,48,632.73,33,4.9,36,53.296,13,51.948,46,6,40.2,9,0,1.128,9,17
5.699,28,27,3,88,23,86.272,85,95.438,67.5,10.6,51,655.76,36,3.5,37,56.051,12,54.453,48,5,42.4,9,0,1.123,9,16
5.959,23,21,5,84,17,81.683,80,90.328,64.5,11.3,50,651.67,31,6.3,34,53.222,15,51.366,46,6,38.8,10,0,1.129,9,9
6.051,21,16,4,35,21,31.942,32,35.654,33.5,0.0,23,260.32,16,12.5,12,23.068,4,22.193,20,0,50.0,0,0,1.114,0,2
6.155,15,13,3,74,11,69.829,70,78.896,48.5,5.7,39,497.72,27,4.3,35,45.665,8,42.539,35,4,38.6,14,0,1.127,4,7
8.131,21,16,4,49,21,46.454,46,51.678,40.5,4.3,30,382.88,20,8.7,19,31.881,7,30.557,27,0,43.5,4,1,1.123,2,4
4.602,18,16,3,70,12,70.698,69,78.112,51.0,13.0,39,549.66,25,4.3,31,44.415,13,43.06,38,6,36.2,9,0,1.132,9,14
4.903,23,16,5,37,21,34.814,34,38.156,38.5,5.9,26,305.32,16,14.7,11,24.222,7,24.117,23,2,47.1,0,0,1.122,2,3
5.855,16,15,5,101,6,104.603,101,115.494,68.0,16.8,55,803.8,32,5.0,46,62.426,23,61.245,55,10,31.7,17,0,1.144,17,25
7.523,19,18,5,88,12,86.222,84,95.162,65.0,13.1,52,685.69,31,6.0,36,54.892,17,53.322,48,7,36.9,13,0,1.133,11,10
5.0,29,25,5,74,26,67.767,68,75.893,61.0,2.9,45,515.66,32,7.4,29,47.074,7,44.858,39,3,47.1,7,0,1.116,2,5
5.358,21,16,4,41,21,38.033,38,42.428,36.5,0.0,26,322.82,18,10.5,15,27.449,5,26.074,23,0,47.4,2,1,1.117,0,4
6.398,16,14,4,78,11,74.258,74,83.603,52.5,6.8,42,540.75,28,5.4,36,48.125,10,45.275,38,5,37.8,14,0,1.13,5,9
4.398,17,13,4,65,16,63.356,63,71.068,44.0,6.3,35,490.71,23,6.3,30,42.034,10,39.167,33,1,36.5,10,0,1.128,4,12
4.187,18,18,3,68,12,68.738,67,75.777,51.0,13.4,39,527.58,26,4.5,29,43.006,12,42.346,38,6,38.8,8,0,1.131,9,14
7.097,15,13,4,64,11,60.396,60,67.733,45.5,6.7,36,456.62,23,6.7,28,39.625,9,37.453,32,4,38.3,10,0,1.129,4,5
5.745,12,11,5,81,6,80.451,79,90.158,52.0,11.4,43,595.66,26,6.3,38,49.745,15,47.419,41,6,32.9,15,0,1.141,9,10
4.903,27,22,4,46,27,41.938,42,46.326,44.5,0.0,31,415.31,22,9.5,15,31.944,5,30.272,27,0,52.4,0,0,1.103,0,3
7.155,18,15,4,57,16,54.858,55,61.899,41.0,3.6,31,410.59,22,7.3,26,36.955,7,34.497,29,2,40.0,7,0,1.125,2,4
4.903,18,15,3,56,16,54.312,54,60.452,42.0,5.6,32,490.46,22,5.6,24,37.756,8,35.216,30,2,40.7,7,0,1.119,3,5
6.509,18,15,3,57,16,55.411,55,61.82,42.0,7.3,32,427.57,22,5.5,25,36.858,8,34.905,30,2,40.0,7,0,1.124,4,6
7.046,18,15,4,47,16,44.647,44,49.182,40.0,4.5,30,400.92,19,9.1,17,31.767,8,30.217,27,2,43.2,4,1,1.118,2,4
7.409,23,19,4,50,21,47.974,47,52.392,45.5,6.4,33,440.94,21,8.5,17,34.222,9,32.932,30,2,44.7,2,1,1.115,3,5
6.092,22,17,4,37,21,34.916,34,37.751,38.5,2.9,27,357.21,17,11.8,10,26.239,7,25.563,24,1,50.0,0,2,1.11,1,2
4.903,15,10,4,42,15,39.476,40,45.315,29.5,0.0,22,268.4,16,10.0,20,26.114,4,24.3,20,0,40.0,6,0,1.133,0,6
7.77,22,18,4,58,22,53.898,54,60.564,45.0,3.7,34,400.52,24,7.4,24,36.546,6,34.783,30,0,44.4,6,0,1.122,2,5
7.854,22,18,4,52,22,48.687,49,54.939,41.0,2.0,30,358.48,22,8.2,22,33.33,5,31.542,27,0,44.9,4,0,1.121,1,4
8.699,22,18,5,51,21,48.553,48,53.911,43.5,2.1,32,428.35,21,10.4,19,34.29,8,32.691,29,1,43.8,3,2,1.123,1,4
7.046,18,15,3,53,16,51.2,51,57.195,40.0,5.9,30,397.54,21,5.9,23,34.642,7,32.664,28,2,41.2,6,0,1.121,3,5
6.523,18,15,4,53,16,50.091,50,56.069,41.0,4.0,31,394.54,21,8.0,22,34.432,7,32.444,28,2,42.0,6,0,1.121,2,4
5.7,26,19,4,52,24,46.92,47,52.109,49.0,2.1,34,378.46,24,8.5,18,33.807,5,32.488,29,1,51.1,4,0,1.109,1,2
7.77,22,18,4,53,22,50.014,50,56.149,42.0,4.0,31,374.48,22,8.0,22,33.784,6,32.256,28,0,44.0,4,0,1.123,2,4
4.903,21,16,3,39,21,35.607,36,39.986,34.5,0.0,24,273.36,18,8.3,15,25.586,3,24.225,21,0,50.0,2,0,1.111,0,1
5.0,23,20,5,71,23,67.418,67,76.323,52.5,0.0,41,505.64,29,7.5,30,44.501,8,42.632,37,0,43.3,9,0,1.139,0,6
6.824,22,18,5,51,22,47.905,48,54.023,41.0,2.1,30,359.47,21,10.4,21,32.574,6,31.036,27,0,43.8,3,0,1.125,1,4
6.155,18,15,3,52,16,49.872,50,55.986,39.0,4.0,29,381.54,21,6.0,23,34.188,6,31.949,27,2,42.0,6,0,1.12,2,4
4.638,17,14,3,41,16,39.145,39,43.82,33.0,5.1,24,295.37,17,7.7,17,26.256,5,25.181,22,1,43.6,3,0,1.124,2,2
4.903,18,15,3,56,16,54.083,54,60.61,41.0,5.6,31,411.57,22,5.6,25,36.404,7,34.191,29,2,40.7,7,0,1.122,3,5
6.538,18,15,3,56,16,54.083,54,60.61,41.0,5.6,31,411.57,22,5.6,25,36.404,7,34.191,29,2,40.7,7,0,1.122,3,5
5.745,18,15,3,49,16,46.989,47,52.571,38.0,4.3,28,367.51,20,6.4,21,32.426,6,30.422,26,2,42.6,5,0,1.119,2,4
7.42,24,18,5,51,22,48.676,48,54.026,45.0,6.3,32,389.45,21,10.4,19,32.722,8,31.939,29,2,43.8,3,0,1.126,3,5
7.959,18,15,3,51,16,47.989,48,53.571,40.0,4.2,30,379.52,21,6.3,21,33.426,6,31.422,27,2,43.8,6,0,1.116,2,4
7.721,24,21,4,59,22,56.298,56,62.428,49.0,3.6,36,479.04,25,7.1,23,40.051,8,37.798,33,2,44.6,4,1,1.115,2,6
5.505,24,19,6,48,22,46.084,45,50.349,46.0,4.4,33,438.93,20,13.3,15,33.256,10,32.207,30,2,44.4,1,1,1.119,2,4
6.248,24,21,3,54,22,51.313,51,56.515,47.0,3.9,34,449.99,24,5.9,20,37.284,7,35.25,31,2,47.1,3,1,1.108,2,5
4.903,19,16,3,53,16,51.971,51,57.199,43.0,9.8,32,427.52,21,5.9,21,34.79,9,33.567,30,3,41.2,5,0,1.122,5,6
7.523,18,15,5,53,16,51.516,51,57.511,41.0,3.9,31,431.99,20,9.8,22,35.296,9,33.292,29,2,39.2,5,1,1.128,2,6
8.097,23,20,3,42,23,38.934,39,43.196,38.5,2.6,27,313.38,20,7.7,15,28.04,4,26.94,24,0,51.3,0,0,1.108,1,4
6.481,18,15,4,57,16,54.858,55,61.899,41.0,3.6,31,410.59,22,7.3,26,36.955,7,34.497,29,2,40.0,7,0,1.125,2,6
4.699,23,19,6,70,23,66.636,66,75.407,52.5,0.0,41,506.63,28,9.1,29,43.745,9,42.127,37,0,42.4,9,0,1.143,0,6
5.762,24,21,4,59,22,55.974,56,62.484,48.0,3.6,35,444.6,25,7.1,24,39.193,7,36.97,32,2,44.6,4,0,1.116,2,5
5.697,24,20,5,49,22,46.865,46,51.266,46.0,4.3,33,437.94,21,10.9,16,34.012,9,32.712,30,2,45.7,1,1,1.114,2,4
7.699,23,19,4,57,22,53.342,53,59.358,47.0,5.7,35,414.5,24,7.5,22,36.239,7,34.971,31,1,45.3,5,0,1.12,3,5
6.658,16,12,4,40,16,37.916,38,42.844,31.0,0.0,23,300.82,16,10.5,17,26.211,5,24.601,21,0,42.1,4,1,1.127,0,2
6.712,16,11,5,42,16,39.694,40,45.398,31.0,0.0,23,281.4,16,12.5,19,26.358,5,24.795,21,0,40.0,5,0,1.135,0,2
5.398,12,10,3,37,11,35.894,36,40.531,26.5,2.8,20,275.41,14,8.3,17,24.449,5,22.654,19,1,38.9,4,0,1.126,1,2
7.959,22,18,4,49,22,45.803,46,51.524,40.0,2.2,29,344.45,21,8.7,20,31.569,5,30.015,26,0,45.7,3,0,1.12,1,4
5.252,18,15,3,59,16,56.967,57,64.026,42.0,5.3,32,425.6,23,5.3,27,38.165,7,35.717,30,2,40.4,8,0,1.123,3,5
8.155,18,15,5,61,16,58.283,58,65.342,45.0,3.4,35,472.06,23,8.6,26,39.818,9,37.346,32,2,39.7,8,1,1.127,2,6
6.699,18,15,3,53,16,51.429,51,57.037,41.0,5.9,31,476.43,21,5.9,22,35.995,8,33.689,29,2,41.2,6,0,1.118,3,5
8.155,18,15,4,56,16,53.298,53,59.428,43.0,3.8,33,443.01,22,7.5,23,37.051,8,34.798,30,2,41.5,7,1,1.121,2,6
5.77,15,16,0,35,12,34.487,33,36.058,35.0,12.1,26,428.06,17,0.0,9,26.455,7,25.7,24,3,51.5,1,2,1.093,4,2
5.301,15,16,0,35,12,34.258,33,36.217,34.0,12.1,25,349.17,17,0.0,10,25.102,6,24.675,23,3,51.5,1,2,1.097,4,2
5.921,29,30,3,91,23,87.174,87,97.225,69.5,6.9,52,645.81,39,3.4,39,58.449,9,55.835,48,6,44.8,9,0,1.118,6,12
5.301,17,16,1,33,12,32.731,31,33.889,37.0,16.1,26,453.04,16,3.2,7,25.028,8,24.753,24,5,51.6,0,0,1.093,5,2
5.523,9,8,2,21,6,21.953,21,23.455,23.0,14.3,15,202.18,10,9.5,6,14.898,5,15.241,15,1,47.6,0,0,1.117,3,1
8.06,21,16,4,42,21,39.36,39,43.638,37.5,2.6,27,338.82,18,10.3,15,27.904,6,26.789,24,0,46.2,2,1,1.119,1,3
6.056,15,16,0,39,12,38.051,37,40.795,35.0,13.5,26,389.21,18,0.0,13,26.955,6,26.287,24,3,48.6,2,0,1.103,5,3
4.638,29,30,3,82,23,78.523,78,86.979,66.5,7.7,49,603.72,36,3.8,33,53.165,9,51.255,45,6,46.2,6,0,1.115,6,12
6.149,14,15,1,34,12,32.516,32,35.092,31.0,6.3,23,409.08,16,3.1,11,25.188,5,23.662,21,2,50.0,1,0,1.097,2,1
5.509,22,17,5,49,21,46.098,46,51.527,41.5,2.2,30,377.51,20,10.9,19,32.461,7,30.697,27,1,43.5,3,0,1.12,1,4
9.174,23,19,5,54,22,51.633,51,57.096,46.0,3.9,34,453.99,22,9.8,20,36.534,9,34.766,31,1,43.1,3,1,1.12,2,7
8.301,23,18,5,50,22,47.422,47,52.471,44.0,2.1,32,423.96,21,10.6,18,34.318,8,32.524,29,1,44.7,3,1,1.116,1,5
8.699,23,19,5,47,22,44.538,44,49.056,43.0,2.3,31,409.93,20,11.4,16,32.557,8,30.997,28,1,45.5,1,1,1.115,1,4
7.959,22,17,5,45,21,42.462,42,47.136,40.5,2.4,29,365.85,19,11.9,16,29.909,7,28.81,26,1,45.2,2,1,1.122,1,3
7.585,22,17,4,44,21,41.687,41,45.847,40.5,4.9,29,366.83,19,9.8,15,29.358,7,28.504,26,1,46.3,2,1,1.118,2,4
8.027,21,16,4,43,21,40.302,40,44.845,37.5,2.5,27,339.83,18,10.0,16,28.284,6,27.052,24,0,45.0,2,1,1.121,1,3
8.046,23,19,4,48,22,45.32,45,49.973,43.0,2.2,31,408.94,21,8.9,17,33.313,7,31.503,28,1,46.7,2,1,1.111,1,4
5.799,22,17,5,43,21,40.654,40,44.641,40.5,2.5,29,383.89,18,12.5,14,29.796,8,28.47,26,1,45.0,1,1,1.116,1,4
8.398,21,16,5,52,21,48.229,48,53.967,42.5,2.1,32,393.91,21,10.4,20,33.432,7,31.864,28,0,43.8,5,1,1.124,1,3
7.824,23,18,5,44,22,41.654,41,45.641,42.0,2.4,30,395.9,19,12.2,14,30.796,8,29.47,27,1,46.3,1,1,1.113,1,4
6.395,23,18,5,50,22,47.098,47,52.527,43.0,2.1,31,389.52,21,10.6,19,33.461,7,31.697,28,1,44.7,3,0,1.118,1,4
7.432,27,20,9,89,26,82.825,83,94.132,64.0,2.4,50,593.81,33,10.8,39,54.381,11,51.524,44,1,39.8,13,0,1.134,2,6
8.208,21,16,4,50,21,47.782,47,52.887,41.5,6.4,31,398.88,20,8.5,19,32.335,8,31.272,28,0,42.6,4,1,1.125,3,5
6.86,23,19,4,51,22,47.88,48,53.444,43.0,2.1,31,388.53,22,8.3,20,34.216,6,32.202,28,1,45.8,3,0,1.113,1,4
8.301,21,16,5,46,21,43.018,43,48.342,38.5,0.0,28,351.87,19,11.6,18,30.216,6,28.622,25,0,44.2,3,1,1.124,0,3
6.745,23,19,4,54,22,50.763,51,56.859,44.0,2.0,32,402.56,23,7.8,22,35.978,6,33.729,29,1,45.1,4,0,1.115,1,4
6.553,21,16,4,42,21,39.36,39,43.638,37.5,2.6,27,338.82,18,10.3,15,27.904,6,26.789,24,0,46.2,2,1,1.119,1,3
7.387,19,18,5,46,16,43.538,43,48.056,41.0,2.3,30,397.92,19,11.6,16,31.557,8,29.997,27,3,44.2,1,1,1.118,1,4
9.0,23,19,5,62,22,58.4,58,64.926,50.0,3.4,38,494.06,25,8.6,24,41.057,9,38.819,34,1,43.1,6,1,1.119,2,6
8.155,23,18,6,55,22,52.407,52,58.385,46.0,1.9,34,453.01,22,11.5,21,37.085,9,35.072,31,1,42.3,4,1,1.123,1,6
5.499,15,10,3,39,15,35.491,36,40.401,29.5,0.0,22,251.36,16,8.3,17,24.347,3,22.752,19,0,44.4,6,0,1.122,0,1
6.086,21,15,4,32,21,29.058,29,32.239,32.5,0.0,22,246.29,15,13.8,10,21.307,4,20.666,19,0,51.7,0,0,1.112,0,1
5.509,17,14,3,52,16,48.545,49,54.776,38.0,2.0,29,365.54,21,6.1,23,33.733,5,31.234,26,1,42.9,7,0,1.118,1,5
5.759,23,20,3,52,22,48.662,49,54.361,43.0,2.0,31,387.54,23,6.1,21,34.972,5,32.707,28,1,46.9,3,0,1.109,1,4
7.699,23,18,5,44,22,41.978,41,45.585,43.0,2.4,31,430.34,19,12.2,13,31.654,9,30.298,28,1,46.3,1,2,1.112,1,4
5.6,23,20,3,41,23,38.632,38,42.666,39.5,0.0,28,333.36,20,7.9,13,27.461,5,26.992,25,0,52.6,0,0,1.123,0,3
7.585,21,16,4,38,21,35.662,35,39.353,36.5,0.0,26,326.78,17,11.4,12,25.625,6,24.93,23,0,48.6,1,1,1.124,0,2
4.071,14,14,1,32,12,32.156,31,34.621,29.0,16.1,21,273.26,14,3.2,11,21.085,6,21.229,20,2,45.2,0,0,1.117,5,3
8.155,21,16,5,40,21,37.251,37,41.512,36.5,0.0,26,323.81,17,13.5,14,26.693,6,25.569,23,0,45.9,1,1,1.122,0,2
5.54,14,15,0,38,12,37.378,37,41.159,30.0,10.8,22,284.33,17,0.0,16,24.909,4,24.074,21,2,45.9,2,0,1.112,4,6
5.0,19,19,3,58,18,55.025,54,60.839,47.0,1.9,37,488.39,25,5.6,21,38.438,8,36.995,33,1,46.3,6,2,1.127,1,3
5.0,13,13,1,34,12,34.04,33,37.037,28.0,15.2,21,275.28,14,3.0,13,21.847,6,21.756,20,1,42.4,1,0,1.122,5,4
6.374,19,17,5,62,17,60.047,59,66.971,47.5,5.1,37,485.99,24,8.5,25,39.563,10,38.257,34,2,40.7,7,1,1.135,3,9
8.398,21,16,4,42,21,38.804,38,42.432,39.5,5.3,29,352.8,18,10.5,13,27.597,7,26.977,25,0,47.4,2,1,1.117,2,2
8.398,21,16,5,52,21,48.229,48,53.967,42.5,2.1,32,393.91,21,10.4,20,33.432,7,31.864,28,0,43.8,5,1,1.124,1,3
7.585,22,17,4,44,21,41.687,41,45.847,40.5,4.9,29,366.83,19,9.8,15,29.358,7,28.504,26,1,46.3,2,1,1.118,2,4
8.301,21,16,6,55,21,52.727,52,59.22,43.5,1.9,33,428.94,21,11.5,22,35.137,9,33.795,30,0,40.4,5,1,1.139,1,7
7.824,21,16,4,38,21,35.378,35,38.855,36.5,0.0,26,387.68,17,11.4,12,27.04,6,25.572,23,0,48.6,1,1,1.11,0,2
5.481,18,15,6,60,18,57.429,57,64.77,43.0,5.3,34,422.54,22,10.5,26,37.012,9,35.541,31,0,38.6,7,0,1.136,3,7
8.268,21,16,6,64,21,60.309,60,67.92,47.5,3.3,37,467.02,24,10.0,27,40.176,9,38.18,33,0,40.0,8,1,1.132,2,7
7.886,21,16,6,59,21,54.771,55,62.086,44.5,0.0,34,420.99,23,10.9,25,37.506,7,35.224,30,0,41.8,7,1,1.129,0,3
7.745,21,16,6,63,21,58.981,59,66.71,46.5,1.7,36,451.02,24,10.2,27,39.722,8,37.465,32,0,40.7,8,1,1.131,1,4
7.585,21,16,4,38,21,35.662,35,39.353,36.5,0.0,26,326.78,17,11.4,12,25.625,6,24.93,23,0,48.6,1,1,1.124,0,2
7.0,23,16,5,43,21,40.582,40,44.986,40.5,5.0,28,333.38,18,12.5,15,27.745,7,27.171,25,2,45.0,2,0,1.125,2,3
6.137,18,15,4,43,16,41.335,40,44.735,40.0,5.0,30,423.7,18,10.0,13,30.074,9,29.159,27,2,45.0,3,3,1.118,2,2
6.523,22,17,5,57,22,53.116,53,59.647,45.0,3.8,34,401.51,23,9.4,23,35.79,7,34.278,30,0,43.4,6,0,1.125,2,6
4.398,18,15,4,55,16,51.898,52,58.564,41.0,3.8,31,376.5,22,7.7,24,34.546,6,32.783,28,2,42.3,7,0,1.126,2,4
4.44,15,16,0,43,12,43.687,42,46.997,36.0,19.0,27,360.34,18,0.0,16,27.727,8,27.933,26,3,42.9,2,0,1.119,8,7
5.018,18,15,3,44,16,41.793,41,45.708,39.0,4.9,29,388.27,19,7.3,15,29.972,7,28.836,26,2,46.3,4,2,1.115,2,2
6.42,17,14,4,38,16,35.8,35,39.167,35.0,2.9,26,347.22,16,11.4,12,26.0,7,25.089,23,1,45.7,2,2,1.119,1,2
