pXC50,Eta_beta,CATS2D_08_DD,P_VSA_e_3,Eig07_AEA.bo.,Eta_FL,D.Dtr09,TPSA.Tot.,Eta_betaP,DECC,P_VSA_m_2,CATS2D_08_DP,Eig07_EA.bo.,Ui,SpMax3_Bh.p.,X0sol,SpMax3_Bh.v.,Eig08_AEA.bo.,Eig09_EA.ed.,SM04_AEA.ri.,Eta_F,SpMax2_Bh.i.,Eig07_EA,SM15_AEA.bo.,CATS2D_06_DL,Vindex,UNIP,H.050,nHDon,Eig09_AEA.dm.,SssNH,SMTIV,SMTI,Eig09_AEA.ri.,Eig09_EA.ri.,Xindex,Eig09_EA,SM03_AEA.dm.,ZM2Mad,MSD,LPRS,P_VSA_MR_6,GMTI,nBM,Uc,Chi0_EA.dm.,X3sol,Eig08_EA.ri.,Hy,Eig07_AEA.ri.,SpMax2_Bh.e.,Eig09_AEA.bo.,Yindex,Eig08_AEA.ri.,piPC01,SCBO,Eig15_AEA.dm.,CATS2D_05_DL,X0,Eig08_AEA.dm.,Eig06_AEA.bo.,SpMax3_Bh.m.,N.069,Eig08_EA.bo.,IDE,Chi1_EA.dm.,SpMax6_Bh.m.,X4sol,Eig08_EA,SM02_AEA.dm.
5.4,33.0,0,19.91,2.849,6.721,59.807,46.5,18.5,1.273,149.716,0,1.989,3.392,3.58,15.104,3.582,2.64,2.372,2.372,22.576,3.908,1.412,1.412,2,0.229,68.0,1,1,1.017,2.919,7600.0,4597.0,1.888,0.887,0.346,0.899,0.899,158.59,5.019,99.119,129.806,4854.0,18,4.248,16.113,8.69,1.143,-0.354,2.394,3.885,2.396,0.666,2.146,3.57,34.5,-0.653,1,15.104,1.364,2.906,3.603,0,1.691,3.177,19.091,2.777,7.553,1.147,1.147
5.4,40.25,0,86.439,3.019,7.839,115.433,88.23,20.5,1.562,213.958,0,2.27,3.585,3.675,19.562,3.682,2.979,2.86,2.86,30.883,3.901,1.528,1.528,1,0.203,104.0,2,2,1.268,3.179,16648.0,9671.0,2.158,1.138,0.312,1.23,1.23,202.032,6.297,145.527,71.492,9979.0,22,4.524,10.612,10.341,1.43,0.262,2.469,3.853,2.702,0.577,2.464,3.784,43.0,0.329,0,20.433,1.546,3.441,3.769,0,2.194,3.518,14.867,2.972,8.344,1.519,1.519
5.4,32.5,0,65.354,2.854,6.725,0.0,61.56,17.5,1.424,150.023,0,1.867,3.322,3.509,18.104,3.528,2.68,2.275,2.275,23.258,3.901,1.31,1.31,0,0.236,81.0,0,0,1.128,0.0,11275.0,5912.0,2.0,1.0,0.365,1.0,1.0,188.388,5.756,113.497,121.147,5971.0,15,4.0,14.352,9.382,1.107,-0.74,2.279,3.885,2.5,0.663,2.131,3.584,35.0,-0.043,0,17.104,1.759,2.919,3.803,0,1.576,3.399,13.516,3.051,7.406,1.17,1.17
5.4,25.0,0,50.357,2.611,4.389,0.0,78.07,11.0,1.43,117.172,0,1.586,2.807,3.636,15.527,3.647,2.5,2.136,2.136,15.458,3.916,1.279,1.279,6,0.233,71.0,2,2,1.0,0.0,7649.0,4892.0,1.984,0.983,0.36,1.0,1.0,144.895,5.552,101.341,27.223,5028.0,9,3.322,14.61,8.159,1.0,0.304,2.209,3.866,2.0,0.651,2.0,3.434,30.0,-0.87,4,15.527,1.15,2.725,3.687,0,1.5,3.33,22.014,2.815,6.215,1.0,1.0
5.4,36.0,0,37.54,3.136,6.85,92.152,95.13,17.5,1.543,145.845,0,2.184,3.322,3.698,18.027,3.691,2.972,3.203,3.203,27.897,3.942,1.806,1.806,3,0.194,96.0,2,2,1.721,5.362,15575.0,8669.0,2.472,1.463,0.295,1.475,1.475,242.3,5.79,137.082,104.254,9340.0,15,4.0,23.819,10.777,1.557,0.282,2.738,3.906,2.898,0.566,2.58,3.738,41.0,0.541,4,19.413,2.167,3.383,3.797,0,2.109,3.395,32.466,3.044,9.854,1.589,1.589
5.6,31.0,0,85.153,2.978,5.633,90.419,86.72,14.5,1.465,157.016,0,2.128,3.17,3.607,17.018,3.619,2.895,2.559,2.559,19.882,3.955,1.547,1.547,3,0.201,83.0,3,3,1.037,3.42,10403.0,6220.0,2.0,1.0,0.312,1.028,1.028,174.411,5.772,113.484,48.634,6632.0,16,4.087,13.245,9.109,1.327,1.039,2.513,3.9,2.524,0.56,2.372,3.584,35.0,-0.606,1,16.518,1.457,3.046,3.729,0,1.969,3.408,20.57,3.017,8.063,1.434,1.434
5.4,41.5,0,86.439,3.183,8.122,123.254,88.23,20.5,1.538,216.137,0,2.435,3.585,3.679,20.433,3.687,3.115,3.57,3.57,34.108,3.903,1.796,1.796,1,0.207,112.0,2,2,1.491,3.128,19756.0,11136.0,2.375,1.341,0.317,1.435,1.435,222.024,6.378,158.225,71.137,11387.0,22,4.524,14.665,10.82,1.544,0.257,2.735,3.866,2.889,0.597,2.615,3.829,45.0,0.41,0,22.173,1.892,3.495,3.776,0,2.378,3.524,17.662,3.01,8.684,1.695,1.695
5.4,49.5,0,71.492,3.171,10.064,165.817,83.14,26.0,1.92,257.408,0,2.427,3.954,3.725,24.907,3.737,3.118,4.098,4.098,40.046,4.107,1.91,1.91,3,0.145,175.0,2,2,1.637,3.142,30936.0,19726.0,2.614,1.612,0.23,1.618,1.618,235.502,8.127,197.841,140.494,21255.0,28,4.858,15.288,12.781,1.619,0.121,2.878,4.082,3.045,0.388,2.656,4.016,54.5,1.046,2,24.907,2.0,3.473,3.795,0,2.32,3.889,16.618,3.311,11.212,1.683,1.683
5.4,62.0,8,468.525,3.647,13.308,0.0,389.3,28.0,3.128,620.463,8,2.883,4.087,3.632,40.208,3.619,3.647,5.157,5.157,65.3,3.996,2.218,2.218,20,0.187,469.0,20,20,2.688,11.315,118666.0,66728.0,3.077,1.978,0.315,2.159,2.159,307.189,13.752,346.272,102.288,65963.0,22,4.524,47.003,15.887,2.058,15.379,3.146,3.964,3.582,0.462,3.143,4.277,71.0,1.725,28,40.208,2.76,3.812,3.638,0,2.883,4.658,56.857,3.554,11.705,2.216,2.216
5.4,35.25,0,66.468,2.822,7.244,0.0,61.03,20.0,2.093,219.347,0,1.931,3.459,3.701,17.322,3.71,2.69,2.136,2.136,23.553,3.943,1.414,1.414,2,0.182,108.0,2,2,1.0,0.0,12723.0,8060.0,2.0,1.0,0.297,1.0,1.0,142.595,7.26,124.543,90.61,8445.0,19,4.322,8.592,8.127,1.122,0.194,2.405,3.909,2.5,0.47,2.143,3.638,37.0,-0.431,3,17.322,1.288,2.967,3.758,0,1.769,3.769,7.94,2.868,6.504,1.225,1.225
5.4,39.0,0,50.998,3.154,7.654,119.628,82.26,22.5,1.959,198.308,0,2.366,3.7,3.783,19.156,3.766,3.048,3.537,3.537,27.011,3.985,1.728,1.728,6,0.167,118.0,2,2,1.528,5.762,15356.0,9456.0,2.432,1.403,0.27,1.461,1.461,194.197,7.127,136.17,120.613,10105.0,23,4.585,16.574,10.268,1.529,0.194,2.722,3.954,2.943,0.439,2.536,3.761,42.0,-0.11,5,18.803,1.552,3.232,3.836,0,2.321,3.698,26.577,3.067,9.501,1.548,1.548
6.3,42.75,0,70.818,3.254,9.065,0.0,92.35,22.5,2.414,221.707,0,2.465,3.585,3.731,19.933,3.741,2.874,3.426,3.426,37.0,3.946,1.845,1.845,1,0.176,161.0,3,3,1.788,7.342,28134.0,14002.0,2.349,1.313,0.289,1.409,1.409,204.028,8.491,165.977,131.325,14271.0,20,4.392,27.005,9.421,1.382,0.94,2.819,3.92,2.844,0.451,2.433,3.807,44.0,0.51,5,22.433,1.844,3.5,3.788,0,1.989,3.993,35.733,3.257,7.579,1.482,1.482
5.4,22.0,0,34.796,2.086,4.425,71.032,58.89,11.5,0.898,95.664,0,0.854,3.0,2.931,10.914,2.956,1.233,-1.125,-1.125,12.803,3.661,0.589,0.589,1,0.339,33.0,1,1,0.167,2.456,3126.0,1521.0,0.437,-0.384,0.486,-0.461,-0.461,122.62,3.479,56.382,60.867,1529.0,12,3.7,10.589,6.175,-0.143,-0.134,1.566,3.622,0.969,1.078,0.775,3.219,24.0,-1.864,2,10.414,0.607,2.724,3.339,0,-0.231,2.568,12.349,2.513,5.338,-0.179,-0.179
5.8,32.0,0,82.628,2.657,5.977,99.279,109.25,18.0,1.773,177.394,0,1.729,3.459,3.738,16.699,3.701,2.5,1.902,1.902,22.503,4.0,1.187,1.187,6,0.218,85.0,4,4,1.0,2.57,9949.0,5681.0,2.0,1.0,0.345,1.0,1.0,193.831,6.111,108.623,115.404,5772.0,18,4.248,8.618,9.022,1.105,1.865,2.165,4.009,2.181,0.589,2.109,3.584,35.0,-0.887,4,16.449,1.188,2.975,3.789,1,1.5,3.492,5.975,2.914,7.783,1.116,1.116
5.4,36.5,1,66.897,3.034,7.625,111.845,103.09,19.5,1.808,176.683,0,2.207,3.585,3.723,18.096,3.745,2.931,2.441,2.441,26.245,3.977,1.534,1.534,7,0.176,103.0,3,3,1.279,0.0,14493.0,8366.0,2.051,1.044,0.28,1.088,1.088,182.634,6.738,128.852,98.633,8896.0,19,4.322,19.509,10.186,1.34,0.974,2.517,3.95,2.566,0.471,2.376,3.714,40.0,-0.104,3,18.096,1.534,3.125,3.805,0,1.964,3.653,26.986,2.877,7.925,1.44,1.44
5.4,43.5,1,73.792,3.169,8.901,135.581,154.4,24.5,2.188,202.493,0,2.389,3.954,3.758,20.571,3.764,3.032,2.952,2.952,32.096,4.022,1.646,1.646,1,0.149,145.0,2,2,1.593,2.313,23281.0,12345.0,2.334,1.314,0.245,1.358,1.358,215.724,8.163,152.174,113.002,13170.0,25,4.7,13.202,11.115,1.474,0.33,2.633,3.997,2.845,0.378,2.495,3.861,46.5,0.527,3,20.217,1.667,3.282,3.904,0,2.298,3.931,10.434,3.257,9.359,1.532,1.532
5.8,24.0,0,79.525,2.5,4.589,52.447,28.68,14.0,0.977,122.238,0,1.5,3.17,3.314,11.958,3.28,2.052,-0.737,-0.737,12.372,3.855,1.0,1.0,1,0.302,37.0,1,1,0.137,0.0,3392.0,1917.0,0.519,-0.183,0.444,-0.315,-0.315,135.202,3.923,62.976,77.904,1967.0,16,4.087,1.644,6.511,0.514,-0.291,2.0,3.82,1.037,0.915,1.499,3.296,26.0,-1.875,3,10.958,0.677,2.563,3.734,0,0.845,2.778,0.676,2.687,5.577,0.58,0.58
5.4,56.75,1,40.086,3.566,11.14,0.0,175.0,33.0,3.047,217.232,0,2.983,4.17,3.857,27.726,3.827,3.425,5.151,5.151,51.074,4.013,2.124,2.124,3,0.146,227.0,3,3,2.514,4.864,50140.0,26447.0,2.729,1.703,0.238,1.75,1.75,316.008,9.891,223.674,174.141,27718.0,29,4.907,21.593,15.111,1.877,0.824,3.03,3.994,3.164,0.375,2.959,4.094,59.0,1.0,4,27.993,2.678,3.678,3.954,0,2.708,4.256,22.017,3.553,12.161,2.001,2.001
5.4,39.0,0,144.746,2.937,7.909,0.0,149.58,18.5,1.609,237.271,0,2.106,3.459,3.558,20.924,3.578,2.778,2.959,2.959,30.893,3.946,1.529,1.529,3,0.182,123.0,3,3,1.337,2.496,19855.0,11399.0,2.233,1.221,0.286,1.264,1.264,213.869,6.936,154.352,91.716,11948.0,18,4.248,25.224,10.935,1.369,1.032,2.494,3.92,2.563,0.498,2.386,3.784,43.0,0.696,2,20.924,1.698,3.138,3.705,1,1.842,3.648,28.187,3.263,9.434,1.414,1.414
5.4,36.75,0,90.911,3.181,7.361,135.612,90.04,16.0,2.164,190.85,0,2.188,3.322,3.677,20.054,3.685,2.939,3.293,3.293,28.787,3.95,1.829,1.829,2,0.159,148.0,2,2,1.537,2.804,23457.0,13812.0,2.382,1.355,0.258,1.414,1.414,214.692,8.062,164.429,66.61,14533.0,17,4.17,22.362,10.477,1.411,0.289,2.78,3.879,2.863,0.414,2.438,3.784,43.0,0.695,3,21.794,1.936,3.266,3.754,0,2.136,3.932,29.373,3.199,8.525,1.48,1.48
5.4,41.0,0,52.562,3.263,8.198,0.0,57.25,23.0,1.422,207.934,0,2.481,3.7,3.767,20.294,3.758,3.026,3.056,3.056,31.084,3.965,1.843,1.843,6,0.193,97.0,2,2,1.331,6.2,15566.0,9421.0,2.308,1.307,0.292,1.31,1.31,210.997,5.818,143.521,152.838,10170.0,21,4.459,19.033,11.412,1.559,0.16,2.834,3.932,2.764,0.569,2.578,3.829,45.0,0.841,6,19.794,1.778,3.348,3.816,0,2.188,3.375,27.14,3.116,10.168,1.589,1.589
5.4,28.5,0,68.367,2.5,5.857,78.072,94.06,14.5,1.202,146.402,0,1.5,3.17,3.454,14.656,3.465,2.5,1.899,1.899,19.498,3.859,1.0,1.0,5,0.27,58.0,4,4,1.0,3.047,6754.0,3893.0,1.688,0.703,0.404,0.76,0.76,138.595,4.823,93.003,67.701,3914.0,16,4.087,8.106,7.65,0.957,1.921,2.0,3.82,2.176,0.802,1.959,3.466,31.0,-1.0,6,14.656,1.0,2.808,3.537,0,1.5,3.086,13.611,2.826,6.484,1.0,1.0
5.4,31.25,0,74.037,2.881,6.244,77.594,99.42,17.5,1.475,153.749,0,1.988,3.459,3.324,14.113,3.39,2.5,1.025,1.025,20.193,3.924,1.218,1.218,1,0.234,65.0,2,2,1.0,3.022,7202.0,3864.0,1.342,0.372,0.366,0.393,0.393,137.007,5.411,89.176,57.796,3949.0,18,4.248,16.865,7.197,0.956,0.459,2.209,3.882,1.903,0.642,1.959,3.497,32.0,-1.0,3,14.113,1.0,3.031,3.666,0,1.5,3.322,24.114,2.753,5.749,1.0,1.0
5.4,63.75,9,471.649,3.648,13.93,0.0,392.54,28.0,3.366,631.126,8,2.883,4.087,3.598,41.786,3.6,3.647,5.49,5.49,69.004,3.996,2.373,2.373,20,0.186,497.0,20,20,2.708,11.358,130603.0,73813.0,3.139,2.051,0.314,2.213,2.213,320.354,14.15,362.705,110.685,73005.0,22,4.524,53.519,16.531,2.059,15.241,3.297,3.964,3.582,0.46,3.144,4.304,73.0,1.727,24,41.786,2.76,3.813,3.657,0,2.883,4.708,69.143,3.562,12.128,2.217,2.217
6.1,35.0,1,67.693,2.886,7.015,180.324,114.71,18.5,1.725,177.213,1,2.025,3.459,3.501,17.742,3.506,2.621,2.377,2.377,25.067,3.899,1.534,1.534,4,0.208,85.0,3,3,1.141,2.556,11999.0,6708.0,1.971,0.964,0.319,1.0,1.0,198.791,5.83,119.385,107.766,7014.0,18,4.248,14.121,10.46,1.172,1.005,2.477,3.89,2.51,0.588,2.186,3.664,38.0,-0.363,3,17.389,1.669,3.233,3.625,1,1.642,3.426,13.532,3.081,9.046,1.215,1.215
5.4,26.5,0,66.468,2.5,5.368,0.0,61.03,14.0,1.575,169.096,0,1.5,3.0,3.452,14.872,3.449,2.319,1.392,1.392,16.954,3.856,1.0,1.0,1,0.268,65.0,2,2,0.714,0.0,6826.0,3872.0,1.496,0.533,0.422,0.608,0.608,125.305,5.63,90.153,43.115,3809.0,13,3.807,8.387,6.674,0.621,0.361,1.984,3.821,1.771,0.727,1.619,3.367,28.0,-1.0,1,14.372,1.0,2.841,3.53,0,1.032,3.365,7.661,2.687,4.907,0.685,0.685
5.4,39.75,0,50.357,3.045,8.113,126.087,71.03,22.0,2.143,207.524,0,2.217,3.7,3.702,19.184,3.711,2.962,2.759,2.759,27.634,3.981,1.546,1.546,3,0.153,132.0,2,2,1.323,0.0,17788.0,11098.0,2.162,1.15,0.251,1.232,1.232,175.477,7.753,144.615,94.898,11968.0,23,4.585,8.307,9.854,1.399,0.176,2.518,3.949,2.696,0.395,2.433,3.784,43.0,-0.063,2,19.184,1.511,3.119,3.76,0,2.131,3.863,7.558,3.16,8.179,1.495,1.495
8.5,45.0,1,85.998,3.312,9.19,0.0,132.08,23.5,1.773,223.47,0,2.604,3.585,3.661,24.053,3.669,2.965,3.233,3.233,38.839,3.966,1.923,1.923,3,0.215,141.0,3,3,1.809,8.3,24492.0,12833.0,2.257,1.215,0.338,1.311,1.311,272.539,7.181,167.958,126.526,12852.0,20,4.392,30.317,13.098,1.451,0.977,2.845,3.953,2.767,0.587,2.508,3.829,45.0,0.73,2,23.303,1.915,3.355,3.88,0,2.143,3.706,48.09,3.144,10.173,1.573,1.573
6.5,43.75,2,102.245,3.343,9.092,135.637,133.13,24.5,1.987,233.429,1,2.652,3.807,3.759,20.38,3.763,2.968,3.613,3.613,35.748,3.977,1.911,1.911,8,0.165,140.0,6,6,1.744,4.892,22917.0,12268.0,2.347,1.333,0.266,1.365,1.365,206.343,7.581,156.504,159.61,12934.0,24,4.644,17.119,10.535,1.474,3.29,2.87,3.951,2.808,0.434,2.487,3.85,46.0,0.565,10,21.25,1.983,3.412,3.798,1,2.175,3.79,20.358,3.228,9.032,1.507,1.507
5.4,36.75,0,66.468,2.929,7.716,0.0,70.26,20.0,2.337,225.998,0,2.091,3.459,3.702,18.736,3.712,2.697,2.328,2.328,25.487,3.934,1.495,1.495,3,0.168,131.0,2,2,1.276,0.0,16699.0,10430.0,2.0,1.0,0.278,1.065,1.065,153.973,8.124,139.523,90.61,10935.0,19,4.322,11.483,8.701,1.129,0.194,2.433,3.904,2.5,0.424,2.153,3.689,39.0,-0.258,2,18.736,1.442,2.967,3.761,0,1.779,3.941,13.19,3.068,6.769,1.239,1.239
7.2,49.5,1,104.144,3.465,9.6,153.48,126.1,27.0,2.498,265.51,1,2.773,3.954,3.803,23.847,3.807,3.267,4.675,4.675,39.198,3.976,2.09,2.09,5,0.141,179.0,4,4,1.915,5.374,32415.0,18999.0,2.687,1.632,0.228,1.717,1.717,260.387,8.599,192.079,162.703,20295.0,28,4.858,21.256,13.266,1.696,1.52,3.042,3.932,3.138,0.371,2.784,3.998,53.5,0.819,7,24.363,2.259,3.59,3.875,1,2.549,4.038,25.279,3.377,12.079,1.873,1.873
5.4,43.0,0,86.439,3.478,7.998,131.442,88.23,20.5,1.543,214.915,0,2.639,3.585,3.732,21.424,3.739,3.172,4.818,4.818,35.199,3.949,2.14,2.14,1,0.183,121.0,2,2,1.9,3.021,22584.0,13371.0,2.617,1.545,0.278,1.697,1.697,241.246,6.528,171.463,71.137,14101.0,22,4.524,16.265,10.771,1.695,0.222,3.073,3.905,3.115,0.531,2.747,3.892,48.0,0.428,0,23.165,2.047,3.6,3.79,0,2.391,3.536,17.95,3.232,9.334,1.805,1.805
5.4,23.5,0,79.28,2.5,4.525,52.447,28.68,14.0,0.977,122.851,0,1.5,3.17,3.237,11.958,3.218,2.052,-0.737,-0.737,12.128,3.859,1.0,1.0,1,0.302,37.0,1,1,0.137,0.0,3380.0,1917.0,0.548,-0.186,0.444,-0.315,-0.315,134.51,3.923,62.976,86.768,1967.0,16,4.087,1.644,6.511,0.536,-0.291,2.0,3.827,1.037,0.915,1.54,3.296,26.0,-1.875,3,10.958,0.677,2.563,3.739,0,0.845,2.778,0.676,2.687,5.577,0.58,0.58
6.3,34.0,1,110.585,3.032,6.653,95.74,81.93,19.5,1.289,179.735,0,2.189,3.585,3.467,17.397,3.475,2.894,1.896,1.896,22.631,3.932,1.52,1.52,3,0.241,75.0,2,2,1.465,0.0,9796.0,5235.0,1.718,0.669,0.372,0.892,0.892,186.367,5.469,106.742,101.156,5322.0,18,4.248,10.044,9.264,1.126,0.321,2.495,3.923,2.535,0.682,2.141,3.611,36.0,-0.659,2,16.397,1.532,3.077,3.811,0,1.796,3.294,8.698,3.004,7.612,1.187,1.187
8.1,49.75,2,102.109,3.468,9.617,161.683,162.83,28.0,2.715,274.976,2,2.776,4.087,3.86,25.605,3.791,3.432,4.595,4.595,40.222,3.968,2.089,2.089,9,0.154,186.0,5,5,2.136,7.984,34560.0,19250.0,2.67,1.613,0.25,1.695,1.695,282.585,8.994,193.554,151.725,19961.0,26,4.755,23.906,13.025,1.741,2.304,3.056,3.958,3.185,0.4,2.779,4.007,54.0,0.883,8,25.001,2.268,3.703,3.884,1,2.593,4.102,28.787,3.383,11.465,1.834,1.834
5.4,19.0,0,67.693,2.117,3.219,0.0,68.01,8.0,1.444,131.166,0,1.077,2.322,3.374,12.958,3.375,2.0,-0.435,-0.435,10.746,3.888,1.0,1.0,0,0.283,55.0,3,3,0.469,2.945,4391.0,2867.0,0.795,-0.173,0.442,-0.179,-0.179,105.157,5.137,77.404,26.414,2819.0,7,3.0,12.427,5.994,0.983,1.142,1.996,3.838,1.177,0.773,1.984,3.178,23.0,-1.18,2,12.958,1.0,2.5,3.431,0,1.0,3.234,15.179,2.687,4.522,1.0,1.0
5.4,35.0,0,86.378,2.854,7.278,0.0,79.8,18.5,1.451,185.495,0,1.993,3.392,3.41,14.656,3.424,2.774,2.352,2.352,27.343,3.894,1.405,1.405,2,0.235,82.0,2,2,1.155,4.921,12380.0,5956.0,1.953,0.942,0.364,1.0,1.0,167.213,5.779,113.527,53.024,6070.0,18,4.248,16.178,7.361,1.264,0.42,2.352,3.835,2.5,0.655,2.276,3.597,35.5,-0.213,2,17.156,1.438,3.118,3.547,0,1.902,3.394,22.484,2.8,6.337,1.293,1.293
6.2,41.5,1,102.49,3.201,7.9,156.49,121.17,23.0,1.883,217.91,1,2.44,3.7,3.767,19.441,3.755,3.013,3.411,3.411,28.601,3.945,1.79,1.79,7,0.164,115.0,4,4,1.519,5.742,16535.0,9906.0,2.382,1.376,0.259,1.388,1.388,221.205,6.747,140.685,134.312,10826.0,23,4.585,20.593,11.558,1.618,1.662,2.767,3.909,2.848,0.445,2.683,3.807,44.0,0.27,9,19.087,1.906,3.383,3.806,1,2.166,3.649,25.689,3.111,10.81,1.731,1.731
5.4,34.5,0,83.009,2.961,6.743,86.747,115.3,19.0,1.573,176.761,0,2.174,3.524,3.458,16.665,3.525,2.533,2.275,2.275,22.027,3.893,1.483,1.483,1,0.204,77.0,2,2,1.0,0.0,10889.0,5594.0,1.99,0.974,0.315,1.0,1.0,197.998,5.672,107.197,98.943,5950.0,21,4.459,11.234,9.81,1.0,0.407,2.423,3.876,2.5,0.569,2.0,3.624,36.5,-0.566,2,15.811,1.105,3.237,3.752,1,1.547,3.39,11.281,2.898,8.389,1.071,1.071
5.4,31.0,0,50.357,2.71,6.428,0.0,78.07,17.0,1.455,150.881,0,1.718,3.322,3.641,15.527,3.654,2.5,2.136,2.136,20.743,3.927,1.279,1.279,5,0.219,75.0,2,2,1.0,0.0,8700.0,5121.0,1.984,0.983,0.345,1.0,1.0,143.728,5.872,102.359,71.499,5272.0,15,4.0,17.621,8.104,1.0,0.304,2.209,3.895,2.5,0.597,2.0,3.526,33.0,-0.868,3,15.527,1.148,3.087,3.711,0,1.5,3.431,23.806,2.736,6.023,1.0,1.0
6.9,40.75,1,132.332,3.201,7.764,131.015,114.07,21.5,2.2,216.355,1,2.475,3.755,3.725,22.278,3.75,2.763,3.133,3.133,28.182,4.001,1.768,1.768,5,0.16,140.0,3,3,1.31,2.906,22457.0,12837.0,2.083,1.063,0.259,1.15,1.15,241.993,7.956,157.569,110.462,13619.0,23,4.585,15.488,12.105,1.488,0.9,2.672,3.932,2.603,0.416,2.513,3.839,45.5,0.618,3,20.924,1.732,3.506,3.866,1,1.817,3.917,13.868,3.449,10.13,1.542,1.542
5.9,39.0,0,102.49,3.275,7.635,0.0,120.05,21.5,1.077,198.432,0,2.531,3.459,3.61,19.085,3.63,3.042,3.603,3.603,30.951,3.888,1.925,1.925,8,0.257,72.0,5,5,1.602,0.0,11542.0,6161.0,2.355,1.348,0.375,1.362,1.362,202.57,4.804,121.355,151.012,6311.0,19,4.322,24.808,10.343,1.544,2.596,2.875,3.866,2.793,0.805,2.608,3.689,39.0,-0.124,1,18.585,2.027,3.364,3.793,2,2.207,3.003,41.709,2.995,9.515,1.666,1.666
5.4,33.25,0,69.593,2.976,6.484,107.705,84.24,16.0,1.808,179.025,0,2.098,3.322,3.609,18.096,3.606,2.707,2.929,2.929,24.092,3.982,1.56,1.56,2,0.187,101.0,3,3,1.438,0.0,12500.0,7968.0,2.001,1.0,0.294,1.042,1.042,180.698,6.508,127.749,87.921,8379.0,17,4.17,15.139,9.808,1.301,0.936,2.502,3.933,2.5,0.507,2.317,3.664,38.0,-0.245,2,18.096,1.634,3.03,3.632,0,1.783,3.608,20.332,3.028,8.416,1.352,1.352
5.4,42.75,1,41.692,2.966,8.663,0.0,123.93,24.5,1.786,168.393,0,2.126,3.7,3.683,19.836,3.691,2.908,3.613,3.613,34.422,3.967,1.536,1.536,4,0.2,106.0,3,3,1.689,5.863,16953.0,8943.0,2.352,1.346,0.31,1.364,1.364,199.43,6.309,139.134,126.701,9287.0,21,4.459,24.991,10.81,1.41,0.953,2.479,3.947,2.87,0.56,2.441,3.784,43.0,0.324,4,19.836,1.908,3.39,3.753,0,2.049,3.551,38.643,3.053,8.83,1.464,1.464
5.5,30.25,0,118.05,2.69,5.507,84.343,92.51,14.5,1.463,195.889,0,1.774,3.17,3.585,15.648,3.603,2.5,2.688,2.688,19.037,3.965,1.414,1.414,1,0.202,78.0,4,4,1.196,3.408,8428.0,5587.0,2.141,1.13,0.314,1.185,1.185,157.852,5.598,107.09,43.235,5997.0,16,4.087,10.605,8.743,1.325,1.822,2.403,3.903,2.426,0.564,2.34,3.555,34.0,-0.743,1,15.648,1.41,2.977,3.666,0,1.5,3.347,17.803,2.984,7.471,1.374,1.374
5.4,43.0,0,86.439,3.212,8.556,127.995,97.46,21.0,1.551,220.253,0,2.461,3.585,3.675,21.14,3.683,3.116,3.644,3.644,36.5,3.902,1.848,1.848,1,0.208,117.0,2,2,1.493,3.114,21790.0,12024.0,2.376,1.342,0.317,1.437,1.437,230.291,6.478,164.918,86.834,12254.0,22,4.524,16.552,11.135,1.545,0.27,2.764,3.864,2.891,0.599,2.618,3.85,46.0,0.602,0,22.88,2.028,3.501,3.775,0,2.378,3.542,20.843,3.066,9.019,1.7,1.7
6.1,30.25,0,100.591,2.645,6.193,88.626,96.93,16.0,1.27,204.453,0,1.711,3.322,3.374,16.397,3.378,2.526,2.275,2.275,22.132,3.908,1.359,1.359,6,0.257,73.0,6,6,1.0,3.28,8133.0,5046.0,2.0,1.0,0.389,1.0,1.0,149.351,5.337,106.066,90.826,5032.0,17,4.17,12.692,8.238,1.146,3.537,2.367,3.878,2.5,0.747,2.15,3.555,34.0,-0.913,5,16.397,1.201,2.888,3.444,0,1.528,3.266,15.59,2.899,6.809,1.165,1.165
5.4,36.75,0,99.427,2.952,7.028,86.304,108.76,21.5,1.376,215.304,0,2.154,3.755,3.644,16.165,3.583,2.905,2.136,2.136,23.727,3.958,1.473,1.473,1,0.216,73.0,2,2,1.085,0.0,9317.0,5348.0,2.0,1.0,0.33,1.0,1.0,182.008,5.396,106.213,141.473,5658.0,22,4.524,10.767,9.608,1.01,0.321,2.423,3.933,2.522,0.616,2.02,3.676,38.5,-0.669,2,15.811,1.474,3.16,3.765,1,1.537,3.301,8.38,2.842,8.657,1.057,1.057
6.0,36.25,0,71.43,2.943,7.541,103.533,79.7,19.5,1.485,196.493,0,2.122,3.644,3.638,18.096,3.674,2.752,2.979,2.979,27.603,4.013,1.525,1.525,0,0.213,84.0,1,1,1.332,0.0,11930.0,7224.0,2.199,1.184,0.323,1.236,1.236,182.869,5.673,125.034,111.152,7623.0,22,4.524,13.355,9.865,1.269,-0.294,2.508,3.963,2.541,0.617,2.278,3.726,40.5,-0.337,0,18.096,1.534,3.034,3.763,0,1.864,3.343,19.165,2.914,8.208,1.298,1.298
