pXC50,nAB,nDB,nBM,Se,nSK,Si,Sv,nAT,nCsp2,nHet,nBT,MW,nBO,nO,SCBO
5.672,16,3,19,67.632,36,75.936,41.529,67,16,10,70,493.62,39,5,50.0
5.301,6,3,10,57.992,30,65.604,35.552,58,10,7,61,408.55,33,3,41.0
5.672,17,2,19,64.203,34,72.228,39.793,64,17,8,67,462.6,37,4,47.5
8.444,12,5,17,45.985,27,50.285,30.018,45,17,8,47,386.46,29,5,40.0
6.0,12,5,17,43.884,26,47.787,28.997,43,17,7,45,371.44,28,5,39.0
5.672,16,2,18,60.32,32,67.813,37.266,60,15,8,63,436.56,35,4,45.0
5.897,6,2,8,54.992,27,62.604,32.552,55,8,7,58,372.52,30,3,35.0
5.672,17,3,20,65.203,35,73.228,40.793,65,19,8,68,474.61,38,4,49.5
6.417,12,3,15,40.102,23,43.87,25.492,39,13,8,40,336.4,24,5,33.0
5.672,16,2,18,67.087,35,75.644,41.32,67,15,8,71,476.63,39,4,49.0
7.658,6,4,10,67.927,34,76.109,40.157,67,8,11,70,495.66,37,7,44.0
5.672,16,2,18,58.992,31,66.604,36.552,59,15,7,62,420.56,34,3,44.0
8.18,12,3,15,45.869,25,50.7,28.545,45,13,8,46,364.46,26,5,35.0
8.42,12,3,15,50.08,27,55.325,30.787,49,13,9,50,394.49,28,6,37.0
7.444,18,8,26,59.898,38,63.983,39.935,57,20,16,59,583.04,40,9,57.0
7.357,28,4,32,97.545,53,109.218,61.704,97,29,14,101,759.31,57,6,75.0
8.351,12,2,14,54.956,31,60.769,34.012,53,13,11,55,458.41,33,5,41.0
6.0,12,3,15,51.862,28,57.242,32.292,51,13,8,53,405.51,30,6,39.0
9.222,18,4,22,78.214,42,86.653,48.586,77,20,13,79,617.81,44,8,57.0
7.222,22,4,26,80.367,43,90.032,50.254,80,23,11,83,604.7,46,6,61.0
9.06,12,5,17,47.313,28,51.495,30.733,46,17,9,48,402.46,30,6,41.0
9.0,6,3,9,64.298,30,73.268,36.562,64,9,9,64,422.59,30,5,36.0
7.268,12,3,15,46.945,26,51.62,29.732,46,13,9,47,396.53,27,5,36.0
4.0,12,5,17,44.774,28,48.661,30.777,44,19,7,47,392.46,31,4,42.0
8.921,12,3,15,63.312,32,71.355,38.013,63,15,8,64,441.58,33,5,42.0
7.553,12,3,15,50.08,27,55.325,30.787,49,13,9,50,394.49,28,6,37.0
8.398,12,4,16,55.182,31,60.823,34.808,54,14,10,57,445.54,34,6,44.0
9.0,12,4,16,54.182,30,59.823,33.808,53,14,10,55,433.53,32,6,42.0
5.672,12,3,15,63.16,33,70.278,38.103,62,13,11,64,479.61,35,7,44.0
6.41,12,3,16,56.749,31,62.788,36.151,56,13,9,57,509.46,32,5,43.0
7.602,18,8,26,62.458,38,67.455,40.634,60,20,15,62,562.63,40,9,57.0
5.672,12,5,17,74.76,39,82.946,44.795,73,13,15,75,586.76,41,9,52.0
5.466,18,4,22,75.483,40,84.315,46.969,75,20,10,78,565.75,43,6,56.0
7.022,16,3,20,49.382,30,53.787,32.721,48,13,11,50,446.55,32,5,45.0
8.046,12,7,19,44.738,29,47.748,29.12,42,13,14,43,423.4,30,8,43.0
5.699,17,3,20,70.741,38,79.062,43.75,70,18,10,73,520.64,41,6,52.5
5.699,17,2,19,64.203,34,72.228,39.793,64,17,8,67,462.6,37,4,47.5
9.443,6,3,9,59.312,28,67.355,34.013,59,9,8,59,393.54,28,5,34.0
7.301,17,5,22,47.531,29,51.578,31.228,46,17,10,48,415.46,31,6,44.5
7.638,18,8,26,60.087,38,64.379,39.491,57,20,16,59,566.59,40,9,57.0
7.959,23,3,26,55.2,34,60.04,37.592,54,22,10,57,542.44,37,5,51.5
7.008,6,3,10,58.502,31,64.574,35.27,57,7,11,59,454.55,33,8,41.0
4.192,12,3,15,42.953,24,47.332,27.192,42,13,7,43,351.43,25,4,34.0
5.699,17,2,19,64.203,34,72.228,39.793,64,17,8,67,462.6,37,4,47.5
6.457,12,2,14,50.534,27,56.335,31.335,50,13,8,52,390.41,29,5,37.0
6.155,17,3,20,52.829,30,58.036,34.259,52,16,9,54,446.59,32,5,43.5
8.222,0,3,3,48.749,21,55.942,27.223,49,3,6,48,316.52,20,3,23.0
6.067,18,3,22,54.982,33,59.957,37.097,54,19,9,56,529.44,35,5,49.0
8.42,6,3,9,76.614,34,87.846,43.174,77,9,8,77,477.72,34,5,40.0
5.921,12,3,15,58.527,34,64.338,36.298,56,15,12,58,481.47,36,6,45.0
8.387,12,4,16,57.611,32,63.531,35.544,56,14,12,58,464.55,34,7,44.0
7.194,6,3,9,53.945,28,59.368,31.458,52,7,12,53,420.49,29,9,35.0
7.658,17,4,21,60.611,35,66.531,38.544,59,17,12,62,500.58,38,7,50.5
8.0,6,3,9,51.52,25,57.946,30.126,51,7,8,52,370.52,26,5,32.0
6.495,12,5,17,49.938,29,54.992,32.533,49,15,10,51,432.57,31,4,42.0
8.495,12,3,15,58.872,31,65.734,35.675,58,15,9,59,429.52,32,6,41.0
7.509,12,3,15,54.738,29,61.029,33.62,54,13,9,56,419.55,31,5,40.0
4.921,17,3,20,73.709,39,82.026,45.662,73,16,10,77,554.72,43,7,54.5
8.699,18,3,21,59.84,33,66.527,37.641,59,18,10,61,470.6,35,5,47.0
7.553,6,3,9,60.171,28,68.192,34.706,60,7,8,61,412.61,29,5,35.0
6.78,12,2,14,49.676,27,55.196,30.885,49,14,7,51,370.44,29,5,37.0
9.301,24,4,28,79.56,44,88.235,51.156,79,26,11,82,633.85,47,6,63.0
9.046,12,3,15,60.807,32,67.491,37.554,60,13,10,62,480.66,34,6,43.0
4.0,12,3,16,45.76,26,50.574,29.325,45,13,8,46,373.47,27,4,38.0
9.119,10,3,13,60.531,30,68.438,35.508,60,11,9,61,418.55,31,5,39.0
9.523,18,4,22,82.425,44,91.278,50.827,81,20,14,83,647.84,46,9,59.0
6.983,17,3,20,49.945,29,54.62,32.732,49,17,9,51,432.56,31,5,42.5
4.7,12,3,15,44.542,24,49.491,27.83,44,13,7,45,348.46,25,4,34.0
8.277,12,2,14,33.713,20,36.827,22.041,33,15,5,34,271.29,21,4,29.0
8.523,12,4,16,51.298,29,56.408,32.281,50,14,10,52,419.5,31,6,41.0
7.824,18,3,21,57.509,33,63.033,36.523,56,18,11,58,473.55,35,7,47.0
7.097,12,5,18,46.945,29,51.451,31.786,46,15,10,48,427.55,31,3,44.0
4.824,12,5,17,51.818,30,57.142,34.173,51,15,10,53,465.04,32,3,43.0
6.233,12,3,15,65.643,32,74.849,39.132,66,15,7,67,438.63,33,3,42.0
6.115,22,3,25,71.152,41,78.65,45.904,70,21,12,74,575.7,45,6,59.0
8.721,10,3,13,75.167,36,85.597,43.637,75,11,10,77,501.7,38,5,46.0
6.514,17,4,21,65.051,36,72.152,40.883,64,17,11,67,512.64,39,6,51.5
5.725,12,3,15,41.749,26,44.758,28.147,40,13,10,42,417.29,28,5,37.0
5.824,12,3,15,42.669,24,46.834,27.834,42,13,7,43,412.33,25,4,34.0
7.284,12,2,14,56.269,30,62.657,35.598,56,14,8,58,446.64,32,4,40.0
4.481,6,2,8,28.382,16,31.352,18.439,28,9,4,29,237.7,17,2,22.0
10.0,18,2,20,59.52,33,66.248,37.883,59,19,9,62,467.5,36,5,47.0
5.672,23,2,25,73.97,40,83.059,46.847,74,23,8,78,538.7,44,4,57.5
5.674,6,4,11,66.6,33,74.899,39.442,66,8,10,67,479.66,34,6,43.0
6.097,6,1,7,26.276,14,29.491,16.106,26,7,4,27,192.24,15,2,19.0
5.0,18,3,21,56.414,32,62.182,37.217,56,19,7,59,470.02,35,4,47.0
5.301,6,2,8,53.109,27,60.189,32.025,53,8,7,57,370.5,31,3,36.0
5.678,17,3,20,60.622,33,67.444,38.147,60,16,9,63,469.61,36,5,47.5
8.42,11,2,13,47.727,26,52.839,29.996,47,11,9,49,396.44,28,5,35.5
5.0,6,3,10,46.727,25,51.537,29.238,46,7,8,47,383.53,26,5,34.0
9.301,12,5,17,59.796,33,65.577,36.952,58,13,13,60,499.62,35,8,46.0
5.0,12,3,15,49.265,27,54.455,30.455,48,12,9,49,396.48,28,5,37.0
7.77,18,3,21,71.81,40,79.709,44.877,70,19,12,73,577.68,43,5,55.0
8.77,12,5,17,62.891,36,68.802,38.913,60,13,15,62,551.62,38,7,49.0
8.699,28,3,31,64.276,39,70.694,42.631,63,24,12,67,544.64,43,5,60.0
5.42,12,3,16,43.658,25,48.076,28.304,43,13,7,44,358.45,26,4,37.0
8.319,12,6,18,58.833,35,63.977,38.35,57,18,12,60,520.0,38,7,50.0
5.699,17,2,19,57.109,31,64.189,36.025,57,17,7,60,418.54,34,3,44.5
8.495,12,5,17,67.876,38,74.716,41.462,65,13,16,67,580.67,40,7,51.0
6.983,12,3,15,44.574,26,48.545,28.589,43,13,10,44,400.49,27,5,36.0
5.672,17,2,19,58.436,32,65.398,36.74,58,17,8,61,434.54,35,4,45.5
5.581,6,3,9,69.625,35,78.478,41.276,69,9,10,73,486.63,39,6,45.0
7.301,12,3,15,55.032,29,61.286,33.509,54,13,9,55,424.54,30,5,39.0
7.921,12,3,15,47.196,26,51.91,29.26,46,13,9,47,380.46,27,6,36.0
8.319,12,4,16,66.472,37,73.586,40.56,64,14,14,66,544.61,39,6,49.0
7.886,16,3,19,68.97,35,78.059,41.847,69,17,8,71,478.65,37,4,48.0
5.319,18,4,22,65.516,36,72.618,42.204,65,20,9,67,573.55,38,5,51.0
9.155,24,4,28,67.949,40,74.654,44.862,67,26,10,71,557.67,44,6,60.0
7.846,6,3,10,48.851,27,53.329,29.69,47,7,11,48,400.45,28,8,36.0
7.131,6,3,10,35.993,20,39.744,22.271,35,7,8,35,297.37,20,4,28.0
5.41,12,3,15,45.323,24,50.408,28.336,45,13,6,46,347.47,25,4,34.0
4.796,17,4,21,57.0,33,62.826,37.269,56,16,12,58,505.7,35,4,47.5
4.398,17,3,20,70.825,38,78.61,44.135,70,16,10,74,540.69,42,7,53.5
7.301,12,3,15,67.501,33,76.686,40.824,68,15,7,69,469.71,34,3,43.0
4.588,12,3,15,42.44,23,46.993,26.809,42,13,6,43,333.44,24,4,33.0
5.101,12,3,15,42.669,24,46.834,27.834,42,13,7,43,412.33,25,4,34.0
5.748,12,5,17,95.112,50,106.779,56.818,93,17,16,96,704.83,53,7,64.0
8.678,12,3,15,57.622,30,64.444,35.147,57,13,9,59,433.58,32,5,41.0
4.0,12,3,15,42.669,24,46.834,27.834,42,13,7,43,412.33,25,4,34.0
8.77,12,3,15,44.545,29,47.718,29.048,41,13,13,42,458.82,30,4,39.0
5.022,12,3,15,36.902,22,40.004,24.781,36,13,7,37,384.27,23,4,32.0
5.699,17,3,20,69.414,37,77.853,43.035,69,18,9,72,504.64,40,5,51.5
6.194,11,3,14,56.545,29,63.524,33.96,56,13,8,57,401.51,30,5,38.5
4.569,18,3,21,46.669,28,50.834,31.834,46,19,7,48,460.37,30,4,42.0
7.523,22,4,26,94.785,48,107.108,57.888,95,23,11,98,674.85,51,6,66.0
8.481,12,3,15,56.218,29,63.315,34.245,56,15,7,57,397.52,30,4,39.0
8.523,12,3,15,45.869,25,50.7,28.545,45,13,8,46,364.46,26,5,35.0
7.678,12,5,17,90.941,48,101.735,54.601,89,17,15,92,673.79,51,8,62.0
7.745,12,3,15,44.771,25,49.333,28.856,44,13,8,45,427.35,26,4,35.0
8.678,6,3,9,63.196,30,71.77,36.54,63,9,8,64,419.58,31,5,37.0
9.699,6,3,9,63.752,29,72.976,36.352,64,9,7,64,405.6,29,4,35.0
7.347,6,3,9,65.298,31,74.268,37.562,65,9,9,66,434.6,32,5,38.0
7.495,17,4,21,68.312,37,76.355,43.013,68,20,8,71,501.63,40,5,52.5
6.097,12,2,14,50.534,27,56.335,31.335,50,13,8,52,390.41,29,5,37.0
5.678,17,3,20,63.505,34,70.86,39.674,63,16,9,66,483.64,37,5,48.5
6.443,6,4,10,57.545,30,64.524,34.96,57,11,8,60,413.52,33,5,40.0
7.569,12,3,16,45.76,26,50.574,29.325,45,13,8,46,373.47,27,4,38.0
7.553,17,3,20,55.149,32,60.617,35.775,54,16,11,57,474.61,35,5,46.5
8.301,12,3,15,61.756,32,69.149,37.201,61,15,9,62,443.55,33,6,42.0
5.672,17,3,20,64.647,36,72.023,40.981,64,18,9,68,488.59,40,5,51.5
8.304,12,2,14,51.56,29,57.014,32.102,50,13,10,52,426.39,31,5,39.0
8.699,12,3,15,49.014,29,53.994,32.184,48,15,9,51,459.33,32,4,41.0
7.0,16,3,19,51.669,29,57.568,32.686,51,17,8,53,394.47,31,4,42.0
7.02,12,2,14,48.425,26,54.208,30.115,48,13,8,50,375.4,28,4,36.0
7.854,6,3,10,44.087,24,48.784,27.04,43,7,9,44,353.44,25,5,33.0
7.585,12,3,15,55.011,32,60.666,36.263,54,15,10,57,566.28,35,4,44.0
4.076,12,3,15,44.771,25,49.333,28.856,44,13,8,45,427.35,26,4,35.0
7.824,17,5,22,82.72,44,92.517,51.045,82,21,11,85,602.75,47,7,60.5
5.672,17,3,20,76.509,40,85.893,46.803,76,18,10,79,548.7,43,6,54.5
5.672,16,2,18,69.97,36,79.059,42.847,70,15,8,74,490.66,40,4,50.0
5.672,17,2,19,57.662,32,64.109,36.433,57,17,8,60,435.52,35,5,45.5
4.221,16,5,21,41.731,28,44.541,29.141,40,16,11,43,416.47,31,5,44.0
4.215,11,4,15,61.051,32,68.152,36.883,60,10,11,62,464.6,34,6,43.5
5.672,22,2,24,65.647,37,73.023,41.981,65,21,9,69,500.6,41,5,54.0
9.046,18,8,26,61.676,38,66.538,40.129,59,20,16,61,563.62,40,9,57.0
8.62,0,3,3,53.985,23,62.145,29.299,54,3,7,53,329.5,22,4,25.0
5.0,12,5,17,46.716,27,50.624,29.635,45,13,11,46,414.5,28,7,39.0
8.611,12,3,15,49.302,28,53.771,31.593,48,13,9,50,425.92,30,6,39.0
5.31,12,3,15,45.553,25,50.25,29.361,45,13,7,46,426.36,26,4,35.0
7.51,12,3,15,46.193,26,50.644,29.373,45,13,9,46,398.9,27,5,36.0
7.398,12,3,15,46.4,25,51.328,29.523,46,13,7,47,379.54,26,4,35.0
8.301,6,3,9,45.156,29,48.548,27.28,40,7,16,40,462.33,29,4,35.0
8.432,6,3,9,52.596,26,58.866,31.313,52,7,9,53,402.59,27,5,33.0
5.672,17,2,19,67.087,35,75.644,41.32,67,17,8,70,476.63,38,4,48.5
6.432,6,3,9,48.963,24,54.74,28.314,48,7,9,48,360.48,24,6,30.0
4.041,6,1,7,31.018,16,34.744,19.326,31,6,4,32,237.35,17,2,21.0
5.672,17,3,20,53.669,31,59.568,34.686,53,18,8,56,418.49,34,4,45.5
5.659,12,3,15,46.651,25,51.617,29.051,46,13,7,47,363.47,26,5,35.0
5.858,12,5,17,43.655,28,46.656,30.344,42,17,10,44,485.76,30,5,41.0
4.42,12,5,17,45.313,26,49.495,28.733,44,13,9,45,378.44,27,6,38.0
5.748,12,4,16,86.261,43,97.637,51.405,86,16,11,89,593.8,46,6,56.0
4.174,0,4,4,24.502,13,27.203,14.8,24,6,4,24,181.21,13,3,17.0
6.745,12,4,16,43.036,25,46.627,28.371,42,12,9,44,399.55,27,5,37.0
5.824,6,4,10,58.723,30,65.943,35.168,58,8,10,61,436.59,33,5,40.0
8.31,18,5,23,54.978,33,59.827,36.765,54,21,8,57,463.54,36,6,50.0
5.578,0,4,4,35.254,17,39.946,20.402,35,5,5,35,238.32,17,3,21.0
7.449,28,4,32,92.538,51,102.992,59.209,92,29,13,96,728.87,55,7,73.0
5.672,16,3,19,73.4,38,82.767,44.583,73,16,10,76,521.68,41,5,52.0
6.796,6,2,8,44.131,21,49.903,25.675,44,8,5,44,293.4,21,4,26.0
5.174,12,3,15,34.018,21,36.589,23.254,33,13,7,34,370.24,22,4,31.0
7.62,12,5,17,48.742,28,53.202,30.469,47,13,11,48,409.46,29,7,40.0
4.23,12,3,16,43.658,25,48.076,28.304,43,13,7,44,358.45,26,4,37.0
7.208,6,4,10,45.524,24,50.119,26.975,44,8,10,44,360.43,24,7,31.0
8.097,18,3,21,75.341,39,84.151,46.661,75,19,10,77,572.81,41,6,53.0
6.824,6,3,9,52.218,25,59.315,30.245,52,9,7,52,349.48,25,4,31.0
8.155,6,3,9,47.636,23,53.531,27.599,47,7,8,47,344.48,23,5,29.0
8.0,6,3,9,56.429,27,63.94,32.487,56,9,8,56,379.51,27,5,33.0
7.638,0,6,6,36.48,19,40.658,22.095,36,10,5,36,263.32,19,4,25.0
8.745,6,3,9,60.312,29,68.355,35.013,60,9,8,61,405.55,30,5,36.0
7.558,12,4,16,51.08,28,56.325,31.787,50,14,9,51,406.5,29,6,39.0
8.155,18,5,23,60.098,36,66.275,39.422,59,21,10,63,485.54,40,5,54.0
5.77,21,3,25,52.618,32,57.411,36.017,52,19,8,55,464.6,35,4,50.5
5.0,11,8,19,59.694,37,64.91,39.984,58,17,13,63,539.64,42,6,55.5
5.0,11,5,16,55.291,33,60.78,36.082,54,15,11,58,467.55,37,5,47.5
5.009,6,4,10,60.531,30,68.438,35.508,60,10,9,61,418.55,31,5,38.0
8.0,11,4,15,65.018,34,72.115,39.796,64,12,11,66,510.69,36,7,45.5
5.31,12,3,15,43.182,25,47.174,28.217,42,13,8,43,430.32,26,4,35.0
4.77,12,4,16,44.767,25,49.202,28.524,44,14,7,45,361.45,26,5,36.0
5.638,18,5,23,56.167,33,61.004,37.504,55,19,10,57,552.5,35,6,49.0
9.678,18,6,24,74.549,41,82.321,46.553,73,20,14,75,604.77,43,8,58.0
4.7,12,3,15,46.862,27,51.427,29.486,45,13,9,46,401.44,28,4,37.0
8.495,12,4,16,43.756,26,47.289,27.921,42,14,10,43,380.41,27,7,37.0
4.0,12,0,12,32.233,19,35.561,21.933,32,10,5,34,292.81,21,1,27.0
4.854,12,4,16,43.211,25,46.996,27.712,42,14,8,43,363.42,26,6,36.0
6.255,5,2,7,23.705,13,27.03,13.897,23,4,7,23,182.22,13,1,17.5
9.699,12,3,15,57.152,29,64.072,35.125,57,13,8,58,436.65,30,4,39.0
8.137,21,3,25,55.502,33,60.826,37.544,55,19,8,58,478.63,36,4,51.5
6.06,17,3,20,50.963,29,56.571,32.368,50,14,10,52,415.52,31,4,42.5
4.754,11,1,12,31.16,17,34.907,19.633,31,11,4,32,230.29,18,2,24.5
5.097,11,1,12,34.043,18,38.322,21.16,34,11,4,35,244.32,19,2,25.5
6.541,12,4,16,73.181,37,82.683,44.088,73,16,9,75,508.68,39,5,49.0
8.585,0,4,4,57.858,27,65.647,32.223,57,4,10,57,386.51,27,6,31.0
7.921,24,3,27,56.207,33,61.823,37.862,56,25,6,59,457.58,36,4,51.0
6.222,12,2,14,34.32,20,37.375,23.206,34,12,5,36,306.43,22,3,30.0
6.11,6,3,10,42.313,23,46.495,25.733,41,7,9,41,342.41,23,6,31.0
5.26,11,3,15,59.949,32,66.654,36.862,59,10,10,61,461.59,34,6,44.5
6.886,12,3,15,41.633,24,45.498,27.469,41,13,7,43,363.49,26,4,35.0
6.394,6,5,11,75.494,36,85.806,43.351,75,11,11,75,505.69,36,6,44.0
7.959,21,5,26,76.476,41,85.687,47.77,76,21,11,79,577.77,44,5,59.5
5.301,6,4,11,71.247,37,79.69,42.673,70,8,13,73,535.69,40,7,49.0
4.699,12,3,15,36.902,22,40.004,24.781,36,13,7,37,384.27,23,4,32.0
6.469,18,3,22,48.44,29,52.993,32.809,48,19,6,50,405.5,31,4,45.0
5.569,18,3,21,46.44,27,50.993,30.809,46,19,6,48,381.48,29,4,41.0
8.357,11,3,15,47.4,26,52.328,30.523,47,11,7,48,391.55,27,4,37.5
5.699,21,3,25,62.596,36,68.866,41.313,62,19,9,65,522.69,39,5,54.5
5.523,17,2,19,67.087,35,75.644,41.32,67,17,8,70,476.63,38,4,48.5
4.921,17,3,20,57.738,32,64.029,36.62,57,16,9,60,455.58,35,5,46.5
5.301,6,3,9,69.956,33,79.972,40.395,70,9,9,72,459.66,35,4,41.0
4.921,17,4,21,60.065,34,66.239,38.335,59,17,10,62,483.59,37,6,49.5
5.377,12,5,17,58.796,32,64.577,35.952,57,13,13,58,487.61,33,8,44.0
5.672,17,2,19,61.32,33,68.813,38.266,61,17,8,64,448.57,36,4,46.5
6.166,6,3,9,68.854,33,78.474,40.374,69,9,8,72,456.65,36,4,42.0
4.5,18,2,20,45.036,26,49.863,29.907,45,20,4,47,345.42,28,3,39.0
5.561,12,5,17,45.633,28,49.177,29.181,43,13,13,44,435.47,29,6,40.0
6.644,12,5,17,44.607,26,48.498,28.415,43,13,11,44,399.49,27,6,38.0
5.301,6,3,9,78.287,36,89.637,45.459,79,9,7,82,497.75,39,4,45.0
4.0,18,3,22,52.465,32,57.571,35.643,52,21,6,55,424.48,35,4,49.0
5.727,6,3,9,68.854,33,78.474,40.374,69,9,8,72,456.65,36,4,42.0
5.602,6,3,9,70.956,34,80.972,41.395,71,9,9,74,471.67,37,4,43.0
7.409,12,5,17,53.029,30,57.747,32.898,51,13,13,52,459.55,31,8,42.0
5.77,12,9,21,50.353,32,53.502,32.263,47,13,17,48,489.49,33,10,48.0
5.155,22,3,25,67.069,38,73.539,43.612,66,21,10,69,602.54,41,7,55.0
8.585,12,5,17,44.745,28,47.939,31.048,43,13,13,44,651.27,29,6,40.0
5.301,6,2,8,58.632,31,66.121,34.723,57,7,11,60,441.51,34,3,39.0
8.071,16,7,23,81.232,44,90.604,50.221,80,19,14,83,624.79,47,7,62.0
5.793,12,2,14,33.709,22,35.542,22.638,32,15,7,34,302.25,24,7,32.0
4.0,12,0,12,32.236,18,35.827,20.82,32,10,5,33,262.36,19,2,25.0
4.699,6,3,9,51.436,25,58.398,29.74,51,9,8,51,350.47,25,4,31.0
5.18,6,4,10,63.414,31,71.853,37.035,63,10,9,64,432.58,32,5,39.0
7.745,28,5,33,90.356,50,100.774,58.376,90,29,12,94,758.8,54,5,73.0
6.252,18,3,21,87.498,43,99.261,52.701,88,21,8,90,587.83,45,5,57.0
5.591,22,6,28,87.356,47,97.774,55.376,87,25,12,90,722.77,50,5,67.0
5.569,21,3,25,61.269,35,67.657,40.598,61,19,8,64,506.69,38,4,53.5
6.678,11,3,15,53.167,28,59.158,33.576,53,11,7,54,419.61,29,4,39.5
4.845,12,2,14,82.814,44,90.615,49.204,80,15,15,83,624.65,47,15,55.0
5.898,23,6,29,89.229,52,97.655,57.966,87,26,17,90,818.06,55,10,72.5
8.484,22,5,27,80.589,44,89.943,51.322,80,23,12,83,682.7,47,5,63.0
6.009,23,2,25,51.214,31,56.282,35.115,51,23,6,54,428.54,34,3,47.5
6.135,28,6,34,97.123,53,108.604,62.429,97,31,12,101,798.87,57,5,77.0
6.082,34,6,40,95.356,55,105.774,63.376,95,37,12,100,818.85,60,5,83.0
5.904,28,6,34,85.589,49,94.943,56.322,85,31,12,89,742.75,53,5,73.0
8.132,12,3,15,50.854,27,56.614,31.093,50,12,9,51,393.51,28,5,37.0
6.492,6,4,10,36.873,21,39.874,22.394,35,8,10,35,318.34,21,7,28.0
7.456,12,2,14,47.022,25,52.777,29.455,47,14,5,49,338.44,27,3,35.0
5.672,12,3,15,68.145,35,76.192,40.651,67,13,12,69,508.66,37,7,46.0
9.114,12,4,16,52.407,29,57.534,32.502,51,14,10,52,422.5,30,7,40.0
5.672,12,3,15,57.393,31,63.448,35.05,56,13,11,58,451.55,33,7,42.0
8.678,18,3,21,55.854,32,61.614,36.093,55,19,9,58,453.56,35,5,47.0
7.854,12,5,17,42.16,26,45.502,27.084,40,13,11,41,383.39,27,6,38.0
7.0,6,3,9,36.32,20,39.953,21.986,35,7,9,36,301.36,21,5,27.0
7.0,12,2,14,40.164,22,44.125,26.447,40,12,6,41,354.55,23,3,31.0
5.672,6,3,9,32.109,18,35.329,19.745,31,7,8,32,271.33,19,4,25.0
6.239,6,2,8,52.891,26,60.106,31.53,53,8,6,56,357.5,29,3,34.0
5.102,12,5,17,53.451,34,57.366,33.768,49,13,17,50,535.49,35,6,46.0
6.824,12,5,17,45.065,28,48.181,30.465,43,13,13,44,557.27,29,6,40.0
5.886,15,4,19,50.524,29,55.119,31.975,49,14,10,51,420.48,31,7,42.5
5.841,6,3,9,65.97,32,75.059,38.847,66,9,8,69,442.62,35,4,41.0
9.0,12,2,14,64.312,33,72.355,39.013,64,14,8,67,453.59,36,5,44.0
8.444,12,3,15,48.971,27,54.199,30.567,48,13,9,50,391.49,29,5,38.0
8.097,12,6,18,48.96,29,53.285,30.964,47,14,12,48,422.46,30,7,42.0
7.538,18,8,26,62.458,38,67.455,40.634,60,20,15,62,562.63,40,9,57.0
6.638,12,5,17,45.255,28,48.386,30.07,43,13,13,44,468.37,29,6,40.0
7.018,12,5,17,48.96,29,53.285,30.964,47,13,12,49,422.46,31,7,42.0
5.672,12,4,16,69.698,37,77.112,42.06,68,14,13,70,537.65,39,9,49.0
5.672,6,3,9,36.32,20,39.953,21.986,35,7,9,36,301.36,21,5,27.0
5.918,12,3,15,49.618,29,54.087,32.222,48,13,11,50,460.37,31,5,40.0
7.824,12,5,17,41.647,25,45.163,26.701,40,13,10,41,365.4,26,6,37.0
7.658,18,8,26,59.575,37,64.039,39.107,57,20,15,59,548.6,39,9,56.0
8.097,12,7,19,44.52,28,47.664,28.625,42,13,13,43,410.4,29,8,42.0
7.854,12,5,17,41.865,26,45.246,27.196,40,13,11,41,378.4,27,6,38.0
5.672,11,3,14,56.916,30,63.447,34.829,56,10,11,58,454.63,32,5,40.5
7.796,12,5,17,44.531,26,48.578,28.228,43,13,10,44,379.43,27,6,38.0
7.538,6,5,11,36.302,23,38.766,22.324,33,7,13,33,357.3,23,6,31.0
7.678,18,8,26,59.575,37,64.039,39.107,57,20,15,59,548.6,39,9,56.0
5.672,12,4,16,66.814,36,73.697,40.533,65,14,13,67,523.62,38,9,48.0
8.523,12,3,15,46.087,26,50.784,29.04,45,13,9,47,377.46,28,5,37.0
5.672,12,4,16,72.582,38,80.528,43.586,71,14,13,73,551.68,40,9,50.0
7.77,12,5,17,41.971,26,45.107,27.528,40,13,11,41,399.84,27,6,38.0
8.678,12,3,15,50.298,28,55.408,31.281,49,13,10,51,407.49,30,6,39.0
6.804,6,4,10,49.4,26,54.906,29.303,48,8,11,49,386.48,27,6,34.0
7.678,18,3,21,57.083,32,63.61,37.19,57,21,7,59,447.6,34,3,46.0
8.509,18,8,26,64.56,39,69.953,41.656,62,20,16,64,577.65,41,9,58.0
5.672,16,2,18,56.091,33,62.002,35.363,54,15,11,57,462.47,36,4,46.0
9.509,18,2,20,56.091,31,62.54,36.147,56,19,7,59,436.48,34,4,45.0
7.569,12,5,17,44.531,26,48.578,28.228,43,13,10,44,379.43,27,6,38.0
4.187,12,3,15,42.953,24,47.332,27.192,42,13,7,43,351.43,25,4,34.0
7.222,6,3,9,42.087,22,46.784,25.04,41,7,9,42,329.42,23,5,29.0
8.377,12,5,17,59.389,34,65.183,38.162,58,17,11,61,506.02,37,6,48.0
6.983,6,3,9,39.204,21,43.368,23.513,38,7,9,39,315.39,22,5,28.0
9.097,12,5,17,46.069,29,49.597,29.378,43,13,13,44,433.4,30,6,41.0
4.0,0,2,2,18.92,10,20.72,10.912,18,1,6,18,165.1,10,4,12.0
7.086,11,3,14,44.509,25,49.285,28.797,44,13,8,45,377.53,26,3,34.5
7.893,0,3,3,59.97,26,69.059,32.847,60,3,8,60,370.56,26,4,29.0
7.824,18,4,22,56.636,32,62.531,36.599,56,19,8,58,452.57,34,5,47.0
5.672,12,3,15,68.927,35,77.109,41.157,68,13,11,70,507.67,37,7,46.0
7.678,18,8,26,62.458,38,67.455,40.634,60,20,15,62,562.63,40,9,57.0
