pXC50,D.Dtr09,Eig11_AEA.bo.,Xindex,Eig08_AEA.bo.,Vindex,Eig08_EA,SM02_AEA.dm.,SpMax5_Bh.m.,Eig08_EA.ed.,SM03_AEA.ri.,Eig08_AEA.ed.,Eig08_AEA.ri.,RDCHI,Eig08_EA.ri.,Eig10_AEA.bo.,Eig11_EA.bo.,Yindex,Eig11_AEA.ri.,SpMax5_Bh.p.,SpMax5_Bh.v.,Eig07_EA,SM15_AEA.bo.,GMTIV,Eig02_EA,SM10_AEA.bo.,SMTIV,Eig07_AEA.ri.,X1v,Eig08_EA.bo.,GMTI,Wap,ATS2p,CSI,SpAD_EA.bo.,ATS1p,ATSC3i,SpMax5_Bh.i.,ATS2v,Eig13_EA.ed.,SM08_AEA.ri.,piID,SpAD_AEA.dm.,SpMaxA_AEA.ri.,LPRS,SMTI,X0v,Eig09_AEA.bo.,SpAD_EA.ri.,Eig06_EA.ri.,ATSC4i,X2sol,Eig09_AEA.ri.,X1sol,Eig10_EA.bo.,piPC01,SCBO,Eig11_AEA.ed.,Eig13_EA.bo.,MWC04,Psi_i_1,ECC,SpAD_EA.ed.,piPC02,SM02_EA.bo.,SpMax4_Bh.v.,MSD,SpMin4_Bh.p.,Eig09_EA.ri.,ZM2V
5.206,102.737,2.118,0.285,2.72,0.178,1.253,1.253,3.16,3.557,3.557,4.144,2.213,3.781,1.199,2.277,0.927,0.472,1.618,2.999,3.03,1.529,1.529,19906.0,2.843,2.843,11411.0,2.495,7.606,1.817,7381.0,15295.0,3.752,580.0,57.149,3.386,1.042,3.271,3.739,-0.195,-0.195,11.15,41.76,0.15,115.733,6860.0,13.037,2.5,39.894,1.684,1.06,10.708,2.0,11.687,1.116,3.676,38.5,3.159,-0.104,6.603,13.716,261.0,116.437,4.331,5.017,3.314,6.488,1.587,1.0,375.0
5.768,69.987,0.642,0.382,2.165,0.247,0.666,0.666,2.998,1.639,1.639,3.266,1.545,3.146,0.564,1.077,-0.912,0.687,0.128,2.788,2.768,1.076,1.076,11302.0,2.841,2.841,5754.0,1.999,7.156,0.988,3004.0,4493.0,3.581,313.0,42.405,3.191,0.636,2.939,3.463,-2.625,-2.625,9.205,31.075,0.196,76.536,2896.0,11.403,1.847,26.967,1.323,0.551,9.941,1.241,9.826,-0.402,3.384,28.5,2.0,-1.5,6.29,10.228,143.0,85.859,4.034,4.718,2.944,4.847,1.257,0.304,336.0
5.127,81.177,2.456,0.304,2.747,0.195,1.389,1.389,3.187,3.326,3.326,4.105,2.373,3.773,1.361,2.511,1.425,0.537,2.005,3.03,3.055,1.516,1.516,23724.0,2.86,2.86,13318.0,2.508,9.198,1.787,8108.0,23152.0,3.939,583.0,58.883,3.515,1.326,3.252,3.876,-0.431,-0.431,10.903,46.282,0.145,126.759,7688.0,14.728,2.53,42.747,1.715,1.329,12.324,2.309,12.933,1.475,3.689,39.0,3.436,-0.202,6.727,15.459,266.0,131.142,4.341,5.027,3.205,6.187,1.613,1.288,414.0
5.026,0.0,0.813,0.461,2.347,0.298,0.784,0.784,2.906,1.885,1.885,3.414,1.77,3.055,0.772,1.0,-1.0,0.829,0.061,2.809,2.87,1.0,1.0,8771.0,2.777,2.777,5530.0,2.0,6.051,1.212,3003.0,3050.0,3.498,313.0,40.698,3.131,0.922,3.217,3.465,-2.314,-2.314,8.417,31.316,0.204,82.688,3126.0,11.098,1.336,29.194,1.218,0.911,8.397,1.046,8.986,-0.571,3.35,27.5,2.0,-1.5,6.279,10.198,154.0,86.168,3.966,4.649,2.991,5.074,1.657,0.084,288.0
5.113,0.0,0.819,0.388,2.407,0.238,1.0,1.0,3.223,2.136,2.136,3.247,2.0,3.33,1.0,1.114,-0.626,0.613,0.448,2.793,2.737,1.0,1.0,12001.0,2.521,2.521,6761.0,2.0,7.75,1.356,3748.0,2782.0,3.652,403.0,38.024,3.293,0.842,2.925,3.508,-2.347,-2.347,7.956,31.834,0.19,85.582,3721.0,12.707,1.534,26.549,1.041,0.729,9.212,1.214,10.285,-0.297,3.332,27.0,2.0,-1.5,6.098,10.494,193.0,72.635,3.829,4.511,3.061,5.995,1.291,0.282,258.0
5.785,0.0,1.122,0.367,2.505,0.236,1.028,1.028,3.121,2.543,2.543,3.581,1.996,3.311,0.991,1.278,-0.321,0.65,0.627,2.838,2.84,1.402,1.402,12261.0,2.795,2.795,6829.0,2.342,6.5,1.475,3974.0,6627.0,3.576,377.0,46.032,3.226,0.773,3.032,3.536,-1.851,-1.851,10.653,32.91,0.183,88.83,3829.0,11.249,2.287,30.669,1.388,0.713,8.993,1.618,10.026,-0.091,3.481,31.5,2.496,-1.046,6.354,11.073,174.0,90.434,4.127,4.812,3.077,5.237,1.359,0.62,311.0
4.959,73.531,0.944,0.414,2.563,0.277,1.023,1.023,2.953,2.478,2.478,3.485,2.014,3.138,1.004,1.196,-0.508,0.823,0.593,2.927,2.911,1.27,1.27,9557.0,2.763,2.763,5809.0,2.268,6.663,1.496,3433.0,6075.0,3.581,329.0,43.647,3.227,0.926,3.141,3.552,-2.072,-2.072,8.931,36.222,0.192,86.625,3399.0,12.016,2.101,32.389,1.552,0.98,9.394,1.474,9.847,-0.433,3.434,30.0,2.414,-1.125,6.46,11.264,154.0,100.191,3.998,4.682,3.061,4.627,1.395,0.462,323.0
5.366,0.0,0.886,0.412,1.945,0.258,0.728,0.728,2.976,1.671,1.671,3.212,1.615,3.283,0.617,1.17,-0.541,0.686,0.534,3.008,2.988,1.187,1.187,12558.0,2.7,2.7,7185.0,2.165,6.962,0.844,3921.0,3273.0,3.55,393.0,40.227,3.225,0.832,3.249,3.497,-2.49,-2.49,8.223,31.85,0.182,90.534,3953.0,12.899,1.221,28.364,1.425,0.775,9.528,0.909,10.119,-0.342,3.367,28.0,2.192,-1.211,6.229,10.599,190.0,82.243,3.932,4.615,3.026,5.745,1.411,0.0,291.0
5.05,107.444,1.73,0.336,2.774,0.212,1.389,1.389,3.298,2.967,2.967,3.611,2.348,3.656,1.311,1.847,0.521,0.568,1.247,3.145,3.119,1.532,1.532,17916.0,2.982,2.982,10790.0,2.461,9.573,1.8,6606.0,9529.0,3.895,553.0,51.378,3.517,1.143,3.304,3.78,-0.484,-0.484,9.786,42.205,0.16,115.421,6458.0,15.668,2.399,35.787,1.484,1.255,11.557,2.088,12.459,0.582,3.57,34.5,3.0,-0.286,6.558,13.879,259.0,110.949,4.197,4.883,3.249,6.332,1.642,1.057,359.0
5.223,0.0,1.602,0.376,2.5,0.231,1.0,1.0,3.095,2.136,2.136,3.247,2.0,3.585,1.0,1.676,0.27,0.593,1.168,2.875,2.872,1.0,1.0,17239.0,2.557,2.557,9866.0,2.0,7.539,1.5,5523.0,3879.0,3.627,526.0,43.375,3.312,0.904,3.237,3.554,-1.323,-1.323,8.168,37.366,0.165,104.815,5509.0,12.853,1.871,31.016,1.355,0.886,9.508,1.598,11.14,0.549,3.466,31.0,2.541,-0.787,6.252,11.367,254.0,84.813,3.951,4.635,3.159,6.684,1.541,0.616,320.0
5.365,0.0,1.37,0.346,2.523,0.219,1.179,1.179,3.091,2.344,2.344,3.438,2.089,3.552,1.061,2.168,0.172,0.593,1.074,3.112,3.099,1.414,1.414,15858.0,2.975,2.975,9438.0,2.394,7.404,1.422,5773.0,9954.0,3.711,500.0,50.428,3.372,0.983,3.253,3.684,-0.808,-0.808,11.026,37.181,0.161,108.382,5631.0,12.73,2.344,35.141,1.41,0.947,9.687,1.91,11.186,1.043,3.57,34.5,2.611,-0.485,6.488,12.736,234.0,102.871,4.205,4.89,3.251,5.963,1.63,0.907,332.0
5.186,0.0,1.212,0.392,2.612,0.242,1.239,1.239,3.356,2.767,2.767,3.541,2.182,3.561,1.139,1.712,-0.035,0.631,0.853,2.986,3.049,1.469,1.469,32953.0,2.958,2.958,14968.0,2.35,6.965,1.598,6421.0,5843.0,3.487,522.0,48.467,3.148,1.101,3.34,3.544,-1.787,-1.787,8.983,37.582,0.167,116.83,6528.0,12.727,2.46,33.642,1.443,0.994,9.263,1.969,10.364,0.609,3.526,33.0,2.782,-0.86,6.475,11.887,256.0,107.126,4.111,4.796,3.099,6.722,1.625,0.967,428.0
4.0,181.036,1.847,0.301,2.976,0.191,1.473,1.473,3.292,3.361,3.361,4.02,2.443,3.645,1.388,1.956,0.521,0.517,1.347,3.033,2.962,1.521,1.521,19067.0,3.003,3.003,10339.0,2.481,9.014,2.179,6288.0,15691.0,3.805,520.0,55.463,3.43,0.859,3.213,3.723,-0.669,-0.669,11.282,42.855,0.156,108.147,5852.0,13.832,2.562,37.142,1.532,0.925,11.428,2.055,12.191,0.694,3.638,37.0,3.0,-0.324,6.594,13.415,233.0,114.34,4.324,5.011,3.269,5.941,1.466,1.047,402.0
5.071,0.0,1.124,0.375,2.5,0.243,1.0,1.0,2.882,2.275,2.275,3.414,2.0,3.296,1.0,1.42,-0.377,0.679,0.667,2.796,2.817,1.084,1.084,11411.0,2.616,2.616,6533.0,2.063,6.154,1.5,3874.0,6614.0,3.554,377.0,46.13,3.207,0.845,3.007,3.532,-2.143,-2.143,10.676,32.675,0.187,88.447,3751.0,10.562,2.208,31.593,1.406,0.828,8.63,1.639,9.737,0.156,3.481,31.5,2.369,-1.211,6.354,11.042,174.0,90.661,4.127,4.812,3.03,5.126,1.348,0.642,303.0
5.251,113.818,2.105,0.359,2.571,0.234,1.155,1.155,3.149,2.839,2.839,3.675,2.057,3.822,1.042,2.2,1.095,0.664,1.865,3.112,3.112,1.49,1.49,17515.0,2.652,2.652,11928.0,2.484,9.559,1.599,8036.0,12351.0,3.947,563.0,54.536,3.586,1.462,3.392,3.889,0.509,0.509,10.219,42.863,0.144,132.987,8001.0,16.606,2.5,40.281,1.766,1.566,11.29,2.0,13.118,1.144,3.638,37.0,3.144,0.354,6.629,15.548,270.0,118.512,4.216,4.902,3.442,6.141,1.829,1.0,337.0
5.173,0.0,0.845,0.427,2.5,0.271,1.0,1.0,2.841,2.136,2.136,3.247,2.0,3.195,1.0,1.0,-0.964,0.731,0.23,2.782,2.784,1.0,1.0,11233.0,2.765,2.765,6328.0,2.0,5.615,1.5,3320.0,2845.0,3.372,345.0,41.261,3.064,0.806,3.059,3.363,-2.18,-2.18,8.92,30.403,0.19,83.817,3359.0,10.302,1.938,28.596,1.12,0.734,7.989,1.397,9.165,-0.709,3.401,29.0,2.0,-1.5,6.159,9.605,167.0,77.72,3.951,4.635,3.088,5.376,1.575,0.413,301.0
5.09,0.0,1.398,0.4,2.414,0.249,0.935,0.935,3.125,2.329,2.329,3.559,1.864,3.491,0.852,1.712,0.238,0.656,1.196,3.087,3.119,1.414,1.414,18182.0,2.935,2.935,10678.0,2.414,8.405,1.338,5671.0,4435.0,3.781,492.0,43.785,3.368,1.195,3.395,3.703,-2.0,-2.0,7.454,38.292,0.165,109.91,5755.0,13.928,2.161,33.981,1.47,1.175,10.642,1.538,11.288,0.513,3.45,30.5,2.57,-0.893,6.415,13.0,240.0,100.275,3.937,4.62,3.143,6.404,1.601,0.563,341.0
5.31,0.0,1.675,0.405,2.6,0.255,1.313,1.313,3.248,2.957,2.957,3.641,2.253,3.746,1.222,2.361,0.401,0.684,1.277,3.075,3.107,1.412,1.412,30095.0,2.678,2.678,15661.0,2.395,8.527,1.609,7559.0,7504.0,3.741,604.0,50.19,3.42,1.168,3.374,3.714,-0.53,-0.53,9.272,43.094,0.148,129.215,7773.0,15.056,2.5,36.862,1.441,1.238,10.508,2.003,12.065,1.268,3.584,35.0,2.95,-0.254,6.488,13.406,300.0,107.532,4.094,4.779,3.136,6.853,1.543,1.0,387.0
5.26,0.0,0.858,0.363,2.5,0.232,1.0,1.0,2.964,2.275,2.275,3.414,2.0,3.329,1.0,1.401,-0.531,0.638,0.507,2.79,2.789,1.204,1.204,12834.0,2.7,2.7,7023.0,2.197,6.593,1.5,4042.0,6246.0,3.592,400.0,43.543,3.23,0.786,2.994,3.558,-1.619,-1.619,9.211,34.115,0.18,89.084,3888.0,11.354,1.982,31.025,1.463,0.784,9.125,1.59,10.009,0.098,3.434,30.0,2.286,-0.891,6.34,11.219,184.0,90.42,4.007,4.691,2.959,5.349,1.334,0.605,301.0
5.529,0.0,1.723,0.393,2.849,0.246,1.412,1.412,3.379,3.23,3.23,3.91,2.394,3.9,1.36,2.5,0.527,0.653,1.39,3.2,3.136,1.798,1.798,33849.0,3.004,3.004,18549.0,2.639,9.409,1.964,9417.0,9089.0,3.876,691.0,53.472,3.536,1.398,3.379,3.833,-0.516,-0.516,9.392,46.739,0.141,143.264,9662.0,16.609,2.579,40.236,1.847,1.446,12.156,2.099,12.839,1.5,3.638,37.0,3.133,-0.241,6.586,14.812,344.0,119.969,4.159,4.844,3.28,7.366,1.663,1.084,401.0
4.996,0.0,1.44,0.341,2.5,0.214,1.009,1.009,3.072,2.497,2.497,3.581,2.0,3.576,1.0,2.078,0.132,0.575,1.07,2.989,3.007,1.395,1.395,17190.0,2.823,2.823,9945.0,2.382,7.301,1.5,5889.0,9754.0,3.68,529.0,50.364,3.334,1.009,3.207,3.658,-0.895,-0.895,10.451,37.904,0.161,108.892,5760.0,12.614,2.443,35.445,1.439,0.959,9.806,1.973,11.169,0.979,3.57,34.5,2.814,-0.606,6.482,12.593,248.0,102.636,4.19,4.875,3.274,6.187,1.585,0.967,343.0
5.184,88.067,2.344,0.333,2.612,0.219,1.131,1.131,3.031,2.852,2.852,3.814,2.078,3.563,1.067,2.5,1.281,0.629,1.894,2.929,2.936,1.38,1.38,17412.0,2.94,2.94,9966.0,2.368,7.601,1.665,6188.0,15664.0,3.776,511.0,57.479,3.397,1.289,3.253,3.757,-0.223,-0.223,11.479,41.416,0.159,112.102,5865.0,13.07,2.5,39.56,1.742,1.303,10.015,2.0,11.254,1.5,3.664,38.0,3.247,-0.121,6.676,13.849,232.0,121.696,4.36,5.047,3.298,5.485,1.558,1.0,382.0
5.343,91.779,1.531,0.351,2.413,0.223,0.82,0.82,3.066,2.118,2.118,3.511,1.82,3.456,0.814,2.007,0.336,0.604,1.124,2.916,2.911,1.429,1.429,20980.0,2.922,2.922,10346.0,2.413,6.884,1.251,5100.0,8078.0,3.502,470.0,51.033,3.159,0.754,3.244,3.527,-1.781,-1.781,9.896,38.079,0.166,102.082,5016.0,12.047,2.156,34.138,1.413,0.732,10.404,1.649,10.971,0.828,3.57,34.5,2.8,-0.972,6.488,11.5,221.0,104.971,4.227,4.913,3.123,5.861,1.523,0.648,424.0
5.384,0.0,1.401,0.336,2.534,0.211,1.063,1.063,3.053,2.506,2.506,3.475,2.031,3.622,1.022,2.171,0.16,0.566,1.065,3.023,3.017,1.313,1.313,17116.0,2.679,2.679,10021.0,2.288,8.012,1.55,5980.0,8962.0,3.716,524.0,50.293,3.386,1.047,3.272,3.656,-1.384,-1.384,10.117,37.584,0.157,109.265,5846.0,13.646,2.5,35.001,1.703,1.061,10.8,1.958,11.551,1.01,3.57,34.5,2.865,-0.647,6.454,12.674,247.0,101.714,4.163,4.848,3.303,6.276,1.536,0.956,352.0
5.524,0.0,1.79,0.382,2.797,0.251,1.374,1.374,3.243,3.117,3.117,4.121,2.308,3.619,1.273,1.992,0.583,0.723,1.389,3.006,2.992,1.623,1.623,25074.0,3.017,3.017,13858.0,2.55,8.799,1.881,7433.0,14199.0,3.809,560.0,57.061,3.463,0.969,3.314,3.811,0.48,0.48,10.798,45.626,0.146,131.395,7480.0,16.917,2.517,39.771,1.574,1.126,11.877,2.091,13.609,0.885,3.676,38.5,3.015,0.388,6.723,14.413,269.0,127.645,4.331,5.017,3.164,5.802,1.531,1.026,436.0
4.775,0.0,1.766,0.321,2.539,0.2,1.033,1.033,3.117,2.545,2.545,3.561,2.037,3.7,1.031,2.223,0.635,0.525,1.437,3.011,3.013,1.414,1.414,19582.0,2.724,2.724,10913.0,2.381,7.96,1.5,6376.0,7779.0,3.712,538.0,49.78,3.372,1.145,3.213,3.652,-0.992,-0.992,9.676,37.556,0.158,110.085,6122.0,13.016,2.5,34.787,1.448,1.129,9.933,2.0,11.218,1.09,3.57,34.5,3.052,-0.53,6.422,12.741,251.0,98.426,4.131,4.816,3.192,6.504,1.601,1.0,360.0
5.066,70.296,1.0,0.391,2.5,0.255,1.0,1.0,2.797,2.275,2.275,3.414,2.0,3.158,1.0,1.144,-0.948,0.721,0.306,2.756,2.756,1.132,1.132,11207.0,2.751,2.751,6071.0,2.108,5.634,1.5,3260.0,6014.0,3.458,343.0,46.4,3.077,0.832,3.028,3.463,-2.633,-2.633,9.982,33.314,0.193,82.063,3212.0,9.83,1.902,30.973,1.329,0.788,8.589,1.341,9.131,-0.229,3.466,31.0,2.311,-1.5,6.365,10.426,160.0,92.926,4.155,4.84,2.954,4.938,1.549,0.371,319.0
4.004,0.0,1.137,0.312,2.5,0.192,1.0,1.0,3.178,2.275,2.275,3.414,2.0,3.684,1.0,1.83,0.0,0.495,0.861,2.888,2.886,1.0,1.0,18692.0,2.737,2.737,10165.0,2.0,8.563,1.5,5972.0,6011.0,3.731,547.0,45.082,3.421,0.824,3.002,3.64,-0.627,-0.627,9.282,39.699,0.16,104.43,5691.0,13.44,2.303,32.47,1.348,0.755,10.368,1.665,11.492,0.725,3.497,32.0,2.618,-0.378,6.378,12.749,253.0,93.32,4.025,4.71,3.351,6.612,1.553,0.666,311.0
4.536,0.0,1.26,0.405,2.448,0.269,1.018,1.018,3.102,2.582,2.582,3.714,2.028,3.252,1.02,2.0,0.073,0.787,0.955,2.941,2.941,1.226,1.226,15843.0,2.804,2.804,8363.0,2.206,7.442,1.346,4376.0,8298.0,3.728,397.0,45.638,3.298,1.065,3.206,3.699,-1.622,-1.622,8.747,39.872,0.18,98.976,4359.0,12.468,2.257,35.755,1.416,1.038,10.019,1.984,10.792,0.86,3.466,31.0,2.979,-0.917,6.561,12.893,187.0,110.334,4.016,4.7,3.033,5.004,1.419,0.983,339.0
5.323,0.0,0.694,0.448,1.724,0.288,0.511,0.511,2.819,1.067,1.067,2.951,1.444,3.139,0.463,0.823,-0.666,0.794,0.4,2.843,2.821,1.0,1.0,10112.0,2.624,2.624,5909.0,2.0,5.999,0.581,3115.0,3093.0,3.459,351.0,38.898,3.128,0.84,3.149,3.441,-2.83,-2.83,8.297,30.289,0.199,83.329,3240.0,10.959,1.635,28.157,1.236,0.867,8.129,1.336,9.097,-0.59,3.314,26.5,2.0,-1.425,6.225,10.106,173.0,81.987,3.887,4.57,3.005,5.314,1.562,0.39,269.0
5.345,80.368,1.705,0.323,2.411,0.208,1.098,1.098,3.028,2.446,2.446,3.458,2.088,3.436,1.085,1.827,0.516,0.577,1.299,2.897,2.892,1.352,1.352,14557.0,2.943,2.943,7843.0,2.337,7.341,1.343,4827.0,11172.0,3.654,415.0,49.583,3.263,0.87,3.197,3.634,-1.668,-1.668,9.969,38.249,0.174,94.454,4447.0,12.068,2.2,34.725,1.439,0.849,10.04,1.818,10.674,0.602,3.512,32.5,3.038,-0.875,6.558,12.297,183.0,109.933,4.182,4.868,3.079,5.27,1.519,0.806,365.0
5.072,0.0,1.786,0.346,2.656,0.219,1.262,1.262,3.143,2.908,2.908,3.601,2.22,3.515,1.192,1.892,0.489,0.593,1.278,3.021,3.046,1.452,1.452,16585.0,2.838,2.838,9116.0,2.417,6.825,1.444,5268.0,8020.0,3.584,450.0,46.309,3.249,0.834,3.235,3.592,-1.163,-1.163,9.283,39.171,0.164,102.095,5078.0,11.743,2.451,33.502,1.468,0.81,9.145,1.611,10.775,0.789,3.526,33.0,2.679,-0.729,6.415,11.978,209.0,96.655,4.043,4.727,3.093,5.807,1.47,0.627,336.0
5.108,0.0,2.374,0.305,2.829,0.189,1.309,1.309,3.193,3.622,3.622,4.167,2.234,4.039,1.208,2.5,1.316,0.493,1.983,3.127,3.099,1.75,1.75,34339.0,2.926,2.926,18761.0,2.693,9.263,1.782,10591.0,12743.0,3.851,772.0,57.435,3.514,1.141,3.302,3.825,0.319,0.319,10.012,48.683,0.132,143.753,10296.0,15.849,2.68,41.79,1.985,1.215,12.851,2.128,13.873,1.5,3.714,40.0,3.414,0.155,6.64,15.077,365.0,123.068,4.263,4.949,3.322,7.483,1.638,1.091,435.0
5.638,0.0,1.418,0.319,2.5,0.198,1.0,1.0,3.131,2.275,2.275,3.414,2.0,3.703,1.0,2.5,0.186,0.519,1.052,2.799,2.802,1.237,1.237,20829.0,2.653,2.653,11259.0,2.237,7.343,1.5,6447.0,7689.0,3.655,565.0,50.098,3.329,0.868,2.975,3.629,-1.278,-1.278,9.843,37.814,0.154,110.244,6182.0,12.826,2.5,34.464,1.412,0.794,10.268,2.0,11.492,1.5,3.584,35.0,2.883,-0.706,6.409,12.368,263.0,97.323,4.151,4.836,3.146,6.603,1.452,1.0,354.0
5.083,0.0,1.844,0.344,2.82,0.218,1.414,1.414,2.972,3.526,3.526,4.06,2.353,3.64,1.311,2.171,0.65,0.592,1.451,3.012,2.987,1.639,1.639,25483.0,2.833,2.833,13377.0,2.629,7.602,1.949,7103.0,8715.0,3.675,573.0,54.309,3.344,1.382,3.283,3.708,-0.479,-0.479,9.585,42.93,0.157,121.279,6971.0,13.969,2.437,39.043,1.687,1.23,10.05,1.993,11.059,1.018,3.611,36.0,3.151,-0.222,6.635,13.461,270.0,121.127,4.263,4.949,3.231,6.312,1.711,0.985,423.0
5.234,0.0,1.173,0.352,2.827,0.224,1.26,1.26,3.192,2.894,2.894,3.613,2.219,3.466,1.201,1.526,-0.348,0.611,0.681,2.832,2.853,1.426,1.426,17229.0,2.769,2.769,9251.0,2.416,6.81,1.848,5124.0,8426.0,3.586,425.0,49.318,3.234,0.918,3.119,3.574,-1.158,-1.158,10.837,35.838,0.171,101.722,4968.0,12.119,2.265,33.281,1.486,0.856,10.05,1.787,10.92,0.344,3.541,33.5,2.553,-0.605,6.45,11.772,198.0,99.605,4.19,4.875,3.145,5.672,1.496,0.788,359.0
5.319,0.0,2.5,0.348,2.852,0.224,1.396,1.396,3.716,2.999,2.999,3.576,2.373,3.924,1.356,2.5,1.5,0.63,2.0,3.365,3.286,1.554,1.554,26899.0,2.823,2.823,15608.0,2.548,10.389,1.99,9268.0,6873.0,3.939,624.0,61.757,3.608,1.323,3.463,3.866,-0.11,-0.11,9.406,46.296,0.144,140.003,9037.0,16.796,2.582,42.289,1.672,1.421,14.097,2.0,14.547,1.5,3.784,43.0,3.247,-0.048,6.64,15.542,296.0,123.438,4.388,5.075,3.53,6.363,1.685,1.0,440.0
4.896,64.122,2.195,0.357,2.626,0.239,1.157,1.157,3.11,2.923,2.923,3.743,2.161,3.415,1.161,2.475,0.86,0.712,1.609,2.942,2.975,1.34,1.34,16060.0,2.936,2.936,8797.0,2.341,7.079,1.669,5215.0,16284.0,3.726,427.0,55.632,3.335,0.738,3.128,3.729,-1.335,-1.335,10.809,43.585,0.17,104.373,4947.0,11.906,2.5,40.798,1.545,0.764,10.07,2.0,11.182,1.368,3.651,37.5,3.284,-0.696,6.673,13.309,193.0,121.241,4.28,4.966,3.101,4.919,1.599,1.0,381.0
5.47,0.0,1.0,0.412,2.396,0.258,0.731,0.731,3.121,1.68,1.68,3.227,1.707,3.331,0.687,1.189,-0.445,0.687,0.62,2.958,2.964,1.458,1.458,15266.0,2.791,2.791,8446.0,2.368,7.089,1.103,4398.0,3752.0,3.623,416.0,43.06,3.282,0.818,3.199,3.561,-1.351,-1.351,8.947,33.662,0.173,96.687,4452.0,13.165,1.318,29.94,1.706,0.784,10.136,0.893,10.513,-0.361,3.434,30.0,2.359,-0.679,6.304,11.104,202.0,88.545,4.025,4.71,3.07,5.889,1.5,0.0,314.0
4.903,70.296,1.0,0.391,2.5,0.255,1.0,1.0,2.844,2.275,2.275,3.414,2.0,3.158,1.0,1.144,-0.948,0.721,0.311,2.807,2.813,1.132,1.132,10244.0,2.751,2.751,5838.0,2.121,5.842,1.5,3260.0,6014.0,3.493,343.0,46.4,3.12,0.835,3.091,3.486,-2.633,-2.633,9.982,33.174,0.193,82.063,3212.0,10.277,1.902,31.218,1.349,0.831,8.589,1.369,9.131,-0.229,3.466,31.0,2.311,-1.5,6.365,10.563,160.0,92.926,4.155,4.84,3.018,4.938,1.608,0.382,315.0
5.427,0.0,2.5,0.282,2.849,0.17,1.359,1.359,3.308,3.051,3.051,3.785,2.347,4.148,1.252,2.535,1.5,0.429,2.0,3.039,3.083,1.414,1.414,41838.0,2.785,2.785,21472.0,2.353,8.598,1.868,11588.0,13832.0,3.818,832.0,60.071,3.482,1.03,3.265,3.802,0.501,0.501,10.997,46.071,0.131,146.129,11225.0,15.259,2.659,42.316,1.755,1.018,12.352,2.073,13.814,1.5,3.761,42.0,3.414,0.255,6.605,14.7,394.0,119.481,4.324,5.011,3.202,8.306,1.565,1.061,438.0
5.052,71.965,0.797,0.372,2.186,0.239,0.835,0.835,3.143,1.921,1.921,3.3,1.783,3.231,0.777,1.209,-0.621,0.657,0.276,2.797,2.773,1.197,1.197,12797.0,2.847,2.847,6566.0,2.185,6.371,1.085,3480.0,5779.0,3.481,357.0,43.31,3.121,0.673,2.962,3.462,-2.091,-2.091,9.692,33.124,0.192,82.777,3360.0,11.266,1.837,28.962,1.252,0.631,9.058,1.433,9.815,-0.079,3.401,29.0,2.359,-1.261,6.326,10.434,164.0,88.381,4.056,4.741,2.993,5.085,1.293,0.448,336.0
5.388,68.686,0.837,0.422,2.5,0.283,1.0,1.0,2.919,2.136,2.136,3.247,2.0,3.085,1.0,1.196,-0.63,0.848,0.446,2.899,2.888,1.027,1.027,8842.0,2.714,2.714,5216.0,2.016,6.253,1.495,3022.0,5242.0,3.5,310.0,41.812,3.154,0.85,3.135,3.479,-2.347,-2.347,8.788,34.322,0.201,80.521,2976.0,11.093,2.1,30.73,1.471,0.859,8.76,1.473,9.453,-0.434,3.401,29.0,2.374,-1.217,6.399,10.621,144.0,93.833,3.942,4.625,2.973,4.447,1.379,0.461,313.0
5.095,0.0,1.2,0.376,2.563,0.244,1.0,1.0,2.961,2.566,2.566,3.676,2.0,3.377,1.0,2.415,-0.101,0.689,0.894,2.955,2.953,1.142,1.142,14734.0,2.815,2.815,8421.0,2.077,6.714,1.588,4753.0,7434.0,3.636,429.0,51.417,3.263,1.011,3.218,3.621,-1.756,-1.756,10.131,37.709,0.173,100.594,4693.0,11.932,2.5,35.517,1.372,1.062,9.715,2.0,10.559,1.374,3.57,34.5,2.7,-1.012,6.497,12.059,202.0,105.658,4.223,4.909,3.128,5.428,1.593,1.0,352.0
5.402,0.0,0.791,0.37,2.37,0.238,0.923,0.923,2.964,2.566,2.566,3.595,1.766,3.286,0.759,1.398,-0.617,0.66,0.433,2.992,2.971,1.392,1.392,10763.0,2.834,2.834,6463.0,2.322,7.914,1.314,3902.0,5813.0,3.666,372.0,45.138,3.324,0.935,3.242,3.563,-1.969,-1.969,9.499,33.098,0.182,88.826,3802.0,13.101,2.138,30.05,1.364,0.993,10.194,1.435,10.493,0.155,3.434,30.0,2.387,-0.92,6.395,11.401,173.0,95.343,4.078,4.762,2.998,5.253,1.451,0.5,339.0
4.0,0.0,2.284,0.363,2.686,0.235,1.229,1.229,3.294,3.06,3.06,3.958,2.199,3.611,1.16,2.5,1.12,0.661,1.631,2.947,2.937,1.403,1.403,23251.0,2.834,2.834,12428.0,2.377,9.115,1.762,6686.0,8749.0,3.865,524.0,55.313,3.485,0.899,3.188,3.787,-0.86,-0.86,9.885,42.438,0.155,119.894,6588.0,15.649,2.511,38.594,1.705,1.039,12.455,2.0,12.984,1.446,3.651,37.5,3.414,-0.454,6.603,13.92,248.0,117.156,4.266,4.952,3.166,5.901,1.518,1.0,398.0
