pXC50,C.002,SpMin2_Bh.s.,nCt,C.003,C.043,H.046,SaaO,GATS5s,C.031,nCs,SaaN,NaaO,GATS4s,GATS4e,nCrt,N.075,NaaN,P_VSA_s_4,Eta_L_A,nCrs,Eta_FL_A,C.024,nCbH,MATS4m,CATS2D_04_LL,NssCH2,MATS4s,nBnz,MATS4v,GATS2v,ATSC7s,SpMin8_Bh.e.,SdO,GATS2p,MATS4e,P_VSA_MR_1,SpMax6_Bh.s.,MATS1s,CATS2D_01_AA,SRW05,SRW07,ATSC8s,nR05,SpMin8_Bh.i.,ATSC5s,P_VSA_LogP_3,P_VSA_s_3,GATS8i,GATS4m,MATS3s,SpMax8_Bh.s.,SpMin1_Bh.s.,P_VSA_MR_7,nCsp3,SpMin6_Bh.s.,SaaCH,GATS4v,H.051,CIC2,IC1,Eta_L,MAXDP,MATS2p,Eig05_AEA.dm.,ATSC6s,nCb.
7.699,3,1.298,1,1,0,7,0.0,1.32,0,4,0.0,0,1.364,1.154,0,0,0,96.386,0.248,0,0.229,7,7,-0.024,2,6,-0.161,2,0.002,0.936,244.499,1.163,52.764,0.939,-0.155,306.049,5.005,-0.079,0,2.398,4.595,185.524,1,1.101,214.289,114.947,48.341,1.04,1.15,0.023,4.365,1.322,5.807,11,0.752,10.672,0.985,2,1.038,3.774,9.19,6.791,0.119,3.229,228.135,5
6.721,2,1.205,0,0,0,0,0.0,1.312,0,3,0.0,0,1.511,1.176,0,0,0,81.86,0.236,0,0.245,7,7,-0.157,1,8,-0.221,2,-0.13,0.878,215.301,1.153,53.266,0.866,-0.21,294.278,5.005,-0.07,0,2.398,4.595,190.998,1,1.074,235.707,114.947,57.097,1.097,1.26,0.013,4.615,1.321,5.807,10,0.764,10.673,1.122,2,1.018,3.844,8.747,6.834,0.156,3.23,231.054,5
6.585,2,1.264,0,0,0,0,0.0,1.377,0,3,0.0,0,1.577,1.38,0,0,0,132.365,0.227,0,0.256,12,12,-0.172,1,9,-0.244,3,-0.118,0.898,267.898,1.21,66.993,0.874,-0.257,376.675,6.493,-0.062,0,2.398,4.595,219.28,1,1.169,262.012,162.328,66.664,1.104,1.286,0.016,4.85,1.327,5.807,11,0.825,19.847,1.084,2,1.374,3.753,10.663,7.045,0.136,3.319,251.925,6
6.387,7,1.315,1,1,0,10,0.0,1.271,0,8,0.0,0,1.316,1.133,1,0,0,78.735,0.266,5,0.217,7,7,-0.04,2,10,-0.143,2,-0.021,1.01,238.283,1.17,53.298,0.999,-0.146,341.362,5.005,-0.054,0,2.398,4.595,189.915,1,1.135,209.279,114.947,58.479,1.05,1.154,0.056,4.366,1.512,5.807,13,0.825,10.752,1.005,2,1.31,3.663,10.362,6.876,0.063,3.229,238.268,5
6.796,2,1.149,0,0,0,0,0.0,1.291,0,3,3.993,0,1.474,1.251,0,1,1,115.783,0.213,0,0.269,9,7,-0.15,2,5,-0.225,2,-0.087,0.904,227.83,1.151,53.117,0.897,-0.224,270.735,5.006,-0.084,0,2.398,4.595,196.695,1,1.083,209.811,133.899,48.992,1.027,1.286,-0.001,4.846,1.316,22.593,7,0.614,17.347,1.059,2,0.986,3.926,8.314,6.847,0.122,3.229,242.082,5
7.194,2,1.263,0,0,0,0,0.0,1.391,0,3,0.0,0,1.589,1.343,0,0,0,93.809,0.24,0,0.24,7,7,-0.199,1,9,-0.256,2,-0.143,0.873,268.345,1.172,65.951,0.86,-0.273,317.82,6.493,-0.062,0,2.398,4.595,217.533,1,1.136,270.088,114.947,63.479,1.032,1.298,0.01,4.848,1.327,5.807,12,0.825,10.549,1.12,2,1.13,3.789,10.081,6.954,0.163,3.319,242.994,5
6.469,2,1.292,0,0,0,0,0.0,1.194,0,3,0.0,0,1.421,1.233,0,0,0,90.569,0.234,0,0.24,7,7,-0.227,1,8,-0.231,2,-0.191,0.875,275.775,1.17,77.358,0.925,-0.243,329.591,6.999,-0.093,0,2.398,4.595,243.532,1,1.135,293.785,120.754,52.124,1.071,1.267,-0.043,5.005,1.338,11.615,11,0.825,10.446,1.183,2,1.122,3.795,9.58,6.918,0.118,3.319,257.951,5
6.523,2,1.14,0,0,0,0,0.0,1.216,0,3,0.0,0,1.511,1.244,0,0,0,89.618,0.219,0,0.26,7,7,-0.211,1,4,-0.271,2,-0.136,0.822,226.663,1.111,51.419,0.819,-0.268,235.422,5.005,-0.089,0,2.398,4.595,171.473,1,1.035,211.483,114.947,46.188,1.05,1.331,0.004,4.501,1.314,5.807,7,0.582,10.503,1.109,2,1.016,3.786,7.221,6.598,0.212,3.229,237.761,5
6.319,3,1.188,0,0,0,0,0.0,1.215,0,4,4.056,0,1.448,1.263,0,1,1,118.907,0.216,0,0.267,9,7,-0.154,4,7,-0.22,2,-0.083,0.904,243.972,1.175,54.449,0.896,-0.216,317.82,6.493,-0.049,0,2.398,4.595,234.7,1,1.136,234.008,133.899,53.632,1.059,1.269,-0.009,4.896,1.32,22.593,9,0.766,17.225,1.056,4,0.946,4.005,9.286,7.022,0.118,3.319,287.389,5
5.932,2,1.15,0,0,0,0,0.0,1.274,0,3,3.926,0,1.466,1.237,0,1,1,115.783,0.213,0,0.269,9,7,-0.156,2,5,-0.223,2,-0.117,0.904,235.043,1.145,53.125,0.897,-0.221,270.735,5.006,-0.084,0,2.398,4.595,193.541,1,1.077,213.785,133.899,48.992,1.022,1.285,-0.003,4.846,1.316,22.593,7,0.584,17.29,1.096,2,1.045,3.926,8.313,6.848,0.122,3.229,236.632,5
7.215,1,1.133,1,1,0,8,0.0,1.193,0,3,0.0,0,1.295,1.348,0,0,0,112.413,0.241,0,0.24,10,10,-0.065,0,4,-0.159,2,-0.041,1.107,200.012,1.137,49.293,1.127,-0.176,306.049,4.788,-0.048,0,0.0,0.0,122.868,0,1.046,215.013,137.568,43.13,1.063,1.097,0.014,4.401,1.32,0.0,9,0.616,17.99,0.964,0,1.544,3.577,8.675,5.846,-0.036,3.176,200.889,2
7.523,2,1.159,1,1,0,8,0.0,1.228,0,4,4.076,0,1.327,1.285,0,1,1,60.948,0.278,0,0.193,3,3,-0.002,1,2,-0.187,1,-0.012,0.915,152.177,1.07,50.878,0.865,-0.207,200.109,4.84,-0.094,0,2.398,4.443,194.775,1,1.001,238.918,101.096,56.174,0.963,0.668,0.022,4.269,1.333,22.593,7,0.532,7.698,0.928,2,0.647,4.158,8.609,5.999,0.014,3.195,191.492,3
4.745,1,1.148,0,0,0,0,0.0,1.135,0,1,0.0,0,1.47,1.266,0,0,0,97.688,0.209,0,0.27,9,9,-0.157,1,3,-0.22,2,-0.141,0.93,83.589,0.886,37.181,0.896,-0.187,188.338,4.75,-0.101,0,0.0,0.0,102.396,0,0.821,151.301,133.899,21.43,0.88,1.279,0.059,4.035,1.285,5.807,4,0.418,15.253,1.115,0,1.156,3.545,5.223,5.828,0.132,2.742,121.129,3
6.678,2,1.158,1,1,0,8,0.0,1.227,0,4,0.0,0,1.272,1.294,0,0,0,83.984,0.272,0,0.207,7,5,-0.016,1,3,-0.145,1,-0.021,0.983,123.254,1.1,37.323,0.844,-0.17,247.193,4.663,-0.041,0,2.398,4.595,149.984,1,1.014,174.774,109.139,62.883,0.895,0.59,0.037,4.24,1.321,0.0,8,0.616,12.849,0.923,2,0.946,3.808,8.424,5.931,0.116,3.0,144.926,1
4.658,6,1.218,1,1,0,0,0.0,0.968,0,8,0.0,0,1.27,1.277,0,0,0,11.521,0.271,3,0.199,0,0,-0.086,1,7,-0.23,0,0.012,1.185,338.637,0.982,71.179,1.332,-0.274,164.795,7.421,-0.053,0,2.398,4.595,335.922,1,0.958,333.361,42.806,41.746,1.052,1.057,-0.098,6.351,1.27,0.0,11,0.609,0.0,0.973,7,0.972,3.365,8.123,5.991,-0.112,3.534,299.651,0
4.538,0,1.112,0,0,0,0,0.0,0.969,0,0,0.0,0,1.48,1.236,0,0,0,99.095,0.2,0,0.277,8,8,-0.121,0,2,-0.249,2,-0.106,0.805,82.358,0.886,37.403,0.794,-0.216,211.88,4.841,-0.112,0,0.0,0.0,110.751,0,0.821,130.557,124.423,24.139,0.76,1.179,0.032,4.326,1.247,5.807,4,0.521,12.616,1.075,0,1.468,3.541,5.195,5.91,0.232,2.817,136.554,4
4.796,0,1.111,0,0,0,0,0.0,1.036,0,0,0.0,0,1.493,1.308,0,0,0,97.688,0.198,0,0.28,9,9,-0.065,0,2,-0.24,2,-0.036,0.892,76.975,0.886,37.126,0.862,-0.214,188.338,4.749,-0.112,0,0.0,0.0,97.103,0,0.821,124.08,133.899,18.896,0.825,1.155,0.045,3.964,1.247,5.807,3,0.386,14.748,0.995,0,1.287,3.471,4.747,5.811,0.159,2.788,128.845,3
7.284,1,1.133,1,1,0,8,0.0,1.147,0,3,0.0,0,1.325,1.302,0,0,0,74.508,0.27,0,0.201,6,5,0.088,0,3,-0.199,1,0.03,0.899,223.761,1.101,63.022,0.737,-0.202,235.422,6.493,-0.09,0,2.398,4.727,233.855,1,1.02,258.475,121.876,64.151,0.952,0.393,0.009,4.616,1.33,5.807,8,0.615,10.307,0.856,0,0.835,4.109,9.731,6.052,0.167,3.238,247.39,1
7.367,3,1.221,1,1,0,8,0.0,1.222,0,6,4.12,0,1.298,1.32,0,1,1,87.091,0.29,0,0.191,5,5,-0.033,0,5,-0.141,1,-0.006,1.135,170.677,1.213,51.118,1.273,-0.168,317.82,4.841,-0.033,0,2.398,4.443,228.307,1,1.176,245.384,97.836,103.412,0.963,0.908,0.008,4.39,1.325,16.786,12,0.712,12.483,0.929,2,0.971,3.867,11.024,6.235,-0.141,3.565,189.236,1
4.699,2,1.22,0,0,0,0,0.0,0.935,0,4,0.0,0,1.229,1.243,0,0,0,132.239,0.212,0,0.273,13,13,-0.119,3,3,-0.164,3,-0.076,1.083,157.872,1.05,38.408,1.115,-0.176,211.88,4.97,-0.074,0,2.398,4.727,178.943,1,0.993,164.354,175.044,40.107,0.98,1.127,-0.004,4.622,1.254,0.0,5,0.613,24.505,1.035,0,1.359,3.727,8.038,6.347,-0.075,3.09,136.777,5
6.886,2,1.236,2,1,0,8,0.0,1.172,0,4,0.0,0,1.118,1.099,0,0,0,129.412,0.259,0,0.213,9,9,0.073,6,3,-0.071,2,0.088,1.04,130.564,1.104,37.864,1.126,-0.079,247.193,4.773,-0.056,0,0.0,0.0,156.118,0,1.014,175.29,128.092,37.448,1.014,0.929,-0.021,4.394,1.322,0.0,12,0.774,16.322,0.871,0,1.625,3.475,9.338,6.122,-0.017,3.194,159.51,3
4.824,1,1.134,0,0,0,0,0.0,1.071,0,4,0.0,0,1.173,1.217,0,0,0,103.159,0.225,0,0.256,9,9,-0.086,3,2,-0.086,2,-0.049,1.078,159.28,1.049,37.196,1.126,-0.12,176.567,4.97,-0.087,0,2.398,4.727,181.746,1,0.993,201.792,179.823,34.387,0.872,1.092,-0.019,4.381,1.243,0.0,6,0.604,18.098,0.989,0,0.964,3.887,7.441,5.806,-0.048,3.09,147.904,3
4.721,2,1.226,0,0,0,0,0.0,1.02,0,4,0.0,0,1.292,1.316,0,0,0,141.286,0.213,0,0.274,13,13,-0.157,6,3,-0.169,3,-0.104,1.052,145.031,1.215,38.937,1.074,-0.19,223.651,4.955,-0.05,0,3.045,5.416,160.456,2,1.176,160.153,184.092,44.824,0.998,1.16,0.02,4.386,1.256,0.0,5,0.628,27.925,1.055,0,1.562,3.676,8.533,6.577,-0.054,3.128,127.614,5
5.444,3,1.227,1,1,0,8,0.0,1.244,0,5,0.0,0,1.186,1.181,0,0,0,112.413,0.251,0,0.232,10,9,-0.051,4,4,-0.104,2,-0.06,1.122,119.951,1.133,37.988,1.177,-0.097,282.506,4.753,-0.04,0,2.398,4.727,154.553,1,1.045,175.988,137.568,34.054,0.949,1.054,0.023,4.289,1.322,0.0,9,0.783,19.323,1.015,2,1.222,3.66,8.775,6.142,-0.083,3.017,145.816,3
7.538,2,1.145,1,1,0,8,0.0,1.15,0,4,4.06,0,1.238,1.159,0,1,1,60.948,0.26,0,0.21,3,3,0.033,0,2,-0.117,1,-0.005,0.96,176.495,1.07,50.862,0.986,-0.096,200.109,4.99,-0.093,0,2.398,4.443,221.077,1,1.001,264.288,101.096,57.065,0.978,0.909,-0.012,4.664,1.333,100.89,7,0.533,7.225,0.945,2,0.647,4.158,8.067,5.987,-0.011,2.96,211.448,3
5.553,2,1.165,1,1,0,8,0.0,0.869,0,4,0.0,0,0.962,0.99,0,0,0,102.937,0.243,0,0.231,9,8,-0.046,5,2,-0.09,2,-0.016,1.07,162.197,1.071,25.462,1.127,-0.113,247.193,6.493,-0.076,0,2.398,4.727,248.025,1,1.005,177.593,128.092,27.895,0.941,1.012,0.059,4.727,1.327,18.011,8,0.595,13.926,0.987,2,1.042,3.834,8.258,6.155,-0.04,3.017,187.954,4
6.824,2,1.139,1,1,0,8,0.0,1.196,0,4,4.087,0,1.202,1.18,0,1,1,60.948,0.263,0,0.213,3,3,0.086,3,3,-0.126,1,0.056,0.976,148.202,1.098,37.291,0.989,-0.139,223.651,4.839,-0.046,0,2.398,4.443,158.89,1,1.014,200.403,78.883,70.054,0.945,0.723,-0.018,4.464,1.321,95.083,8,0.559,8.095,0.874,2,0.683,4.085,8.411,5.906,-0.005,3.163,168.391,3
7.046,2,1.161,1,1,0,8,0.0,0.952,0,4,4.044,0,1.07,1.125,0,1,1,70.425,0.256,0,0.216,4,4,-0.071,0,3,-0.143,1,-0.006,1.049,186.197,1.116,37.207,1.095,-0.187,235.422,7.424,-0.07,0,2.398,4.443,285.158,1,1.042,257.462,88.36,66.239,0.63,0.977,0.033,4.84,1.321,16.786,9,0.561,7.565,0.958,2,0.716,4.08,8.695,5.882,-0.022,3.195,287.539,2
4.745,2,1.222,0,0,0,0,0.0,1.038,0,4,0.0,0,1.302,1.316,0,0,0,141.715,0.213,0,0.274,14,14,-0.106,4,3,-0.16,3,-0.068,1.09,142.64,1.05,38.367,1.106,-0.17,223.651,4.78,-0.047,0,2.398,4.727,151.623,1,0.993,156.904,184.521,40.107,0.979,1.12,0.016,4.382,1.255,0.0,5,0.613,27.685,1.018,0,1.62,3.539,7.885,6.329,-0.078,3.09,124.659,4
6.959,3,1.3,2,2,0,15,0.0,1.211,0,6,4.121,0,1.226,1.248,0,1,1,97.551,0.277,0,0.2,5,5,0.023,0,4,-0.109,1,0.057,1.1,187.64,1.215,51.199,1.165,-0.127,341.362,4.841,-0.036,0,2.398,4.443,210.325,1,1.179,243.919,97.836,70.292,1.063,0.91,0.012,4.395,1.332,16.786,13,0.762,12.485,0.879,2,1.312,3.701,10.528,6.267,-0.071,3.195,210.43,1
5.292,2,1.165,1,1,0,8,0.0,1.306,0,4,0.0,0,1.059,0.994,0,0,0,93.46,0.243,0,0.234,8,7,0.147,6,2,-0.042,2,0.026,1.011,126.738,1.059,38.131,1.016,-0.013,235.422,4.965,-0.056,0,2.398,4.727,155.181,1,0.996,190.183,118.616,35.986,1.019,0.687,-0.022,4.326,1.321,78.297,7,0.596,14.031,0.923,2,0.928,3.947,8.504,6.165,-0.033,3.127,177.983,5
4.187,2,1.217,0,0,0,0,0.0,0.646,0,4,0.0,0,1.086,1.063,0,0,0,84.635,0.217,0,0.258,8,8,-0.094,1,3,-0.149,2,-0.041,1.127,185.614,0.943,48.559,1.239,-0.154,176.567,6.473,-0.095,0,0.0,0.0,223.601,0,0.91,189.347,118.616,32.365,1.075,1.064,-0.095,4.635,1.255,0.0,6,0.694,12.105,1.032,3,1.449,3.687,7.154,5.989,-0.129,3.09,179.78,4
6.137,2,1.237,1,1,0,8,0.0,1.178,0,4,0.0,0,1.223,1.273,0,0,0,111.984,0.243,0,0.24,9,9,-0.083,3,3,-0.133,2,-0.06,1.073,130.237,1.103,37.874,1.11,-0.158,258.964,4.774,-0.043,0,2.398,4.727,163.588,1,1.014,177.822,137.139,36.922,0.908,1.091,0.041,4.314,1.322,0.0,8,0.617,18.542,1.006,0,1.088,3.764,8.266,6.125,-0.028,3.09,151.653,3
5.469,2,1.165,1,1,0,8,0.0,1.24,0,4,0.0,0,1.123,1.085,0,0,0,102.937,0.247,0,0.234,9,8,-0.007,6,2,-0.075,2,-0.016,1.05,103.447,1.019,25.452,1.089,-0.06,247.193,4.412,-0.049,0,2.398,4.727,105.63,1,0.964,125.034,128.092,28.21,1.01,0.886,0.052,4.218,1.326,57.159,7,0.594,16.8,0.962,2,1.014,3.734,7.653,6.148,-0.068,2.987,116.54,4
5.678,2,1.165,1,1,0,8,0.0,1.224,0,4,0.0,0,1.009,1.063,0,0,0,108.607,0.226,0,0.252,9,8,-0.009,3,2,-0.064,2,-0.027,1.104,151.234,1.174,60.582,1.199,-0.087,247.193,6.493,-0.031,2,2.398,4.727,169.281,1,1.102,218.452,128.092,31.742,1.041,0.998,0.02,4.715,1.321,5.67,7,0.596,14.958,0.987,2,1.032,3.914,8.142,6.166,-0.089,3.202,237.214,4
7.027,1,1.184,1,1,0,8,0.0,1.266,0,3,0.0,0,1.229,1.261,0,0,0,112.413,0.249,0,0.234,10,10,-0.068,0,4,-0.12,2,-0.064,1.123,145.477,1.125,37.159,1.15,-0.113,306.049,4.752,-0.042,0,0.0,0.0,106.566,0,1.043,160.348,155.579,33.881,1.008,1.089,0.053,4.275,1.321,0.0,9,0.645,18.64,0.996,0,1.327,3.581,8.202,5.84,-0.056,2.761,148.043,2
6.125,2,1.165,1,1,0,8,0.0,1.181,0,4,0.0,0,1.115,1.059,0,0,0,93.46,0.249,0,0.229,8,7,-0.037,6,2,-0.091,2,-0.029,0.999,110.295,1.019,25.516,1.008,-0.083,235.422,4.492,-0.052,0,2.398,4.727,120.148,1,0.964,130.816,118.616,31.71,1.013,0.852,0.078,4.314,1.326,96.308,7,0.594,14.662,0.973,2,0.957,3.822,7.976,6.188,-0.035,3.017,122.683,5
5.523,3,1.212,0,0,0,0,0.0,1.011,0,5,0.0,0,1.191,1.247,0,0,0,94.334,0.223,0,0.259,9,9,-0.146,3,4,-0.191,2,-0.065,1.12,217.139,1.05,48.562,1.16,-0.22,188.338,6.351,-0.066,0,2.398,4.727,184.861,1,0.993,193.761,137.139,40.366,0.964,1.141,-0.04,4.774,1.253,0.0,6,0.61,17.933,1.018,2,0.986,3.915,7.807,5.945,-0.08,3.222,199.116,3
6.699,2,1.264,1,1,0,8,0.0,1.167,0,4,0.0,0,1.215,1.249,0,0,0,150.318,0.235,0,0.249,14,14,-0.056,11,3,-0.117,3,-0.043,1.08,127.035,1.105,38.001,1.098,-0.119,306.049,4.771,-0.042,0,0.0,0.0,150.743,0,1.017,178.313,175.473,38.576,0.95,1.066,0.04,4.394,1.323,0.0,8,0.773,26.697,0.995,0,1.633,3.462,8.711,6.17,-0.035,2.893,151.894,4
6.679,2,1.238,1,1,0,8,0.0,1.058,0,4,0.0,0,1.111,1.19,0,0,0,108.607,0.232,0,0.246,9,9,-0.06,0,3,-0.126,2,-0.035,1.107,178.491,1.1,59.125,1.165,-0.172,247.193,6.493,-0.023,2,0.0,0.0,189.085,0,1.014,214.661,128.092,34.961,0.895,1.06,0.043,4.689,1.322,5.67,8,0.616,14.495,0.994,0,1.174,3.742,7.895,5.985,-0.048,3.194,170.023,3
7.108,2,1.142,1,1,0,8,0.0,1.215,0,4,4.097,0,1.262,1.282,0,1,1,70.425,0.27,0,0.209,4,4,-0.096,1,3,-0.149,1,-0.079,1.003,123.421,1.1,37.269,0.973,-0.165,235.422,4.767,-0.041,0,2.398,4.443,146.676,1,1.014,183.579,88.36,66.108,0.923,1.154,0.021,4.24,1.321,16.786,8,0.561,10.67,1.018,2,0.67,4.028,8.362,5.898,-0.017,3.17,157.818,2
7.301,2,1.176,1,1,0,8,0.0,1.021,0,4,4.149,0,1.169,1.161,0,1,1,111.454,0.249,0,0.231,8,8,-0.084,2,4,-0.122,2,-0.029,0.997,167.152,1.206,39.08,1.033,-0.146,321.009,4.933,-0.034,0,2.398,4.443,207.747,1,1.158,173.61,144.275,75.993,0.879,0.936,0.023,4.642,1.328,55.934,9,0.741,15.627,0.961,2,0.85,4.098,9.712,6.414,-0.036,2.959,175.964,4
7.357,3,1.232,1,1,0,8,0.0,1.169,0,6,4.133,0,1.294,1.31,0,1,1,127.282,0.249,0,0.234,10,10,-0.05,1,4,-0.139,2,-0.021,1.107,181.241,1.232,51.895,1.157,-0.157,317.82,4.842,-0.038,0,2.398,4.443,221.27,1,1.199,239.884,145.217,73.478,0.976,0.987,0.002,4.745,1.325,16.786,10,0.774,21.599,0.958,2,1.375,3.78,10.208,6.535,-0.099,3.195,193.03,2
