pXC50,nO,nC,O.,nCsp2,Mp,nBO,nF,nSK,Sp,nBM,Sv,MW,Me,nAB,nX,Se,Si,nBT,C.,nAT,nH,SCBO,H.,RBF,nDB,Mv,X.,RBN,nN,nCL
9.222,1,25,1.7,13,0.651,34,1,30,39.069,13,36.537,407.58,0.992,12,1,59.516,67.857,64,41.7,60,30,41.0,50.0,0.078,1,0.609,1.7,5,3,0
6.699,0,12,0.0,8,0.715,18,0,17,22.881,11,20.599,265.44,0.992,11,0,31.76,35.826,33,37.5,32,15,23.5,46.9,0.152,0,0.644,0.0,5,3,0
8.569,1,24,1.8,13,0.679,32,0,28,38.012,13,34.793,392.61,0.984,12,0,55.094,62.524,60,42.9,56,28,39.0,50.0,0.083,1,0.621,0.0,5,2,0
8.824,1,23,1.8,13,0.676,33,1,29,37.194,13,34.671,411.59,0.997,12,1,54.825,61.946,59,41.8,55,26,40.0,47.3,0.085,1,0.63,1.8,5,3,0
8.18,1,23,1.8,13,0.677,32,0,28,37.256,13,34.288,393.6,0.987,12,0,54.312,61.607,59,41.8,55,27,39.0,49.1,0.085,1,0.623,0.0,5,3,0
9.301,1,24,1.8,13,0.655,33,1,29,37.307,13,35.011,393.55,0.994,12,1,56.632,64.442,61,42.1,57,28,40.0,49.1,0.082,1,0.614,1.8,5,3,0
8.796,2,23,3.6,13,0.656,32,0,28,36.063,13,33.815,377.53,0.992,12,0,54.563,61.896,59,41.8,55,27,39.0,49.1,0.085,1,0.615,0.0,5,3,0
7.102,1,24,1.7,13,0.696,34,0,30,40.37,13,36.84,486.52,0.99,12,1,57.425,64.864,62,41.4,58,28,41.0,48.3,0.081,1,0.635,1.7,5,3,0
9.155,1,25,1.7,13,0.652,33,0,29,39.131,13,36.154,389.59,0.983,12,0,59.003,67.517,64,41.7,60,31,40.0,51.7,0.078,1,0.603,0.0,5,3,0
5.301,1,21,1.9,9,0.636,28,0,25,34.37,11,31.627,339.53,0.984,11,0,53.12,61.102,57,38.9,54,29,33.5,53.7,0.088,0,0.586,0.0,5,3,0
8.602,1,24,1.8,13,0.678,33,1,29,37.949,13,35.176,410.6,0.993,12,1,55.607,62.863,60,42.9,56,27,40.0,48.2,0.083,1,0.628,1.8,5,2,0
8.432,1,24,1.8,13,0.656,32,0,28,37.37,13,34.627,375.56,0.985,12,0,56.12,64.102,61,42.1,57,29,39.0,50.9,0.082,1,0.607,0.0,5,3,0
6.02,0,15,0.0,8,0.643,20,1,18,23.802,10,22.167,246.36,0.991,10,1,36.669,42.073,39,40.5,37,19,25.0,51.4,0.051,0,0.599,2.7,2,2,0
9.523,1,23,1.8,13,0.676,33,1,29,37.194,13,34.671,411.59,0.997,12,1,54.825,61.946,59,41.8,55,26,40.0,47.3,0.085,1,0.63,1.8,5,3,0
5.2,2,13,6.7,12,0.721,21,0,19,21.619,16,20.788,273.34,1.019,15,0,30.571,33.495,32,43.3,30,11,29.5,36.7,0.063,1,0.693,0.0,2,3,0
6.5,1,25,1.9,17,0.682,34,0,29,36.847,18,34.574,383.53,0.988,17,0,53.352,60.272,59,46.3,54,25,43.5,46.3,0.034,1,0.64,0.0,2,3,0
5.631,0,14,0.0,8,0.648,19,1,17,22.04,10,20.641,232.33,0.994,10,1,33.785,38.658,36,41.2,34,17,24.0,50.0,0.056,0,0.607,2.9,2,2,0
6.0,2,22,3.4,9,0.631,30,0,27,36.586,11,33.869,369.56,0.988,10,0,57.33,65.727,61,37.9,58,31,36.0,53.4,0.098,1,0.584,0.0,6,3,0
6.879,0,11,0.0,8,0.673,15,0,13,16.818,10,15.677,172.25,0.985,10,0,24.622,28.073,27,44.0,25,12,20.0,48.0,0.037,0,0.627,0.0,1,2,0
9.444,3,24,5.3,13,0.649,32,1,29,36.966,13,34.924,397.53,0.999,12,1,56.967,64.279,60,42.1,57,28,39.0,49.1,0.1,1,0.613,1.8,6,1,0
6.013,3,19,5.8,7,0.625,28,0,25,32.517,7,30.53,345.49,0.998,6,0,51.891,59.106,55,36.5,52,27,32.0,51.9,0.073,1,0.587,0.0,4,3,0
5.801,3,23,5.4,15,0.648,30,0,28,36.273,17,34.036,380.53,0.994,16,0,55.672,63.022,58,41.1,56,28,39.0,50.0,0.155,1,0.608,0.0,9,2,0
9.377,2,19,4.3,12,0.668,28,3,26,30.75,14,29.583,383.47,1.024,12,3,47.091,52.423,48,41.3,46,20,36.0,43.5,0.104,2,0.643,6.5,5,1,0
7.008,0,11,0.0,8,0.673,15,0,13,16.818,10,15.677,172.25,0.985,10,0,24.622,28.073,27,44.0,25,12,20.0,48.0,0.037,0,0.627,0.0,1,2,0
6.785,0,11,0.0,8,0.673,15,0,13,16.818,10,15.677,172.25,0.985,10,0,24.622,28.073,27,44.0,25,12,20.0,48.0,0.037,0,0.627,0.0,1,2,0
6.201,2,18,4.7,12,0.679,24,0,22,29.176,14,26.906,315.47,0.992,12,0,42.669,47.989,45,41.9,43,21,32.0,48.8,0.089,2,0.626,0.0,4,1,0
7.796,1,21,2.2,14,0.666,29,3,26,30.648,13,29.681,359.42,1.015,12,3,46.687,52.294,49,45.7,46,20,36.0,43.5,0.061,1,0.645,6.5,3,1,0
6.721,0,11,0.0,6,0.674,14,0,13,18.193,6,16.537,195.71,0.986,6,1,26.611,30.349,28,40.7,27,14,17.0,51.9,0.0,0,0.612,3.7,0,1,1
8.745,1,22,2.1,17,0.703,29,0,26,33.728,18,31.213,362.53,0.988,17,0,47.443,53.278,51,45.8,48,22,38.5,45.8,0.098,1,0.65,0.0,5,2,0
8.015,1,23,1.7,11,0.639,31,1,28,37.069,12,34.538,383.56,0.992,12,1,57.516,65.857,61,39.7,58,30,37.0,51.7,0.049,0,0.595,1.7,3,3,0
5.151,0,11,0.0,6,0.674,14,0,13,18.193,6,16.537,195.71,0.986,6,1,26.611,30.349,28,40.7,27,14,17.0,51.9,0.0,0,0.612,3.7,0,1,1
7.172,0,11,0.0,6,0.672,15,1,14,18.131,6,16.92,213.7,1.005,6,2,27.123,30.688,28,40.7,27,13,18.0,48.1,0.0,0,0.627,7.4,0,1,1
6.959,1,13,2.9,6,0.667,17,0,16,22.665,6,20.503,284.22,0.989,6,1,33.611,38.286,35,38.2,34,18,20.0,52.9,0.057,0,0.603,2.9,2,1,0
6.337,1,22,2.1,17,0.703,29,0,26,33.728,18,31.213,362.53,0.988,17,0,47.443,53.278,51,45.8,48,22,38.5,45.8,0.098,1,0.65,0.0,5,2,0
8.125,0,13,0.0,6,0.634,20,3,18,20.915,6,20.407,256.3,1.025,6,3,33.811,38.337,35,39.4,33,15,23.0,45.5,0.0,0,0.618,9.1,0,2,0
6.314,1,12,3.2,6,0.631,15,0,14,19.551,6,17.951,191.3,0.984,6,0,30.498,35.029,32,38.7,31,17,18.0,54.8,0.031,0,0.579,0.0,1,1,0
6.538,1,13,2.9,6,0.634,18,0,16,21.557,6,19.972,218.33,0.988,6,0,33.6,38.528,36,38.2,34,18,21.0,52.9,0.028,0,0.587,0.0,1,2,0
5.151,0,11,0.0,6,0.674,14,0,13,18.193,6,16.537,195.71,0.986,6,1,26.611,30.349,28,40.7,27,14,17.0,51.9,0.0,0,0.612,3.7,0,1,1
7.733,1,23,1.7,11,0.639,31,1,28,37.069,12,34.538,383.56,0.992,12,1,57.516,65.857,61,39.7,58,30,37.0,51.7,0.049,0,0.595,1.7,3,3,0
6.223,2,19,4.8,16,0.727,28,0,25,30.517,19,28.701,372.9,1.008,16,1,42.327,46.601,45,45.2,42,17,39.0,40.5,0.067,3,0.683,2.4,3,2,1
6.374,2,19,4.7,12,0.662,26,1,23,28.466,12,27.102,313.4,1.002,12,1,43.105,48.409,46,44.2,43,20,32.0,46.5,0.043,0,0.63,2.3,2,1,0
7.98,0,22,0.0,16,0.678,31,0,27,33.881,21,31.848,357.5,0.989,21,0,49.461,56.228,54,44.0,50,23,41.5,46.0,0.074,0,0.637,0.0,4,5,0
7.886,1,19,2.3,12,0.69,26,1,23,29.659,12,27.575,329.47,0.997,12,1,42.854,48.119,46,44.2,43,20,32.0,46.5,0.043,0,0.641,2.3,2,1,0
8.301,2,19,4.7,12,0.683,26,0,23,29.387,12,27.547,329.85,0.998,12,1,42.916,48.013,46,44.2,43,20,32.0,46.5,0.043,0,0.641,2.3,2,1,1
6.733,3,24,6.4,18,0.741,35,0,30,34.818,22,33.427,461.33,1.01,21,1,47.483,51.788,52,51.1,47,17,47.5,36.2,0.038,0,0.711,2.1,2,2,0
9.553,0,24,0.0,13,0.67,34,1,30,39.506,16,36.504,424.64,0.991,16,1,58.483,66.651,63,40.7,59,29,42.0,49.2,0.063,0,0.619,1.7,4,4,0
6.62,0,14,0.0,10,0.694,19,0,17,22.199,11,20.558,246.76,0.991,10,1,31.713,35.847,34,43.8,32,15,25.0,46.9,0.029,1,0.642,3.1,1,2,1
6.368,1,14,2.9,8,0.644,19,0,17,22.557,10,20.972,230.34,0.989,10,0,34.6,39.528,37,40.0,35,18,24.0,51.4,0.081,0,0.599,0.0,3,2,0
7.658,2,19,4.7,12,0.683,26,0,23,29.387,12,27.547,329.85,0.998,12,1,42.916,48.013,46,44.2,43,20,32.0,46.5,0.043,0,0.641,2.3,2,1,1
6.991,0,14,0.0,6,0.635,18,0,16,22.864,6,20.784,216.36,0.977,6,0,35.156,40.733,38,38.9,36,20,21.0,55.6,0.0,0,0.577,0.0,0,2,0
8.523,2,19,4.7,12,0.695,26,0,23,29.881,12,27.744,374.3,0.996,12,1,42.822,47.911,46,44.2,43,20,32.0,46.5,0.043,0,0.645,2.3,2,1,0
8.796,1,19,2.3,12,0.69,26,1,23,29.659,12,27.575,329.47,0.997,12,1,42.854,48.119,46,44.2,43,20,32.0,46.5,0.043,0,0.641,2.3,2,1,0
8.959,0,17,0.0,12,0.694,24,0,21,27.756,12,25.466,297.46,0.986,11,0,39.451,44.737,43,42.5,40,19,30.5,47.5,0.023,1,0.637,0.0,1,3,0
5.798,0,11,0.0,6,0.642,13,0,12,17.336,6,15.709,161.27,0.974,6,0,26.287,30.405,28,40.7,27,15,16.0,55.6,0.0,0,0.582,0.0,0,1,0
6.088,0,11,0.0,6,0.672,15,1,14,18.131,6,16.92,213.7,1.005,6,2,27.123,30.688,28,40.7,27,13,18.0,48.1,0.0,0,0.627,7.4,0,1,1
8.569,2,20,4.3,12,0.681,30,3,28,31.995,15,31.077,408.48,1.028,12,3,48.309,53.507,49,42.6,47,19,40.0,40.4,0.102,2,0.661,6.4,5,2,0
9.523,1,25,1.6,14,0.673,35,0,31,41.023,17,37.836,434.66,0.988,16,0,60.298,68.52,65,41.0,61,30,44.0,49.2,0.062,1,0.62,0.0,4,4,0
6.745,1,25,1.6,15,0.681,38,0,33,41.512,18,38.825,460.66,0.996,16,0,60.734,68.686,66,41.0,61,28,48.0,45.9,0.061,2,0.636,0.0,4,6,0
5.223,2,23,3.3,13,0.651,34,0,31,39.694,13,37.212,444.03,1.0,12,1,60.974,69.252,64,37.7,61,30,41.0,49.2,0.063,1,0.61,1.6,4,5,1
6.886,1,23,2.0,17,0.692,33,3,30,35.302,18,33.889,430.53,1.017,17,3,51.865,57.712,54,45.1,51,21,42.5,41.2,0.093,1,0.664,5.9,5,2,0
6.303,1,12,3.2,8,0.639,16,0,15,19.796,10,18.445,204.3,0.991,10,0,30.716,35.112,32,38.7,31,16,21.0,51.6,0.063,0,0.595,0.0,2,2,0
6.593,3,23,6.3,18,0.72,34,0,29,34.58,21,32.954,451.34,1.008,21,1,48.367,53.203,53,47.9,48,19,44.5,39.6,0.038,0,0.687,2.1,2,2,0
6.131,1,23,2.0,17,0.692,33,3,30,35.302,18,33.889,430.53,1.017,17,3,51.865,57.712,54,45.1,51,21,42.5,41.2,0.093,1,0.664,5.9,5,2,0
9.538,2,25,3.3,14,0.652,36,1,32,39.767,17,37.747,436.58,1.001,16,1,61.061,69.149,65,41.0,61,29,45.0,47.5,0.062,1,0.619,1.6,4,4,0
7.013,5,26,9.1,19,0.709,38,0,33,39.006,22,37.415,508.39,1.012,21,1,55.687,60.954,60,47.3,55,22,49.5,40.0,0.083,1,0.68,1.8,5,1,0
7.854,1,22,2.1,17,0.701,30,1,27,33.665,18,31.596,380.52,0.999,17,1,47.956,53.618,51,45.8,48,21,39.5,43.8,0.098,1,0.658,2.1,5,2,0
6.914,1,13,2.9,8,0.634,17,0,16,21.557,10,19.972,218.33,0.988,10,0,33.6,38.528,35,38.2,34,18,22.0,52.9,0.086,0,0.587,0.0,3,2,0
7.959,2,19,4.7,12,0.683,26,0,23,29.387,12,27.547,329.85,0.998,12,1,42.916,48.013,46,44.2,43,20,32.0,46.5,0.043,0,0.641,2.3,2,1,1
6.0,2,21,3.8,12,0.68,32,0,29,36.023,13,33.965,435.39,1.008,12,2,53.429,59.867,56,39.6,53,24,39.0,45.3,0.107,1,0.641,3.8,6,4,2
9.658,1,23,1.8,14,0.682,33,0,29,37.5,17,34.782,406.6,0.991,16,0,54.531,61.69,59,41.8,55,26,42.0,47.3,0.068,1,0.632,0.0,4,4,0
7.921,1,10,3.7,7,0.64,15,0,14,17.279,10,16.413,191.26,1.002,10,0,27.051,30.78,28,37.0,27,13,20.0,48.1,0.071,0,0.608,0.0,2,3,0
8.602,1,20,2.2,12,0.663,25,0,22,29.836,12,27.531,293.44,0.981,12,0,44.149,50.275,48,44.4,45,23,31.0,51.1,0.042,0,0.612,0.0,2,1,0
9.553,2,23,3.6,14,0.659,34,1,30,36.245,17,34.693,408.52,1.005,16,1,55.294,62.319,59,41.8,55,25,43.0,45.5,0.068,1,0.631,1.8,4,4,0
5.523,4,16,8.3,8,0.639,24,0,23,30.648,11,28.147,340.4,1.002,10,0,48.091,54.54,49,33.3,48,25,30.0,52.1,0.163,1,0.586,0.0,8,2,0
5.011,1,15,2.5,8,0.633,21,0,19,25.324,10,23.52,259.39,0.99,10,0,39.585,45.441,42,37.5,40,21,26.0,52.5,0.071,0,0.588,0.0,3,3,0
9.553,1,22,1.9,14,0.687,32,0,28,35.739,17,33.256,392.57,0.993,16,0,51.647,58.275,56,42.3,52,24,41.0,46.2,0.071,1,0.64,0.0,4,4,0
6.714,3,20,6.4,12,0.654,27,0,24,30.745,12,28.961,325.44,0.996,12,0,46.803,52.694,50,42.6,47,23,33.0,48.9,0.06,0,0.616,0.0,3,1,0
6.514,4,27,6.8,18,0.7,40,0,34,41.318,21,39.249,521.44,1.006,21,1,59.345,65.658,65,45.8,59,25,50.5,42.4,0.046,0,0.665,1.7,3,2,0
5.0,3,23,5.2,13,0.641,34,2,31,37.154,13,35.824,431.53,1.014,12,2,58.8,66.2,61,39.7,58,27,41.0,46.6,0.115,1,0.618,3.4,7,3,0
5.997,2,23,3.3,13,0.651,34,0,31,39.694,13,37.212,444.03,1.0,12,1,60.974,69.252,64,37.7,61,30,41.0,49.2,0.063,1,0.61,1.6,4,5,1
9.77,1,24,1.7,14,0.677,34,0,30,39.262,17,36.309,420.63,0.99,16,0,57.414,65.105,62,41.4,58,28,43.0,48.3,0.065,1,0.626,0.0,4,4,0
5.0,2,20,4.5,17,0.727,31,0,28,31.977,19,30.858,415.3,1.02,18,2,44.894,49.206,47,45.5,44,16,41.0,36.4,0.106,1,0.701,4.5,5,4,2
9.357,1,25,1.6,14,0.671,36,1,32,40.961,17,38.219,452.65,0.997,16,1,60.81,68.86,65,41.0,61,29,45.0,47.5,0.062,1,0.627,1.6,4,4,0
5.252,2,23,3.8,17,0.688,34,3,31,35.756,18,34.604,446.53,1.023,17,3,53.192,58.922,55,44.2,52,21,43.5,40.4,0.109,1,0.665,5.8,6,2,0
7.444,3,24,6.1,18,0.721,34,0,29,35.336,21,33.459,450.35,1.003,21,1,49.149,54.12,54,49.0,49,20,44.5,40.8,0.037,0,0.683,2.0,2,1,0
7.921,1,10,3.7,7,0.672,16,0,15,18.137,10,17.241,225.7,1.014,10,1,27.374,30.724,28,37.0,27,12,21.0,44.4,0.071,0,0.639,3.7,2,3,1
6.272,1,16,2.3,9,0.63,21,0,20,27.086,8,25.047,273.42,0.988,6,0,42.469,48.856,44,37.2,43,23,26.0,53.5,0.091,2,0.582,0.0,4,3,0
5.0,1,13,3.1,7,0.644,21,3,19,20.608,7,20.595,270.28,1.039,6,3,33.254,37.132,34,40.6,32,13,25.0,40.6,0.0,1,0.644,9.4,0,2,0
5.0,1,16,2.4,7,0.632,24,3,22,25.892,7,25.176,312.37,1.022,6,3,41.905,47.377,43,39.0,41,19,28.0,46.3,0.07,1,0.614,7.3,3,2,0
6.658,2,12,6.7,7,0.678,19,0,17,20.347,7,19.461,252.72,1.016,6,1,30.484,33.851,32,40.0,30,13,23.0,43.3,0.031,1,0.649,3.3,1,2,1
5.291,1,15,2.6,7,0.635,23,3,21,24.131,7,23.649,298.34,1.027,6,3,39.021,43.962,40,39.5,38,17,27.0,44.7,0.025,1,0.622,7.9,1,2,0
5.486,1,15,2.6,7,0.635,23,3,21,24.131,7,23.649,298.34,1.027,6,3,39.021,43.962,40,39.5,38,17,27.0,44.7,0.05,1,0.622,7.9,2,2,0
8.959,0,18,0.0,9,0.636,25,2,23,29.268,8,27.626,319.44,1.001,6,2,46.05,52.742,48,39.1,46,23,30.0,50.0,0.083,2,0.601,4.3,4,3,0
6.329,2,14,5.6,7,0.639,20,0,18,23.012,7,21.687,246.34,0.998,6,0,35.927,40.737,38,38.9,36,18,24.0,50.0,0.053,1,0.602,0.0,2,2,0
5.983,1,12,3.4,7,0.679,21,3,19,19.705,7,19.896,290.69,1.058,6,4,30.694,33.66,31,41.4,29,10,25.0,34.5,0.0,1,0.686,13.8,0,2,1
6.0,0,16,0.0,9,0.64,22,0,20,26.875,8,24.827,270.42,0.985,6,0,41.36,47.73,44,38.1,42,22,27.0,52.4,0.045,2,0.591,0.0,2,4,0
6.515,1,13,3.1,7,0.644,21,3,19,20.608,7,20.595,270.28,1.039,6,3,33.254,37.132,34,40.6,32,13,25.0,40.6,0.0,1,0.644,9.4,0,2,0
5.516,2,13,6.1,7,0.638,22,3,20,21.063,7,21.31,286.28,1.048,6,3,34.582,38.341,35,39.4,33,13,26.0,39.4,0.029,1,0.646,9.1,1,2,0
5.209,2,14,5.6,7,0.634,23,3,21,22.824,7,22.837,300.31,1.041,6,3,37.465,41.756,38,38.9,36,15,27.0,41.7,0.053,1,0.634,8.3,2,2,0
5.553,0,16,0.0,9,0.653,21,0,20,26.114,9,24.3,268.4,0.987,6,0,39.476,45.315,41,40.0,40,20,28.0,50.0,0.073,2,0.608,0.0,3,4,0
6.264,1,15,2.8,7,0.649,24,3,21,23.37,7,23.122,296.32,1.032,6,3,37.138,41.547,39,41.7,36,15,28.0,41.7,0.026,1,0.642,8.3,1,2,0
6.9,1,14,2.9,7,0.639,22,3,20,22.37,7,22.122,284.31,1.033,6,3,36.138,40.547,37,40.0,35,15,26.0,42.9,0.027,1,0.632,8.6,1,2,0
7.959,0,16,0.0,9,0.634,20,0,19,26.631,8,24.332,257.42,0.98,6,0,41.141,47.647,43,38.1,42,23,25.0,54.8,0.07,2,0.579,0.0,3,3,0
5.678,1,12,3.4,7,0.679,21,3,19,19.705,7,19.896,290.69,1.058,6,4,30.694,33.66,31,41.4,29,10,25.0,34.5,0.0,1,0.686,13.8,0,2,1
5.385,1,13,3.1,7,0.644,21,3,19,20.608,7,20.595,270.28,1.039,6,3,33.254,37.132,34,40.6,32,13,25.0,40.6,0.0,1,0.644,9.4,0,2,0
5.035,1,11,3.8,7,0.664,16,0,14,17.273,7,16.392,188.25,0.998,6,0,25.949,29.282,28,42.3,26,12,20.0,46.2,0.0,1,0.63,0.0,0,2,0
5.242,2,12,6.7,7,0.65,18,0,16,19.489,7,18.633,218.28,1.005,6,0,30.16,33.907,32,40.0,30,14,22.0,46.7,0.031,1,0.621,0.0,1,2,0
6.438,1,13,3.1,7,0.644,21,3,19,20.608,7,20.595,270.28,1.039,6,3,33.254,37.132,34,40.6,32,13,25.0,40.6,0.0,1,0.644,9.4,0,2,0
7.119,0,15,0.0,9,0.66,20,0,19,25.728,8,23.633,277.83,0.989,6,1,38.582,44.176,40,38.5,39,20,25.0,51.3,0.075,2,0.606,2.6,3,3,1
5.2,3,26,4.8,15,0.675,36,0,33,42.512,14,39.744,489.48,1.001,12,2,63.087,70.741,66,41.3,63,30,44.0,47.6,0.106,2,0.631,3.2,7,2,2
6.0,3,25,5.0,15,0.651,33,0,30,39.034,14,36.562,406.57,0.993,12,0,59.556,67.438,63,41.7,60,30,41.0,50.0,0.111,2,0.609,0.0,7,2,0
9.046,1,25,1.7,20,0.704,38,0,34,40.818,20,38.766,495.45,1.007,18,2,58.422,65.239,62,43.1,58,24,49.0,41.4,0.048,2,0.668,3.4,3,6,2
5.774,0,22,0.0,17,0.68,28,0,25,32.631,21,30.332,329.48,0.982,21,0,47.141,53.647,51,45.8,48,23,38.5,47.9,0.098,0,0.632,0.0,5,3,0
6.4,3,26,4.6,13,0.666,36,0,33,43.273,13,40.271,491.5,1.0,12,2,64.971,73.156,68,40.0,65,32,43.0,49.2,0.103,1,0.62,3.1,7,2,2
9.456,2,11,6.9,6,0.676,16,0,15,19.597,6,18.164,272.16,1.006,6,1,29.171,32.665,30,37.9,29,14,19.0,48.3,0.1,0,0.626,3.4,3,1,0
7.284,2,19,4.3,12,0.668,28,3,26,30.75,14,29.583,383.47,1.024,12,3,47.091,52.423,48,41.3,46,20,36.0,43.5,0.104,2,0.643,6.5,5,1,0
5.8,2,24,3.4,13,0.678,33,0,30,39.296,13,36.503,447.44,0.998,12,2,57.876,65.116,61,41.4,58,28,40.0,48.3,0.098,1,0.629,3.4,6,2,2
5.5,4,25,6.6,15,0.646,35,1,32,39.426,14,37.66,440.56,1.006,12,1,61.396,68.987,64,41.0,61,29,43.0,47.5,0.125,2,0.617,1.6,8,2,0
5.9,2,23,3.8,15,0.71,33,0,30,37.631,14,35.276,465.83,1.008,12,3,53.433,59.23,56,43.4,53,23,41.0,43.4,0.107,2,0.666,5.7,6,2,3
5.4,1,15,2.9,12,0.705,22,0,20,24.688,13,23.127,285.4,1.0,12,0,35.011,39.116,37,42.9,35,15,29.0,42.9,0.054,1,0.661,0.0,2,3,0
8.678,2,28,3.3,21,0.694,39,2,35,42.341,25,40.274,492.63,1.007,23,2,61.447,68.412,65,45.9,61,26,52.5,42.6,0.092,2,0.66,3.3,6,2,0
6.038,0,21,0.0,17,0.686,27,0,24,30.87,21,28.805,315.45,0.984,21,0,44.258,50.232,48,46.7,45,21,37.5,46.7,0.104,0,0.64,0.0,5,3,0
6.724,4,28,6.5,18,0.695,41,0,35,43.08,21,40.776,535.47,1.004,21,1,62.229,69.073,68,45.2,62,27,51.5,43.5,0.059,0,0.658,1.6,4,2,0
6.215,1,23,2.0,17,0.696,30,0,27,35.489,18,32.74,376.56,0.987,17,0,50.327,56.693,54,45.1,51,24,39.5,47.1,0.093,1,0.642,0.0,5,2,0
7.658,3,20,6.4,12,0.654,27,0,24,30.745,12,28.961,325.44,0.996,12,0,46.803,52.694,50,42.6,47,23,33.0,48.9,0.06,0,0.616,0.0,3,1,0
6.721,3,19,6.4,12,0.664,29,3,27,31.205,14,30.298,399.47,1.03,12,3,48.418,53.633,49,40.4,47,20,37.0,42.6,0.102,2,0.645,6.4,5,1,0
6.407,1,13,2.8,5,0.627,19,0,17,22.563,6,20.993,233.35,0.992,6,0,35.702,41.026,38,36.1,36,19,22.0,52.8,0.026,0,0.583,0.0,1,3,0
6.721,2,23,3.6,14,0.66,33,0,29,36.307,17,34.31,390.53,0.996,16,0,54.781,61.979,59,41.8,55,26,42.0,47.3,0.068,1,0.624,0.0,4,4,0
5.119,1,12,3.2,8,0.639,16,0,15,19.796,10,18.445,204.3,0.991,10,0,30.716,35.112,32,38.7,31,16,21.0,51.6,0.094,0,0.595,0.0,3,2,0
5.805,1,22,2.0,17,0.675,29,0,26,33.086,21,31.047,345.48,0.989,21,0,48.469,54.856,52,44.9,49,23,39.5,46.9,0.115,0,0.634,0.0,6,3,0
6.248,1,13,2.8,5,0.627,19,0,17,22.563,6,20.993,233.35,0.992,6,0,35.702,41.026,38,36.1,36,19,22.0,52.8,0.053,0,0.583,0.0,2,3,0
6.854,2,23,3.8,17,0.688,34,3,31,35.756,18,34.604,446.53,1.023,17,3,53.192,58.922,55,44.2,52,21,43.5,40.4,0.109,1,0.665,5.8,6,2,0
6.496,2,19,4.3,12,0.668,28,3,26,30.75,14,29.583,383.47,1.024,12,3,47.091,52.423,48,41.3,46,20,36.0,43.5,0.104,2,0.643,6.5,5,1,0
7.237,0,11,0.0,5,0.688,17,0,15,19.938,6,18.25,268.18,0.994,6,1,28.836,32.828,31,37.9,29,14,20.0,48.3,0.0,0,0.629,3.4,0,3,0
5.6,3,23,5.2,13,0.643,32,0,29,37.279,13,35.057,395.55,0.996,12,0,57.774,65.521,61,39.7,58,29,39.0,50.0,0.115,1,0.604,0.0,7,3,0
5.5,3,25,4.8,14,0.673,36,0,33,41.756,14,39.239,490.47,1.005,12,2,62.305,69.824,65,40.3,62,29,44.0,46.8,0.108,2,0.633,3.2,7,3,2
5.4,1,14,3.2,12,0.714,21,0,19,22.137,13,21.241,273.74,1.012,12,1,31.374,34.724,33,45.2,31,12,28.0,38.7,0.03,1,0.685,3.2,1,3,1
6.075,2,12,6.7,7,0.678,19,0,17,20.347,7,19.461,252.72,1.016,6,1,30.484,33.851,32,40.0,30,13,23.0,43.3,0.031,1,0.649,3.3,1,2,1
6.3,3,24,5.1,13,0.674,34,0,31,39.75,13,37.217,463.44,1.003,12,2,59.203,66.326,62,40.7,59,28,41.0,47.5,0.113,1,0.631,3.4,7,2,2
6.0,3,24,5.1,13,0.659,33,0,30,38.892,13,36.39,429.0,0.998,12,1,58.88,66.382,62,40.7,59,29,40.0,49.2,0.113,1,0.617,1.7,7,2,1
6.205,0,12,0.0,8,0.645,15,0,14,19.341,10,17.73,188.3,0.98,10,0,29.389,33.903,31,40.0,30,16,20.0,53.3,0.097,0,0.591,0.0,3,2,0
6.2,3,26,4.8,15,0.648,34,0,31,40.796,14,38.089,420.6,0.991,12,0,62.44,70.853,66,41.3,63,32,42.0,50.8,0.106,2,0.605,0.0,7,2,0
6.2,3,25,5.0,15,0.665,34,0,31,39.892,14,37.39,441.01,0.998,12,1,59.88,67.382,63,41.7,60,29,42.0,48.3,0.111,2,0.623,1.7,7,2,1
8.42,0,21,0.0,15,0.66,27,1,25,32.33,14,30.242,337.48,0.991,12,1,48.538,55.402,51,42.9,49,24,35.0,49.0,0.098,2,0.617,2.0,5,3,0
8.444,0,18,0.0,9,0.638,24,1,22,29.33,8,27.242,301.45,0.99,6,1,45.538,52.402,48,39.1,46,24,29.0,52.2,0.083,2,0.592,2.2,4,3,0
5.2,4,25,6.6,15,0.661,35,0,32,40.347,14,38.105,457.01,1.003,12,1,61.207,68.591,64,41.0,61,29,43.0,47.5,0.125,2,0.625,1.6,8,2,1
5.389,2,11,7.4,7,0.657,17,0,15,17.727,7,17.106,204.25,1.01,6,0,27.276,30.491,29,40.7,27,12,21.0,44.4,0.0,1,0.634,0.0,0,2,0
5.983,1,13,2.9,8,0.634,17,0,16,21.557,10,19.972,218.33,0.988,10,0,33.6,38.528,35,38.2,34,18,22.0,52.9,0.114,0,0.587,0.0,4,2,0
7.9,2,19,4.2,12,0.665,26,0,24,31.944,14,29.454,344.52,0.993,12,0,47.654,53.903,50,39.6,48,24,34.0,50.0,0.12,2,0.614,0.0,6,2,0
6.1,3,25,5.1,15,0.677,35,0,31,39.921,17,37.223,436.62,0.996,16,0,58.749,65.942,63,42.4,59,28,44.0,47.5,0.095,1,0.631,0.0,6,2,0
