pXC50,nBO,nSK,SCBO,nCsp3,N.,nC,nCsp2,nH,Sv,Se,Sp,Si,nBT,nAT,nN,nHet,MW,RBN,nBM,nAB,Mi,nCsp,nCL,nX,nO,nF,RBF,C.
6.78,39,35,50.0,8,12.9,24,16,27,39.696,62.629,41.426,70.501,66,62,8,11,495.04,9,22,22,1.137,0,1,1,2,0,0.136,38.7
7.509,39,36,51.5,6,8.1,26,20,26,40.588,62.862,42.08,69.84,65,62,5,10,508.02,10,24,23,1.126,0,1,1,4,0,0.154,41.9
6.456,41,37,53.5,7,9.4,27,20,27,41.895,64.636,43.631,72.129,68,64,6,10,519.05,8,24,23,1.127,0,1,1,3,0,0.118,42.2
6.921,38,35,50.5,5,8.5,25,20,24,39.062,59.978,40.318,66.425,62,59,5,10,493.99,10,24,23,1.126,0,1,1,4,0,0.161,42.4
6.854,40,36,52.5,6,8.3,26,20,24,40.062,60.978,41.318,67.425,64,60,5,10,506.0,8,24,23,1.124,0,1,1,4,0,0.125,43.3
6.301,32,28,44.5,4,17.4,19,15,18,30.52,46.56,31.307,52.272,50,46,8,9,374.45,4,25,25,1.136,0,0,0,1,0,0.08,41.3
5.469,30,27,38.5,6,15.2,18,12,19,30.048,46.734,31.165,52.678,49,46,7,9,387.89,4,17,17,1.145,0,1,2,0,1,0.082,39.1
5.4,38,34,52.0,1,8.2,25,24,15,35.797,50.596,35.995,54.942,53,49,4,9,476.89,4,26,24,1.121,0,1,3,2,2,0.075,51.0
6.301,36,33,48.5,2,5.8,24,22,19,35.431,53.592,35.563,58.749,55,52,3,9,451.46,6,24,23,1.13,0,0,2,4,2,0.109,46.2
6.301,36,33,48.5,2,5.8,24,22,19,35.431,53.592,35.563,58.749,55,52,3,9,451.46,6,24,23,1.13,0,0,2,4,2,0.109,46.2
5.8,22,21,30.5,2,12.1,12,10,12,22.239,34.327,22.534,37.412,34,33,4,9,308.35,5,14,11,1.134,0,0,0,4,0,0.147,36.4
5.8,35,31,49.5,1,14.6,22,21,17,33.213,48.785,33.756,53.983,52,48,7,9,411.46,5,28,27,1.125,0,0,0,2,0,0.096,45.8
5.8,35,32,46.0,3,14.0,21,18,18,33.702,51.763,33.637,57.623,53,50,7,11,441.46,3,20,18,1.152,0,0,3,1,3,0.057,42.0
5.8,25,22,36.0,0,14.3,17,17,13,24.214,35.043,25.074,39.152,38,35,5,5,287.35,2,22,22,1.119,0,0,0,0,0,0.053,48.6
5.301,33,29,45.5,5,16.3,20,15,20,32.047,49.443,33.069,55.687,53,49,8,9,388.48,4,25,25,1.136,0,0,0,1,0,0.075,40.8
4.62,29,27,38.0,4,8.2,20,16,22,30.971,49.342,32.239,55.358,51,49,4,7,366.46,7,18,18,1.13,0,0,0,3,0,0.137,40.8
5.8,31,28,43.0,1,14.0,19,18,15,30.048,43.945,30.881,48.535,46,43,6,9,394.47,3,23,22,1.129,0,0,1,1,1,0.065,44.2
5.247,33,31,45.5,4,9.4,23,18,22,35.303,53.345,37.142,59.489,55,53,5,8,480.4,7,20,17,1.122,1,0,1,2,0,0.127,43.4
5.807,51,45,67.5,8,10.1,34,26,34,51.164,79.283,53.307,89.012,85,79,8,11,602.76,9,30,27,1.127,0,0,0,3,0,0.106,43.0
5.449,103,99,129.0,27,6.6,65,38,82,112.837,184.596,117.296,205.25,185,181,12,34,1431.8,27,38,24,1.134,0,0,0,19,0,0.146,35.9
7.585,53,48,71.5,6,7.9,33,27,28,51.556,78.534,52.148,86.504,81,76,6,15,680.74,12,35,33,1.138,0,0,4,4,4,0.148,43.4
6.699,40,35,54.0,5,13.8,25,20,23,38.484,58.723,39.529,65.857,63,58,8,10,470.56,6,27,26,1.135,0,0,1,1,1,0.095,43.1
4.272,14,13,21.5,0,21.1,9,8,6,13.612,19.291,13.784,21.408,20,19,4,4,170.19,1,12,11,1.127,1,0,0,0,0,0.05,47.4
4.824,45,41,61.0,5,7.7,28,23,24,44.57,66.901,45.875,73.546,69,65,5,13,599.71,10,30,28,1.131,0,0,3,3,3,0.145,43.1
6.83,39,35,50.0,8,11.5,24,16,26,39.39,61.854,40.875,69.212,65,61,7,11,496.02,9,22,22,1.135,0,1,1,3,0,0.138,39.3
5.8,32,29,44.0,1,8.7,21,20,17,31.943,46.803,33.068,51.369,49,46,4,8,453.32,4,23,22,1.117,0,0,1,3,0,0.082,45.7
6.699,38,35,50.5,6,8.1,26,20,27,39.761,62.538,41.222,69.896,65,62,5,9,473.58,9,24,23,1.127,0,0,0,4,0,0.138,41.9
9.0,38,34,49.0,7,12.1,23,16,24,37.863,58.971,39.114,65.797,62,58,7,11,481.99,9,22,22,1.134,0,1,1,3,0,0.145,39.7
5.8,32,29,44.0,1,8.7,21,20,17,31.745,46.898,32.574,51.472,49,46,4,8,408.87,4,23,22,1.119,0,1,1,3,0,0.082,45.7
6.745,34,31,46.5,2,10.2,22,20,18,33.767,50.0,34.58,54.97,52,49,5,9,435.9,8,24,23,1.122,0,1,1,3,0,0.154,44.9
8.398,40,36,51.0,9,12.3,25,16,29,41.223,65.512,43.188,73.916,69,65,8,11,509.07,10,22,22,1.137,0,1,1,2,0,0.145,38.5
6.01,46,43,60.5,9,5.4,30,21,31,47.899,75.912,49.176,84.207,77,74,4,13,616.72,14,26,23,1.138,0,0,3,5,3,0.182,40.5
5.8,28,25,36.5,5,13.6,18,13,19,28.199,44.309,29.302,50.236,47,44,6,7,338.43,3,17,17,1.142,0,0,1,0,1,0.064,40.9
7.301,27,25,36.5,1,11.4,16,15,10,26.3,36.636,26.796,39.45,37,35,4,9,399.65,3,18,17,1.127,0,3,4,1,1,0.081,45.7
4.0,20,18,27.5,2,6.3,15,13,14,20.918,31.833,22.034,35.697,34,32,2,3,238.31,1,13,11,1.116,0,0,0,1,0,0.029,46.9
8.086,37,34,47.5,7,8.5,24,17,25,38.455,59.952,40.057,66.868,62,59,5,10,530.44,9,19,17,1.133,0,0,2,3,1,0.145,40.7
5.0,28,25,39.5,0,7.7,20,20,14,27.323,39.447,27.978,43.535,42,39,3,5,331.37,3,23,23,1.116,0,0,1,1,1,0.071,51.3
5.0,22,20,30.5,2,5.9,16,14,14,22.633,34.16,23.489,37.907,36,34,2,4,266.32,3,17,17,1.115,0,0,0,2,0,0.083,47.1
8.137,26,24,36.5,0,11.1,17,17,12,25.843,36.894,26.574,40.46,38,36,4,7,387.23,4,19,17,1.124,0,0,2,1,1,0.105,47.2
7.013,32,28,45.5,1,15.6,21,20,17,30.784,45.131,31.847,50.564,49,45,7,7,367.45,4,27,27,1.124,0,0,0,0,0,0.082,46.7
5.788,27,25,39.5,0,10.5,19,18,13,27.46,38.382,28.637,42.12,40,38,4,6,393.26,4,20,17,1.108,1,0,1,1,0,0.1,50.0
5.301,37,34,47.5,8,10.0,24,16,26,38.564,60.821,40.114,68.26,63,60,6,10,485.01,9,19,17,1.138,0,1,2,2,1,0.143,40.0
4.0,32,29,43.0,3,13.3,19,16,16,31.127,46.309,31.801,51.081,48,45,6,10,459.31,7,22,22,1.135,0,0,2,2,1,0.146,42.2
4.678,31,27,44.5,1,11.4,22,21,17,30.268,43.811,31.597,48.983,48,44,5,5,351.44,4,27,27,1.113,0,0,0,0,0,0.083,50.0
5.0,36,33,47.5,7,8.3,25,18,27,38.798,60.087,41.336,67.571,63,60,5,8,484.47,7,22,21,1.126,0,2,2,1,0,0.111,41.7
5.412,28,26,41.5,1,10.3,20,16,13,28.46,39.382,29.637,43.12,41,39,4,6,405.27,3,20,17,1.106,3,0,1,1,0,0.073,51.3
7.921,26,24,36.5,0,14.3,16,16,11,25.14,36.207,25.324,39.645,37,35,5,8,343.77,4,19,17,1.133,0,1,2,1,1,0.108,45.7
6.74,38,35,48.5,8,11.3,24,16,27,39.585,62.923,41.12,70.758,65,62,7,11,500.03,9,19,17,1.141,0,1,2,2,1,0.138,38.7
6.943,25,23,35.5,0,11.1,17,17,13,25.46,36.382,26.637,40.12,38,36,4,6,369.24,4,19,17,1.114,0,0,1,1,0,0.105,47.2
5.886,31,27,44.5,1,8.9,23,22,18,30.773,44.592,32.353,49.9,49,45,4,4,350.45,4,27,27,1.109,0,0,0,0,0,0.082,51.1
5.594,39,36,49.5,10,7.7,26,15,29,41.755,65.625,44.006,73.405,68,65,5,10,530.5,9,18,17,1.129,1,2,2,3,0,0.132,40.0
8.377,29,27,38.5,6,9.6,21,15,25,32.09,51.672,34.097,58.853,54,52,5,6,363.51,5,18,17,1.132,0,0,0,1,0,0.093,40.4
5.3,19,17,27.5,0,10.7,14,14,11,19.171,27.84,20.063,31.156,30,28,3,3,221.28,2,17,17,1.113,0,0,0,0,0,0.067,50.0
5.668,20,19,26.0,0,0.0,12,12,6,20.561,26.444,21.795,27.191,26,25,0,7,356.05,2,12,12,1.088,0,4,4,2,0,0.077,48.0
6.602,39,32,53.0,5,6.1,25,20,17,34.611,49.8,35.165,54.239,56,49,3,7,423.45,1,26,24,1.107,0,0,0,4,0,0.018,51.0
4.31,28,26,38.0,4,6.7,20,15,19,29.423,45.356,30.472,50.445,47,45,3,6,349.42,3,15,12,1.121,1,0,0,3,0,0.064,44.4
4.639,24,23,34.0,2,5.1,18,15,16,25.875,39.371,26.705,43.531,40,39,2,5,308.36,5,15,12,1.116,1,0,0,3,0,0.125,46.2
5.192,15,15,22.0,0,8.7,10,9,8,15.768,23.836,15.659,25.87,23,23,2,5,204.2,2,9,6,1.125,1,0,0,3,0,0.087,43.5
4.883,38,34,49.0,9,6.2,28,19,31,40.559,64.618,43.074,73.355,69,65,4,6,458.63,8,22,22,1.129,0,0,1,1,1,0.116,43.1
4.602,27,25,33.0,10,8.2,17,7,24,30.157,49.051,32.841,55.404,51,49,4,8,380.59,6,11,10,1.131,0,0,0,2,0,0.118,34.7
5.8,23,20,32.0,1,6.5,16,15,11,22.417,31.178,23.625,34.124,34,31,2,4,327.19,0,17,16,1.101,0,0,1,1,0,0.0,51.6
5.0,45,39,61.0,7,7.4,32,25,29,44.858,67.767,47.074,75.893,74,68,5,7,515.66,5,29,26,1.116,0,0,0,2,0,0.068,47.1
4.602,35,33,44.0,10,6.3,23,13,30,39.167,63.356,42.034,71.068,65,63,4,10,490.71,12,17,16,1.128,0,0,0,4,0,0.185,36.5
7.62,25,23,33.5,2,8.3,16,14,13,24.865,37.098,25.29,40.689,38,36,3,7,333.77,4,17,17,1.13,0,1,2,2,1,0.105,44.4
6.6,34,29,49.0,4,8.5,24,19,18,32.488,46.92,33.807,52.109,52,47,4,5,378.46,2,26,24,1.109,1,0,0,1,0,0.038,51.1
7.084,34,30,47.5,3,13.7,23,20,21,33.837,50.898,35.37,57.395,55,51,7,7,395.51,5,27,27,1.125,0,0,0,0,0,0.091,45.1
5.357,27,26,38.0,3,2.3,19,16,17,28.525,44.134,28.824,48.076,44,43,1,7,355.37,10,17,12,1.118,0,0,0,6,0,0.227,44.2
4.307,32,29,43.5,1,11.9,19,18,13,30.096,43.745,29.994,47.479,45,42,5,10,413.82,4,20,17,1.13,0,1,2,3,1,0.089,45.2
6.566,39,35,50.5,6,12.1,24,18,23,38.531,59.156,39.597,65.927,62,58,7,11,495.99,4,20,17,1.137,0,1,2,2,1,0.065,41.4
5.976,38,35,48.0,13,1.4,32,19,39,44.46,72.545,48.381,82.806,77,74,1,3,469.72,10,19,18,1.119,0,0,0,2,0,0.13,43.2
6.2,23,21,31.0,5,12.5,16,11,19,24.795,39.694,26.358,45.398,42,40,5,5,281.4,2,16,16,1.135,0,0,0,0,0,0.048,40.0
5.381,31,29,43.5,3,10.2,22,18,20,33.061,49.134,34.927,54.864,51,49,5,7,450.37,6,20,17,1.12,1,0,1,1,0,0.118,44.9
6.456,35,31,48.5,3,7.5,25,22,22,35.256,53.014,36.784,59.149,57,53,4,6,410.51,6,27,27,1.116,0,0,0,2,0,0.105,47.2
5.509,35,31,48.5,3,9.6,24,21,21,34.751,52.232,36.029,58.232,56,52,5,7,411.5,6,27,27,1.12,0,0,0,2,0,0.107,46.2
4.382,24,20,36.0,0,0.0,20,20,12,23.161,31.302,24.568,34.491,36,32,0,0,252.32,0,24,24,1.078,0,0,0,0,0,0.0,62.5
4.0,18,16,25.5,0,4.0,13,13,9,17.558,25.291,17.96,27.578,27,25,1,3,211.23,1,13,11,1.103,0,0,0,2,0,0.037,52.0
4.0,22,20,31.0,0,3.2,16,16,11,21.8,31.502,22.176,34.203,33,31,1,4,265.28,2,15,12,1.103,0,0,0,3,0,0.061,51.6
4.0,22,20,29.5,4,5.3,17,13,18,23.972,37.6,25.557,42.528,40,38,2,3,266.37,2,13,11,1.119,0,0,0,1,0,0.05,44.7
4.0,20,18,28.0,0,3.4,15,15,11,20.085,29.174,20.722,31.993,31,29,1,3,237.27,1,14,12,1.103,0,0,0,2,0,0.032,51.7
8.367,26,24,36.5,0,11.1,17,17,12,25.645,36.989,26.08,40.562,38,36,4,7,342.78,4,19,17,1.127,0,1,2,1,1,0.105,47.2
4.648,21,19,29.0,1,3.2,16,15,12,21.922,30.96,23.381,34.041,33,31,1,3,314.19,1,14,12,1.098,0,0,1,1,0,0.03,51.6
5.959,35,31,48.5,3,9.6,24,21,21,34.751,52.232,36.029,58.232,56,52,5,7,411.5,6,27,27,1.12,0,0,0,2,0,0.107,46.2
4.0,20,18,27.5,2,3.2,15,13,13,21.084,30.807,22.676,34.119,33,31,1,3,255.36,2,13,11,1.101,0,0,0,1,0,0.061,48.4
8.194,36,33,46.5,7,8.5,24,17,26,38.071,59.44,40.12,66.529,62,59,5,9,512.45,9,19,17,1.128,0,0,1,3,0,0.145,40.7
4.0,25,22,33.0,4,5.0,19,15,18,25.972,39.6,27.557,44.528,43,40,2,3,290.39,2,14,12,1.113,0,0,0,1,0,0.047,47.5
4.0,27,24,35.0,6,4.3,21,15,22,29.026,45.367,31.08,51.358,49,46,2,3,318.45,2,14,12,1.116,0,0,0,1,0,0.041,45.7
4.045,28,25,37.0,4,6.8,20,16,19,28.708,44.029,30.017,49.235,47,44,3,5,333.42,2,15,12,1.119,0,0,0,2,0,0.043,45.5
4.033,26,23,34.0,5,4.7,20,15,20,27.499,42.483,29.319,47.943,46,43,2,3,304.42,2,14,12,1.115,0,0,0,1,0,0.043,46.5
4.0,24,22,32.5,3,5.3,17,14,16,24.875,38.371,25.705,42.531,40,38,2,5,296.35,4,14,11,1.119,0,0,0,3,0,0.1,44.7
4.0,25,23,33.5,4,4.9,18,14,18,26.402,41.254,27.466,45.946,43,41,2,5,310.38,5,14,11,1.121,0,0,0,3,0,0.116,43.9
4.0,20,18,27.5,2,6.3,15,13,14,20.918,31.833,22.034,35.697,34,32,2,3,238.31,1,13,11,1.116,0,0,0,1,0,0.029,46.9
5.557,33,30,43.5,5,9.6,22,17,22,34.303,52.345,36.142,58.489,55,52,5,8,468.39,6,19,17,1.125,0,0,1,2,0,0.109,42.3
4.569,31,27,44.5,1,11.4,22,21,17,30.268,43.811,31.597,48.983,48,44,5,5,351.44,4,27,27,1.113,0,0,0,0,0,0.083,50.0
4.0,19,17,26.5,0,4.0,13,13,8,19.056,25.269,20.506,27.13,27,25,1,4,306.19,1,13,11,1.085,0,0,1,1,0,0.037,52.0
6.699,38,35,48.5,8,9.8,24,16,26,39.278,62.149,40.568,69.469,64,61,6,11,501.01,9,19,17,1.139,0,1,2,3,1,0.141,39.3
5.73,32,28,45.5,1,15.6,21,20,17,30.784,45.131,31.847,50.564,49,45,7,7,367.45,4,27,27,1.124,0,0,0,0,0,0.082,46.7
6.724,37,34,47.5,7,10.3,23,16,24,37.752,59.265,38.807,66.054,61,58,6,11,486.98,9,19,17,1.139,0,1,2,3,1,0.148,39.7
7.658,25,23,35.5,1,10.3,18,17,16,25.961,39.036,27.046,43.694,41,39,4,5,304.38,4,19,17,1.12,0,0,0,1,0,0.098,46.2
6.903,28,26,38.5,1,12.8,17,16,13,27.381,40.418,27.54,44.27,41,39,5,9,373.8,5,19,17,1.135,0,1,2,2,1,0.122,43.6
5.876,22,21,30.0,2,0.0,17,15,16,24.074,37.378,24.909,41.159,38,37,0,4,284.33,6,14,12,1.112,0,0,0,4,0,0.158,45.9
4.0,17,17,22.0,3,3.6,10,7,11,17.944,29.484,17.54,31.831,28,28,1,7,241.22,4,5,0,1.137,0,0,0,6,0,0.143,35.7
7.175,37,34,47.5,7,8.5,24,17,25,38.257,60.047,39.563,66.971,62,59,5,10,485.99,9,19,17,1.135,0,1,2,3,1,0.145,40.7
5.71,32,30,44.5,3,10.2,22,18,19,33.247,49.742,34.37,55.306,51,49,5,8,423.91,6,20,17,1.129,1,1,2,1,1,0.118,44.9
5.06,24,23,32.0,4,7.9,15,10,15,25.744,38.742,27.244,42.454,39,38,3,8,349.47,6,10,6,1.117,1,0,0,3,0,0.154,39.5
5.886,31,27,44.5,1,11.4,22,21,17,30.268,43.811,31.597,48.983,48,44,5,5,351.44,4,27,27,1.113,0,0,0,0,0,0.083,50.0
5.33,29,27,41.5,1,9.5,20,18,15,29.701,42.593,30.853,46.745,44,42,4,7,423.29,5,20,17,1.113,1,0,1,2,0,0.114,47.6
5.019,37,35,49.5,7,8.1,26,18,27,40.069,62.603,41.87,70.176,64,62,5,9,496.03,9,20,17,1.132,1,1,2,2,1,0.141,41.9
6.6,27,26,37.0,3,4.7,19,15,17,29.416,43.654,30.972,47.81,44,43,2,7,388.9,7,15,12,1.112,1,1,1,3,0,0.159,44.2
6.42,32,30,45.5,3,8.5,22,16,17,32.943,47.803,34.068,52.369,49,47,4,8,465.33,5,20,17,1.114,3,0,1,3,0,0.102,46.8
6.2,28,25,37.5,3,2.7,19,16,12,27.621,37.913,28.818,40.656,40,37,1,6,392.67,1,18,17,1.099,0,3,3,2,0,0.025,51.4
5.0,26,25,36.0,3,4.7,19,15,18,28.589,43.331,30.114,47.866,44,43,2,6,354.46,7,15,12,1.113,1,0,0,3,0,0.159,44.2
5.347,28,26,40.5,1,9.8,20,18,15,28.986,41.265,30.398,45.535,43,41,4,6,407.29,4,20,17,1.111,1,0,1,1,0,0.093,48.8
5.983,35,32,48.5,5,9.6,24,16,20,36.248,52.211,38.574,57.784,55,52,5,8,506.46,4,20,17,1.111,3,0,1,1,0,0.073,46.2
6.0,38,34,50.5,7,10.7,24,16,22,38.152,56.771,40.006,62.931,60,56,6,10,541.87,6,22,21,1.124,1,1,2,2,0,0.1,42.9
6.936,31,29,42.5,4,8.3,21,15,19,32.47,48.687,33.83,53.785,50,48,4,8,455.34,7,19,17,1.121,2,0,1,3,0,0.14,43.8
6.752,33,31,44.5,7,8.8,24,15,26,36.642,56.785,39.211,64.11,59,57,5,7,480.45,8,19,17,1.125,2,0,1,1,0,0.136,42.1
4.0,20,18,27.5,2,3.2,15,13,13,20.612,31.058,21.483,34.408,33,31,1,3,239.29,2,13,11,1.11,0,0,0,2,0,0.061,48.4
7.42,31,29,42.5,5,9.8,22,15,22,33.588,51.018,35.688,57.279,53,51,5,7,452.39,6,19,17,1.123,2,0,1,1,0,0.113,43.1
4.0,22,20,30.0,2,5.6,17,15,16,23.445,35.716,24.796,40.112,38,36,2,3,264.35,2,14,12,1.114,0,0,0,1,0,0.053,47.2
6.907,33,30,44.5,5,10.0,22,15,20,34.249,50.211,36.574,55.784,53,50,5,8,482.44,4,19,17,1.116,2,0,1,1,0,0.075,44.0
6.0,38,34,50.5,8,11.5,25,16,27,38.847,61.203,40.563,69.059,65,61,7,9,457.59,7,22,21,1.132,1,0,0,2,0,0.108,41.0
4.0,23,21,31.0,2,5.6,17,15,15,23.829,36.229,24.733,40.452,38,36,2,4,282.34,2,14,12,1.124,0,0,1,1,1,0.053,47.2
4.664,26,24,36.5,1,10.3,18,17,15,26.986,39.265,28.398,43.535,41,39,4,6,383.27,4,19,17,1.116,0,0,1,1,0,0.098,46.2
7.854,29,27,40.5,3,11.1,20,15,18,30.535,45.251,32.165,50.449,47,45,5,7,424.33,4,19,17,1.121,2,0,1,1,0,0.085,44.4
4.0,21,19,28.5,3,5.7,16,13,16,22.445,34.716,23.796,39.112,37,35,2,3,252.34,1,13,11,1.117,0,0,0,1,0,0.027,45.7
6.0,38,34,50.5,8,10.2,25,16,25,38.653,59.425,40.415,66.505,63,59,6,9,477.01,6,22,21,1.127,1,1,1,2,0,0.095,42.4
6.0,39,35,51.5,8,9.8,25,16,26,39.256,61.756,40.466,68.979,65,61,6,10,474.57,7,22,21,1.131,1,0,0,4,0,0.108,41.0
5.21,29,27,41.0,2,9.3,19,16,16,29.578,43.767,30.602,48.033,45,43,4,8,380.46,6,19,16,1.117,1,0,0,3,0,0.133,44.2
4.467,37,34,49.5,6,8.6,25,18,24,38.545,58.556,40.358,65.113,61,58,5,9,522.44,7,20,17,1.123,1,0,1,3,0,0.115,43.1
5.78,26,25,36.0,3,4.7,19,15,18,28.589,43.331,30.114,47.866,44,43,2,6,354.46,6,15,12,1.113,1,0,0,3,0,0.136,44.2
4.76,27,26,40.0,3,4.8,19,14,16,28.777,42.774,29.807,46.661,43,42,2,7,368.44,5,17,12,1.111,2,0,0,4,0,0.116,45.2
5.726,22,22,25.0,16,1.7,21,5,38,31.767,57.948,36.092,68.18,60,60,1,1,304.6,15,6,6,1.136,0,0,0,0,0,0.25,35.0
7.886,34,32,45.5,5,12.5,22,17,24,36.346,56.549,38.154,63.485,58,56,7,10,498.43,9,20,17,1.134,0,0,1,2,0,0.155,39.3
5.194,21,19,29.5,1,12.1,15,14,14,21.72,32.825,22.83,37.069,35,33,4,4,250.33,2,17,17,1.123,0,0,0,0,0,0.057,45.5
5.8,23,20,32.0,1,10.0,15,14,10,21.911,30.396,22.87,33.207,33,30,3,5,328.18,0,17,16,1.107,0,0,1,1,0,0.0,50.0
5.8,31,28,43.0,1,6.7,22,21,17,30.896,45.473,31.71,50.03,48,45,3,6,371.42,3,21,18,1.112,0,0,0,3,0,0.063,48.9
8.092,37,34,51.0,3,14.5,23,20,21,37.314,55.883,38.637,62.153,58,55,8,11,521.42,9,25,22,1.13,0,0,1,2,0,0.155,41.8
5.483,21,19,29.5,0,13.3,14,14,11,21.02,30.265,21.926,33.598,32,30,4,5,270.74,2,17,17,1.12,0,1,1,0,0,0.063,46.7
6.684,34,32,45.5,5,10.5,23,18,25,36.851,57.331,38.909,64.402,59,57,6,9,497.44,9,20,17,1.13,0,0,1,2,0,0.153,40.4
7.699,48,44,66.0,6,6.6,35,28,32,50.454,76.185,52.909,84.877,80,76,5,9,606.17,11,31,28,1.117,1,1,1,3,0,0.138,46.1
7.161,46,42,64.0,4,8.7,32,27,27,46.895,69.636,48.631,77.129,73,69,6,10,579.1,11,31,28,1.118,1,1,1,3,0,0.151,46.4
6.708,48,44,64.5,7,6.8,33,25,30,49.357,74.956,51.057,82.88,78,74,5,11,612.13,13,27,23,1.12,1,1,1,5,0,0.167,44.6
5.857,49,45,67.5,5,6.5,36,30,32,51.454,77.185,53.909,85.877,81,77,5,9,618.18,11,32,29,1.115,1,1,1,3,0,0.136,46.8
7.092,45,42,60.5,6,7.1,31,24,28,46.694,71.327,48.023,79.141,73,70,5,11,592.09,11,26,23,1.131,1,1,3,3,2,0.151,44.3
5.553,54,50,71.0,4,5.3,34,30,26,54.753,78.429,56.966,84.432,80,76,4,16,938.24,0,29,24,1.111,0,0,4,8,0,0.0,44.7
6.22,53,49,68.5,12,5.6,37,24,40,56.706,89.701,59.319,100.166,93,89,5,12,686.27,11,26,23,1.125,1,1,1,6,0,0.118,41.6
8.0,44,41,59.5,6,7.1,31,24,29,46.755,70.625,49.006,78.405,73,70,5,10,590.55,11,26,23,1.12,1,2,2,3,0,0.151,44.3
7.119,44,41,59.5,7,6.8,32,24,32,47.454,73.185,49.909,81.877,76,73,5,9,570.14,11,26,23,1.122,1,1,1,3,0,0.145,43.8
5.009,46,42,61.5,8,6.8,33,24,32,48.454,74.185,50.909,82.877,78,74,5,9,582.15,10,26,23,1.12,1,1,1,3,0,0.128,44.6
6.391,44,41,59.5,6,7.1,31,24,29,46.755,70.625,49.006,78.405,73,70,5,10,590.55,11,26,23,1.12,1,2,2,3,0,0.151,44.3
6.268,48,44,63.5,9,7.6,34,24,35,51.002,79.17,53.677,88.79,83,79,6,10,611.2,11,26,23,1.124,1,1,1,3,0,0.133,43.0
7.602,47,43,62.5,9,6.5,34,24,34,49.981,77.069,52.671,86.292,81,77,5,9,596.18,11,26,23,1.121,1,1,1,3,0,0.136,44.2
7.131,47,43,65.0,5,8.3,33,27,29,48.894,72.269,51.586,80.255,76,72,6,10,609.2,10,31,28,1.115,1,1,1,2,0,0.132,45.8
5.801,35,30,50.5,1,14.9,23,22,17,32.784,47.131,33.847,52.564,52,47,7,7,391.47,4,31,31,1.118,0,0,0,0,0,0.077,48.9
7.569,45,42,60.5,7,6.8,32,24,32,48.169,74.512,50.364,83.086,77,74,5,10,586.14,13,26,23,1.123,1,1,1,4,0,0.169,43.2
7.357,45,42,60.5,7,6.8,32,24,32,48.169,74.512,50.364,83.086,77,74,5,10,586.14,12,26,23,1.123,1,1,1,4,0,0.156,43.2
5.423,52,48,70.5,7,6.0,38,30,36,55.222,84.28,57.887,93.916,88,84,5,10,662.24,14,32,29,1.118,1,1,1,4,0,0.159,45.2
6.772,48,44,63.5,9,6.4,34,24,34,50.696,78.396,53.125,87.501,82,78,5,10,612.18,11,26,23,1.122,1,1,1,4,0,0.134,43.6
5.876,45,42,60.5,6,7.1,31,24,28,47.138,71.138,48.943,78.745,73,70,5,11,608.54,11,26,23,1.125,1,2,3,3,1,0.151,44.3
7.237,49,45,64.5,9,6.3,34,24,34,51.41,79.723,53.58,88.711,83,79,5,11,628.18,11,26,23,1.123,1,1,1,5,0,0.133,43.0
6.0,32,29,44.5,3,6.0,24,21,21,33.707,49.662,35.972,55.361,53,50,3,5,399.55,5,24,23,1.107,0,0,0,1,0,0.094,48.0
5.284,27,25,36.5,3,12.2,17,14,16,27.997,41.538,29.557,46.056,43,41,5,8,373.9,4,18,17,1.123,0,1,1,1,0,0.093,41.5
5.097,35,32,46.5,5,13.7,20,15,19,33.748,52.905,33.608,58.702,54,51,7,12,443.46,6,22,21,1.151,0,0,2,3,2,0.111,39.2
6.678,38,34,52.0,6,10.0,26,20,26,38.826,60.101,40.557,67.561,64,60,6,8,454.58,8,27,26,1.126,0,0,0,2,0,0.125,43.3
7.886,48,44,66.0,5,8.2,33,27,29,50.081,73.345,53.233,81.175,77,73,6,11,641.27,11,31,28,1.112,1,1,1,2,0,0.143,45.2
5.422,41,38,56.5,4,6.3,29,24,25,42.567,63.76,44.074,70.342,66,63,4,9,529.03,11,26,23,1.117,1,1,1,4,0,0.167,46.0
5.945,51,46,72.0,3,6.8,37,33,28,51.4,74.418,53.387,82.046,79,74,5,9,626.15,10,37,34,1.109,1,1,1,3,0,0.127,50.0
6.644,46,42,64.0,4,8.7,32,27,27,46.895,69.636,48.631,77.129,73,69,6,10,579.1,10,31,28,1.118,1,1,1,3,0,0.137,46.4
7.398,45,41,60.5,7,7.0,32,24,30,46.927,71.301,49.148,79.461,75,71,5,9,568.12,11,26,23,1.119,1,1,1,3,0,0.147,45.1
5.0,16,14,23.5,0,23.8,9,9,7,14.634,21.393,14.79,23.907,23,21,5,5,185.21,0,15,15,1.138,0,0,0,0,0,0.0,42.9
6.983,49,46,64.5,10,6.0,35,24,38,53.464,84.49,56.103,94.541,87,84,5,11,644.23,15,26,23,1.125,1,1,1,5,0,0.172,41.7
6.303,42,39,57.5,6,7.1,31,24,31,45.1,69.978,47.29,78.517,73,70,5,8,521.67,11,26,23,1.122,1,0,0,3,0,0.151,44.3
5.013,36,32,49.0,6,11.9,25,19,27,37.418,58.549,39.654,66.64,63,59,7,7,425.59,8,26,26,1.129,0,0,0,0,0,0.127,42.4
