pXC50,MW,Si,nAT,nSK,nBT,Sv,nC,nBO,nH,Sp,Se,SCBO,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR,nCL,nCsp,nCsp2,nCsp3,nDB,nF
7.2,318.4,46.737,42,24,44,27.687,20,26,18,29.012,41.927,36.0,7.581,47.6,42.9,0.998,1.113,0.691,0.659,4.8,18,0,19,0,0,0,18,2,1,0
7.9,328.83,45.053,40,23,42,26.316,17,25,17,27.665,40.243,34.0,8.221,42.5,42.5,1.006,1.126,0.692,0.658,10.0,16,0,17,0,1,0,13,4,1,0
6.1,296.36,42.903,38,22,41,24.676,16,25,16,25.5,38.363,33.5,7.799,42.1,42.1,1.01,1.129,0.671,0.649,10.5,15,0,16,0,0,0,11,5,1,0
5.0,282.23,33.139,29,20,31,20.455,14,22,9,19.744,30.822,28.0,9.732,48.3,31.0,1.063,1.143,0.681,0.705,0.0,6,0,9,0,0,0,10,4,3,3
6.4,351.46,53.604,47,26,50,29.552,18,29,21,30.824,47.225,38.0,7.478,38.3,44.7,1.005,1.141,0.656,0.629,14.9,16,0,17,0,0,0,12,6,1,0
6.5,277.75,28.814,26,18,28,19.374,12,20,8,20.261,26.684,28.0,10.683,46.2,30.8,1.026,1.108,0.779,0.745,11.5,16,0,16,0,1,0,12,0,0,0
5.0,393.5,52.365,47,28,50,31.61,21,31,19,33.12,47.433,43.0,8.372,44.7,40.4,1.009,1.114,0.705,0.673,6.4,18,0,21,0,0,0,19,2,3,0
6.3,396.55,64.976,57,29,60,34.353,21,32,28,36.319,56.985,41.0,6.957,36.8,49.1,1.0,1.14,0.637,0.603,10.5,16,0,17,0,0,0,11,10,1,0
5.0,607.69,75.243,67,44,73,47.274,32,50,23,48.324,68.421,68.5,9.07,47.8,34.3,1.021,1.123,0.721,0.706,10.4,33,0,35,0,0,0,29,3,2,2
7.8,392.43,54.54,47,28,49,30.208,18,30,19,30.392,48.545,39.0,8.35,38.3,40.4,1.033,1.16,0.647,0.643,12.8,16,0,17,0,0,0,13,5,1,3
7.2,380.48,49.369,44,27,47,30.058,20,30,17,31.392,44.509,42.0,8.647,45.5,38.6,1.012,1.122,0.713,0.683,9.1,20,0,22,0,0,0,18,2,2,1
6.3,361.26,36.09,33,23,35,25.234,17,25,10,26.636,33.673,36.0,10.947,51.5,30.3,1.02,1.094,0.807,0.765,6.1,16,0,18,0,2,1,15,1,1,0
5.6,451.47,56.82,51,34,55,36.127,25,38,17,36.415,52.12,54.5,8.852,49.0,33.3,1.022,1.114,0.714,0.708,9.8,21,0,26,0,0,1,22,2,4,0
8.0,359.41,49.03,44,27,47,29.896,21,30,17,30.71,44.473,42.0,8.168,47.7,38.6,1.011,1.114,0.698,0.679,6.8,22,0,23,0,0,0,20,1,1,0
5.0,367.49,54.813,49,28,52,32.321,23,31,21,34.12,48.578,43.5,7.5,46.9,42.9,0.991,1.119,0.696,0.66,10.2,17,0,19,0,0,3,14,6,0,0
6.6,310.38,45.946,41,23,43,26.402,18,25,18,27.466,41.254,33.5,7.57,43.9,43.9,1.006,1.121,0.67,0.644,4.9,11,0,14,0,0,0,14,4,3,0
5.5,167.21,18.04,16,11,17,11.493,6,12,5,11.881,16.593,16.5,10.451,37.5,31.3,1.037,1.127,0.743,0.718,18.8,5,0,7,0,0,0,6,0,2,0
5.6,374.35,45.922,40,27,42,27.826,18,29,13,27.313,41.902,39.0,9.359,45.0,32.5,1.048,1.148,0.683,0.696,10.0,12,0,16,0,0,0,17,1,4,3
5.6,498.61,72.316,64,37,68,41.736,28,41,27,43.256,64.498,55.5,7.791,43.8,42.2,1.008,1.13,0.676,0.652,9.4,27,0,28,0,0,0,24,4,1,1
7.2,360.49,56.983,51,27,53,32.267,23,29,24,34.296,50.578,39.0,7.068,45.1,47.1,0.992,1.117,0.672,0.633,3.9,18,0,19,0,0,0,18,5,1,0
5.4,247.31,35.199,32,19,34,21.897,17,21,13,23.029,31.731,30.5,7.728,53.1,40.6,0.992,1.1,0.72,0.684,3.1,17,0,18,0,0,0,16,1,1,0
5.0,421.53,62.774,55,31,58,34.989,22,34,24,36.284,55.505,45.0,7.664,40.0,43.6,1.009,1.141,0.66,0.636,12.7,22,0,22,0,0,0,16,6,0,1
7.1,370.36,45.713,40,27,42,28.111,19,29,13,27.858,41.574,40.5,9.259,47.5,32.5,1.039,1.143,0.696,0.703,10.0,17,0,19,0,0,2,15,2,1,3
6.3,391.88,52.888,46,27,48,29.763,17,29,19,30.62,47.062,37.5,8.519,37.0,41.3,1.023,1.15,0.666,0.647,15.2,17,0,17,0,1,0,12,5,0,1
6.5,275.41,40.531,36,19,37,22.654,14,20,17,24.449,35.894,26.5,7.65,38.9,47.2,0.997,1.126,0.679,0.629,8.3,11,0,12,0,0,0,10,4,1,0
6.8,409.48,52.962,46,28,48,30.373,18,30,18,31.034,47.52,39.0,8.902,39.1,39.1,1.033,1.151,0.675,0.66,10.9,16,0,17,0,0,0,13,5,1,3
9.2,245.69,28.266,25,17,27,17.988,11,19,8,18.409,25.6,27.0,9.828,44.0,32.0,1.024,1.131,0.736,0.72,20.0,16,0,16,0,1,0,11,0,0,0
5.5,322.42,41.199,37,23,41,25.622,17,27,14,26.932,37.229,36.0,8.714,45.9,37.8,1.006,1.113,0.728,0.692,10.8,16,0,17,0,0,0,13,4,1,0
7.0,350.3,40.637,35,25,37,24.968,16,27,10,24.034,37.203,36.5,10.009,45.7,28.6,1.063,1.161,0.687,0.713,11.4,17,0,18,0,0,0,15,1,1,4
5.9,513.65,77.727,69,38,73,43.815,29,42,31,45.745,69.305,54.5,7.444,42.0,44.9,1.004,1.126,0.663,0.635,7.2,23,0,24,0,0,0,21,8,1,0
5.9,305.79,41.764,37,21,39,24.009,15,23,16,25.114,37.469,29.5,8.265,40.5,43.2,1.013,1.129,0.679,0.649,8.1,11,0,12,0,1,0,10,5,1,0
6.1,317.67,32.538,28,21,30,20.578,12,23,7,19.642,30.356,29.5,11.345,42.9,25.0,1.084,1.162,0.702,0.735,10.7,11,0,12,0,1,0,10,2,1,3
5.0,220.26,32.073,28,16,28,17.622,10,16,12,17.977,28.596,22.0,7.866,35.7,42.9,1.021,1.145,0.642,0.629,14.3,6,0,8,0,0,1,6,3,1,0
6.0,252.3,34.863,31,19,32,20.908,14,20,12,21.523,31.269,29.0,8.139,45.2,38.7,1.009,1.125,0.694,0.674,12.9,12,0,14,0,0,1,12,1,1,0
5.0,356.42,52.152,46,26,47,29.159,18,27,20,29.932,46.785,36.0,7.748,39.1,43.5,1.017,1.134,0.651,0.634,8.7,12,0,14,0,0,1,12,5,1,0
7.8,340.37,46.322,41,25,43,27.106,17,27,16,27.409,42.018,38.0,8.302,41.5,39.0,1.025,1.13,0.669,0.661,9.8,16,0,19,0,0,0,14,3,3,0
5.0,443.95,57.767,51,29,52,32.636,18,30,22,33.864,52.505,39.0,8.705,35.3,43.1,1.03,1.133,0.664,0.64,5.9,12,0,15,0,1,0,12,6,3,0
5.0,434.52,58.906,52,30,53,33.303,19,31,22,34.25,53.4,42.0,8.356,36.5,42.3,1.027,1.133,0.659,0.64,7.7,12,0,16,0,0,1,12,6,3,0
6.5,360.41,48.485,43,27,46,29.192,19,30,16,29.75,43.683,42.0,8.382,44.2,37.2,1.016,1.128,0.692,0.679,14.0,22,0,23,0,0,0,18,1,1,0
7.1,309.37,43.95,39,23,42,25.85,18,26,16,26.739,39.331,35.5,7.933,46.2,41.0,1.008,1.127,0.686,0.663,7.7,15,0,17,0,0,0,14,4,2,1
6.6,414.38,49.504,43,30,46,30.342,19,33,13,29.563,45.222,45.0,9.637,44.2,30.2,1.052,1.151,0.688,0.706,14.0,22,0,23,0,0,0,18,1,1,3
5.45,507.63,76.438,67,37,70,41.999,26,40,30,43.478,67.81,52.0,7.577,38.8,44.8,1.012,1.141,0.649,0.627,10.4,22,0,23,0,0,0,18,8,1,1
7.1,357.45,51.607,46,27,49,30.509,21,30,19,31.813,46.022,42.0,7.771,45.7,41.3,1.0,1.122,0.692,0.663,10.9,22,0,23,0,0,0,20,1,1,0
6.2,570.67,81.601,72,42,77,46.54,29,47,30,47.693,73.171,61.5,7.926,40.3,41.7,1.016,1.133,0.662,0.646,11.1,27,0,28,0,0,0,21,8,1,0
5.0,312.42,49.106,43,23,45,26.531,16,25,20,27.819,43.123,33.0,7.266,37.2,46.5,1.003,1.142,0.647,0.617,14.0,10,0,12,0,0,1,7,8,1,0
5.796,375.44,51.947,46,28,49,30.893,21,31,18,31.75,46.534,43.0,8.162,45.7,39.1,1.012,1.129,0.69,0.672,10.9,22,0,23,0,0,0,20,1,1,1
5.0,431.92,59.01,52,30,54,33.535,20,32,22,34.557,53.094,41.0,8.306,38.5,42.3,1.021,1.135,0.665,0.645,9.6,12,0,14,0,1,1,11,8,1,0
5.0,466.95,56.807,50,31,52,33.405,18,33,19,34.142,51.833,44.0,9.339,36.0,38.0,1.037,1.136,0.683,0.668,12.0,12,0,16,0,1,1,11,6,3,0
8.4,213.26,30.365,27,16,29,17.886,12,18,11,18.517,27.167,24.5,7.899,44.4,40.7,1.006,1.125,0.686,0.662,11.1,11,0,12,0,0,0,10,2,1,0
8.0,247.7,30.309,27,17,29,18.714,12,19,10,19.375,27.491,25.5,9.174,44.4,37.0,1.018,1.123,0.718,0.693,11.1,11,0,12,0,1,0,10,2,1,0
7.2,340.41,46.694,42,26,46,28.961,21,30,16,30.046,42.036,42.0,8.105,50.0,38.1,1.001,1.112,0.715,0.69,9.5,22,0,23,0,0,0,19,2,1,0
6.5,307.35,41.535,37,23,40,25.323,18,26,14,25.978,37.447,35.5,8.307,48.6,37.8,1.012,1.123,0.702,0.684,8.1,17,0,18,0,0,0,16,2,1,1
6.886,346.38,45.069,40,26,43,27.665,18,29,14,27.989,40.8,40.5,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,23,0,23,0,0,0,18,0,0,0
8.523,439.5,60.069,54,33,61,36.665,26,40,21,37.688,54.567,53.0,8.139,48.1,38.9,1.011,1.112,0.698,0.679,5.6,24,0,25,0,0,0,19,7,1,0
6.387,570.69,81.228,73,43,81,48.793,35,51,30,50.739,73.203,68.0,7.818,47.9,41.1,1.003,1.113,0.695,0.668,5.5,30,0,32,0,0,0,26,9,2,0
6.3,378.46,46.954,42,27,45,29.532,20,30,15,30.631,42.625,42.0,9.011,47.6,35.7,1.015,1.118,0.729,0.703,9.5,22,0,23,0,0,0,20,0,1,1
5.5,312.42,49.106,43,23,45,26.531,16,25,20,27.819,43.123,33.0,7.266,37.2,46.5,1.003,1.142,0.647,0.617,14.0,10,0,12,0,0,1,7,8,1,0
5.6,334.41,48.318,43,25,46,28.203,19,28,18,29.262,43.247,38.5,7.777,44.2,41.9,1.006,1.124,0.681,0.656,9.3,21,0,21,0,0,0,16,3,0,0
6.9,351.35,43.99,39,26,41,27.073,17,28,13,26.892,40.353,40.0,9.009,43.6,33.3,1.035,1.128,0.69,0.694,12.8,18,0,21,0,0,0,17,0,3,0
6.5,322.35,42.697,38,24,40,25.864,17,26,14,26.193,38.807,36.0,8.483,44.7,36.8,1.021,1.124,0.689,0.681,10.5,18,0,19,0,0,0,17,0,1,0
7.3,324.34,41.828,37,24,39,25.533,17,26,13,25.676,37.993,36.0,8.766,45.9,35.1,1.027,1.13,0.694,0.69,10.8,18,0,19,0,0,0,17,0,1,1
7.1,338.37,45.243,40,25,42,27.059,18,27,15,27.438,40.876,37.0,8.459,45.0,37.5,1.022,1.131,0.686,0.676,10.0,18,0,19,0,0,0,17,1,1,1
7.0,346.38,45.069,40,26,43,27.665,18,29,14,27.989,40.8,41.0,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,22,0,23,0,0,0,18,0,1,0
5.0,404.95,60.505,53,28,55,32.654,19,30,25,34.415,53.425,38.0,7.641,35.8,47.2,1.008,1.142,0.649,0.616,11.3,12,0,14,0,1,0,10,9,2,0
5.45,475.4,61.161,54,30,57,34.718,22,33,24,36.597,54.523,41.5,8.804,40.7,44.4,1.01,1.133,0.678,0.643,7.4,17,0,17,1,0,0,14,8,0,1
5.024,471.97,56.472,50,32,53,34.47,20,35,18,35.477,51.396,46.5,9.439,40.0,36.0,1.028,1.129,0.71,0.689,14.0,17,0,19,0,1,1,14,5,1,0
5.0,387.48,56.232,50,29,54,32.751,22,33,21,34.029,50.232,43.5,7.75,44.0,42.0,1.005,1.125,0.681,0.655,10.0,17,0,18,0,0,1,14,7,0,0
5.0,255.36,40.983,36,19,38,22.268,14,21,17,23.597,35.811,28.5,7.093,38.9,47.2,0.995,1.138,0.655,0.619,13.9,15,0,15,0,0,0,10,4,0,0
5.2,532.46,64.128,56,32,58,36.025,20,34,24,37.642,57.541,41.5,9.508,35.7,42.9,1.028,1.145,0.672,0.643,8.9,11,0,13,1,0,0,11,9,2,2
5.149,529.57,69.453,61,39,65,41.756,28,43,22,42.159,62.53,58.5,8.681,45.9,36.1,1.025,1.139,0.691,0.685,11.5,29,0,30,0,0,0,25,3,1,3
5.0,368.45,54.489,48,27,51,30.64,20,30,21,31.722,48.527,38.5,7.676,41.7,43.8,1.011,1.135,0.661,0.638,8.3,17,0,17,0,0,0,13,7,0,1
5.3,476.89,54.942,49,34,53,35.797,25,38,15,35.995,50.596,52.0,9.732,51.0,30.6,1.033,1.121,0.735,0.731,8.2,24,0,26,0,1,0,24,1,2,2
5.0,411.46,53.983,48,31,52,33.213,22,35,17,33.756,48.785,49.5,8.572,45.8,35.4,1.016,1.125,0.703,0.692,14.6,27,0,28,0,0,0,21,1,1,0
6.2,287.35,39.152,35,22,38,24.214,17,25,13,25.074,35.043,36.0,8.21,48.6,37.1,1.001,1.119,0.716,0.692,14.3,22,0,22,0,0,0,17,0,0,0
5.3,366.46,55.358,49,27,51,30.971,20,29,22,32.239,49.342,38.0,7.479,40.8,44.9,1.007,1.13,0.658,0.632,8.2,18,0,18,0,0,0,16,4,0,0
6.3,394.47,48.535,43,28,46,30.048,19,31,15,30.881,43.945,43.0,9.174,44.2,34.9,1.022,1.129,0.718,0.699,14.0,22,0,23,0,0,0,18,1,1,1
6.4,239.31,35.152,31,18,33,20.214,13,20,13,21.074,31.043,27.0,7.72,41.9,41.9,1.001,1.134,0.68,0.652,16.1,12,0,13,0,0,0,11,2,1,0
5.7,453.32,51.369,46,29,49,31.943,21,32,17,33.068,46.803,44.0,9.855,45.7,37.0,1.017,1.117,0.719,0.694,8.7,22,0,23,1,0,0,20,1,1,0
5.0,408.87,51.472,46,29,49,31.745,21,32,17,32.574,46.898,44.0,8.888,45.7,37.0,1.02,1.119,0.708,0.69,8.7,22,0,23,0,1,0,20,1,1,0
6.0,338.43,50.236,44,25,47,28.199,18,28,19,29.302,44.309,36.5,7.692,40.9,43.2,1.007,1.142,0.666,0.641,13.6,17,0,17,0,0,0,13,5,0,1
5.3,331.37,43.535,39,25,42,27.323,20,28,14,27.978,39.447,39.5,8.497,51.3,35.9,1.011,1.116,0.717,0.701,7.7,23,0,23,0,0,0,20,0,0,1
5.495,530.5,73.405,65,36,68,41.755,26,39,29,44.006,65.625,49.5,8.162,40.0,44.6,1.01,1.129,0.677,0.642,7.7,17,0,18,0,2,1,15,10,0,0
6.0,221.28,31.156,28,17,30,19.171,14,19,11,20.063,27.84,27.5,7.903,50.0,39.3,0.994,1.113,0.717,0.685,10.7,17,0,17,0,0,0,14,0,0,0
6.249,380.59,55.404,49,25,51,30.157,17,27,24,32.841,49.051,33.0,7.767,34.7,49.0,1.001,1.131,0.67,0.615,8.2,10,0,11,0,0,0,7,10,1,0
5.796,515.66,75.893,68,39,74,44.858,32,45,29,47.074,67.767,61.0,7.583,47.1,42.6,0.997,1.116,0.692,0.66,7.4,26,0,29,0,0,0,25,7,3,0
6.2,281.4,45.398,40,21,42,24.795,16,23,19,26.358,39.694,31.0,7.035,40.0,47.5,0.992,1.135,0.659,0.62,12.5,16,0,16,0,0,0,11,5,0,0
5.4,375.44,55.824,49,27,52,30.575,19,30,22,31.387,49.963,36.0,7.662,38.8,44.9,1.02,1.139,0.641,0.624,6.1,6,0,9,0,0,0,10,9,3,1
5.4,333.36,42.666,38,25,41,26.992,20,28,13,27.461,38.632,39.5,8.773,52.6,34.2,1.017,1.123,0.723,0.71,7.9,23,0,23,0,0,0,20,0,0,2
5.0,485.99,66.971,59,34,62,38.257,24,37,25,39.563,60.047,47.5,8.237,40.7,42.4,1.018,1.135,0.671,0.648,8.5,17,0,19,0,1,0,17,7,2,1
7.7,391.83,46.558,42,28,45,30.197,21,31,14,30.807,42.913,43.0,9.329,50.0,33.3,1.022,1.109,0.733,0.719,7.1,18,0,21,0,1,0,21,0,3,0
7.2,371.42,50.03,45,28,48,30.896,22,31,17,31.71,45.473,43.0,8.254,48.9,37.8,1.011,1.112,0.705,0.687,6.7,18,0,21,0,0,0,21,1,3,0
5.1,212.27,31.282,28,16,29,18.392,13,17,12,19.273,27.949,24.0,7.581,46.4,42.9,0.998,1.117,0.688,0.657,7.1,12,0,13,0,0,0,13,0,1,0
6.9,468.6,70.604,63,35,68,40.552,28,40,28,42.523,62.992,53.0,7.438,44.4,44.4,1.0,1.121,0.675,0.644,6.3,20,0,23,0,0,0,20,8,3,0
6.2,512.59,71.11,63,38,69,41.924,28,44,25,42.949,63.941,58.0,8.136,44.4,39.7,1.015,1.129,0.682,0.665,9.5,20,0,24,0,0,0,20,8,4,1
5.0,399.55,55.361,50,29,53,33.707,24,32,21,35.972,49.662,44.5,7.991,48.0,42.0,0.993,1.107,0.719,0.674,6.0,23,0,24,0,0,0,21,3,1,0
6.0,403.55,55.943,50,29,53,33.223,22,32,21,35.222,49.982,44.0,8.071,44.0,42.0,1.0,1.119,0.704,0.664,10.0,22,0,23,0,0,0,19,3,1,0
5.5,316.35,40.445,36,24,39,25.424,17,27,12,25.773,36.589,38.5,8.787,47.2,33.3,1.016,1.123,0.716,0.706,16.7,23,0,23,0,0,0,17,0,0,0
5.0,370.42,52.283,46,27,49,29.828,19,30,19,30.415,46.971,40.0,8.053,41.3,41.3,1.021,1.137,0.661,0.648,8.7,20,0,20,0,0,0,14,5,0,1
5.0,383.89,48.518,43,25,44,28.152,16,26,18,29.432,44.084,35.0,8.928,37.2,41.9,1.025,1.128,0.684,0.655,7.0,12,0,15,0,1,0,12,4,3,0
5.0,375.45,48.74,43,26,44,28.314,16,27,17,29.063,44.196,38.0,8.731,37.2,39.5,1.028,1.133,0.676,0.658,11.6,12,0,16,0,0,1,12,3,3,0
5.0,448.55,62.322,55,31,56,34.83,20,32,24,36.012,56.283,43.0,8.155,36.4,43.6,1.023,1.133,0.655,0.633,7.3,12,0,16,0,0,1,12,7,3,0
9.276,358.48,54.939,49,27,52,31.542,22,30,22,33.33,48.687,41.0,7.316,44.9,44.9,0.994,1.121,0.68,0.644,8.2,22,0,22,0,0,0,18,4,0,0
5.6,325.77,38.934,35,23,38,24.955,17,26,12,25.591,35.702,35.5,9.308,48.6,34.3,1.02,1.112,0.731,0.713,8.6,17,0,18,0,1,0,16,1,1,0
5.8,362.78,40.645,37,26,41,27.649,20,30,11,28.04,37.927,42.5,9.805,54.1,29.7,1.025,1.099,0.758,0.747,5.4,21,0,23,0,1,0,20,0,2,0
6.5,291.41,41.74,37,20,39,23.369,14,22,17,24.904,37.222,29.5,7.876,37.8,45.9,1.006,1.128,0.673,0.632,8.1,11,0,13,0,0,0,9,5,2,0
6.509,441.51,58.665,51,30,53,32.661,18,32,21,33.222,52.872,41.0,8.657,35.3,41.2,1.037,1.15,0.651,0.64,9.8,12,0,15,0,0,0,11,7,3,2
5.0,443.38,49.917,45,29,48,32.33,21,32,16,34.171,45.644,43.0,9.853,46.7,35.6,1.014,1.109,0.759,0.718,8.9,18,0,20,0,2,0,19,2,2,0
5.5,476.65,69.524,62,34,66,39.739,26,38,28,42.171,62.069,49.0,7.688,41.9,45.2,1.001,1.121,0.68,0.641,6.5,16,0,18,0,0,2,14,10,1,0
5.5,416.61,64.896,57,29,59,34.54,20,31,28,36.966,57.061,39.0,7.309,35.1,49.1,1.001,1.139,0.649,0.606,10.5,12,0,14,0,0,0,10,10,2,0
6.0,374.5,50.029,45,27,48,30.675,21,30,18,32.455,44.996,42.0,8.322,46.7,40.0,1.0,1.112,0.721,0.682,8.9,22,0,23,0,0,0,20,1,1,0
6.1,394.91,46.558,42,27,45,29.976,20,30,15,31.551,42.436,42.0,9.403,47.6,35.7,1.01,1.109,0.751,0.714,9.5,22,0,23,0,1,0,20,0,1,0
7.9,346.38,45.069,40,26,43,27.665,18,29,14,27.989,40.8,41.0,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,22,0,23,0,0,0,18,0,1,0
5.6,415.54,63.062,56,31,60,35.805,24,35,25,37.551,56.0,45.5,7.42,42.9,44.6,1.0,1.126,0.671,0.639,8.9,17,0,18,0,0,1,14,9,0,0
6.1,361.49,56.438,50,27,54,31.563,21,31,23,33.336,49.789,40.0,7.23,42.0,46.0,0.996,1.129,0.667,0.631,10.0,16,0,17,0,0,0,14,7,1,0
5.9,390.46,54.445,48,29,51,31.914,21,32,19,32.756,48.636,44.0,8.135,43.8,39.6,1.013,1.134,0.682,0.665,12.5,22,0,23,0,0,0,19,2,1,1
5.9,372.47,54.106,48,28,51,31.531,21,31,20,32.819,48.123,43.0,7.76,43.8,41.7,1.003,1.127,0.684,0.657,12.5,22,0,23,0,0,0,19,2,1,0
6.0,301.81,41.927,37,21,39,24.095,15,23,16,25.455,37.134,31.0,8.157,40.5,43.2,1.004,1.133,0.688,0.651,13.5,16,0,16,0,1,0,11,4,0,0
7.523,249.36,35.744,32,17,33,20.326,13,18,15,21.892,32.018,23.0,7.792,40.6,46.9,1.001,1.117,0.684,0.635,3.1,6,0,8,0,0,0,9,4,2,0
6.7,459.45,57.963,50,33,53,34.085,21,36,17,33.574,52.276,47.0,9.189,42.0,34.0,1.046,1.159,0.671,0.682,14.0,18,0,20,0,0,0,18,3,2,4
5.8,465.38,56.366,50,32,53,34.987,22,35,18,36.33,50.763,48.5,9.308,44.0,36.0,1.015,1.127,0.727,0.7,16.0,23,0,24,0,2,1,18,3,0,0
5.6,587.61,82.206,72,41,75,45.594,26,44,31,47.284,73.651,57.0,8.161,36.1,43.1,1.023,1.142,0.657,0.633,9.7,22,0,24,0,0,0,18,8,2,1
6.7,360.41,50.785,44,26,46,28.297,17,28,18,28.694,45.149,37.0,8.191,38.6,40.9,1.026,1.154,0.652,0.643,13.6,16,0,17,0,0,0,12,5,1,2
5.9,401.87,53.641,48,28,51,31.691,21,31,20,32.75,48.898,39.0,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,12,0,14,0,1,0,15,6,2,0
5.0,374.46,49.657,44,26,45,28.82,17,27,18,29.818,44.978,38.0,8.51,38.6,40.9,1.022,1.129,0.678,0.655,9.1,12,0,16,0,0,1,12,4,3,0
5.0,401.87,53.641,48,28,51,31.691,21,31,20,32.75,48.898,39.0,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,12,0,14,0,1,0,15,6,2,0
5.3,384.42,50.113,45,29,49,31.391,22,33,16,31.955,45.691,45.5,8.543,48.9,35.6,1.015,1.114,0.71,0.698,8.9,23,0,24,0,0,0,21,1,1,0
6.7,304.16,31.207,28,18,30,19.911,13,20,10,20.87,28.396,28.0,10.863,46.4,35.7,1.014,1.115,0.745,0.711,10.7,16,0,16,1,0,0,12,1,0,0
5.155,382.28,47.705,42,25,44,27.879,16,27,17,28.983,42.996,34.5,9.102,38.1,40.5,1.024,1.136,0.69,0.664,11.9,11,0,13,0,2,0,11,5,2,0
5.0,641.67,86.282,77,43,82,50.216,32,48,34,53.387,77.578,61.5,8.333,41.6,44.2,1.008,1.121,0.693,0.652,5.2,17,0,22,0,2,0,20,12,5,0
5.9,161.18,21.535,19,12,20,12.833,8,13,7,12.994,19.4,19.0,8.483,42.1,36.8,1.021,1.133,0.684,0.675,15.8,10,0,11,0,0,0,8,0,1,0
7.8,468.99,65.714,58,33,61,37.368,23,36,25,38.87,58.752,46.0,8.086,39.7,43.1,1.013,1.133,0.67,0.644,10.3,18,0,19,0,1,0,17,6,1,0
7.7,518.61,74.106,65,38,69,41.967,26,42,27,42.961,66.145,55.0,7.979,40.0,41.5,1.018,1.14,0.661,0.646,12.3,22,0,24,0,0,0,20,6,2,1
6.3,270.73,33.226,30,19,32,21.219,15,21,11,22.131,30.273,29.0,9.024,50.0,36.7,1.009,1.108,0.738,0.707,6.7,12,0,14,0,1,0,15,0,2,0
7.222,532.64,77.522,68,39,72,43.494,27,43,29,44.722,69.029,56.0,7.833,39.7,42.6,1.015,1.14,0.658,0.64,11.8,22,0,24,0,0,0,20,7,2,1
5.2,282.67,30.569,27,19,29,19.505,12,21,8,19.216,28.556,27.5,10.469,44.4,29.6,1.058,1.132,0.712,0.722,7.4,11,0,12,0,1,0,10,2,1,1
6.1,478.48,56.72,50,33,53,34.695,22,36,17,34.597,52.407,47.5,9.57,44.0,34.0,1.048,1.134,0.692,0.694,4.0,21,0,22,0,0,0,18,4,1,3
6.672,470.51,65.113,57,34,60,36.827,22,37,23,37.097,58.712,47.0,8.255,38.6,40.4,1.03,1.142,0.651,0.646,10.5,18,0,19,0,0,0,16,6,1,1
5.3,437.58,61.149,54,31,57,34.981,21,34,23,36.688,54.512,47.0,8.103,38.9,42.6,1.009,1.132,0.679,0.648,13.0,22,0,24,0,0,0,17,4,2,0
6.0,417.44,48.759,43,29,46,30.518,20,32,14,30.716,44.76,43.5,9.708,46.5,32.6,1.041,1.134,0.714,0.71,7.0,21,0,22,0,0,0,18,2,1,3
6.5,194.25,27.657,25,15,27,17.15,13,17,10,18.057,24.738,25.0,7.77,52.0,40.0,0.99,1.106,0.722,0.686,8.0,16,0,16,0,0,0,13,0,0,0
6.2,430.98,48.059,43,28,46,30.679,18,31,15,32.449,43.833,42.5,10.023,41.9,34.9,1.019,1.118,0.755,0.713,14.0,21,0,22,0,1,0,16,2,1,0
7.1,368.51,52.026,46,26,49,29.718,18,29,20,31.466,46.2,37.5,8.011,39.1,43.5,1.004,1.131,0.684,0.646,13.0,17,0,17,0,0,0,13,5,0,0
5.5,518.96,63.851,57,37,61,39.897,27,41,20,40.489,58.505,55.0,9.105,47.4,35.1,1.026,1.12,0.71,0.7,7.0,24,0,26,0,1,0,24,3,2,1
5.0,469.59,69.687,62,35,65,40.046,27,38,27,41.767,62.211,51.5,7.574,43.5,43.5,1.003,1.124,0.674,0.646,8.1,23,0,25,0,0,0,22,5,2,0
6.1,457.63,73.308,65,34,68,40.385,27,37,31,42.836,64.65,49.0,7.04,41.5,47.7,0.995,1.128,0.659,0.621,7.7,16,0,19,0,0,1,15,11,2,0
5.6,512.48,69.781,62,35,65,40.513,26,38,27,42.79,62.414,49.0,8.266,41.9,43.5,1.007,1.125,0.69,0.653,8.1,18,0,20,0,2,0,19,7,2,0
5.2,450.56,67.944,60,33,64,37.935,25,37,27,39.461,60.505,47.5,7.509,41.7,45.0,1.008,1.132,0.658,0.632,6.7,21,0,21,0,0,0,16,9,0,1
5.1,280.33,38.409,34,21,36,23.103,16,23,13,23.767,34.338,32.0,8.245,47.1,38.2,1.01,1.13,0.699,0.679,11.8,18,0,18,0,0,0,16,0,0,1
5.0,425.55,66.268,58,31,61,35.562,21,34,27,37.017,58.531,43.5,7.337,36.2,46.6,1.009,1.143,0.638,0.613,12.1,15,0,16,0,0,2,8,11,0,0
6.9,437.23,34.009,31,23,34,24.293,15,26,8,25.972,32.084,36.5,14.104,48.4,25.8,1.035,1.097,0.838,0.784,9.7,21,0,21,0,0,0,15,0,0,0
