pXC50,Sp,Sv,nBT,Si,nAT,nBO,nSK,SCBO,nH,nC,MW,Se,nCsp2,nN,nCsp3,RBN,nDB,nBM,Mv,H.,nAB,nHet,nHM,Me,O.,AMW,N.,Mp
4.495,26.852,25.597,36,38.427,35,24,23,33.0,12,17,440.09,35.953,16,0,1,5,3,15,0.731,34.3,12,6,2,1.027,11.4,12.574,0.0,0.767
4.523,22.574,20.787,32,34.62,31,19,18,25.0,13,12,279.42,31.204,10,3,2,2,3,9,0.671,41.9,6,6,2,1.007,3.2,9.014,9.7,0.728
4.301,26.989,26.954,40,42.621,38,28,26,38.5,12,16,372.39,39.655,16,4,0,4,2,19,0.709,31.6,17,10,1,1.044,13.2,9.8,10.5,0.71
4.523,19.659,18.045,25,26.153,24,17,16,23.0,8,11,269.79,24.44,10,1,1,1,3,9,0.752,33.3,6,5,3,1.018,4.2,11.241,4.2,0.819
5.0,29.886,27.909,41,42.876,39,27,25,38.0,14,17,390.54,39.716,16,2,1,4,5,17,0.716,35.9,12,8,3,1.018,7.7,10.014,5.1,0.766
5.495,28.807,27.477,44,47.123,42,26,24,34.0,18,18,347.44,42.625,9,1,8,4,1,12,0.654,42.9,10,6,1,1.015,7.1,8.272,2.4,0.686
7.097,34.335,32.852,53,55.989,50,32,29,43.0,21,21,411.52,50.643,16,3,5,5,5,17,0.657,42.0,12,8,1,1.013,8.0,8.23,6.0,0.687
6.699,32.648,30.436,45,47.291,43,29,27,41.0,16,19,416.58,43.6,18,2,1,5,6,18,0.708,37.2,12,8,3,1.014,7.0,9.688,4.7,0.759
7.0,35.773,35.128,49,51.464,46,37,34,50.5,12,21,545.01,48.789,20,2,1,5,5,22,0.764,26.1,17,13,4,1.061,8.7,11.848,4.3,0.778
4.959,25.25,24.16,39,41.322,37,23,21,32.0,16,17,280.35,37.043,11,2,5,3,2,13,0.653,43.2,10,4,0,1.001,5.4,7.577,5.4,0.682
6.539,33.574,32.325,51,53.574,48,32,29,44.0,19,21,409.5,48.76,18,3,3,3,6,18,0.673,39.6,12,8,1,1.016,8.3,8.531,6.3,0.699
6.315,34.029,33.04,53,54.784,49,34,30,45.0,19,21,425.5,50.087,16,3,5,3,5,17,0.674,38.8,12,9,1,1.022,10.2,8.684,6.1,0.694
5.921,38.608,36.809,59,61.136,55,36,32,48.0,23,26,446.96,55.229,20,2,6,6,1,23,0.669,41.8,22,6,1,1.004,5.5,8.127,3.6,0.702
5.612,35.966,35.722,54,55.661,50,38,34,54.0,16,23,476.5,51.749,22,4,1,4,7,25,0.714,32.0,18,11,1,1.035,12.0,9.53,8.0,0.719
6.979,35.688,33.877,53,55.831,50,33,30,44.0,20,21,490.41,50.873,16,3,5,4,5,17,0.678,40.0,12,9,2,1.017,8.0,9.808,6.0,0.714
7.229,36.034,34.762,56,59.744,53,34,31,45.0,22,22,443.54,54.04,16,3,6,4,5,17,0.656,41.5,12,9,1,1.02,7.5,8.369,5.7,0.68
6.398,37.716,35.313,58,62.866,56,32,30,41.5,26,21,450.63,56.596,12,2,9,6,4,15,0.631,46.4,11,9,2,1.011,8.9,8.047,3.6,0.674
5.634,33.369,32.415,50,52.498,47,33,30,46.0,17,19,447.53,48.607,16,3,3,4,7,19,0.69,36.2,12,11,2,1.034,12.8,9.522,6.4,0.71
5.824,44.796,42.089,71,74.853,67,39,35,51.0,32,30,468.64,66.44,20,2,10,7,1,23,0.628,47.8,22,5,0,0.992,4.5,6.995,3.0,0.669
6.3,46.847,45.712,73,76.457,68,46,41,61.0,27,33,556.62,69.094,26,2,7,7,1,29,0.672,39.7,28,8,0,1.016,4.4,8.186,2.9,0.689
5.721,46.972,44.946,73,75.777,68,44,39,59.0,29,33,520.64,68.069,26,2,7,7,1,29,0.661,42.6,28,6,0,1.001,4.4,7.656,2.9,0.691
6.155,37.193,35.259,56,59.036,53,34,31,46.0,22,22,458.6,53.829,16,2,6,6,4,20,0.665,41.5,16,9,2,1.016,9.4,8.653,3.8,0.702
5.364,41.318,39.641,64,68.527,61,38,35,51.0,26,25,494.62,61.84,16,4,8,8,5,18,0.65,42.6,12,10,1,1.014,8.2,8.109,6.6,0.677
6.167,17.153,18.067,25,27.087,24,20,19,28.5,5,9,283.24,26.229,9,3,0,3,3,14,0.753,20.8,11,10,1,1.093,25.0,11.802,12.5,0.715
6.126,37.796,36.289,59,63.159,56,35,32,46.0,24,23,457.57,56.923,16,3,7,5,5,17,0.648,42.9,12,9,1,1.016,7.1,8.171,5.4,0.675
5.721,25.818,24.201,37,38.758,35,23,21,29.0,14,15,345.26,35.775,9,0,6,3,1,11,0.691,40.0,10,6,3,1.022,8.6,9.865,0.0,0.738
6.046,34.193,32.259,52,56.036,50,30,28,39.5,22,19,422.57,50.829,12,2,7,6,4,15,0.645,44.0,11,9,2,1.017,10.0,8.451,4.0,0.684
5.301,30.341,28.624,42,44.085,40,28,26,39.0,14,17,406.54,41.044,16,2,1,5,5,17,0.716,35.0,12,9,3,1.026,10.0,10.163,5.0,0.759
6.119,15.244,15.637,22,23.668,21,17,16,23.5,5,8,239.23,22.575,8,3,0,2,1,12,0.745,23.8,11,8,1,1.075,19.0,11.392,14.3,0.726
5.62,13.909,14.572,21,24.003,21,15,15,21.0,6,6,234.21,23.011,5,2,1,2,3,9,0.694,28.6,6,9,1,1.096,28.6,11.153,9.5,0.662
4.523,18.046,16.712,24,25.292,23,16,15,22.0,8,10,236.34,23.335,10,2,0,1,3,9,0.727,34.8,6,5,2,1.015,4.3,10.276,8.7,0.785
5.155,19.29,18.207,25,26.375,24,18,17,26.0,7,11,261.35,24.553,10,3,0,1,3,10,0.759,29.2,6,6,2,1.023,4.2,10.89,12.5,0.804
6.967,32.574,31.325,50,52.574,47,31,28,42.0,19,20,397.49,47.76,16,3,4,3,5,17,0.666,40.4,12,8,1,1.016,8.5,8.457,6.4,0.693
5.699,24.079,22.511,30,31.934,29,22,21,30.0,8,11,383.32,30.597,10,2,1,3,5,11,0.776,27.6,6,10,5,1.055,10.3,13.218,6.9,0.83
5.699,27.711,26.597,44,47.492,42,25,23,33.0,19,18,314.39,42.323,9,2,8,4,1,12,0.633,45.2,10,5,0,1.008,4.8,7.485,4.8,0.66
5.77,28.0,27.149,38,40.14,36,28,26,39.0,10,16,412.49,37.858,16,2,0,4,5,17,0.754,27.8,12,10,3,1.052,8.3,11.458,5.6,0.778
4.301,32.125,31.315,48,50.784,46,30,28,42.0,18,23,374.41,46.589,22,0,1,7,3,21,0.681,39.1,18,5,0,1.013,10.9,8.139,0.0,0.698
5.31,31.955,29.786,50,55.451,49,26,25,32.5,24,16,388.56,49.713,6,2,10,8,4,9,0.608,49.0,5,9,2,1.015,10.2,7.93,4.1,0.652
5.77,22.096,21.259,30,32.349,29,21,20,27.0,9,10,358.24,30.957,7,1,3,3,3,9,0.733,31.0,6,10,4,1.067,17.2,12.353,3.4,0.762
6.939,47.58,46.489,73,77.657,69,47,43,64.0,26,27,626.73,71.218,22,6,5,9,8,26,0.674,37.7,18,16,2,1.032,11.6,9.083,8.7,0.69
5.187,43.841,41.695,69,74.358,66,39,36,51.0,30,26,510.67,66.607,17,4,9,7,6,18,0.632,45.5,12,10,1,1.009,7.6,7.737,6.1,0.664
7.046,33.512,32.708,52,53.914,48,34,30,45.0,18,21,427.49,49.273,16,3,5,4,5,17,0.681,37.5,12,9,1,1.027,8.3,8.906,6.3,0.698
4.839,23.426,23.017,36,38.246,34,23,21,32.0,13,16,284.31,34.673,11,2,4,3,2,13,0.677,38.2,10,5,0,1.02,5.9,8.362,5.9,0.689
5.658,45.461,43.935,71,73.944,66,44,39,59.0,27,31,522.62,66.505,24,4,7,7,1,29,0.666,40.9,28,8,0,1.008,4.5,7.918,6.1,0.689
5.0,33.273,32.534,51,53.867,48,33,30,45.0,18,20,426.49,49.305,17,4,3,5,6,18,0.678,37.5,12,10,1,1.027,10.4,8.885,8.3,0.693
5.0,39.767,38.335,62,66.239,59,37,34,49.0,25,24,483.59,60.065,17,3,7,7,6,18,0.65,42.4,12,10,1,1.018,10.2,8.196,5.1,0.674
5.921,41.728,39.75,66,69.232,62,38,34,50.0,28,28,456.58,62.0,20,2,8,8,1,23,0.641,45.2,22,6,0,1.0,6.5,7.364,3.2,0.673
6.276,34.858,32.905,56,59.82,53,31,28,39.0,25,20,403.55,53.411,10,3,10,5,5,11,0.621,47.2,6,8,1,1.008,7.5,7.614,5.7,0.658
6.097,43.034,40.562,68,71.438,64,38,34,50.0,30,29,454.61,63.556,20,2,9,8,1,23,0.634,46.9,22,5,0,0.993,4.7,7.103,3.1,0.672
4.0,35.341,33.873,55,58.488,52,33,30,44.0,22,21,426.54,52.745,15,4,6,4,5,17,0.651,42.3,12,9,1,1.014,7.7,8.203,7.7,0.68
5.06,18.915,19.594,28,30.502,27,21,20,29.5,7,10,297.27,29.113,9,3,1,3,6,11,0.726,25.9,5,10,1,1.078,22.2,11.01,11.1,0.701
6.699,35.955,33.786,55,59.451,53,31,29,40.5,24,20,436.6,53.713,12,2,8,6,4,15,0.637,45.3,11,9,2,1.013,9.4,8.238,3.8,0.678
4.699,22.864,22.202,34,35.632,32,22,20,28.0,12,14,315.16,33.142,9,0,5,2,1,11,0.694,37.5,10,6,2,1.036,12.5,9.849,0.0,0.714
7.387,45.671,44.059,70,74.238,66,44,40,60.0,26,26,582.72,67.563,21,6,5,8,7,25,0.668,39.4,18,14,2,1.024,9.1,8.829,9.1,0.692
7.602,26.46,25.38,42,43.448,39,25,22,33.5,17,18,295.36,39.153,13,1,5,3,1,16,0.651,43.6,15,4,0,1.004,7.7,7.573,2.6,0.678
6.469,30.438,29.149,49,51.488,46,28,25,36.5,21,20,339.42,46.247,13,1,7,4,1,16,0.634,45.7,15,5,0,1.005,8.7,7.379,2.2,0.662
7.092,25.909,25.074,41,42.159,38,25,22,33.5,16,18,296.34,38.378,13,0,5,3,1,16,0.66,42.1,15,4,0,1.01,10.5,7.798,0.0,0.682
4.0,27.017,25.708,43,46.235,41,24,22,31.5,19,17,297.39,41.029,11,3,6,4,2,13,0.627,46.3,11,5,0,1.001,4.9,7.253,7.3,0.659
7.174,47.955,45.64,76,81.484,72,44,40,57.0,32,26,588.78,73.214,15,6,11,8,7,19,0.634,44.4,12,14,2,1.017,8.3,8.177,8.3,0.666
7.108,27.102,25.546,41,41.87,38,25,22,33.5,16,18,312.41,38.127,13,0,5,3,1,16,0.672,42.1,15,4,1,1.003,7.9,8.221,0.0,0.713
6.032,48.608,47.239,76,79.872,71,47,42,62.0,29,34,570.65,71.978,26,2,8,7,1,29,0.665,40.8,28,8,0,1.014,4.2,8.037,2.8,0.685
4.86,28.659,26.874,44,45.657,41,26,23,34.5,18,18,326.45,41.003,12,2,6,3,1,16,0.655,43.9,15,5,1,1.0,4.9,7.962,4.9,0.699
6.509,79.148,76.364,128,101.979,96,102,70,134.0,26,68,870.96,94.807,50,2,18,0,2,62,0.795,27.1,60,2,0,0.988,0.0,9.072,2.1,0.824
6.854,33.29,31.246,53,54.484,49,30,26,39.0,23,23,345.47,48.476,15,1,8,2,1,17,0.638,46.9,16,3,0,0.989,4.1,7.05,2.0,0.679
7.62,42.04,39.584,68,71.936,64,37,33,47.0,31,27,445.61,63.658,16,3,11,4,2,18,0.618,48.4,16,6,0,0.995,4.7,6.963,4.7,0.657
5.086,28.193,26.654,46,49.405,44,24,22,29.0,22,18,302.4,44.029,8,0,10,4,2,8,0.606,50.0,6,4,0,1.001,9.1,6.873,0.0,0.641
7.77,43.483,41.256,69,71.149,64,40,35,52.0,29,30,467.6,63.781,21,1,9,5,1,23,0.645,45.3,22,5,0,0.997,6.3,7.306,1.6,0.679
7.796,29.983,28.434,48,50.279,45,27,24,35.5,21,20,323.42,44.92,13,1,7,3,1,16,0.632,46.7,15,4,0,0.998,6.7,7.187,2.2,0.666
5.0,29.176,28.355,47,52.698,46,26,25,33.0,21,17,348.42,46.854,11,4,6,5,1,13,0.616,45.7,12,8,0,1.019,6.5,7.574,8.7,0.634
5.0,30.631,30.069,50,54.907,48,29,27,36.0,21,18,376.43,49.182,11,4,7,4,4,10,0.626,43.8,6,9,0,1.025,8.3,7.842,8.3,0.638
7.585,33.745,31.961,54,55.694,50,31,27,40.0,23,23,361.47,49.803,15,1,8,2,1,17,0.639,46.0,16,4,0,0.996,6.0,7.229,2.0,0.675
7.18,29.415,27.379,45,46.574,42,26,23,34.5,19,19,325.46,41.785,13,1,6,3,1,16,0.652,45.2,15,4,1,0.995,4.8,7.749,2.4,0.7
7.0,46.972,44.946,73,75.777,68,44,39,59.0,29,33,520.64,68.069,26,2,7,7,1,29,0.661,42.6,28,6,0,1.001,4.4,7.656,2.9,0.691
6.086,31.534,29.74,50,52.567,47,28,25,37.0,22,21,334.45,46.694,14,2,7,3,1,17,0.633,46.8,16,4,0,0.993,4.3,7.116,4.3,0.671
7.125,28.676,27.622,46,48.073,43,27,24,35.5,19,19,325.39,43.363,13,1,6,3,1,16,0.642,44.2,15,5,0,1.008,9.3,7.567,2.3,0.667
5.538,31.716,29.708,52,56.235,50,26,24,31.0,26,20,330.46,49.796,8,0,12,6,2,8,0.594,52.0,6,4,0,0.996,8.0,6.609,0.0,0.634
8.0,49.648,47.828,77,82.278,73,47,43,63.0,30,28,626.78,74.658,21,6,7,10,7,25,0.655,41.1,18,15,2,1.023,9.6,8.586,8.2,0.68
7.244,49.648,47.828,77,82.278,73,47,43,63.0,30,28,626.78,74.658,21,6,7,10,7,25,0.655,41.1,18,15,2,1.023,9.6,8.586,8.2,0.68
6.879,51.102,49.543,79,84.487,75,49,45,66.0,30,29,654.79,76.985,22,6,7,11,8,26,0.661,40.0,18,16,2,1.026,10.7,8.731,8.0,0.681
4.313,17.761,17.67,26,28.0,25,18,17,24.5,8,10,252.27,26.24,9,2,1,2,1,12,0.707,32.0,11,7,1,1.05,16.0,10.091,8.0,0.71
6.509,79.148,76.364,128,101.979,96,102,70,134.0,26,68,870.96,94.807,50,2,18,0,2,62,0.795,27.1,60,2,0,0.988,0.0,9.072,2.1,0.824
5.0,73.154,72.568,116,89.242,85,101,70,135.0,15,65,873.81,85.596,52,1,13,3,4,64,0.854,17.6,60,5,0,1.007,4.7,10.28,1.2,0.861
7.745,58.336,55.617,91,95.09,85,54,48,70.0,37,39,666.24,85.356,27,3,12,8,2,30,0.654,43.5,28,9,1,1.004,4.7,7.838,3.5,0.686
6.046,37.847,37.421,59,64.906,57,36,34,45.0,23,24,497.93,59.087,15,1,9,6,3,15,0.657,40.4,12,10,1,1.037,8.8,8.736,1.8,0.664
5.271,28.807,27.477,44,47.123,42,26,24,34.0,18,18,347.44,42.625,9,1,8,4,1,12,0.654,42.9,10,6,1,1.015,7.1,8.272,2.4,0.686
6.62,79.91,76.891,130,104.394,98,102,70,131.0,28,68,872.98,96.69,48,2,20,0,4,54,0.785,28.6,50,2,0,0.987,0.0,8.908,2.0,0.815
6.886,22.108,22.315,38,41.615,36,23,21,27.5,15,11,297.31,37.564,5,5,6,2,2,7,0.62,41.7,5,10,0,1.043,13.9,8.259,13.9,0.614
4.301,19.83,20.457,34,37.33,32,22,20,27.0,12,10,285.27,33.865,5,5,5,2,0,10,0.639,37.5,10,10,0,1.058,12.5,8.915,15.6,0.62
4.032,22.33,22.425,34,37.167,33,22,21,30.5,12,15,289.28,34.225,14,1,1,5,3,14,0.68,36.4,11,6,0,1.037,12.1,8.766,3.0,0.677
4.854,32.619,30.603,46,48.73,44,29,27,40.5,17,19,420.97,44.731,17,2,2,5,3,20,0.696,38.6,17,8,3,1.017,6.8,9.567,4.5,0.741
7.432,46.438,45.003,74,77.521,69,45,40,60.5,29,30,539.64,69.749,22,5,8,8,3,28,0.652,42.0,25,10,0,1.011,7.2,7.821,7.2,0.673
5.334,37.466,36.007,55,56.577,51,37,33,51.0,18,23,478.59,52.054,21,4,2,4,5,23,0.706,35.3,18,10,2,1.021,7.8,9.384,7.8,0.735
4.886,29.727,30.245,45,48.677,43,31,29,42.5,14,21,401.36,45.018,20,1,1,5,3,20,0.703,32.6,17,8,0,1.047,9.3,9.334,2.3,0.691
5.603,39.011,37.829,61,65.322,58,37,34,49.0,24,23,484.58,59.283,17,4,6,7,6,18,0.652,41.4,12,11,1,1.022,10.3,8.355,6.9,0.673
6.854,31.983,30.434,51,52.279,47,30,26,39.0,21,22,347.44,46.92,15,1,7,2,1,17,0.648,44.7,16,4,0,0.998,6.4,7.392,2.1,0.68
6.229,28.176,27.55,42,45.918,41,26,25,34.5,16,17,410.24,42.364,13,1,4,7,3,14,0.672,39.0,11,8,1,1.033,14.6,10.006,2.4,0.687
6.745,40.017,38.851,63,67.82,60,38,35,50.0,25,23,499.6,61.385,16,5,7,7,6,18,0.648,41.7,12,12,1,1.023,10.0,8.327,8.3,0.667
7.538,32.29,30.246,51,53.484,48,28,25,37.0,23,22,333.46,47.476,15,1,7,3,1,17,0.63,47.9,16,3,0,0.989,4.2,6.947,2.1,0.673
5.284,38.119,37.749,59,63.55,56,38,35,48.5,21,24,506.54,58.174,17,2,7,7,2,19,0.674,37.5,17,11,1,1.039,8.9,9.045,3.6,0.681
4.602,29.886,27.909,41,42.876,39,27,25,38.0,14,17,390.54,39.716,16,2,1,4,5,17,0.716,35.9,12,8,3,1.018,7.7,10.014,5.1,0.766
5.759,40.529,38.862,64,68.654,61,37,34,48.0,27,24,485.61,61.949,16,3,8,8,5,17,0.637,44.3,12,10,1,1.016,9.8,7.961,4.9,0.664
5.637,46.909,45.329,73,76.117,68,45,40,60.0,28,33,538.63,68.581,26,2,7,7,1,29,0.667,41.2,28,7,0,1.009,4.4,7.921,2.9,0.69
4.301,27.773,26.214,44,47.152,42,24,22,31.5,20,18,296.4,41.811,12,2,6,4,2,13,0.624,47.6,11,4,0,0.995,4.8,7.057,4.8,0.661
4.959,30.563,29.702,44,46.475,42,29,27,41.0,15,21,378.83,42.694,21,2,0,5,3,21,0.707,35.7,18,6,1,1.017,7.1,9.02,4.8,0.728
6.086,35.381,33.672,49,51.756,47,32,30,44.0,17,23,531.21,47.822,22,1,1,7,3,21,0.716,36.2,18,7,2,1.017,8.5,11.302,2.1,0.753
5.523,45.046,42.605,72,76.434,68,40,36,52.0,32,29,484.65,67.76,19,4,10,7,1,23,0.627,47.1,22,7,0,0.996,4.4,7.127,5.9,0.662
5.0,27.262,26.203,44,46.318,41,26,23,34.5,18,17,310.39,41.247,11,4,6,3,1,16,0.639,43.9,15,6,0,1.006,4.9,7.57,9.8,0.665
4.097,39.211,38.33,60,63.117,56,39,35,53.5,21,27,469.53,56.814,24,5,3,7,0,29,0.684,37.5,29,8,0,1.015,1.8,8.384,8.9,0.7
6.432,37.364,36.85,55,59.764,53,36,34,48.0,19,25,534.35,54.898,22,1,3,8,3,21,0.695,35.8,18,9,1,1.036,7.5,10.082,1.9,0.705
6.523,34.443,32.775,53,57.617,51,31,29,40.5,22,18,438.58,52.149,10,4,8,6,4,15,0.643,43.1,11,11,2,1.023,9.8,8.6,7.8,0.675
6.562,35.341,33.873,55,58.488,52,33,30,44.0,22,21,426.54,52.745,16,4,5,4,5,17,0.651,42.3,12,9,1,1.014,7.7,8.203,7.7,0.68
5.854,21.545,20.663,30,32.509,29,20,19,27.0,10,11,321.2,30.327,6,2,4,2,2,9,0.713,34.5,6,8,3,1.046,10.3,11.076,6.9,0.743
5.796,39.512,37.509,62,64.607,58,36,32,48.0,26,27,426.55,57.789,20,2,7,6,1,23,0.647,44.8,22,5,0,0.996,5.2,7.354,3.4,0.681
5.854,25.057,24.976,38,41.163,37,24,23,33.0,14,17,314.31,38.149,16,0,1,6,3,15,0.675,37.8,12,6,0,1.031,16.2,8.495,0.0,0.677
5.532,48.75,46.217,73,75.326,68,45,40,60.0,28,33,571.53,68.203,26,2,7,7,1,29,0.68,41.2,28,7,2,1.003,4.4,8.405,2.9,0.717
6.196,38.563,37.136,61,65.611,58,36,33,47.0,25,22,471.59,59.058,15,5,7,7,5,17,0.64,43.1,12,11,1,1.018,8.6,8.131,8.6,0.665
4.602,24.125,23.315,38,42.784,38,20,20,26.0,18,15,278.33,38.589,9,0,6,9,3,9,0.614,47.4,6,5,0,1.015,13.2,7.324,0.0,0.635
6.027,34.887,33.475,49,51.858,47,32,30,44.0,17,23,486.76,47.916,22,1,1,7,3,21,0.712,36.2,18,7,2,1.019,8.5,10.357,2.1,0.742
6.125,33.818,32.82,51,53.657,48,33,30,46.0,18,21,422.5,48.978,16,4,4,5,5,18,0.684,37.5,12,9,1,1.02,8.3,8.802,8.3,0.705
6.252,39.983,37.249,61,64.514,58,34,31,42.0,27,25,459.04,58.08,15,0,10,7,2,14,0.642,46.6,12,6,2,1.001,6.9,7.914,0.0,0.689
5.398,26.869,26.294,38,40.09,36,27,25,38.5,11,16,378.43,37.596,16,2,0,5,3,20,0.73,30.6,17,9,2,1.044,11.1,10.512,5.6,0.746
5.854,35.557,33.916,50,53.111,48,32,30,43.0,18,23,462.77,48.891,20,1,3,7,2,20,0.707,37.5,18,7,3,1.019,6.3,9.641,2.1,0.741
5.481,36.989,36.594,59,64.962,57,35,33,44.0,24,24,463.49,58.763,15,1,9,7,3,15,0.642,42.1,12,9,0,1.031,8.8,8.131,1.8,0.649
5.58,35.562,34.307,51,52.106,47,36,32,49.5,15,21,486.99,48.495,20,4,1,4,5,22,0.73,31.9,17,11,3,1.032,8.5,10.361,8.5,0.757
5.337,27.904,26.369,43,44.74,40,26,23,34.5,17,17,327.44,40.222,11,3,6,3,1,16,0.659,42.5,15,6,1,1.006,5.0,8.186,7.5,0.698
5.187,28.063,26.766,38,39.801,36,27,25,38.0,11,16,394.5,37.345,16,2,0,4,5,17,0.743,30.6,12,9,3,1.037,8.3,10.958,5.6,0.78
4.745,26.915,26.095,41,44.658,40,24,23,33.5,17,18,311.36,40.48,16,1,2,6,4,15,0.652,42.5,11,5,0,1.012,10.0,7.784,2.5,0.673
6.398,37.199,35.28,56,60.534,54,33,31,44.5,23,21,461.61,54.931,12,3,8,6,4,16,0.653,42.6,11,10,2,1.017,9.3,8.548,5.6,0.689
7.886,50.353,48.126,77,80.089,72,47,42,63.0,30,34,580.12,72.309,27,3,7,8,2,30,0.668,41.7,28,8,1,1.004,5.6,8.057,4.2,0.699
5.495,73.443,74.352,116,87.751,84,106,74,142.0,10,66,930.76,86.036,54,0,12,4,6,66,0.885,11.9,60,8,0,1.024,9.5,11.08,0.0,0.874
4.481,30.233,28.95,48,51.86,46,27,25,36.0,21,19,339.43,46.24,10,3,8,5,2,13,0.629,45.7,10,6,0,1.005,6.5,7.379,6.5,0.657
6.012,44.841,42.695,71,75.358,67,41,37,53.0,30,27,522.68,67.607,17,4,10,6,6,18,0.637,44.8,12,10,1,1.009,7.5,7.801,6.0,0.669
6.157,35.727,34.95,55,58.538,52,35,32,47.0,20,22,457.52,53.483,17,3,5,4,6,18,0.672,38.5,12,10,1,1.029,9.6,8.798,5.8,0.687
6.0,33.29,31.56,49,52.564,47,30,28,39.5,19,18,442.98,48.269,12,2,6,6,4,15,0.671,40.4,11,10,3,1.027,10.6,9.425,4.3,0.708
7.161,39.733,37.772,64,68.73,61,35,32,45.0,29,25,435.57,61.101,15,3,10,6,2,18,0.619,47.5,16,7,0,1.002,6.6,7.14,4.9,0.651
5.827,35.818,34.819,54,55.657,50,36,32,50.0,18,23,446.52,50.978,21,4,2,4,5,23,0.696,36.0,18,9,1,1.02,8.0,8.93,8.0,0.716
6.824,35.199,33.28,54,58.534,52,31,29,40.5,23,19,437.59,52.931,11,3,8,6,4,15,0.64,44.2,11,10,2,1.018,9.6,8.415,5.8,0.677
4.523,17.114,17.482,26,28.08,25,18,17,25.0,8,11,232.21,26.164,11,2,0,2,1,13,0.699,32.0,12,6,0,1.047,16.0,9.288,8.0,0.685
6.699,30.83,28.433,38,39.144,36,28,26,39.0,10,16,534.29,37.291,16,2,0,4,5,17,0.79,27.8,12,10,5,1.036,8.3,14.841,5.6,0.856
6.373,39.943,37.597,64,70.487,62,34,32,41.5,30,20,486.68,63.011,7,4,13,6,5,10,0.606,48.4,5,12,2,1.016,9.7,7.85,6.5,0.644
7.387,43.58,40.848,69,71.228,64,39,34,51.0,30,30,450.62,63.229,21,2,9,4,1,23,0.638,46.9,22,4,0,0.988,3.1,7.041,3.1,0.681
5.848,31.847,31.361,46,47.667,43,33,30,47.0,13,19,443.49,44.84,19,3,0,5,3,25,0.729,30.2,22,11,2,1.043,14.0,10.314,7.0,0.741
5.268,25.949,25.07,41,44.077,39,24,22,32.0,17,17,300.36,39.44,9,2,7,4,1,12,0.643,43.6,10,5,0,1.011,5.1,7.702,5.1,0.665
7.886,46.421,43.465,74,78.71,70,40,36,50.0,34,29,508.11,69.749,16,3,13,7,2,18,0.621,48.6,16,7,1,0.996,4.3,7.259,4.3,0.663
5.824,42.523,40.552,68,70.604,63,40,35,53.5,28,28,468.6,62.992,20,4,8,6,1,26,0.644,44.4,25,7,0,1.0,4.8,7.438,6.3,0.675
4.569,24.722,23.32,37,39.127,35,22,20,28.0,15,15,312.21,35.473,9,1,6,3,1,11,0.666,42.9,10,5,2,1.014,5.7,8.92,2.9,0.706
4.553,26.915,26.095,41,44.658,40,24,23,33.5,17,18,311.36,40.48,16,1,2,6,4,15,0.652,42.5,11,5,0,1.012,10.0,7.784,2.5,0.673
6.921,29.415,27.379,45,46.574,42,26,23,34.5,19,19,325.46,41.785,13,1,6,3,1,16,0.652,45.2,15,4,1,0.995,4.8,7.749,2.4,0.7
4.301,9.102,9.44,14,17.083,15,8,9,11.0,6,5,130.11,15.96,3,0,2,3,3,3,0.629,40.0,0,4,0,1.064,26.7,8.674,0.0,0.607
4.301,21.654,21.6,37,40.405,35,22,20,27.0,15,11,281.31,36.236,5,5,6,2,0,10,0.617,42.9,10,9,0,1.035,11.4,8.037,14.3,0.619
5.441,43.137,40.464,67,71.567,64,37,34,47.5,30,27,478.66,63.96,17,2,10,7,2,19,0.632,46.9,17,7,1,0.999,6.3,7.479,3.1,0.674
4.959,37.852,35.884,58,61.321,55,34,31,44.5,24,24,436.57,55.309,17,2,7,6,2,19,0.652,43.6,17,7,1,1.006,7.3,7.938,3.6,0.688
5.256,37.852,35.884,58,61.321,55,34,31,44.5,24,24,436.57,55.309,17,2,7,6,2,19,0.652,43.6,17,7,1,1.006,7.3,7.938,3.6,0.688
5.222,41.375,38.937,64,68.152,61,36,33,46.5,28,26,464.63,61.076,17,2,9,6,2,19,0.638,45.9,17,7,1,1.001,6.6,7.617,3.3,0.678
5.26,41.375,38.937,64,68.152,61,36,33,46.5,28,26,464.63,61.076,17,2,9,6,2,19,0.638,45.9,17,7,1,1.001,6.6,7.617,3.3,0.678
4.658,18.193,17.615,24,25.295,23,18,17,26.0,6,10,266.32,24.106,10,2,0,2,5,11,0.766,26.1,6,7,2,1.048,13.0,11.579,8.7,0.791
4.553,19.375,19.742,33,36.12,31,21,19,26.0,12,10,269.27,32.538,5,5,5,2,0,10,0.637,38.7,10,9,0,1.05,9.7,8.686,16.1,0.625
4.315,21.654,21.6,37,40.405,35,22,20,27.0,15,11,281.31,36.236,5,5,6,3,0,10,0.617,42.9,10,9,0,1.035,11.4,8.037,14.3,0.619
4.301,19.892,20.073,34,36.99,32,21,19,25.5,13,10,267.28,33.353,5,5,5,2,2,7,0.627,40.6,5,9,0,1.042,12.5,8.353,15.6,0.622
5.721,21.654,21.6,37,40.405,35,22,20,27.0,15,11,281.31,36.236,5,5,6,2,0,10,0.617,42.9,10,9,0,1.035,11.4,8.037,14.3,0.619
4.301,20.648,20.579,35,37.907,33,21,19,26.0,14,11,266.29,34.134,5,4,6,2,0,10,0.624,42.4,10,8,0,1.034,12.1,8.069,12.1,0.626
