pXC50,SCBO,MW,RBN,nH,nSK,Sv,nBO,Se,Sp,Si,nBT,nAT,nCsp3,nHet,nO,nC,nDB,nAB,C.,H.,Mi,nCsp2,AMW,nN,Mv,RBF,nBM,Mp,nF,nCsp
6.343,89.0,937.32,27,72,68,82.747,71,139.708,88.046,158.948,143.0,140.0,25,16,8,52,7,22,37.1,51.4,1.135,27,6.695,8,0.591,0.189,29,0.629,0,0
5.513,84.0,901.18,25,64,65,77.268,67,129.836,81.114,146.334,131.0,129.0,22,17,11,48,8,18,37.2,49.6,1.134,26,6.986,6,0.599,0.191,26,0.629,0,0
6.45,53.0,532.7,11,36,39,46.088,42,75.181,48.478,84.683,78.0,75.0,12,9,5,30,2,18,40.0,48.0,1.129,18,7.103,4,0.615,0.141,20,0.646,0,0
5.0,83.0,886.17,25,63,64,76.048,66,127.726,79.904,144.208,129.0,127.0,22,17,10,47,8,18,37.0,49.6,1.135,25,6.978,7,0.599,0.194,26,0.629,0,0
5.879,36.0,429.34,5,13,24,26.462,26,38.196,28.046,41.007,39.0,37.0,2,9,4,15,2,16,40.5,35.1,1.108,13,11.604,2,0.715,0.128,18,0.758,0,0
7.059,37.0,441.4,6,17,25,28.801,27,42.636,31.114,46.628,44.0,42.0,4,8,3,17,2,16,40.5,40.5,1.11,13,10.51,2,0.686,0.136,18,0.741,0,0
7.079,53.0,514.68,7,34,38,44.847,42,71.97,47.262,81.059,76.0,72.0,12,8,4,30,2,18,41.7,47.2,1.126,18,7.148,4,0.623,0.092,20,0.656,0,0
5.767,36.0,429.34,5,13,24,26.462,26,38.196,28.046,41.007,39.0,37.0,2,9,4,15,2,16,40.5,35.1,1.108,13,11.604,2,0.715,0.128,18,0.758,0,0
6.219,54.5,499.57,6,25,37,40.949,41,62.982,41.915,69.691,66.0,62.0,6,10,5,27,2,23,43.5,40.3,1.124,21,8.058,5,0.66,0.091,25,0.676,0,0
8.745,58.0,577.5,7,26,40,44.921,44,66.967,46.693,73.701,70.0,66.0,6,10,4,30,2,24,45.5,39.4,1.117,24,8.75,4,0.681,0.1,26,0.707,0,0
8.119,62.0,617.17,10,34,44,50.584,48,78.69,52.819,87.758,82.0,78.0,10,10,4,34,2,24,43.6,43.6,1.125,24,7.912,4,0.649,0.122,26,0.677,1,0
6.854,88.0,910.19,24,63,66,78.048,69,129.726,81.904,146.208,132.0,129.0,21,17,10,49,8,22,38.0,48.8,1.133,28,7.056,7,0.605,0.182,30,0.635,0,0
7.857,63.0,618.71,10,33,45,50.523,49,79.392,51.836,88.493,82.0,78.0,10,11,4,34,2,24,43.6,42.3,1.135,24,7.932,4,0.648,0.122,26,0.665,3,0
7.338,52.0,504.59,9,28,37,41.696,40,65.974,42.887,73.232,68.0,65.0,8,10,6,27,3,18,41.5,43.1,1.127,19,7.763,4,0.641,0.132,21,0.66,0,0
5.498,45.0,387.41,5,17,29,31.81,33,46.807,32.369,50.867,50.0,46.0,3,6,5,23,1,22,50.0,37.0,1.106,20,8.422,1,0.692,0.1,23,0.704,0,0
7.91,46.0,432.52,5,24,32,36.213,35,56.552,37.455,62.983,59.0,56.0,6,8,4,24,2,18,42.9,42.9,1.125,18,7.724,4,0.647,0.085,20,0.669,0,0
5.097,51.0,506.66,12,34,37,43.562,39,71.298,45.716,80.268,73.0,71.0,10,9,5,28,4,16,39.4,47.9,1.131,18,7.136,4,0.614,0.164,20,0.644,0,0
6.218,48.0,462.54,7,26,34,38.653,37,60.771,39.875,67.235,63.0,60.0,6,8,6,26,2,18,43.3,43.3,1.121,20,7.709,2,0.644,0.111,20,0.665,0,0
6.663,37.0,441.4,5,17,25,28.801,27,42.636,31.114,46.628,44.0,42.0,4,8,3,17,2,16,40.5,40.5,1.11,13,10.51,2,0.686,0.114,18,0.741,0,0
8.602,56.0,558.73,11,38,41,48.814,45,79.072,51.444,88.727,83.0,79.0,13,8,6,33,2,18,41.8,48.1,1.123,20,7.073,2,0.618,0.133,20,0.651,0,0
4.959,56.0,558.73,11,38,41,48.814,45,79.072,51.444,88.727,83.0,79.0,13,8,6,33,2,18,41.8,48.1,1.123,20,7.073,2,0.618,0.133,20,0.651,0,0
6.914,63.0,592.74,9,36,44,51.287,49,80.189,53.682,89.311,85.0,80.0,10,8,6,36,2,24,45.0,45.0,1.116,26,7.409,2,0.641,0.106,26,0.671,0,0
5.405,57.0,574.73,12,38,42,49.529,46,80.4,51.898,89.936,84.0,80.0,13,9,7,33,2,18,41.3,47.5,1.124,20,7.184,2,0.619,0.143,20,0.649,0,0
6.076,58.0,574.68,10,34,42,48.19,46,76.96,49.83,85.315,80.0,76.0,11,10,8,32,3,18,42.1,44.7,1.123,21,7.562,2,0.634,0.125,21,0.656,0,0
7.481,52.0,502.61,7,30,37,42.707,41,67.538,44.398,75.066,71.0,67.0,9,8,6,29,2,18,43.3,44.8,1.12,20,7.502,2,0.637,0.099,20,0.663,0,0
8.432,54.0,530.67,10,34,39,45.76,43,73.305,47.921,81.896,77.0,73.0,11,8,6,31,2,18,42.5,46.6,1.122,20,7.269,2,0.627,0.13,20,0.656,0,0
6.721,55.0,544.7,9,36,40,47.287,44,76.189,49.682,85.311,80.0,76.0,12,8,6,32,2,18,42.1,47.4,1.123,20,7.167,2,0.622,0.113,20,0.654,0,0
6.793,63.0,592.74,9,36,44,51.287,49,80.189,53.682,89.311,85.0,80.0,10,8,6,36,2,24,45.0,45.0,1.116,26,7.409,2,0.641,0.106,26,0.671,0,0
5.911,62.0,562.66,7,30,42,47.707,48,72.538,49.398,80.066,78.0,72.0,8,8,6,34,2,24,47.2,41.7,1.112,26,7.815,2,0.663,0.09,26,0.686,0,0
7.796,52.0,502.61,7,30,37,42.707,41,67.538,44.398,75.066,71.0,67.0,9,8,6,29,2,18,43.3,44.8,1.12,20,7.502,2,0.637,0.099,20,0.663,0,0
6.492,60.0,616.82,13,44,45,54.109,49,89.05,57.182,100.182,93.0,89.0,16,9,7,36,2,18,40.4,49.4,1.126,20,6.931,2,0.608,0.14,20,0.642,0,0
6.699,54.0,532.64,9,32,39,44.948,43,71.749,46.614,79.69,75.0,71.0,10,9,7,30,2,18,42.3,45.1,1.122,20,7.502,2,0.633,0.12,20,0.657,0,0
6.126,64.0,606.77,10,38,45,52.814,50,83.072,55.444,92.727,88.0,83.0,11,8,6,37,2,24,44.6,45.8,1.117,26,7.31,2,0.636,0.114,26,0.668,0,0
7.301,52.0,502.61,7,30,37,42.707,41,67.538,44.398,75.066,71.0,67.0,9,8,6,29,2,18,43.3,44.8,1.12,20,7.502,2,0.637,0.099,20,0.663,0,0
4.076,28.5,295.4,4,17,20,23.083,21,37.549,24.358,41.95,38.0,37.0,4,7,3,13,2,11,35.1,45.9,1.134,9,7.984,3,0.624,0.105,13,0.658,0,0
6.036,56.0,558.73,9,38,41,48.814,45,79.072,51.444,88.727,83.0,79.0,13,8,6,33,2,18,41.8,48.1,1.123,20,7.073,2,0.618,0.108,20,0.651,0,0
5.045,56.0,558.73,11,38,41,48.814,45,79.072,51.444,88.727,83.0,79.0,13,8,6,33,2,18,41.8,48.1,1.123,20,7.073,2,0.618,0.133,20,0.651,0,0
6.701,62.0,578.71,10,34,43,49.76,48,77.305,51.921,85.896,82.0,77.0,9,8,6,35,2,24,45.5,44.2,1.116,26,7.516,2,0.646,0.122,26,0.674,0,0
5.824,56.0,558.73,10,38,41,48.814,45,79.072,51.444,88.727,83.0,79.0,13,8,6,33,2,18,41.8,48.1,1.123,20,7.073,2,0.618,0.12,20,0.651,0,0
7.866,55.0,544.7,10,36,40,47.287,44,76.189,49.682,85.311,80.0,76.0,12,8,6,32,2,18,42.1,47.4,1.123,20,7.167,2,0.622,0.125,20,0.654,0,0
7.658,55.0,548.66,9,33,40,46.144,44,73.818,47.858,82.236,77.0,73.0,11,9,6,31,2,18,42.5,45.2,1.127,20,7.516,2,0.632,0.117,20,0.656,1,0
8.796,55.0,544.7,11,36,40,47.287,44,76.189,49.682,85.311,80.0,76.0,12,8,6,32,2,18,42.1,47.4,1.123,20,7.167,2,0.622,0.138,20,0.654,0,0
8.081,58.0,610.79,7,42,44,51.614,47,86.807,53.921,97.929,89.0,86.0,17,13,7,31,6,10,36.0,48.8,1.139,14,7.102,6,0.6,0.079,16,0.627,0,0
9.119,49.0,524.74,12,41,38,46.821,41,78.698,49.995,89.478,82.0,79.0,17,7,4,31,2,12,39.2,51.9,1.133,14,6.642,2,0.593,0.146,14,0.633,1,0
7.199,54.0,530.67,9,34,39,45.76,43,73.305,47.921,81.896,77.0,73.0,11,8,6,31,2,18,42.5,46.6,1.122,20,7.269,2,0.627,0.117,20,0.656,0,0
7.523,60.0,646.85,7,42,45,52.516,48,88.21,55.023,99.059,90.0,87.0,17,15,8,30,7,10,34.5,48.3,1.139,13,7.435,6,0.604,0.078,17,0.632,0,0
6.229,57.0,612.81,9,44,44,52.141,46,88.69,54.682,100.344,90.0,88.0,17,13,7,31,6,10,35.2,50.0,1.14,14,6.964,6,0.593,0.1,16,0.621,0,0
5.585,39.5,385.53,6,23,27,31.664,29,50.2,33.642,56.195,52.0,50.0,5,7,3,20,2,17,40.0,46.0,1.124,15,7.711,3,0.633,0.115,19,0.673,0,0
4.301,73.5,796.05,23,57,57,67.269,59,115.068,70.415,130.334,116.0,114.0,21,18,9,39,7,15,34.2,50.0,1.143,18,6.983,9,0.59,0.198,22,0.618,0,0
6.62,43.5,443.62,9,29,31,36.959,33,60.178,39.381,67.65,62.0,60.0,8,8,4,23,2,17,38.3,48.3,1.128,15,7.394,3,0.616,0.145,19,0.656,0,0
6.276,40.5,398.57,7,26,28,33.696,30,53.865,36.159,60.527,56.0,54.0,7,6,3,22,2,17,40.7,48.1,1.121,15,7.381,2,0.624,0.125,19,0.67,0,0
6.745,45.5,405.51,5,19,29,32.61,32,48.433,34.12,53.365,51.0,48.0,2,7,3,22,2,23,45.8,39.6,1.112,20,8.448,3,0.679,0.098,25,0.711,0,0
6.495,39.5,386.51,6,22,27,31.357,29,49.425,33.091,54.906,51.0,49.0,5,7,4,20,2,17,40.8,44.9,1.121,15,7.888,2,0.64,0.118,19,0.675,0,0
6.155,45.5,406.5,5,18,29,32.105,32,47.651,33.364,52.448,50.0,47.0,2,8,3,21,2,23,44.7,38.3,1.116,19,8.649,4,0.683,0.1,25,0.71,0,0
5.886,40.5,400.54,7,24,28,32.884,30,52.309,34.853,58.321,54.0,52.0,6,7,4,21,2,17,40.4,46.2,1.122,15,7.703,2,0.632,0.13,19,0.67,0,0
7.824,79.0,832.07,21,57,60,70.468,63,118.076,73.62,132.962,120.0,117.0,21,17,10,43,8,16,36.8,48.7,1.136,22,7.112,7,0.602,0.175,24,0.629,0,0
5.77,36.5,343.44,4,17,24,27.083,26,41.549,28.358,45.95,43.0,41.0,2,7,3,17,2,17,41.5,41.5,1.121,15,8.377,3,0.661,0.093,19,0.692,0,0
6.167,43.5,427.57,7,25,30,34.905,32,55.411,36.858,61.82,57.0,55.0,6,8,4,22,3,17,40.0,45.5,1.124,16,7.774,3,0.635,0.123,20,0.67,0,0
6.481,39.5,402.58,6,22,27,31.829,29,49.174,34.284,54.617,51.0,49.0,5,7,3,20,2,17,40.8,44.9,1.115,15,8.216,2,0.65,0.118,19,0.7,0,0
5.553,38.5,370.51,5,22,26,30.642,28,48.098,32.637,53.697,50.0,48.0,5,6,3,20,2,17,41.7,45.8,1.119,15,7.719,2,0.638,0.1,19,0.68,0,0
8.276,59.0,604.83,12,44,44,52.712,47,88.036,55.773,99.926,91.0,88.0,16,11,5,33,4,16,37.5,50.0,1.136,17,6.873,6,0.599,0.132,20,0.634,0,0
6.889,41.0,507.79,6,12,28,29.719,31,42.175,30.812,44.37,43.0,40.0,3,12,6,16,2,16,40.0,30.0,1.109,13,12.695,2,0.743,0.14,18,0.77,0,0
5.959,56.5,596.83,11,40,42,49.845,45,82.345,52.898,93.015,85.0,82.0,15,12,5,30,4,15,36.6,48.8,1.134,15,7.278,6,0.608,0.129,19,0.645,0,0
7.387,52.5,538.71,11,38,39,46.33,42,77.392,48.694,87.308,80.0,77.0,15,10,6,29,3,15,37.7,49.4,1.134,14,6.996,4,0.602,0.138,18,0.632,0,0
4.301,32.0,362.51,4,30,26,32.476,28,55.891,34.694,63.275,58.0,56.0,14,5,5,21,4,0,37.5,53.6,1.13,7,6.473,0,0.58,0.069,4,0.62,0,0
6.137,50.0,541.77,10,43,39,47.69,41,81.934,50.768,93.427,84.0,82.0,17,10,5,29,4,10,35.4,52.4,1.139,12,6.607,5,0.582,0.119,14,0.619,0,0
8.097,50.0,543.74,11,41,39,46.878,41,80.378,49.461,91.222,82.0,80.0,16,11,6,28,4,10,35.0,51.3,1.14,12,6.797,5,0.586,0.134,14,0.618,0,0
8.097,66.0,656.91,12,48,48,57.765,52,95.803,61.296,108.756,100.0,96.0,17,11,5,37,4,20,38.5,50.0,1.133,20,6.843,6,0.602,0.12,24,0.639,0,0
5.456,53.0,570.77,12,42,41,48.9,43,83.479,51.466,94.72,85.0,83.0,16,12,6,29,5,10,34.9,50.6,1.141,13,6.877,6,0.589,0.141,15,0.62,0,0
6.524,40.0,473.35,6,13,27,28.892,30,41.851,29.955,44.426,43.0,40.0,3,11,6,16,2,16,40.0,32.5,1.111,13,11.834,2,0.722,0.14,18,0.749,0,0
5.102,38.5,371.5,5,21,26,30.137,28,47.316,31.881,52.78,49.0,47.0,4,7,3,19,2,17,40.4,44.7,1.123,15,7.904,3,0.641,0.102,19,0.678,0,0
5.31,38.5,371.5,5,21,26,30.137,28,47.316,31.881,52.78,49.0,47.0,4,7,3,19,2,17,40.4,44.7,1.123,15,7.904,3,0.641,0.102,19,0.678,0,0
6.886,44.0,396.46,5,16,28,30.293,31,45.094,31.057,49.242,47.0,44.0,2,9,4,19,2,22,43.2,36.4,1.119,17,9.01,4,0.688,0.106,24,0.706,0,0
6.284,41.5,367.46,4,17,26,29.083,29,43.549,30.358,47.95,46.0,43.0,2,7,3,19,2,21,44.2,39.5,1.115,17,8.546,3,0.676,0.087,23,0.706,0,0
6.252,40.5,402.53,6,23,28,32.552,30,51.494,34.336,57.452,53.0,51.0,6,7,3,21,2,17,41.2,45.1,1.127,15,7.893,2,0.638,0.113,19,0.673,1,0
4.523,40.5,373.42,5,15,26,27.986,28,42.32,28.506,45.953,43.0,41.0,2,9,5,17,4,17,41.5,36.6,1.121,15,9.108,3,0.683,0.116,21,0.695,0,0
5.056,35.5,330.4,4,14,23,25.051,25,37.884,25.841,41.617,39.0,37.0,2,8,3,15,2,17,40.5,37.8,1.125,13,8.93,4,0.677,0.103,19,0.698,0,0
6.022,34.0,334.45,4,14,22,24.722,24,36.64,26.239,39.956,38.0,36.0,2,7,3,15,2,16,41.7,38.9,1.11,13,9.29,2,0.687,0.105,18,0.729,0,0
7.0,45.5,457.6,9,27,32,37.147,34,59.622,39.074,66.444,61.0,59.0,7,9,5,23,3,17,39.0,45.8,1.126,16,7.756,3,0.63,0.148,20,0.662,0,0
5.229,36.5,342.45,4,18,24,27.589,26,42.331,29.114,46.866,44.0,42.0,3,6,3,18,2,17,42.9,42.9,1.116,15,8.154,2,0.657,0.091,19,0.693,0,0
6.0,39.5,384.54,6,24,27,32.169,29,50.982,34.398,57.112,53.0,51.0,6,6,3,21,2,17,41.2,47.1,1.12,15,7.54,2,0.631,0.113,19,0.674,0,0
6.357,40.5,398.57,6,26,28,33.696,30,53.865,36.159,60.527,56.0,54.0,7,6,3,22,2,17,40.7,48.1,1.121,15,7.381,2,0.624,0.107,19,0.67,0,0
5.62,45.5,457.6,9,27,32,37.147,34,59.622,39.074,66.444,61.0,59.0,7,9,5,23,3,17,39.0,45.8,1.126,16,7.756,3,0.63,0.148,20,0.662,0,0
5.796,40.5,398.57,6,26,28,33.696,30,53.865,36.159,60.527,56.0,54.0,7,6,3,22,2,17,40.7,48.1,1.121,15,7.381,2,0.624,0.107,19,0.67,0,0
6.0,41.5,414.57,7,26,29,34.411,31,55.192,36.614,61.737,57.0,55.0,7,7,4,22,2,17,40.0,47.3,1.122,15,7.538,2,0.626,0.123,19,0.666,0,0
6.367,40.5,399.56,6,25,28,33.191,30,53.083,35.404,59.61,55.0,53.0,6,7,3,21,2,17,39.6,47.2,1.125,15,7.539,3,0.626,0.109,19,0.668,0,0
7.678,45.5,406.5,5,18,29,32.105,32,47.651,33.364,52.448,50.0,47.0,2,8,3,21,2,23,44.7,38.3,1.116,19,8.649,4,0.683,0.1,25,0.71,0,0
5.0,38.5,371.5,5,21,26,30.137,28,47.316,31.881,52.78,49.0,47.0,4,7,3,19,2,17,40.4,44.7,1.123,15,7.904,3,0.641,0.102,19,0.678,0,0
10.658,51.0,504.63,9,32,37,43.234,41,69.421,45.159,77.481,73.0,69.0,11,8,6,29,1,18,42.0,46.4,1.123,18,7.313,2,0.627,0.123,19,0.654,0,0
10.328,49.0,476.57,7,28,35,40.18,39,63.654,41.637,70.651,67.0,63.0,9,8,6,27,1,18,42.9,44.4,1.121,18,7.565,2,0.638,0.104,19,0.661,0,0
6.46,37.0,441.4,6,17,25,28.801,27,42.636,31.114,46.628,44.0,42.0,4,8,3,17,2,16,40.5,40.5,1.11,13,10.51,2,0.686,0.136,18,0.741,0,0
7.041,41.0,485.41,6,17,28,31.231,31,46.291,33.023,50.047,48.0,45.0,5,10,5,18,2,16,40.0,37.8,1.112,13,10.787,2,0.694,0.125,18,0.734,0,0
5.558,72.5,743.91,16,33,50,55.191,54,85.382,57.176,93.158,87.0,83.0,7,18,10,32,4,29,38.6,39.8,1.122,25,8.963,5,0.665,0.184,33,0.689,0,0
5.659,69.0,662.81,13,30,46,50.828,50,77.658,52.648,85.278,80.0,76.0,5,15,7,31,4,30,40.8,39.5,1.122,26,8.721,6,0.669,0.163,34,0.693,0,0
7.658,66.5,615.68,11,25,44,47.082,48,71.033,47.722,77.611,73.0,69.0,5,15,7,29,2,29,42.0,36.2,1.125,22,8.923,7,0.682,0.151,32,0.692,0,2
7.102,43.0,499.39,6,15,29,31.419,32,45.735,32.716,48.841,47.0,44.0,3,11,6,18,3,16,40.9,34.1,1.11,15,11.35,2,0.714,0.128,19,0.744,0,0
9.658,48.0,462.54,6,26,34,38.653,38,60.771,39.875,67.235,64.0,60.0,8,8,6,26,1,18,43.3,43.3,1.121,18,7.709,2,0.644,0.094,19,0.665,0,0
7.076,67.5,644.79,11,28,45,49.586,49,74.447,51.432,81.653,77.0,73.0,6,14,6,31,2,29,42.5,38.4,1.119,23,8.833,6,0.679,0.143,32,0.705,0,2
7.538,52.5,535.76,11,41,39,47.449,42,79.723,50.552,90.803,83.0,80.0,16,9,4,30,3,15,37.5,51.3,1.135,14,6.697,5,0.593,0.133,18,0.632,0,0
5.798,64.0,656.86,15,36,45,51.408,48,82.309,53.932,91.524,84.0,81.0,10,15,7,30,4,24,37.0,44.4,1.13,20,8.109,6,0.635,0.179,28,0.666,0,0
7.921,68.0,661.76,12,31,47,51.377,51,80.011,52.46,88.066,82.0,78.0,8,16,8,31,3,24,39.7,39.7,1.129,21,8.484,7,0.659,0.146,28,0.673,0,2
5.547,66.5,654.81,13,26,44,47.961,48,71.967,49.773,78.368,74.0,70.0,4,16,7,28,4,29,40.0,37.1,1.12,24,9.354,6,0.685,0.176,33,0.711,0,0
4.208,39.0,471.43,6,19,27,31.043,29,46.847,33.33,51.253,48.0,46.0,5,9,4,18,2,16,39.1,41.3,1.114,13,10.248,2,0.675,0.125,18,0.725,0,0
7.658,53.5,550.78,10,42,40,48.47,43,81.825,51.557,93.301,85.0,82.0,16,10,4,30,3,15,36.6,51.2,1.138,14,6.717,6,0.591,0.118,18,0.629,0,0
7.456,73.0,680.8,13,32,49,54.167,53,82.465,55.762,90.773,85.0,81.0,6,14,7,35,3,30,43.2,39.5,1.121,27,8.405,6,0.669,0.153,34,0.688,0,2
8.208,38.0,362.39,6,14,25,26.68,27,40.545,26.955,43.664,41.0,39.0,2,9,6,16,3,16,41.0,35.9,1.12,14,9.292,2,0.684,0.146,19,0.691,0,0
5.859,68.0,698.9,14,38,48,54.65,52,87.52,57.148,97.148,90.0,86.0,11,16,8,32,4,24,37.2,44.2,1.13,21,8.127,6,0.635,0.156,28,0.665,0,0
6.14,63.5,662.84,13,30,44,48.73,48,76.062,50.75,83.407,78.0,74.0,8,17,8,27,4,23,36.5,40.5,1.127,19,8.957,6,0.659,0.167,27,0.686,0,0
6.47,57.0,534.6,9,22,38,40.819,41,61.72,41.5,67.488,63.0,60.0,4,13,6,25,2,24,41.7,36.7,1.125,19,8.91,6,0.68,0.143,27,0.692,0,2
6.428,57.0,547.69,11,29,39,44.19,42,68.825,46.085,76.441,71.0,68.0,6,11,5,28,3,24,41.2,42.6,1.124,22,8.054,5,0.65,0.155,27,0.678,0,0
7.292,60.0,575.7,10,29,41,45.904,44,71.152,47.54,78.65,73.0,70.0,7,12,6,29,2,24,41.4,41.4,1.124,20,8.224,5,0.656,0.137,27,0.679,0,2
7.114,66.0,667.88,15,37,46,52.914,50,84.091,55.688,93.441,87.0,83.0,11,14,7,32,4,24,38.6,44.6,1.126,21,8.047,5,0.638,0.172,28,0.671,0,0
7.658,63.5,659.88,15,33,44,50.047,48,78.4,52.813,86.53,81.0,77.0,10,15,7,29,4,23,37.7,42.9,1.124,19,8.57,5,0.65,0.185,27,0.686,0,0
9.0,68.0,661.76,12,31,47,51.377,51,80.011,52.46,88.066,82.0,78.0,8,16,8,31,3,24,39.7,39.7,1.129,21,8.484,7,0.659,0.146,28,0.673,0,2
7.119,52.5,537.73,11,39,39,46.637,42,78.167,49.245,88.597,81.0,78.0,15,10,5,29,3,15,37.2,50.0,1.136,14,6.894,5,0.598,0.136,18,0.631,0,0
7.921,64.5,603.69,10,21,42,44.5,46,65.014,45.392,70.491,67.0,63.0,3,15,6,27,2,29,42.9,33.3,1.119,22,9.582,7,0.706,0.149,32,0.721,0,2
6.851,41.0,469.36,5,13,27,29.177,30,41.524,30.5,44.216,43.0,40.0,2,10,5,17,3,16,42.5,32.5,1.105,15,11.734,2,0.729,0.116,19,0.763,0,0
6.69,74.0,696.81,13,32,50,54.683,54,83.785,56.012,92.355,86.0,82.0,7,16,7,34,3,30,41.5,39.0,1.126,25,8.498,8,0.667,0.151,34,0.683,0,2
6.511,38.0,457.4,6,17,26,29.516,28,43.964,31.568,47.837,45.0,43.0,4,9,4,17,2,16,39.5,39.5,1.112,13,10.637,2,0.686,0.133,18,0.734,0,0
7.721,59.0,636.83,14,36,43,49.123,46,80.636,51.387,89.733,82.0,79.0,12,16,8,27,4,18,34.2,45.6,1.136,15,8.061,6,0.622,0.171,22,0.65,0,0
6.936,69.0,712.93,15,40,49,56.177,53,90.403,58.909,100.563,93.0,89.0,12,16,8,33,4,24,37.1,44.9,1.13,21,8.01,6,0.631,0.161,28,0.662,0,0
7.18,67.5,628.72,11,28,45,49.114,49,74.698,50.239,81.943,77.0,73.0,6,14,7,31,2,29,42.5,38.4,1.123,23,8.613,6,0.673,0.143,32,0.688,0,2
7.585,59.0,561.67,10,27,40,44.378,43,68.269,45.779,75.235,70.0,67.0,6,12,6,28,2,24,41.8,40.3,1.123,20,8.383,5,0.662,0.143,27,0.683,0,2
6.804,67.0,660.82,15,36,47,53.221,50,84.232,55.284,93.604,86.0,83.0,10,14,7,33,3,24,39.8,43.4,1.128,21,7.962,6,0.641,0.174,28,0.666,0,2
8.155,73.0,681.79,13,31,49,53.662,53,81.683,55.006,89.856,84.0,80.0,6,15,7,34,3,30,42.5,38.8,1.123,26,8.522,7,0.671,0.155,34,0.688,0,2
6.235,54.0,563.72,13,29,38,42.806,41,68.556,44.642,75.78,70.0,67.0,9,14,7,24,4,18,35.8,43.3,1.131,15,8.414,5,0.639,0.186,22,0.666,0,0
7.319,58.0,618.85,15,38,42,49.419,45,80.872,52.443,90.357,83.0,80.0,13,13,7,29,4,18,36.3,47.5,1.129,16,7.736,4,0.618,0.181,22,0.656,0,0
7.77,52.5,539.69,12,37,39,46.023,42,76.618,48.142,86.019,79.0,76.0,15,10,7,29,3,15,38.2,48.7,1.132,14,7.101,3,0.606,0.152,18,0.633,0,0
7.292,58.0,622.8,14,34,42,47.596,45,77.752,49.625,86.318,79.0,76.0,11,16,8,26,4,18,34.2,44.7,1.136,15,8.195,6,0.626,0.177,22,0.653,0,0
7.208,41.0,485.41,6,17,28,31.231,31,46.291,33.023,50.047,48.0,45.0,5,10,5,18,2,16,40.0,37.8,1.112,13,10.787,2,0.694,0.125,18,0.734,0,0
7.796,56.0,569.7,10,31,40,45.146,43,72.363,46.756,80.275,74.0,71.0,10,13,7,27,2,18,38.0,43.7,1.131,15,8.024,5,0.636,0.135,21,0.659,0,2
7.42,60.0,574.71,11,30,41,46.41,44,71.934,48.296,79.567,74.0,71.0,7,11,6,30,2,24,42.3,42.3,1.121,21,8.095,4,0.654,0.149,27,0.68,0,2
6.533,74.0,695.82,13,33,50,55.189,54,84.567,56.767,93.272,87.0,83.0,7,15,7,35,3,30,42.2,39.8,1.124,26,8.383,7,0.665,0.149,34,0.684,0,2
6.917,54.0,539.67,10,29,38,42.904,41,68.152,44.54,75.65,70.0,67.0,9,12,6,26,2,18,38.8,43.3,1.129,15,8.055,5,0.64,0.143,21,0.665,0,2
5.66,71.5,711.86,14,29,48,52.423,53,79.287,54.199,86.119,82.0,77.0,6,17,9,31,4,29,40.3,37.7,1.118,25,9.245,5,0.681,0.171,33,0.704,0,0
6.708,62.0,640.79,14,36,45,50.936,48,82.56,52.739,91.813,84.0,81.0,12,15,8,30,3,18,37.0,44.4,1.133,16,7.911,6,0.629,0.167,22,0.651,0,2
9.398,70.0,690.81,13,34,49,53.925,53,84.996,55.227,93.979,87.0,83.0,10,17,8,32,3,24,38.6,41.0,1.132,20,8.323,8,0.65,0.149,28,0.665,0,2
6.47,55.0,504.57,9,20,36,38.577,39,57.509,39.284,62.863,59.0,56.0,3,12,5,24,2,24,42.9,35.7,1.123,19,9.01,6,0.689,0.153,27,0.702,0,2
5.785,37.0,443.37,6,15,25,27.989,27,41.08,29.807,44.422,42.0,40.0,3,9,4,16,2,16,40.0,37.5,1.111,13,11.084,2,0.7,0.143,18,0.745,0,0
7.745,54.0,541.64,9,27,38,42.092,41,66.596,43.233,73.445,68.0,65.0,8,13,7,25,2,18,38.5,41.5,1.13,15,8.333,5,0.648,0.132,21,0.665,0,2
5.456,51.0,555.8,13,45,40,49.217,42,84.818,52.529,96.843,87.0,85.0,18,10,5,30,4,10,35.3,52.9,1.139,12,6.539,5,0.579,0.149,14,0.618,0,0
6.854,60.0,650.86,15,38,44,50.65,47,83.52,53.148,93.148,85.0,82.0,13,16,8,28,4,18,34.1,46.3,1.136,15,7.937,6,0.618,0.176,22,0.648,0,0
6.347,53.5,551.76,10,41,40,48.163,43,81.05,51.006,92.012,84.0,81.0,16,10,5,30,3,15,37.0,50.6,1.136,14,6.812,5,0.595,0.119,18,0.63,0,0
7.62,71.0,680.94,12,44,49,58.383,54,92.792,62.171,104.264,98.0,93.0,14,10,5,39,3,28,41.9,47.3,1.121,25,7.322,4,0.628,0.122,31,0.669,0,0
10.569,54.0,531.66,8,33,39,45.255,43,72.523,47.165,80.979,76.0,72.0,11,9,6,30,2,18,41.7,45.8,1.125,19,7.384,3,0.629,0.105,20,0.655,0,0
7.9,59.0,604.83,12,44,44,52.712,47,88.036,55.773,99.926,91.0,88.0,16,11,5,33,4,16,37.5,50.0,1.136,17,6.873,6,0.599,0.132,20,0.634,0,0
10.187,53.0,532.69,9,36,39,46.287,43,75.189,48.682,84.311,79.0,75.0,13,8,6,31,1,18,41.3,48.0,1.124,18,7.103,2,0.617,0.114,19,0.649,0,0
