pXC50,nX,Mi,nBO,nSK,X.,SCBO,nF,nBT,Si,nAT,nDB,nN,MW,nCL,nHet,C.,nC,Sp,Se,Sv,N.,RBF,nAB,Me,nH,RBN,nHM,H.
8.31,0,1.133,18,17,0.0,23.0,0,32.0,35.116,31.0,2,2,234.28,0,5,38.7,12,19.943,31.487,19.348,6.5,0.094,6,1.016,14,3,0,45.2
6.63,0,1.137,26,24,0.0,33.0,0,44.0,47.737,42.0,4,4,330.38,0,8,38.1,16,27.171,42.902,26.632,9.5,0.091,6,1.021,18,4,0,42.9
7.155,5,1.168,40,39,6.8,45.0,5,75.0,86.422,74.0,5,4,570.63,0,15,32.4,24,44.142,76.839,43.773,5.4,0.133,0,1.038,35,10,0,47.3
9.143,1,1.119,33,30,2.1,44.0,0,51.0,53.728,48.0,8,3,447.93,1,10,41.7,20,33.886,49.411,32.867,6.3,0.098,6,1.029,18,5,2,37.5
7.68,0,1.115,17,16,0.0,22.0,0,30.0,32.328,29.0,2,1,235.33,0,4,41.4,12,20.131,29.134,18.799,3.4,0.1,6,1.005,13,3,1,44.8
5.1,0,1.127,14,13,0.0,19.0,0,22.0,23.661,21.0,2,2,176.19,0,4,42.9,9,14.205,21.509,14.053,9.5,0.0,6,1.024,8,0,0,38.1
5.32,0,1.114,13,12,0.0,18.0,0,20.0,21.163,19.0,2,1,161.17,0,3,47.4,9,13.199,19.407,13.031,5.3,0.0,6,1.021,7,0,0,36.8
8.221,0,1.13,17,16,0.0,22.0,0,31.0,33.907,30.0,2,2,218.28,0,4,40.0,12,19.489,30.16,18.633,6.7,0.097,6,1.005,14,3,0,46.7
9.854,0,1.12,35,32,0.0,46.0,0,59.0,62.74,56.0,5,2,456.56,0,9,41.1,23,37.761,56.963,36.313,3.6,0.119,12,1.017,24,7,1,42.9
7.041,0,1.129,16,15,0.0,21.0,0,28.0,30.491,27.0,2,2,204.25,0,4,40.7,11,17.727,27.276,17.106,7.4,0.107,6,1.01,12,3,0,44.4
6.13,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.108,6,0.998,18,4,0,50.0
10.284,0,1.124,27,25,0.0,35.0,0,44.0,47.206,42.0,5,1,367.41,0,9,38.1,16,27.926,43.538,27.427,2.4,0.114,6,1.037,17,5,1,40.5
6.81,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.088,6,1.001,16,3,0,48.5
7.75,0,1.133,21,20,0.0,27.0,0,35.0,38.535,34.0,3,2,278.29,0,7,38.2,13,21.852,35.142,21.778,5.9,0.143,6,1.034,14,5,0,41.2
7.538,5,1.163,39,38,7.0,46.0,5,72.0,82.588,71.0,4,4,548.62,0,13,35.2,25,43.472,73.301,42.817,5.6,0.153,6,1.032,33,11,0,46.5
10.17,1,1.117,17,16,3.8,22.0,0,27.0,29.044,26.0,2,1,284.12,0,5,42.3,11,18.529,26.731,17.825,3.8,0.074,6,1.028,10,2,1,38.5
7.721,5,1.156,50,48,5.4,58.0,5,95.0,107.498,93.0,5,4,688.82,0,15,35.5,33,56.949,95.257,55.407,4.3,0.147,6,1.024,45,14,0,48.4
5.646,0,1.121,31,29,0.0,42.0,0,49.0,52.704,47.0,5,2,418.46,0,10,40.4,19,31.932,48.64,31.448,4.3,0.184,12,1.035,18,9,1,38.3
5.8,0,1.121,22,20,0.0,30.0,0,35.0,36.99,33.0,2,3,267.31,0,5,45.5,15,22.733,33.378,22.128,9.1,0.086,12,1.011,13,3,0,39.4
6.509,0,1.13,17,16,0.0,22.0,0,31.0,33.907,30.0,2,2,218.28,0,4,40.0,12,19.489,30.16,18.633,6.7,0.097,6,1.005,14,3,0,46.7
10.18,1,1.121,34,31,2.0,45.0,0,52.0,54.937,49.0,8,3,463.93,1,11,40.8,20,34.341,50.738,33.582,6.1,0.096,6,1.035,18,5,2,36.7
6.197,2,1.139,47,45,2.3,58.0,2,88.0,97.944,86.0,5,3,629.77,0,12,38.4,33,54.302,87.294,52.37,3.5,0.182,12,1.015,41,16,0,47.7
6.94,0,1.141,32,30,0.0,39.0,0,61.0,67.312,59.0,4,5,415.55,0,9,35.6,21,36.983,59.421,35.288,8.5,0.115,6,1.007,29,7,0,49.2
10.602,1,1.121,30,28,2.2,39.0,0,48.0,51.565,46.0,6,1,427.89,1,10,39.1,18,31.545,47.745,30.781,2.2,0.104,6,1.038,18,5,2,39.1
5.9,0,1.138,20,19,0.0,25.0,0,39.0,43.235,38.0,2,3,261.36,0,5,36.8,14,24.017,38.029,22.708,7.9,0.077,6,1.001,19,3,0,50.0
7.161,2,1.142,55,53,2.0,68.0,2,102.0,114.19,100.0,7,5,743.89,0,16,37.0,37,62.745,101.919,60.896,5.0,0.196,12,1.019,47,20,0,47.0
5.0,0,1.123,29,27,0.0,39.0,0,49.0,52.78,47.0,2,2,368.42,0,7,42.6,20,31.137,47.793,30.358,4.3,0.143,16,1.017,20,7,0,42.6
7.26,5,1.17,35,35,7.2,39.0,5,69.0,80.714,69.0,4,3,515.59,0,13,31.9,22,40.682,71.41,40.037,4.3,0.145,0,1.035,34,10,0,49.3
5.108,0,1.127,34,32,0.0,44.0,0,64.0,69.856,62.0,2,2,438.57,0,7,40.3,25,39.943,62.211,37.992,3.2,0.172,16,1.003,30,11,0,48.4
5.301,4,1.136,54,51,4.6,70.0,3,90.0,98.816,87.0,7,4,749.27,1,16,40.2,35,58.228,89.541,56.736,4.6,0.133,18,1.029,36,12,2,41.4
6.553,0,1.14,40,38,0.0,50.0,0,75.0,83.185,73.0,5,5,529.66,0,12,35.6,26,45.631,74.054,44.013,6.8,0.133,10,1.014,35,10,0,47.9
5.301,3,1.136,50,47,3.4,63.0,3,90.0,98.865,87.0,4,3,651.79,0,11,41.4,36,56.33,88.152,54.324,3.4,0.144,18,1.013,40,13,0,46.0
5.301,3,1.159,21,21,8.1,26.0,3,37.0,42.882,37.0,2,1,303.31,0,7,37.8,14,23.034,38.574,23.057,2.7,0.162,6,1.043,16,6,0,43.2
5.26,0,1.138,21,20,0.0,26.0,0,42.0,46.651,41.0,2,3,275.39,0,5,36.6,15,25.779,40.912,24.235,7.3,0.119,6,0.998,21,5,0,51.2
6.62,0,1.131,21,19,0.0,27.0,0,34.0,36.199,32.0,3,3,259.29,0,6,40.6,13,21.188,32.705,20.843,9.4,0.059,6,1.022,13,2,0,40.6
6.638,0,1.13,48,45,0.0,61.0,0,85.0,92.647,82.0,5,3,623.72,0,13,39.0,32,52.506,83.6,51.168,3.7,0.165,16,1.02,37,14,0,45.1
7.076,4,1.139,57,55,4.1,73.0,3,99.0,110.48,97.0,7,4,811.35,1,18,38.1,37,63.421,99.847,61.746,4.1,0.172,18,1.029,42,17,2,43.3
7.883,0,1.129,19,18,0.0,23.5,0,37.0,40.657,36.0,2,2,266.4,0,5,36.1,13,23.659,36.003,21.874,5.6,0.108,5,1.0,18,4,1,50.0
5.0,0,1.126,34,32,0.0,45.0,0,58.0,63.03,56.0,3,2,440.49,0,9,41.1,23,36.568,57.214,35.841,3.6,0.19,16,1.022,24,11,0,42.9
5.301,4,1.13,60,56,4.3,79.0,3,98.0,106.231,94.0,7,4,811.34,1,16,42.6,40,63.989,96.425,62.263,4.3,0.143,24,1.026,38,14,2,40.4
6.815,3,1.166,28,29,5.1,32.0,3,58.0,68.789,59.0,4,3,425.51,0,11,30.5,18,34.523,60.734,33.69,5.1,0.172,0,1.029,30,10,0,50.8
9.4,0,1.128,18,17,0.0,23.0,0,31.0,33.827,30.0,2,1,235.26,0,5,40.0,12,19.392,30.713,19.041,3.3,0.097,6,1.024,13,3,0,43.3
7.036,4,1.142,50,48,4.7,63.0,3,88.0,98.231,86.0,7,4,715.26,1,16,37.2,32,55.989,88.425,54.263,4.7,0.148,12,1.028,38,13,2,44.2
6.824,0,1.122,28,26,0.0,36.0,0,51.0,54.986,49.0,2,3,369.53,0,6,40.8,20,33.188,48.872,30.949,6.1,0.118,12,0.997,23,6,1,46.9
5.301,3,1.142,36,34,4.9,45.0,3,63.0,69.666,61.0,3,2,476.54,0,9,41.0,25,39.301,62.421,38.427,3.3,0.143,12,1.023,27,9,0,44.3
10.959,2,1.126,42,39,3.0,54.0,0,69.0,74.296,66.0,6,3,620.58,2,15,36.4,24,45.562,68.211,43.66,4.5,0.116,12,1.033,27,8,4,40.9
6.295,3,1.152,44,43,3.6,52.0,3,85.0,96.782,84.0,5,4,614.74,0,14,34.5,29,51.245,85.908,49.775,4.8,0.165,6,1.023,41,14,0,48.8
7.174,4,1.142,53,51,4.2,66.0,3,97.0,108.477,95.0,7,4,757.35,1,16,36.8,35,61.273,97.076,58.843,4.2,0.134,12,1.022,44,13,2,46.3
7.553,0,1.135,38,36,0.0,47.5,0,72.0,79.478,70.0,4,4,498.64,0,10,37.1,26,44.171,70.625,42.276,5.7,0.153,11,1.009,34,11,0,48.6
7.602,0,1.126,43,40,0.0,55.0,0,79.0,85.603,76.0,4,4,564.77,0,10,39.5,30,50.125,76.258,47.275,5.3,0.139,16,1.003,36,11,1,47.4
4.125,0,1.137,41,40,0.0,48.0,0,91.0,102.3,90.0,4,4,574.92,0,9,34.4,31,56.001,89.116,51.248,4.4,0.154,6,0.99,50,14,1,55.6
6.42,0,1.121,28,26,0.0,34.0,0,49.0,52.667,47.0,6,1,419.59,0,10,34.0,16,32.29,48.131,30.14,2.1,0.082,0,1.024,21,4,3,44.7
6.481,0,1.123,30,28,0.0,36.0,0,53.0,57.291,51.0,6,1,449.62,0,11,33.3,17,34.506,52.342,32.381,2.0,0.075,0,1.026,23,4,3,45.1
9.241,0,1.137,38,36,0.0,46.0,0,74.0,81.893,72.0,5,4,500.66,0,10,36.1,26,44.932,72.509,42.803,5.6,0.149,6,1.007,36,11,0,50.0
8.699,3,1.152,36,35,4.5,43.0,3,68.0,77.204,67.0,4,3,499.59,0,11,35.8,24,41.284,68.618,40.217,4.5,0.147,6,1.024,32,10,0,47.8
5.188,4,1.134,52,49,5.2,69.0,3,80.0,87.284,77.0,8,4,741.22,1,18,40.3,31,53.284,80.411,52.531,5.2,0.125,18,1.044,28,10,3,36.4
6.481,0,1.129,45,42,0.0,57.5,0,83.0,90.308,80.0,4,4,574.74,0,10,40.0,32,51.694,80.392,49.33,5.0,0.145,17,1.005,38,12,0,47.5
5.097,0,1.137,33,32,0.0,40.0,0,68.0,76.185,67.0,4,3,445.62,0,8,35.8,24,41.472,67.08,39.067,4.5,0.147,6,1.001,35,10,0,52.2
4.796,0,1.13,39,37,0.0,49.0,0,76.0,83.6,74.0,4,3,507.69,0,8,39.2,29,47.233,73.963,44.594,4.1,0.145,12,1.0,37,11,0,50.0
8.143,0,1.132,48,45,0.0,61.0,0,86.0,93.936,83.0,5,4,622.74,0,13,38.6,32,53.057,84.374,51.474,4.8,0.163,16,1.017,38,14,0,45.8
10.569,0,1.115,38,35,0.0,51.0,0,61.0,64.661,58.0,7,1,497.56,0,10,43.1,25,39.665,59.516,38.722,1.7,0.115,12,1.026,23,7,1,39.7
7.43,0,1.132,22,21,0.0,28.0,0,40.0,44.156,39.0,3,2,290.35,0,6,38.5,15,24.921,39.582,24.116,5.1,0.15,6,1.015,18,6,0,46.2
10.15,0,1.126,18,17,0.0,23.0,0,33.0,36.033,32.0,2,1,233.29,0,4,40.6,13,20.699,32.269,19.853,3.1,0.091,6,1.008,15,3,0,46.9
6.26,0,1.14,25,24,0.0,32.0,0,45.0,50.152,44.0,4,4,332.4,0,8,36.4,16,27.932,44.785,27.159,9.1,0.156,6,1.018,20,7,0,45.5
8.0,0,1.129,20,19,0.0,26.0,0,36.0,39.531,35.0,3,2,260.32,0,5,40.0,14,22.705,35.371,21.875,5.7,0.111,6,1.011,16,4,0,45.7
5.95,0,1.123,20,18,0.0,26.0,0,32.0,33.701,30.0,3,2,244.27,0,5,43.3,13,20.182,30.604,19.821,6.7,0.063,6,1.02,12,2,0,40.0
6.29,3,1.164,17,16,13.6,22.0,3,23.0,25.597,22.0,2,1,229.17,0,6,45.5,10,14.773,23.829,15.708,4.5,0.0,6,1.083,6,0,0,27.3
7.359,0,1.127,22,20,0.0,26.5,0,42.0,45.072,40.0,2,2,292.44,0,5,37.5,15,26.421,39.887,24.401,5.0,0.071,5,0.997,20,3,1,50.0
5.0,3,1.134,41,38,4.8,54.0,3,66.0,71.46,63.0,2,2,526.55,0,10,44.4,28,41.995,64.865,41.615,3.2,0.152,22,1.03,25,10,0,39.7
3.08,0,1.126,17,16,0.0,22.0,0,28.0,30.412,27.0,2,1,221.23,0,5,40.7,11,17.631,27.829,17.515,3.7,0.071,6,1.031,11,2,0,40.7
6.5,0,1.121,25,23,0.0,34.0,0,40.0,42.614,38.0,3,3,309.35,0,6,44.7,17,25.949,38.589,25.369,7.9,0.125,12,1.015,15,5,0,39.5
9.678,1,1.118,32,29,2.2,43.0,0,48.0,50.312,45.0,8,3,433.9,1,10,42.2,19,32.125,46.527,31.34,6.7,0.083,6,1.034,16,4,2,35.6
6.23,0,1.13,17,16,0.0,22.0,0,31.0,33.907,30.0,2,2,218.28,0,4,40.0,12,19.489,30.16,18.633,6.7,0.065,6,1.005,14,2,0,46.7
5.0,0,1.124,34,32,0.0,45.0,0,62.0,67.441,60.0,3,2,436.55,0,7,41.7,25,39.182,60.327,37.465,3.3,0.161,16,1.005,28,10,0,46.7
9.602,0,1.123,34,31,0.0,45.0,0,55.0,58.408,52.0,8,3,443.52,0,10,40.4,21,35.244,53.298,34.281,5.8,0.091,6,1.025,21,5,1,40.4
6.14,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.108,6,0.998,18,4,0,50.0
5.9,0,1.133,24,23,0.0,30.0,0,46.0,50.986,45.0,3,2,318.41,0,6,37.8,17,28.443,45.349,27.17,4.4,0.13,6,1.008,22,6,0,48.9
5.81,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.108,6,0.998,18,4,0,50.0
9.64,0,1.126,18,17,0.0,23.0,0,33.0,36.033,32.0,2,1,233.29,0,4,40.6,13,20.699,32.269,19.853,3.1,0.121,6,1.008,15,4,0,46.9
8.131,0,1.131,46,43,0.0,59.0,0,82.0,89.312,79.0,5,4,592.71,0,12,39.2,31,50.841,80.163,49.233,5.1,0.146,16,1.015,36,12,0,45.6
6.347,0,1.125,35,33,0.0,46.0,0,63.0,68.651,61.0,3,2,452.55,0,8,41.0,25,39.637,61.654,38.18,3.3,0.159,16,1.011,28,10,0,45.9
4.125,0,1.137,39,38,0.0,46.0,0,83.0,93.264,82.0,4,4,548.83,0,10,34.1,28,51.171,81.792,47.383,4.9,0.157,6,0.997,44,13,1,53.7
5.92,0,1.121,19,18,0.0,24.0,0,32.0,34.747,31.0,2,1,267.33,0,6,38.7,12,21.04,31.789,20.229,3.2,0.125,6,1.025,13,4,1,41.9
10.469,0,1.117,35,32,0.0,46.0,0,60.0,63.657,57.0,5,1,455.57,0,8,42.1,24,38.517,57.745,36.819,1.8,0.117,12,1.013,25,7,1,43.9
4.125,0,1.121,27,25,0.0,35.0,0,48.0,51.571,46.0,2,3,355.5,0,6,41.3,19,31.426,45.989,29.422,6.5,0.125,12,1.0,21,6,1,45.7
6.32,0,1.138,19,18,0.0,24.0,0,36.0,39.82,35.0,2,3,247.33,0,5,37.1,13,22.256,35.145,21.181,8.6,0.083,6,1.004,17,3,0,48.6
7.04,7,1.215,22,21,28.0,27.0,7,26.0,30.371,25.0,2,1,315.16,0,10,44.0,11,16.284,28.763,18.768,4.0,0.077,6,1.151,4,2,0,16.0
8.11,0,1.112,16,15,0.0,21.0,0,27.0,28.913,26.0,2,1,221.3,0,4,42.3,11,18.369,26.251,17.272,3.8,0.074,6,1.01,11,2,1,42.3
7.18,0,1.136,39,37,0.0,49.0,0,73.0,80.687,71.0,5,4,514.64,0,11,36.6,26,44.625,71.952,42.991,5.6,0.151,10,1.013,34,11,0,47.9
6.35,0,1.121,27,25,0.0,36.0,0,43.0,45.95,41.0,3,2,340.36,0,7,43.9,18,27.614,42.025,27.304,4.9,0.14,12,1.025,16,6,0,39.0
4.19,0,1.13,19,18,0.0,25.0,0,31.0,33.91,30.0,3,2,248.26,0,6,40.0,12,19.636,30.931,19.536,6.7,0.161,6,1.031,12,5,0,40.0
5.0,0,1.125,33,31,0.0,44.0,0,55.0,59.614,53.0,3,2,426.46,0,9,41.5,22,34.807,54.331,34.314,3.8,0.182,16,1.025,22,10,0,41.5
8.051,0,1.133,55,52,0.0,69.0,0,101.0,111.016,98.0,6,4,722.87,0,15,37.8,37,62.012,99.563,60.011,4.1,0.168,16,1.016,46,17,0,46.9
7.4,0,1.097,21,19,0.0,29.0,0,32.0,32.913,30.0,2,1,269.34,0,4,50.0,15,22.369,30.251,21.272,3.3,0.094,12,1.008,11,3,1,36.7
7.14,0,1.115,19,18,0.0,25.0,0,30.0,32.332,29.0,3,1,265.31,0,6,41.4,12,20.278,29.905,19.702,3.4,0.167,6,1.031,11,5,1,37.9
4.187,0,1.146,50,49,0.0,60.0,0,102.0,115.796,101.0,7,8,688.93,0,16,32.7,33,61.432,101.872,58.479,7.9,0.167,6,1.009,52,17,0,51.5
4.125,0,1.123,28,26,0.0,36.0,0,49.0,52.78,47.0,2,3,371.5,0,7,40.4,19,31.881,47.316,30.137,6.4,0.163,12,1.007,21,8,1,44.7
4.125,0,1.122,27,25,0.0,35.0,0,46.0,49.365,44.0,2,3,357.47,0,7,40.9,18,30.12,44.433,28.61,6.8,0.13,12,1.01,19,6,1,43.2
5.959,3,1.152,32,30,5.8,40.0,3,54.0,59.919,52.0,3,3,425.45,0,10,38.5,20,33.023,53.872,32.868,5.8,0.111,10,1.036,22,6,0,42.3
8.174,3,1.139,38,35,5.3,50.5,3,60.0,64.919,57.0,2,3,485.5,0,10,43.9,25,38.023,58.872,37.868,5.3,0.1,21,1.033,22,6,0,38.6
7.268,3,1.148,33,31,5.5,42.5,3,57.0,63.125,55.0,2,3,435.49,0,9,40.0,22,35.33,56.429,34.68,5.5,0.105,15,1.026,24,6,0,43.6
6.538,3,1.15,30,28,6.5,39.5,3,48.0,52.879,46.0,2,3,393.4,0,9,41.3,19,30.046,47.778,30.1,6.5,0.104,15,1.039,18,5,0,39.1
7.284,3,1.139,43,40,4.5,56.5,3,70.0,76.307,67.0,3,3,577.54,0,13,40.3,27,44.898,69.152,43.802,4.5,0.129,21,1.032,27,9,1,40.3
4.658,0,1.131,31,30,0.0,42.0,0,54.0,59.953,53.0,5,3,457.58,0,12,34.0,18,35.108,54.585,33.71,5.7,0.185,12,1.03,23,10,2,43.4
4.072,0,1.116,17,16,0.0,23.0,0,25.0,26.79,24.0,3,2,236.27,0,6,41.7,10,17.307,24.913,16.955,8.3,0.04,6,1.038,8,1,1,33.3
5.276,0,1.141,55,52,0.0,65.0,0,112.0,124.334,109.0,7,7,724.02,0,14,34.9,38,67.256,109.094,63.323,6.4,0.134,6,1.001,57,15,0,52.3
7.469,4,1.137,76,72,3.0,95.0,3,139.0,153.469,135.0,10,5,1066.77,1,22,37.0,50,87.597,137.516,83.652,3.7,0.122,18,1.019,63,17,3,46.7
5.174,0,1.098,27,25,0.0,37.0,0,43.0,44.999,41.0,5,0,372.49,0,6,46.3,19,30.205,41.531,28.448,0.0,0.14,10,1.013,16,6,2,39.0
7.523,0,1.103,31,28,0.0,44.0,0,47.0,48.511,44.0,4,1,413.41,0,8,45.5,20,32.699,44.858,30.921,2.3,0.106,18,1.02,16,5,2,36.4
5.886,0,1.12,77,72,0.0,98.0,0,133.0,143.395,128.0,3,0,993.1,0,18,42.2,54,83.5,130.632,81.617,0.0,0.188,36,1.021,56,25,0,43.8
4.047,2,1.105,33,30,4.8,45.5,0,45.0,46.423,42.0,4,2,443.25,2,9,50.0,21,31.568,43.789,31.433,4.8,0.089,17,1.043,12,4,2,28.6
4.81,0,1.113,19,18,0.0,25.5,0,34.0,36.744,33.0,1,1,261.37,0,4,42.4,14,22.892,33.018,21.326,3.0,0.118,11,1.001,15,4,1,45.5
7.076,4,1.136,77,73,2.8,94.0,3,146.0,161.296,142.0,8,5,1076.86,1,20,37.3,53,91.972,143.512,86.803,3.5,0.151,18,1.011,69,22,3,48.6
4.678,0,1.104,22,20,0.0,30.0,0,32.0,33.123,30.0,2,0,270.25,0,5,50.0,15,21.08,31.055,21.208,0.0,0.0,12,1.035,10,0,0,33.3
7.824,1,1.12,19,18,3.7,26.5,0,28.0,30.23,27.0,2,2,264.68,1,6,44.4,12,19.278,28.044,19.122,7.4,0.107,11,1.039,9,3,1,33.3
7.62,1,1.12,26,24,2.6,36.5,1,41.0,43.662,39.0,2,2,322.36,0,5,48.7,19,27.188,39.556,26.543,5.1,0.073,17,1.014,15,3,0,38.5
7.409,0,1.114,24,22,0.0,34.5,0,37.0,38.99,35.0,2,3,291.33,0,5,48.6,17,24.733,35.378,24.128,8.6,0.081,17,1.011,13,3,0,37.1
5.509,1,1.117,22,20,3.3,31.0,0,32.0,33.519,30.0,1,3,287.72,1,6,46.7,14,21.83,30.818,21.429,10.0,0.063,16,1.027,10,2,1,33.3
5.0,2,1.119,31,29,4.3,41.0,0,49.0,52.588,47.0,4,2,457.36,2,10,40.4,19,33.5,48.516,32.2,4.3,0.102,12,1.032,18,5,3,38.3
8.347,0,1.133,27,26,0.0,34.0,0,49.0,54.384,48.0,4,1,407.42,0,11,31.3,15,31.347,49.491,29.645,2.1,0.163,6,1.031,22,8,2,45.8
4.77,2,1.104,27,25,5.1,35.0,0,41.0,43.052,39.0,2,0,470.12,0,7,46.2,18,29.068,40.164,27.839,0.0,0.073,12,1.03,14,3,2,35.9
6.638,1,1.117,16,15,4.2,22.5,0,25.0,26.811,24.0,1,2,220.67,1,4,45.8,11,17.369,24.389,16.692,8.3,0.04,11,1.016,9,1,1,37.5
6.602,1,1.113,16,15,4.2,22.5,0,25.0,26.708,24.0,1,2,265.12,0,4,45.8,11,17.864,24.294,16.89,8.3,0.04,11,1.012,9,1,1,37.5
6.971,1,1.143,19,18,3.8,27.5,1,27.0,29.708,26.0,3,3,249.22,0,7,42.3,11,17.602,27.451,18.172,11.5,0.074,11,1.056,8,2,0,30.8
5.959,3,1.142,17,16,14.3,23.5,2,22.0,23.973,21.0,1,2,287.07,0,6,47.6,10,15.977,22.436,16.13,9.5,0.045,11,1.068,5,1,1,23.8
7.638,0,1.138,71,68,0.0,87.0,0,137.0,152.54,134.0,10,8,947.22,0,20,35.8,48,83.58,135.366,80.026,6.0,0.109,12,1.01,66,15,0,49.3
6.886,0,1.144,85,82,0.0,99.0,0,169.0,189.908,166.0,11,12,1193.63,0,29,31.9,53,102.592,168.094,97.318,7.2,0.107,6,1.013,84,18,2,50.6
6.387,0,1.145,85,82,0.0,99.0,0,167.0,187.702,164.0,11,12,1195.6,0,30,31.7,52,101.285,166.537,96.506,7.3,0.108,6,1.015,82,18,2,50.0
4.721,0,1.104,22,20,0.0,30.0,0,34.0,35.329,32.0,2,0,268.28,0,4,50.0,16,22.386,32.611,22.02,0.0,0.029,12,1.019,12,1,0,37.5
4.921,0,1.111,31,29,0.0,42.0,0,47.0,49.997,45.0,5,0,396.37,0,8,46.7,21,30.727,46.687,30.933,0.0,0.128,12,1.037,16,6,0,35.6
5.215,0,1.113,26,24,0.0,34.0,0,46.0,48.99,44.0,2,0,324.4,0,4,45.5,20,29.432,44.145,28.127,0.0,0.109,12,1.003,20,5,0,45.5
5.377,0,1.107,23,21,0.0,31.0,0,37.0,38.744,35.0,2,0,282.31,0,4,48.6,17,24.148,35.494,23.547,0.0,0.054,12,1.014,14,2,0,40.0
10.222,1,1.128,60,56,1.0,79.0,0,101.0,109.421,97.0,8,6,809.37,1,18,39.2,38,64.79,99.189,62.773,6.2,0.139,22,1.023,41,14,2,42.3
8.0,0,1.141,98,92,0.0,120.0,0,179.0,197.364,173.0,14,13,1284.55,0,31,35.3,61,108.143,176.257,105.056,7.5,0.056,16,1.019,81,10,0,46.8
3.883,0,1.144,49,48,0.0,59.0,0,100.0,113.298,99.0,7,7,673.91,0,15,33.3,33,60.427,99.77,57.458,7.1,0.16,6,1.008,51,16,0,51.5
9.092,1,1.126,56,52,1.1,74.0,0,94.0,101.299,90.0,7,5,752.31,1,16,40.0,36,60.568,91.876,58.51,5.6,0.128,22,1.021,38,12,2,42.2
9.456,0,1.132,49,46,0.0,64.0,0,86.0,93.939,83.0,7,5,655.8,0,15,37.3,31,53.949,84.669,52.156,6.0,0.14,16,1.02,37,12,1,44.6
7.317,0,1.125,18,17,0.0,23.0,0,35.0,38.239,34.0,2,1,231.32,0,3,41.2,14,22.006,33.825,20.665,2.9,0.086,6,0.995,17,3,0,50.0
10.0,1,1.126,59,55,1.1,78.0,0,99.0,106.923,95.0,8,5,794.35,1,17,40.0,38,63.784,97.087,61.752,5.3,0.141,22,1.022,40,14,2,42.1
7.469,5,1.159,45,43,6.4,53.0,5,80.0,90.422,78.0,5,4,618.67,0,15,35.9,28,48.142,80.839,47.773,5.1,0.125,6,1.036,35,10,0,44.9
4.398,0,1.125,34,32,0.0,44.0,0,57.0,61.87,55.0,7,1,465.52,0,11,38.2,21,36.119,56.844,35.436,1.8,0.158,6,1.034,23,9,1,41.8
8.886,0,1.131,45,42,0.0,59.0,0,80.0,87.105,77.0,6,5,597.76,0,13,37.7,29,50.279,78.131,48.2,6.5,0.125,16,1.015,35,10,1,45.5
7.237,1,1.122,18,17,3.2,23.0,0,32.0,34.768,31.0,2,1,251.73,1,4,41.9,13,21.102,31.265,19.966,3.2,0.094,6,1.009,14,3,1,45.2
7.337,3,1.137,79,75,2.0,96.0,3,156.0,172.804,152.0,8,4,1067.45,0,18,37.5,57,95.961,152.872,90.589,2.6,0.115,18,1.006,77,18,1,50.7
5.222,0,1.115,27,25,0.0,35.0,0,49.0,52.405,47.0,2,0,338.43,0,4,44.7,21,31.193,47.029,29.654,0.0,0.122,12,1.001,22,6,0,46.8
9.149,0,1.127,19,18,0.0,24.0,0,36.0,39.448,35.0,2,1,247.32,0,4,40.0,14,22.46,35.153,21.38,2.9,0.111,6,1.004,17,4,0,48.6
5.745,0,1.124,39,37,0.0,49.0,0,71.0,77.528,69.0,4,0,512.6,0,9,40.6,28,44.273,70.083,42.862,0.0,0.211,12,1.016,32,15,0,46.4
5.004,0,1.1,21,19,0.0,29.0,0,31.0,31.914,29.0,2,0,254.25,0,4,51.7,15,20.625,29.727,20.493,0.0,0.0,12,1.025,10,0,0,34.5
4.959,0,1.104,24,22,0.0,33.0,0,38.0,39.744,36.0,3,0,294.32,0,4,50.0,18,25.148,36.494,24.547,0.0,0.079,12,1.014,14,3,0,38.9
6.268,0,1.126,26,24,0.0,31.0,0,50.0,54.029,48.0,2,0,332.43,0,5,39.6,19,30.409,48.24,28.896,0.0,0.08,6,1.005,24,4,0,50.0
4.921,0,1.119,34,32,0.0,44.0,0,58.0,62.658,56.0,4,0,440.48,0,8,42.9,24,36.773,57.222,36.04,0.0,0.207,12,1.022,24,12,0,42.9
5.409,0,1.112,25,23,0.0,33.0,0,43.0,45.574,41.0,2,0,310.37,0,4,46.3,19,27.671,41.262,26.6,0.0,0.093,12,1.006,18,4,0,43.9
4.222,0,1.101,21,19,0.0,29.0,0,33.0,34.119,31.0,2,0,252.28,0,3,51.6,16,21.932,31.284,21.305,0.0,0.03,12,1.009,12,1,0,38.7
5.886,0,1.123,136,128,0.0,168.0,0,264.0,287.598,256.0,8,0,1762.32,0,24,40.6,104,163.638,256.406,154.87,0.0,0.121,48,1.002,128,32,0,50.0
