pXC50,RBN,RBF,nH,MW,C.,SCBO,nC,Sp,nBO,Sv,nSK,N.,Se,Si,nBT,nAT,Mp,nCsp2,nF,Mv,nAB,nN,nBM,H.,Mi,nHet,AMW,nX
6.585,5,0.078,26,474.55,41.7,47.0,25,39.125,38,38.182,34,6.7,61.272,68.959,64,60,0.652,15,4,0.636,16,4,17,43.3,1.149,9,7.909,4
5.237,6,0.094,28,424.59,45.0,47.5,27,40.614,36,38.122,32,6.7,59.338,67.185,64,60,0.677,21,0,0.635,23,4,23,46.7,1.12,5,7.076,0
5.509,3,0.063,20,352.49,44.4,38.0,20,31.421,28,29.401,25,4.4,44.887,50.072,48,45,0.698,14,0,0.653,16,2,18,44.4,1.113,5,7.833,0
6.959,7,0.108,34,378.61,40.3,37.0,25,39.648,31,36.186,28,3.2,60.669,69.849,65,62,0.639,12,0,0.584,12,2,12,54.8,1.127,3,6.107,0
5.08,4,0.063,27,437.55,39.0,45.0,23,38.222,36,36.761,32,8.5,59.538,66.896,63,59,0.648,13,0,0.623,16,5,17,45.8,1.134,9,7.416,0
7.42,5,0.077,31,422.6,40.3,43.0,25,40.074,34,37.559,31,6.5,61.618,70.355,65,62,0.646,15,1,0.606,16,4,17,50.0,1.135,6,6.816,1
6.868,5,0.079,25,462.56,45.8,49.5,27,39.972,38,38.557,34,6.8,59.549,66.995,63,59,0.677,21,3,0.654,23,4,23,42.4,1.136,7,7.84,3
6.0,6,0.087,29,483.62,43.1,52.5,28,43.529,40,41.573,36,7.7,65.094,73.102,69,65,0.67,21,0,0.64,23,5,24,44.6,1.125,8,7.44,0
5.77,6,0.105,24,406.52,44.4,43.0,24,36.273,33,34.647,30,7.4,54.152,61.24,57,54,0.672,18,2,0.642,18,4,19,44.4,1.134,6,7.528,2
6.866,5,0.088,28,348.53,42.6,36.0,23,35.364,29,32.606,26,3.7,53.018,60.604,57,54,0.655,14,0,0.604,12,2,13,51.9,1.122,3,6.454,0
6.0,5,0.089,25,379.51,39.6,39.5,21,34.552,31,32.805,28,9.4,53.0,60.062,56,53,0.652,14,0,0.619,17,5,17,47.2,1.133,7,7.161,0
7.387,2,0.036,26,372.95,42.3,35.0,22,34.705,29,32.102,26,3.8,51.527,58.678,55,52,0.667,12,1,0.617,12,2,12,50.0,1.128,4,7.172,2
6.699,5,0.078,29,420.58,41.7,44.0,25,39.313,35,37.032,31,6.7,59.734,67.94,64,60,0.655,15,1,0.617,16,4,17,48.3,1.132,6,7.01,1
5.0,4,0.087,22,323.86,36.4,28.0,16,28.398,24,26.589,22,6.8,44.12,50.01,46,44,0.645,7,0,0.604,6,3,7,50.0,1.137,6,7.36,1
6.77,6,0.113,26,347.48,37.3,32.0,19,32.0,27,30.199,25,5.9,51.076,58.236,53,51,0.627,8,1,0.592,6,3,8,51.0,1.142,6,6.813,1
6.0,8,0.11,33,479.67,44.9,52.0,31,46.347,40,43.396,36,4.3,68.214,77.142,73,69,0.672,22,0,0.629,18,3,21,47.8,1.118,5,6.952,0
6.553,5,0.081,27,418.56,43.1,45.0,25,38.552,35,36.505,31,6.9,57.85,65.525,62,58,0.665,17,1,0.629,16,4,18,46.6,1.13,6,7.217,1
8.244,2,0.034,26,406.51,41.8,38.0,23,35.421,32,33.951,29,3.6,55.625,63.168,58,55,0.644,12,4,0.617,12,2,12,47.3,1.149,6,7.391,4
8.118,2,0.041,23,346.96,41.3,31.5,19,31.892,26,28.852,23,4.3,45.323,51.428,49,46,0.693,10,0,0.627,11,2,11,50.0,1.118,4,7.543,1
6.0,7,0.111,27,453.55,38.3,45.5,23,38.676,36,37.476,33,8.3,60.865,68.106,63,60,0.645,15,0,0.625,17,5,18,45.0,1.135,10,7.559,0
6.0,3,0.055,22,386.49,45.1,44.0,23,34.784,33,33.256,29,7.8,51.014,57.149,55,51,0.682,18,0,0.652,22,4,22,43.1,1.121,6,7.578,0
6.886,5,0.085,30,350.55,41.1,35.0,23,36.126,29,33.133,26,3.6,54.901,63.019,59,56,0.645,12,0,0.592,12,2,12,53.6,1.125,3,6.26,0
5.161,5,0.075,31,434.61,41.3,45.0,26,41.074,36,38.559,32,6.3,62.618,71.355,67,63,0.652,15,1,0.612,16,4,17,49.2,1.133,6,6.899,1
5.0,4,0.058,26,517.59,46.9,55.0,30,43.637,43,42.492,38,4.7,64.985,72.33,69,64,0.682,22,3,0.664,18,3,21,40.6,1.13,8,8.087,3
6.161,2,0.041,24,292.46,43.5,31.0,20,30.387,25,27.838,22,4.3,44.923,51.564,49,46,0.661,12,0,0.605,12,2,12,52.2,1.121,2,6.358,0
6.0,5,0.078,26,472.02,46.7,50.0,28,41.921,38,39.643,34,5.0,59.887,66.84,64,60,0.699,22,0,0.661,18,3,21,43.3,1.114,6,7.867,1
6.0,6,0.09,29,451.61,46.0,50.0,29,42.824,38,40.342,34,4.8,62.447,70.311,67,63,0.68,22,0,0.64,18,3,21,46.0,1.116,5,7.168,0
6.301,6,0.082,36,444.68,40.6,46.0,28,44.66,37,41.229,33,5.8,67.872,77.846,73,69,0.647,15,0,0.598,16,4,17,52.2,1.128,5,6.445,0
8.174,2,0.033,28,398.99,42.9,38.0,24,37.466,32,34.629,28,3.6,55.41,63.093,60,56,0.669,12,1,0.618,12,2,12,50.0,1.127,4,7.125,2
5.0,1,0.02,24,296.45,41.3,31.0,19,29.841,26,27.552,22,4.3,45.251,51.773,50,46,0.649,8,0,0.599,10,2,10,52.2,1.126,3,6.445,0
6.529,5,0.083,25,429.0,46.4,46.5,26,39.256,35,36.708,31,7.1,55.451,62.504,60,56,0.701,21,0,0.655,23,4,23,44.6,1.116,5,7.661,1
6.125,7,0.132,27,325.5,39.2,32.0,20,32.608,26,30.101,24,5.9,50.236,57.687,53,51,0.639,11,0,0.59,12,3,12,52.9,1.131,4,6.382,0
6.0,5,0.089,24,396.49,39.6,40.5,21,34.455,32,33.213,29,7.5,53.552,59.983,56,53,0.65,14,0,0.627,17,4,17,45.3,1.132,8,7.481,0
6.776,6,0.094,28,424.59,45.0,47.5,27,40.614,36,38.122,32,6.7,59.338,67.185,64,60,0.677,21,0,0.635,23,4,23,46.7,1.12,5,7.076,0
8.201,2,0.035,26,384.96,43.4,37.0,23,35.705,31,33.102,27,3.8,52.527,59.678,57,53,0.674,12,1,0.625,12,2,12,49.1,1.126,4,7.263,2
7.921,2,0.038,24,358.92,42.9,34.0,21,32.944,28,30.575,25,4.1,48.643,55.263,52,49,0.672,12,1,0.624,12,2,12,49.0,1.128,4,7.325,2
8.444,5,0.082,26,424.54,42.1,44.0,24,37.489,35,35.889,31,7.0,57.363,64.864,61,57,0.658,15,2,0.63,16,4,17,45.6,1.138,7,7.448,2
6.268,2,0.04,23,322.46,44.7,35.0,21,31.324,27,29.221,24,4.3,46.436,52.904,50,47,0.666,14,1,0.622,16,2,16,48.9,1.126,3,6.861,1
10.201,9,0.123,36,465.67,40.0,45.0,28,44.807,37,41.833,34,4.3,69.494,79.312,73,70,0.64,14,1,0.598,12,3,14,51.4,1.133,6,6.652,1
7.62,2,0.032,30,413.02,42.4,39.0,25,39.228,33,36.156,29,3.4,58.294,66.508,63,59,0.665,12,1,0.613,12,2,12,50.8,1.127,4,7.0,2
6.071,9,0.164,28,340.51,39.6,33.0,21,33.819,27,31.321,25,3.8,52.345,59.813,55,53,0.638,11,0,0.591,12,2,12,52.8,1.129,4,6.425,0
6.509,8,0.136,28,407.52,40.4,37.0,23,36.148,31,34.503,29,1.8,57.549,65.164,59,57,0.634,12,3,0.605,12,1,12,49.1,1.143,6,7.149,3
5.056,6,0.105,23,424.51,44.4,44.0,24,36.211,34,35.03,31,7.4,54.665,61.58,57,54,0.671,18,3,0.649,18,4,19,42.6,1.14,7,7.861,3
6.854,2,0.036,28,320.52,42.3,33.0,22,33.91,27,30.891,24,3.8,50.69,58.394,55,52,0.652,12,0,0.594,12,2,12,53.8,1.123,2,6.164,0
5.562,5,0.085,25,395.55,45.5,45.5,25,37.642,34,35.375,30,9.1,54.345,61.644,59,55,0.684,20,0,0.643,23,5,23,45.5,1.121,5,7.192,0
5.0,4,0.077,24,332.49,42.9,36.5,21,32.637,28,30.354,25,8.2,48.243,55.145,52,49,0.666,15,0,0.619,17,4,17,49.0,1.125,4,6.786,0
7.602,6,0.113,28,353.94,34.6,29.0,18,32.682,25,30.17,24,5.8,51.771,59.255,53,52,0.629,7,0,0.58,6,3,7,53.8,1.14,6,6.807,1
7.076,6,0.107,24,409.95,43.4,41.0,23,36.159,32,34.116,29,5.7,53.003,59.425,56,53,0.682,16,0,0.644,12,3,15,45.3,1.121,6,7.735,1
5.0,2,0.043,21,295.41,44.2,31.0,19,28.529,25,26.719,22,2.3,42.592,48.069,46,43,0.663,12,0,0.621,12,1,12,48.8,1.118,3,6.87,0
8.481,7,0.104,34,410.62,37.5,39.5,24,40.353,33,37.417,30,6.3,63.316,72.64,67,64,0.631,11,0,0.585,11,4,12,53.1,1.135,6,6.416,0
6.662,5,0.096,27,354.93,33.3,29.0,17,31.927,25,29.664,24,7.8,50.989,58.338,52,51,0.626,7,0,0.582,6,4,7,52.9,1.144,7,6.959,1
6.208,6,0.103,28,388.59,36.4,35.0,20,35.716,30,33.024,27,7.3,54.741,62.314,58,55,0.649,7,0,0.6,6,4,8,50.9,1.133,7,7.065,0
6.143,8,0.123,29,486.48,41.9,45.5,26,42.301,36,39.524,33,4.8,61.978,69.615,65,62,0.682,17,0,0.637,17,3,18,46.8,1.123,7,7.846,2
5.533,0,0.0,16,330.24,47.2,29.0,17,25.904,23,23.976,20,2.8,35.727,39.871,39,36,0.72,12,0,0.666,12,1,12,44.4,1.108,3,9.173,1
6.095,0,0.0,16,285.79,47.2,29.0,17,25.409,23,23.778,20,2.8,35.822,39.973,39,36,0.706,12,0,0.661,12,1,12,44.4,1.11,3,7.939,1
7.509,7,0.113,25,452.52,43.1,47.0,25,38.358,37,37.322,33,3.4,58.956,65.366,62,58,0.661,16,1,0.643,16,2,18,43.1,1.127,8,7.802,1
5.0,0,0.0,16,330.24,47.2,29.0,17,25.904,23,23.976,20,2.8,35.727,39.871,39,36,0.72,12,0,0.666,12,1,12,44.4,1.108,3,9.173,1
6.893,5,0.088,28,348.54,40.7,36.0,22,35.16,29,32.407,26,7.4,53.01,60.976,57,54,0.651,12,0,0.6,12,4,13,51.9,1.129,4,6.454,0
9.187,7,0.092,40,452.71,37.0,42.5,27,45.637,36,41.998,33,5.5,71.967,82.886,76,73,0.625,11,0,0.575,11,4,12,54.8,1.135,6,6.202,0
6.0,5,0.088,28,352.53,38.9,35.5,21,34.614,29,32.122,26,7.4,53.338,61.185,57,54,0.641,11,0,0.595,11,4,12,51.9,1.133,5,6.528,0
7.102,7,0.113,30,418.62,35.6,37.0,21,37.932,32,35.266,29,6.8,58.952,66.939,62,59,0.643,7,0,0.598,6,4,8,50.8,1.135,8,7.095,0
5.46,3,0.061,23,309.44,43.5,32.0,20,30.29,26,28.246,23,2.2,45.476,51.484,49,46,0.658,12,0,0.614,12,1,12,50.0,1.119,3,6.727,0
7.0,5,0.088,27,370.52,38.9,36.5,21,34.552,30,32.505,27,7.4,53.85,61.525,57,54,0.64,11,1,0.602,11,4,12,50.0,1.139,6,6.861,1
6.361,5,0.091,27,353.58,40.4,34.5,21,34.802,28,31.573,25,5.8,50.985,58.397,55,52,0.669,11,0,0.607,11,3,12,51.9,1.123,4,6.8,0
6.896,4,0.082,25,340.9,33.3,28.0,16,30.165,24,28.138,23,8.3,48.105,54.923,49,48,0.628,7,0,0.586,6,4,7,52.1,1.144,7,7.102,1
8.301,6,0.086,36,424.65,37.3,40.5,25,42.114,34,38.944,31,6.0,66.199,76.055,70,67,0.629,11,0,0.581,11,4,12,53.7,1.135,6,6.338,0
6.701,6,0.107,24,413.95,39.6,40.0,21,35.409,32,33.632,29,9.4,53.323,60.006,56,53,0.668,13,0,0.635,12,5,14,45.3,1.132,8,7.81,1
5.51,4,0.085,22,376.32,42.2,31.0,19,30.642,25,28.271,23,2.2,44.705,50.326,47,45,0.681,12,0,0.628,12,1,12,48.9,1.118,4,8.363,1
8.174,6,0.091,34,394.62,38.1,38.5,24,39.898,32,36.702,29,6.3,61.989,71.431,66,63,0.633,11,0,0.583,11,4,12,54.0,1.134,5,6.264,0
6.0,6,0.1,29,403.61,35.1,36.0,20,36.722,31,34.045,28,8.8,56.843,64.813,60,57,0.644,7,0,0.597,6,5,8,50.9,1.137,8,7.081,0
4.949,6,0.133,24,315.32,36.4,24.0,16,28.864,21,26.019,20,4.5,43.454,49.867,45,44,0.656,6,0,0.591,6,2,6,54.5,1.133,4,7.166,2
7.409,4,0.085,24,325.88,34.8,27.0,16,29.159,23,27.116,22,6.5,46.003,52.425,47,46,0.634,7,0,0.589,6,3,7,52.2,1.14,6,7.084,1
7.387,7,0.115,28,408.55,39.7,41.0,23,37.523,33,35.552,30,6.9,57.992,65.604,61,58,0.647,13,0,0.613,12,4,14,48.3,1.131,7,7.044,0
8.481,6,0.08,40,436.71,37.5,41.5,27,45.182,35,41.283,32,5.6,70.639,81.676,75,72,0.628,11,0,0.573,11,4,12,55.6,1.134,5,6.065,0
6.638,3,0.068,22,311.85,34.9,26.0,15,27.398,22,25.589,21,7.0,43.12,49.01,44,43,0.637,7,0,0.595,6,3,7,51.2,1.14,6,7.252,1
7.893,7,0.115,23,466.5,43.9,49.0,25,38.051,38,37.51,34,3.5,58.4,64.16,61,57,0.668,17,1,0.658,16,2,19,40.4,1.126,9,8.184,1
8.509,9,0.118,40,452.71,37.0,42.5,27,45.637,36,41.998,33,5.5,71.967,82.886,76,73,0.625,11,0,0.575,11,4,12,54.8,1.135,6,6.202,0
6.115,0,0.0,15,221.36,36.7,20.5,11,20.233,17,18.412,15,10.0,29.683,33.906,32,30,0.674,5,0,0.614,5,3,6,50.0,1.13,4,7.379,0
7.893,7,0.106,34,394.62,38.1,38.5,24,39.898,32,36.702,29,6.3,61.989,71.431,66,63,0.633,11,0,0.583,11,4,12,54.0,1.134,5,6.264,0
6.444,6,0.103,29,392.98,35.7,34.0,20,35.688,29,33.191,27,7.1,55.872,63.754,58,56,0.637,7,0,0.593,6,4,8,51.8,1.138,7,7.017,1
7.469,6,0.102,27,413.6,37.5,39.0,21,36.961,32,34.519,29,8.9,55.96,63.398,59,56,0.66,7,0,0.616,6,5,9,48.2,1.132,8,7.386,0
8.032,7,0.109,32,396.59,37.7,38.5,23,38.591,32,35.89,29,6.6,60.432,69.225,64,61,0.633,11,0,0.588,11,4,12,52.5,1.135,6,6.501,0
6.886,7,0.117,28,416.6,36.8,38.0,21,37.171,32,34.739,29,7.0,57.069,64.524,60,57,0.652,8,0,0.609,6,4,9,49.1,1.132,8,7.309,0
5.73,2,0.043,21,295.41,44.2,31.0,19,28.529,25,26.719,22,2.3,42.592,48.069,46,43,0.663,12,0,0.621,12,1,12,48.8,1.118,3,6.87,0
7.959,5,0.1,26,339.91,34.7,28.0,17,30.921,24,28.643,23,6.1,48.887,55.84,50,49,0.631,7,0,0.585,6,3,7,53.1,1.14,6,6.937,1
6.264,5,0.086,29,347.55,41.8,36.0,23,35.915,29,32.913,26,5.5,53.792,61.893,58,55,0.653,13,0,0.598,12,3,13,52.7,1.125,3,6.319,0
6.627,7,0.101,32,464.69,40.0,45.0,26,43.239,37,40.077,33,6.2,64.509,73.145,69,65,0.665,13,0,0.617,12,4,14,49.2,1.125,7,7.149,0
5.788,3,0.07,22,258.4,39.0,25.0,16,26.08,21,24.026,19,4.9,40.367,46.358,43,41,0.636,7,0,0.586,6,2,7,53.7,1.131,3,6.302,0
6.0,3,0.064,23,301.44,35.6,30.0,16,28.336,24,26.563,22,11.1,44.789,51.438,47,45,0.63,8,0,0.59,10,5,11,51.1,1.143,6,6.699,0
7.68,6,0.111,28,414.4,32.1,30.0,17,33.427,26,30.883,25,9.4,52.996,60.734,54,53,0.631,6,0,0.583,6,5,7,52.8,1.146,8,7.819,1
6.796,6,0.103,27,423.03,36.4,36.0,20,36.574,31,33.851,28,7.3,55.065,62.258,58,55,0.665,7,0,0.615,6,4,8,49.1,1.132,8,7.691,1
7.063,6,0.111,28,414.4,32.1,30.0,17,33.427,26,30.883,25,9.4,52.996,60.734,54,53,0.631,6,0,0.583,6,5,7,52.8,1.146,8,7.819,1
5.0,3,0.061,22,388.33,43.5,33.0,20,31.642,27,29.271,24,2.2,45.705,51.326,49,46,0.688,12,0,0.636,12,1,12,47.8,1.116,4,8.442,1
6.0,3,0.067,22,270.41,40.5,27.0,17,27.08,23,25.026,20,4.8,41.367,47.358,45,42,0.645,7,0,0.596,6,2,7,52.4,1.128,3,6.438,0
5.707,5,0.086,26,380.52,44.4,40.0,24,35.785,32,33.658,28,3.7,53.716,61.074,58,54,0.663,14,2,0.623,16,2,16,48.1,1.131,4,7.047,2
6.863,4,0.083,24,341.89,31.9,28.0,15,29.409,24,27.632,23,10.6,47.323,54.006,48,47,0.626,6,0,0.588,6,5,7,51.1,1.149,8,7.274,1
7.658,5,0.1,27,285.47,39.6,27.0,19,30.358,23,27.585,21,2.1,46.916,54.105,50,48,0.632,7,0,0.575,6,1,7,56.3,1.127,2,5.947,0
6.02,5,0.081,31,381.57,39.0,37.5,23,37.586,31,34.869,28,5.1,58.33,66.727,62,59,0.637,11,0,0.591,11,3,12,52.5,1.131,5,6.467,0
5.987,2,0.044,21,295.48,45.2,30.0,19,29.267,24,26.477,21,2.4,41.014,46.57,45,42,0.697,12,0,0.63,12,1,12,50.0,1.109,2,7.035,0
5.614,4,0.077,25,339.55,40.8,33.5,20,33.04,27,30.046,24,6.1,48.101,54.982,52,49,0.674,11,0,0.613,11,3,12,51.0,1.122,4,6.93,0
6.23,4,0.082,26,290.45,36.2,26.5,17,29.057,23,26.794,21,4.3,46.461,53.398,49,47,0.618,5,0,0.57,5,2,6,55.3,1.136,4,6.18,0
7.161,7,0.117,27,433.59,35.1,40.0,20,36.87,33,34.948,30,8.8,57.614,64.816,60,57,0.647,7,0,0.613,6,5,10,47.4,1.137,10,7.607,0
6.599,3,0.075,20,310.26,39.5,23.0,15,25.427,20,23.029,18,2.6,37.494,42.701,40,38,0.669,6,0,0.606,6,1,6,52.6,1.124,3,8.165,1
8.379,4,0.075,21,396.53,42.9,41.0,21,33.915,32,32.112,28,8.2,49.276,55.199,53,49,0.692,14,1,0.655,16,4,17,42.9,1.127,7,8.092,1
5.0,3,0.061,23,309.44,43.5,32.0,20,30.29,26,28.246,23,2.2,45.476,51.484,49,46,0.658,12,0,0.614,12,1,12,50.0,1.119,3,6.727,0
5.74,3,0.068,20,362.29,42.9,30.0,18,28.881,24,26.744,22,2.4,41.822,46.911,44,42,0.688,12,0,0.637,12,1,12,47.6,1.117,4,8.626,1
8.67,6,0.09,32,440.67,38.1,42.0,24,41.239,35,38.077,31,6.3,62.509,71.145,67,63,0.655,9,0,0.604,10,4,12,50.8,1.129,7,6.995,0
8.201,4,0.078,20,380.51,42.6,41.0,20,32.671,31,30.917,27,8.5,47.207,52.654,51,47,0.695,14,0,0.658,20,4,20,42.6,1.12,7,8.096,0
5.535,0,0.0,15,221.36,36.7,20.5,11,20.233,17,18.412,15,10.0,29.683,33.906,32,30,0.674,5,0,0.614,5,3,6,50.0,1.13,4,7.379,0
6.606,4,0.069,23,407.5,45.3,45.0,24,35.722,35,34.34,30,5.7,53.378,59.951,58,53,0.674,15,2,0.648,20,3,20,43.4,1.131,6,7.689,2
7.06,4,0.08,26,339.91,34.7,28.0,17,30.921,24,28.643,23,6.1,48.887,55.84,50,49,0.631,7,0,0.585,6,3,7,53.1,1.14,6,6.937,1
7.041,3,0.068,23,257.41,40.5,25.0,17,26.836,21,24.531,19,2.4,41.149,47.275,44,42,0.639,7,0,0.584,6,1,7,54.8,1.126,2,6.129,0
7.327,6,0.111,28,414.4,32.1,30.0,17,33.427,26,30.883,25,9.4,52.996,60.734,54,53,0.631,6,0,0.583,6,5,7,52.8,1.146,8,7.819,1
6.058,1,0.024,19,249.38,47.4,28.0,18,25.858,22,23.763,19,2.6,37.054,42.235,41,38,0.68,12,0,0.625,12,1,12,50.0,1.111,1,6.563,0
6.0,5,0.088,28,348.53,42.6,36.0,23,35.364,29,32.606,26,3.7,53.018,60.604,57,54,0.655,13,0,0.604,12,2,13,51.9,1.122,3,6.454,0
5.959,6,0.102,27,393.54,39.3,40.0,22,36.313,32,34.331,29,8.9,55.883,63.478,59,56,0.648,13,0,0.613,12,5,14,48.2,1.134,7,7.027,0
6.0,2,0.05,20,244.37,39.5,24.0,15,24.319,20,22.499,18,5.3,37.483,42.943,40,38,0.64,7,0,0.592,6,2,7,52.6,1.13,3,6.431,0
6.474,3,0.067,20,329.85,44.2,32.0,19,29.387,25,27.547,23,2.3,42.916,48.013,45,43,0.683,14,0,0.641,12,1,13,46.5,1.117,4,7.671,1
7.328,2,0.051,19,312.25,40.5,23.0,15,24.91,20,22.698,18,2.7,36.68,41.832,39,37,0.673,6,1,0.613,6,1,6,51.4,1.131,3,8.439,2
6.523,1,0.021,21,336.89,46.7,35.0,21,31.483,27,29.138,24,4.4,44.363,50.093,48,45,0.7,16,0,0.648,12,2,14,46.7,1.113,3,7.486,1
8.886,5,0.116,20,289.38,41.5,28.0,17,26.466,23,25.102,21,2.4,41.105,46.409,43,41,0.646,8,1,0.612,6,1,8,48.8,1.132,4,7.058,1
6.149,7,0.109,28,449.58,41.0,46.0,25,40.012,36,38.241,33,8.2,61.28,69.232,64,61,0.656,13,1,0.627,12,5,15,45.9,1.135,8,7.37,1
6.0,3,0.064,24,284.44,40.0,28.0,18,28.841,23,26.552,21,4.4,44.251,50.773,47,45,0.641,9,0,0.59,6,2,8,53.3,1.128,3,6.321,0
8.379,4,0.063,28,432.64,42.4,45.0,25,40.262,36,37.309,31,6.8,58.414,66.105,64,59,0.682,14,0,0.632,16,4,17,47.5,1.12,6,7.333,0
5.602,5,0.078,26,474.55,41.7,47.0,25,39.125,38,38.182,34,6.7,61.272,68.959,64,60,0.652,15,4,0.636,16,4,17,43.3,1.149,9,7.909,4
7.037,5,0.083,25,429.0,46.4,46.5,26,39.256,35,36.708,31,7.1,55.451,62.504,60,56,0.701,21,0,0.655,23,4,23,44.6,1.116,5,7.661,1
7.367,8,0.129,32,389.57,36.7,35.0,22,37.285,30,34.779,28,5.0,59.727,68.481,62,60,0.621,8,1,0.58,6,3,8,53.3,1.141,6,6.493,1
5.39,1,0.023,18,310.46,42.5,32.0,17,28.0,25,25.96,22,10.0,39.669,44.82,43,40,0.7,12,0,0.649,12,4,13,45.0,1.12,5,7.761,0
5.309,6,0.095,28,408.59,45.8,46.5,27,40.16,35,37.407,31,6.8,58.01,65.976,63,59,0.681,21,0,0.634,23,4,23,47.5,1.118,4,6.925,0
6.0,7,0.1,30,483.63,45.5,52.0,30,44.523,40,42.252,36,4.5,65.843,74.066,70,66,0.675,22,1,0.64,18,3,21,45.5,1.122,6,7.328,1
5.0,5,0.071,29,479.62,46.2,53.0,30,44.279,41,42.057,36,4.6,64.774,72.521,70,65,0.681,22,0,0.647,18,3,21,44.6,1.116,6,7.379,0
5.495,6,0.079,35,512.68,40.3,50.0,29,46.234,41,43.906,37,5.6,72.294,82.28,76,72,0.642,15,3,0.61,16,4,17,48.6,1.143,8,7.121,3
6.815,5,0.077,33,383.6,36.1,36.0,22,38.143,32,35.197,28,8.2,60.207,69.514,65,61,0.625,5,0,0.577,6,5,7,54.1,1.14,6,6.289,0
5.171,6,0.125,26,329.35,36.2,25.0,17,30.625,22,27.546,21,4.3,46.338,53.282,48,47,0.652,6,0,0.586,6,2,6,55.3,1.134,4,7.007,2
6.0,6,0.086,28,519.61,45.5,54.0,30,44.398,42,43.019,38,4.5,66.869,74.746,70,66,0.673,22,3,0.652,18,3,21,42.4,1.133,8,7.873,3
5.921,5,0.077,31,422.6,40.3,43.0,25,40.074,34,37.559,31,6.5,61.618,70.355,65,62,0.646,15,1,0.606,16,4,17,50.0,1.135,6,6.816,1
6.58,6,0.136,25,247.42,37.2,22.0,16,26.597,19,24.058,18,2.3,42.032,48.69,44,43,0.619,6,0,0.559,6,1,6,58.1,1.132,2,5.754,0
6.0,6,0.09,28,486.05,46.0,51.0,29,43.682,39,41.17,35,4.8,62.771,70.255,67,63,0.693,22,0,0.653,18,3,21,44.4,1.115,6,7.715,1
6.435,8,0.11,32,514.11,44.9,53.0,31,47.205,41,44.223,37,4.3,68.538,77.086,73,69,0.684,22,0,0.641,18,3,21,46.4,1.117,6,7.451,1
6.389,5,0.083,25,412.55,46.4,46.5,26,38.336,35,36.264,31,7.1,55.64,62.9,60,56,0.685,21,1,0.648,23,4,23,44.6,1.123,5,7.367,1
6.387,5,0.082,26,440.99,42.1,44.0,24,38.409,35,36.333,31,7.0,57.174,64.469,61,57,0.674,15,1,0.637,16,4,17,45.6,1.131,7,7.737,2
7.551,6,0.103,23,422.49,44.4,45.0,24,36.142,35,35.08,31,3.7,54.745,60.741,58,54,0.669,16,1,0.65,16,2,18,42.6,1.125,7,7.824,1
6.114,5,0.091,25,348.5,45.1,38.0,23,34.086,30,31.748,26,3.9,50.32,57.319,55,51,0.668,14,1,0.623,16,2,16,49.0,1.124,3,6.833,1
5.553,11,0.155,35,449.64,41.2,44.0,28,43.767,36,40.836,33,1.5,67.432,76.394,71,68,0.644,15,0,0.601,12,1,14,51.5,1.123,5,6.612,0
6.77,5,0.088,28,348.53,42.6,36.0,23,35.364,29,32.606,26,3.7,53.018,60.604,57,54,0.655,14,0,0.604,12,2,13,51.9,1.122,3,6.454,0
6.699,5,0.085,29,388.99,37.5,36.0,21,36.233,30,33.476,27,7.1,55.545,63.544,59,56,0.647,9,0,0.598,10,4,11,51.8,1.135,6,6.946,1
6.137,6,0.082,35,462.67,40.6,47.0,28,44.597,38,41.612,34,5.8,68.385,78.186,73,69,0.646,15,1,0.603,16,4,17,50.7,1.133,6,6.705,1
7.292,6,0.105,25,412.96,40.7,40.0,22,36.165,32,34.138,29,7.4,54.105,60.923,57,54,0.67,14,0,0.632,12,4,14,46.3,1.128,7,7.647,1
8.337,6,0.091,34,394.62,38.1,38.5,24,39.898,32,36.702,29,6.3,61.989,71.431,66,63,0.633,11,0,0.583,11,4,12,54.0,1.134,5,6.264,0
6.0,7,0.113,28,425.56,39.0,42.0,23,38.012,34,36.241,31,8.5,59.28,67.232,62,59,0.644,12,1,0.614,12,5,14,47.5,1.14,8,7.213,1
8.42,4,0.075,22,378.54,42.9,40.0,21,33.978,31,31.729,27,8.2,48.763,54.859,53,49,0.693,14,0,0.648,16,4,17,44.9,1.12,6,7.725,0
5.14,3,0.065,20,312.41,39.5,32.5,17,28.023,26,26.73,23,9.3,43.131,48.734,46,43,0.652,9,0,0.622,11,4,12,46.5,1.133,6,7.265,0
6.996,5,0.088,27,386.97,38.9,36.5,21,35.472,30,32.95,27,7.4,53.661,61.129,57,54,0.657,11,0,0.61,11,4,12,50.0,1.132,6,7.166,1
6.0,5,0.078,26,455.57,46.7,50.0,28,41.0,38,39.199,34,5.0,60.076,67.236,64,60,0.683,22,1,0.653,18,3,21,43.3,1.121,6,7.593,1
6.398,6,0.107,28,361.51,37.0,33.0,20,33.762,28,31.726,26,5.6,53.96,61.651,56,54,0.625,8,1,0.588,6,3,8,51.9,1.142,6,6.695,1
5.658,12,0.185,33,407.6,41.3,40.0,26,40.552,32,37.595,30,1.6,62.221,70.77,65,63,0.644,15,0,0.597,12,1,14,52.4,1.123,4,6.47,0
7.153,6,0.094,28,424.59,45.0,47.5,27,40.614,36,38.122,32,6.7,59.338,67.185,64,60,0.677,21,0,0.635,23,4,23,46.7,1.12,5,7.076,0
