pXC50,nC,Sp,nBT,nAT,Sv,nP,O.,nSK,Si,Me,nAB,Se,AMW,nH,nBO,nCsp2,nCsp3,nO,nHM,H.,nDB,SCBO,RBN,MW,nBM,Mv,nN,nHet,nTB,Mp
5.833,26,37.273,57,54,36.127,0,9.3,32,59.905,1.01,18,54.516,7.935,22,35,23,3,5,0,40.7,4,48.0,7,428.49,22,0.669,1,6,0,0.69
9.959,24,34.131,49,46,33.052,0,6.5,30,50.837,1.018,18,46.836,10.115,16,33,23,1,3,1,34.8,4,46.0,5,465.31,22,0.719,1,6,0,0.742
9.337,24,34.131,49,46,33.052,0,6.5,30,50.837,1.018,18,46.836,10.115,16,33,23,1,3,1,34.8,4,46.0,5,465.31,22,0.719,1,6,0,0.742
7.092,27,38.75,61,56,36.982,0,5.4,32,62.192,0.998,23,55.905,7.581,24,37,21,6,3,0,42.9,0,48.5,2,424.53,23,0.66,2,5,0,0.692
5.301,22,33.052,53,50,30.773,0,4.0,25,55.9,0.987,12,49.36,6.71,25,28,14,8,2,0,50.0,1,35.0,6,335.48,13,0.615,1,3,0,0.661
5.575,20,29.529,47,44,27.719,0,4.5,23,49.069,0.991,12,43.592,6.987,21,26,14,6,2,0,47.7,1,33.0,4,307.42,13,0.63,1,3,0,0.671
5.301,21,31.29,50,47,29.246,0,4.3,24,52.484,0.989,12,46.476,6.839,23,27,14,7,2,0,48.9,1,34.0,5,321.45,13,0.622,1,3,0,0.666
5.523,17,25.006,40,37,23.665,0,5.4,20,41.239,0.995,12,36.825,7.226,17,23,12,5,2,0,45.9,0,29.0,1,267.35,12,0.64,1,3,0,0.676
5.539,17,24.245,38,35,23.139,0,5.7,20,38.824,0.998,12,34.942,7.581,15,23,14,3,2,0,42.9,1,30.0,1,265.33,13,0.661,1,3,0,0.693
4.975,19,27.767,44,41,26.192,0,4.9,22,45.654,0.993,12,40.709,7.156,19,25,14,5,2,0,46.3,1,32.0,3,293.39,13,0.639,1,3,0,0.677
5.001,19,28.529,46,43,26.719,0,4.7,22,48.069,0.991,12,42.592,6.87,21,25,12,7,2,0,48.8,0,31.0,3,295.41,12,0.621,1,3,0,0.663
5.264,20,30.29,49,46,28.246,0,4.3,23,51.484,0.989,12,45.476,6.727,23,26,12,8,2,0,50.0,0,32.0,4,309.44,12,0.614,1,3,0,0.658
5.301,21,32.052,52,49,29.773,0,4.1,24,54.9,0.987,12,48.36,6.601,25,27,12,9,2,0,51.0,0,33.0,5,323.47,12,0.608,1,3,0,0.654
4.0,23,37.182,60,58,35.465,0,8.6,30,65.441,1.006,12,58.327,7.113,28,32,13,10,5,0,48.3,3,41.0,11,412.53,15,0.611,2,7,0,0.641
4.913,27,43.074,70,68,39.648,0,4.4,31,76.6,0.985,12,66.989,6.23,37,33,13,14,3,0,54.4,1,40.0,11,423.65,13,0.583,1,4,0,0.633
4.83,26,41.313,67,65,38.121,0,4.6,30,73.185,0.986,12,64.105,6.302,35,32,13,13,3,0,53.8,1,39.0,11,409.62,13,0.586,1,4,0,0.636
4.0,23,35.966,58,56,33.924,0,5.4,28,63.279,0.999,12,55.967,6.884,28,30,13,10,3,0,50.0,1,37.0,10,385.52,13,0.606,1,5,0,0.642
4.0,23,37.892,60,58,35.39,0,5.2,29,65.382,0.998,12,57.88,7.189,29,31,13,10,3,1,50.0,1,38.0,10,416.99,13,0.61,2,6,0,0.653
4.0,23,36.972,60,58,34.946,0,5.2,29,65.777,1.001,12,58.069,6.906,29,31,13,10,3,0,50.0,1,38.0,10,400.54,13,0.603,2,6,0,0.637
4.0,23,36.029,58,56,33.541,0,5.4,27,62.939,0.99,12,55.454,6.563,29,29,13,10,3,0,51.8,1,36.0,10,367.53,13,0.599,1,4,0,0.643
5.883,29,43.552,69,66,40.595,0,4.5,33,73.77,0.988,18,65.221,6.722,33,36,19,10,3,0,50.0,1,46.0,11,443.63,19,0.615,1,4,0,0.66
6.509,29,44.409,69,66,41.422,0,4.5,34,73.714,0.993,18,65.545,7.243,32,37,19,10,3,1,48.5,1,47.0,11,478.07,19,0.628,1,5,0,0.673
6.076,29,43.489,69,66,40.978,0,4.5,34,74.109,0.996,18,65.734,6.994,32,37,19,10,3,0,48.5,1,47.0,11,461.62,19,0.621,1,5,0,0.659
5.618,33,50.597,81,78,46.702,0,3.8,37,87.431,0.984,18,76.756,6.407,41,40,19,14,3,0,52.6,1,50.0,12,499.75,19,0.599,1,4,0,0.649
5.41,32,48.836,78,75,45.175,0,4.0,36,84.015,0.985,18,73.872,6.476,39,39,19,13,3,0,52.0,1,49.0,12,485.72,19,0.602,1,4,0,0.651
5.47,29,44.409,69,66,41.422,0,4.5,34,73.714,0.993,18,65.545,7.243,32,37,19,10,3,1,48.5,1,47.0,11,478.07,19,0.628,1,5,0,0.673
5.112,29,43.489,69,66,40.978,0,4.5,34,74.109,0.996,18,65.734,6.994,32,37,19,10,3,0,48.5,1,47.0,11,461.62,19,0.621,1,5,0,0.659
4.0,23,35.966,58,56,33.924,0,5.4,28,63.279,0.999,12,55.967,6.884,28,30,13,10,3,0,50.0,1,37.0,10,385.52,13,0.606,1,5,0,0.642
4.88,17,27.228,44,42,25.928,0,7.1,22,47.362,1.003,6,42.138,7.152,20,24,10,7,3,0,47.6,3,30.0,4,300.39,9,0.617,2,5,0,0.648
6.449,19,30.654,50,48,29.39,0,10.4,25,54.113,1.01,6,48.458,7.196,23,27,10,9,5,0,47.9,3,33.0,7,345.43,9,0.612,1,6,0,0.639
7.646,35,55.222,89,86,50.369,0,1.2,39,96.839,0.978,17,84.072,6.115,47,42,15,18,1,0,54.7,0,52.5,16,525.85,18,0.586,3,4,1,0.642
7.635,36,56.984,92,89,51.895,0,1.1,40,100.254,0.977,17,86.956,6.066,49,43,15,19,1,0,55.1,0,53.5,17,539.88,18,0.583,3,4,1,0.64
7.848,29,45.512,71,68,42.035,0,1.5,34,76.292,0.987,17,67.094,7.002,34,37,15,12,1,1,50.0,0,47.5,10,476.11,18,0.618,3,5,1,0.669
7.086,31,49.035,77,74,45.089,0,1.4,36,83.122,0.985,17,72.861,6.813,38,39,15,14,1,1,51.4,0,49.5,12,504.17,18,0.609,3,5,1,0.663
7.101,32,50.796,80,77,46.616,0,1.3,37,86.537,0.984,17,75.745,6.73,40,40,15,15,1,1,51.9,0,50.5,13,518.2,18,0.605,3,5,1,0.66
7.256,34,54.319,86,83,49.669,0,1.2,39,93.368,0.982,17,81.512,6.581,44,42,15,17,1,1,53.0,0,52.5,15,546.26,18,0.598,3,5,1,0.654
6.341,32,49.938,80,77,45.788,0,1.3,36,86.593,0.979,17,75.421,6.283,41,39,15,15,1,0,53.2,0,49.5,13,483.76,18,0.595,3,4,1,0.649
7.08,28,42.893,68,65,39.681,0,1.5,32,72.932,0.983,17,63.887,6.579,33,35,15,11,1,0,50.8,0,45.5,9,427.64,18,0.61,3,4,1,0.66
7.442,29,44.654,71,68,41.208,0,1.5,33,76.348,0.982,17,66.77,6.495,35,36,15,12,1,0,51.5,0,46.5,10,441.67,18,0.606,3,4,1,0.657
7.276,30,46.415,74,71,42.735,0,1.4,34,79.763,0.981,17,69.654,6.418,37,37,15,13,1,0,52.1,0,47.5,11,455.7,18,0.602,3,4,1,0.654
7.11,31,48.177,77,74,44.261,0,1.4,35,83.178,0.98,17,72.538,6.348,39,38,15,14,1,0,52.7,0,48.5,12,469.73,18,0.598,3,4,1,0.651
6.86,32,49.938,80,77,45.788,0,1.3,36,86.593,0.979,17,75.421,6.283,41,39,15,15,1,0,53.2,0,49.5,13,483.76,18,0.595,3,4,1,0.649
6.833,34,53.461,86,83,48.842,0,1.2,38,93.424,0.978,17,81.188,6.167,45,41,15,17,1,0,54.2,0,51.5,15,511.82,18,0.588,3,4,1,0.644
4.519,17,33.154,48,47,31.53,0,6.4,28,53.367,1.036,10,48.684,10.017,19,29,9,8,3,4,40.4,2,36.0,7,470.81,12,0.671,3,11,0,0.705
4.306,17,30.392,48,47,30.197,0,6.4,28,54.554,1.048,10,49.251,8.967,19,29,9,8,3,1,40.4,2,36.0,7,421.46,12,0.642,3,11,0,0.647
4.538,18,32.091,51,50,32.107,0,6.0,30,58.309,1.053,10,52.647,9.07,20,31,9,9,3,1,40.0,2,38.0,8,453.48,12,0.642,3,12,0,0.642
4.068,19,33.665,54,53,34.784,0,5.7,34,62.743,1.077,10,57.069,9.839,19,35,9,10,3,1,35.8,2,42.0,9,521.48,12,0.656,3,15,0,0.635
4.312,16,28.818,45,44,27.52,0,6.8,24,50.12,1.019,10,44.829,8.033,20,25,9,7,3,1,45.5,2,32.0,7,353.46,12,0.625,3,8,0,0.655
4.459,17,30.58,48,47,29.047,0,6.4,25,53.535,1.015,10,47.712,7.819,22,26,9,8,3,1,46.8,2,33.0,8,367.49,12,0.618,3,8,0,0.651
4.545,18,32.341,51,50,30.574,0,6.0,26,56.95,1.012,10,50.596,7.63,24,27,9,9,3,1,48.0,2,34.0,9,381.52,12,0.611,3,8,0,0.647
4.671,18,32.341,51,50,30.574,0,6.0,26,56.95,1.012,10,50.596,7.63,24,27,9,9,3,1,48.0,2,34.0,8,381.52,12,0.611,3,8,0,0.647
4.553,19,34.103,54,53,32.101,0,5.7,27,60.365,1.009,10,53.48,7.463,26,28,9,10,3,1,49.1,2,35.0,10,395.55,12,0.606,3,8,0,0.643
4.694,19,34.103,54,53,32.101,0,5.7,27,60.365,1.009,10,53.48,7.463,26,28,9,10,3,1,49.1,2,35.0,9,395.55,12,0.606,3,8,0,0.643
4.451,17,31.438,48,47,29.875,0,6.4,26,53.479,1.022,10,48.036,8.552,21,27,9,8,3,2,44.7,2,34.0,8,401.93,12,0.636,3,9,0,0.669
4.544,17,33.154,48,47,31.53,0,6.4,28,53.367,1.036,10,48.684,10.017,19,29,9,8,3,4,40.4,2,36.0,8,470.81,12,0.671,3,11,0,0.705
4.534,17,30.392,48,47,30.197,0,6.4,28,54.554,1.048,10,49.251,8.967,19,29,9,8,3,1,40.4,2,36.0,8,421.46,12,0.642,3,11,0,0.647
4.513,18,32.091,51,50,32.107,0,6.0,30,58.309,1.053,10,52.647,9.07,20,31,9,9,3,1,40.0,2,38.0,9,453.48,12,0.642,3,12,0,0.642
4.337,19,33.665,54,53,34.784,0,5.7,34,62.743,1.077,10,57.069,9.839,19,35,9,10,3,1,35.8,2,42.0,10,521.48,12,0.656,3,15,0,0.635
4.04,16,28.818,45,44,27.52,0,6.8,24,50.12,1.019,10,44.829,8.033,20,25,9,7,3,1,45.5,2,32.0,6,353.46,12,0.625,3,8,0,0.655
4.022,18,32.341,51,50,30.574,0,6.0,26,56.95,1.012,10,50.596,7.63,24,27,9,9,3,1,48.0,2,34.0,7,381.52,12,0.611,3,8,0,0.647
4.167,19,34.103,54,53,32.101,0,5.7,27,60.365,1.009,10,53.48,7.463,26,28,9,10,3,1,49.1,2,35.0,9,395.55,12,0.606,3,8,0,0.643
4.308,19,34.103,54,53,32.101,0,5.7,27,60.365,1.009,10,53.48,7.463,26,28,9,10,3,1,49.1,2,35.0,8,395.55,12,0.606,3,8,0,0.643
4.323,17,31.438,48,47,29.875,0,6.4,26,53.479,1.022,10,48.036,8.552,21,27,9,8,3,2,44.7,2,34.0,7,401.93,12,0.636,3,9,0,0.669
4.327,17,31.932,48,47,30.072,0,6.4,26,53.376,1.02,10,47.942,9.497,21,27,9,8,3,2,44.7,2,34.0,7,446.38,12,0.64,3,9,0,0.679
5.662,15,23.83,35,33,23.008,0,9.1,21,36.621,1.021,17,33.68,9.102,12,23,14,1,3,1,36.4,0,31.5,3,300.36,17,0.697,2,6,0,0.722
4.714,16,26.046,39,37,25.25,0,10.8,23,41.245,1.024,17,37.891,8.929,14,25,14,2,4,1,37.8,0,33.5,4,330.39,17,0.682,2,7,0,0.704
5.807,16,26.046,39,37,25.25,0,10.8,23,41.245,1.024,17,37.891,8.929,14,25,14,2,4,1,37.8,0,33.5,4,330.39,17,0.682,2,7,0,0.704
6.77,17,28.261,43,41,27.492,0,12.2,25,45.87,1.027,17,42.102,8.791,16,27,14,3,5,1,39.0,0,35.5,5,360.42,17,0.671,2,8,0,0.689
6.721,14,22.523,33,31,22.196,0,12.9,21,34.415,1.036,17,32.124,9.753,10,23,14,0,4,1,32.3,0,31.5,2,302.33,17,0.716,2,7,0,0.727
4.716,15,24.284,36,34,23.723,0,11.8,22,37.83,1.03,17,35.007,9.305,12,24,14,1,4,1,35.3,0,32.5,3,316.36,17,0.698,2,7,0,0.714
5.762,14,22.619,33,31,21.788,0,6.5,20,34.495,1.018,17,31.571,9.205,11,22,14,0,2,1,35.5,0,30.5,2,285.35,17,0.703,3,6,0,0.73
5.674,14,22.767,33,31,22.691,0,12.9,22,34.498,1.043,17,32.342,10.172,9,24,14,0,4,1,29.0,2,34.5,3,315.33,19,0.732,3,8,0,0.734
6.174,14,22.767,33,31,22.691,0,12.9,22,34.498,1.043,17,32.342,10.172,9,24,14,0,4,1,29.0,2,34.5,3,315.33,19,0.732,3,8,0,0.734
4.681,15,24.528,36,34,24.218,0,11.8,23,37.913,1.036,17,35.225,9.687,11,25,14,1,4,1,32.4,2,35.5,3,329.36,19,0.712,3,8,0,0.721
7.699,24,37.029,60,57,34.541,0,5.3,28,63.939,0.99,12,56.454,6.659,29,31,13,11,3,0,50.9,1,38.0,6,379.54,13,0.606,1,4,0,0.65
6.796,15,23.375,34,32,22.294,0,6.3,20,35.411,1.011,17,32.353,8.886,12,22,14,1,2,1,37.5,0,30.5,2,284.36,17,0.697,2,5,0,0.73
5.971,14,21.551,31,29,21.15,0,6.9,20,32.336,1.034,17,29.982,9.942,9,22,14,0,2,1,31.0,0,30.5,2,288.32,17,0.729,2,6,0,0.743
5.81,14,22.472,31,29,21.594,0,6.9,20,31.94,1.027,17,29.793,10.509,9,22,14,0,2,2,31.0,0,30.5,2,304.77,17,0.745,2,6,0,0.775
4.344,14,23.33,31,29,22.422,0,6.9,21,31.884,1.038,17,30.116,11.697,8,23,14,0,2,3,27.6,0,31.5,2,339.21,17,0.773,2,7,0,0.804
7.046,15,23.188,34,32,23.443,0,6.3,23,36.431,1.059,17,33.891,10.573,9,25,14,1,2,1,28.1,0,33.5,2,338.33,17,0.733,2,8,0,0.725
4.573,15,23.83,35,33,23.008,0,9.1,21,36.621,1.021,17,33.68,9.102,12,23,14,1,3,1,36.4,0,31.5,3,300.36,17,0.697,2,6,0,0.722
5.728,15,23.83,35,33,23.008,0,9.1,21,36.621,1.021,17,33.68,9.102,12,23,14,1,3,1,36.4,0,31.5,3,300.36,17,0.697,2,6,0,0.722
5.292,23,33.449,48,45,31.654,0,2.2,28,49.531,0.998,18,44.894,8.522,17,31,18,3,1,1,37.8,0,44.0,3,383.5,20,0.703,3,5,2,0.743
4.535,22,32.091,44,41,30.24,0,0.0,27,44.85,1.0,18,41.007,9.461,14,30,18,2,0,2,34.1,0,43.0,2,387.91,20,0.738,3,5,2,0.783
4.491,22,31.171,44,41,29.795,0,0.0,27,45.246,1.005,18,41.196,9.06,14,30,18,2,0,1,34.1,0,43.0,2,371.46,20,0.727,3,5,2,0.76
4.422,22,32.586,44,41,30.437,0,0.0,27,44.748,0.998,18,40.913,10.545,14,30,18,2,0,2,34.1,0,43.0,2,432.36,20,0.742,3,5,2,0.795
4.431,25,36.517,53,50,33.993,0,0.0,29,55.152,0.987,18,49.334,7.911,21,32,18,5,0,1,42.0,0,45.0,3,395.56,20,0.68,3,4,2,0.73
5.373,24,34.756,50,47,32.466,0,0.0,28,51.737,0.988,18,46.451,8.118,19,31,18,4,0,1,40.4,0,44.0,2,381.53,20,0.691,3,4,2,0.739
4.948,24,35.211,51,48,33.181,0,2.1,29,52.946,0.995,18,47.778,8.282,19,32,18,4,1,1,39.6,0,45.0,3,397.53,20,0.691,3,5,2,0.734
4.866,23,33.853,47,44,31.766,0,0.0,28,48.265,0.998,18,43.891,9.135,16,31,18,3,0,2,36.4,0,44.0,2,401.94,20,0.722,3,5,2,0.769
4.742,23,32.932,47,44,31.322,0,0.0,28,48.661,1.002,18,44.08,8.761,16,31,18,3,0,1,36.4,0,44.0,2,385.49,20,0.712,3,5,2,0.748
4.617,23,34.347,47,44,31.964,0,0.0,28,48.163,0.995,18,43.796,10.145,16,31,18,3,0,2,36.4,0,44.0,2,446.39,20,0.726,3,5,2,0.781
4.316,25,37.375,53,50,34.82,0,0.0,30,55.096,0.993,18,49.658,8.6,20,33,18,5,0,2,40.0,0,46.0,3,430.0,20,0.696,3,5,2,0.748
4.354,25,36.455,53,50,34.376,0,0.0,30,55.491,0.997,18,49.847,8.271,20,33,18,5,0,1,40.0,0,46.0,3,413.55,20,0.688,3,5,2,0.729
4.761,23,33.853,47,44,31.766,0,0.0,28,48.265,0.998,18,43.891,9.135,16,31,18,3,0,2,36.4,0,44.0,2,401.94,20,0.722,3,5,2,0.769
4.575,23,34.307,48,45,32.481,0,2.2,29,49.475,1.005,18,45.218,9.288,16,32,18,3,1,2,35.6,0,45.0,3,417.94,20,0.722,3,6,2,0.762
4.467,22,32.949,44,41,31.067,0,0.0,28,44.794,1.008,18,41.331,10.301,13,31,18,2,0,3,31.7,0,44.0,2,422.35,20,0.758,3,6,2,0.804
4.407,22,32.029,44,41,30.623,0,0.0,28,45.19,1.013,18,41.52,9.9,13,31,18,2,0,2,31.7,0,44.0,2,405.9,20,0.747,3,6,2,0.781
4.384,22,33.443,44,41,31.265,0,0.0,28,44.692,1.006,18,41.236,11.385,13,31,18,2,0,3,31.7,0,44.0,2,466.8,20,0.763,3,6,2,0.816
4.936,24,35.211,51,48,33.181,0,2.1,29,52.946,0.995,18,47.778,8.282,19,32,18,4,1,1,39.6,0,45.0,3,397.53,20,0.691,3,5,2,0.734
5.381,24,35.665,52,49,33.895,0,4.1,30,54.155,1.002,18,49.105,8.439,19,33,18,4,2,1,38.8,0,46.0,4,413.53,20,0.692,3,6,2,0.728
5.017,23,32.995,47,44,30.939,0,0.0,27,48.321,0.99,18,43.567,8.352,17,30,18,3,0,1,38.6,0,43.0,2,367.5,20,0.703,3,4,2,0.75
7.553,31,53.2,91,87,48.137,0,2.3,36,98.879,0.979,0,85.166,5.722,51,40,4,27,2,0,58.6,3,43.0,4,497.85,3,0.553,3,5,0,0.611
6.108,38,62.938,105,101,57.432,0,3.0,44,114.334,0.982,6,99.145,5.98,57,48,11,27,3,0,56.4,4,55.0,8,603.98,10,0.569,3,6,0,0.623
6.398,33,55.41,95,90,50.357,0,3.3,38,102.005,0.981,0,88.276,5.832,52,43,4,29,3,0,57.8,3,46.0,3,524.87,3,0.56,2,5,0,0.616
5.873,31,55.177,95,92,49.905,0,3.3,37,104.918,0.981,0,90.261,5.629,55,40,2,29,3,0,59.8,2,42.0,6,517.89,2,0.542,3,6,0,0.6
6.979,31,53.864,92,89,49.072,0,4.5,37,101.214,0.984,0,87.603,5.807,52,40,4,27,4,0,58.4,3,43.0,6,516.85,3,0.551,2,6,0,0.605
6.975,29,49.126,84,80,44.777,0,3.8,34,90.759,0.983,0,78.625,5.885,46,38,4,25,3,0,57.5,3,41.0,3,470.77,3,0.56,2,5,0,0.614
6.959,29,51.103,88,85,46.545,0,4.7,35,96.799,0.985,0,83.719,5.774,50,38,2,27,4,0,58.8,2,40.0,5,490.81,2,0.548,2,6,0,0.601
5.0,30,51.438,89,84,46.61,0,2.4,35,95.463,0.98,0,82.283,5.76,49,40,2,28,2,0,58.3,2,42.0,3,483.82,2,0.555,3,5,0,0.612
7.854,31,53.2,92,87,48.137,0,2.3,36,98.879,0.979,0,85.166,5.722,51,41,2,29,2,0,58.6,2,43.0,4,497.85,2,0.553,3,5,0,0.611
6.434,31,54.416,93,90,49.379,0,3.3,37,102.503,0.982,0,88.377,5.732,53,40,4,27,3,0,58.9,3,43.0,6,515.87,3,0.549,3,6,0,0.605
5.623,30,51.648,89,85,46.83,0,3.5,35,96.59,0.981,0,83.392,5.727,50,39,3,27,3,0,58.8,2,41.0,3,486.82,2,0.551,2,5,0,0.608
6.991,32,54.41,93,89,49.357,0,3.4,37,101.005,0.981,0,87.276,5.762,52,41,4,28,3,0,58.4,3,44.0,5,512.86,3,0.555,2,5,0,0.611
6.826,18,29.995,49,47,28.477,0,6.4,24,53.275,1.003,6,47.123,7.009,23,26,8,10,3,0,48.9,4,33.0,6,329.44,10,0.606,3,6,0,0.638
6.602,21,33.756,55,52,32.003,0,5.8,27,58.69,1.0,6,52.007,7.067,25,30,10,11,3,0,48.1,4,37.0,6,367.49,10,0.615,3,6,0,0.649
6.673,20,32.512,54,51,30.509,0,5.9,25,57.607,0.996,6,50.789,6.715,26,28,8,12,3,0,51.0,2,33.0,5,342.48,8,0.598,2,5,0,0.637
6.648,31,52.648,90,86,47.83,0,3.5,36,97.59,0.981,0,84.392,5.8,50,40,4,27,3,0,58.1,3,43.0,3,498.83,3,0.556,2,5,0,0.612
5.724,14,22.523,33,31,22.196,0,12.9,21,34.415,1.036,17,32.124,9.753,10,23,14,0,4,1,32.3,0,31.5,2,302.33,17,0.716,2,7,0,0.727
8.975,24,35.921,57,53,34.025,0,3.8,29,59.273,0.995,17,52.738,7.293,24,33,17,7,2,0,45.3,2,43.5,4,386.51,19,0.642,3,5,0,0.678
7.47,21,31.017,48,45,29.708,0,4.4,26,50.235,1.001,17,45.029,7.676,19,29,17,4,2,0,42.2,2,39.5,4,345.43,19,0.66,3,5,0,0.689
7.516,22,32.779,51,48,31.235,0,4.2,27,53.651,0.998,17,47.912,7.489,21,30,17,5,2,0,43.8,2,40.5,5,359.46,19,0.651,3,5,0,0.683
8.32,23,34.921,55,52,33.025,0,3.8,28,58.273,0.995,17,51.738,7.202,24,31,17,6,2,0,46.2,2,41.5,5,374.5,19,0.635,3,5,0,0.672
7.259,21,31.472,49,46,30.423,0,6.5,27,51.445,1.008,17,46.356,7.857,19,30,17,4,3,0,41.3,2,40.5,6,361.43,19,0.661,3,6,0,0.684
4.285,16,21.512,32,29,20.865,0,3.4,19,31.867,1.002,17,29.065,8.492,10,22,16,0,1,0,34.5,1,31.5,0,246.28,18,0.719,2,3,0,0.742
6.585,29,46.034,76,72,44.389,0,12.5,38,80.943,1.013,6,72.967,7.314,34,42,14,15,9,0,47.2,5,50.0,4,526.63,11,0.617,0,9,0,0.639
8.607,23,33.779,53,49,32.235,0,4.1,28,54.651,0.998,17,48.912,7.581,21,32,17,6,2,0,42.9,2,42.5,4,371.47,19,0.658,3,5,0,0.689
7.918,24,35.54,56,52,33.762,0,3.8,29,58.066,0.996,17,51.796,7.413,23,33,17,7,2,0,44.2,2,43.5,5,385.5,19,0.649,3,5,0,0.683
7.016,20,29.256,45,42,28.181,0,4.8,25,46.82,1.003,17,42.145,7.89,17,28,17,3,2,0,40.5,2,38.5,3,331.4,19,0.671,3,5,0,0.697
6.149,22,33.478,53,50,32.145,0,4.0,28,56.405,1.006,17,50.309,7.589,22,31,15,7,2,0,44.0,1,40.5,4,379.47,18,0.643,3,6,0,0.67
5.721,23,35.398,56,53,32.88,0,0.0,27,59.56,0.984,18,52.127,6.765,26,30,16,7,0,0,49.1,0,39.0,7,358.53,18,0.62,4,4,0,0.668
5.523,21,32.995,53,50,31.477,0,6.0,27,56.275,1.002,12,50.123,7.309,23,30,13,8,3,0,46.0,2,38.0,4,365.47,14,0.63,3,6,0,0.66
6.086,22,33.54,53,50,31.762,0,4.0,27,56.066,0.996,17,49.796,7.23,23,30,15,7,2,0,46.0,1,39.5,4,361.48,18,0.635,3,5,0,0.671
5.854,21,32.784,52,49,31.256,0,4.1,27,55.149,1.0,17,49.014,7.397,22,30,14,7,2,0,44.9,1,39.5,4,362.47,18,0.638,4,6,0,0.669
4.638,20,29.432,46,44,28.127,0,9.1,24,48.99,1.003,12,44.145,7.373,20,26,15,5,4,0,45.5,2,34.0,3,324.4,14,0.639,0,4,0,0.669
6.921,24,37.16,59,56,34.407,0,0.0,28,62.976,0.982,18,55.01,6.653,28,31,16,8,0,0,50.0,0,40.0,7,372.56,18,0.614,4,4,0,0.664
7.955,27,42.04,67,64,39.584,0,4.7,33,71.936,0.995,17,63.658,6.963,31,36,18,9,3,0,48.4,2,46.5,9,445.61,19,0.618,3,6,0,0.657
7.364,26,40.279,64,61,38.057,0,4.9,32,68.521,0.996,17,60.774,7.075,29,35,18,8,3,0,47.5,2,45.5,8,431.58,19,0.624,3,6,0,0.66
7.772,31,49.086,79,76,45.691,0,3.9,37,85.597,0.989,17,75.192,6.602,39,40,18,13,3,0,51.3,2,50.5,13,501.73,19,0.601,3,6,0,0.646
8.357,28,43.802,70,67,41.111,0,4.5,34,75.351,0.993,17,66.541,6.86,33,37,18,10,3,0,49.3,2,47.5,10,459.64,19,0.614,3,6,0,0.654
7.129,16,25.87,42,40,23.805,0,0.0,19,45.232,0.981,11,39.258,6.385,21,21,9,7,0,0,52.5,0,26.5,4,255.4,11,0.595,3,3,0,0.647
6.178,21,30.296,48,44,29.358,0,9.1,26,48.865,1.01,21,44.422,7.918,18,30,17,4,4,0,40.9,0,40.5,2,348.4,21,0.667,1,5,0,0.689
7.517,17,27.631,45,43,25.332,0,0.0,20,48.647,0.98,11,42.141,6.266,23,22,9,8,0,0,53.5,0,27.5,5,269.43,11,0.589,3,3,0,0.643
8.495,18,29.393,48,46,26.859,0,0.0,21,52.062,0.979,11,45.025,6.162,25,23,9,9,0,0,54.3,0,28.5,6,283.46,11,0.584,3,3,0,0.639
8.497,21,34.677,57,55,31.439,0,0.0,24,62.308,0.976,11,53.676,5.919,31,26,9,12,0,0,56.4,0,31.5,9,325.55,11,0.572,3,3,0,0.63
4.301,27,44.682,70,66,43.248,1,13.6,39,74.003,1.024,12,67.611,8.402,27,43,19,8,9,1,40.9,6,55.0,10,554.53,18,0.655,2,12,0,0.677
7.0,26,42.193,68,65,40.508,0,7.7,35,73.438,1.008,17,65.531,7.363,30,38,17,9,5,0,46.2,2,48.5,9,478.6,19,0.623,4,9,0,0.649
4.301,17,29.966,47,44,29.185,1,15.9,27,49.508,1.035,6,45.538,8.917,17,30,12,5,7,1,38.6,5,38.0,4,392.33,11,0.663,2,10,0,0.681
4.013,11,16.818,27,25,15.677,0,0.0,13,28.073,0.985,10,24.622,6.89,12,15,8,3,0,0,48.0,0,20.0,0,172.25,10,0.627,2,2,0,0.673
4.64,13,19.273,30,28,18.392,0,3.6,16,31.282,0.998,15,27.949,7.581,12,18,11,2,1,0,42.9,0,25.5,1,212.27,15,0.657,2,3,0,0.688
7.55,18,30.693,50,48,29.686,0,8.3,26,54.568,1.014,11,48.669,7.467,22,28,10,8,4,0,45.8,3,36.5,8,358.44,14,0.618,4,8,0,0.639
4.301,11,19.83,31,29,19.008,0,10.3,17,32.621,1.023,5,29.68,8.701,12,19,6,5,3,1,41.4,2,23.5,1,252.32,7,0.655,2,6,0,0.684
4.301,11,19.375,30,28,18.294,0,7.1,16,31.411,1.013,5,28.353,8.44,12,18,6,5,2,1,42.9,2,22.5,1,236.32,7,0.653,2,5,0,0.692
4.644,22,36.859,63,60,33.407,0,3.3,25,67.976,0.98,0,58.778,5.76,35,28,3,19,2,0,58.3,2,30.0,2,345.58,2,0.557,1,3,0,0.614
4.886,17,27.875,45,43,25.827,0,0.0,21,48.73,0.985,12,42.36,6.568,22,23,10,7,0,0,51.2,0,29.0,5,282.43,12,0.601,4,4,0,0.648
8.0,25,38.16,61,57,35.407,0,0.0,29,63.976,0.983,18,56.01,6.747,28,33,16,9,0,0,49.1,0,42.0,6,384.57,18,0.621,4,4,0,0.669
4.301,18,29.858,48,46,28.708,0,6.5,25,52.151,1.009,12,46.4,7.422,21,27,13,5,3,0,45.7,2,35.0,4,341.43,14,0.624,4,7,0,0.649
