pXC50,nAB,Sp,Me,Sv,nCsp2,nBM,nHet,Si,nAT,nH,Se,RBN,nC,C.,Mi,RBF,X.,nX,O.,nF,nBT,SCBO,AMW,N.,nCsp3,H.
7.527,11,23.37,1.032,23.122,9,11,6,41.547,36,15,37.138,0,15,41.7,1.154,0.0,8.3,3,2.8,3,38,28.5,8.231,5.6,6,41.7
7.558,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,2,16,41.0,1.153,0.049,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
7.405,6,22.063,1.047,22.31,9,8,7,39.341,34,13,35.582,0,14,41.2,1.157,0.0,8.8,3,5.9,3,36,28.0,8.773,5.9,5,38.2
8.049,6,24.58,1.033,24.342,9,8,6,43.673,38,16,39.247,1,16,42.1,1.149,0.025,7.9,3,5.3,3,40,29.0,8.193,2.6,7,42.1
6.372,6,22.653,1.033,21.982,8,8,6,34.506,31,11,32.033,1,14,45.2,1.113,0.029,6.5,2,9.7,0,34,28.0,10.07,3.2,6,35.5
6.556,6,24.455,1.025,22.471,8,8,6,34.282,31,11,31.778,1,14,45.2,1.106,0.029,6.5,2,9.7,0,34,28.0,13.02,3.2,6,35.5
7.362,10,27.716,1.014,26.918,9,12,7,47.528,42,18,42.574,1,17,40.5,1.132,0.022,0.0,0,7.1,0,46,35.0,7.771,9.5,8,42.9
6.921,10,28.358,1.013,27.083,9,12,7,45.95,41,17,41.549,1,17,41.5,1.121,0.022,0.0,0,7.3,0,45,35.0,8.377,7.3,8,41.5
5.939,6,22.949,1.048,23.078,8,10,8,37.064,33,11,34.582,2,14,42.4,1.123,0.056,3.0,1,15.2,0,36,32.0,9.779,6.1,6,33.3
5.718,6,23.369,1.063,23.831,8,8,8,38.996,34,11,36.131,1,15,44.1,1.147,0.027,11.8,4,8.8,3,37,31.0,10.168,2.9,7,32.4
6.0,12,46.262,0.989,42.637,12,12,5,84.766,75,42,74.192,12,28,37.3,1.13,0.158,0.0,0,6.7,0,76,40.0,6.116,0.0,16,56.0
5.959,12,46.262,0.989,42.637,12,12,5,84.766,75,42,74.192,12,28,37.3,1.13,0.158,0.0,0,6.7,0,76,40.0,6.116,0.0,16,56.0
7.721,6,29.114,1.008,27.589,8,9,6,46.866,42,18,42.331,2,18,42.9,1.116,0.044,0.0,0,7.1,0,45,34.0,8.154,4.8,9,42.9
7.416,6,26.034,1.039,26.057,8,8,7,45.882,40,16,41.574,1,17,42.5,1.147,0.023,7.5,3,7.5,3,43,32.0,8.484,2.5,9,40.0
7.721,6,28.818,1.02,26.906,8,9,7,43.461,39,15,39.767,1,17,43.6,1.114,0.024,2.6,1,10.3,0,42,34.0,11.237,5.1,8,38.5
5.0,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,1,16,41.0,1.153,0.024,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
5.0,6,25.131,1.026,24.649,9,8,6,44.962,39,17,40.021,1,16,41.0,1.153,0.024,7.7,3,2.6,3,41,29.0,7.958,5.1,7,43.6
6.432,11,24.824,1.039,24.837,10,12,7,43.756,38,15,39.465,1,16,42.1,1.151,0.025,7.9,3,5.3,3,40,31.5,8.535,5.3,6,39.5
6.623,6,26.892,1.022,26.176,9,8,6,48.377,42,19,42.905,1,17,40.5,1.152,0.023,7.1,3,2.4,3,44,30.0,7.723,4.8,8,45.2
4.699,12,20.477,0.998,19.59,13,13,2,31.91,29,12,28.956,1,15,51.7,1.1,0.032,0.0,0,6.9,0,31,26.0,7.733,0.0,2,41.4
5.229,12,19.716,1.003,19.064,15,14,2,29.495,27,10,27.073,1,15,55.6,1.092,0.034,0.0,0,7.4,0,29,27.0,8.231,0.0,0,37.0
6.0,6,11.199,1.024,11.031,7,7,3,19.163,17,7,17.407,1,7,41.2,1.127,0.059,0.0,0,11.8,0,17,14.0,8.068,5.9,0,41.2
5.201,0,53.166,0.978,47.863,2,2,4,99.922,88,53,86.057,11,31,35.2,1.135,0.121,0.0,0,3.4,0,91,40.0,5.544,1.1,29,60.2
8.518,11,22.37,1.033,22.122,9,11,6,40.547,35,15,36.138,3,14,40.0,1.158,0.083,8.6,3,2.9,3,36,26.5,8.123,5.7,5,42.9
8.301,0,31.33,0.979,28.332,1,1,2,57.647,51,30,49.909,0,19,37.3,1.13,0.0,0.0,0,3.9,0,54,25.0,5.696,0.0,18,58.8
8.072,11,24.37,1.031,24.122,9,11,6,42.547,37,15,38.138,0,16,43.2,1.15,0.0,8.1,3,2.7,3,40,30.5,8.333,5.4,7,40.5
6.501,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,1,16,41.0,1.153,0.024,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
5.284,12,21.08,1.035,21.208,15,14,5,33.123,30,10,31.055,1,15,50.0,1.104,0.031,0.0,0,16.7,0,32,30.0,9.008,0.0,0,33.3
7.63,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,2,16,41.0,1.153,0.049,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
7.796,11,23.37,1.032,23.122,9,11,6,41.547,36,15,37.138,0,15,41.7,1.154,0.0,8.3,3,2.8,3,38,28.5,8.231,5.6,6,41.7
7.551,11,26.705,1.058,27.325,9,11,9,49.396,42,16,44.443,2,17,40.5,1.176,0.045,14.3,6,2.4,6,44,33.5,9.008,4.8,8,38.1
5.0,11,23.37,1.032,23.122,9,11,6,41.547,36,15,37.138,0,15,41.7,1.154,0.0,8.3,3,2.8,3,38,28.5,8.231,5.6,6,41.7
7.63,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,2,17,40.5,1.152,0.045,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
7.187,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,2,17,40.5,1.152,0.045,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
6.587,11,21.608,1.038,21.595,9,11,6,38.132,33,13,34.254,0,14,42.4,1.156,0.0,9.1,3,3.0,3,35,27.5,8.554,6.1,5,39.4
6.135,18,35.29,0.99,33.246,19,19,3,56.484,51,23,50.476,1,25,49.0,1.108,0.018,0.0,0,3.9,0,55,42.0,7.245,2.0,6,45.1
6.3,17,30.517,1.087,32.475,15,17,12,54.415,46,13,49.981,1,21,45.7,1.183,0.02,19.6,9,2.2,9,49,44.5,10.443,4.3,6,28.3
5.969,18,35.29,0.99,33.246,19,19,3,56.484,51,23,50.476,1,25,49.0,1.108,0.018,0.0,0,3.9,0,55,42.0,7.245,2.0,6,45.1
6.093,18,36.864,1.017,35.922,19,19,6,60.919,54,22,54.898,1,26,48.1,1.128,0.017,5.6,3,3.7,3,58,46.0,8.102,1.9,7,40.7
6.207,12,29.932,0.99,27.832,14,13,3,47.804,43,20,42.589,0,20,46.5,1.112,0.0,2.3,1,2.3,0,46,33.0,7.578,2.3,6,46.5
5.691,18,35.694,0.989,33.359,20,19,3,55.219,50,22,49.472,1,25,50.0,1.104,0.019,2.0,1,2.0,0,54,42.0,7.759,2.0,5,44.0
7.821,11,19.847,1.046,20.068,9,11,6,34.716,30,11,31.371,0,13,43.3,1.157,0.0,10.0,3,3.3,3,32,26.5,8.942,6.7,4,36.7
8.215,0,40.069,0.983,36.627,5,4,3,72.102,64,36,62.887,3,25,39.1,1.127,0.045,0.0,0,4.7,0,67,35.0,6.01,0.0,20,56.3
5.0,17,31.21,1.015,29.469,16,19,7,47.498,43,17,43.633,4,19,44.2,1.105,0.087,0.0,0,9.3,0,46,39.5,9.012,2.3,3,39.5
7.201,12,29.228,1.003,27.928,12,14,5,49.362,44,20,44.138,1,19,43.2,1.122,0.021,0.0,0,6.8,0,47,35.0,7.373,4.5,7,45.5
5.0,18,35.847,1.004,33.863,18,20,6,57.823,52,23,52.207,4,23,44.2,1.112,0.073,0.0,0,7.7,0,55,43.0,7.876,1.9,5,44.2
4.629,12,20.171,1.014,19.778,15,14,3,30.704,28,10,28.4,1,15,53.6,1.097,0.033,0.0,0,10.7,0,30,28.0,8.509,0.0,0,35.7
5.0,18,34.085,1.007,32.336,18,20,6,54.408,49,21,49.323,4,22,44.9,1.11,0.077,0.0,0,8.2,0,52,42.0,8.072,2.0,4,42.9
5.167,6,30.614,0.994,28.018,8,7,4,52.867,47,25,46.698,4,18,38.3,1.125,0.083,2.1,1,6.4,0,48,27.0,7.858,0.0,10,53.2
9.523,6,20.563,1.083,21.238,7,9,10,36.186,31,10,33.582,3,11,35.5,1.167,0.097,12.9,4,12.9,3,31,27.0,11.972,6.5,4,32.3
5.569,6,28.29,0.988,26.246,10,10,3,49.484,44,23,43.476,3,18,40.9,1.125,0.067,0.0,0,4.5,0,45,29.0,6.487,2.3,8,52.3
5.0,6,28.853,0.996,26.491,8,7,4,49.452,44,23,43.814,3,17,38.6,1.124,0.067,2.3,1,6.8,0,45,26.0,8.075,0.0,9,52.3
5.784,6,26.637,0.99,24.25,8,7,3,44.828,40,21,39.603,3,16,40.0,1.121,0.073,2.5,1,5.0,0,41,24.0,8.132,0.0,8,52.5
5.798,6,29.398,0.988,26.776,10,8,3,49.243,44,23,43.487,3,18,40.9,1.119,0.067,2.3,1,4.5,0,45,27.0,7.984,0.0,8,52.3
5.974,18,37.597,0.982,35.058,22,20,2,59.69,54,25,53.032,1,27,50.0,1.105,0.017,0.0,0,1.9,0,58,44.0,7.028,1.9,5,46.3
8.398,0,32.722,0.995,30.43,3,2,4,60.196,53,29,52.749,0,20,37.7,1.136,0.0,1.9,1,5.7,1,56,29.0,6.349,0.0,17,54.7
6.0,12,28.557,0.99,26.972,13,14,3,45.528,41,18,40.6,1,20,48.8,1.11,0.023,0.0,0,2.4,0,44,35.0,7.376,4.9,6,43.9
5.886,12,30.284,0.986,28.224,13,13,2,49.986,45,22,44.374,2,21,46.7,1.111,0.042,0.0,0,4.4,0,48,33.0,6.81,0.0,8,48.9
5.0,12,29.523,0.988,27.698,15,14,2,47.571,43,20,42.491,2,21,48.8,1.106,0.043,0.0,0,4.7,0,46,34.0,7.079,0.0,6,46.5
5.398,16,37.188,0.995,34.65,15,17,5,60.448,54,25,53.723,3,24,44.4,1.119,0.052,1.9,1,1.9,1,58,42.0,7.566,3.7,9,46.3
5.301,17,36.478,1.003,34.846,17,18,5,60.868,54,24,54.16,3,25,46.3,1.127,0.052,3.7,2,1.9,2,58,43.5,7.528,3.7,8,44.4
5.35,17,38.239,1.001,36.373,17,18,5,64.283,57,26,57.043,3,26,45.6,1.128,0.049,3.5,2,1.8,2,61,44.5,7.378,3.5,9,45.6
5.301,17,38.631,1.015,37.471,17,18,7,65.832,58,25,58.883,4,26,44.8,1.135,0.065,5.2,3,3.4,3,62,46.5,7.837,3.4,9,43.1
8.854,12,29.466,1.006,28.402,16,15,5,47.946,43,18,43.254,3,20,46.5,1.115,0.065,0.0,0,7.0,0,46,37.0,7.777,4.7,4,41.9
5.513,18,43.489,0.998,41.277,21,20,6,72.647,65,30,64.883,4,29,44.6,1.118,0.058,0.0,0,6.2,0,69,50.0,7.24,3.1,8,46.2
5.234,18,36.551,0.996,34.186,20,19,4,55.163,50,21,49.796,1,25,50.0,1.103,0.019,4.0,2,2.0,0,54,43.0,8.447,2.0,5,42.0
5.854,18,35.694,0.989,33.359,20,19,3,55.219,50,22,49.472,1,25,50.0,1.104,0.019,2.0,1,2.0,0,54,42.0,7.759,2.0,5,44.0
6.301,18,36.409,1.011,35.208,20,19,5,59.709,53,22,53.57,1,26,49.1,1.127,0.018,5.7,3,1.9,3,57,45.0,7.953,1.9,6,41.5
5.816,18,35.694,0.989,33.359,20,19,3,55.219,50,22,49.472,1,25,50.0,1.104,0.019,2.0,1,2.0,0,54,42.0,7.759,2.0,5,44.0
6.105,12,36.574,0.984,33.826,14,13,3,62.73,56,29,55.127,4,24,42.9,1.12,0.068,0.0,0,3.6,0,59,37.0,6.492,1.8,10,51.8
5.689,12,34.358,0.979,31.585,14,13,2,58.105,52,27,50.916,3,23,44.2,1.117,0.055,0.0,0,1.9,0,55,35.0,6.414,1.9,9,51.9
5.922,18,36.29,0.99,34.246,21,20,3,57.484,52,23,51.476,1,26,50.0,1.105,0.018,0.0,0,3.8,0,56,44.0,7.337,1.9,5,44.2
5.876,12,34.296,0.989,31.968,14,13,3,58.445,52,26,51.429,3,23,44.2,1.124,0.055,1.9,1,1.9,1,55,36.0,6.76,1.9,9,50.0
6.099,18,35.773,0.993,33.914,22,20,3,56.615,51,22,50.661,1,26,51.0,1.11,0.018,2.0,1,2.0,1,55,44.0,7.519,2.0,4,43.1
8.854,12,28.949,1.01,28.07,16,15,5,47.077,42,17,42.44,3,20,47.6,1.121,0.067,2.4,1,4.8,1,45,37.0,8.009,4.8,4,40.5
8.783,12,33.551,1.045,33.114,14,15,11,54.743,48,17,50.178,6,20,41.7,1.14,0.122,8.3,4,6.3,3,49,42.0,9.832,6.3,5,35.4
7.658,11,24.159,1.029,23.902,9,12,6,41.42,36,14,37.029,0,16,44.4,1.151,0.0,8.3,3,0.0,3,38,31.5,8.481,8.3,6,38.9
5.0,11,25.682,1.02,24.955,9,11,6,46.251,40,18,40.796,1,16,40.0,1.156,0.024,7.5,3,0.0,3,42,29.5,7.734,7.5,7,45.0
6.306,11,25.989,0.985,23.918,12,13,3,39.823,36,16,35.465,1,17,47.2,1.106,0.026,0.0,0,0.0,0,38,30.5,7.789,5.6,4,44.4
6.358,18,37.989,0.998,36.156,22,20,4,61.239,55,24,54.872,2,27,49.1,1.113,0.034,1.8,1,3.6,1,59,46.0,7.519,1.8,5,43.6
6.294,17,33.466,1.002,32.102,20,19,4,53.409,48,20,48.105,1,24,50.0,1.113,0.019,2.1,1,4.2,1,52,42.5,7.78,2.1,4,41.7
5.824,18,40.302,0.992,37.989,22,20,4,65.943,59,27,58.53,2,28,47.5,1.118,0.032,1.7,1,1.7,1,63,47.0,7.23,3.4,6,45.8
6.043,18,37.534,0.992,35.441,22,20,3,60.03,54,24,53.545,1,27,50.0,1.112,0.017,1.9,1,1.9,1,58,45.0,7.361,1.9,5,44.4
6.018,18,37.534,0.992,35.441,22,20,3,60.03,54,24,53.545,1,27,50.0,1.112,0.017,1.9,1,1.9,1,58,45.0,7.361,1.9,5,44.4
6.674,11,22.915,1.023,22.407,9,11,5,40.337,35,15,35.811,0,15,42.9,1.152,0.0,8.6,3,0.0,3,37,27.5,8.009,5.7,6,42.9
6.156,18,36.148,0.996,34.073,19,19,4,56.428,51,22,50.8,1,25,49.0,1.106,0.018,2.0,1,3.9,0,55,43.0,7.92,2.0,6,43.1
6.019,18,35.711,1.003,34.298,22,20,4,56.954,51,21,51.174,1,26,51.0,1.117,0.018,3.9,2,2.0,2,55,45.0,7.872,2.0,4,41.2
6.684,12,24.04,1.023,23.349,13,13,5,38.107,34,13,34.778,1,16,47.1,1.121,0.028,5.9,2,5.9,1,36,30.0,8.993,2.9,3,38.2
7.373,6,27.892,1.021,27.176,11,9,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,45,32.0,7.823,4.7,7,44.2
7.456,11,27.892,1.021,27.176,9,11,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,46,32.5,7.823,4.7,9,44.2
7.326,11,24.557,0.989,22.972,11,12,3,41.528,37,18,36.6,0,16,43.2,1.122,0.0,0.0,0,2.7,0,39,27.5,6.875,5.4,5,48.6
7.348,6,25.131,1.026,24.649,9,8,6,44.962,39,17,40.021,0,16,41.0,1.153,0.0,7.7,3,2.6,3,41,29.0,7.958,5.1,7,43.6
6.461,12,52.517,1.026,51.523,15,16,15,95.324,83,37,85.134,13,31,37.3,1.148,0.151,3.6,3,7.2,3,86,60.0,7.792,7.2,15,44.6
6.483,11,26.131,1.026,25.649,11,12,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,42,31.5,8.059,5.0,6,42.5
7.365,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,0,17,40.5,1.152,0.0,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
6.252,18,36.228,1.0,34.629,21,20,4,57.824,52,22,51.989,1,26,50.0,1.112,0.018,1.9,1,3.8,1,56,45.0,7.682,1.9,5,42.3
6.479,12,44.676,1.037,44.614,15,16,14,80.291,70,29,72.607,13,27,38.6,1.147,0.181,4.3,3,10.0,3,72,54.0,8.266,5.7,11,41.4
5.037,6,23.37,1.032,23.122,9,8,6,41.547,36,15,37.138,0,15,41.7,1.154,0.0,8.3,3,2.8,3,38,28.0,8.231,5.6,6,41.7
7.489,11,19.847,1.046,20.068,9,11,6,34.716,30,11,31.371,0,13,43.3,1.157,0.0,10.0,3,3.3,3,32,26.5,8.942,6.7,4,36.7
6.572,11,26.131,1.026,25.649,11,12,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,42,31.5,8.059,5.0,6,42.5
7.367,6,26.892,1.022,26.176,9,8,6,48.377,42,19,42.905,0,17,40.5,1.152,0.0,7.1,3,2.4,3,44,30.0,7.723,4.8,8,45.2
6.6,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,1,17,40.5,1.152,0.023,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
7.152,11,22.608,1.037,22.595,11,12,6,39.132,34,13,35.254,0,15,44.1,1.151,0.0,8.8,3,2.9,3,36,29.5,8.656,5.9,4,38.2
8.301,11,24.37,1.031,24.122,9,11,6,42.547,37,15,38.138,0,16,43.2,1.15,0.0,8.1,3,2.7,3,40,30.5,8.333,5.4,7,40.5
7.465,11,21.608,1.038,21.595,9,11,6,38.132,33,13,34.254,0,14,42.4,1.156,0.0,9.1,3,3.0,3,35,27.5,8.554,6.1,5,39.4
7.588,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,1,16,41.0,1.153,0.024,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
7.64,11,26.131,1.026,25.649,9,11,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,43,31.5,8.059,5.0,8,42.5
8.078,11,19.847,1.046,20.068,9,11,6,34.716,30,11,31.371,0,13,43.3,1.157,0.0,10.0,3,3.3,3,32,26.5,8.942,6.7,4,36.7
6.42,6,25.131,1.026,24.649,9,8,6,44.962,39,17,40.021,0,16,41.0,1.153,0.0,7.7,3,2.6,3,41,29.0,7.958,5.1,7,43.6
7.454,6,28.654,1.018,27.702,9,8,6,51.792,45,21,45.789,0,18,40.0,1.151,0.0,6.7,3,2.2,3,47,31.0,7.52,4.4,9,46.7
6.675,6,27.892,1.021,27.176,9,8,6,49.377,43,19,43.905,1,18,41.9,1.148,0.022,7.0,3,2.3,3,46,32.0,7.823,4.7,9,44.2
5.929,18,36.148,0.996,34.073,19,19,4,56.428,51,22,50.8,1,25,49.0,1.106,0.018,2.0,1,3.9,0,55,43.0,7.92,2.0,6,43.1
6.298,18,35.228,1.0,33.629,19,19,4,56.824,51,22,50.989,1,25,49.0,1.114,0.018,2.0,1,3.9,1,55,43.0,7.598,2.0,6,43.1
6.562,11,27.006,0.996,25.665,12,13,3,43.239,39,17,38.825,1,19,48.7,1.109,0.023,0.0,0,5.1,0,43,33.5,7.471,2.6,7,43.6
5.962,18,36.864,1.017,35.922,19,19,6,60.919,54,22,54.898,1,26,48.1,1.128,0.017,5.6,3,3.7,3,58,46.0,8.102,1.9,7,40.7
6.836,6,24.409,1.05,24.314,10,9,7,38.684,34,11,35.709,1,16,47.1,1.138,0.027,11.8,4,5.9,3,37,32.0,11.358,2.9,6,32.4
7.437,0,38.097,0.998,35.589,7,5,5,65.01,58,29,57.887,3,24,41.4,1.121,0.048,1.7,1,6.9,0,62,38.0,7.189,0.0,17,50.0
6.65,11,29.159,1.017,28.59,14,16,6,46.741,42,16,42.698,2,20,47.6,1.113,0.043,0.0,0,9.5,0,46,40.5,8.295,4.8,6,38.1
5.407,12,32.921,1.062,34.166,15,16,12,55.096,48,14,50.952,3,22,45.8,1.148,0.058,8.3,4,8.3,4,52,49.0,9.883,8.3,6,29.2
5.187,6,42.853,0.98,39.385,11,10,2,72.477,65,34,63.676,2,29,44.6,1.115,0.029,0.0,0,3.1,0,69,43.0,6.379,0.0,16,52.3
8.051,6,43.552,0.988,40.595,12,11,4,73.77,66,33,65.221,2,29,43.9,1.118,0.029,0.0,0,4.5,0,70,46.0,6.722,1.5,15,50.0
6.62,6,30.841,1.03,30.589,9,11,10,54.571,48,20,49.44,4,18,37.5,1.137,0.078,0.0,0,12.5,0,51,39.0,8.092,8.3,9,41.7
7.189,12,37.909,1.015,36.928,15,17,9,64.192,57,24,57.88,6,24,42.1,1.126,0.098,0.0,0,8.8,0,61,48.0,7.869,7.0,9,42.1
6.208,18,35.228,1.0,33.629,19,19,4,56.824,51,22,50.989,1,25,49.0,1.114,0.018,2.0,1,3.9,1,55,43.0,7.598,2.0,6,43.1
5.448,12,30.864,1.03,30.82,15,17,9,50.531,45,16,46.345,3,20,44.4,1.123,0.061,0.0,0,11.1,0,49,44.0,8.72,8.9,5,35.6
5.728,17,36.108,1.028,36.016,19,21,9,57.077,51,17,52.414,3,25,49.0,1.119,0.054,2.0,1,7.8,1,56,52.5,8.95,7.8,5,33.3
8.235,6,25.006,0.995,23.665,10,9,3,41.239,37,17,36.825,1,17,45.9,1.115,0.025,0.0,0,5.4,0,40,29.0,7.226,2.7,7,45.9
6.594,6,23.818,1.038,23.815,8,8,6,41.258,36,14,37.363,1,16,44.4,1.146,0.026,8.3,3,5.6,3,39,30.0,8.592,2.8,8,38.9
6.105,11,30.159,1.016,29.59,14,16,6,47.741,43,16,43.698,2,21,48.8,1.11,0.042,0.0,0,9.3,0,48,42.5,8.381,4.7,7,37.2
6.924,6,24.21,1.065,25.213,10,11,9,41.345,36,11,38.353,2,16,44.4,1.148,0.051,8.3,3,11.1,3,39,36.0,9.786,5.6,6,30.6
5.593,11,25.943,1.013,25.348,13,14,5,41.116,37,14,37.487,1,18,48.6,1.111,0.024,0.0,0,8.1,0,41,35.5,8.279,5.4,5,37.8
8.046,11,30.921,1.013,30.116,14,16,6,50.156,45,18,45.582,2,21,46.7,1.115,0.041,0.0,0,8.9,0,49,41.5,8.054,4.4,7,40.0
5.753,0,34.091,0.978,30.858,4,2,2,62.062,55,32,53.792,2,21,38.2,1.128,0.034,0.0,0,3.6,0,58,28.0,5.755,0.0,17,58.2
5.424,0,35.853,0.977,32.385,4,2,2,65.477,58,34,56.676,2,22,37.9,1.129,0.033,0.0,0,3.4,0,61,29.0,5.699,0.0,18,58.6
5.843,0,33.188,0.985,30.159,4,2,3,58.591,52,29,51.232,1,20,38.5,1.127,0.018,1.9,1,3.8,0,55,28.0,6.48,0.0,16,55.8
5.822,12,46.813,0.986,42.943,12,12,5,86.055,76,43,74.967,12,28,36.8,1.132,0.156,0.0,0,5.3,0,77,40.0,6.023,1.3,16,56.6
5.167,12,38.0,1.004,36.498,15,16,7,62.773,56,24,56.225,5,25,44.6,1.121,0.083,0.0,0,5.4,0,60,47.0,7.652,7.1,9,42.9
5.886,12,33.722,1.053,34.39,12,14,12,60.891,52,19,54.749,2,21,40.4,1.171,0.037,11.5,6,1.9,6,54,44.0,9.066,9.6,8,36.5
7.481,0,32.33,0.979,29.332,4,2,2,58.647,52,30,50.909,1,20,38.5,1.128,0.018,0.0,0,3.8,0,55,27.0,5.817,0.0,16,57.7
5.23,0,61.973,0.975,55.497,2,2,4,116.998,103,63,100.475,15,36,35.0,1.136,0.142,0.0,0,2.9,0,106,45.0,5.417,1.0,34,61.2
8.77,11,24.642,1.029,24.557,12,15,7,40.409,36,13,37.033,2,16,44.4,1.122,0.051,0.0,0,11.1,0,39,35.5,8.648,8.3,4,36.1
8.456,11,25.097,1.037,25.272,12,15,8,41.618,37,13,38.36,2,16,43.2,1.125,0.05,0.0,0,13.5,0,40,36.5,8.846,8.1,4,35.1
7.37,0,19.5,0.999,16.315,0,0,4,26.688,24,12,23.985,1,8,33.3,1.112,0.042,16.7,4,0.0,0,24,12.0,17.825,0.0,8,50.0
5.959,0,53.166,0.978,47.863,2,2,4,99.922,88,53,86.057,10,31,35.2,1.135,0.11,0.0,0,3.4,0,91,40.0,5.544,1.1,29,60.2
5.804,0,60.211,0.976,53.97,2,2,4,113.583,100,61,97.592,14,35,35.0,1.136,0.136,0.0,0,3.0,0,103,44.0,5.44,1.0,33,61.0
5.0,17,42.131,0.998,39.443,16,18,6,69.069,62,29,61.858,9,27,43.5,1.114,0.136,0.0,0,6.5,0,66,46.5,7.478,1.6,11,46.8
5.0,6,25.586,1.034,25.364,9,8,7,46.171,40,17,41.349,1,16,40.0,1.154,0.024,7.5,3,5.0,3,42,30.0,8.159,5.0,7,42.5
8.602,6,24.926,1.054,25.159,7,8,9,42.783,37,13,39.007,1,15,40.5,1.156,0.026,10.8,4,5.4,3,39,32.0,9.723,8.1,7,35.1
6.379,0,51.404,0.979,46.336,2,2,4,96.507,85,51,83.174,9,30,35.3,1.135,0.102,0.0,0,3.5,0,88,39.0,5.574,1.2,28,60.0
7.674,6,25.398,1.072,26.513,9,8,10,47.19,40,14,42.887,2,16,40.0,1.18,0.048,15.0,6,5.0,6,42,33.0,9.508,5.0,7,35.0
7.699,0,33.682,0.983,30.357,4,2,3,58.488,52,29,51.138,1,20,38.5,1.125,0.018,1.9,1,3.8,0,55,28.0,7.334,0.0,16,55.8
6.432,12,33.154,1.028,32.734,12,14,10,58.955,51,21,52.429,2,20,39.2,1.156,0.038,5.9,3,2.0,3,53,41.0,8.205,11.8,7,41.2
5.853,0,34.546,0.984,31.573,4,2,3,63.271,56,32,55.12,2,21,37.5,1.13,0.034,0.0,0,5.4,0,59,29.0,5.938,0.0,17,57.1
5.301,0,31.023,0.987,28.52,3,2,3,56.441,50,28,49.352,1,19,38.0,1.129,0.019,0.0,0,6.0,0,53,27.0,6.089,0.0,16,56.0
6.77,12,34.364,1.029,33.955,12,14,10,61.081,53,22,54.538,3,21,39.6,1.152,0.055,5.7,3,3.8,3,55,42.0,8.179,9.4,8,41.5
6.301,12,35.364,1.028,34.954,13,15,10,62.081,54,22,55.538,3,22,40.7,1.15,0.054,5.6,3,3.7,3,56,44.0,8.25,9.3,8,40.7
6.357,12,34.364,1.029,33.955,12,14,10,61.081,53,22,54.538,3,21,39.6,1.152,0.055,5.7,3,3.8,3,55,42.0,8.179,9.4,8,41.5
6.542,0,34.33,0.98,31.332,4,3,2,60.647,54,30,52.909,1,22,40.7,1.123,0.018,0.0,0,3.7,0,57,31.0,6.047,0.0,16,55.6
6.602,12,33.91,1.023,33.24,12,14,9,59.872,52,22,53.21,2,21,40.4,1.151,0.037,5.8,3,1.9,3,54,41.0,8.028,9.6,8,42.3
7.481,0,33.091,0.978,29.858,2,1,2,61.062,54,32,52.792,1,20,37.0,1.131,0.018,0.0,0,3.7,0,57,26.0,5.639,0.0,18,59.3
5.0,12,32.603,1.033,32.428,12,14,10,57.666,50,20,51.654,2,20,40.0,1.153,0.038,6.0,3,4.0,3,52,41.0,8.389,10.0,7,40.0
5.301,0,31.785,0.985,29.046,2,1,3,58.856,52,30,51.236,1,19,36.5,1.132,0.018,0.0,0,5.8,0,55,26.0,5.894,0.0,17,57.7
6.144,0,34.091,0.978,30.858,4,2,2,62.062,55,32,53.792,1,21,38.2,1.128,0.017,0.0,0,3.6,0,58,28.0,5.755,0.0,17,58.2
5.398,0,35.631,1.007,33.859,6,4,6,64.615,57,29,57.403,2,22,38.6,1.134,0.033,1.8,1,8.8,1,60,35.0,6.886,0.0,16,50.9
9.0,11,27.404,1.023,27.084,12,15,7,44.824,40,15,40.916,2,18,45.0,1.121,0.045,0.0,0,10.0,0,44,38.5,8.434,7.5,6,37.5
