pXC50,nHM,Si,nAT,nBT,Mp,C.,nCsp2,nN,SCBO,nBM,AMW,nDB,N.,Se,Sp,Mi,nC,nAB,nBO,Mv,nO,nS,nSK,MW,nH,RBF,H.,Sv,nHet,Me
7.585,1,49.946,44,45,0.667,36.4,12,5,34.5,14,8.215,3,11.4,44.753,29.37,1.135,16,11,26,0.639,3,1,25,361.47,19,0.178,43.2,28.126,9,1.017
5.305,1,53.285,47,49,0.663,36.2,13,4,42.0,17,8.989,5,8.5,48.96,31.182,1.134,17,12,31,0.659,7,1,29,422.46,18,0.102,38.3,30.964,12,1.042
7.328,1,56.199,50,52,0.676,40.0,14,3,41.0,16,8.31,4,6.0,50.971,33.79,1.124,20,12,31,0.651,5,1,29,415.51,21,0.135,42.0,32.567,9,1.019
6.979,2,49.285,44,45,0.699,38.6,13,3,34.5,14,8.58,3,6.8,44.509,30.767,1.12,17,11,26,0.654,3,2,25,377.53,19,0.178,43.2,28.797,8,1.012
4.149,2,20.236,18,18,0.731,33.3,6,1,17.0,8,11.536,2,5.6,19.135,13.159,1.124,6,6,12,0.709,3,1,12,207.65,6,0.111,33.3,12.761,6,1.063
5.824,2,39.79,36,37,0.715,41.7,12,0,29.0,14,8.568,2,0.0,36.204,25.75,1.105,15,12,21,0.659,3,2,20,308.45,16,0.162,44.4,23.733,5,1.006
6.013,0,93.517,83,87,0.652,41.0,21,4,62.5,22,7.407,5,4.8,83.72,54.148,1.127,34,17,49,0.627,7,0,45,614.76,38,0.138,45.8,52.045,11,1.009
8.046,3,45.051,40,41,0.717,37.5,13,3,39.0,17,10.857,5,7.5,42.295,28.676,1.126,15,12,28,0.709,6,1,27,434.28,13,0.171,32.5,28.356,12,1.057
7.602,1,69.365,61,62,0.642,34.4,14,4,48.0,18,8.37,6,6.6,63.149,39.136,1.137,21,12,36,0.631,9,1,35,510.58,26,0.177,42.6,38.501,14,1.035
5.301,0,61.983,55,58,0.663,41.8,17,4,44.5,19,7.646,2,7.3,55.552,36.455,1.127,23,17,34,0.64,4,0,31,420.51,24,0.103,43.6,35.213,8,1.01
6.959,0,71.77,63,64,0.614,34.9,9,3,37.0,9,6.66,3,4.8,63.196,38.711,1.139,22,6,31,0.58,5,0,30,419.58,33,0.063,52.4,36.54,8,1.003
5.301,0,75.023,67,71,0.678,44.8,24,4,57.5,26,7.83,3,6.0,67.647,45.432,1.12,30,23,43,0.656,5,0,39,524.62,28,0.113,41.8,43.981,9,1.01
7.081,0,74.6,65,65,0.588,30.8,3,3,31.0,3,6.148,3,4.6,64.963,38.233,1.148,20,0,28,0.548,5,0,28,399.6,37,0.169,56.9,35.594,8,0.999
7.444,1,61.733,54,54,0.623,31.5,6,4,31.5,8,7.121,3,7.4,54.396,33.625,1.143,17,5,26,0.582,4,1,26,384.56,28,0.167,51.9,31.454,9,1.007
5.099,1,76.192,68,71,0.667,41.2,19,2,51.0,21,7.481,3,2.9,68.171,45.353,1.12,28,18,39,0.628,5,1,36,508.69,32,0.141,47.1,42.706,8,1.003
8.18,0,84.514,74,75,0.608,33.8,9,4,41.0,9,6.442,3,5.4,73.949,45.0,1.142,25,6,35,0.569,5,0,34,476.69,40,0.093,54.1,42.142,9,0.999
5.301,0,68.813,61,64,0.655,41.0,17,4,46.5,19,7.354,2,6.6,61.32,39.978,1.128,25,17,36,0.627,4,0,33,448.57,28,0.109,45.9,38.266,8,1.005
5.301,0,58.983,52,54,0.643,38.5,13,4,38.0,14,7.394,2,7.7,52.552,33.455,1.134,20,12,30,0.619,4,0,28,384.48,24,0.111,46.2,32.213,8,1.011
6.71,1,68.029,61,64,0.694,44.3,24,3,54.0,27,8.256,3,4.9,61.738,42.313,1.115,27,24,39,0.666,5,1,36,503.62,25,0.125,41.0,40.62,9,1.012
5.522,0,89.467,78,77,0.584,30.8,3,3,33.0,3,5.663,3,3.8,77.054,45.586,1.147,24,0,30,0.532,4,0,31,441.74,47,0.234,60.3,41.513,7,0.988
6.103,0,79.062,70,73,0.649,40.0,18,4,52.5,20,7.438,3,5.7,70.741,45.409,1.129,28,17,41,0.625,6,0,38,520.64,32,0.123,45.7,43.75,10,1.011
5.854,0,72.687,64,65,0.617,35.9,9,2,37.0,9,6.54,3,3.1,63.978,39.466,1.136,23,6,31,0.579,5,0,30,418.59,34,0.062,53.1,37.046,7,1.0
6.678,0,87.225,77,79,0.629,37.7,15,3,49.0,15,6.827,3,3.9,77.174,48.449,1.133,29,12,40,0.595,6,0,38,525.71,39,0.114,50.6,45.835,9,1.002
7.62,1,54.465,45,45,0.615,31.1,7,3,41.0,11,11.586,5,6.7,50.912,27.682,1.21,14,6,33,0.683,6,1,33,521.36,12,0.2,26.7,30.731,19,1.131
7.796,1,68.564,60,60,0.619,31.7,6,4,33.5,8,6.877,3,6.7,60.163,37.148,1.143,19,5,28,0.575,4,1,28,412.62,32,0.167,53.3,34.507,9,1.003
6.266,1,72.463,64,67,0.686,43.8,24,3,58.0,27,8.932,3,4.7,66.16,43.887,1.132,28,24,43,0.677,5,1,40,571.62,24,0.119,37.5,43.297,12,1.034
6.658,1,55.733,49,50,0.622,32.7,2,2,24.0,2,6.378,2,4.1,48.421,30.466,1.137,16,0,22,0.561,2,1,21,312.53,28,0.12,57.1,27.508,5,0.988
5.332,2,72.115,64,66,0.659,35.9,13,2,47.0,17,7.98,5,3.1,65.018,42.148,1.127,23,12,36,0.622,7,2,34,510.69,30,0.136,46.9,39.796,11,1.016
5.301,0,65.398,58,61,0.659,41.4,17,4,45.5,19,7.492,2,6.9,58.436,38.216,1.128,24,17,35,0.633,4,0,32,434.54,26,0.098,44.8,36.74,8,1.008
5.301,0,69.73,62,65,0.657,41.9,17,3,46.5,19,7.219,2,4.8,62.101,40.733,1.125,26,17,36,0.625,4,0,33,447.58,29,0.123,46.8,38.772,7,1.002
6.857,1,54.617,49,51,0.684,42.9,17,1,41.5,20,8.153,3,2.0,49.651,33.54,1.115,21,17,30,0.654,5,1,28,399.5,21,0.118,42.9,32.051,7,1.013
6.342,0,107.298,94,96,0.609,34.0,10,5,52.0,10,6.403,4,5.3,93.796,57.268,1.141,32,6,45,0.569,6,0,43,601.88,51,0.177,54.3,53.512,11,0.998
4.301,1,67.51,59,61,0.644,37.3,13,1,46.0,15,8.806,3,1.7,61.822,38.0,1.144,22,12,37,0.643,8,1,35,519.54,24,0.131,40.7,37.925,13,1.048
8.699,0,63.94,56,56,0.61,33.9,9,3,33.0,9,6.777,3,5.4,56.429,34.188,1.142,19,6,27,0.58,5,0,27,379.51,29,0.143,51.8,32.487,8,1.008
6.523,1,41.372,37,37,0.683,40.5,7,1,32.0,11,8.686,3,2.7,38.0,25.256,1.118,15,6,22,0.661,5,1,22,321.38,15,0.162,40.5,24.47,7,1.027
4.0,0,81.727,72,73,0.617,36.1,10,2,42.0,10,6.592,4,2.8,72.072,44.444,1.135,26,6,35,0.581,6,0,34,474.66,38,0.192,52.8,41.814,8,1.001
6.026,1,104.308,92,94,0.634,35.9,16,4,60.0,18,7.162,6,4.3,92.658,58.296,1.134,33,12,48,0.598,8,1,46,658.9,46,0.191,50.0,55.054,13,1.007
4.301,1,71.925,63,66,0.647,38.1,13,1,49.0,15,8.66,3,1.6,65.705,40.761,1.142,24,12,40,0.642,8,1,37,545.58,26,0.121,41.3,40.452,13,1.043
4.301,1,67.51,59,61,0.644,37.3,13,1,46.0,15,8.806,3,1.7,61.822,38.0,1.144,22,12,37,0.643,8,1,35,519.54,24,0.148,40.7,37.925,13,1.048
6.227,2,86.674,77,80,0.665,39.0,19,3,56.0,21,7.821,3,3.9,77.691,51.193,1.126,30,18,44,0.628,6,1,41,602.21,36,0.15,46.8,48.323,11,1.009
4.301,1,71.009,62,64,0.645,37.1,14,2,49.0,16,8.816,4,3.2,64.923,40.006,1.145,23,12,39,0.644,8,1,37,546.57,25,0.156,40.3,39.947,14,1.047
6.496,1,106.036,93,95,0.622,34.4,11,5,55.0,11,6.992,5,5.4,93.563,57.819,1.14,32,6,47,0.586,7,0,45,650.3,48,0.179,51.6,54.528,13,1.006
5.538,1,73.401,65,67,0.643,36.9,13,2,44.0,15,7.333,3,3.1,65.498,41.807,1.129,24,12,35,0.606,6,1,33,476.65,32,0.164,49.2,39.421,9,1.008
6.268,1,76.816,68,70,0.641,36.8,13,2,45.0,15,7.216,3,2.9,68.381,43.568,1.13,25,12,36,0.602,6,1,34,490.68,34,0.143,50.0,40.947,9,1.006
7.328,1,63.563,56,58,0.625,33.9,2,2,28.0,2,6.296,2,3.6,55.189,34.989,1.135,19,0,26,0.564,2,1,24,352.6,32,0.086,57.1,31.562,5,0.986
6.119,1,83.647,74,76,0.636,36.5,13,2,47.0,15,7.01,3,2.7,74.149,47.091,1.13,27,12,38,0.595,6,1,36,518.74,38,0.171,51.4,44.001,9,1.002
4.65,1,66.571,59,60,0.649,37.3,14,2,42.0,16,7.603,4,3.4,59.731,38.284,1.128,22,12,32,0.616,6,1,31,448.59,28,0.2,47.5,36.367,9,1.012
8.158,1,50.276,43,44,0.661,37.2,13,3,43.0,17,10.916,5,7.0,47.094,28.409,1.169,16,12,32,0.701,6,1,31,469.38,12,0.159,27.9,30.144,15,1.095
4.0,1,92.194,81,83,0.622,33.3,8,3,45.0,9,6.638,3,3.7,80.799,50.415,1.138,27,6,39,0.572,6,0,37,537.71,44,0.169,54.3,46.339,10,0.998
6.415,1,113.135,99,101,0.614,32.3,10,6,58.0,12,6.878,6,6.1,99.628,60.83,1.143,32,6,49,0.577,8,1,47,680.97,52,0.188,52.5,57.15,15,1.006
6.114,1,65.069,57,57,0.619,31.6,8,3,35.0,10,7.291,4,5.3,57.832,35.29,1.142,18,6,28,0.586,6,1,28,415.57,29,0.193,50.9,33.389,10,1.015
4.13,0,100.092,88,90,0.611,35.2,9,3,47.0,9,6.18,3,3.4,87.265,53.802,1.137,31,6,41,0.565,5,0,39,543.83,49,0.178,55.7,49.755,8,0.992
4.398,1,103.896,92,96,0.649,38.0,21,4,68.0,23,7.727,5,4.3,93.545,59.682,1.129,35,18,54,0.624,10,1,50,710.88,42,0.135,45.7,57.43,15,1.017
6.879,1,60.614,54,56,0.677,40.7,18,3,45.0,21,8.177,3,5.6,54.854,36.551,1.122,22,18,33,0.65,5,1,31,441.55,23,0.125,42.6,35.093,9,1.016
4.523,1,97.902,87,89,0.652,39.1,20,2,56.0,21,6.814,3,2.3,86.254,56.716,1.125,34,18,44,0.599,5,0,42,592.78,45,0.18,51.7,52.13,8,0.991
6.4,2,54.644,49,51,0.707,42.9,19,2,44.0,21,9.121,3,4.1,50.193,34.642,1.115,21,18,32,0.681,5,1,30,446.94,19,0.137,38.8,33.373,9,1.024
4.0,0,68.062,60,61,0.621,36.7,9,2,35.0,9,6.476,3,3.3,59.767,37.25,1.134,22,6,29,0.58,4,0,28,388.56,32,0.18,53.3,34.804,6,0.996
4.656,1,80.66,71,72,0.628,33.8,9,2,42.0,10,6.994,4,2.8,71.374,44.58,1.136,24,6,35,0.584,7,0,34,496.6,37,0.194,52.1,41.452,10,1.005
6.234,1,51.202,46,48,0.691,43.5,17,1,40.5,20,8.38,3,2.2,46.767,31.779,1.113,20,17,29,0.664,5,1,27,385.47,19,0.125,41.3,30.524,7,1.017
5.0,1,61.231,54,55,0.638,35.2,7,3,31.0,8,6.733,2,5.6,53.523,34.472,1.134,19,6,26,0.584,2,1,25,363.58,29,0.182,53.7,31.529,6,0.991
4.658,0,89.138,79,81,0.634,39.2,15,2,48.0,15,6.415,3,2.5,78.185,50.057,1.128,31,12,39,0.588,4,0,37,506.75,42,0.173,53.2,46.438,6,0.99
5.004,1,65.261,57,59,0.662,38.6,17,3,51.0,18,9.535,6,5.3,60.374,37.727,1.145,22,12,39,0.673,8,1,37,543.52,20,0.153,35.1,38.388,15,1.059
5.347,1,51.64,45,46,0.656,37.8,13,1,39.0,15,9.676,3,2.2,47.96,29.5,1.148,17,12,30,0.669,7,1,29,435.41,16,0.174,35.6,30.103,12,1.066
6.367,2,89.806,80,82,0.67,40.0,20,2,54.0,21,7.289,3,2.5,79.483,53.597,1.123,32,18,42,0.615,4,0,40,583.16,40,0.159,50.0,49.189,8,0.994
7.328,0,72.059,63,63,0.607,33.3,8,4,35.0,9,6.454,3,6.3,62.97,38.262,1.144,21,6,29,0.569,4,0,29,406.59,34,0.159,54.0,35.847,8,1.0
7.699,0,85.304,75,77,0.621,36.0,11,4,45.0,13,6.463,3,5.3,74.621,46.546,1.137,27,10,37,0.579,4,0,35,484.71,40,0.104,53.3,43.427,8,0.995
4.301,1,57.846,51,53,0.682,43.1,19,1,47.0,21,9.441,3,2.0,53.516,34.807,1.134,22,18,35,0.685,6,1,33,481.48,18,0.151,35.3,34.915,11,1.049
8.301,2,97.779,87,91,0.671,39.1,19,4,61.5,24,7.297,3,4.6,86.439,58.398,1.124,34,21,48,0.616,4,1,44,634.85,43,0.099,49.4,53.592,10,0.994
8.444,1,61.906,55,57,0.677,40.0,15,4,48.0,18,8.555,5,7.3,56.4,37.25,1.126,22,12,35,0.66,6,1,33,470.55,22,0.123,40.0,36.303,11,1.025
5.921,2,94.431,84,86,0.664,39.3,20,2,56.0,21,7.3,3,2.4,83.694,55.813,1.124,33,18,44,0.612,5,0,42,613.19,42,0.163,50.0,51.431,9,0.996
6.194,1,54.7,49,51,0.689,42.9,19,2,43.0,21,8.418,3,4.1,49.869,33.784,1.116,21,18,31,0.664,5,1,29,412.5,20,0.137,40.8,32.545,8,1.018
5.959,0,71.185,62,62,0.588,30.6,3,3,30.0,3,6.219,3,4.8,62.08,36.472,1.148,19,0,27,0.549,5,0,27,385.57,35,0.177,56.5,34.067,8,1.001
6.529,0,88.561,78,80,0.631,38.5,15,3,49.0,15,6.74,3,3.8,77.916,49.239,1.135,30,12,40,0.594,4,0,38,525.73,40,0.175,51.3,46.316,8,0.999
5.638,1,93.277,83,85,0.657,39.8,20,2,54.0,21,6.78,3,2.4,82.043,54.501,1.124,33,18,42,0.601,4,0,40,562.75,43,0.153,51.8,49.888,7,0.988
6.87,1,95.707,84,85,0.623,34.5,11,4,50.0,11,7.086,5,4.8,84.694,52.29,1.139,29,6,42,0.589,7,0,41,595.21,43,0.212,51.2,49.453,12,1.008
6.474,0,61.441,54,54,0.614,35.2,9,2,32.0,9,6.75,3,3.7,54.327,33.182,1.138,19,6,26,0.583,5,0,26,364.49,28,0.185,51.9,31.465,7,1.006
6.086,1,67.676,59,61,0.652,37.3,15,3,50.0,17,9.246,5,5.1,62.258,38.489,1.147,22,12,39,0.66,8,1,37,545.54,22,0.148,37.3,38.914,15,1.055
4.0,1,96.185,85,87,0.636,36.5,15,3,55.0,17,7.08,5,3.5,85.345,54.074,1.132,31,12,44,0.598,7,1,42,601.84,43,0.184,50.6,50.791,11,1.004
5.569,0,74.77,66,67,0.632,37.9,15,3,43.0,15,6.903,3,4.5,66.196,41.711,1.133,25,12,34,0.599,5,0,33,455.61,33,0.179,50.0,39.54,8,1.003
5.824,1,73.401,65,67,0.643,36.9,13,2,44.0,15,7.333,3,3.1,65.498,41.807,1.129,24,12,35,0.606,6,1,33,476.65,32,0.149,49.2,39.421,9,1.008
4.301,1,59.68,52,53,0.644,36.5,13,1,42.0,15,9.221,3,1.9,55.054,33.477,1.148,19,12,33,0.651,8,1,32,479.47,20,0.208,38.5,33.872,13,1.059
6.183,1,58.871,52,54,0.659,38.5,13,2,40.0,15,8.125,3,3.8,53.149,34.245,1.132,20,12,31,0.634,5,1,29,422.52,23,0.111,44.2,32.982,9,1.022
5.0,1,56.474,49,51,0.659,38.8,13,2,42.0,15,9.438,3,4.1,51.803,32.296,1.153,19,12,33,0.665,5,1,31,462.46,18,0.098,36.7,32.605,12,1.057
5.623,1,68.776,61,63,0.649,37.7,13,2,42.0,15,7.322,3,3.3,61.287,39.591,1.127,23,12,33,0.609,5,1,31,446.62,30,0.143,49.2,37.179,8,1.005
5.943,1,57.531,51,52,0.653,37.3,12,2,37.0,15,7.696,3,3.9,51.636,33.307,1.128,19,12,28,0.62,5,1,27,392.52,24,0.173,47.1,31.599,8,1.012
7.31,2,40.082,36,37,0.707,38.9,11,1,30.5,14,9.04,3,2.8,36.749,25.449,1.113,14,11,22,0.665,4,2,21,325.44,15,0.135,41.7,23.942,7,1.021
4.301,1,62.571,55,55,0.623,32.7,8,2,34.0,10,7.283,4,3.6,55.731,34.284,1.138,18,6,27,0.588,6,1,27,400.55,28,0.2,50.9,32.367,9,1.013
9.0,0,78.474,69,71,0.624,36.2,11,4,43.0,13,6.618,3,5.8,68.854,43.023,1.137,25,10,35,0.585,4,0,33,456.65,36,0.085,52.2,40.374,8,0.998
5.0,1,57.344,50,52,0.656,38.0,13,2,42.0,15,9.209,3,4.0,52.618,32.813,1.147,19,12,33,0.659,6,1,31,460.47,19,0.115,38.0,32.937,12,1.052
5.815,0,92.846,82,84,0.628,37.8,15,3,50.0,15,6.558,3,3.7,81.614,51.518,1.132,31,12,41,0.587,5,0,39,537.77,43,0.179,52.4,48.174,8,0.995
5.883,1,61.946,55,57,0.656,38.2,13,2,40.0,15,7.61,3,3.6,55.52,36.068,1.126,21,12,31,0.62,5,1,29,418.56,26,0.123,47.3,34.126,8,1.009
5.114,0,80.391,71,72,0.631,38.0,15,3,44.0,15,6.587,3,4.2,70.636,44.779,1.132,27,12,35,0.59,4,0,34,467.67,37,0.167,52.1,41.879,7,0.995
6.161,1,90.202,80,82,0.658,40.0,20,2,54.0,21,7.084,3,2.5,79.672,52.677,1.128,32,18,42,0.609,4,0,40,566.71,40,0.159,50.0,48.745,8,0.996
6.203,1,75.816,67,68,0.635,35.8,13,2,43.0,15,7.144,3,3.0,67.381,42.568,1.132,24,12,34,0.596,6,1,33,478.67,34,0.191,50.7,39.947,9,1.006
5.86,1,53.242,47,48,0.633,34.0,7,1,31.0,9,7.606,3,2.1,47.862,29.756,1.133,16,6,25,0.602,6,1,24,357.47,23,0.146,48.9,28.292,8,1.018
5.434,1,51.116,45,46,0.634,33.3,7,2,30.0,9,7.61,3,4.4,45.753,28.546,1.136,15,6,24,0.602,5,1,23,342.46,22,0.109,48.9,27.072,8,1.017
5.638,0,80.391,71,72,0.631,38.0,15,3,44.0,15,6.587,3,4.2,70.636,44.779,1.132,27,12,35,0.59,4,0,34,467.67,37,0.181,52.1,41.879,7,0.995
7.854,1,71.986,64,66,0.657,39.1,17,2,47.5,20,7.604,3,3.1,64.614,42.046,1.125,25,17,36,0.623,6,1,34,486.64,30,0.167,46.9,39.894,9,1.01
5.292,0,77.995,68,69,0.63,38.2,15,3,46.0,15,7.465,3,4.4,69.29,42.83,1.147,26,12,37,0.61,4,0,36,507.61,32,0.174,47.1,41.502,10,1.019
6.588,1,47.285,42,43,0.667,38.1,12,2,34.0,15,8.344,3,4.8,42.985,28.023,1.126,16,12,25,0.643,5,1,24,350.43,18,0.14,42.9,27.018,8,1.023
6.506,1,69.152,61,63,0.648,36.1,14,4,45.0,16,7.813,4,6.6,62.051,39.534,1.134,22,12,35,0.621,6,1,33,476.61,28,0.095,45.9,37.883,11,1.017
6.209,1,63.863,56,57,0.625,32.1,8,3,37.0,10,7.671,4,5.4,57.276,34.983,1.14,18,6,30,0.6,7,1,29,429.55,27,0.105,48.2,33.577,11,1.023
5.857,1,58.946,52,53,0.636,34.6,9,2,34.0,10,7.356,4,3.8,52.52,33.068,1.134,18,6,27,0.599,5,1,26,382.53,26,0.113,50.0,31.126,8,1.01
7.602,1,59.863,53,53,0.638,35.8,11,1,34.0,11,7.199,5,1.9,53.302,33.824,1.129,19,6,26,0.597,5,1,26,381.54,27,0.151,50.9,31.631,7,1.006
6.06,0,73.9,65,66,0.634,38.5,15,3,43.0,15,7.04,3,4.6,65.381,41.194,1.137,25,12,34,0.603,4,0,33,457.6,32,0.182,49.2,39.209,8,1.006
5.824,0,76.976,68,69,0.633,38.2,15,3,43.0,15,6.671,3,4.4,67.752,43.017,1.132,26,12,34,0.593,4,0,33,453.64,35,0.174,51.5,40.352,7,0.996
5.721,0,76.976,68,69,0.633,38.2,15,3,43.0,15,6.671,3,4.4,67.752,43.017,1.132,26,12,34,0.593,4,0,33,453.64,35,0.174,51.5,40.352,7,0.996
5.967,2,73.115,65,67,0.664,36.9,14,2,47.0,16,8.042,4,3.1,66.018,43.148,1.125,24,12,37,0.628,7,2,35,522.7,30,0.164,46.2,40.796,11,1.016
5.283,1,65.365,58,60,0.655,37.9,14,2,44.0,16,7.975,4,3.4,59.174,37.977,1.127,22,12,34,0.63,7,1,32,462.57,26,0.133,44.8,36.555,10,1.02
5.18,2,63.098,55,56,0.657,34.5,13,2,46.0,17,9.574,5,3.6,58.233,36.131,1.147,19,12,35,0.656,8,2,34,526.56,21,0.179,38.2,36.08,15,1.059
5.587,1,73.405,65,67,0.645,36.9,14,2,47.0,16,7.794,4,3.1,66.269,41.955,1.129,24,12,37,0.62,8,1,35,506.63,30,0.164,46.2,40.323,11,1.02
6.622,1,48.617,43,43,0.64,34.9,9,1,29.0,10,7.615,4,2.3,43.651,27.54,1.131,15,6,22,0.606,5,1,22,327.44,21,0.14,48.8,26.051,7,1.015
5.0,0,87.221,77,78,0.627,37.7,15,3,46.0,15,6.438,3,3.9,76.403,48.302,1.133,29,12,37,0.584,4,0,36,495.73,41,0.179,53.2,44.933,7,0.992
7.369,1,57.531,51,52,0.653,37.3,13,2,37.0,15,7.696,3,3.9,51.636,33.307,1.128,19,12,28,0.62,5,1,27,392.52,24,0.154,47.1,31.599,8,1.012
5.971,2,65.305,58,60,0.667,37.9,13,2,42.0,15,8.052,3,3.4,58.727,38.688,1.126,22,12,33,0.629,5,1,31,467.03,27,0.133,46.6,36.48,9,1.013
4.398,1,97.062,86,90,0.651,38.4,20,4,63.0,22,7.591,4,4.7,87.007,56.012,1.129,33,18,50,0.622,8,1,46,652.84,40,0.122,46.5,53.473,13,1.012
6.695,1,57.202,51,53,0.685,41.2,19,3,48.0,23,8.971,5,5.9,52.742,34.938,1.122,21,18,34,0.676,7,1,32,457.5,19,0.151,37.3,34.469,11,1.034
4.951,1,69.401,61,61,0.62,32.8,8,2,36.0,10,7.026,4,3.3,61.498,37.807,1.138,20,6,29,0.581,6,1,29,428.61,32,0.23,52.5,35.421,9,1.008
5.613,1,88.165,78,80,0.643,38.5,15,3,49.0,15,6.951,3,3.8,77.727,50.16,1.13,30,12,40,0.599,4,0,38,542.18,40,0.175,51.3,46.76,8,0.996
7.398,1,61.531,55,58,0.678,41.8,17,2,45.5,20,8.01,3,3.6,55.636,37.307,1.119,23,17,34,0.647,5,1,31,440.56,24,0.103,43.6,35.599,8,1.012
6.284,1,59.325,53,55,0.679,41.5,19,2,45.0,21,8.35,3,3.8,54.08,36.0,1.119,22,18,33,0.656,6,1,31,442.53,22,0.145,41.5,34.787,9,1.02
6.004,1,63.116,56,58,0.673,39.3,15,4,49.0,18,8.688,5,7.1,57.727,37.705,1.127,22,12,36,0.661,7,1,34,486.55,22,0.138,39.3,37.017,12,1.031
6.365,2,100.194,89,92,0.665,38.2,19,4,60.5,24,7.156,3,4.5,88.323,59.16,1.126,34,21,47,0.608,4,1,44,636.87,45,0.185,50.6,54.118,10,0.992
6.054,1,58.116,52,54,0.684,42.3,19,2,44.0,21,8.202,3,3.8,52.753,35.546,1.118,22,18,32,0.655,5,1,30,426.53,22,0.13,42.3,34.072,8,1.014
6.921,1,93.277,83,85,0.657,39.8,20,2,54.0,21,6.78,3,2.4,82.043,54.501,1.124,33,18,42,0.601,4,0,40,562.75,43,0.153,51.8,49.888,7,0.988
6.641,1,46.7,41,41,0.629,31.7,7,2,27.0,9,7.718,3,4.9,41.869,25.784,1.139,13,6,21,0.599,5,1,21,316.42,20,0.171,48.8,24.545,8,1.021
6.801,1,59.033,53,55,0.685,43.4,19,1,44.0,21,8.029,3,1.9,53.534,36.301,1.114,23,18,32,0.652,5,1,30,425.54,23,0.127,43.4,34.577,7,1.01
6.036,0,91.637,81,83,0.63,38.3,15,3,49.0,15,6.442,3,3.7,80.287,51.063,1.131,31,12,40,0.586,4,0,38,521.77,43,0.169,53.1,47.459,7,0.991
5.733,1,76.82,68,70,0.643,36.8,14,2,48.0,16,7.657,4,2.9,69.152,43.716,1.13,25,12,38,0.615,8,1,36,520.66,32,0.157,47.1,41.85,11,1.017
6.434,1,64.946,58,61,0.674,41.4,17,2,46.5,20,7.838,3,3.4,58.52,39.068,1.12,24,17,35,0.64,5,1,32,454.59,26,0.098,44.8,37.125,8,1.009
5.323,2,72.72,65,68,0.684,41.5,19,2,51.0,21,8.14,3,3.1,65.611,44.449,1.119,27,18,39,0.646,5,1,36,529.1,29,0.118,44.6,42.007,9,1.009
5.292,1,47.7,42,43,0.638,33.3,7,2,29.0,9,7.82,3,4.8,42.869,26.784,1.136,14,6,23,0.608,5,1,22,328.43,20,0.093,47.6,25.545,8,1.021
6.0,0,74.77,66,67,0.632,37.9,15,3,43.0,15,6.903,3,4.5,66.196,41.711,1.133,25,12,34,0.599,5,0,33,455.61,33,0.179,50.0,39.54,8,1.003
5.714,1,65.361,58,60,0.652,37.9,13,2,41.0,15,7.458,3,3.4,58.403,37.83,1.127,22,12,32,0.615,5,1,30,432.59,28,0.133,48.3,35.652,8,1.007
5.523,1,59.74,53,55,0.656,37.7,13,2,40.0,15,7.935,3,3.8,53.963,34.762,1.127,20,12,31,0.629,6,1,29,420.53,24,0.109,45.3,33.314,9,1.018
6.854,0,77.604,68,68,0.609,33.8,10,3,40.0,10,6.847,4,4.4,68.734,41.381,1.141,23,6,33,0.581,7,0,33,465.61,35,0.221,51.5,39.497,10,1.011
6.51,1,62.322,55,57,0.655,36.4,14,4,43.0,16,8.155,4,7.3,56.283,36.012,1.133,20,12,33,0.633,6,1,31,448.55,24,0.088,43.6,34.829,11,1.023
9.0,0,72.478,63,63,0.59,30.2,4,4,33.0,4,6.58,4,6.3,63.625,37.171,1.15,19,0,29,0.56,6,0,29,414.57,34,0.063,54.0,35.276,10,1.01
6.456,0,84.431,74,74,0.605,33.8,9,3,39.0,9,6.266,3,4.1,73.73,44.756,1.141,25,6,33,0.563,5,0,33,463.69,41,0.176,55.4,41.647,8,0.996
4.721,5,59.299,53,55,0.747,37.7,16,5,48.5,21,10.576,4,9.4,54.764,39.597,1.119,20,17,36,0.706,4,3,34,560.55,19,0.164,35.8,37.397,14,1.033
5.218,1,68.78,61,63,0.651,37.7,14,2,45.0,16,7.813,4,3.3,62.058,39.739,1.128,23,12,35,0.624,7,1,33,476.6,28,0.159,45.9,38.082,10,1.017
5.796,0,74.268,65,65,0.611,33.8,10,4,38.0,10,6.686,4,6.2,65.298,39.716,1.143,22,6,31,0.578,5,0,31,434.6,34,0.215,52.3,37.562,9,1.005
7.276,1,106.649,95,100,0.678,42.1,31,6,77.0,36,7.567,4,6.3,95.01,64.455,1.123,40,32,57,0.638,5,0,52,718.86,43,0.16,45.3,60.635,12,1.0
5.644,0,71.355,63,64,0.634,38.1,15,3,42.0,15,7.009,3,4.8,63.312,39.949,1.133,24,12,33,0.603,5,0,32,441.58,31,0.203,49.2,38.013,8,1.005
4.721,3,64.118,57,59,0.708,36.8,17,6,50.5,22,9.381,5,10.5,58.545,40.341,1.125,21,17,37,0.675,5,3,35,534.7,22,0.153,38.6,38.478,14,1.027
4.921,3,64.458,57,59,0.707,36.8,17,6,51.5,22,9.696,5,10.5,59.058,40.278,1.131,21,17,38,0.682,5,3,36,552.69,21,0.153,36.8,38.861,15,1.036
4.161,3,76.696,68,71,0.679,35.3,11,5,50.5,16,8.321,5,7.4,68.862,46.142,1.128,24,11,40,0.634,5,3,37,565.81,31,0.141,45.6,43.091,13,1.013
