pXC50,Sp,nC,nBO,nAT,nBT,nSK,SCBO,Sv,MW,X.,nF,nH,Si,nCsp3,Se,O.,RBN,nN,N.,Mv,nHet,nCsp2,nDB,Mi,H.,nAB,AMW,Mp,RBF,nBM
7.174,42.887,29,36,64.0,68.0,32,46.0,39.66,424.63,0.0,0,32,71.434,10,62.785,1.6,5,2,3.1,0.62,3,19,1,1.116,50.0,18,6.635,0.67,0.074,19
5.398,28.176,17,22,42.0,43.0,21,30.0,25.906,303.46,0.0,0,21,46.989,5,41.669,4.8,6,1,2.4,0.617,4,12,2,1.119,50.0,12,7.225,0.671,0.14,14
7.337,50.154,31,40,79.0,83.0,36,47.0,46.03,489.77,0.0,0,43,89.218,18,77.632,2.5,9,3,3.8,0.583,5,13,1,1.129,54.4,12,6.2,0.635,0.108,13
7.222,54.33,33,47,76.0,81.0,42,61.5,50.172,641.73,2.6,0,34,84.411,11,76.007,3.9,8,2,2.6,0.66,9,22,3,1.111,44.7,23,8.444,0.715,0.099,26
6.444,54.33,33,47,76.0,81.0,42,61.5,50.172,641.73,2.6,0,34,84.411,11,76.007,3.9,8,2,2.6,0.66,9,22,3,1.111,44.7,23,8.444,0.715,0.099,26
6.0,47.035,28,36,73.0,76.0,33,44.0,42.669,468.77,0.0,0,40,82.224,16,71.723,2.7,9,2,2.7,0.585,5,12,2,1.126,54.8,12,6.422,0.644,0.118,14
9.097,55.523,34,47,87.0,91.0,43,58.0,52.196,588.82,0.0,0,44,98.344,18,86.716,5.7,11,4,4.6,0.6,9,16,5,1.13,50.6,12,6.768,0.638,0.121,17
9.097,54.097,34,48,81.0,85.0,44,62.0,51.443,617.2,1.2,0,37,91.043,12,81.389,6.2,11,4,4.9,0.635,10,22,5,1.124,45.7,18,7.62,0.668,0.129,23
6.699,49.762,30,44,73.0,78.0,39,56.0,46.42,566.8,0.0,0,34,81.527,12,73.131,6.8,8,2,2.7,0.636,9,18,3,1.117,46.6,18,7.764,0.682,0.103,21
7.26,40.58,27,35,61.0,65.0,31,44.5,37.848,414.59,0.0,0,30,68.228,10,60.229,3.3,5,2,3.3,0.62,4,17,1,1.118,49.2,17,6.797,0.665,0.077,18
5.886,49.165,29,42,71.0,75.0,38,55.0,45.532,573.23,1.4,0,33,79.261,11,71.127,5.6,8,2,2.8,0.641,9,18,4,1.116,46.5,18,8.074,0.692,0.107,22
10.0,53.546,34,46,82.0,86.0,42,59.0,50.427,568.78,0.0,0,40,92.304,13,81.621,4.9,12,4,4.9,0.615,8,21,4,1.126,48.8,18,6.936,0.653,0.14,22
6.398,43.637,26,35,64.0,67.0,32,45.5,39.749,468.74,0.0,0,32,71.483,10,63.265,3.1,9,2,3.1,0.621,6,16,2,1.117,50.0,17,7.324,0.682,0.134,19
7.097,50.216,30,45,74.0,79.0,40,58.0,47.135,582.8,0.0,0,34,82.736,12,74.458,8.1,8,2,2.7,0.637,10,18,4,1.118,45.9,18,7.876,0.679,0.101,22
6.959,47.193,27,40,68.0,72.0,36,52.5,43.365,544.82,0.0,0,32,75.822,11,67.996,5.9,8,2,2.9,0.638,9,16,4,1.115,47.1,17,8.012,0.694,0.111,21
7.244,44.171,28,34,69.0,72.0,31,41.0,40.24,418.68,0.0,0,38,77.68,15,67.436,1.4,7,2,2.9,0.583,3,13,1,1.126,55.1,12,6.068,0.64,0.097,13
6.818,43.989,28,37,65.0,69.0,33,48.0,40.561,460.69,0.0,0,32,72.563,10,64.189,3.1,6,2,3.1,0.624,5,18,2,1.116,49.2,18,7.088,0.677,0.087,20
8.398,55.847,37,48,84.0,89.0,43,61.5,52.218,575.81,0.0,0,41,94.012,13,83.076,3.6,9,3,3.6,0.622,6,24,2,1.119,48.8,23,6.855,0.665,0.101,25
5.398,48.455,27,41,67.0,71.0,37,52.5,44.305,597.7,3.0,0,30,74.501,11,67.316,4.5,8,2,3.0,0.661,10,16,3,1.112,44.8,17,8.921,0.723,0.113,20
6.143,49.512,32,41,73.0,77.0,37,54.5,45.615,512.77,0.0,0,36,81.394,10,71.956,2.7,9,2,2.7,0.625,5,22,2,1.115,49.3,23,7.024,0.678,0.117,25
6.0,46.864,31,39,71.0,75.0,35,49.0,43.428,468.69,0.0,0,36,79.474,12,69.879,2.8,8,2,2.8,0.612,4,19,1,1.119,50.7,18,6.601,0.66,0.107,19
8.398,53.37,33,43,84.0,88.0,39,51.0,49.271,531.81,0.0,0,45,94.842,19,82.843,3.6,9,3,3.6,0.587,6,14,2,1.129,53.6,12,6.331,0.635,0.102,14
7.481,40.58,27,35,61.0,65.0,31,44.5,37.848,414.59,0.0,0,30,68.228,10,60.229,3.3,5,2,3.3,0.62,4,17,1,1.118,49.2,17,6.797,0.665,0.077,18
7.284,43.745,29,37,64.0,68.0,33,47.0,40.487,459.07,1.6,0,31,71.378,10,63.109,1.6,5,2,3.1,0.633,4,19,1,1.115,48.4,18,7.173,0.684,0.074,19
9.699,53.762,33,46,84.0,88.0,42,57.0,50.669,574.79,0.0,0,42,94.929,17,83.832,6.0,11,4,4.8,0.603,9,16,5,1.13,50.0,12,6.843,0.64,0.125,17
6.658,49.603,33,41,72.0,77.0,36,52.5,45.185,492.78,0.0,0,36,79.975,11,70.301,0.0,7,2,2.8,0.628,3,22,0,1.111,50.0,23,6.844,0.689,0.091,23
6.0,45.103,30,38,68.0,72.0,34,48.0,41.901,454.66,0.0,0,34,76.059,11,66.996,2.9,6,2,2.9,0.616,4,19,1,1.119,50.0,18,6.686,0.663,0.083,19
6.523,46.659,29,40,70.0,74.0,36,51.0,43.518,506.72,0.0,0,34,78.397,11,69.727,5.7,9,2,2.9,0.622,7,18,2,1.12,48.6,18,7.239,0.667,0.122,20
6.921,47.091,29,41,68.0,73.0,36,53.0,43.463,520.77,0.0,0,32,75.693,11,67.592,4.4,5,2,2.9,0.639,7,18,3,1.113,47.1,18,7.658,0.693,0.068,21
7.398,57.091,35,49,80.0,85.0,44,64.0,52.699,667.77,2.5,0,36,88.826,11,79.891,3.8,9,2,2.5,0.659,9,24,3,1.11,45.0,24,8.347,0.714,0.106,27
6.796,51.784,30,44,74.0,78.0,40,57.0,47.887,621.7,2.7,0,34,82.621,12,74.334,5.4,9,2,2.7,0.647,10,18,4,1.116,45.9,18,8.401,0.7,0.115,22
4.62,53.705,33,43,82.0,85.0,40,55.0,49.625,562.84,0.0,0,42,92.058,14,81.261,4.9,13,2,2.4,0.605,7,19,3,1.123,51.2,18,6.864,0.655,0.153,21
7.319,47.984,29,38,73.0,76.0,35,46.0,44.001,540.6,1.4,0,38,82.229,15,72.094,2.7,6,3,4.1,0.603,6,14,2,1.126,52.1,12,7.405,0.657,0.079,14
5.143,57.62,35,48,88.0,91.0,45,63.0,54.076,633.88,0.0,0,43,98.975,14,88.018,6.8,16,3,3.4,0.615,10,21,6,1.125,48.9,18,7.203,0.655,0.176,24
4.824,53.62,31,43,84.0,86.0,41,55.0,50.076,585.84,0.0,0,43,94.975,16,84.018,7.1,15,3,3.6,0.596,10,15,6,1.131,51.2,12,6.974,0.638,0.174,18
5.222,50.097,29,41,78.0,80.0,39,53.0,47.022,557.78,0.0,0,39,88.145,14,78.25,7.7,14,3,3.8,0.603,10,15,6,1.13,50.0,12,7.151,0.642,0.175,18
5.0,47.546,29,42,69.0,74.0,37,55.0,44.178,536.77,0.0,0,32,76.902,11,68.92,5.8,5,2,2.9,0.64,8,18,4,1.115,46.4,18,7.779,0.689,0.068,22
5.0,47.546,29,42,69.0,74.0,37,55.0,44.178,536.77,0.0,0,32,76.902,11,68.92,5.8,5,2,2.9,0.64,8,18,4,1.115,46.4,18,7.779,0.689,0.068,22
9.638,53.04,33,44,80.0,85.0,39,53.5,48.69,543.84,0.0,0,41,89.723,17,78.825,2.5,10,3,3.8,0.609,6,16,1,1.122,51.3,17,6.798,0.663,0.118,18
8.569,44.642,26,40,68.0,71.0,37,48.0,42.749,559.51,7.4,3,31,77.962,14,69.385,2.9,4,4,5.9,0.629,11,12,2,1.147,45.6,12,8.228,0.657,0.056,14
8.678,48.234,28,39,74.0,77.0,36,47.0,44.517,556.61,1.4,0,38,83.81,16,73.414,2.7,6,5,6.8,0.602,8,12,2,1.133,51.4,12,7.522,0.652,0.078,14
9.523,46.41,26,38,66.0,69.0,35,46.0,42.493,671.31,4.5,0,31,74.165,13,66.003,3.0,6,4,6.1,0.644,9,13,2,1.124,47.0,12,10.171,0.703,0.087,14
7.959,50.342,30,42,80.0,84.0,38,49.0,46.929,523.77,1.3,1,42,91.139,19,79.465,2.5,11,5,6.3,0.587,8,11,1,1.139,52.5,12,6.547,0.629,0.131,13
9.398,45.421,26,38,66.0,69.0,35,46.0,42.097,582.41,4.5,0,31,74.37,13,66.192,3.0,6,4,6.1,0.638,9,13,2,1.127,47.0,12,8.824,0.688,0.087,14
8.155,47.682,28,39,73.0,76.0,36,47.0,44.211,557.59,1.4,0,37,82.521,15,72.639,4.1,6,4,5.5,0.606,8,13,2,1.13,50.7,12,7.638,0.653,0.079,14
7.398,47.682,28,39,73.0,76.0,36,48.0,44.211,557.59,1.4,0,37,82.521,15,72.639,4.1,6,4,5.5,0.606,8,13,3,1.13,50.7,12,7.638,0.653,0.079,15
8.469,44.563,26,37,66.0,69.0,34,45.0,41.27,547.97,3.0,0,32,74.426,12,65.869,3.0,5,4,6.1,0.625,8,14,2,1.128,48.5,12,8.303,0.675,0.072,14
8.046,51.506,31,40,79.0,82.0,37,48.0,47.055,568.66,1.3,0,42,89.059,17,77.861,2.5,6,3,3.8,0.596,6,14,2,1.127,53.2,12,7.198,0.652,0.073,14
9.155,46.864,26,39,67.0,70.0,36,48.0,43.208,687.31,4.5,0,31,75.374,13,67.33,4.5,6,4,6.0,0.645,10,13,3,1.125,46.3,12,10.258,0.699,0.086,15
8.0,46.813,28,43,75.0,78.0,40,50.0,45.604,571.68,8.0,6,35,87.213,17,76.817,1.3,4,5,6.7,0.608,12,11,1,1.163,46.7,12,7.622,0.624,0.051,13
8.092,49.995,29,40,77.0,80.0,37,48.0,46.044,570.64,1.3,0,40,87.226,17,76.298,2.6,7,5,6.5,0.598,8,12,2,1.133,51.9,12,7.411,0.649,0.088,14
7.481,50.444,30,41,77.0,80.0,38,50.0,46.738,583.63,1.3,0,39,86.937,15,76.523,3.9,7,4,5.2,0.607,8,15,3,1.129,50.6,12,7.58,0.655,0.088,15
8.119,46.597,28,42,74.0,77.0,39,51.0,45.05,548.67,4.1,3,35,84.908,15,75.276,5.4,6,4,5.4,0.609,11,13,3,1.147,47.3,12,7.414,0.63,0.078,15
8.0,47.001,28,40,75.0,78.0,37,47.0,44.454,517.71,4.0,3,38,86.194,17,75.279,1.3,4,5,6.7,0.593,9,11,1,1.149,50.7,12,6.903,0.627,0.051,13
7.108,44.461,27,36,67.0,70.0,33,44.0,40.948,512.54,1.5,0,34,75.399,13,66.327,3.0,4,3,4.5,0.611,6,14,2,1.125,50.7,12,7.65,0.664,0.057,14
6.502,51.796,28,43,79.0,82.0,40,53.0,48.155,635.7,1.3,0,39,89.647,16,79.247,5.1,8,6,7.6,0.61,12,12,4,1.135,49.4,12,8.047,0.656,0.098,16
7.481,50.342,30,42,80.0,84.0,38,49.0,46.929,523.77,1.3,1,42,91.139,19,79.465,2.5,11,5,6.3,0.587,8,11,1,1.139,52.5,12,6.547,0.629,0.131,13
7.0,52.921,32,42,84.0,88.0,38,49.0,48.578,518.82,0.0,0,46,95.131,20,82.617,2.4,10,4,4.8,0.578,6,12,1,1.133,54.8,12,6.176,0.63,0.114,13
7.0,48.58,29,41,77.0,81.0,37,48.0,45.402,509.74,1.3,1,40,87.724,18,76.581,2.6,10,5,6.5,0.59,8,11,1,1.139,51.9,12,6.62,0.631,0.123,13
8.276,48.688,28,40,75.0,78.0,37,48.0,45.232,572.61,1.3,0,38,85.02,16,74.741,4.0,7,5,6.7,0.603,9,12,2,1.134,50.7,12,7.635,0.649,0.09,14
6.347,51.915,31,46,83.0,87.0,42,53.0,49.606,591.77,4.8,4,41,95.573,20,83.886,2.4,11,5,6.0,0.598,11,11,1,1.151,49.4,12,7.13,0.625,0.126,13
8.252,47.188,28,39,73.0,76.0,36,48.0,44.013,513.14,1.4,0,37,82.624,15,72.734,4.1,6,4,5.5,0.603,8,13,3,1.132,50.7,12,7.029,0.646,0.079,15
7.481,50.279,30,43,80.0,84.0,39,50.0,47.312,541.76,2.5,2,41,91.479,19,79.977,2.5,11,5,6.3,0.591,9,11,1,1.143,51.3,12,6.772,0.628,0.131,13
7.959,49.234,29,41,75.0,79.0,37,49.0,45.517,568.62,1.3,0,38,84.81,17,74.414,2.7,7,5,6.7,0.607,8,12,2,1.131,50.7,12,7.582,0.656,0.089,14
7.921,52.762,33,46,82.0,86.0,42,56.0,49.981,579.78,3.7,3,40,93.609,16,82.163,1.2,5,5,6.1,0.61,9,17,1,1.142,48.8,18,7.07,0.643,0.058,19
7.0,51.915,31,46,83.0,87.0,42,53.0,49.606,591.77,4.8,4,41,95.573,20,83.886,2.4,11,5,6.0,0.598,11,11,1,1.151,49.4,12,7.13,0.625,0.126,13
7.699,44.91,27,37,70.0,73.0,34,46.0,41.745,460.69,0.0,0,36,79.427,15,69.192,1.4,4,6,8.6,0.596,7,11,1,1.135,51.4,12,6.581,0.642,0.055,14
9.523,46.41,26,38,66.0,69.0,35,46.0,42.493,671.31,4.5,0,31,74.165,13,66.003,3.0,6,4,6.1,0.644,9,13,2,1.124,47.0,12,10.171,0.703,0.087,14
9.155,58.773,36,49,93.0,97.0,45,58.5,55.113,622.88,2.2,2,48,105.85,20,92.737,3.2,12,4,4.3,0.593,9,16,1,1.138,51.6,17,6.698,0.632,0.124,18
7.367,45.171,29,37,70.0,75.0,32,43.0,41.24,430.69,0.0,0,38,78.68,17,68.436,1.4,4,2,2.9,0.589,3,12,0,1.124,54.3,12,6.153,0.645,0.053,12
9.398,45.421,26,38,66.0,69.0,35,46.0,42.097,582.41,4.5,0,31,74.37,13,66.192,3.0,6,4,6.1,0.638,9,13,2,1.127,47.0,12,8.824,0.688,0.087,14
7.959,49.932,33,41,76.0,81.0,36,50.0,45.767,480.75,0.0,0,40,85.095,15,74.319,1.3,8,2,2.6,0.602,3,18,0,1.12,52.6,18,6.326,0.657,0.099,18
8.658,46.472,27,38,71.0,74.0,35,46.0,42.991,542.58,1.4,0,36,80.395,15,70.53,2.8,6,5,7.0,0.606,8,12,2,1.132,50.7,12,7.642,0.655,0.081,14
8.886,55.313,34,46,87.0,91.0,42,55.5,51.676,576.83,1.1,1,45,98.68,18,86.457,3.4,11,4,4.6,0.594,8,16,1,1.134,51.7,17,6.63,0.636,0.121,18
8.796,54.16,34,45,84.0,89.0,40,54.5,50.051,540.82,0.0,0,44,94.716,18,82.734,2.4,10,4,4.8,0.596,6,16,1,1.128,52.4,17,6.438,0.645,0.112,18
9.222,59.444,37,48,93.0,98.0,43,57.5,54.632,582.91,0.0,0,50,104.962,21,91.385,2.2,11,4,4.3,0.587,6,16,1,1.129,53.8,17,6.268,0.639,0.112,18
8.796,57.62,36,48,90.0,95.0,43,57.5,53.488,586.87,1.1,1,47,101.886,20,89.014,2.2,10,4,4.4,0.594,7,16,1,1.132,52.2,17,6.521,0.64,0.105,18
8.699,57.683,36,47,90.0,95.0,42,56.5,53.105,568.88,0.0,0,48,101.546,20,88.501,2.2,10,4,4.4,0.59,6,16,1,1.128,53.3,17,6.321,0.641,0.105,18
8.319,54.16,34,45,84.0,89.0,40,54.5,50.051,540.82,0.0,0,44,94.716,18,82.734,2.4,9,4,4.8,0.596,6,16,1,1.128,52.4,17,6.438,0.645,0.101,18
9.097,67.7,42,58,103.0,109.0,52,72.5,63.158,727.04,1.0,1,51,116.055,20,102.512,3.9,12,4,3.9,0.613,10,22,3,1.127,49.5,23,7.059,0.657,0.11,26
8.161,61.205,38,49,96.0,101.0,44,58.5,56.158,596.94,0.0,0,52,108.377,22,94.268,2.1,10,4,4.2,0.585,6,16,1,1.129,54.2,17,6.218,0.638,0.099,18
9.097,60.597,37,49,96.0,100.0,45,58.5,56.256,618.92,1.0,1,51,108.926,21,95.108,3.1,13,4,4.2,0.586,8,16,1,1.135,53.1,17,6.447,0.631,0.13,18
7.959,45.694,27,40,73.0,76.0,37,47.0,43.642,519.68,4.1,3,36,83.988,16,73.723,2.7,5,5,6.8,0.598,10,11,1,1.151,49.3,12,7.119,0.626,0.066,13
6.456,52.188,32,44,79.0,83.0,40,56.0,48.593,561.81,0.0,0,39,88.726,13,78.596,5.1,10,3,3.8,0.615,8,19,3,1.123,49.4,18,7.112,0.661,0.12,21
7.496,50.427,31,43,76.0,80.0,39,55.0,47.066,547.78,0.0,0,37,85.311,12,75.712,5.3,10,3,3.9,0.619,8,19,3,1.123,48.7,18,7.208,0.664,0.125,21
5.06,34.318,22,31,53.0,55.0,29,39.0,33.325,400.46,0.0,0,24,59.448,9,53.894,13.2,9,0,0.0,0.629,7,13,5,1.122,45.3,6,7.556,0.648,0.164,11
6.824,44.802,29,38,68.0,71.0,35,50.0,42.111,471.65,0.0,0,33,76.351,10,67.541,4.4,9,3,4.4,0.619,6,19,3,1.123,48.5,18,6.936,0.659,0.127,21
6.959,46.563,30,39,71.0,74.0,36,51.0,43.637,485.68,0.0,0,35,79.766,11,70.425,4.2,10,3,4.2,0.615,6,19,3,1.123,49.3,18,6.841,0.656,0.135,21
6.108,45.364,29,37,66.0,69.0,34,47.0,41.841,495.53,3.0,0,32,73.737,10,65.316,1.5,8,2,3.0,0.634,5,19,1,1.117,48.5,18,7.508,0.687,0.116,19
7.796,49.949,29,40,78.0,81.0,37,49.0,46.12,527.8,0.0,0,41,88.141,16,77.479,5.1,10,3,3.8,0.591,8,13,3,1.13,52.6,12,6.767,0.64,0.123,15
6.432,45.222,30,39,69.0,72.0,36,49.0,42.863,494.65,4.3,3,33,78.284,11,69.09,1.4,8,2,2.9,0.621,6,19,1,1.135,47.8,18,7.169,0.655,0.111,19
7.959,51.711,30,41,81.0,84.0,38,50.0,47.646,541.83,0.0,0,43,91.557,17,80.363,4.9,10,3,3.7,0.588,8,13,3,1.13,53.1,12,6.689,0.638,0.119,15
5.292,43.04,28,37,65.0,68.0,34,49.0,40.584,457.62,0.0,0,31,72.936,9,64.658,4.6,8,3,4.6,0.624,6,19,3,1.122,47.7,18,7.04,0.662,0.118,21
5.745,45.177,28,35,71.0,74.0,32,42.0,41.261,433.7,0.0,0,39,80.178,15,69.538,1.4,7,3,4.2,0.581,4,13,1,1.129,54.9,12,6.108,0.636,0.095,13
8.0,53.495,33,44,81.0,85.0,40,56.0,49.405,559.84,0.0,0,41,90.932,14,80.152,3.7,10,3,3.7,0.61,7,19,3,1.123,50.6,18,6.912,0.66,0.118,21
5.167,45.41,30,36,69.0,72.0,33,46.0,41.713,440.68,0.0,0,36,77.264,11,67.552,1.4,8,2,2.9,0.605,3,19,1,1.12,52.2,18,6.387,0.658,0.111,19
5.102,39.58,26,33,60.0,63.0,30,42.5,36.848,402.58,0.0,0,30,67.228,9,59.229,3.3,7,2,3.3,0.614,4,17,1,1.12,50.0,17,6.71,0.66,0.111,18
5.699,42.756,25,34,66.0,69.0,31,42.0,39.11,441.7,0.0,0,35,74.477,13,65.174,3.0,8,3,4.5,0.593,6,12,2,1.128,53.0,12,6.692,0.648,0.116,14
6.699,47.12,29,41,73.0,78.0,36,50.0,43.965,487.71,0.0,0,37,82.554,16,72.301,2.7,8,5,6.8,0.602,7,13,1,1.131,50.7,16,6.681,0.645,0.103,17
6.0,46.853,28,41,73.0,77.0,37,50.5,44.15,505.71,1.4,1,36,83.265,14,72.807,1.4,7,7,9.6,0.605,9,14,1,1.141,49.3,17,6.928,0.642,0.091,18
5.0,32.557,21,30,50.0,52.0,28,38.0,31.798,386.43,0.0,0,22,56.033,8,51.011,14.0,8,0,0.0,0.636,7,13,5,1.121,44.0,6,7.729,0.651,0.154,11
8.602,49.637,31,42,77.0,82.0,37,51.0,45.998,500.75,0.0,0,40,86.886,17,75.967,2.6,7,4,5.2,0.597,6,14,1,1.128,51.9,16,6.503,0.645,0.085,17
5.056,34.318,22,31,53.0,55.0,29,39.0,33.325,400.46,0.0,0,24,59.448,9,53.894,13.2,9,0,0.0,0.629,7,13,5,1.122,45.3,6,7.556,0.648,0.164,11
8.796,62.359,38,50,99.0,103.0,46,59.5,57.783,632.95,1.0,1,53,112.341,22,97.992,3.0,13,4,4.0,0.584,8,16,1,1.135,53.5,17,6.393,0.63,0.126,18
8.77,54.342,34,46,84.0,88.0,42,57.5,50.929,571.81,1.2,1,42,95.139,17,83.465,2.4,10,5,6.0,0.606,8,16,1,1.133,50.0,17,6.807,0.647,0.114,19
8.125,57.16,37,49,87.0,93.0,43,61.0,53.051,576.85,0.0,0,44,97.716,17,85.734,2.3,8,4,4.6,0.61,6,20,1,1.123,50.6,22,6.63,0.657,0.086,23
7.658,55.921,35,46,87.0,92.0,41,55.5,51.578,554.85,0.0,0,46,98.131,19,85.617,2.3,9,4,4.6,0.593,6,16,1,1.128,52.9,17,6.378,0.643,0.098,18
9.097,56.557,35,48,88.0,92.0,44,59.5,53.171,601.84,1.1,1,44,99.763,18,87.676,3.4,11,5,5.7,0.604,9,16,1,1.134,50.0,17,6.839,0.643,0.12,19
8.824,59.194,37,52,93.0,98.0,47,61.5,56.165,654.87,4.3,4,46,106.32,21,93.435,2.2,10,4,4.3,0.604,10,16,1,1.143,49.5,17,7.042,0.636,0.102,18
8.523,61.205,38,49,96.0,101.0,44,58.5,56.158,596.94,0.0,0,52,108.377,22,94.268,2.1,12,4,4.2,0.585,6,16,1,1.129,54.2,17,6.218,0.638,0.119,18
9.046,58.478,36,49,90.0,95.0,44,58.5,54.316,621.31,2.2,1,46,101.83,20,89.337,2.2,10,4,4.4,0.604,8,16,1,1.131,51.1,17,6.903,0.65,0.105,18
9.301,56.433,35,49,89.0,93.0,45,58.5,53.638,628.83,4.5,4,44,101.905,19,89.552,2.2,11,4,4.5,0.603,10,16,1,1.145,49.4,17,7.066,0.634,0.118,18
9.398,59.62,38,50,92.0,97.0,45,62.0,55.488,610.89,1.1,1,47,103.886,18,91.014,2.2,11,4,4.3,0.603,7,20,1,1.129,51.1,22,6.64,0.648,0.113,23
8.638,59.444,37,48,93.0,98.0,43,57.5,54.632,582.91,0.0,0,50,104.962,21,91.385,2.2,11,4,4.3,0.587,6,16,1,1.129,53.8,17,6.268,0.639,0.112,18
9.097,61.904,38,49,98.0,102.0,45,58.5,57.068,616.95,1.0,1,53,111.132,22,96.665,2.0,12,4,4.1,0.582,7,16,1,1.134,54.1,17,6.295,0.632,0.118,18
9.699,59.62,38,50,92.0,97.0,45,62.0,55.488,610.89,1.1,1,47,103.886,18,91.014,2.2,11,4,4.3,0.603,7,20,1,1.129,51.1,22,6.64,0.648,0.113,23
9.523,60.143,37,48,95.0,99.0,44,57.5,55.542,602.92,1.1,1,51,107.717,21,93.781,2.1,12,4,4.2,0.585,7,16,1,1.134,53.7,17,6.347,0.633,0.121,18
8.585,59.29,36,49,94.0,98.0,45,58.5,55.444,620.89,1.1,1,49,106.72,20,93.552,4.3,13,4,4.3,0.59,9,16,1,1.135,52.1,17,6.605,0.631,0.133,18
9.398,59.836,37,50,94.0,99.0,45,59.5,55.73,616.9,1.1,1,49,106.511,21,93.225,3.2,12,4,4.3,0.593,8,16,1,1.133,52.1,17,6.563,0.637,0.121,18
9.046,58.836,36,48,93.0,97.0,44,57.5,54.73,604.89,1.1,1,49,105.511,20,92.225,3.2,13,4,4.3,0.588,8,16,1,1.135,52.7,17,6.504,0.633,0.134,18
8.886,56.103,35,47,87.0,91.0,43,58.5,52.456,585.84,1.1,1,44,98.554,18,86.348,2.3,10,5,5.7,0.603,8,16,1,1.133,50.6,17,6.734,0.645,0.11,19
8.886,56.103,35,47,87.0,91.0,43,58.5,52.456,585.84,1.1,1,44,98.554,18,86.348,2.3,11,5,5.7,0.603,8,16,1,1.133,50.6,17,6.734,0.645,0.121,19
9.0,57.075,35,47,90.0,94.0,43,56.5,53.203,590.86,1.1,1,47,102.096,19,89.341,3.3,12,4,4.4,0.591,8,16,1,1.134,52.2,17,6.565,0.634,0.128,18
9.301,62.381,40,52,96.0,101.0,47,64.5,58.015,636.93,1.0,1,49,108.301,18,94.897,2.1,12,4,4.2,0.604,7,22,1,1.128,51.0,23,6.635,0.65,0.119,24
8.337,59.444,37,48,93.0,98.0,43,57.5,54.632,582.91,0.0,0,50,104.962,21,91.385,2.2,11,4,4.3,0.587,6,16,1,1.129,53.8,17,6.268,0.639,0.112,18
8.125,53.643,34,46,82.0,87.0,41,57.5,50.019,551.8,0.0,0,41,92.384,17,81.068,2.4,8,5,6.1,0.61,7,16,1,1.127,50.0,17,6.729,0.654,0.092,19
8.796,59.177,35,49,92.0,96.0,45,60.5,55.105,638.93,1.1,1,47,104.225,19,91.745,4.3,11,4,4.3,0.599,10,16,3,1.133,51.1,17,6.945,0.643,0.115,20
8.959,57.558,36,49,90.0,95.0,44,58.5,53.871,604.86,2.2,2,46,102.226,20,89.526,2.2,10,4,4.4,0.599,8,16,1,1.136,51.1,17,6.721,0.64,0.105,18
8.658,53.035,33,45,83.0,87.0,41,54.5,49.818,564.79,2.4,2,42,94.395,17,82.759,2.4,10,4,4.8,0.6,8,16,1,1.137,50.6,17,6.805,0.639,0.115,18
9.222,56.95,35,49,90.0,94.0,45,58.5,53.969,626.84,3.3,3,45,102.775,19,90.366,3.3,12,4,4.4,0.6,10,16,1,1.142,50.0,17,6.965,0.633,0.128,18
6.103,43.648,29,35,66.0,69.0,32,45.0,40.186,426.65,0.0,0,34,73.849,10,64.669,1.5,8,2,3.0,0.609,3,19,1,1.119,51.5,18,6.464,0.661,0.116,19
8.921,60.597,37,49,96.0,100.0,45,58.5,56.256,618.92,1.0,1,51,108.926,21,95.108,3.1,14,4,4.2,0.586,8,16,1,1.135,53.1,17,6.447,0.631,0.14,18
9.222,58.836,36,48,93.0,97.0,44,57.5,54.73,604.89,1.1,1,49,105.511,20,92.225,3.2,13,4,4.3,0.588,8,16,1,1.135,52.7,17,6.504,0.633,0.134,18
8.921,55.921,35,46,87.0,92.0,41,55.5,51.578,554.85,0.0,0,46,98.131,19,85.617,2.3,10,4,4.6,0.593,6,16,1,1.128,52.9,17,6.378,0.643,0.109,18
9.222,61.205,38,49,96.0,101.0,44,58.5,56.158,596.94,0.0,0,52,108.377,22,94.268,2.1,12,4,4.2,0.585,6,16,1,1.129,54.2,17,6.218,0.638,0.119,18
8.658,59.381,37,49,93.0,98.0,44,58.5,55.015,600.9,1.1,1,49,105.301,21,91.897,2.2,11,4,4.3,0.592,7,16,1,1.132,52.7,17,6.461,0.639,0.112,18
8.319,57.495,36,50,90.0,95.0,45,59.5,54.255,622.85,3.3,3,45,102.566,20,90.039,2.2,10,4,4.4,0.603,9,16,1,1.14,50.0,17,6.921,0.639,0.105,18
7.119,57.683,36,47,90.0,95.0,42,56.5,53.105,568.88,0.0,0,48,101.546,20,88.501,2.2,10,4,4.4,0.59,6,16,1,1.128,53.3,17,6.321,0.641,0.105,18
9.301,57.626,35,47,91.0,95.0,43,56.5,53.509,589.88,1.1,1,48,103.384,19,90.116,2.2,12,5,5.5,0.588,8,16,1,1.136,52.7,17,6.482,0.633,0.126,18
8.495,56.245,35,52,89.0,93.0,48,61.5,54.788,682.8,7.9,7,41,102.924,19,91.09,2.2,10,4,4.5,0.616,13,16,1,1.156,46.1,17,7.672,0.632,0.108,18
8.959,64.938,40,55,99.0,104.0,50,69.5,60.632,701.0,1.0,1,49,111.64,18,98.628,4.0,12,4,4.0,0.612,10,22,3,1.128,49.5,23,7.081,0.656,0.115,26
