pXC50,nN,Mi,nCsp2,H.,Mp,nCL,C.,nAB,Mv,N.,nBM,Sp,nSK,nC,nBO,SCBO,nCsp3,Sv,MW,X.,RBF,nAT
5.0,3,1.137,3,59.8,0.61,0,35.4,0,0.548,3.7,2,49.984,33,29,37,39.0,26,44.895,455.81,0.0,0.047,82
7.7,5,1.126,12,44.4,0.703,1,40.0,16,0.652,11.1,16,31.625,25,18,28,36.0,6,29.336,373.95,2.2,0.083,45
7.01,5,1.133,12,44.4,0.676,1,40.0,16,0.641,11.1,16,30.432,25,18,28,36.0,6,28.864,357.88,2.2,0.083,45
6.409,4,1.137,19,48.4,0.652,0,39.8,18,0.615,4.3,19,60.597,48,37,53,63.0,18,57.157,682.93,3.2,0.143,93
6.253,2,1.12,21,51.9,0.656,0,43.2,18,0.605,2.5,20,53.148,39,35,43,54.0,14,49.008,522.79,0.0,0.118,81
7.102,2,1.12,20,53.2,0.654,0,43.0,18,0.599,2.5,19,51.694,37,34,41,51.0,14,47.294,494.78,0.0,0.12,79
6.688,3,1.121,18,50.7,0.676,1,41.3,18,0.617,4.0,18,50.682,37,31,41,50.0,13,46.276,536.24,1.3,0.139,75
6.164,2,1.119,21,51.3,0.659,0,43.6,18,0.609,2.6,20,51.387,38,34,42,53.0,13,47.482,508.76,0.0,0.11,78
6.721,5,1.126,19,49.4,0.666,1,41.6,18,0.618,6.5,19,51.285,39,32,44,54.0,13,47.605,544.2,1.3,0.098,77
5.66,5,1.156,5,52.8,0.606,0,30.6,5,0.57,13.9,7,21.813,17,11,17,21.5,6,20.509,237.35,0.0,0.222,36
5.0,1,1.119,12,45.7,0.662,0,43.5,12,0.634,2.2,12,30.438,25,20,29,35.0,8,29.149,339.42,0.0,0.04,46
4.301,4,1.122,17,36.2,0.728,2,46.8,22,0.703,8.5,22,34.222,30,22,34,45.0,5,33.053,443.33,6.4,0.059,47
5.398,5,1.129,17,46.0,0.667,0,42.0,17,0.631,10.0,19,33.336,27,21,29,39.5,4,31.563,361.49,0.0,0.173,50
5.208,7,1.154,14,42.0,0.649,0,38.0,16,0.637,14.0,18,32.461,29,19,31,41.0,5,31.846,401.47,4.0,0.192,50
5.056,5,1.14,11,48.8,0.641,0,37.2,11,0.605,11.6,13,27.574,22,16,23,30.5,5,26.036,299.42,0.0,0.182,43
5.036,5,1.14,11,48.8,0.641,0,37.2,11,0.605,11.6,13,27.574,22,16,23,30.5,5,26.036,299.42,0.0,0.205,43
5.513,5,1.129,17,47.2,0.662,0,41.5,17,0.624,9.4,19,35.097,28,22,30,40.5,5,33.09,375.52,0.0,0.182,53
5.59,5,1.156,5,52.8,0.606,0,30.6,5,0.57,13.9,7,21.813,17,11,17,21.5,6,20.509,237.35,0.0,0.194,36
4.955,6,1.143,8,47.6,0.654,0,33.3,10,0.612,14.3,12,27.466,22,14,23,30.0,6,25.718,320.47,0.0,0.209,42
5.31,6,1.133,16,46.2,0.66,0,40.4,17,0.627,11.5,19,34.341,28,21,30,40.5,5,32.584,376.51,0.0,0.185,52
5.284,6,1.14,16,44.2,0.659,0,40.4,17,0.634,11.5,19,34.279,29,21,31,41.5,5,32.968,394.5,1.9,0.185,52
4.721,6,1.131,14,44.9,0.678,0,38.8,16,0.638,12.2,18,33.228,27,19,29,39.0,5,31.245,382.54,0.0,0.196,49
5.68,6,1.139,13,45.5,0.655,0,38.6,15,0.626,13.6,17,28.819,24,17,26,35.5,4,27.531,324.43,0.0,0.174,44
5.77,6,1.139,13,43.9,0.66,0,39.0,15,0.634,14.6,17,27.057,23,16,25,34.5,3,26.004,310.4,0.0,0.163,41
6.706,1,1.11,12,48.4,0.688,0,48.4,12,0.636,3.2,12,21.336,16,15,18,24.0,3,19.709,209.31,0.0,0.03,31
4.96,7,1.142,14,46.3,0.644,0,37.0,15,0.617,13.0,18,34.802,29,20,31,41.5,6,33.321,395.52,0.0,0.196,54
5.46,5,1.157,5,51.5,0.608,0,30.3,5,0.575,15.2,7,20.051,16,10,16,20.5,5,18.983,223.32,0.0,0.212,33
6.724,2,1.129,13,48.0,0.668,1,42.0,12,0.626,4.0,13,33.398,26,21,28,35.0,8,31.29,374.92,4.0,0.115,50
5.994,2,1.128,13,48.1,0.67,1,42.6,12,0.626,3.7,13,36.16,28,23,31,38.0,10,33.817,400.96,3.7,0.105,54
5.0,3,1.144,14,43.6,0.652,0,41.8,12,0.636,5.5,14,35.875,31,23,34,42.0,9,34.965,431.5,5.5,0.103,55
6.358,1,1.133,12,52.5,0.631,0,39.3,12,0.59,1.6,12,38.489,29,24,31,37.0,12,35.978,401.57,1.6,0.127,61
6.802,2,1.129,13,46.8,0.673,1,42.6,12,0.633,4.3,13,31.637,25,20,27,34.0,7,29.763,360.89,4.3,0.122,47
6.197,1,1.126,13,49.1,0.656,0,43.4,12,0.617,1.9,13,34.75,27,23,30,37.0,10,32.683,367.5,1.9,0.107,53
7.143,2,1.114,12,51.0,0.695,0,41.2,12,0.622,3.9,12,35.444,25,21,28,34.0,9,31.739,370.63,0.0,0.074,51
6.724,1,1.12,12,48.9,0.698,0,40.0,12,0.628,2.2,12,31.404,23,18,24,30.0,6,28.277,427.31,2.2,0.174,45
5.0,3,1.129,14,46.4,0.661,0,42.9,12,0.629,5.4,14,37.0,30,24,34,42.0,10,35.199,407.53,1.8,0.067,56
4.845,5,1.14,11,50.0,0.638,0,37.0,11,0.599,10.9,13,29.336,23,17,24,31.5,6,27.563,313.45,0.0,0.191,46
5.0,3,1.141,14,44.1,0.655,0,42.4,12,0.635,5.1,14,38.637,33,25,37,45.0,11,37.492,457.54,5.1,0.063,59
5.367,5,1.149,5,54.3,0.611,0,32.6,5,0.567,10.9,7,28.097,21,15,22,26.5,10,26.09,291.45,0.0,0.17,46
5.222,5,1.15,5,53.5,0.612,0,32.6,5,0.571,11.6,7,26.336,20,14,21,25.5,9,24.563,277.42,0.0,0.159,43
5.959,5,1.148,5,55.8,0.608,0,32.7,5,0.56,9.6,7,31.62,23,17,24,28.5,12,29.143,319.51,0.0,0.189,52
5.149,5,1.14,11,50.0,0.638,0,37.0,11,0.599,10.9,13,29.336,23,17,24,31.5,6,27.563,313.45,0.0,0.213,46
5.056,5,1.148,5,55.1,0.609,0,32.7,5,0.564,10.2,7,29.858,22,16,23,27.5,11,27.617,305.48,0.0,0.16,49
6.854,5,1.148,5,55.8,0.608,0,32.7,5,0.56,9.6,7,31.62,23,17,24,28.5,12,29.143,319.51,0.0,0.17,52
5.796,5,1.148,5,55.1,0.609,0,32.7,5,0.564,10.2,7,29.858,22,16,23,27.5,11,27.617,305.48,0.0,0.18,49
5.0,3,1.125,14,48.1,0.66,0,42.3,12,0.621,5.8,14,34.302,27,22,30,38.0,8,32.289,363.5,0.0,0.109,52
4.523,6,1.146,7,53.6,0.618,0,33.9,6,0.574,10.7,8,34.626,26,19,27,33.0,11,32.165,358.55,0.0,0.193,56
6.177,1,1.13,13,50.8,0.639,0,40.7,12,0.601,1.7,13,37.728,29,24,31,38.0,11,35.451,399.55,1.7,0.131,59
5.444,2,1.125,13,53.6,0.645,0,41.1,12,0.592,3.6,13,36.126,26,23,28,35.0,10,33.133,350.55,0.0,0.155,56
5.222,2,1.139,7,51.9,0.65,2,36.5,6,0.599,3.8,7,33.779,25,19,26,30.0,12,31.171,389.38,5.8,0.113,52
5.553,5,1.14,11,47.5,0.645,0,37.5,11,0.613,12.5,13,25.813,21,15,22,29.5,4,24.509,285.39,0.0,0.195,40
5.06,5,1.129,17,46.0,0.667,0,42.0,17,0.631,10.0,19,33.336,27,21,29,39.5,4,31.563,361.49,0.0,0.173,50
5.131,6,1.145,10,48.9,0.635,0,35.6,11,0.601,13.3,13,28.58,23,16,24,31.5,6,27.058,314.44,0.0,0.196,45
4.971,5,1.138,9,48.8,0.656,0,34.9,10,0.61,11.6,12,28.222,22,15,23,30.0,6,26.223,319.48,0.0,0.205,43
7.18,2,1.123,11,50.0,0.677,1,42.1,12,0.621,5.3,12,25.722,19,16,20,26.0,5,23.612,274.82,2.6,0.128,38
5.0,4,1.129,13,47.5,0.653,0,40.7,12,0.62,6.8,14,38.523,31,24,35,43.0,11,36.552,420.56,0.0,0.079,59
8.699,3,1.13,15,43.1,0.665,0,43.1,12,0.644,5.9,15,33.932,29,22,32,41.0,7,32.86,395.47,2.0,0.093,51
8.585,3,1.133,11,52.3,0.638,0,38.6,12,0.592,6.8,12,28.086,21,17,22,28.0,6,26.047,285.43,0.0,0.156,44
5.921,5,1.142,17,43.4,0.66,0,41.5,17,0.639,9.4,19,34.972,30,22,32,42.5,5,33.856,411.5,3.8,0.182,53
5.538,7,1.142,20,42.9,0.663,0,41.3,22,0.642,11.1,24,41.745,36,26,39,52.0,6,40.426,491.6,3.2,0.182,63
5.071,7,1.148,8,47.7,0.647,0,31.8,10,0.608,15.9,12,28.472,23,14,24,31.0,6,26.739,335.49,0.0,0.222,44
5.337,6,1.145,14,40.8,0.676,0,38.8,16,0.653,12.2,18,33.103,29,19,31,41.0,5,32.011,418.52,4.1,0.196,49
5.854,5,1.142,17,43.4,0.66,0,41.5,17,0.639,9.4,19,34.972,30,22,32,42.5,5,33.856,411.5,3.8,0.182,53
5.0,2,1.132,8,52.5,0.627,0,37.7,6,0.587,3.3,8,38.25,29,23,32,37.0,15,35.804,400.57,0.0,0.078,61
5.0,2,1.13,8,52.6,0.632,0,38.6,6,0.589,3.5,8,36.035,27,22,30,35.0,14,33.562,370.54,0.0,0.067,57
5.4,6,1.139,13,46.8,0.651,0,38.3,15,0.618,12.8,17,30.58,25,18,27,36.5,5,29.058,338.46,0.0,0.184,47
6.293,1,1.139,12,50.0,0.632,0,39.7,12,0.601,1.7,12,36.665,29,23,31,37.0,11,34.834,405.53,3.4,0.133,58
5.268,1,1.108,16,48.8,0.689,0,48.8,12,0.635,2.3,14,29.62,22,21,25,33.0,5,27.289,287.43,0.0,0.0,43
6.025,1,1.136,13,48.2,0.641,0,41.1,12,0.613,1.8,13,35.904,29,23,31,38.0,10,34.308,403.51,3.6,0.138,56
7.398,2,1.121,18,53.7,0.652,0,42.7,18,0.595,2.4,18,53.455,38,35,43,52.0,17,48.82,508.81,0.0,0.126,82
6.53,2,1.115,20,50.0,0.685,1,43.2,18,0.625,2.7,19,50.677,37,32,41,51.0,12,46.255,533.23,1.4,0.128,74
5.45,5,1.14,6,51.0,0.635,0,36.7,6,0.594,10.2,7,31.097,24,18,28,32.0,12,29.09,327.48,0.0,0.019,49
9.801,1,1.106,13,46.3,0.706,0,46.3,11,0.65,2.4,13,28.961,22,19,25,32.5,6,26.665,309.46,0.0,0.0,41
5.7,3,1.127,14,48.4,0.66,1,40.3,12,0.62,4.8,14,40.898,32,25,35,43.0,11,38.411,456.03,1.6,0.108,62
5.6,3,1.135,8,52.5,0.628,0,37.3,6,0.586,5.1,8,37.04,28,22,31,36.0,14,34.584,385.56,0.0,0.113,59
5.7,4,1.127,14,47.6,0.655,0,41.3,12,0.62,6.3,15,41.284,33,26,36,46.0,11,39.078,446.6,0.0,0.106,63
5.6,3,1.133,14,48.4,0.645,0,40.3,12,0.612,4.8,14,39.978,32,25,35,43.0,11,37.967,439.58,1.6,0.077,62
5.7,3,1.128,14,50.8,0.643,0,40.0,12,0.602,4.6,14,41.802,32,26,35,43.0,12,39.111,435.62,0.0,0.103,65
5.466,4,1.122,28,46.0,0.662,0,43.0,28,0.632,4.0,31,66.194,54,43,60,77.0,15,63.152,730.93,0.0,0.123,100
5.7,3,1.137,8,54.7,0.618,0,35.9,6,0.572,4.7,8,39.563,29,23,31,36.0,15,36.637,401.61,0.0,0.106,64
5.6,3,1.131,14,47.6,0.65,0,41.3,12,0.619,4.8,14,40.978,33,26,37,45.0,12,38.967,451.59,1.6,0.075,63
5.5,3,1.127,14,48.4,0.66,1,40.3,12,0.62,4.8,14,40.898,32,25,35,43.0,11,38.411,456.03,1.6,0.077,62
7.721,4,1.132,10,47.6,0.656,0,40.5,11,0.619,9.5,12,27.569,22,17,25,31.5,7,26.015,296.41,0.0,0.022,42
6.357,1,1.126,13,46.9,0.67,1,42.9,12,0.632,2.0,13,32.847,26,21,28,35.0,8,30.983,375.9,4.1,0.118,49
5.6,3,1.126,14,49.2,0.651,0,41.3,12,0.612,4.8,14,41.04,32,26,36,44.0,12,38.584,433.6,0.0,0.075,63
5.7,3,1.125,14,47.6,0.665,1,41.3,12,0.626,4.8,14,41.898,33,26,37,45.0,12,39.411,468.04,1.6,0.075,63
7.959,1,1.117,14,47.6,0.695,0,45.2,16,0.64,2.4,16,29.205,22,19,24,32.0,5,26.86,313.47,2.4,0.114,42
5.025,4,1.124,28,46.7,0.656,0,42.1,28,0.625,3.7,31,70.171,57,45,63,80.0,17,66.92,774.99,0.0,0.142,107
5.496,2,1.127,12,46.7,0.667,0,44.4,12,0.631,4.4,13,30.017,24,20,26,34.0,7,28.409,324.43,2.2,0.106,45
8.357,4,1.134,13,52.2,0.644,0,40.3,16,0.595,6.0,16,43.143,32,27,36,44.0,14,39.898,434.66,1.5,0.085,67
8.62,4,1.135,13,47.9,0.658,0,41.7,16,0.62,8.3,16,31.574,25,20,28,36.0,7,29.737,338.47,2.1,0.078,48
8.658,4,1.137,13,50.0,0.643,0,39.7,16,0.604,6.9,16,37.313,29,23,32,40.0,10,35.032,396.56,1.7,0.115,58
8.409,4,1.135,13,50.8,0.644,0,40.0,16,0.601,6.2,16,41.836,32,26,36,44.0,13,39.086,436.63,1.5,0.087,65
7.125,3,1.118,12,47.5,0.694,0,42.5,16,0.637,7.5,16,27.756,21,17,23,31.0,5,25.466,297.46,0.0,0.119,40
7.738,5,1.131,16,44.0,0.676,0,44.0,21,0.645,10.0,21,33.819,28,22,32,42.5,6,32.232,375.49,2.0,0.074,50
7.387,4,1.122,19,44.8,0.677,0,41.8,12,0.641,6.0,17,45.387,37,28,41,52.0,9,42.98,518.69,0.0,0.099,67
7.432,5,1.127,17,44.6,0.671,0,40.0,12,0.638,7.7,16,43.631,36,26,40,50.0,9,41.475,507.67,0.0,0.087,65
8.444,4,1.127,19,47.5,0.67,0,44.3,22,0.628,6.6,22,40.858,32,27,36,47.0,8,38.317,428.6,1.6,0.092,61
8.18,4,1.132,14,47.4,0.659,0,42.1,16,0.623,7.0,17,37.552,30,24,34,43.0,10,35.505,406.55,1.8,0.066,57
7.456,5,1.127,17,45.6,0.668,0,39.7,12,0.632,7.4,16,45.392,37,27,41,51.0,10,43.002,521.7,0.0,0.097,68
3.3,3,1.152,3,58.6,0.598,0,31.0,5,0.543,10.3,5,17.347,12,9,12,14.5,6,15.752,167.29,0.0,0.207,29
5.264,1,1.121,15,45.8,0.671,0,45.8,16,0.638,2.1,17,32.228,26,22,29,38.0,7,30.629,351.45,2.1,0.098,48
8.886,5,1.131,16,44.0,0.676,0,44.0,21,0.645,10.0,21,33.819,28,22,32,42.5,6,32.232,375.49,2.0,0.074,50
8.161,5,1.132,16,45.3,0.671,0,43.4,21,0.637,9.4,21,35.58,29,23,33,43.5,7,33.758,389.52,1.9,0.07,53
8.855,3,1.125,12,51.1,0.658,0,42.2,12,0.607,6.7,13,29.631,22,19,24,31.0,7,27.332,293.45,0.0,0.106,45
5.7,3,1.127,14,50.0,0.649,0,40.9,12,0.608,4.5,14,42.802,33,27,37,45.0,13,40.111,447.63,0.0,0.071,66
8.495,4,1.137,13,49.1,0.646,0,40.0,16,0.609,7.3,16,35.552,28,22,31,39.0,9,33.505,382.53,1.8,0.103,55
7.227,4,1.127,17,45.1,0.678,0,45.1,21,0.642,7.8,21,34.574,28,23,32,42.5,6,32.737,374.5,2.0,0.073,51
8.745,4,1.135,13,49.0,0.654,0,41.2,16,0.613,7.8,16,33.336,26,21,29,37.0,8,31.264,352.5,2.0,0.074,51
8.62,4,1.131,13,50.9,0.648,0,40.0,16,0.602,7.3,16,35.614,27,22,30,38.0,9,33.122,364.54,0.0,0.086,55
7.851,4,1.131,13,52.2,0.639,0,39.1,16,0.593,5.8,16,44.114,33,27,37,45.0,14,40.944,448.67,0.0,0.096,69
8.553,4,1.134,13,51.6,0.647,0,40.6,16,0.6,6.3,16,41.381,31,26,35,43.0,13,38.371,420.63,1.6,0.074,64
8.347,4,1.135,13,50.0,0.646,0,40.3,16,0.606,6.5,16,40.074,31,25,35,43.0,12,37.559,422.6,1.6,0.091,62
8.538,5,1.139,13,51.6,0.639,0,38.7,16,0.595,8.1,16,39.626,30,24,33,41.0,11,36.865,409.61,1.6,0.108,62
5.9,3,1.128,14,50.0,0.646,0,40.3,12,0.606,4.8,14,40.04,31,25,34,42.0,11,37.584,421.59,0.0,0.108,62
8.398,3,1.125,12,50.0,0.664,0,42.9,12,0.614,7.1,13,27.87,21,18,23,30.0,6,25.805,279.42,0.0,0.114,42
8.62,4,1.127,19,48.4,0.666,0,43.8,22,0.623,6.3,22,42.62,33,28,37,48.0,9,39.844,442.63,1.6,0.103,64
7.398,5,1.127,17,45.6,0.668,0,39.7,12,0.632,7.4,16,45.392,37,27,41,51.0,10,43.002,521.7,0.0,0.097,68
7.638,5,1.128,17,46.5,0.664,0,39.4,12,0.627,7.0,16,47.154,38,28,42,52.0,11,44.528,535.73,0.0,0.093,71
7.161,5,1.128,17,47.3,0.661,0,39.2,12,0.622,6.8,16,48.915,39,29,43,53.0,12,46.055,549.76,0.0,0.103,74
7.395,4,1.136,10,47.3,0.659,2,36.4,6,0.622,7.3,9,36.239,29,20,31,37.0,10,34.207,441.4,3.6,0.123,55
5.0,1,1.123,12,49.2,0.654,0,39.0,12,0.613,1.7,14,38.585,30,23,33,41.0,11,36.158,431.6,0.0,0.113,59
6.301,5,1.127,17,45.6,0.668,0,39.7,12,0.632,7.4,16,45.392,37,27,41,51.0,10,43.002,521.7,0.0,0.083,68
9.222,1,1.123,14,50.0,0.666,0,45.5,12,0.618,2.3,13,29.319,22,20,24,31.0,6,27.2,295.43,2.3,0.109,44
6.979,5,1.128,17,46.5,0.664,0,39.4,12,0.627,7.0,16,47.154,38,28,42,52.0,11,44.528,535.73,0.0,0.107,71
7.276,5,1.128,17,47.3,0.661,0,39.2,12,0.622,6.8,16,48.915,39,29,43,53.0,12,46.055,549.76,0.0,0.103,74
7.124,6,1.134,17,44.6,0.671,0,42.9,22,0.639,10.7,22,37.586,31,24,35,46.0,7,35.78,416.55,1.8,0.083,56
7.094,4,1.126,19,46.6,0.674,0,44.8,22,0.634,6.9,22,39.097,31,26,35,46.0,7,36.79,414.57,1.7,0.081,58
6.301,5,1.127,17,45.6,0.668,0,39.7,12,0.632,7.4,16,45.392,37,27,41,51.0,10,43.002,521.7,0.0,0.083,68
6.0,4,1.137,11,46.6,0.643,1,36.2,6,0.617,6.9,10,37.29,31,21,33,40.0,10,35.809,450.97,1.7,0.133,58
6.91,5,1.128,17,48.1,0.658,0,39.0,12,0.618,6.5,16,50.677,40,30,44,54.0,13,47.582,563.79,0.0,0.086,77
6.491,5,1.126,19,45.8,0.669,0,40.3,12,0.632,6.9,17,48.154,39,29,43,54.0,10,45.528,547.74,0.0,0.092,72
8.149,5,1.128,16,47.4,0.664,0,42.1,21,0.625,8.8,21,37.858,30,24,34,44.5,8,35.617,401.56,0.0,0.082,57
7.851,4,1.131,13,51.5,0.642,0,39.4,16,0.597,6.1,16,42.353,32,26,36,44.0,13,39.417,434.64,0.0,0.1,66
7.056,5,1.129,17,45.8,0.661,0,38.9,12,0.628,6.9,16,47.608,39,28,43,53.0,11,45.243,551.73,0.0,0.105,72
8.824,4,1.129,13,51.9,0.651,0,40.7,16,0.6,7.4,16,35.16,26,22,29,37.0,9,32.407,348.54,0.0,0.07,54
7.337,5,1.128,17,46.5,0.664,0,39.4,12,0.627,7.0,16,47.154,38,28,42,52.0,11,44.528,535.73,0.0,0.107,71
7.387,5,1.128,17,48.1,0.658,0,39.0,12,0.618,6.5,16,50.677,40,30,44,54.0,13,47.582,563.79,0.0,0.099,77
9.046,2,1.122,13,50.0,0.661,0,43.2,16,0.614,4.5,16,29.08,22,19,24,32.0,6,27.026,294.43,0.0,0.109,44
5.61,2,1.116,12,50.0,0.688,0,42.5,12,0.624,5.0,12,27.512,20,17,22,28.0,5,24.971,284.46,0.0,0.095,40
8.398,2,1.115,13,50.0,0.688,0,43.2,16,0.625,4.5,16,30.273,22,19,24,32.0,6,27.498,310.5,0.0,0.109,44
6.907,5,1.126,17,43.5,0.675,0,40.3,12,0.644,8.1,16,41.87,35,25,39,49.0,8,39.948,493.64,0.0,0.076,62
9.379,2,1.121,13,52.2,0.661,0,43.5,12,0.605,4.3,13,30.387,22,20,24,31.0,7,27.838,292.46,0.0,0.104,46
7.638,5,1.127,17,45.6,0.668,0,39.7,12,0.632,7.4,16,45.392,37,27,41,51.0,10,43.002,521.7,0.0,0.083,68
8.481,4,1.135,13,50.0,0.646,0,40.3,16,0.606,6.5,16,40.074,31,25,35,43.0,12,37.559,422.6,1.6,0.076,62
7.143,5,1.128,17,47.3,0.661,0,39.2,12,0.622,6.8,16,48.915,39,29,43,53.0,12,46.055,549.76,0.0,0.09,74
6.092,5,1.144,11,49.1,0.638,0,37.7,12,0.604,9.4,13,33.796,27,20,29,36.0,9,32.0,371.51,1.9,0.091,53
5.301,3,1.132,16,47.3,0.655,0,41.8,12,0.622,5.5,15,36.0,29,23,31,40.0,7,34.199,395.52,1.8,0.175,55
5.0,5,1.17,11,43.5,0.625,0,37.1,12,0.621,8.1,13,38.768,35,23,37,44.0,12,38.497,503.55,9.7,0.094,62
6.097,5,1.136,11,49.1,0.655,1,37.7,12,0.612,9.4,13,34.716,27,20,29,36.0,9,32.444,387.96,1.9,0.091,53
5.796,5,1.137,11,51.8,0.636,0,37.5,12,0.592,8.9,13,35.62,27,21,29,36.0,10,33.143,367.55,0.0,0.086,56
6.409,5,1.135,11,47.2,0.671,2,37.7,12,0.628,9.4,13,35.574,28,20,30,37.0,9,33.272,422.4,3.8,0.091,53
7.699,1,1.119,19,50.7,0.657,0,43.5,18,0.61,1.4,19,45.313,34,30,37,47.0,11,42.121,457.66,0.0,0.139,69
6.693,1,1.118,19,50.0,0.66,0,43.9,18,0.615,1.5,19,43.552,33,29,36,46.0,10,40.595,443.63,0.0,0.13,66
5.301,2,1.128,17,48.2,0.656,0,42.9,12,0.62,3.6,15,36.756,29,24,31,40.0,7,34.704,394.53,1.8,0.172,56
6.81,1,1.117,18,52.4,0.661,0,44.4,18,0.606,1.6,18,41.643,30,28,33,42.0,10,38.165,399.62,0.0,0.106,63
5.495,1,1.13,6,59.5,0.622,0,38.1,6,0.556,2.4,6,26.143,17,16,18,21.0,10,23.343,231.42,0.0,0.116,42
7.215,1,1.125,12,56.9,0.635,0,40.3,12,0.573,1.4,12,45.688,31,29,34,40.0,17,41.272,419.71,0.0,0.107,72
7.409,1,1.118,18,53.0,0.658,0,43.9,18,0.601,1.5,18,43.404,31,29,34,43.0,11,39.692,413.65,0.0,0.116,66
7.796,1,1.114,18,50.9,0.669,0,45.6,18,0.616,1.8,18,38.12,28,26,31,40.0,8,35.111,371.56,0.0,0.083,57
7.194,1,1.116,18,51.7,0.665,0,45.0,18,0.611,1.7,18,39.881,29,27,32,41.0,9,36.638,385.59,0.0,0.095,60
6.917,1,1.124,12,55.4,0.641,0,41.1,12,0.583,1.8,12,35.881,25,23,27,33.0,11,32.638,337.55,0.0,0.121,56
6.036,5,1.149,11,48.2,0.634,0,37.5,12,0.606,8.9,13,35.495,29,21,31,38.0,10,33.91,403.53,3.6,0.103,56
6.119,5,1.136,11,49.1,0.655,1,37.7,12,0.612,9.4,13,34.716,27,20,29,36.0,9,32.444,387.96,1.9,0.091,53
6.77,5,1.137,11,51.8,0.636,0,37.5,12,0.592,8.9,13,35.62,27,21,29,36.0,10,33.143,367.55,0.0,0.086,56
5.917,5,1.172,11,42.4,0.627,0,37.3,12,0.627,8.5,13,37.006,34,22,36,43.0,11,36.97,489.52,10.2,0.082,59
5.446,1,1.133,6,60.3,0.622,0,34.5,6,0.55,1.7,6,36.052,23,20,23,26.0,14,31.879,337.63,0.0,0.207,58
7.18,2,1.121,14,51.0,0.659,0,43.1,16,0.609,3.9,16,33.603,25,22,28,36.0,8,31.079,334.5,0.0,0.074,51
6.883,2,1.125,14,47.7,0.672,0,45.5,16,0.629,4.5,16,29.563,23,20,26,34.0,6,27.694,308.43,2.3,0.064,44
7.495,2,1.127,14,47.9,0.662,0,43.8,16,0.624,4.2,16,31.779,25,21,28,36.0,7,29.936,338.46,2.1,0.078,48
7.167,2,1.14,14,44.7,0.664,0,44.7,16,0.638,4.3,16,31.199,26,21,29,37.0,7,29.988,358.44,6.4,0.06,47
6.983,2,1.12,14,50.0,0.663,0,43.8,16,0.616,4.2,16,31.841,24,21,27,35.0,7,29.552,320.47,0.0,0.078,48
6.799,3,1.124,13,51.0,0.661,0,42.9,16,0.609,6.1,16,32.393,24,21,27,35.0,8,29.859,319.49,0.0,0.058,49
6.616,1,1.108,18,48.9,0.689,0,48.9,18,0.634,2.1,18,32.381,24,23,27,36.0,5,29.816,313.47,0.0,0.1,47
5.672,2,1.117,14,50.0,0.673,0,45.5,12,0.621,4.5,13,29.625,22,20,25,32.0,6,27.311,290.44,0.0,0.043,44
7.456,2,1.147,14,42.6,0.662,0,44.7,16,0.646,4.3,16,31.137,27,21,30,38.0,7,30.371,376.43,8.5,0.06,47
6.836,2,1.118,14,51.1,0.668,0,44.7,16,0.614,4.3,16,31.387,23,21,26,34.0,7,28.838,304.47,0.0,0.06,47
7.523,2,1.126,14,48.9,0.666,0,44.7,16,0.622,4.3,16,31.324,24,21,27,35.0,7,29.221,322.46,2.1,0.06,47
6.0,6,1.151,10,47.7,0.638,0,36.4,12,0.607,13.6,12,28.063,23,16,25,31.0,6,26.726,316.43,2.3,0.087,44
7.194,1,1.118,12,52.8,0.663,0,44.4,12,0.605,2.8,12,23.858,17,16,18,24.0,4,21.763,225.36,0.0,0.135,36
5.777,1,1.118,12,52.8,0.663,0,44.4,12,0.605,2.8,12,23.858,17,16,18,24.0,4,21.763,225.36,0.0,0.135,36
8.222,1,1.116,12,52.5,0.665,0,45.0,12,0.607,2.5,12,26.62,19,18,21,27.0,6,24.289,251.4,0.0,0.071,40
6.413,1,1.119,12,53.8,0.657,0,43.6,12,0.597,2.6,12,25.62,18,17,19,25.0,5,23.289,239.39,0.0,0.15,39
6.0,6,1.142,10,47.7,0.659,1,36.4,12,0.618,13.6,12,28.983,23,16,25,31.0,6,27.17,332.88,2.3,0.087,44
6.0,6,1.143,10,51.1,0.636,0,36.2,12,0.593,12.8,12,29.887,23,17,25,31.0,7,27.87,312.47,0.0,0.082,47
7.319,1,1.114,12,51.4,0.672,0,45.9,12,0.615,2.7,12,24.858,18,17,20,26.0,5,22.763,237.37,0.0,0.077,37
6.0,6,1.141,10,45.5,0.678,2,36.4,12,0.636,13.6,12,29.841,24,16,26,32.0,6,27.998,367.32,4.5,0.087,44
5.0,4,1.13,14,50.0,0.651,0,40.4,17,0.608,7.7,17,33.853,26,21,28,36.5,7,31.595,350.51,0.0,0.093,52
6.28,4,1.136,11,51.6,0.63,0,37.1,11,0.59,6.5,13,39.046,30,23,32,39.5,12,36.605,412.59,0.0,0.172,62
4.0,4,1.13,11,49.2,0.655,0,37.7,11,0.611,6.6,13,39.932,31,23,34,41.5,12,37.265,442.64,0.0,0.156,61
6.016,1,1.111,18,50.9,0.677,0,47.2,18,0.62,1.9,18,35.904,26,25,29,38.0,7,32.87,341.53,0.0,0.125,53
6.34,2,1.137,7,58.5,0.61,0,35.4,6,0.553,3.1,7,39.626,27,23,28,32.0,16,35.955,374.63,0.0,0.182,65
5.33,3,1.139,9,56.3,0.607,0,34.5,6,0.56,3.4,9,52.802,38,30,39,45.0,21,48.755,531.82,0.0,0.182,87
