pXC50,nH,nN,Se,nBT,nAT,nCsp3,Sp,Sv,MW,Si,X.,nC,nF,nX,Mv,SCBO,nSK
8.377,31,3,73.207,73,71,12,45.87,44.787,585.68,81.464,5.6,27,4,4,0.631,53.0,40
8.137,30,4,72.425,72,70,11,45.114,44.282,586.67,80.547,5.7,26,4,4,0.633,53.0,40
8.009,29,3,67.996,68,66,11,42.654,41.546,543.64,75.839,6.1,25,4,4,0.629,49.0,37
5.638,34,4,72.778,75,72,14,47.466,44.651,562.78,81.318,0.0,26,0,0,0.62,51.5,38
7.009,35,3,69.483,71,69,15,43.574,40.969,493.69,78.315,0.0,24,0,0,0.594,44.0,34
6.377,33,3,66.6,68,66,14,41.813,39.442,479.66,74.899,0.0,23,0,0,0.598,43.0,33
4.638,33,3,66.6,68,66,14,41.813,39.442,479.66,74.899,0.0,23,0,0,0.598,43.0,33
6.022,41,3,79.134,82,79,19,49.858,46.549,547.79,89.56,0.0,28,0,0,0.589,49.0,38
6.0,33,3,70.676,73,70,13,46.46,43.629,547.76,78.819,0.0,26,0,0,0.623,50.5,37
5.301,28,4,59.992,63,60,11,39.523,37.552,432.57,67.604,0.0,25,0,0,0.626,46.0,32
6.409,25,5,55.0,58,55,9,36.552,34.805,403.53,62.062,0.0,23,0,0,0.633,44.0,30
6.301,37,3,72.367,74,72,16,45.336,42.496,507.72,81.73,0.0,25,0,0,0.59,45.0,35
6.367,35,3,73.483,76,73,13,47.574,44.969,541.73,82.315,0.0,28,0,0,0.616,52.0,38
8.921,37,3,74.04,76,74,12,47.881,44.781,527.75,83.52,0.0,28,0,0,0.605,50.0,37
9.0,31,7,62.97,66,63,14,40.086,37.901,437.61,71.889,0.0,23,0,0,0.602,44.0,32
7.602,22,4,42.687,44,43,8,27.33,25.542,286.42,48.939,0.0,16,0,0,0.594,28.0,21
7.959,21,4,43.011,44,43,8,28.188,26.369,320.86,48.883,2.3,16,0,1,0.613,29.0,22
7.0,23,4,48.567,51,49,8,33.495,31.181,366.93,55.089,2.0,21,0,1,0.636,38.0,26
8.222,21,4,46.683,50,47,8,32.733,30.654,364.91,52.674,2.1,21,0,1,0.652,39.0,26
6.0,25,4,52.451,56,53,10,36.256,33.708,392.97,59.504,1.9,23,0,1,0.636,41.0,28
7.26,26,4,48.109,48,48,12,28.762,27.025,310.45,55.189,0.0,15,0,0,0.563,26.0,22
8.222,24,4,45.571,47,46,9,29.091,27.068,300.45,52.355,0.0,17,0,0,0.588,29.0,22
9.0,24,4,49.225,50,49,9,31.0,29.498,344.46,55.773,0.0,18,0,0,0.602,33.0,25
6.0,27,5,54.229,58,55,10,36.404,33.902,373.55,62.059,0.0,23,0,0,0.616,41.0,28
6.0,24,4,50.571,54,51,9,34.091,32.068,360.5,57.355,0.0,22,0,0,0.629,40.0,27
6.319,23,5,49.538,53,50,9,34.529,32.035,377.56,56.148,0.0,21,0,0,0.641,40.0,27
6.0,16,4,44.24,47,44,3,33.068,31.428,407.32,48.788,4.5,22,0,2,0.714,44.0,28
6.553,26,4,53.454,57,54,10,35.853,33.595,374.53,60.77,0.0,23,0,0,0.622,41.0,28
6.0,33,6,70.149,74,70,14,45.54,43.316,504.67,79.561,1.4,28,1,1,0.619,52.0,37
5.229,33,6,70.149,74,70,14,45.54,43.316,504.67,79.561,1.4,28,1,1,0.619,52.0,37
6.076,26,0,56.123,59,56,8,37.171,35.422,406.51,62.445,0.0,25,0,0,0.633,42.0,30
6.0,25,4,52.451,56,53,10,36.256,33.708,392.97,59.504,1.9,23,0,1,0.636,41.0,28
7.0,17,4,43.916,47,44,3,32.211,30.601,372.88,48.844,2.3,22,0,1,0.695,43.0,27
4.585,16,4,34.709,38,35,4,23.591,22.246,252.35,39.484,0.0,15,0,0,0.636,29.5,19
6.62,33,5,60.207,64,61,17,38.143,35.197,383.6,69.514,0.0,22,0,0,0.577,36.0,28
7.268,37,3,83.185,83,81,15,51.608,50.082,643.77,92.919,4.9,30,4,4,0.618,57.0,44
8.046,35,3,80.301,80,78,14,49.847,48.556,629.74,89.504,5.1,29,4,4,0.623,56.0,43
7.824,36,4,85.076,86,83,12,54.398,52.862,676.8,94.793,4.8,33,4,4,0.637,64.0,47
8.081,35,3,80.647,82,79,12,51.938,50.126,633.77,90.085,5.1,32,4,4,0.635,60.0,44
8.161,37,3,87.261,88,85,13,56.256,54.27,711.87,96.839,4.7,33,4,4,0.638,66.0,48
8.137,34,4,82.192,83,80,11,52.637,51.335,662.77,91.377,5.0,32,4,4,0.642,63.0,46
8.398,21,5,43.905,45,44,8,28.574,27.036,311.43,50.023,0.0,17,0,0,0.614,32.0,23
8.699,36,4,86.479,87,84,13,55.5,53.764,712.86,95.922,4.8,32,4,4,0.64,66.0,48
6.77,36,6,70.192,75,71,16,45.91,42.745,472.7,80.427,0.0,28,0,0,0.602,48.0,35
7.009,58,0,117.897,121,118,16,76.626,72.425,819.08,132.135,0.0,50,0,0,0.614,81.0,60
6.699,36,6,70.192,75,71,16,45.91,42.745,472.7,80.427,0.0,28,0,0,0.602,48.0,35
6.498,26,2,51.192,52,51,11,32.614,30.411,366.53,57.737,0.0,18,0,0,0.596,31.5,25
6.022,34,4,74.701,77,74,13,48.818,46.463,566.74,83.398,0.0,29,0,0,0.628,56.0,40
6.086,34,4,74.701,77,74,13,48.818,46.463,566.74,83.398,0.0,29,0,0,0.628,56.0,40
6.921,28,2,55.749,57,56,7,36.921,34.223,400.59,62.942,0.0,22,0,0,0.611,39.0,28
8.046,23,7,46.109,47,46,9,28.586,27.079,317.45,53.019,0.0,15,0,0,0.589,30.0,23
7.569,31,3,74.61,74,72,12,46.972,45.689,621.74,82.593,5.6,26,4,4,0.635,55.0,41
6.097,33,4,73.025,75,72,13,47.676,45.291,577.16,81.342,1.4,27,0,1,0.629,53.0,39
6.009,34,3,73.996,76,73,13,47.512,45.352,559.72,82.654,1.4,28,1,1,0.621,53.0,39
5.523,27,5,55.556,59,56,11,36.858,34.617,389.55,63.268,0.0,23,0,0,0.618,41.0,29
6.137,34,4,74.701,77,74,13,48.818,46.463,566.74,83.398,0.0,29,0,0,0.628,56.0,40
5.721,35,3,69.483,71,69,15,43.574,40.969,493.69,78.315,0.0,24,0,0,0.594,44.0,34
5.658,34,4,72.701,75,72,13,46.818,44.463,542.72,81.398,0.0,27,0,0,0.618,52.0,38
5.824,39,3,75.25,77,75,17,47.097,44.022,521.75,85.145,0.0,26,0,0,0.587,46.0,36
6.076,32,3,66.923,68,66,14,42.671,40.27,514.1,74.843,1.5,23,0,1,0.61,44.0,34
6.194,35,5,73.803,76,73,14,46.824,44.485,545.73,82.896,0.0,26,0,0,0.609,51.5,38
6.0,35,5,70.418,75,71,15,46.358,43.439,485.69,80.138,0.0,29,0,0,0.612,51.0,36
5.921,30,3,68.138,68,66,14,41.625,40.592,533.63,75.918,4.5,23,3,3,0.615,46.0,36
5.921,32,4,65.818,67,65,14,41.057,38.937,480.65,73.982,0.0,22,0,0,0.599,43.0,33
6.0,27,5,57.883,61,58,10,38.313,36.331,417.56,65.478,0.0,24,0,0,0.626,45.0,31
5.699,24,4,54.225,57,54,9,36.0,34.498,404.51,60.773,0.0,23,0,0,0.639,44.0,30
6.523,36,4,71.585,73,71,15,44.58,41.99,508.71,80.813,0.0,24,0,0,0.591,45.0,35
6.0,16,4,44.24,47,44,3,33.068,31.428,407.32,48.788,4.5,22,0,2,0.714,44.0,28
7.638,21,4,47.109,47,46,9,28.904,28.218,354.42,53.374,6.5,17,3,3,0.613,32.0,25
6.0,27,4,55.334,59,56,11,38.017,35.235,407.0,62.92,1.8,24,0,1,0.629,42.0,29
6.0,22,5,48.785,52,49,8,33.739,31.676,379.93,55.172,2.0,21,0,1,0.646,40.0,27
6.0,25,5,51.345,55,52,9,34.643,32.375,359.52,58.644,0.0,22,0,0,0.623,40.0,27
7.62,21,4,43.011,44,43,8,28.188,26.369,320.86,48.883,2.3,16,0,1,0.613,29.0,22
9.0,21,4,45.683,48,46,7,31.733,29.654,352.9,51.674,2.2,20,0,1,0.645,37.0,25
9.208,23,4,61.254,62,59,12,40.699,39.544,563.47,67.431,8.5,23,3,5,0.67,49.5,36
6.77,30,0,59.891,61,60,8,38.693,36.476,410.55,67.275,0.0,25,0,0,0.608,40.0,30
7.77,21,4,46.683,50,47,8,32.733,30.654,364.91,52.674,2.1,21,0,1,0.652,39.0,26
6.602,23,5,49.789,53,50,9,33.336,31.563,361.49,56.438,0.0,21,0,0,0.631,40.0,27
6.658,23,4,49.567,53,50,9,34.495,32.181,378.94,56.089,2.0,22,0,1,0.644,40.0,27
7.0,32,5,60.436,64,61,17,39.495,36.222,462.49,69.355,1.6,22,0,1,0.594,37.0,29
9.0,25,7,54.32,57,54,11,34.802,33.321,395.52,61.644,0.0,20,0,0,0.617,41.0,29
9.0,25,7,54.32,57,54,11,34.802,33.321,395.52,61.644,0.0,20,0,0,0.617,41.0,29
8.347,37,3,73.636,76,74,10,47.779,44.879,503.7,83.391,0.0,30,0,0,0.606,50.0,37
6.959,23,1,38.803,38,39,10,22.745,20.961,229.36,44.694,0.0,12,0,0,0.537,17.0,16
7.745,30,5,72.13,72,70,10,45.421,44.393,581.68,80.29,4.3,26,3,3,0.634,54.5,40
7.721,19,4,40.545,42,41,6,29.773,26.617,406.3,46.035,2.4,17,0,1,0.649,31.0,22
5.0,22,3,52.12,54,52,5,36.398,34.589,419.94,58.01,1.9,24,0,1,0.665,44.5,30
6.9,25,7,57.396,59,57,8,38.449,36.508,451.61,64.564,0.0,22,0,0,0.64,46.0,32
7.0,27,7,61.858,63,61,9,39.472,38.277,465.57,69.478,0.0,23,0,0,0.627,48.0,34
5.1,20,4,49.131,51,49,3,34.023,32.73,384.47,54.734,0.0,23,0,0,0.668,44.0,29
5.5,16,3,40.469,41,40,3,28.114,27.009,341.82,44.764,2.5,18,0,1,0.675,35.0,24
5.3,24,3,49.003,50,49,10,32.159,30.116,361.91,55.425,2.0,19,0,1,0.615,33.0,25
7.2,27,7,60.531,62,60,9,39.017,37.562,449.57,68.268,0.0,23,0,0,0.626,47.0,33
5.2,18,5,43.673,44,43,5,29.125,28.052,359.85,48.761,2.3,17,0,1,0.652,35.5,25
5.9,17,4,42.647,43,42,5,29.767,28.217,376.9,47.182,2.4,17,0,1,0.672,35.5,25
5.0,18,3,46.353,48,46,3,32.875,31.536,391.88,51.179,2.2,22,0,1,0.686,42.5,28
5.1,19,5,48.349,50,48,3,33.267,32.224,385.46,53.817,0.0,22,0,0,0.671,44.0,29
5.2,15,3,40.793,41,40,3,28.972,27.836,376.26,44.708,5.0,18,0,2,0.696,36.0,25
5.0,17,4,45.571,47,45,3,32.12,31.03,392.87,50.262,2.2,21,0,1,0.69,42.5,28
6.9,29,7,64.741,66,64,10,41.233,39.804,479.6,72.893,0.0,24,0,0,0.622,49.0,35
6.8,30,8,65.516,67,65,10,41.784,40.11,478.62,74.182,0.0,24,0,0,0.617,49.0,35
5.0,22,3,50.12,52,50,7,34.398,32.589,395.92,56.01,2.0,22,0,1,0.652,40.0,28
5.6,18,5,43.673,44,43,5,29.125,28.052,359.85,48.761,2.3,17,0,1,0.652,35.5,25
5.0,20,4,49.131,51,49,3,34.023,32.73,384.47,54.734,0.0,23,0,0,0.668,44.0,29
5.2,19,5,48.349,50,48,3,33.267,32.224,385.46,53.817,0.0,22,0,0,0.671,44.0,29
5.0,20,4,49.131,51,49,3,34.023,32.73,384.47,54.734,0.0,23,0,0,0.668,44.0,29
6.0,28,8,62.632,64,62,9,40.023,38.584,464.59,70.767,0.0,23,0,0,0.622,48.0,34
5.0,22,3,46.12,47,46,9,30.398,28.589,347.88,52.01,2.2,18,0,1,0.622,32.0,24
8.319,37,3,74.636,78,75,11,48.779,45.879,515.71,84.391,0.0,31,0,0,0.612,52.0,38
5.3,20,3,46.236,47,46,5,31.637,30.063,369.88,51.595,2.2,20,0,1,0.654,37.0,26
5.0,21,5,50.232,52,50,4,34.029,32.751,387.48,56.232,0.0,22,0,0,0.655,43.5,29
6.2,17,5,45.542,47,45,3,32.154,30.885,391.49,50.322,0.0,20,0,0,0.686,42.5,28
5.0,21,5,50.232,52,50,4,34.029,32.751,387.48,56.232,0.0,22,0,0,0.655,43.5,29
5.9,18,3,43.353,44,43,4,29.875,28.536,355.85,48.179,2.3,19,0,1,0.664,36.0,25
5.2,20,3,46.236,47,46,5,31.637,30.063,369.88,51.595,2.2,20,0,1,0.654,37.0,26
5.3,18,3,43.429,44,43,5,30.523,28.723,375.91,48.099,2.3,18,0,1,0.668,35.5,25
5.0,20,3,44.236,45,44,7,29.637,28.063,345.86,49.595,2.3,18,0,1,0.638,33.0,24
5.0,19,5,47.349,49,47,3,32.267,31.224,373.45,52.817,0.0,21,0,0,0.664,42.5,28
5.2,18,3,43.353,44,43,4,29.875,28.536,355.85,48.179,2.3,19,0,1,0.664,36.0,25
5.0,20,3,46.236,47,46,5,31.637,30.063,369.88,51.595,2.2,20,0,1,0.654,37.0,26
5.7,22,5,49.44,50,49,7,32.648,31.105,387.91,55.591,2.0,19,0,1,0.635,37.5,27
5.5,27,7,60.28,62,60,9,40.211,38.034,465.64,67.979,0.0,23,0,0,0.634,47.0,33
6.9,25,7,57.647,59,57,8,37.256,36.035,435.54,64.853,0.0,22,0,0,0.632,46.0,32
5.0,19,5,47.349,49,47,3,32.267,31.224,373.45,52.817,0.0,21,0,0,0.664,42.5,28
5.2,29,7,62.087,64,62,9,40.324,38.374,447.6,70.474,0.0,24,0,0,0.619,47.0,33
5.0,19,5,48.349,50,48,3,33.267,32.224,385.46,53.817,0.0,22,0,0,0.671,44.0,29
5.0,17,4,42.898,43,42,5,28.574,27.745,360.83,47.472,2.4,17,0,1,0.661,35.5,25
5.3,20,5,46.556,47,46,6,30.887,29.579,373.88,52.176,2.2,18,0,1,0.643,36.5,26
5.5,24,5,52.323,53,52,8,34.409,32.632,401.94,59.006,1.9,20,0,1,0.628,38.5,28
5.9,17,5,45.793,47,45,3,30.96,30.412,375.42,50.611,0.0,20,0,0,0.676,42.5,28
5.6,27,5,54.883,56,55,9,35.313,33.331,381.53,62.478,0.0,21,0,0,0.606,38.5,28
6.699,14,6,33.145,34,33,3,22.08,21.236,254.33,37.651,0.0,13,0,0,0.644,28.0,19
7.3,10,6,33.287,34,32,2,22.193,22.475,300.3,36.915,6.3,14,2,2,0.702,34.0,22
7.63,10,6,33.287,34,32,2,22.193,22.475,300.3,36.915,6.3,14,2,2,0.702,34.0,22
7.76,15,6,37.353,39,37,5,25.699,24.59,314.81,42.01,2.7,15,0,1,0.665,32.0,22
5.0,95,9,179.148,179,178,41,107.064,101.282,1174.62,203.689,0.0,58,0,0,0.569,98.0,83
7.69,14,6,38.054,39,37,5,24.716,24.529,316.35,42.745,5.4,15,2,2,0.663,33.0,23
5.3,18,3,43.353,44,43,4,29.875,28.536,355.85,48.179,2.3,19,0,1,0.664,36.0,25
8.0,39,5,82.57,84,82,12,53.347,50.538,609.82,92.726,0.0,31,0,0,0.616,57.5,43
5.0,19,3,47.087,48,46,6,31.029,30.04,389.47,51.784,0.0,18,0,0,0.653,38.0,27
8.523,37,3,69.636,71,70,12,43.779,40.879,455.66,79.391,0.0,26,0,0,0.584,42.0,33
5.0,23,3,50.527,52,50,8,33.097,31.379,389.52,56.405,0.0,19,0,0,0.628,37.0,27
5.0,18,2,46.313,47,45,6,30.477,29.733,390.45,50.495,0.0,18,0,0,0.661,38.0,27
6.745,22,2,45.349,46,45,8,28.443,27.17,318.41,50.986,0.0,17,0,0,0.604,30.0,23
7.721,26,2,55.116,57,55,8,35.966,34.224,394.51,61.817,0.0,23,0,0,0.622,40.0,29
7.215,24,2,51.232,53,51,8,33.205,31.697,368.47,57.401,0.0,21,0,0,0.622,37.5,27
6.377,21,3,44.567,45,44,8,27.688,26.665,319.4,50.069,0.0,16,0,0,0.606,30.0,23
6.0,40,4,75.621,78,76,14,47.546,44.427,496.72,86.304,0.0,28,0,0,0.585,46.0,36
5.0,18,2,43.985,45,43,6,29.023,28.018,362.44,48.285,0.0,17,0,0,0.652,35.0,25
7.854,31,3,60.985,62,61,9,38.495,36.299,413.57,69.145,0.0,23,0,0,0.595,39.0,30
9.699,31,3,68.148,69,67,13,42.858,41.456,505.61,76.916,6.0,27,4,4,0.619,47.0,36
6.328,24,2,51.232,53,51,8,33.205,31.697,368.47,57.401,0.0,21,0,0,0.622,37.5,27
6.149,24,2,51.963,52,51,9,32.762,31.314,396.51,57.74,0.0,18,0,0,0.614,36.0,27
9.699,30,4,68.367,69,67,12,43.103,41.95,518.61,76.999,6.0,27,4,4,0.626,49.0,37
9.523,28,4,65.483,67,64,13,41.341,40.424,504.58,73.584,6.3,26,4,4,0.632,48.0,36
8.523,37,3,72.309,75,73,10,47.324,44.164,487.7,82.182,0.0,30,0,0,0.605,49.0,36
9.523,24,4,57.465,58,56,11,37.012,35.842,468.57,64.464,7.1,22,4,4,0.64,42.5,32
9.301,29,5,68.585,70,67,13,43.347,42.445,531.61,77.082,6.0,27,4,4,0.634,51.0,38
9.699,30,4,69.367,71,68,13,44.103,42.95,530.62,77.999,5.9,28,4,4,0.632,51.0,38
9.398,27,3,66.29,66,64,12,40.972,40.696,527.56,74.18,9.4,26,6,6,0.636,48.0,37
5.0,53,5,106.738,111,106,25,67.04,63.37,756.03,120.261,0.0,38,0,0,0.598,69.0,53
8.585,26,4,64.003,64,62,11,40.682,39.799,526.61,71.298,6.5,24,4,4,0.642,49.0,36
7.155,31,3,60.985,62,61,9,38.495,36.299,413.57,69.145,0.0,23,0,0,0.595,39.0,30
9.398,27,3,66.29,66,64,12,40.972,40.696,527.56,74.18,9.4,26,6,6,0.636,48.0,37
7.194,28,2,54.0,55,54,11,33.728,31.75,360.5,61.232,0.0,20,0,0,0.588,33.0,26
9.854,22,4,49.342,50,49,5,32.239,30.971,366.46,55.358,0.0,20,0,0,0.632,38.0,27
9.699,29,3,66.265,68,65,13,42.097,40.929,503.59,74.501,6.2,27,4,4,0.63,48.0,36
9.398,26,4,63.272,65,62,10,41.125,40.182,498.57,70.959,6.5,27,4,4,0.648,50.5,36
8.26,34,4,69.97,73,70,12,45.262,42.847,490.66,79.059,0.0,28,0,0,0.612,49.0,36
7.996,37,3,73.636,77,74,14,47.779,44.879,503.7,83.391,0.0,30,0,0,0.606,50.0,37
7.397,32,4,68.414,71,68,11,43.955,42.035,492.63,76.853,0.0,27,0,0,0.618,49.0,36
10.194,24,4,48.225,48,48,8,30.0,28.498,332.45,54.773,0.0,17,0,0,0.594,31.0,24
8.398,34,4,70.643,74,71,8,46.807,44.132,498.68,79.849,0.0,30,0,0,0.622,53.0,37
5.0,20,2,49.542,52,49,5,34.33,32.83,408.51,54.491,0.0,22,0,0,0.67,43.0,29
7.824,30,2,56.883,58,57,12,35.489,33.277,374.53,64.647,0.0,21,0,0,0.584,34.0,27
6.068,35,5,71.072,73,71,10,45.267,42.868,493.67,80.557,0.0,27,0,0,0.604,48.5,36
6.0,20,2,38.465,38,38,9,22.682,21.643,256.34,43.571,0.0,12,0,0,0.57,21.0,18
8.523,38,4,73.41,77,74,13,47.33,44.186,490.71,83.68,0.0,29,0,0,0.597,49.0,36
8.155,22,2,48.425,50,48,8,32.091,30.357,374.5,53.906,0.0,19,0,0,0.632,36.0,26
6.378,31,3,60.985,62,61,9,38.495,36.299,413.57,69.145,0.0,23,0,0,0.595,39.0,30
6.194,20,2,42.542,43,42,8,27.33,25.83,324.44,47.491,0.0,15,0,0,0.615,28.5,22
6.229,23,3,50.451,52,50,8,32.449,31.191,369.46,56.485,0.0,20,0,0,0.624,37.5,27
7.167,22,2,48.425,50,48,8,32.091,30.357,374.5,53.906,0.0,19,0,0,0.632,36.0,26
5.0,26,2,55.192,58,55,11,36.614,34.411,414.57,61.737,0.0,22,0,0,0.626,40.0,29
5.0,16,2,39.774,41,39,5,26.807,25.777,332.41,43.661,0.0,16,0,0,0.661,33.0,23
6.0,38,4,71.738,73,72,12,44.785,41.9,470.68,81.889,0.0,26,0,0,0.582,43.0,34
6.0,28,2,51.0,52,51,14,30.728,28.75,324.47,58.232,0.0,17,0,0,0.564,27.0,23
6.854,24,2,49.56,50,49,9,30.659,29.412,348.44,55.611,0.0,18,0,0,0.6,32.0,25
6.114,30,2,59.538,60,59,12,36.398,34.707,406.53,67.066,0.0,21,0,0,0.588,36.0,29
7.42,23,3,49.451,51,49,8,31.449,30.191,357.45,55.485,0.0,19,0,0,0.616,36.0,26
6.818,34,4,69.97,72,70,9,45.262,42.847,490.66,79.059,0.0,28,0,0,0.612,49.0,36
6.721,20,2,45.542,47,45,7,30.33,28.83,360.47,50.491,0.0,18,0,0,0.641,35.0,25
6.0,21,3,48.222,48,47,8,29.597,29.094,363.41,53.488,0.0,17,0,0,0.619,35.0,26
6.553,33,3,67.869,70,68,8,44.256,41.825,475.64,76.561,0.0,28,0,0,0.615,48.0,35
7.357,23,3,50.451,52,50,8,32.449,31.191,369.46,56.485,0.0,20,0,0,0.624,37.5,27
6.796,23,3,52.105,53,51,9,32.358,31.621,389.45,57.903,0.0,19,0,0,0.62,37.0,28
8.244,25,3,54.989,56,54,10,34.12,33.148,403.48,61.319,0.0,20,0,0,0.614,38.0,29
6.699,23,3,52.105,53,51,9,32.358,31.621,389.45,57.903,0.0,19,0,0,0.62,37.0,28
6.0,40,4,75.621,78,76,14,47.546,44.427,496.72,86.304,0.0,28,0,0,0.585,46.0,36
8.056,25,3,54.989,56,54,10,34.12,33.148,403.48,61.319,0.0,20,0,0,0.614,38.0,29
7.444,37,3,69.636,71,70,12,43.779,40.879,455.66,79.391,0.0,26,0,0,0.584,42.0,33
5.444,27,3,59.545,62,59,9,38.426,36.96,437.54,66.524,0.0,24,0,0,0.626,44.0,32
7.161,35,3,67.752,70,68,12,43.017,40.352,453.64,76.976,0.0,26,0,0,0.593,43.0,33
6.31,29,3,56.774,58,57,8,36.279,34.057,383.54,64.521,0.0,22,0,0,0.597,37.0,28
8.523,33,3,62.541,64,63,10,39.802,37.111,411.6,71.351,0.0,24,0,0,0.589,39.0,30
6.42,27,3,59.545,62,59,9,38.426,36.96,437.54,66.524,0.0,24,0,0,0.626,44.0,32
6.721,37,3,71.963,74,72,13,45.233,42.594,483.67,81.6,0.0,27,0,0,0.592,45.0,35
7.204,31,3,59.658,61,60,9,38.04,35.584,397.57,67.936,0.0,23,0,0,0.593,38.0,29
8.854,41,3,74.73,75,75,16,45.756,42.647,475.7,85.431,0.0,26,0,0,0.569,41.0,34
5.678,23,3,52.105,53,51,9,32.358,31.621,389.45,57.903,0.0,19,0,0,0.62,37.0,28
4.824,12,2,23.622,25,24,2,15.818,14.677,160.24,27.073,0.0,10,0,0,0.612,18.0,12
6.328,29,3,56.774,58,57,8,36.279,34.057,383.54,64.521,0.0,22,0,0,0.597,37.0,28
8.373,29,6,63.52,65,63,8,41.392,39.422,485.04,71.544,1.6,24,0,1,0.626,46.5,34
6.0,28,3,57.098,58,57,8,37.137,34.885,417.98,64.465,1.8,22,0,1,0.612,38.0,29
8.523,34,4,64.643,66,65,11,40.807,38.132,426.62,73.849,0.0,24,0,0,0.587,40.0,31
8.523,35,3,65.425,67,66,11,41.563,38.637,425.63,74.766,0.0,25,0,0,0.585,40.0,31
8.373,35,3,70.752,73,71,9,46.017,43.352,489.67,79.976,0.0,29,0,0,0.611,49.0,36
6.0,31,3,60.985,62,61,9,38.495,36.299,413.57,69.145,0.0,23,0,0,0.595,39.0,30
6.456,28,3,57.098,58,57,8,37.137,34.885,417.98,64.465,1.8,22,0,1,0.612,38.0,29
6.337,31,3,59.658,61,60,9,38.04,35.584,397.57,67.936,0.0,23,0,0,0.593,38.0,29
8.285,28,6,63.843,65,63,8,42.25,40.249,519.48,71.488,3.2,24,0,2,0.639,47.5,35
8.523,33,3,63.869,65,64,10,40.256,37.825,427.6,72.561,0.0,24,0,0,0.591,40.0,31
6.319,6,2,11.971,12,12,3,7.534,7.096,82.12,13.827,0.0,4,0,0,0.591,8.0,6
4.638,33,3,60.869,61,61,13,37.256,34.825,391.57,69.561,0.0,21,0,0,0.571,34.0,28
8.602,36,2,64.534,65,65,14,39.773,36.858,404.61,73.893,0.0,23,0,0,0.567,35.0,29
4.863,15,3,31.934,33,32,5,21.04,19.94,229.31,36.196,0.0,13,0,0,0.623,24.0,17
6.444,9,3,23.956,26,24,2,17.301,16.645,195.24,26.741,0.0,12,0,0,0.694,24.5,15
7.398,12,2,25.949,27,26,4,17.273,16.392,188.25,29.282,0.0,11,0,0,0.63,20.0,14
6.699,15,3,33.338,34,33,5,22.142,20.842,265.37,37.325,0.0,12,0,0,0.632,26.0,18
7.155,13,3,29.051,30,29,4,19.279,18.413,215.28,32.78,0.0,12,0,0,0.635,23.0,16
4.917,15,3,33.338,34,33,5,22.142,20.842,265.37,37.325,0.0,12,0,0,0.632,26.0,18
4.886,31,3,58.061,58,58,13,36.142,33.486,397.6,66.065,0.0,19,0,0,0.577,32.5,27
6.0,35,3,63.08,63,63,16,37.472,35.067,397.58,72.185,0.0,20,0,0,0.557,32.0,28
6.308,49,7,95.232,98,95,23,58.756,55.501,639.89,108.464,0.0,33,0,0,0.584,58.0,46
6.64,53,7,103.999,107,104,22,65.279,61.555,703.98,118.294,0.0,38,0,0,0.592,66.0,51
7.699,18,2,31.6,33,32,10,19.557,17.972,194.31,36.528,0.0,11,0,0,0.562,17.0,14
4.523,33,3,60.869,61,61,13,37.256,34.825,391.57,69.561,0.0,21,0,0,0.571,34.0,28
4.229,32,4,60.414,60,60,14,35.955,34.035,396.55,68.853,0.0,19,0,0,0.567,33.5,28
7.569,19,3,34.702,36,35,10,21.563,19.993,221.34,40.026,0.0,12,0,0,0.571,20.0,16
4.854,31,3,58.061,58,58,13,36.142,33.486,397.6,66.065,0.0,19,0,0,0.577,32.5,27
6.538,17,3,38.818,41,39,4,26.801,25.467,291.38,43.611,0.0,18,0,0,0.653,33.0,22
7.108,19,1,34.113,33,34,8,20.87,19.094,233.37,38.783,0.0,10,0,0,0.562,16.0,15
7.292,17,1,34.153,34,34,5,21.46,20.38,235.31,38.448,0.0,13,0,0,0.599,22.0,17
7.523,21,1,39.92,40,40,7,24.983,23.434,263.37,45.279,0.0,15,0,0,0.586,24.0,19
7.301,23,2,47.654,45,46,11,26.779,26.374,340.39,53.836,6.5,14,3,3,0.573,25.0,23
7.585,23,1,39.803,40,40,11,23.745,21.961,241.37,45.694,0.0,13,0,0,0.549,19.0,17
9.959,30,2,55.883,56,56,11,34.489,32.277,362.52,63.647,0.0,20,0,0,0.576,32.0,26
6.796,19,1,33.036,32,33,8,19.222,17.907,201.3,37.863,0.0,10,0,0,0.543,15.0,14
7.387,21,2,44.771,42,43,10,25.017,24.847,326.36,50.421,7.0,13,3,3,0.578,24.0,22
7.538,21,2,44.771,42,43,10,25.017,24.847,326.36,50.421,7.0,13,3,3,0.578,24.0,22
6.167,19,1,34.363,33,34,8,19.676,18.622,217.3,39.073,0.0,10,0,0,0.548,16.0,15
7.009,19,2,41.887,39,40,9,23.256,23.32,312.33,47.005,7.5,12,3,3,0.583,23.0,21
7.237,17,1,30.153,29,30,7,17.46,16.38,187.27,34.448,0.0,9,0,0,0.546,14.0,13
7.081,19,1,34.113,33,34,8,20.87,19.094,233.37,38.783,0.0,10,0,0,0.562,16.0,15
6.602,23,1,38.803,38,39,10,22.745,20.961,229.36,44.694,0.0,12,0,0,0.537,17.0,16
6.18,19,1,34.363,33,34,8,19.676,18.622,217.3,39.073,0.0,10,0,0,0.548,16.0,15
6.959,19,1,37.036,37,37,6,23.222,21.907,249.34,41.863,0.0,14,0,0,0.592,23.0,18
6.824,19,1,34.036,33,34,7,20.222,18.907,213.31,38.863,0.0,11,0,0,0.556,17.0,15
